,alligator,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bucket,can,car,cat,chair,clock,comb,couch,crayon,crib,cup,dog,doll,door,drawer,face,fish,flower,frog,glass,glasses,glove,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pillow,plate,purse,refrigerator,scissors,shirt,shoe,shorts,sink,slide,slipper,snow,sprinkler,stroller,table,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
necklace,1.1867127,0.8100831,0.9018957,0.7035045,0.5428335,0.9133357,1.3561862,1.4219615,0.6971959,1.1850612,1.0919429,1.1122396,1.2818427,0.9687754,0.56320786,0.71207,1.1475959,0.6560209,0.5781032,0.88102895,0.8607701,1.2844009,0.98154503,0.9725701,1.3893082,0.52444935,1.401632,0.7438214,0.9176222,1.0128831,1.018809,1.0254155,1.1364565,0.775137,1.0624235,1.1943136,1.3767798,0.49259627,1.0197124,0.6372046,1.1878225,0.8239349,0.5872819,1.2130941,1.1376631,0.87787926,1.342032,0.62258947,1.2767512,1.3658862,0.5045576,0.7962426,0.0,1.2923534,1.1283076,1.1342245,0.72640073,0.9344234,0.7805912,1.055344,0.85297054,1.321245,1.357707,1.0970882,1.1810138,0.98651236,0.9875302,1.2272413,1.3083618,0.567639,1.1456145,1.3050827,1.2247342,1.4697638,0.5194713,1.1443992,1.0052061,0.7171113,0.773041,1.235651,0.742363,0.5193117,1.1128149
oven,0.8570057,1.2664926,0.96263015,1.2901214,1.4214927,0.9493464,0.6241824,0.65180457,1.2321025,0.65632886,0.93124473,0.9604202,0.87663746,1.0942098,1.3377918,1.2799909,0.5938959,1.1511776,1.1864622,1.1580317,0.999496,0.5147554,1.1346589,0.91804814,0.7581607,1.3655663,0.6191656,1.2672454,1.0641751,1.0478592,0.5836519,0.5829952,1.011527,1.2981578,1.3076098,1.186469,0.85624456,1.4117098,1.1731201,1.4873184,0.9660221,1.0990095,1.3289313,0.8220326,0.9491935,1.0401926,0.54764867,1.0848669,1.0000827,0.91320074,1.4279702,1.1104285,1.2923534,0.0,0.8986016,0.93305165,1.1795458,1.0652368,1.2671266,0.7962431,1.2661488,0.7890105,0.25997567,0.9316829,0.8480027,1.1266445,0.88743126,0.85547054,0.7909232,1.3399539,0.9802935,1.0721308,0.9059908,0.53273904,1.4155765,1.0437579,0.98615783,0.97844636,1.4089899,0.86776954,0.86669004,1.3857235,0.657988
pajamas,1.0461706,1.1474246,0.8570952,1.1490248,1.1221199,1.0586693,1.0238898,0.9273995,1.102406,1.0577705,0.8996959,0.9320984,1.120837,1.1057162,1.2291698,1.2515829,0.9814994,1.1255748,1.2097797,1.1194701,0.81999075,0.94907016,1.1244779,0.9318873,0.92897034,1.1933873,0.9237565,1.2487111,0.94429654,1.0212682,0.95953923,0.9409093,0.90301037,1.1211126,0.8476292,1.0050993,1.077703,1.0416257,0.91448635,1.1683707,0.8858766,0.99136996,1.1626511,1.0692177,0.7954093,1.1221297,0.94654554,1.1832615,0.86841255,1.0524061,1.1788979,1.0316708,1.1283076,0.8986016,0.0,0.79833025,1.0699492,1.0189085,1.1045356,0.87856126,1.1955421,0.9433239,0.9528429,0.81760216,0.85302335,1.0903981,0.8472458,1.0306987,0.9980725,1.1731226,0.93229294,0.9461176,0.98782116,0.93668014,1.1244956,0.982237,1.0014309,0.9918312,1.2387121,1.0973487,1.1704631,1.2061596,0.8574223
pants,0.88923615,1.2905653,1.0442331,1.2131742,1.30659,1.2611389,0.92612123,0.8623332,1.0982853,0.81690216,0.6119163,0.7566197,1.0140411,1.0199659,1.3761511,1.3335994,1.0336989,1.3198698,1.2529378,1.0976757,0.9272255,0.7779869,1.2216322,1.089009,0.81911176,1.3092479,0.89955926,1.4122472,1.1216719,1.0726762,1.0285159,0.93019587,0.9088481,1.0941117,1.0278852,1.021559,1.0705391,1.1531603,0.9327563,1.3302884,0.8638878,0.8858787,1.2659543,0.7609392,0.36840284,1.1927415,0.8339524,1.2686648,0.7330339,0.98415816,1.1949172,0.99608624,1.1342245,0.93305165,0.79833025,0.0,1.1072557,1.0935221,1.1482108,0.96540487,1.322963,0.9890131,0.95197713,1.122405,0.5860007,1.0960557,0.37793577,0.972341,0.8175374,1.3194847,0.95915014,1.1097054,0.97911006,0.8492725,1.2034397,0.895678,1.0465574,1.0183614,1.3607242,1.0334436,1.0754961,1.1406485,0.98993176
paper,1.3748447,0.9277856,1.0865875,0.8676802,0.8241004,0.7661115,1.3087698,1.3057735,0.6093961,0.9949843,1.2443743,1.1311463,1.3717532,0.8285416,0.65805376,0.6940175,0.89481246,0.5035584,0.51597923,0.8343587,1.0776665,1.207889,1.00372,1.1503501,1.0743331,0.5783158,1.2346661,0.71626854,0.8220838,0.96886086,1.1835997,1.0914991,1.2187496,0.9353858,1.0493058,0.9469413,1.241182,0.71497524,0.8423812,0.5925758,1.2483582,0.85262936,0.7194453,1.2753328,0.9916827,0.891853,1.1592929,0.73445165,1.0515754,1.3335662,0.8158239,0.6330429,0.72640073,1.1795458,1.0699492,1.1072557,0.0,0.63613725,0.6020915,0.6094067,0.85985905,1.1685631,1.2424963,1.0508733,1.2974765,0.99877864,1.0659841,1.2489702,1.387145,0.59002566,1.171987,0.967169,1.0700599,1.4941304,0.7057608,1.1166292,0.7840363,0.7909957,0.7706779,1.2012565,0.7831687,0.7905235,1.184084
pen,1.2979801,0.91104823,1.1412834,1.0189854,0.95028216,0.74780583,1.1263183,1.2194664,0.6491964,0.82836187,1.3373005,1.0622152,1.3106953,0.76644564,0.73322964,0.75554734,0.9698239,0.6023339,0.5361084,0.800766,1.0880551,1.140848,0.9624323,1.0086064,1.0923939,0.45441633,1.1343387,0.79963636,1.0881207,1.2173493,1.0876728,1.1531675,1.2459459,0.9667486,0.911276,0.991701,1.1853458,0.78768474,1.01739,0.7518331,1.2374754,1.1276553,0.8571421,1.1750052,1.0980332,0.5117073,1.001578,0.648206,1.1280311,1.1857163,1.0125871,0.88062954,0.9344234,1.0652368,1.0189085,1.0935221,0.63613725,0.0,0.2302953,0.82960373,0.8771928,1.185842,1.0882292,0.99928373,1.3224456,0.9720381,1.1808305,1.0939783,1.2530642,0.64571446,1.1365795,1.0687953,1.0436987,1.3495808,0.84357345,1.2160985,0.2900082,0.825622,0.74655795,1.2180581,0.75033164,0.8946431,1.0922136
pencil,1.2859095,0.7127802,1.1302749,0.9358214,0.7911368,0.7715007,1.224511,1.3079745,0.5294955,0.9218798,1.3945551,1.0124524,1.2982765,0.68644625,0.5651446,0.5943912,1.1274375,0.5470748,0.49639428,0.8060214,0.91786957,1.29655,0.89800745,1.059835,1.2294271,0.3381362,1.3372917,0.6680432,0.98872334,1.2158782,1.2257147,1.2494844,1.3215141,0.949465,0.8790376,1.0524719,1.3045272,0.62024695,0.9895043,0.6400339,1.3276852,1.1117969,0.6583645,1.1724478,1.1538372,0.51249623,1.1986811,0.5485588,1.1221913,1.2731254,0.84310865,0.76546395,0.7805912,1.2671266,1.1045356,1.1482108,0.6020915,0.2302953,0.0,0.9802789,0.7319453,1.2877505,1.2811801,1.2101867,1.3887938,0.9416572,1.273431,1.1058064,1.3384957,0.49038184,1.0446903,1.1646655,1.1638764,1.4883347,0.64954895,1.1294295,0.52578276,0.724538,0.6050799,1.3084931,0.82921743,0.75791717,1.1093113
pillow,1.2447944,1.1172885,1.208588,1.017305,1.0836794,0.79222494,0.98055005,0.8744546,0.8817694,0.6768238,1.1336986,1.1035942,1.2433625,1.2071126,0.99911976,1.0148026,0.7853174,0.7505066,0.75545263,0.94525623,1.0793803,0.6910032,1.0726354,1.1738354,0.49347442,0.99233574,0.6968236,0.94235015,0.7619449,1.0033895,0.967654,0.9095401,1.0098529,1.1565005,1.1864876,0.9268236,1.0169432,0.97663563,0.96898943,0.94025946,1.0115775,1.0046263,0.98616046,1.1094232,0.89182377,1.1732123,0.89338917,1.0931112,1.0955521,1.197285,1.0315927,0.75751984,1.055344,0.7962431,0.87856126,0.96540487,0.6094067,0.82960373,0.9802789,0.0,1.049162,1.0226271,0.9225031,0.9750384,1.0895448,1.2238297,0.8600106,1.0591013,1.1866548,0.80219454,1.2756689,1.0103267,0.94009936,1.0552437,0.91109586,1.1767411,0.94857156,0.83258724,1.062713,1.1361967,0.80156016,1.0220081,0.98160547
plate,1.3326011,0.59409297,1.15737,0.68339896,0.5078731,0.5994048,1.3104084,1.2799493,0.85376453,1.190676,1.2745173,1.1681525,1.1710888,0.8074357,0.48048753,0.53653276,1.1355551,0.5373697,0.7292607,0.86842954,1.1290362,1.2693336,0.24893272,1.1531553,1.2742051,0.59306467,1.2659999,0.52652,0.9693889,0.95583606,1.1115477,1.2103792,1.2247022,0.89894575,0.7529292,0.9118824,1.1213689,0.8464455,0.9831482,0.48593098,1.306887,1.137636,0.5912565,1.1911395,1.4350877,0.83892745,1.3073366,0.70393646,1.1781923,1.1958156,0.8527604,0.7619139,0.85297054,1.2661488,1.1955421,1.322963,0.85985905,0.8771928,0.7319453,1.049162,0.0,1.0550969,1.1603177,1.0601957,1.2937503,0.745493,1.3922157,1.1442884,1.3784704,0.6264017,1.2214515,1.1883813,1.0003654,1.384071,0.7821342,1.2116734,1.0300102,0.72271276,0.42401677,1.0808169,1.0017157,0.9092646,1.229661
purse,0.97418594,1.1407689,0.8976142,1.1476601,1.166912,0.9061249,0.87654024,0.9116343,1.3055927,1.0841898,0.8319173,1.0839616,0.8836649,1.0677198,1.2091453,1.1965518,0.553572,1.1908007,1.2914541,1.1545218,1.2069669,0.8785402,0.9639966,1.0515556,0.9293314,1.3138103,0.8530689,1.1038673,1.1222212,0.83460224,0.8872102,0.9674656,1.011135,1.10521,1.0598192,1.0355427,0.57135767,1.3921337,0.95565355,1.3185025,1.0231416,1.0746188,1.2863412,0.7119131,1.0344797,1.0732927,0.7962185,1.1280777,0.88521713,0.80823547,1.375716,1.0471934,1.321245,0.7890105,0.9433239,0.9890131,1.1685631,1.185842,1.2877505,1.0226271,1.0550969,0.0,0.76763856,0.7289642,0.917087,0.77519566,0.95609874,0.88645357,0.9608598,1.3913063,1.1345387,1.082881,0.6468239,0.7509343,1.4280795,0.9747903,1.0112933,1.0008916,1.1432488,0.6563317,1.0773011,1.3363228,1.0081501
refrigerator,0.880282,1.1834569,1.0276117,1.2984866,1.3460076,0.9665214,0.50001633,0.6322677,1.2769558,0.776396,0.9828176,0.9153565,0.78932166,1.0632794,1.2848258,1.2575555,0.5683007,1.175174,1.2025342,1.1677613,1.0031698,0.58334756,1.0046756,1.032829,0.7888008,1.3716121,0.67730075,1.2142876,1.0910752,0.98157537,0.5723187,0.7289087,1.0202098,1.3023746,1.2480512,1.1917176,0.7661557,1.3998556,1.2038633,1.4324663,0.9186558,1.1738584,1.2623167,0.84361315,1.0645548,1.0666665,0.5599357,1.129975,1.0672634,0.8595334,1.3803661,1.2088494,1.357707,0.25997567,0.9528429,0.95197713,1.2424963,1.0882292,1.2811801,0.9225031,1.1603177,0.76763856,0.0,0.90791863,0.8628427,1.1145682,1.0308592,0.73771983,0.7597875,1.3513653,0.8999401,1.0487155,0.8997683,0.48414046,1.4064064,1.0962516,1.0516617,1.085979,1.3408473,0.8075019,1.0013727,1.3909906,0.6184068
scissors,1.1031705,1.0689254,0.9403113,1.0147983,1.027173,1.0125132,0.99678326,1.0062594,1.2126458,1.0335866,0.9359559,1.2147532,1.035303,1.1318088,1.1013393,1.1015044,0.87817645,1.0858176,1.184041,0.98541087,1.274349,0.8835697,0.9750037,0.9623489,0.9544615,1.0760213,0.95204186,1.0665858,0.99063075,0.7497311,0.8008095,0.8634467,1.0304766,0.92867094,0.9401285,0.9309301,0.82384384,1.1298966,0.9530233,1.0830008,1.0288453,0.89758503,1.166291,1.1568713,1.127623,1.1788476,0.95973355,0.9591441,1.0656719,0.9855549,1.1550231,1.0938761,1.0970882,0.9316829,0.81760216,1.122405,1.0508733,0.99928373,1.2101867,0.9750384,1.0601957,0.7289642,0.90791863,0.0,1.1030444,0.88172036,1.097004,0.9059086,0.97998893,1.1538156,1.2271717,0.9642912,0.78105146,0.87405074,1.1284721,1.2185652,0.8461125,1.0186886,1.0876881,0.8092271,0.96502775,1.1307931,0.96587783
shirt,0.7132391,1.2797616,0.96968293,1.2823989,1.3128864,1.2795839,0.9321216,0.759331,1.3421643,1.0312072,0.33930075,0.72801375,0.91772145,1.1496749,1.4156332,1.4355549,1.037514,1.4378636,1.3648636,1.2936147,0.8901407,0.84474444,1.1008576,0.9922507,0.9447439,1.479397,0.7288651,1.4406064,1.0470135,0.98834544,0.9325765,0.8980249,0.649001,1.1427397,1.1635948,1.0850613,0.9616071,1.2963147,1.0847408,1.4258332,0.62184775,0.90025854,1.2556487,0.7251906,0.5781621,1.1581353,0.8607452,1.4124764,0.8956459,0.8453245,1.2506627,1.2386484,1.1810138,0.8480027,0.85302335,0.5860007,1.2974765,1.3224456,1.3887938,1.0895448,1.2937503,0.917087,0.8628427,1.1030444,0.0,1.1120008,0.5291113,1.0180856,0.68920034,1.415189,0.82259035,0.94419384,1.0117021,0.657114,1.2971383,0.7817941,1.2378839,1.1751785,1.4351453,0.975852,1.2147284,1.2670839,0.8312794
shoe,1.2029155,0.95117456,1.0898707,0.9464401,0.8011154,0.7964302,1.2577536,1.172709,1.0520831,1.2118858,1.037863,1.0708758,0.99256957,0.82679224,0.8519397,0.9316651,0.9530991,0.9122824,1.0409193,0.97099507,1.1979753,1.158877,0.77856684,1.1196367,1.2532729,0.9090533,1.1514518,0.9943575,1.0534859,0.8984138,1.1099913,1.1150373,1.1414654,0.7345787,0.7218969,0.67731416,0.95342696,1.045556,0.744905,0.80172503,1.1752485,0.94215536,0.86696863,0.98545086,1.2155697,0.93264765,1.0803492,0.8372063,0.86812043,0.96969056,1.1352376,0.84817487,0.98651236,1.1266445,1.0903981,1.0960557,0.99877864,0.9720381,0.9416572,1.2238297,0.745493,0.77519566,1.1145682,0.88172036,1.1120008,0.0,1.132278,1.1794643,1.2480831,1.0521473,1.1480197,1.1215079,0.802283,1.1905315,1.0856587,1.0694256,0.86244196,0.7880111,0.73455185,1.0194253,1.0661081,1.0373865,1.2251105
shorts,0.8710667,1.3436466,0.99434817,1.065618,1.315098,1.2844958,1.0402488,0.9356091,1.0529108,0.885064,0.5066516,0.81401,1.0861274,1.2326365,1.3767987,1.3741353,0.9910832,1.2671387,1.1612232,1.1478589,0.9584177,0.79811335,1.2648816,1.0868781,0.8141305,1.3449223,0.83556426,1.3857714,0.9465084,0.99392384,1.0127343,0.9168926,0.74757475,1.1109633,1.2417767,1.0489722,1.0900146,1.0750811,0.90333974,1.3324914,0.71621853,0.7415589,1.1928854,0.8894156,0.23811793,1.2099843,0.8829156,1.3233471,0.839971,1.0040183,1.0611613,1.0790327,0.9875302,0.88743126,0.8472458,0.37793577,1.0659841,1.1808305,1.273431,0.8600106,1.3922157,0.95609874,1.0308592,1.097004,0.5291113,1.132278,0.0,1.0507237,0.8173677,1.2935501,1.0471472,1.0735714,1.068112,0.84162277,1.1510516,0.9765885,1.0484501,1.124298,1.4097958,0.9810282,0.9331145,0.9905512,1.0318658
sink,0.8553604,1.1630591,0.8386414,1.1346598,1.2389526,1.234003,0.5059956,0.6778339,1.1441913,0.80953807,1.0630362,0.8327859,0.81911135,0.97124404,1.3056922,1.1218609,0.7251379,1.2272985,1.2794019,1.1059246,0.999919,0.9001806,0.99119896,0.97415316,0.770073,1.2655964,0.90810573,1.0883456,1.1766143,0.99325067,0.88221765,0.90280795,0.9676826,1.1843402,1.1378363,1.1618223,0.7008215,1.224095,1.110852,1.341475,0.9154105,1.0687364,1.3116215,1.0025439,1.0431263,1.2077754,0.8601325,1.0829805,0.96770084,1.0158112,1.0896006,1.1400661,1.2272413,0.85547054,1.0306987,0.972341,1.2489702,1.0939783,1.1058064,1.0591013,1.1442884,0.88645357,0.73771983,0.9059086,1.0180856,1.1794643,1.0507237,0.0,0.65137434,1.220231,0.91069275,1.0510707,1.1515425,0.60569847,1.1597004,1.0269916,1.0244548,1.1988797,1.2708359,0.58242714,1.1991166,1.1625545,0.86330384
slide,0.30951512,1.2989888,0.7875429,1.2183256,1.3573117,1.3939143,0.5554831,0.6693426,1.3461199,0.92956734,0.8054639,0.87338847,0.659672,1.1517769,1.4631182,1.345115,1.0432397,1.460264,1.4110491,1.1913855,1.0608046,0.7715055,1.2339159,0.9626223,0.84264946,1.4753276,0.7550161,1.3475811,1.2042539,1.0542519,0.8799955,0.79424524,0.8101411,1.1956953,1.1101749,1.1242304,0.68231857,1.3680956,1.0856107,1.4822087,0.7612501,1.0698171,1.4274902,0.858392,0.8074039,1.2421608,0.6622714,1.2729743,0.89418054,0.7737726,1.2037683,1.3645878,1.3083618,0.7909232,0.9980725,0.8175374,1.387145,1.2530642,1.3384957,1.1866548,1.3784704,0.9608598,0.7597875,0.97998893,0.68920034,1.2480831,0.8173677,0.65137434,0.0,1.4016471,0.815692,0.92822033,1.0883536,0.5108476,1.2693446,0.8504591,1.1340615,1.4258531,1.4378726,0.7436988,1.106251,1.2678761,0.831954
slipper,1.372413,0.41159594,1.1978872,0.6903027,0.53426373,0.71143717,1.3379838,1.4412804,0.37277222,1.059668,1.398929,1.1556196,1.3402009,0.8639283,0.2879356,0.3320489,1.1965325,0.39594615,0.31180805,0.70689356,0.9155593,1.4345644,0.92533994,1.1603465,1.344556,0.22089112,1.3874859,0.3500545,0.9690992,1.178603,1.2813203,1.2763646,1.2131884,0.86814195,0.8828658,1.0000223,1.3250682,0.37765592,1.0167569,0.35831988,1.2626033,1.02753,0.45295787,1.302419,1.267306,0.8505169,1.4996829,0.682154,1.3398751,1.4247131,0.4367938,0.7565095,0.567639,1.3399539,1.1731226,1.3194847,0.59002566,0.64571446,0.49038184,0.80219454,0.6264017,1.3913063,1.3513653,1.1538156,1.415189,1.0521473,1.2935501,1.220231,1.4016471,0.0,1.1864597,1.1607032,1.3176467,1.5975499,0.27154356,1.1364796,1.0006864,0.70794207,0.3366034,1.345294,0.8428097,0.4616065,1.1624429
snow,0.7853329,1.1339767,0.88353896,1.2843169,1.2624336,1.200789,0.75276554,0.7909161,1.1445265,0.95954484,1.0455021,0.5508197,0.7640591,0.8971371,1.2874569,1.1736788,1.2033123,1.3607063,1.2541769,1.0674524,0.5563949,1.00165,1.1533405,0.7252599,1.0716628,1.2645584,1.0197582,1.2787333,0.9916334,1.0858341,1.0628955,1.0598295,1.0535046,1.0758632,0.96243656,1.0367273,0.9289937,1.2003856,1.1390128,1.2588878,0.99621594,1.1527522,1.2142391,0.9415915,0.91173035,0.8126515,0.99312556,1.2295117,0.85871583,0.7152962,1.169118,1.1461382,1.1456145,0.9802935,0.93229294,0.95915014,1.171987,1.1365795,1.0446903,1.2756689,1.2214515,1.1345387,0.8999401,1.2271717,0.82259035,1.1480197,1.0471472,0.91069275,0.815692,1.1864597,0.0,0.70428896,1.0716103,0.71004057,1.2035849,0.804281,1.208278,1.1515265,1.2638348,1.1178482,1.2582966,1.2250072,0.76162565
sprinkler,0.9730011,1.1355257,1.1207759,1.0767107,1.267147,1.1987743,0.9745216,0.851951,1.1408212,1.1327581,1.0023547,0.8641752,0.9633835,1.1547126,1.2399368,1.2050103,1.0999147,1.2117317,1.1671196,0.98485684,1.0284913,1.0768428,1.165702,0.77861834,0.9071028,1.2516713,0.8456128,1.1540847,0.90615267,0.9755578,1.0707681,1.0847576,0.7488149,0.8609748,0.9237324,0.6972711,0.82287174,1.1017671,1.0013268,1.0043304,0.8040018,1.0266443,1.1219733,1.0477375,0.8878689,1.086277,0.99576867,1.3667883,0.782498,0.7508468,1.0822625,1.2037046,1.3050827,1.0721308,0.9461176,1.1097054,0.967169,1.0687953,1.1646655,1.0103267,1.1883813,1.082881,1.0487155,0.9642912,0.94419384,1.1215079,1.0735714,1.0510707,0.92822033,1.1607032,0.70428896,0.0,0.9781364,0.8768717,1.1723595,0.89859337,1.0356096,1.335504,1.1464028,0.9687756,1.2660595,1.0774323,1.0243137
stroller,1.0348359,1.1209502,1.1295574,1.2187546,1.081404,0.9231968,1.0187194,1.035084,1.2139592,1.1217899,1.0043247,1.2860515,0.8652242,1.0129453,1.1084079,1.183716,0.92867976,1.0824219,1.1553314,1.0415769,1.2483981,0.62077814,0.98549503,1.0337461,0.98481226,1.2256819,0.8369201,1.172536,0.9137855,0.7589189,0.8815674,1.0481738,0.9869386,1.0667264,0.96624935,0.95108074,0.9085378,1.1833377,0.85209584,1.1805689,0.99660784,1.0540184,0.99704635,0.83211994,1.0554222,1.0355754,0.6113808,0.9823414,0.9398758,0.43287283,1.3020129,1.1452732,1.2247342,0.9059908,0.98782116,0.97911006,1.0700599,1.0436987,1.1638764,0.94009936,1.0003654,0.6468239,0.8997683,0.78105146,1.0117021,0.802283,1.068112,1.1515425,1.0883536,1.3176467,1.0716103,0.9781364,0.0,0.90154284,1.2722745,1.0143504,0.9120507,1.050765,1.0737684,1.0472534,0.7950463,1.2128038,1.0503219
table,0.6061346,1.336695,0.8278552,1.3615117,1.5147579,1.278676,0.41482532,0.43608552,1.5473855,0.7406777,0.7046229,0.76516026,0.6520536,1.2158644,1.6293379,1.5243754,0.7192493,1.5890858,1.5973055,1.2077428,0.9930346,0.41965342,1.1749133,0.9026303,0.5989912,1.6423279,0.515895,1.4714003,1.1094655,0.94181526,0.6781732,0.65855795,0.8776764,1.2712934,1.1653214,1.1184094,0.6701168,1.58238,1.2504969,1.6806668,0.7570185,1.0138794,1.5209026,0.8645707,0.8471607,1.1904682,0.5557732,1.3226722,0.8869467,0.6763002,1.4550114,1.3585603,1.4697638,0.53273904,0.93668014,0.8492725,1.4941304,1.3495808,1.4883347,1.0552437,1.384071,0.7509343,0.48414046,0.87405074,0.657114,1.1905315,0.84162277,0.60569847,0.5108476,1.5975499,0.71004057,0.8768717,0.90154284,0.0,1.5132118,0.90654045,1.1923423,1.3745226,1.5376999,0.6188797,1.1691213,1.4863307,0.5650214
toe,1.2550957,0.42750305,1.1854895,0.6781709,0.51122457,0.938762,1.3318359,1.4254261,0.48924518,1.206343,1.236388,1.1936762,1.2891483,0.998483,0.34181744,0.48818642,1.279212,0.50495666,0.4175012,0.87708116,0.99095464,1.3728557,0.9827433,1.1999454,1.3154033,0.3591013,1.350612,0.44729733,0.8583802,1.1283381,1.2425059,1.2955487,1.110646,0.92656434,0.9172923,1.0974712,1.3126409,0.35763812,0.97177196,0.48047113,1.1186557,0.75199413,0.46510375,1.2263939,1.1246363,0.9877754,1.4442642,0.81542605,1.3434367,1.3584377,0.30425233,0.8572011,0.5194713,1.4155765,1.1244956,1.2034397,0.7057608,0.84357345,0.64954895,0.91109586,0.7821342,1.4280795,1.4064064,1.1284721,1.2971383,1.0856587,1.1510516,1.1597004,1.2693446,0.27154356,1.2035849,1.1723595,1.2722745,1.5132118,0.0,1.1876833,1.0130805,0.81228244,0.5199112,1.3261309,0.8823216,0.4086324,1.2488216
tooth,0.7755559,1.1005844,0.9469914,1.1763828,1.1445072,1.2087548,0.8929138,0.7804989,1.1723275,1.0865492,0.86643875,0.7578463,0.91294307,1.0162597,1.2229949,1.1282309,1.0848476,1.2920899,1.3004348,1.1590189,0.89078146,1.0853381,1.131183,0.9112108,0.9927123,1.2084463,0.9378762,1.2008085,1.0835674,1.0704641,1.0971277,1.047352,0.8959797,0.9754678,0.96846277,0.9889959,0.92830145,1.2187802,0.9946803,1.1786667,0.97342116,1.0988709,1.2360195,0.8424053,0.89672107,1.0441763,0.97515893,1.2085097,0.7845329,0.8194777,1.0935493,1.041551,1.1443992,1.0437579,0.982237,0.895678,1.1166292,1.2160985,1.1294295,1.1767411,1.2116734,0.9747903,1.0962516,1.2185652,0.7817941,1.0694256,0.9765885,1.0269916,0.8504591,1.1364796,0.804281,0.89859337,1.0143504,0.90654045,1.1876833,0.0,1.1664248,1.0592693,1.1074177,0.9745752,1.295893,1.1944175,0.99650776
toothbrush,1.1965923,1.0990548,1.1052731,0.9929517,0.98054934,0.91357136,1.0576757,1.1703871,0.8912744,0.8929504,1.1810569,1.1483465,1.2386817,0.87751174,0.9000952,0.9363769,0.8418784,0.7487844,0.75554657,0.8697284,1.2445769,0.98008335,0.9961258,0.9479987,1.045388,0.6689247,1.0865736,0.96464205,1.009315,1.0799198,0.8774805,0.98394585,1.2117074,0.96520525,0.9922249,0.9693648,1.0858068,0.96166676,0.97150856,0.88443637,1.1750617,1.0565794,1.0591154,1.1545693,1.0187404,0.54289937,0.8675773,0.67559564,1.0419865,1.0830364,1.1151881,0.9157982,1.0052061,0.98615783,1.0014309,1.0465574,0.7840363,0.2900082,0.52578276,0.94857156,1.0300102,1.0112933,1.0516617,0.8461125,1.2378839,0.86244196,1.0484501,1.0244548,1.1340615,1.0006864,1.208278,1.0356096,0.9120507,1.1923423,1.0130805,1.1664248,0.0,0.9118862,0.91138715,1.0463566,0.7008758,1.0305436,1.1045376
towel,1.3400922,0.75093114,1.0970733,0.9592324,0.6841619,0.64069295,1.2865853,1.1514881,0.85039806,1.0140158,1.1773236,1.0128789,1.2437048,0.9110556,0.60220337,0.66786116,1.0087012,0.559607,0.6166786,0.90065056,0.9373773,1.1207963,0.8389192,1.1130337,1.1717963,0.64275783,1.1830796,0.65404576,0.8908352,1.0466766,0.95880973,1.1599835,1.3479608,0.98326004,1.0394995,1.1439935,1.1909432,0.8723235,1.0496334,0.77147704,1.3811063,1.1014924,0.7765384,1.0160731,1.1850523,0.76264876,1.1406298,0.63002974,1.1362976,1.2924945,0.9936564,0.34081185,0.7171113,0.97844636,0.9918312,1.0183614,0.7909957,0.825622,0.724538,0.83258724,0.72271276,1.0008916,1.085979,1.0186886,1.1751785,0.7880111,1.124298,1.1988797,1.4258531,0.70794207,1.1515265,1.335504,1.050765,1.3745226,0.81228244,1.0592693,0.9118862,0.0,0.78794837,1.2448735,0.9231148,0.9674476,0.9930972
toy,1.3615388,0.3289777,1.2369964,0.55286026,0.4644736,0.58527774,1.4057729,1.4113417,0.5976401,1.24922,1.3377812,1.1969936,1.1786412,0.7732047,0.2682712,0.27938974,1.2185928,0.45251048,0.55882835,0.7325698,1.1413248,1.4315308,0.746153,1.1913272,1.3766792,0.279997,1.355646,0.4077316,0.94839126,1.0537374,1.2480271,1.3432939,1.2923386,0.78001165,0.6358348,0.8009564,1.2014797,0.64769965,0.93128496,0.27070498,1.3801308,1.1329913,0.54756284,1.2405615,1.3464072,0.82599926,1.4388809,0.7503655,1.2151754,1.1690671,0.6240116,0.8341142,0.773041,1.4089899,1.2387121,1.3607242,0.7706779,0.74655795,0.6050799,1.062713,0.42401677,1.1432488,1.3408473,1.0876881,1.4351453,0.73455185,1.4097958,1.2708359,1.4378726,0.3366034,1.2638348,1.1464028,1.0737684,1.5376999,0.5199112,1.1074177,0.91138715,0.78794837,0.0,1.237042,0.9863804,0.70429504,1.3065114
