,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,broom,bucket,can,car,cat,chair,couch,crayon,crib,cup,dog,doll,door,elephant,face,finger,fish,flower,frog,glasses,glove,grass,hair,hand,hat,helicopter,horse,jacket,jeans,ladder,lamp,melon,mitten,motorcycle,nail,napkin,necklace,orange,pants,pencil,pillow,plant,plate,pumpkin,purse,rock,rooster,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,sock,sprinkler,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
fish,0.7727789,0.92162305,0.7757971,1.2366462,0.967802,0.6255919,0.8016609,1.0135868,1.0694895,1.2924908,1.1401157,1.1385069,1.171394,1.0886805,1.1679393,1.0457246,1.067267,0.86100435,0.66910493,1.0485551,0.9372171,0.530168,0.9444667,1.0088751,1.2212397,1.0824876,0.8305669,0.80200946,1.2070193,0.79071146,0.9885551,0.7983318,1.2444906,1.1599773,1.1205616,1.0903418,0.0,0.9595123,0.5606601,0.9777383,0.7629516,1.1958663,1.235976,1.0670686,1.0113081,0.9728012,1.1672502,1.1232388,1.1981494,1.1481028,0.846252,0.8184928,0.9859514,0.95725024,0.9948036,0.9581882,0.9960497,0.96522766,1.2443612,0.9953267,0.8857622,0.8945423,0.7813203,0.820682,1.1944181,1.0835925,1.0297351,0.7447777,1.2536157,1.1790653,0.57844067,1.1381972,1.0110564,0.7915101,1.2144189,0.8319663,0.90623295,1.1396918,0.83090055,1.0230172,0.8982482,1.0263057,0.47873497,1.0326691,1.091952,0.95161176,0.9715357,1.2814188
flower,0.8348059,1.2047229,0.9106233,1.0410657,0.9754072,0.8923611,0.9641738,1.1400118,0.96235955,1.0470929,1.0800009,0.9680215,1.0520929,0.97301894,1.0263941,0.9376219,1.0176961,1.0367147,1.1017538,0.9257857,0.9757027,1.0508857,1.0126282,1.1085232,1.0360084,0.98067254,1.0570399,1.1206014,0.9169422,1.0809708,1.0449562,1.0574132,1.0168647,1.0968902,1.0077546,1.1409018,0.9595123,0.0,0.8569988,1.2220132,1.1446342,0.8534636,0.9678026,1.0306116,1.1066669,0.9130784,0.9993768,0.9701196,1.0273327,0.9409776,1.1053,0.8245499,1.0216657,0.9776391,1.1436551,1.1057441,1.2071345,0.859122,1.0770128,1.1348197,1.2478728,0.57027805,1.1096578,0.9126441,1.0949235,0.87532353,0.9929941,0.89029396,1.0649412,1.143217,0.91595376,1.0889,1.0165558,1.2189537,1.0630147,1.0199884,0.94513214,1.053837,1.0502572,1.1496981,1.1231408,1.0563388,0.95180637,1.0591176,0.36949664,0.986327,1.2092475,0.9455891
frog,0.8463505,1.2225406,0.6653651,0.96478856,0.7713052,0.3759265,0.65406823,1.2068636,0.9669024,1.0889208,1.0042493,1.1459724,1.0155637,0.9920821,1.1474334,0.8345184,1.0117207,1.0582128,1.0225023,1.0298259,1.1854687,0.7313912,1.238645,1.3802197,1.2529962,1.1520308,1.1057816,1.0149472,1.1007006,1.0472045,1.2310383,0.9340477,1.2702833,1.0738184,1.0286367,1.1567359,0.5606601,0.8569988,0.0,1.2239816,1.0359032,1.0783736,1.0507426,0.8941103,1.0955328,1.0666432,0.9711865,1.1093726,1.0455023,1.1448655,1.162626,0.2897172,1.2081504,0.8094834,1.1490155,1.160041,1.3004789,0.9192787,1.2202393,1.1599715,1.230726,0.8423854,1.1094489,0.62357724,1.0188818,1.0267156,1.1487893,0.37766528,1.1397943,0.91175884,0.9034008,1.0031072,0.73143905,1.193938,1.1575704,0.98196965,0.7666309,1.0198524,1.133593,1.1222504,1.078805,1.1524777,0.1752947,0.99129426,0.9454455,1.2123158,1.1455407,1.2974983
glasses,0.88161325,0.42692375,0.6950908,1.2285963,1.1882672,1.0033993,1.3714516,0.8977675,1.3706894,1.4644244,0.9004005,1.3389716,1.1602669,1.2108003,1.1320404,1.4813864,1.096677,0.76966137,0.71347666,1.2512801,0.8626816,0.9985598,0.9578832,0.54606706,0.9502964,1.1150179,0.9760688,0.7101492,1.3890357,0.7229557,0.6066903,1.137312,1.2529035,1.2078836,0.9569408,0.47961146,0.9777383,1.2220132,1.2239816,0.0,0.5706183,1.2224628,0.7627817,0.7796837,0.4116119,0.98355657,0.92171264,1.1731968,1.1693213,1.1673332,0.7764228,1.244871,0.74958473,1.1278625,0.6286222,0.79250854,0.2097938,1.033282,1.051891,0.82966447,0.575396,1.1464175,0.8190792,0.9089498,1.0838258,1.2505736,0.8465925,1.300941,1.1223477,1.1655037,1.0882546,1.3594497,1.4859561,0.6195892,1.2477808,0.85937387,1.3178616,1.4184127,0.71943617,0.6442971,0.5668088,0.94049174,1.2363929,1.164434,1.3429298,0.98849076,0.3405348,1.1835072
glove,0.8942394,0.7297021,0.7837166,1.3191373,1.0592655,0.9008153,1.1092694,0.80979335,1.2303269,1.3698244,0.9544078,1.1251812,1.0911037,1.2461367,0.94020224,1.2937961,1.011109,0.77578926,0.71999216,1.0416088,0.8852165,0.75172234,0.84506667,0.8022178,1.1048445,0.98370874,0.81877494,0.8527518,1.3387666,0.8224739,0.64005613,0.9483971,1.2773366,1.1289623,1.1401167,0.73560494,0.7629516,1.1446342,1.0359032,0.5706183,0.0,1.2646158,1.1213067,0.82727844,0.81673175,0.98874533,1.1613717,1.0360037,1.1944542,1.1485956,0.8819739,1.2161385,0.8261484,1.0638019,0.9724722,0.5838932,0.6551882,0.9504763,1.1366708,1.1104616,0.6191433,1.1025834,0.92183733,0.8912475,1.0816828,1.216224,0.97162235,1.2217622,1.1525097,1.1309367,0.87763107,1.1433059,1.3201606,0.5511063,1.3496467,0.80172956,1.2956636,1.1813381,0.734735,0.67603344,0.5880822,0.7021124,0.94794405,0.9901677,1.3887843,0.95110464,0.53866196,1.0927256
grass,0.99736303,1.2017626,1.1887895,0.87868965,1.0275284,1.1820716,0.98863286,1.1793287,0.92274535,0.77217543,1.0573924,0.919462,0.8552393,0.96088433,0.9826823,0.83814454,1.1594539,1.2415124,1.2056127,1.0748398,0.69711334,1.2940466,1.1595908,1.1469569,0.89179444,1.0763822,1.2058613,1.1813697,0.8678715,1.2434901,1.0159132,1.0309753,0.7280457,0.67067283,0.89425856,1.1201878,1.1958663,0.8534636,1.0783736,1.2224628,1.2646158,0.0,0.95655155,1.1176987,1.1613055,1.0527023,0.7737607,1.0086879,0.8954518,1.0026398,1.1869543,0.9133766,1.0168204,1.1265517,1.088526,1.1757051,1.1643599,0.87476194,0.9323148,0.97734797,1.2448894,0.80970895,1.1442615,1.1519263,1.0492694,0.89736325,1.0529951,0.91374636,0.8561961,0.96375793,0.9968248,1.0666623,0.8490241,1.2998142,0.7319107,1.0327171,0.94587517,0.93125725,1.1544445,1.2050381,1.232455,1.1086555,1.1483823,1.1479988,0.55042267,1.0954643,1.2960178,0.9851417
hair,0.75680864,1.1405807,1.1943583,0.77417886,0.9972589,1.2084687,0.9714097,1.2859561,0.96932626,0.78760004,0.80464697,1.0804545,0.737863,0.85158724,0.9693418,0.9420067,1.2362137,1.3420994,1.3310226,1.1398736,1.2354594,1.3604743,1.2773774,1.1357739,0.9251645,1.2383904,1.2680025,1.3743191,0.919966,1.3076918,1.016237,1.2324071,0.92659277,0.96913195,0.52179056,0.8661291,1.235976,0.9678026,1.0507426,0.7627817,1.1213067,0.95655155,0.0,0.83172375,0.5091516,1.1640835,0.53639567,1.0219573,0.5831699,1.054647,1.3710825,0.87547064,1.1611972,1.1617043,1.1438307,1.1898589,0.9014491,1.039263,0.64861214,1.1569071,1.1299145,1.1236095,1.2853907,1.2752724,0.8465822,0.8926819,0.8664651,0.8615055,0.62696075,0.9070973,1.2501764,1.0158432,0.9091543,1.3553882,0.8571631,1.0505353,0.9254494,0.96861434,1.259691,1.0693585,1.0999662,1.1479275,1.1842806,1.2305622,0.9288037,1.2052575,1.0893623,1.0600743
hand,0.77131927,1.0006487,0.8862255,0.73051393,0.9510665,0.9469601,0.90648466,1.198995,1.1862674,1.1593506,0.72732073,1.1616182,0.9721258,1.035062,1.0520589,1.1762807,1.1025965,1.1317741,1.1786482,1.166379,1.1705092,1.1723404,1.252724,1.1581336,1.0830566,1.2356379,1.0864768,1.1566172,1.2178967,1.1683495,0.9723484,1.1278714,1.2182417,1.0233688,0.92508435,0.3147204,1.0670686,1.0306116,0.8941103,0.7796837,0.82727844,1.1176987,0.83172375,0.0,0.94434386,1.1580458,0.93234164,1.1186532,0.7220061,1.1682246,1.2687173,0.8012033,1.136165,1.0235429,1.120306,1.035127,0.913547,0.88993335,1.0003289,1.1401091,0.8574607,1.0401351,1.1880665,0.8108433,0.9216512,0.9466822,0.9590862,0.88781846,0.974944,0.9911345,1.0564109,1.0431076,1.1612817,1.0164698,1.0953493,1.0235056,1.0533472,1.1472212,1.1091661,0.41271746,0.7096582,1.0394086,0.973043,1.0908091,1.14741,1.1024126,0.8237064,1.1762193
hat,0.91828394,0.68217736,0.7797491,1.1987872,0.7788589,0.97446203,1.1643803,1.0863324,1.2284596,1.2293692,1.020612,1.3483868,1.0300936,1.0510023,1.110314,1.252792,1.1948874,0.8603536,0.8232914,1.1584244,0.9703757,0.9699326,1.0617267,0.79593706,0.91507953,1.1672307,1.132592,0.8635055,1.2628893,0.7946845,0.800787,1.095104,1.2205434,1.1789607,0.7083566,0.76482224,1.0113081,1.1066669,1.0955328,0.4116119,0.81673175,1.1613055,0.5091516,0.94434386,0.0,1.0110346,0.8860346,1.1031463,1.0746408,1.1846578,0.8544525,1.1667941,0.8003751,1.0898553,0.74216604,0.8776946,0.6158395,1.0470935,0.9528365,0.9616725,0.8757525,1.1652784,0.90664077,0.8714593,1.0362449,1.1438215,0.96967167,1.1536301,0.990159,1.0431858,1.2277709,1.3040586,1.1358589,0.84441316,1.0994117,0.9240693,1.244011,1.2948537,0.8927576,0.78762674,0.8752966,0.98186606,1.0702311,1.2756209,1.174927,1.1198267,0.6360052,1.1618236
helicopter,1.0626237,0.9497914,0.9753926,1.1555606,1.0280923,0.96411216,1.2003413,0.9381522,1.1516889,1.2060508,1.1473464,1.050165,1.2000123,0.9611782,1.1386594,1.1323599,1.0010774,0.8740809,0.9306161,1.0466561,0.72392887,0.9970324,0.8441429,0.8721769,1.0249784,0.8306443,0.9688356,0.8797928,0.9689616,0.92752653,1.0045214,0.8682139,1.0543687,1.0891547,1.0743343,1.1442673,0.9728012,0.9130784,1.0666432,0.98355657,0.98874533,1.0527023,1.1640835,1.1580458,1.0110346,0.0,1.1978371,1.048823,1.2514539,0.84172845,0.75529253,1.209327,0.8774496,0.7789198,0.9282902,1.0135219,1.0043178,1.1238366,1.164434,0.99853736,1.109976,0.8507947,0.9349741,0.91677266,1.1608775,1.0348058,1.0159063,1.2133418,1.193335,1.1076818,0.8902886,1.1797549,1.164749,0.87014294,1.0265659,0.8984301,0.85965043,1.1867539,0.92785513,0.95983905,1.0592879,1.0167242,1.0661974,0.98131335,0.9350528,0.85752434,0.9191232,0.83242244
horse,0.72267866,1.2221153,1.2135249,0.6528224,1.0363961,1.1669754,0.938761,1.2986181,0.99450994,0.79411405,0.8581532,1.0923458,0.6175464,0.9084852,1.0198762,0.85562474,1.2973843,1.2919225,1.3563286,1.208399,1.1451976,1.3007145,1.3228055,1.2240567,0.90145844,1.1401104,1.3241895,1.3045962,0.88131416,1.3283048,1.0379988,1.0884842,0.8259393,0.7208469,0.81520104,1.0335752,1.1672502,0.9993768,0.9711865,0.92171264,1.1613717,0.7737607,0.53639567,0.93234164,0.8860346,1.1978371,0.0,1.0932734,0.64079815,1.0744497,1.3030713,0.7246222,1.072749,1.1724489,1.1520805,1.260613,0.9472853,0.86207193,0.8377329,1.083288,1.2269244,1.0212662,1.3229048,1.1444722,0.9378989,0.9408182,0.8360635,0.8120446,0.6351595,0.8459188,1.0719007,1.1698495,0.7968544,1.3552916,0.8217798,0.9982193,0.9306766,1.0391008,1.2503386,1.187625,1.138224,1.2505116,1.1730838,1.2467022,0.7055852,1.2189496,1.1400638,1.0317395
jacket,1.0287203,1.1826092,1.310467,1.0603429,1.008044,1.244106,0.9139265,1.0148314,0.77813745,0.8028042,1.0501723,0.8519144,0.8938912,0.9341565,0.46686345,0.879908,1.0069737,1.2009134,1.2505157,0.7739543,1.0549855,1.1582539,1.0413926,1.2639309,1.0842022,0.9429167,1.0001001,1.1851531,0.80387056,1.2312374,1.2013516,0.760798,1.080231,0.8444316,1.0729364,1.2436359,1.1232388,0.9701196,1.1093726,1.1731968,1.0360037,1.0086879,1.0219573,1.1186532,1.1031463,1.048823,1.0932734,0.0,0.8861749,0.9317101,1.2003127,1.1255553,1.1782646,1.0622627,1.1891543,0.82866323,1.1275266,1.0632505,0.84470594,1.1705878,1.0612475,1.1401833,1.2127749,1.0974803,0.8715207,0.9517658,1.0217425,0.97664547,0.8586301,0.9611029,1.1865634,0.88190067,0.842142,1.195646,1.0095571,0.9825936,1.037444,0.86099386,1.2573094,1.1398113,1.0305773,0.6204286,1.1213186,0.9776302,0.9826012,0.9996416,1.2178077,0.83324033
jeans,0.72775614,1.3425124,1.3276781,0.5554074,1.0323423,1.2732219,0.90106404,1.3802001,0.85373974,0.58738405,0.7602807,0.98622155,0.55552816,0.93662393,0.796025,0.8418267,1.2918481,1.4286269,1.4614108,1.0834625,1.2606623,1.3660914,1.284095,1.2784147,0.96061563,1.2416302,1.2129048,1.5202013,0.93670344,1.3977937,1.1332664,1.1841114,0.81149733,0.5605892,0.8734165,0.84964854,1.1981494,1.0273327,1.0455023,1.1693213,1.1944542,0.8954518,0.5831699,0.7220061,1.0746408,1.2514539,0.64079815,0.8861749,0.0,1.1481076,1.5059444,0.7914394,1.3019257,1.2220262,1.307635,1.1518537,1.0901936,1.0005733,0.27561796,1.1997415,1.0693249,1.1667563,1.3899388,1.2796519,0.7031706,0.78164876,0.91418487,0.83904755,0.43426096,0.7856933,1.1459174,0.91155577,0.8048125,1.3907394,0.8676064,1.1803455,0.7556405,0.857773,1.3517807,1.1100454,1.0777438,1.0783327,1.2070012,1.2449031,0.9078147,1.2073039,1.2378354,1.1025363
ladder,1.1677442,1.208183,1.2605348,0.94522464,1.0579582,1.1591897,1.0538094,0.8838368,0.9601441,0.86458325,1.2149347,0.54051197,1.1330807,0.878986,0.9706666,1.0193845,0.7868046,1.0251883,1.2172098,0.94805473,0.81476563,1.2229971,0.97056323,1.0115279,1.0168185,0.41366136,1.0525887,1.0659213,0.30286372,1.1239055,1.0562484,0.92223907,0.7918768,1.0071428,1.0327421,1.2218752,1.1481028,0.9409776,1.1448655,1.1673332,1.1485956,1.0026398,1.054647,1.1682246,1.1846578,0.84172845,1.0744497,0.9317101,1.1481076,0.0,0.847095,1.1889155,0.99987,0.90611666,1.089905,1.0393457,1.1972317,1.1483878,1.0888884,1.1203563,1.2008476,0.9321565,1.1203066,1.1612165,1.1576488,1.076346,0.94574314,0.99650717,1.1167911,1.082474,0.94471115,0.89005363,1.0102926,1.1077305,0.9499967,0.98915607,0.81550753,0.77006525,1.1420002,1.0897621,1.1219617,0.99792683,1.0846483,0.749965,0.925316,0.831329,1.1892827,0.6018148
lamp,1.2813207,0.54703313,0.64765036,1.3561912,1.1646192,0.82058007,1.3733592,0.66065985,1.3442296,1.4875469,1.2253325,1.1774712,1.3549008,1.1442075,1.2579854,1.4309613,0.87793314,0.2694865,0.46778464,1.1646566,0.6414161,0.68537724,0.76672125,0.44483387,1.0220995,0.72511804,0.85631657,0.3962533,1.1807067,0.32146215,0.7823185,0.8304356,1.159976,1.3278034,1.1616824,1.0344114,0.846252,1.1053,1.162626,0.7764228,0.8819739,1.1869543,1.3710825,1.2687173,0.8544525,0.75529253,1.3030713,1.2003127,1.5059444,0.847095,0.0,1.3677733,0.46453202,0.84810066,0.42045307,0.71758574,0.8959567,1.2425715,1.4030058,0.7253789,0.8651948,0.8833724,0.48649168,0.85669583,1.2666174,1.2811891,1.0394568,1.3540378,1.4003,1.2359864,0.8978532,1.269676,1.4677542,0.35616535,1.2104417,0.92864084,1.1727332,1.3406541,0.5556879,0.77955616,0.8944336,0.8817873,1.0019552,0.93141294,1.157979,0.78939164,0.5764472,0.90812707
melon,0.83572835,1.294605,0.8249594,0.7633226,0.76326877,0.5327468,0.6187658,1.2927754,0.92815185,0.9077434,0.8797878,1.1286455,0.81988966,0.8953855,1.1081479,0.7483597,1.0555633,1.2507027,1.2545552,1.1105688,1.315114,0.9352751,1.3947722,1.4213339,1.2027277,1.265422,1.1735717,1.2210058,1.0497817,1.247785,1.2846067,1.1047317,1.1647375,0.88640076,1.0189246,1.047697,0.8184928,0.8245499,0.2897172,1.244871,1.2161385,0.9133766,0.87547064,0.8012033,1.1667941,1.209327,0.7246222,1.1255553,0.7914394,1.1889155,1.3677733,0.0,1.2803726,0.9569823,1.2277713,1.2960489,1.2458901,0.86246145,1.0647814,1.174929,1.2234074,0.88487667,1.2745372,0.7312177,0.89651364,0.9384635,1.1201011,0.3896811,0.91640836,0.83443856,1.0231326,0.9046509,0.6301045,1.3405194,0.99725497,1.1029359,0.7809957,0.92361724,1.2250302,1.1500567,1.144772,1.2563181,0.48585045,1.0107584,0.7632441,1.3671998,1.228858,1.3123612
mitten,1.2035533,0.7336751,0.7764396,1.3743496,1.2076223,0.90285766,1.4016412,0.75891936,1.2725384,1.3650422,1.2544999,1.117696,1.2989228,1.1999348,1.1875015,1.4050874,0.9769061,0.55638444,0.66590977,1.1195662,0.6760681,0.76220345,0.6393742,0.5071188,0.7531587,0.8244186,0.92389065,0.6614648,1.2123625,0.6606303,0.711537,0.9738276,1.0742683,1.1220194,1.0723474,0.909952,0.9859514,1.0216657,1.2081504,0.74958473,0.8261484,1.0168204,1.1611972,1.136165,0.8003751,0.8774496,1.072749,1.1782646,1.3019257,0.99987,0.46453202,1.2803726,0.0,0.89578,0.6903814,0.7241087,0.80156285,1.0704027,1.2048815,0.97592443,0.8294996,0.91916156,0.7500167,0.9361226,1.1911772,1.1259289,0.958864,1.3270357,1.2461412,1.1929533,0.88657373,1.2107086,1.4508617,0.5543176,1.1481973,0.9689136,1.2571453,1.2844274,0.7556726,0.77046394,0.9259459,0.8295175,1.1598401,1.0350827,1.0717897,0.8172863,0.7521492,0.8780911
motorcycle,1.0711548,1.1117462,0.98590434,1.1635168,0.98498243,0.85366404,0.96021116,1.0161834,1.0921767,1.1764181,1.1428233,0.97458184,1.1857113,0.94091386,1.0687599,1.0500901,0.9590559,0.8644618,1.0574132,1.0477511,0.95812654,0.8698888,0.9696396,1.0998927,1.0616914,0.8112047,1.0309665,0.86383045,1.0380837,0.9854779,1.1455133,0.7136079,1.2672191,1.1493226,1.0930835,1.1405239,0.95725024,0.9776391,0.8094834,1.1278625,1.0638019,1.1265517,1.1617043,1.0235429,1.0898553,0.7789198,1.1724489,1.0622627,1.2220262,0.90611666,0.84810066,0.9569823,0.89578,0.0,0.9856328,0.98366755,1.261804,1.1256962,1.2583877,1.1947633,1.164502,0.7322451,0.9639831,0.8576071,1.1629946,0.9074838,1.1134751,0.9313792,1.2381378,0.9447896,0.8254331,0.9966177,1.0547874,0.90682936,1.1130562,0.9777126,0.74345464,1.0788195,1.0848217,0.861178,1.0148337,0.95855534,0.74766225,0.90093714,1.1046832,0.7934809,1.0322598,1.0775889
nail,1.2149868,0.3373891,0.5863196,1.203206,1.128004,0.9742414,1.3237946,0.93346846,1.3010594,1.3515557,1.1783779,1.3144279,1.2421341,1.1533916,1.2537919,1.3077238,1.0017788,0.3486576,0.6224212,1.2112526,0.9100551,0.82486326,0.99834645,0.5311462,0.99697614,1.0396223,1.0081768,0.26798505,1.2537903,0.3067732,0.89408934,1.0523989,1.215741,1.2272323,1.0539408,0.8516182,0.9948036,1.1436551,1.1490155,0.6286222,0.9724722,1.088526,1.1438307,1.120306,0.74216604,0.9282902,1.1520805,1.1891543,1.307635,1.089905,0.42045307,1.2277713,0.6903814,0.9856328,0.0,0.8830532,0.79283553,1.177351,1.2359108,0.4805895,0.93293697,1.0224874,0.4162951,0.8243569,1.1628757,1.2163234,1.1050458,1.2295065,1.2886288,1.1493976,1.0936055,1.3272341,1.3193511,0.5092931,1.1450737,0.9985225,1.213525,1.3754076,0.6114358,0.8237819,0.8951786,0.9833814,1.0548362,1.1110791,1.1288619,1.049763,0.5680493,1.0833527
napkin,1.0397214,0.8205918,0.8762789,1.3446448,1.1448913,1.0517936,1.3506095,0.8989676,1.1753465,1.191972,1.2370697,1.011909,1.1358932,1.1502093,0.4586767,1.2680367,0.985337,0.77028656,0.74743086,1.0271729,0.864832,0.9282045,0.82849807,0.7422415,1.1119846,0.8943634,0.94952947,0.91327626,1.2245748,0.82729363,0.5718676,0.84118676,1.2300436,1.0987986,1.0579507,0.94777614,0.9581882,1.1057441,1.160041,0.79250854,0.5838932,1.1757051,1.1898589,1.035127,0.8776946,1.0135219,1.260613,0.82866323,1.1518537,1.0393457,0.71758574,1.2960489,0.7241087,0.98366755,0.8830532,0.0,0.9396213,1.1329504,1.0601207,1.0756079,0.60201085,1.0397301,0.8489716,1.0972102,1.0428523,1.0616828,0.95003426,1.3554945,1.0971773,1.1593306,0.96388745,1.0369253,1.3532952,0.55841625,1.2262381,1.0333643,1.2691076,1.1138865,0.7624645,0.78529656,0.78078634,0.0824641,1.1657202,0.9698187,1.2648365,0.890074,0.8632735,0.9659895
necklace,0.92760825,0.5411093,0.78643703,1.1586026,1.1643007,1.0561218,1.3303967,0.8494625,1.2349234,1.3029871,0.9089445,1.2688268,1.0760576,1.138859,1.1314965,1.3887573,1.060892,0.8746663,0.6929184,1.1246061,0.8629677,0.9771876,0.82105166,0.49839354,0.8495453,1.0996917,0.92010343,0.84448636,1.314568,0.79063284,0.66875947,1.2390285,1.026706,1.114148,1.028713,0.58732474,0.9960497,1.2071345,1.3004789,0.2097938,0.6551882,1.1643599,0.9014491,0.913547,0.6158395,1.0043178,0.9472853,1.1275266,1.0901936,1.1972317,0.8959567,1.2458901,0.80156285,1.261804,0.79283553,0.9396213,0.0,0.9729138,0.908613,0.78120625,0.5189331,1.2043557,0.8738961,0.950239,1.0679624,1.2381884,0.7722907,1.3329828,0.9891408,1.182524,1.1282307,1.2319824,1.3901677,0.7370943,1.1318566,0.8635394,1.3150146,1.3102791,0.72606486,0.8101697,0.6553158,1.0468736,1.3343481,1.123322,1.2764236,1.0037,0.51949376,1.0894543
orange,0.9895851,1.1092625,0.91880566,0.9728442,0.96791965,0.8592769,0.56769216,1.1011477,1.017822,0.96129537,1.0038198,1.0363307,0.77549446,1.104416,0.993374,0.89190674,0.9933107,1.0894215,1.0444938,1.0851663,1.0001836,0.9992098,1.1290185,1.1504501,0.96479756,1.1879823,1.0360174,1.0667725,1.0780863,1.0763515,1.0407498,1.1645218,0.9106369,0.8193553,1.0141313,0.9746897,0.96522766,0.859122,0.9192787,1.033282,0.9504763,0.87476194,1.039263,0.88993335,1.0470935,1.1238366,0.86207193,1.0632505,1.0005733,1.1483878,1.2425715,0.86246145,1.0704027,1.1256962,1.177351,1.1329504,0.9729138,0.0,1.007414,1.0471209,0.9606573,1.1334199,1.0756667,0.8797058,1.1335903,0.99503905,0.9316119,0.8602889,0.8901596,1.1191179,1.0561693,0.90431297,0.9293585,1.1785841,0.99974924,0.96318126,1.1728483,0.9921261,0.9068028,1.0549766,1.0434386,1.1340643,0.89784086,1.0323988,0.916926,1.0910472,1.0996845,1.1067106
pants,0.88013947,1.2174218,1.3247896,0.7908845,1.0754254,1.3388464,1.0296366,1.2623396,0.8884557,0.5970737,0.7893361,0.9475873,0.6163676,1.0002892,0.75692093,0.93212897,1.2005217,1.3737531,1.3129417,1.0180647,1.1528641,1.359793,1.1030953,1.0889484,0.83905953,1.1539377,1.1043804,1.4269376,0.90430325,1.3082044,1.0396813,1.2027847,0.6522665,0.6224506,0.8321043,0.91730475,1.2443612,1.0770128,1.2202393,1.051891,1.1366708,0.9323148,0.64861214,1.0003289,0.9528365,1.164434,0.8377329,0.84470594,0.27561796,1.0888884,1.4030058,1.0647814,1.2048815,1.2583877,1.2359108,1.0601207,0.908613,1.007414,0.0,1.1220282,1.0652515,1.2307736,1.3237456,1.3756256,0.71094906,0.8817452,0.8904627,1.0481836,0.41541517,0.8043525,1.258461,0.96800673,0.91455495,1.3157285,0.85558677,1.1749084,0.8879246,0.8496208,1.2363276,1.1705239,1.050155,1.0035808,1.3273871,1.2208234,0.9886445,1.1248252,1.1581587,0.97541565
pencil,1.165098,0.5440425,0.74087524,1.0564815,1.1668024,1.0085132,1.1300051,0.9172306,1.1581231,1.102782,1.0331045,1.2092282,1.1498739,1.1136622,1.1854932,1.0759089,1.018657,0.72853625,0.6354024,1.2040952,0.9857888,0.98935753,1.0461006,0.64256155,0.8519912,1.1615808,0.994992,0.5098766,1.1802726,0.55814826,0.89627,1.088188,0.9531612,1.1015269,1.035496,0.9163504,0.9953267,1.1348197,1.1599715,0.82966447,1.1104616,0.97734797,1.1569071,1.1401091,0.9616725,0.99853736,1.083288,1.1705878,1.1997415,1.1203563,0.7253789,1.174929,0.97592443,1.1947633,0.4805895,1.0756079,0.78120625,1.0471209,1.1220282,0.0,0.84027344,1.1122789,0.5236753,0.98195237,1.0812349,1.1519481,1.0590569,1.1504223,1.1594682,1.0464184,1.0903084,1.1644391,1.1481858,0.738343,0.9493593,0.99122643,1.1398816,1.2057797,0.6659824,1.0341015,1.0397873,1.1569704,1.118058,1.0679458,1.0754853,1.0040673,0.8199858,1.0918096
pillow,1.0368607,0.62719727,0.74221885,1.1825651,1.1504318,0.98817295,1.2104061,0.7407085,1.2257669,1.185215,1.0490558,1.0552527,1.1528478,1.1822894,0.83574945,1.3533831,0.85735077,0.8546636,0.59330094,1.1272528,0.92730993,0.8373939,0.8224417,0.61473125,0.97380257,1.037068,0.78806376,0.88091034,1.3816838,0.8020892,0.57207775,1.0767603,1.1616337,1.171836,1.1781913,0.6735265,0.8857622,1.2478728,1.230726,0.575396,0.6191433,1.2448894,1.1299145,0.8574607,0.8757525,1.109976,1.2269244,1.0612475,1.0693249,1.2008476,0.8651948,1.2234074,0.8294996,1.164502,0.93293697,0.60201085,0.5189331,0.9606573,1.0652515,0.84027344,0.0,1.2001612,0.7963452,0.9473765,1.0499274,1.0592908,0.8917308,1.31936,1.1465155,1.253026,0.95557964,0.88542026,1.4154308,0.54822683,1.1956666,0.9111828,1.3377767,1.1148779,0.6249957,0.76058453,0.72799563,0.7205166,1.198619,0.8070955,1.3820256,0.96814734,0.6969087,1.1311506
plant,0.8329078,1.1464771,0.9530312,1.1130993,1.0216398,0.9159547,1.1335342,0.9876364,1.0820191,1.1594393,1.1675289,1.0012273,1.1619376,0.94094193,1.1002551,1.0702349,1.0164392,0.93621105,1.0030879,0.99376804,0.8151142,0.8975253,0.9547356,0.9779465,0.96282333,0.857239,1.0928187,0.998045,1.0006735,1.0422323,0.9575267,0.81234986,1.0702995,1.1763558,1.0574316,1.1139346,0.8945423,0.57027805,0.8423854,1.1464175,1.1025834,0.80970895,1.1236095,1.0401351,1.1652784,0.8507947,1.0212662,1.1401833,1.1667563,0.9321565,0.8833724,0.88487667,0.91916156,0.7322451,1.0224874,1.0397301,1.2043557,1.1334199,1.2307736,1.1122789,1.2001612,0.0,1.0742142,0.87533367,1.1489933,0.73224306,0.9154637,0.99936676,1.2128935,1.1328555,0.68837976,1.106594,1.10668,1.0308266,1.1182904,0.88415873,0.81759095,1.141115,1.0561787,1.0168982,1.1809926,1.0015469,0.9369424,1.0088269,0.78649503,0.8598763,1.1765729,0.97284114
