Total categories: 282
  pickle: 6923 embeddings
  pig: 159 embeddings
  pillow: 159934 embeddings
  pizza: 2125 embeddings
  plant: 49193 embeddings
  plate: 378442 embeddings
  pony: 281 embeddings
  pool: 876 embeddings
  popcorn: 1942 embeddings
  popsicle: 1053 embeddings
  porch: 1 embeddings
  potato: 543 embeddings
  potty: 11692 embeddings
  present: 3260 embeddings
  pretzel: 300 embeddings
  pudding: 1086 embeddings
  pumpkin: 8244 embeddings
  puppy: 2 embeddings
  purse: 12286 embeddings
  puzzle: 350 embeddings
  radio: 474 embeddings
  rain: 2 embeddings
  raisin: 418 embeddings
  refrigerator: 74474 embeddings
  rock: 776 embeddings
  roof: 986 embeddings
  room: 42869 embeddings
  rooster: 187 embeddings
  sandbox: 6267 embeddings
  sandwich: 240 embeddings
  sauce: 209 embeddings
  scarf: 416 embeddings
  scissors: 13202 embeddings
  sheep: 98 embeddings
  shirt: 10654 embeddings
  shoe: 12755 embeddings
  shorts: 4403 embeddings
  shoulder: 2 embeddings
  shovel: 6016 embeddings
  shower: 326 embeddings
  sidewalk: 6441 embeddings
  sink: 39490 embeddings
  sky: 4290 embeddings
  sled: 2046 embeddings
  slide: 10405 embeddings
  slipper: 19293 embeddings
  sneaker: 8387 embeddings
  snow: 136 embeddings
  snowman: 586 embeddings
  snowsuit: 58 embeddings
  soap: 636 embeddings
  sock: 3814 embeddings
  soda: 137 embeddings
  soup: 2151 embeddings
  spoon: 25090 embeddings
  sprinkler: 264 embeddings
  squirrel: 40 embeddings
  stairs: 10374 embeddings
  star: 1269 embeddings
  stick: 303 embeddings
  stone: 35 embeddings
  stove: 13145 embeddings
  strawberry: 2859 embeddings
  street: 53 embeddings
  stroller: 10572 embeddings
  sun: 168 embeddings
  sweater: 1140 embeddings
  swing: 1306 embeddings
  table: 256253 embeddings
  tape: 3396 embeddings
  teddybear: 16044 embeddings
  telephone: 378 embeddings
  tiger: 126 embeddings
  tights: 8538 embeddings
  tissue: 4763 embeddings
  toast: 244 embeddings
  toe: 25518 embeddings
  tongue: 62 embeddings
  tooth: 467 embeddings
  toothbrush: 4104 embeddings
  towel: 38350 embeddings
  toy: 115722 embeddings
  tractor: 453 embeddings
  train: 350 embeddings
  trash: 556 embeddings
  tray: 15190 embeddings
  tree: 3194 embeddings
  tricycle: 142 embeddings
  truck: 157 embeddings
  tummy: 116 embeddings
  turkey: 42 embeddings
  turtle: 2 embeddings
  tv: 132816 embeddings
  underpants: 14567 embeddings
  vacuum: 4962 embeddings
  vagina: 3 embeddings
  vanilla: 20 embeddings
  vitamin: 7 embeddings
  walker: 1011 embeddings
  watch: 4183 embeddings
  water: 313 embeddings
  wind: 22 embeddings
  window: 63531 embeddings
  wolf: 7 embeddings
  yard: 1245 embeddings
  yogurt: 780 embeddings
  zebra: 226 embeddings
