,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
bottle,1.3087867,0.52560914,1.4771699,0.9872967,0.6916251,0.88353544,0.89217526,0.9628424,1.3533802,1.5033528,0.5660142,1.2724108,1.3393685,0.53557795,1.4742539,1.2653296,0.52176046,0.0,0.5255627,0.68345183,0.77691394,0.8663696,0.63298047,0.93329835,0.68182147,0.6880559,0.59645045,1.300668,1.1569409,0.8840064,0.83799934,1.1452942,1.0844151,1.0226356,0.93161106,1.051573,1.3901377,1.4374205,0.46421838,1.3945594,0.20521176,1.1411538,1.4900341,1.1511772,1.0735248,1.0084317,1.4134784,0.9606538,0.824738,1.4140189,1.344388,0.9004946,0.915643,0.8747034,0.7585182,0.90382737,0.9680819,1.1615267,0.86635983,1.1681048,0.78619194,1.3051057,1.121423,1.3841558,0.66730714,1.405904,1.0526415,1.4408095,1.0418755,1.4690459,0.77563095,1.2154127,0.6116602,1.1986215,1.1848958,1.1082041,0.85793495,1.4454135,1.2986828,0.5649335,0.48219764,0.60344523,1.0976713,0.63321924,0.9438946,1.4682554,1.4281602,1.0127703,0.6064079,0.65384257,0.91834307,0.74806213,1.1585306,0.6715804,0.7205992,0.7202573,0.8597032,0.5311829,1.1000524,0.8732265,1.1755564,0.94317454,1.4820415,0.81908053,1.0649767,0.46598822,1.2423882,0.5810833,1.3144901,0.5552138,0.58581764,1.0394714,0.91300917,1.1007686,0.5406129,0.7550333,1.4525062,1.3033018,0.6000102,0.84809804,0.7090135,0.6177659,0.53516877,1.0560914,1.3396215,1.1428133,0.6924593,0.703753,0.49720955,1.232347,1.3058633
bowl,1.2427094,0.490721,1.5006294,0.74432474,0.5991522,0.6491269,0.8896794,0.9277475,1.2414556,1.4153355,0.57899296,1.3159778,1.3113996,0.6412629,1.3377646,1.2022513,0.5451414,0.5255627,0.0,0.62660146,0.65600836,1.0999715,0.7433281,0.95326024,0.65563065,0.7148429,0.6438538,1.2631004,1.2686156,0.8872543,0.77321494,1.2615099,1.1108273,1.0990486,0.84817827,0.9139771,1.3816826,1.3870096,0.47661442,1.3072627,0.34398305,0.8589571,1.4780914,1.1458404,1.2364511,1.0691863,1.4789655,1.0104415,0.7139978,1.3226743,1.3189185,1.0636398,0.7283845,0.965367,0.858948,0.83130455,0.7239015,1.1727167,0.8233008,1.098835,0.47148067,1.3011098,1.0548242,1.386452,0.5898322,1.359755,1.1648088,1.489425,1.0935792,1.4577549,0.7662263,1.3407681,0.6003806,1.3086371,1.1994301,1.0387274,1.0011916,1.2316794,1.160565,0.556797,0.7379329,0.74021846,1.0989249,0.54048353,1.0297332,1.4723214,1.4737577,1.1066762,0.5753801,0.673012,0.9018506,0.75047195,1.2071017,0.8537867,0.32219648,0.62472403,0.9377807,0.74206483,1.3074832,0.89093566,1.2824259,0.79093,1.5025384,0.79474545,1.0996137,0.50770104,1.3363779,0.65140873,1.2140635,0.57253194,0.62286866,1.0767103,0.81865364,0.9904635,0.6065554,0.9506482,1.4696233,1.2992972,0.045762062,0.8919078,0.78200436,0.62420255,0.78601825,0.8556421,1.1378148,1.1226276,0.7813898,0.93981296,0.58897054,1.3457505,1.3412522
box,1.1372551,1.0575689,1.2560301,0.9395383,0.94022727,0.92689455,0.41433167,0.822219,1.231242,1.0310105,0.96869165,0.92806077,1.1397882,1.0002221,1.0892012,1.0006295,0.50614977,0.68345183,0.62660146,0.0,1.0767822,0.90117925,0.5037577,0.87222147,0.50966924,0.8892875,1.0864414,1.3359412,0.97179896,1.1559916,1.0941325,1.0328132,0.84441274,1.1304228,1.0512581,0.88852555,1.0933254,1.2331843,1.0233252,0.82354987,0.65485495,0.9493236,1.3171983,0.92594147,1.0262911,0.79588234,1.1685033,1.2930981,1.1025445,1.2775759,1.180112,1.2560431,1.1741018,0.91364014,1.1998447,0.96289504,0.88690054,0.9292297,1.2287977,0.97394425,0.85666597,1.2258127,1.0673176,1.2257733,1.0039692,1.224565,1.0352215,1.1937041,0.94247085,1.2187872,0.7979337,0.92031693,1.0044818,1.1249908,1.1289688,0.9661913,0.6511495,0.9454718,1.0878725,1.1191643,1.153982,1.2021629,1.2012625,0.94621956,0.7927754,1.192563,1.2573789,0.73373145,1.0490685,1.0792812,1.2174559,0.97701085,0.9328305,0.8664885,0.7960452,0.87711525,0.5895875,0.6302962,0.8465564,1.0888993,1.1689639,0.80177915,1.2447422,0.8771653,1.0066392,0.8596365,1.1009294,0.5914219,0.9186868,1.0841612,0.9685079,1.037508,0.86082447,1.0008824,1.0337005,0.9746091,1.2133414,0.8329611,0.65717024,1.229491,1.2123744,1.0016878,1.1279359,0.64906913,0.625237,1.0025084,0.8264836,0.7852324,1.140347,1.1250697,1.2108514
bread,1.0771072,0.5484373,1.2783731,0.75530905,0.81011176,0.38943994,1.190023,1.3816711,1.1004063,1.4627237,0.8980206,1.4235666,1.3418431,0.75886506,1.2971979,1.2914157,0.89943886,0.77691394,0.65600836,1.0767822,0.0,1.3238912,1.1537502,0.7737811,1.0499065,0.9605154,0.3916769,1.2726758,1.476913,0.45613456,0.7621966,1.3496575,1.2983252,1.0025289,0.44474947,0.6846908,1.406523,1.0987858,0.6506875,1.4674382,0.76584136,0.7743722,1.1474105,1.1109953,1.3564358,1.2008387,1.4535569,0.6940321,0.41603625,1.2348326,1.146078,0.7312082,0.7274699,1.0389614,0.56063163,0.9462272,0.7188618,1.2847829,0.68462527,1.0310761,0.6042556,1.0805482,0.5305455,1.0719233,0.5449655,1.2231814,1.2490873,1.3713111,1.1277611,1.3739043,0.8961312,1.4070361,0.79860735,1.2335937,0.9424409,1.0652692,1.1654246,1.1957551,0.7544915,0.6898796,0.71000123,0.7808808,0.7836405,0.39648223,1.2679262,1.4210902,1.3723185,1.1276873,0.7538456,0.7545235,0.60847825,0.83574235,1.1736944,1.0085526,0.60324275,0.39032292,1.152522,1.001821,1.3914268,0.9235827,1.2626524,0.90381587,1.4158452,0.8889109,1.1975235,0.7365782,1.4223543,1.0043132,1.2824917,0.6248078,0.597889,1.2246523,0.98632497,1.0554131,0.5908571,1.0254021,1.3996361,1.433404,0.6741501,0.62075233,0.6518082,0.710406,0.64805096,0.96216255,1.235993,1.2126646,1.0061344,1.2989041,0.7101766,1.434704,1.3528451
broom,0.99898976,1.1419612,1.067429,1.1048332,1.0761127,1.3179686,0.89389634,0.6767255,1.1459343,1.0592602,0.9566353,0.8210294,1.0906516,0.93662053,1.0824608,1.1042247,0.7791779,0.8663696,1.0999715,0.90117925,1.3238912,0.0,0.89730465,1.1792333,0.8006919,1.0095246,1.1006272,1.0459197,0.8358056,1.0558112,1.0610949,0.91818583,0.8301003,0.8224233,1.0715165,1.0993135,1.006093,1.141709,0.9510627,0.974876,0.9675499,1.1966289,1.1239117,1.0939045,0.7805859,0.5376078,1.0624719,0.947861,1.1929753,1.1542813,1.1071316,0.91742826,1.0134159,1.0214558,1.0364027,0.69102323,1.0946606,0.9981445,1.152214,1.0484636,1.1381739,1.0954287,1.1602975,1.0728168,1.2294934,1.1437612,0.7358717,1.102085,0.9491193,1.007759,0.77807623,0.7613208,0.959944,0.9829185,1.0422889,0.9437243,0.9895892,1.0785013,1.1914476,1.1319699,0.9354827,0.96529317,1.0353103,1.205367,0.8322698,1.0394537,0.96139425,0.801778,0.8636221,0.81686234,1.030455,0.8712173,1.0651766,0.89387345,1.07597,1.2237463,0.8237361,0.8880383,0.8484245,0.94011605,0.9351695,0.8195139,1.0557188,1.0460525,0.9691865,0.97682315,0.84600866,0.8163808,1.0730389,1.0815231,1.1032003,0.7778517,0.7270132,1.066818,1.089074,1.0196594,1.1009431,0.9284864,1.0961527,1.0910099,1.079174,0.99985963,0.9342951,1.1123703,1.0693328,1.0219018,1.0254462,0.30687082,1.1116098,0.8902416,1.0742537
bucket,1.1285456,1.1534972,1.2006427,1.016652,0.97923124,0.94758457,0.5925546,0.8962783,1.1913809,1.075829,1.058327,0.9433433,1.0765802,1.0921223,1.1234717,1.1114632,0.9115342,0.63298047,0.7433281,0.5037577,1.1537502,0.89730465,0.0,0.96647376,0.4205705,0.9496074,1.1606025,1.2373894,0.9170447,1.171623,1.0719321,1.0265831,0.85873127,1.0275913,1.142791,1.0652995,1.0603327,1.1364985,1.1852834,0.88418454,0.42456406,0.9109477,1.2427807,0.9247985,1.0063202,0.9827691,1.0913368,1.2440429,1.1879485,1.2313745,1.1681598,1.2275324,1.3014867,0.89712507,1.2081308,1.0482932,1.055831,0.6697809,1.2990751,1.0008118,1.0648198,1.1809955,1.0543805,1.1827064,1.1122545,1.1812205,0.88033956,1.1202042,0.6766324,1.1099701,0.9437932,0.9493836,1.0069804,1.0379685,1.1260782,0.86418724,0.45053482,0.93965423,1.0487585,1.2269073,1.1395763,1.2042668,1.2101076,1.0804734,0.5396557,1.1230754,1.1046054,0.9579613,1.1809757,1.194978,1.2551787,1.1206728,0.9932156,0.7234823,0.98419064,1.0169373,0.74683404,0.82537997,0.75621885,0.974487,1.0347468,0.9223351,1.1572723,0.9467644,0.9405229,0.7778177,0.99601984,0.61156625,0.8825631,1.2121255,0.94839025,0.95388937,0.81822586,0.82086575,1.1424474,0.73567414,1.09715,0.83448595,0.8170378,1.2969153,1.3176284,1.1521646,1.1470431,0.7923411,0.8565854,0.9687681,0.9226879,0.8060905,1.2054813,1.0602124,1.1824994
butterfly,0.8301996,0.8735,1.2468629,0.7230928,0.8757208,0.7215332,0.95856065,1.2123404,1.1355155,1.1934911,1.0101231,1.2825487,1.130363,0.91703224,1.2303301,0.9855246,1.0492693,0.93329835,0.95326024,0.87222147,0.7737811,1.1792333,0.96647376,0.0,1.0065633,0.9153646,0.9902913,1.1797773,1.2202637,0.97731096,0.9153568,1.0813757,1.1938391,1.1665803,0.88253397,0.6565994,1.2295226,0.98671097,1.0102282,1.1451776,0.92339236,0.8831712,1.1098181,0.94358045,1.0786536,1.0850668,1.1041888,1.1658406,0.92979383,1.1517735,1.043398,1.1825931,1.1406808,0.77535313,1.1119381,1.0213016,0.5604087,1.0616205,1.068153,1.1840765,0.92601115,1.0466537,0.86350626,1.2529917,0.8328581,1.1039485,1.2626599,1.1483614,1.0603197,1.2637396,0.89973426,1.103999,0.9347157,1.1118678,1.1600757,0.9513239,0.7738146,1.130012,0.7496433,1.0214655,1.0921515,1.050562,1.069753,0.84750926,1.0005062,1.1858476,1.2545477,0.90080035,1.0986251,1.0896928,0.9902618,1.1844798,1.1249763,0.7103003,0.9097638,0.7532939,0.91952074,0.9014153,0.96215177,1.098473,1.0894338,0.82799083,1.1970804,0.9373391,1.1427324,0.8338046,1.0980239,1.0104222,0.97717917,1.0369501,1.0297158,1.2506528,0.96620363,0.98472065,0.8909586,0.92965245,1.1271049,1.0625598,0.94015896,1.0822631,1.0843872,1.0879823,1.0692178,0.7502389,0.898144,0.85036373,0.8474262,1.0368627,1.0424907,1.1231991,1.1370666
can,1.1436346,0.9640352,1.3175826,1.0519592,0.9444028,0.9324684,0.5837547,0.65984374,1.2028837,1.1346909,0.7734029,0.87470174,1.2467488,0.8603406,1.1279185,1.1566207,0.6349208,0.68182147,0.65563065,0.50966924,1.0499065,0.8006919,0.4205705,1.0065633,0.0,0.89010715,0.970862,1.2346084,0.81653386,0.9902741,1.0032667,0.9803899,0.96680945,0.9512681,1.0306317,0.97687984,1.072133,1.3196759,0.91365826,0.8512188,0.5580878,0.87145376,1.3453599,0.9957628,0.9011381,0.7525888,1.2649885,1.1500578,1.1118878,1.338224,1.2983893,1.1635939,1.1067586,0.980975,0.9947729,0.96454984,0.9441206,1.0801811,1.1867287,0.96263885,1.0504007,1.2958689,1.1803708,1.306469,0.978145,1.3171544,0.93733025,1.2431011,1.0095218,1.1894298,0.9225235,0.8852537,0.89949673,1.171374,1.1871585,1.0924479,0.8600815,1.1266321,1.227901,1.0746799,0.885201,0.9732651,1.1896882,0.9564613,0.5626069,1.2159793,1.1549904,0.9906397,0.93997127,0.91744167,1.0380603,0.84751123,1.0328727,0.8371395,0.85214126,0.9700231,0.6522766,0.64193594,0.89117897,0.86317265,1.0351412,0.8637903,1.3312936,0.82239217,0.8853735,0.7167604,1.0257612,0.57643646,0.83438075,0.9503901,1.0307493,0.92406714,0.8690406,0.9499388,0.9914653,0.8158383,1.3382509,1.1121204,0.72839725,1.1407634,1.1784564,1.0840827,0.8713529,0.75371397,1.0528104,1.0586315,0.9180418,0.6831598,1.0027657,1.1102525,1.2217739
car,1.1951045,0.79137045,1.3391552,0.99107563,0.80795944,0.9343424,0.970401,0.8190841,1.2042277,1.1989778,0.8307222,1.1096251,1.1335565,0.70462257,1.1815276,1.1174684,0.6745359,0.6880559,0.7148429,0.8892875,0.9605154,1.0095246,0.9496074,0.9153646,0.89010715,0.0,0.9495251,1.0577766,0.997059,1.070911,0.9358748,0.97913873,1.0605832,1.0409814,1.0254546,1.1664146,1.1331663,1.2979503,0.8178758,1.1535883,0.7527633,1.1162022,1.2011983,1.0149001,0.9851543,1.0644433,1.1825966,1.1091846,1.0564022,1.1392293,1.1016947,1.1503767,1.003536,0.7156536,1.0723636,0.8859267,0.9218396,1.1381505,0.9685274,1.1549631,1.0465088,1.0813247,1.1052563,1.3327327,0.7816241,1.189133,1.1513548,1.2732726,1.0879159,1.2856436,0.7633718,1.0822958,0.74182844,1.1522937,1.1797078,1.0539485,0.9104764,1.2571561,1.1245481,0.8212999,0.8608437,0.90689564,1.0566592,0.8941735,0.9700791,1.2175013,1.275804,1.0508295,0.85512996,0.95116115,1.1666859,0.8261639,1.0714549,0.6666467,0.7875073,0.8919862,0.88821244,0.7688548,1.0608913,0.84019125,1.098531,1.0010141,1.2464064,0.80545855,1.1055685,0.76941323,1.1038592,0.8109069,1.0002558,0.8578851,0.9074493,1.113775,0.8926436,1.0576633,0.8780714,0.8710909,1.2465259,1.1808451,0.77193916,1.0912089,0.8574835,0.9033849,0.8246397,0.99135613,1.1754436,0.7979286,0.43074787,0.84148455,0.77316016,0.87437195,1.1254228
carrot,1.1583647,0.36507952,1.3597581,0.85727537,0.717462,0.6901846,1.2131373,1.2189025,1.1350275,1.5762117,0.613987,1.4275376,1.3632858,0.5794761,1.438221,1.317588,0.814402,0.59645045,0.6438538,1.0864414,0.3916769,1.1006272,1.1606025,0.9902913,0.970862,0.9495251,0.0,1.2200606,1.409812,0.41539937,0.77618456,1.3014684,1.3171734,0.9337262,0.7447308,0.77198344,1.4767406,1.2274129,0.38802254,1.5448803,0.65377843,0.93576694,1.3618993,1.1729093,1.2479203,1.1151676,1.5143111,0.68767273,0.37817574,1.2721459,1.2784569,0.56076247,0.6683208,0.9911348,0.45022297,0.8547269,0.81333387,1.3532288,0.67062926,1.1206235,0.6510275,1.2279234,0.8472558,1.0714118,0.6464487,1.3112586,1.1687485,1.4366356,1.2209814,1.3845198,0.8272115,1.3578973,0.6778701,1.2180758,1.0499489,1.1487283,1.1877333,1.3616967,1.0964928,0.48671114,0.4981603,0.49133712,0.80218583,0.2624526,1.2131693,1.452426,1.3481543,1.17249,0.50061953,0.47264874,0.57375574,0.8221598,1.2530222,0.94793636,0.65302134,0.41193455,1.1901654,0.92388695,1.4211615,0.8817912,1.2373141,0.9465364,1.4544759,0.94557905,1.1007053,0.7006492,1.4033988,0.94561905,1.3169221,0.44731545,0.6040252,1.1354196,0.9763421,1.1050537,0.38996774,1.0222745,1.4758676,1.5332637,0.6660729,0.50973797,0.49458784,0.5737917,0.526005,1.0744946,1.3795962,1.2008085,0.92484564,1.0262021,0.5100172,1.3577429,1.3026347
cat,0.7987768,1.2155986,0.71102977,1.1960576,1.0941871,1.1706156,1.1828097,0.73005724,0.59083307,0.6880698,0.9377872,0.7703178,0.8535187,0.9961572,0.6037328,0.9187785,1.2453567,1.300668,1.2631004,1.3359412,1.2726758,1.0459197,1.2373894,1.1797773,1.2346084,1.0577766,1.2200606,0.0,0.743487,1.0906644,1.0075395,0.83319646,1.0102181,0.9058762,1.1812633,1.1650085,0.68343675,0.87850237,1.1233606,0.8938005,1.3682408,1.2106262,0.49665225,1.1450739,0.77781856,1.0636479,0.7599168,1.0915729,1.2466966,0.47221017,0.91367435,1.0885696,1.0077752,1.167528,1.0657859,1.1321157,1.1294568,1.1329731,1.011209,1.0147513,1.2622825,0.89955026,1.1790417,0.97622234,1.1438365,0.6023625,0.7584746,0.8050147,1.2026887,0.6848261,1.2138535,0.92163587,1.0476601,0.972035,1.0650117,1.063597,1.1331735,1.0204513,1.1297965,1.042894,1.0407197,0.96153045,1.0935435,1.2189806,1.0982292,0.7499465,0.694049,1.1742625,1.0162524,1.0777528,1.1271554,0.86830544,0.8082964,1.111085,1.2848227,1.248555,1.1613486,1.1229521,1.0395803,0.91743547,0.84609735,1.2527938,0.6746105,1.0692232,0.93267,1.2647922,0.826563,1.1267817,0.91912454,1.0512129,1.1887107,0.8823308,1.1823916,1.0718027,1.2661718,1.0346122,0.74625885,0.99484104,1.2073171,1.1206763,0.98358667,1.2426782,1.0647595,1.338021,1.2137954,0.88405806,1.1317368,1.0917773,0.97679913,0.69345075,0.60448164
chair,0.95395863,1.4064655,0.76838285,1.2782001,1.2403989,1.3446339,0.80114305,0.5382554,1.0019349,0.42042255,1.0644536,0.23129678,0.9342953,1.2304541,0.5328032,0.90048283,1.0353653,1.1569409,1.2686156,0.97179896,1.476913,0.8358056,0.9170447,1.2202637,0.81653386,0.997059,1.409812,0.743487,0.0,1.2562348,1.2273782,0.4388271,0.62119037,1.0444977,1.2393496,1.2788292,0.23480606,1.0862634,1.3417063,0.43882716,1.2151353,1.1543614,0.7945129,0.97410333,0.5223379,0.6628806,0.7186581,1.1854963,1.3998227,1.0225847,0.9199306,1.295373,1.2520447,1.0038399,1.2191532,1.2047092,1.3191519,0.9647096,1.3306193,0.8674289,1.4632757,0.95032656,1.2744882,1.0590173,1.2654347,0.9981504,0.910175,0.66708404,0.98761946,0.56036603,1.2580936,0.4007604,1.1984588,0.93507016,1.1107275,1.0327594,1.0433006,0.9077379,1.1158731,1.3401668,1.1344149,1.1931132,1.2082099,1.3657302,0.71137625,0.7624359,0.5714569,0.9579011,1.3060133,1.2836334,1.2629693,0.79081416,0.80120283,0.9690189,1.3381083,1.3526495,0.8051293,0.94959354,0.6504997,0.95574987,0.77852976,1.1922388,0.6713959,1.1717572,0.7502749,1.1746264,0.57452476,0.8868895,0.7931837,1.3398633,1.3690991,0.93792576,1.2046283,1.068303,1.4123065,0.9642249,0.72513294,0.64272505,1.2676319,1.3774714,1.3546889,1.3883215,1.105223,1.0757431,0.930763,0.97061193,1.1119745,0.8862945,1.2568477,0.50192195,0.82769
chips,0.9615213,0.66037244,1.2138557,0.8371427,0.84244955,0.72813296,1.2350109,1.0682977,1.0839942,1.3931454,0.6896186,1.2070892,1.2958577,0.75152194,1.3098822,1.2875261,0.82693064,0.8840064,0.8872543,1.1559916,0.45613456,1.0558112,1.171623,0.97731096,0.9902741,1.070911,0.41539937,1.0906644,1.2562348,0.0,0.85895824,1.2425952,1.182371,0.7808791,0.6172675,0.66866493,1.3042428,1.0858738,0.6333922,1.3477526,0.93934304,0.8365272,1.1805459,1.2227494,1.176205,0.963255,1.3540174,0.63382906,0.48465085,1.1890192,1.222105,0.70092404,0.6756739,1.0509475,0.5647904,0.8718271,0.7742203,1.2498609,0.8545113,1.1527537,0.77030313,1.1679506,0.6220188,1.0636524,0.87228894,1.216003,1.0303555,1.3045394,1.0916066,1.1992979,1.0184784,1.2393271,0.82107294,1.1974041,1.0132704,0.99488,1.181165,1.2665153,0.95772535,0.8149434,0.7085278,0.6490559,0.8773643,0.52586746,1.2418332,1.318928,1.1800026,1.0092068,0.67089176,0.61350024,0.48939306,0.9263585,1.1671247,1.0033383,0.71749896,0.70071673,1.2433333,1.0015155,1.3202407,0.9516711,1.2004569,0.88807,1.2771721,1.0551432,1.0628369,0.9656658,1.3060827,1.0666951,1.2449095,0.72039187,0.73491514,1.0611707,0.9879015,1.1094372,0.68403715,1.1308358,1.314156,1.3555295,0.89104724,0.7157361,0.7221446,0.9180844,0.7478623,1.0757742,1.2617699,1.1385006,1.1426105,1.1950151,0.76720715,1.1746527,1.2325917
clock,1.1777749,0.8052014,1.3143033,0.8187728,0.56997424,0.66899383,1.127071,0.9229928,1.0444502,1.3473152,0.8235136,1.3324703,1.1992264,0.74145484,1.255993,1.1877749,0.9315013,0.83799934,0.77321494,1.0941325,0.7621966,1.0610949,1.0719321,0.9153568,1.0032667,0.9358748,0.77618456,1.0075395,1.2273782,0.85895824,0.0,1.1463795,1.1497762,0.9671729,0.7695877,0.9097331,1.3062797,1.2591126,0.70136714,1.3204147,0.816854,0.86332065,1.2549362,1.1297216,1.0171747,0.9083892,1.3114437,0.96388924,0.84610814,1.1401248,1.1803483,0.9199138,0.9117683,1.0081346,0.8872963,0.79648477,0.818191,1.1451826,0.85941494,1.2506874,0.67776644,1.187405,0.9211106,1.2533233,0.81416893,1.1885514,0.8360698,1.3926041,1.1501725,1.3927708,0.84866405,1.1765906,0.2396074,1.1523885,1.2737522,0.9930769,1.021466,1.2513459,0.937104,0.69189703,0.7830142,0.8093492,0.92534757,0.74613094,1.0418817,1.4061542,1.3272747,1.0225173,0.7455152,0.7390777,0.9424372,0.9045511,1.1365874,0.9195857,0.59734595,0.83778083,1.051784,0.87794346,1.2500407,0.98418725,1.1981428,0.9519455,1.3475728,0.9019244,1.2272369,0.8684717,1.174854,0.93830776,1.2036618,0.7220893,0.6599934,1.0505016,0.8452679,0.4112028,0.7611011,1.027283,1.3548795,1.3139691,0.76434875,0.89566624,0.74177766,0.9136311,0.7971107,1.0392572,1.1786637,1.0100323,0.9417748,0.929538,0.7791629,1.1110485,1.2319051
closet,1.1249802,1.2556298,0.87059677,1.2062708,1.1633298,1.1538135,0.9002983,0.71458536,1.091093,0.70877945,1.1246104,0.6596643,0.9708956,1.2980599,0.79838717,0.92746085,1.2115827,1.1452942,1.2615099,1.0328132,1.3496575,0.91818583,1.0265831,1.0813757,0.9803899,0.97913873,1.3014684,0.83319646,0.4388271,1.2425952,1.1463795,0.0,0.8332443,1.1262984,1.188663,1.2019862,0.6582034,1.0397117,1.2905259,0.66218877,1.2031785,1.133928,0.9673112,0.9771006,0.117144585,0.79653215,0.8022329,1.1759483,1.3710995,0.98801047,0.85346633,1.2222378,1.2617592,0.9544501,1.2610836,1.1661732,1.2158716,0.955744,1.2090254,1.0054017,1.3863394,0.8946036,1.2021983,0.9950181,1.1999456,0.950602,0.9223677,0.7637815,0.98466724,0.8167665,1.1299658,0.47785568,1.1235062,0.9293228,0.9853859,0.9619514,1.0118937,0.99985856,1.0279644,1.2332433,1.1556444,1.2172738,1.1990335,1.2473526,0.6880376,0.8485582,0.77337915,1.0366467,1.3245101,1.2759423,1.271782,1.0467311,0.8652857,0.97515756,1.3111094,1.2474396,0.94824064,1.0622541,0.57635164,0.9419646,0.857669,1.1778306,0.76746887,1.2045902,0.9564605,1.1458962,0.33748198,0.9094801,0.8443266,1.3112406,1.3554943,1.0754435,1.1323488,0.98735315,1.2724729,0.91282874,0.8094476,0.8604218,1.2412143,1.2961829,1.1593435,1.287484,1.1326013,1.0845755,0.8980324,0.8640567,1.0482471,0.8336406,1.2575117,0.540497,0.8691088
coffee,1.0500432,1.3216082,0.8990424,1.053565,1.1276023,1.1019418,0.6984217,0.8685139,1.1494558,0.76886654,1.1536937,0.5482524,0.89901257,1.2248647,0.80148125,1.0031098,0.88061076,1.0844151,1.1108273,0.84441274,1.2983252,0.8301003,0.85873127,1.1938391,0.96680945,1.0605832,1.3171734,1.0102181,0.62119037,1.182371,1.1497762,0.8332443,0.0,0.93950313,1.2072964,1.2217026,0.6590831,1.0208033,1.3264145,0.7270415,1.0893395,1.0711256,0.93375224,0.9721481,0.91266364,0.8034699,0.8343699,1.1123233,1.2319245,1.1153077,1.0029864,1.1023049,1.1828724,0.9050962,1.1708914,1.0652313,1.182648,0.7264765,1.2034627,0.87861323,1.1451962,1.0066162,1.0031052,0.81865394,1.2035778,1.049042,1.0235553,0.8900363,0.7500982,0.8697301,1.1082033,0.76196593,1.1298064,0.9496431,0.8769133,0.8229542,1.0293825,0.779512,0.99501663,1.2865458,1.2505614,1.2244912,1.0646791,1.2010351,0.8978575,0.89721525,0.90357244,0.81342053,1.2559974,1.2428988,1.1457518,0.94046825,0.7872019,0.8946519,1.1525117,1.1630796,0.8568414,0.9775816,0.6790823,0.9306458,0.8700616,1.0079279,0.8597573,1.099273,0.8917399,1.1617813,0.90663725,0.93749946,1.0050175,1.2707195,1.1423119,0.9346806,0.959976,0.9794249,1.2765225,1.026155,0.8459854,0.465742,1.1550012,1.2503853,1.22296,1.1260918,1.2543883,0.9427247,0.72717416,1.0782988,1.1348085,0.90048003,1.246886,0.7063359,0.96114504
comb,0.9701348,1.1053321,0.95714784,1.1001568,1.1573634,1.040879,1.0844954,1.0317209,0.9439543,1.1934075,0.9521945,0.8945229,1.0923576,0.7948879,1.1113763,1.178735,0.8685185,1.0226356,1.0990486,1.1304228,1.0025289,0.8224233,1.0275913,1.1665803,0.9512681,1.0409814,0.9337262,0.9058762,1.0444977,0.7808791,0.9671729,1.1262984,0.93950313,0.0,0.88142824,0.96668005,1.120797,1.0686834,0.9008436,1.1472025,1.0989451,0.9851042,0.98113257,1.1564353,1.0734987,0.9527951,1.0282078,0.8825054,1.0500505,1.0718727,1.1193413,0.8290176,0.84117675,1.0661149,0.75486773,0.7703953,0.97834307,1.1665714,0.97190356,0.9188502,1.0059016,1.0857677,1.0177813,0.9372279,1.0416901,0.97966796,0.8733626,1.0430783,1.06281,0.9240234,0.94982994,1.0559384,1.0373594,0.9423601,0.92892563,1.1277468,1.07611,0.97521526,1.1883092,1.1271821,0.8424451,0.88319135,0.980926,1.1142462,1.0960091,1.0320772,0.9142776,1.0895464,0.79810816,0.7794026,0.87731236,1.0394815,0.99044365,1.053434,0.97725624,1.1288568,0.9537039,0.9372091,1.1974462,0.8700462,0.9021562,0.9248841,1.0579511,0.58411705,0.80854326,0.9369614,1.1919898,1.0664406,1.1379757,0.7943171,1.0584794,0.56956995,0.9532698,1.0273727,1.0900418,1.0049675,1.1289728,1.1779908,1.0640811,0.8538145,1.0118831,0.96822566,0.81800365,1.0750006,1.2163637,1.09185,1.1408534,0.9544523,0.9796738,1.0876552,1.0076061
