,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
jar,0.9632457,1.2017045,0.9529624,0.98331356,1.1847984,1.08924,0.8292929,1.0611143,1.0943652,0.9230205,1.30814,0.86701953,0.94999146,1.2496035,0.9843373,0.96236897,1.1106707,1.0418755,1.0935792,0.94247085,1.1277611,0.9491193,0.6766324,1.0603197,1.0095218,1.0879159,1.2209814,1.2026887,0.98761946,1.0916066,1.1501725,0.98466724,0.7500982,1.06281,0.9886166,1.0527186,0.95312494,0.84752226,1.3511806,0.7913178,0.8989996,1.0293587,1.0079572,0.9275204,1.0578201,0.9455737,0.9210742,1.0477629,1.1766979,1.0880198,0.99636304,1.1640557,1.1806462,0.72887444,1.2570853,1.0304259,1.0693357,0.24297404,1.2865304,1.0543064,1.1712083,1.0287864,0.83207536,0.9179926,1.291857,1.0354366,0.9423737,0.95478004,0.0,0.97190356,1.0134686,0.94268095,1.172591,0.9181406,0.97471416,0.728697,0.86647785,0.77318484,0.85298836,1.3301938,1.3206263,1.2974961,1.0648868,1.2253612,0.8235718,0.9357568,1.0040357,0.8187239,1.2869837,1.2801023,1.0790511,1.2382017,0.9411221,0.81901026,1.0168139,1.1190884,0.9615577,1.0570139,0.77598625,0.8390999,0.9655004,0.9628795,0.94145435,1.1543068,1.0615509,1.146649,0.8910759,0.93971837,1.0406504,1.3964485,0.9898823,1.0516801,0.8544226,0.91448736,1.2223206,0.8942593,0.8612513,0.6330302,1.1801132,1.2998259,1.2561797,1.2022899,1.2937438,0.9209026,0.63832635,0.94082034,1.0692443,1.0308157,1.334725,0.843678,1.0664032
jeans,0.7344549,1.4305947,0.44193435,1.1867793,1.4387007,1.4303689,1.1015677,0.98108476,0.6820322,0.38404214,1.2973502,0.4805491,0.77169377,1.450752,0.47418964,0.7474899,1.3253255,1.4690459,1.4577549,1.2187872,1.3739043,1.007759,1.1099701,1.2637396,1.1894298,1.2856436,1.3845198,0.6848261,0.56036603,1.1992979,1.3927708,0.8167665,0.8697301,0.9240234,1.1748645,1.1712558,0.39606118,0.71545106,1.4524575,0.59368527,1.4614625,1.1295829,0.48468578,0.9990664,0.917976,1.035536,0.4743322,0.9951783,1.2177293,0.7272209,0.70899856,1.1581008,1.0847241,1.2071563,1.1571193,1.3397545,1.357789,0.89865834,1.1616482,0.73814017,1.3000803,0.7062161,1.1251497,0.7688247,1.3669386,0.6389138,0.9762189,0.33126372,0.97190356,0.0,1.4029197,0.7320287,1.5561192,0.6682862,0.91023934,1.0969871,1.1225994,0.7359447,1.007042,1.3602128,1.2233088,1.275167,1.1237215,1.4345626,0.97425723,0.4161088,0.085499644,1.052177,1.372649,1.3769603,1.1270174,1.0832058,0.7756177,1.3351202,1.492741,1.4007993,1.0534413,1.2445285,0.8366157,1.1689638,0.71322554,1.282583,0.27615762,1.1405852,0.5446893,1.423206,0.6938288,1.2658093,0.80577415,1.399179,1.3598542,0.87124294,1.3953309,1.220937,1.4366722,0.93829954,0.3572821,0.6412466,1.3741802,1.1294905,1.3495209,1.3506978,1.18511,1.1991663,0.94843954,1.0320814,1.261826,1.2449822,1.3350109,0.79214954,0.63633025
knife,1.1538485,0.93441135,1.2705355,1.0716717,0.94569963,0.7681881,0.9875111,0.9125113,1.1772075,1.4015467,0.911797,1.3040764,1.1951455,0.6154107,1.3483422,1.1605853,0.770846,0.77563095,0.7662263,0.7979337,0.8961312,0.77807623,0.9437932,0.89973426,0.9225235,0.7633718,0.8272115,1.2138535,1.2580936,1.0184784,0.84866405,1.1299658,1.1082033,0.94982994,0.9970905,0.9161078,1.402114,1.1756818,0.74351704,1.2464678,0.80662525,0.9033928,1.3270686,1.0507481,1.025369,0.8463161,1.3383489,1.0936434,1.0395623,1.1261111,1.2453327,0.9018477,1.1052852,0.8302693,1.0458697,0.18857396,0.8414084,1.050083,1.015897,1.1195705,1.0278897,1.236474,0.99219847,1.1191887,0.92814904,1.1925646,0.83443874,1.3440257,1.0134686,1.4029197,0.0,1.054899,0.6690968,1.1986672,1.0733699,1.0096315,0.95021135,1.1165295,1.0562187,0.9940604,0.91602725,0.91686904,1.0236304,0.87718534,0.89224046,1.3383417,1.3890716,0.95907575,0.6375897,0.621787,1.1229522,1.0126424,1.2619355,0.8481262,0.6113199,0.76914763,0.8308888,0.7982139,1.0720059,0.8467009,1.1636951,0.5217202,1.4046394,0.9373097,1.1288733,0.57955915,1.188642,0.65432405,1.1474438,0.90128744,0.9832657,1.0682096,0.25332284,0.76680624,0.86855155,0.970677,1.3140265,1.2072494,0.83943766,1.0908594,0.9313346,0.7024298,0.8861339,0.97650063,0.9476858,0.9872406,0.8156759,0.5785352,0.9271825,1.1585299,1.2171035
ladder,0.84015906,1.3782438,0.82587564,1.2607894,1.2045217,1.2089908,0.86288786,0.7340956,1.0021449,0.55028474,1.252345,0.5093294,0.9900879,1.2186565,0.79320604,0.7607328,1.1239709,1.2154127,1.3407681,0.92031693,1.4070361,0.7613208,0.9493836,1.103999,0.8852537,1.0822958,1.3578973,0.92163587,0.4007604,1.2393271,1.1765906,0.47785568,0.76196593,1.0559384,1.1678574,1.1491797,0.61337376,0.92511183,1.3020654,0.40651655,1.2585278,1.0925658,0.8919836,0.9733019,0.47336495,0.6896007,0.7518511,1.2578832,1.3680319,0.9541597,0.8912908,1.3222028,1.3172183,0.96351683,1.3353715,1.0928214,1.2187235,0.864911,1.2963898,1.0921067,1.4157168,0.9682479,1.2101068,1.0791006,1.318471,0.87813604,0.90098435,0.79960346,0.94268095,0.7320287,1.054899,0.0,1.1635177,0.9567355,1.0617112,1.0321891,0.97490495,0.9308193,1.0124964,1.3152354,1.2875837,1.342755,1.2039714,1.358081,0.73791,0.81630456,0.76516473,0.9109974,1.3136721,1.2523696,1.2815633,1.2044333,0.8260601,1.043361,1.3258305,1.3197031,0.9188707,1.1210934,0.5578984,0.9992972,0.9781555,1.0485102,0.7625662,1.2003883,1.0454705,1.110237,0.5379052,0.8967289,0.541592,1.3818933,1.4416549,1.0639625,1.0621079,0.9498219,1.3650007,0.9842942,0.7362935,0.5841639,1.3295283,1.3779365,1.2452346,1.2616903,1.2458298,0.95623296,0.73030853,0.8143222,1.0940046,0.71653426,1.3492033,0.58491504,0.877229
lamp,1.2902772,0.64947456,1.4576068,0.839558,0.42018223,0.69482344,1.0955975,0.7901605,1.207758,1.4989197,0.5938034,1.387139,1.2990334,0.5372833,1.4130505,1.1924686,0.8040044,0.6116602,0.6003806,1.0044818,0.79860735,0.959944,1.0069804,0.9347157,0.89949673,0.74182844,0.6778701,1.0476601,1.1984588,0.82107294,0.2396074,1.1235062,1.1298064,1.0373594,0.9036039,1.0150776,1.4045846,1.4256662,0.50533664,1.4280953,0.6050784,0.972684,1.4269795,1.1726258,0.9710165,0.85910267,1.4730307,0.9889384,0.7938118,1.1808691,1.3255378,0.8489082,0.95358545,0.9379098,0.84532857,0.6756482,0.8317688,1.2104887,0.84464335,1.2622757,0.76919097,1.2951217,1.0241076,1.3251591,0.6851702,1.2675695,0.892533,1.5209516,1.172591,1.5561192,0.6690968,1.1635177,0.0,1.2365842,1.2872032,1.0128111,1.0299077,1.3592544,1.1064913,0.5526792,0.6500473,0.6132238,0.9612236,0.6108793,1.0148641,1.5232317,1.4845555,1.0728673,0.5603505,0.55876803,1.0121872,0.7745211,1.2657971,0.756676,0.5688565,0.724857,1.025146,0.78995335,1.2992635,0.9196774,1.1876937,0.92246604,1.509546,0.87189174,1.1906003,0.67652416,1.2390451,0.74378085,1.3080637,0.5876867,0.60785204,1.0826694,0.71725535,0.5609845,0.64070415,1.012065,1.4747524,1.4111402,0.63981974,0.86879575,0.6154621,0.7428889,0.6830172,1.0875323,1.2889392,0.95173126,0.79151165,0.71921265,0.5726115,1.0766096,1.249351
leg,1.012725,1.2395175,0.62379706,1.1355227,1.2425187,1.2544801,1.068061,1.013749,0.8968305,0.84215635,1.2231777,0.8613594,0.83693135,1.2805161,0.8638108,0.8166639,1.2450663,1.1986215,1.3086371,1.1249908,1.2335937,0.9829185,1.0379685,1.1118678,1.171374,1.1522937,1.2180758,0.972035,0.93507016,1.1974041,1.1523885,0.9293228,0.9496431,0.9423601,1.119227,1.0829674,0.8624185,0.81208575,1.2957301,0.9028969,1.2389276,1.1499358,0.9005581,0.98862594,0.9798999,1.0064063,0.73100996,1.0098733,1.107726,0.8127816,0.8845998,0.8272539,1.167072,1.1462939,1.1274636,1.2044611,1.3518245,0.9341429,1.1406815,0.9040182,1.1627058,0.91033065,0.9485637,0.7175165,1.256676,0.6809816,0.89098525,0.6454047,0.9181406,0.6682862,1.1986672,0.9567355,1.2365842,0.0,0.88160104,1.0156344,1.003879,0.8297164,0.9493903,1.2047118,1.1595112,1.1419967,1.0229182,1.1899219,0.9835201,0.7110483,0.66030234,1.0110956,1.2700989,1.1932361,1.1611984,1.1655723,0.914691,1.165738,1.3061624,1.1334507,1.0657158,1.139097,0.9344506,1.1180071,0.80897784,1.2123665,0.7575105,1.0027814,0.6354888,1.2386608,0.9070486,1.1457689,0.9256743,1.1887411,1.1724968,0.80242616,1.1562991,1.0350475,1.2035862,1.0126563,0.7793669,0.88190025,1.2624063,0.9934373,1.1267802,1.1638165,1.1499602,1.1785226,0.98503345,1.0467677,1.1542526,1.0555198,1.2287853,0.9891033,0.76311386
meat,1.0269183,1.0391475,0.63738704,1.1114057,1.248573,1.0385085,1.0885702,1.2171133,0.99671936,1.0316731,1.1422945,1.0478839,0.8425836,1.1551245,0.9735281,0.95398366,1.1026958,1.1848958,1.1994301,1.1289688,0.9424409,1.0422889,1.1260782,1.1600757,1.1871585,1.1797078,1.0499489,1.0650117,1.1107275,1.0132704,1.2737522,0.9853859,0.8769133,0.92892563,0.9882331,1.1089524,0.96729714,0.7145871,1.1146193,1.0873883,1.1550518,0.99317896,0.84054714,0.9697374,1.0698062,1.1288325,0.9545736,0.7011723,1.0013381,0.89640045,0.8995036,0.7131562,0.8310294,1.1020793,0.8766186,1.0244058,1.1107055,0.97381973,0.8975886,0.8186214,1.0362861,0.88035893,0.87758917,0.4982409,1.1075777,0.85770357,0.9938586,0.7462473,0.97471416,0.91023934,1.0733699,1.0617112,1.2872032,0.88160104,0.0,0.9954365,1.1190525,0.84533167,0.9256053,1.1604679,1.0373693,1.0039445,0.95913845,1.1332837,1.1631525,0.83453834,0.9306188,1.0673546,1.0563927,1.0112342,0.92573655,1.1263518,1.09861,1.1928247,1.1747022,1.0471615,1.1087575,1.2698549,0.9925477,0.9937324,0.8994208,1.0234706,0.88542825,1.1068027,0.9855797,1.0831559,1.044178,1.2820629,1.0053424,1.0334405,1.1110994,0.94737804,1.0684531,1.1231297,0.899678,1.0919329,0.8320107,0.9943228,1.203397,0.7834876,1.0425357,0.8688664,1.022773,1.1043693,0.9278737,1.1204005,1.1521409,1.1628078,1.1197807,1.1318258,0.99011576
melon,1.0170156,1.1359094,1.0276964,0.6890945,0.76377213,1.0892572,0.87375563,0.95291364,1.0360435,1.0532928,1.2355614,1.0131557,0.89402664,1.1890831,0.9746732,1.1439726,1.1997126,1.1082041,1.0387274,0.9661913,1.0652692,0.9437243,0.86418724,0.9513239,1.0924479,1.0539485,1.1487283,1.063597,1.0327594,0.99488,0.9930769,0.9619514,0.8229542,1.1277468,1.1339526,0.8771055,1.0304811,0.8322658,1.2547455,1.021309,1.0239717,0.8056843,1.0280952,0.97621936,1.0018227,1.0337863,0.9490703,1.1464603,0.96787524,1.0764737,1.031413,1.0813531,1.1108108,0.88019985,1.3167951,0.9760879,0.79620856,0.65813917,1.3368652,0.9870622,1.0251443,1.061564,0.6609573,0.9039007,1.2089883,1.1254139,0.91729033,1.0175493,0.728697,1.0969871,1.0096315,1.0321891,1.0128111,1.0156344,0.9954365,0.0,0.8757788,0.7730247,0.6337587,1.2122269,1.2657497,1.2730477,1.138126,0.9574817,0.9154996,1.0210245,1.0677794,0.81079686,1.2657527,1.220544,0.87074214,1.0991287,0.9189085,0.7448547,0.9974197,0.9351741,1.048566,1.141053,0.93734056,0.95119846,0.9919484,0.8879569,1.0194459,1.2308906,1.171497,1.1683356,0.93806773,0.9989426,1.0365206,1.3824248,0.9524526,1.1430626,0.79892075,0.82843286,1.120021,1.0624411,0.99401695,0.83650094,1.072824,1.314104,1.1741213,1.1732159,1.2870972,0.82426155,0.7043146,0.8659798,1.04347,0.97362715,1.3064563,0.90887535,1.1156092
milk,1.0062,1.1289785,1.1237835,0.97605944,0.97773397,0.98285794,0.79489183,1.0467963,1.0913616,0.9967341,1.1054934,1.0613887,1.0211976,1.1050351,1.0518278,1.0279928,0.9826802,0.85793495,1.0011916,0.6511495,1.1654246,0.9895892,0.45053482,0.7738146,0.8600815,0.9104764,1.1877333,1.1331735,1.0433006,1.181165,1.021466,1.0118937,1.0293825,1.07611,1.0959015,0.98910403,1.0492741,1.060747,1.1646525,0.93433553,0.86467826,0.98573166,1.1012166,0.89278126,1.013217,1.045114,1.0124258,1.260896,1.1656451,1.0758168,1.0026656,1.1699889,1.2548901,0.86267704,1.2395005,1.0117376,0.9548093,0.844831,1.1541796,1.107948,1.0482178,0.9976244,1.0680236,1.1261443,1.1204495,1.040035,0.917748,1.0729647,0.86647785,1.1225994,0.95021135,0.97490495,1.0299077,1.003879,1.1190525,0.8757788,0.0,1.0293367,0.9977001,1.1282085,1.1983495,1.1722709,1.0804257,1.1021558,0.82845926,1.0508487,1.131809,0.8366538,1.1741842,1.1804597,1.1984644,1.1792225,0.99075514,0.79961526,1.0212536,1.068211,0.8748116,0.919906,0.8141915,1.0411425,1.064945,0.91525406,1.0748388,1.0203356,1.1250677,0.9945529,0.9538255,0.9986187,0.8997988,1.1858561,1.003287,1.0676633,0.8362522,0.9108291,1.119747,0.92717403,1.0549117,0.87078786,1.0241311,1.183497,1.1383588,1.1484365,1.1986464,0.84336317,0.811759,0.7975284,0.8979275,0.90548384,1.1476198,0.9924302,1.0992024
mitten,0.8359164,1.4881668,0.6133621,0.9957608,1.261411,1.0785406,0.7603255,1.1559196,0.77522993,0.6570678,1.4957378,0.7667309,0.5667236,1.3880571,0.576876,0.8754144,1.2753608,1.4454135,1.2316794,0.9454718,1.1957551,1.0785013,0.93965423,1.130012,1.1266321,1.2571561,1.3616967,1.0204513,0.9077379,1.2665153,1.2513459,0.99985856,0.779512,0.97521526,1.2011253,0.9910141,0.74988526,0.6413445,1.5825245,0.70919245,1.305714,0.87799656,0.7140037,0.682415,1.1394825,1.0949966,0.6551016,1.139112,1.1703575,0.79063296,0.9306381,1.1159326,1.2668564,1.0514344,1.3049474,1.1323774,1.1090829,0.6435185,1.3830214,0.40649998,1.131509,0.9618074,0.79218745,0.5483122,1.2732338,0.7852965,0.91801,0.60343134,0.77318484,0.7359447,1.1165295,0.9308193,1.3592544,0.8297164,0.84533167,0.7730247,1.0293367,0.0,0.676773,1.4971356,1.4934993,1.5219247,0.99676126,1.2766517,1.0138416,0.5875589,0.79002094,0.9347839,1.467155,1.4377819,1.2125325,1.0962449,0.713307,1.1230844,1.2475226,1.0738786,0.85630095,1.2143992,0.91726935,0.9949876,0.78795826,1.0168569,0.7077099,0.9624299,0.88429296,1.2388917,0.9185227,1.1262739,0.8261493,1.450673,1.1755211,0.7752454,1.001339,0.8202213,1.4391748,1.1805575,0.68203324,0.67529166,1.2224625,1.3261557,1.4259148,1.2271181,1.3645463,0.80425036,0.6210635,1.056248,1.1507456,1.1773796,1.4813807,0.9660578,0.82571733
muffin,0.9861003,1.0909637,0.8860327,0.73178357,0.98551214,0.86078465,1.0013187,1.252058,0.94757456,0.9659235,1.3955646,1.0753667,0.9351068,1.2569447,0.9759618,1.0696609,1.3579757,1.2986828,1.160565,1.0878725,0.7544915,1.1914476,1.0487585,0.7496433,1.227901,1.1245481,1.0964928,1.1297965,1.1158731,0.95772535,0.937104,1.0279644,0.99501663,1.1883092,0.87085104,0.75002205,1.0253035,0.4753636,1.3816915,1.0101445,1.1911045,0.7584124,0.9823417,0.9410959,1.0860177,1.0813518,0.9323061,1.0964178,0.85974354,0.9380187,0.8819538,1.1198753,1.2463024,0.94411474,1.2864019,1.1144644,1.0070136,0.7509222,1.2291296,0.9788363,0.98747295,0.94224364,0.31450087,0.8520006,1.1649098,0.92558706,1.122642,0.8916017,0.85298836,1.007042,1.0562187,1.0124964,1.1064913,0.9493903,0.9256053,0.6337587,0.9977001,0.676773,0.0,1.2427338,1.3620162,1.3814137,1.1093909,0.90906656,1.0146401,0.9281368,1.0209585,0.947218,1.3954222,1.3200107,1.01569,1.2990572,0.92198646,0.9963842,1.0418048,0.7936366,1.0496048,1.2277133,0.91491795,1.0661385,1.036117,0.983487,0.92567027,1.1454802,1.1815088,1.1468787,0.9229492,1.1361632,0.9214866,1.3534367,1.0713497,1.2360749,0.9709718,0.7986012,1.0849363,1.1293838,0.86266255,0.84568155,1.1574891,1.2160895,1.2129934,1.1860207,1.3385135,0.9051496,0.71216834,0.9076124,1.0904292,1.2068982,1.3472502,1.027299,1.0678067
nail,1.2211102,0.2720567,1.3606652,0.87839997,0.53316355,0.89243686,1.2613151,1.1167033,1.110771,1.3823926,0.45480448,1.3939884,1.248941,0.5653576,1.3664501,1.0510124,0.79100025,0.5649335,0.556797,1.1191643,0.6898796,1.1319699,1.2269073,1.0214655,1.0746799,0.8212999,0.48671114,1.042894,1.3401668,0.8149434,0.69189703,1.2332433,1.2865458,1.1271821,0.8890339,1.0021938,1.3629156,1.2758458,0.19151872,1.4302671,0.6232042,1.1423453,1.2926432,1.2059842,1.1702677,1.1659698,1.3796399,0.7931092,0.6272519,1.1488518,1.1312056,0.79215026,0.6352826,1.1189691,0.61509734,0.95972776,0.9729425,1.349489,0.36103165,1.2303052,0.5730625,1.0942537,1.1605046,1.2718834,0.48785716,1.1625618,1.2250338,1.4265532,1.3301938,1.3602128,0.9940604,1.3152354,0.5526792,1.2047118,1.1604679,1.2122269,1.1282085,1.4971356,1.2427338,0.0,0.46084332,0.38845456,0.8182908,0.5538304,1.2562575,1.3669543,1.3457602,1.21067,0.36766195,0.4721434,0.69713223,0.7808188,1.2482722,1.0354477,0.69958955,0.8320638,1.2265152,0.9212961,1.3916736,1.0774357,1.2462454,1.1452973,1.3227808,0.9497384,1.18538,0.7382878,1.2823756,1.0104909,1.2373735,0.2508942,0.5847806,1.161077,1.1563047,1.1505921,0.45688426,1.0570678,1.3682723,1.4312577,0.5826544,0.46697903,0.17551363,0.35651255,0.5871982,1.1705215,1.3971221,1.1039761,0.77291775,1.0052192,0.17191762,1.2455955,1.1634446
napkin,1.2986689,0.49541318,1.3634287,1.0884358,0.81611943,0.9544241,1.2231761,0.97026163,1.1206312,1.4691558,0.39137006,1.1877551,1.2473743,0.45694292,1.2939466,1.2469866,0.73290604,0.48219764,0.7379329,1.153982,0.71000123,0.9354827,1.1395763,1.0921515,0.885201,0.8608437,0.4981603,1.0407197,1.1344149,0.7085278,0.7830142,1.1556444,1.2505614,0.8424451,0.82411027,1.0961998,1.3048182,1.3479121,0.3340416,1.4873352,0.65632623,1.1833987,1.3251631,1.2862306,1.0471176,1.0058504,1.3148885,0.63338876,0.78552866,1.2701637,1.3034854,0.5967564,0.6333691,1.1103455,0.4064783,0.80872244,1.0743778,1.4876868,0.5657262,1.0164005,0.83129925,1.1995984,1.17228,1.248652,0.60502416,1.3303552,1.0407256,1.2841547,1.3206263,1.2233088,0.91602725,1.2875837,0.6500473,1.1595112,1.0373693,1.2657497,1.1983495,1.4934993,1.3620162,0.46084332,0.0,0.2189852,0.90251845,0.72881395,1.0649593,1.3580012,1.1478667,1.2022626,0.42758197,0.414351,0.61763316,0.63476294,1.311776,0.92747504,0.8121152,0.9017595,1.0291562,0.8323278,1.3265731,0.854609,0.9500295,1.0281391,1.3578906,0.8121825,0.83673,0.5505714,1.2980014,0.9422126,1.4191618,0.3257811,0.71107256,0.94626516,1.0740435,1.1713777,0.49576557,0.8458628,1.3862703,1.5624094,0.75369984,0.52765155,0.5350612,0.5640733,0.09271407,1.3228068,1.5852438,1.1833148,0.93763816,0.92193615,0.32791102,1.2579702,1.1566341
necklace,1.2479776,0.4348027,1.3105154,1.0684965,0.75434434,0.97712576,1.2695508,0.98278147,1.1376951,1.5076022,0.1720401,1.2647003,1.1741744,0.4004926,1.3745363,1.189683,0.7306521,0.60344523,0.74021846,1.2021629,0.7808808,0.96529317,1.2042668,1.050562,0.9732651,0.90689564,0.49133712,0.96153045,1.1931132,0.6490559,0.8093492,1.2172738,1.2244912,0.88319135,0.895233,1.0659875,1.3519218,1.3618081,0.27186924,1.5213556,0.74472356,1.2065651,1.2752938,1.2888107,1.1115773,1.0278969,1.3142114,0.6347083,0.7569233,1.1712611,1.2626076,0.5834208,0.6210665,1.1223724,0.40066713,0.737017,1.0061065,1.4419459,0.47156274,1.1482432,0.82838404,1.1623012,1.151205,1.184857,0.5992436,1.2912399,1.0097452,1.2989707,1.2974961,1.275167,0.91686904,1.342755,0.6132238,1.1419967,1.0039445,1.2730477,1.1722709,1.5219247,1.3814137,0.38845456,0.2189852,0.0,0.8416951,0.6820973,1.2090201,1.3292994,1.1937819,1.2256708,0.3038835,0.29450577,0.58412594,0.7377485,1.4043977,0.97749484,0.78242326,0.90603673,1.1032934,0.87499297,1.3653083,0.91936,0.96907806,0.98628014,1.3079194,0.8869966,0.8451596,0.66935635,1.3704722,1.0316823,1.4285212,0.24614924,0.77362156,0.91332036,1.0050471,1.1736026,0.46576756,0.96216965,1.3732834,1.5550799,0.7627661,0.47080284,0.49131292,0.55036217,0.40660107,1.339277,1.5607421,1.1412684,0.9412924,0.921079,0.26016688,1.2373555,1.1150782
nose,1.0776514,0.89800835,1.0899968,0.97514904,1.0328703,0.92369425,1.2147647,1.2036412,1.0834154,1.0997205,1.0162965,1.1285653,0.94523996,1.0198694,1.099241,1.0909802,1.0793375,1.0976713,1.0989249,1.2012625,0.7836405,1.0353103,1.2101076,1.069753,1.1896882,1.0566592,0.80218583,1.0935435,1.2082099,0.8773643,0.92534757,1.1990335,1.0646791,0.980926,0.91350645,1.0920274,1.1134732,1.1043758,0.90662384,1.1152161,1.1303173,1.0549079,0.9608695,0.76844716,1.1909837,0.97535634,1.1365626,0.6991655,0.76762396,0.97865355,0.82761943,0.6085458,0.855986,1.1329395,0.6800652,0.94793296,1.0116397,1.079357,0.6077831,0.98939663,0.8352438,0.7717875,0.9675738,0.7258436,0.7418376,1.0194768,1.053528,1.1520581,1.0648868,1.1237215,1.0236304,1.2039714,0.9612236,1.0229182,0.95913845,1.138126,1.0804257,0.99676126,1.1093909,0.8182908,0.90251845,0.8416951,0.0,0.88253886,1.0965059,1.0478045,1.0970622,1.0173407,0.8632435,0.88381416,0.8734741,0.9286861,1.1241096,1.1551952,1.0575051,0.9264273,1.1801819,1.1728809,1.1649758,1.1114488,1.112648,1.0592661,1.1235509,0.98144424,1.112338,1.104523,1.20214,1.1673555,1.1165323,0.7767199,0.73805344,1.0063365,1.0006511,1.0255502,0.8761927,1.1126776,1.1475804,1.1664248,1.0868834,0.5435857,0.7000272,0.8066853,0.9058588,0.9652731,1.1179194,1.1863412,1.0851284,1.1450533,0.85278714,1.1156627,0.9882836
orange,1.2230809,0.37157607,1.3819749,0.56028664,0.45909607,0.5849044,1.0688032,1.1724889,1.2127874,1.4749727,0.6583586,1.418277,1.390971,0.707726,1.3664603,1.2667544,0.82230115,0.63321924,0.54048353,0.94621956,0.39648223,1.205367,1.0804734,0.84750926,0.9564613,0.8941735,0.2624526,1.2189806,1.3657302,0.52586746,0.74613094,1.2473526,1.2010351,1.1142462,0.8122847,0.7477808,1.397573,1.2819184,0.54781437,1.4760134,0.6488454,0.8378927,1.3732405,1.1045644,1.2306653,1.1001997,1.5178685,0.9303521,0.2007724,1.2799993,1.2461007,0.75072527,0.86247563,0.99890244,0.68555486,0.9736007,0.76022756,1.3284622,0.7960694,1.138231,0.6151045,1.2136226,0.7479495,1.1625664,0.5611282,1.2930768,1.2433193,1.4562783,1.2253612,1.4345626,0.87718534,1.358081,0.6108793,1.1899219,1.1332837,0.9574817,1.1021558,1.2766517,0.90906656,0.5538304,0.72881395,0.6820973,0.88253886,0.0,1.1888437,1.4550375,1.4179761,1.1014888,0.69459,0.66929346,0.73077416,0.7838253,1.1874634,0.9481557,0.6004151,0.14834237,1.1641146,0.8992238,1.3692693,0.98679596,1.2659106,0.9516313,1.4611886,0.9332513,1.1365979,0.74265414,1.3687072,0.86348283,1.2545607,0.56732756,0.64752346,1.2215201,0.96286255,1.0231798,0.47978675,1.0663074,1.4581958,1.430394,0.570735,0.6990842,0.64810264,0.69347715,0.7725284,0.8994813,1.2215718,1.1607997,0.89776695,1.059967,0.6238098,1.3483171,1.2762156
oven,1.2114794,1.2550259,1.086461,1.1348416,1.1659799,1.1618025,0.78692645,0.6854055,1.1403618,0.9646639,1.1122843,0.8069856,1.0990937,1.1447976,0.96704835,1.1259259,1.0828013,0.9438946,1.0297332,0.7927754,1.2679262,0.8322698,0.5396557,1.0005062,0.5626069,0.9700791,1.2131693,1.0982292,0.71137625,1.2418332,1.0418817,0.6880376,0.8978575,1.0960091,1.1768167,1.1792731,0.90612185,1.156074,1.2686371,0.8445438,0.8291582,0.9626033,1.1504201,0.98203635,0.6010052,0.5933733,0.979139,1.2334946,1.3110338,1.1419693,1.0952499,1.1388234,1.3844312,0.89921945,1.2469103,0.967722,1.1664526,0.7987758,1.2948506,0.99933076,1.2633369,1.1365432,1.1414247,1.0782927,1.2084123,1.1031914,0.8981821,0.96265817,0.8235718,0.97425723,0.89224046,0.73791,1.0148641,0.9835201,1.1631525,0.9154996,0.82845926,1.0138416,1.0146401,1.2562575,1.0649593,1.2090201,1.0965059,1.1888437,0.0,1.0703087,0.933845,0.91461766,1.2785156,1.2205137,1.3108981,1.0608486,0.9706066,0.85415256,1.1317633,1.1163838,0.84218144,0.9250376,0.48601985,0.9097132,0.9274181,1.0585052,1.0559771,1.1004012,0.86254305,0.98620087,0.62653875,0.5239891,0.9322361,1.2811973,1.1195197,1.0875471,0.86886394,0.81128347,1.1966665,0.7969146,1.0219121,0.8831681,1.0737598,1.2744845,1.2639465,1.2540512,1.0359879,1.004731,0.8922224,0.87708265,0.9337212,0.76173544,1.2592951,0.8173305,1.0323194
