,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
spoon,1.5418024,0.7133394,0.4984482,1.0824332,1.4843831,0.74264777,0.8745695,0.6111054,0.9132921,1.352092,1.3068526,1.622477,0.8269448,1.1817876,1.5516418,0.6651669,1.4851798,0.5214925,0.4936942,0.46679068,1.2521402,0.4496349,1.0308847,0.8825977,0.6710104,0.57410866,0.9942061,0.8255998,1.3508587,1.1609586,1.1341939,0.5733056,1.2245317,1.3006167,1.0590563,1.1896925,1.101994,0.8812835,1.4694884,0.39963353,0.29697305,1.5783647,0.3945948,1.2475052,1.4306029,1.2999563,1.2680161,1.08691,1.459465,0.63134164,1.3629966,0.92423457,1.3677666,0.76571286,1.3457901,0.5761797,0.73951757,1.263884,0.052404106,0.9026034,1.3124747,0.70827377,0.8431532,0.7977586,1.4117774,1.0968832,1.2969043,0.66376984,1.3102547,1.2450265,1.526979,0.8178763,1.3415542,0.17687225,1.3322524,0.69678706,0.9512333,0.80989623,1.1311018,1.4772347,0.7977221,1.2631712,1.2260957,0.5283259,0.3865885,0.46853042,0.8181658,0.5265103,1.0375332,1.0646127,1.5545847,1.5416398,1.2380725,0.39093554,0.25687218,0.29509735,1.3601316,0.66921604,0.3295964,0.49399054,0.32362914,0.5778052,1.0761071,1.1762037,0.81219804,1.2149656,1.0208726,0.9051783,1.453295,0.73536634,1.5465631,0.917255,1.3462936,0.28084135,1.4015017,0.73359835,1.2894487,0.39785844,0.47889566,1.2609638,0.0,1.1894853,1.1993861,1.5377362,1.503574,0.5546346,0.7112931,0.29759443,0.45379865,0.44640553,0.7542976,1.3950422,1.2096493,0.84382164,0.5527025,1.3227284
sprinkler,0.90889114,1.0821344,1.1601351,0.90233,0.9204477,1.001327,0.9472244,1.070923,1.0215763,0.7905413,1.0055647,0.9676798,1.1030245,0.997537,1.0157778,1.1168923,0.969975,1.2303041,1.1875416,1.1106715,1.0275689,1.0763655,0.99189913,1.0442296,1.1304967,1.2025459,0.9423345,1.1470288,0.8450593,1.0252168,0.7814884,0.895916,0.9446937,1.0211834,0.9603391,0.9176246,0.74731326,1.0557767,0.9389386,1.1044972,1.2322813,0.94236577,1.2175623,0.86108816,0.89962,0.9559559,0.78719664,0.7897316,1.0833774,1.1053305,1.0359592,1.074108,0.9539609,1.1816561,0.97608286,0.9810701,1.0549378,0.9268464,1.1422209,0.837073,0.77634513,1.1746485,1.1159104,1.0945494,0.971526,0.96262443,0.9100468,1.2423018,1.0557066,0.8638732,1.0544817,0.95659965,1.0467622,1.1523513,0.8615383,0.82705605,1.0772253,1.1296066,1.0710487,0.96231,0.80967104,0.7220039,0.7598599,1.2090124,1.230931,1.1973373,1.0727885,1.164812,1.0512378,0.95935744,1.0042548,1.00145,0.853039,1.1474257,1.192634,1.2087466,0.9839744,1.1660123,1.1489906,1.0968853,1.0227293,1.1670779,0.98225963,0.85386497,1.0389462,0.94312364,0.93123364,0.9753399,1.0073669,0.892803,0.9356224,1.0744511,1.0662129,1.3242595,0.82854736,0.9733992,0.9610188,1.2366717,1.0980221,1.0695955,1.1894853,0.0,1.0260812,1.0023444,0.9492605,1.0796885,1.1922978,1.3060002,1.2019535,1.2355987,1.070815,0.7840407,0.86750025,1.0227052,1.1863606,0.8209181
stroller,0.96166724,1.167015,1.2717154,0.96623474,1.0776469,1.1573788,1.1689101,1.1992021,0.80420566,0.9134052,0.95626634,0.74003816,1.0138999,0.72276914,0.8356705,1.1199447,0.9183925,1.0568528,1.0875483,1.1813594,0.68081844,1.2910529,0.699178,0.7476797,1.0883929,0.93836504,0.6752786,1.3375916,1.0545952,0.57565016,0.95032966,1.1366723,0.72372884,0.90495855,1.0409201,1.0350085,1.1218848,1.1479782,0.7436936,1.229408,1.3287903,0.63141555,1.0633374,0.91324615,1.0288262,0.7595953,0.7461567,0.88341236,0.8338725,1.2288469,0.998832,1.1934619,0.9643794,1.3454392,0.79570484,1.0837207,1.0874323,0.95599276,1.152424,1.1191103,0.8920438,1.2270887,0.9463877,1.2835714,0.9196526,0.97044367,1.1509384,1.0409169,1.0481161,0.9431586,0.8327865,0.8906059,0.94045985,1.1722151,0.66756445,1.0454019,1.178014,1.1427503,0.74921036,1.0399915,0.8506265,0.6962163,1.0403752,1.3014568,1.088224,1.2429074,1.2711215,1.2424474,0.6884628,1.1416674,0.784274,0.8713597,1.0040078,1.299107,1.3017805,1.2581716,0.98851883,1.116873,1.2439975,1.085291,1.2757046,1.0687287,0.70504814,0.88068384,1.2077839,0.6439462,1.020998,1.1016763,0.8957689,0.9793135,0.9106029,0.9399833,0.92760915,1.1265451,0.8861922,1.0054514,0.89386165,1.3211701,1.1256084,1.158918,1.1993861,1.0260812,0.0,0.90555096,0.8326957,1.165954,1.3236611,1.3007741,1.2238351,1.0614188,1.0435251,1.0457242,0.87708664,0.6727452,1.2039587,0.7626635
sweater,0.57980895,1.2631698,1.3657315,0.98881304,0.45255017,1.3043692,1.2438887,1.2964071,1.267625,0.74405444,0.7491529,0.40642524,1.2599075,0.92416716,0.48238122,1.285426,0.63882387,1.5007427,1.3328977,1.3991613,0.92645925,1.392054,1.017364,1.2158266,1.2924842,1.4040332,0.989332,1.1034374,0.7484387,0.7915608,0.94055647,1.5018117,0.8775526,0.5892386,1.0884037,0.99566674,1.076962,1.170569,0.55108964,1.3642882,1.5297272,0.5399388,1.4316638,0.9215496,0.64405143,0.89862734,0.8238449,1.0886421,0.56919587,1.2646246,0.53007156,1.191321,0.6630236,1.2779404,0.72046775,1.4201674,1.1831317,0.98140496,1.4905435,1.2002052,0.6879204,1.3047644,1.1739044,1.3382801,0.47577322,1.0302967,0.8325583,1.2781199,0.4505335,0.8846054,0.31974244,1.1092284,0.65541315,1.5714678,0.6479404,1.3146873,1.1153483,1.3034025,0.96680915,0.6292164,1.187089,0.85743105,0.81142515,1.3648328,1.4593909,1.4810429,1.2715219,1.329101,0.9720623,0.98444426,0.29958922,0.41079807,0.9197451,1.449718,1.520648,1.4813159,0.7336954,1.35602,1.4279091,1.4346104,1.3947723,1.3122461,1.0877012,0.9509856,1.2863947,0.8847167,0.9520284,1.1100585,0.3589725,1.26774,0.23738462,1.2266625,0.5803775,1.4759157,0.6655918,1.2511706,0.6706056,1.4882143,1.4875981,0.93387157,1.5377362,1.0023444,0.90555096,0.0,0.40782905,1.374669,1.3566265,1.453687,1.3286618,1.455623,1.3266386,0.73624545,0.8618903,1.1466448,1.4075996,0.7814789
table,0.45985603,1.3656522,1.4366084,0.87990636,0.5103262,1.3535345,1.1842906,1.3337084,1.1718664,0.55887127,0.7818279,0.28829408,1.1846536,0.63288146,0.44023407,1.2515659,0.5433687,1.324449,1.4214866,1.3679792,0.7342111,1.4066203,0.9290433,1.1280581,1.2823888,1.444605,1.0288656,1.1443632,0.7718122,0.57342774,0.84613794,1.4985082,0.864334,0.8748891,0.83774567,0.7586247,0.9751781,1.1966528,0.41699237,1.3960449,1.5930654,0.3081181,1.4531624,0.73796076,0.64040685,0.7845055,0.79311347,0.9819532,0.6535236,1.301852,0.79463553,1.2599145,0.76852286,1.3404655,0.6782625,1.4856274,1.184282,0.947697,1.4298937,1.0783318,0.47114426,1.3760469,1.3140473,1.1621585,0.709466,0.92633295,0.81467414,1.413638,0.7887046,0.7099248,0.5351771,1.1053963,0.73925805,1.5899564,0.4000193,1.3637066,1.1784353,1.3192058,0.9239426,0.62493074,1.2752879,0.8773984,0.72115266,1.442693,1.6011776,1.5819292,1.3235596,1.4078844,0.9837438,1.0327854,0.4568079,0.5093043,0.7027403,1.5134146,1.5364324,1.549067,0.72885066,1.3389039,1.3966644,1.4942204,1.2577689,1.4498601,1.0001646,0.73294103,1.3606863,0.81238556,0.9898563,1.1297241,0.6092074,1.1357676,0.4893788,1.250978,0.79286104,1.5711288,0.63739216,1.1724817,0.49707383,1.5775867,1.5455205,0.9813962,1.503574,0.9492605,0.8326957,0.40782905,0.0,1.3195105,1.4427123,1.5141637,1.3806843,1.5712967,1.2414484,0.40191424,0.76044,1.0366507,1.4866834,0.7168336
tape,1.462412,0.9107693,0.48780513,1.1762283,1.3631512,0.39901853,0.6345538,0.5544311,0.8002299,1.187217,1.2330421,1.4410846,1.1290578,1.3546655,1.3386699,0.9162499,1.379753,0.6413468,0.70458573,0.5476446,1.002238,0.6804299,1.2017624,0.6879134,0.75741196,0.8522679,1.0447872,1.066718,1.4007561,1.3274295,1.2344409,0.41667855,1.3511086,1.4003904,0.92146647,1.078778,0.8329822,0.87902296,1.4834712,0.70698917,0.5249704,1.3726252,0.55209523,0.8039038,1.4388117,1.1812223,1.27812,1.0591025,1.2766706,0.50670856,1.2571728,0.86025673,1.2084196,0.9697369,1.0271397,0.7168485,0.78712726,1.1553273,0.5744051,0.787938,1.2513695,0.8251438,0.9866457,0.47655523,1.3234863,1.1220719,1.3095093,0.9295449,1.2907298,1.2651839,1.4642531,0.78320634,1.4770831,0.7138468,1.3493797,0.7269111,1.18458,0.57153296,0.88428295,1.3199656,0.9758258,1.145963,1.157206,0.6345261,0.7946011,0.85401684,0.94586545,0.5269966,1.1760559,1.0627873,1.4167025,1.5271157,0.9560103,0.67880344,0.6499892,0.5064309,1.2291241,1.016319,0.7118115,0.79163384,0.4546551,0.6997015,1.1020393,1.1478612,0.6935077,1.1743007,1.349441,0.93672657,1.2747467,0.7297144,1.4082905,0.84263796,1.3145037,0.7299384,1.2197678,0.8463202,1.1797636,0.6512972,0.37030894,1.141847,0.5546346,1.0796885,1.165954,1.374669,1.3195105,0.0,0.897535,0.6857424,0.6486044,0.77798593,0.3937739,1.1123208,1.1143295,1.2258734,0.7229804,1.2505746
toe,1.3280292,0.592029,0.7369022,0.93573403,1.2257421,0.798865,0.7265492,0.94272274,1.2589676,1.3676021,1.3272685,1.4240274,0.79395807,1.1983998,1.2495037,0.89690685,1.3385476,0.9217845,0.8864424,0.9047278,1.4164484,0.59051335,1.1952995,1.1389079,0.75188017,0.8732793,1.1555395,0.47901165,1.1617963,1.2821387,1.2351769,0.90755194,1.2686994,1.1195192,1.127042,1.1216133,1.0300285,0.9599322,1.2726442,0.6760333,0.6237847,1.5635561,0.8309388,1.1854644,1.2039189,1.0864642,1.3378773,1.1592786,1.2693214,0.7749648,1.2317019,0.51950806,0.95260006,0.10461974,1.3742394,0.865849,1.0799103,0.88716155,0.7979832,1.073967,1.3591242,0.40414762,0.7619419,0.63745785,1.0221345,0.94619757,0.5830115,0.5330384,1.2067488,1.1273422,1.3253133,1.1205053,1.106413,0.6677834,1.4128742,1.0047565,0.54329205,0.8949511,1.1883528,1.0008665,1.117754,1.261858,1.2224854,0.46655285,0.7752812,0.47191852,0.2892906,0.76601064,1.2911687,1.0586175,1.2706203,1.1999749,1.2582812,0.69993085,0.6562958,0.65487987,1.1986414,0.6614552,0.6792741,0.9133252,0.88331777,0.7222322,1.2166133,1.2435532,0.48194134,1.4148703,0.9482318,0.93669736,1.2318288,1.1958672,1.2400799,0.9153725,1.0495132,0.61012095,1.3100562,1.0867699,1.3423861,0.46750283,0.8191446,0.6820616,0.7112931,1.1922978,1.3236611,1.3566265,1.4427123,0.897535,0.0,0.44519567,0.69770193,0.8315182,0.9215868,1.2896271,1.276509,1.0724208,0.4212402,1.3678068
tooth,1.5123401,0.57396734,0.43518853,1.081465,1.3829424,0.7086734,0.8881575,0.74920666,1.0978339,1.4217227,1.3061776,1.5557077,0.91658217,1.258508,1.4622297,0.7270266,1.4938474,0.65932417,0.3444363,0.48337287,1.362466,0.50358725,1.1776421,1.0448035,0.7560111,0.5763715,1.0749563,0.71482205,1.3062615,1.3032833,1.1732923,0.69966435,1.2299012,1.2687101,1.1033791,1.3261371,1.0962303,0.87724155,1.4254227,0.45782232,0.25201368,1.5861504,0.37520224,1.2979082,1.3876281,1.2926681,1.2921412,1.2050786,1.3934178,0.61380213,1.3122847,0.77119476,1.1809914,0.49702853,1.3492463,0.71326494,0.8403202,1.2255452,0.3818236,1.0932076,1.4394956,0.46665716,0.91310775,0.71855134,1.2428864,1.0829363,1.1213787,0.5293696,1.2701142,1.3126632,1.4612586,1.0064324,1.2243525,0.377478,1.4270196,0.79272443,0.8675611,0.87519366,1.1857914,1.3957136,0.94253534,1.2881465,1.2700739,0.20610535,0.3791387,0.37867576,0.60511225,0.4767015,1.1827638,1.0518363,1.4512293,1.4319217,1.2598922,0.3303293,0.33294594,0.28946579,1.2976863,0.5818696,0.45474374,0.65787435,0.5208913,0.43042064,1.2671841,1.2039628,0.6945134,1.3300316,1.003187,0.9533107,1.3044572,1.0711143,1.409193,1.0200627,1.311993,0.33477545,1.3665205,0.89895135,1.3435112,0.18495792,0.5091444,1.1592159,0.29759443,1.3060002,1.3007741,1.453687,1.5141637,0.6857424,0.44519567,0.0,0.59192395,0.45872396,0.7458129,1.4691678,1.2355614,1.0776584,0.37197733,1.3710579
toothbrush,1.254266,0.92583215,0.6533962,0.96991205,1.127439,0.8020362,0.8636768,0.63024986,0.8744123,1.2699935,1.1937389,1.4661214,0.8767235,1.297687,1.3292845,0.8111911,1.290226,0.6600064,0.8225218,0.8227914,1.2299987,0.7171664,1.1278878,0.97205496,0.6964792,0.8435049,1.0604606,0.7563249,1.302203,1.246655,1.1946287,0.6697096,1.2714111,1.18352,0.99695486,0.8424472,1.1003411,0.8987469,1.3749352,0.68684417,0.4408967,1.4452689,0.76654,0.98640084,1.3179059,1.1315193,1.3067665,1.1290712,1.19186,0.7481959,1.2849867,0.85170496,1.2130601,0.6940594,1.2780905,0.7485867,0.82242495,1.1633455,0.5347247,0.7318497,1.2279364,0.7705544,0.73935086,0.6880121,1.2854786,1.1095521,1.0066686,0.8472147,1.1948826,1.1168625,1.3455322,0.9132748,1.236128,0.48167717,1.3713651,0.8512862,0.85197985,0.82348037,1.0526367,1.1219485,0.95056736,1.2044731,1.1768544,0.7940501,0.70588017,0.5921658,0.8650388,0.67997324,1.1642208,1.101859,1.3891273,1.3479233,1.0380634,0.608555,0.3482952,0.5440267,1.2080499,0.93719906,0.6783243,0.7364012,0.7372142,0.77648866,1.1418581,1.1875695,0.8852867,1.1819323,0.967374,1.0301158,1.2872572,0.5593023,1.405804,0.912614,1.1275231,0.42526752,1.3444862,0.9375359,1.2364197,0.61634666,0.70405185,0.90651506,0.45379865,1.2019535,1.2238351,1.3286618,1.3806843,0.6486044,0.69770193,0.59192395,0.0,0.719596,0.68354934,1.1759005,1.2861288,0.96485555,0.6778691,1.3373533
towel,1.4835026,0.77413976,0.69381666,1.1280379,1.4060224,0.7997073,0.99630654,0.7650616,0.7626302,1.2786524,1.1802465,1.5176581,0.7981308,1.1028502,1.3921248,0.79689485,1.284888,0.5541559,0.38555342,0.5655131,1.1286132,0.7990119,0.93776906,0.7333138,0.7416066,0.34380305,1.0334619,1.0356569,1.3123308,1.0589266,1.1211627,0.56199265,0.8477295,1.0143292,1.0233468,1.2621543,1.2731657,0.8368021,1.388408,0.6690514,0.43358576,1.5070467,0.38336748,1.2586312,1.4101077,1.3062674,1.0191714,1.0083089,1.222419,0.86686164,1.2052393,0.9689548,1.4001558,0.93394625,1.2938323,0.57391834,0.8116958,1.1998084,0.49056685,1.0961053,1.4298394,0.8367414,0.69759214,0.99967235,1.3863754,1.1245154,1.4364729,0.672528,1.2556949,1.2242184,1.3056655,0.82566696,1.1573417,0.42882568,1.3141623,0.68595546,0.9983167,0.77760845,1.05895,1.4087726,0.62676036,1.2409927,1.3490057,0.62884855,0.035099506,0.41653657,0.9528128,0.7174566,0.67058665,1.0339713,1.4354044,1.3525357,1.1190232,0.48421133,0.51266056,0.533176,1.334631,0.62491024,0.6967691,0.5430518,0.69125056,0.56985426,0.8776277,1.2626257,0.9311215,0.9523051,0.9787683,1.0151631,1.3553462,0.88087654,1.4790685,0.7908281,1.1662921,0.36843216,1.2481254,0.70951855,1.2708855,0.47197974,0.47236484,1.1680688,0.44640553,1.2355987,1.0614188,1.455623,1.5712967,0.77798593,0.8315182,0.45872396,0.719596,0.0,0.7900804,1.4877863,1.2341541,0.8036186,0.66131455,1.2243571
toy,1.2606714,1.0522184,0.46909505,1.055569,1.2833176,0.33285654,0.51824486,0.5807347,0.7930902,1.2955791,1.1395845,1.3620396,1.2895688,1.4120718,1.22921,0.99591404,1.3608048,0.69843537,0.7328759,0.7263698,0.97002065,0.8000135,1.2050563,0.7479511,0.7640688,0.98810285,1.0062032,1.1090465,1.4117153,1.3775203,1.0589411,0.69115657,1.3457187,1.3300295,0.9500134,1.0975269,0.7079216,0.9140768,1.419494,0.7820864,0.60064024,1.2025046,0.68458855,0.86866933,1.3842039,0.7986435,1.3314111,1.0822088,1.1432536,0.5086544,1.2604371,0.9633881,1.092603,0.9787298,0.9673064,0.7639113,0.65821147,1.0542765,0.84392554,0.53765374,1.2012846,0.90214986,0.88310146,0.51609915,1.2093893,1.0138454,1.1744148,0.91152436,1.2728808,1.2142382,1.4456137,0.9127245,1.4703755,0.86862487,1.3747838,0.9075018,1.2205613,0.5778108,0.85391784,1.1669413,0.966028,1.0900142,1.1480225,0.7001613,0.8454535,0.9810789,0.94492793,0.5030834,1.2732337,1.1873074,1.2776567,1.4926498,0.92007077,0.78929985,0.71481,0.6379763,1.1355054,1.1605458,0.8467234,0.896414,0.81580323,0.6881072,1.0434378,1.0447744,0.7690287,1.1704245,1.2741044,1.0228527,1.1708087,0.66983753,1.3350431,0.90073264,1.3592346,0.8103317,1.2969594,1.0829057,1.1673231,0.7407391,0.50622916,1.073742,0.7542976,1.070815,1.0435251,1.3266386,1.2414484,0.3937739,0.9215868,0.7458129,0.68354934,0.7900804,0.0,1.0612696,1.0957003,1.1555412,0.8390081,1.2990642
tray,0.61487603,1.3522811,1.3317709,0.7808845,0.5756732,1.1597185,0.94502866,1.1417335,1.046774,0.5032147,0.8689657,0.6859911,1.1692613,0.89015317,0.6231477,1.3111359,0.71509945,1.1444,1.4139414,1.222902,0.7310913,1.2032903,1.007422,0.9410418,1.2842185,1.4285595,1.0511452,1.1584487,0.9934322,0.9375059,0.8795053,1.2286525,1.0610439,1.0550644,0.7493882,0.6398812,0.8859638,1.0388082,0.823665,1.2876482,1.4766872,0.59939843,1.3604784,0.5611954,0.8714562,0.80341125,0.9438454,0.8158708,0.8680046,1.1238495,0.95562184,1.1662719,0.8988124,1.2245715,0.7363354,1.3415686,1.0957607,0.9505918,1.3336985,0.9406726,0.61509156,1.3014765,1.1567459,0.8349811,0.92947197,0.8200108,0.6821567,1.4534647,0.9419792,0.8005258,0.8246833,0.90145546,0.9278442,1.4380662,0.79735667,1.2452192,1.0888128,1.174656,0.83427644,0.66929847,1.1733779,0.8692674,0.617013,1.3978871,1.5414652,1.5142653,1.274674,1.3023567,1.1135185,1.136403,0.762944,0.7960206,0.57107425,1.4306912,1.4045831,1.46372,0.81875205,1.3994921,1.2761894,1.3626778,0.9975264,1.4243927,0.936921,0.66555524,1.0768615,0.8803981,1.0511534,0.9506816,0.8541876,0.92706126,0.8209058,1.134533,0.9190755,1.5243894,0.7462216,1.021336,0.6375122,1.5083126,1.378886,0.86370426,1.3950422,0.7840407,1.0457242,0.73624545,0.40191424,1.1123208,1.2896271,1.4691678,1.1759005,1.4877863,1.0612696,0.0,0.92276317,1.1450384,1.4164428,0.88208115
tree,0.86574376,1.0890931,1.1339062,1.0178881,0.9459082,1.0947429,1.1246176,1.1069967,0.9766498,0.89252293,0.7244139,0.7857214,1.2101971,1.0322284,0.9130673,1.0735292,0.9256414,1.1779583,1.021756,1.0785402,0.93973,1.2103399,0.91882193,1.104143,1.0616351,1.2041909,0.8315705,1.1891947,0.8581238,0.9444856,0.9927276,1.119567,0.9409538,1.0836376,0.9485554,1.0244433,0.9948803,1.0907239,0.92144966,1.164639,1.1748859,0.723196,1.1334558,1.0795319,0.8185529,1.0637351,0.869275,1.040847,0.9557734,1.124956,0.85102963,1.1458062,0.88170755,1.2551413,0.7723812,0.90610236,0.9728505,1.0768281,1.1601131,1.0293418,0.83681774,1.1702994,1.2465057,1.1464967,0.9051944,1.0596948,1.0891241,1.1734061,0.85380226,0.9788164,0.9585548,1.0794193,1.0320762,1.2603412,0.78865564,1.0534844,1.2173512,1.0473405,0.9260466,1.0874743,1.0174146,0.9302324,0.99577177,1.0673158,1.2368572,1.2210082,1.1582621,1.1487038,1.0570078,0.83475864,0.83919096,0.9592089,1.0156088,1.1001234,1.2528589,1.1426845,0.9917138,1.23372,1.2045466,0.9259716,1.1336867,1.1198351,1.0201486,1.0036144,1.0965627,0.91803426,1.0655015,1.0320795,0.81870174,1.0446738,0.803934,1.1394453,1.0591605,1.2807013,0.8410034,1.1730559,0.7849555,1.1726773,1.1404883,1.1983045,1.2096493,0.86750025,0.87708664,0.8618903,0.76044,1.1143295,1.276509,1.2355614,1.2861288,1.2341541,1.0957003,0.92276317,0.0,1.1093566,1.1618737,0.43244696
vacuum,1.0586666,0.96289617,1.2298757,0.99987245,1.1670058,1.2152934,1.0958785,1.1058,0.8431139,1.039495,1.2061057,1.0918843,0.64256114,0.4954809,1.2233756,0.91762674,1.1163217,0.8296999,0.98735493,1.0537685,0.8492376,1.1855458,0.4102869,0.8237134,0.9427087,0.62338936,0.93892205,1.0290707,1.1751841,0.45322466,0.9454732,1.0381404,0.61828035,0.7719746,0.9279849,0.92808074,1.1977754,0.9741405,0.8136188,1.1291467,1.0224684,0.98353374,0.8942053,1.0817741,1.1578156,1.0128957,0.66889364,0.7891153,1.1635964,1.2403486,1.18923,1.0620215,1.2288706,1.0682772,1.1620162,1.0286613,1.0523294,0.9742491,0.85226834,1.0204473,0.88573766,1.1012788,0.9041049,1.2594576,1.0995796,1.078241,1.134971,0.88867295,1.2045934,0.7095315,1.0375503,0.85279846,0.89467907,0.74039316,0.6309264,0.95994514,0.879524,1.1044672,1.0945054,1.1302798,0.64929646,0.87443954,1.1087656,1.2322214,0.8003936,0.86891925,1.1175067,1.2067518,0.52867293,1.2588093,1.1498855,0.98529863,1.0472188,1.0696688,0.8440488,1.0916835,1.1593386,0.8535845,1.1024555,0.84319997,1.129769,1.1611927,0.71516025,0.88832575,1.1725506,0.6006687,0.67976004,1.1283395,1.1628965,0.80368876,1.2364507,0.865151,1.0025063,0.7623965,1.0147218,0.69186157,1.1010103,1.0745137,1.0818589,1.0521593,0.84382164,1.0227052,0.6727452,1.1466448,1.0366507,1.2258734,1.0724208,1.0776584,0.96485555,0.8036186,1.1555412,1.1450384,1.1093566,0.0,1.0652077,0.9066185
watch,1.4835902,0.59380174,0.6708824,1.0706674,1.2424808,0.7767142,0.8774731,0.9563721,1.1403214,1.3637111,1.2015905,1.4894106,0.68568915,1.2558308,1.4198279,0.7721237,1.4474226,0.78175914,0.46894056,0.5787073,1.3540701,0.77341384,1.1480017,1.087596,0.77581966,0.70879793,1.0549691,0.7114663,1.199131,1.3021919,1.3279916,0.67105424,1.2633911,1.1918225,1.0881371,1.1216933,1.0987611,0.94136006,1.4223325,0.7658663,0.39038455,1.5615679,0.50515234,1.1268537,1.319638,1.27724,1.2826259,1.1079693,1.3084488,0.8561182,1.1740376,0.5580331,1.1475062,0.44954616,1.2728356,0.7812886,1.0437391,1.0068057,0.5835388,1.1656809,1.4529483,0.3646524,0.8428143,0.7439734,1.1840692,1.1295744,1.0054566,0.45656592,1.1396781,1.15888,1.423311,1.0556129,1.2191098,0.51111865,1.3997759,0.8648117,0.72649145,1.0032338,1.1690886,1.2719781,0.9520157,1.1867093,1.3708575,0.28346753,0.6350287,0.4021945,0.49949354,0.72850597,1.1969382,0.93384427,1.3729434,1.3634247,1.2109461,0.36438298,0.5409486,0.5242474,1.3042389,0.7066146,0.75657123,0.7950933,0.69907874,0.5674101,1.1679615,1.3175435,0.55041003,1.3160039,1.0923867,1.0243723,1.3118753,0.93391,1.3588803,0.83841485,1.16966,0.46791333,1.3637435,0.9622462,1.2460563,0.30771327,0.6805469,1.0255495,0.5527025,1.1863606,1.2039587,1.4075996,1.4866834,0.7229804,0.4212402,0.37197733,0.6778691,0.66131455,0.8390081,1.4164428,1.1618737,1.0652077,0.0,1.3046896
window,0.8191404,1.0617272,1.3317325,1.0308943,0.8807343,1.2328451,1.2155585,1.3116721,0.8695327,0.6804851,0.7790584,0.71009415,1.0717881,0.78526735,0.87353474,1.0636296,0.8562465,1.1533998,1.0890843,1.155916,0.8534733,1.4146063,0.8285529,1.0055135,1.1989826,1.0181953,0.7658529,1.2643971,0.7535104,0.6399792,1.0178225,1.084078,0.6113472,0.85562134,0.88457483,1.0006064,1.118515,1.1228981,0.7496369,1.3855519,1.3195374,0.63666195,1.1694661,1.0227028,0.8291607,1.0477716,0.45440114,0.90160364,0.8845668,1.3134542,0.8317534,1.143022,0.93486124,1.3216245,0.7636912,1.0832937,1.1197716,1.1360035,1.2476618,1.2151878,0.7615184,1.2248051,1.2293783,1.3123006,0.84947574,1.0721457,1.0695999,1.2006063,0.83086485,0.92231953,0.84991723,1.0649352,0.9115955,1.2514362,0.5856078,0.8186915,1.1333468,1.1859509,0.97536397,1.0283164,0.927133,0.90342206,0.99034303,1.2501732,1.2260237,1.2055163,1.2806762,1.328252,0.7798203,0.91942126,0.7780778,0.8835138,0.9881531,1.2070568,1.3362224,1.3139805,0.9863498,1.1358824,1.3546937,0.9111826,1.2348262,1.2067199,1.0256907,0.983938,1.2410805,0.60837007,0.86856455,1.1458176,0.84212273,1.1253502,0.8009231,1.1764095,0.9499902,1.3466628,0.6044538,0.990118,0.69772464,1.2958884,1.2591462,1.1139812,1.3227284,0.8209181,0.7626635,0.7814789,0.7168336,1.2505746,1.3678068,1.3710579,1.3373533,1.2243571,1.2990642,0.88208115,0.43244696,0.9066185,1.3046896,0.0
