,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hose,0.6588188,1.1924825,1.3539093,1.0771241,0.7388984,1.2456592,1.0522386,1.1473047,1.0853219,0.6696074,0.9717558,0.6833317,0.79808855,0.61841506,0.8816385,1.1386279,0.6548929,1.1545838,1.3426881,1.2916254,0.9930651,1.3108108,0.5460636,1.2517605,1.1602712,1.2378519,1.1152841,0.919879,0.8998207,0.6770517,1.0050647,1.2666337,0.80310535,0.96721435,1.0238162,0.6256424,1.0422876,1.0568254,0.720348,1.2708244,1.200692,0.7567609,1.3497477,0.9334853,0.82016325,0.96877015,0.8369922,0.8670504,0.98050964,1.2873423,0.9473438,1.0537359,0.928212,1.0805961,0.9965566,1.1970114,1.2848064,0.84950715,1.2504071,1.0156152,0.85024375,1.1726975,1.1860704,1.2109855,0.86872566,1.0610645,0.86711085,1.1613923,0.99518716,0.0,0.7928357,1.1876805,0.691925,1.1581678,0.5611539,1.0958974,1.002611,1.1244774,1.1258873,0.81529295,0.9317003,1.0813622,0.8861561,1.2609197,1.27539,1.1869303,1.1214341,1.3249433,0.99107814,0.95928293,0.8842303,0.6329589,0.8405757,1.1735246,1.1028733,1.2937169,0.90562266,1.118699,1.3341923,1.3018808,1.2850258,1.4285288,0.92504454,1.0083548,1.0577612,0.95439696,0.865183,0.9890386,0.9349147,0.80579144,0.8654011,0.9486722,0.87536246,1.1609292,0.75381386,1.1084186,0.72827756,1.2335858,1.396457,0.7989844,1.2450265,0.8638732,0.9431586,0.8846054,0.7099248,1.2651839,1.1273422,1.3126632,1.1168625,1.2242184,1.2142382,0.8005258,0.9788164,0.7095315,1.15888,0.92231953
jacket,0.58169115,1.3043218,1.4084388,1.0892761,0.47258556,1.4297969,1.2864487,1.3684961,1.210773,0.6932436,0.76406294,0.34464812,1.0813259,0.8011738,0.5019698,1.199794,0.42929268,1.4534073,1.3844205,1.4570286,0.9220983,1.4189492,0.94030124,1.1690631,1.2045189,1.2660774,1.0425266,0.99332786,0.5968259,0.75042605,0.96256053,1.480202,0.6503489,0.46744478,1.1550978,1.0034251,1.1821017,1.2035335,0.48285878,1.387824,1.5215489,0.4990257,1.4567653,0.9872288,0.5742833,0.9601925,0.73414516,1.0692042,0.5034323,1.3447162,0.5350634,1.160233,0.7657554,1.235504,0.7610504,1.387482,1.2624531,0.931797,1.5089931,1.2089798,0.7434562,1.2680991,1.150954,1.40668,0.6567439,1.1662825,0.9070349,1.2599926,0.5419379,0.7928357,0.0,1.2106384,0.37349284,1.4672285,0.6299116,1.3325887,1.002643,1.2530158,0.9612428,0.68557906,1.2475783,0.91109324,0.93178785,1.4340019,1.3279779,1.3558744,1.2201217,1.3720968,0.79008454,0.8838999,0.45676124,0.22818267,0.98760813,1.4311867,1.4655745,1.5090458,0.7619936,1.1812731,1.3851712,1.4114596,1.4695269,1.4084722,0.95876527,0.9396528,1.3186123,0.76585555,0.8109655,1.1563691,0.5740594,1.2696676,0.2592855,1.1505904,0.50323,1.3379083,0.6157142,1.1788222,0.70566064,1.4992906,1.4947314,0.92283374,1.526979,1.0544817,0.8327865,0.31974244,0.5351771,1.4642531,1.3253133,1.4612586,1.3455322,1.3056655,1.4456137,0.8246833,0.9585548,1.0375503,1.423311,0.84991723
jar,1.1865019,1.0157257,0.9554593,0.7722827,1.2318269,0.78868973,0.8451101,0.89808834,0.7625129,1.1187278,1.1906369,1.2800977,1.0795689,1.0077342,1.075122,1.0741585,1.2459831,0.9333936,0.86057466,0.78799486,0.85209495,0.8515034,0.99370176,0.47823155,0.9914157,0.74541897,1.0631852,1.2692513,1.3391051,0.98723084,0.90488434,0.7542103,1.0319,1.0847243,0.86558104,1.1089439,1.0252955,0.87372184,1.2030783,0.8890071,1.0350695,1.1785957,0.6196903,0.8919452,1.2729118,1.0063552,1.0231878,0.989449,1.1052481,0.93015254,1.2330443,1.1486987,1.1933899,1.2455761,1.1296884,0.84936416,0.95868593,1.0209165,0.79226476,1.0728998,1.010137,1.140612,0.83883053,1.0210127,1.1756314,0.80444133,1.1881981,1.0502067,1.1910119,1.1876805,1.2106384,0.0,1.2159394,0.9592528,1.1443753,0.7973306,1.10778,0.9873644,0.8666694,1.1794248,0.6907118,0.9077831,0.78194475,1.0742995,0.836047,0.96347743,1.2064801,0.9405354,0.84497654,1.261128,1.109107,1.2091275,1.0010759,1.1083715,1.0033369,0.9389865,1.1341425,1.0727985,0.8699852,0.7977053,0.76470244,0.8968773,0.7882287,0.845263,0.9346163,0.86845875,1.0136949,0.881691,1.1199653,0.9443091,1.2388918,0.8852483,1.0639926,0.95114607,1.1153715,0.6827113,1.1903155,1.0511371,0.7388791,1.1645703,0.8178763,0.95659965,0.8906059,1.1092284,1.1053963,0.78320634,1.1205053,1.0064324,0.9132748,0.82566696,0.9127245,0.90145546,1.0794193,0.85279846,1.0556129,1.0649352
jeans,0.70729464,1.0547568,1.3022544,1.1332437,0.65052897,1.3894658,1.2064917,1.3733339,1.2305349,0.7580714,0.9082387,0.5124217,0.76357675,0.6258054,0.811832,0.89194727,0.5659806,1.228412,1.2206209,1.2379638,1.0306085,1.3533349,0.8985244,1.2448792,1.1719472,0.9830365,1.059547,0.8531177,0.6717273,0.7221728,0.96417844,1.2982482,0.672276,0.6559423,1.0508294,0.9960858,1.1824219,1.187168,0.47122216,1.3696488,1.2358432,0.7098695,1.3115261,1.1164697,0.7053815,1.046688,0.7924439,1.0223644,0.8720528,1.3399227,0.80969554,1.0904927,0.85161227,1.0152009,1.0194387,1.2164319,1.2881625,0.9744868,1.341902,1.2221777,0.8621284,1.1204491,1.175685,1.3902409,0.7979816,1.1410141,0.91762334,1.1211851,0.7912705,0.691925,0.37349284,1.2159394,0.0,1.1782064,0.7231072,1.2043998,0.8178636,1.2238146,1.1992939,0.88740504,1.2046444,0.91548836,1.0136675,1.2583992,1.1406444,1.022155,1.0061597,1.2788823,0.8680649,0.87672126,0.73548895,0.24226564,1.0882236,1.1422074,1.157801,1.3380413,0.8020364,0.7812318,1.2900497,1.1725181,1.3281119,1.3451512,1.0184672,0.9019662,1.2086278,0.93932563,0.7748396,1.1488603,0.8178036,1.2100751,0.5441472,1.1642407,0.5534859,1.1050265,0.7452753,1.0008057,0.87769884,1.1888983,1.4456205,0.9666951,1.3415542,1.0467622,0.94045985,0.65541315,0.73925805,1.4770831,1.106413,1.2243525,1.236128,1.1573417,1.4703755,0.9278442,1.0320762,0.89467907,1.2191098,0.9115955
knife,1.5060024,0.6361504,0.58142006,1.1407964,1.4093125,0.84448075,0.9454428,0.6981123,0.91908073,1.2846699,1.2487416,1.6041589,0.5643909,1.0329471,1.6054528,0.58535886,1.4471409,0.46736664,0.5615411,0.5652251,1.2884383,0.60930586,0.9742546,0.9828861,0.6931915,0.4480452,0.9967758,0.76526105,1.2495842,1.1162136,1.2066888,0.58538866,1.0837283,1.1652442,1.0282762,1.1440133,1.1338081,0.88480616,1.3950396,0.5841269,0.29616797,1.5699714,0.48523885,1.257023,1.4150207,1.3569252,1.1171484,0.9569706,1.4312563,0.7394462,1.3420918,0.84745824,1.375449,0.6753229,1.3999587,0.5984486,0.8392536,1.2144175,0.2243743,0.92372227,1.3777027,0.7133175,0.77831227,0.90025634,1.387126,1.2116512,1.229521,0.5798237,1.3037443,1.1581678,1.4672285,0.9592528,1.1782064,0.0,1.3234534,0.7197908,0.81863326,0.8299514,1.2171099,1.4817623,0.7736363,1.2426275,1.37165,0.62831926,0.3721344,0.38929343,0.76283586,0.6031761,0.9640231,1.0437626,1.5797513,1.4365711,1.1948842,0.36584407,0.23296899,0.3223939,1.3435376,0.5426586,0.47939748,0.48840213,0.5283233,0.6909209,1.0881101,1.1995201,0.7742026,1.1302594,0.9214701,1.0234014,1.4812996,0.71050465,1.55114,0.81833655,1.2819728,0.23826075,1.3899499,0.6243768,1.3395236,0.40761983,0.5381413,1.1882321,0.17687225,1.1523513,1.1722151,1.5714678,1.5899564,0.7138468,0.6677834,0.377478,0.48167717,0.42882568,0.86862487,1.4380662,1.2603412,0.74039316,0.51111865,1.2514362
ladder,0.64165115,1.2037722,1.4472458,1.1001213,0.7647946,1.4004936,1.2538965,1.3639157,1.0479172,0.5578319,0.90509665,0.42776185,0.9837417,0.38526022,0.8077631,1.0812874,0.64561546,1.2680066,1.2831197,1.2691435,0.76261175,1.4373137,0.6090833,1.0620977,1.2023708,1.1207179,1.0178449,1.1075773,0.7554221,0.22885609,0.89672196,1.377844,0.48870873,0.7846084,0.9557342,0.84625185,1.0906473,1.1899316,0.41677386,1.3859569,1.4315646,0.3911314,1.3014213,0.9517682,0.727627,0.9442814,0.46840084,0.82148826,0.84856886,1.3763252,0.8334533,1.2212344,0.92902905,1.3407805,0.7573016,1.3376261,1.2676241,1.0201634,1.307905,1.1259934,0.53686666,1.3278434,1.3261261,1.3840882,0.82878685,1.080061,1.0517128,1.3134307,0.909566,0.5611539,0.6299116,1.1443753,0.7231072,1.3234534,0.0,1.1291525,1.1275136,1.3306944,1.0552366,0.87878406,1.0271494,0.83987486,0.91642576,1.392963,1.3265642,1.3773291,1.280859,1.410146,0.63863397,1.0244077,0.7111696,0.60532904,0.91604173,1.3498966,1.3303288,1.4691491,0.8732933,1.1547248,1.384448,1.3002415,1.3296173,1.4298899,0.9767053,0.84803104,1.3524878,0.58836377,0.8495337,1.1434921,0.8102791,1.11955,0.69489825,1.2033728,0.85250497,1.3306293,0.58697957,0.977493,0.531158,1.4231535,1.4645013,1.0704939,1.3322524,0.8615383,0.66756445,0.6479404,0.4000193,1.3493797,1.4128742,1.4270196,1.3713651,1.3141623,1.3747838,0.79735667,0.78865564,0.6309264,1.3997759,0.5856078
lamp,1.3469777,0.8268318,0.82971454,1.0896252,1.2512965,0.7115568,0.8668132,0.9480948,0.6502865,1.0373514,1.1013378,1.3626844,0.89151293,1.1161225,1.290118,0.894334,1.2665169,0.86968267,0.71451885,0.7336676,1.1001751,0.95126194,1.0362899,0.8152118,0.94599247,0.6730971,0.8892166,1.18866,1.1323467,1.018536,1.1644348,0.42385375,0.9312585,1.0837413,0.8958933,1.1176717,1.1078948,0.79883355,1.3021815,0.89077586,0.7271248,1.2908094,0.6925075,1.1132076,1.3029267,1.2351067,0.8859508,0.9486412,1.277638,0.8260657,1.0881803,1.0141045,1.2435443,1.0658528,1.1860808,0.72571623,0.97790605,1.0904984,0.691357,1.162543,1.2314985,0.9506416,0.8862098,1.0253904,1.2364429,1.0847877,1.2938094,0.85962075,1.1311076,1.0958974,1.3325887,0.7973306,1.2043998,0.7197908,1.1291525,0.0,1.0154397,0.9530314,1.0408707,1.2585071,0.6623596,1.0273445,1.148776,0.8128412,0.6589898,0.6822233,1.0757315,0.8325056,0.8975134,0.890283,1.3058016,1.339714,1.0354892,0.74349904,0.7446605,0.7865913,1.2400432,0.8883722,0.8851606,0.75034595,0.77380836,0.76647913,1.0843213,1.1486864,0.85783434,1.0023661,1.0229421,1.053738,1.2595328,0.87760293,1.3282311,0.84105784,1.1781714,0.76191616,1.0786824,0.80941933,1.095897,0.7394965,0.67515904,1.1098188,0.69678706,0.82705605,1.0454019,1.3146873,1.3637066,0.7269111,1.0047565,0.79272443,0.8512862,0.68595546,0.9075018,1.2452192,1.0534844,0.95994514,0.8648117,0.8186915
leg,1.0052819,0.9003368,1.0765235,1.0073707,1.0240536,1.1828532,1.0048153,1.1528653,1.2308652,1.1247678,1.077838,1.1669832,0.70252335,0.95001465,1.1121064,0.86262125,1.0737761,1.1045233,1.1442941,1.1104838,1.2503258,0.910235,1.1086352,1.178559,0.9305027,0.9432544,1.0219285,0.6968433,0.84073335,1.0455335,0.9856823,0.998557,0.96033794,0.8176306,1.1253085,0.9524832,1.0273082,1.0181651,1.0381156,0.9948228,0.9745477,1.2422175,1.0969955,1.0478104,0.96246195,1.0401049,1.0657332,1.1061248,1.1435539,1.1112349,1.0309879,0.61534876,1.0199763,0.5233004,1.2725201,1.0202205,1.0805889,0.98061824,1.0181879,1.0347342,1.1333256,0.6298645,0.88066494,0.91285926,0.9644821,1.004857,0.76798207,0.764338,0.86400306,1.002611,1.002643,1.10778,0.8178636,0.81863326,1.1275136,1.0154397,0.0,1.1048448,1.1719022,0.8597435,1.2157524,1.0539674,1.0675789,0.9377075,0.96910614,0.65230674,0.59137934,1.1001525,1.0463712,0.92562336,1.0941199,0.918471,1.1744422,0.95326126,0.9286399,0.9897861,1.053783,0.80664617,0.86683697,0.9732462,1.105201,1.0399294,1.1389446,1.0741192,0.8160447,1.1608407,0.76056063,0.992796,1.1577748,1.0645676,1.0774854,1.0693797,0.91127056,0.72934556,1.1294094,1.0141131,1.1977793,0.88846546,1.1818361,0.77380633,0.9512333,1.0772253,1.178014,1.1153483,1.1784353,1.18458,0.54329205,0.8675611,0.85197985,0.9983167,1.2205613,1.0888128,1.2173512,0.879524,0.72649145,1.1333468
melon,1.2340271,0.9893861,0.646983,1.0895684,1.294042,0.5602058,0.6660371,0.45615512,0.85521513,1.2262969,1.177378,1.3059207,1.0428231,1.2020197,1.2830191,0.9248461,1.1960378,0.8122799,0.923741,0.8682236,1.0485692,0.7347342,1.1131718,0.7939853,0.80610454,0.9025774,1.0693283,0.9929534,1.2335677,1.2327685,1.0700891,0.7481191,1.151752,1.1508286,1.0403576,1.0972009,0.88771427,0.7878895,1.26226,0.77036536,0.7319404,1.3251565,0.8738157,1.013905,1.2319251,1.0808653,1.2165985,1.0316503,1.197077,0.67844355,1.1485327,1.050767,1.150634,0.91254133,1.1149217,0.75127876,0.6290385,0.9873385,0.8334861,0.71375775,1.2524832,1.029555,0.8744793,0.6596756,1.1816723,0.97087264,1.0828503,0.9104396,1.1959146,1.1244774,1.2530158,0.9873644,1.2238146,0.8299514,1.3306944,0.9530314,1.1048448,0.0,0.9736332,1.1872655,1.0026473,1.1967993,1.0179172,0.91419524,0.813752,0.8988559,0.9433138,0.6768169,1.1108949,1.025145,1.3158863,1.2628036,1.0441856,0.89190954,0.8202807,0.7139501,1.1263585,0.93386716,0.77105737,0.65247244,0.8267686,0.77125865,0.98322636,1.0984554,0.83331394,1.137521,1.114991,0.93893594,1.2063549,0.9130217,1.2666423,0.8283583,1.1662412,0.8279975,1.2015495,0.9375002,1.2117536,0.825763,0.57136613,0.9711567,0.80989623,1.1296066,1.1427503,1.3034025,1.3192058,0.57153296,0.8949511,0.87519366,0.82348037,0.77760845,0.5778108,1.174656,1.0473405,1.1044672,1.0032338,1.1859509
milk,0.99420494,1.2043169,1.0458019,0.86703026,1.053655,0.95723265,1.054777,0.99804175,0.8342633,0.876973,0.95293933,0.95187134,1.205951,1.1694812,0.75020313,1.1407355,1.0043504,0.97427714,0.9918006,0.999783,0.5987413,1.097363,1.0234649,0.63143253,1.016925,1.0687035,0.90331703,1.2732444,1.1534083,1.05766,1.0145351,0.96295524,1.1042063,1.0620141,1.0348675,1.0051454,1.048055,0.94008034,1.094309,1.0680978,1.1637495,0.85724443,0.95224285,0.7246767,1.0990487,0.78462404,1.0296589,1.0013384,0.82182384,0.9116233,0.99596184,1.1732758,0.98491514,1.2411431,0.8538238,1.0633528,0.9837286,0.97754806,1.0943695,0.9869797,0.99725586,1.1965911,0.97293323,0.7927433,1.0016675,0.9024539,1.067757,1.1559219,1.0363045,1.1258873,0.9612428,0.8666694,1.1992939,1.2171099,1.0552366,1.0408707,1.1719022,0.9736332,0.0,0.9528909,0.9585836,1.062178,0.97205067,1.1386902,1.0919645,1.2023023,1.2080308,1.0156922,0.9870697,1.1644336,0.8672956,1.118925,0.84142685,1.1807492,1.1842029,1.1888951,1.0182945,1.2158852,1.1308205,1.0397811,1.0251156,0.92914665,0.9448706,0.9997444,1.1040845,0.8770821,1.179456,1.0238463,0.9464495,0.97269845,0.99372745,0.9881715,1.027706,1.1924554,0.9209156,1.0418098,0.979327,1.2009143,0.76038927,1.0633979,1.1311018,1.0710487,0.74921036,0.96680915,0.9239426,0.88428295,1.1883528,1.1857914,1.0526367,1.05895,0.85391784,0.83427644,0.9260466,1.0945054,1.1690886,0.97536397
mitten,0.4328885,1.2675931,1.3895807,0.86209,0.4996907,1.3097558,1.1379704,1.19926,1.1309261,0.7973367,0.7888591,0.606935,1.0326627,0.9525264,0.47055942,1.2950095,0.5143291,1.4097532,1.4815679,1.4521894,0.9788529,1.1568539,1.0465914,1.1172967,1.2282779,1.4582715,1.0801107,1.0170513,0.76827776,0.92401314,0.8319362,1.4090252,1.0766265,0.8300602,1.0953497,0.73495555,1.0094184,1.1233175,0.7087966,1.1370696,1.5305545,0.71394396,1.4761319,0.7980319,0.61584747,0.6246871,1.0786531,1.1195035,0.628929,1.2300055,0.75029534,1.0358305,0.8891153,1.0121548,0.93860334,1.3362696,1.1134644,0.5794981,1.4712869,0.9522363,0.7701709,1.1915348,0.64189214,1.0280007,0.8619681,0.87747186,0.5325025,1.2515662,0.815975,0.81529295,0.68557906,1.1794248,0.88740504,1.4817623,0.87878406,1.2585071,0.8597435,1.1872655,0.9528909,0.0,1.276866,0.9487212,0.6741321,1.3367664,1.4070339,1.3560967,1.1102064,1.3678688,1.0032988,0.9490845,0.60955304,0.64735603,0.824527,1.4739163,1.4628861,1.4588037,0.701484,1.2267946,1.2424054,1.4475634,1.4031484,1.2260886,0.8949359,0.8989425,1.2140453,1.0779549,0.862627,1.0410501,0.8326881,1.1482886,0.7566063,0.8095261,0.6777985,1.3988768,0.86145544,1.3336403,0.82981694,1.3953304,1.4615899,0.4005282,1.4772347,0.96231,1.0399915,0.6292164,0.62493074,1.3199656,1.0008665,1.3957136,1.1219485,1.4087726,1.1669413,0.66929847,1.0874743,1.1302798,1.2719781,1.0283164
mop,1.2914293,0.91829413,1.0300951,0.9262666,1.1858661,0.8457383,1.0214245,0.9158314,0.71597624,1.0105157,1.0784698,1.2845724,0.89447296,0.97825617,1.1920091,1.0832752,1.2501378,0.89412975,0.7245268,0.81308645,0.9087267,1.0492077,0.6786422,0.77426606,1.05972,0.6433748,0.95599407,1.2888982,1.2405849,0.9110261,1.1017289,0.7220257,0.85019124,0.9387337,0.87391734,1.1594764,1.1874963,0.7914946,1.2509384,0.97790045,0.809029,1.1818014,0.70439476,1.0822515,1.2907608,1.1164328,0.76657593,0.8284054,1.1728362,1.0538043,1.1190873,1.1085296,1.2379962,1.1963705,1.1146215,0.7728021,0.97197837,1.0337625,0.77528137,1.1835399,1.1883806,1.1146584,0.84220076,1.1839612,1.178692,0.980516,1.211992,0.9376486,1.1611028,0.9317003,1.2475783,0.6907118,1.2046444,0.7736363,1.0271494,0.6623596,1.2157524,1.0026473,0.9585836,1.276866,0.0,1.01794,1.0526605,0.9719541,0.6446785,0.8069141,1.1982777,1.026297,0.71990657,1.1381903,1.1720818,1.2395693,0.92460907,0.84772384,0.7945782,0.9152123,1.2468462,0.9434262,1.0754392,0.7551994,0.9065442,0.75732446,0.9079261,1.1114788,1.0078667,0.74544275,0.96208096,1.0367962,1.1311295,0.8035389,1.2711536,0.8034387,1.164635,0.8724321,1.0118006,0.80343175,1.0508175,0.9190864,0.70181745,1.2007145,0.7977221,0.80967104,0.8506265,1.187089,1.2752879,0.9758258,1.117754,0.94253534,0.95056736,0.62676036,0.966028,1.1733779,1.0174146,0.64929646,0.9520157,0.927133
motorcycle,0.87911177,1.1131237,1.2080797,0.9232542,0.96951467,1.0906163,1.0533898,1.1667469,1.0133549,1.0021067,0.94179654,0.86457324,1.0816665,0.86490595,0.9432794,1.0802956,0.99511254,1.1748277,1.1541134,1.1269927,0.8671682,1.1877632,1.009301,0.95854527,1.2213975,1.1044314,0.8806935,1.1280429,0.8721851,0.92562914,0.80511224,1.0619998,0.9338314,1.0047643,0.9919657,0.88845056,0.905498,1.151505,0.8621734,1.2448277,1.292707,0.76225257,1.1655309,0.9625747,0.8311661,0.91527265,0.9363593,0.9583146,0.9419978,1.1744233,0.8927741,1.1284801,0.89072573,1.2578702,0.860494,1.1693473,1.0014946,0.95903224,1.2260661,1.0652057,0.7814522,1.1344864,1.064376,1.1786156,0.86875546,0.9305661,1.0269697,1.1402512,0.8660808,1.0813622,0.91109324,0.9077831,0.91548836,1.2426275,0.83987486,1.0273445,1.0539674,1.1967993,1.062178,0.9487212,1.01794,0.0,0.87612927,1.2473423,1.2345171,1.2490096,1.166311,1.1963202,0.952483,0.989367,0.88483137,0.9084724,0.95867,1.2371627,1.279067,1.2609304,0.85307187,1.1623629,1.2167991,1.1301001,1.1652986,1.1867509,0.8343143,0.71949553,1.115563,0.8930041,1.0372359,0.9923756,0.8422345,0.9983756,0.8363828,1.0006368,0.9796401,1.2303547,0.9951653,0.94531566,0.91736895,1.2402384,1.2222714,1.0483474,1.2631712,0.7220039,0.6962163,0.85743105,0.8773984,1.145963,1.261858,1.2881465,1.2044731,1.2409927,1.0900142,0.8692674,0.9302324,0.87443954,1.1867093,0.90342206
muffin,0.644663,1.3162863,1.179761,0.7934259,0.81557345,1.0804433,0.9898053,0.8512597,1.0491858,0.96299386,0.98080593,0.8791317,1.2285949,0.9666992,0.74765193,1.3315177,0.8021817,1.3587817,1.379498,1.3040154,0.9504777,0.745191,0.9994076,1.063661,1.2270035,1.4263115,1.0346295,1.1788481,0.9324716,1.033338,0.44781,1.2020395,1.1259638,1.0683506,1.0267775,0.83581364,0.80161977,1.0010331,0.89566046,0.81649965,1.4460249,0.8586487,1.3650311,0.76546884,0.7576339,0.8335016,1.1026108,1.12819,0.96721524,1.0410266,0.9951315,1.1770766,0.9323652,1.2450974,0.9648667,1.2093818,0.86627984,0.81887615,1.1740615,0.84513235,0.6897962,1.2858888,1.0678062,0.96611816,0.88354063,0.6393397,0.75100094,1.2983015,0.98843515,0.8861561,0.93178785,0.78194475,1.0136675,1.37165,0.91642576,1.148776,1.0675789,1.0179172,0.97205067,0.6741321,1.0526605,0.87612927,0.0,1.3190866,1.3552521,1.3783774,1.2163879,1.1584805,1.14583,1.11754,0.8642089,0.8375808,0.8387218,1.4379176,1.3640311,1.2342372,0.8652506,1.3255075,0.90307295,1.2341634,1.0347203,1.2190102,0.91178155,0.703794,1.0958793,1.0691962,0.84574544,0.59335643,0.8964286,1.0563629,0.89974874,1.096611,0.9197196,1.3815095,0.94702387,1.2132878,0.9566958,1.4063046,1.2618889,0.90902543,1.2260957,0.7598599,1.0403752,0.81142515,0.72115266,1.157206,1.2224854,1.2700739,1.1768544,1.3490057,1.1480225,0.617013,0.99577177,1.1087656,1.3708575,0.99034303
nail,1.4868817,0.54199404,0.440516,1.1553086,1.3262509,0.59887296,0.76249665,0.9316631,1.1510484,1.3531799,1.1932774,1.4353043,1.034482,1.3754573,1.3635168,0.782762,1.4543041,0.7627804,0.2851522,0.4338776,1.3401663,0.74132746,1.1794306,1.0560231,0.81880355,0.7450066,1.0667272,0.79819155,1.2041826,1.3870177,1.2866857,0.70536315,1.2847493,1.2996321,1.0837089,1.3130246,1.0238632,0.9933946,1.4189023,0.7008319,0.31678033,1.4810278,0.37863815,1.2363179,1.29774,1.2703528,1.26882,1.185669,1.3142258,0.62300396,1.2019341,0.70158416,1.0773473,0.5264338,1.233914,0.72535956,0.9415436,1.1674117,0.59329724,1.1885456,1.427248,0.4088099,1.0397911,0.6802071,1.1474737,1.165276,1.1206461,0.5653649,1.1758225,1.2609197,1.4340019,1.0742995,1.2583992,0.62831926,1.392963,0.8128412,0.9377075,0.91419524,1.1386902,1.3367664,0.9719541,1.2473423,1.3190866,0.0,0.5721474,0.49371666,0.5124155,0.50032276,1.2600951,0.91278416,1.3357844,1.4080884,1.2380904,0.2933973,0.52722216,0.41936743,1.2432413,0.69439924,0.71816146,0.745154,0.6085716,0.43461573,1.3009448,1.2923025,0.5557869,1.3556061,1.1031121,1.0563638,1.2092769,1.1554945,1.2935607,1.0780404,1.285315,0.5507158,1.261156,1.0313842,1.2631711,0.20623505,0.5609505,1.1699004,0.5283259,1.2090124,1.3014568,1.3648328,1.442693,0.6345261,0.46655285,0.20610535,0.7940501,0.62884855,0.7001613,1.3978871,1.0673158,1.2322214,0.28346753,1.2501732
napkin,1.4838071,0.7108357,0.6601363,1.1246681,1.4228942,0.8253032,1.0261371,0.79091185,0.8368423,1.296235,1.1912307,1.5261676,0.80674577,1.1223178,1.406415,0.76529014,1.3403664,0.6015776,0.34183514,0.5525713,1.2033186,0.7487698,0.94311756,0.75986433,0.75678253,0.29663503,1.0238273,1.0019164,1.2618951,1.0623311,1.1219236,0.5579658,0.8712511,1.012147,1.0832607,1.3526372,1.2717495,0.8478631,1.3678834,0.61347735,0.41210485,1.5303926,0.34254354,1.315498,1.3776307,1.3179388,1.0135648,1.0529585,1.2762978,0.8328415,1.2294258,0.962353,1.3780379,0.8801364,1.3416612,0.5677769,0.81290126,1.2272693,0.43320388,1.1270092,1.4295185,0.7935697,0.6880862,1.0313632,1.3622903,1.1212091,1.4204834,0.61790663,1.2690418,1.27539,1.3279779,0.836047,1.1406444,0.3721344,1.3265642,0.6589898,0.96910614,0.813752,1.0919645,1.4070339,0.6446785,1.2345171,1.3552521,0.5721474,0.0,0.35430807,0.9027503,0.68479836,0.68625253,1.0109318,1.437256,1.3646863,1.2070168,0.4715551,0.4735644,0.48763895,1.3152368,0.5576735,0.635295,0.5017871,0.653238,0.51645464,0.95452434,1.2480869,0.9099916,0.9775269,0.94113976,1.0205884,1.3526468,0.95332503,1.4719223,0.839784,1.2072982,0.31260407,1.2490145,0.6958164,1.3111049,0.41365337,0.45585757,1.204666,0.3865885,1.230931,1.088224,1.4593909,1.6011776,0.7946011,0.7752812,0.3791387,0.70588017,0.035099506,0.8454535,1.5414652,1.2368572,0.8003936,0.6350287,1.2260237
