,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shovel,0.9267538,0.8527627,0.7100766,1.0511122,1.4140947,1.0678566,0.80353606,1.1455932,1.0121393,1.2892305,1.4826336,0.5383092,1.2320616,1.21529,0.8051058,1.3530376,0.99156964,0.5570434,0.8537715,1.1694632,0.8093539,0.7467547,0.84844744,0.859234,0.36031127,1.2231808,0.7245605,1.081536,0.8700957,0.8960986,1.073523,1.3954458,1.1611611,0.85630333,0.90719426,1.1713603,1.0849419,0.6583706,1.4744635,0.5645551,1.0712092,1.1859457,0.9738484,0.97532386,1.2588811,1.0414897,1.1851897,1.2605007,0.9429894,1.2688268,0.7939915,0.5121097,0.8705191,1.2760481,0.67313397,1.0090252,0.9769108,1.2188565,1.0616485,1.2255378,0.65205574,0.9920891,1.1990719,1.2854755,1.2595077,1.0145029,0.42214423,1.1478946,0.78368646,1.2962457,0.92675483,1.2511668,1.1592703,1.0834228,0.7605909,0.404078,0.379166,0.94982165,0.78585774,0.6525911,1.1476997,1.3069777,1.0897195,1.1823499,0.57383114,0.63550436,0.5614413,0.63256276,1.1367335,0.92750925,0.71033996,0.9664839,0.7554306,1.2248284,0.7646867,1.1109469,1.087463,1.1082793,0.96841663,1.3193368,0.98692024,0.8897808,0.0,1.3017812,0.9737546,1.3851199,0.6057943,0.9302132,1.1114845,1.1639584,0.5473035,0.6620651,1.2277012,1.3808913,1.4668442,0.93039834,0.85621285,0.6818374,0.577338,0.4471053,1.1673971,1.241421,1.1612964,0.8215968,0.52486175,1.1994877
shower,1.0531408,1.2326775,1.452965,1.2080555,0.60533834,1.285492,1.3594277,0.96877015,1.0490053,0.2626356,0.38891006,1.1370603,0.55690676,0.79723907,1.1838951,0.7114662,1.1701128,1.1781625,1.1235288,0.80016994,1.4531658,1.0405095,1.2283795,1.0971215,1.2198316,0.5215952,1.3130924,0.56386346,0.7299372,1.3076735,0.5329055,0.70321536,0.95323503,1.0527766,1.3349268,0.585744,1.0908382,1.3531296,0.46035433,1.376877,0.7679743,1.09764,0.4710282,0.82416934,0.8452483,1.3423827,0.63682127,0.9379069,1.317912,1.0530378,1.1519202,1.2892444,1.296696,0.9038306,1.2706021,1.1122335,1.4220891,0.90168166,1.0324814,1.1053783,1.3915875,0.78357124,0.6843245,0.670419,0.8655118,0.9654252,1.2540253,0.65250176,1.1791234,0.9550319,1.009155,0.9580866,0.7761508,1.15977,1.2939527,1.1997465,1.3398619,1.2325752,1.4665244,0.7629278,0.9966683,0.72277105,0.8270037,0.87863207,1.4033754,1.4423857,1.3305403,1.1613014,0.9714638,1.0204635,1.2613826,1.2030427,1.2175874,1.0679362,1.0978671,0.49677205,1.1351888,0.902457,1.1352987,0.63372165,1.1681268,1.0051739,1.3017812,0.0,0.6811768,0.36612213,1.3801864,1.1855309,1.0417727,0.93263376,1.2694025,1.3271558,0.9058846,0.70012444,0.6748657,1.4234295,1.3595961,1.3355794,1.3610319,1.1513188,1.3094333,0.9201226,0.79431945,0.7901401,1.4193246,0.5008217
sink,0.97300816,0.9844984,1.1961048,0.9391088,0.9713342,1.1161299,1.0210589,1.1712705,0.7725073,0.38089454,0.9691702,0.83250165,0.8192456,1.1370579,1.0206897,1.0500798,0.8107641,0.84765023,0.6109953,0.8054125,1.163501,0.8277895,0.7754841,1.0262382,0.93003803,0.87534374,1.1410639,1.0837096,0.64393675,1.0276831,0.8897831,1.1152428,0.9680053,0.71234465,1.1499289,0.8108104,0.9923736,1.1335789,0.9999565,0.95274484,1.1878147,1.2222134,0.7392235,0.5562808,1.1356671,1.1096165,1.0306915,1.2323389,1.1478194,1.0422423,1.076439,0.7567539,1.1760645,0.87813556,1.2284948,0.97378564,1.2248591,1.2399517,0.977932,1.0200063,1.2104819,1.1392665,0.815101,1.1387494,0.8265646,1.0448669,0.68192524,0.8851229,0.9169469,0.9703547,0.9703575,1.0608202,1.0116446,1.1379246,1.2319293,0.8254531,1.0695169,1.247333,1.166861,0.62934136,1.125762,1.1168653,0.9834271,0.888976,1.0585029,1.1142008,1.0465922,0.7941072,1.1225386,1.0708117,0.78074896,1.11485,1.0858825,1.1532083,1.114437,0.6912861,1.0933696,1.169437,0.9533274,1.1117457,1.1220042,1.0656121,0.9737546,0.6811768,0.0,0.8438239,1.1827583,0.9413944,0.73173034,0.7294117,0.7134266,1.1043061,1.1495297,1.1395648,0.87034595,1.1264266,1.2119825,1.1614171,1.1756059,0.87137514,1.1783882,0.66759086,1.0431014,0.7437215,1.2022531,0.8571057
slide,1.105853,1.2501171,1.4755303,1.2201451,0.4891984,1.2123747,1.2938597,0.7136562,1.0076928,0.3867913,0.33326674,1.3015931,0.50099725,0.7218437,1.2823058,0.67286724,1.2299575,1.364647,1.1677653,0.84301925,1.4022387,1.1957681,1.2025476,1.2049289,1.4247047,0.6119062,1.2800007,0.6515926,0.7224692,1.3164008,0.6512784,0.66136307,0.892879,1.0680572,1.3128505,0.62105846,1.075661,1.4005725,0.34224594,1.4606483,0.78006035,0.99498385,0.68251675,0.99093044,0.7714701,1.2848382,0.62805974,0.8548783,1.2861271,0.9609872,1.2443423,1.3721665,1.4058019,0.80772835,1.288918,1.0056375,1.30931,0.816229,0.97794557,1.008699,1.3167557,0.7634368,0.640377,0.55149245,0.8241595,0.98783994,1.3268471,0.52992326,1.2555952,0.884983,1.0432347,0.7957885,0.83234763,1.0808197,1.345536,1.4401424,1.4665484,1.1526805,1.4127088,1.00013,1.0262864,0.6502388,0.74696916,0.85385996,1.4399661,1.451045,1.4222399,1.3880789,1.0189128,1.0574217,1.328463,1.1989279,1.2498937,0.9344369,1.1395073,0.6148928,1.142767,0.8385624,0.9992098,0.5666227,1.06714,1.0775671,1.3851199,0.36612213,0.8438239,0.0,1.428292,1.2877107,0.95834017,0.89873934,1.3797202,1.3885014,0.88275844,0.57701284,0.4874692,1.3680284,1.355814,1.4080423,1.3802191,1.3876898,1.0786153,0.87087,0.7536957,0.8856766,1.4600149,0.4959272
slipper,0.8470057,0.61057335,0.45805675,1.0994402,1.4085472,0.9088813,0.59611005,1.1868169,1.2198862,1.4633641,1.5469724,0.45874465,1.4845642,1.3901608,0.70656806,1.4433633,0.9553763,0.52533984,0.8470377,1.3199869,0.46579123,0.73446614,0.9618267,0.90700847,0.34349477,1.1850641,0.35191536,1.191402,1.2740322,0.5318154,1.3918736,1.3703274,1.2892368,0.9619761,0.6799757,1.3842366,1.1013069,0.1550932,1.5290527,0.37192655,1.2902617,1.2635549,1.2554282,0.96797264,1.4362978,0.7437169,1.3348602,1.1024874,0.49199545,1.1907873,0.7344449,0.518905,0.67752504,1.5040531,0.15667474,1.1747994,0.5691872,1.2743161,1.1751264,1.100138,0.3484912,1.1954622,1.398711,1.4142663,1.3850026,1.0198725,0.52008307,1.277618,0.7407752,1.4126883,1.0884274,1.367778,1.1299176,0.8376499,0.15555626,0.585377,0.18754268,0.6168742,0.41011918,1.1183496,1.27142,1.4384351,1.2572463,1.3769546,0.199121,0.3244915,0.75186104,0.671289,1.1441226,1.2303804,0.4452567,0.7833785,0.8793119,1.2052352,1.2380772,1.4428029,1.1081249,1.328088,0.97342163,1.4327254,0.9217253,1.137386,0.6057943,1.3801864,1.1827583,1.428292,0.0,1.0145261,1.1576872,1.4274476,0.52828896,0.4442463,1.3370965,1.4797794,1.5770578,0.5796733,0.32059592,0.1915952,0.33124852,0.692555,1.0390075,1.3729824,1.228431,1.2077787,0.24947393,1.3715923
soap,1.1011684,1.2374864,0.6789866,0.70661545,1.3450398,0.68209136,0.8112671,1.1758353,0.75090677,1.1923594,1.3231218,1.0121676,1.364177,1.2864714,0.8754981,1.255455,0.92616755,0.60633606,0.61550695,1.0276847,0.7459179,0.88419324,0.58778226,1.0074425,0.81702554,1.215475,1.1355093,1.3315188,1.1504788,0.91064334,1.1646442,1.2021141,1.0257533,1.0830318,0.74892366,1.314708,0.8826168,0.90609646,1.2543766,0.58884954,1.2107284,1.0292269,1.0625048,1.0348785,1.279387,0.661422,1.1800466,1.1071007,1.1214876,1.0735178,0.7130018,0.7374855,0.7204571,0.9043516,1.0423564,1.1883641,0.855719,1.1331639,0.8254248,1.1517019,0.94151413,1.2369645,1.1922793,1.3277738,0.82037854,1.3021069,0.99259543,1.0880773,0.8460688,0.74364465,0.7345127,1.3262501,1.1197827,1.1416941,0.9031639,0.8270607,0.9532736,1.1862199,0.78516877,0.8124202,1.0995667,1.3386762,1.3237267,1.0382147,0.9507309,0.9608366,0.63729256,1.059146,1.0961103,0.9012786,0.72170985,1.083801,0.70005316,0.987765,1.0014004,0.976832,0.91255087,1.1368091,1.0512079,1.3847166,1.1796491,1.1786486,0.9302132,1.1855309,0.9413944,1.2877107,1.0145261,0.0,1.0951838,0.8148649,0.6718979,0.74644196,1.1097472,1.2149665,1.1732222,0.68123174,1.0516286,0.86081034,0.7381941,0.83536255,0.75693315,0.99957436,1.0268198,1.0666003,1.1340024,1.142427
sock,0.9275273,0.80138147,1.0993751,0.88599753,0.8813403,0.98292196,0.95028853,0.9667622,0.8382863,0.79409623,0.95034087,1.1305885,0.885823,0.828906,1.189791,0.8175707,0.89931226,1.000745,1.1116962,0.94380003,0.99566525,1.0149395,0.8253608,1.0953279,1.1312342,1.082341,0.9697894,1.1483835,0.8599441,1.0202917,1.0993972,1.038029,1.0253617,0.8160485,1.1388829,0.9306274,0.9479266,1.1315147,1.0321189,1.0842046,1.1271278,0.9149475,1.0269159,0.9975638,1.0391533,1.0230066,0.97314155,1.1997133,0.85382694,0.7493943,1.1390967,1.0449064,1.1570933,0.8432469,1.2813268,0.48650503,0.95465475,1.2069962,1.1039215,0.72443295,1.1269239,1.0963728,1.0332541,0.99498796,0.90933394,0.92802656,0.91419137,1.0461624,0.98505986,0.9580153,1.0049022,0.6270349,1.1212971,1.046675,1.2462473,0.87487906,1.1595349,1.0746636,1.0062839,0.98737854,0.83194447,0.99309915,0.8458084,0.90989184,1.0254093,0.9447986,0.9953342,0.7413046,0.9814681,1.1265483,1.1705444,0.96399564,0.98239094,0.93744206,0.98023397,1.0165635,1.0896512,1.0307552,0.85295296,1.0343395,0.7222482,0.98190993,1.1114845,1.0417727,0.73173034,0.95834017,1.1576872,1.0951838,0.0,1.014463,1.0329101,1.1533679,0.9849175,1.0820439,0.89170396,1.0274048,0.93808717,1.2199252,1.1121881,0.8652644,0.9094474,0.9627522,1.1994909,0.84593546,1.0412312,1.0195723
soup,1.1538563,1.1980233,1.1421206,0.78969985,0.92690754,1.0486503,1.1979398,0.9377472,0.8482161,0.7567537,0.9060051,1.2344782,0.89258265,0.87895185,1.1420859,0.8608512,0.9550548,1.2553045,0.5884023,0.9425094,1.1073939,1.2686207,0.86775905,1.105973,1.3278826,1.0113611,1.2590734,1.1074742,1.0419626,1.0995554,0.93247145,0.9973059,0.860016,0.9993821,1.1562995,1.0231485,0.8819386,1.3657396,0.8393314,1.1607718,0.9991727,0.9369304,1.0571823,1.0584366,0.900208,1.009611,1.0015317,1.0266017,1.2364556,0.7571721,1.1315893,1.0286015,1.0855843,0.55968463,1.3391249,1.0430343,1.0825629,0.97641426,0.6683687,0.95043004,1.392787,1.1152376,0.77687323,1.0477643,0.70831597,1.0341722,1.183812,1.0785851,1.1390027,0.5370134,0.97423834,0.9037159,1.0856069,1.0649208,1.3397714,1.2643899,1.383329,1.1474233,1.2086462,1.0203936,0.88796943,0.9241379,1.0353708,0.7528874,1.3348526,1.2967086,1.0446391,1.2345049,0.8779608,0.85282946,0.9456189,1.1252114,1.124773,0.79519725,0.9860434,0.8209103,0.9179471,0.97632533,1.1138985,0.96539223,1.0214592,1.0978965,1.1639584,0.93263376,0.7294117,0.89873934,1.4274476,0.8148649,1.014463,0.0,0.996318,1.244473,0.86642945,0.8633313,0.7002637,1.0796415,1.2880611,1.2973413,1.3015387,1.2557663,0.9914786,0.5124984,0.94128025,1.0548191,1.3602864,0.9737278
spoon,0.9668421,0.8892947,0.6192087,0.85440016,1.3916637,0.8875797,0.7542193,1.1840733,0.9050864,1.1601295,1.5662475,0.7104007,1.467291,1.3643785,0.7014285,1.4502833,0.8498399,0.58025134,0.42663437,1.2523683,0.5732526,0.64274204,0.7555735,0.90008926,0.5043708,1.2685798,0.7696257,1.312645,1.1435375,0.7147103,1.3197142,1.4437829,1.226622,0.86689913,0.7436948,1.420862,0.97997975,0.47122025,1.50686,0.42485636,1.3951123,1.2232561,1.172801,0.8465854,1.4045761,0.77322984,1.2814224,1.3035967,0.81593764,1.1036038,0.65671456,0.03461218,0.68837255,1.17204,0.62555444,1.1801057,0.7623619,1.3906112,1.0390214,1.1408708,0.6990963,1.2057859,1.1918615,1.4475751,1.2240984,1.18915,0.2569865,1.169991,0.5989242,1.1776216,0.9562664,1.410621,1.2123289,1.0754933,0.63582695,0.50334394,0.51186514,0.9431163,0.6431198,0.86598206,1.2614247,1.4320349,1.3710483,1.2009456,0.32020485,0.35278606,0.63637674,0.7256195,1.1272154,1.1422453,0.3107862,0.9386991,0.7130425,1.1883925,1.1540983,1.2440798,0.9889146,1.3774726,0.7992702,1.4826674,1.0905373,1.2688917,0.5473035,1.2694025,0.7134266,1.3797202,0.52828896,0.6718979,1.0329101,0.996318,0.0,0.62508786,1.3551526,1.4725293,1.42054,0.65715665,0.74521095,0.56621164,0.42642534,0.6232133,1.0315962,1.1067933,1.1963296,0.99147046,0.6474069,1.2807832
strawberry,0.9382459,0.9309028,0.42986834,0.93522394,1.4811243,0.6449897,0.42277002,1.1452383,0.99320084,1.4460082,1.5111449,0.67399687,1.4656622,1.4102807,0.6932963,1.4247655,0.94445443,0.4378512,0.73979306,1.1798682,0.63945955,0.7870515,0.73558056,0.94159824,0.4358052,1.2618669,0.5943435,1.3328855,1.195216,0.72320294,1.2770381,1.3407136,1.1626611,1.0921203,0.6568237,1.3702023,1.0071261,0.40747374,1.4508353,0.39569896,1.3373464,1.2269696,1.1535091,1.0197855,1.3813323,0.5237143,1.298291,1.153306,0.7981322,1.2412816,0.6337656,0.62698877,0.7858745,1.3349936,0.48935473,1.2048603,0.69840735,1.2218902,1.0731144,1.2231717,0.55241024,1.227543,1.2899415,1.3904341,1.2194763,1.1977775,0.7578464,1.1948991,0.70382977,1.1348493,0.931041,1.3375614,1.2142141,1.020372,0.41687328,0.59359556,0.48534214,0.9382404,0.3694207,0.9629842,1.2731951,1.4240552,1.3739994,1.2458382,0.5699256,0.6090877,0.6334739,0.8241942,1.2251279,1.139317,0.5181999,0.99501646,0.7838948,1.1593848,1.1007142,1.2579381,0.90864205,1.2081048,1.0905144,1.4225838,1.1166174,1.1876554,0.6620651,1.3271558,1.1043061,1.3885014,0.4442463,0.74644196,1.1533679,1.244473,0.62508786,0.0,1.2683737,1.4185724,1.4623928,0.59576565,0.67659223,0.37490427,0.40122795,0.6445986,0.83638394,1.2606215,1.1775365,1.0662968,0.631493,1.2747893
stroller,1.0798846,1.2015685,1.2875292,0.9676777,0.7537287,1.1756095,1.3034737,0.9715588,0.9298221,0.8357891,0.59295356,1.2698866,0.5907639,0.71103084,1.207366,0.5862354,0.8982115,1.3296995,1.196112,0.5963994,1.2136409,1.3356911,1.0245882,0.979801,1.3081176,0.89889514,1.3122411,0.9580173,0.88475275,1.2430191,0.9098679,0.91328955,0.77468693,1.1242756,1.1736312,0.70978975,0.89755064,1.3557256,0.5912311,1.3029864,0.8544688,0.7252006,1.0484859,0.9979713,0.8939105,1.2103574,0.86716735,0.8873594,1.2042583,0.84611726,1.224715,1.3867316,1.1617284,0.71474195,1.2413548,0.8624305,1.1579028,0.92885035,1.0609047,0.9796546,1.1079017,1.0760139,0.8846984,0.8163419,0.8472403,0.86280274,1.3639901,0.85385275,1.2981782,0.7392571,1.0541465,0.7089959,0.9574523,1.027891,1.2638209,1.221578,1.3625573,1.0641704,1.3048637,1.0851121,0.74524605,0.8758051,0.8300562,0.78284407,1.3762057,1.3397169,1.2012407,1.0544599,0.8403715,0.8351005,1.2783403,1.1394656,1.1789197,0.82719725,0.6466578,0.8884361,1.0272454,0.96626604,1.014474,0.872648,0.8355477,0.9412982,1.2277012,0.9058846,1.1495297,0.88275844,1.3370965,1.1097472,0.9849175,0.86642945,1.3551526,1.2683737,0.0,0.85191065,0.6754522,1.2085911,1.2443267,1.262119,1.3334397,1.1745014,0.98257726,0.8272686,0.95238113,1.0429987,1.2941892,0.96184605
sweater,1.2725275,1.2035882,1.4403312,1.132531,0.3774925,1.2249593,1.3943372,0.88602656,1.2321916,0.74071974,0.47132635,1.3605667,0.6486281,0.6718566,1.3641948,0.7183504,1.2796246,1.4330729,1.2956889,0.95345885,1.3629531,1.3127786,1.3814274,1.2210746,1.4848354,0.8787393,1.3727572,0.74100566,0.90577173,1.3520731,0.8329148,0.26240838,0.9368266,1.2199719,1.2517638,0.68263245,1.1280547,1.4875882,0.54162997,1.4839337,0.6193985,0.85792303,0.95589095,1.2693715,0.24732786,1.2671714,0.65457016,0.55052924,1.2107193,1.032048,1.2455027,1.454681,1.4282784,0.81194806,1.3409603,0.91457915,1.3651981,0.31640798,0.98351634,0.82544357,1.3869538,0.500025,0.7509031,0.31095517,0.86426216,0.92366654,1.4553496,0.80971444,1.3419877,0.81858635,1.0846134,0.7142844,0.9213107,0.9676599,1.368254,1.5175135,1.4789896,1.1210984,1.4984684,1.2031459,0.9517907,0.28461432,0.5722717,0.84666216,1.489189,1.4029679,1.3876694,1.4550447,1.037525,1.0246902,1.4265585,1.2378253,1.1997215,0.9442001,1.0387325,0.80473626,1.1149163,0.3401714,1.2029079,0.2782905,1.0630739,0.84819275,1.3808913,0.70012444,1.1395648,0.57701284,1.4797794,1.2149665,1.0820439,0.8633313,1.4725293,1.4185724,0.85191065,0.0,0.49950832,1.4303501,1.2996638,1.3977034,1.4451749,1.4373384,1.2195597,0.91272384,0.871372,1.0245261,1.3998597,0.7953034
table,1.1226597,1.2736523,1.5443631,1.0588331,0.48627812,1.2416822,1.4128251,0.84441566,0.93193525,0.55534506,0.3314824,1.3452756,0.44333452,0.65040404,1.3897073,0.55988216,0.9914386,1.4941111,1.0942489,0.65368354,1.3995674,1.3448818,1.232214,1.153307,1.5215385,0.7487844,1.3617513,0.78686404,0.65006256,1.3267914,0.7553475,0.6546097,0.75310856,1.1410422,1.2348381,0.5676222,0.9761449,1.5745776,0.37148714,1.4853992,0.7299345,0.7789551,0.91332537,1.0520881,0.6018051,1.3481072,0.79323053,0.8439761,1.3453107,0.8554662,1.3054854,1.4542685,1.3926659,0.6949491,1.4607689,0.94124043,1.3118978,0.78466165,0.9251149,0.88226175,1.4189465,0.8902224,0.6900383,0.66008425,0.66740346,0.9459037,1.416812,0.5986601,1.3582156,0.76278293,1.0852765,0.6689423,0.79873747,1.0371077,1.4986954,1.5245025,1.575179,1.2072288,1.5358093,1.0883173,0.79839796,0.5738628,0.64695966,0.6987079,1.5589969,1.5266398,1.4408233,1.3444122,0.85911906,0.96761525,1.3022739,1.2215778,1.3046103,0.84974015,0.99813753,0.7182236,1.1033766,0.7917398,1.0807072,0.5680212,0.99091333,0.96314573,1.4668442,0.6748657,0.87034595,0.4874692,1.5770578,1.1732222,0.89170396,0.7002637,1.42054,1.4623928,0.6754522,0.49950832,0.0,1.4109108,1.4469044,1.4467583,1.5170041,1.4715191,1.0379515,0.47215056,0.8420429,0.9426398,1.5409858,0.6978373
tape,0.85541,0.8714938,0.5087812,0.801646,1.4668775,0.5335789,0.5643567,0.8411778,0.9530419,1.4386411,1.4572227,0.9193351,1.4084337,1.3337246,0.7232782,1.3298869,0.7621184,0.6631267,0.70651066,1.1411488,0.6489252,0.8467423,0.47368872,0.84604967,0.7034074,1.2253783,0.82646203,1.3914438,1.3877577,0.5177939,1.3832331,1.3587209,1.0022783,1.012736,0.6322216,1.3945811,0.84712636,0.5012508,1.324896,0.44582886,1.4709592,1.1026808,1.2991459,0.9644774,1.4211074,0.44282788,1.3690327,1.155103,0.85137653,0.9930844,0.86855614,0.69236743,0.47110987,1.143369,0.6597965,1.1139514,0.38767052,1.3121803,0.9821169,1.1926099,0.6289874,1.3821301,1.3474844,1.3738664,1.0599461,1.0680946,0.847811,1.3074083,0.7335742,1.1054946,0.98581666,1.3203276,1.1828094,1.0015185,0.56981575,0.77864105,0.73642373,0.9350345,0.37381017,1.1649368,1.0945319,1.424107,1.4067008,1.1703728,0.60905474,0.6758069,0.719513,0.8744556,0.9672308,1.1939,0.6065633,0.68730795,0.8941075,1.00964,1.0985916,1.402226,0.90043265,1.3732125,0.7424835,1.4556886,0.9517141,1.2639185,0.93039834,1.4234295,1.1264266,1.3680284,0.5796733,0.68123174,1.0274048,1.0796415,0.65715665,0.59576565,1.2085911,1.4303501,1.4109108,0.0,0.74812293,0.65734047,0.5650462,0.8659929,0.42236233,1.1316078,1.2483382,1.2843267,0.70602214,1.4608485
toe,1.0625778,0.46760392,0.5074496,0.9823967,1.1895776,0.91710436,0.71129745,1.1250799,1.2779241,1.3429534,1.5053587,0.8531342,1.47978,1.2889698,0.98442066,1.3965183,1.1031967,0.84801453,1.1064509,1.3957556,0.36286342,0.88007325,1.0713447,1.0737418,0.7261527,1.2697132,0.37595892,1.2670052,1.2927905,0.6202581,1.3834641,1.1774019,1.3159883,1.0620087,0.71791124,1.374417,1.160546,0.50341696,1.4922106,0.67706805,1.1778333,1.1226984,1.3026702,1.041084,1.2597749,0.7241396,1.301104,0.955954,0.06875938,1.0347333,0.9386787,0.7271193,0.82259625,1.2759211,0.44229847,0.88971496,0.56667995,1.117115,1.1611543,0.5556639,0.5716703,1.1255939,1.2994668,1.2691487,1.3142942,0.9200474,0.6989838,1.3758476,0.92225164,1.2455326,1.110375,1.093358,1.2003185,0.60492146,0.43118334,0.82600176,0.5081172,0.40342975,0.533239,1.274527,1.1830348,1.3307457,1.0050225,1.2766396,0.4043737,0.33409846,0.7794483,0.8319483,1.1932297,1.2303339,0.8563306,0.6949552,0.8118964,1.0288153,1.2623851,1.404069,1.1064714,1.2032413,1.0025502,1.3064055,0.79536414,1.033128,0.85621285,1.3595961,1.2119825,1.355814,0.32059592,1.0516286,0.93808717,1.2880611,0.74521095,0.67659223,1.2443267,1.2996638,1.4469044,0.74812293,0.0,0.48427337,0.6237993,0.91018885,1.041979,1.2961612,1.2517266,1.2214681,0.32373148,1.3640604
tooth,0.90316033,0.75777984,0.49226367,1.089469,1.3722336,0.88998204,0.5691867,1.2166206,1.1899637,1.4292498,1.5126059,0.55218315,1.503923,1.4426272,0.773,1.4246876,0.95571643,0.47958618,0.7584475,1.2787819,0.4957158,0.7701497,0.95767605,0.98116,0.39993268,1.1484065,0.42753017,1.2428877,1.2559038,0.5797527,1.2971132,1.3419253,1.2687538,1.0354537,0.68601394,1.3481947,1.0758762,0.20531923,1.4805231,0.3606261,1.2606082,1.2871182,1.1882132,1.0567521,1.395175,0.72001225,1.3091004,1.0948604,0.65429336,1.1881198,0.66935754,0.5937433,0.7155108,1.400744,0.21215945,1.2864153,0.5794922,1.2004441,1.1122421,1.1772323,0.4703523,1.2134858,1.340883,1.4360932,1.2771941,1.1284417,0.64142996,1.2119417,0.7631916,1.2677797,1.0262481,1.4118319,1.0928049,0.8496641,0.18080473,0.6221036,0.32057476,0.7940129,0.46246082,1.0787154,1.2905886,1.4307224,1.2853618,1.3141042,0.3424555,0.47645974,0.806567,0.7434775,1.1066197,1.1245794,0.37891555,0.8453957,0.918797,1.2303846,1.2579585,1.31668,1.0711582,1.2678267,1.0556267,1.4227324,1.1766376,1.1431167,0.6818374,1.3355794,1.1614171,1.4080423,0.1915952,0.86081034,1.2199252,1.2973413,0.56621164,0.37490427,1.262119,1.3977034,1.4467583,0.65734047,0.48427337,0.0,0.32463938,0.7106501,1.0463656,1.2569317,1.1848502,1.2007811,0.42609227,1.2814128
toothbrush,0.95320684,0.8852818,0.5232925,0.9883021,1.474611,0.8100437,0.5647072,1.1138895,0.9670594,1.459245,1.5439178,0.6794178,1.536896,1.3862215,0.7381823,1.4589798,0.9335095,0.308123,0.6682931,1.2452446,0.5667704,0.5860819,0.7253027,0.99289864,0.32523334,1.2697525,0.528837,1.3306297,1.2862641,0.7699138,1.3082597,1.4104451,1.2182791,1.0542034,0.69466484,1.4413109,1.0636678,0.16545379,1.4527364,0.27378464,1.3875053,1.1698718,1.1747483,1.0849559,1.4109674,0.7397338,1.2663376,1.2467793,0.7513567,1.2174367,0.5871632,0.41286558,0.6797333,1.4083364,0.37031686,1.2308112,0.6098539,1.2973099,1.1892334,1.2259378,0.51405567,1.1562748,1.2645961,1.3711228,1.2738557,1.2185087,0.54585516,1.1306201,0.7433755,1.249186,0.86514723,1.4359852,1.1741208,1.0534664,0.28666866,0.5092534,0.3713063,0.969689,0.5039926,0.9736867,1.2492977,1.4407799,1.4218255,1.3067966,0.27814364,0.3561138,0.7491443,0.84078264,1.163674,1.0896087,0.37572157,0.8976594,0.7897669,1.2119092,1.1150604,1.2900287,1.0146616,1.2794304,0.8525595,1.4565585,1.1499001,1.2236004,0.577338,1.3610319,1.1756059,1.3802191,0.33124852,0.7381941,1.1121881,1.3015387,0.42642534,0.40122795,1.3334397,1.4451749,1.5170041,0.5650462,0.6237993,0.32463938,0.0,0.5749123,0.8390064,1.3755147,1.149439,0.98388803,0.4566145,1.3305331
towel,0.88436246,0.87797886,0.7754135,1.0505939,1.4289454,0.97192824,0.7831377,1.278822,0.87007755,1.2047179,1.3609489,0.61336756,1.2638861,1.1167656,0.7769724,1.0408983,0.8681258,0.3964079,0.8397075,1.0683547,0.79748154,0.62035334,0.78642666,0.9727546,0.36229765,1.191364,0.8220128,1.2197709,0.8490775,0.8729233,1.08911,1.3574138,1.1660974,0.845246,0.73083293,1.0798258,0.97532475,0.65488577,1.4583786,0.57770115,1.1596195,1.1766484,0.8859261,0.8460791,1.3582207,0.9536616,1.0266129,1.3527129,1.0140065,1.2369101,0.7609958,0.625515,0.8200757,1.3620197,0.8569778,1.1023314,1.0205076,1.3572334,1.1510444,1.3329186,0.7670778,1.0979596,1.2905322,1.2717664,1.2308156,1.0664797,0.62202096,1.0395626,0.7315055,1.2974074,0.8589762,1.299022,1.1619768,1.1780329,0.8161212,0.031962276,0.5112523,1.1453068,0.7678697,0.48293436,1.0211966,1.3192159,1.1520286,1.0838389,0.68151265,0.7539393,0.6668512,0.38183284,1.1258818,1.0372595,0.64650995,0.988791,0.78497577,1.2161171,0.8039893,1.0355561,1.0371245,1.1866621,1.0350227,1.3645054,1.147151,0.84066504,0.4471053,1.1513188,0.87137514,1.3876898,0.692555,0.83536255,0.8652644,1.2557663,0.6232133,0.6445986,1.1745014,1.4373384,1.4715191,0.8659929,0.91018885,0.7106501,0.5749123,0.0,1.085685,1.3205137,1.1796973,0.8835453,0.6900896,1.1472211
