,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
closet,1.0909232,1.2744474,1.4286124,1.1299577,0.8423866,1.2975099,1.3076881,0.9076116,0.9091245,0.70847404,0.702244,1.0899593,0.6285068,0.9145442,1.2206688,0.84525543,1.1133125,1.156539,1.164963,0.69281876,1.4173937,0.9437623,1.159496,1.087582,1.1220556,0.72216624,1.2474802,0.68937254,0.51131845,1.336429,0.0,0.8431685,0.8460607,1.0444944,1.2592854,0.5619856,0.9861087,1.4079214,0.6979003,1.3245134,0.7644146,1.0244325,0.19574988,0.8451028,0.861292,1.3616546,0.83901346,0.9472026,1.321069,1.1034428,1.1336464,1.2979785,1.3194118,0.979383,1.3047876,1.0398586,1.413412,0.82560235,0.93578,1.0323918,1.3225553,0.88979775,0.7079531,0.8867531,0.92658746,1.0212133,1.1788665,0.6654901,1.1560478,0.9925266,1.0046228,0.86916137,0.7164034,1.1045322,1.3708432,1.1519043,1.310982,1.1311104,1.3937036,0.6235504,0.91943634,0.8803166,0.8202486,0.9081892,1.446609,1.4162505,1.3027489,1.1265186,0.85060555,0.8161446,1.2829685,1.1686741,1.2254415,1.0387845,0.95695287,0.39535677,1.0698066,0.8284052,1.2077769,0.7722913,1.1422181,0.796591,1.073523,0.5329055,0.8897831,0.6512784,1.3918736,1.1646442,1.0993972,0.93247145,1.3197142,1.2770381,0.9098679,0.8329148,0.7553475,1.3832331,1.3834641,1.2971132,1.3082597,1.08911,1.2267586,0.88614434,0.8825647,0.65953684,1.3696103,0.47754198
coat,1.2860351,1.129379,1.3308226,1.1074896,0.53867596,1.1396863,1.2925048,0.95787776,1.2025462,0.76301277,0.57383907,1.294113,0.8045421,0.8129955,1.2966533,0.8124205,1.2807189,1.3565869,1.2966738,1.0164223,1.3253888,1.2261477,1.3289695,1.230483,1.4130908,0.83120674,1.2787223,0.79729927,0.9611276,1.2557784,0.8431685,0.0,0.957873,1.2584418,1.2294234,0.7802361,1.1942875,1.4060771,0.64745474,1.4100851,0.6758431,0.900369,0.9231431,1.1597258,0.43801725,1.1732419,0.72761005,0.5381913,1.111109,1.0668961,1.2374493,1.4296842,1.3877041,0.89498204,1.2525294,0.9871352,1.3499761,0.40612018,1.1019857,0.8540175,1.2732971,0.53853536,0.7943937,0.34690177,0.852785,0.8828193,1.4403676,0.8425047,1.2878866,0.88213956,1.0877956,0.8588389,0.8596413,0.91483116,1.2821553,1.4406108,1.3930253,1.0469915,1.3501406,1.1306801,0.8956977,0.48953462,0.5871391,0.92797965,1.4187881,1.33108,1.3098099,1.3614855,1.0496925,1.061169,1.4008131,1.2125912,1.1178447,0.9683723,1.0401026,0.7469686,1.1086509,0.39522564,1.263092,0.466372,1.0991501,0.8190179,1.3954458,0.70321536,1.1152428,0.66136307,1.3703274,1.2021141,1.038029,0.9973059,1.4437829,1.3407136,0.91328955,0.26240838,0.6546097,1.3587209,1.1774019,1.3419253,1.4104451,1.3574138,1.189852,1.0170593,0.8927965,1.0049704,1.3039329,0.7446124
coffee,0.98153555,1.1627913,1.2205814,0.9932675,0.9544237,1.0220016,1.1571178,1.0593146,0.87472296,0.88621324,0.7364141,1.1582477,0.6613816,0.9192005,1.0823681,0.80050343,0.6749246,1.1566284,1.0004063,0.686053,1.2112837,1.2137039,0.886215,0.9773255,1.2012076,0.9111577,1.3386244,1.0402185,0.86196035,1.2352906,0.8460607,0.957873,0.0,0.95547545,1.1415027,0.74117005,0.94933814,1.2427281,0.7213384,1.1804276,1.0960685,0.8802434,0.98615134,0.8861732,0.9480764,1.1405748,0.97265357,1.0727962,1.242537,0.94951344,1.136382,1.2276375,1.0717816,0.8702705,1.2395244,0.9016357,1.0833728,1.0395427,0.78643596,1.0238281,1.1387836,1.1316352,0.9116,0.89091605,0.9978276,0.97884405,1.240603,0.9890005,1.1836116,0.9519687,1.0075115,0.8654984,1.0058131,1.1665869,1.2314525,1.1706412,1.3141865,1.2184386,1.2072027,0.89968675,0.8667986,0.943731,0.99072397,0.8086604,1.288927,1.2671596,1.0994223,1.0605812,0.8711197,0.8781082,1.1021938,1.0932068,1.1307207,0.89448154,0.79021573,0.8902724,0.99238485,1.0287144,0.9690309,0.9470145,0.9017097,1.0199713,1.1611611,0.95323503,0.9680053,0.892879,1.2892368,1.0257533,1.0253617,0.860016,1.226622,1.1626611,0.77468693,0.9368266,0.75310856,1.0022783,1.3159883,1.2687538,1.2182791,1.1660974,0.85553586,0.7949705,0.9285977,1.0160838,1.2082596,0.9283782
comb,0.76012564,0.90429795,1.087803,0.95496917,1.0147835,1.0648599,1.0077024,1.057181,0.8003993,0.9530761,1.1179782,0.891561,0.9470132,1.0184283,0.96252346,0.99815804,0.637543,0.96464586,0.9684957,0.94261223,0.9721604,0.8926438,0.9649628,0.9541948,0.9691837,0.9090039,1.008531,0.9944191,0.9081299,0.83234644,1.0444944,1.2584418,0.95547545,0.0,1.0794458,0.9992899,0.8384615,0.96461564,1.1534816,1.0372313,1.1090305,1.0641514,1.0143749,0.7692261,1.1572526,1.1240387,0.9841379,1.2280844,1.0289996,0.81822526,0.98323095,0.7904377,0.97968405,0.91968477,1.0827676,0.8593761,0.8885989,1.2057604,0.85029984,0.9624036,1.0505668,1.1006407,1.0546672,1.1641793,1.065481,0.9845491,0.69354177,1.0445153,0.77865916,1.1148434,1.024354,0.9198457,1.0730786,1.0640478,1.0903018,0.8078849,0.9612682,1.0706583,1.067181,0.81516194,1.0985584,1.1010096,1.1228253,0.7911792,0.86868155,0.8892256,0.9444442,0.77062553,1.0152442,1.0221596,0.91830003,0.97933644,1.0759007,1.0606376,0.97510654,1.0621555,1.0269179,1.2086279,0.7164847,1.1366341,0.8440963,1.0373049,0.85630333,1.0527766,0.71234465,1.0680572,0.9619761,1.0830318,0.8160485,0.9993821,0.86689913,1.0921203,1.1242756,1.2199719,1.1410422,1.012736,1.0620087,1.0354537,1.0542034,0.845246,1.0816467,0.9787066,1.092195,0.92977554,0.9921899,0.99301356
cookie,0.9441601,0.8670227,0.61023784,0.9732196,1.2898778,0.69529474,0.78326786,1.1082233,1.0592517,1.3710539,1.3671684,0.92692345,1.3718172,1.220532,0.8179096,1.1951935,1.0066838,0.74922645,0.8975891,1.2263573,0.5270356,0.8844948,0.94698846,0.91457134,0.7398882,1.2926193,0.81882876,1.1875602,1.2048652,0.7090787,1.2592854,1.2294234,1.1415027,1.0794458,0.0,1.2846016,0.85431635,0.70839334,1.3493845,0.6756023,1.114847,1.0176594,1.2099915,0.9980767,1.2621124,0.6526906,1.1985738,1.1124531,0.82545686,1.0602981,0.8153693,0.7547727,0.60468805,1.2827015,0.8053747,1.1378175,0.74832195,1.1883944,1.0212672,1.0958339,0.7017731,1.1732442,1.2630643,1.2318642,1.2188597,1.1333936,0.92906475,1.1204836,0.780787,1.0887876,0.9920763,1.1770358,1.1279242,1.020178,0.6691255,0.6868959,0.74968743,0.9572176,0.67403734,1.052053,1.1590449,1.2830249,1.2031438,1.2214739,0.73450327,0.7442095,0.7136428,0.8983753,1.1196738,1.1724244,0.67091686,0.89458084,0.73910725,1.0248015,1.0619286,1.253255,0.929003,1.2332473,1.0149113,1.3137287,1.1201143,1.1442554,0.90719426,1.3349268,1.1499289,1.3128505,0.6799757,0.74892366,1.1388829,1.1562995,0.7436948,0.6568237,1.1736312,1.2517638,1.2348381,0.6322216,0.71791124,0.68601394,0.69466484,0.73083293,0.8041979,1.0651793,1.1454346,1.1970326,0.78276855,1.2964594
couch,1.0354347,1.0438073,1.4860001,1.1810874,0.68728834,1.3465804,1.3412751,1.0514617,1.0765978,0.5590394,0.3644843,1.0771092,0.24426991,0.8350001,1.2220612,0.48928714,1.0538142,1.2924592,1.2778713,0.681177,1.4575348,1.0701885,1.246769,1.0221364,1.2158786,0.72487414,1.2589196,0.69257265,0.35718626,1.3436785,0.5619856,0.7802361,0.74117005,0.9992899,1.2846016,0.0,1.0258715,1.4405745,0.5595491,1.4310312,0.7256582,0.96968424,0.6402298,0.84555244,0.78065175,1.3814082,0.7980498,0.9146959,1.3127897,1.0502573,1.2715385,1.4144399,1.3074337,0.99380827,1.3465246,0.8727168,1.4597676,0.88132566,1.0738565,1.0744237,1.3133872,0.96932936,0.73810774,0.6984726,0.9686145,0.72215044,1.2170308,0.67947274,1.2568347,1.0585304,1.1264708,0.7633292,0.7926706,1.167235,1.4141028,1.1300887,1.338476,1.2037103,1.4048922,0.7924534,0.7740636,0.705654,0.56913227,0.90442175,1.4577663,1.4663093,1.3696535,0.78745556,0.9123088,0.8813449,1.3201219,1.1351862,1.2790754,1.0508591,0.8399511,0.6894939,1.1504993,0.8788523,1.0902101,0.6484625,1.0188408,0.74950457,1.1713603,0.585744,0.8108104,0.62105846,1.3842366,1.314708,0.9306274,1.0231485,1.420862,1.3702023,0.70978975,0.68263245,0.5676222,1.3945811,1.374417,1.3481947,1.4413109,1.0798258,1.2656345,0.7904215,0.925821,0.7715987,1.3192755,0.6907077
cracker,0.98043644,1.0964056,1.0699965,0.6806922,1.0809346,1.0482665,1.1511971,0.6959851,0.8755951,1.0878625,1.0715852,1.081563,0.95622647,0.8203497,1.0046008,0.9474385,0.6286262,0.9863029,0.91938096,0.8443625,0.947427,1.1119418,0.86505646,0.96869886,1.0396417,0.9822118,1.1338328,1.0496317,1.0819441,1.0773324,0.9861087,1.1942875,0.94933814,0.8384615,0.85431635,1.0258715,0.0,1.079514,1.0291826,0.96917695,1.0765167,1.0153723,1.0803975,0.987141,1.053927,0.9894254,0.990884,1.0314683,1.1548836,0.8967739,1.1245793,0.9930168,0.97675145,0.93990463,1.1581254,0.95099795,0.8674128,1.1198465,0.85045433,1.0492738,1.0896236,1.1702479,1.1260104,1.131145,0.7748567,1.1438942,1.0030866,1.0379049,1.0752949,0.8892233,0.93856627,0.8615306,0.9546184,1.0587399,1.1541259,0.95344305,1.1161251,1.1248137,0.9829515,1.0428935,0.9774697,1.0710357,1.1379641,0.62797695,1.0677125,1.0771068,1.0215139,1.006032,0.79431,1.0860132,0.92929554,1.002587,1.1018361,0.94893235,0.87984324,0.976602,0.97662413,1.1246006,0.97928774,1.0802786,0.8996811,1.1123291,1.0849419,1.0908382,0.9923736,1.075661,1.1013069,0.8826168,0.9479266,0.8819386,0.97997975,1.0071261,0.89755064,1.1280547,0.9761449,0.84712636,1.160546,1.0758762,1.0636678,0.97532475,0.9361939,0.8212501,1.1448492,1.1161282,1.1320472,1.1787378
crayon,0.7297982,0.65342104,0.44073677,1.0934547,1.4236555,0.83213365,0.5006697,1.1579062,1.1594803,1.4493456,1.5447612,0.4974475,1.5289311,1.4622977,0.6214241,1.4636877,0.8380496,0.36563706,0.72823286,1.3067849,0.5126039,0.6055815,0.8562751,0.8884266,0.33202642,1.1623781,0.4255411,1.287245,1.3513491,0.61508363,1.4079214,1.4060771,1.2427281,0.96461564,0.70839334,1.4405745,1.079514,0.0,1.4917848,0.30703747,1.4037817,1.2956321,1.2572045,0.98559207,1.4437479,0.7007072,1.3557155,1.2323456,0.6204667,1.14565,0.6282822,0.47428358,0.5502225,1.491902,0.207026,1.2628363,0.46770066,1.3372715,1.1830059,1.2040763,0.43742537,1.2185432,1.3713717,1.3926103,1.360568,1.0713367,0.47954905,1.2289815,0.7536098,1.3335516,1.0194414,1.5049093,1.1761017,0.9993934,0.14082015,0.5455002,0.26618743,0.8805777,0.38665175,1.1232224,1.291921,1.4470724,1.3849314,1.2983096,0.13806665,0.2981,0.76524466,0.70034724,1.1561878,1.1461968,0.33783025,0.7722856,0.87895995,1.290122,1.2581846,1.4226472,1.0193886,1.3660567,0.82071555,1.471084,1.1614181,1.2201649,0.6583706,1.3531296,1.1335789,1.4005725,0.1550932,0.90609646,1.1315147,1.3657396,0.47122025,0.40747374,1.3557256,1.4875882,1.5745776,0.5012508,0.50341696,0.20531923,0.16545379,0.65488577,0.91212827,1.3399385,1.143369,1.141587,0.31281513,1.3644216
crib,1.0920545,1.325453,1.5375687,1.1717749,0.4547161,1.1884787,1.3862474,0.7791063,0.8903472,0.4891168,0.120666385,1.3529836,0.3174597,0.60766685,1.2992635,0.5314636,1.0292478,1.4388578,1.1931338,0.50972843,1.5307419,1.2786279,1.1184902,1.1257571,1.4787828,0.56547165,1.4204139,0.7096838,0.8597699,1.4180808,0.6979003,0.64745474,0.7213384,1.1534816,1.3493845,0.5595491,1.0291826,1.4917848,0.0,1.4972706,0.8549663,0.72054833,0.8238195,0.9691354,0.6517899,1.2873294,0.6397069,0.83889496,1.4143138,0.902246,1.274146,1.5060964,1.3335979,0.71125746,1.3809114,1.0195359,1.3682038,0.8125961,0.9675039,1.0642447,1.3602258,0.89144665,0.6400016,0.54725397,0.7767135,0.96717507,1.5095592,0.6148826,1.3669695,0.843155,0.99266416,0.7770073,0.86976486,1.1483995,1.4361167,1.5070355,1.5684066,1.2247525,1.4788638,1.0396312,0.81122833,0.5438305,0.8602345,0.7481248,1.5486934,1.5470761,1.4746424,1.3624882,0.91220367,0.9862977,1.3695335,1.234116,1.3296121,0.9544883,0.92044395,0.6719228,1.1115056,0.86498433,0.9945173,0.51356536,0.9787997,1.0821285,1.4744635,0.46035433,0.9999565,0.34224594,1.5290527,1.2543766,1.0321189,0.8393314,1.50686,1.4508353,0.5912311,0.54162997,0.37148714,1.324896,1.4922106,1.4805231,1.4527364,1.4583786,0.91453904,0.712816,0.7764003,0.93543553,1.5478742,0.64403385
cup,1.0055627,0.8741935,0.45576537,0.8609211,1.5191038,0.7107636,0.48561704,1.200704,1.014303,1.4584548,1.5996763,0.5527753,1.5321907,1.4828155,0.75326085,1.5686723,0.8472848,0.21868956,0.5516763,1.1637528,0.56779647,0.71918565,0.4709934,0.97584355,0.23591459,1.1972277,0.6588403,1.3585818,1.1585387,0.64432526,1.3245134,1.4100851,1.1804276,1.0372313,0.6756023,1.4310312,0.96917695,0.30703747,1.4972706,0.0,1.4098997,1.2485898,1.1741205,1.0094846,1.4467604,0.60842144,1.3292129,1.251216,0.8193228,1.2824397,0.65793276,0.4690218,0.7300296,1.2003562,0.42159128,1.227622,0.5938233,1.3319576,1.1206626,1.242566,0.50564724,1.2796104,1.3854277,1.4717641,1.0579172,1.2185057,0.5840669,1.1464576,0.70494807,1.2210473,0.8870776,1.4795947,1.1397578,1.0736359,0.3325677,0.48928988,0.38026738,0.97650766,0.4483142,0.86672544,1.2606927,1.4850436,1.3889271,1.2535746,0.39821553,0.53740275,0.66236484,0.7673155,1.1858178,1.1164753,0.32689065,0.9760656,0.8376425,1.218662,1.1679561,1.2497182,1.0455029,1.3143268,1.0890685,1.515112,1.1914134,1.1643775,0.5645551,1.376877,0.95274484,1.4606483,0.37192655,0.58884954,1.0842046,1.1607718,0.42485636,0.39569896,1.3029864,1.4839337,1.4853992,0.44582886,0.67706805,0.3606261,0.27378464,0.57770115,0.8237748,1.3004503,1.207689,1.0847692,0.51163745,1.3284872
dog,1.0828921,1.1478419,1.2926344,1.1095604,0.67627025,1.2685665,1.4003944,0.9343088,1.2245861,0.88987136,0.68586254,1.1914037,0.82695985,0.75786346,1.1184664,0.65672284,1.3563945,1.3904116,1.3636007,1.1107535,1.2224896,1.2946141,1.4503274,1.0122601,1.304629,0.71351266,1.1461797,0.3270278,0.846738,1.2753179,0.7644146,0.6758431,1.0960685,1.1090305,1.114847,0.7256582,1.0765167,1.4037817,0.8549663,1.4098997,0.0,0.95546895,0.90844685,1.2932703,0.6009334,1.308214,0.7678797,0.7397218,1.1689175,0.88227767,1.1629751,1.39275,1.1985815,0.9104416,1.1893587,0.926425,1.3067727,0.587168,1.0301304,0.94174534,1.2502353,0.4753852,0.93657947,0.6714803,0.8624213,0.795175,1.3308221,0.83351636,1.2510593,0.9866988,1.111847,0.7436276,0.59622556,1.0673809,1.2578378,1.2316755,1.2580509,1.0033534,1.4027071,1.0744482,0.84921575,0.6431806,0.66715133,1.0524943,1.3550484,1.356853,1.1737353,1.1343212,0.9383382,0.85538995,1.3928075,1.0352122,1.0926952,0.8224442,0.92259365,0.88285756,0.9655984,0.5644386,1.2435535,0.6017618,1.0637063,0.78222954,1.0712092,0.7679743,1.1878147,0.78006035,1.2902617,1.2107284,1.1271278,0.9991727,1.3951123,1.3373464,0.8544688,0.6193985,0.7299345,1.4709592,1.1778333,1.2606082,1.3875053,1.1596195,1.3355907,1.050336,0.8801904,0.9993178,1.2422613,0.7665062
doll,1.0852053,1.2156342,1.1786561,0.95281565,0.9155332,0.9444964,1.1247956,0.9045111,0.79467845,1.006501,0.7349731,1.2689993,0.8575069,0.52092135,1.1853182,0.7103764,0.96447235,1.2543741,1.0692443,0.8365511,1.1739386,1.2341973,0.97363484,1.1122918,1.3155795,1.1624147,1.1949476,1.0756707,1.0775933,1.2227364,1.0244325,0.900369,0.8802434,1.0641514,1.0176594,0.96968424,1.0153723,1.2956321,0.72054833,1.2485898,0.95546895,0.0,1.1555436,1.0860374,0.8045658,1.0648335,0.9382402,0.8587924,1.0870007,0.93818116,1.0835837,1.1802714,1.083693,0.8518177,1.254442,0.8136519,1.1267998,0.90163136,0.9934664,0.81993574,0.95128757,1.0762404,0.89911467,0.8832363,0.911185,1.0744615,1.3296528,1.0859581,1.1638145,0.93360186,0.86831063,0.7036805,1.1346353,1.0499042,1.2622344,1.2287239,1.2986976,0.89825046,1.1518102,1.0641189,0.55617833,0.79005337,1.077742,0.8853197,1.2711864,1.1367959,1.1154063,1.1112857,0.8524128,0.9832922,1.2328893,1.1207215,1.0029526,0.7781442,0.8716314,1.0371792,0.9951313,0.916172,0.9469892,0.8616323,0.8399815,1.0410916,1.1859457,1.09764,1.2222134,0.99498385,1.2635549,1.0292269,0.9149475,0.9369304,1.2232561,1.2269696,0.7252006,0.85792303,0.7789551,1.1026808,1.1226984,1.2871182,1.1698718,1.1766484,0.5849456,0.9883758,1.0280185,1.0652277,1.2360164,1.0634757
door,1.0621258,1.1833564,1.3286012,1.1861532,0.936212,1.2831057,1.1758635,1.0413094,0.9475907,0.6776418,0.8151953,0.9135336,0.731014,1.0465422,1.103908,0.9647895,1.1225063,0.9347924,1.111072,0.7243155,1.33209,0.68157053,1.0818956,1.0245872,0.89923096,0.80003166,1.145278,0.7803008,0.4645542,1.2178954,0.19574988,0.9231431,0.98615134,1.0143749,1.2099915,0.6402298,1.0803975,1.2572045,0.8238195,1.1741205,0.90844685,1.1555436,0.0,0.70657146,1.0247108,1.3032479,0.9090855,0.977488,1.2750176,1.1923947,1.0768903,1.1628377,1.2490015,1.1163505,1.236481,1.1084365,1.4271632,0.8888604,0.9887779,1.1264807,1.1726763,0.90033984,0.80131936,0.9729789,0.9828108,1.0899704,1.0233586,0.6516426,0.9941404,1.0925701,0.98361176,1.0943552,0.829666,1.1261837,1.257512,0.94228107,1.1138309,1.1596006,1.2691981,0.45536685,1.0370673,1.0175124,0.8890747,0.97868097,1.311032,1.3219564,1.1801177,0.9913743,1.0019486,0.8849583,1.1811715,1.1557062,1.126637,1.1559538,1.0373701,0.34622055,1.0893629,0.8607512,1.1894641,0.92556465,1.2197669,0.8499163,0.9738484,0.4710282,0.7392235,0.68251675,1.2554282,1.0625048,1.0269159,1.0571823,1.172801,1.1535091,1.0484859,0.95589095,0.91332537,1.2991459,1.3026702,1.1882132,1.1747483,0.8859261,1.2701805,0.95964915,0.89355385,0.5847549,1.2794237,0.44190764
drawer,0.8360414,0.89846414,1.155095,1.0809907,1.1495101,1.1149563,1.1078675,1.2604843,0.7673638,0.72104746,1.0296177,0.89393413,0.8277686,1.1528006,0.900491,1.0610627,0.64041734,0.8961468,0.9084169,0.6899634,1.065704,0.7505759,0.8970432,0.8030101,0.8720032,1.0486742,1.0735873,1.2082037,0.72486216,0.9372274,0.8451028,1.1597258,0.8861732,0.7692261,0.9980767,0.84555244,0.987141,0.98559207,0.9691354,1.0094846,1.2932703,1.0860374,0.70657146,0.0,1.2756708,1.1431779,1.1800215,1.1558809,1.0267379,1.0031145,1.0130448,0.82137287,0.8869159,1.1177891,1.0642573,1.02703,1.1014526,1.2381264,1.0444161,1.0568736,0.9722174,1.3150935,0.8497182,1.1863443,1.1343193,1.1102328,0.72112936,0.8658397,0.93801945,1.1769593,0.9999135,1.1490328,1.112367,1.0365744,1.0690999,0.8034828,0.96781,1.0324135,1.0556597,0.580121,1.1112838,1.2714779,1.1182739,0.8606808,0.92649126,0.92337227,1.0525838,0.75717777,1.0605887,1.0385523,0.9108837,0.87743956,1.0997627,1.194534,0.91379994,0.6912332,0.9958579,1.2392435,0.7436493,1.2719431,0.9429977,1.0521129,0.97532386,0.82416934,0.5562808,0.99093044,0.96797264,1.0348785,0.9975638,1.0584366,0.8465854,1.0197855,0.9979713,1.2693715,1.0520881,0.9644774,1.041084,1.0567521,1.0849559,0.8460791,1.021251,0.8751793,1.0900759,0.73140407,1.0390086,0.9710159
dress,1.1566097,1.1865795,1.4031391,1.0769573,0.49821156,1.2822477,1.4220369,0.83013463,1.1386722,0.8635335,0.60383,1.3381456,0.7032396,0.5394763,1.3438601,0.7683011,1.215586,1.436931,1.2784681,0.9813818,1.3423119,1.345181,1.3751464,1.150967,1.4613442,0.9007837,1.2658974,0.7328955,0.9916566,1.3802283,0.861292,0.43801725,0.9480764,1.1572526,1.2621124,0.78065175,1.053927,1.4437479,0.6517899,1.4467604,0.6009334,0.8045658,1.0247108,1.2756708,0.0,1.3210363,0.71450245,0.6762869,1.1577288,1.0185142,1.1882397,1.3847251,1.3874131,0.8038831,1.3269995,0.8858106,1.3012636,0.43370974,1.0446594,0.7804003,1.3963953,0.42462516,0.7925993,0.4402166,0.8833118,1.0340272,1.3492223,0.93748987,1.3101901,0.90367836,1.1258851,0.6692292,0.8965269,0.94395643,1.3611077,1.4401811,1.3989908,1.0789355,1.4680157,1.1972345,0.86150336,0.13830048,0.69310653,0.89157456,1.4061553,1.3201103,1.337147,1.3904817,0.8803551,0.9109206,1.3987795,1.1267483,1.1989546,0.93615186,0.89907885,0.9122749,1.0983579,0.41342032,1.1591276,0.2160365,0.96692,0.72311556,1.2588811,0.8452483,1.1356671,0.7714701,1.4362978,1.279387,1.0391533,0.900208,1.4045761,1.3813323,0.8939105,0.24732786,0.6018051,1.4211074,1.2597749,1.395175,1.4109674,1.3582207,1.2064147,0.89492667,0.8733876,1.0416238,1.2802762,0.89683145
egg,1.1237043,0.8990537,0.27921504,0.77202487,1.2883904,0.17821777,0.28919625,1.0376445,0.9793143,1.354545,1.3685144,0.9780248,1.4378595,1.3109987,0.7772258,1.3063048,1.0180773,0.77715456,0.7406814,1.2363514,0.67551965,0.95756304,0.68504274,1.0570303,0.8552558,1.1843517,0.8180673,1.3218831,1.3753401,0.65575,1.3616546,1.1732419,1.1405748,1.1240387,0.6526906,1.3814082,0.9894254,0.7007072,1.2873294,0.60842144,1.308214,1.0648335,1.3032479,1.1431779,1.3210363,0.0,1.2480165,1.0755147,0.79916716,1.0540468,0.79068536,0.8298938,0.76446587,1.0563431,0.77535903,1.1449318,0.6139657,1.177172,1.0775086,1.0935512,0.75392467,1.2706239,1.254286,1.3023608,1.070106,1.0626227,1.0192336,1.2694592,0.7182826,0.91357595,0.9508014,1.2911811,1.1559637,1.0030595,0.62039775,0.9007436,0.8654909,0.90368176,0.22913945,1.1884395,1.1534424,1.3014385,1.2756537,1.1522341,0.7796231,0.79810715,0.5670459,0.9876827,1.1935251,1.2269428,0.70644903,0.9576168,0.6064855,0.9891021,1.2465523,1.3100576,0.8142365,1.250257,1.1016589,1.3407845,1.1440535,1.2184097,1.0414897,1.3423827,1.1096165,1.2848382,0.7437169,0.661422,1.0230066,1.009611,0.77322984,0.5237143,1.2103574,1.2671714,1.3481072,0.44282788,0.7241396,0.72001225,0.7397338,0.9536616,0.5317184,1.1180302,1.1813964,1.3039054,0.8345847,1.3038974
elephant,1.1515964,1.2320632,1.3671801,1.0643501,0.6328917,1.1390748,1.2654569,0.8776188,0.9891998,0.7229899,0.5251106,1.2545272,0.7699866,0.57578933,1.2739904,0.55897903,1.2451463,1.2074155,1.2035255,0.95851725,1.26943,1.2147291,1.2073399,1.1090071,1.2831767,0.77871656,1.2865889,0.6522951,0.95995665,1.2332883,0.83901346,0.72761005,0.97265357,0.9841379,1.1985738,0.7980498,0.990884,1.3557155,0.6397069,1.3292129,0.7678797,0.9382402,0.9090855,1.1800215,0.71450245,1.2480165,0.0,1.0333846,1.2568374,1.0324012,1.088997,1.2676184,1.3492004,0.765183,1.2742827,0.90240544,1.3472886,0.935423,1.0486704,1.0162491,1.3497849,0.7187002,0.80005395,0.59392744,0.8852668,0.9763795,1.2990882,0.80900663,1.106126,0.91135305,0.9362986,0.73883945,0.8806854,1.0919225,1.2824986,1.1423516,1.300505,1.1271868,1.3811177,0.9354296,0.8895027,0.5564809,0.841067,0.88563967,1.3559597,1.3241487,1.2524068,1.1910756,0.97555006,1.0738416,1.30708,1.2238905,1.1191459,0.8823446,0.90174496,0.8345051,1.1122332,0.8841288,1.1060295,0.6079221,1.0072179,0.9004555,1.1851897,0.63682127,1.0306915,0.62805974,1.3348602,1.1800466,0.97314155,1.0015317,1.2814224,1.298291,0.86716735,0.65457016,0.79323053,1.3690327,1.301104,1.3091004,1.2663376,1.0266129,1.1861157,1.1054302,0.8196573,0.9961033,1.2971454,0.7506053
face,1.2080735,1.1184813,1.1947076,1.0377108,0.812356,1.1165369,1.2257969,0.9050611,1.214037,1.0098264,0.82436895,1.1898896,0.9895935,0.9502617,1.1695079,0.96154267,1.2401999,1.2719542,1.2056466,1.0810016,1.1585228,1.1986291,1.2875674,1.1040089,1.2877609,0.8803577,1.1093675,0.8543619,1.156949,1.09149,0.9472026,0.5381913,1.0727962,1.2280844,1.1124531,0.9146959,1.0314683,1.2323456,0.83889496,1.251216,0.7397218,0.8587924,0.977488,1.1558809,0.6762869,1.0755147,1.0333846,0.0,0.96439546,1.0560564,1.1739669,1.3007755,1.1762185,1.0237818,0.9766667,1.0634959,1.1547561,0.1927247,1.0476915,0.84179497,0.9447457,0.87681,0.8944286,0.787579,0.91295475,0.9851262,1.3345468,0.93244576,1.2140825,0.92586124,1.0364743,0.9346073,0.7615452,0.75904524,1.0543493,1.3841544,1.229023,0.75566185,1.2020762,1.2519964,1.0280226,0.792703,0.90705884,0.98139983,1.2668921,1.2003597,1.2716036,1.331312,0.996707,1.0605284,1.2470812,1.1139836,1.162119,1.0209993,1.1448231,0.90730494,1.0335706,0.48964322,1.2131917,0.68153673,1.060208,1.0465083,1.2605007,0.9379069,1.2323389,0.8548783,1.1024874,1.1071007,1.1997133,1.0266017,1.3035967,1.153306,0.8873594,0.55052924,0.8439761,1.155103,0.955954,1.0948604,1.2467793,1.3527129,1.107662,1.0026947,0.9342782,1.0903215,1.1917756,0.9182272
