,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pants,0.77079433,1.4331532,0.32331538,1.3760679,1.3459067,1.4433727,1.2133802,0.68792176,0.6648854,1.2816473,0.4987886,0.5481861,0.5875684,1.2767498,1.4554137,1.5185416,0.85098505,1.2062634,1.0729493,1.3125743,1.2468243,1.2539036,0.81869555,0.8071729,0.73092836,1.4313939,0.65005744,0.63208437,0.96989375,0.78983176,1.0909041,0.4955777,0.8514713,1.4383212,0.708262,1.5059153,1.168177,0.5813995,1.0954489,0.9247637,1.108865,0.9637858,0.90551347,1.2396739,0.807302,1.0216784,0.7011398,0.9589525,1.4226109,1.2318476,0.8375405,1.3877172,1.3640707,0.96241176,1.0237703,1.0657063,1.2026489,0.6771392,0.9804179,0.7520994,1.3825123,0.3238324,1.2758569,0.5936049,1.3503981,0.72926223,1.4343973,0.5308119,0.905239,1.2804508,1.160357,0.6537104,1.0668073,1.1257737,1.3192414,1.1731583,1.1348095,0.8072692,1.4340842,0.7395103,0.9139174,0.58454216,0.0,0.93336165,1.409894,1.3361065,1.1320295,0.9453639,1.0639204,1.453932,1.1976358,1.0832993,1.244872,0.84224194,1.2987428,0.5565177,1.21864,0.5678251,1.2019668,1.1259766,0.6341816,1.2162434,0.8672954,1.3426583,1.1880183,0.87718964,1.0318006,1.399508,1.127969,1.488534,1.0968573,0.41379964,0.63901883,1.380805,1.0417652,1.0184668,0.94889426,1.114468,1.5599103,1.079388,1.0444994,1.3323705,0.87209594
paper,0.9232193,1.3343592,0.95603484,1.1987507,1.3029782,1.269628,0.95708907,0.83317125,0.69646275,1.174406,0.86424446,0.80028653,0.67171896,0.4034629,1.2266858,1.1711222,0.5166455,1.1171526,1.0649191,0.9790267,1.0969312,1.032449,1.0613322,1.0256977,0.9142113,1.2780638,0.921301,0.8771682,0.858737,0.7863703,1.0478499,0.8045808,0.92401177,1.1963133,0.6836666,1.1999546,0.9644731,0.9965887,1.0040189,0.9730586,0.8477706,0.9295461,1.0776112,1.2298636,0.83841264,1.0651517,0.935667,1.1238416,1.2055548,1.0432414,1.1855363,1.0807875,1.1437962,0.8839777,1.1626141,1.2121463,0.77423805,0.98709977,0.89566416,0.90806466,1.3408983,0.93013924,1.1370474,0.82534456,1.0460204,0.71090835,1.1678303,0.993524,0.9573597,1.2209365,0.8327123,0.8729539,0.99913406,1.0509951,1.2721503,1.1012644,1.2378968,1.0595794,1.3173025,1.0350573,0.9621317,0.8116701,0.93336165,0.0,1.1054873,1.0963279,1.1374025,1.162061,1.1867167,1.0537673,1.0791633,1.0004907,0.95759344,0.7913873,1.0881993,1.0226691,0.88035935,0.8616961,1.2191734,1.0665288,0.9003736,1.0522902,0.8096748,1.3226953,1.257752,1.0434417,0.90687346,1.1503159,1.1392169,1.2356668,1.0805285,0.8184846,0.6400142,1.1680081,1.2266446,1.1015834,0.86256474,1.1681594,1.1515158,0.71231985,1.107374,1.1767051,0.9392751
pen,0.93091166,0.5566075,1.4125924,0.66085327,0.6463808,0.6071273,1.0812315,1.1393958,1.4933512,0.38165587,1.3782936,1.5296875,1.4743438,0.83046776,0.48302227,0.541317,1.317793,0.69574785,0.88922244,0.9893093,0.8250848,0.8620341,0.86262536,1.1073619,1.3085177,0.5192826,1.4697917,1.3552967,1.0600624,1.0477952,0.9928151,1.4653795,1.2769717,0.21082246,1.4511849,0.6856632,1.0919857,1.4115326,1.2654239,1.1646891,1.0827799,1.2910653,1.0281655,0.79931235,1.2329097,0.74696696,1.3352759,0.91221845,0.3518952,1.0086936,0.94999045,0.1537143,0.7346292,1.2246587,0.82493466,0.949955,1.0984205,1.3390608,1.2582707,1.2435336,0.6437703,1.4526961,0.88261783,1.2355242,0.11554766,1.1903267,0.53033334,1.2969692,1.230688,0.78342605,1.1187319,1.4253628,1.1461539,1.0756353,0.50792104,0.6373762,0.559558,1.2227441,0.530081,1.3302548,1.0914328,1.4944623,1.409894,1.1054873,0.0,0.112235546,0.727746,0.94696057,0.88594747,0.6995355,0.9899231,1.028577,0.72676015,1.3621438,0.8676652,1.282536,0.4433096,1.4508306,0.70241505,0.5536045,1.4160129,0.7652154,1.2320575,0.44780725,0.80350816,1.1855286,1.208813,0.2679423,0.8421648,0.53109753,1.1305687,1.5190743,1.4723177,0.67086893,0.8035692,0.812055,0.84965163,0.71903133,0.6228385,1.0663099,0.60701126,0.66023386,1.2436135
pencil,1.0165281,0.5564434,1.3951588,0.68180376,0.67477214,0.6939672,1.0910742,1.0854772,1.4631511,0.29420638,1.2755297,1.4651301,1.4614435,0.80318034,0.48308748,0.5716991,1.25632,0.58143973,0.92506105,1.0002831,0.7930318,0.9543652,0.7858987,1.0894834,1.2056471,0.5541149,1.4234915,1.3554616,1.0847894,1.0316849,1.0260236,1.4165207,1.3222117,0.13982779,1.4000279,0.7192385,1.1675901,1.4002094,1.3406863,1.1290069,1.0217018,1.2833067,0.9423755,0.7919723,1.2397842,0.62315935,1.2879726,0.8235427,0.45851862,1.1137298,0.90779924,0.42442977,0.8578988,1.2970328,0.7512623,1.0155551,1.1276014,1.2946204,1.264431,1.1895292,0.6534802,1.415022,0.95526814,1.2368894,0.3405835,1.1574546,0.58197,1.2328029,1.2107302,0.8574686,1.1526735,1.380983,1.1782901,1.0450803,0.44829917,0.63111407,0.46150178,1.1068325,0.46755224,1.3187101,1.1726985,1.4564674,1.3361065,1.0963279,0.112235546,0.0,0.70405656,0.9017335,0.89689285,0.72347045,0.9545101,1.1013883,0.67461765,1.3369228,0.9840526,1.2262594,0.624962,1.4099257,0.7677454,0.5969535,1.4053836,0.77715635,1.1997024,0.37103707,0.79773676,1.1520791,1.2312441,0.46470755,0.8969884,0.51920426,1.208016,1.4746995,1.4397459,0.72075367,0.7229203,0.7343414,0.8787811,0.7221896,0.69192153,1.0616244,0.5921446,0.61005986,1.2314919
pillow,0.9761912,0.76500195,1.1307746,0.9367001,0.796214,0.75123525,0.844524,1.0680664,1.171079,0.67125475,0.9010916,1.2150679,0.8628561,0.8533004,0.71383846,0.81081015,1.2363663,0.6326067,0.8918277,0.85235286,0.655505,1.0616841,0.7817879,1.1038386,0.9350307,0.82219887,1.199427,1.2626543,0.90700185,1.1254616,0.9689845,0.8727737,1.0376511,0.6727991,1.2567008,0.8622794,1.2576141,1.0760849,0.9484578,1.1276128,1.0683558,1.240176,0.7671591,0.8483161,1.1642457,0.7433826,1.3180981,0.7817608,0.77501285,1.0557681,0.6541715,0.9062964,0.8211784,1.3180954,0.913037,0.746542,1.0817171,1.246714,1.2923082,1.1131362,0.7206454,1.2825288,0.9760973,1.1021757,0.87061775,1.2455477,0.8737332,1.0581257,1.0828037,0.9117195,1.1507225,1.022465,1.1993072,0.90512025,0.66015863,0.4123202,0.5930381,1.0432724,0.67785347,1.0375768,1.0730296,1.334954,1.1320295,1.1374025,0.727746,0.70405656,0.0,0.6707557,0.79830235,0.9058843,0.89406073,0.8088983,0.8163252,1.2329749,0.96134037,1.0392295,1.0342871,1.3845828,0.7191242,0.8215564,1.3349411,0.8482331,1.3582773,0.5393877,0.78695947,0.77718306,1.1438375,1.0048051,1.0884581,0.7050843,1.2026212,1.3864751,1.4495261,0.8177397,0.6899199,0.68424374,1.2717032,0.42055154,0.88507795,1.2758695,0.9820497,0.8778616,1.2729113
pizza,1.1460546,0.8458356,0.9630288,0.9739903,0.88449377,0.8633479,1.3052137,1.2891843,1.1530137,0.9512759,0.9988589,0.9749048,1.0760281,1.1062273,0.9729218,1.1419914,1.1598152,0.77676713,1.0236802,1.1202152,1.123722,1.1814246,0.5977502,1.0382088,1.2121656,0.92033803,1.1810304,1.2156761,1.1250983,1.0055801,1.0300871,1.1036352,0.9398675,0.79048705,1.252858,1.1005633,1.2816467,0.8821201,1.0297167,1.2729329,1.1873499,1.118041,0.43791795,0.83332556,1.2095664,0.57383364,0.9452377,0.3150257,1.0252819,1.1877326,0.47810352,1.0682353,0.97644764,1.0975134,0.54327273,0.7128637,0.90533614,0.8543855,1.1102264,0.6501828,0.88196766,1.1095924,1.1550967,1.0109751,1.0902922,1.2281235,1.133474,0.7282059,1.034975,1.0059322,1.2429342,0.9553978,1.1977181,1.0038706,0.56780183,0.9129937,0.5471793,0.4589659,0.78613937,1.2257577,0.9423039,1.1575378,0.9453639,1.162061,0.94696057,0.9017335,0.6707557,0.0,0.92201436,1.2573506,1.0664032,1.2111659,1.0778254,1.2846196,1.10921,0.8007543,1.2462862,1.1360695,0.99633,1.0792079,1.1781834,1.231992,1.251898,0.5910487,1.0807927,0.9360339,1.1644168,1.1116709,1.034855,0.9860628,1.1654042,1.1518341,1.2116038,0.95996976,0.3191229,0.5639248,1.1156749,0.9052733,1.0435772,1.2701619,1.1283404,0.8560504,1.2306923
plant,0.84483624,0.9324421,1.0145127,1.0677804,1.0495661,0.95221055,0.8132218,0.9847707,1.1800778,0.85160047,0.8782431,1.2735082,1.1803617,0.9322944,0.7693857,0.9626634,1.0681666,0.9683376,0.8095593,0.89730203,0.7527877,0.8742439,0.9181618,1.158226,0.78890467,0.97850007,0.9899774,1.2409741,0.789529,0.9786254,1.0356882,0.9542946,0.99773496,0.9345753,1.0734595,0.8852436,1.2115111,1.0217183,1.0546596,0.9703858,1.0223094,1.1862798,0.90929544,1.1307752,1.2528222,0.9400953,1.1820705,1.1167316,0.906767,0.5594482,0.8552134,0.9524821,0.8492656,0.9911683,1.0204631,0.95954067,1.0247344,1.1036232,1.0116546,1.2173855,1.020475,1.1162064,0.7662876,1.1454891,0.9457992,1.08998,0.9113186,1.1056674,1.1233268,0.7461443,1.0500206,1.2163341,0.9303838,0.97872096,1.0396522,0.7176435,0.9066337,1.1114367,1.0253295,0.8690285,0.9042954,1.2569432,1.0639204,1.1867167,0.88594747,0.89689285,0.79830235,0.92201436,0.0,1.0122179,1.1189327,0.8337501,0.8455232,0.9822014,1.0629815,1.1303711,0.9715374,1.2521037,0.86810607,0.8252711,1.0912472,0.8359029,1.1781714,0.91927,0.738109,1.0978922,1.0588561,0.96036077,1.0194103,0.95899147,0.96997166,1.2501144,1.1495459,0.8935467,1.043961,0.99921274,1.149491,0.7800927,1.0349362,1.0697606,0.8609861,1.0042694,0.8899384
plate,1.1863527,0.6777933,1.4133557,0.6464354,0.82284117,0.8208658,0.82190037,0.9453629,1.3346443,0.74836284,1.2823932,1.2494111,1.2987248,0.83281076,0.7044817,0.099951506,1.1420724,0.81145597,0.98302054,0.5516506,0.6128086,0.8491988,1.1413206,1.2222649,1.0619502,0.6372707,1.2995993,1.2914438,0.9142157,1.1478937,0.6751349,1.3152658,1.2917323,0.7255883,1.2629838,0.44837034,0.6584803,1.4630315,1.1619434,1.0585675,0.86848444,1.1638868,1.1615266,0.7000444,1.2161906,1.110058,1.2851319,1.1750345,0.66850936,0.941201,1.1818107,0.6820399,0.82980275,0.97171,1.1350653,1.160317,0.9284489,1.335566,1.0495942,1.2852917,0.8929609,1.3989313,0.8200288,1.2616308,0.7100469,1.1600574,0.50223005,1.3489642,1.1661355,0.73386526,0.8334672,1.2207214,1.1465176,1.0106798,0.8395238,0.8318893,0.9967791,1.2914104,0.68296444,1.1427782,1.2469162,1.3474118,1.453932,1.0537673,0.6995355,0.72347045,0.9058843,1.2573506,1.0122179,0.0,0.9400238,0.89843535,0.782197,1.1247594,0.78637064,1.3087525,0.86612654,1.3104032,0.8783026,0.8405432,1.1840149,0.5581424,1.0820626,0.8687017,0.86127,0.99392045,0.779069,0.55622935,0.97271043,0.6853561,1.0787792,1.3922939,1.1720558,0.59336954,1.0845505,1.0515277,1.0304251,0.94659173,0.64468664,0.7694919,1.0170474,0.74825764,1.1368941
pumpkin,1.0446343,0.74105066,1.195814,0.8311634,0.64225006,0.78032994,0.95320666,1.1661471,1.0811744,0.99990064,1.1724386,1.018677,1.0247785,0.97571695,1.0872208,0.9260852,1.0744097,0.66215634,1.1764176,1.0623049,1.1222402,1.0945438,0.9890461,1.0033107,1.1995505,0.8188015,1.1709237,1.1660696,1.1012907,1.1031713,0.91310644,1.1342641,1.0489367,0.93259,1.1299689,0.96919024,0.9056144,0.9534154,0.8229422,1.2104186,1.0425878,0.9898366,1.0415874,0.6832983,0.99253976,0.9418533,1.0288068,0.99697447,0.8587818,1.1076608,0.9777379,1.0568652,0.66371787,1.1333098,0.9915432,0.96385664,0.9700191,1.02938,1.0544717,1.0897367,0.6771843,1.1687369,1.0370595,1.1303815,1.0526731,1.1175692,0.9963988,1.1874385,0.9319255,0.97906303,1.0963519,1.0727522,0.86987126,0.39117193,0.9010907,1.1182367,0.94238764,0.96114,0.68444955,1.2939299,1.0023854,1.130409,1.1976358,1.0791633,0.9899231,0.9545101,0.89406073,1.0664032,1.1189327,0.9400238,0.0,1.0680758,1.0427425,1.2464578,0.75446975,1.0463094,1.0035754,1.12688,1.0272609,1.1459581,1.2005035,1.0744988,1.072284,0.88444334,1.0403401,1.0068638,1.0086901,1.0180978,1.037136,0.8617526,0.9145768,1.1343193,1.1446464,0.9525982,0.96539533,0.9734305,1.2050288,1.0925504,0.7050292,0.98366576,1.1933185,0.9191439,1.1619358
purse,0.89664257,1.0865378,1.097768,1.1546423,1.0620121,0.8898233,0.4461851,1.1316953,1.1212183,1.0174491,0.8794255,1.0688342,0.9969518,0.7442999,0.89459574,0.91963625,0.8013152,1.1536369,0.92805547,0.6149307,0.7389002,0.82644004,1.1395297,1.2346191,0.79013145,1.0576481,1.0875424,1.0822096,0.70854115,1.1591498,1.000453,0.90945727,1.0405127,1.1520612,0.90429807,0.77757823,0.90441954,1.1125305,0.829093,1.0809307,1.0131086,1.1190702,1.0581776,1.127363,1.1125594,1.1709502,1.3204463,1.2708533,0.9633558,0.7342187,0.9881058,0.9684683,0.82040286,0.98570544,1.1952597,0.7773775,0.9597381,1.2473934,1.0689415,1.2131834,0.89053655,1.0058433,0.73361623,1.0700854,0.92282945,1.0195932,1.0481719,1.1799079,1.1096305,0.97579926,0.7922731,0.96360147,0.7975693,0.99706507,1.2155714,0.6476376,1.0293604,1.2658737,1.0732642,0.78475183,1.0019648,1.1434237,1.0832993,1.0004907,1.028577,1.1013883,0.8088983,1.2111659,0.8337501,0.89843535,1.0680758,0.0,0.8545767,0.9539361,0.87944865,1.0604918,0.7427589,1.1939063,0.67105085,0.723124,1.2293931,0.6727744,1.1978884,1.0582541,0.7508254,0.8589769,0.9751848,0.96782076,1.0123805,0.8867979,0.73308665,1.1640484,1.2045295,0.8256624,1.2147697,1.1711154,1.226712,0.6744431,0.88729805,0.8530849,0.95863265,1.055443,1.2105039
radio,1.1257333,0.85845965,1.3368738,0.86606085,0.89014155,0.9787626,0.89849627,1.0050335,1.3094041,0.5532558,1.0789937,1.2481967,1.3604344,0.69425696,0.5643607,0.72981393,0.9925908,0.89967126,0.7112324,0.8690954,0.71407145,0.76112854,0.93119854,1.2025117,1.0022076,0.81276095,1.2222784,1.2471721,0.8838289,0.872002,1.0845475,1.144981,1.2135581,0.68416667,1.2001408,0.675208,0.9641697,1.3308333,1.1705955,0.9755741,0.7657921,1.1791388,0.97065306,1.0094224,1.209676,0.95502305,1.1992179,1.0868382,0.75406545,0.93679994,1.0290725,0.88409346,1.0132078,1.0844615,1.0215442,1.0527182,0.9848807,1.2157018,1.0851176,1.2594932,0.80106103,1.2477925,0.7083766,1.1467247,0.8229605,1.2643024,0.7591516,1.277219,1.2249933,0.8755399,0.849015,1.363491,0.9371864,1.031368,0.8334805,0.6691084,0.8920249,1.1936505,0.85652524,0.9915746,0.90023255,1.3259962,1.244872,0.95759344,0.72676015,0.67461765,0.8163252,1.0778254,0.8455232,0.782197,1.0427425,0.8545767,0.0,0.8790064,1.1088393,1.2586925,0.9329443,1.2776921,0.7416538,0.67037565,1.2158127,0.62012064,1.1561568,0.7460358,0.8203189,1.2480673,1.1355153,0.8811705,1.0216396,0.7359936,0.9286976,1.3364916,1.2597518,0.6675452,1.0425515,1.0041068,1.0935553,0.80059826,0.79225636,0.9432211,0.85685337,0.79142106,1.1537851
refrigerator,0.968103,1.3745276,0.9177712,1.2918693,1.3192515,1.3802562,0.79945314,0.68790823,0.74523777,1.1808008,0.69813156,0.92454106,0.88791865,0.8896107,1.0992049,1.2198999,0.6859299,1.3641963,0.8270399,0.9238893,0.80482584,0.9201781,1.1466033,0.9822778,0.5876545,1.3505163,0.40833282,0.75594455,0.74277866,0.9845465,1.241971,0.6634065,0.9897493,1.3541862,0.5710893,1.1053579,0.94364214,0.9922803,0.9805208,0.3805166,0.6295304,0.9324752,1.1147423,1.3638642,0.9625075,1.259582,0.97690994,1.3439701,1.3128709,0.85101336,1.2853985,1.2821132,1.2843285,0.95271194,1.2739228,1.2409983,1.038536,0.9526875,0.83788383,1.1074907,1.3224297,0.7548932,0.88282555,0.97122425,1.2339303,0.7398883,1.1742055,0.9378215,0.9172132,1.1868491,0.8669145,1.0630524,0.93197554,1.0570847,1.3862147,1.0598532,1.3805468,1.1938316,1.4005121,0.41516948,1.0027593,0.8678726,0.84224194,0.7913873,1.3621438,1.3369228,1.2329749,1.2846196,0.9822014,1.1247594,1.2464578,0.9539361,0.8790064,0.0,1.1655347,1.0665361,1.0838228,0.8828841,1.2240527,0.9903842,0.56930125,0.80682254,0.7923877,1.4372424,0.98089147,1.1630694,0.8689966,1.2623787,1.0744624,1.225202,0.91887057,0.78075886,0.68065894,1.1902183,1.4375248,1.2240038,1.009328,1.0779154,1.2449768,0.80189586,0.83244425,1.1995324,0.6648476
rooster,0.92827535,0.7614031,1.1952974,0.90829915,0.9365218,0.79983693,0.8768779,1.1543674,1.1338856,1.0720409,1.2145003,1.2069619,1.1114346,1.0072172,0.9961207,0.7628459,1.1290063,0.92124325,0.86490536,0.90183425,0.977767,0.99417895,1.2038108,1.0961533,1.1542536,0.8735064,1.1908102,1.135808,1.0862639,1.1103097,0.8055057,1.2467651,0.988117,0.98748267,1.1317068,0.8502055,0.88556737,1.0366232,0.7887856,1.10317,0.9235056,1.0020227,1.1926696,0.7376832,1.1107597,1.1864085,1.1985273,1.0916697,0.80354565,0.87489676,1.0268532,0.7448994,0.22666907,0.958905,1.2525576,0.92273825,0.981165,1.1771302,1.0929717,1.10943,0.90015566,1.2439291,0.8958791,1.2083681,0.7875887,1.1614466,0.93667364,1.1706173,1.0755024,0.76476145,0.8887772,1.0390689,0.9869035,0.85265636,1.010238,0.9470662,1.031578,1.1990906,0.8192788,1.091515,1.1372366,1.1797508,1.2987428,1.0881993,0.8676652,0.9840526,0.96134037,1.10921,1.0629815,0.78637064,0.75446975,0.87944865,1.1088393,1.1655347,0.0,1.2080623,0.80344176,1.2131522,0.9499738,0.9362926,1.1815419,0.94599915,1.102789,1.0226907,0.7986311,0.9653536,0.91071665,0.7907912,0.94941866,0.87841,0.87088263,1.2195312,1.1175601,0.99602395,1.0269345,1.1365478,1.047504,0.9435465,0.8040871,0.98379743,1.1140202,0.96360207,1.1223006
scarf,0.9394392,1.2450948,0.62269044,1.1680148,1.1562201,1.1090266,1.1411139,0.9816579,0.8781723,1.1362137,0.86922574,0.3841015,0.68054825,1.2051761,1.239264,1.3387192,1.0493891,1.0736699,1.1499565,1.1460257,1.1324674,1.1209817,0.6857927,0.8017139,1.0082142,1.1666337,0.8544133,0.7289976,1.0914398,0.9872155,1.11449,0.857474,0.8583558,1.209875,1.0016147,1.3314277,1.1372927,0.7746618,0.9897037,1.0100014,1.2238019,0.89688027,0.87803,1.1281488,0.81819457,0.93850535,0.835772,0.8806303,1.265921,1.1117487,0.88179845,1.2934774,1.216566,1.0104485,0.8925055,1.00657,1.1366507,0.78955865,1.0102094,0.8292166,1.1321619,0.453063,1.1521002,0.7558557,1.2841405,0.97526366,1.2212936,0.75733787,0.9131989,1.2138728,1.1110744,0.70213187,1.0860289,1.0720677,1.1249516,1.0119761,0.9247296,0.7813225,1.1300085,0.8486986,0.9588243,0.74814653,0.5565177,1.0226691,1.282536,1.2262594,1.0392295,0.8007543,1.1303711,1.3087525,1.0463094,1.0604918,1.2586925,1.0665361,1.2080623,0.0,1.1652302,0.71948206,1.1737524,1.2241453,0.918666,1.2901483,0.9515554,1.15569,1.1521547,0.8903263,1.0465261,1.3054129,1.0921202,1.1924295,1.0486207,0.72842145,0.9671096,1.351691,0.92651767,1.0160569,0.9908824,0.9052963,1.2792209,1.1849678,1.1018277,1.2051202,0.9645045
scissors,0.54313684,1.0151085,1.252779,0.9881108,1.0038135,0.8632754,0.9209579,1.0094094,1.2026298,0.7921337,1.1773086,1.3239307,1.1870105,0.7594473,0.9421626,0.86488414,1.0057812,1.1308719,0.97349393,0.98496294,1.0320536,0.89695597,0.92182773,1.1118202,1.0766531,0.8789091,1.2334731,1.1360683,0.8836641,1.0100412,1.0286112,1.2237854,1.0475272,0.73485214,1.0914453,0.93413764,0.8267877,1.2859085,0.99717945,1.0778624,1.045056,1.1303892,1.2328796,1.1085012,1.0683789,1.0475398,1.2870822,1.2038325,0.6893251,0.91358006,1.1239605,0.39351124,0.71072906,1.0707706,1.1045983,0.8839685,1.0460938,1.2922752,1.1248049,1.1964439,0.96555036,1.2141575,0.9094839,1.1289191,0.29730833,0.83407485,0.8741994,1.2056105,1.1377268,1.0329621,0.98985606,1.1296923,0.89795685,1.1306124,1.0995969,0.8451329,0.9371972,1.3043969,1.0225892,1.111912,1.0261083,1.2770385,1.21864,0.88035935,0.4433096,0.624962,1.0342871,1.2462862,0.9715374,0.86612654,1.0035754,0.7427589,0.9329443,1.0838228,0.80344176,1.1652302,0.0,1.2750819,0.76924884,0.5221046,1.1787559,0.79550135,1.0878532,0.9535131,1.0742451,0.9784196,1.0222727,0.48136985,0.75988585,0.852806,0.8337734,1.2907553,1.1424707,0.866736,1.1851919,1.0994208,0.7273382,0.8688195,0.67841005,0.7616201,0.6085958,0.92552495,1.1051763
shirt,1.087539,1.400543,0.6346392,1.2565293,1.3091755,1.4106085,1.225468,0.80741835,0.51734674,1.3188835,0.8285968,0.44082105,0.57282853,1.2669454,1.4159479,1.4127718,0.8651901,1.1874526,1.1860921,1.2676651,1.3152409,1.1491416,1.1092243,0.58282524,0.9662422,1.3727543,0.7409709,0.37443352,1.1009672,0.8735497,1.177511,0.6838695,0.8596091,1.4537615,0.67056924,1.3969529,1.0518657,0.62414616,0.9857979,0.93194103,1.1217053,0.7081175,1.1444905,1.2592769,0.44353998,1.1892117,0.55429506,1.0498209,1.4772077,1.1621798,1.1376238,1.3599321,1.3767297,0.9028053,1.0766076,1.1933459,1.0922275,0.6502178,0.8474908,0.7879851,1.3296486,0.38590682,1.2495797,0.65138745,1.4098246,0.8645277,1.3385937,0.79578227,0.6722507,1.2417678,1.054754,0.6694697,1.0723991,1.095978,1.2763127,1.3990383,1.2422781,0.8657003,1.4122092,0.8895136,0.95006293,0.076380014,0.5678251,0.8616961,1.4508306,1.4099257,1.3845828,1.1360695,1.2521037,1.3104032,1.12688,1.1939063,1.2776921,0.8828841,1.2131522,0.71948206,1.2750819,0.0,1.3107812,1.3939574,0.69854057,1.2956538,0.5998961,1.4002689,1.3602592,0.9352917,1.0179857,1.3828198,1.2212626,1.4066684,1.0770576,0.13872302,0.51601994,1.3303177,1.1997138,1.1780992,0.9780423,1.3288002,1.447587,1.0118585,1.2233387,1.3049501,0.70353687
shoe,1.0134256,0.71360916,1.1108392,0.77130055,0.7964312,0.67882955,0.8147897,1.2940171,1.3519909,0.6703952,1.1225619,1.3700924,1.2800949,0.9225985,0.60245913,0.7646666,1.2443497,0.9288741,0.9155097,0.8625343,0.877115,0.8187954,0.995776,1.1607919,1.0947075,0.75616276,1.3865526,1.3099993,0.940832,1.0461452,0.9513361,1.2315315,1.1249021,0.6750955,1.3297,0.6518234,1.0106727,1.1699073,0.90310985,1.2327178,1.1808782,1.154891,0.8943695,0.84782135,1.1190686,0.8862057,1.2606407,0.9706866,0.6689272,0.8519441,0.7945974,0.7880628,0.80021197,1.2328389,0.9041089,0.4967835,1.0337135,1.2561791,1.2049484,1.1672863,0.6113167,1.2849076,0.7706212,1.1276572,0.7709617,1.2750709,0.7833764,1.1999451,1.1986365,0.9068078,1.0434035,1.1424344,0.9891393,1.1260533,0.7488508,0.6103016,0.7587504,1.1299193,0.7295291,1.0712602,0.98253644,1.3260554,1.2019668,1.2191734,0.70241505,0.7677454,0.7191242,0.99633,0.86810607,0.8783026,1.0272609,0.67105085,0.7416538,1.2240527,0.9499738,1.1737524,0.76924884,1.3107812,0.0,0.61755,1.4035382,0.82339406,1.3065604,0.45146745,0.8358878,0.7904474,1.201236,0.7693107,1.0233468,0.62882555,0.87215567,1.3814344,1.4264162,0.6600236,0.7993186,0.8528552,1.1988937,0.6386566,0.6169978,1.1353824,0.8692962,0.7715252,1.3174145
shovel,0.8491972,0.8672727,1.1612068,0.9401225,0.8781397,0.8819871,0.9375274,1.0454165,1.3776456,0.67095125,1.0627576,1.4050967,1.3668895,0.8405272,0.62010455,0.7799646,1.1121968,1.0205445,0.64819443,0.8247582,0.66881275,0.90482783,0.8724976,1.2660272,0.8930273,0.8959946,1.2260562,1.2122747,0.79715204,1.0963979,0.9353631,1.1678826,1.1447359,0.6395595,1.206466,0.6370969,1.0112455,1.3320502,1.1473628,0.95020616,0.967032,1.2939181,0.9453975,0.9673258,1.3436323,1.0138376,1.415549,1.0787615,0.6310967,0.9576218,0.9241682,0.6201542,0.858408,1.0460976,1.1104777,0.8402805,1.0495877,1.378459,1.2120235,1.2319041,0.793269,1.2438428,0.7316532,1.1551481,0.5035353,0.9758602,0.77466613,1.1536642,1.2990091,0.86528236,0.9711775,1.2139031,1.0471015,1.1217817,0.93859977,0.5000137,0.76680183,1.2496548,0.87310016,0.93945956,1.0702009,1.4144801,1.1259766,1.0665288,0.5536045,0.5969535,0.8215564,1.0792079,0.8252711,0.8405432,1.1459581,0.723124,0.67037565,0.9903842,0.9362926,1.2241453,0.5221046,1.3939574,0.61755,0.0,1.2535944,0.6323591,1.2846553,0.7734894,0.7045803,1.0557896,1.1028612,0.56306356,0.8571037,0.7705599,0.96737075,1.3684349,1.2590729,0.64840305,1.0117556,0.9574833,0.8859561,0.603465,0.78474957,1.0034121,0.52659273,0.9043067,1.2210143
