,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
coffee,0.8314022,1.2204252,1.0095589,1.2355628,1.2199228,1.1464276,0.82615584,0.6947004,0.9342638,0.9952458,0.65514416,1.0634377,0.91075057,0.68742955,1.0311295,0.92955786,0.78791916,1.1803148,0.94170845,0.87473303,0.88684577,0.75154334,0.9249401,1.1011115,0.6235796,1.2624696,0.84620494,1.0497059,0.0,1.0032543,1.1029646,0.69759697,1.063618,1.1830715,0.76803035,0.97910494,0.949012,1.0338469,0.9498003,0.9064743,0.95264065,1.1177324,1.0901886,1.181614,1.0779327,1.0961399,1.1380261,1.2586507,1.106305,0.8623232,1.0430198,1.0384305,1.0418419,0.90133536,1.1763549,1.0246112,1.003035,1.1041132,1.0192776,1.1768141,1.1679218,1.0406175,0.90227956,1.0492336,1.0147921,0.8543651,1.0854403,1.0310696,1.0223664,1.0649427,0.9419586,1.0862548,0.882212,1.0450108,1.2886306,0.8621102,1.197483,1.1930805,1.1756434,0.8260331,1.0029998,1.0675544,0.96989375,0.858737,1.0600624,1.0847894,0.90700185,1.1250983,0.789529,0.9142157,1.1012907,0.70854115,0.8838289,0.74277866,1.0862639,1.0914398,0.8836641,1.1009672,0.940832,0.79715204,0.980332,0.59671164,1.065651,1.2025476,0.96235186,0.9181075,0.9810918,1.051257,1.100377,1.1302807,0.8327395,1.0511055,0.8429726,0.996106,1.2908468,1.0308644,1.0766597,0.9513198,1.0754642,0.7870079,0.99190617,1.1395438,0.9998834
comb,0.7793371,1.2416717,0.7367432,1.2149445,1.2607701,1.2194483,1.0392092,0.7747721,0.91293037,1.0872971,0.7358866,0.9713649,0.85460615,0.93986,1.2019756,1.1900759,0.90939087,1.0423872,0.93614984,1.2930899,1.2326487,0.97879744,0.8576478,0.7596743,0.8154228,1.0984651,0.9437741,0.9390306,1.0032543,0.0,0.97290903,0.8407362,0.9716833,1.1292206,0.8781807,1.2911398,1.1066985,0.72204053,1.2269884,0.9802327,1.0195416,1.1157904,1.0065459,1.2110461,0.9013961,0.9945749,0.84823895,0.98933977,1.1772716,1.1222496,0.9969734,1.0691228,1.1689061,0.8533405,1.0296947,1.1344211,1.0373528,0.8736357,1.0265733,0.87871444,1.26683,0.96255094,1.1609788,0.8529834,1.0611523,0.86480874,1.1223263,0.798596,1.0010921,1.0775074,1.104338,0.93378925,1.041959,0.9982378,1.1420474,1.1724412,1.076848,0.9410819,1.279401,1.0771722,0.60938364,0.89179707,0.78983176,0.7863703,1.0477952,1.0316849,1.1254616,1.0055801,0.9786254,1.1478937,1.1031713,1.1591498,0.872002,0.9845465,1.1103097,0.9872155,1.0100412,0.8735497,1.0461452,1.0963979,0.95705116,0.98648375,0.9994627,1.1113842,1.1738892,1.0495561,1.0222346,1.1347129,1.0838252,1.2847549,0.95243436,0.8971504,0.75229883,1.1893542,1.0876042,0.97191006,0.85898197,1.2121056,1.3035989,0.95180255,1.0891573,1.1835736,0.87440276
cookie,0.9811241,0.86251855,0.9131208,0.8813967,0.9104873,0.80944467,0.93315977,1.1237407,1.2041153,1.114351,1.1229244,1.1177071,1.0651566,0.9758095,1.0986977,0.73375744,1.1190691,0.8332751,1.0457649,0.98399645,1.0520973,1.1408094,1.0146576,1.1092944,1.1105727,0.76794887,1.2835484,1.1474879,1.1029646,0.97290903,0.0,1.1651051,1.0924094,1.0200527,1.221974,0.84347916,0.9178223,1.0697696,1.090066,1.2236761,0.95385706,1.0836859,1.0044119,0.6752317,1.1277014,1.0278134,1.1424447,0.96149814,0.88514096,1.1007274,0.8706268,0.9352774,0.85806876,0.8936034,1.0245167,0.9251914,0.91913855,1.194958,1.0797987,0.97916996,1.0365578,1.2336416,0.99374795,1.043808,0.95081407,1.0043964,0.82209235,1.0338762,1.1109214,0.8122309,1.0223434,0.9119459,1.1122358,0.89703625,1.0049591,1.0275182,0.9673504,1.0023892,0.89380074,1.1878586,0.96053857,1.178667,1.0909041,1.0478499,0.9928151,1.0260236,0.9689845,1.0300871,1.0356882,0.6751349,0.91310644,1.000453,1.0845475,1.241971,0.8055057,1.11449,1.0286112,1.177511,0.9513361,0.9353631,1.1840837,0.87833446,1.1201634,0.9551303,0.94736725,0.86827016,0.71475995,0.833542,0.8961913,1.0288479,1.1222091,1.1986954,1.1044842,0.7916701,0.8686118,0.92616606,1.0071404,1.0599513,0.94725966,0.84516144,1.2598175,0.8498061,1.2566339
couch,0.8399241,1.49561,0.61715275,1.4211466,1.3574278,1.4368464,0.9009761,0.54827774,0.3603075,1.3038981,0.1823901,0.6738733,0.35008878,1.0098734,1.3958516,1.4009306,0.617827,1.2507951,1.0788307,1.1347234,1.073055,1.10363,0.99530554,0.8857339,0.38864744,1.4856366,0.45616448,0.77723396,0.69759697,0.8407362,1.1651051,0.0,0.8523242,1.509599,0.38610935,1.3938173,1.176003,0.6232099,0.8569655,0.80553716,0.92424566,0.91937184,1.0779908,1.3587011,0.7955295,1.1257101,0.80165833,1.2346401,1.4718912,1.0859823,1.0788012,1.4289905,1.3630626,0.97577846,1.203246,1.1663857,1.1466062,0.79558146,0.93419075,0.99440044,1.3978733,0.6019659,1.2624258,0.73840064,1.411217,0.61491203,1.4034331,0.70268536,0.832759,1.2962421,1.0310594,0.7291996,0.9843811,1.030955,1.406086,1.1560047,1.3505715,0.9968951,1.4858284,0.6849784,0.9014607,0.5981946,0.4955777,0.8045808,1.4653795,1.4165207,0.8727737,1.1036352,0.9542946,1.3152658,1.1342641,0.90945727,1.144981,0.6634065,1.2467651,0.857474,1.2237854,0.6838695,1.2315315,1.1678826,0.5833492,1.0622463,0.8729257,1.4280969,1.1303506,0.9119446,1.012269,1.4603014,1.2127217,1.4441661,1.0154665,0.5511803,0.46436656,1.3090904,1.3387222,1.109279,1.0599543,1.0985788,1.4465426,0.9805359,1.0934936,1.4270289,0.7229375
cracker,0.8211147,1.2976074,0.6519948,1.277667,1.2856631,1.171881,0.9697244,1.0909303,0.6822857,1.3710105,0.8761301,0.79808074,0.61640215,1.0306976,1.3162379,1.3888841,0.8865967,1.1422557,1.0760717,1.0176691,1.141291,1.1762946,1.0556737,1.0999159,1.0167894,1.2980436,0.86847615,0.8468789,1.063618,0.9716833,1.0924094,0.8523242,0.0,1.3209869,0.8009359,1.2635559,0.9285337,0.7664912,0.7388534,1.162676,1.04495,0.73911685,1.0361916,1.2048929,0.89750934,1.1109928,0.94692636,0.9857607,1.244633,0.9807094,0.9957421,1.1563618,1.0281382,0.90820956,1.1793158,0.86376464,0.82492805,0.9256908,0.90901357,0.7834312,1.2599598,0.89935744,1.1368122,0.80741775,1.1656902,0.98978484,1.338835,0.86375403,1.0074074,1.1907783,0.97236997,0.54169756,0.92983353,1.0108713,1.2884486,1.1356533,1.148889,0.925015,1.342387,0.90351343,0.96768415,0.73626876,0.8514713,0.92401177,1.2769717,1.3222117,1.0376511,0.9398675,0.99773496,1.2917323,1.0489367,1.0405127,1.2135581,0.9897493,0.988117,0.8583558,1.0475272,0.8596091,1.1249021,1.1447359,0.9159959,1.24402,0.8803992,1.2873118,1.2147107,0.77501094,0.92998374,1.1694558,0.99762434,1.2405279,1.006648,0.82855034,0.79789305,1.2359387,1.0625498,1.1113795,0.923709,1.0233791,1.1695023,1.0172468,1.1081469,1.2274241,0.9811618
crayon,1.1683551,0.34259266,1.475584,0.45054698,0.48356718,0.5630468,1.1450286,1.3019316,1.5234554,0.29310417,1.4198575,1.4783163,1.5285687,0.8645348,0.28119564,0.53414154,1.3441154,0.49792302,0.95985836,0.9230322,0.8013481,0.91433084,0.75675565,1.138906,1.3348024,0.49687582,1.4914949,1.4289291,1.1830715,1.1292206,1.0200527,1.509599,1.3209869,0.0,1.5199432,0.5629237,1.1236198,1.4422444,1.2973781,1.1883154,1.1624234,1.2453771,0.9047508,0.67582583,1.2653556,0.6729327,1.3067868,0.80917114,0.32316417,1.0638111,0.8860016,0.5451127,0.79684556,1.3747573,0.71904945,0.94164234,1.0301517,1.3206489,1.2085525,1.2618655,0.49282193,1.4330798,0.82020366,1.2949772,0.46752864,1.2747926,0.5625297,1.2943407,1.2077237,0.72502416,1.1194164,1.4435685,1.1895658,1.0582123,0.24475539,0.58414173,0.49968702,1.1133717,0.29454005,1.3533826,1.158649,1.5205727,1.4383212,1.1963133,0.21082246,0.13982779,0.6727991,0.79048705,0.9345753,0.7255883,0.93259,1.1520612,0.68416667,1.3541862,0.98748267,1.209875,0.73485214,1.4537615,0.6750955,0.6395595,1.4235331,0.8857801,1.2711096,0.25170016,0.79506963,1.2050196,1.2376741,0.55584115,0.94309866,0.32440567,1.1740744,1.5431222,1.5205122,0.57599473,0.65617836,0.6514856,0.97159284,0.65149236,0.43871808,1.1986088,0.639898,0.54222107,1.3217835
crib,0.8541987,1.578366,0.7706577,1.4710686,1.4612792,1.3941683,0.743299,0.5534579,0.21814835,1.4130474,0.37882674,0.6741159,0.47944272,0.8103915,1.433985,1.393067,0.2705226,1.3377175,1.0780667,1.0445721,1.1162477,1.036156,1.199488,0.92802393,0.4501691,1.4597933,0.38768542,0.7441538,0.76803035,0.8781807,1.221974,0.38610935,0.8009359,1.5199432,0.0,1.3967696,0.9550336,0.76989293,0.8285388,0.67996824,0.77277684,0.76645875,1.2783498,1.4183099,0.7762045,1.2593192,0.80706346,1.3768737,1.5330408,1.0085305,1.3150039,1.3673973,1.3199322,0.95046324,1.3036764,1.313124,1.0497869,0.84431887,0.8668513,1.03243,1.4749517,0.6875076,1.1826793,0.8258684,1.3458658,0.42743695,1.3434193,0.82910764,0.7555551,1.370472,0.94883204,0.77673745,0.89666295,1.0436591,1.5068753,1.3531878,1.495672,1.1159244,1.5549062,0.69995606,0.9758628,0.55733216,0.708262,0.6836666,1.4511849,1.4000279,1.2567008,1.252858,1.0734595,1.2629838,1.1299689,0.90429807,1.2001408,0.5710893,1.1317068,1.0016147,1.0914453,0.67056924,1.3297,1.206466,0.5491599,1.0662799,0.62881696,1.5599854,1.1905713,1.0051786,0.9091617,1.3881538,1.0702002,1.4746723,0.95991445,0.5518271,0.39851886,1.381908,1.5148816,1.243948,0.968354,1.2907034,1.3768071,0.70599645,1.0455233,1.3898025,0.6138146
cup,1.2611789,0.47415113,1.4205878,0.5544895,0.5664735,0.65041363,0.85822105,1.2964364,1.4824742,0.65621555,1.364414,1.3736913,1.5201288,0.87495387,0.34028852,0.30668712,1.1476189,0.7792802,0.8558709,0.41098666,0.517474,0.8603474,1.1303763,1.3205252,1.1583055,0.6547673,1.4059252,1.3987243,0.97910494,1.2911398,0.84347916,1.3938173,1.2635559,0.5629237,1.3967696,0.0,0.9521583,1.4833434,1.1067262,1.1476393,1.0242039,1.213121,1.0319514,0.6161355,1.3170973,1.0781612,1.3339263,1.1323512,0.57214516,0.8076047,1.0749377,0.7401786,0.7841701,0.946564,1.0020287,0.8878912,0.8513641,1.3522215,1.0589836,1.3417301,0.5648924,1.4469184,0.5198512,1.3081949,0.7376156,1.3585087,0.577518,1.3583636,1.2792039,0.61669624,0.7856186,1.3385749,1.0968204,0.97837037,0.6023308,0.6490307,0.9033946,1.2411132,0.4733739,1.0814445,1.168529,1.4457192,1.5059153,1.1999546,0.6856632,0.7192385,0.8622794,1.1005633,0.8852436,0.44837034,0.96919024,0.77757823,0.675208,1.1053579,0.8502055,1.3314277,0.93413764,1.3969529,0.6518234,0.6370969,1.3252234,0.5716971,1.2437831,0.6266661,0.5931258,1.1370008,0.93957394,0.5841739,1.073428,0.46855998,0.99108297,1.4780571,1.3182588,0.25682938,0.9669216,0.99166334,1.2162105,0.787354,0.47578543,1.1015657,0.8823528,0.7311456,1.3277665
dish,1.0491955,1.0848372,1.1741414,0.9767497,1.058495,1.022573,0.88745964,1.0478157,1.0172892,1.1326472,1.1697899,0.916003,1.0507252,0.8485627,1.1208036,0.80601823,0.8554928,1.1905149,1.0885044,0.7524317,0.97598916,0.9832022,1.136441,1.1434693,1.078056,1.0181684,1.0888884,1.0045329,0.949012,1.1066985,0.9178223,1.176003,0.9285337,1.1236198,0.9550336,0.9521583,0.0,1.1703256,0.84065497,1.0073087,0.90293133,0.86188143,1.259526,1.0624305,1.0363044,1.2145697,1.070172,1.2294233,0.9739187,0.9354774,1.2243941,0.9473851,0.92061937,0.9306957,1.2284759,1.0962243,0.8493016,1.138405,0.91866213,1.0645287,1.095087,1.0550458,0.9044193,1.0936135,0.9695273,0.93575,1.0150489,1.1336275,1.0230353,1.0932639,0.79873836,0.96908265,0.8764758,0.98342294,1.2329776,1.1705612,1.2970288,1.2228466,1.0962173,1.0409784,1.0938472,1.0401273,1.168177,0.9644731,1.0919857,1.1675901,1.2576141,1.2816467,1.2115111,0.6584803,0.9056144,0.90441954,0.9641697,0.94364214,0.88556737,1.1372927,0.8267877,1.0518657,1.0106727,1.0112455,0.9883314,0.92969245,0.97143227,1.2364795,1.1356504,0.908507,0.80934596,0.8964844,0.85081315,0.9644811,0.81869537,1.0541741,0.92297995,0.95356506,1.243045,1.2092553,0.9023924,1.1558911,0.7505281,0.62429625,1.1303984,0.84014654,1.0272809
dog,0.81745124,1.3213508,0.49028987,1.3113723,1.2144439,1.2316734,1.1202142,0.8932971,0.63596165,1.287492,0.65742576,0.7217561,0.56410325,1.2326152,1.4115503,1.4940779,0.9847011,1.0694835,1.1385391,1.3473246,1.339049,1.1094385,0.9349235,0.4612795,0.9013077,1.2931104,0.72899216,0.6920093,1.0338469,0.72204053,1.0697696,0.6232099,0.7664912,1.4422444,0.76989293,1.4833434,1.1703256,0.0,0.9065339,1.0258646,1.2323629,0.9689038,0.9155257,1.2100279,0.6302272,0.97745675,0.65482664,0.9774538,1.3414237,1.0952079,0.85719335,1.3770845,1.1065435,1.0204965,0.9227582,0.9636137,1.1392213,0.61955756,1.0134037,0.806373,1.1598886,0.6594709,1.269362,0.80830675,1.417861,0.8762742,1.4146438,0.6867466,0.6776802,1.1836711,1.1703284,0.831504,0.9833495,0.8801051,1.225992,1.2849693,1.1444325,0.75815743,1.3478028,0.962614,0.7236844,0.6204481,0.5813995,0.9965887,1.4115326,1.4002094,1.0760849,0.8821201,1.0217183,1.4630315,0.9534154,1.1125305,1.3308333,0.9922803,1.0366232,0.7746618,1.2859085,0.62414616,1.1699073,1.3320502,0.79009736,1.3675635,0.8713962,1.202923,1.2309837,0.9591438,1.0541508,1.4293871,1.1817718,1.4557202,0.9535973,0.6112393,0.71915746,1.3970267,1.043195,1.0445908,1.0813515,1.1816878,1.451849,1.1643306,1.2311229,1.2689668,0.80363834
doll,0.95652723,1.1689445,0.99060047,1.1443762,1.0567095,0.9800577,0.8742478,1.2014232,0.72514844,1.3039261,0.96832216,0.89387125,0.7985966,0.9190352,1.1963558,1.194427,0.89535534,1.2722045,1.1545736,0.9837284,1.0891886,0.9950755,1.2726068,1.2219636,1.0195849,1.2269727,0.9134406,1.0311894,0.9498003,1.2269884,1.090066,0.8569655,0.7388534,1.2973781,0.8285388,1.1067262,0.84065497,0.9065339,0.0,1.1472906,1.0276014,0.51002324,1.1122051,1.0929825,1.0297817,1.2148482,0.9921537,1.0522741,1.1770823,0.7769705,0.93575877,1.1037529,0.7694285,0.9846467,1.1914594,0.65213346,0.91277665,1.0021687,1.0119237,0.825302,1.0100151,0.9706221,0.9587731,0.9242083,1.1596624,0.9901453,1.264664,1.0119518,0.9704096,1.1385014,0.92645544,0.75458926,0.835595,0.89245987,1.2507935,1.0374045,1.3060358,1.0653532,1.1961613,0.8987321,1.0271894,0.8197348,1.0954489,1.0040189,1.2654239,1.3406863,0.9484578,1.0297167,1.0546596,1.1619434,0.8229422,0.829093,1.1705955,0.9805208,0.7887856,0.9897037,0.99717945,0.9857979,0.90310985,1.1473628,0.9310399,1.1467665,0.9426691,1.2130494,1.0917888,0.7515694,0.9387845,1.150778,0.92190707,1.0991418,0.79146314,0.8956119,0.9667418,1.1236488,1.0866611,1.2189304,1.0846092,0.8996777,0.8398382,0.9608604,1.1720945,1.1677508,1.105596
door,0.9134941,1.2651297,1.0072418,1.2009674,1.2314816,1.2275418,0.9006724,0.5179392,0.8176592,1.0186697,0.8519877,0.99714696,0.949728,1.0957862,1.0065877,1.1209701,0.9089638,1.267962,0.6450037,0.9925595,0.67936665,0.88355285,1.130009,0.7711652,0.582476,1.0993322,0.36549437,0.64494103,0.9064743,0.9802327,1.2236761,0.80553716,1.162676,1.1883154,0.67996824,1.1476393,1.0073087,1.0258646,1.1472906,0.0,0.62398267,1.0099481,1.1862483,1.3170891,0.95229554,1.1898962,1.0243624,1.2603481,1.208638,0.9385424,1.2672355,1.1288477,1.247815,1.032345,1.2326468,1.3783426,1.2816849,0.988747,1.0347381,1.1376011,1.2225952,0.7967421,0.9201942,1.0533003,1.086099,0.72529703,0.90026045,0.92561734,0.8953033,1.0852146,0.977915,1.1222801,1.0031726,1.027609,1.2502126,0.98188496,1.1444272,1.214675,1.2363917,0.5157216,1.0772705,0.94311404,0.9247637,0.9730586,1.1646891,1.1290069,1.1276128,1.2729329,0.9703858,1.0585675,1.2104186,1.0809307,0.9755741,0.3805166,1.10317,1.0100014,1.0778624,0.93194103,1.2327178,0.95020616,0.52725065,0.87176377,0.865903,1.3034991,0.7862408,1.2052512,1.0550641,1.1675812,0.9493804,1.0870655,1.0259695,0.88037735,0.86965775,1.2497609,1.3353491,1.2113868,0.9675327,0.99320626,1.3125035,0.9598448,0.66577333,1.1331263,0.51671225
drawer,1.037562,1.1084523,1.1551647,1.098384,1.1521254,1.1602834,0.7994868,0.73015726,0.92467237,1.117975,0.8398312,1.0662633,1.0317041,0.8678473,1.1565511,0.9690887,0.78834915,1.1868544,0.5667498,0.91973865,0.86664736,1.0703518,1.2218777,1.2165821,0.7666258,1.0181639,0.7532745,0.9745964,0.95264065,1.0195416,0.95385706,0.92424566,1.04495,1.1624234,0.77277684,1.0242039,0.90293133,1.2323629,1.0276014,0.62398267,0.0,1.0491142,1.1151825,1.0346739,1.0906227,1.1359568,1.1083972,1.061388,1.183357,0.98229074,1.1607639,1.0409219,1.0479015,0.8852148,1.1735702,1.2124453,1.0093532,1.1035401,1.0036272,1.01342,1.1694167,1.1266719,1.0516915,1.0678668,1.0308237,0.7787924,0.9021896,1.0973028,1.105373,1.1139239,0.9276771,1.0049108,0.90578574,1.0132298,1.1802969,1.0965624,1.0764537,1.0544947,1.1186961,0.7560877,1.1450276,1.0902864,1.108865,0.8477706,1.0827799,1.0217018,1.0683558,1.1873499,1.0223094,0.86848444,1.0425878,1.0131086,0.7657921,0.6295304,0.9235056,1.2238019,1.045056,1.1217053,1.1808782,0.967032,0.8171557,0.8323699,0.8988367,1.2218803,0.87537634,1.0663998,0.99951285,1.0037835,0.8461088,1.0811112,0.99100703,1.0619546,0.8141242,1.0175129,1.0946336,1.2059908,0.94838583,1.1620446,1.0814133,0.70267844,0.91622794,0.9570099,0.8918874
dress,1.1357503,1.2039993,0.9696506,1.0976586,1.1429362,1.1704285,1.0340179,0.97516346,0.58330834,1.216568,1.0396318,0.71464586,0.76866746,1.0817536,1.2161784,1.2041931,0.8923349,1.2052593,1.2037711,1.0210954,1.136441,1.0408622,1.1860974,1.0216414,1.090369,1.2330662,0.8953784,0.8379601,1.1177324,1.1157904,1.0836859,0.91937184,0.73911685,1.2453771,0.76645875,1.213121,0.86188143,0.9689038,0.51002324,1.0099481,1.0491142,0.0,1.129095,1.1335924,0.8396263,1.1332617,0.8180276,1.0806205,1.2162721,1.001465,1.1715018,1.2123083,1.0834644,0.9593935,1.1121844,1.0218445,1.00148,0.87251437,0.92838645,0.90305585,1.147851,0.8000965,1.0756143,0.8579522,1.2383478,0.99611825,1.2144715,1.0890726,0.95393205,1.1588484,0.9911511,0.8178125,0.9360355,1.0108582,1.2141261,1.2234653,1.2165204,0.9936079,1.2127361,0.9504438,1.0918734,0.5532989,0.9637858,0.9295461,1.2910653,1.2833067,1.240176,1.118041,1.1862798,1.1638868,0.9898366,1.1190702,1.1791388,0.9324752,1.0020227,0.89688027,1.1303892,0.7081175,1.154891,1.2939181,0.75162035,1.1855986,0.74077666,1.2494416,1.1980182,0.9730133,0.9719684,1.2178131,1.0616632,1.1305807,0.97532004,0.7058849,0.7995701,1.2049999,1.1704193,1.102885,0.9729393,1.0980386,1.0354483,0.97788435,1.1996937,1.1430175,0.9062454
ear,1.1406801,0.9493896,0.99916536,1.0270071,0.89992213,0.90821135,1.0832542,1.233283,1.2507224,0.9053329,0.99725544,1.0025021,1.1513062,1.1027567,0.9650759,1.1116346,1.1883681,0.82014227,1.0696465,1.0441314,0.96930474,1.1661699,0.75662065,1.0094712,1.0632706,0.8978763,1.1376033,1.1745541,1.0901886,1.0065459,1.0044119,1.0779908,1.0361916,0.9047508,1.2783498,1.0319514,1.259526,0.9155257,1.1122051,1.1862483,1.1151825,1.129095,0.0,0.8980582,1.1555141,0.4713621,0.9550195,0.48557585,1.0651083,1.1858947,0.6283316,1.1434209,1.0948377,1.1063069,0.48344254,0.77178705,0.9635149,0.83459777,1.1275334,0.7600712,0.8170464,1.0639677,1.143822,1.0365919,1.1226686,1.2411791,1.0860465,0.8586744,1.0402006,1.0717577,1.1032693,1.0369221,1.0894836,0.89380497,0.74261427,0.7824621,0.5147375,0.43201447,0.90099037,1.0677775,0.8701954,1.2169893,0.90551347,1.0776112,1.0281655,0.9423755,0.7671591,0.43791795,0.90929544,1.1615266,1.0415874,1.0581776,0.97065306,1.1147423,1.1926696,0.87803,1.2328796,1.1444905,0.8943695,0.9453975,1.2048134,1.1089586,1.2685733,0.62549,0.9915419,1.0096054,1.1374276,1.0984173,1.1080245,1.0117464,1.1781459,1.161143,1.2780966,0.9577576,0.44471502,0.590073,1.1318505,0.81064713,1.110838,1.2538656,1.0270783,0.8631971,1.2261324
egg,1.2679852,0.3023147,1.2605987,0.3375951,0.45326793,0.603537,1.1727071,1.3219681,1.3559033,0.8643958,1.3098054,1.1624868,1.3284066,1.0930154,0.80649424,0.5719217,1.262871,0.5829078,0.9936812,1.0064317,1.0602108,1.1079199,0.92950785,1.1374462,1.3334781,0.6348024,1.3595959,1.3419089,1.181614,1.2110461,0.6752317,1.3587011,1.2048929,0.67582583,1.4183099,0.6161355,1.0624305,1.2100279,1.0929825,1.3170891,1.0346739,1.1335924,0.8980582,0.0,1.182798,0.8633009,1.1185956,0.74182165,0.68524456,1.1077521,0.82510126,0.8699341,0.67738426,1.1407773,0.84195745,0.8480625,0.90077513,1.1189878,1.1406897,1.0617719,0.5616215,1.3671429,0.97839427,1.2532165,0.8886276,1.3318894,0.68278354,1.1449865,1.1947216,0.69291633,1.0926564,1.1745245,1.1530775,0.9385225,0.53081715,0.9802953,0.75293833,0.88518286,0.2636748,1.3158374,1.2028577,1.318143,1.2396739,1.2298636,0.79931235,0.7919723,0.8483161,0.83332556,1.1307752,0.7000444,0.6832983,1.127363,1.0094224,1.3638642,0.7376832,1.1281488,1.1085012,1.2592769,0.84782135,0.9673258,1.2659222,0.9671873,1.239197,0.6089755,0.8632883,0.986167,1.0338924,0.71671283,1.0472349,0.6634413,1.1419438,1.3170123,1.2741379,0.62484384,0.6030912,0.73901856,1.1696194,1.0303001,0.55952036,1.0917258,1.1654468,0.7163857,1.3492723
elephant,0.9615441,1.2811592,0.7939675,1.1547575,1.2877238,1.242084,0.9926625,0.7979355,0.6039417,1.0772239,0.92680013,0.7819911,0.5348505,1.1734475,1.2656933,1.2574457,0.9685845,1.0165768,1.2274151,1.1530187,1.1979603,1.1157718,1.0195369,0.39786196,1.032462,1.196891,0.8230103,0.47311664,1.0779327,0.9013961,1.1277014,0.7955295,0.89750934,1.2653556,0.7762045,1.3170973,1.0363044,0.6302272,1.0297817,0.95229554,1.0906227,0.8396263,1.1555141,1.182798,0.0,1.0218256,0.86297554,1.1181335,1.2931607,1.1571742,1.148489,1.2035766,1.2361376,1.0765994,1.0728772,1.1283742,1.1367263,0.9548556,0.93316513,0.9693567,1.2856587,0.72613907,1.25741,0.7815441,1.2133698,0.9116153,1.167363,0.89206934,0.50168586,1.2297528,1.0737228,0.8379642,1.0644295,1.0662106,1.18851,1.1870661,1.1839129,1.0409106,1.2364945,0.9268163,0.89320284,0.46106488,0.807302,0.83841264,1.2329097,1.2397842,1.1642457,1.2095664,1.2528222,1.2161906,0.99253976,1.1125594,1.209676,0.9625075,1.1107597,0.81819457,1.0683789,0.44353998,1.1190686,1.3436323,0.84931725,1.1824979,0.714388,1.2230248,1.3183421,0.9086714,1.0625188,1.2434837,1.1436483,1.2478535,1.124707,0.5857199,0.7832484,1.3068453,1.230649,1.0627469,1.0371071,1.0886655,1.3117807,1.0032612,1.1614362,1.1056609,0.77642846
eye,1.0617691,0.92820174,1.1345965,0.9809203,0.85964227,0.7604781,1.1318123,1.1408485,1.2017155,0.7351224,1.0273545,1.1197753,1.1135587,1.0171269,0.9855437,1.045131,1.1828649,0.6892427,1.1418059,1.1186174,1.0442306,1.1606886,0.6081735,0.90710384,1.1472182,0.7118468,1.2024304,1.192659,1.0961399,0.9945749,1.0278134,1.1257101,1.1109928,0.6729327,1.2593192,1.0781612,1.2145697,0.97745675,1.2148482,1.1898962,1.1359568,1.1332617,0.4713621,0.8633009,1.0218256,0.0,0.9802062,0.59407866,0.9131395,1.2942569,0.73214406,0.9856634,1.0609896,1.2307143,0.27278686,0.8922189,1.0817529,0.9707279,1.1651957,0.9215466,0.83443475,1.1935688,1.2391014,1.1520371,0.94115275,1.1596613,0.95417863,0.9522007,1.0071213,1.1554089,1.242777,1.1431376,1.0614188,0.9455393,0.69939494,0.8693424,0.39406514,0.50849676,0.7880752,1.2246441,0.97220486,1.2278515,1.0216784,1.0651517,0.74696696,0.62315935,0.7433826,0.57383364,0.9400953,1.110058,0.9418533,1.1709502,0.95502305,1.259582,1.1864085,0.93850535,1.0475398,1.1892117,0.8862057,1.0138376,1.237766,1.0965173,1.2625486,0.45418453,1.1030426,0.9842028,1.2317147,0.9637,1.025608,0.9220204,1.2031317,1.2456234,1.3250568,0.9427821,0.50583756,0.5810498,1.077039,0.8691279,1.0354526,1.1660765,0.98464197,0.74132586,1.1537244
