,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
comb,0.88771576,0.99069506,1.1115108,0.89531916,1.1047484,1.1321216,1.1573286,0.885711,0.97529453,1.0474075,0.8889908,0.9703795,1.0662253,0.90566903,1.0659178,0.90932816,0.78376186,1.0081178,1.0990236,0.95802224,1.1410222,1.0059562,1.0412234,1.1043084,0.9173257,0.9049662,1.1080257,0.93348414,0.9559447,1.071263,1.0983396,1.0108573,0.93989193,0.9747648,0.0,1.0790322,1.0247766,0.9627617,0.9919888,1.0677394,1.1515936,1.0874217,0.99956024,0.9993828,0.98065716,1.1429302,1.1132201,0.9938624,1.0001568,0.91131514,1.1003506,0.9775454,0.9920491,1.1176604,0.97000045,1.0729674,0.9058981,0.98629254,0.93584216,0.9957375,1.0549293,0.87802637,1.0968472,1.0194732,0.97570497,0.97334087,1.093454,1.0925267,0.99299824,0.93219787,1.0088334,0.9829576,1.0796418,1.0704737,0.9312017,0.9474809,1.0174859,1.1079007,1.0601441,0.99660873,1.0903796,1.1609913,1.1263105,0.9062742,1.0523818,0.85546374,0.95186675,0.91132885,1.0512251,1.2273209,1.1098195,0.8988228,1.0637641,1.0856354,0.886911,0.9791441,1.0499473,1.2462661,1.0922214,0.8864324,0.94845873,0.951518,0.92229974,0.9382168,1.0785866,1.0755718,1.0333973,0.89251417,1.0486709,0.95663565,1.1198748,0.97712195,0.9905509,1.0727389,0.9690833,1.1171631,1.0911138,0.9917954,0.93529916,0.95758855,0.975737,1.1193736,1.0378337,0.8482359,1.1002665,1.0266211,0.8860809,0.8791874,0.9247168,1.03756,0.8815992
couch,0.6054389,1.1064057,1.4589937,0.4772144,1.3325197,1.4937941,1.2179576,1.0195336,0.6151508,0.083292484,1.3650888,0.3091662,0.7912308,1.160228,0.25105494,1.0626307,1.1662589,1.4884882,1.4229759,0.96714413,1.4183547,1.3026763,1.390188,1.1609883,1.3321532,1.2473483,1.0361326,0.7331556,0.474867,1.1308903,1.2768207,0.69680643,0.7789621,0.5517409,1.0790322,0.0,1.2384776,1.506156,0.5095128,1.4740088,0.5470166,0.9237093,0.8260068,0.7727301,1.0338094,1.413844,0.4696393,0.8070638,1.1646895,1.2493045,1.3452846,1.2283784,1.3423204,1.2214811,0.7986673,1.2079949,1.1702384,0.9899489,1.0485979,0.6945215,0.69089556,0.8941288,1.3623283,0.78956014,0.9231563,0.63173294,1.0894766,0.3800118,1.4819303,0.974193,1.4419055,0.5637597,1.2286427,1.1034243,0.5902959,1.1050768,1.0094535,1.256324,1.3872796,1.2893744,0.9853241,1.3957007,0.9986675,0.5227148,0.4724558,0.8103323,1.4702605,1.4683,1.2671294,1.025637,0.63435477,0.9041357,1.3007994,1.3628439,0.972526,1.2665477,0.80664027,1.3377566,1.204316,0.8817594,1.3765192,0.56222636,1.1851724,0.5491772,1.5585629,0.6181178,1.2778609,0.8605776,1.5165491,0.8931007,1.3651154,0.88564825,1.3286048,1.3670284,0.9707575,1.2610912,0.97290623,0.46220344,0.7743089,0.4481007,1.3733819,1.2472167,1.338162,1.0997951,1.4079132,1.1434299,1.1206316,0.8882098,1.372097,1.4589967,0.68524337
cracker,1.1658622,1.1497737,0.7117528,1.1588018,0.86712223,0.5641126,0.644959,1.2234251,1.1324314,1.2625947,0.6368773,1.3128023,1.0796036,1.2458311,1.2617277,1.2285639,1.0929298,0.6620586,0.7577436,1.2564023,0.72059065,1.006158,1.0094244,1.2254963,0.7326443,0.83693933,0.58581287,0.9136577,1.2488068,1.1506487,0.82585275,1.1921914,1.1752639,1.2115271,1.0247766,1.2384776,0.0,0.4861561,1.3026989,0.81814766,1.1005372,1.1954833,1.1369659,1.2015283,1.0746223,0.67213255,1.1725469,1.0796944,0.54816604,0.9173116,1.0795833,0.7485406,0.97217405,1.1547979,1.1849577,0.6470459,0.93591136,0.9628272,1.1362898,1.0755028,1.0542552,0.88435936,0.65238065,1.1042541,1.2411891,1.1702509,1.0957216,1.0462146,0.6660616,1.041314,0.77789944,1.1257104,1.0595028,1.1719939,1.1970068,1.0616024,0.93784136,0.47359693,0.63606715,0.64454657,0.7973255,0.6145363,1.2093604,1.1035249,1.0032244,1.293987,0.6402658,0.58860236,1.137386,0.9401011,0.9633499,1.1792456,0.9960817,0.65893614,1.3149724,0.92409617,1.2143145,0.8243059,0.7472006,1.1675906,0.97051245,1.0967836,1.1543639,1.0598979,0.8257103,1.1275394,0.87035084,1.2365271,0.6394763,0.7296353,0.8468363,1.2972744,0.52824014,1.0437875,1.2417793,0.5740492,1.0446523,1.1851674,1.1942999,1.2878767,0.9559237,0.5955654,0.51187587,1.0072014,0.62887603,1.1953816,1.0376781,1.2416897,0.9027078,0.55584824,1.165643
crayon,1.4544837,1.1575956,0.46850657,1.3791564,0.61530745,0.40383184,0.81930315,1.1873189,1.3332839,1.5038235,0.26953351,1.3916167,1.3717041,1.0292997,1.446956,1.0244406,0.83610356,0.368357,0.5295835,1.265393,0.49944955,0.74185383,0.84695673,1.0700732,0.45237708,0.64357656,0.72380114,1.1851407,1.3893584,1.1516994,0.8563415,1.3422943,1.3171184,1.3128566,0.9627617,1.506156,0.4861561,0.0,1.4720849,0.54656595,1.4332736,1.2144368,1.2207592,1.2787158,1.0982985,0.52928317,1.3869486,1.2094533,0.6094778,0.7070976,0.8533907,0.7115465,0.77979493,0.97799724,1.520668,0.6073078,0.79891956,0.9653145,1.2561417,1.2997524,1.3271708,1.1681584,0.40080714,1.3293676,1.204712,1.4262111,1.2840763,1.3711461,0.12840426,0.86837804,0.51874346,1.4460135,1.182699,1.243083,1.511153,1.034744,0.9210229,0.3887577,0.33450484,0.52173245,1.0329261,0.46085906,1.1913766,1.3852893,1.321622,1.3513827,0.06745261,0.10472041,0.96636456,0.9035952,0.8783339,1.1612879,0.9314704,0.5637517,1.2555246,0.47067595,1.3328092,0.627389,0.9033107,1.2683182,0.6263381,1.43165,1.028795,1.2876974,0.38488925,1.3534143,0.6776244,1.299705,0.2550338,1.013463,0.49781084,1.2818395,0.36760414,0.82000446,1.1881175,0.44656885,1.1760148,1.4727451,1.336042,1.5888991,0.65760463,0.5886159,0.45169675,0.99096435,0.3142277,1.1005672,1.0696464,1.1928623,0.47373545,0.2823155,1.3306422
crib,0.7303033,1.0462155,1.5047266,0.6337405,1.4246365,1.5589794,1.1833316,0.8416257,0.470235,0.42474508,1.3726523,0.2459495,0.85003656,0.98292357,0.64712167,0.8852407,0.96359587,1.4735516,1.3477043,0.6820568,1.4500413,1.0217195,1.2423986,1.0281922,1.309315,1.2671044,1.1734568,0.89348114,0.5530126,1.042569,1.2509413,0.7162267,0.85082096,0.5478985,0.9919888,0.5095128,1.3026989,1.4720849,0.0,1.4305563,0.72022915,0.8824551,0.7457843,0.59155524,1.0671132,1.5171261,0.68982106,0.92841893,1.3720596,1.3616107,1.2888577,1.2587326,1.2176555,1.0804013,0.5909822,1.2951808,1.1770108,1.0107595,0.86379194,0.84203696,0.80372775,1.0276651,1.5102843,0.7440558,0.8479998,0.7804458,0.9436091,0.6824384,1.3309925,0.86801046,1.4157064,0.7008378,1.071019,0.96570253,0.65495026,0.8239933,1.008657,1.4459002,1.5076137,1.4831727,1.1539506,1.4382842,0.9567339,0.70636255,0.75431925,0.62696147,1.3629783,1.3593532,1.2135739,1.1886048,1.1271749,0.93746996,1.2009585,1.496725,0.7788084,1.2041258,0.6961443,1.3459135,1.248558,0.7829938,1.0665687,0.7208406,1.08432,0.7280718,1.4435629,0.6134528,1.171118,0.67466694,1.59335,0.9793848,1.304019,0.93995035,1.4047319,1.2104332,0.895104,1.3392258,0.8288735,0.6767585,0.74001706,0.44580662,1.3284755,1.4847196,1.4426384,0.8782797,1.527648,0.86390066,0.8663717,0.8280246,1.2771614,1.5881377,0.6875401
cup,1.4390647,0.9625733,0.5479877,1.4391572,0.5982174,0.5387797,1.049457,0.78301406,1.3083491,1.5110004,0.5934102,1.4336782,1.210407,1.0089833,1.4728639,0.9964213,0.8083079,0.20226711,0.43993413,0.9120187,0.6052763,0.88357,0.17872274,0.89188135,0.4123155,0.7299155,1.0156803,1.3434165,1.2184649,0.9518672,0.8694098,1.210931,1.2784768,1.1650597,1.0677394,1.4740088,0.81814766,0.54656595,1.4305563,0.0,1.369504,1.1957791,1.1593087,1.0972228,1.0222176,0.54432994,1.3213102,1.2655774,0.9627812,0.77169925,0.7631705,0.92859447,0.7868142,0.95557404,1.1579458,0.9157936,0.84169245,1.1141891,0.89407706,1.3361778,1.3827294,1.2900202,0.57286304,1.2661607,1.2521536,1.332614,0.70994294,1.4422345,0.6594415,0.96337646,0.5868732,1.4274116,0.8323891,0.7519524,1.477901,1.091889,0.9827012,0.7501987,0.43971783,0.8379096,1.2035539,0.50134313,0.8397983,1.4968199,1.439657,1.2124729,0.6100038,0.6535913,0.8154086,0.9571027,0.99019814,1.1567558,0.72378695,0.70532936,1.0439608,0.6119839,1.0781238,0.6720698,0.92211336,1.2261963,0.8305234,1.4448931,1.0247566,1.3985105,0.39651287,1.3262918,0.34962356,1.2393867,0.5467118,1.2123432,0.52468413,1.0875043,0.6703098,0.74644756,1.2208933,0.68234503,1.0170037,1.4253002,1.2548435,1.3786641,0.54425216,0.8856473,0.73793083,1.0634753,0.42792964,0.9246008,0.8909178,1.1954194,0.61455584,0.57187146,1.2794673
dog,0.68326014,1.0090121,1.3601966,0.8195289,1.2734685,1.3502009,1.1983047,0.9869778,0.7210172,0.59655297,1.2175434,0.71806085,0.82847804,1.0395584,0.5799,1.06535,1.1334156,1.3909888,1.3950891,1.0110977,1.2673779,1.2340153,1.2908992,1.1262164,1.2241416,1.0193846,0.9332211,0.53612185,0.7172022,1.1402926,1.1714644,0.80775845,0.7480931,0.7373582,1.1515936,0.5470166,1.1005372,1.4332736,0.72022915,1.369504,0.0,0.87743676,0.8464979,0.97401977,0.8821422,1.2937844,0.6343145,0.94514906,1.1277949,1.0866557,1.0438824,1.0860167,1.271048,1.027679,0.7905829,1.1984493,1.0011725,0.97757417,1.0601207,0.77479446,0.60045385,0.8686694,1.2901355,0.56281316,1.059094,0.65165746,1.0374991,0.5672947,1.424502,1.0443835,1.3220395,0.5821657,1.151053,1.0399859,0.6901136,1.0725546,1.0060217,1.209506,1.2433579,1.105881,1.0214025,1.3660599,0.89438623,0.6868824,0.58017695,0.87577176,1.4156289,1.4206029,1.224022,0.871789,0.86200833,0.93606937,1.248574,1.2553542,0.95191294,1.2591536,0.90589875,1.0403202,1.1682506,0.8717591,1.3370812,0.69444036,1.0549883,0.8028743,1.3699182,0.6630601,1.2644995,1.0187337,1.3733836,0.73997754,1.2074952,0.9845227,1.2255815,1.2589414,1.0737795,1.2262934,1.0329242,0.6430476,0.87612283,0.7184424,1.3279564,1.1555127,1.2400676,1.1893643,1.2525296,1.1644409,1.1101383,1.0689008,1.3011653,1.2412939,0.62502766
doll,0.9901323,0.67610407,1.1130687,0.96688014,1.006679,1.1789907,0.92156416,0.9324411,1.1987813,0.8934896,1.262516,0.9871517,0.73142064,0.97869545,0.8114742,0.9085057,0.9211788,1.2410696,1.2062492,0.92163825,1.0879599,1.0860995,1.1542286,0.95079005,1.3451436,1.1500133,0.9904483,1.175651,1.0479299,0.9574401,1.0076758,1.1284473,1.0182691,0.92604274,1.0874217,0.9237093,1.1954833,1.2144368,0.8824551,1.1957791,0.87743676,0.0,1.2243105,1.0239587,1.0646062,1.0677195,1.0506531,0.98867565,0.8886429,1.001385,0.89009225,0.97666216,1.0206419,0.79549193,0.93739164,1.0299567,0.742882,1.2414119,0.892273,1.0687793,0.8416356,0.63486564,1.0751351,0.92798847,1.0209553,0.9397415,0.9086462,0.9640876,1.1655002,1.0816131,1.1443162,0.7660761,0.93773764,1.0056295,0.5540374,1.0212457,0.9321259,1.158198,1.2725754,1.1472607,0.90049314,1.1669561,1.1217989,0.6865273,1.0318048,0.9529362,1.2166709,1.1283212,0.99630207,0.5587927,0.8220945,1.1691723,1.0842361,0.9851142,0.9763186,1.1477447,0.9966732,1.0102215,1.1007259,0.71708727,1.0061429,0.99333566,0.9596572,0.8169492,1.2314675,1.1115712,1.22331,1.0269876,1.1021843,1.1373619,1.1234429,0.737658,1.1724675,1.0412121,0.990145,1.1591595,0.9557334,1.0057753,0.9702905,0.9526485,1.120243,0.8937603,1.0930444,0.92498547,1.2385563,0.71144134,1.079495,1.0691853,1.2562021,1.1405824,1.195435
door,1.0307164,1.0905336,1.2867844,0.920659,1.319346,1.2886219,1.1710122,0.87949103,0.60350645,0.85759413,1.1171204,0.6838201,1.0162969,1.0266922,0.9882589,1.205915,1.0865047,1.1077908,1.1834595,0.85533094,1.2355797,0.791662,1.0652437,1.0296885,0.85238546,0.98443407,1.1811829,0.7713934,0.49661243,1.0457718,1.1043875,0.1303606,0.9583968,0.9890216,0.99956024,0.8260068,1.1369659,1.2207592,0.7457843,1.1593087,0.8464979,1.2243105,0.0,0.62114596,0.8887964,1.3525249,0.888325,1.0506171,1.2251333,1.1810292,1.0749539,1.1084454,1.1032945,1.2175664,0.98896754,1.1947337,1.1909815,0.7969338,1.0871652,0.942891,1.0510229,1.1049153,1.2954785,0.9266301,0.9998212,0.92647624,1.0532316,0.94038635,1.1635168,0.6110788,1.0649247,1.0338494,1.1423111,1.0140178,1.0771118,0.78458244,1.0099956,1.3146472,1.0185777,1.1100676,1.1336658,1.2570966,0.4433239,0.9721384,0.8763057,0.94168806,1.1795132,1.1747929,1.1767608,1.1958156,1.1104268,0.8125036,1.1338259,1.2078077,0.92906415,1.0368046,0.6907499,1.0714293,1.105951,0.95952535,1.0580689,0.8916283,1.0778118,1.0111681,1.0980232,0.4526425,0.90651727,0.9656238,1.2937789,0.90135956,1.1331148,1.209363,1.2198316,1.1162498,1.0536797,1.1740458,0.90519655,0.90547156,0.93430686,0.92536145,1.2775555,1.2972342,1.2236122,1.0680565,1.043654,1.203152,1.0091568,0.89348114,0.79673076,1.2612249,0.44145525
drawer,0.9392727,1.0234685,1.3230991,0.8786461,1.3172472,1.3682177,1.1408746,0.65621597,0.55502135,0.7770579,1.2236878,0.7282077,1.0298507,0.9439118,0.871723,1.052871,0.8376397,1.2069001,1.009032,0.54716617,1.2581115,0.91495377,0.9450308,0.97221535,1.0041193,1.2131697,1.1806066,1.0332208,0.6406004,0.9098685,1.122694,0.6107166,0.9915117,0.65373087,0.9993828,0.7727301,1.2015283,1.2787158,0.59155524,1.0972228,0.97401977,1.0239587,0.62114596,0.0,1.0991006,1.3570501,0.8777856,1.0697061,1.2494742,1.2575724,1.1385195,1.2274648,0.94209456,1.0924821,0.82292926,1.1825528,1.1728537,0.9789931,0.85020787,1.0349216,1.0236576,1.0525521,1.3578683,0.9551589,0.99342114,0.9329182,0.8328769,1.0224062,1.1367218,0.8159046,1.1663849,0.9505931,0.98537135,0.8969269,0.91884595,0.7579294,1.0833018,1.3248687,1.24073,1.2398719,1.0965034,1.281332,0.6641834,0.9947654,1.028185,0.6731503,1.2004763,1.1516066,1.0990897,1.1505327,1.1162643,1.0000081,0.93432194,1.2598708,0.7891811,0.9270176,0.53243965,1.1566023,1.0942509,0.9209517,1.0286947,0.909128,1.0660241,1.0246075,1.2023487,0.78400344,0.83525556,0.9595839,1.3337247,1.0767437,1.2248516,1.060173,1.2546096,0.97233605,1.0233189,1.2133582,0.975655,0.91233474,0.96940076,0.6848895,1.2397532,1.3192036,1.2137995,0.8816211,1.2550895,1.0293021,0.74012506,0.9430514,1.0444648,1.3525448,0.874793
dress,1.0658412,1.0550624,1.1096218,1.1165688,1.0770329,1.0884194,1.0745788,0.8739445,1.1406183,1.0972319,1.0317295,0.9899208,0.8767433,1.0060884,1.0077105,1.0509481,1.0541408,0.99505097,1.1695383,0.9963878,1.0567276,0.9207814,0.9814253,1.0187448,0.94742715,0.9568982,1.0636929,0.95244473,0.9247067,1.1070917,1.1258224,0.9091128,0.92866623,1.0291078,0.98065716,1.0338094,1.0746223,1.0982985,1.0671132,1.0222176,0.8821422,1.0646062,0.8887964,1.0991006,0.0,1.1306616,0.88933516,1.0273621,1.0459942,1.0205728,0.9016978,0.9166048,1.1396196,1.0419533,1.110955,1.0232719,0.92282665,1.0633919,1.1333445,0.99318,1.0612184,1.0721236,0.9878906,1.1011727,1.0544903,0.87871057,0.9979526,0.8464005,1.0945108,0.9613205,1.0438294,1.0281432,1.1247566,0.9815975,1.053749,0.9817411,0.9017785,1.1965253,0.8292268,0.88679075,1.0623071,1.1092144,0.7741326,0.828341,0.7737695,1.0765392,1.085735,1.1184468,1.0522691,1.0046841,0.98523265,0.97504306,1.142409,1.0736222,0.87833816,1.003749,0.97272456,0.9809137,1.0563134,0.9439543,1.0687355,0.85380673,0.7918825,0.96399456,0.9990844,1.0514326,0.97648925,1.0444236,1.0027118,0.9300763,0.94398797,1.0883213,1.0951462,1.0931559,1.0681597,1.1368997,0.97012705,0.9368423,0.8953713,1.1333482,1.077168,1.0151329,1.1740093,1.1866133,0.814197,1.0674589,1.1470075,1.0107216,0.9125964,1.0001619,0.896219
egg,1.4036405,1.0059597,0.31372124,1.3235903,0.24071848,0.23270309,0.7449824,1.1427133,1.4071002,1.425123,0.67105347,1.5037378,1.1330445,1.0662035,1.3718202,1.0206007,1.0409786,0.5862515,0.5821177,1.2435944,0.53574926,1.0127507,0.7494735,0.92011636,0.81143415,0.881763,0.75354964,1.253201,1.4470035,1.0628364,0.6105995,1.3777592,1.2338967,1.3147514,1.1429302,1.413844,0.67213255,0.52928317,1.5171261,0.54432994,1.2937844,1.0677195,1.3525249,1.3570501,1.1306616,0.0,1.3393438,1.0810298,0.61947906,0.5952573,0.84085333,0.86117506,0.83653694,0.9138921,1.2498935,0.7418235,0.934625,0.97786576,0.9744212,1.239472,1.2163633,1.0287777,0.472687,1.2817311,1.2935328,1.3147575,1.0225449,1.3182247,0.6486716,1.1273032,0.5233903,1.2852641,0.7653161,1.0177782,1.3311223,1.2788745,0.946293,0.36525142,0.6755866,0.69089276,0.87016404,0.35245115,1.191103,1.348822,1.3065538,1.3279736,0.63993096,0.6390536,0.6119787,0.8466859,0.81257147,1.2645943,0.76282716,0.4133432,1.2680182,0.797334,1.3026444,0.73160374,0.65157557,1.2526221,0.94734323,1.3901542,1.0707498,1.2380493,0.627439,1.3506896,0.8592707,1.3177097,0.5182327,1.0709647,0.67378896,0.94384974,0.5898165,0.80620074,1.2490026,0.60599244,1.1609758,1.3884095,1.3744886,1.4261695,0.46621436,0.54255456,0.59087276,1.0835495,0.65107685,0.95425576,1.0227082,1.2708905,0.8506347,0.4706968,1.388856
elephant,0.49195963,1.0295486,1.3934033,0.56523776,1.321764,1.3806757,1.1802381,1.0907917,0.67990094,0.4533409,1.2527018,0.717014,0.829156,1.136991,0.45326746,1.0387175,1.2383335,1.3710563,1.3503792,1.1319612,1.352746,1.1939582,1.2945899,1.0767089,1.2656904,1.2930313,1.0705887,0.5664014,0.820778,1.0301366,1.1973912,0.84316736,0.6404256,0.81730354,1.1132201,0.4696393,1.1725469,1.3869486,0.68982106,1.3213102,0.6343145,1.0506531,0.888325,0.8777856,0.88933516,1.3393438,0.0,0.9209325,1.1549712,1.1936673,1.2887266,1.2203817,1.1919906,1.2601769,0.83095056,1.1915492,1.170937,0.8262215,1.1547477,0.7811135,0.7543171,0.98355734,1.3393803,0.877883,0.9398169,0.54565877,1.1144924,0.49549824,1.346396,1.0148013,1.3176565,0.6615053,1.1826785,1.0536826,0.7557137,1.0532243,1.1466069,1.216764,1.266943,1.2491357,1.0765829,1.3326634,0.9743157,0.58191687,0.53947234,0.8228389,1.3727788,1.34677,1.213296,1.0301803,0.9624408,0.9248178,1.2540417,1.3249669,1.0357883,1.2411515,0.88595515,1.273502,1.1428809,0.9908952,1.2967817,0.45284575,1.161032,0.6543364,1.3854368,0.75921416,1.1673183,0.8710499,1.4079511,0.79174864,1.3027289,0.95800644,1.3040838,1.1954391,0.9820399,1.2009149,1.003852,0.45615155,0.9170667,0.6296443,1.306362,1.2270609,1.2928994,0.99687606,1.2874677,1.2029225,1.2008297,0.9023783,1.2781634,1.3497993,0.799865
face,0.9509395,1.0566418,1.1351749,0.71920294,1.083559,1.0750281,0.98997456,1.2656959,0.9980301,0.785483,1.2460371,0.9409617,0.8507584,1.0025452,0.88193035,1.0331118,1.2070916,1.2288644,1.2937765,1.1163523,1.1601814,1.1608531,1.2419727,1.0687152,1.2928306,1.0499356,0.9152438,0.9112256,1.1141949,1.0925868,1.0821205,0.9023584,0.764827,1.083983,0.9938624,0.8070638,1.0796944,1.2094533,0.92841893,1.2655774,0.94514906,0.98867565,1.0506171,1.0697061,1.0273621,1.0810298,0.9209325,0.0,0.8905314,1.1926035,1.1353697,1.0900198,1.2268896,1.1085571,0.9759296,0.7174483,1.3154621,1.030061,1.0125583,0.20256555,0.93044716,0.8332863,0.87672806,1.0472115,0.94716567,0.8057379,1.092001,0.7680704,1.2166135,1.2711816,1.2036606,0.9261566,1.1560007,1.0322155,0.8950647,1.1561605,1.0437515,0.8925221,1.2664359,1.1443038,0.47068328,1.1247994,1.208858,0.81124806,0.82589304,0.96617377,1.217609,1.2329006,1.1141744,1.1101322,1.0726627,1.047978,1.2209731,1.0075929,1.0948938,1.2291244,0.8921937,1.1303978,1.0627857,0.827518,1.2922876,0.73160815,1.1500175,0.7844621,1.3747896,0.76901054,1.3266065,0.9314759,1.1916137,1.0182472,1.268649,1.0672957,1.1891179,1.2677777,0.98935,1.0273743,1.0700043,0.6170527,0.90164584,0.8607719,1.1440369,0.83620477,0.9470287,1.006967,1.2645118,1.0450342,1.1509469,0.9687009,1.2655241,1.1662831,0.9506986
finger,1.1681737,0.9696593,0.86342484,0.9781141,0.87994915,0.7002588,0.6239892,1.2841549,1.2269329,1.1862555,0.7112943,1.3034308,1.0734935,1.1859293,1.1259965,1.0985144,1.0881681,0.9586102,1.0602777,1.3317484,0.80387604,1.1421852,1.1628784,1.2824103,0.871516,0.91040957,0.41501868,1.028413,1.2215801,1.2559942,0.80044156,1.2531598,1.095148,1.1933279,1.0001568,1.1646895,0.54816604,0.6094778,1.3720596,0.9627812,1.1277949,0.8886429,1.2251333,1.2494742,1.0459942,0.61947906,1.1549712,0.8905314,0.0,0.9042822,1.0659478,0.608109,1.0116363,1.0923494,1.2591047,0.4973303,0.68844736,1.0074543,1.1676047,0.9891631,1.1134303,0.41768563,0.6026441,1.2191304,1.2594482,1.1033323,1.1508342,0.9548157,0.7689278,0.9696202,0.88356984,1.1343107,1.1059448,1.3460053,0.9676675,1.1630944,0.822407,0.5095939,0.7512395,0.52105737,0.4662754,0.8619982,1.2932191,0.9370532,0.89473295,1.2550665,0.7423068,0.6519258,1.137271,0.66263586,0.71706307,1.2928891,1.1596894,0.3745004,1.3237665,0.91628015,1.26157,0.87275445,0.8471602,1.2722359,1.0384903,1.0813459,1.040025,0.79692554,0.9898055,1.1649548,1.0539358,1.2579675,0.6294188,0.7968163,0.86471933,1.1168183,0.6485342,1.1025332,1.2660381,0.91461945,1.1598048,1.177771,1.2111932,1.335155,0.92028683,0.1254425,0.6497637,0.99205375,0.7676331,1.1723406,1.1642827,1.2221633,1.0014765,0.45361102,1.3073566
fish,1.142289,0.9698352,0.6713749,1.2473682,0.62478,0.59587264,0.9944159,1.0000166,1.3011515,1.2365452,0.7146204,1.2394949,1.1252542,0.85711086,1.1095701,0.7848675,0.9315622,0.7870568,0.80383897,1.126597,0.5640489,1.0696955,0.9135266,0.88823044,0.83817416,0.77218664,0.9655279,1.0722547,1.2112157,0.9621425,0.79145455,1.2299256,1.2722394,1.1999136,0.91131514,1.2493045,0.9173116,0.7070976,1.3616107,0.77169925,1.0866557,1.001385,1.1810292,1.2575724,1.0205728,0.5952573,1.1936673,1.1926035,0.9042822,0.0,0.760654,0.90635,0.921025,0.7988054,1.2541058,0.9363351,0.85930455,0.9801051,1.1549151,1.304175,1.046925,1.0885559,0.6751054,1.1343315,1.1414535,1.2866825,1.1778042,1.2757454,0.7910979,0.95946205,0.63131046,0.99657065,0.8756195,1.0902206,1.1956806,1.0913116,0.9047657,0.71144193,0.77226436,0.8505852,1.0882387,0.67132616,1.1375723,1.2749128,1.291461,1.2978636,0.790942,0.8260482,0.8969795,0.7703793,0.8263854,1.0559497,0.87617177,0.71152276,1.1169882,0.8051201,1.3047683,0.73962224,0.8966468,1.1262085,0.9364202,1.3206345,0.89277864,1.2416494,0.7036553,1.2850196,0.9638286,1.2289981,0.57838553,0.91710085,0.72921014,1.0189295,0.77268887,0.8910711,1.1184573,0.79031456,1.1628422,1.3436133,1.260009,1.3496093,0.67580307,0.8501308,0.6313932,1.1718112,0.7365294,1.0107313,1.0503516,1.163712,0.84152836,0.62225723,1.1834081
flower,1.3412969,0.94548917,0.6140638,1.3688058,0.65931547,0.8212046,0.96922386,0.8626525,1.432134,1.385741,0.8877873,1.2308588,1.1385975,0.84907997,1.3087003,0.9757328,0.80115825,0.70304525,0.8745546,0.9159732,0.69987786,0.9094873,0.7645924,0.7605951,0.84997416,0.696996,1.0247751,1.219978,1.1130583,0.8486697,1.0429657,1.1117253,1.175953,1.158621,1.1003506,1.3452846,1.0795833,0.8533907,1.2888577,0.7631705,1.0438824,0.89009225,1.0749539,1.1385195,0.9016978,0.84085333,1.2887266,1.1353697,1.0659478,0.760654,0.0,0.9966753,1.0006413,0.6644279,1.2048678,0.9325429,0.8343712,1.2977947,1.1386278,1.165137,1.0820823,1.2228508,0.7061994,0.9589167,1.1373369,1.2253919,0.9677312,1.2707378,0.86132824,0.98927206,0.84427196,1.2227142,0.9127033,0.87511545,1.2477951,1.0721463,0.826483,1.0042589,0.74337196,0.9571423,1.122165,0.7679943,0.8902589,1.3166147,1.2859632,1.1494217,0.8603966,0.93383396,0.7252288,0.8540178,1.0470607,0.7972073,0.9706433,0.85657334,0.90946805,0.80398315,1.013888,0.46739328,1.0347886,1.0936258,0.92475027,1.3264751,0.8851011,1.3363757,0.7134634,1.2441268,0.87051296,1.1744841,0.75411046,1.2719977,0.7656792,1.1418817,0.8268875,0.93144614,1.0632973,0.9008614,0.9606939,1.2844913,1.0534687,1.3036084,0.89989763,0.96204156,0.8772955,1.2401938,0.69642574,0.83114487,1.1493433,0.923388,0.8438339,0.7389021,1.0563956
