,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
stroller,1.0047947,0.8937801,1.1232895,1.0192064,1.0039098,1.1396289,0.8892707,0.86329395,1.0008818,1.006359,1.1262455,0.79659784,0.8843038,1.0846758,1.0346155,1.0548973,0.95333105,1.0575573,1.1441183,0.85461897,1.054632,0.9574897,0.8962204,1.0345261,1.0811613,1.0468309,1.0737458,1.0787895,0.8872392,1.0600275,1.0542134,0.9789212,1.1143452,0.96680284,1.0911138,0.97290623,1.0446523,1.1760148,0.8288735,1.0170037,1.0329242,0.9557334,0.90519655,0.975655,0.97012705,1.1609758,1.003852,1.0700043,1.1598048,1.1628422,0.9606939,1.0360023,1.1159551,0.8980677,0.91715646,1.0707364,0.85672545,1.0592878,0.88341355,1.101252,0.99029136,1.0211053,1.0919935,0.9720775,0.88363844,1.0496736,0.80504876,1.0424887,1.1289563,0.98393834,1.140508,1.0461373,0.99317926,0.8779444,0.85871005,0.858788,0.74651724,1.2357937,1.113345,1.06994,1.0415936,1.1082283,0.94592,1.0345002,1.0118425,0.949571,1.151561,1.1697836,1.042862,1.0527862,1.0585825,1.007801,1.080538,1.1203167,0.87238806,0.93166226,0.9196081,1.0453236,1.0690855,1.0062644,0.9375147,1.0401272,0.8106468,1.0589753,1.0380226,1.0346732,0.9736244,0.980239,1.0501527,1.0311083,1.0203651,0.9470111,1.1395128,1.0511048,0.8750623,1.1263996,0.0,1.0833546,0.92389506,0.9678611,1.0759292,1.1333613,1.1508619,1.0397888,1.1178986,0.81470585,1.0405822,0.9544552,1.0361189,1.013536,1.0197635
sweater,0.49159962,1.0511587,1.4040804,0.4235975,1.3439646,1.4707947,1.2091527,1.1507535,0.71697307,0.46653593,1.3863406,0.7013424,0.73298794,1.155879,0.6264587,1.1378324,1.3141873,1.4074908,1.4028199,1.084349,1.4005871,1.2954165,1.3600075,1.1090087,1.3889402,1.2498244,1.116822,0.6478157,0.79186654,1.0352123,1.3006138,0.70537055,0.4506324,0.8232211,0.9917954,0.46220344,1.1851674,1.4727451,0.6767585,1.4253002,0.6430476,1.0057753,0.90547156,0.91233474,0.9368423,1.3884095,0.45615155,0.6170527,1.177771,1.3436133,1.2844913,1.2877481,1.2578455,1.2741584,0.7171016,1.2022496,1.2630597,0.99638075,1.0801859,0.33910024,0.69753885,0.85795546,1.3656735,0.8368799,0.9618451,0.3811847,1.1204789,0.4113673,1.4316171,1.1656251,1.4473472,0.540788,1.1639428,1.0178859,0.6697092,1.1532319,1.1449664,1.2099658,1.3792394,1.307153,0.962219,1.3126729,1.0299413,0.47841543,0.47909927,0.82013535,1.4261546,1.4312034,1.1970145,1.1429155,1.1372175,0.9574874,1.287444,1.3655411,1.0296159,1.3365123,0.7752822,1.3153563,1.1650374,0.79605854,1.3481579,0.32965392,1.2161806,0.54268134,1.5210044,0.6102478,1.2903008,0.86215353,1.5206249,0.9559271,1.4233394,0.9761168,1.3666255,1.3057905,1.0017837,1.2383943,1.0833546,0.0,0.8149014,0.5088471,1.4025779,1.2261641,1.2652748,0.94888955,1.3876933,1.18426,1.153641,0.91597044,1.4094336,1.4476355,0.7672934
swing,0.9051357,1.0473009,1.2813976,0.8947848,1.2650732,1.3450835,1.1111723,0.9855846,0.9176644,0.8194424,1.3386818,0.7161024,0.897879,0.92983353,0.9287101,0.74413055,1.1109868,1.2298466,1.3083009,0.9222482,1.3305005,1.0500133,1.131157,1.0582055,1.2060065,1.0518241,1.1816566,0.9653249,0.68258256,1.07938,1.2617698,0.9036454,0.94457495,0.8734473,0.93529916,0.7743089,1.1942999,1.336042,0.74001706,1.2548435,0.87612283,0.9702905,0.93430686,0.96940076,0.8953713,1.3744886,0.9170667,0.90164584,1.2111932,1.260009,1.0534687,1.0810151,1.2664826,1.0842148,0.82183266,1.1559767,1.1672472,1.0827607,0.9270048,0.8387352,0.940139,1.0421917,1.2583021,0.9029935,0.6950498,0.90215,0.9233374,0.86813426,1.346813,0.99364996,1.3126377,0.96070623,1.1134245,1.0330992,0.85768414,1.0031183,1.0497478,1.2721665,1.2509092,1.2628773,1.0186163,1.2708633,1.0112913,0.8637718,0.8810762,0.9208888,1.3319826,1.3174014,1.1486299,1.1256323,1.2314044,0.6513464,1.1803812,1.2761846,0.88127923,1.3125335,0.8696451,1.1932011,1.1993564,0.72837305,1.1460239,0.85446614,1.0820261,0.9586907,1.304311,0.9085499,1.1916647,0.34531766,1.328185,1.0409361,1.2229898,0.97400695,1.2394965,1.2572153,0.66410756,1.1731977,0.92389506,0.8149014,0.0,0.7150244,1.167263,1.225909,1.2372327,0.8818337,1.2591555,0.6943663,1.110657,0.5995591,1.1646829,1.3309305,0.6516086
table,0.42023492,0.9896812,1.4169594,0.5168178,1.3696988,1.5271698,1.2368815,0.96231294,0.546794,0.37935287,1.4715235,0.60262406,0.76188886,1.0953579,0.58639985,0.9799861,1.0261751,1.4389985,1.2529086,0.76446223,1.4480621,1.2029854,1.2489837,1.0702343,1.4161398,1.3370829,1.1801397,0.76859295,0.6359395,0.8879343,1.2557541,0.8365927,0.7575227,0.5085124,0.95758855,0.4481007,1.2878767,1.5888991,0.44580662,1.3786641,0.7184424,0.9526485,0.92536145,0.6848895,1.1333482,1.4261695,0.6296443,0.8607719,1.335155,1.3496093,1.3036084,1.372924,1.0743254,1.1766671,0.3944999,1.3456686,1.3042414,0.98518544,0.7841462,0.7079594,0.75350595,0.8509601,1.5529459,0.762599,0.84297884,0.7081728,0.8313364,0.6002491,1.4962475,1.1465076,1.4648918,0.60523677,0.9539212,0.9448671,0.6257842,0.9740764,1.2207172,1.3503358,1.5842657,1.5431604,1.079914,1.3856262,1.0462039,0.6173765,0.6773044,0.52587503,1.5466704,1.497321,1.0905179,1.2676828,1.2067685,0.8708146,0.9935073,1.4995961,0.9551703,1.4113843,0.7027588,1.3889464,1.2170753,0.72138894,1.3050313,0.5617634,1.2599125,0.7425723,1.5197175,0.6422182,1.233348,0.6885768,1.6646172,0.9907124,1.4149722,0.87087214,1.4343061,1.1247038,0.8541048,1.2737582,0.9678611,0.5088471,0.7150244,0.0,1.3101542,1.4309533,1.3970468,0.848092,1.5999098,0.9660144,0.8062146,0.8780168,1.4205544,1.6157838,0.68909234
tape,1.2990477,1.0373251,0.55362606,1.3901651,0.4678225,0.50247055,0.8507856,1.0164033,1.2531922,1.3455057,0.7392382,1.3494003,1.1854829,0.937036,1.3281024,0.6987995,0.790971,0.6973165,0.557921,1.0501063,0.7067362,1.0021877,0.68476945,0.9177956,0.74157524,0.8441696,0.9913017,1.3798736,1.2892357,1.0137752,0.66715795,1.3076462,1.27186,1.1017485,0.975737,1.3733819,0.9559237,0.65760463,1.3284755,0.54425216,1.3279564,1.120243,1.2775555,1.2397532,1.077168,0.46621436,1.306362,1.1440369,0.92028683,0.67580307,0.89989763,0.9322597,0.88339263,0.6913675,1.177249,0.8402356,0.81952864,1.0852313,0.70804864,1.2980391,1.2905484,1.146203,0.64494365,1.2325999,1.0046871,1.3244054,0.9097705,1.3528153,0.75820076,1.0547738,0.63430303,1.3906112,0.73053634,0.9811128,1.2987885,1.1165314,0.9710276,0.7755619,0.7942157,0.9579661,1.1104019,0.60271555,1.1255505,1.4031172,1.3558776,1.1432288,0.7236955,0.759012,0.6655785,0.9669322,0.9107381,1.1840006,0.6563233,0.7540951,1.1022148,0.83110857,1.2102382,0.9359194,0.8038728,1.2067709,0.8044257,1.401724,0.9630198,1.2022375,0.5609525,1.2318892,0.82563066,1.0639168,0.6544809,1.1834934,0.49570537,0.9054644,0.6685578,0.7790611,0.98918813,0.8947047,1.0759292,1.4025779,1.167263,1.3101542,0.0,0.8600923,0.81324524,1.01029,0.7893607,0.6948911,0.8451803,1.1079232,0.90708065,0.7252135,1.3360597
toe,1.2685778,0.9406488,0.7561242,1.1062107,0.78184265,0.60733676,0.64708817,1.2859402,1.3483381,1.2808391,0.71961707,1.4152068,1.0846431,1.1636536,1.1916356,1.0555971,1.1377718,0.86571556,1.0077686,1.3655081,0.69599867,1.150777,1.1158782,1.2119507,0.9072081,0.92274404,0.43954122,1.0919971,1.3368255,1.2163271,0.7879823,1.3089373,1.1495242,1.2515492,1.1193736,1.2472167,0.5955654,0.5886159,1.4847196,0.8856473,1.1555127,0.8937603,1.2972342,1.3192036,1.0151329,0.54255456,1.2270609,0.83620477,0.1254425,0.8501308,0.96204156,0.52978194,1.0307176,1.0582485,1.3507376,0.3988573,0.7379578,1.0400215,1.1684749,0.96979433,1.1498867,0.5411353,0.46318054,1.239479,1.2377325,1.1959927,1.1567494,1.0267981,0.73810464,1.0441157,0.8534577,1.1894526,1.0948926,1.310048,1.0687925,1.2433115,0.8221091,0.4178807,0.68292636,0.47306114,0.4123603,0.7376966,1.2889671,1.0325625,0.99242973,1.3070903,0.716875,0.7130031,1.0532141,0.70603275,0.78400916,1.2726058,1.136545,0.37109613,1.26405,0.86013365,1.2679496,0.7572449,0.81088793,1.2653837,1.0266193,1.1622512,0.8797206,0.916711,0.87129366,1.2451673,1.1018335,1.2635,0.43119657,0.89776456,0.8222764,1.0511042,0.6429164,1.0887742,1.2209733,0.81929445,1.1333613,1.2261641,1.225909,1.4309533,0.8600923,0.0,0.51998544,1.0459614,0.67497164,1.110457,1.25111,1.2012002,0.9843489,0.34924942,1.3756317
tooth,1.2947338,1.1539031,0.5908453,1.245857,0.68574953,0.5073313,0.7760682,1.2557976,1.3172934,1.351764,0.6366475,1.3995667,1.1834729,1.0492129,1.3216984,0.9211708,1.033472,0.617545,0.707402,1.2452242,0.535869,1.0943799,0.99121684,1.09862,0.845376,0.80959105,0.6894257,1.0854946,1.3837436,1.0455391,0.8350569,1.2154927,1.2641389,1.2849253,1.0378337,1.338162,0.51187587,0.45169675,1.4426384,0.73793083,1.2400676,1.0930444,1.2236122,1.2137995,1.1740093,0.59087276,1.2928994,0.9470287,0.6497637,0.6313932,0.8772955,0.8046899,0.9492451,0.94013774,1.3448765,0.5886471,0.9726093,1.0126884,1.1051353,1.0369796,1.1322646,1.0261259,0.50392354,1.1297297,1.1681432,1.334317,1.1906232,1.225883,0.59357417,1.096592,0.71197236,1.237211,1.0839725,1.1731151,1.3151577,1.2235262,0.9235302,0.39447194,0.6548687,0.69660234,0.7586376,0.5210466,1.2361733,1.2752688,1.2326286,1.3292191,0.58949625,0.6208273,1.0230758,0.8270438,1.0021317,1.1387572,0.94158405,0.5917127,1.255108,0.7666822,1.2410419,0.6321337,0.895747,1.100739,0.90148914,1.2681679,1.018304,1.1878995,0.6813183,1.2392223,0.93256754,1.1763778,0.45518374,0.9990463,0.7609623,1.2485112,0.5790489,0.9827395,1.1604085,0.48819458,1.1508619,1.2652748,1.2372327,1.3970468,0.81324524,0.51998544,0.0,1.0307094,0.6189031,0.9976574,1.1634164,1.1664299,0.8889064,0.4409548,1.2619228
toothbrush,0.88079524,0.90822834,1.1489503,0.85229754,1.1797012,1.1554023,0.7649075,1.1146442,0.8633239,1.0262463,1.2085754,1.0055212,1.087045,0.92541987,1.107842,0.9477438,1.1080824,1.1091268,1.0990771,1.1004404,1.2465072,0.71184164,1.0303253,0.9289737,1.1746106,1.1858191,1.0574338,1.09613,1.1192241,1.0039784,0.96065813,1.0540544,1.0630566,1.0440729,0.8482359,1.0997951,1.0072014,0.99096435,0.8782797,1.0634753,1.1893643,0.92498547,1.0680565,0.8816211,1.1866133,1.0835495,0.99687606,1.006967,0.99205375,1.1718112,1.2401938,1.1304351,0.68587136,1.03887,0.76323056,1.0650895,1.0435126,0.9879887,0.69836646,1.0110703,1.0507185,0.8152698,1.2502239,1.1166489,0.7419728,1.1024897,0.93233395,1.0935476,0.8929671,1.1008214,1.0343895,0.9154391,0.93622583,0.98289937,0.85027397,0.81155217,1.2057065,1.0694001,1.1869013,1.1376898,0.96126556,1.1772636,1.0952653,1.0349891,1.0999578,0.84507877,0.9760374,0.78803813,0.99496925,1.1765366,1.2914324,1.0630586,1.0096964,1.0931544,1.0319599,1.1226888,1.0186526,1.1472828,1.0898905,0.97668463,0.5976804,0.9627187,1.028626,0.98722684,0.95732045,0.9565458,1.133849,0.76389796,1.16687,0.99156445,1.190972,0.89273566,1.2793286,0.7533969,0.7597664,1.1104052,1.0397888,0.94888955,0.8818337,0.848092,1.01029,1.0459614,1.0307094,0.0,1.1886405,0.82603365,0.9359386,0.96786404,1.0160067,1.2207433,1.0783056
towel,1.493105,1.1196091,0.5762911,1.4605966,0.70424855,0.4841851,0.88611746,1.0082369,1.402216,1.4856248,0.40641892,1.3992484,1.1781242,1.0197574,1.3449638,1.128803,0.9458192,0.24116409,0.6290267,1.234081,0.5063798,0.83912057,0.64073414,0.99580973,0.30566126,0.6530795,0.7982588,1.1645683,1.2118549,1.0887495,0.94575554,1.1171962,1.2421365,1.2917097,1.1002665,1.4079132,0.62887603,0.3142277,1.527648,0.42792964,1.2525296,1.2385563,1.043654,1.2550895,0.814197,0.65107685,1.2874677,1.2645118,0.7676331,0.7365294,0.69642574,0.72765136,0.9326802,1.0568334,1.534444,0.7371712,0.7130313,1.0902752,1.3094184,1.2827464,1.3385106,1.3124564,0.4024787,1.2404971,1.269491,1.2564261,1.1750891,1.2880434,0.48423755,0.85655975,0.5399265,1.3685771,1.1449015,1.1171207,1.5055048,1.1354558,0.921719,0.6385387,0.019852638,0.45176136,1.1291473,0.5053729,0.8267903,1.3341904,1.216918,1.364136,0.39396834,0.49849117,1.0606204,0.89669764,0.82511044,1.0873117,1.01429,0.59945893,1.1342059,0.60254514,1.171689,0.4853084,0.94059676,1.2801218,0.7984322,1.3635116,0.91556966,1.2893522,0.33138835,1.301334,0.59722054,1.3129071,0.3224125,1.0209492,0.45643222,1.2404441,0.5597219,0.95159763,1.2383643,0.62594354,1.1178986,1.3876933,1.2591555,1.5999098,0.7893607,0.67497164,0.6189031,1.1886405,0.0,1.1555697,1.2160456,1.1428214,0.42533267,0.34152973,1.2284424
toy,1.155792,0.9950319,0.77094316,1.2121698,0.6970507,0.92667973,0.7160037,0.9108617,1.1778586,1.1007531,1.2020108,1.0849787,0.95077026,0.82918394,1.1665058,0.50046676,0.84960747,0.9925553,1.0205715,0.8023485,1.0173907,1.078247,0.8274815,0.84699833,1.1500117,1.1431719,1.1305536,1.3378187,1.1318442,0.9572302,1.0106043,1.1995537,1.2197592,0.9926416,1.0266211,1.1434299,1.1953816,1.1005672,0.86390066,0.9246008,1.1644409,0.71144134,1.203152,1.0293021,1.0674589,0.95425576,1.2029225,1.0450342,1.1723406,1.0107313,0.83114487,1.0748075,1.1788663,0.49530613,0.9381288,1.0817765,0.86499596,1.2332593,0.56624633,1.1469212,0.971178,1.0933812,0.9176928,1.102462,0.8031937,1.2802382,0.8229763,1.2655836,1.1461531,1.1362003,1.0766582,1.1513982,0.8095253,0.90389687,0.83666146,1.126615,0.9199092,1.0927621,1.1790788,1.2887261,1.0982827,0.9273327,1.1478777,1.1203011,1.3161968,0.91726565,1.1380154,1.1595939,0.6625422,0.9716494,1.1502366,1.0735515,0.97670376,1.0893309,0.9106267,1.0240042,0.8884382,1.0339174,1.0751655,0.85277283,0.8186517,1.2211878,0.97291625,1.1677741,1.0114744,1.157405,1.1181859,0.49179244,1.0425701,1.3619587,0.9295215,0.7280078,1.0636823,1.0892423,0.72969484,1.0784105,0.81470585,1.18426,0.6943663,0.9660144,0.6948911,1.110457,0.9976574,0.82603365,1.1555697,0.0,1.0218838,0.9155663,1.1708008,1.1209953,1.179036
tray,0.9477812,1.0771328,1.0681187,1.138269,1.1447706,1.0475142,1.0679675,0.66703254,0.7134367,1.1000268,0.97028196,0.98499936,1.1054955,0.9812868,1.0631614,0.9259077,0.68768096,1.0719839,0.5529834,0.6207377,1.004517,0.946973,0.7985654,1.008322,0.92464316,0.96853626,1.1696033,1.1465937,0.9202688,0.7512819,0.8408421,1.0315173,1.1038604,0.76938844,0.8860809,1.1206316,1.0376781,1.0696464,0.8663717,0.8909178,1.1101383,1.079495,1.0091568,0.74012506,1.1470075,1.0227082,1.2008297,1.1509469,1.1642827,1.0503516,1.1493433,1.0407536,0.52081907,0.9032997,0.64324224,1.2129698,1.0115521,1.038052,0.66528183,1.1829413,1.0539656,0.9423262,1.2879268,1.0263804,1.0351855,1.1082453,0.59564805,1.2056081,0.96600103,0.9465469,0.9944744,1.0127801,0.5895765,0.87213504,1.0165405,0.7695393,1.1561835,1.2269602,1.1731013,1.0997412,1.1365004,1.1184571,0.97397053,1.213168,1.1869552,0.79404867,1.0075287,0.9032822,0.9142898,1.0774822,1.0034866,1.0834663,0.30328846,1.0668647,0.93175215,0.97054416,1.0000747,1.1676847,0.7753792,1.0586667,0.8487659,1.1778504,0.973097,1.1395252,0.9209546,1.0336398,0.7249639,1.0581278,1.1296991,0.9473158,0.9491853,0.92631686,0.9104568,0.5495724,1.0752865,1.1585698,1.0405822,1.153641,1.110657,0.8062146,0.8451803,1.25111,1.1634164,0.9359386,1.2160456,1.0218838,0.0,1.1879469,1.0269685,1.1683297,1.0769845
tree,0.9393007,0.99455065,1.1620816,0.90161556,1.1809283,1.2218724,1.0810996,1.0407248,0.9129925,0.8802512,1.195534,0.7521806,1.0882475,0.9710342,0.9403409,0.9212805,1.0620058,1.1471196,1.2042315,0.9937894,1.2135152,0.96344256,1.1207137,1.0130881,1.1625072,1.1377498,1.1580495,1.0170044,0.7734805,1.0293761,1.1675901,0.960313,0.95885736,0.96101993,0.8791874,0.8882098,1.2416897,1.1928623,0.8280246,1.1954194,1.0689008,1.0691853,0.89348114,0.9430514,1.0107216,1.2708905,0.9023783,0.9687009,1.2221633,1.163712,0.923388,1.0871533,1.2082025,1.1143322,1.0104287,1.150303,1.1755698,0.9272851,1.1073314,0.95954496,0.99099857,1.1528544,1.2213558,0.8602642,0.7427171,0.97263813,1.0723842,0.9693456,1.1710961,0.8864062,1.1471878,1.0602796,1.1739914,0.95469195,0.9613374,1.03129,1.0236907,1.2101637,1.1406221,1.2131094,1.1159905,1.135435,1.0201448,1.0007726,0.9887225,0.9502861,1.1607816,1.1958824,1.0176492,1.1068443,1.2198803,0.37952328,1.1863317,1.2034112,0.8875314,1.1872565,0.923306,1.1720828,1.1803312,0.9242969,1.0449213,0.9181884,1.0273134,0.9574761,1.2010217,0.92717534,1.0721335,0.6226439,1.1940045,1.0883311,1.1491199,1.0192132,1.1444136,1.1905887,0.7327557,1.1455095,0.9544552,0.91597044,0.5995591,0.8780168,1.1079232,1.2012002,1.1664299,0.96786404,1.1428214,0.9155663,1.1879469,0.0,1.0584224,1.2560644,0.7021532
vacuum,1.4179218,1.063103,0.78680855,1.3735567,0.8529252,0.69036794,1.1293874,0.8834588,1.1551253,1.4336736,0.36521983,1.1823422,1.2284201,0.90268195,1.3811873,1.1410338,0.8603041,0.47722238,0.7433283,1.0385911,0.8718245,0.35082352,0.6529355,0.85990053,0.3041029,0.7820405,1.1140409,1.1331108,1.0169444,1.1101007,0.97308946,0.9602827,1.213119,1.2370735,0.9247168,1.372097,0.9027078,0.47373545,1.2771614,0.61455584,1.3011653,1.2562021,0.79673076,1.0444648,0.9125964,0.8506347,1.2781634,1.2655241,1.0014765,0.84152836,0.8438339,0.7308525,0.7914719,1.0585865,1.3513076,0.9952698,1.0074797,0.9229337,1.2123442,1.292343,1.4295368,1.366252,0.77993953,1.2631574,1.0539098,1.2968255,1.0901973,1.3970706,0.5337368,0.5707484,0.54449785,1.4323652,1.1554563,1.0208007,1.5687295,0.6920736,0.94314796,0.9472,0.38860524,0.5273442,1.2590431,0.8324107,0.7215549,1.4109421,1.3060464,1.1897873,0.45899504,0.44861543,0.9937673,1.1040112,0.9622175,0.989689,0.9850402,0.7474398,1.0030055,0.63763535,1.0796099,0.72116065,0.9741712,1.1563565,0.64081794,1.3599485,0.9380839,1.3975865,0.45349377,1.1609752,0.6196145,1.21133,0.6294188,1.0734932,0.5893643,1.2070103,0.69103867,0.7988375,1.050483,0.8344146,1.0361189,1.4094336,1.1646829,1.4205544,0.90708065,0.9843489,0.8889064,1.0160067,0.42533267,1.1708008,1.0269685,1.0584224,0.0,0.66621023,0.9870169
watch,1.4508791,1.0825946,0.56312954,1.4370836,0.62037164,0.4602847,0.83229876,1.1076725,1.4654442,1.4948378,0.34964836,1.4777442,1.2384219,1.118467,1.3766217,1.0304754,0.8948175,0.4715376,0.72314215,1.245381,0.4706241,1.0584843,0.8421816,1.1380588,0.5396447,0.632695,0.63253,1.1488949,1.3436712,1.1525382,0.8286101,1.3586692,1.2808882,1.2672276,1.03756,1.4589967,0.55584824,0.2823155,1.5881377,0.57187146,1.2412939,1.1405824,1.2612249,1.3525448,1.0001619,0.4706968,1.3497993,1.1662831,0.45361102,0.62225723,0.7389021,0.5619328,0.9052081,0.9373476,1.4629332,0.4714626,0.6288773,1.0379374,1.234792,1.2549832,1.2500646,1.0213704,0.321128,1.2170788,1.3221424,1.3343867,1.1609466,1.2616751,0.450323,0.89927053,0.6244552,1.357459,1.133086,1.2560083,1.3878706,1.1589355,0.7110368,0.4045447,0.34298044,0.34244353,0.8171346,0.58775616,1.1781855,1.2948657,1.2121046,1.4014691,0.39899695,0.48286092,1.025799,0.7472278,0.81893,1.1999089,0.9798462,0.4570222,1.2049837,0.495885,1.2585196,0.50924766,0.84730935,1.3128715,0.90020686,1.397154,0.7841095,1.2271383,0.4742667,1.4203775,0.8119434,1.365408,0.15947944,0.9332092,0.54859614,1.2294565,0.39565295,0.91973394,1.2760878,0.62054086,1.013536,1.4476355,1.3309305,1.6157838,0.7252135,0.34924942,0.4409548,1.2207433,0.34152973,1.1209953,1.1683297,1.2560644,0.66621023,0.0,1.373477
window,0.84855664,1.1054392,1.3178508,0.7835771,1.3503265,1.3297672,1.3440293,1.0008836,0.6776185,0.74293244,1.1806443,0.60405934,0.970504,1.0142444,0.8689251,1.0940661,1.1371695,1.1979032,1.2957528,0.94736433,1.3515877,0.981512,1.1860809,1.0577075,1.0636387,0.85704863,1.2152762,0.62741333,0.49169296,1.1358569,1.1921127,0.49413013,0.82621634,0.93608093,0.8815992,0.68524337,1.165643,1.3306422,0.6875401,1.2794673,0.62502766,1.195435,0.44145525,0.874793,0.896219,1.388856,0.799865,0.9506986,1.3073566,1.1834081,1.0563956,1.1372349,1.2276028,1.2895741,0.79783577,1.2103968,1.3444135,0.7566719,1.0622438,0.79417586,0.8966017,1.1339355,1.363944,0.69963616,0.8990052,0.84932876,1.0616109,0.8330667,1.3020585,0.83206964,1.1612017,0.89162976,1.2434012,1.0090841,1.0087649,0.96620893,1.1325127,1.2531965,1.2056754,1.2321634,1.0878171,1.3081284,0.6808875,0.86300004,0.8285177,0.92538023,1.2955348,1.3066478,1.1787729,1.2153299,1.1887343,0.5496978,1.218735,1.3079937,0.9440501,1.2088304,0.81588805,1.1731956,1.1728777,0.7928527,1.2493399,0.7842645,1.1572889,0.977838,1.3089697,0.6345705,1.1098642,0.7439157,1.4282553,0.9039551,1.245333,1.1360235,1.2258626,1.2281251,0.90499246,1.1166351,1.0197635,0.7672934,0.6516086,0.68909234,1.3360597,1.3756317,1.2619228,1.0783056,1.2284424,1.179036,1.0769845,0.7021532,0.9870169,1.373477,0.0
