,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
jeans,1.0506135,1.0021489,1.3405604,0.4758702,1.2778091,1.441551,1.1668786,1.163502,0.89910525,0.6049839,1.2434851,0.5541715,0.69708085,1.1590723,0.6225069,0.953966,1.1677462,1.4725722,1.3801229,0.95530564,1.1516571,1.1891204,1.3039622,1.2502509,1.1768898,1.0259272,0.86437833,0.7740897,0.5991468,1.2077531,1.3793598,0.9315511,0.6739239,1.2834299,1.199132,1.2495785,0.5510037,1.0944651,1.325488,0.7398592,1.4229149,0.99233425,1.0964091,0.93618566,0.9313729,0.98972625,0.7352474,1.202656,0.66798115,0.81291693,0.8842464,0.81173754,0.9023372,1.3147948,1.1752353,0.96207505,1.2346743,1.3083726,0.98479074,1.2205987,1.0254681,1.236061,0.8654052,1.0924928,0.6426896,1.152501,0.9159452,1.1226134,0.54530543,1.216647,0.0,0.81191885,0.7870144,1.4285114,1.2048829,0.9363364,1.0576248,1.2878168,0.6106007,0.9332551,1.013952,1.3277141,1.1942724,1.1293168,1.2202361,1.3417686,0.9588248,1.2802088,0.5570591,0.077611804,0.9672996,1.2877574,1.3234115,0.98193705,1.1524754,0.9154545,0.97166365,1.0220959,1.2912029,1.1662636,1.0651156,0.99906343,1.1656803,1.1849349,0.87552243,1.096626,0.7289572,1.1502935,0.4155972,0.8694774,0.41940266,0.9221756,0.80432737,1.1490029,0.7593177,1.1194935,0.8588991,1.4007576,0.78485906,1.0276576,0.99832606,1.1176088,1.3696066,0.57364506,0.49345577,0.7946264,1.3610847,0.840221,1.0395201,1.235592,1.1157877,1.2510879,0.8554045,1.0441351,0.9371185,1.034436,0.9382781,0.9339264
knife,0.7786514,0.935952,1.2813528,0.7084403,1.2654654,1.3192309,1.0415384,1.0194069,0.6706377,0.91001076,1.0503758,0.7038551,0.9319854,1.2155255,0.88801265,0.9305374,0.9843968,1.2446139,1.2281952,0.9004254,1.1374528,0.8488431,1.1719519,0.9885608,1.0937326,0.720546,0.6030172,0.68368757,0.7839861,1.1518846,1.1267555,0.9521576,1.0638775,1.0398197,0.57111347,1.1763979,0.9229767,0.868131,1.0258282,0.8438685,1.2709255,1.036403,1.1465471,1.1815127,0.8493335,0.70436686,1.1046116,1.2937391,0.78227186,0.89384246,1.138338,0.91567916,1.0314548,0.8501196,1.2178671,1.1013662,0.6261077,0.9721329,0.9231628,1.1596851,1.1555679,1.0097371,1.1367942,1.1983497,0.7908638,1.1763734,1.1269557,0.6192993,1.0439055,1.0490965,0.81191885,0.0,0.7813864,1.1691929,0.97761905,0.8618163,0.7941623,1.2693608,0.897766,1.0891411,0.94217885,1.2593155,1.0777652,1.0856273,1.2188615,1.2714083,0.97505045,1.3603671,0.8360348,0.7879315,0.92429817,0.8657812,0.91986823,0.97859323,1.2095939,0.92819595,0.90018487,1.0281891,1.0844023,1.2487568,1.0328157,1.057112,0.9007559,1.1896474,0.88740623,1.1957875,1.0216157,0.47343028,0.86236453,0.8349081,0.9068372,0.6543903,0.9386029,0.77122986,0.6977463,1.0225577,0.8463777,1.271846,0.9099214,1.0787654,0.67098606,0.8764643,1.2322316,1.0354316,1.042807,0.86080384,1.1878492,0.99653834,1.0089587,0.74764544,1.0515828,1.1604252,0.7219125,1.0824289,0.6608716,0.9984853,0.8569459,0.98766327
ladder,0.91155565,1.1830164,1.472755,0.78067493,1.3570712,1.4220781,1.2802773,0.9111509,0.5161397,0.49200732,1.270144,0.47496903,0.9090193,1.0791947,0.6584876,0.8826249,1.0730995,1.2700117,1.3190558,0.7735388,1.3116779,1.0002657,1.1798103,1.1790267,1.2324557,1.0259582,1.0982502,0.74223727,0.45968324,1.0309228,1.0903338,0.50451666,0.84233534,1.1236457,0.9018659,1.1972837,0.4652474,0.9293311,1.4048034,0.45521963,1.3457342,1.0342814,0.92255175,0.9939785,0.4330485,0.7285817,0.8621383,1.3634534,0.76261914,1.1427951,0.9361183,1.36047,0.88728356,1.3679008,1.0053668,1.2593188,1.226947,1.2950743,0.8007424,1.3074723,1.2636881,1.3527396,0.84366804,1.2812971,1.0929357,1.3467541,0.92030454,0.8122551,0.7783928,0.9525317,0.7870144,0.7813864,0.0,1.2070864,1.1392599,0.8352978,1.0810567,1.0117484,0.9115709,1.2647127,1.1298836,1.3547167,1.2457697,1.3984756,1.2763985,1.4190873,0.5449394,1.1380012,0.70921385,0.7757454,0.8060664,1.35179,1.3662598,1.299367,1.127824,1.0840676,0.77512395,0.8349079,1.14377,1.1214738,1.2717309,0.9591845,1.1598886,1.338516,0.44810653,0.9961096,0.78113294,1.0687813,0.70161134,1.0688418,0.94067526,0.85681266,0.52263,0.9105641,0.6241199,1.4350564,0.84074473,1.1319288,1.0767707,0.9204632,1.2762582,1.0946846,1.3181627,0.64019674,0.72129476,0.5643586,1.3578393,1.3582156,1.3878541,1.1313648,1.2058204,1.1015317,0.79053366,0.856007,0.5524077,1.4014889,0.52691376,1.0016081
lamp,1.4068153,0.68463206,0.5523639,1.3898947,0.5362359,0.4521966,0.84936213,0.88679945,0.9746157,1.5038438,0.5135194,1.4761037,1.4756832,1.0235403,1.4445739,1.2589334,1.1830881,0.4424069,0.599492,1.2884462,0.8857677,0.632216,0.5992593,0.854171,0.55032694,0.98074186,1.0936376,1.21327,1.1339786,1.0992138,0.3068474,1.0410285,1.2500434,0.7787646,0.9883288,0.8143858,1.4339533,1.2189428,0.5251033,1.5062377,0.52545786,0.9702675,1.2417879,1.3247882,0.9600038,1.0427923,1.3100455,0.5378538,1.1792715,1.0941412,1.2619556,0.9232521,1.3405327,0.7540319,1.0847015,0.93049175,0.60138226,0.96808237,1.3091044,0.6922709,0.9525915,0.9966121,1.2736726,1.074472,1.31528,0.6773531,1.1036141,0.7095414,1.3529755,1.0943035,1.4285114,1.1691929,1.2070864,0.0,0.553758,1.1489438,1.070967,0.87997365,1.5244148,1.0185016,0.94959503,0.5938158,0.51354086,0.543441,0.7618584,0.56547815,0.962387,0.96598834,1.4157884,1.4030833,1.3701622,0.5008773,0.47262573,0.8687298,0.9884044,0.7372489,1.2994263,1.0989591,0.85807323,0.9857808,0.94451743,1.1290163,0.7058096,0.6639818,1.1430149,1.2673833,1.3109151,0.9531549,1.4465244,1.0564642,1.1668322,1.0815904,1.163894,0.5969098,1.3315735,0.6228348,1.2084627,0.5844668,0.98603964,1.1822553,0.7328478,0.68368256,0.53106904,1.3962734,1.4435682,1.5161636,0.61207825,0.8880792,0.7269846,0.6481278,0.5488193,1.1685848,1.4376103,1.0881832,0.9195657,0.70109093,0.92467797,1.1613412
leg,1.3341554,0.59935594,0.6877264,1.1022592,0.8642435,0.76946235,0.87173414,0.93671787,1.0145242,1.3339947,0.3182088,1.2107507,1.3117808,1.0878686,1.2614467,1.1847974,1.0977908,0.58305836,0.7959493,1.1436089,1.0117246,0.48228383,0.7595463,0.93044925,0.4096843,1.0466548,0.91716367,1.0952394,0.9160558,1.1200814,0.7252978,0.98713315,1.159526,1.0324817,0.89804006,0.99479973,1.2335707,1.1930754,0.48519164,1.3593326,0.616469,1.1724062,1.2290775,1.2238877,0.9585234,1.0460199,1.2384893,0.8008108,1.1324735,1.0344862,1.264324,0.82244843,1.2116665,0.85293514,1.1836894,0.76783496,0.5682697,0.98705304,1.4842502,0.7010138,1.0105898,1.095181,1.2883136,1.2384112,1.1807868,0.7789916,1.088154,0.90816164,1.1497958,1.1694105,1.2048829,0.97761905,1.1392599,0.553758,0.0,1.0816917,1.1621647,0.97011477,1.3849144,1.0028926,1.0715139,0.68074846,0.47969276,0.43823093,0.7228966,0.629081,0.94249773,1.078753,1.2940634,1.1537421,1.345429,0.46849817,0.46069008,0.79912984,1.0837668,0.5544655,1.3009375,1.1204157,0.96961534,1.0844443,0.9001605,1.0414388,0.8096241,0.8357651,1.1394219,1.3102729,1.2211999,0.93740565,1.3196917,0.9070698,0.999581,1.0114785,1.2078769,0.7668234,1.2271541,0.58880657,1.1982393,0.9211313,0.7978689,1.2468578,0.7750594,0.62610656,0.70215774,1.3644645,1.3518589,1.4211495,0.84026194,0.76851684,0.75177956,0.7525338,0.48871088,1.174755,1.3908622,1.1582699,0.8471097,0.69460064,1.0835013,1.176521
meat,0.6875036,1.1303928,1.2987388,0.743778,1.1913481,1.1963327,1.1109525,1.0952107,0.9084281,0.9125893,1.228667,0.8432132,0.8467623,0.924051,0.88404775,0.95610523,0.9713559,1.2446444,1.2800363,0.9612704,1.0734345,1.1909317,1.2170143,1.0070603,1.2242019,1.0549258,0.8904941,0.724151,0.90972894,0.8671223,1.0554878,0.8604796,1.0045363,1.018112,0.8595123,1.0261246,0.8907964,0.82811517,1.3044306,0.92057645,1.2996888,1.0344985,0.684579,0.9555235,0.8753815,0.9657154,0.876088,1.1556807,0.9407504,1.1017276,0.94522506,1.145001,0.976561,0.99401456,0.96714175,1.1553596,1.1002486,1.0803568,0.9701262,1.2560592,1.0023128,1.1026632,0.87994194,0.9736426,0.84727705,1.2204251,1.0175307,0.920895,0.9122738,1.0105255,0.9363364,0.8618163,0.8352978,1.1489438,1.0816917,0.0,0.85734785,1.0665962,0.7151194,1.1644213,0.87015235,1.2984622,1.1631812,1.2404118,1.1923962,1.2142478,0.9357969,1.1207936,0.8315101,0.8917885,0.7434194,1.2627013,1.2707179,1.1923847,0.94902503,1.0483764,0.7903202,0.81358325,0.98028564,0.9542252,1.044152,1.0167956,1.1199441,1.2420907,0.87806,0.8490141,0.8316079,1.0878694,0.8414933,1.0699694,0.9178526,0.9228457,0.92414075,1.0207472,0.951825,1.2989731,0.9732292,1.1528474,0.994453,0.8772564,1.112504,1.0127316,1.0997726,0.87654775,0.8796489,0.86217475,1.30883,1.1419697,1.210224,1.1674643,1.1602498,1.1782438,0.8243555,0.92807347,0.98559415,1.2657176,0.8515016,0.9999626
melon,0.87099093,1.100275,0.89694786,1.0614892,0.9063017,0.9747949,0.6569191,1.1412187,1.0918844,1.2209189,1.1530662,1.104536,1.1234895,1.0411457,1.1669233,1.2029359,1.1256793,1.070866,1.0312945,1.0970415,0.6439267,1.0977167,1.1251093,0.9541165,1.1482009,0.8579753,0.7069379,0.917376,1.1492643,0.82364035,1.0584983,0.99705076,1.1338242,0.7136686,0.87433374,0.9090451,1.1394091,0.5955576,1.027372,1.167664,1.0459076,0.7553342,1.0150292,1.0706601,1.0212753,1.098256,1.1485269,0.9204931,1.1124504,0.96701974,1.0436414,0.9220717,1.0375539,0.75731415,1.0018226,1.0067003,0.85120285,0.9328021,0.7752903,1.1159705,0.8653617,0.7262877,1.0326247,0.8438973,0.8376132,1.1708882,1.1836214,0.9174913,1.2310492,0.9575285,1.0576248,0.7941623,1.0810567,1.070967,1.1621647,0.85734785,0.0,1.0960213,0.8217146,1.0521055,0.7957978,1.0749581,1.0841109,1.1371963,1.0066738,1.0170618,1.1104648,1.0924863,1.0947577,1.0630511,1.0725212,1.013493,1.020249,0.9602135,1.054813,1.1123194,0.83960116,0.9858811,0.86218476,1.0671799,0.76700896,1.1153353,1.0710621,0.99929786,1.0492284,1.0334309,1.0581152,0.89066803,1.1186093,1.0620594,1.0846411,0.93299323,1.0779016,1.0507776,1.0858574,1.0646755,1.1150285,0.99446994,1.0252402,0.8809271,0.9237006,0.84828615,1.0712903,1.0108327,1.1390022,1.0977337,0.93723285,0.99034715,0.95680225,0.8648429,1.1460216,0.9892992,0.8686479,1.0262325,1.0998101,1.0179462,0.9568424,0.9950959
milk,0.9884222,1.0817597,1.0469774,1.2401817,0.93522716,0.8692328,0.994525,0.78314203,0.9268089,1.051485,1.057216,1.106613,0.9462625,0.8841519,1.0643576,1.0280098,0.79243326,0.55756485,0.81069523,0.8301074,1.1207414,1.0059683,0.5501315,0.89812577,0.9198263,1.1737885,1.2762986,1.2164277,1.0221554,0.8206496,0.7804949,1.0118253,1.0351641,0.9692691,0.95044875,0.9110788,1.0946169,1.1211901,1.1091124,0.9752214,0.75426376,0.98332256,0.9351419,0.89678335,0.97912663,0.9909757,0.9731355,0.9123381,1.193147,1.2645804,1.0751848,1.267313,0.98225594,1.0971658,0.9061651,1.1354488,1.1666765,0.974108,0.8869808,1.1648514,1.0315574,0.7974288,1.050938,0.9683081,1.2024919,1.1054931,1.0081241,0.9498771,1.0350059,0.5874445,1.2878168,1.2693608,1.0117484,0.87997365,0.97011477,1.0665962,1.0960213,0.0,1.1961269,1.1935909,1.1913364,1.0973841,0.9439998,1.1010494,1.1192855,1.074836,0.82463586,0.9208407,1.117037,1.222855,0.90880394,1.1393905,1.1042813,1.090933,0.9100347,1.0441746,1.0874643,0.95006233,0.86254436,0.9340497,1.1554713,0.78667307,0.9910073,1.1008285,0.9049372,0.92377853,1.0678797,1.0753856,1.171619,1.1033901,1.1913269,1.0386757,0.9146317,0.81103164,1.091656,1.2064326,1.1079812,0.18932575,1.0123694,0.8759496,1.2314202,0.9840311,1.0075873,1.0608883,1.0838852,0.96236956,0.88352025,1.1877872,1.2570934,0.96919364,0.98231167,0.77840745,0.9317871,1.0134774,0.94756347,1.2472305,0.998027,1.1013025
mitten,0.6328955,1.2503009,1.4435194,0.48782945,1.2885981,1.3353438,1.1696274,1.0543451,1.1146076,0.72214717,1.5377976,0.7100659,0.5970763,1.0301753,0.609546,0.9232446,1.0657889,1.4908319,1.3452575,0.9052533,0.99101245,1.4317703,1.2939668,1.1495783,1.4775985,1.148158,0.81436795,0.76574904,0.8180711,0.9463415,1.3005772,0.9856658,0.9139815,1.0569006,0.9502267,1.0961225,0.6905544,0.7966916,1.5543777,0.7687487,1.4017861,0.87172896,0.8165138,0.65662813,1.0829829,1.0998967,0.7438947,1.2283767,0.7097763,0.9793885,0.8435743,0.99455875,0.82881224,1.0767214,0.89883554,1.0051744,1.2973536,1.1491605,0.69148934,1.3861737,0.61352634,1.0007846,0.82842946,0.82439685,0.42382836,1.2217036,0.9461111,1.0964969,0.6685594,0.94161767,0.6106007,0.897766,0.9115709,1.5244148,1.3849144,0.7151194,0.8217146,1.1961269,0.0,1.0571051,0.6774077,1.4600929,1.305665,1.3929846,1.224397,1.3799613,1.0392812,1.0623951,0.5781741,0.65487987,0.78821707,1.5648854,1.5780525,1.2340302,1.0346669,1.1229366,0.7779157,0.90277314,1.1686971,1.0112818,0.9394202,0.8503872,1.4034625,1.3221228,0.96027714,0.69648916,0.7285791,1.1035745,0.6322188,0.82514864,0.78622156,0.7872088,0.96135783,1.33883,0.8711467,1.3269842,0.81198597,1.3592587,0.77882266,0.8739277,1.1027842,1.2046224,1.296696,0.63047504,0.64685214,0.7163671,1.3683457,1.0253432,1.2565963,1.2762642,1.2581369,0.99300313,0.6646652,0.9386847,1.0759325,1.3048714,0.98445016,0.90048194
mouth,1.1794105,0.9007001,0.7798264,1.08319,0.8691068,0.9606636,0.89754236,1.243934,1.3214188,1.2824302,0.95838964,1.2117187,1.1449935,1.1023507,1.2507802,1.1686565,1.1422343,1.0073664,0.96623087,1.2487766,0.8206908,0.9444763,1.0438796,1.0323591,0.9535272,1.1493497,0.9024157,1.1927395,1.275473,1.0371903,1.076988,1.227005,1.1111653,0.9198644,1.1729424,0.97369236,1.2321496,1.0937837,0.76213014,1.3249289,0.9184685,0.9489256,1.211666,1.1517558,1.2561376,1.1134981,1.1289867,0.8960458,1.1695085,0.43129653,0.81336945,0.46140313,1.0597266,0.96526855,1.1400801,0.60644895,0.813773,1.0197929,1.1715693,0.60779047,1.0173187,0.8152752,0.90760595,0.8077651,0.81041825,0.6917758,1.1436784,1.0993218,1.2021315,1.1996758,0.9332551,1.0891411,1.2647127,1.0185016,1.0028926,1.1644213,1.0521055,1.1935909,1.0571051,0.0,0.77520496,0.72194976,1.0630536,0.63397133,0.59491205,0.803077,1.2853415,1.1016432,1.2290262,1.0022202,1.210572,0.8029981,0.82469666,0.6072712,1.1234721,1.0630966,1.1973025,1.1211133,1.0328281,1.1104867,0.8600693,1.2083529,1.0408043,0.48387015,1.2806008,1.1626463,1.0512881,1.0252361,1.1038449,0.9235603,0.9996915,1.1808518,1.2231321,1.2233176,1.21871,0.49916965,1.2142937,1.205401,0.93652093,1.1094898,0.6440344,0.9683186,0.9137056,1.1135757,1.1281174,1.3030634,0.83233285,0.44902086,0.47652173,1.0525515,1.0227269,1.1472905,1.28482,1.1549973,1.1084503,0.46558762,1.2409241,0.9483675
muffin,0.82960796,1.136301,0.8779847,0.86235404,0.8649634,0.8862168,0.91777945,1.1188332,1.2332098,1.1800275,1.1697036,1.0836612,1.0292473,1.1315229,1.094391,1.1497881,1.1976736,1.1273257,1.0063338,1.1374586,0.6161147,1.102284,1.0403757,1.058897,1.0871005,1.0140965,0.69537044,0.8944135,1.1585133,1.0267735,0.8357184,1.1851382,1.212879,0.59432906,0.9017806,0.78525746,1.093484,0.73917794,1.0696504,1.2025917,0.99000144,0.5843345,1.0279148,1.074802,1.2235255,1.1346164,1.0933043,0.83938503,1.0250006,0.77844715,0.9486519,0.7995906,1.0105989,0.8233141,1.1589764,0.7746179,0.8261198,0.9515291,0.8085732,0.9583505,0.8946345,0.8435622,1.0063539,0.83169353,0.8177093,0.9601099,1.2346897,0.99722797,1.171565,0.9570167,1.013952,0.94217885,1.1298836,0.94959503,1.0715139,0.87015235,0.7957978,1.1913364,0.6774077,0.77520496,0.0,1.0148863,1.1520011,0.98312783,0.8805462,0.83964074,1.270126,1.0953758,1.0669583,1.0139694,1.0481422,1.0958657,1.1293963,0.9288208,1.2068475,1.0935912,0.8351352,1.1301873,0.9558517,1.1918083,0.75672483,1.1952018,1.2052757,0.84018916,1.1927823,0.9092404,1.037035,0.9522956,1.0739976,0.9206503,1.0970948,0.9270674,1.1909926,1.1772023,1.190023,0.85565627,1.0069802,1.1076125,0.8072533,1.0001708,0.7380156,0.8849368,0.843084,1.05058,1.0985796,1.137065,0.8515377,0.8008458,0.77788746,1.1906263,1.1388636,1.1408095,0.9863457,1.172749,1.2139091,0.8878004,1.1861132,1.003221
nail,1.4261751,0.7052158,0.2161293,1.3773699,0.5169224,0.58880484,0.91933966,1.1981514,1.2853079,1.4476843,0.3097049,1.4812343,1.4382311,1.1046755,1.48119,1.1849477,1.186113,0.4602996,0.6701033,1.3848712,0.88594055,0.84312975,0.8452617,0.9687731,0.5590738,1.0113294,1.1007816,1.2391859,1.4093728,1.2097957,0.88513327,1.2330127,1.1601288,1.0052571,1.1846546,0.9537252,1.4255145,1.1911937,0.13253689,1.4781533,0.43261182,1.0966574,1.2449813,1.2894802,1.2296078,1.2007685,1.2893496,0.509758,1.1972439,0.8810983,1.0850909,0.6463431,1.115636,0.751186,1.0940592,0.63628936,0.71260816,0.8887158,1.358928,0.15002912,0.982268,0.8414202,1.1480768,1.0707563,1.2200506,0.51575017,1.1141162,1.1954082,1.3524065,1.2210003,1.3277141,1.2593155,1.3547167,0.5938158,0.68074846,1.2984622,1.0749581,1.0973841,1.4600929,0.72194976,1.0148863,0.0,0.69185406,0.38385403,0.26178348,0.2666391,1.2272449,0.9537057,1.4255099,1.3491246,1.4242144,0.28407276,0.27644795,0.6773526,1.0686864,0.98545843,1.2736045,1.2368845,1.0171161,1.0447922,0.72332084,1.2562218,0.7947055,0.4423411,1.3350037,1.2610779,1.2979393,1.0638881,1.3625,1.1434923,1.1232765,1.1853155,1.2466751,0.9832111,1.32612,0.3477581,1.2656782,0.8959756,1.1977514,1.216556,0.78494775,0.7845752,0.45397162,1.3436744,1.3706934,1.4842712,0.6635413,0.691398,0.30927008,0.70036113,0.6647142,1.0917625,1.5376081,1.1404594,1.1521345,0.3287331,1.2474984,1.1353921
napkin,1.3256391,0.6452072,0.6853539,1.280336,0.8122112,0.77170944,0.64079916,0.76109785,1.0527717,1.4050517,0.51827526,1.2739637,1.3737047,1.0590702,1.161416,1.285106,1.0670186,0.42348063,0.60970443,1.1643058,0.82583237,0.6331449,0.50914335,0.84239346,0.38204992,0.96398014,1.0100105,1.1993843,0.88564175,0.92723966,0.7960734,1.0561849,1.2843921,1.1474243,1.0214303,0.9094238,1.2767323,1.1950576,0.5144501,1.4884937,0.50597185,1.2684624,1.2283884,1.2238499,1.0063144,1.0587678,1.3439845,0.73949873,1.1455511,1.2033727,1.4107255,0.87874055,1.245473,0.724093,1.0965772,0.71465236,0.6158131,0.97468895,1.5245227,0.75981003,0.60203785,1.1113983,1.4244418,1.0835583,1.2758131,0.69682693,1.0602517,0.8335358,1.0066061,1.2957053,1.1942724,1.0777652,1.2457697,0.51354086,0.47969276,1.1631812,1.0841109,0.9439998,1.305665,1.0630536,1.1520011,0.69185406,0.0,0.4631093,0.880624,0.6735636,0.70016295,0.992222,1.3512988,1.1615279,1.3694291,0.44767487,0.45332313,0.8306823,0.90614945,0.3521276,1.249543,1.0893525,0.85961306,0.93811864,0.7667508,0.69903934,0.6242781,0.8958951,1.1410464,1.3542745,1.2844887,0.91715217,1.3625686,0.88710725,0.84778965,1.0510463,1.289571,0.716774,1.3219436,0.554895,1.2311611,0.7742572,0.8134763,1.2525667,0.71967876,0.65018845,0.7421236,1.3124336,1.4197334,1.5459217,0.7230931,0.82423407,0.7507034,0.58730054,0.035401642,1.1350992,1.436531,1.2197018,0.81016773,0.71720266,1.1719748,1.2079966
necklace,1.4449203,0.64055645,0.4658196,1.2965958,0.7303617,0.68430305,0.85596067,1.0696831,1.2639443,1.5754161,0.2635708,1.396807,1.3522477,1.1545947,1.4809839,1.2995809,1.1594619,0.49679595,0.70493436,1.343322,0.87763864,0.5513159,0.710885,0.9022292,0.36421764,1.0547568,0.91190404,1.2052515,1.1414971,1.226576,0.8795521,1.2302377,1.2760025,1.095389,1.1076531,0.99185663,1.4431643,1.2306621,0.25685835,1.6226997,0.47400653,1.1382251,1.3311498,1.2750015,1.1831968,1.140148,1.3018571,0.653761,1.2357957,0.7966676,1.1462207,0.42684126,1.2539468,0.7252376,1.2073488,0.5570549,0.47957754,0.9206296,1.5355297,0.34511578,0.8584528,0.962678,1.2174815,1.0912918,1.0469309,0.44638407,1.1448238,1.0127804,1.2328389,1.3534914,1.1293168,1.0856273,1.3984756,0.543441,0.43823093,1.2404118,1.1371963,1.1010494,1.3929846,0.63397133,0.98312783,0.38385403,0.4631093,0.0,0.44401252,0.43710732,1.1439538,1.082826,1.4091676,1.1466899,1.4989792,0.24953067,0.2611431,0.579327,1.1177089,0.635857,1.4159162,1.2160834,1.0328102,1.1310468,0.6774485,1.0832481,0.72529536,0.5990452,1.3621778,1.35584,1.2295796,0.8891123,1.3040483,0.93587196,0.95017344,1.1298053,1.3858404,0.894498,1.4109648,0.19858551,1.3591107,0.96906203,0.91737694,1.3207798,0.47743583,0.5634522,0.6279546,1.3908428,1.4051263,1.6230032,0.74257445,0.42334318,0.31996787,0.6630937,0.42741495,1.2127868,1.5602582,1.268275,0.9665451,0.24281871,1.2935174,1.1036136
nose,1.3662273,0.80402184,0.47395068,1.2442979,0.66431963,0.73584247,0.98073673,1.2687563,1.2546723,1.3683776,0.45554876,1.3834327,1.3025092,1.1212378,1.3894892,1.1608808,1.1981311,0.6544468,0.88349855,1.3037112,0.90997934,0.94367063,0.9871248,1.0709821,0.72054136,1.185472,1.0033954,1.1740597,1.371608,1.1574894,0.9427808,1.2065967,1.1272074,0.93145657,1.1976149,0.9752702,1.3362882,1.1128211,0.39467597,1.3988159,0.5982298,0.9739754,1.1905749,1.1220031,1.1885757,1.1392186,1.2513499,0.55770296,1.1715053,0.66724616,0.8962319,0.53458524,1.1493858,0.85657066,1.1602551,0.6012335,0.7869276,1.0777045,1.2813491,0.24946523,1.0058403,0.8753542,0.979779,0.99546325,0.9205953,0.51599616,1.1268569,1.1521415,1.3345809,1.2029308,1.2202361,1.2188615,1.2763985,0.7618584,0.7228966,1.1923962,1.0066738,1.1192855,1.224397,0.59491205,0.8805462,0.26178348,0.880624,0.44401252,0.0,0.42960763,1.2133673,1.0589114,1.3222654,1.2506266,1.3109334,0.53187454,0.52015,0.7239038,1.1046805,0.99830425,1.2532812,1.2472141,1.0398341,1.0813981,0.859678,1.2840091,0.9760336,0.5715936,1.2900741,1.2207581,1.1898941,1.1804023,1.2718308,1.087052,1.0971013,1.2238705,1.2106233,0.9999257,1.3119965,0.43184555,1.2609605,1.0469377,1.044636,1.1520356,0.79008543,0.8235903,0.6332954,1.3280944,1.2991371,1.3739281,0.8810364,0.53729194,0.43269444,0.87650293,0.8444239,1.1186585,1.419139,1.1482301,1.192276,0.35438907,1.2072399,1.0393671
orange,1.3579721,0.77055013,0.16295683,1.3191885,0.46539342,0.47882998,0.7073302,1.2005165,1.329848,1.461571,0.4227355,1.4756842,1.4259353,1.0614307,1.455806,1.2202237,1.1746224,0.5456083,0.5820849,1.3460836,0.66798204,0.7964882,0.8134991,1.0286272,0.59692997,0.961745,0.77228415,1.2660527,1.3728901,1.0796775,0.8314784,1.2125401,1.2667148,0.86252177,1.1933005,0.82142127,1.4156263,1.1459285,0.28845376,1.4858572,0.43904775,1.0078998,1.2212132,1.2485154,1.2608138,1.2515469,1.3599322,0.37429893,1.2667456,0.9642506,1.093654,0.67235434,1.1435456,0.6779637,1.185932,0.68464404,0.7558922,0.82283497,1.2546425,0.36504257,0.9526385,0.8283645,1.1846663,0.9433253,1.167901,0.5500274,1.1599728,1.1673775,1.2778032,1.1559051,1.3417686,1.2714083,1.4190873,0.56547815,0.629081,1.2142478,1.0170618,1.074836,1.3799613,0.803077,0.83964074,0.2666391,0.6735636,0.43710732,0.42960763,0.0,1.3159848,0.9863841,1.4247856,1.3558364,1.4163344,0.4355594,0.39949661,0.7260816,1.1025169,0.8995005,1.2257268,1.3354653,0.8727038,1.0602353,0.62218475,1.242015,0.88338524,0.59111047,1.3958735,1.1985327,1.3392009,1.0024443,1.4120843,1.1652527,1.1691487,1.211188,1.3254741,1.0020465,1.239553,0.44966632,1.229317,0.83308536,1.0827773,1.1613907,0.7229215,0.7220335,0.30185783,1.3897269,1.397407,1.5009996,0.5020054,0.69794214,0.4544049,0.7353335,0.70102715,0.9420887,1.4247565,1.2444986,1.2479165,0.48387593,1.3231533,1.1777252
