,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
oven,1.091953,1.0115583,1.35654,1.0894446,1.18714,1.2167776,1.160356,0.74405617,0.5677546,0.8782064,1.0672505,0.6943003,1.0890508,1.0586919,0.84320164,1.1198753,1.0065565,0.86523294,1.0276309,0.7626814,1.283016,0.8958749,0.7345874,1.0039335,0.7681914,1.0523031,1.2808447,0.99463874,0.48316264,0.94053864,0.9598159,0.54753876,1.0430974,1.1175629,0.91501284,1.075132,0.78897727,1.1278011,1.2476108,0.7812997,1.0045838,1.0250057,1.0336357,1.0615684,0.38425988,0.53216416,0.99531114,1.178853,0.99035513,1.2603923,1.1700116,1.332674,1.0474182,1.3090367,0.93572736,1.1932917,1.1007978,1.2683682,1.0522755,1.2662047,0.9763208,1.2642732,1.083873,1.2326907,1.2263105,1.1200451,0.9482893,0.73627627,0.74500835,0.97631705,0.9588248,0.97505045,0.5449394,0.962387,0.94249773,0.9357969,1.1104648,0.82463586,1.0392812,1.2853415,1.270126,1.2272449,0.70016295,1.1439538,1.2133673,1.3159848,0.0,1.0293877,0.9920942,0.8902395,0.9918719,1.1875105,1.200723,1.2176421,1.0028725,0.7965737,0.9930181,0.7805754,1.0579127,1.0071559,1.158792,0.6325608,0.74051905,1.1994238,0.2459817,1.1092848,0.9400263,1.1599088,0.96004266,1.0217925,0.7960149,0.9947481,0.60970366,0.6140523,0.97582424,1.2626872,1.1233798,0.8394495,0.9786568,0.9621294,1.2860742,0.97911763,1.2292873,0.8792424,0.99549025,0.94511765,1.2124192,1.2773653,1.3642516,1.0036113,0.6705648,1.1258572,0.969355,0.9483211,0.48487413,1.3074303,0.61481965,1.115483
owl,0.8481251,1.1441342,0.94114876,1.2348431,0.92174846,0.7459901,1.0380455,1.0044397,1.165805,1.100067,1.0835955,1.1926719,1.0328276,0.88101125,1.0617449,1.0397843,0.94267684,0.94831574,0.9562614,1.0343378,0.94538325,1.0231261,1.0087589,0.92447484,1.0565987,1.0448334,1.230685,1.0567101,1.2089614,1.0122199,0.97137344,1.0743529,1.0869184,0.9998586,1.1392529,0.9494985,1.0805234,0.9344112,1.0408034,1.082773,0.94393885,1.0936568,0.7268875,0.80496097,1.1196495,1.1148894,0.85313463,0.9871387,1.1204529,1.1325204,0.9973864,1.1905262,0.9154362,0.95526636,0.44545114,1.0414573,1.135952,0.7224482,0.9849528,1.0169429,0.78298503,1.0560985,0.9890887,0.7765344,1.207,1.0143173,0.94553006,1.2441455,1.015851,1.0022049,1.2802088,1.3603671,1.1380012,0.96598834,1.078753,1.1207936,1.0924863,0.9208407,1.0623951,1.1016432,1.0953758,0.9537057,0.992222,1.082826,1.0589114,0.9863841,1.0293877,0.0,1.1442271,1.246196,0.99134356,1.0690851,1.0439231,1.0444927,0.83855355,1.1136254,1.0072153,0.65898585,1.0777304,0.85271615,1.0276517,0.9055723,1.0436192,0.9609253,1.0940202,0.451169,1.0095649,1.092187,1.1211796,1.0765538,1.1119629,1.1685718,1.1017039,1.1886789,1.1379267,1.0716226,0.9696243,0.85678303,1.0991701,1.0621203,1.1299064,1.017491,0.93061215,0.9027748,1.0617676,1.0701343,0.9486383,1.1489365,1.0957576,1.0209906,1.0233176,0.83747333,1.1104853,0.525656,1.0976235,1.1358349,1.122893,1.0212669
pajamas,0.8214954,1.3085675,1.4248344,0.3662244,1.3767959,1.4240191,1.2985806,0.9043943,0.8439454,0.39397335,1.4114183,0.6251788,0.27310157,1.0913208,0.39678192,0.7278762,0.9675205,1.4629643,1.4304779,0.88854915,1.2717843,1.4317758,1.3107445,1.2097582,1.4833623,0.98157984,0.9933047,0.61999005,0.76805866,1.0870124,1.2489965,0.78188574,0.620595,1.2040466,0.9863107,1.2315936,0.54732025,0.9695361,1.504492,0.46902275,1.5041173,1.1098808,0.9405664,0.67277384,0.86433744,1.0831057,0.6260826,1.3179324,0.49556804,1.0826507,0.7999362,1.241323,0.8440218,1.3020798,1.0693228,1.2264787,1.395541,1.2950524,0.6932329,1.3700194,1.1262364,1.1561265,0.7404639,1.1111138,0.72068846,1.339993,0.8305106,1.0147384,0.57826555,0.83841455,0.5570591,0.8360348,0.70921385,1.4157884,1.2940634,0.8315101,1.0947577,1.117037,0.5781741,1.2290262,1.0669583,1.4255099,1.3512988,1.4091676,1.3222654,1.4247856,0.9920942,1.1442271,0.0,0.5849799,0.6288179,1.4933655,1.4994373,1.269296,1.1497573,1.1269099,0.634297,1.0981239,1.1802411,1.1285466,1.2211,1.016727,1.3516687,1.3851626,0.83124894,0.9242507,0.55262244,1.1902207,0.28028655,0.93092996,0.82343316,0.90191853,0.74844044,1.1613917,0.5475912,1.4497029,0.6358573,1.3028797,0.9576057,0.92068666,1.2732167,1.3147273,1.2961494,0.7145755,0.34318155,0.48520082,1.4683456,1.2634456,1.3686192,1.2024107,1.2829341,0.9489823,0.6005298,0.91318166,1.0825502,1.3423331,0.8041917,0.9577991
pants,0.9897907,0.98263186,1.3613667,0.5377943,1.2904718,1.4488288,1.186997,1.1594483,0.88768226,0.64287955,1.230384,0.5207852,0.69128835,1.1364154,0.6534542,0.97849333,1.1568061,1.4403217,1.4126403,0.93107545,1.1700473,1.1536245,1.2897066,1.2440389,1.129527,1.0145282,0.8963469,0.68435824,0.573892,1.2094674,1.3507494,0.87311614,0.6700822,1.2213837,1.144627,1.2434442,0.5672852,1.0479441,1.3464756,0.76234156,1.4155053,0.98648864,1.0288794,0.946698,0.8629907,1.0274317,0.7484263,1.2582288,0.7369728,0.85258645,0.91090673,0.90932155,0.8905655,1.3135684,1.1691928,0.994155,1.2510097,1.2767115,0.9612848,1.2560039,1.0295955,1.2580898,0.8830706,1.1513898,0.7137763,1.1761588,0.96937984,1.0873083,0.50453573,1.1890644,0.077611804,0.7879315,0.7757454,1.4030833,1.1537421,0.8917885,1.0630511,1.222855,0.65487987,1.0022202,1.0139694,1.3491246,1.1615279,1.1466899,1.2506266,1.3558364,0.8902395,1.246196,0.5849799,0.0,0.9540596,1.3123714,1.3485198,0.9826319,1.1244256,0.9224222,0.92702067,0.97669035,1.2852625,1.1443117,1.0811157,0.97068876,1.2026639,1.1819377,0.8393078,1.0637763,0.69565916,1.1473815,0.40603685,0.87950844,0.3766917,0.9422775,0.8344524,1.1327544,0.7769606,1.1688848,0.8714307,1.3477852,0.7722757,1.02684,1.0600332,1.0325247,1.383052,0.5965789,0.52636683,0.7842785,1.3840245,0.91161567,1.1072305,1.220526,1.0744793,1.2498515,0.8358555,1.0171968,0.86084664,1.1006322,0.91709304,0.9531617
paper,0.57976615,1.3213384,1.4321764,0.7465062,1.3439626,1.2552625,1.1833897,0.9292836,0.8863419,0.5593771,1.3921027,0.7278098,0.44729185,0.8737697,0.5795909,0.6044935,0.3295744,1.3270962,1.2858404,0.5421429,1.2004838,1.2772104,1.2055254,1.0545473,1.2965931,1.0333668,1.1437023,0.888755,0.95973086,0.83994645,1.1737316,0.98407376,0.87611,0.9618813,0.85003006,0.99864876,0.7355036,0.77632153,1.4521015,0.52942824,1.3721588,0.94686073,0.65941316,0.76005155,1.0007725,0.8330174,0.78472126,1.3366251,0.9090966,1.1379952,0.92864215,1.3583789,0.86965775,1.1819745,0.853811,1.2894483,1.3025056,1.0183978,0.753022,1.3835158,1.2187049,0.95795256,0.90072787,0.9911082,0.91787076,1.3805918,0.9105372,1.0376956,0.9210678,0.71806157,0.9672996,0.92429817,0.8060664,1.3701622,1.345429,0.7434194,1.0725212,0.90880394,0.78821707,1.210572,1.0481422,1.4242144,1.3694291,1.4989792,1.3109334,1.4163344,0.9918719,0.99134356,0.6288179,0.9540596,0.0,1.4050698,1.3946705,1.314555,0.9474979,1.2407947,0.68613744,0.9077065,0.90148854,0.9667267,1.1787753,0.90574235,1.1527785,1.3301156,0.8006676,0.65152633,0.86765933,1.0459409,0.7787163,1.1387475,1.1327232,0.96168756,0.83835024,1.084524,0.7827656,1.5381445,0.75997734,1.1117357,1.1135367,0.8167418,1.3885554,1.4043949,1.3094373,0.78400534,0.7610631,0.3360414,1.2940843,1.363427,1.4381104,1.2628831,1.3803234,0.78646153,0.4227609,0.82025504,1.1557659,1.4872935,0.88196623,0.91036683
pen,1.407122,0.5808282,0.3769039,1.3577669,0.6908427,0.6840226,0.7515261,1.0640438,1.1268585,1.5495586,0.21479678,1.4195101,1.5007606,1.1205792,1.5136323,1.2328038,1.0296776,0.4715978,0.6454647,1.2848573,0.8570292,0.48293746,0.75736076,0.87461233,0.3971175,0.79828364,0.8824718,1.2077502,1.272604,1.188755,0.85899603,1.2704748,1.2701056,1.0844575,0.9960658,1.019236,1.4898328,1.1173273,0.06275612,1.5619206,0.46887034,1.2082554,1.3151783,1.3927608,1.195842,1.0267755,1.3993273,0.7021083,1.2029002,0.90405786,1.285017,0.5780184,1.2416444,0.5731997,1.177896,0.6394137,0.3614059,0.7778674,1.5272213,0.3245288,0.9867131,0.9076908,1.3435562,1.1673228,1.2229195,0.56995064,1.1387608,0.9675858,1.395699,1.3288499,1.2877574,0.8657812,1.35179,0.5008773,0.46849817,1.2627013,1.013493,1.1393905,1.5648854,0.8029981,1.0958657,0.28407276,0.44767487,0.24953067,0.53187454,0.4355594,1.1875105,1.0690851,1.4933655,1.3123714,1.4050698,0.0,0.019835472,0.6007197,1.0537047,0.7169848,1.3584143,1.2083768,0.93677026,1.0689566,0.70405173,1.1798208,0.5502459,0.62269235,1.3465055,1.4181763,1.3859735,0.68658906,1.4427915,1.0157378,1.0793703,0.98453945,1.3488268,0.76512975,1.3058567,0.27185535,1.2641908,0.93082815,1.0736692,1.3217139,0.47842437,0.6438945,0.62269443,1.4609636,1.5059884,1.5608981,0.6349418,0.6349176,0.31160247,0.47818547,0.4566368,1.1639127,1.4864438,1.220189,0.94996595,0.3221957,1.2317452,1.1146016
pencil,1.4269615,0.5876895,0.35177732,1.3761824,0.6664049,0.65037,0.73099935,1.0752695,1.1429951,1.5507818,0.20412171,1.449585,1.5139416,1.1057515,1.5304749,1.2246734,1.0257692,0.44289303,0.618198,1.2973363,0.87511057,0.48010647,0.7526865,0.89063805,0.41614074,0.8182019,0.8921445,1.2625871,1.2895553,1.1774635,0.82590306,1.2480092,1.2482054,1.0792756,0.99499387,0.99080473,1.4912803,1.1446477,0.059649587,1.5633763,0.4446022,1.2179222,1.3141371,1.3716626,1.1843758,1.0454892,1.3982548,0.6658935,1.217114,0.9429755,1.2568817,0.5959465,1.253597,0.578179,1.1680593,0.6647552,0.4005795,0.7951763,1.5048255,0.32491362,0.97830117,0.9080504,1.3175077,1.157071,1.2086172,0.5754777,1.1307852,0.95948887,1.3846769,1.298258,1.3234115,0.91986823,1.3662598,0.47262573,0.46069008,1.2707179,1.020249,1.1042813,1.5780525,0.82469666,1.1293963,0.27644795,0.45332313,0.2611431,0.52015,0.39949661,1.200723,1.0439231,1.4994373,1.3485198,1.3946705,0.019835472,0.0,0.64979196,1.0454569,0.74628645,1.3851515,1.2191458,0.92507184,1.0476351,0.7344238,1.1778901,0.5786338,0.6412231,1.3480976,1.4027205,1.3857427,0.6984204,1.4486647,1.0399103,1.1201328,0.95631003,1.3421414,0.770838,1.2960787,0.30431414,1.2613165,0.889714,1.0965782,1.3014951,0.501963,0.66107094,0.6014167,1.465462,1.4878623,1.5565574,0.6035884,0.6512989,0.35117102,0.4481175,0.47006547,1.1312275,1.483015,1.21635,0.9437876,0.35701615,1.2344648,1.1298525
pickle,1.2002405,0.72428745,0.6430403,1.1840646,0.796435,0.89088625,0.8605434,1.1779897,1.2702467,1.4127182,0.78999984,1.2635009,1.220971,1.1325793,1.3550906,1.1968133,1.1218069,0.85493374,0.9152445,1.2259781,0.7997614,0.81197095,0.9190551,0.94539785,0.7419088,1.0072248,0.8498446,1.1310282,1.1801947,1.1855087,1.042813,1.1735115,1.1358949,0.9654911,1.1721689,1.0092323,1.337457,1.0705979,0.58765876,1.3906438,0.8163005,1.0570672,1.1954559,1.1165437,1.196481,1.1299962,1.2161518,0.78479683,1.1704305,0.6346414,1.0721935,0.4780692,1.2036707,0.92940444,1.1670852,0.64434713,0.63374966,0.7713039,1.3289992,0.61104095,0.92195773,0.80643916,1.077512,0.99004775,0.926942,0.56915516,1.1979295,1.058513,1.1653819,1.2650764,0.98193705,0.97859323,1.299367,0.8687298,0.79912984,1.1923847,0.9602135,1.090933,1.2340302,0.6072712,0.9288208,0.6773526,0.8306823,0.579327,0.7239038,0.7260816,1.2176421,1.0444927,1.269296,0.9826319,1.314555,0.6007197,0.64979196,0.0,1.0742455,0.86607134,1.255539,1.0838565,1.1184793,1.1044073,0.8297542,1.1364421,0.9144516,0.55976707,1.3075457,1.2314285,1.0919867,0.84206647,1.1937958,0.92899585,0.80450034,1.1991363,1.2983387,1.0867023,1.1965109,0.4573552,1.2746394,1.0697131,0.8613759,1.2740664,0.6264764,0.750934,0.85497785,1.2560627,1.267258,1.4145682,0.78756636,0.4793657,0.5586971,0.7940489,0.7900109,1.0891756,1.3663538,1.1618387,1.0535363,0.37748992,1.1978533,1.0245972
pig,0.8306571,1.0337125,1.0719349,1.1968153,0.9311962,0.9245901,0.9598743,0.9896474,1.0932555,1.096335,1.0895694,1.1724317,1.1266879,0.597805,1.083213,0.9839771,0.8549088,0.9728897,0.9427982,1.0797801,1.0594482,1.0669591,0.98686415,0.80950916,1.0451602,1.0586882,1.1765463,1.0138137,1.1001397,0.9765058,1.0134023,1.0617472,1.0762084,1.090651,1.088478,0.98882,1.1125866,0.9940517,1.0801528,1.1152614,1.0376059,1.176131,0.55030465,0.8832942,1.1146733,1.0731459,1.0267996,1.0132776,1.0638144,1.1859059,1.0951304,1.185833,1.1326245,0.907302,0.9930057,1.126593,1.1117508,0.81809974,1.1068804,1.1304095,0.81088394,1.0463188,1.093668,0.98782706,1.1479845,1.0565641,0.42163688,1.036387,0.9626037,1.0084995,1.1524754,1.2095939,1.127824,0.9884044,1.0837668,0.94902503,1.054813,0.9100347,1.0346669,1.1234721,1.2068475,1.0686864,0.90614945,1.1177089,1.1046805,1.1025169,1.0028725,0.83855355,1.1497573,1.1244256,0.9474979,1.0537047,1.0454569,1.0742455,0.0,0.98283255,1.0217774,0.9969296,1.0613123,0.08791244,1.0946938,0.88858443,0.9398719,1.0190697,1.088081,0.928445,1.0875468,1.0302391,1.1657528,1.0830629,1.0810199,1.1484631,1.1249052,1.0177599,1.083449,1.1316978,1.0717689,0.90666795,1.1058601,1.0483749,1.1085591,1.0352588,1.0157498,1.0459965,1.1143531,1.0853242,0.99080604,1.1616766,1.1482284,1.0099132,0.95006174,0.9386359,1.067517,1.0515784,1.0829564,1.1556271,1.0994,0.69882864
pillow,1.1809026,0.58663666,0.9585092,1.0247344,1.0127404,0.94497293,0.9227654,0.6867212,0.8096689,1.029641,0.68710816,0.8984346,1.1271431,1.1652266,0.7939311,1.2096326,1.0081669,0.77363294,0.7974918,0.93781924,0.9225883,0.6910674,0.71185327,0.98572737,0.5748043,0.9828468,0.87517273,1.0000101,0.60488355,1.0975168,0.93257207,0.97806275,1.1988082,1.0971155,1.0448692,1.0513984,0.8225981,1.083742,0.7971474,1.2169849,0.7987557,1.1276858,1.178288,1.0512586,0.9221088,0.92381847,1.2637303,0.8582239,1.088593,1.026045,1.3354595,0.82666105,1.2578056,0.87837696,1.1183057,0.8000241,0.6975758,1.0618858,1.5095778,0.9595947,0.7889364,1.1179645,1.3369473,1.2121109,1.0594599,0.75311744,1.1089364,0.7970643,0.9732386,1.3208895,0.9154545,0.92819595,1.0840676,0.7372489,0.5544655,1.0483764,1.1123194,1.0441746,1.1229366,1.0630966,1.0935912,0.98545843,0.3521276,0.635857,0.99830425,0.8995005,0.7965737,1.1136254,1.1269099,0.9224222,1.2407947,0.7169848,0.74628645,0.86607134,0.98283255,0.0,1.0715154,1.0582598,0.97556674,1.0305793,0.89567995,0.7759286,0.7295009,1.0509735,1.0571737,1.3247277,1.2475832,1.0229322,1.229309,0.8400157,0.75483626,1.0850527,1.1560851,0.6629801,1.211731,0.6888815,1.1523242,0.9733306,0.5557739,1.2412481,0.73633265,0.78044903,0.9319968,1.1316032,1.2822948,1.3367245,0.9608534,0.7616584,0.87014526,0.87086296,0.3515333,1.1838264,1.1899899,1.1818787,0.85972184,0.8272118,1.0534462,1.1191645
pizza,0.49836314,1.3535907,1.2144692,0.847805,1.2804934,1.2849559,1.0295955,0.8446278,0.9589232,0.668788,1.308327,0.7566987,0.66203374,1.0447708,0.6243996,0.957244,0.92142034,1.3114612,1.2195852,0.85395414,0.71099794,1.3156377,1.2587333,1.0323205,1.3244293,0.7354069,0.9517042,0.4980834,0.9943423,0.78842646,1.1673223,0.90633,1.0537677,0.87709486,0.9580193,1.0297625,0.7843877,0.39437973,1.3536551,0.67005837,1.3486207,0.9284493,0.7049346,0.8285047,0.9562433,1.1176368,0.9124705,1.2759925,0.9104485,1.2042487,0.91933805,1.3710487,0.7496953,1.0028439,0.8891661,1.1762221,1.2259643,0.95775604,0.5913588,1.2596959,1.0394279,1.0644728,0.8863085,0.95036346,1.0337247,1.3629072,0.9917465,1.1136498,0.9938583,0.79588825,0.97166365,0.90018487,0.77512395,1.2994263,1.3009375,0.7903202,0.83960116,1.0874643,0.7779157,1.1973025,0.8351352,1.2736045,1.249543,1.4159162,1.2532812,1.2257268,0.9930181,1.0072153,0.634297,0.92702067,0.68613744,1.3584143,1.3851515,1.255539,1.0217774,1.0715154,0.0,0.8842735,0.84031105,1.0475473,0.9415203,1.0102766,1.1825494,1.3757782,0.83694416,0.8339771,0.8415524,1.1713217,0.76672864,1.0853274,0.9915797,0.9586051,0.93129927,1.1637983,0.88677055,1.3949559,0.71265185,1.0891111,1.1748188,0.861603,1.2709309,1.1203854,1.1338882,0.8611845,0.89121413,0.6237205,1.2310085,1.3901321,1.3162582,1.2435951,1.2886009,0.96404546,0.5653471,0.90418595,1.2070309,1.3816646,0.79746604,0.9770576
plant,0.78638285,1.1048031,1.2980659,1.0093223,1.2374436,1.095893,1.1186231,0.9281065,0.9260466,0.94205266,1.1668859,0.81838626,1.0201806,0.9802073,0.91359836,0.981678,1.0017067,1.1197156,1.220232,0.8569687,1.1406769,1.0387213,1.1116396,0.9203731,1.0665885,1.0145688,1.1227647,0.899956,0.82801354,0.91313887,1.0362943,0.83831406,1.0365561,1.1161768,1.0040218,1.1506205,0.84582394,0.88723826,1.2470181,0.88533926,1.2205341,1.0865313,0.8523634,0.9888853,0.8124145,0.9472259,0.7420019,1.2420033,1.0505258,1.1426632,1.0253652,1.2615964,0.92518556,1.106576,0.24578303,1.1984533,1.1380159,1.0085502,0.9690577,1.1883378,1.0087053,1.1833924,0.92156243,1.0339575,1.0797089,1.1808932,1.0790976,1.0141624,0.93056184,1.0556284,1.0220959,1.0281891,0.8349079,1.0989591,1.1204157,0.81358325,0.9858811,0.95006233,0.90277314,1.1211133,1.1301873,1.2368845,1.0893525,1.2160834,1.2472141,1.3354653,0.7805754,0.65898585,1.0981239,0.97669035,0.9077065,1.2083768,1.2191458,1.0838565,0.9969296,1.0582598,0.8842735,0.0,1.0586956,0.9969858,1.0580282,0.83365345,0.99917966,1.2487643,0.7796442,0.6754564,0.8212089,1.0776184,0.98424876,1.135699,0.98134315,0.9933348,0.9406216,1.0555451,1.0641369,1.336054,0.8861562,1.0339111,1.1452526,0.94328237,1.2556815,1.0674345,1.147151,0.755553,0.96205896,0.88518953,1.2989354,1.2653433,1.2740233,1.1127138,1.0975056,1.1478003,0.91641337,0.28507137,0.79496956,1.2502999,0.71592724,1.0178821
plate,0.99070066,1.0181882,0.8573396,1.1405394,0.95989954,0.84668195,0.67546636,0.9767425,0.9843855,1.1577996,0.92980963,1.1492386,1.0935271,0.99230665,1.0898845,1.091508,0.847867,0.8942555,0.7022277,0.9248841,0.6450896,0.9496305,0.9090401,0.9040404,0.9354688,0.9726164,0.97904193,1.1903927,1.1578075,0.22667027,0.7906296,1.0849727,1.2282683,0.7224278,0.96364504,0.80860245,1.2026426,0.8907473,0.9373314,1.141622,0.8329725,0.7768774,1.0896643,1.0855625,1.0860353,1.0122985,1.199674,0.93728817,1.2520777,1.1293744,1.1218402,1.0979414,1.0658913,0.88155127,1.0027343,1.0885464,0.95375335,0.9535358,0.9541347,1.0527709,1.1246506,0.8537109,1.1465297,0.6894612,1.092506,1.1105494,1.1768823,0.91416836,1.2838004,0.8251733,1.2912029,1.0844023,1.14377,0.85807323,0.96961534,0.98028564,0.86218476,0.86254436,1.1686971,1.0328281,0.9558517,1.0171161,0.85961306,1.0328102,1.0398341,0.8727038,1.0579127,1.0777304,1.1802411,1.2852625,0.90148854,0.93677026,0.92507184,1.1184793,1.0613123,0.97556674,0.84031105,1.0586956,0.0,1.0634055,0.9525902,1.0959318,0.92397565,1.079399,1.0790548,1.0235977,1.1860325,0.92686445,1.2660387,1.1134408,1.2863371,0.988777,1.1208441,0.82529366,1.1425548,1.0776039,1.0507576,0.7629045,1.1062444,0.6132371,1.0309447,1.0140892,0.89596117,1.1963757,1.1949027,0.9233049,0.74535346,1.1129618,1.0663596,1.0264735,0.9762196,0.88146585,0.81201375,1.0841457,1.2208819,1.1137915,1.0928427,1.1447412
pony,0.892279,1.0361942,1.0251542,1.1602849,0.89718723,0.9158062,0.9710133,1.0168872,1.0781889,1.0769114,1.0774648,1.1676105,1.1259415,0.59539926,1.081763,0.9812733,0.9123774,0.9846231,0.93145734,1.0960305,1.0722872,1.088445,0.9984068,0.839497,1.0789313,1.0909438,1.1902595,1.036258,1.1174457,0.97986925,1.0055387,1.0506576,1.056745,1.1152217,1.1098785,0.94367486,1.0995134,1.0480754,1.0734096,1.0946026,1.0240942,1.1762091,0.62279224,0.90174085,1.0993104,1.0751636,1.0314814,0.9821077,1.04822,1.1997367,1.0694646,1.1783879,1.1327242,0.9414506,0.99344254,1.1444645,1.1563178,0.8930712,1.115445,1.0963644,0.828438,1.0463097,1.0755603,0.9814775,1.1288822,1.0500916,0.35166633,1.0394102,0.979511,0.99869865,1.1662636,1.2487568,1.1214738,0.9857808,1.0844443,0.9542252,1.0671799,0.9340497,1.0112818,1.1104867,1.1918083,1.0447922,0.93811864,1.1310468,1.0813981,1.0602353,1.0071559,0.85271615,1.1285466,1.1443117,0.9667267,1.0689566,1.0476351,1.1044073,0.08791244,1.0305793,1.0475473,0.9969858,1.0634055,0.0,1.1020432,0.9437093,0.96179795,1.0149231,1.0663531,0.9717098,1.0892315,1.085469,1.1637381,1.1030836,1.1124647,1.1260319,1.0708604,1.0297999,1.0640366,1.1387873,1.0560905,0.9348028,1.1413485,1.0173783,1.1439942,1.0817928,0.99442947,1.0476426,1.0851246,1.0700576,0.98526025,1.1551132,1.1393657,1.0442683,0.9871385,0.9375185,1.0925779,1.0462052,1.0956142,1.15316,1.0858773,0.6673063
pumpkin,1.0066499,1.0227977,0.6077143,1.1259954,0.783665,0.785954,0.7895479,1.035772,1.319737,1.3382585,0.84089947,1.1571242,1.1311716,1.0922759,1.2155598,1.2871941,1.0234892,0.87017906,0.8660395,1.1842499,0.6812233,0.8956362,0.9214183,0.89391524,0.78298455,0.8711667,0.75158286,1.0149634,1.1502025,1.0205183,1.1176293,1.2354727,1.3252332,0.9881152,1.0277458,0.9480352,1.2419342,0.77370304,0.68775195,1.3774321,0.82556725,0.9717012,1.0679088,1.11747,1.2791663,1.1597452,1.2673972,0.76821923,1.1749257,1.0028104,1.0344247,0.67581993,0.9697624,0.63713837,1.0067145,0.7041059,0.7015407,0.8113677,1.1361725,0.76581144,0.6277865,0.8081453,1.1118181,0.93915975,0.92042166,0.8343005,1.1452519,1.2041385,1.1436985,1.1521938,1.0651156,1.0328157,1.2717309,0.94451743,0.9001605,1.044152,0.76700896,1.1554713,0.9394202,0.8600693,0.75672483,0.72332084,0.7667508,0.6774485,0.859678,0.62218475,1.158792,1.0276517,1.2211,1.0811157,1.1787753,0.70405173,0.7344238,0.8297542,1.0946938,0.89567995,0.9415203,1.0580282,0.9525902,1.1020432,0.0,0.9797725,0.8933616,0.84597135,1.2834058,1.0367012,1.1392419,0.9612326,1.1859007,0.9967556,0.9507405,1.0707746,1.3107724,1.1618598,1.3016031,0.6631271,1.2281,1.0569831,1.0098473,1.2069964,0.775092,0.78809476,0.66975605,1.1233788,1.283217,1.2913022,0.86844087,0.71107733,0.6312978,0.89749813,0.7762289,1.0187628,1.1492985,1.1643298,1.1422832,0.7623885,1.1578915,1.02972
purse,0.95139056,1.0890567,1.2948883,1.1352894,1.0661423,1.0542703,1.0282832,0.54961276,1.0551248,0.92445576,1.1657765,0.71752566,0.86798733,0.91626203,0.7243748,0.951948,0.73092663,0.9209516,0.8454958,0.60210323,1.1667198,1.0150974,0.6857082,0.9171234,0.8776268,1.1046095,1.170372,1.1587873,0.5971011,0.9154487,1.0204867,0.9719815,0.9618489,1.144961,0.8579775,1.038875,0.8542788,1.0678165,1.2513207,0.85322464,0.9414835,1.0736293,0.94470716,0.8640306,1.0025578,0.8855227,0.96011615,1.1284697,1.0975785,1.2119646,1.1884658,1.2506251,0.9977626,1.1309639,0.78247213,1.0562265,1.1258665,1.0583855,1.0286168,1.2841405,0.68634385,0.97804415,1.1491494,0.9973046,1.1103754,1.0052322,0.93426824,0.9665607,0.5808995,0.95499766,0.99906343,1.057112,0.9591845,1.1290163,1.0414388,1.0167956,1.1153353,0.78667307,0.8503872,1.2083529,1.1952018,1.2562218,0.69903934,1.0832481,1.2840091,1.242015,0.6325608,0.9055723,1.016727,0.97068876,0.90574235,1.1798208,1.1778901,1.1364421,0.88858443,0.7759286,1.0102766,0.83365345,1.0959318,0.9437093,0.9797725,0.0,0.8464588,1.2142136,0.927813,0.88138485,0.97734576,0.9567451,1.0592602,0.709899,0.8482893,0.9620775,1.1191534,1.0466496,1.0481206,1.1380229,1.0762767,0.870051,0.8889879,1.01001,1.1918185,1.1478808,1.1387782,0.77879596,1.0072274,0.94852066,0.9997865,1.1951895,1.3472087,0.9890503,0.692735,0.8180107,0.8360138,0.98302364,0.7740563,1.2248646,1.0830197,1.1206809
