,alligator,apple,ball,balloon,banana,basket,bathtub,bed,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coffee,corn,couch,crayon,crib,cup,dog,doll,door,drawer,ear,face,firetruck,fish,flower,frog,glasses,glove,grass,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,melon,mitten,nail,napkin,oven,pants,paper,pen,pencil,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,spoon,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,window
hat,1.1933658,0.49512947,0.60458624,0.5423494,1.1224886,0.6900656,1.3645594,1.2104287,1.3878343,1.0635631,1.1895591,0.736721,0.5996387,0.79673755,0.97515744,0.6490411,0.77009904,0.7458806,1.1976142,0.7905009,1.1208259,0.9174503,1.0851611,1.378743,1.357229,1.3116689,0.69782895,1.4472185,0.69721854,1.043414,0.77452886,1.1620663,1.1194319,1.0175781,0.9811572,1.1718571,1.2197591,0.97895575,1.1094128,0.3694334,1.1175939,1.1018915,1.0330579,0.66960114,1.2032771,0.0,1.0770411,1.3134263,0.8536258,1.192227,0.9572524,1.0775527,1.0837531,0.54927576,1.0101373,1.3818183,1.3093398,1.0557661,0.9979953,1.0388852,0.93417597,0.9740728,0.73323053,0.49677205,0.8876798,0.8316222,1.3417811,1.1828893,1.0982364,0.8866589,0.99264187,0.8976874,0.5829241,1.2115432,0.93636197,0.62106955,0.6513847,1.1138232,0.85087,1.1847012,1.3747873,0.6651598,0.5913551,0.9529488,0.98573196,0.7921808,1.2570115,1.1991947,0.85258937,1.314121
jacket,0.7890878,1.2059647,1.3189237,1.1902528,0.84321004,1.3803065,1.0640125,0.63849324,0.9917883,0.64243776,0.74352616,1.4430449,1.387376,1.3864623,1.21596,1.3059577,1.4514463,1.2946875,1.0940752,1.2636738,1.1641588,1.1919203,1.2548095,0.7971568,0.8693765,0.5468439,1.3541301,0.8011438,1.3998545,0.7923455,1.0154564,1.1403099,1.2291609,0.9210005,0.28533328,0.8946358,0.84922135,1.449049,0.87892133,1.1931165,1.0382212,0.9689961,1.0379784,0.7513107,0.8357452,1.0770411,0.0,0.62340844,1.2693367,0.90926355,1.2707438,0.9380492,0.99717814,1.2280965,1.3313755,1.0235294,0.53461915,1.1998569,1.302285,0.8595056,1.3074023,1.3547401,1.4240062,1.2865565,1.1727324,1.2880607,0.89800656,0.9796762,0.79217285,1.2585804,0.16926837,1.0653849,1.3418336,1.1800317,1.2851151,1.3614924,1.2291464,1.0049762,1.1635768,0.30241024,0.79293716,1.2856,1.0806725,1.1847992,1.3892202,1.0641074,1.0591791,0.99217016,1.3475826,0.8123838
jeans,0.90108067,1.2687933,1.317507,1.2165562,0.8985112,1.3650839,0.9411679,0.73467386,0.74085796,0.7580551,0.82383215,1.3833113,1.3676107,1.3063191,1.1893095,1.3394673,1.3959161,1.3061519,0.9546761,1.256448,0.8878296,1.1452961,1.0524098,0.6912721,0.8870328,0.42119664,1.3322318,0.6885063,1.3466332,0.98030496,1.037847,1.0177287,1.1448628,0.91820747,0.8702442,0.8519087,0.8171088,1.2921746,0.90541655,1.3013167,0.94615597,1.013309,1.018124,1.0345862,0.8350647,1.3134263,0.62340844,0.0,1.2564609,0.86922747,1.2648386,0.975837,1.0434208,1.2750411,0.95089793,0.761651,0.31716287,1.1699632,1.2132455,0.88153946,1.0623506,1.2445832,1.3788164,1.3237073,1.183272,1.2059375,0.797814,0.81298125,0.6900022,1.2229493,0.75312257,1.0694351,1.2522979,1.1129669,1.2734475,1.3087626,1.2708013,1.0137058,1.0981791,0.56438327,0.68297803,1.278377,1.1390156,1.1660277,1.0370706,1.1634165,0.9742524,0.96952206,1.259992,0.7801603
knife,1.075149,0.9881489,0.74011207,1.1700289,1.351815,0.6312524,1.1136698,1.1789845,1.0978665,1.129563,1.1144809,0.6933425,0.60769224,0.88399166,0.89706725,0.7851586,0.6911665,0.7731496,1.1259485,0.8631268,0.9082261,0.968178,0.9286245,1.0703545,1.0269933,1.2813944,0.81452364,1.2010859,0.8294044,1.0207376,1.0067782,0.90554166,0.95729184,1.1635009,1.2496321,0.96330106,1.0573623,0.6658453,1.08594,0.811115,1.0783199,0.98880196,1.075484,1.0973847,1.2236559,0.8536258,1.2693367,1.2564609,0.0,1.2381537,1.0107186,1.2221425,1.0547957,0.9138793,0.8015729,1.0405413,1.2470376,0.86188304,0.7748938,1.2361181,0.9142043,0.691645,0.82046074,0.85300314,0.7636888,0.72485983,1.0745187,0.98351717,1.1257728,0.8702837,1.2300804,0.9917997,0.8559209,0.90679544,0.82451326,0.9992736,0.6986789,1.0682129,1.0862052,1.242522,1.0985603,1.0300845,1.1854551,0.842608,0.7373885,0.9449742,1.0237815,1.0165621,0.83788776,1.1444254
ladder,0.94015616,1.2460496,1.2520571,1.027543,0.8625384,1.2089657,0.87122023,0.90029097,0.6604338,0.90172267,0.9357853,1.2222354,1.3365762,1.2454607,1.1559632,1.2351705,1.2887831,1.2693894,0.89954317,0.95134133,0.74347806,1.2328598,0.9924102,0.7189639,0.825574,0.713525,1.2252939,0.46414268,1.2624712,0.91915596,0.9406595,0.8696895,1.0118054,1.0902971,0.94033986,0.87875235,0.96659005,1.0707109,0.92594117,1.2416159,1.0572102,0.92012906,1.1181612,1.1252285,0.9656765,1.192227,0.90926355,0.86922747,1.2381537,0.0,1.039533,0.895803,0.99553484,1.2840378,1.2568246,0.865098,0.8455268,1.1891624,1.184399,0.84320116,1.2994981,1.1099783,1.2195625,1.0898646,1.1088321,1.182992,0.6869474,0.9164703,0.8354877,1.1639717,0.985769,1.1668932,1.2679932,0.8709261,1.0758398,1.30385,1.2539737,1.0195696,1.0963051,0.8824306,0.5411732,1.150063,1.2236547,1.0998765,1.2862873,1.0070267,0.8137177,0.93038356,1.1882844,0.7122321
lamp,1.1919401,0.8998152,0.8959632,0.8210761,1.0691028,0.78568965,0.8529895,1.2735322,1.0737301,1.2637223,1.2573409,0.972505,0.85165024,0.76211953,0.86195564,0.747854,0.7093016,0.8926727,1.1037731,0.8450946,0.83156943,0.6666337,0.7511121,1.0117131,1.120515,1.1712258,1.0113341,1.0937943,0.8632622,1.0307229,0.98991066,0.78025156,0.8055674,0.98098797,1.1600853,1.0924224,1.3355861,0.79743105,1.2838264,1.0206002,1.1737843,1.1087064,0.9058204,1.0707976,1.0761114,0.9572524,1.2707438,1.2648386,1.0107186,1.039533,0.0,1.0087044,1.083782,0.94223285,0.9702445,0.99069273,1.2818828,0.7879912,0.82532096,1.1323096,0.78004676,0.8739916,0.7417567,0.90095717,0.71901226,0.8834372,1.050353,1.0567876,1.2184896,0.9100935,1.1992188,1.193007,0.98221827,0.74642694,0.9029332,1.0148942,0.9305235,1.0896603,1.0190765,1.2012138,0.9890824,0.803306,1.0690899,1.1013963,0.9486095,1.0280279,0.9887217,0.9457584,0.8207989,1.0021224
melon,0.9773874,1.1647325,1.1927116,0.9420325,0.19147521,1.1873549,1.1667643,0.9294752,0.90455973,0.9040715,0.9421029,1.2284378,1.3052968,1.2454348,1.0762997,1.1349769,1.2045789,1.287677,1.1492068,1.0472049,1.1399306,1.1716417,1.1132783,0.9099436,0.9581635,0.87625086,1.2829096,0.7908592,1.2394681,1.0317543,0.8327317,1.0975138,1.0945369,0.91096985,1.0051377,1.0680358,0.9268991,1.1946077,0.96903425,1.175461,0.8290795,1.0161737,0.75645506,1.1024793,0.7421383,1.0775527,0.9380492,0.975837,1.2221425,0.895803,1.0087044,0.0,0.7677969,1.186899,1.048408,0.8912322,0.9311853,1.065834,1.2504733,0.76676553,1.0074393,1.1003942,1.1179558,1.1756566,0.8051065,1.1257296,0.9748495,1.0306073,0.8864993,1.1120176,1.0363737,1.0948559,1.2363751,1.0141417,0.94795036,1.1619599,1.2404182,0.88635164,1.0482422,0.8904921,0.87594664,1.0300462,1.1081374,1.0157458,1.1220621,0.9649152,0.90128684,1.0232059,1.2329583,0.97433865
mitten,0.5044232,1.3150206,1.2186804,1.0783904,0.87883496,1.2526163,1.1670709,0.69310564,0.9041681,0.9102557,0.53808284,1.3003943,1.3387021,1.3984189,1.1786304,1.1873541,1.3125262,1.3571013,1.2686734,1.1027838,1.2342656,1.177405,1.1738677,1.0239493,0.5003754,1.0318872,1.242793,0.9878633,1.3179344,0.8224642,0.90255946,1.1589763,1.0547384,0.8286414,1.0327035,1.178056,0.7902904,1.2469518,0.540874,1.0751642,0.3805251,0.73346716,0.74787444,1.0874217,0.6192877,1.0837531,0.99717814,1.0434208,1.0547957,0.99553484,1.083782,0.7677969,0.0,1.2920337,1.2629925,1.0915956,1.0535635,1.0882348,1.1225557,0.64312375,1.1354625,1.0532839,1.273333,1.2709332,0.8385747,1.1835842,1.029156,1.0328118,1.0039439,1.116885,1.0640465,0.6886679,1.3227526,1.0648218,1.0991725,1.0825889,1.3044068,0.39931476,1.0492051,0.94516176,0.9831001,1.2186192,1.1370409,0.9715816,1.2987295,0.6791209,0.93754405,1.0872905,1.254549,1.1216813
nail,1.2583787,0.19156212,0.3825022,0.8008505,1.1635717,0.6529446,1.2195101,1.2651827,1.3471975,1.3008733,1.2584383,0.60335135,0.36046433,0.46182877,0.9093362,0.62998164,0.6525978,0.43336034,1.1532273,0.97547233,1.1225455,0.82630587,1.0057038,1.3239121,1.3020803,1.3597498,0.32966995,1.4350888,0.3976087,1.1391424,1.1782467,1.1580448,1.1724484,0.96858156,1.1352094,1.0788016,1.1966043,0.94641656,1.249315,0.7511477,1.3103364,1.1435316,1.0836295,0.94814086,1.1799839,0.54927576,1.2280965,1.2750411,0.9138793,1.2840378,0.94223285,1.186899,1.2920337,0.0,0.888757,1.2892481,1.286941,1.0352776,0.84971094,1.1891168,0.9590102,1.0407884,0.7230656,0.60221606,1.1707032,0.9141578,1.3403714,1.1808479,1.2208838,0.85144097,1.0785524,0.97770643,0.41897714,1.202792,0.99301237,0.52386737,0.30767274,1.2239282,0.9119875,1.3169535,1.4141774,0.5634372,0.4414519,0.98881555,0.8444351,0.997238,1.2373878,1.1014104,0.63731575,1.2316518
napkin,1.3311222,0.91070235,0.8975898,0.9987712,1.0278482,0.88474786,0.9921862,1.3918468,1.0594547,0.92924994,1.3907268,0.88157874,0.67224956,0.7464336,0.95203805,0.8489118,0.7407538,0.8336755,0.7955049,0.78270936,0.84094757,0.94120693,0.6798764,1.2725596,1.2195266,1.218201,0.7964787,1.2123886,0.681217,1.1854438,1.0681473,0.94758654,1.0134192,0.96655095,1.3797779,1.0634403,1.0381906,0.7011909,1.3247861,0.85450214,0.9877597,1.2792628,1.1926345,1.1235151,1.1948065,1.0101373,1.3313755,0.95089793,0.8015729,1.2568246,0.9702445,1.048408,1.2629925,0.888757,0.0,0.7306936,0.8319473,0.89476484,0.7779816,1.1583599,0.6399123,0.75467587,0.8030515,0.7697695,0.85311794,0.95891297,1.1221553,0.9241866,0.7043524,0.9267577,1.2711759,0.97370064,0.5330534,1.0269227,0.78462744,0.71860224,0.83041155,1.178098,0.82920146,1.2398263,1.2984321,0.87778497,0.80640554,0.9287861,0.027431488,1.2996055,1.1176646,1.141799,0.66894263,1.2109184
oven,1.0889705,1.3995072,1.2519541,1.3367362,0.9474817,1.2245381,0.6837403,0.9907164,0.5797493,0.8455495,1.0865471,1.2203107,1.2528114,1.2349348,1.0179651,1.2466644,1.1260693,1.2352678,0.92361337,1.11006,0.6461681,1.2114505,0.5657821,0.7720778,1.0413755,0.6947354,1.3596141,0.5207326,1.2151557,1.0529854,1.1205941,0.5172509,0.6216602,1.0195898,1.0848241,0.98026395,1.0104766,1.0165914,1.1324869,1.2986814,0.9571671,1.1624622,1.0923548,1.1352495,1.0245037,1.3818183,1.0235294,0.761651,1.0405413,0.865098,0.99069273,0.8912322,1.0915956,1.2892481,0.7306936,0.0,0.6635898,0.8461256,1.0947068,1.0408304,0.9489319,0.96726584,1.3270547,1.2976594,0.8818733,0.9195159,0.34122205,0.9469756,0.77364194,1.1473397,1.0640093,1.2175168,1.2298263,0.605533,1.0497433,1.302135,1.2661831,1.0798917,1.1823763,0.88874686,0.6439301,1.317564,1.2827158,1.0635393,0.7690027,1.3136272,0.78356695,0.91843486,1.0950255,0.75999033
pants,0.9290909,1.2860574,1.33863,1.2367084,0.79888654,1.4330425,0.9271329,0.77575254,0.7353705,0.588343,0.89924246,1.4166193,1.399744,1.3457434,1.2289231,1.3758495,1.442351,1.3168232,0.8710227,1.2354368,0.9710075,1.2195864,0.9610767,0.79329634,0.8838322,0.53059053,1.3255763,0.6822579,1.3365645,0.9082692,1.1375664,1.0061275,1.1646142,0.89809746,0.7867921,0.86125433,0.79738146,1.3240716,0.99449986,1.2884891,0.89721656,1.0844721,1.11351,1.0540751,0.88377124,1.3093398,0.53461915,0.31716287,1.2470376,0.8455268,1.2818828,0.9311853,1.0535635,1.286941,0.8319473,0.6635898,0.0,1.1817518,1.193179,0.8773918,1.1007934,1.2572527,1.4643414,1.3030255,1.1508734,1.2364902,0.74650407,0.85203695,0.43617368,1.2575967,0.66537,1.038534,1.2321868,1.1023089,1.295872,1.2919397,1.289658,1.0040514,1.0715102,0.44993734,0.7792062,1.3120193,1.1209316,1.1707993,0.92258525,1.267482,0.97832376,1.0393157,1.23359,0.8445831
paper,1.099284,1.0393482,0.9941188,1.0590842,1.1902694,0.84036446,0.95658314,1.063981,0.8905738,1.0336746,1.1033456,0.74807185,0.9201108,0.9111319,0.74469167,0.9898655,0.7467878,0.8900936,0.9654756,1.0133296,0.84721994,0.7321031,0.7954235,1.0332686,1.1085856,1.0826477,0.99861914,1.0541068,0.9808779,0.9796449,1.0396099,0.8746723,0.7260111,1.1453491,1.1373293,1.0866094,1.1589895,0.8113104,1.0874172,1.1254132,1.005136,1.131531,0.9717216,1.099477,1.1981282,1.0557661,1.1998569,1.1699632,0.86188304,1.1891624,0.7879912,1.065834,1.0882348,1.0352776,0.89476484,0.8461256,1.1817518,0.0,0.9381714,1.0951165,0.62660164,0.8549822,0.92304575,1.0473937,0.74442923,0.8167366,0.9598115,1.0833822,1.1979113,0.9907386,1.1927452,1.0461287,1.1030746,0.7868022,0.92719173,0.9919652,0.97472876,0.93655866,1.1185441,1.146608,0.9673576,1.088652,1.1397963,0.9394567,0.86642444,1.039288,0.86079633,0.99533373,0.92466736,1.0771164
pen,1.2158573,0.8305847,0.8951304,0.97951496,1.2409931,0.708393,0.8837839,1.2955924,1.2028015,1.1869289,1.2496002,0.6544473,0.746453,0.6875284,0.84825224,0.786519,0.7317387,0.69429433,0.9176183,0.9416496,1.0227666,0.8067985,0.969833,1.215419,1.1603783,1.3456271,0.54281616,1.3145458,0.74617517,1.1617761,1.2093705,1.0276623,0.7821089,1.077977,1.2420975,1.1187335,1.144517,0.87267065,1.1883186,0.79400647,1.0199901,1.1043365,1.0763046,1.0825588,1.1292703,0.9979953,1.302285,1.2132455,0.7748938,1.184399,0.82532096,1.2504733,1.1225557,0.84971094,0.7779816,1.0947068,1.193179,0.9381714,0.0,1.126078,0.87627137,0.9427879,0.7698798,0.8017752,1.152458,0.9388741,1.2415314,1.0132849,1.0518378,0.59543025,1.236037,0.90555656,0.66228575,1.0618777,0.88548124,0.6017272,0.8882892,1.1521933,0.7466794,1.2792404,1.3274645,0.8042395,0.8230344,0.70179343,0.6973939,1.0850492,1.1435757,1.0423644,0.4762385,1.2609673
pencil,1.0091478,1.1589465,1.2273355,1.0194448,0.6937926,1.309477,1.0165255,1.0984973,0.88984984,0.81382227,1.0518508,1.1575717,1.2614114,1.1654879,1.1135736,1.1842567,1.2463399,1.2497983,0.9016314,1.0481491,1.1113944,1.1678447,1.1259335,1.0221945,0.8711818,0.933208,1.1581635,0.8919208,1.1506027,0.85626584,0.8705746,1.1326675,1.0829707,0.74437606,0.92962617,1.197911,0.86955523,1.1723645,1.0015444,0.9477346,0.6219313,0.9903257,0.88230115,1.0506473,0.40371442,1.0388852,0.8595056,0.88153946,1.2361181,0.84320116,1.1323096,0.76676553,0.64312375,1.1891168,1.1583599,1.0408304,0.8773918,1.0951165,1.126078,0.0,1.0457225,1.1519079,1.2212918,1.097237,1.0053521,1.2244,0.9088698,0.83151025,0.7949256,1.2007644,0.96159947,1.0667486,1.1082047,1.0342017,1.0633508,1.0524222,1.2314855,0.83742595,0.98205346,0.8209338,1.0088896,1.1358639,0.91001654,1.1085044,1.2232969,1.1394926,0.9508876,1.1435428,1.1186408,1.0902178
pillow,1.2134365,0.8733178,0.9212668,0.7970724,1.0737894,0.88299036,0.92329603,1.164242,0.91662776,1.0874567,1.2521284,0.76229835,0.8601806,0.7477176,0.9050457,0.83540916,0.7349255,0.8246925,0.8787476,0.90702504,0.859282,0.6227778,0.8008921,1.1879668,1.2113534,0.905783,0.8930583,1.191635,0.8336848,1.1125427,0.95772105,1.0093954,0.89741933,0.96667075,1.2559543,1.1683673,1.2231153,0.81716025,1.2555076,0.96574676,0.82329273,1.2104903,1.1049713,1.0937582,1.1332707,0.93417597,1.3074023,1.0623506,0.9142043,1.2994981,0.78004676,1.0074393,1.1354625,0.9590102,0.6399123,0.9489319,1.1007934,0.62660164,0.87627137,1.0457225,0.0,0.84684795,0.80810225,0.8818711,0.8049564,0.8524278,1.1399491,1.103735,1.1007221,0.9189223,1.2683593,1.0822778,0.8844114,0.9003672,0.69431967,0.8543267,0.96627605,1.0228055,1.0503546,1.145221,1.172154,0.95164067,0.9621516,0.90309536,0.6236168,1.0624998,0.98545957,1.0940119,0.8919697,1.123576
plant,1.0809338,1.1063284,0.8564815,1.025181,1.2329309,0.75813484,1.1132973,1.2050464,1.0655239,1.2152797,1.1626819,0.9130106,0.7397147,1.0087036,0.97393465,0.9161936,0.71325374,0.9432259,1.0529817,0.8667586,0.7465768,0.8825705,0.79954493,1.0414462,1.0999601,1.2057551,1.0083151,1.1269705,0.94373864,1.1781342,0.90794146,0.7396803,0.960686,1.0899282,1.270287,1.0275944,1.0465778,0.26344252,1.0373927,0.92522436,1.0353029,1.1174916,1.0778515,1.058427,1.1387981,0.9740728,1.3547401,1.2445832,0.691645,1.1099783,0.8739916,1.1003942,1.0532839,1.0407884,0.75467587,0.96726584,1.2572527,0.8549822,0.9427879,1.1519079,0.84684795,0.0,0.8051138,0.8346372,0.70174307,0.68006325,1.0251576,1.0768051,1.2041173,0.9451929,1.3182174,1.0392127,0.9017012,0.7687688,0.87294483,0.96569955,0.8982109,0.9586729,1.0339012,1.3211446,1.0313708,0.987275,1.2033265,1.0037745,0.717491,0.9797014,0.95070004,0.7609211,0.8981963,0.94544584
plate,1.3549443,0.5827895,0.6636649,0.5828519,1.0504682,0.6028385,1.0668638,1.3992207,1.3672541,1.3048462,1.3424602,0.53172415,0.54214925,0.4312575,0.86383784,0.44579387,0.51345557,0.6779853,0.9082066,0.4703412,1.1674533,0.60447854,1.103705,1.2434345,1.2661566,1.4747488,0.64737105,1.4101131,0.56383246,1.090941,0.9563855,1.1650009,0.9863226,1.0641972,1.2695841,1.1230681,1.195198,0.6264649,1.2428603,0.6128232,1.2151093,1.0383372,0.9227259,0.99810725,1.2304921,0.73323053,1.4240062,1.3788164,0.82046074,1.2195625,0.7417567,1.1179558,1.273333,0.7230656,0.8030515,1.3270547,1.4643414,0.92304575,0.7698798,1.2212918,0.80810225,0.8051138,0.0,0.58789206,0.9682713,0.8028301,1.3654385,1.0762239,1.2918499,0.779549,1.280763,1.0117548,0.5496001,1.0270125,0.76250845,0.5947221,0.66774076,1.2599509,0.68245053,1.4610338,1.3590438,0.5213655,0.7478476,0.8975573,0.7518029,1.0117519,1.0124456,1.1399279,0.73037916,1.3122318
pumpkin,1.3042879,0.5405437,0.6447106,0.6044651,1.1586869,0.44109344,1.262542,1.3863742,1.3506889,1.1404028,1.3396609,0.62951136,0.45624018,0.70578897,0.9210318,0.6580646,0.6209285,0.719133,0.9754216,0.62611395,1.0448741,0.8847392,1.0163893,1.36646,1.2953355,1.3836232,0.54473263,1.3977294,0.5462852,1.0363996,0.9864045,1.1335523,1.0677387,0.9908578,1.2336601,1.2084012,1.2150139,0.76211715,1.23702,0.56679887,1.1717485,1.1564626,1.0855762,0.9955274,1.2244952,0.49677205,1.2865565,1.3237073,0.85300314,1.0898646,0.90095717,1.1756566,1.2709332,0.60221606,0.7697695,1.2976594,1.3030255,1.0473937,0.8017752,1.097237,0.8818711,0.8346372,0.58789206,0.0,0.8601453,0.8053422,1.3177516,1.0674235,1.0255128,0.83304334,1.2402303,0.9976603,0.49026978,1.1102886,0.879859,0.5644973,0.6588162,1.1892487,0.9359,1.2583716,1.3884664,0.5130262,0.584437,0.9296869,0.7269241,0.9295001,1.1351188,1.1518025,0.7145735,1.3107972
purse,0.9945838,1.1671184,0.9759107,0.9185751,0.9595786,0.8442725,1.1351024,1.0945318,0.9275463,0.9797641,1.0457349,1.0483558,0.9807348,1.1541661,0.8906028,0.99672794,0.8311807,1.1840202,1.2233908,0.8020795,0.8676073,1.0241647,0.7479873,1.0463501,1.0397973,1.099502,1.2362654,0.9765657,1.0584755,0.93121123,0.87476486,0.7931214,0.94695914,1.0708932,1.2315123,1.1186489,1.0826505,0.7952585,1.0325397,1.0555061,0.90683895,1.0799724,0.9341102,1.176942,1.0743482,0.8876798,1.1727324,1.183272,0.7636888,1.1088321,0.71901226,0.8051065,0.8385747,1.1707032,0.85311794,0.8818733,1.1508734,0.74442923,1.152458,1.0053521,0.8049564,0.70174307,0.9682713,0.8601453,0.0,0.80967236,0.95908904,1.0213063,0.95834637,0.9519722,1.1946471,1.0699291,1.1360971,0.717221,0.815987,1.1395276,1.0929649,0.9557894,1.1913966,1.1165061,0.9533879,0.9342644,1.3102372,0.97359675,0.86461,0.88771534,0.83603525,1.0424219,1.1180271,1.0878837
radio,1.1616404,0.9082594,0.7117762,0.9454973,1.2804983,0.53504956,1.0977349,1.1875932,1.0744766,1.2233486,1.1617138,0.71393394,0.6331816,0.84417504,0.6560762,0.803744,0.51537496,0.7537069,1.1502764,0.9775333,0.7727852,0.9555883,0.766665,1.0868975,1.3280555,1.1865095,0.9362842,1.0814862,0.7400025,1.2104125,1.0104756,0.6850197,0.84074867,1.22267,1.1893187,1.0423466,1.208967,0.6261287,1.1369729,0.9174733,1.1690841,1.2181168,1.0268382,0.9999392,1.2608197,0.8316222,1.2880607,1.2059375,0.72485983,1.182992,0.8834372,1.1257296,1.1835842,0.9141578,0.95891297,0.9195159,1.2364902,0.8167366,0.9388741,1.2244,0.8524278,0.68006325,0.8028301,0.8053422,0.80967236,0.0,0.8783107,1.2043833,1.2454108,0.88893753,1.2527442,1.1198002,0.86380774,0.7544559,0.943496,0.96713585,0.79487014,1.1059675,1.117341,1.2231044,1.0478218,0.8853653,1.1472764,0.93529624,0.90784013,0.90228814,0.9780479,0.99415815,0.90051764,1.0293623
refrigerator,0.94897443,1.4105177,1.2381434,1.2762163,0.9919848,1.2269757,0.7561325,0.918279,0.5887416,0.8265989,0.96009964,1.2677107,1.2731167,1.3199112,1.013537,1.2968453,1.1915807,1.2840817,0.9721342,1.1446807,0.70579207,1.198005,0.7310047,0.6869574,0.91523707,0.6334239,1.4122895,0.40467858,1.2725422,0.9660431,1.022618,0.460514,0.7097449,1.0621289,0.93445146,0.92011046,1.0167301,1.0307776,1.006231,1.341737,1.0641423,1.0671935,0.9946783,1.10156,0.9129735,1.3417811,0.89800656,0.797814,1.0745187,0.6869474,1.050353,0.9748495,1.029156,1.3403714,1.1221553,0.34122205,0.74650407,0.9598115,1.2415314,0.9088698,1.1399491,1.0251576,1.3654385,1.3177516,0.95908904,0.8783107,0.0,0.9752611,0.9136201,1.2263976,0.9691485,1.2907245,1.3935933,0.6085416,1.1296238,1.4673631,1.242713,1.0175508,1.3050331,0.77213115,0.53765064,1.3132384,1.3663901,1.23088,1.1514032,1.1375456,0.7709516,0.90532327,1.2521772,0.67169034
rooster,1.1498604,1.1086539,1.2180517,1.0907239,0.95426524,1.2282887,0.89884686,1.2575856,0.9029379,0.8535422,1.2111961,1.0511963,1.1866653,1.0987236,1.1303954,1.1054641,1.1430079,1.11829,0.7674383,0.82991135,1.0068251,1.0685475,1.084875,1.0320117,0.85234183,1.0256563,1.0921557,0.9024842,1.1544935,0.80215245,0.8329134,1.096241,1.0112327,0.81062365,1.0349873,0.8305337,0.9570002,1.034571,1.1431966,1.0056126,0.82207036,0.7955285,0.9520909,1.0112004,0.7437519,1.1828893,0.9796762,0.81298125,0.98351717,0.9164703,1.0567876,1.0306073,1.0328118,1.1808479,0.9241866,0.9469756,0.85203695,1.0833822,1.0132849,0.83151025,1.103735,1.0768051,1.0762239,1.0674235,1.0213063,1.2043833,0.9752611,0.0,0.8384075,1.1491065,0.96628016,0.96107036,1.0616195,1.0564141,1.0498085,1.0525178,1.165356,1.118518,0.94453114,0.913304,0.998817,1.1180594,0.93160826,1.0988421,0.98192775,1.195037,0.9502632,1.0642128,1.0495744,1.0356107
scarf,1.0163721,1.2622981,1.2935369,1.1493044,0.70202166,1.2888399,0.958198,0.97707695,0.9051054,0.62027633,1.0154594,1.2397051,1.2801895,1.2482092,1.1584235,1.2575625,1.3132117,1.2488528,0.86529464,1.0341,0.9943355,1.2890635,0.9397245,0.95745397,0.9437784,0.8522569,1.0823479,0.83017254,1.1659153,0.95070696,1.1003213,1.0506955,1.0973085,0.87171656,0.97035426,0.9892476,0.8631491,1.2151638,0.9984609,0.9892099,0.8294361,1.0782621,1.1598428,1.1107092,0.9087782,1.0982364,0.79217285,0.6900022,1.1257728,0.8354877,1.2184896,0.8864993,1.0039439,1.2208838,0.7043524,0.77364194,0.43617368,1.1979113,1.0518378,0.7949256,1.1007221,1.2041173,1.2918499,1.0255128,0.95834637,1.2454108,0.9136201,0.8384075,0.0,1.0743,0.851929,1.0040772,0.9935886,1.2090049,1.0086572,1.072959,1.2739136,1.0531533,0.9366084,0.75490505,0.9777835,1.1622818,0.9731053,0.98454475,0.7715978,1.1879045,1.0450457,1.1447617,1.0135792,1.0471513
scissors,1.085571,0.8887013,0.9299983,0.95540935,1.1626813,0.6883519,1.0113541,1.0999464,1.2027082,1.2631276,1.0813185,0.73644125,0.87296325,0.8495812,0.84070754,0.8594468,0.8015075,0.8791391,1.0498556,1.015817,1.075518,0.92130756,0.9747749,1.1970639,1.1375264,1.2865796,0.59543645,1.2655176,0.86105025,1.239406,1.0726062,1.0694721,0.9710473,1.0833465,1.2206951,1.03135,1.0876033,0.90117455,1.0477092,0.83296186,1.0593665,0.96234375,1.0390538,1.0724964,1.2241762,0.8866589,1.2585804,1.2229493,0.8702837,1.1639717,0.9100935,1.1120176,1.116885,0.85144097,0.9267577,1.1473397,1.2575967,0.9907386,0.59543025,1.2007644,0.9189223,0.9451929,0.779549,0.83304334,0.9519722,0.88893753,1.2263976,1.1491065,1.0743,0.0,1.2032605,0.91438484,0.88599277,1.0569384,0.7208688,0.71489996,0.9173168,1.1038878,0.80311525,1.2353578,1.267277,0.8471069,0.99529874,0.30836856,0.84238166,0.9052004,1.05834,1.1287353,0.71151567,1.233001
