,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
muffin,0.91752577,1.2279896,0.93323565,0.9913459,0.806169,0.75833344,0.88850874,0.8300437,1.0144185,1.064354,1.1608753,1.1024556,0.915406,1.0432183,0.9970789,1.0532221,1.0719975,1.101641,0.89485914,0.918389,0.7235017,1.2458,1.0557593,1.062804,0.978645,1.0487282,1.0723797,0.8599266,1.1732869,0.8907219,0.8636451,1.0620561,1.0424894,0.8107586,0.785891,0.74559414,1.1436834,0.67959964,1.2026762,0.99487954,1.0555662,1.0512177,0.8379092,0.95362985,1.0335628,1.0699888,1.0320494,1.1091096,1.0063258,1.0390112,0.92657983,0.93056786,1.24216,0.8302905,1.0034568,1.1671941,1.0594666,0.9564094,1.0365415,0.77026343,1.1496272,1.1386807,0.8378895,0.86921114,0.9407204,0.91435254,1.0266887,1.0788453,1.02639,0.9997188,1.1069665,0.8150866,1.1129894,1.1455953,1.115722,0.9553314,1.0613474,0.89938486,0.84967434,1.0306164,0.9176427,1.1275855,1.1479565,1.0854688,0.0,1.0387217,1.1736066,1.12769,1.0744536,0.77274466,1.079015,0.8350058,1.0058763,1.1108942,0.96197194,1.2535883,1.2596987,1.0003815,1.2427142,0.80934685,0.926581,0.8162037,0.9847371,0.991826,0.79618186,1.0481542,0.9886249,1.0363818,1.0109234,0.8498826,1.0661995,1.0661069,0.9694246,1.1098521,1.0791456,1.1954277,1.016478,1.0527664,1.0433967,1.1637653,0.996577,0.9534376,1.0715089,0.8806666,0.9951931,0.65450984,1.2069036,1.0936203,1.1590098,0.9383296,0.90511715,0.92293435,1.1429319,0.9795248,1.1782938,1.151154,0.9202628,0.75258845,0.9398829,1.2630152,1.1684066,1.0843773,1.0179915
nail,1.3789852,0.6180092,0.2307055,1.3671689,0.6808898,0.8372655,1.0827724,1.2623951,1.2439214,1.4814458,0.44175053,1.4829924,1.4378786,0.4421947,1.4886762,1.1739289,1.0933528,0.29664272,0.7252656,1.4727836,0.7495979,0.87258494,0.73310816,1.0782503,0.9422524,0.98479414,0.7624072,1.1469997,1.3092281,1.052702,0.57912153,1.2615511,1.41757,0.93015224,1.2324971,0.5407587,1.4408967,1.2411298,0.21273744,1.5119934,0.42643225,1.2156734,1.3092368,1.336689,1.2313986,1.1580524,1.3773679,0.75036377,0.25195706,1.2832253,0.45824993,1.0755501,0.7197747,1.1021639,1.0331966,0.6430579,0.8204767,0.95138764,1.2213608,1.4028276,0.2054019,1.111354,0.9844277,0.83278716,1.1481547,1.2038455,1.2463403,0.39044887,1.2293911,1.319755,1.4218757,1.1382606,1.3727396,0.6325737,1.3734291,0.64790773,1.2267622,1.161589,0.82586753,0.91665393,1.4986811,0.92068064,0.9476238,0.7854059,1.0387217,0.0,0.53808963,0.56073487,0.3990637,0.38640904,1.262436,1.0443043,1.4538159,1.3825649,1.3553494,0.3564033,0.3837452,0.94893813,0.82894254,1.2934449,1.239081,0.8796747,1.2152951,0.35410047,0.718633,1.20766,1.0347197,0.27603674,1.3816526,1.0716541,1.4591732,1.2607801,1.3973173,1.0125135,1.2155622,0.5589825,1.3139341,1.118086,1.281967,0.19014692,1.0567495,0.4810732,1.1168671,0.9174146,0.84357476,1.1628102,1.2643896,0.52651554,1.2951599,1.386097,1.4952288,0.61598253,0.45884788,0.33562565,0.69662195,0.51884514,1.1080819,1.3739963,1.1820208,1.1117611,0.18593079,1.1469306,1.284464
napkin,1.1856587,0.9003779,0.6406059,1.502593,0.99344003,1.0288442,0.9138001,0.955476,1.177693,1.562953,0.41001713,1.3095276,1.4238722,0.52446705,1.3638546,1.3722863,1.0555096,0.24053156,0.6807881,1.3599466,0.69622356,0.5067977,0.43952918,0.8600213,0.46594644,1.0014726,0.8458155,1.1964362,0.9131828,0.834615,0.6192429,1.1282775,1.3727305,1.0812385,1.148104,0.84989226,1.2637348,1.1187016,0.3565429,1.5664394,0.36138356,1.2513431,1.3340756,1.3116953,1.0122511,0.99212754,1.2079258,0.92842215,0.5474986,1.2870226,0.8059815,1.4091399,0.9044863,1.1938686,0.9079556,0.60693175,0.7026551,0.8953345,1.2859032,1.4866736,0.61525977,0.9575285,1.0428952,1.1383495,1.3883433,1.2172107,1.3708396,0.50168025,1.2318316,1.2985597,1.4171858,0.96296525,1.3912791,0.4254701,1.3053805,0.54148203,1.0589495,1.1328701,1.1059712,0.72639465,1.5179251,0.5383494,0.85295707,1.1196303,1.1736066,0.53808963,0.0,0.29877377,0.88051426,0.710249,0.7106108,1.001317,1.500786,1.2240682,1.2836823,0.4242295,0.4599564,1.0522015,0.50003237,1.2712684,1.0217758,0.87717223,1.2599959,0.6315473,0.79522204,0.74889016,0.83757234,0.72815734,1.155634,0.7690989,1.1344703,1.0046444,1.4489816,0.8174458,0.9822064,0.24253416,1.3621426,0.8623123,1.4942992,0.38398695,1.1701323,0.39014786,0.8895278,0.72780603,0.68137825,1.0777637,1.1717606,0.6534772,1.2388569,1.4454421,1.6270864,0.72650415,0.6094947,0.54668546,0.59023637,0.021813631,1.1575452,1.4320242,1.2738097,0.68868965,0.3679757,1.1338247,1.3815486
necklace,1.1287367,0.6191315,0.6750636,1.4205981,0.9748434,1.0158437,0.92095506,1.0794238,1.1929095,1.6189367,0.4448045,1.3950913,1.2272938,0.6315264,1.4205401,1.3718939,1.1618252,0.49584353,0.81503856,1.4026146,0.788998,0.65766495,0.6580515,0.803465,0.5615652,1.113699,0.7445585,1.1176583,1.0654548,0.92796856,0.71473545,1.2562779,1.440372,1.0390971,1.1192901,0.86492205,1.4007295,1.1568385,0.47355747,1.6078908,0.58866525,1.1566026,1.2896916,1.2630967,1.1319551,1.0213677,1.1476786,0.6745133,0.49065816,1.1940514,0.75072074,1.3022776,0.66311306,1.2542177,0.9482031,0.5538658,0.5809631,0.8693856,1.2258571,1.4095196,0.52206016,0.90966725,1.0264914,1.0542579,1.2571167,1.2073988,1.1525033,0.5446121,1.1381471,1.2915893,1.4144081,1.0302105,1.409364,0.4904132,1.3687922,0.6190332,0.98058486,1.118919,0.9711284,0.9526465,1.4377267,0.71952933,0.9617624,0.88165194,1.12769,0.56073487,0.29877377,0.0,0.63855743,0.82767975,0.9402042,0.9846081,1.4118934,1.2374315,1.3130264,0.5004753,0.50968695,0.91649085,0.6543101,1.3239262,1.080151,0.92128944,1.222709,0.5051685,0.7955102,0.8284836,0.99000466,0.6097671,1.3058221,0.913067,1.1025201,1.0452023,1.3772722,0.7668178,0.9541858,0.27214932,1.3810399,1.022276,1.4710788,0.32921898,1.1162428,0.5924558,0.8109326,0.7744887,0.5953744,0.97959787,1.1818048,0.6818254,1.2867866,1.4416049,1.602364,0.78302515,0.43035352,0.569451,0.6794339,0.31058466,1.2112488,1.4285556,1.2931824,0.847232,0.33395022,1.1903034,1.3249065
nose,1.2284071,0.3232168,0.52733016,1.2107918,0.6906553,0.8921782,0.98048913,1.355453,1.2519348,1.4315524,0.77317953,1.3619692,1.192401,0.7193246,1.4023788,1.219252,1.239433,0.8525878,1.0231158,1.3961748,0.7876055,1.0171864,1.0270432,1.0332139,1.0189945,1.1841815,0.7034646,1.0157046,1.3631706,1.078536,0.9035884,1.3177189,1.3378366,0.7132169,1.2579808,0.61551785,1.3717248,1.2324615,0.67788625,1.4527311,0.87839067,1.0203384,1.0907187,1.172541,1.3071373,1.0987799,1.242165,0.4103222,0.366019,1.2389917,0.39348996,0.8615303,0.46981132,1.0714877,1.2245013,0.690064,0.87990946,0.84071124,1.1976342,1.2757798,0.40897232,0.9321334,1.0593654,0.7717788,0.96821356,1.1920485,0.9494023,0.59249026,1.2362757,1.1990532,1.3112476,1.1777992,1.2348212,0.8470644,1.3119806,0.89652914,1.1419922,0.98138744,0.6287882,1.1770622,1.1753219,1.0124285,0.9647658,0.49630916,1.0744536,0.3990637,0.88051426,0.63855743,0.0,0.70811146,1.3214612,0.9472699,1.3065379,1.1790664,1.3299501,0.7239008,0.74388504,0.76120365,0.9896993,1.309999,1.261752,1.0414392,1.0793157,0.3047896,0.77517486,1.2012844,1.1472279,0.19872737,1.4117305,1.2016648,1.3441672,1.223865,1.2842836,0.83355784,1.0687236,0.67926866,1.2833273,1.2540289,1.1618435,0.45497763,1.1003859,0.82349163,0.935118,0.98815197,0.90938294,0.9993705,1.0595996,0.6797341,1.187193,1.3021232,1.4160557,0.7163992,0.3190732,0.7306527,1.0054938,0.8883202,1.112864,1.3395196,1.2251475,1.1637199,0.49848402,1.2503088,1.1546872
orange,1.2910005,0.82581294,0.15259075,1.3360261,0.44505966,0.57390845,0.67022365,1.088943,1.1793494,1.4414606,0.73882365,1.4952908,1.3760464,0.7178953,1.406448,1.1823883,0.9742268,0.49933946,0.6026894,1.248841,0.34711516,0.9778205,0.7550376,1.0457499,0.96339655,0.9831854,0.68962526,1.2884539,1.3410153,0.7505214,0.6066835,1.2380712,1.4037739,0.86357385,1.22808,0.44212985,1.4376681,1.0927871,0.4500746,1.4348989,0.49250877,1.2913487,1.312686,1.2338805,1.2722392,1.1724327,1.35147,0.9191462,0.3718022,1.4239028,0.6293809,1.1352379,0.8616033,1.0838648,1.0886117,0.8044973,0.79547334,0.8821074,1.1776421,1.2910722,0.5984649,1.0235212,1.0221822,0.6881734,1.2254562,1.0759306,1.1891629,0.561466,1.3153058,1.1853892,1.4412942,0.8617548,1.4235039,0.80169344,1.4152181,0.6488048,1.207951,1.0564862,0.7189605,0.8720941,1.3028849,1.0099554,0.916693,0.9795636,0.77274466,0.38640904,0.710249,0.82767975,0.70811146,0.0,1.2838352,1.0437684,1.4172372,1.4612089,1.2111524,0.5819031,0.58458775,0.81806195,0.9171846,1.1098778,1.280494,0.6647918,1.1982573,0.59043336,0.34446263,1.2024524,0.9451069,0.5306038,1.3719466,0.9589505,1.4938008,1.0391132,1.4287776,1.065197,1.2248557,0.7104145,1.3412101,1.0296293,1.2213974,0.55628026,1.1495003,0.44486713,1.1568028,0.8687113,0.74601924,1.0253799,1.2076471,0.46581888,1.2588695,1.3252277,1.3645241,0.37379885,0.6828177,0.57910776,0.79195356,0.7394167,0.7530508,1.0968205,1.1403848,1.0807679,0.52592707,1.1790463,1.2948124
oven,0.9774682,1.3410113,1.3157356,1.1336844,1.2566996,1.2244225,1.1618794,0.64075094,0.987569,0.8565249,1.0306673,0.64010084,0.98368514,1.1239271,0.84442914,1.0416999,0.9491098,0.8946313,0.99138504,0.7470723,1.1645448,0.7005321,0.74586415,0.9768399,0.6359693,0.9203262,1.2912823,1.0355296,0.5032574,0.9843982,0.96161544,0.5665031,0.7450366,0.99544805,0.9049901,1.3036426,0.7163885,1.039887,1.1994708,0.78879786,0.9156447,1.0809164,1.0129061,0.97113526,0.45587194,0.57472086,0.75599796,1.2457371,1.3353102,0.95395684,1.239782,1.256603,1.3616066,1.1466072,0.86434746,1.1993971,1.1388203,1.1497792,1.1497717,1.0481372,1.2601519,1.1335402,1.0842407,1.3037021,1.1450288,1.032541,1.2740754,1.1047403,1.0046167,1.0491332,0.89430076,0.84742653,0.924092,0.9704408,0.6812108,0.95435077,0.91629124,1.2017324,1.3174186,0.7636917,1.1531563,0.81140316,0.92492086,1.2556219,1.079015,1.262436,0.7106108,0.9402042,1.3214612,1.2838352,0.0,0.9800913,0.9821709,0.8061466,0.9118629,1.1858242,1.219655,1.3020313,0.9157613,0.9768899,0.71872175,1.0784365,1.0880188,1.278714,1.1699827,0.5956185,0.626734,1.2583957,0.33565724,0.84561133,0.6916919,0.9883621,1.005589,0.95116323,0.8229438,0.94319695,0.66690797,0.80843437,1.0897534,1.2310817,1.0953095,0.9528544,0.9078519,1.0216925,1.0823109,1.0449209,1.0988027,1.2410038,0.84102964,1.0072833,0.97033924,1.1500285,1.3158649,1.1973403,1.0537595,0.6613168,1.071065,0.9601206,1.0031004,0.64594865,1.1370015,0.82151324,1.1366353
owl,0.6105492,1.0711607,1.1234764,1.0381793,1.0185723,1.1398405,1.0443087,0.9640347,1.1103772,0.98033786,1.1090804,1.0056902,0.7843337,0.9303572,0.88513374,1.0695379,1.0410957,1.0810122,1.1294963,1.0087844,0.96574825,1.1564509,1.0555327,0.90159404,1.0862269,0.9925387,1.1121604,0.83066267,1.1595887,0.87616944,1.0756025,1.0559703,1.0799952,1.0592587,0.91238475,0.99497044,1.0204855,0.809254,1.1189085,0.97733355,1.1032126,1.0267102,0.71007395,0.8252853,1.0577683,1.0967549,0.9009228,1.0857311,1.1097487,1.0602258,0.88859826,0.8349277,1.1809759,0.9163977,0.8523272,1.208306,1.2488583,0.7004814,0.99167836,0.9456084,0.9556352,1.1034627,0.8597454,0.9638326,0.88794315,1.0154538,1.1484826,1.0205653,1.0381947,1.085317,1.0404814,1.108315,0.97843283,1.1524391,0.97381127,1.0838805,1.0305551,1.0395193,0.9451075,1.08484,0.9735667,1.1043183,0.8111682,1.0790235,0.8350058,1.0443043,1.001317,0.9846081,0.9472699,1.0437684,0.9800913,0.0,0.90960455,1.0302234,1.0006205,1.1520355,1.1729981,1.0758507,1.0137782,0.6550344,1.0105534,1.1109301,0.77396417,1.0478252,0.9614949,0.99674743,0.9128588,1.0434253,1.0644315,0.922547,0.9868838,1.0543003,0.9762651,0.91921055,1.0954895,1.0659875,1.0028312,1.2067281,1.1626866,1.0563291,0.7552775,1.0660641,1.1749657,1.0360571,1.2279006,0.9712868,1.1376109,0.9802563,0.9695661,1.0691168,1.0160546,0.9620032,1.1228812,1.0343732,1.2003357,0.9681325,0.9138909,1.1315744,1.0030837,1.1010121,1.0487722,1.0544494,0.9400129
pajamas,0.8302468,1.227205,1.4679558,0.42045367,1.2822317,1.2299333,1.1566344,1.061483,0.9593023,0.29949594,1.5376179,0.7150181,0.23467249,1.4546192,0.2743448,0.7385863,0.9830209,1.5523754,1.406488,0.80189365,1.4144266,1.4128994,1.4573039,1.2164987,1.4238076,1.0426095,1.2974463,0.7837024,1.0169039,1.257049,1.4646487,0.87314457,0.51200444,1.240471,0.96350247,1.3118026,0.58567107,0.8589101,1.5915861,0.39890647,1.5354605,0.7853656,0.6677537,0.48286217,0.9773926,1.1897591,0.26461053,1.2278317,1.4524598,0.49402285,1.3726386,0.72596145,1.2247624,0.91712725,0.99153,1.3362024,1.322834,1.269304,0.5956533,0.6419168,1.3995903,0.92080426,1.0103737,1.1643639,0.6627113,0.81213975,0.7232418,1.4097588,0.5608983,0.9045038,0.38270938,1.1438055,0.53225684,1.5169257,0.75339806,1.4595644,0.8488339,1.0323997,1.0417796,1.2323488,0.44354868,1.3075432,1.1815407,1.0688984,1.0058763,1.4538159,1.500786,1.4118934,1.3065379,1.4172372,0.9821709,0.90960455,0.0,0.5994538,0.6851295,1.5443864,1.5459917,1.1218957,1.1301202,0.66070956,1.0705168,1.2923225,0.89457005,1.357978,1.2920201,1.1070704,1.1802529,1.4386829,0.8445313,1.1025033,0.65085804,1.17085,0.36203396,1.1739261,0.76792645,1.5149407,0.70832866,1.2388093,0.6579452,1.5568024,0.70973897,1.5387356,0.949097,1.350874,1.3607805,1.1963621,0.81714326,1.383593,0.8777933,0.362765,0.4309069,1.4380469,1.3933766,1.4316981,1.3142543,1.4528146,0.94117606,0.72835463,0.8386307,1.2877271,1.5581007,0.9239688,0.6289532
pants,1.062171,1.0022364,1.4565551,0.47687662,1.3243856,1.2874385,1.1750079,1.163888,0.7926693,0.618267,1.2261207,0.5322659,0.6757386,1.2263132,0.6248614,0.9457814,1.2868762,1.4283947,1.4101801,0.9602328,1.3792517,1.114199,1.4216263,1.2062835,1.0148337,1.1719879,1.0212117,0.6851274,0.69000137,1.1964757,1.4265702,0.83551824,0.65116614,1.1885349,1.0085765,1.2077221,0.50540805,0.98131657,1.4763126,0.74514616,1.4870281,0.54680794,0.7765887,1.0164665,0.837778,1.1639352,0.72568893,0.98656213,1.2678609,0.5469461,1.2572218,0.8641558,1.0352006,0.97913647,1.1443441,1.128894,1.37136,1.3864172,1.0728859,0.95118487,1.3028791,0.853793,1.0198121,1.3187792,0.83879364,0.8823203,0.8431189,1.331399,0.6556473,0.9363711,0.39132822,1.2254279,0.16877222,1.4122174,0.55469024,1.3953614,0.6783039,0.8869213,1.050387,1.2870758,0.66304123,0.95937264,1.2213546,0.9998662,1.1108942,1.3825649,1.2240682,1.2374315,1.1790664,1.4612089,0.8061466,1.0302234,0.5994538,0.0,0.9589516,1.4578314,1.4688339,0.93056697,1.0738673,1.0632881,1.0277164,1.3691288,0.75047266,1.1903899,1.319119,0.9465065,1.1895441,1.292253,0.71708673,1.0792989,0.3867373,1.1797125,0.3640498,1.0333546,0.37931108,1.2519121,0.7098937,0.9950839,0.9285861,1.3559184,0.95680445,1.5232882,0.82737124,1.1616611,1.389195,0.98882174,0.82192343,1.3936743,0.7666999,0.6153331,0.71793634,1.5541174,1.1428311,1.3104262,1.367084,1.1978166,1.3918877,1.0200461,0.96718234,0.9387788,1.3487477,1.0251322,0.8074585
paper,0.85892797,1.2322747,1.3104732,0.86512434,1.1284949,0.98686004,1.0438263,0.85307103,0.8129568,0.624262,1.2486377,0.81235456,0.71649444,1.3446672,0.620368,0.8044927,0.43879128,1.2652854,1.0459236,0.54591566,1.1898147,1.1539454,1.0842686,0.96297634,1.1120765,0.97013175,1.131278,1.0426595,0.9661449,0.9368027,1.04017,0.9794337,0.6963189,0.96036315,0.86624026,1.2441847,0.79393214,0.76208025,1.286402,0.6322483,1.1845591,1.0349044,0.969303,0.84862316,0.97292554,0.8051196,0.82776225,1.2557673,1.3638318,0.9831542,1.2813528,1.0045784,1.2528503,0.8645193,0.9574608,1.3034407,1.1429513,1.0589569,0.7862611,0.8052856,1.3199576,1.0356293,1.0725632,0.90895176,1.0042387,0.9012198,0.9127567,1.296648,0.9953096,0.8441284,0.8602841,0.9351066,0.93173033,1.2073259,0.89415956,1.1918839,0.99609345,0.9726734,1.096046,0.77268195,0.72952646,1.2457952,1.1542667,1.1314492,0.96197194,1.3553494,1.2836823,1.3130264,1.3299501,1.2111524,0.9118629,1.0006205,0.6851295,0.9589516,0.0,1.21829,1.2153577,1.0974157,1.0412343,0.7147285,0.9670007,0.8722574,0.96992946,1.337239,1.2313018,0.973,0.922625,1.3964322,0.8202752,1.1554384,0.8581617,0.8700594,0.8826258,1.1293874,0.96220165,1.3879387,0.8381611,0.8459227,0.84736896,1.4037741,0.7702965,1.1855824,1.0817924,1.0930296,1.1622782,1.1156635,0.84646785,1.3133037,1.0130908,0.824631,0.5398274,1.1064814,1.3787847,1.2264826,1.1126842,1.2807394,0.86909306,0.56410044,0.9173954,1.0630772,1.4100926,0.96163124,0.786608
pen,1.2304407,0.7251325,0.49939364,1.4866527,0.8696898,0.9871787,0.84694725,1.1281787,1.1661786,1.5867181,0.38610172,1.4121392,1.5224562,0.46635133,1.5379732,1.2312795,0.87666565,0.34599525,0.62937796,1.3995222,0.6907853,0.62861985,0.6350501,0.8510488,0.8419789,0.9243152,0.73128164,1.2600985,1.1691678,0.81227684,0.6463296,1.3234558,1.3850088,1.027844,1.0878386,0.72263604,1.4760003,1.0884514,0.09979415,1.5574578,0.43213814,1.3065431,1.4208212,1.3635178,1.2311901,0.94843316,1.4322034,0.8808003,0.5076965,1.3688111,0.7078632,1.3293831,0.71586835,1.1377722,0.9646421,0.59768164,0.4103799,0.77436364,1.1616161,1.4341366,0.40591747,0.92342615,1.0244054,0.93198717,1.3684578,1.2689079,1.1578404,0.53013563,1.2864678,1.1215008,1.4932389,1.0834091,1.4264133,0.20512629,1.325768,0.6168597,1.119776,1.1179463,1.053403,0.841274,1.5114343,0.7807385,0.8528877,0.95557946,1.2535883,0.3564033,0.4242295,0.5004753,0.7239008,0.5819031,1.1858242,1.1520355,1.5443864,1.4578314,1.21829,0.0,0.059430122,0.9093909,0.68141675,1.2388122,1.1363003,0.77506036,1.2723337,0.6442896,0.81480825,1.0274012,0.97505003,0.5475894,1.3553133,0.93174607,1.3224812,0.77555865,1.5057247,0.86934716,1.2260932,0.4043393,1.4177749,0.8965081,1.3060031,0.26714295,1.1328368,0.5236567,1.0928136,0.8441991,0.47225422,1.1022406,1.0283984,0.52914226,1.2500551,1.5015516,1.5620925,0.6251822,0.58210945,0.48290437,0.39874393,0.46139264,1.0912157,1.3393849,1.2691523,0.7506832,0.2630384,1.174221,1.3086085
pencil,1.2114801,0.7343266,0.49529123,1.4431336,0.8905931,0.95462036,0.814941,1.1522624,1.1390018,1.5959665,0.35246253,1.4565464,1.5566549,0.464643,1.5618618,1.2327994,0.8882022,0.35989237,0.6285709,1.3895521,0.6916437,0.53986835,0.6610522,0.8907621,0.8503631,0.9936314,0.6744824,1.2983857,1.2029206,0.8000075,0.6224693,1.3026605,1.3940715,1.0398097,1.1264205,0.707021,1.4912813,1.0796483,0.094650626,1.5661778,0.44345737,1.3058732,1.440179,1.3553046,1.210693,0.94704455,1.4519922,0.86629677,0.505919,1.369935,0.7350799,1.3089054,0.6446515,1.137061,0.9847075,0.576577,0.34782267,0.7697718,1.1602441,1.4107221,0.45417863,0.93016666,1.0701168,0.8970959,1.362528,1.2333345,1.0785288,0.5864645,1.3067058,1.0770643,1.506911,1.0609962,1.4473176,0.25035745,1.3245903,0.60159546,1.1316614,1.1137381,1.0353737,0.83904636,1.4978455,0.7178664,0.888859,0.9402831,1.2596987,0.3837452,0.4599564,0.50968695,0.74388504,0.58458775,1.219655,1.1729981,1.5459917,1.4688339,1.2153577,0.059430122,0.0,0.8842325,0.70673305,1.2462322,1.1389489,0.76396656,1.2627631,0.6273868,0.8073137,1.1022284,1.0001976,0.5832655,1.3611889,0.9960882,1.3669386,0.7847699,1.5124755,0.90779173,1.2258742,0.43675566,1.3983753,0.8628918,1.3151643,0.2811616,1.1460081,0.50677395,1.0924009,0.766047,0.44223875,1.0707114,0.9669851,0.55284554,1.3123,1.4768888,1.5401044,0.6440489,0.5622649,0.4626041,0.34341192,0.5029996,1.0885522,1.310056,1.2700555,0.7959604,0.29545784,1.1683074,1.3044667
pickle,1.0694776,0.5276473,0.8756994,0.9484421,1.0108398,1.0842297,0.6331676,1.2260066,1.021664,1.1270281,0.85640776,1.0523142,1.0761089,0.86857843,1.1029966,1.1919236,1.067198,1.1504016,1.0266093,1.1398585,0.6047065,1.0612348,1.2157125,1.0466957,0.9626179,1.2287302,0.6245841,0.98280954,1.1838999,0.64880055,1.173137,1.2811353,1.2272992,0.95629215,1.1766887,0.712591,1.0787401,0.85630727,0.89098394,1.1236234,1.1274241,0.8548672,1.0436597,1.1645421,1.3265381,1.1838422,1.2037418,0.7294562,0.675315,1.0835369,0.86979055,1.0362037,0.6458072,1.0238283,1.2371466,0.7570646,0.9850352,0.9893538,1.086708,1.1478218,0.8579189,0.8613144,1.055014,0.8859161,1.1158029,1.0713344,0.90149635,0.99793226,1.0240529,1.024322,1.1368954,1.1695046,0.9460318,1.0841019,1.1278597,1.1191351,0.91102654,0.6400313,0.58995724,1.260004,0.9319856,1.0944645,1.004274,0.84244454,1.0003815,0.94893813,1.0522015,0.91649085,0.76120365,0.81806195,1.3020313,1.0758507,1.1218957,0.93056697,1.0974157,0.9093909,0.8842325,0.0,0.875278,1.0648118,1.2396715,0.9399711,0.86740434,0.6977575,0.76154387,1.2245733,1.1195621,0.82971233,1.313014,1.1969488,1.0726267,0.9227995,1.0741942,0.87039185,0.88103986,0.91978854,1.2544744,1.0340934,1.2058759,0.82116044,1.0558709,1.0350946,1.0378045,0.8782711,0.9939808,0.873896,0.8915459,0.86390877,1.0218198,1.1968349,1.1225319,0.8741189,0.66636515,1.0047101,1.15854,1.1086197,1.0978024,1.145699,1.2298069,1.0933592,0.8621867,1.2977637,1.0147113
pillow,1.0780553,0.88936234,0.8580827,1.1314079,1.0494596,1.0060443,0.9507424,0.9381191,0.8917147,1.101876,0.55364144,0.9769886,1.1510028,0.78819877,0.799016,1.3399856,0.91908413,0.72710866,0.7566351,1.1084158,0.7813232,0.7788718,0.7084929,0.9377473,0.59113276,1.0326724,0.70050883,1.0908676,0.8011832,0.87176263,0.8302499,1.0737104,1.3516285,0.9998627,1.1323212,0.95252806,0.79674816,0.92908907,0.663387,1.2488183,0.7311196,1.0477726,1.1503663,1.0598034,1.0936865,0.9167766,1.0980263,0.9565997,0.7477269,1.2433255,0.98735744,1.3770394,0.8275137,1.1608716,0.8522004,0.5545776,0.88994914,0.92810893,1.1629387,1.4396305,0.8325788,0.7424298,1.0522584,1.0075704,1.3731189,1.0581402,1.1075872,0.63931954,1.2222718,1.2410642,1.2869786,1.1375629,1.2166033,0.8023542,1.2407737,0.7650151,1.017283,0.8368918,0.9877108,0.94935656,1.088424,0.88274103,0.92569387,1.1284925,1.2427142,0.82894254,0.50003237,0.6543101,0.9896993,0.9171846,0.9157613,1.0137782,1.1301202,1.0738673,1.0412343,0.68141675,0.70673305,0.875278,0.0,0.9652456,1.0651729,0.8447182,1.1959741,0.8194096,0.9195229,0.8438517,0.9412004,0.9311657,1.1680554,0.8861501,1.0759873,1.0344135,1.3626804,0.8430201,0.713263,0.7028434,1.2935004,0.7233305,1.3233356,0.6116954,1.111617,0.7789186,0.8760005,0.71861064,0.83383274,1.0534308,1.0984931,0.838006,1.1542095,1.3566997,1.3933156,0.8585705,0.7183624,0.71065485,0.988127,0.58275276,1.0680945,1.263165,1.2629743,0.89326704,0.7058444,1.1093262,1.187769
