,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
finger,1.141942,0.96558166,0.63819826,1.1340405,1.0340506,0.8775928,0.80584943,0.9031402,1.3699391,1.1245029,1.1220717,1.340284,0.63060534,1.0113411,1.1361103,1.1275964,1.3311896,1.2024862,1.1702302,1.0849154,1.112159,1.2543519,1.0219702,1.1822919,0.9311311,0.95805055,1.2924423,0.63583994,1.1384783,1.1516498,1.2065679,1.2916216,1.1626582,0.9441445,1.0229694,0.6537191,1.1045825,0.9228237,0.7374143,1.3977846,1.1436101,0.88558125,1.0558975,1.047307,1.2611715,1.0976341,1.0434228,0.6163121,0.849856,1.0577781,0.90914696,0.0,1.2383643,0.6395513,1.0056119,0.41526324,0.8672996,0.66138524,1.078881,0.6479761,0.5173418,0.68067575,1.0651656,1.1598085,0.3350296,0.82202685,1.1640378,1.226322,1.221156,1.233211,0.9805246,0.7431042,1.2232772,1.0952921,0.9538159,0.93106943,1.228527,0.8409982,1.163557,0.7744901,1.002685,0.6785599,0.34517527,0.8754532,1.3789558,1.1107876,1.0231847,1.1266576,0.72290033,0.7402184,0.83310294,0.81830025,1.0218186,1.0768328,1.1111898,1.1265343,0.68912727,1.2993646,1.1103417,0.6550504,1.367835,0.88945544,1.1696975,1.123358,1.1641004,0.52530515,1.0852743,0.96853733,1.2818129,1.0657854,1.1843638,0.5599597,0.9888903,1.100628,0.70478725,1.0050355,0.7696208,1.0117995,1.0739127,0.71592236,1.068429,1.1932747,1.2654128,1.2305604,0.1975441,0.8135588,1.0827746,0.97662723,1.0519208,1.1064425,1.2353644,0.5399933,1.2835233
firetruck,0.7823436,1.0502186,1.2506571,0.8677198,0.8132541,1.1219312,1.222837,1.1120757,1.0575087,0.8055586,0.9744259,0.68175983,1.3387631,1.1804547,0.7669301,1.0028538,0.7494236,0.6960524,1.0244595,1.1828638,1.0339832,0.8180077,1.2666829,1.0869571,1.0198327,1.3143835,0.46415782,1.2354908,0.89842486,1.1640368,1.0073417,0.91151804,0.9301579,1.0181899,1.0291395,1.1388859,1.0545084,1.0046018,1.2756302,0.705737,1.1047558,1.0742825,0.98395085,1.0060601,0.8559393,0.7895802,1.0415249,1.2603787,1.1628692,0.78988355,0.9185969,1.2383643,0.0,1.2998186,1.1822348,1.3546417,1.2282596,1.1802741,0.95369893,1.1876924,1.1160563,1.0566949,0.9261947,0.8639262,1.0188419,1.2553898,0.9285248,0.96012884,0.9786238,0.9134696,0.9115387,1.2617419,0.98046625,1.2084014,1.0723604,1.1810616,0.91353035,0.876384,0.94979197,1.163362,1.3385804,1.3606586,1.2071152,1.2057443,0.89336574,0.9394699,0.9407399,0.7964854,1.2852222,1.27162,1.1371363,1.3270439,1.1004238,1.2164501,1.0985765,0.9282129,1.1200536,1.0444134,0.9889228,1.1440185,0.54920644,1.1526349,0.98585886,0.94562924,0.8421762,1.2246728,1.0272704,1.2585661,0.72207725,1.0321025,0.7009027,1.3127229,0.949232,1.2387683,1.1699456,0.94052196,1.28859,0.9827548,1.1463127,1.1828523,1.0514212,0.8352414,0.7423637,0.9143231,1.2560692,0.959107,0.92800224,1.3147148,0.953208,0.8119819,1.1237743,1.2738059,0.9492757
fish,1.3321652,1.1488433,0.49324238,1.1228285,1.4418101,0.68352437,0.5364771,0.67308134,1.1090024,1.2214223,1.0593387,1.4758688,0.42880505,0.92260295,1.4248487,0.9951345,1.3602351,1.28948,0.95032394,0.86074376,1.0178301,1.3656948,0.86832833,1.0453818,0.7357371,0.6530063,1.129359,0.40817976,1.1313059,1.1899358,1.0415424,1.2213666,1.1948094,1.039254,1.0823733,0.5859302,1.1438693,1.0123706,0.43163455,1.5032444,1.0149559,0.6857126,1.0332794,1.1056054,1.2789055,1.0535698,1.0655769,0.6575402,0.6874596,1.3304348,1.1263535,0.6395513,1.2998186,0.0,0.80162764,0.54922557,0.7553005,0.3081106,1.2160776,0.6391735,1.0226715,0.57950634,1.2030488,1.2266791,1.0912796,0.7963338,1.091185,1.1668179,1.2720325,1.2801362,1.233295,0.71053386,1.3106344,0.91407305,1.1449518,0.5861274,1.2905748,1.2652752,1.1816349,0.64165306,0.75736576,0.60003746,0.64414436,0.5891934,1.238228,1.2498689,1.2013216,1.031156,0.44688606,0.46214628,0.6045699,0.63331044,0.75909555,0.91264033,0.92180264,1.2637572,0.75042975,1.216008,0.8902703,0.67915606,1.3408036,0.83173335,1.1891608,0.97584635,1.4025714,0.7810577,1.1396708,0.7940222,1.4083978,1.0264058,1.3524786,0.4861961,0.9557568,0.7858119,1.1550024,0.8442414,0.5808176,1.1155001,0.99444187,0.52254426,1.0078623,1.4442625,1.4473399,1.1584076,0.60134023,0.90104294,1.0702039,0.72308254,0.9837859,1.1919205,1.1386569,0.52947253,1.31478
flower,1.2026253,0.925676,0.6226651,1.1069754,1.3798714,0.6984885,0.8200476,0.74408615,0.8186933,1.4073262,0.9728864,1.3712435,0.95196104,1.228576,1.3670225,1.0212063,1.3139914,1.2699511,0.95321304,0.64093435,1.0145413,1.1672075,0.62678176,0.8732826,0.7375115,0.8164712,1.1140485,0.770053,1.0862575,1.2557647,0.96327025,1.1381762,1.1121778,1.27866,1.0671223,0.78408027,1.3240887,1.0884176,0.70665073,1.3676102,0.8248809,0.9007586,0.96420723,0.99830574,1.1682329,1.1561456,1.163947,0.85424864,0.73547006,1.22731,1.1670197,1.0056119,1.1822348,0.80162764,0.0,0.79799485,0.8762071,0.69978076,1.2482249,0.6943966,1.0753385,0.7642559,1.1141821,1.1440051,1.2388779,0.6233477,1.1703613,1.1819613,1.2745744,1.217434,1.389961,0.9513222,1.2304261,0.82153517,1.1236668,0.75286543,1.0464549,1.3139932,0.91362613,0.7084323,0.64240557,0.7433641,0.8500638,0.69155526,1.0190873,1.2772328,1.3552959,1.2155691,0.8020355,0.8612216,0.70126116,1.0507452,0.8007459,0.08515465,0.94668305,1.106222,0.9513481,1.1379746,0.71236837,0.7002787,1.1511979,0.4697823,1.0071125,1.0792352,1.362248,0.88544714,1.1446003,0.7012539,1.2380457,1.1837116,1.4151235,0.67109555,1.0722822,0.65173674,1.0399386,1.0642847,0.8151562,0.91677,0.66207004,0.6645786,1.1742873,1.3571683,1.3974345,1.0609794,0.8088202,0.8637852,1.1297841,0.568256,0.81160635,1.250577,0.9536019,0.61182696,1.1439482
foot,1.3254573,0.95541996,0.49273074,0.9839547,1.3673177,0.76584744,0.6733881,0.7713763,1.2425458,1.2589154,1.052674,1.4360453,0.4114219,0.7860569,1.4087662,1.0327091,1.3928252,1.3310944,1.1509109,0.7585337,1.0444179,1.306785,0.72744155,0.9515805,0.91633695,0.47719717,1.3744838,0.44898236,1.1505442,1.0223812,1.1187828,1.2114161,1.1648344,0.98358697,1.0831263,0.5103321,0.9938172,1.0651593,0.5284244,1.4619763,0.9384868,0.831015,1.118815,1.1702936,1.2321463,1.1200126,1.1126124,0.28274202,0.72280365,1.2207128,1.097138,0.41526324,1.3546417,0.54922557,0.79799485,0.0,0.76735544,0.61285275,1.3603237,0.42630297,0.8530624,0.86041737,1.2353477,1.3640643,0.9633257,0.6223649,1.2228767,1.2600675,1.2111409,1.3430831,1.1461664,0.7942154,1.229413,0.9613133,1.1809278,0.7948863,1.2623299,1.2357529,1.175339,0.62746245,0.5824436,0.2784021,0.4068426,0.67784,1.1744947,1.3218172,1.1192653,1.3432715,0.46065742,0.50655746,0.767146,0.50513786,0.92134523,0.82785285,1.0007449,1.2940801,0.82460296,1.2022625,0.9493523,0.6558961,1.3585681,0.77561516,1.1853163,1.2810796,1.3919259,0.44769377,0.9855063,0.8137238,1.3807074,1.0668682,1.3478754,0.26004457,1.0936168,0.74006075,0.8383891,1.0427694,0.6310214,1.14837,0.99090195,0.72136927,0.99070734,1.4509388,1.4988587,1.1483878,0.21253717,0.98862857,1.3253459,0.52286595,1.1425161,1.399276,1.0699973,0.31704187,1.2953162
fork,1.246235,0.98254335,0.9022129,1.0624502,1.2900907,0.9548733,0.8236157,0.8285878,0.821297,1.0381439,1.1558446,1.4387724,0.5722231,0.919505,1.3557671,0.959834,1.3585285,1.2776554,0.7624332,0.8870534,0.751321,1.0842927,0.71580654,0.9022777,0.82336795,0.7119118,1.1970047,0.7762118,1.3350742,0.9230369,0.9049735,1.2459986,1.2231239,1.0996761,0.63422096,0.9316492,1.332294,1.1468627,0.50556195,1.3453624,0.8136631,0.76911366,1.3017462,1.0803376,1.2261779,0.8279847,1.2801065,0.8566905,0.80037266,1.3037473,1.3221247,0.8672996,1.2282596,0.7553005,0.8762071,0.76735544,0.0,0.81986976,1.1919914,0.9287994,0.93083084,0.85776734,1.3293622,1.1956639,1.0781602,0.93861645,1.2508652,0.623355,1.293589,1.136617,1.3020641,0.2655444,1.0363519,0.7815948,1.1581755,0.8148986,1.0852041,1.2279994,1.1187204,0.94257355,0.6866995,0.66261953,1.003089,0.92795515,1.0316038,1.3039644,1.3351462,1.1024711,0.5200971,0.5583126,0.79481584,0.87624454,0.8975203,0.9168955,0.60348296,1.2447844,1.0423853,1.0628258,0.89590794,0.79484653,1.2034018,0.94555104,1.2180943,0.617164,1.4236665,0.69847685,1.0908067,0.49001604,1.3760281,0.74932146,1.1003946,0.7048013,1.0542791,0.8644258,0.8953961,0.9192466,0.12021363,0.7844622,0.56432647,0.8362459,1.1983528,1.3176363,1.2930933,0.82932293,0.8630603,0.87865573,0.8021923,0.7667436,1.0124371,0.96743554,0.8281541,0.8390135,1.1906978
frog,1.092517,1.0647459,0.7319062,1.0648292,1.4072919,0.8125417,0.6469729,0.70111847,1.070821,1.2356615,1.0978098,1.3264661,0.6482873,0.9467123,1.2578354,0.924907,1.1599947,1.3242186,0.92502415,1.1105745,1.1255434,1.2121191,0.9302686,1.0828819,0.53057617,0.936635,1.0762446,0.65777224,1.090853,1.2634645,1.0049624,1.2803203,1.2540076,0.972705,1.0309191,0.63986874,1.1888328,0.8475002,0.64702666,1.3802192,1.1346347,0.587839,0.81952,0.91604227,1.3563039,1.0930607,1.0849197,0.72628427,0.75921273,1.2905992,1.060762,0.66138524,1.1802741,0.3081106,0.69978076,0.61285275,0.81986976,0.0,1.113181,0.7084569,0.8819448,0.44524062,1.1699723,1.1935302,0.97942966,0.70161736,1.1922296,1.1088134,1.2217945,1.3491402,1.187255,0.7564612,1.2711114,0.9806484,1.1101596,0.7153281,1.3182669,1.0752752,1.0613378,0.8974899,0.9303343,0.76415646,0.5762689,0.8773066,1.3324828,1.1549165,1.1820909,0.95496786,0.7187122,0.7359528,0.6664414,0.7191659,0.8383455,0.86045516,1.0041019,1.2036202,0.72902095,1.26475,0.8924799,0.615089,1.3808501,0.76369715,1.171918,0.82612514,1.3427471,0.6290846,1.12544,0.8692536,1.4367707,1.2039807,1.2834737,0.6773083,1.0036702,0.94104975,1.0697824,0.8102044,0.7091531,0.95580304,1.0455736,0.67783797,1.0200107,1.4137309,1.3252308,1.1317012,0.59683955,0.79208696,0.9377895,0.9309937,0.6775223,1.1271857,1.1776693,0.6182838,1.3502108
glass,0.6881932,1.1812472,1.417202,0.9451121,0.723269,1.3214374,1.264991,1.2295501,0.92705655,0.7566742,1.1463493,0.7998966,1.3704144,0.8188695,0.78158796,1.0545286,0.8412105,0.83293337,1.0329344,1.2942641,0.9301119,0.89400107,1.2895794,0.8894862,1.0829134,1.3693296,0.7847658,1.4588935,0.86043465,0.90830153,1.1178408,0.8961734,1.0129908,0.81480885,1.0422752,1.3275046,0.82982814,0.6275464,1.470443,0.6504591,1.0431057,1.0730127,0.83908916,1.000939,0.88282394,1.0105556,0.83113164,1.3325912,1.3022271,0.99038863,0.82150537,1.078881,0.95369893,1.2160776,1.2482249,1.3603237,1.1919914,1.113181,0.0,1.3372858,0.9371217,0.97196007,0.82355475,0.61689013,0.72428036,1.3721776,0.78352284,0.8540948,0.85376585,0.6479862,0.8490375,1.0875036,0.80980945,1.1624343,0.6402248,1.1414766,0.83288723,0.7103014,0.9580337,1.3607564,1.3802807,1.4266605,1.1561692,1.4036881,0.99694866,0.8250865,0.8516872,0.81104577,1.4565138,1.4120055,1.173975,1.2005813,1.1669531,1.2748084,1.089819,0.81359535,0.9792063,0.88643664,1.0519829,1.161098,0.81981087,1.1796229,0.91954476,0.91033304,0.7686752,1.1060493,1.0438725,1.1749712,0.79839295,0.8386942,0.8435888,1.4996407,0.9330067,1.204239,1.0573092,0.8972902,1.2057462,0.8814002,1.1448668,1.2833238,0.76962715,0.7779403,0.55874664,1.0395688,1.2889453,1.0623817,0.8135941,1.4429417,0.972274,0.65172946,0.88659775,1.3908705,0.90302974
glasses,1.4313344,1.0931216,0.31280637,1.1503273,1.309882,0.556027,0.6504824,0.7289289,1.2135715,1.3565633,1.0090591,1.3433177,0.6471499,1.1237818,1.3581167,1.0305842,1.3616511,1.2131054,1.1492696,0.6225011,0.9695363,1.2218716,0.8306151,1.0345432,0.9660069,0.7547587,1.1657542,0.50569344,1.1658506,1.3054777,1.0368371,1.2680838,1.2079654,0.992035,1.1159989,0.4230647,1.1859998,1.1480559,0.5061351,1.4329913,0.8761782,0.94699144,1.1182417,1.0716889,1.2822134,1.1852422,1.1485747,0.5109068,0.7281263,1.1938484,0.8320224,0.6479761,1.1876924,0.6391735,0.6943966,0.42630297,0.9287994,0.7084569,1.3372858,0.0,1.0691525,0.83008367,0.9597583,1.2592046,1.0778486,0.47264045,1.1507313,1.2461655,1.3122656,1.2708014,1.1884099,1.0225272,1.280155,0.9607257,1.2080065,0.8571648,1.2235773,1.3430195,1.1790892,0.3174703,0.77244914,0.54617286,0.39331138,0.4520961,1.3164966,1.247358,1.215023,1.3079395,0.48710012,0.52105033,0.82409775,0.9777467,0.89419013,0.7167833,1.0370053,1.2914525,0.8908522,1.2633308,0.9402422,0.7326392,1.3495924,0.643676,0.97929025,1.2235883,1.279909,0.7692102,1.1557977,1.0111182,1.2956319,1.2680998,1.2581496,0.25892258,1.1582782,0.80750835,1.1111381,1.1134529,0.8045793,1.1229118,0.94092214,0.7367995,1.1183321,1.3607467,1.432163,1.1130725,0.3610363,0.84587955,1.2891569,0.65059674,1.0447484,1.3547354,1.2327355,0.1977433,1.173461
glove,0.7386515,0.650282,1.1242201,1.081729,0.656174,1.212601,1.110914,1.130145,0.99417084,1.1349461,1.0742093,1.0750495,0.9762567,1.022796,0.8821279,1.0675814,0.9082337,1.1584835,1.0567317,1.2665964,1.1180271,1.0541089,1.1105396,1.093748,0.97612923,1.2241743,1.2404078,1.0975565,1.0267013,1.0230722,1.1908841,1.2413163,1.034618,1.0705808,0.92897975,1.1202068,1.010936,0.84228873,1.1196721,1.1202393,1.1197354,1.0926284,0.8355553,0.7128412,1.257499,1.058087,0.98204905,1.0328599,1.1566408,0.9136655,1.0077935,0.5173418,1.1160563,1.0226715,1.0753385,0.8530624,0.93083084,0.8819448,0.9371217,1.0691525,0.0,0.8699117,1.0876253,0.9015957,0.34593898,0.89837706,1.227542,1.1060205,0.901824,1.1016501,0.8939317,0.7634524,1.1656704,1.1081448,0.7572603,1.1434989,1.0779625,0.2681439,0.98863256,1.1787076,1.0615633,1.0550637,0.7898741,1.251935,1.1550843,0.83433026,0.92242324,1.0029274,1.1183059,1.1154982,1.1231736,0.90459174,1.0801172,1.0999608,1.138771,0.84510386,0.6591686,1.0830672,1.0636939,1.0008345,1.2006819,0.8625397,1.1580703,0.8732865,0.9294411,0.43148762,0.93488413,0.84801507,1.178468,1.0818458,1.0022255,0.94277644,1.2328161,1.2305179,0.45672452,1.1026016,0.9719375,0.87377626,1.0396191,0.9917581,1.0602994,0.9499369,1.0392725,0.9703739,0.6573159,0.7544923,0.83298945,1.1405306,0.80924654,0.98384684,1.1111482,0.9848781,1.2470366
gum,1.248537,1.0257106,0.604673,0.9827737,1.334895,0.5476277,0.48596275,0.62760234,1.0260638,1.228906,1.2369627,1.3997495,0.9264238,1.1663889,1.12467,1.0928249,1.2321372,1.2933642,0.7096177,0.8699101,0.80779105,0.94144756,0.85159105,0.8009654,0.82043016,0.993122,1.0958415,0.65217453,1.3481326,1.4548202,0.9550487,1.4325368,1.4405205,0.9816488,1.0320466,0.6818999,1.4617915,0.83670354,0.6476545,1.4452988,0.8060846,0.7103072,1.0791649,0.9777351,1.4255545,1.1506157,1.2100148,0.90702885,0.58950365,1.3878759,1.1420685,0.68067575,1.0566949,0.57950634,0.7642559,0.86041737,0.85776734,0.44524062,0.97196007,0.83008367,0.8699117,0.0,1.1838802,1.0622498,0.856413,0.8379539,1.2476948,1.1328409,1.4693733,1.108733,1.3733299,0.77211285,1.4532652,0.99631953,0.993019,0.5847336,1.0320557,1.0190244,0.99571323,0.75114137,0.98036486,0.98455906,0.6887731,0.7317593,1.3978255,1.2878501,1.4365914,0.9083487,0.7909361,0.794921,0.5130697,1.0178242,0.85716486,0.88225126,0.81332076,1.0563898,0.7875097,1.2123014,0.78118944,0.57240045,1.3605257,0.9003949,1.1946553,0.8948532,1.4142147,0.80597854,1.2689619,0.9508193,1.4449189,1.1045543,1.2297239,0.760637,1.0198998,0.79606426,0.99180496,0.7080834,0.71476763,0.7841201,0.9376809,0.51338315,1.192934,1.324096,1.2407047,0.9300028,0.6832402,0.55108726,0.8587563,0.99087524,0.4670592,0.85193014,1.2820041,0.73541135,1.395601
hair,0.9355572,1.1790664,1.1760992,1.0690575,0.7776261,1.1580942,1.2745996,1.2140019,1.1782119,1.0964086,1.0559173,0.7506146,1.355474,1.0907356,0.7521819,1.1719322,0.92311376,0.889979,1.1828032,1.225381,1.1794116,0.9605409,1.270937,1.2120023,1.1354817,1.299707,0.96458185,1.2748349,0.93411624,1.0968937,1.0539492,0.89318603,1.0111649,0.92144525,1.0516442,1.1106844,0.7875668,0.89829904,1.328291,0.772548,1.1946511,1.1486454,0.8188685,0.87157285,0.8429224,1.1499143,0.78365886,1.125524,1.1616708,0.8954858,0.14758122,1.0651656,0.9261947,1.2030488,1.1141821,1.2353477,1.3293622,1.1699723,0.82355475,0.9597583,1.0876253,1.1838802,0.0,0.8321371,0.8435203,0.8914102,0.89060634,1.115129,0.8231821,0.8961703,0.8050644,1.3046832,0.83336616,1.2088437,0.83190656,1.2150685,0.9511798,0.877418,0.94764984,1.157623,1.3522091,1.2357266,0.9502108,1.1763893,1.1224096,0.76235193,0.83127093,1.0101417,1.3273768,1.2938869,1.2080033,1.29911,1.1962612,1.0856795,1.2859702,0.8527764,0.9944367,1.0113231,1.2389853,1.1338674,0.9321413,1.0123504,0.26031566,1.095487,0.5757072,1.2227268,1.0607271,1.3319566,0.72510505,1.3039951,0.8354418,1.2467101,1.0727808,1.260938,1.1685444,1.0279986,1.3888603,1.0764719,1.189119,1.1858492,0.78562605,0.5415648,0.74713874,1.1843257,1.0601274,1.1346995,0.9997681,1.2938808,1.0777488,1.0231433,1.087267,1.195612,0.8322484
hamburger,0.64172065,1.1837674,1.2929652,0.95051277,0.6200036,1.1874119,1.3343129,1.0721372,0.896998,0.9586286,1.0173697,0.74349195,1.35809,1.043141,0.7036246,0.99034125,0.6487197,0.8114587,1.0730119,1.2848268,0.99732006,0.89163506,1.1831508,1.0664937,1.1122489,1.4188942,0.91937107,1.3442323,0.860046,1.1328927,1.0987922,1.0566019,1.0014893,0.9862317,1.0575378,1.1868646,0.92806804,0.58608633,1.3505218,0.70436114,1.1909261,1.1011577,0.7910987,0.9843168,1.0698733,1.0787317,0.9562412,1.3110514,1.1461394,0.87556106,0.8665262,1.1598085,0.8639262,1.2266791,1.1440051,1.3640643,1.1956639,1.1935302,0.61689013,1.2592046,0.9015957,1.0622498,0.8321371,0.0,0.8515067,1.2910964,0.8701358,0.9780543,0.8766106,0.92785525,0.897014,1.1376002,0.9319501,1.1590291,0.4603759,1.0399314,0.9405688,0.69479907,0.80109,1.2168567,1.2581326,1.448355,1.254073,1.239152,1.1395252,0.8474203,0.9543252,0.73406076,1.3505692,1.2967143,1.1437783,1.1935972,0.9672008,1.1816511,1.0705695,0.8728646,0.93126327,0.91842157,1.1265087,1.1746538,0.99863607,1.1398485,0.95059204,0.87729675,0.7606681,1.1377573,1.062895,1.1997447,0.8565767,1.1404023,0.82563174,1.3976595,0.9985206,1.2207781,0.9705482,0.935759,1.2564206,1.0583707,1.1027628,1.1939703,0.9626436,0.7572036,0.6428056,1.040133,1.2825758,1.0921652,0.7935302,1.3427795,1.0236052,0.74508774,1.1151278,1.3206452,0.94858116
hand,0.72685766,0.9354273,1.1538233,1.021407,0.55226046,1.2204317,1.2162197,1.1796974,1.279541,0.939858,1.0787106,0.938815,1.0921761,1.0606519,0.73308074,1.0825295,0.96032244,0.9631281,1.1678382,1.3917408,1.131167,1.030433,1.3025267,1.2722814,1.0537409,1.3898344,1.0888822,1.124163,0.91327715,1.0973585,1.2419915,1.1171588,1.0204446,0.9593462,0.9713367,1.1096244,0.96382374,0.738902,1.2144821,0.98327714,1.2788608,1.0564685,0.83494425,0.8531354,1.0753479,1.071452,0.90848076,1.0677534,1.2023591,0.83169705,0.7464094,0.3350296,1.0188419,1.0912796,1.2388779,0.9633257,1.0781602,0.97942966,0.72428036,1.0778486,0.34593898,0.856413,0.8435203,0.8515067,0.0,1.1216992,1.068929,1.0951321,0.9459083,1.0180976,0.78662914,0.8619934,1.0450854,1.2741448,0.763018,1.2257848,1.0865166,0.40769625,0.9734307,1.1877105,1.3933439,1.1864015,0.734861,1.2729185,1.2869239,0.7792258,0.8357278,0.86721015,1.2108417,1.1907241,1.1294808,1.1043032,1.1564934,1.292824,1.2142041,0.8613404,0.75589913,1.1336038,1.2377306,1.0169336,1.1071355,1.0365181,1.026518,0.94461334,0.7446107,0.74889624,1.0066524,1.1182451,0.9698632,1.0876825,0.95236224,1.1143503,1.0192837,1.429294,0.74139315,0.98291177,1.1162764,0.97686493,1.1625334,1.0753883,0.9492245,0.7747487,0.7810504,1.1666325,0.6542643,0.8018234,0.8313863,1.4115254,0.9937603,0.7740409,1.2034062,1.0686709,1.1018705
hat,1.3771086,0.89536595,0.53682065,1.2444425,1.3580923,0.6472447,0.59596145,0.85879683,1.0771117,1.4223697,1.0748309,1.335039,0.75176656,1.1244671,1.2568142,1.1727121,1.3419517,1.2357963,0.9706875,0.68693525,0.99345917,1.0998394,0.6884711,0.8970187,0.8626975,0.71695715,1.250048,0.6714747,1.2478182,1.2178963,0.9491672,1.2532895,1.1441616,1.0624789,1.0918779,0.6686765,1.2117186,1.2682605,0.68961716,1.4064658,0.7699885,1.0150889,0.99367195,0.6344766,1.2750782,1.1455905,1.1254364,0.66434455,0.6749549,1.2650747,0.8263492,0.82202685,1.2553898,0.7963338,0.6233477,0.6223649,0.93861645,0.70161736,1.3721776,0.47264045,0.89837706,0.8379539,0.8914102,1.2910964,1.1216992,0.0,1.1302933,1.2842479,1.2143339,1.2132192,1.3207303,0.9914966,1.3620188,0.89937025,1.1851978,0.8427498,1.1064606,1.1915494,1.0121534,0.61239725,0.75125027,0.65841436,0.5292978,0.6200571,1.1923075,1.052065,1.2918423,1.3219726,0.7198631,0.7626157,0.8484696,0.9319365,0.95952743,0.6054321,0.97547424,1.08079,0.8839935,1.129761,0.82334757,0.64710677,1.3197196,0.67466575,0.841303,1.1715474,1.2845613,0.7800431,1.1047864,0.8412314,1.331209,1.2264369,1.266197,0.49301314,1.2107888,0.6986612,0.9443332,1.1199529,0.81513894,0.96843636,0.9414061,0.67104447,1.1461054,1.3312182,1.4380898,0.9432203,0.57569027,0.82424283,1.2307208,0.6963243,0.679678,1.3290857,1.098941,0.5076319,1.158385
horse,0.8646104,1.1410835,1.1002927,1.1112249,0.91332245,0.98406106,1.0775771,1.1450839,1.0789263,0.88791263,0.930225,0.8062423,1.1575341,0.98457074,0.9723449,1.0517367,0.956274,0.75199854,1.2418077,1.1128855,1.1251436,1.1123679,1.0806011,1.1466767,1.1667461,1.1515602,0.7813349,1.1521429,0.7170932,0.92820364,0.956829,0.80754507,0.81951654,0.988158,1.0946686,1.0406454,0.80712396,1.0051346,1.221258,0.7884352,1.1161537,1.1096551,0.91688746,1.0967638,0.80760074,1.1342139,0.88223225,1.1717954,0.97352034,0.8034463,0.92876494,1.1640378,0.9285248,1.091185,1.1703613,1.2228767,1.2508652,1.1922296,0.78352284,1.1507313,1.227542,1.2476948,0.89060634,0.8701358,1.068929,1.1302933,0.0,0.99556386,0.8890302,0.85786533,0.80921453,1.2272081,0.80372363,1.006384,0.9058083,1.055181,0.9900459,1.0297177,0.8563873,1.0408812,1.2578307,1.1793343,1.1881078,1.0197065,1.0264051,0.9709481,0.75590515,1.0482754,1.1649272,1.1460696,1.1471587,1.1041346,1.0607542,1.1337156,1.1560034,0.9484449,1.0712714,1.0381228,1.100653,1.0622324,0.9002266,1.0761967,0.9820946,1.100932,0.8526665,1.2438816,1.0614226,1.2491571,0.7821831,1.0411716,0.8890479,1.1952384,0.82945764,1.025583,1.1992188,1.0531203,1.2144923,1.1519585,1.0954494,1.1670804,0.7395299,0.9534057,0.86100686,1.0841458,1.2066978,1.1271867,1.0496825,1.2329689,1.1734716,1.097569,1.0254588,1.1811235,0.8483517
hose,0.8587634,1.0986636,1.3203461,1.0799785,0.9256038,1.1729624,1.0557904,1.0822163,0.8585577,0.7074751,1.0144565,0.9400754,1.1083031,1.079259,1.0142466,0.87843245,0.92351,0.97582394,0.976859,1.202183,0.930478,0.89729196,1.0404446,0.9937506,0.9944112,1.1331036,0.8879453,1.195838,1.0459949,0.8955217,0.77978724,0.89803845,0.9766612,0.98885065,0.727397,1.1984123,1.0800549,1.0359622,1.0117853,0.8844446,1.0445018,1.1191794,1.1306198,1.0672119,0.8349279,0.79668915,1.0373,1.2202591,1.1360052,0.9790755,1.1595757,1.226322,0.96012884,1.1668179,1.1819613,1.2600675,0.623355,1.1088134,0.8540948,1.2461655,1.1060205,1.1328409,1.115129,0.9780543,1.0951321,1.2842479,0.99556386,0.0,0.9900346,0.8850421,0.99737,0.72024894,0.673086,0.8117674,1.013522,1.0437171,0.9829455,1.0009978,1.0351065,1.2541585,1.0912707,1.1803893,1.266364,1.2435354,0.9148998,1.0474466,1.0210015,0.946065,1.0873322,1.0946132,1.1026082,1.1165687,1.1755722,1.1181285,0.9913891,1.0544344,1.1591427,0.78298414,1.0979905,1.0618985,0.89936703,1.2929909,1.0885128,0.49492913,1.0344176,1.1155477,1.0257035,0.8728625,0.9213132,0.8280786,0.714092,1.2853823,0.91791856,1.119162,0.97371644,1.0660403,0.75039244,0.62685317,0.7462863,1.1530756,1.0493606,0.97748363,0.9754774,0.7727241,1.3212148,1.021286,0.6346509,1.1690259,1.05777,0.9222855,0.73007596,1.3167548,0.8826497
