,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
shirt,0.5919204,0.9960306,1.4741776,0.9171233,0.4104588,1.4106376,1.5308274,1.3876723,1.188385,0.87793773,0.8286725,0.50065017,1.3726528,1.0357841,0.38267857,1.0125768,0.6041218,0.66105485,1.2898864,1.4386278,1.2969033,0.9919777,1.5160277,1.3682505,1.1815953,1.4777116,0.7821535,1.4739137,0.59561396,0.88368607,1.1254843,0.82494515,0.5374391,0.97372216,1.0604318,1.3301556,0.5911919,0.89051354,1.5447824,0.55348325,1.380039,1.2180827,0.7202858,0.8480475,0.7980164,1.1379906,0.620321,1.2879481,1.4342643,0.43417603,0.5926746,1.1641004,0.8421762,1.4025714,1.362248,1.3919259,1.4236665,1.3427471,0.7686752,1.279909,0.9294411,1.4142147,0.5757072,0.7606681,0.7446107,1.2845613,0.8526665,1.0344176,0.42951602,0.8938319,0.38381332,1.3440702,0.71909493,1.2543355,0.83729005,1.4043405,1.0058393,0.63887143,0.9295311,1.3756146,1.4779567,1.322462,1.2789783,1.4253988,0.99038625,0.33515334,0.40208697,0.84900576,1.4834452,1.4451374,1.4162536,1.2571533,1.1773477,1.3208253,1.40159,0.8762847,1.0736475,0.9386304,1.374563,1.3943264,0.8139726,1.1719863,0.660873,1.0267459,0.0,1.2191515,0.66486293,1.3860155,0.61388487,1.1920304,0.6810628,1.4906132,1.0301718,1.485014,1.0548928,1.1391695,1.5501336,1.1813233,1.2813139,1.4325511,0.78725314,0.20750672,0.49008775,1.208325,1.3078809,1.1625364,0.9587751,1.4320432,1.2480013,0.94201523,1.1186382,1.420442,0.7786393
shoe,0.98643017,0.73184776,0.88173664,0.97808486,1.0523835,1.0296532,0.88731635,0.9233721,1.0065513,1.2441404,1.0937059,1.299036,0.58952916,0.8182368,1.1182601,0.9254278,1.124271,1.2804334,1.0596826,1.1123519,1.1281562,1.2179308,0.9940965,1.0282934,0.81709874,0.8842503,1.2787552,0.8749956,1.1043376,1.0716401,1.0515306,1.3207254,1.1678463,0.9307314,0.83647233,0.8465946,1.1225569,0.86391765,0.79322493,1.3074646,1.091927,0.84855175,1.0485808,1.0121399,1.3507794,1.0879931,1.139783,0.59674823,0.94794047,1.0987022,1.0942463,0.52530515,1.2246728,0.7810577,0.88544714,0.44769377,0.69847685,0.6290846,1.1060493,0.7692102,0.43148762,0.80597854,1.2227268,1.1377573,0.74889624,0.7800431,1.2438816,1.1155477,1.0828246,1.3355403,0.97818184,0.65352666,1.1982083,0.9525812,1.062116,0.9849719,1.2196679,0.71139205,1.0471275,0.99689025,0.8896967,0.59508747,0.60736775,1.0790949,1.1986253,1.1037523,1.0305362,1.1424854,0.74896693,0.77211314,0.9154255,0.7956115,0.9387679,0.9704219,1.0609202,1.173051,0.82052696,1.1716791,0.95548946,0.71494037,1.3484595,0.74805677,1.2141798,0.93928784,1.2191515,0.0,0.90498686,0.7904315,1.3790548,1.1209626,1.2060828,0.5533814,1.1559339,1.0711328,0.5931692,1.0671914,0.6746602,0.924707,1.004943,0.9135962,1.0166285,1.2540578,1.3098607,0.97240937,0.42485297,0.88023293,1.005365,0.89014524,0.95765835,1.1962829,1.081646,0.64825875,1.3615458
shorts,0.8967729,0.8212246,1.3029279,0.8106775,0.89181787,1.3079021,1.2548629,1.3028917,0.9742098,1.0223463,0.87269485,0.9598298,0.8943648,0.77998614,0.87645864,1.0691855,0.9152326,1.0066441,1.082293,1.2007792,1.1285341,1.0069448,1.2052605,1.1021696,1.0261648,0.99918073,1.0041982,1.2101547,0.9001331,0.7196402,1.0504814,0.8365993,0.7086374,1.0515407,1.0121984,1.231277,0.76970917,1.0511925,1.225352,0.9291916,1.1420971,1.0490186,0.96580815,0.9739578,0.8900877,0.9659533,0.58739823,1.0475401,1.3376484,0.80681175,1.0870533,1.0852743,1.0272704,1.1396708,1.1446003,0.9855063,1.0908067,1.12544,1.0438725,1.1557977,0.93488413,1.2689619,1.0607271,1.062895,1.0066524,1.1047864,1.0614226,1.0257035,0.451555,1.045985,0.48947364,1.0412292,0.9454291,1.0016418,0.98386914,1.212941,1.0852818,0.9262196,1.1587753,1.2789078,0.9709466,0.9083379,1.1415486,1.3037496,0.69864607,0.63536704,0.39624566,1.0682454,1.1603088,1.1677111,1.2569308,0.9110514,1.0764177,1.0853386,1.1334955,1.0102857,1.0658226,0.7302826,1.1280614,1.2208894,0.83412874,1.0226045,0.9217725,1.0427055,0.66486293,0.90498686,0.0,0.96665156,0.954795,1.0154854,1.0824019,1.187151,1.093832,1.1851635,0.8518784,1.1256721,1.1618859,1.1231675,1.0281084,1.2316415,0.79564345,0.8330396,0.95261014,0.9863217,1.0785666,1.1501106,1.0671134,0.9456115,1.2544975,1.0906632,0.88087493,1.1778432,0.9767065
shovel,1.136299,0.8844548,0.91446716,1.0947652,1.2337186,1.0060247,0.84894526,0.94169855,0.85382247,1.0799549,1.1412675,1.4901923,0.69817877,0.9460212,1.4031202,1.1064312,1.4126993,1.3288249,0.81266296,0.71469194,0.77713835,1.0838587,0.66683656,0.7077116,0.7506812,0.60620505,1.2617426,0.8771267,1.3090158,0.8185999,1.0406332,1.0145799,1.0676384,1.1685362,0.9320814,1.0602248,1.205915,1.2816935,0.68128204,1.3464607,0.7059109,0.9036403,1.2215266,1.0994631,0.99253476,0.84887564,1.1729109,0.86703515,0.905043,1.3057592,1.4204378,0.96853733,1.2585661,0.7940222,0.7012539,0.8137238,0.49001604,0.8692536,1.1749712,1.0111182,0.84801507,0.9508193,1.3319566,1.1997447,1.1182451,0.8412314,1.2491571,0.8728625,1.1123002,1.0776327,1.3650538,0.4407841,1.0688881,0.8493581,1.1354316,0.8423827,0.95157605,1.1724895,1.1128219,0.99316543,0.52305555,0.6700758,1.0575104,0.94052863,0.7081766,1.3339279,1.3078411,1.1099762,0.7488588,0.804363,0.8456956,0.8633695,0.8800577,0.681301,0.68039787,1.1350795,0.9377444,0.9813127,0.64169997,0.8429719,0.95074373,0.8444627,1.1572963,0.7119189,1.3860155,0.7904315,0.96665156,0.0,1.1459231,0.67099,1.2372432,0.8081898,1.2075337,0.6745794,0.8532681,0.97013694,0.44775617,0.81799227,0.60418963,0.8164631,1.136931,1.2425555,1.3463938,0.75263536,0.9873201,0.8888741,0.8468177,0.5781038,0.9524951,0.9940131,0.5528351,0.8629997,1.2035159
shower,0.65437466,1.0660547,1.4195384,0.9824671,0.67615366,1.330015,1.4130672,1.3350558,1.1186588,0.5928961,0.9366341,0.5477132,1.4592011,1.0375018,0.77875847,0.99818414,0.7806718,0.70362604,1.2578932,1.2241902,1.1959178,0.8499217,1.3073394,1.1475,1.1990255,1.2656779,0.82727623,1.4133441,0.78544796,0.76073587,1.0395656,0.4045403,0.7824954,0.98297155,0.967612,1.3829068,0.6652491,0.9894888,1.4731414,0.5053823,1.2239702,1.2494392,0.88807523,0.99933845,0.35012436,0.8469138,0.7623988,1.2865694,1.3471065,0.7762866,0.8319657,1.2818129,0.72207725,1.4083978,1.2380457,1.3807074,1.3760281,1.4367707,0.79839295,1.2956319,1.178468,1.4449189,0.72510505,0.8565767,0.9698632,1.331209,0.7821831,0.9213132,0.7070379,0.77175677,0.778628,1.3359244,0.52242035,1.1453199,0.9629319,1.35616,0.8162726,0.8472737,0.98962796,1.3063608,1.3247845,1.3610203,1.2882961,1.3291674,0.6110889,0.7517338,0.7487156,0.91100717,1.4854857,1.4616926,1.3659738,1.2318261,1.2588623,1.1866274,1.259518,0.7681405,1.1718508,0.9060688,1.1185231,1.3697002,0.4225021,1.152576,0.7978305,1.0064839,0.61388487,1.3790548,0.954795,1.1459231,0.0,0.94783133,0.7564415,1.4792836,0.91222644,1.1967247,1.1202533,1.0617526,1.4731421,1.039504,1.1613075,1.3412349,0.8310384,0.63180876,0.6495703,1.1522231,1.3776741,1.2700701,0.9096492,1.2879392,1.2168489,0.94598883,0.742897,1.4305224,0.64259475
sink,1.1319354,1.1351881,1.1810087,0.9791088,1.0823618,1.1781366,0.98440236,1.1171914,0.8002478,0.5299969,1.1339867,1.1684544,0.7959893,0.74576974,1.1864319,1.038004,1.1721728,0.9736345,0.7213516,0.86745036,0.6248449,0.9222108,0.78429615,0.57396495,1.0383615,0.6998774,0.8917469,1.0926218,1.1666071,0.6392545,1.042674,0.8165279,0.9622977,0.90829647,0.84963804,1.2037225,0.96054494,1.0959257,0.98416305,0.9962875,0.6394919,0.9001366,1.2865396,1.2347931,0.7681438,0.5196986,1.0934209,1.0832427,1.0590068,1.1682348,1.3409853,1.0657854,1.0321025,1.0264058,1.1837116,1.0668682,0.74932146,1.2039807,0.8386942,1.2680998,1.0818458,1.1045543,1.3039951,1.1404023,1.0876825,1.2264369,1.0411716,0.8280786,1.1014102,0.7213647,1.1459231,0.7446096,0.97768736,0.9061637,1.0241557,0.8828678,0.8106029,1.1820459,1.1192714,1.1860024,0.7716949,1.049973,1.2566193,1.1252453,0.6212196,1.207027,1.1066471,0.93905264,0.915687,0.9275897,1.0009003,0.7776746,0.96527827,1.1640587,0.527079,1.1040499,1.1208106,0.8835972,0.6619959,1.114836,0.6733186,1.2701585,1.1909764,0.9752782,1.1920304,1.1209626,1.0154854,0.67099,0.94783133,0.0,1.0277154,1.1260362,0.9154915,0.8843945,0.9204156,0.90099347,0.74921876,0.90051854,0.9462769,1.02696,1.0560924,1.1030147,0.9762625,0.7194152,1.2400839,1.1281532,0.9897226,0.9187633,1.1195583,0.6692489,0.6836554,1.1912653,0.96405035
slide,0.68729526,1.113088,1.3386991,1.0290637,0.616699,1.2201296,1.3157419,1.1616977,1.1436046,0.71156645,1.0136421,0.5259336,1.3644385,1.10482,0.6590326,1.0377208,0.726727,0.5836719,1.1097152,1.2709795,1.0895828,0.7566397,1.4123658,1.1049112,1.1511676,1.3764868,0.7464172,1.2899345,0.9054227,0.90144014,0.961946,0.9749678,0.89878297,1.0493835,0.8984453,1.2077544,0.82087487,1.0228966,1.2994019,0.53392875,1.1050087,1.1687305,0.96512455,0.8852512,0.9356319,0.9764268,1.0481675,1.2919364,1.1930163,0.650351,0.81518483,1.1843638,0.7009027,1.3524786,1.4151235,1.3478754,1.1003946,1.2834737,0.8435888,1.2581496,1.0022255,1.2297239,0.8354418,0.82563174,0.95236224,1.266197,0.8890479,0.714092,0.88160086,0.8766164,0.7375493,1.1380956,0.5901131,1.1632693,0.92611,1.2174904,0.9188652,0.70509917,0.98177266,1.256911,1.3706391,1.4029554,1.2481183,1.2638574,1.0829741,0.76608884,0.81889707,0.78182775,1.3261049,1.2920136,1.2578132,1.3252252,1.1996559,1.4010956,1.1889187,0.87810445,1.1950364,0.9967533,1.2798772,1.2560136,0.9029235,1.295114,0.96449715,0.7853957,0.6810628,1.2060828,1.0824019,1.2372432,0.7564415,1.0277154,0.0,1.3925554,0.9791339,1.324477,1.0274798,1.0416776,1.2517191,1.0235198,1.1236178,1.3042467,1.0277122,0.5845021,0.5611144,0.9610193,1.2640133,0.99796695,0.78726876,1.4081576,0.8782346,0.85257256,1.0359929,1.3746128,0.7930093
slipper,1.5399319,0.93068,0.21149457,1.153144,1.4364322,0.42706847,0.4917047,0.65269756,1.1630642,1.3743114,1.0337954,1.5340745,0.3655241,1.0638187,1.4873471,0.9402631,1.4860175,1.3488438,1.0404863,0.4439932,0.9201947,1.3238164,0.62664,0.9387128,0.935681,0.42390335,1.3085556,0.3100332,1.254556,1.2313187,1.0149184,1.3674654,1.1959578,1.0583476,1.0771344,0.42032194,1.2677183,1.2460974,0.25163364,1.6148453,0.77693844,0.90314645,1.2854764,1.156296,1.3658946,1.167879,1.2807117,0.3822782,0.5946706,1.2642555,1.1285253,0.5599597,1.3127229,0.4861961,0.67109555,0.26004457,0.7048013,0.6773083,1.4996407,0.25892258,0.94277644,0.760637,1.2467101,1.3976595,1.1143503,0.49301314,1.1952384,1.2853823,1.4447722,1.3615369,1.325565,0.7915242,1.401603,0.8568374,1.2931684,0.71802336,1.2468525,1.3521461,1.1368057,0.21624088,0.5425086,0.28118753,0.43563497,0.3654204,1.2887564,1.4033403,1.3365545,1.337527,0.21173227,0.26401895,0.68232924,0.7426189,0.7853538,0.694496,0.8922598,1.3290181,0.90925944,1.2825072,0.8802524,0.60104156,1.4663018,0.6696267,1.1807727,1.2285255,1.4906132,0.5533814,1.187151,0.8081898,1.4792836,1.1260362,1.3925554,0.0,1.125473,0.6023467,0.9610125,1.120591,0.5323838,1.0732244,0.89938676,0.5820812,1.1774157,1.4762751,1.6007345,1.0760438,0.28595936,0.776476,1.311835,0.4312824,1.0302684,1.4106705,1.1867735,0.11305064,1.2814531
snow,0.9395603,1.1428369,1.0886471,1.0272189,1.0318052,1.044799,0.9743964,1.02434,1.0634909,0.7510536,0.8674276,0.967959,1.0289288,1.1277815,0.95445484,0.88546443,0.9277385,0.8439014,1.0311133,1.0710074,1.1334839,1.0352398,0.9192395,1.103435,0.97358644,1.0917804,0.81222165,0.9957097,0.702139,1.0954356,0.9948849,0.9583137,0.86454093,1.1055598,0.8775096,1.0423524,1.1340874,1.0122004,1.0800751,1.0413405,1.1063392,1.0812924,0.9176848,1.140073,0.9352946,0.9735757,1.0239958,1.1041334,0.9925362,0.873137,1.0668341,0.9888903,0.949232,0.9557568,1.0722822,1.0936168,1.0542791,1.0036702,0.9330067,1.1582782,1.2328161,1.0198998,1.0727808,0.9985206,1.0192837,1.2107888,0.82945764,0.91791856,1.1103224,0.9135199,1.0598248,1.142008,1.0440595,0.9427773,1.0675913,1.0108273,0.88020825,1.0653224,0.9184477,1.0291901,1.0367883,1.043414,1.0885742,1.0564214,1.0727752,1.0769955,1.0429138,0.74182653,1.0736095,1.0655698,1.033802,0.99629456,0.91105026,1.078623,1.0248655,1.04641,1.0583861,1.0003986,0.9784279,0.9998809,1.0381696,1.1569059,1.0668399,0.97886926,1.0301718,1.1559339,1.093832,1.2075337,0.91222644,0.9154915,0.9791339,1.125473,0.0,0.9968563,1.0344672,1.0665158,1.0334697,1.0466281,1.0194604,1.0092981,1.1037743,1.0613574,1.0206549,1.1174325,1.0483978,1.1427102,1.0062246,1.0423249,1.2087228,0.94946706,1.1201138,1.1148055,0.8807964
soap,1.3733488,1.0039976,0.50851643,1.1187032,1.4543157,0.5188827,0.5748802,0.69959944,0.96190685,1.2236384,1.1729869,1.4258467,0.8295384,1.0015333,1.4158446,1.0936329,1.4010811,1.2928882,0.90831393,0.31622362,0.7685551,1.0508224,0.40409696,0.4845631,1.0295048,0.4365571,1.2133808,0.63100386,1.2722802,1.0971996,0.8832313,1.1216335,1.1307517,1.0804522,1.1927366,0.7356593,1.2178609,1.1955585,0.6500904,1.3811328,0.5174285,1.0073748,1.1798999,1.1270452,1.0796344,1.063894,1.0517516,0.8101423,0.55694646,1.3635722,1.2929437,1.100628,1.2387683,0.7858119,0.65173674,0.74006075,0.8644258,0.94104975,1.204239,0.80750835,1.2305179,0.79606426,1.260938,1.2207781,1.429294,0.6986612,1.025583,1.119162,1.3234655,0.9366373,1.4717923,1.0211658,1.2754786,0.7652766,1.1634303,0.6317939,0.82138705,1.4577708,0.9835397,0.5416454,0.40533507,0.62290853,0.88472056,0.48555768,0.8869956,1.4328196,1.4074124,1.2926022,0.705084,0.7579205,0.6855902,0.7733556,0.8895435,0.5875609,0.71915334,1.1404783,1.0453217,1.0144855,0.551228,0.7524287,1.1329643,0.87150335,1.0831064,1.2883321,1.485014,1.0711328,1.1851635,0.6745794,1.1967247,0.8843945,1.324477,0.6023467,0.9968563,0.0,0.93821734,1.0500785,0.69288707,0.8205335,0.834821,0.6083038,1.0908434,1.416919,1.4393412,0.92365974,0.8534219,1.0133524,1.3041866,0.39473438,0.8555826,1.2801788,0.86792976,0.6720364,1.1768308
sock,0.89723134,0.6357226,1.095046,1.0424128,0.80259526,1.1171093,1.0723984,1.1215885,1.0021878,1.1573542,1.0980105,1.1725483,0.9764965,0.9974366,0.9648286,1.0879695,1.0386603,1.2688593,1.0123911,0.9849865,1.0910275,0.9824003,0.9271226,0.7785022,1.0476136,0.92832536,1.3277264,1.0970317,1.1984358,0.9697786,1.060325,1.12938,1.0181938,1.0466639,0.8990029,1.1142467,1.1062526,1.0063788,1.0227923,1.1969385,0.8694583,1.0855336,1.1277926,0.9172173,1.116893,1.0506984,0.9051027,0.96466106,1.0487045,0.9967698,1.1897681,0.70478725,1.1699456,1.1550024,1.0399386,0.8383891,0.8953961,1.0697824,1.0573092,1.1111381,0.45672452,0.99180496,1.1685444,0.9705482,0.74139315,0.9443332,1.1992188,0.97371644,0.9209628,0.9393189,0.9379375,0.8234188,1.0946126,0.9167125,0.82832694,1.1001925,0.8213484,0.67925286,1.1502115,1.1323514,0.7748872,0.901317,0.9428661,1.1785655,0.9669926,0.9933533,0.9305932,1.1186597,1.0800499,1.0901078,1.1512948,0.8369456,1.1500205,0.9896418,1.0998896,0.7508346,0.9531165,0.9154006,0.9262007,0.9814256,1.1222986,0.972931,1.080312,0.95653987,1.0548928,0.5931692,0.8518784,0.8532681,1.1202533,0.9204156,1.0274798,0.9610125,1.0344672,0.93821734,0.0,1.156625,0.96649516,0.79959214,0.97604007,1.010555,1.1250314,1.077639,1.2141509,0.878032,0.7417697,1.0365802,0.94965374,0.8468056,0.958961,1.21132,0.8684374,1.0021802,1.1138697
soup,1.0527203,1.0878129,0.96270573,0.9162944,1.1559522,0.9817164,0.8697145,0.7363942,0.99910897,0.8455574,1.2017024,1.0905336,1.0084106,0.9734102,1.0389782,1.0265688,1.0564787,1.0570468,0.8786708,1.123846,0.42009008,0.8522233,1.0120322,0.90509063,0.92646915,1.023674,1.0263879,0.84465134,1.2007459,1.1483706,1.0244883,1.1351725,1.3177347,0.95287716,1.0462232,0.8995603,1.1314514,0.8494364,0.98376083,1.0503826,0.8983037,0.2677343,1.0242376,1.0078846,1.2002167,1.0652641,1.0943427,0.99041575,0.81411505,1.2355609,1.0311091,1.0050355,0.94052196,0.8442414,1.0642847,1.0427694,0.9192466,0.8102044,0.8972902,1.1134529,1.1026016,0.7080834,1.0279986,0.935759,0.98291177,1.1199529,1.0531203,1.0660403,1.1630731,0.9826597,1.0883224,0.92932695,1.1085114,1.1682489,0.9706989,0.7785159,0.98433626,1.0264567,1.0503778,1.1316547,1.1700836,1.1357994,1.0326838,0.9178519,1.18248,1.0967542,1.1048223,0.91256726,1.0021569,0.9803609,0.6434053,1.0247079,0.9698015,1.1835957,0.53279114,1.0038942,0.84692013,1.138543,1.0680835,1.0040686,1.0961546,1.0685738,1.1013924,0.94395214,1.1391695,1.0671914,1.1256721,0.97013694,1.0617526,0.90099347,1.0416776,1.120591,1.0665158,1.0500785,1.156625,0.0,0.88703215,1.057072,1.0823904,0.90424085,0.9933079,1.0726969,0.7956865,0.8865607,1.0755503,0.9827597,0.9421809,1.2257954,0.7701309,0.49135834,1.2125856,1.1311647,1.2411242
spoon,1.3653319,1.0068264,0.66322094,1.1374776,1.4195065,0.74046683,0.5741173,0.6941583,0.9128425,1.0826325,1.1589323,1.5928072,0.4455858,0.94700044,1.4837706,0.9558947,1.471472,1.2987574,0.755459,0.77070874,0.658687,1.198457,0.5662242,0.84976214,0.7849058,0.5864862,1.2327108,0.6096092,1.3730874,1.0287623,0.9167287,1.3258556,1.2435131,1.0199645,0.84844756,0.77121186,1.395488,1.2392044,0.408235,1.5334461,0.7484595,0.7316009,1.3414872,1.1539121,1.3042884,0.9047258,1.3053932,0.7188373,0.6039308,1.3757844,1.3687444,0.7696208,1.28859,0.5808176,0.8151562,0.6310214,0.12021363,0.7091531,1.2057462,0.8045793,0.9719375,0.71476763,1.3888603,1.2564206,1.1162764,0.81513894,1.2144923,0.75039244,1.4036933,1.2089745,1.4057922,0.3110906,1.2270833,0.7641651,1.196835,0.6297294,1.1499263,1.3358405,1.1241606,0.76266646,0.60334724,0.5705788,0.83633786,0.72625256,1.0945947,1.4346284,1.4222062,1.1725726,0.3981374,0.4483279,0.61429226,0.78896224,0.79170007,0.863091,0.5169661,1.3127,0.95762056,1.1278524,0.7992904,0.61899203,1.3040591,0.9233593,1.2725399,0.79201156,1.5501336,0.6746602,1.1618859,0.44775617,1.4731421,0.74921876,1.2517191,0.5323838,1.0334697,0.69288707,0.96649516,0.88703215,0.0,0.8480533,0.60025,0.68325603,1.231175,1.4291942,1.4498588,0.8362957,0.7342285,0.80762875,0.96370155,0.68905425,0.975255,1.0042247,0.9313845,0.6679532,1.2655083
sprinkler,0.9943749,0.86666536,1.0960687,1.2201533,1.0846733,0.9813174,0.8372476,0.98452127,0.87636137,0.91108596,1.0824324,1.1205157,1.1791698,1.2130954,1.138816,0.9892932,1.1067126,1.2148455,0.96728486,0.9839809,0.9316825,0.8551904,0.92234373,0.85445744,0.94974357,1.0234265,1.0109043,1.1046319,1.2032801,1.0857825,0.7345203,1.0327574,1.1464984,1.1039383,0.8927357,1.0322882,1.2672673,0.9743718,1.0214045,1.1107528,0.9019411,1.0651629,1.044427,0.89277774,0.9239247,0.8134718,1.0903779,1.1157179,1.0143162,1.1324911,1.1146815,1.0117995,0.9827548,1.1155001,0.91677,1.14837,0.7844622,0.95580304,0.8814002,1.1229118,0.87377626,0.7841201,1.0764719,1.0583707,0.97686493,0.96843636,1.1519585,0.62685317,1.1337085,0.9329206,1.238766,0.91577035,1.035959,0.76942956,1.0219218,1.1002282,0.8506063,0.8948566,1.0010947,1.0952977,1.0004476,1.0555309,1.0096582,1.09017,0.9626168,1.1502212,1.2523121,1.1208425,1.1101782,1.1272595,0.9969479,1.1369125,1.1883329,0.874941,0.95509267,0.9062803,1.0032717,0.90825284,0.87242323,0.8698917,0.9670111,1.0204421,1.0480044,0.80763847,1.1813233,0.924707,1.1231675,0.81799227,1.039504,0.90051854,1.0235198,1.0732244,1.0466281,0.8205335,0.79959214,1.057072,0.8480533,0.0,0.8879663,0.9189701,1.1095518,1.1264,1.1747673,0.81557345,1.0263045,0.8061249,0.8497807,1.0013055,0.72199476,0.93839836,0.8317432,1.1050912,1.0570712
stick,1.1480523,0.93835586,0.8707485,1.1763154,1.1736048,0.891165,0.8506998,0.8654755,0.7028161,1.1231297,0.9817257,1.3223238,1.0161375,1.257858,1.2775338,1.0289221,1.2694001,1.1716547,0.87609315,0.77747977,0.7815136,1.0684,0.62827325,0.8744141,0.9260361,0.9350334,1.0866029,0.8845719,1.1883451,1.0550505,0.8991157,1.1269718,1.0737693,1.2646114,0.92333084,0.92354333,1.4022977,1.19694,0.72707695,1.2350559,0.756928,1.0293162,1.1603196,1.0132225,1.1185683,1.0505068,1.1699088,1.0238671,0.82410556,1.1053438,1.2561908,1.0739127,1.1463127,0.99444187,0.66207004,0.99090195,0.56432647,1.0455736,1.1448668,0.94092214,1.0396191,0.9376809,1.189119,1.1027628,1.1625334,0.9414061,1.0954494,0.7462863,1.231168,1.0294515,1.2853193,0.696677,0.96463156,0.710119,1.1744213,0.88429403,0.9239335,1.2105312,0.9739492,0.8938962,0.7119297,0.92388606,1.0885031,0.8659334,1.015293,1.2183945,1.2959862,1.1665118,0.8186548,0.85887486,0.83341646,1.2067571,0.8116782,0.63866913,0.77196,1.1617042,1.0216,0.9919843,0.84294665,0.8414514,1.1221305,0.91147596,1.0686436,0.83139324,1.2813139,1.004943,1.0281084,0.60418963,1.1613075,0.9462769,1.1236178,0.89938676,1.0194604,0.834821,0.97604007,1.0823904,0.60025,0.8879663,0.0,0.8410078,1.2951924,1.1958835,1.277962,0.8021808,1.0131725,0.9317175,0.8726204,0.72686183,0.95216024,1.0244284,0.86571014,0.93655515,1.0656904
strawberry,1.405767,1.0625105,0.40888202,1.0831649,1.3539755,0.45946646,0.47498822,0.5633838,1.0843585,1.283746,1.2359186,1.5066125,0.8012634,1.184724,1.3780634,1.1844562,1.389913,1.3000402,0.93093246,0.6710716,0.86565655,1.1131507,0.634531,0.79492986,0.86536855,0.74836177,1.2344267,0.4885131,1.3650831,1.3178568,1.0255197,1.3357918,1.1881361,1.1627083,1.123111,0.5748757,1.4133084,1.1901253,0.59924453,1.548613,0.7140553,0.89993435,1.2050644,1.0315964,1.3266151,1.0938365,1.1786195,0.8269383,0.44193602,1.3550091,1.1847527,0.71592236,1.1828523,0.52254426,0.6645786,0.72136927,0.8362459,0.67783797,1.2833238,0.7367995,0.9917581,0.51338315,1.1858492,1.1939703,1.0753883,0.67104447,1.1670804,1.1530756,1.4034126,1.1354995,1.3830135,0.88820475,1.40905,0.92406213,1.1426432,0.576623,0.9859761,1.2256966,0.89293814,0.5735406,0.7008927,0.75088716,0.70905614,0.49704236,1.1941618,1.3161011,1.3919351,1.090684,0.703947,0.7343439,0.45434004,0.98073566,0.75101876,0.72734123,0.77829957,1.1668335,0.8130859,1.1495202,0.84302145,0.46440852,1.3116715,0.89985365,1.0748874,1.0983636,1.4325511,0.9135962,1.2316415,0.8164631,1.3412349,1.02696,1.3042467,0.5820812,1.0092981,0.6083038,1.010555,0.90424085,0.68325603,0.9189701,0.8410078,0.0,1.266541,1.3751601,1.4340792,0.94951403,0.6445681,0.71454316,1.137361,0.66719824,0.71481436,1.0367836,1.1843269,0.6599525,1.2763867
stroller,0.909606,1.1201205,1.2194285,0.9514142,0.9536787,1.197613,1.2358545,1.2822832,1.1820353,0.9858587,1.1089891,0.8030126,0.9813798,0.5732827,0.944374,1.1362171,0.94087183,0.97596097,1.1278865,1.1926655,1.2253268,1.0267751,1.2943928,1.1537044,1.0986723,0.9736113,0.97177315,1.1739943,0.85659885,0.74382675,1.1488826,0.7476512,0.90343237,0.7926742,1.0466818,1.2289374,0.45714617,0.7548156,1.1693652,0.7016549,1.2589123,1.0235384,0.84485745,1.0473092,0.7727911,1.0115837,0.5657264,0.95700264,1.2206916,1.0143049,0.80651766,1.068429,1.0514212,1.0078623,1.1742873,0.99070734,1.1983528,1.0200107,0.76962715,1.1183321,1.0602994,1.192934,0.78562605,0.9626436,0.9492245,1.1461054,0.7395299,1.0493606,0.6025772,0.9362838,0.6373884,1.0376344,0.74941504,1.2270921,0.83852637,1.1106981,1.1151415,0.953825,1.0885351,1.2204854,1.1834532,0.9878585,1.0683875,1.2293725,0.8727789,0.8977274,0.58927953,1.0157266,1.1306527,1.1113013,1.1984211,0.8189306,1.2420417,1.1679765,1.2678939,0.8888347,1.107698,0.8294977,1.1856983,1.2312474,0.80512136,1.0058812,0.9001017,1.0286239,0.78725314,1.0166285,0.79564345,1.136931,0.8310384,1.0560924,1.0277122,1.1774157,1.1037743,1.0908434,1.1250314,0.9933079,1.231175,1.1095518,1.2951924,1.266541,0.0,0.91736215,0.7450188,1.2216516,1.0919989,1.2365248,0.9525118,1.1676306,1.1694475,1.0919598,0.75884306,1.1600403,1.0108961
