,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
stroller,1.0458713,1.0789282,1.2105767,1.0166744,1.1754067,1.1381941,1.0785468,0.74706876,0.95748043,0.8818232,1.1170024,0.87799555,1.0720795,1.0487778,0.9621321,0.9358845,0.89744085,0.97531307,1.0680553,0.7998344,1.1615587,0.8109918,1.0279016,0.9947118,0.7367071,1.3210902,0.9622053,0.76795536,1.0039377,0.99303645,0.78582,1.1266093,1.1038973,1.2231876,0.8696501,1.1067736,1.2620137,0.7367736,1.0051521,1.1022656,0.9640704,0.938577,0.98151594,0.88122976,1.1883681,1.1803671,1.1678516,0.9803372,1.0945413,1.0043176,1.3473929,0.92383254,1.2469673,0.84693915,0.9151375,0.8813422,1.0417722,1.0602638,1.2541013,0.9915619,0.9141233,1.4777784,1.144614,1.1838626,1.0588424,1.018897,1.0377188,0.9097312,0.9084032,0.93262476,0.89303344,0.75798905,0.8279938,1.1764452,1.1422861,1.0718964,0.3933872,1.1313394,1.3257241,0.80388033,1.2574515,1.1516703,1.1736099,0.89743066,1.043041,0.91090506,0.9603075,1.0729517,1.0361724,1.0938642,1.2018281,1.2059643,1.0355775,1.0404387,1.1151545,0.950986,1.1053523,1.1750683,1.2645454,0.68599,0.8474558,0.90704954,0.97819996,1.2715359,1.0248344,0.61935747,0.9653089,0.7461588,0.9644457,0.98932594,1.1180745,0.71652895,1.0366191,1.2613839,0.9951878,1.2712078,0.90516514,0.8032314,0.0,0.9035249,0.89821213,1.0499539,1.316102,1.3385406,0.97807175,0.7875239,0.72029525,0.89676714,0.94184273,0.5367662,0.690348,0.7178227,1.2069967,1.0168331,0.9683913
sweater,1.2859577,1.265461,1.3276076,0.44717467,1.3365662,1.3053416,1.3894887,1.3053682,0.45288432,0.5042855,1.3576295,0.636103,0.47525883,0.7934689,0.44172835,0.70283234,1.3239427,1.4657443,1.3986251,1.078571,1.4557711,1.307689,1.1755564,1.4173937,1.3716004,0.90354633,0.81929547,0.97109747,1.4005742,0.68278754,0.77083933,1.215404,1.3639932,1.1829425,0.47918046,1.2543429,1.5103433,0.6807379,1.4838758,0.7945406,0.8590226,1.2556219,0.52498674,1.1173416,0.5914335,0.9262697,1.4157379,0.70746577,1.0958365,0.6620333,1.0847025,0.97839576,1.3903848,1.4082601,1.2053262,1.4496627,1.4085772,0.65145755,1.170637,1.0902721,0.88852966,1.14544,0.5185385,0.66629463,1.2366117,0.7496098,0.7152306,0.25789547,1.409162,0.33123875,1.3611658,1.2310537,1.2165034,1.1924456,0.9931354,0.62633836,0.86948615,1.3668263,1.2682668,1.4544322,1.0807756,0.947221,1.3184946,0.59699786,1.1753811,0.28134573,0.28048396,0.9253535,1.1048301,1.3734281,1.4285359,1.3568861,1.2670019,1.4148662,1.4863483,1.1425635,1.2371755,1.1711197,1.1900415,1.0130422,1.2658381,0.5185142,0.86199856,0.9312407,0.4819411,0.8014274,0.27590448,1.1355029,0.7075437,1.1928556,1.0800153,0.71135044,1.4424262,1.3256395,1.0869795,1.2694837,1.4961753,1.3389273,0.9035249,0.0,0.4928074,1.4206629,1.2530808,1.2773709,1.0791045,1.3449341,1.2394049,1.0528542,0.8452345,0.62388945,1.2408593,0.98351103,1.3874764,0.610868,0.6842052
table,1.2078602,1.4920267,1.4510114,0.44484305,1.3537556,1.3291032,1.3513979,1.1104046,0.43285465,0.39923167,1.5788739,0.49728268,0.73992395,0.7093232,0.53673303,0.6022147,1.0027361,1.4658797,1.1468678,0.80112684,1.3147826,1.2275742,1.0928086,1.494771,1.3638083,1.0421386,0.6972636,0.9437959,1.3969283,0.7844637,0.52320635,1.2547612,1.1594458,1.3346702,0.38475412,1.0233312,1.5583228,0.41594386,1.4252474,0.48270112,0.73722696,1.1767062,0.645171,0.9902206,0.85665995,0.99000114,1.4425893,0.9558897,1.1272331,0.6941224,1.2952338,0.8926477,1.4211482,1.3689468,1.1852318,1.3799648,1.2627282,0.65025556,1.3598418,1.3601182,0.80084777,1.085804,0.7612815,0.7673286,1.4525751,0.9308873,0.5699507,0.6166257,1.200604,0.5811229,1.3012081,1.146822,1.3176339,1.1727679,0.92311114,0.70133185,0.7576424,1.3243275,1.4180095,1.2283117,1.4286573,0.9810111,1.4188123,0.6994371,1.0754176,0.48087925,0.5971376,0.6891325,0.7813286,1.1910278,1.4836252,1.3695636,1.3553143,1.5218079,1.3906238,1.0712805,0.7053325,1.2889851,1.3605715,0.9536185,1.2710779,0.55478233,0.95292634,1.0102082,0.6849718,0.69618696,0.60790783,1.1582663,0.78916264,1.1352633,0.98289305,0.590598,1.55854,1.4402581,1.1774784,0.9836445,1.4963665,1.2975502,0.89821213,0.4928074,0.0,1.3382721,1.4677293,1.3496969,0.93351805,1.1572382,0.91123575,0.7995268,0.8582878,0.78391886,1.1682587,0.91664,1.5823052,0.69297105,0.89900815
tape,0.91280794,0.78159916,0.5412205,1.3461034,0.3682058,0.47370708,0.57493496,0.9004396,1.4164901,1.4341798,0.7116789,1.3682959,1.3346028,1.1916592,1.4360414,1.1983299,0.86081004,0.57442826,0.6012989,0.9254621,0.5699097,0.7317604,1.0499288,0.6909705,0.79004914,0.9651429,1.1915709,1.2077128,0.51212615,1.2942353,1.175315,1.0364906,0.6784071,0.9023454,1.3636749,0.8349288,0.60631746,1.2976253,0.48591733,1.0119543,1.1672316,0.85346246,1.3941665,1.0905123,1.3201255,1.08435,0.35233724,1.2440579,0.9448677,1.2090601,0.9397788,1.161165,0.8108045,0.7927886,0.9010887,0.757688,0.8065758,1.3644718,0.89389306,0.97978723,1.1316571,0.75998193,1.3257117,1.2906603,0.7267735,1.1938113,1.2532854,1.3552606,0.5816454,1.4343566,0.8962751,0.94121414,0.9239424,0.9624146,0.98759055,1.3382474,1.0102326,0.6066615,0.52086043,0.8192656,1.0141451,1.0793452,0.5136179,1.3688319,1.0753983,1.436621,1.4086356,1.1068038,1.0703337,0.6302611,0.67655003,0.7091595,0.7553516,0.83520335,0.57516694,1.113741,0.89087445,0.9017754,0.63098574,1.1238757,0.90755874,1.4079527,1.1152515,1.0749549,1.3929598,1.030325,1.3776554,1.0479884,1.1441742,0.97452426,1.0362597,1.1585629,0.6860962,0.689741,1.075859,0.8212507,0.69377583,0.7684752,1.0499539,1.4206629,1.3382721,0.0,0.7621195,0.8298781,1.0473443,0.952944,0.6713671,1.1211351,1.2117237,1.2018363,0.925222,1.0587987,0.7159069,1.3437505,1.2380586
toe,1.0564547,0.46032453,0.4521042,1.2414027,0.6587372,0.6420187,0.8873888,1.2492332,1.4023304,1.4741033,0.4878649,1.4272442,1.017201,1.2779121,1.2992939,1.2693279,1.1622491,0.76743007,1.043267,1.1986455,0.6892087,1.1211048,1.2379518,0.7302063,1.0521917,0.5790267,1.3540618,1.1702775,0.969266,1.2404153,1.308538,0.99821484,0.89908934,0.43430388,1.295022,0.9656904,0.4400347,1.5142915,0.8063681,1.306977,1.320085,0.7803256,1.2851876,1.2151204,0.8467268,1.0534075,0.6284153,1.2313433,0.9585718,1.1454852,0.12215966,1.2674212,0.8140113,1.0314509,0.8642048,1.0130858,1.1160756,1.0640552,0.50207824,0.51286066,1.2631309,0.5287285,0.9279488,0.6690056,0.5855892,1.0975581,1.1864233,1.1432285,1.0110692,1.1657548,0.9847441,1.1308664,1.0758914,0.8090942,1.0198995,0.91547143,1.3239553,0.7346021,0.20102632,0.99384844,0.36268318,0.9734216,0.562348,1.3137662,1.2342746,1.1485927,1.1072947,1.2115986,1.2526622,0.8237266,0.5787521,0.6687951,0.6532837,0.631808,0.75658166,1.1828903,1.2246376,0.7001582,0.3510564,1.2935166,0.98714274,1.3873017,1.0696915,0.99248326,1.1529267,1.3182515,1.141611,1.0190862,0.95512694,0.87345135,1.1287341,1.3306339,0.41420555,0.43610215,0.7911836,0.8906716,0.8312339,1.1374606,1.316102,1.2530808,1.4677293,0.7621195,0.0,0.3903581,1.0264513,1.0800235,1.1536927,1.3970195,1.2946215,1.1744971,1.2162358,1.1367344,0.335168,1.2167892,1.2284642
tooth,1.0048989,0.6992826,0.5384662,1.2889364,0.7499223,0.82970893,0.9315927,1.1838312,1.2905705,1.3169988,0.49589604,1.2789085,1.0161334,1.2029947,1.2659643,1.2440091,1.0205975,0.67303985,0.9512791,1.1314116,0.77650595,1.1145313,1.1626873,0.65113175,0.9758567,0.6233942,1.2501153,1.0892292,0.97718686,1.1601529,1.2782614,0.8526851,0.93044615,0.677125,1.2620671,1.0330703,0.31269395,1.3630414,0.73585975,1.2920563,1.2311052,0.9252116,1.1988028,1.1335809,0.9616032,1.0402879,0.66639566,1.102576,0.9296728,1.1761562,0.46950912,1.2243613,0.6776309,0.975647,0.95591193,0.96645814,1.029122,1.1902219,0.68783766,0.82812774,1.1221496,0.59717155,1.016381,0.98951447,0.8198569,0.9992825,1.1836741,1.1917593,0.9991265,1.2483988,0.9727343,1.048953,1.0124586,0.8687062,0.96853346,1.1609776,1.3084023,0.8727624,0.3659699,1.0626782,0.6431369,1.0887797,0.6431838,1.2116132,1.1598531,1.1813104,1.1754844,1.1298544,1.1490883,0.9698585,0.34081686,0.36000562,0.9111093,0.65503734,0.5278818,1.1178137,1.0876181,0.8572391,0.60163766,1.2602506,0.8833954,1.2780242,1.0402547,0.95601183,1.2397221,1.3008825,1.1523153,1.1631517,1.0677977,0.92055726,0.90198314,1.256621,0.5941861,0.40898192,0.9452254,0.9088819,0.8530953,1.078579,1.3385406,1.2773709,1.3496969,0.8298781,0.3903581,0.0,0.9884672,1.106884,1.1132737,1.2566516,1.1636517,1.2106853,1.1589633,1.0786363,0.44581723,1.0971092,1.091444
toothbrush,0.99233645,0.95105314,1.1915364,0.88358146,1.0863068,0.979283,0.9753297,0.8365708,0.85301036,0.86876976,1.228098,0.85798764,1.1190552,1.0631797,1.0721632,0.72077465,0.78959775,1.1245396,0.9105014,0.9108191,1.2953155,0.8483578,1.040188,1.0615702,1.1643087,1.0097905,1.0361956,0.9301386,1.0375712,0.9353961,0.9091626,0.78186405,1.1010206,1.0493336,1.0415906,1.0416185,0.75760174,0.81429726,1.1268882,0.88353264,1.0591757,1.0783734,1.0242205,0.9012481,1.0791126,1.1636586,1.1220073,1.158222,1.1181824,1.10085,0.9475738,1.0183856,1.2058903,1.1764514,0.83952177,0.9138882,0.9888558,0.9755637,1.174488,0.9863888,1.0698277,0.91256803,1.1058108,0.812742,1.2096837,1.1476103,0.7148068,1.1506639,1.2028334,1.0216441,0.71111894,0.8977199,0.8072851,0.7238352,0.9586003,0.7937,0.86398596,1.2576697,1.0904897,0.9515537,1.0341129,1.1017854,1.1645917,0.99469984,1.0507284,1.0764252,1.1253581,0.7520441,0.9485686,1.2508069,0.98129743,0.9347783,0.92665416,1.0155253,1.2598385,1.0428574,0.9750582,1.168405,1.1219333,0.99309987,1.1024833,1.0013885,1.0334386,1.2476636,0.9853371,0.6391391,1.1558363,0.88081515,0.9876872,0.63344234,0.8151609,0.8582698,0.9067819,1.2400168,0.7548162,0.8441326,0.71848226,0.95259845,0.97807175,1.0791045,0.93351805,1.0473443,1.0264513,0.9884672,0.0,0.95900553,0.7561688,0.7921171,1.0634722,1.0927306,1.0836087,0.80232596,1.0435798,1.1007416,1.1826113
towel,0.80322456,0.80775124,1.0868125,1.1981324,1.0573329,0.9982209,0.9697677,0.5425081,1.2209003,1.0370556,0.9169543,1.0704477,1.2129812,1.2082376,0.89965236,1.1212859,0.6781995,0.75072074,0.6779667,0.9724301,0.9402036,0.61859137,0.8585558,0.7913006,0.7253704,1.4092939,1.0745858,0.74923867,0.8772688,1.1507722,0.9530863,0.94358784,0.9377607,1.1223526,1.1729789,0.9449932,1.0118144,1.0415677,0.69957715,1.0518957,1.0386697,0.77845687,1.273201,0.77137315,1.2576758,1.2301065,0.9644739,1.0991547,1.0834097,1.2906778,1.258682,1.0770807,0.98940384,0.67113924,0.63484704,0.74151224,0.79777336,1.2096759,1.1999915,0.6669992,1.0220051,1.2748234,1.4031433,1.2629715,0.8552683,1.0780694,1.1991627,1.3200918,0.75151336,1.2529203,0.7495316,0.8203323,0.9141686,0.89772356,1.0525227,0.9651016,1.0844588,0.9677472,1.2041616,0.07380319,1.0486104,1.221713,1.0906198,1.1295075,0.8122089,1.1927528,1.2973051,0.96158445,0.9466448,0.9293299,0.9719935,1.0147461,0.9622776,0.5548074,0.90086603,0.8794466,0.769494,0.9377765,1.2070061,0.534899,0.7524812,1.2123692,0.8850561,1.2633044,1.2038983,1.1451335,1.3503801,0.5441592,1.1680329,0.89756477,0.90604967,1.2147576,0.6732003,1.0291122,0.6107651,0.9454713,0.7711064,0.7004403,0.7875239,1.3449341,1.1572382,0.952944,1.0800235,1.106884,0.95900553,0.0,0.91712135,0.6408749,1.0382344,1.218697,0.7505223,0.92312807,1.1163893,1.1816037,1.0781533
toy,0.9414424,1.0565544,0.91196275,1.0608116,0.8076305,0.8088503,0.79372716,0.64581347,1.1091299,0.97531474,1.053983,0.9414615,1.2601045,1.1213018,1.1510508,0.830943,0.53747416,0.8137204,0.8123585,0.41537285,0.9947766,0.68927276,0.9700847,0.9334408,0.80338335,1.1461668,1.0144479,0.9674801,0.9735534,1.1253504,0.9561822,1.0616257,1.0072045,1.0905263,0.96657413,0.9918031,0.8668173,0.6399274,0.8303678,1.0124569,0.99796104,0.75680995,1.2128811,0.9848016,1.306975,1.2602721,0.90600055,1.2006228,1.1666586,1.0734533,1.1669977,0.9916003,1.0208781,0.8827516,0.84518296,0.9618023,0.824087,1.1694031,1.1792943,1.1190268,0.9991216,0.9270202,1.2969122,1.1417618,1.0495775,1.2017851,0.84257865,1.2361932,0.83154887,1.1875035,0.9878829,0.87680566,1.0234704,1.1049073,0.94760317,1.0974356,0.5293966,1.025304,1.0011435,0.9171347,1.2307174,1.1463825,0.86035615,1.1879464,0.9823229,1.1775117,1.2833507,0.8558132,0.94438034,0.93240887,1.0158473,1.0056112,0.7659698,1.0240641,0.9365934,1.0230974,0.95794094,1.1099331,0.9712338,0.88943166,0.97604513,1.1578094,1.1797976,1.228195,1.1776148,0.5634829,1.260474,0.99414665,1.1434113,1.0793391,1.0449663,0.73658234,0.9455074,1.0329765,1.0091746,1.032923,0.93485224,0.8305986,0.72029525,1.2394049,0.91123575,0.6713671,1.1536927,1.1132737,0.7561688,0.91712135,0.0,0.9440991,1.09096,1.0738262,0.83061516,0.9267522,1.081817,1.173565,1.2163255
tray,1.0115838,1.1536429,1.3416839,0.95770735,1.1616932,1.0609765,1.0193279,0.5838416,0.7809749,0.71664256,1.2508574,0.668864,1.2019486,1.0102558,0.949438,0.82692397,0.6495657,1.0696592,0.5772407,0.80558646,1.0908041,0.6395459,0.93371,1.0843421,0.85599035,1.3047202,0.97120106,0.7123928,0.8915036,1.0140355,0.73096573,0.96021384,0.93455297,1.2406175,1.0475047,0.8507239,1.2318659,0.78015363,0.958854,0.7646475,0.9697519,1.0695461,1.035327,0.6247549,1.132108,1.2192004,1.2167068,1.1562078,1.0830369,1.0428098,1.347326,0.90793145,1.2643116,1.0053046,0.9774404,0.83120644,0.9697406,0.8308654,1.2764518,1.1348314,0.9991797,1.1851094,1.1761633,1.0880537,1.1443334,1.2292844,0.94614285,1.2219155,0.86001486,1.0981468,0.6357876,0.75344986,0.8863488,1.0139443,0.9835117,0.99980235,1.0353224,1.1030748,1.396154,0.67015517,1.2195922,1.1749579,1.3281428,0.68670094,0.91744125,1.1239855,1.1915095,0.8907788,0.7044626,1.0521187,1.1796601,1.1238818,1.160733,0.931913,1.1315752,0.88548684,0.41551232,1.2612977,1.371949,0.6487809,0.75149333,0.7820984,1.1410677,1.2508695,1.1225275,0.98610264,1.20378,0.83415383,0.9384952,0.819319,0.508809,1.0329816,1.1566095,1.3359958,1.0145198,0.7441599,0.8167305,0.8070134,0.89676714,1.0528542,0.7995268,1.1211351,1.3970195,1.2566516,0.7921171,0.6408749,0.9440991,0.0,0.9882549,1.1635824,0.8064805,0.8663106,1.3770292,1.001447,1.1683681
tree,0.9763219,1.2725639,1.1459407,0.9838887,1.1258805,1.1133959,1.1752815,0.99953496,0.8839994,0.88015676,1.2103753,0.90721583,0.9359183,0.99082196,0.9331189,0.9455621,1.0109285,1.1250597,1.0776031,1.0127131,1.1770096,1.0563071,0.8185166,1.138788,0.9218681,1.1305319,0.9363655,0.9174263,1.06023,0.8041339,0.9556502,1.0121901,1.1121521,1.1503115,0.8651481,1.0763439,1.2420763,0.935875,1.1310233,0.96181554,0.9494352,1.1288233,0.81203115,0.9190901,1.0357283,1.0673548,1.1398697,1.0231336,1.013639,0.87180114,1.1961529,0.706875,0.9758493,0.85458016,1.1388423,1.0993335,0.960707,0.9721137,1.1261681,1.1926656,0.7245649,1.1840799,0.8666311,1.0274763,1.1584632,1.0629672,1.0327291,0.871958,1.1056998,0.9870909,1.0991095,0.8890593,0.9104072,1.1026009,0.9854387,1.0517418,0.90105295,1.1120813,1.2588603,1.0666814,1.1889938,1.0591028,1.1389828,0.9076439,0.8193047,0.91987133,1.0069141,0.9393301,0.94673115,1.148054,1.1479094,1.1217793,1.2101007,1.20739,1.117352,0.714577,1.0068572,1.0949502,1.1683427,1.0032564,0.95156175,0.849876,0.9827976,0.9884385,0.9518477,0.9572784,0.86447406,1.0230309,1.0400313,1.148118,1.0991806,0.75824815,1.3004649,1.2280225,1.0853568,1.147683,1.1760976,0.98002356,0.94184273,0.8452345,0.8582878,1.2117237,1.2946215,1.1636517,1.0634722,1.0382344,1.09096,0.9882549,0.0,0.9489454,0.8021151,0.94348335,1.2339927,0.63264626,1.0530896
tricycle,1.2080016,1.1982762,1.195514,0.763548,1.2337625,1.2389792,1.2227743,1.168837,0.7595248,0.7864195,1.1577487,0.80242956,0.7418672,0.8868472,0.6773396,0.77222705,1.2052147,1.2696995,1.3106337,1.0030066,1.2419603,1.2306545,1.1454904,1.2132723,1.0641229,0.8659886,0.9330065,1.0230802,1.2505058,0.90737605,0.88209295,1.2293288,1.2162144,1.1803877,0.71198404,1.1975254,1.274617,0.74755996,1.2937002,0.9785628,0.96643615,1.1973995,0.80433035,1.1131378,0.96448994,0.89894885,1.228608,0.82726,0.97191155,0.77737296,1.0683286,0.8927916,1.2269132,1.234515,1.1945821,1.2264713,1.257501,0.86939234,1.0839897,1.0535069,0.88947123,1.128433,0.7543726,0.8951043,1.1678644,0.840721,0.8978186,0.6056954,1.1748278,0.58609986,1.2520273,1.1546854,1.1595833,1.2533263,1.0212443,0.92755914,0.5784061,1.2122484,1.1683834,1.3069328,1.1842934,0.9213126,1.1844593,0.82226324,1.1669621,0.6310588,0.5278737,0.995411,1.0952792,1.2097557,1.2244014,1.1785762,1.1580124,1.265055,1.258579,1.1605678,1.224271,1.1635474,1.1349043,0.9411285,1.1243185,0.79711777,0.9010811,1.0105785,0.7681088,0.8071831,0.6283516,0.97517884,0.7963127,1.1893225,1.1525447,0.6996684,1.2532424,1.125336,1.1149083,1.2357924,1.3106891,1.2569213,0.5367662,0.62388945,0.78391886,1.2018363,1.1744971,1.2106853,1.0927306,1.218697,1.0738262,1.1635824,0.9489454,0.0,1.0255516,1.0038711,1.1751004,0.90906334,0.78565025
truck,0.94116265,1.0843232,0.99816084,1.2599573,1.0286237,1.0352343,0.9124823,0.6708255,1.1842753,1.1230111,0.9567544,1.0448096,1.238761,1.0876042,1.2665021,1.1194859,0.72257316,0.74928343,0.79409266,0.93694645,0.9595781,0.73870546,0.7757489,0.89902484,0.16492766,1.3286161,1.0499347,0.8390254,0.8149737,1.0117973,1.0093389,1.0163388,0.98130304,1.1116822,1.1751654,1.0285907,1.0536166,1.0471655,0.7588829,1.1259838,1.0334765,0.95553184,1.1476897,0.84338915,1.2293229,1.2429626,0.93562734,1.1469865,1.0370487,1.0614835,1.256562,0.5572194,0.9583351,0.5497768,0.9953353,0.69097567,0.8195915,1.2298281,1.0615016,1.1002889,0.87761164,1.3384402,1.2441359,1.2734063,0.90796363,1.2060237,1.2636385,1.2216623,0.8043578,1.2835464,0.7508973,0.66538835,0.8002002,1.1041911,1.1062052,1.3082447,0.82475543,0.9450141,1.1758641,0.7159014,1.1353643,1.1602802,0.9782076,1.0349643,0.7837289,1.276295,1.3332982,0.9823954,0.9535412,0.9390083,0.99060386,1.0415708,0.99013525,0.89207363,0.8984297,0.79629123,0.89918923,0.9723645,1.1510521,0.87870044,0.6432369,1.0334237,1.1167367,1.2087388,1.2774881,0.94165003,1.2020882,0.86783123,1.1639817,1.1031741,0.957166,0.9730643,0.98076093,1.0973363,1.0876526,1.1547034,0.85214543,0.6525457,0.690348,1.2408593,1.1682587,0.925222,1.2162358,1.1589633,1.0836087,0.7505223,0.83061516,0.8064805,0.8021151,1.0255516,0.0,0.92306453,1.0595143,1.0320494,1.1667758
vacuum,1.0258667,0.96711737,1.2556939,1.0480154,1.200088,1.1241089,1.1876134,0.7741588,0.8719673,0.89694566,1.063266,0.86985666,1.0725026,1.0398986,1.0554405,1.0119793,0.9093566,0.94563705,1.0034393,0.76330906,1.1898996,0.74249136,1.0333257,0.7678485,1.018561,1.270571,1.057781,0.6594782,0.87854403,0.8409692,0.74901396,1.034741,1.1126516,1.0533183,0.88380146,1.0115232,1.1036693,0.80609655,0.95380366,0.98341787,1.0551064,0.8792398,0.799387,0.70671237,1.0511484,1.2322038,1.1914723,1.067598,1.1536404,1.0688298,1.1447259,0.997633,1.1518389,0.92568445,0.88195604,0.96832085,1.0676638,0.87432086,1.1138699,1.0051471,1.0514541,1.25495,1.1047777,1.0839832,1.0790756,1.0323356,0.9249117,1.0915283,0.85553336,1.0716563,0.8637421,0.6362158,0.6043277,0.8734122,1.0755614,0.9489928,0.9675063,1.2254257,1.2463353,0.9520903,1.0038936,1.0814646,1.2404393,0.71814394,1.0081941,1.0354979,1.1080832,0.9958171,0.94152236,1.1926991,1.1021032,1.1209214,1.1650593,0.97041225,1.1544429,0.8145104,0.94617045,1.0311484,1.299984,0.78937376,0.9251001,0.72038764,1.0952486,1.1993271,0.9972837,0.93470156,1.0912204,0.8704685,0.95502937,0.8239293,0.93111646,1.0830133,0.9857292,1.1652068,0.9215239,1.1299212,0.84852594,0.92976856,0.7178227,0.98351103,0.91664,1.0587987,1.1367344,1.0786363,0.80232596,0.92312807,0.9267522,0.8663106,0.94348335,1.0038711,0.92306453,0.0,1.1108463,0.8391585,1.0573553
watch,0.97576296,0.46734625,0.41150373,1.411249,0.6887584,0.79856384,0.71022296,1.1429194,1.4572233,1.490631,0.37438577,1.4230564,1.1364837,1.3263235,1.4933234,1.367758,1.1158633,0.58959544,0.92025816,1.2151948,0.67175424,1.0421137,1.1199262,0.5257139,0.8355738,0.7532965,1.3352127,1.1700537,0.7403399,1.2787509,1.3941481,0.9054307,0.9238101,0.5506379,1.3972862,1.0684413,0.29916316,1.4976696,0.64307046,1.3988456,1.3083502,0.91140723,1.2793007,1.1647127,0.9737655,0.9940857,0.5570452,1.1221354,0.8431592,1.186001,0.49787498,1.1833652,0.7311589,0.8751552,0.9619617,0.77966225,1.0152451,1.2444497,0.37924856,0.7638736,1.1925356,0.8360297,0.98637635,1.0961732,0.46375453,1.0965772,1.2464421,1.2536548,0.94300646,1.3135912,0.7982782,0.99425334,0.8397907,0.7987179,1.089007,1.318408,1.2333554,0.73151886,0.3118354,1.0032805,0.46730137,1.053553,0.4813459,1.3255043,1.1226255,1.3819331,1.2362005,1.2202746,1.2189902,0.8534153,0.35500646,0.46998912,0.6858735,0.60663116,0.54738235,1.0914007,1.2353333,0.7204451,0.48518872,1.2779067,0.9072053,1.4045594,1.080291,0.918841,1.2876309,1.2340438,1.2429276,1.0779785,1.187926,0.79984176,1.0398239,1.2917931,0.43634772,0.3048594,0.94572294,1.0234249,0.6054849,0.9759994,1.2069967,1.3874764,1.5823052,0.7159069,0.335168,0.44581723,1.0435798,1.1163893,1.081817,1.3770292,1.2339927,1.1751004,1.0595143,1.1108463,0.0,1.2552663,1.1643269
window,1.2155045,1.1961341,1.2670112,0.8658795,1.2598572,1.2187098,1.3067086,1.1046362,0.5120778,0.62259465,1.1157751,0.6509758,0.8414608,0.92445034,0.7833841,0.93365973,1.1325427,1.2137382,1.1188047,0.9489062,1.3327895,1.0944874,1.1103504,1.0517825,1.152735,1.0515007,0.9319608,0.5596386,1.1208302,0.47917825,0.7166653,1.1158228,1.2805883,1.1094034,0.6065979,1.2011487,1.3065655,0.67587703,1.1974742,0.9291258,0.9504168,1.0708127,0.27951294,0.91632813,0.89295554,0.9833366,1.235619,0.87215817,1.0569636,0.86444485,1.1181089,0.97665983,1.1721921,1.1228734,1.1365542,1.2815074,1.2955824,0.7731483,1.0733334,1.1703217,0.90995973,1.1804688,0.78121114,0.92554307,1.1595459,0.9138234,0.91022325,0.7315234,1.1670325,0.83386254,1.2327136,0.92409956,0.90873706,0.99876434,0.9825104,0.9024929,1.0056596,1.2931945,1.2569827,1.2482245,1.1057776,1.0529026,1.2745444,0.41933954,1.1042438,0.730589,0.7864564,0.9628936,1.0637913,1.3169448,1.2025473,1.1721585,1.2528937,1.1618876,1.2464905,0.9171842,1.0938524,1.069666,1.2567737,1.0268867,0.8762679,0.38315934,1.0190612,0.9560574,0.8350342,1.0652225,0.7846775,1.1931566,0.95513403,1.1115377,0.8719243,0.8442424,1.3278565,1.2046525,1.1056182,1.14288,1.280596,1.158335,1.0168331,0.610868,0.69297105,1.3437505,1.2167892,1.0971092,1.1007416,1.1816037,1.173565,1.001447,0.63264626,0.90906334,1.0320494,0.8391585,1.2552663,0.0,0.85839486
