,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
jar,0.90472955,0.9049754,0.8561635,1.3535492,0.732267,0.80257344,0.84705985,0.7185113,1.3790917,1.3227031,0.7938182,1.2439048,1.246092,1.0996864,1.3002875,1.3359363,0.71562636,0.64691603,0.7463528,0.81778556,0.6011832,0.6956108,0.93930197,0.7437395,0.75783163,1.201409,1.0772119,0.9802207,0.5894249,1.2005867,1.0189184,1.0346637,0.68562603,0.9654,1.3087373,0.76192486,0.89925116,1.1490903,0.6501657,1.131102,1.0493627,0.77485096,1.2703711,0.878829,1.2989746,1.0442691,0.6981189,1.1261396,0.9022606,1.2033888,1.1902438,1.1013759,0.830813,0.636528,0.9102105,0.662935,0.7158707,1.2376499,0.95277363,1.0568792,1.0935606,1.023592,1.3675961,1.4020365,0.81712127,1.0928228,1.3033549,1.3445733,0.0,1.411467,0.8205862,0.7673731,0.792286,1.0449908,0.9922484,1.3561734,1.0939983,0.64817023,0.9675596,0.69045585,1.0157307,1.0637343,0.82524437,1.1822938,0.9585612,1.3396144,1.3822703,1.1270676,1.0090421,0.64072347,0.8909742,0.9475019,0.95433044,0.8320526,0.6719242,0.8668683,0.7794479,0.93664306,0.9704026,0.9405023,0.72275007,1.2053157,1.0390444,1.1167185,1.3260818,1.2588063,1.3381776,0.986229,1.1748822,0.9615715,1.0238911,1.2749615,0.8201603,0.8565902,1.097691,0.85574543,0.743303,0.7096264,0.9084032,1.409162,1.200604,0.5816454,1.0110692,0.9991265,1.2028334,0.75151336,0.83154887,0.86001486,1.1056998,1.1748278,0.8043578,0.85553336,0.94300646,1.1670325,1.1247947
jeans,1.296521,1.0955496,1.3626225,0.35585982,1.3915265,1.3698094,1.3146167,1.3578044,0.5158695,0.46217155,1.2535145,0.59016955,0.5432111,0.7848436,0.28250748,0.58120245,1.3174822,1.550448,1.4412197,1.1035368,1.4549977,1.3916233,1.3028705,1.4583466,1.3636272,0.8383298,0.8194032,1.1263839,1.4476669,0.8055769,0.8361765,1.1806264,1.417231,1.220878,0.43314916,1.3243802,1.4314063,0.70456386,1.567588,0.8905655,0.86516905,1.2520127,0.6580134,1.176227,0.6527207,0.8478301,1.4422456,0.65319866,1.071361,0.7697449,1.0145854,0.81211203,1.3781902,1.4962214,1.1159325,1.50702,1.4806788,0.70693445,1.182179,0.9014415,0.81716144,1.0870553,0.5873195,0.5874382,1.2891641,0.72170556,0.61969733,0.38738608,1.411467,0.0,1.3604779,1.3603474,1.3741908,1.1907701,0.92472076,0.49250233,0.8134748,1.377085,1.2551112,1.411309,1.0178727,0.8099329,1.356861,0.79577744,1.2798367,0.31944132,0.16208363,0.96682644,1.0906801,1.3801011,1.37705,1.2998545,1.17079,1.2420042,1.4640388,1.2571095,1.2793422,1.2431163,1.1916916,0.97567356,1.3333769,0.7359799,0.7334839,0.9846607,0.39771008,0.701442,0.39912003,0.93635535,0.6803553,1.1906338,1.0807652,0.65121233,1.2438302,1.2763082,0.8985877,1.223183,1.5115293,1.4768076,0.93262476,0.33123875,0.5811229,1.4343566,1.1657548,1.2483988,1.0216441,1.2529203,1.1875035,1.0981468,0.9870909,0.58609986,1.2835464,1.0716563,1.3135912,0.83386254,0.66614217
knife,0.8792988,0.7751508,0.9791699,1.2121265,1.0413654,1.0329093,0.7127533,0.68097866,1.2212138,1.260262,0.7314309,1.2077767,1.305068,1.2271454,1.4515907,1.1189709,0.7292383,0.69832635,0.7037078,0.9749586,0.81268823,0.66210806,0.9912848,0.7703371,0.6564613,1.263859,1.2017331,0.80281144,0.71631277,1.102899,1.109517,0.7643152,0.84601545,0.9917594,1.4154894,0.9125214,0.66689193,1.1962994,0.693794,1.1804574,1.1848141,0.99219275,1.2272094,0.765218,1.2195106,1.1721832,0.90442526,1.1545709,1.1273884,1.2711412,1.071759,0.99576724,0.92204607,0.6052482,1.0285918,0.32293904,0.7936955,1.1194919,0.9363606,0.90841705,1.1585364,1.1401293,1.3040826,1.1485907,0.8415756,1.1905373,1.1760217,1.414241,0.8205862,1.3604779,0.0,0.58027005,0.6874491,0.88338554,0.98927754,1.2321885,1.1866704,0.9055463,1.0596025,0.63823915,0.9205021,1.1841385,0.97300416,1.0370574,0.9956377,1.4509658,1.3975395,1.0282532,0.92727363,0.843861,0.7044367,0.76251924,0.77049476,0.6434351,0.8250524,0.6952733,0.74868995,1.0114999,1.0989772,0.9414727,0.6774789,1.131578,1.1244311,1.2352765,1.3106345,1.0030264,1.391551,0.8895718,1.0816083,0.38805413,0.7395322,1.2573438,0.6875987,0.9563773,1.0310419,0.881364,0.24882483,0.5771927,0.89303344,1.3611658,1.3012081,0.8962751,0.9847441,0.9727343,0.71111894,0.7495316,0.9878829,0.6357876,1.0991095,1.2520273,0.7508973,0.8637421,0.7982782,1.2327136,1.1926395
ladder,0.9183168,0.93410426,1.0873262,1.2180121,1.0544016,1.0009383,0.9303593,0.5789491,1.1244987,1.1202114,0.85021365,1.0400714,1.283408,1.1709328,1.3437997,1.1196032,0.55311036,0.64371186,0.8238941,0.6743585,1.0018799,0.5988039,0.9249207,0.6246088,0.6776432,1.336849,1.1281682,0.613344,0.7831646,0.9600295,0.91193944,0.9475453,0.96412027,1.1065738,1.185495,0.96087325,0.88642323,0.9873891,0.69010955,1.2085795,1.1048956,0.894748,1.0012337,0.7308293,1.229993,1.2277069,0.98171645,1.189288,1.054614,1.1745747,1.1610694,1.005597,0.9851479,0.6160286,0.91882527,0.5985131,0.82023096,0.98094213,1.0571791,0.9680833,1.1152323,1.1612513,1.268168,1.2157329,0.95792955,1.2127264,1.1439805,1.3054967,0.7673731,1.3603474,0.58027005,0.0,0.676031,0.9624935,1.0906409,1.2082219,1.0491852,1.0617943,1.1640728,0.7556799,1.0427407,1.1777347,1.0917691,0.86262226,0.9466685,1.2942483,1.3788753,0.9130092,0.98764396,1.0114598,0.90196615,0.9320971,0.99479604,0.77694684,0.93445885,0.71690357,0.8829825,0.96624136,1.2284445,0.7805019,0.6607153,0.86340755,1.1981006,1.2084335,1.2611768,1.0268421,1.2941905,0.8779418,1.0072894,0.77870774,0.87380695,1.1858224,0.8207669,1.0667503,0.9817688,1.1266819,0.6466097,0.58639044,0.75798905,1.2310537,1.146822,0.94121414,1.1308664,1.048953,0.8977199,0.8203323,0.87680566,0.75344986,0.8890593,1.1546854,0.66538835,0.6362158,0.99425334,0.92409956,1.1972935
lamp,0.74796534,0.9392681,1.0273356,1.3593292,0.9179896,0.8666359,0.8908615,0.7533064,1.1387637,1.1588109,0.8773179,1.0869623,1.2983961,1.1676825,1.422956,1.2272247,0.9116503,0.75227815,0.75402415,1.0442404,1.0068172,0.70515835,0.818753,0.6786932,0.80828863,1.2568055,1.1564139,0.74524474,0.47365165,0.8695371,0.97628313,0.82593787,0.9393543,0.98096544,1.2946461,0.9964264,0.8096617,1.1124219,0.7327044,1.1305522,1.1671305,0.9509354,0.96396,0.6431658,1.1329854,1.188934,0.84200263,1.0831412,1.0068948,1.2171595,1.1599321,0.9863392,0.8766762,0.6562726,0.95547485,0.59247416,0.75223505,1.2067628,1.0298676,1.1022973,1.0682917,1.24343,1.2696505,1.2813385,0.9138041,1.1394722,1.1769392,1.2778175,0.792286,1.3741908,0.6874491,0.676031,0.0,0.7667538,1.0903144,1.324166,1.0315521,0.96485883,1.0870445,0.81054294,0.9177977,1.1832942,1.0016162,0.96657854,0.80992025,1.4173055,1.3900807,1.04191,1.0118308,1.0280302,0.7720355,0.8213522,1.0297581,0.8567172,0.9106021,0.7107636,0.96962225,1.0425283,1.1259423,0.92633426,0.85080504,1.0195111,1.0945206,1.1551721,1.2602599,1.0712961,1.3041496,0.91726947,1.2302234,0.8069272,0.8152279,1.1933517,0.927704,1.0296148,1.0573946,1.0418363,0.46949458,0.64339375,0.8279938,1.2165034,1.3176339,0.9239424,1.0758914,1.0124586,0.8072851,0.9141686,1.0234704,0.8863488,0.9104072,1.1595833,0.8002002,0.6043277,0.8397907,0.90873706,1.1143788
leg,0.96640897,0.6801376,1.0320014,1.1778109,0.9507109,0.89690584,0.87774706,0.9824692,1.0658325,1.1148188,0.87724805,1.1505244,1.1157451,1.1445845,1.2067289,1.1524787,1.1242712,0.8305723,0.86117977,1.1801062,1.016989,0.7862295,1.0460379,0.65438473,1.0588653,1.0077664,1.1252201,0.82752013,0.8636334,0.9953509,0.9714807,0.83524096,1.0057533,0.8053708,1.1252948,1.0068423,0.7818657,1.1364927,0.79256356,0.9301857,1.1249347,0.9585948,0.95909953,1.1115228,1.0175111,1.034811,0.95207673,1.0137454,1.0968492,1.2028224,0.86941826,1.0517216,0.9801134,1.0556353,0.8642869,1.0206196,1.044081,1.0173129,0.9441053,0.85667336,1.0405473,0.98042655,1.1465425,1.0509444,0.93855554,0.96637464,1.00419,1.2199179,1.0449908,1.1907701,0.88338554,0.9624935,0.7667538,0.0,1.1214066,0.97132903,1.1857765,1.0688082,0.9307676,0.8489943,0.8238973,1.1068015,1.0484781,1.0094669,1.0365196,1.2750101,1.1690823,1.0308211,1.0270076,1.0667156,0.8120128,0.8750254,0.86979556,0.7863591,1.0415859,0.9897541,0.9841242,0.80056024,1.0358853,1.0871627,0.9634952,1.0768998,1.0028269,0.96352684,1.0239887,1.156078,1.2061646,0.9882095,1.1767482,0.6760769,0.8499873,1.107855,0.8155885,0.8989225,0.7861141,0.8723941,0.70990425,1.0007651,1.1764452,1.1924456,1.1727679,0.9624146,0.8090942,0.8687062,0.7238352,0.89772356,1.1049073,1.0139443,1.1026009,1.2533263,1.1041911,0.8734122,0.7987179,0.99876434,1.0565388
melon,0.99205494,1.1323605,1.0281378,1.0226016,0.9112993,0.9544852,0.95973307,1.0247071,0.9235254,0.8494297,0.9812616,0.79871595,1.0110449,0.9987529,0.9192647,0.8088133,0.876381,1.0510577,0.92054784,0.85603833,1.0783322,0.9508014,1.105276,1.0559092,1.1371973,0.88652116,0.98631203,1.0333349,1.0253346,1.0327668,1.0491103,0.9816552,1.0639776,1.048561,1.0160974,1.0572466,0.9175366,0.9357788,1.054555,0.90492946,0.9715902,1.1441675,0.9824298,1.0066755,1.0611378,0.9630443,0.93548006,0.9973176,1.055378,0.9801774,0.9994114,1.0145086,0.85543704,0.9703798,1.1147168,1.0661553,0.90021443,0.940751,1.0616002,1.0991843,0.8979995,0.7540842,0.9334168,1.0051422,0.99095607,0.94088435,1.0228587,1.0226005,0.9922484,0.92472076,0.98927754,1.0906409,1.0903144,1.1214066,0.0,0.97667265,1.0919737,1.0336705,1.0126139,1.0746125,1.0496762,1.0421551,1.0640709,1.0212777,1.115723,0.99538624,0.98707235,0.85890913,1.0329697,1.1035464,0.9521195,0.9563188,0.9819181,1.0488425,1.0110325,0.91491437,0.91902876,1.133501,1.0577264,1.0970496,1.0237613,1.0222214,1.0151734,0.952422,1.0241681,0.95641005,1.0515988,1.0891001,1.0366107,1.0448413,0.8518221,0.9884041,1.1199886,1.0283887,1.1033143,0.9173485,1.03608,1.0319076,1.1422861,0.9931354,0.92311114,0.98759055,1.0198995,0.96853346,0.9586003,1.0525227,0.94760317,0.9835117,0.9854387,1.0212443,1.1062052,1.0755614,1.089007,0.9825104,1.0116335
mitten,1.1532103,0.98194957,1.3531048,0.50788814,1.2543461,1.1457046,1.3313909,1.1027468,0.75057673,0.70249295,1.3486308,0.77238214,0.70270115,0.9058574,0.45492685,0.6141283,1.15464,1.4316986,1.3374867,0.9400045,1.3747303,1.1714709,1.1749178,1.3198736,1.415626,0.9715705,0.92208207,0.9715648,1.4187865,0.90654165,0.79675436,1.021388,1.2773438,1.0627499,0.6490782,1.0940849,1.3501618,0.81435496,1.4555249,0.8441808,0.9200696,0.9381276,0.857242,1.0708895,0.6655007,1.0673974,1.449001,0.97209305,1.16269,0.90652347,0.8152098,1.0231776,1.3180888,1.3669393,0.69881797,1.4087175,1.3168774,0.6185394,1.1731129,0.6058533,1.0401105,0.9034102,0.75215125,0.44506007,1.1512604,0.86939216,0.6198795,0.70110494,1.3561734,0.49250233,1.2321885,1.2082219,1.324166,0.97132903,0.97667265,0.0,1.0649536,1.3191158,1.1461976,1.1082206,0.9214321,0.82785857,1.3776302,0.89226794,1.142607,0.49680716,0.6128827,0.9389352,0.99574643,1.2966781,1.4544291,1.4100225,1.0461863,1.0852307,1.4691461,1.1345372,1.1187956,1.0957187,1.1702095,0.8154014,1.2755958,0.79697764,0.85723424,1.0747715,0.47312963,0.8257592,0.71477807,0.76470745,0.73901665,0.9520104,1.1477395,0.90273786,0.97519606,1.3444443,0.52485055,0.9796041,1.3167789,1.3112867,1.0718964,0.62633836,0.70133185,1.3382474,0.91547143,1.1609776,0.7937,0.9651016,1.0974356,0.99980235,1.0517418,0.92755914,1.3082447,0.9489928,1.318408,0.9024929,0.9173627
motorcycle,1.0938239,1.243601,1.1997108,0.85680556,1.1179065,1.0887277,1.0558785,0.9938569,0.843084,0.7796012,1.3109382,0.8281221,1.0121026,0.969533,0.8974434,0.7368386,0.9842492,1.2100158,1.1437804,0.85302424,1.2419462,1.0680792,1.0201811,1.2775667,0.8832141,1.0621353,0.9205522,1.0592251,1.1433105,0.90542835,0.9156538,1.117779,1.1299818,1.2123505,0.7864275,1.124968,1.2476413,0.63474923,1.2130101,0.90609926,0.95220095,1.0767555,0.9507464,1.0208,1.1099846,1.0106298,1.1796006,0.9378214,1.0378487,0.8619708,1.2357677,0.7613651,1.2487717,1.1079702,1.0735452,1.1013808,1.0635744,1.0850782,1.2539725,1.1917382,0.7454899,1.2350675,0.98188233,1.0118831,1.2158415,1.0211158,0.8900468,0.8351136,1.0939983,0.8134748,1.1866704,1.0491852,1.0315521,1.1857765,1.0919737,1.0649536,0.0,1.2038314,1.2001872,1.0944949,1.3188844,0.9886158,1.1596378,1.0397162,1.0192475,0.8288483,0.9089343,0.914211,0.9785398,1.1262976,1.2313482,1.1881471,1.0348998,1.3242154,1.2195356,1.1302463,1.1263006,1.2223353,1.1570666,0.9916632,1.0737697,0.9862104,0.9162092,1.1704873,0.9360415,0.34651083,0.8755035,0.9543369,0.9924073,1.2304984,1.1620002,0.33116043,1.2573345,1.2702947,1.058836,1.2015703,1.1847159,1.0402128,0.3933872,0.86948615,0.7576424,1.0102326,1.3239553,1.3084023,0.86398596,1.0844588,0.5293966,1.0353224,0.90105295,0.5784061,0.82475543,0.9675063,1.2333554,1.0056596,0.9639081
muffin,0.80799437,0.8560101,0.5134506,1.4029595,0.51686823,0.6297215,0.6906823,1.0121464,1.4560328,1.464723,0.7086264,1.3906521,1.2759364,1.1466811,1.3746852,1.3722298,1.0499307,0.75916857,0.8589612,1.1101431,0.12998772,0.9874544,0.95143026,0.85758114,0.8663902,0.97224444,1.1889423,1.2246733,0.7447654,1.2934841,1.223723,1.0011076,0.36148274,0.6898257,1.3742912,0.53454554,0.7778606,1.3832903,0.7283703,1.1482278,1.1723428,0.843171,1.3450782,1.0997958,1.1784234,1.0902385,0.5582866,1.2146032,0.93341756,1.1958594,0.9068046,1.1910968,0.775666,0.7324052,1.0077343,0.71897346,0.7225406,1.3236538,0.86989164,0.993057,1.2052814,0.8796445,1.2122152,1.2289288,0.7627151,1.189937,1.2811501,1.3026303,0.64817023,1.377085,0.9055463,1.0617943,0.96485883,1.0688082,1.0336705,1.3191158,1.2038314,0.0,0.6865679,0.832673,0.85554254,0.91536844,0.4898672,1.2877154,0.9583,1.3722954,1.3197247,1.2293189,0.8681255,0.17764115,0.80561364,0.87758446,0.8340678,0.8142898,0.51125526,0.9998262,0.7597738,0.9093803,0.51958275,1.1378491,0.96283376,1.3486469,1.0467908,0.99578804,1.3081764,1.2919338,1.3213435,1.1185012,1.1809441,0.99656826,1.1556237,1.3069526,0.7862517,0.7173854,1.1506239,0.67072177,0.7480792,0.80300254,1.1313394,1.3668263,1.3243275,0.6066615,0.7346021,0.8727624,1.2576697,0.9677472,1.025304,1.1030748,1.1120813,1.2122484,0.9450141,1.2254257,0.73151886,1.2931945,1.2388608
nail,1.1076295,0.6400439,0.23238605,1.2970653,0.40411794,0.48506457,0.74957263,1.2724769,1.4241416,1.4826247,0.521752,1.4301497,1.0954937,1.2848831,1.3678584,1.217209,1.122827,0.6213504,0.8712056,1.2037306,0.6566662,1.0949975,1.1913178,0.7136297,0.9604919,0.5288522,1.3424273,1.290268,0.83684397,1.2966032,1.3348383,1.0435292,0.89696854,0.540282,1.3243973,1.0279522,0.34304786,1.4849092,0.631376,1.2227832,1.3213636,0.8861755,1.3296239,1.2905586,0.95065075,1.036331,0.38309157,1.2050964,0.92537785,1.0709207,0.31194663,1.2462695,0.76728135,0.9852921,0.96626294,1.0077134,1.0893986,1.1783682,0.51800966,0.8166344,1.1767409,0.5038068,0.9499658,0.8912609,0.60259616,1.1062274,1.2064708,1.129732,0.9675596,1.2551112,1.0596025,1.1640728,1.0870445,0.9307676,1.0126139,1.1461976,1.2001872,0.6865679,0.0,1.088787,0.6040567,1.0220102,0.32927644,1.384294,1.2074952,1.2298056,1.1914883,1.1802707,1.2848042,0.80427104,0.4348644,0.4846915,0.66559225,0.8076674,0.5399659,1.22463,1.1624837,0.7454494,0.25327957,1.3960309,0.98494834,1.4305136,1.1430833,0.9889487,1.2506142,1.1940846,1.1592269,1.2013177,1.033315,0.9995617,1.1121497,1.1923959,0.5848727,0.31268585,1.0481807,0.9111064,0.86704886,1.088152,1.3257241,1.2682668,1.4180095,0.52086043,0.20102632,0.3659699,1.0904897,1.2041616,1.0011435,1.396154,1.2588603,1.1683834,1.1758641,1.2463353,0.3118354,1.2569827,1.215487
napkin,0.7109095,0.76824695,0.98601115,1.3039436,0.9223603,0.8646374,0.8577272,0.5674508,1.3058965,1.1670628,0.83526933,1.1893826,1.3308918,1.2530088,1.1321667,1.1980681,0.65956485,0.659445,0.6008245,1.0015752,0.7902594,0.6042466,0.8563292,0.7375972,0.66424716,1.380908,1.1402546,0.77442086,0.7325045,1.1996379,1.0097147,0.9249624,0.7865846,1.0524085,1.3093691,0.85035753,0.90214384,1.1813723,0.5853348,1.0427539,1.1051831,0.77201986,1.3364403,0.7459917,1.2880231,1.2508179,0.8140719,1.1853585,1.0794575,1.3351727,1.2121657,1.1035657,0.9408136,0.5807055,0.69621867,0.5849328,0.6990932,1.2875811,1.1526221,0.75031865,1.0722643,1.2224963,1.4626689,1.3246768,0.7735128,1.1554551,1.2786443,1.4229944,0.69045585,1.411309,0.63823915,0.7556799,0.81054294,0.8489943,1.0746125,1.1082206,1.0944949,0.832673,1.088787,0.0,1.0097505,1.2637657,0.98401076,1.2062664,0.81551814,1.3660626,1.4084544,0.945482,0.9418741,0.7874115,0.86816204,0.9185883,0.89673924,0.5382611,0.7851987,0.8640241,0.7141425,0.90565085,1.1045191,0.6591245,0.7210533,1.3036242,0.9494969,1.2719891,1.3019729,1.1477238,1.4468675,0.66227144,1.1939516,0.8223764,0.89546525,1.2522318,0.6358014,0.96219134,0.73579526,0.8754242,0.6268781,0.597929,0.80388033,1.4544322,1.2283117,0.8192656,0.99384844,1.0626782,0.9515537,0.07380319,0.9171347,0.67015517,1.0666814,1.3069328,0.7159014,0.9520903,1.0032805,1.2482245,1.1793336
necklace,1.0806003,0.5220885,0.77295816,1.2132915,0.97927266,0.9169315,0.9496531,1.1064845,1.3395166,1.3915845,0.5326621,1.3538102,0.7610936,1.3096278,1.2025383,1.2706816,1.1368043,0.9038112,1.1066281,1.1877637,0.8409596,1.0787565,1.129209,0.765699,1.0582924,0.780773,1.3414545,1.0222623,0.93887633,1.0682504,1.216662,0.88965017,0.98884755,0.50356025,1.2544737,1.0032742,0.7078402,1.3774529,0.95523256,1.2522883,1.3085575,0.90509397,1.1624918,1.0953147,0.59817946,1.0572789,0.9157579,1.0496458,0.9883804,1.1162843,0.43038374,1.0872552,0.9015707,1.0471662,0.95631504,0.9655607,1.11243,0.96552324,0.4807781,0.5939753,1.2489703,0.7935115,0.87858695,0.7837462,0.5487188,1.0178463,1.1132835,1.0488051,1.0157307,1.0178727,0.9205021,1.0427407,0.9177977,0.8238973,1.0496762,0.9214321,1.3188844,0.85554254,0.6040567,1.0097505,0.0,0.9258557,0.86242986,1.1474218,1.1143138,1.0720472,1.0112275,1.1521184,1.1442877,0.97903377,0.81382746,0.9152,0.81861174,0.6379933,0.9395332,1.0898578,1.1645075,0.79457164,0.7067288,1.0537562,1.0419402,1.1970266,1.0548275,1.0088599,0.8887074,1.3198811,0.94694537,0.96450615,1.1233058,0.8462739,1.0766813,1.3239168,0.62516826,0.63040584,0.8319585,0.9803307,0.79573303,1.0852444,1.2574515,1.0807756,1.4286573,1.0141451,0.36268318,0.6431369,1.0341129,1.0486104,1.2307174,1.2195922,1.1889938,1.1842934,1.1353643,1.0038936,0.46730137,1.1057776,1.1042936
nose,1.0143551,1.1394795,1.0948052,0.8158436,1.1301193,1.150941,1.0542929,1.2183465,0.9781019,1.0394334,1.1637051,1.043876,0.8649003,0.8178819,0.8903732,0.98250765,1.220365,1.251504,1.259438,1.1020997,0.9727969,1.2689145,1.032771,1.2443595,1.2020463,0.84808403,0.93784475,1.2598151,1.1055266,0.9275312,1.0539026,1.0276731,0.9887386,0.9632978,0.8874417,0.97214246,1.1861566,1.019934,1.2681103,0.9051472,0.9404812,1.0275435,0.99136794,1.0873114,0.8322177,0.7093625,1.1737869,0.93578964,0.9010033,0.7806831,0.93792856,0.8752042,0.95672435,1.1700653,1.0240593,1.170516,1.0842584,0.77213365,0.8199435,1.0640514,1.040001,0.90020573,0.7183732,0.7911051,0.98737717,0.95449734,0.9103614,0.9482555,1.0637343,0.8099329,1.1841385,1.1777347,1.1832942,1.1068015,1.0421551,0.82785857,0.9886158,0.91536844,1.0220102,1.2637657,0.9258557,0.0,1.0966969,1.0792797,1.0400752,0.83887595,0.86725366,1.0573194,0.917907,0.9163165,1.1624376,1.1544281,1.1626443,1.2048928,1.133917,1.1019304,1.0723404,0.953474,0.9910485,1.0499108,1.2385085,0.9864849,1.0758429,0.7894992,0.713705,0.9932276,0.92535406,1.0850618,1.0466175,1.1065742,1.1444268,1.046021,1.169793,1.0398165,1.0816401,1.0456241,1.222913,1.2345047,1.1516703,0.947221,0.9810111,1.0793452,0.9734216,1.0887797,1.1017854,1.221713,1.1463825,1.1749579,1.0591028,0.9213126,1.1602802,1.0814646,1.053553,1.0529026,0.9539379
orange,0.98114777,0.7434391,0.03494358,1.3649434,0.3337146,0.4755956,0.59372324,1.127604,1.4752316,1.481913,0.5609094,1.4007752,1.245008,1.2132833,1.4134468,1.3012426,1.0698698,0.48980296,0.820356,1.1606786,0.48695928,0.99750847,1.0391381,0.6818507,0.7800708,0.74060065,1.2366126,1.2446226,0.77808785,1.3157294,1.2998006,1.0651531,0.7720238,0.75057685,1.310816,0.9418413,0.469427,1.4038689,0.5274514,1.2514553,1.2150904,0.8094693,1.3409197,1.2757735,1.1235,1.1049954,0.25621247,1.2352568,1.0297204,1.08459,0.74073887,1.1817566,0.7157594,0.75506705,0.9981677,0.8404254,0.9094429,1.3459022,0.68112004,0.9668369,1.1925367,0.7457379,1.1412637,1.203303,0.71537983,1.1980768,1.2580415,1.1997203,0.82524437,1.356861,0.97300416,1.0917691,1.0016162,1.0484781,1.0640709,1.3776302,1.1596378,0.4898672,0.32927644,0.98401076,0.86242986,1.0966969,0.0,1.3607212,1.0548143,1.3373345,1.2767005,1.2474208,1.15696,0.5850787,0.555061,0.62829113,0.7002523,0.83483785,0.46597797,1.0805919,1.0931971,0.69052076,0.18479168,1.2593601,0.93881226,1.3891432,1.175395,0.9620962,1.3509011,1.1906484,1.2417611,1.1807069,1.1806117,1.0040822,1.1805898,1.2065467,0.65255797,0.46919894,1.161526,0.88076115,0.7604263,0.9069625,1.1736099,1.3184946,1.4188123,0.5136179,0.562348,0.6431838,1.1645917,1.0906198,0.86035615,1.3281428,1.1389828,1.1844593,0.9782076,1.2404393,0.4813459,1.2745444,1.2428024
oven,1.2075057,1.1497186,1.3803971,0.8290012,1.3543642,1.2617803,1.2540996,0.9716659,0.3674448,0.54542595,1.1416271,0.50843036,0.8747819,0.88577145,0.7754686,0.86827344,1.1094497,1.2327311,1.005033,0.86258006,1.2997013,0.85715485,1.1438524,0.96640754,1.1279341,1.1052673,0.9718286,0.5480959,1.1577705,0.6109144,0.64328647,1.0883685,1.2664429,1.167558,0.63590395,1.1938843,1.346982,0.5360494,1.1450373,0.8705708,0.99164367,1.153825,0.30910158,0.7539817,0.8849591,1.0601591,1.3657305,0.8932255,1.1237993,0.9311293,1.2014974,0.99020046,1.3018999,1.2319839,1.1333045,1.2238293,1.337069,0.6969914,1.2003827,1.1322739,1.009101,1.2511443,0.87363887,0.96873987,1.2298396,0.9444689,0.84044147,0.7798283,1.1822938,0.79577744,1.0370574,0.86262226,0.96657854,1.0094669,1.0212777,0.89226794,1.0397162,1.2877154,1.384294,1.2062664,1.1474218,1.0792797,1.3607212,0.0,1.12802,0.76654625,0.6924757,0.965069,0.9735843,1.2558208,1.2613637,1.2072552,1.2883563,1.1003189,1.2972641,0.9846693,0.9697756,1.1798928,1.3338852,0.88586104,0.9048651,0.14104795,1.1516805,1.0217665,0.8346915,1.0198231,0.80721647,1.0814741,0.7802727,0.96440554,0.6161651,0.9449793,1.3097639,1.2463313,1.0780094,1.0448828,1.1643715,1.174365,0.89743066,0.59699786,0.6994371,1.3688319,1.3137662,1.2116132,0.99469984,1.1295075,1.1879464,0.68670094,0.9076439,0.82226324,1.0349643,0.71814394,1.3255043,0.41933954,0.86099863
