category,mean_bv_to_things_centroid,std_bv_to_things_centroid,mean_bv_to_bv_centroid,std_bv_to_bv_centroid,corr_dist_things_vs_dist_bv,n_bv,n_things
muffin,8.869249453276353,0.7402787147083602,4.42299619015363,0.7840781986161841,0.01008246471791127,492,13
drawer,8.868844295670527,0.7595613245971576,4.3313339643607245,1.0189502524760725,-0.4750637647732551,20456,13
knife,8.806269857437908,0.7485961227731492,4.462072227181551,0.8951050368729423,-0.21225771590748763,10394,14
carrot,8.797107002530778,0.5613753313794834,4.112542017304794,0.8412829765635997,-0.11496697663751787,2181,12
jacket,8.793849288977095,0.6979482829588126,5.152338633799328,0.7138105859963022,-0.13498210974702163,1252,16
motorcycle,8.780592246926036,0.8110453347247051,5.115596636465598,0.7922068925147692,-0.39260364141063686,264,10
scarf,8.779736580292173,0.724828118813222,5.093972862428737,0.6676590495111984,0.1317029588660103,338,16
milk,8.765808910661121,0.7845969069560335,5.248919530935722,0.7581456370148334,-0.16486109331583693,992,21
hat,8.764541866922146,0.7472924183023583,5.197458096748787,0.8969419035949574,-0.036934683314615,15166,17
fish,8.753380207213342,0.6810413877367009,4.785007359527781,0.7578009431947195,-0.3204502558232398,748,12
bird,8.752868866298993,0.8618055630153117,4.993079125601032,0.7408457675813406,0.13750270512091223,375,23
soup,8.74661054753274,0.8071000448975398,4.849235068883298,0.6819156547049386,0.1340414687237835,1684,12
tooth,8.7431763076543,0.938154534405552,3.621363897328601,0.825770373619358,-0.09434130793363607,410,13
owl,8.742397113093011,0.7019726921542448,5.008952182273913,0.5632747709063104,-0.05612663056891924,29,27
potato,8.738920382584062,0.4976659310893998,3.661599290358454,0.7208747973977293,-0.40460728489058173,389,14
towel,8.737125249786006,0.7427933148687628,5.012807901861499,0.6657471681848564,0.03261174714399883,33272,16
sock,8.73316405627896,0.66578102723615,4.884327504075064,0.6289955722746566,-0.04891741460451626,3368,11
orange,8.729161445110437,0.5875693457280918,4.1375381157311155,0.8254775250249583,0.041226478446528894,8006,13
egg,8.707748453631075,0.5747037735625964,4.236929010060018,0.7484299443969722,-0.15175993914748045,7516,15
mitten,8.699593689466578,0.6653606407469597,5.0506899403419645,0.5574003963027666,-0.17487643258338467,1004,12
watch,8.697469665406736,0.7107113861484852,4.3062310866292925,0.6948022760465762,-0.06372378745389719,3070,15
apple,8.676936276815715,0.7412050882103746,4.215856952790929,0.8147318793937675,-0.10206355932393192,11674,11
vacuum,8.671021437871156,0.7910597562889334,5.21764608664646,0.6418883057559045,-0.2560998884833547,4433,13
nail,8.670429089923678,0.3202495654112643,3.5172575368179544,0.6311795390909631,-0.3695070562470877,236,13
pajamas,8.649387817190043,0.630085210899636,5.243254292653929,0.6635281198671266,-0.16355450772698418,3041,13
door,8.643550485717691,0.7459621795991977,4.520931671617576,0.7171011023069988,-0.08955674814255951,63777,10
dress,8.6351397197575,0.6823149273934257,5.109910624232357,0.6585229923244984,-0.07420721550995871,1087,13
sink,8.63167946453586,0.8226883825777914,5.0373850754789435,0.6039691171687374,0.05419213182786472,34414,15
tray,8.61660259175432,0.5956665246330833,5.672396443816743,0.572958368950945,0.010967841233860978,10348,12
pumpkin,8.60675647679642,0.9153848082693967,4.494764382564053,0.7665218936384027,0.09171502221664088,6848,21
slipper,8.596481628815031,0.681076813383037,4.757691553781575,0.761032535267957,-0.29680534109174556,13682,12
crayon,8.587708461584347,0.5763786350877732,4.369545057400687,0.7724688479875926,-0.3800278823829953,43511,17
pillow,8.579597848440942,0.9378955769832109,5.0072703496813045,0.7908075059310504,-0.15982063322456388,142943,12
chair,8.573191331496886,0.8155515260973363,5.073400374120329,0.7276762223099187,-0.15061715086316285,261847,9
mop,8.571408590025474,0.4824585590424819,4.825822682796677,0.8442532381808092,-0.07800245697128629,29,12
basket,8.57058163522906,0.698098696967616,5.337952438464331,0.6667740010016666,-0.014500795315742925,29745,12
pants,8.544743059823,0.5528894759966326,4.479418979431483,0.6999340490267885,-0.16946632935975683,5664,11
bathtub,8.534106989298209,0.8628350360835673,5.016462537758821,0.7350457436275594,0.08164235284846857,8421,24
sandwich,8.528502400954181,0.6846252414576969,4.9661657437177675,0.5859713566403763,0.19972659687309338,43,15
can,8.508901266275746,0.6055014434003853,4.6253506123015695,0.7447452952309523,-0.007576883983073969,4817,11
necklace,8.493437943690733,0.8545513248398431,4.621759079659563,0.8477195119851514,-0.02228601667183002,3668,15
toothbrush,8.472565123529582,0.6487277494590286,5.141484023816391,0.6910002580207484,-0.31221274297778095,3430,12
pig,8.47067912307429,0.9411506152514901,4.629597374055042,0.7540677432140668,0.6080512912842154,143,12
sweater,8.458142584590046,0.5908823760153864,5.027096618047281,0.6711859926293086,-0.031460777986870615,989,19
penguin,8.45796234674453,1.1446518078977703,4.699929734029062,0.8018206203068939,-0.02326694780549555,76,24
blanket,8.449681713317029,0.8203773273648708,5.167913575292588,0.7213798640577502,-0.1408890000467183,28388,11
dog,8.42821636856082,0.7427392645183902,5.0116168024387795,0.7182371094178411,-0.13089386114412593,4205,9
jeans,8.419361100205062,0.602895403175296,4.774103321487511,0.7039112973027651,-0.21243006074240153,4220,14
ear,8.370233288700733,1.0610479041978165,3.7444281957242422,0.7914580015201319,-0.10330993260765736,298,12
broom,8.358548531505079,0.5928868740263076,4.886574246187712,0.9070277135857855,-0.2199800859752789,849,12
cup,8.357643180970832,0.8177802723315787,4.980190291196812,0.6649559854919871,0.17416598629765356,105034,14
purse,8.341928057088394,0.9549812605060372,5.173184413640832,0.6383904761384899,0.10967985654685007,10269,11
window,8.325662406776855,0.9150384494690914,5.0695607418880595,0.7438041355751629,-0.21855993314979183,56686,13
radio,8.312302243666606,0.6379895464763908,4.929924627846922,0.743615362336061,-0.15607391231434886,414,15
leg,8.299596574218441,0.6014779988911956,4.613819675421148,0.7438417021964407,0.10354330397997857,115,9
eye,8.281980293239778,0.5991599288576491,3.7006378518043244,0.6616813545853433,0.0845059530869481,182,19
glove,8.26323495942866,0.576473785392015,5.013506922774739,0.6757032302524146,-0.03314496573134622,2704,16
plant,8.247351300583176,0.6150198098305396,4.775659835207683,0.6796058941590124,-0.05975454088746426,30220,9
truck,8.22693190629994,0.8492061839043663,5.451722046186368,0.5372712939367067,0.1307540929733149,140,7
bowl,8.222618676665158,0.848082083071523,5.064461086980083,0.702983562400963,0.2955034572935748,84340,11
bench,8.197321475657413,0.7548411064853675,5.172541089980941,0.6730158670312824,-0.17223514603807263,7074,16
coat,8.196834424444575,0.6342750220210582,5.084099545403019,0.6169252921168275,-0.280095994412662,69,12
oven,8.182847191104889,1.065110923197949,4.8932789436346695,0.6594644799356862,0.09317594604752186,28153,15
plate,8.154162472360529,0.669905112292922,5.324748167011273,0.6793627355801225,0.1730607028805902,73202,13
toe,8.147968665188476,0.9260007412282415,3.999074074709731,0.7099346973058049,-0.2987489537120618,22234,12
stroller,8.145068591601195,1.109778920675583,5.059943353485163,0.7273348998546669,0.03855738570976338,9463,16
pastry,8.136721244772453,0.5673204784939758,4.616832253500869,0.7690575206828189,-0.006173932596986981,26,13
arm,8.125286744942226,0.6484907484316219,4.92588494730372,0.7262873260046505,0.26329535519163666,3084,5
refrigerator,8.117732283662157,0.8815647803232443,5.230183577160711,0.7273829897265784,0.045591221776276995,66957,12
belt,8.11076176493443,0.6932593508034531,4.601511093901438,0.7240522287859718,-0.330348117224256,558,12
horse,8.095209825673159,0.7090166401385118,4.979079495244318,0.8522907062727413,0.27538583532904476,560,16
jar,8.071976810114595,0.6017626775598099,5.026332172576758,0.7007916064231369,0.22876695962492122,2155,14
glass,8.071763259935144,0.5997114048962168,4.98572552064308,0.6384878508457781,0.1352465065259999,832,12
shorts,8.068825378745958,0.6176636148203775,4.578842766292037,0.7040881548738992,-0.16177630738803073,3792,14
pony,8.026239722052324,0.5002862654883744,5.126303609802096,0.8143151524535038,0.11785623795118555,244,13
dish,8.02564899734726,0.7256127553806094,4.035417785612878,1.3035472705349758,0.6893180751376347,986,8
crib,8.007296605376315,0.8833834119923759,5.13902300028389,0.6736304987907658,0.1042029942422425,7976,17
sprinkler,7.982220683236547,0.5917938402779137,4.681338409495317,1.140482691109297,0.6854620714799222,222,15
soap,7.975000941454108,0.5580595835343766,4.645191466279765,0.9178848692808204,0.10585373054218954,575,11
snow,7.938804892899362,0.5887361197401898,5.310429115204782,0.6116589452393222,-0.16332030246090223,117,11
shower,7.924748284222782,1.3506086983182881,4.827805667678528,0.6687836983476946,0.14034926186361593,296,13
rooster,7.891853605101026,0.9168042382695134,4.778458466652852,0.7959815386985649,0.6099442101564834,168,14
doll,7.8787504731492,0.7844733121705157,5.401425983117438,0.5834139430634109,0.2094588556122887,3809,15
melon,7.878218253156082,1.0442528008698964,5.022647109915024,0.6604171186213762,0.40898835476733447,2411,14
banana,7.870736457455918,1.0288625048637359,4.814658844892222,0.7853751418962468,-0.16872430419281587,15475,13
boat,7.868354248650131,0.634579325347049,5.607023458740736,0.5191355231748893,-0.15566402307766142,41,14
scissors,7.860959441449013,0.6705618236755673,5.218506926552331,0.6065364274038354,0.009369906814691582,3046,14
deer,7.85573512819128,0.8770991743887637,4.332518411771367,0.8539873614602022,0.75727245406232,56,14
bottle,7.840243003113925,0.4766262157627051,4.90627218447084,0.7260899908857528,0.05977179425800274,60304,11
hand,7.820019267988929,0.5647683889684607,4.303070626717096,0.7127966345899994,0.05970027874885544,42061,9
gum,7.79699184909489,0.5755184805568248,5.015283927121399,0.7055976118448649,-0.03740788451213466,1707,10
balloon,7.795311247702425,0.5574567383059557,4.91221779110047,0.7635959615247591,0.006937374150971263,24663,18
chips,7.783907152623085,0.8479902550070322,4.504034603959081,0.7943872567336734,0.49430647563686436,200,12
grass,7.7700350046044155,0.976573756407294,5.243666169192096,0.7396153859725153,0.45094603109975995,3803,15
cat,7.767779682600651,0.8389560853988168,4.803586708098057,0.7312128420859759,-0.0291839729281046,3609,12
comb,7.75149322441118,0.6887086441866024,5.302557348468624,0.7731052594771273,-0.1995180730337221,1218,12
flower,7.739699530643328,0.5417105776770617,4.528145048366781,0.8055989169397498,0.3932931692530642,6433,16
spoon,7.738431857264342,0.7160108843526543,4.890198307350051,0.743185732012547,0.08341896783922914,19538,13
strawberry,7.733838407643946,0.9905071184490541,4.285159190705208,0.6749206756343766,0.042249126844128106,1127,15
duck,7.733631065374913,0.8742347716732475,4.9668316375878785,0.4881569061306312,0.5005034239000881,25,12
firetruck,7.718942797469893,1.3021513099627429,5.146028422534007,0.7653796004797292,0.5734826203320753,43,12
lamp,7.709162515747522,0.8028035614809721,5.1151116493839375,0.6525662537142212,-0.10932500967215561,200573,13
butterfly,7.703570678070975,0.914871940013136,4.285196278123262,0.873902619124546,0.6749077164880412,386,16
napkin,7.699183617586487,0.6281008837439699,4.772438912166485,0.7031367036022559,0.2516668530329282,35562,13
ball,7.698644653700568,0.5222715589763021,5.066422153716865,0.9071883346396264,-0.06958966398915206,31235,13
pencil,7.694407244301683,0.4594245367569963,4.222604778176055,0.9572180846283682,-0.3096864016057049,4639,12
shoe,7.686221314421749,0.7018862953762887,4.956720442026335,0.6479807616959607,0.20366781119032776,8408,10
hose,7.67655871890879,0.7797358684912892,5.5561501479027,0.5277298912318868,0.08580059644955838,519,12
swing,7.671888125096932,0.6209281389321828,5.758598150721414,0.6369403628731543,0.40053376499839494,223,13
pen,7.643659948155662,0.48659940848237726,4.3025636052188,0.9042907485677426,-0.04658383434363269,6607,12
nose,7.640069104792732,0.7134970467725914,3.8395882369007452,0.7413694959899435,0.25228952373382396,859,12
box,7.639337132128766,0.5988525487740473,5.29715483052813,0.7820265301534894,0.44515735988314603,66750,11
shovel,7.629517665618108,0.5942755760075396,5.402072718855653,0.7262963418608726,-0.0995538113237588,1722,11
foot,7.613560845536681,0.879447592310421,4.373571527435756,0.7472138947470209,0.08194386861856255,728,14
ladder,7.569842483236307,0.6463279734141979,4.8307388143456755,0.7268972468260055,0.12942582340620473,8486,14
stick,7.557399612056032,0.5353353598178892,4.931064432588233,0.752059400220203,0.14189592719662666,79,12
bucket,7.554927366273599,0.6165895635159847,5.260698430449339,0.7212222438594913,0.15033021790905415,38435,12
tree,7.5428127365524915,0.7953678348578692,5.23143514888877,0.6632879692339676,0.5060693678675882,1929,10
tricycle,7.542080289331185,0.9238343130571417,5.504126629738187,0.5182033495935433,0.4927033653915264,122,14
paper,7.461786969643821,0.6562554694961941,5.184048609169087,0.7997933688327832,0.45213364753251367,5505,13
giraffe,7.457386255571879,0.9982253151937223,5.041729005243316,0.6860006431120852,0.2877181426994537,170,24
toy,7.441230663462022,0.6348770557074194,5.491290682879012,0.5427609272685441,0.26241112055404353,103022,9
elephant,7.4248602680127185,0.93137861734715,4.896780917922338,0.8736897073010866,0.7868695704314812,99,12
fork,7.411434454628722,0.8906653321468607,4.743382020782864,0.7226421860249079,0.042311466766677436,7869,12
clock,7.389237315683024,0.907185116574701,4.4887153630485255,0.9154334270480899,0.32067398046849727,10895,12
slide,7.351006802804839,0.7727549189539379,5.4166654387146025,0.615491464214865,0.4121317530234286,5723,16
ankle,7.342175805914465,0.5845314601906265,4.171846475509006,0.6681634852650249,0.11469348055069625,166,12
cracker,7.327880791337576,0.6409168759260385,4.564626199076789,0.6931845602124825,0.15717744710910708,514,12
pizza,7.283097884313687,1.1330780943113383,5.130939066778638,0.5625865803737111,0.2681543360594235,1807,15
tape,7.2790813831192,0.7354846166508135,4.618676381912402,0.5986130912219657,-0.02819827874125086,1660,9
mouth,7.1661038740542615,0.7050952457283256,3.6411644124058347,0.8357821855471205,0.48789849495362375,318,10
rock,7.163745683242215,0.4461415553673613,5.025710443151511,0.6687946869299489,0.35757310157233346,254,12
corn,7.133062420024843,1.7973042649160953,4.884783467840755,0.8754998826898237,0.6322421357939602,295,17
zebra,6.9332745957041855,1.1449257234952055,4.608040667815909,0.9700905496815593,0.8639575674132883,200,20
toast,6.932714849325277,0.6141910159565883,3.925768214653929,0.5530221701168342,0.7264616693432199,9,13
finger,6.884261227610365,0.4862889585837954,3.585409533148081,0.6982142487763572,0.0230862162500142,5343,10
cloud,6.870314860738985,0.6330878040525405,3.933319430694036,0.8356664613145451,0.5948275403262853,26,12
pasta,6.853918472312918,0.6067718643695106,3.837445969328143,1.0792307437757824,0.2850175332400999,128,12
game,6.831608430028953,0.4337121909433732,3.3440875896807967,0.37095434422868756,-0.2732487614947953,3,6
helicopter,5.801347240551446,0.8600493877583765,3.389130115756984,1.0894916555099274,0.9031073500708595,41,25
