,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
jeans,0.7866385,1.0590174,1.2759342,0.32710397,1.2400852,1.4234072,1.4056454,1.4055569,0.71087503,0.4176095,1.23803,0.49425453,0.5186521,0.60408074,0.3444482,1.3201702,1.218322,1.4711782,1.1091146,1.1582592,1.3332354,1.3397039,1.216503,1.4005932,1.1377124,1.1682591,0.84720457,0.9520151,0.9745237,1.3528833,1.3599958,1.1460694,0.78953314,1.3229115,1.0599445,0.4294936,1.0754691,1.4771001,0.68983984,1.4530195,1.0264703,1.1426723,1.0446094,1.0441494,0.9631692,0.45647466,1.3011314,0.83668756,0.63539636,0.9872233,0.8611715,1.3851213,1.413607,0.92223215,1.2689022,1.2561634,0.7059877,1.3692982,0.7784333,0.8852632,1.3857613,0.76886714,1.0194026,0.62895846,1.3716292,0.67705464,0.4837644,1.2686788,0.0,1.369868,1.0269095,1.4560499,1.1154646,0.9773921,1.0804925,1.0779203,0.6918922,0.57453996,1.2676196,1.3682768,1.243063,1.3266537,1.2043974,1.2295532,0.79351324,0.8994898,0.3701645,0.69138825,0.7816611,0.9313198,1.362551,1.3698115,1.182625,0.7840893,1.4673905,1.4453856,1.2989919,1.0791225,0.8643761,1.1669604,1.2033969,1.2135073,0.7680994,0.8131974,1.003723,0.55633,1.2897471,0.39962363,0.7964872,0.7133308,1.1717988,0.6821425,0.6904945,0.5744193,1.2976676,1.4600463,0.9457937,0.92833585,1.2577062,1.3029253,1.1713525,0.82453644,0.40510416,0.59746796,1.497897,1.1786005,1.3211448,0.8886053,1.2770332,1.2619178,1.051095,1.0289979,1.0928235,0.85219073,1.2821801,0.9400582,0.52964485
knife,1.1085432,0.90069723,0.79744947,1.3092928,0.9236524,0.73998344,0.8014371,0.6184846,1.2579218,1.4244736,0.68035626,1.3233888,1.2242533,1.1566604,1.4063774,0.722049,0.43431938,0.5309573,1.1158152,0.9501239,0.96319884,0.5998729,0.893964,0.66433394,0.9006203,0.77995175,1.2708818,1.0094882,1.2154405,0.77401865,0.83262396,0.9430672,1.1130974,1.1576569,0.9952262,1.4366376,1.2428033,0.22316468,1.3335898,0.5862408,1.0910175,1.0906079,1.1020575,1.1598719,1.1278166,1.3845873,0.74633664,1.2549841,1.4100511,0.8270898,1.1644069,0.737442,0.6796677,0.98582184,0.5070942,0.8718837,1.3956172,0.6713158,1.0621717,1.1899003,0.80829227,1.3545341,1.1724658,1.1151977,0.7878306,1.0794336,1.3003411,0.927531,1.369868,0.0,0.9004997,0.7245779,0.7590162,1.0831912,0.9688052,1.1004125,1.1922008,1.2917023,1.0289702,0.7317759,0.6027554,0.7350292,0.9594282,0.9922555,1.303005,1.1121888,1.4180148,1.1279562,0.9387786,1.2898282,0.06942654,0.06062442,0.9113043,1.1384623,0.7799727,0.7429275,0.8794713,0.95173675,1.1590663,0.6191109,0.943013,0.95134825,1.2275075,1.2548015,1.2134668,1.2997365,0.60471153,1.3927282,1.0570269,1.1779485,0.7293843,1.2501389,1.2241205,1.1798903,0.60939866,0.5156605,0.7706365,1.2589662,0.62649906,0.7302202,1.1515533,1.326772,1.3272392,1.3095468,0.6960771,0.8131642,0.57605714,0.74520975,0.6534519,0.838845,0.9374182,0.91859186,0.99778706,1.2464752,0.65099764,1.1404793,1.2953465
ladder,1.0394605,0.86179984,1.1524742,1.050846,1.2701051,1.1938125,1.1576365,0.861996,1.2565699,1.1183178,1.0079553,0.8754835,1.0704646,0.84895843,1.0722907,0.788805,1.0540719,1.0047537,1.3847483,1.0102729,1.0763564,1.1100715,1.1487039,0.9692997,0.8771838,0.99208915,0.98222405,0.9263474,1.261567,1.0781665,0.71170926,1.0413284,0.91379404,1.2178359,0.7417812,1.0342587,1.0937657,1.0093892,0.90232515,1.0782572,1.2764246,0.8213204,0.75668997,0.6397296,0.7772412,0.993536,0.87974346,1.0713482,0.99629784,0.7986233,1.0043442,1.0425963,1.1092212,0.94661397,0.84747475,1.0796086,1.073658,0.99266696,1.0768751,1.163075,1.0861429,0.8496647,1.2808068,0.84632623,1.0994828,1.0608286,1.1087327,0.96079165,1.0269095,0.9004997,0.0,1.145043,0.88643306,1.0748732,0.96032417,0.9267248,1.0644338,1.0583292,0.93054557,1.0325476,1.1194357,0.8773316,0.8166342,1.1037984,0.91178286,1.0540978,0.9882508,0.8985094,1.2523896,1.2792103,0.9257982,0.9397614,0.94063455,0.9515131,1.0280393,0.79342115,1.4115344,0.7897955,0.959443,0.8873193,0.8820591,0.50725937,0.894145,1.1038691,1.1503983,0.8061055,1.0981113,0.88960516,1.0750911,0.7086193,0.86797816,1.1666917,1.2838563,1.1554224,0.9864703,0.80188537,1.015951,1.1021608,0.8842973,0.9349294,1.1407149,0.69678193,0.83841425,1.1151577,1.1324352,0.84611064,0.8517053,1.0089204,1.0574816,1.0178317,1.3437679,0.8898266,0.8786987,0.7134236,0.92791694,1.0626926,0.8433026
lamp,1.3124223,1.0423131,0.32169104,1.4748626,0.60691804,0.47310752,0.8255626,0.69129366,1.1464832,1.3649809,0.53290015,1.3965478,1.4706088,1.2308463,1.4588832,0.5899649,0.79245347,0.2524963,1.0424176,1.0489627,1.0199997,0.63582003,0.78946257,0.3843922,0.70753706,0.7815586,0.7883308,0.9897143,1.2403502,0.44684184,0.8369836,0.7030916,1.0706015,1.1006252,0.8816794,1.3675675,1.340769,0.35651553,1.2984067,0.3817321,1.150824,0.7886023,1.2711,1.0280228,1.1303227,1.4336573,0.67315453,1.1345282,1.2585497,0.9726324,1.0104263,0.2946198,0.64030993,1.1443584,0.52999943,0.9073886,1.2335193,0.21883309,1.2347938,0.8954733,0.79731333,1.2244384,1.16591,1.4049973,0.6468173,1.1706905,1.2763796,0.9445405,1.4560499,0.7245779,1.145043,0.0,0.71122575,1.2438148,1.0438089,1.1469285,1.3605449,1.2641381,1.0707675,0.287942,0.9090169,0.5707594,0.7781706,0.7702106,1.2030283,1.1110854,1.4592928,1.3343794,1.2289245,1.3005548,0.6619041,0.6628477,1.1568699,0.9799151,0.58857477,0.5576348,0.8307508,1.0265492,1.298912,0.82319283,1.1210775,1.0085064,1.3113818,1.3780744,1.3132101,1.4248126,0.78670335,1.4995676,1.2232744,1.2260257,1.1569114,1.0429021,1.2430779,1.3426131,0.44739425,0.5536375,0.9154677,1.1926391,0.9816913,0.71209556,1.1495153,1.2135127,1.3662276,1.4578179,0.65359545,0.72667414,0.51458216,1.3716404,0.6038374,0.97505784,1.0329024,0.9359874,0.90678906,1.3065884,0.4827844,0.860425,1.2226542
leg,1.0749465,0.76485264,0.67980385,1.200512,0.9124906,0.6690533,0.9402524,0.748261,1.3171874,1.33669,0.60229766,1.2768686,1.2123518,0.9536713,1.2594914,0.6843872,0.87980115,0.53260267,1.2056638,1.10151,0.99491304,0.87064195,0.89284843,0.5397998,1.0396537,0.69784206,0.8803346,1.0778702,1.2164145,0.8969129,0.95286363,0.83196414,1.0752108,1.2067384,0.931427,1.2985919,1.1723311,0.5263415,1.2877263,0.6194603,1.2498747,0.83307564,1.043706,1.1061797,1.1620723,1.1849246,0.66167414,1.1455911,1.1403917,0.64610875,1.0873278,0.57852185,0.8290368,1.0669997,0.6333667,0.9582648,1.2828276,0.48723316,1.1915536,1.0205704,0.9401672,1.0461345,1.1394584,1.0072533,0.8619261,1.0498502,1.2482355,1.1585534,1.1154646,0.7590162,0.88643306,0.71122575,0.0,0.9671777,1.1283708,1.219147,1.2305789,1.2369083,0.81768256,0.54681516,1.0244113,0.5699803,0.57884586,0.8315363,1.2072828,1.0150282,1.1921891,0.9337506,1.1313246,1.3026798,0.7495369,0.74440104,1.0982213,0.89855,0.7996643,0.6773494,1.0736825,0.8181485,1.2073636,0.86616206,0.98737496,1.0741898,1.1316298,1.1807911,1.2149826,1.1345856,0.86025476,1.1457005,1.2000846,0.799587,1.0996724,1.1554372,1.3455126,1.2724903,0.6399702,0.820024,0.9584714,1.1076854,0.9898523,1.0419452,1.256113,0.98538524,1.161888,1.3562682,0.9020604,0.6652237,0.52082175,1.1431357,0.7246647,0.98713744,1.2348223,1.0393312,1.1400827,1.20709,0.5668349,1.1203065,1.1261399
meat,0.94141865,0.73282087,1.1386163,0.89701015,0.9347532,0.9989358,0.9146943,1.1082836,1.1121551,1.1186502,1.1673602,0.9911323,0.9189678,0.90012157,0.966836,1.1269432,1.0407456,1.221283,0.9579156,1.067052,0.7249459,1.1694989,0.9982581,1.2029297,1.3167801,0.83213913,1.1010267,1.215703,0.9636841,1.2555178,1.0683213,1.0946153,1.0129924,0.75934166,1.0800217,1.0516659,0.7016367,1.1377869,1.1829333,1.0897429,0.97540575,0.9502713,0.8730271,1.1719722,0.98693687,0.9548763,0.85148495,1.0194815,1.0450262,0.7220334,1.1624284,1.1340833,1.0995308,1.020961,1.0284296,0.9987306,0.9589502,1.1405492,1.0102811,1.0079129,0.9485637,1.0100259,0.9644114,0.6304429,1.042918,0.9653251,1.2053379,0.91662455,0.9773921,1.0831912,1.0748732,1.2438148,0.9671777,0.0,0.84758043,1.0991862,0.93480587,1.125242,0.47045916,1.0516082,0.98990345,0.9891303,0.91840655,0.7529868,1.0909318,0.9293054,0.9703702,0.8899879,1.0103517,1.0074952,1.1404066,1.1348467,0.8140993,1.0202038,1.1633404,1.0624167,1.0494891,0.7974646,0.9281702,1.0690156,0.7376321,1.2688892,0.8804674,0.92947924,0.922231,0.9616935,1.1095998,1.0028753,1.0367948,0.9174134,0.89810663,1.1552374,1.0732201,1.0971571,1.0756149,1.0998626,1.0608003,0.9570626,0.8030483,1.1741809,0.84713215,0.96369445,1.0889796,0.98114455,0.8812078,0.90771246,0.995345,0.9174309,1.0954008,0.996529,1.0969464,1.0925978,1.3186301,0.9980644,1.0327039,1.2764518,1.115637
melon,1.1011927,1.0730056,1.1233517,0.86385703,0.9944488,0.9768891,0.8277947,1.2466078,0.9567225,1.0619158,1.0046477,0.9878447,1.1203365,1.1405846,1.1354625,1.1987611,1.1979423,1.1299148,0.9770935,1.1119806,0.8300265,0.8999762,1.05155,1.1947943,1.2153397,0.5715002,1.0899674,1.0682578,0.91725415,0.9726895,1.2025871,1.0340459,1.060268,0.830032,0.9757431,1.0255961,0.777357,1.0864352,1.0490714,0.9541093,0.9867488,1.1039225,1.0702987,0.9322127,0.9808779,1.1145463,0.85316974,1.054383,1.0081877,0.8309802,1.1903404,1.1385901,1.1637962,0.986064,1.0305425,1.1947569,0.8919427,1.1446451,1.0338339,1.0042909,1.0487251,0.9969048,0.9150164,0.7266412,1.0955421,1.0605395,1.0662763,0.9854672,1.0804925,0.9688052,0.96032417,1.0438089,1.1283708,0.84758043,0.0,0.9251021,0.9933227,1.2076749,0.9918753,1.0561705,0.8688438,1.0159805,1.058677,0.7380343,1.1011639,1.165066,1.1250249,1.0668998,1.1296635,0.9008215,1.0330269,1.0080278,0.39804995,1.0607389,1.100535,1.193061,1.0088549,0.86899567,1.0936784,0.95323,0.87692827,1.010627,1.0105168,1.1423649,0.94281334,1.0650117,1.1387783,1.0586782,1.0447478,1.059648,0.9006343,1.0274284,0.9647717,0.9722631,1.182236,0.8564383,0.9770752,1.0480925,0.841557,1.0391105,0.7488133,1.0475037,1.0433087,1.0212227,0.9860254,0.91995305,1.0583233,0.761196,1.1281261,1.2323707,1.0853361,0.9851497,1.1173899,0.85193753,1.1027755,1.0217675,0.9655447
milk,1.0640106,1.1203563,1.0751495,0.9043991,1.0105561,1.110678,1.1379101,1.127918,0.7907298,0.9493402,1.2672678,0.9127321,0.9842965,1.1087512,1.0481746,1.1786809,1.1815655,1.0835692,0.8388697,0.80853856,1.0840635,1.0656891,0.8225306,1.108541,1.0144992,1.146054,1.2909684,0.8881556,0.95538896,1.0841665,0.9793525,1.1280277,1.0635209,0.95844007,1.0698473,0.9348521,0.9683963,1.2180123,0.8851767,0.97934186,0.84733224,1.1865224,0.91322577,0.76084363,0.8273269,0.9857868,1.2040336,1.0470803,0.9419394,1.185434,1.0370145,1.2436988,1.0532911,0.97541416,1.3043754,1.0801874,0.7914779,1.2577002,0.9415314,1.1451677,1.0584525,0.8915441,1.0401399,0.9374395,1.0673189,1.0866973,1.0024419,0.801559,1.0779203,1.1004125,0.9267248,1.1469285,1.219147,1.0991862,0.9251021,0.0,0.9054062,0.92947954,1.1378678,1.2178539,0.9611199,1.2622317,1.1368767,1.0720916,0.74879694,1.1351286,1.0146488,1.01466,1.0953263,0.9355418,1.0936253,1.1028782,0.9180417,1.190335,1.1239433,1.14382,1.0241666,1.1422856,0.8917233,1.1120324,1.1276973,0.6488345,1.0130217,1.0147052,0.8905518,0.93199664,1.1026713,0.89248234,0.9259954,1.0662984,0.84946674,1.0106626,0.77108717,0.89445347,1.243186,1.0333544,1.0476921,0.9452149,0.894519,0.8608419,0.85798407,1.0311584,0.95915735,0.7728108,1.1347176,1.1874802,1.2776914,0.73913264,1.0635551,0.9255177,0.8745926,0.97584325,0.9636376,0.63175595,1.1668336,0.99055403,1.0040302
mitten,1.010407,0.94623554,1.3073294,0.8432918,1.056546,1.2059671,1.0604327,1.1842297,1.0083047,0.9464798,1.1914988,0.9292726,0.8705206,0.9087541,0.8404147,1.230479,1.1865735,1.3209059,0.90792626,0.9620158,1.0417051,1.1037977,0.9946594,1.2817526,1.1034266,1.2312833,1.1427344,0.95177233,0.9636351,1.1940835,1.2044178,1.1372775,0.99073464,0.96069777,1.1323588,0.9279627,0.94652563,1.3209498,0.97115934,1.2314074,0.800738,1.1022815,0.88035,1.1104825,1.0868344,0.8302238,1.1919017,0.99940693,0.9692796,1.0311944,1.0023327,1.273236,1.1165093,0.18348527,1.2532668,1.0399488,0.9242132,1.3142719,0.04589784,1.171128,1.0749018,0.9728998,1.0573646,0.8038908,1.0097129,0.9313144,0.899245,0.87417495,0.6918922,1.1922008,1.0644338,1.3605449,1.2305789,0.93480587,0.9933227,0.9054062,0.0,0.8359361,1.0622714,1.3385065,1.0167361,1.1427159,1.113676,1.196758,1.0035731,0.9453646,0.83584297,0.92381716,1.0209537,0.94289666,1.1835854,1.1821774,1.0019221,1.0237843,1.2177458,1.2304769,1.117606,1.1014655,0.6842801,1.1668091,0.9525624,1.11812,0.8890599,0.974607,1.0060177,0.79909414,0.9906769,0.82919914,0.07967055,0.8145491,1.1091129,1.1212019,0.9505675,0.90800846,0.8303548,1.218691,0.77020586,0.9832684,1.0464214,1.0179791,0.9896471,0.95094043,0.8907837,0.97194207,1.2012029,1.0338755,1.2701726,0.8067293,1.0350418,0.93877405,1.0682217,1.0721426,0.98226386,0.8499052,1.0661743,1.0902926,0.948775
motorcycle,0.86969346,1.1347342,1.1716821,0.7018615,1.1008652,1.3827736,1.2927552,1.194661,0.76109564,0.5152714,1.2694851,0.6412739,0.679968,0.86187,0.63088506,1.1843388,1.1483682,1.2986232,0.9921471,0.94536644,1.3634565,1.141851,1.0347785,1.2966791,0.68137896,1.3157542,0.903587,0.81675607,0.9832236,1.2383015,1.208518,1.1791955,0.8401334,1.20444,0.97302055,0.5779605,1.1040555,1.3971798,0.63036233,1.3569702,0.9611857,0.99954385,0.86857766,0.9955851,0.88305503,0.6962636,1.3584495,0.814208,0.7180151,1.3269795,0.67375535,1.2489781,1.1958668,1.0841182,1.3449702,1.115662,0.51213944,1.3229177,0.9020318,0.95830655,1.2628407,0.8598357,1.037624,0.99687326,1.1281066,0.8140034,0.44144952,1.0512898,0.57453996,1.2917023,1.0583292,1.2641381,1.2369083,1.125242,1.2076749,0.92947954,0.8359361,0.0,1.3286202,1.3473864,1.2293463,1.417593,1.3270762,1.3602221,0.75836957,0.93365484,0.6624725,0.96504664,0.87293947,0.90001845,1.2880682,1.3064663,1.2366633,0.9678433,1.2576296,1.2587565,1.1162099,1.2465689,0.72851753,1.1438009,1.2210997,1.0330127,0.68003607,0.79000366,0.901242,0.7505375,1.1618593,0.7052059,0.9100241,1.0678239,1.0506694,0.7697383,0.7201972,0.5857761,1.3030629,1.3710583,1.0787973,0.90447164,1.1437085,1.0619454,1.0917411,0.68524235,0.7628393,0.63223845,1.3097638,1.3471597,1.2971818,1.0259775,1.2291056,0.9221425,0.8819642,1.0129052,0.7912541,0.74891156,1.3448108,1.0095239,0.91310143
muffin,0.94329983,0.8214386,1.0806077,1.235442,1.0150943,0.9242822,0.7850212,0.9533491,1.2405998,1.3859286,1.073428,1.2345643,1.147435,0.97571814,1.1772261,0.93276215,1.0256609,1.0655992,1.0116423,1.0780454,0.40812892,1.0985527,1.0087471,1.0013273,1.2375288,0.88799757,1.0298808,1.2006993,1.0021642,1.063159,0.88571537,1.0552481,1.1280407,0.55051625,1.0768515,1.3202047,0.47932255,0.98834133,1.3043213,1.0509245,1.1264269,0.78219193,0.87288827,1.1314714,1.0805187,1.1300603,0.7026878,1.1415906,1.1631032,0.7970648,1.2013303,0.9030831,0.9585084,0.9630221,0.890846,0.7990278,1.2444705,0.9390972,1.0811806,1.076714,0.7133647,1.0193486,0.8463822,0.9846311,0.88925076,1.0267878,1.3150269,0.88318473,1.2676196,1.0289702,0.93054557,1.0707675,0.81768256,0.47045916,0.9918753,1.1378678,1.0622714,1.3286202,0.0,0.9148755,0.9872201,0.7867726,0.7154565,0.6293863,1.1337588,0.9047515,1.1811422,1.0003358,1.1559235,0.9674428,1.0552235,1.061704,0.8116416,0.98524684,0.90199625,0.819041,1.0283477,0.7817811,0.9369741,0.98168945,0.5884178,1.1373338,0.9474159,0.9205229,0.9038216,1.0996008,1.0152695,1.1654458,1.0720816,0.8894584,0.82478136,1.2291783,1.2826844,1.271191,0.9075488,0.94363517,1.0965475,0.86074495,0.77111495,1.130865,0.7571771,0.90480936,1.2134149,1.2050663,0.7850752,0.87030303,0.8695818,1.1493005,1.0128273,0.93103486,1.1549885,1.0723513,1.2122772,1.1370753,0.891276,1.2780744,1.2390063
nail,1.2903161,0.69892055,0.24397552,1.370197,0.5717459,0.5144164,0.8009232,0.77363884,1.3144097,1.3599119,0.6089245,1.4722041,1.315988,1.1285378,1.4295903,0.49030268,0.85725737,0.26709998,1.2523514,1.1473389,0.8653995,0.7927363,0.953792,0.39193082,0.9494676,0.57309663,0.95227134,1.18889,1.2482647,0.6728072,0.7639701,0.86557996,1.2399635,1.0875665,0.9900751,1.3328733,1.2127451,0.3107409,1.443125,0.42117953,1.2961646,0.83836514,1.022424,1.2426074,1.3444552,1.346847,0.3442396,1.156325,1.0859764,0.5762654,1.1050045,0.45642662,0.6393361,1.1100141,0.65236354,0.9361707,1.3659098,0.18463504,1.2548541,1.072846,0.71767807,1.0229871,1.1088995,1.1574206,0.6405255,1.2424717,1.3246193,1.1206557,1.3682768,0.7317759,1.0325476,0.287942,0.54681516,1.0516082,1.0561705,1.2178539,1.3385065,1.3473864,0.9148755,0.0,1.0449591,0.39818156,0.46617436,0.66470736,1.3990602,1.1131818,1.3706396,1.2926513,1.2574439,1.3398035,0.6576648,0.6367152,1.0422766,1.0649513,0.6857847,0.51714945,0.94045544,0.65958583,1.3757067,0.86758125,1.0532132,1.208143,1.284214,1.359204,1.329447,1.3318348,0.9315827,1.3664751,1.2469927,1.1063936,1.2391231,1.2046217,1.4096438,1.4059191,0.30983204,0.5468184,0.95286906,1.2503664,1.1173953,0.9575637,1.1547325,1.0954695,1.3193276,1.551393,0.67722,0.2963637,0.2575062,1.3203018,0.6973667,0.93530345,1.1908275,1.071453,1.134816,1.3375716,0.2677188,1.1172041,1.0898839
napkin,0.93764454,1.1144184,0.9512319,1.1828496,1.026631,0.85337365,0.8301308,0.796355,1.0469314,1.1541219,0.7499113,1.0167749,1.0935105,1.1078638,1.043963,0.996764,0.42325914,0.86587465,0.9619517,0.8710085,0.958624,0.91504246,0.9769287,0.87511617,0.8966259,0.9161985,1.152958,0.8247131,1.109138,0.78025573,0.955784,0.8104975,0.95690286,0.8836101,1.0518578,1.1709577,1.0492953,0.7429087,1.0997763,0.76082283,0.8411731,0.98155475,1.0726899,0.98760635,0.99342346,1.2636172,1.098602,1.1848325,1.2798829,1.0796026,1.1247622,0.80491304,0.88855016,0.8994689,0.7499604,0.9166267,1.2892127,0.93864584,0.92811334,1.0503356,0.9983541,1.3010571,1.0801232,1.1364444,0.8985095,1.136064,1.1724814,0.9266356,1.243063,0.6027554,1.1194357,0.9090169,1.0244113,0.98990345,0.8688438,0.9611199,1.0167361,1.2293463,0.9872201,1.0449591,0.0,0.9681824,1.1479949,1.0091684,1.0121374,1.1189947,1.2688231,1.1008145,0.6461823,1.1212788,0.6714673,0.6724109,1.0166277,0.82117534,0.88263005,0.9686218,0.81980574,1.1951228,0.95303416,0.91547287,1.0179533,0.91380227,1.1332407,1.1436554,1.1677444,1.0926826,0.74321055,1.2643964,0.9426671,0.9936909,0.78532565,1.0767243,1.0247834,1.0051769,0.9076843,0.8522167,0.87821305,1.1961867,0.8483302,1.002979,0.9684443,1.2464911,1.2278523,0.9421189,0.8355933,1.0945224,1.0430205,0.84925115,0.35734785,0.9269871,0.82514316,0.9329871,0.94825834,1.1230314,1.0261605,0.9649632,1.2655101
necklace,1.2319727,0.72109896,0.7198249,1.3348901,0.87977624,0.64389396,0.9208629,0.7166014,1.3702028,1.4861859,0.5213105,1.4257694,1.3050364,1.1332912,1.32868,0.491785,0.86642915,0.53133625,1.2552935,1.1974332,0.895293,0.7883451,0.9169438,0.50513196,1.0689775,0.7153635,0.89259934,1.1396043,1.3234549,0.74950737,0.85824156,0.79989564,1.1453696,1.1196223,0.9192091,1.4431716,1.2254341,0.45929766,1.4628388,0.58632433,1.2639245,0.7730528,0.9749705,1.1521251,1.1914706,1.1753495,0.49281043,1.1103778,1.2125237,0.50162137,1.2566167,0.51925325,0.76019686,0.84400564,0.48577315,0.9095908,1.3847647,0.32056427,1.0631535,1.0256146,0.84968233,1.0309511,1.2715802,1.0065287,0.8066298,1.1180594,1.4117305,1.0333414,1.3266537,0.7350292,0.8773316,0.5707594,0.5699803,0.9891303,1.0159805,1.2622317,1.1427159,1.417593,0.7867726,0.39818156,0.9681824,0.0,0.5021411,0.7657304,1.4312086,0.943617,1.2545402,1.1043236,1.2111237,1.420944,0.69836724,0.69292235,1.0994152,0.87473476,0.69030887,0.5304876,1.1130481,0.6671195,1.14589,0.74557984,0.9177312,1.1512048,1.3031092,1.3858054,1.2881589,1.1194348,0.67267185,1.294477,1.0680987,0.84661704,1.079851,1.2541806,1.4724746,1.4053118,0.41350597,0.65862846,0.8676558,1.1377814,0.87399983,0.7685144,1.1415046,0.9899838,1.2404518,1.5921564,0.7839705,0.3898942,0.4031924,1.2236146,0.73666453,0.96631664,1.3256702,0.97094625,1.1471341,1.3366747,0.31207824,1.1085441,1.114001
nose,1.1893923,0.6999016,0.7387001,1.1889979,0.85386133,0.8018657,0.9709701,0.9643647,1.3327936,1.3629777,0.87519026,1.3094611,1.1820182,1.0340042,1.2954084,0.5949138,1.0681193,0.742661,1.195598,1.1781793,0.8580001,0.8667759,0.9322456,0.6783595,1.1787137,0.79493666,0.92651165,1.151231,1.1830312,0.9059263,0.9234024,0.9827384,1.0726627,1.0004618,0.93514484,1.2895766,1.1005243,0.75510573,1.3020037,0.77871644,1.1932389,0.84220713,0.88232005,1.1658471,1.1814224,1.1250515,0.4973334,1.0716856,0.88711303,0.5074116,1.1569986,0.806674,0.88565,0.91768086,0.82846546,1.0040159,1.2156614,0.5417434,1.1126972,1.0805615,0.9055514,0.7611342,1.1559746,0.8555264,0.88851136,1.1246731,1.3609089,1.0545123,1.2043974,0.9594282,0.8166342,0.7781706,0.57884586,0.91840655,1.058677,1.1368767,1.113676,1.3270762,0.7154565,0.46617436,1.1479949,0.5021411,0.0,0.7098862,1.2016855,1.0281024,1.1754692,0.96092016,1.1987665,1.276433,0.9484282,0.9266331,1.0365511,1.0281793,0.9519017,0.70768976,1.1061813,0.645229,1.1779586,0.9238733,0.81253636,1.148002,1.1711365,1.1637245,1.1925713,1.0584533,1.003984,1.1422533,1.1048524,0.7982092,1.0990088,1.2859462,1.366349,1.3759487,0.64199793,0.8679976,0.99509704,1.1131285,0.9873885,1.0378584,1.0745409,0.90021545,1.1924169,1.4103974,0.8912443,0.38952535,0.50927997,1.1251593,0.9733467,1.0501839,1.2948314,1.0939146,1.1573583,1.1752045,0.5806002,1.0994911,1.0254737
orange,1.154344,0.8612579,0.84204376,1.1573898,0.74589854,0.66091275,0.677967,1.0848075,1.0544711,1.3774955,0.94614613,1.2942506,1.2911185,1.0992701,1.3203548,0.83603895,1.0716674,0.90000963,0.89027417,1.2044024,0.5365546,0.9082546,0.8948346,0.9112839,1.2347919,0.7204566,1.0462025,1.1089959,1.0188403,0.83960605,0.99095094,0.891665,1.1563278,0.653967,0.99157286,1.3134041,0.7890626,0.88522416,1.391476,0.7624747,0.99910694,0.99561924,1.1558104,1.1409626,1.1584183,1.2783208,0.63210225,1.2238092,1.0661294,0.67700565,1.2303035,0.8749659,1.01898,1.0306027,0.8719375,1.0120125,1.105067,0.74294686,1.1738385,1.0182061,0.6223134,1.0073987,0.836881,0.9155989,0.79460025,1.072949,1.233252,0.90172976,1.2295532,0.9922555,1.1037984,0.7702106,0.8315363,0.7529868,0.7380343,1.0720916,1.196758,1.3602221,0.6293863,0.66470736,1.0091684,0.7657304,0.7098862,0.0,1.2005341,1.0915948,1.3018394,1.1124609,1.2434759,1.0487772,0.97598195,0.95532537,0.800454,1.0771627,0.87940663,0.9981874,0.86852616,0.64211893,1.3090701,0.8589668,0.7426135,1.1976812,1.1889741,1.089567,1.0221814,1.1923852,1.1268489,1.2407435,1.1532896,1.0336802,0.97907245,1.2043954,1.1093824,1.288522,0.8760314,0.8127955,0.96333826,1.0778409,0.885911,1.0942261,0.81296587,1.1308575,1.2760868,1.2569442,0.7202628,0.64653414,0.7741245,1.187189,1.0688251,1.1896025,1.1376207,0.98425746,1.2252593,1.2752696,0.8182146,1.051798,1.0935714
