,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nail,1.4739993,0.8568954,0.7018498,1.3102986,0.3446182,0.6801987,1.1197625,1.0793806,1.3604652,1.0804131,1.418622,0.27916503,1.5140308,1.3464696,1.0413451,1.3215334,1.2799411,0.8352729,0.4064129,0.8941134,1.4328609,0.8967003,0.9793905,1.2014049,0.9914525,0.63641846,0.619827,0.471043,1.0509952,1.3079932,0.6062385,1.3507237,1.1638669,0.9561088,1.2332516,1.0358502,0.72198737,1.3315573,1.0613606,0.24079025,1.5014184,0.31986463,1.1793947,1.324661,1.3007205,1.1088508,1.2314451,1.1829922,1.244712,0.6069448,0.502254,0.9589097,0.952072,1.0602134,0.58198833,1.1806628,0.5035264,0.85980475,0.813708,0.44657588,1.1714272,1.2051973,1.4343948,0.27354765,1.1931096,1.2048824,0.44962484,1.0654131,1.1300906,0.42129946,1.1433241,1.4008923,1.2953191,1.2382979,1.3343477,0.7482816,1.4573607,0.5088054,1.3004166,1.0663984,1.2860594,1.3078138,0.8516076,1.2470582,1.0426946,0.0,1.1932971,0.38267237,0.40370142,0.5312834,1.4156433,1.1913265,1.4107124,1.311899,1.068798,1.214069,0.27842355,0.22957146,0.47626352,0.9816462,0.47011,0.9876157,1.0017599,0.99310714,1.234419,0.7252155,0.81030345,1.3583462,1.0810733,0.47374737,1.4078672,0.9087523,1.3367585,1.1922573,0.9145128,1.3910638,1.3656054,1.0927112,1.1034681,1.3311819,1.3941475,1.30978,0.17425245,1.1917222,0.35854346,1.1623638,1.3176403,0.8082974,1.1415598,0.5584533,1.314371,1.3993806,1.3528581,0.4865147,0.47578967,0.45557433,0.5170447,1.2195216,0.6992918,1.4174833,1.2082275,0.91080874,1.3466556,0.09777808,1.1812818
napkin,0.9265431,1.1294134,1.0424678,1.0905915,1.0944057,1.0588583,0.93049324,0.94102794,1.0300176,0.97849256,0.78417486,1.085837,0.9363454,0.9266793,1.007465,0.388911,0.800548,0.7901583,1.0949767,0.88529384,1.002793,0.8693081,1.0719111,0.87078774,0.92943585,1.0451659,0.9722614,1.1721455,1.0172094,0.9673635,1.1256974,1.0584775,0.9942745,0.9977347,0.9481547,0.97936976,1.157388,1.0042559,1.020756,1.0509316,1.0683615,1.0564182,0.99075973,0.9144253,0.9216756,1.0817035,1.0864649,0.88384557,1.0647334,1.2422361,1.1088812,0.93605614,1.016322,1.2620853,1.1962482,1.1683018,1.082624,1.0262756,1.0332932,1.0557048,0.87893516,1.0198421,0.97116846,1.2299646,0.6484519,1.0369328,1.0335582,1.3171093,1.1237035,1.1172271,1.1148821,0.97460675,0.6129535,0.9899428,1.0586449,0.8599721,1.1567605,1.0295255,0.903821,1.0161488,0.852807,0.7057297,0.9677999,1.0201333,0.91701865,1.1932971,0.0,1.1150893,1.146902,1.1589736,1.0078686,0.82567847,1.097592,1.0965382,0.657432,1.0828485,1.0856142,1.1498857,1.046489,1.0317031,0.90637,1.0798311,1.079507,0.7960346,1.0812086,1.0632205,1.0087923,0.6582756,1.0469921,0.98529637,1.077175,1.1990172,1.0429105,0.97257894,0.9099149,1.1624447,0.86049664,1.1124412,0.7625811,1.1256733,0.73181725,1.0508796,1.1388493,0.9036303,0.95794487,0.6799892,0.97835577,0.86060125,1.0357351,1.0329138,1.0685854,1.1451701,0.781863,0.931316,1.2027893,1.086853,1.1191232,0.042354465,1.0587136,0.6282616,1.0816393,0.9529728,1.0654845,1.1686699,0.9102218
necklace,1.3863839,0.82822657,0.9055468,1.4531784,0.5848119,0.731484,1.0423979,0.8393637,1.4973842,1.1613405,1.5534933,0.33522522,1.4065654,1.3955252,0.8303579,1.3576956,1.3601937,0.7217919,0.48410404,0.8047762,1.3597026,0.9538235,0.74054277,1.1142614,0.6619618,0.26564884,0.72632056,0.44680703,0.9537462,1.0923421,0.524108,1.385195,1.2188429,0.8658484,1.068771,1.0035646,0.5088352,1.3042767,1.0960029,0.2687096,1.5029178,0.42455387,1.2334323,1.2937557,1.3910664,1.1227127,1.135671,1.055268,1.1803026,0.57920563,0.7962605,0.8895956,1.0406286,1.1397669,0.6263814,1.2750577,0.38569045,0.78434825,0.7624464,0.4202084,1.0802933,1.2552701,1.4094174,0.4667076,1.156672,1.2092848,0.5677214,1.1768025,1.1792173,0.4822424,1.0167034,1.4302781,1.2119374,1.2347269,1.297158,0.5172928,1.4507354,0.31124294,1.2956212,1.1506153,1.161063,1.3286176,0.7299486,1.3825496,1.0357721,0.38267237,1.1150893,0.0,0.41254175,0.7054533,1.3906032,1.0191478,1.4786553,1.2613614,0.9076798,1.3378077,0.29577398,0.36879563,0.4011221,0.86828107,0.2779883,0.9690393,0.95044035,0.9262215,1.208168,0.9185347,0.99618214,1.2017502,0.8440885,0.50657696,1.3253896,0.973513,1.4033393,1.1855705,0.6429417,1.4607384,1.4135628,0.90431684,0.96486497,1.4357462,1.3656788,1.4791883,0.22621381,1.1114758,0.3976102,1.1373699,1.3214302,0.65499306,1.0593361,0.6080133,1.427175,1.4985085,1.4992335,0.5653517,0.5738363,0.509258,0.4959259,1.1688182,0.78122836,1.3324482,1.2874283,0.8874085,1.0092454,0.36109614,1.0734844
nose,1.3768369,0.6688444,0.8006476,1.3156228,0.55213976,0.7019643,1.0144001,1.0161698,1.3998342,1.1649175,1.4997368,0.62508166,1.4600351,1.3685554,0.876022,1.302216,1.4126804,0.9255542,0.7124543,0.99591976,1.3427222,0.97376347,0.92285216,1.1861181,0.8351201,0.6044874,0.9256793,0.45302296,1.0969684,1.2373924,0.6920171,1.3256813,1.1904111,0.72878444,1.1336424,0.9793914,0.45303714,1.3250892,0.9949125,0.5353292,1.4388881,0.63949573,1.203954,1.2893162,1.2950817,1.0883349,1.168572,1.0785359,1.1982472,0.31111932,0.5047819,1.0014467,0.66192573,0.930391,0.45664227,1.1931465,0.5841226,0.95394653,0.59667695,0.6746973,1.0999911,1.155939,1.3728545,0.39152473,1.1087608,1.171767,0.61596996,0.90383905,0.91950476,0.5564091,1.095454,1.3245195,1.2416918,1.1966053,1.3092744,0.8376433,1.406502,0.556522,1.3404726,0.96185505,1.1715949,1.214123,0.8952693,1.2757728,1.0503846,0.40370142,1.146902,0.41254175,0.0,0.5709741,1.3969133,1.0749816,1.3746288,1.2510468,1.0515501,1.2737871,0.58086777,0.56918603,0.5578804,0.82909024,0.58647525,0.9762785,1.0329281,1.0670799,1.1859912,0.8291778,0.89047015,1.3098637,1.0150144,0.56009775,1.3753363,0.6983295,1.3241236,1.2128695,0.96664256,1.3536584,1.2800994,0.8124534,1.1307826,1.3478546,1.3067417,1.3167471,0.33217704,1.2314441,0.5877381,0.99335027,1.2678692,0.90153146,1.0856302,0.46130562,1.3306527,1.3832632,1.4792635,0.6858462,0.3773393,0.63790303,0.71062005,1.1981988,0.8731926,1.3291781,1.2227048,1.0134246,1.2401161,0.47276402,1.0344652
orange,1.3744981,0.81664896,0.4287718,1.2842665,0.26292956,0.3018577,0.7562875,0.99661195,1.348911,1.1487501,1.4655516,0.7911509,1.4452618,1.3472724,0.9731053,1.2983289,1.211721,0.93685234,0.7189692,0.7808529,1.2067443,0.7647177,0.9811245,0.98966503,1.0025897,0.8806568,0.97648454,0.49469346,1.2326521,1.2705042,0.63833797,1.392341,1.2754799,0.91059715,1.2688314,0.79477084,0.7595109,1.3434396,0.84305525,0.64472485,1.4637156,0.65752184,1.070962,1.1264926,1.2729604,1.009588,1.2342846,1.019334,1.2875906,0.73806113,0.26510018,1.1322482,0.7551086,1.054023,0.6782037,1.2139654,0.65500754,0.9635748,0.8465884,0.796353,0.883533,1.145797,1.333174,0.7101635,1.1426194,1.2909648,0.508616,1.0789764,1.0283787,0.6064913,1.170102,1.2627498,1.2673856,1.0456884,1.3760246,0.9467294,1.3777411,0.75570154,1.3916255,0.7813754,1.1216266,1.2151779,0.9693953,1.2885275,0.8657582,0.5312834,1.1589736,0.7054533,0.5709741,0.0,1.4004645,1.0170556,1.3904046,1.2860317,1.0439403,1.0532598,0.7708329,0.739282,0.7392301,0.7318208,0.7893952,0.87762076,1.0538527,0.9316694,1.1484715,0.47327048,0.49487185,1.2754743,1.0524046,0.60125756,1.4204905,0.9457864,1.0533444,1.2463884,1.0031232,1.3554426,1.1223792,1.0254463,1.0598356,1.3327205,1.2362164,1.1482389,0.5958725,1.2452978,0.57029057,0.99017626,0.9795637,0.9300606,0.987982,0.42432028,1.3372297,1.4113479,1.3502035,0.51762927,0.6511992,0.8559017,0.78260964,1.2518637,0.5810066,1.1773487,1.2423264,1.0327836,1.3722911,0.6754377,1.25633
oven,0.7093953,1.1798313,1.3613911,0.6613159,1.4613545,1.3395332,1.1253299,1.1685748,0.5131103,0.87133914,0.52247417,1.2592537,0.52179927,0.82511,1.1447095,0.77860236,0.75857526,1.1731764,1.3459518,1.0904974,0.7463657,1.2585881,1.0171685,0.91713995,1.1765821,1.1055233,1.1625223,1.397961,0.85051537,0.6749097,1.2554753,0.4601853,0.8692472,0.99737537,0.7822244,1.064601,1.2671913,0.6804643,1.15107,1.4335055,0.5578773,1.345048,1.0459521,0.78742063,0.9007519,1.1354185,0.59150076,0.753075,0.7286525,1.2157251,1.40233,0.9156223,1.1103917,0.9376535,1.2968514,0.83279467,1.4323287,1.2392851,1.2181015,1.3327634,1.1646732,1.0021915,0.62768793,1.3172666,1.1235666,0.7601936,1.427938,0.9460948,1.0007292,1.4164392,1.1071627,0.6270477,0.8879708,0.8840289,0.67902565,1.212854,0.5725615,1.3101577,0.6992979,1.0012438,0.8309279,0.99630123,1.2284304,0.8154334,1.160103,1.4156433,1.0078686,1.3906032,1.3969133,1.4004645,0.0,1.030002,0.70943606,0.74343026,0.9926617,0.823185,1.3651681,1.3862255,1.2102988,1.0765948,1.3354582,1.0734311,1.0774198,0.9604638,1.0528626,1.3456019,1.2964956,0.87788266,0.9481247,1.369219,0.18798459,1.1058136,0.78003895,0.88448155,1.168688,0.6806761,0.9215754,0.9750785,1.0270456,0.5313914,0.48113996,0.7677124,1.4437177,0.8889721,1.441964,1.0324634,0.8109678,1.220764,1.0740461,1.3634654,0.8586754,0.6130954,0.58100903,1.3151188,1.3766363,1.2457019,1.405963,0.9614698,1.3799137,0.7543919,0.83483243,1.1206301,0.77100617,1.3712597,0.6970599
owl,0.75756586,0.967051,0.9992029,1.0387511,1.1254936,1.0327462,0.9658745,0.86552507,0.9953051,0.73257667,1.0205821,1.1591434,1.0530559,0.7736213,0.8399529,0.9336166,0.9766529,0.9800429,1.2303236,0.97249204,0.9582855,0.9300542,1.2013491,0.99245507,0.7913878,1.0542945,1.2037245,0.96774006,0.77742875,1.0805904,0.9378404,1.1975873,0.99554926,1.0993788,0.8619481,0.92616034,0.9094026,1.0171953,0.88938874,1.1364498,1.0077533,1.2005929,0.95715714,0.9809749,0.9566836,1.0516492,1.1467031,1.066683,0.97029155,1.018718,1.0893103,0.728446,1.0011115,1.1283808,1.025703,0.8919708,1.0292552,1.1741724,0.9658917,1.1069993,0.915135,0.9935337,1.0067976,1.1002775,0.8405922,0.8721144,1.0765884,1.1927593,0.9424933,1.0793732,0.82310975,0.96917176,0.9152664,1.0362929,0.94127965,1.1252484,1.1494168,1.1635549,0.93623227,1.010485,1.0639944,0.85054827,0.9192799,0.9957919,0.9331258,1.1913265,0.82567847,1.0191478,1.0749816,1.0170556,1.030002,0.0,0.8984349,0.97952926,1.0257137,1.0082603,1.1707126,1.1751165,1.1829164,0.9286836,0.9156708,0.8336917,1.1791711,0.96362066,0.90987295,1.0237097,0.9812308,0.9740494,0.90303624,1.0521303,1.1426575,1.0765395,0.93046796,1.0404749,1.0593224,0.9337175,0.8852803,0.86844695,1.0558184,1.1712482,1.0447588,1.0294727,1.0276531,0.9115108,1.1038854,0.90984714,0.87819046,1.0875474,1.1607543,0.9355687,0.9808056,1.009356,1.1355714,1.0048218,1.0476922,0.9701136,1.1475313,0.8039528,1.0264496,0.9145383,1.1610285,1.1531106,1.1804205,1.1783473,1.1449467
pajamas,0.66139376,0.9985102,1.2569724,0.52240247,1.4624145,1.2959119,1.1454864,1.1787362,0.5322368,0.7994077,0.45235205,1.3749146,0.661218,0.34324497,1.0881219,0.6664881,0.79695624,1.346845,1.4704945,1.4063402,0.80341524,1.2952018,1.173552,1.1286778,1.0702877,1.3880002,1.2978952,1.3555162,0.8393351,0.840195,1.4191778,0.6411309,0.7309805,1.0293778,0.77449536,1.1793675,1.2518487,0.6001084,1.1042464,1.5266224,0.46032655,1.5039761,0.90871376,1.0025218,0.74563277,0.889047,0.84396803,1.206754,0.5170688,1.1574514,1.3080189,0.85929817,1.1451576,0.77175075,1.2203516,0.70261896,1.4781874,1.2799914,1.121478,1.4584309,1.1067426,0.7861561,0.7356462,1.3373103,0.9910427,0.7361616,1.4142756,0.69946516,0.8108695,1.3728232,1.0174861,0.7242773,0.86602235,0.97684646,0.45476246,1.5009615,0.56924397,1.5603688,0.691646,0.99938047,1.020151,0.8237926,1.1476988,0.7055993,1.1361423,1.4107124,1.097592,1.4786553,1.3746288,1.3904046,0.70943606,0.8984349,0.0,0.45487344,1.2246249,0.8574689,1.5383132,1.4532511,1.3772051,1.1767997,1.3810439,1.106272,1.1075238,1.2504798,0.9298965,1.2432127,1.1940767,0.9265679,1.1378679,1.4475025,0.7304293,1.0020926,0.88370514,0.6658502,1.342622,0.07952726,0.685277,0.7812005,1.3333654,0.6105565,0.979307,0.50822395,1.4993176,0.8873764,1.5456789,0.8952192,0.9569086,1.5040438,1.1933542,1.3833513,0.6208131,0.2893967,0.56980014,1.4696971,1.2573197,1.2836845,1.3352454,0.98749775,1.2749332,0.994143,0.8114332,1.2447581,0.91221786,1.4436544,0.92555004
pants,0.6528902,0.6589786,1.2948062,0.50651604,1.4372607,1.2518085,1.1197113,1.2487652,0.76289713,0.8154983,0.6458619,1.32467,0.59425455,0.6060498,0.85106957,0.7687742,0.96508396,1.3615735,1.4468222,1.4145555,0.97001463,1.3021468,1.0585828,1.1704348,0.7068731,1.1072955,1.3208935,1.0184674,0.7332964,0.62751156,1.4463634,0.80281055,0.7841244,0.7226971,0.8336636,1.2371885,0.9773273,0.44251513,1.0058748,1.3941256,0.6861894,1.4303882,0.88404775,1.1735963,0.78991836,1.1931784,0.82243836,1.26772,0.5137217,0.94671243,1.1876007,0.61341023,1.1030022,0.75280845,0.9795101,0.8652957,1.2982602,1.3352525,0.6981448,1.3733952,1.1668848,1.0030769,0.7531217,1.1592185,0.9957167,0.7178349,1.3522544,0.656945,0.7838436,1.2224112,0.96041775,0.8783303,0.8359077,1.1497647,0.10046971,1.3642186,0.49750072,1.4345742,0.84187084,1.0949371,1.1042638,0.940654,1.1404332,0.93782663,1.1731595,1.311899,1.0965382,1.2613614,1.2510468,1.2860317,0.74343026,0.97952926,0.45487344,0.0,1.1866122,1.0119457,1.4311745,1.4305587,1.3726648,0.9386027,1.1202296,1.0878205,1.1878723,1.3214482,0.93153477,1.2030439,1.2635181,0.9310703,1.1164412,1.2932069,0.74005884,0.7962102,1.0823051,0.62780553,1.3832386,0.36189067,0.63943356,0.43463945,1.4338529,0.7654675,1.0471977,0.8273054,1.25135,0.88392705,1.3928282,0.75152224,1.0743737,1.475275,1.278044,1.2436361,0.8773663,0.3445074,0.6631726,1.4711838,0.9607095,1.2338519,1.2511617,1.0181471,1.4201099,1.204186,0.9937726,1.2839395,0.8097562,1.3506887,1.0239968
paper,1.0960186,1.0715607,1.1146365,1.0878675,0.99856853,0.97117335,0.967713,0.73251724,1.1352093,1.1940503,1.0616465,0.9198448,0.858783,1.1344509,0.9874308,0.90514183,0.86131966,0.3630092,0.90445685,0.82470745,0.730659,1.0735577,0.7158109,0.7985929,0.9676142,0.7372454,0.9589765,1.0035797,1.1579643,0.92131454,0.8720759,1.0752839,1.1278356,1.026268,0.77921724,0.88316953,0.9499674,1.0632381,1.138443,0.7752045,1.0756589,0.8096693,1.0906372,0.95469666,1.1742275,1.0767566,1.0186199,0.66160375,1.1436498,1.1474028,1.1158721,1.1460583,1.1037644,1.243828,1.0219665,1.0978111,0.9657865,0.94054544,1.0331076,0.88232744,0.9320709,1.1195415,1.0187438,1.1012244,0.9970585,1.086366,0.76354253,1.3038011,1.132309,1.0906878,1.160425,1.1128209,0.9430814,0.94354403,1.161677,0.6478717,1.104336,0.7308836,1.0427648,1.0568308,0.6181121,1.0553217,0.9019137,1.1673895,1.1297487,1.068798,0.657432,0.9076798,1.0515501,1.0439403,0.9926617,1.0257137,1.2246249,1.1866122,0.0,1.0763394,0.788064,0.87948436,0.92433107,0.9844246,0.7675088,1.0193392,1.0074543,0.76269805,1.1240311,1.146028,1.1242298,0.8309052,0.7362999,0.97904354,0.9633408,1.1595911,1.1029602,1.0496657,0.798611,1.2542729,1.0282564,1.1766641,0.8173045,1.124759,0.7770533,1.2153481,0.9544802,0.99678636,0.76714325,0.90056634,1.0689635,0.82650244,1.0684521,0.86718917,1.155458,1.2383704,1.0033712,0.78077227,1.0991331,0.9937978,0.8800643,0.73788154,0.91697764,0.73891634,1.0886334,0.9168086,0.91216266,1.0724455,0.72743684
pastry,0.92661643,1.1971269,1.033388,0.8380749,1.105496,1.0135506,0.9874204,1.1672791,0.8186536,1.0150018,0.80151576,1.1655053,0.955272,0.8550919,1.1428835,0.8876898,0.82143617,1.1831108,1.198536,0.9671989,0.93370056,1.028998,1.110359,0.9544905,1.3358603,1.3886144,1.0867783,1.3349816,1.1118616,1.0762651,1.1349431,0.8894305,0.9282037,1.1851277,1.0199798,0.8291064,1.2734512,1.0047162,1.0040354,1.2844217,0.91018814,1.2386292,0.97033864,0.80280554,0.920329,0.9868018,1.0685406,1.0115856,0.9003106,1.2415565,1.0557419,1.1177822,1.0219975,0.9460884,1.2053013,0.9358467,1.247959,1.1126059,1.2701557,1.1983694,1.0209271,0.8921995,0.78277177,1.2542421,1.0333526,1.0400286,1.1627936,0.96716803,1.0069305,1.2974837,1.0197825,0.7807605,1.1192199,0.7519772,0.97630626,1.2081947,0.90933114,1.3600595,0.8774419,1.0232952,0.9513757,0.9352328,1.0728031,0.7974356,0.97746277,1.214069,1.0828485,1.3378077,1.2737871,1.0532598,0.823185,1.0082603,0.8574689,1.0119457,1.0763394,0.0,1.264452,1.1943922,1.1997188,0.9687889,1.3930829,0.9245168,1.0604519,0.8033533,0.950896,1.0075703,0.99194986,0.95151126,1.0313609,1.3422601,0.8865424,1.1776472,0.483046,0.8981671,1.1281888,0.87134194,0.8902191,1.1485349,0.93662405,0.88792175,0.8318894,0.7590682,1.3356438,0.9542781,1.3003399,1.1253468,0.60808045,1.1051897,1.0116166,1.1312078,0.81580156,0.79828846,0.7206273,1.1559073,1.2908983,1.2958243,1.259162,1.0692345,1.1569678,0.7429253,0.7967179,1.0859646,1.1145465,1.2134459,1.0503294
pen,1.3637098,0.9768164,0.8532839,1.3925481,0.5281196,0.8120859,1.0392795,0.9108832,1.4502013,1.1369201,1.5231271,0.27414805,1.371167,1.4498575,0.8882466,1.3622625,1.2405144,0.570635,0.38121164,0.7125765,1.3607585,0.888432,0.71535766,1.1635567,0.88847584,0.49396074,0.5183817,0.5128906,1.0737426,1.2185223,0.52264357,1.422451,1.1555065,1.0148069,1.0519003,0.98717195,0.72012174,1.4028563,1.0605245,0.08949345,1.528785,0.3058678,1.1786094,1.2308826,1.3779314,1.1145444,1.2352451,0.92315173,1.3176461,0.8308807,0.8144094,0.9910263,1.0046495,1.2843581,0.6704116,1.2032276,0.43546075,0.76408005,0.9256027,0.23595524,1.0223354,1.267285,1.4207485,0.44077253,1.1828225,1.223819,0.4426288,1.2969213,1.1704483,0.5194222,1.0386102,1.3826221,1.2744493,1.2428763,1.3870114,0.2675135,1.4789398,0.27699625,1.3635613,1.1455241,1.1836886,1.3493931,0.8215387,1.3030822,1.0531931,0.27842355,1.0856142,0.29577398,0.58086777,0.7708329,1.3651681,1.1707126,1.5383132,1.4311745,0.788064,1.264452,0.0,0.0862723,0.53272367,0.96581495,0.42667484,0.87580884,0.9364554,0.7936325,1.1797465,0.8632405,0.9523689,1.2339597,0.883738,0.57449645,1.3197976,1.021674,1.3244889,1.2743688,0.53262544,1.5384568,1.4980698,1.2214322,0.75992775,1.4072245,1.231899,1.5102253,0.24920607,1.1246835,0.29644406,1.1983532,1.2891762,0.4139043,1.0009775,0.72495013,1.3574421,1.5377069,1.4485452,0.47043854,0.665864,0.4706843,0.34211755,1.135427,0.7151179,1.2333897,1.2369475,0.7947954,1.0267472,0.22213733,1.0569644
pencil,1.3204168,0.9902872,0.8753802,1.2727023,0.5406761,0.8064606,1.0597628,0.9668437,1.3306755,1.1372138,1.4750673,0.24591827,1.3953992,1.3848946,0.99903387,1.3620186,1.2313102,0.68971276,0.40556592,0.81105095,1.3292696,0.9210861,0.7707758,1.211078,1.0182143,0.5978264,0.5764639,0.5452412,1.0719974,1.2811759,0.5736958,1.3760816,1.090122,1.0597336,1.0633898,1.006542,0.770072,1.3948276,1.0764933,0.13707626,1.4815891,0.35882366,1.1944814,1.2117482,1.354505,1.0720506,1.2129006,0.983088,1.2622355,0.8272804,0.7754785,1.0414073,1.0315151,1.2148482,0.64167404,1.1271996,0.52874124,0.8047236,0.9793774,0.34135842,1.0380828,1.1801741,1.3963814,0.44232333,1.2112589,1.2192583,0.46316922,1.2201347,1.0448644,0.58062637,1.066849,1.2828631,1.2683191,1.2191875,1.3939644,0.45163184,1.4509188,0.38393247,1.322963,1.0877572,1.1535174,1.3270917,0.86883676,1.2382766,1.0580199,0.22957146,1.1498857,0.36879563,0.56918603,0.739282,1.3862255,1.1751165,1.4532511,1.4305587,0.87948436,1.1943922,0.0862723,0.0,0.5139986,1.0309451,0.5307493,0.9408483,0.9545884,0.86528265,1.1892977,0.89703965,0.9672429,1.227848,0.9506622,0.6365926,1.330409,1.0150003,1.2846918,1.2394044,0.6360785,1.4530878,1.4769322,1.2234726,0.84726644,1.3269837,1.2404445,1.3991909,0.3019601,1.1433138,0.39796036,1.1581026,1.2717755,0.5559013,0.9776538,0.7549602,1.3121593,1.4383525,1.4104203,0.525956,0.6633682,0.49622494,0.3710705,1.1837016,0.7145188,1.2513833,1.1925358,0.85496575,1.0880059,0.1887604,1.0659844
penguin,1.4147606,1.1760916,0.8394967,1.3598046,0.5004835,0.7413111,1.1411071,0.9427763,1.3044959,1.187507,1.340142,0.41660905,1.3648515,1.4432764,1.1638911,1.2268665,1.2504478,0.8358088,0.42920136,0.8131294,1.2153475,0.8881322,0.8262814,0.9698501,1.0715599,0.444059,0.66162914,0.89836025,1.078457,1.0955966,0.5653337,1.1296029,1.1550176,1.0160985,1.1970778,0.9078788,0.9079703,1.2928646,1.1896405,0.50926524,1.3438176,0.45223892,1.2511508,1.0900288,1.2861817,0.9668738,1.0119853,0.92760175,1.1596307,0.9149205,0.8232472,1.1488457,1.0297655,1.1253483,0.9351391,1.177724,0.6889485,0.70007604,1.1556518,0.6822829,1.1537358,1.1163819,1.3269823,0.7468173,1.1711166,1.2147896,0.69321966,1.1868482,1.2748188,0.6549586,1.0988705,1.2632202,1.0159639,1.0197517,1.389639,0.74892664,1.363432,0.43322694,1.1954343,1.0648795,0.9951133,1.2389798,0.78209925,1.184561,0.94519895,0.47626352,1.046489,0.4011221,0.5578804,0.7392301,1.2102988,1.1829164,1.3772051,1.3726648,0.92433107,1.1997188,0.53272367,0.5139986,0.0,1.1174064,0.57453775,1.1928995,0.8192586,0.9606673,1.1776978,0.90020466,0.8767656,1.1741128,0.9385204,0.5703584,1.1609035,1.1514062,1.222962,1.1992843,0.74281454,1.3842195,1.3621346,1.2130587,0.90487224,1.2402381,1.1609057,1.277331,0.568087,1.1337655,0.5585927,1.1708272,1.2058178,0.79879504,0.9794468,0.7619043,1.2659948,1.3944986,1.2950088,0.55190873,0.87464464,0.654097,0.83471024,1.0982811,0.74620306,1.1713083,1.0903716,0.80906385,1.0631505,0.46696126,0.93034106
pickle,0.88728034,0.63095796,1.0294476,1.0231045,0.94694793,0.8463291,0.38774955,1.0699699,1.172581,1.0363004,1.2691567,1.0412133,1.0833219,1.1157557,0.7885499,1.1618936,1.1856316,1.0056665,1.1964849,0.8382011,1.1741099,0.97609377,0.94793385,0.97227824,0.7693168,0.969259,1.2444078,0.61582744,1.0004241,1.097238,1.0086061,1.2918923,1.1861011,0.69669104,0.90858686,0.90257704,0.48783863,1.0857481,0.68870723,0.9143305,1.2347733,1.0296147,0.9747149,0.91150916,1.0343965,1.2650263,1.1741225,1.0874509,1.1394885,0.702348,0.7510097,0.8973905,0.9336543,1.0123842,0.69487524,1.1501219,0.7200174,1.2277238,0.6472915,1.0340316,0.7787775,1.1088473,1.0325621,0.8898047,1.008712,1.0492371,0.7655382,0.9532999,0.8841957,1.023461,1.0300441,1.1704576,1.1875902,0.9334045,0.9784781,0.9753254,1.1424414,0.94893545,1.2510656,0.8490793,1.0489805,1.0835667,1.1522241,1.2766113,1.0022523,0.9816462,1.0317031,0.86828107,0.82909024,0.7318208,1.0765948,0.9286836,1.1767997,0.9386027,0.9844246,0.9687889,0.96581495,1.0309451,1.1174064,0.0,0.8677785,0.56082684,1.1885511,0.75837445,1.0100083,0.9964874,1.0936359,1.1552415,1.0958016,0.9223114,1.1423194,0.7443516,0.8119472,1.1172473,1.201309,1.1335993,0.88960904,0.781509,1.1199926,1.199066,0.9324004,1.1757368,0.7605449,1.1278557,0.86052537,0.90702766,0.6232387,1.0295539,1.2394876,0.74935126,1.2470134,1.1431562,1.1514976,0.9609976,0.73825,0.9581798,0.86075056,1.0746913,1.0439861,0.9986939,1.1949054,1.2774729,1.1635704,1.08308,1.1182809
