,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ladder,1.0502137,1.1113378,1.2720584,0.9257144,1.0368724,1.2406154,1.2150252,1.1784419,0.81763494,0.864603,1.1880411,0.8653463,1.0568976,0.6987747,1.2193035,0.96624047,1.0700712,1.0888636,1.0558838,0.97412825,1.2664227,0.752948,1.2167029,0.84335667,0.9693,1.1903033,0.7222021,0.99996245,1.1254275,1.1164268,0.5169022,1.0461625,0.6094838,1.0007956,1.0973089,0.85644317,1.2084355,0.97043097,0.8491246,1.1035342,1.0337316,0.6377068,1.072297,1.1516973,1.003753,1.0310322,0.3977059,0.85685,1.0709368,1.1162151,1.1930683,1.1426272,1.1091102,1.0968871,1.224514,0.8376559,0.95194674,0.9836872,1.2271795,0.90643704,1.1446651,1.1194855,1.1310837,1.2817212,1.0159203,1.0255437,1.0336447,1.0113575,1.048554,0.809206,1.1217241,0.85210705,0.9614407,0.6840744,0.0,0.8916755,1.0953677,1.2693264,0.8736818,1.1334627,0.9902333,1.1726506,1.1235601,1.2049632,0.9996428,0.9870387,1.2034013,1.3016517,0.8323233,1.0598534,0.9832787,0.78379816,0.94320744,0.9989746,0.8335766,1.0635644,1.1507419,1.0412028,0.94131166,1.1249341,0.8408054,1.1589694,1.0448091,1.1840113,1.2385483,0.869204,0.94808704,0.4755808,1.0821359,0.9247863,1.0806879,1.1745998,1.0823623,0.6820542,1.0717998,0.9946658,0.9878548,0.68721044,0.6516938,0.9737695,1.0074079,1.1020331,0.7669245,1.2113578,1.0265386,1.0342288,0.8315419,0.7816119,1.0887008,0.6284375,0.9360741,0.7442703,1.2398729,1.1337574,1.0748787,0.8077099,1.0804209,1.1138648,1.0815598,1.0939693,0.9798309,0.40100265,1.061269,0.8006547
lamp,1.531009,0.91438377,0.3183301,1.2318234,1.5292562,0.42189634,0.67419314,1.0761514,0.5793172,1.4604044,1.1909304,1.4827859,0.3195302,1.529897,1.5917454,0.5520358,1.4835265,1.3122692,0.95714456,0.14046615,0.88980865,1.2279143,0.8863505,0.30317676,0.9937757,0.78561926,0.29628515,0.72940385,1.0051538,1.1432941,1.1058015,0.42258382,1.2504387,1.2989683,0.91381395,1.193856,0.94623387,0.7081809,1.4735999,1.1615078,0.17940271,1.4270605,0.39297855,1.276865,1.4188335,1.1133122,0.85824907,0.9908258,1.183698,1.0978482,0.66781723,1.3771042,1.280152,0.8212754,0.57312644,0.821778,1.1067975,0.9595719,1.0595659,1.4545984,0.6211611,1.0161813,1.2094615,1.0765767,1.2735654,1.1181136,1.4460511,0.38514596,0.945319,0.843763,1.4885728,0.91507214,1.5320148,1.0826141,0.8916755,0.0,1.3282799,0.993827,1.1903629,1.566278,1.2036602,1.0996375,1.1046892,0.29112065,0.7777601,0.88460135,0.680829,0.57801354,1.1134936,1.210463,1.5214479,1.362752,1.0621115,0.23687601,0.5244994,1.1509802,0.9350543,1.1497813,0.9298176,1.1275288,0.5384264,1.2362603,0.78742844,0.77912295,0.78138566,1.3640516,0.6005744,0.71682554,1.1487964,0.69353795,1.0855143,1.3299806,1.4651061,1.386972,1.5426831,1.2573385,0.8183203,0.7969597,1.1570945,1.4320434,1.4292147,0.27785397,1.2177385,0.24014378,0.9185066,0.5905075,0.9767371,1.0547012,1.0585159,1.2233187,1.5288922,1.4186912,0.5267087,0.67304575,0.6246873,1.2041705,0.7523956,0.42585182,1.4609417,0.8564301,1.0367866,0.49078906,0.5095051,1.1476939
meat,0.6155242,1.1025944,1.2664696,0.95266944,0.7299379,1.2189821,1.2044963,1.0584213,1.2104495,0.77667445,0.7044304,0.68646467,1.3222696,0.72818846,0.67597306,1.2562447,0.5455011,0.9062503,1.0698186,1.2499824,1.1944352,0.9237547,0.9765445,1.2842773,1.1105602,1.1529653,1.3254883,1.2489052,0.91968393,0.8356846,1.0124545,1.2606025,0.816712,0.7366197,1.1119288,0.88331914,1.0018994,1.0450622,0.689124,0.8752217,1.3355058,0.78888035,1.3414071,1.0979129,0.6377128,0.89500743,1.1098919,1.2191651,0.7621484,1.0792925,1.2217813,0.7032821,0.83596885,1.2087599,1.1559511,0.9084301,1.0611978,1.2204534,1.1132776,0.8556024,1.2868484,1.129256,0.8359598,1.1344819,0.81036735,0.9769321,0.92886066,1.3028646,0.9587927,1.1540086,0.6451866,1.0814333,0.71818197,1.0827192,1.0953677,1.3282799,0.0,1.1051943,0.94105625,0.6957812,0.9489691,1.0970932,0.84902966,1.2395551,1.0757287,1.0756353,1.1552576,1.1694369,0.98351765,0.85515475,0.7025246,0.80986476,0.94977236,1.3988484,1.3328024,0.99663585,1.1171174,0.8593613,1.0019609,0.86128485,1.2680578,0.8744586,1.2049373,1.212297,1.0374471,0.80180305,1.3184757,1.158347,0.8694762,1.0693611,0.90139526,0.8411116,0.6191982,0.9066528,0.67702526,1.0211323,1.1129668,1.2609518,0.8337997,0.8445127,0.8316077,1.3375651,0.84822845,1.2518513,1.1258943,1.2324042,1.2330741,1.1824162,0.9426743,0.97827834,0.64309317,0.7703061,1.2602384,1.2134882,1.2161577,1.006162,1.0100749,1.2669168,0.7503155,1.1100326,1.030867,1.2564428,1.3970348,0.9296397
melon,1.2295177,0.8129904,0.7086317,0.95615745,1.1759653,0.75586015,0.67589504,0.66477895,0.90740925,1.0876708,1.0930294,1.2474341,0.95111626,1.2712672,1.0476942,0.9290283,1.2357433,1.1463165,0.8843624,1.0047644,0.59709287,0.9839401,0.8767523,1.0416962,0.8208325,0.6832526,1.0121801,0.9216019,1.0761188,1.1894532,1.2439117,0.90959424,1.2033741,1.2892874,0.9080727,1.0209769,0.71638083,0.7953254,1.3324529,0.88034683,0.9166925,1.187317,0.75389814,0.86294097,1.2448311,0.98919284,1.179379,0.8470522,1.008164,1.2055054,0.7106662,1.13727,1.1716746,1.1974307,0.98772025,0.97007614,1.21368,0.8023981,0.8724258,1.1771765,1.1974475,1.0228326,1.0061903,0.67110574,1.2798259,0.8839644,1.1898301,1.0466753,1.0172509,0.9274816,1.2326419,0.8158504,1.3182906,0.9949881,1.2693264,0.993827,1.1051943,0.0,1.1033137,1.1017237,1.1178466,1.0370005,0.853452,1.0661547,0.86927176,1.1885558,1.2286074,0.68494487,0.9708369,1.124454,1.2521994,1.3087263,1.0115812,0.9536984,0.9729271,1.0703337,0.7802277,1.1940069,1.086159,0.9619361,1.138187,0.68478173,0.8852389,1.0435077,0.5819035,1.1178094,0.95518374,1.002233,1.0577688,1.2117058,0.8005581,0.78812057,1.1979499,1.0597341,1.2905123,1.064785,1.1521802,0.89719063,1.2201009,0.9417784,1.1234195,1.0387629,1.1770923,0.76777196,0.94623214,0.9773777,0.737049,0.8658812,0.8269662,1.105626,1.3139076,1.1553655,0.5920003,1.2228289,1.1863556,0.94151175,0.93423915,0.72708833,0.7957196,0.90047795,0.96621114,1.1474202,0.9474295,1.1103891
milk,0.9353281,1.0931472,1.2562399,0.8066625,0.94608897,1.1555954,1.1721267,1.1140475,0.9602532,0.7761536,1.0886837,0.92039007,1.2382032,0.93566465,0.9001372,1.0928532,0.98487926,0.9811633,0.9621739,1.1271558,0.9623971,0.7198792,1.2535937,1.1393989,0.29845583,1.1181397,1.1235946,1.0440514,1.1388118,1.1039048,0.849059,1.1102203,0.716568,0.9218499,0.90939033,1.0273076,1.1060197,1.2060056,0.9092349,1.0221671,1.3199656,0.7311633,0.94547296,0.97982997,1.0200639,0.96340066,0.806993,0.9608017,1.009537,1.1133758,1.0669433,1.0264775,0.917007,1.2119151,1.2947284,1.0337534,1.1257964,1.0893208,1.0569676,0.90613,1.1656753,1.1544061,1.0072796,1.0720425,0.900607,1.032571,0.978907,1.2024486,1.0522671,1.1132672,0.9347365,0.78129685,0.99550647,1.009047,0.8736818,1.1903629,0.94105625,1.1033137,0.0,0.99655515,0.89199466,1.0829794,1.0294435,1.2618275,0.9993449,1.1718386,1.2282094,1.2344152,0.8267853,1.0097287,0.9272109,0.95266104,0.87598085,1.2724953,1.2774264,0.9633062,1.1469048,1.0293789,1.0808705,1.0759279,1.1339436,0.8672214,1.0573289,1.1677297,1.1220875,0.85943806,0.9992567,0.8584621,0.99356765,1.1609546,1.0573974,0.8423054,0.86703205,0.8843951,0.901122,0.9899142,1.0765141,1.0166795,0.82605714,0.76391995,0.89329183,1.3041607,1.0119928,1.1907824,1.1783736,1.1558232,0.94057804,0.96140414,0.9231212,0.9090761,0.9027239,0.8401107,1.1026926,1.2350631,1.2260926,0.98098,1.1177192,1.0643318,0.7614075,1.0426346,1.000248,1.0304592,1.2169774,0.8883903
mitten,0.57164794,1.045024,1.355673,0.90323764,0.50810194,1.3735807,1.1710917,0.8455439,1.3439789,1.0122055,0.86503303,0.82696474,1.5158249,0.70003974,0.5129662,1.1901692,0.64003396,0.90858424,1.1144489,1.4965749,1.2370027,1.0244311,0.9340477,1.5030756,1.1623656,1.141935,1.5075188,1.3848889,0.66246134,0.9147751,0.96625066,1.5015986,0.93240833,0.8426144,1.233362,0.910907,1.0141679,1.233392,0.6884091,0.7078502,1.5090953,0.8704775,1.4225295,0.8970396,0.5484665,0.8627124,1.2052696,1.3060893,0.8554834,0.7391391,1.3139575,0.7823386,0.8538961,0.9282649,1.1436578,1.0538101,0.6935961,1.0165348,0.81012136,0.65015936,1.199197,0.52474034,0.94198835,0.8304881,0.80660146,0.89614975,0.44565225,1.2503742,1.1535429,1.1293381,0.67079794,1.285063,0.4428305,0.9611934,1.1334627,1.566278,0.6957812,1.1017237,0.99655515,0.0,0.9398736,0.9213124,0.7774282,1.336042,1.0804669,0.9427089,1.060907,1.1889032,0.9875759,0.7922509,0.5190116,0.5657543,0.96079886,1.4945982,1.2107642,0.7489844,0.8945496,0.9489368,0.92595017,0.8690839,1.2085142,1.0864056,1.0995747,1.0171322,1.1907037,0.65120494,1.2961324,1.3751473,0.97773075,0.97012687,0.8603827,0.9990586,0.3833933,0.7777637,0.58816254,0.6076174,1.0668905,1.2245893,1.0373292,1.0278474,0.8899804,1.3863881,1.0778024,1.4533191,0.8680471,1.3415327,1.1447531,1.068079,0.8035178,0.74728143,0.6112873,0.9099176,1.3916347,0.99273324,1.0327774,0.7679502,1.0131016,1.3463902,0.9508637,1.2375892,1.074913,1.2871689,1.3186485,1.1717391
motorcycle,0.83371305,1.2492379,1.2034596,0.8522601,0.7877664,1.1436074,1.178285,1.2371762,1.024513,0.79028445,0.9143553,0.7730623,1.236838,0.86157095,0.7758429,0.9593205,0.92018837,0.6897887,0.93713295,1.1564091,1.1347828,0.8318683,1.2916936,1.2386379,0.99461925,1.0320036,1.2707958,0.94437814,1.2113035,0.8225642,1.0615449,1.1296341,0.7890453,0.80903214,1.065676,0.78872037,1.2729048,1.2391307,0.9013299,1.1464739,1.225393,0.6798665,1.163734,0.98417854,0.79281896,0.7366514,1.0844553,1.0524206,0.8553921,1.0991292,1.2260927,0.82756585,0.7881611,1.2930937,1.1378853,0.83503306,1.1791786,1.1103153,0.7660812,0.81238633,1.1723145,1.2142644,0.8694232,1.0671035,0.8590554,1.0799235,0.9919424,1.2047834,0.80227345,1.0405767,0.7701167,1.0211663,0.9326625,1.0172018,0.9902333,1.2036602,0.9489691,1.1178466,0.89199466,0.9398736,0.0,1.1092005,1.1399124,1.2436506,1.3441994,1.3095098,1.1904087,1.2187495,1.0234475,0.8745682,0.7870153,0.9799669,1.0593431,1.2209,1.2453843,1.0162457,1.3289572,0.98561084,1.3090193,0.86397713,0.9891725,0.9482529,1.0300264,1.2919762,1.1171811,0.86490595,1.0696685,1.1115208,0.8741351,1.0424954,1.1225681,0.8951466,0.9409084,0.77088183,0.78045195,0.9362276,1.210388,1.119403,0.95693207,0.8736576,0.7299712,1.267555,0.8056756,1.2610993,1.2515256,1.1320621,1.0509461,0.80147743,0.8046749,0.6326514,0.77588034,0.8110804,1.209511,1.3366537,1.283592,0.91750944,1.3191643,0.95611495,0.84140915,1.1053253,0.93329895,0.96813387,1.2410036,0.8721698
mouth,1.1134934,1.0118082,0.8917676,1.0429976,1.0329274,0.93094075,0.8300306,0.8273772,1.1971605,1.1310072,1.0601478,1.1373017,1.0806975,1.1430866,0.94362897,1.1651905,1.0991126,1.0867956,1.0983741,1.107754,0.99067724,1.168687,0.89469993,1.1105874,1.1387165,1.023706,1.1335386,1.1706835,0.6335226,1.1525229,1.2089909,1.017487,1.1538154,0.9816849,1.0565553,1.0524371,0.8841054,1.0461991,1.1180738,0.9624434,1.0111028,1.1678572,1.0817044,0.96034765,1.1682078,1.0949833,1.2107093,1.043478,0.9742842,0.40774477,0.8880047,1.0983583,0.7653288,0.48790383,0.97399765,1.0387812,0.6731393,0.9410687,1.0175688,0.85221094,0.637069,0.9627632,1.1759436,0.73398507,0.794869,0.94541025,0.70170724,1.110439,1.1508721,1.135659,1.0225925,1.0410428,1.0050572,1.0650374,1.1726506,1.0996375,1.0970932,1.0370005,1.0829794,0.9213124,1.1092005,0.0,0.92927694,0.7577325,1.1759185,0.6673393,0.6365622,0.8318521,1.1287398,0.9723091,1.0653664,1.0151213,1.1327555,1.0403533,0.8869363,1.0535731,0.7396313,1.1420819,1.1598006,1.0564008,1.0524617,1.0671108,1.0319307,0.6818756,0.98472005,1.0492185,1.1304615,1.229443,1.1329068,1.0302047,0.97905636,0.96600443,0.8808094,1.077544,0.9395894,1.0586884,1.0056227,1.1947122,1.1994952,1.1058801,1.1075027,0.9978625,1.1576506,1.0265648,1.0229155,1.1298468,1.0715101,1.0944673,1.0347252,1.1090437,0.9946007,1.1219106,0.9935092,0.5517458,0.6435059,0.88062304,1.1590456,1.0722687,1.0657188,1.0976572,1.1219366,1.1419044,0.8710722,1.0914367
muffin,0.9677285,0.96225846,0.96626353,1.0824422,1.0305922,1.0722674,1.0114462,0.67180663,1.2277945,1.0977014,1.0323548,1.2631282,1.1658778,1.1350609,1.0676805,0.99576145,1.1410499,1.1304574,1.1772912,1.167916,0.9627082,1.1698691,0.30837578,1.1859094,1.0726615,1.092972,1.2222891,1.1966658,0.69591224,1.017143,1.16417,1.1703076,1.2074676,1.079879,0.9703757,1.2107733,0.28563178,0.67688686,1.1621355,0.2706015,1.1280899,1.2789745,1.1122363,1.0265198,0.8392806,1.1003025,1.1415834,1.1345973,1.0738034,0.89692354,1.0378593,1.0791181,1.0076844,0.9221135,0.84977245,0.8676261,0.75403076,0.98609096,0.85853016,0.88953185,1.0467026,0.94478524,1.0503149,0.99222034,0.9328108,0.602211,0.8817167,1.148685,1.1176971,1.0513823,1.1062068,1.1443424,1.0580931,1.1449705,1.1235601,1.1046892,0.84902966,0.853452,1.0294435,0.7774282,1.1399124,0.92927694,0.0,1.0650915,0.8979457,0.8454108,0.9073554,0.7795733,1.0510814,1.1471515,1.0815516,0.9888608,1.0465596,1.1660935,1.0959759,0.8952974,0.64973974,1.1727893,0.9994588,0.5889909,0.84416854,0.77875006,1.0814855,0.93594116,0.91194165,1.0646162,1.0882202,1.1764919,1.0303864,0.7685918,0.47908294,0.7986631,0.9126892,1.1153631,1.1154691,0.9670606,0.991822,1.1029663,1.1896533,0.955617,1.2425041,1.0565232,1.1071914,0.93722826,1.0894374,0.7523477,1.055375,1.0399722,0.9605902,1.0466644,1.0626216,1.1754951,1.1311104,0.93578386,0.85320705,1.0769336,1.1004982,1.1955434,0.856245,1.008483,1.0496132,1.1356839,1.1676068,1.1981984
nail,1.5234807,0.8673462,0.22053427,1.1959728,1.465194,0.27231896,0.5283166,1.0492278,0.81825614,1.4210782,1.0940418,1.4432079,0.4364745,1.5523098,1.4321892,0.7214641,1.399777,1.2722805,1.0327668,0.2997421,0.82731855,1.387736,0.7855824,0.5262216,1.1367943,0.8537499,0.5901768,0.89930105,0.6218337,1.1238382,1.3302214,0.48318005,1.3694457,1.2555413,0.9299542,1.2039272,0.8929362,0.8079859,1.4327539,1.1398331,0.2576046,1.51194,0.57909167,1.11812,1.3843055,1.1627115,1.1273767,1.1420012,1.1565726,0.7151647,0.53411424,1.3109491,1.1167396,0.46448362,0.50566995,0.97659314,0.92316866,1.0385776,1.0690782,1.3226473,0.42806995,0.90015084,1.1601995,0.7872963,1.1064887,1.1485285,1.1798254,0.45968777,1.0910804,1.109101,1.3809686,1.0688375,1.4287306,1.2285585,1.2049632,0.29112065,1.2395551,1.0661547,1.2618275,1.336042,1.2436506,0.7577325,1.0650915,0.0,0.95408225,0.8163748,0.36614096,0.41954106,1.2485652,1.1298289,1.4503112,1.3208717,1.1051595,0.36805642,0.597409,1.1448989,0.80095106,1.1530056,1.0090479,1.1141438,0.6848174,1.2162185,0.89727193,0.5237809,0.77345634,1.4441502,0.7595727,1.0892701,1.177479,0.70386434,1.1161668,1.3294654,1.335053,1.5001478,1.4001353,1.2744882,0.77886015,1.0632616,1.2953644,1.3733492,1.3825934,0.24313438,1.2655127,0.27072752,0.85471696,0.6924491,1.158293,1.222385,1.1350226,1.3517982,1.4371785,1.4412948,0.50402147,0.32880497,0.34790313,1.1665585,0.83310956,0.5330472,1.4282553,0.97703797,1.1373236,0.8528319,0.5074352,1.2318714
napkin,1.2348393,0.75073236,0.9762453,1.3191516,1.2559068,0.96671635,0.94175863,0.7512733,0.90730584,1.2147171,1.2853808,1.2913015,0.61744916,1.1526613,1.3606106,0.9710443,1.1039635,1.189332,1.0445133,0.8789649,0.82203144,1.1139889,0.8055854,0.71173024,0.88997066,1.0194751,0.59625363,0.85090256,0.96656835,1.0956935,0.850888,0.98643094,1.1910523,1.2848856,0.9686487,1.0209221,0.6915574,0.8355217,1.1899548,0.7978855,0.6907728,1.303082,0.79099834,0.9025463,1.1795144,1.2989326,0.87291974,0.8616867,1.2438142,1.1256806,0.86021936,1.1463467,1.4249679,0.97615093,0.68032557,1.075675,0.90610397,0.67665255,1.1566147,1.2710545,1.052568,0.67096573,1.0519626,1.0876455,1.366533,1.072768,1.24713,0.77892137,1.1314908,0.8205701,1.3895441,0.9535198,1.0942883,0.8500074,0.9996428,0.7777601,1.0757287,0.86927176,0.9993449,1.0804669,1.3441994,1.1759185,0.8979457,0.95408225,0.0,0.8560145,1.0423917,0.9190321,0.91608334,1.2462877,1.3029102,1.0112768,0.6649527,0.70572734,0.6929809,0.9384279,0.7059245,1.0256238,0.33242464,0.98375016,0.7712656,1.1085535,1.0609033,0.92538595,1.0618542,1.0714453,0.6719214,0.83113885,1.0208905,0.9173623,0.97725344,1.2350464,1.2101848,1.1787635,1.316791,0.9210134,0.6422901,0.7087441,1.0159602,1.07254,1.2986133,0.5881329,1.2191191,0.71970797,0.74950135,0.6430042,0.8188742,0.9984776,1.0116712,1.1201142,1.3986828,1.1784717,0.88372874,0.89753234,0.7524222,0.9232482,0.21710491,1.0895463,1.2179055,0.88817114,0.7904592,0.87283623,0.8484626,1.1520951
necklace,1.1582236,0.8234296,0.9845947,1.2274997,1.1535195,1.0688667,1.0094783,1.0046611,1.0196062,1.3455169,1.0854156,1.3407385,0.8141989,1.1840112,1.1358293,1.1140339,1.088071,1.2064489,1.1793442,0.96340644,1.1681454,1.2613888,0.7672428,0.8577541,1.2012911,1.1200552,0.7904699,1.074369,0.76398575,1.0470384,1.0091645,0.97179693,1.1541607,0.86257213,0.9212477,1.0863845,0.8937641,0.9303893,1.1765909,0.96298975,0.8477677,1.3612113,1.093868,1.1308681,1.0750158,1.1945372,1.0188348,1.0632403,1.0522405,0.6929587,1.0447297,1.1736571,1.16508,0.5642228,0.8642561,0.9419934,0.5513091,0.79080844,1.1663841,0.96673936,0.6835934,0.7846721,1.1600016,0.9998765,0.9535347,0.9701168,0.8812182,0.7869568,1.1227384,0.8214912,1.1531354,1.1419145,0.8908851,1.0332526,0.9870387,0.88460135,1.0756353,1.1885558,1.1718386,0.9427089,1.3095098,0.6673393,0.8454108,0.8163748,0.8560145,0.0,0.79949653,0.954474,1.1261038,1.0387326,1.0752136,0.864505,1.07527,0.8406564,0.713087,0.9071271,0.96035564,1.0147039,0.73281014,0.9392415,0.748412,1.2500631,0.98112637,0.6311777,1.1499045,0.9362255,0.93056774,1.0496376,1.0231812,0.8061536,0.9423119,1.2130389,0.83108735,1.1666969,1.0248772,0.8855517,0.5701846,1.0385834,1.165759,1.2741661,1.3522925,0.7587609,1.1890931,0.9821314,0.8443935,0.84005237,1.0698744,1.0145048,1.0639013,1.0662115,1.070768,1.2995799,1.1525426,0.5407104,0.5605885,1.0613841,0.861116,1.2225051,1.3496449,0.97490263,0.8830302,0.88575387,0.69976676,1.2201815
nose,1.1896149,1.0157028,0.60678685,1.2381651,1.1855209,0.76080036,0.87009823,0.97764015,1.0955237,1.2309563,0.9158933,1.263587,0.7922122,1.2969897,1.2705688,0.95891446,1.1922549,1.2023679,1.1934872,0.7270047,1.0548952,1.3689119,0.71265423,0.8523479,1.3213228,1.0036262,0.904371,1.0559372,0.6014469,0.9133568,1.240208,0.82218224,1.2950606,1.0186695,1.0356368,1.1315186,0.8657572,0.95836395,1.209598,0.9362739,0.6458589,1.3580682,0.9768971,1.0787336,1.0711073,1.1960486,1.1706314,1.1765668,1.1596371,0.46693546,0.8666074,1.0603352,0.74690276,0.44100058,0.6443528,1.0243669,0.77953327,1.0465354,0.9923729,1.0730891,0.34012628,0.9108796,1.0722833,0.96604586,0.7703409,1.0512836,0.9370917,0.77160823,1.0602729,1.1229632,1.1605706,1.2602034,1.1074089,1.1906794,1.2034013,0.680829,1.1552576,1.2286074,1.2282094,1.060907,1.1904087,0.6365622,0.9073554,0.36614096,1.0423917,0.79949653,0.0,0.68772954,1.1212355,0.90900165,1.2126955,1.020255,1.1468029,0.7099285,0.7807027,1.0632844,0.7664615,1.0539227,1.0248759,0.9835429,0.6677796,1.214231,0.9987078,0.56692296,1.0150623,1.3279674,0.99800354,1.2133534,1.0918086,0.76186377,1.0193644,1.2325275,1.048786,1.2994546,1.0775692,1.1417891,0.839095,1.1429931,1.1738987,1.2293776,1.2638906,0.55308664,1.0971488,0.66438425,1.037027,0.7925621,1.2240494,1.2313646,1.0623682,1.2723327,1.1330751,1.2929728,0.93747294,0.36160874,0.37787068,1.0929706,0.97384405,0.95123106,1.3049562,1.0499669,1.2031162,1.0277487,0.7403328,1.1619645
orange,1.4022813,0.82072055,0.18890941,1.169277,1.387613,0.3898173,0.3696348,0.68745846,0.91753006,1.3425418,1.189873,1.4750621,0.7537947,1.5120795,1.3301476,0.6914469,1.4059467,1.2639529,1.0529565,0.65763396,0.6686883,1.3091801,0.65718746,0.7918484,1.0601687,0.7767578,0.81405413,0.9705754,0.531124,1.2403858,1.3520007,0.71860844,1.4003981,1.3257961,0.9458444,1.3087409,0.62081695,0.6737982,1.4292045,0.8324027,0.52582544,1.512336,0.6747385,1.004078,1.3448138,1.1426398,1.2147679,1.1228815,1.1636555,0.87042964,0.4781332,1.3311976,1.1256424,0.6990143,0.64736176,0.9740636,0.9630974,0.9548872,0.8849209,1.2700679,0.75546336,0.93519574,1.2201868,0.7394852,1.1344957,0.9701751,1.1879642,0.6766617,1.1068977,1.1017684,1.3039012,1.0131351,1.390621,1.2430888,1.3016517,0.57801354,1.1694369,0.68494487,1.2344152,1.1889032,1.2187495,0.8318521,0.7795733,0.41954106,0.9190321,0.954474,0.68772954,0.0,1.2304358,1.2056303,1.395055,1.2762561,1.1107758,0.6611615,0.8016099,1.1346054,0.609689,1.1651499,1.0750325,0.9422696,0.8450417,0.97635114,0.92434824,0.5998024,0.40294564,1.4020526,0.7909223,1.1174158,1.2720473,0.74388903,0.8403724,1.0704377,1.3111707,1.4179703,1.3919737,1.183705,0.91839063,1.0823889,1.3618104,1.2322508,1.3226902,0.53016,1.3543607,0.30056244,0.8653451,0.73086405,1.0133189,1.1393083,1.0327373,1.2744871,1.3902608,1.3941798,0.46294355,0.6132306,0.69802934,1.1671321,0.9213621,0.54056835,1.1811109,0.9073455,1.1067578,1.0357819,0.80695987,1.311079
oven,0.9736835,1.2448633,1.2537764,0.9266173,0.8381983,1.2571342,1.2262663,1.2236091,0.9433576,0.8822256,1.0109742,0.89258236,1.0016946,0.8228407,1.0394454,1.0828077,0.92179406,0.9683718,0.9402996,1.129627,1.0694513,0.6855347,1.194263,0.9960778,0.93140775,1.0436188,0.8857528,0.8352826,1.1924562,0.85949445,0.69927305,1.0399487,0.65357506,0.9377461,1.067438,0.7714276,1.1488588,1.2177708,0.8582939,1.0571997,1.1560205,0.7184175,1.1156425,0.99524236,1.0115042,1.1170412,0.7394549,0.73053783,1.1191053,1.1897674,1.2959377,1.0228258,1.0510296,1.2240291,1.147572,1.0811651,1.0896442,1.0371863,1.1187629,0.9510249,1.1417667,1.0904989,0.9102019,1.1501615,1.0739821,1.1203537,1.0635322,1.1434491,1.0802575,0.9108486,1.0070755,0.9651346,0.87942237,0.8059571,0.8323233,1.1134936,0.98351765,0.9708369,0.8267853,0.9875759,1.0234475,1.1287398,1.0510814,1.2485652,0.91608334,1.1261038,1.1212355,1.2304358,0.0,0.8416811,0.98384994,0.79819,0.7824974,1.0690145,1.1037084,0.9345465,1.1964986,1.0606862,0.8649733,1.0598056,1.0556468,1.0546122,1.1053622,1.2588096,1.1852047,0.8834341,0.7513865,0.5473963,0.88310206,1.0236479,1.1435835,1.063376,0.99209803,0.93001544,0.90447897,0.91964895,0.9406223,0.9444057,0.73354983,0.9149822,0.97938377,1.1369894,1.0476589,1.1943489,1.1528463,1.0971612,1.0483087,0.94997954,1.0075659,0.9455776,0.9532373,0.9060262,1.1720872,1.2518072,1.1619062,1.0772159,0.9418752,1.1975176,0.9598635,0.93924797,0.8711345,0.89961386,0.92272395,0.72427714
