,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
soup,1.3279135,0.95113724,0.7360336,1.2000694,1.384191,0.753603,0.7748948,0.9898127,0.848803,1.2621634,1.0743402,1.3116887,0.5680598,1.3333167,1.3937361,0.8198554,1.2835253,1.2384627,1.0441678,0.66322136,0.79622334,1.1898097,0.6730399,0.48237455,0.96422315,1.0282452,0.59133166,0.9049339,0.97816545,0.9046583,1.0616223,0.8586904,1.2299315,1.2718866,0.69245327,1.0872923,0.7286339,0.7536211,1.311782,0.95345676,0.5547702,1.3111829,0.7031248,1.0130037,1.1932716,1.2114005,0.8722847,1.0353105,1.2284153,1.1164632,0.91069174,1.2023361,1.2574468,0.9494221,0.43967998,0.91936415,1.022927,0.91772676,1.0510745,1.20989,0.84143466,0.98558635,0.9924343,1.0535733,1.2007931,1.0197964,1.3044764,0.8028865,1.0574307,0.599207,1.3920012,1.0270663,1.3502526,1.2022905,1.0342288,0.5905075,1.2324042,0.9773777,1.1558232,1.3415327,1.1320621,1.1298468,0.7523477,0.6924491,0.6430042,0.84005237,0.7925621,0.73086405,1.0971612,1.2444056,1.3508098,1.2577295,0.9970023,0.6192672,0.7436276,1.1002488,0.86669207,1.0076858,0.70616275,0.8184115,0.46693027,1.1013083,1.063119,1.0124699,0.9976769,1.323585,0.7631725,0.8760861,0.9521948,0.7673675,1.0223157,1.2300626,1.3723226,1.360601,1.3573782,1.241473,0.61691076,0.9369444,1.037861,1.1730893,1.3459636,0.550167,1.0274125,0.6069007,0.8754539,0.0,0.9992429,1.0543416,0.9872237,1.242956,1.3968897,1.2556385,0.83751404,0.85888904,0.7090099,1.1612667,0.8005997,0.9010012,1.309562,0.7727598,0.9498445,0.7876719,0.83750695,1.0003676
spoon,1.1757212,0.9281579,1.0413647,1.0647607,1.129059,0.9647044,0.9279058,0.81939095,1.0288407,0.8938595,1.2210376,1.1826328,0.90698516,1.0288655,1.1755968,0.9680256,1.2388806,1.1999819,0.9876184,1.0599494,0.6721226,0.962378,1.1809452,1.0255091,0.73053914,0.84682906,0.98847544,0.94892925,1.1563783,1.2258719,0.9994553,0.9713859,1.0938118,1.2509661,0.8595501,1.0376699,0.9115421,0.9608521,1.2123469,1.0151448,0.89690435,1.0804493,0.8101514,0.8394783,1.1856095,1.023833,0.97443616,0.7846243,1.0697544,1.1098373,0.8173108,1.1482146,1.1925881,1.1291884,1.0472833,1.002679,1.0787208,0.37428868,1.0127604,0.98920995,1.1863596,0.9278166,1.0938491,1.0081033,1.1928492,1.1102877,1.0732437,1.0658456,1.1124338,0.91618896,1.2563223,0.74152064,1.2043316,0.32597804,0.8315419,0.9767371,1.2330741,0.737049,0.94057804,1.1447531,1.0509461,1.0715101,1.055375,1.158293,0.8188742,1.0698744,1.2240494,1.0133189,1.0483087,1.1867039,1.2142204,1.165437,0.96469647,0.895312,0.7241612,1.0909294,0.81372124,1.1872487,1.0627095,1.1449167,1.0652826,0.716126,0.97821546,1.0974743,0.9806619,0.9444576,0.88079095,0.8710582,1.0934212,1.1108906,1.0397972,0.8503655,1.2432762,0.43654633,1.2748933,0.89410686,1.1160841,0.2273221,1.0842998,0.7454574,1.1586809,1.0191184,1.0106164,1.0486337,0.8899143,0.9992429,0.0,0.6331728,1.061019,0.9650818,1.2018483,0.9685889,0.8384699,1.161206,1.0656397,0.5550176,0.9085937,0.94420815,0.82693624,1.0113993,0.91721225,0.71628165,0.92533964,1.1109508
sprinkler,1.1263533,0.94828993,1.1631248,0.9980168,1.0349776,0.98822904,0.9637812,1.0902334,1.045201,0.9555118,1.052012,1.1318817,1.0633031,1.0638645,1.0567727,0.85182536,1.2270141,1.0466833,1.094889,1.1469551,0.92095596,0.97042215,1.2483271,1.1111312,0.8860296,0.9486127,1.0102425,0.8178039,1.2366303,1.069702,0.97567564,0.77491623,0.93007874,1.011516,0.82221043,0.89235085,1.0261891,1.14615,1.1856866,1.05041,1.1008356,0.9956943,0.98713297,0.85508674,1.0664871,0.94408286,0.8418149,0.7550139,0.96797585,1.0818701,0.9465863,1.1188008,0.9668114,1.181245,1.0406133,0.9260488,1.044301,0.80886465,0.8896765,0.9290987,1.1060324,1.0593846,1.0373435,1.0343235,0.9649269,1.0414239,1.0990872,1.072755,0.90709573,0.8694307,1.1817535,0.770588,1.0553287,0.8219274,0.7816119,1.0547012,1.1824162,0.8658812,0.96140414,1.068079,0.80147743,1.0944673,1.0399722,1.222385,0.9984776,1.0145048,1.2313646,1.1393083,0.94997954,1.071297,1.0800737,1.002524,1.0219828,1.0544215,1.0547191,0.9520766,1.1371961,1.1157165,1.0882472,1.0430765,0.92179346,0.99892974,1.0599296,1.024485,0.98213136,1.0206926,1.052337,0.81217724,1.0049483,1.0479529,1.0682468,1.035952,1.09313,0.78765863,1.104083,0.94802535,1.1196938,0.7323343,0.90162814,0.8722906,1.096481,1.1684418,0.96441555,1.2052608,1.032435,1.0543416,0.6331728,0.0,0.94965005,0.8609939,1.080828,1.035364,1.0771548,1.1792412,1.2113091,0.89306945,1.0389247,1.0442101,1.0254524,0.96611965,0.7780297,0.8112352,1.0550181,0.9151966
strawberry,0.9869433,1.1776592,0.98984253,1.0482075,0.8925336,1.1241814,1.0164766,0.96093106,0.9987221,1.0850359,0.94895726,1.0892324,1.1056284,1.0684185,0.9097623,1.0217954,1.0755919,1.0484618,1.0257442,1.0761435,1.0633008,0.9574329,1.04679,1.0598801,0.9621562,1.0360578,1.0599644,1.0632066,0.9503108,0.84130675,1.0533814,1.078532,0.96801066,1.0113115,0.94429624,0.7592057,1.0731187,1.049097,1.1286856,0.9304839,1.0332811,0.9403815,1.0392257,1.0568773,0.92358655,0.92295414,0.9851588,1.0532603,0.93732935,1.0154612,1.1942296,1.020953,0.8683153,1.1549585,0.95152724,0.93971217,1.1154873,0.92523426,0.8064812,0.9768651,1.0007447,1.1141386,0.9111379,0.92258394,0.9767147,0.94952345,0.97950435,1.1650344,0.9958827,0.8787335,1.0793331,1.1417906,1.0252259,1.0695782,1.0887008,1.0585159,0.9426743,0.8269662,0.9231212,0.8035178,0.8046749,1.0347252,0.9605902,1.1350226,1.0116712,1.0639013,1.0623682,1.0327373,1.0075659,0.9956598,0.952109,1.0445427,0.95519555,1.0155536,0.9677076,0.917348,1.0417278,1.0917461,1.0148711,0.8553445,0.86808157,1.0157468,1.0774755,1.1931417,1.0523593,0.9216064,1.1017573,1.0994649,0.9748473,1.0586056,0.9279659,1.0125211,0.8296778,0.9588754,0.9427888,1.0428501,1.0469518,1.1409017,0.92579967,1.075912,1.0370383,1.1254478,1.0465816,1.0534948,1.1694376,0.9872237,1.061019,0.94965005,0.0,1.001994,1.0444124,1.0927329,1.0893245,1.195913,1.0567758,0.8128096,1.0408589,0.9792361,1.0344586,0.8904806,0.99471694,1.0810176,1.1440326,0.9534623
stroller,0.8459538,1.0970637,1.3113538,0.8653421,0.9541003,1.2668902,1.1573286,1.1625488,0.78127885,0.9635139,1.160267,0.7923882,1.2796247,0.75667787,0.88530177,0.88976717,0.8830536,0.86721635,0.8800211,1.2183385,1.19312,0.74426717,1.1923175,1.2514541,0.91851115,0.9543856,1.1738656,0.9837816,1.1239341,1.1580049,0.6929934,1.2399025,0.7540381,0.97336715,1.2020942,0.92738414,1.1364526,1.1478101,0.7675131,0.96027446,1.274467,0.6267608,1.1437982,1.0115926,0.7944414,0.7155484,0.99652106,1.0400969,0.86423194,1.1437665,1.2044345,1.025539,1.0183883,1.2317706,1.2202792,0.7513408,0.9469885,0.91009307,0.8464515,0.83355063,1.2066127,0.9476594,1.0730014,0.9763437,1.0171902,0.96045595,1.0008048,1.0741653,1.0002345,0.9817722,0.87881565,0.9768521,0.89772016,0.9218,0.6284375,1.2233187,0.97827834,1.105626,0.9090761,0.74728143,0.6326514,1.1090437,1.0466644,1.3517982,1.1201142,1.0662115,1.2723327,1.2744871,0.9455776,1.0022905,0.72564334,0.828742,0.9627733,1.2119349,1.0746,0.9054724,1.2306505,1.0684614,1.0753759,0.8041204,0.95892304,1.0569447,0.8836002,1.21887,1.1524801,0.58203137,0.965514,1.0098071,1.0326025,0.93097234,0.9625176,1.056986,0.83361316,0.73847723,0.95814633,0.65368366,1.1519133,0.94480264,1.092718,1.0432249,0.85324335,1.2075466,0.9446721,1.3343093,1.0584615,1.242956,0.9650818,0.8609939,1.001994,0.0,0.8637496,0.7946355,1.1961446,1.2596433,1.2054875,0.92774653,1.0877491,0.99393064,0.93930143,1.131952,0.9117852,0.81225646,1.1729168,1.1345413
sweater,0.49499786,1.2688396,1.5014715,0.8147673,0.3804263,1.4851451,1.4730434,1.1800483,1.4026453,0.58107495,0.8282278,0.4440822,1.5175261,0.45028257,0.46591008,1.3324034,0.43419468,0.7809075,1.0699648,1.4422681,1.3315,0.90096927,1.205374,1.3896048,1.2415472,1.2887243,1.4736933,1.3016248,1.0808172,0.78293216,0.8381641,1.4398254,0.68685156,0.33245993,1.2193031,0.8890807,1.3057742,1.3378556,0.3778637,1.0577409,1.5807192,0.6232904,1.4762235,1.0102116,0.5903468,0.94068784,1.0586202,1.2161549,0.8499945,0.9562976,1.4204624,0.6095322,0.54088473,1.1686863,1.4179387,1.1570232,1.0074282,1.2459835,1.1453922,0.541538,1.1905075,1.1306859,0.8751905,1.2131152,0.47869992,0.95154196,0.6069849,1.3768458,0.9747075,1.1898919,0.18326092,1.1948198,0.28252178,1.0241528,0.9360741,1.5288922,0.64309317,1.3139076,0.9027239,0.6112873,0.77588034,0.9946007,1.0626216,1.4371785,1.3986828,1.070768,1.1330751,1.3902608,0.9532373,0.73949414,0.263443,0.45540738,1.0762365,1.5372441,1.3864492,1.0571978,1.2240763,0.6072697,1.151384,1.0029694,1.305146,0.91491485,1.2036178,1.1917518,1.304569,0.7926545,1.4504783,1.1718699,0.92369324,1.1665837,1.0138981,0.81295365,0.5101186,0.70955956,0.15186536,0.9093983,1.2127389,1.2881585,0.7315662,0.6991595,0.6046968,1.5631437,0.68090206,1.5401499,1.196208,1.3968897,1.2018483,1.080828,1.0444124,0.8637496,0.0,0.5730475,1.5376626,1.2397466,1.2772388,0.9692041,1.3406191,1.4936612,0.6990103,1.2168173,1.1602606,1.1942201,1.4444547,0.7944375
table,0.65611297,1.2442247,1.4837471,0.8103914,0.65365267,1.2947006,1.2935553,1.1619254,1.1625738,0.25917006,0.9144288,0.4200244,1.3474319,0.21766472,0.70948416,1.3576105,0.58381194,0.8287791,0.91801816,1.3198034,0.969959,0.70515656,1.3662751,1.2982651,0.962906,1.2664466,1.3487105,1.1724858,1.2121947,0.8827427,0.53481764,1.3839433,0.6585779,0.78610706,1.0479301,0.8190994,1.269476,1.3072853,0.37919378,1.132857,1.5214219,0.5187896,1.2329187,0.80236423,0.7584456,1.0160283,0.8642963,0.8646424,0.88701487,1.12665,1.2319448,0.7695458,0.82689404,1.4069905,1.4156971,1.1174634,1.2256444,1.240462,1.2402039,0.6595409,1.3365471,1.3113085,0.8569726,1.2177671,0.81897134,1.1111839,0.9242177,1.4178858,0.9191632,1.0632497,0.6120076,0.91455483,0.6866001,0.8409482,0.7442703,1.4186912,0.7703061,1.1553655,0.8401107,0.9099176,0.8110804,1.1219106,1.1754951,1.4412948,1.1784717,1.2995799,1.2929728,1.3941798,0.9060262,0.88518435,0.6460726,0.7424644,0.918269,1.4787705,1.3756294,1.1583649,1.2155135,0.865232,1.0589032,1.0401992,1.2952338,0.6904665,1.1855495,1.3746701,1.269567,0.78258884,1.1723721,0.9553777,0.90874606,1.304801,1.1444604,0.76895684,0.8215985,0.6338494,0.6402607,1.0193884,1.2007318,1.0530629,0.7035934,0.39757037,0.59173787,1.5024669,0.50295204,1.4503549,1.2576836,1.2556385,0.9685889,1.035364,1.0927329,0.7946355,0.5730475,0.0,1.3241508,1.4516699,1.4196649,0.96172494,1.2407031,1.3504527,0.55535966,1.1732169,1.0825397,1.0642866,1.3972348,0.67718375
tape,1.4889166,0.7236252,0.3451259,1.041804,1.491977,0.3586285,0.40565383,0.936602,0.5757984,1.2539214,1.1981956,1.4096115,0.6112721,1.51183,1.3453557,0.61181706,1.4391674,1.1719104,0.83857346,0.53624123,0.4155388,1.077889,0.91847634,0.69229996,0.69214076,0.60218775,0.6527181,0.73258764,0.97005075,1.3353045,1.26375,0.52799314,1.3439856,1.4030974,0.8075355,1.2441977,0.8500948,0.67283094,1.471133,1.1137521,0.48647088,1.3403487,0.32492185,0.8550781,1.5053703,1.0454618,1.1270587,0.9110388,1.1463442,1.1286025,0.3552884,1.3214737,1.3039805,0.9530092,0.79591954,0.98617464,1.2519479,0.94412625,0.9023981,1.4174395,0.9000958,0.9306224,1.1795406,0.6696041,1.3971806,1.0598902,1.3997343,0.5550152,1.0396117,1.0182103,1.4051943,0.7239129,1.5866549,1.0984819,1.2398729,0.5267087,1.2602384,0.5920003,1.1026926,1.3916347,1.209511,0.9935092,1.1311104,0.50402147,0.88372874,1.1525426,0.93747294,0.46294355,1.1720872,1.2441064,1.4802907,1.5130589,1.0046363,0.5490129,0.77538633,1.197763,0.89708686,1.2385747,1.1113526,1.1499819,1.0136412,0.91276175,0.74359465,0.8201111,0.48961174,1.2738386,0.6022772,0.92769516,1.2032886,0.99410886,1.0316043,1.0805724,1.4258448,1.3369281,1.5363479,1.1453928,1.035809,0.8346087,1.3560922,1.1521795,1.2182896,0.5030107,1.322424,0.38681108,0.78849435,0.83751404,0.8384699,1.0771548,1.0893245,1.1961446,1.5376626,1.3241508,0.0,0.8814112,0.8968276,1.134675,0.76796395,0.29936427,1.1215551,0.9668669,1.0242654,0.9514449,0.67339236,1.2776086
toe,1.3413265,0.72059727,0.6047979,1.2181915,1.3048799,0.7457243,0.7748521,0.80453086,1.031842,1.4500039,1.147137,1.4241271,0.7719406,1.4436976,1.2959204,0.9061868,1.2910275,1.2917535,1.2246844,0.74605006,1.131917,1.4254893,0.65959966,0.81581503,1.266372,1.032486,0.7699361,1.0634178,0.4578852,1.1465406,1.234009,0.828666,1.3517611,1.1096902,1.0649469,1.2391295,0.82544166,0.8682866,1.3107388,0.9686942,0.5986078,1.5109034,0.95105916,1.182692,1.2065867,1.1799134,1.1256982,1.1882063,1.1342167,0.37873352,0.71779364,1.286488,1.0022025,0.0694778,0.648825,1.0261012,0.3747936,0.92561615,1.098157,1.1111456,0.4050392,0.61986864,1.2345657,0.87246597,0.85131836,0.9761711,0.71678054,0.5980078,1.1390752,1.127741,1.2769463,1.1601267,1.0912625,1.128137,1.1337574,0.67304575,1.2134882,1.2228289,1.2350631,0.99273324,1.3366537,0.5517458,0.93578386,0.32880497,0.89753234,0.5407104,0.36160874,0.6132306,1.2518072,1.0739546,1.2527776,1.0064985,1.1431818,0.66336906,0.6195906,0.9764102,0.6111972,1.069884,0.9105452,1.0887115,0.7221956,1.3292375,0.94459647,0.25226796,0.95759326,1.3211533,0.92992723,1.1422169,1.2319177,0.676088,0.9618966,1.3180685,1.0745223,1.3509276,1.1954656,1.0569942,0.6493786,1.0857651,1.275639,1.4052927,1.421878,0.46530604,1.2760264,0.6360129,0.7006056,0.85888904,1.161206,1.1792412,1.195913,1.2596433,1.2397466,1.4516699,0.8814112,0.0,0.27852422,1.0089189,0.84388876,0.9481321,1.4379185,1.0532912,1.0860966,0.97862303,0.6294894,1.2976272
tooth,1.3792155,0.9210091,0.625427,1.2720474,1.3011684,0.7393537,0.8813562,0.88645893,0.9884656,1.38299,1.1709483,1.4198334,0.64098513,1.3952992,1.3479512,0.98065466,1.3279667,1.3085953,1.1461766,0.68091506,1.0114244,1.3315973,0.68415046,0.7740387,1.2539393,1.0905067,0.7705081,1.064367,0.47600555,1.0456262,1.2512503,0.8465152,1.3007878,1.1742647,0.97219634,0.9973827,0.775149,0.8196686,1.3421798,0.8345958,0.48337817,1.4241173,0.85105884,1.1122954,1.2021418,1.2606254,1.1052991,1.1459216,1.1977555,0.54547983,0.8173793,1.2638901,1.1150208,0.32130325,0.56897897,0.9345158,0.5845521,0.77997243,1.0615926,1.0074894,0.52037185,0.7340088,1.1150811,0.7530639,1.021448,1.0573261,0.85877836,0.7024078,1.2669889,1.0726343,1.3293076,1.2002437,1.1544065,1.0038775,1.0748787,0.6246873,1.2161577,1.1863556,1.2260926,1.0327774,1.283592,0.6435059,0.85320705,0.34790313,0.7524222,0.5605885,0.37787068,0.69802934,1.1619062,1.0474102,1.2836349,1.048468,0.93097436,0.57417464,0.53074056,0.97990906,0.6617907,1.1501552,0.84729767,0.9357284,0.55538094,1.226217,1.0644962,0.5451514,1.1111948,1.3062534,0.93781,1.1288458,1.1491141,0.66490567,1.008133,1.3016727,1.1226329,1.2357249,1.2354318,1.0115232,0.6494076,0.99620545,1.2377,1.2844708,1.443834,0.40218878,1.1998134,0.581951,0.8952639,0.7090099,1.0656397,1.2113091,1.0567758,1.2054875,1.2772388,1.4196649,0.8968276,0.27852422,0.0,0.7902177,0.7965436,0.97910005,1.3671118,1.0439289,1.1329676,0.9125759,0.6273656,1.280612
toothbrush,0.99290943,1.153176,1.2110848,0.99397963,0.80663097,1.194186,1.1599205,0.8060806,1.2254941,0.9177425,1.0827482,1.0292485,1.1046346,0.876834,0.9147227,1.126264,1.1171201,1.056582,0.94471765,1.1991107,1.025011,0.8846327,1.1731917,1.1788937,1.0584023,1.1175495,1.1669266,1.19256,0.84022415,1.0673501,1.1080562,1.2285233,1.0431752,1.0882857,1.022769,0.6676798,1.0930783,0.9705295,1.0837091,0.8682864,0.9556566,0.869193,1.1325897,0.8977188,1.0331876,1.052903,1.0551087,0.9062478,1.0354308,0.85472125,1.1213465,1.0537751,1.0069194,0.8840085,1.0711986,1.0786583,0.833047,0.54015565,0.9771958,0.73522013,1.147759,0.91375124,0.9806103,0.69383514,1.037172,1.0758561,0.68294334,1.2998043,1.241047,1.0481576,1.0091546,1.015895,0.8822578,0.3427286,0.8077099,1.2041705,1.006162,0.94151175,0.98098,0.7679502,0.91750944,0.88062304,1.0769336,1.1665585,0.9232482,1.0613841,1.0929706,1.1671321,1.0772159,1.0301648,0.9754758,0.9219004,0.73872936,0.97358197,0.6069427,0.9358079,0.79077995,1.224286,1.1405661,1.0337422,1.1424288,0.9433752,1.1166791,1.1235197,1.2281423,0.9363393,1.2206125,1.0854949,0.9970399,1.0537983,1.0740323,0.9227224,0.9136791,0.3746329,0.9302211,0.85752,1.1214253,0.6242783,0.98194677,0.86893106,0.9862083,1.1499457,0.90418917,1.2088282,0.99776095,1.1612667,0.5550176,0.89306945,0.8128096,0.92774653,0.9692041,0.96172494,1.134675,1.0089189,0.7902177,0.0,1.0123216,1.132694,0.8900162,1.1468709,1.0828812,0.9002164,1.0967804,1.0529008
towel,1.1710794,0.7504238,0.89567995,1.3588792,1.2548349,0.909895,0.8410676,0.97488683,0.7843602,1.2945967,1.1160973,1.1922647,0.5740806,1.1737579,1.3564353,0.873868,0.9427415,1.1402522,1.0770193,0.84211004,0.92667025,1.2213218,0.8819566,0.7106378,0.9454711,0.8489271,0.5703081,0.7691978,0.97265935,1.0359274,0.8357614,0.92580056,1.180006,1.2236574,1.059006,0.9926671,0.91401905,0.87171674,1.0999241,1.0101246,0.61664766,1.2614784,0.83146393,0.9942591,1.152387,1.2079682,0.9438833,0.95364666,1.1941769,1.1272665,0.8720325,1.0529627,1.4242578,0.93920445,0.5940353,1.0025896,0.9667537,0.7134797,1.0854168,1.4007022,0.9796558,0.58025604,1.0435174,1.0352284,1.3695594,1.1335565,1.2770331,0.61014605,1.0619323,0.8593942,1.3293359,1.0028472,1.0687732,0.9143379,1.0804209,0.7523956,1.0100749,0.93423915,1.1177192,1.0131016,1.3191643,1.1590456,1.1004982,0.83310956,0.21710491,0.861116,0.97384405,0.9213621,0.9418752,1.1616721,1.2413652,1.0461411,0.8056979,0.622951,0.66061735,0.93645626,0.9210803,0.89403975,0.2962891,1.1036468,0.8556913,1.2626181,0.99547726,0.9250492,0.9921996,1.0560657,0.63232553,0.90424293,1.019486,0.9161551,1.0770435,1.346397,1.1036714,1.249531,1.2803237,0.8937291,0.63678753,0.7849754,1.0490746,1.2455282,1.2456272,0.4760449,1.2972745,0.7372452,0.6233149,0.8005997,0.9085937,1.0389247,1.0408589,1.0877491,1.3406191,1.2407031,0.76796395,0.84388876,0.7965436,1.0123216,0.0,0.9483184,1.3744838,0.9211244,0.78446347,0.9150766,0.740485,1.1670023
toy,1.3862678,0.8697993,0.31468832,0.9044063,1.475358,0.41014814,0.4710148,1.0142261,0.41365457,1.4075438,1.1835366,1.3464516,0.6138508,1.5468359,1.2145143,0.5035148,1.4503266,1.0155731,0.66222787,0.40259302,0.79363674,0.8803211,1.0435488,0.67849,0.7034919,0.58505625,0.64617497,0.7099569,1.0005324,1.4054608,1.2647365,0.4973244,1.232678,1.4086173,1.0629202,1.2876172,0.99885285,0.7347421,1.4644201,1.1541072,0.43736076,1.132091,0.39999402,1.1660894,1.3444135,0.6498306,1.1424302,0.9927861,0.9246949,1.1958222,0.5934479,1.3586037,1.2076272,1.0314236,0.74553055,0.79920375,1.292053,1.0188702,0.6290991,1.4290943,0.8831709,0.97090364,1.2899148,0.68088615,1.3334348,1.0235431,1.4048958,0.5478905,1.0218519,1.0113721,1.3104572,0.79156965,1.6398963,1.1772066,1.1138648,0.42585182,1.2669168,0.72708833,1.0643318,1.3463902,0.95611495,1.0722687,1.1955434,0.5330472,1.0895463,1.2225051,0.95123106,0.54056835,1.1975176,1.2510122,1.337238,1.5622663,1.0911837,0.5021364,0.74215084,1.0740839,1.0215399,1.2321132,1.1970521,1.0459956,0.91362923,1.0990832,0.69283396,0.89930105,0.48211676,1.1598847,0.6206923,0.90144944,1.265058,0.89795256,1.036163,1.1191345,1.3968511,1.2773526,1.5128204,1.099143,1.1164678,0.8980673,1.424068,1.4146111,1.0790532,0.5514592,1.345162,0.39014834,0.8570001,0.9010012,0.94420815,1.0442101,0.9792361,0.99393064,1.4936612,1.3504527,0.29936427,0.9481321,0.97910005,1.132694,0.9483184,0.0,1.193124,0.9544586,1.0026889,0.8175689,0.664617,1.2860453
tray,0.70748806,1.1672778,1.3000423,0.65791756,0.72794735,1.270817,1.2682748,0.8606602,1.2468166,0.32844508,1.0332997,0.67752516,1.4828539,0.70070493,0.6264619,1.2392037,0.81264365,0.7851387,0.90646815,1.4105787,0.65866536,0.6815856,1.0980434,1.3983808,0.7864704,1.133409,1.5461271,1.229739,1.1473691,1.1089947,1.1085234,1.2303611,0.81233597,0.8809823,0.9887878,0.99336797,0.90830064,1.1450956,0.8003466,0.80504465,1.5005832,0.6327425,1.087877,0.7443753,0.9416251,0.9650899,1.1579065,0.9478797,0.9376674,1.1205434,1.1032037,0.83299506,0.81163543,1.3431064,1.4430463,1.1448469,1.2099178,1.0720913,0.96540934,0.72376716,1.357318,1.3661586,0.94996065,0.966005,0.91214323,0.93587786,0.8599755,1.5240026,1.1383114,1.2318106,0.65120506,0.84521604,0.9155998,0.9087661,1.0815598,1.4609417,0.7503155,0.7957196,0.7614075,0.9508637,0.84140915,1.0657188,0.856245,1.4282553,1.2179055,1.3496449,1.3049562,1.1811109,0.9598635,0.92673326,0.78532505,0.96450514,0.9159563,1.5081844,1.4283614,1.0633326,0.9057728,1.1026951,1.4382949,0.94335026,1.4367572,0.12686366,1.1517229,1.2875193,1.0534724,0.80239695,1.2772185,1.1784095,1.0357827,1.2865058,0.81842154,0.20703655,0.8616488,0.59996736,0.7730863,0.94929034,1.3600218,1.0700934,0.8950745,0.21886635,0.5946107,1.5295603,0.805213,1.3067043,1.3561329,1.309562,0.82693624,1.0254524,1.0344586,0.93930143,0.6990103,0.55535966,1.1215551,1.4379185,1.3671118,0.8900162,1.3744838,1.193124,0.0,1.2363532,1.1551585,1.2814065,1.4171731,0.9212259
tree,1.2173171,0.96333045,0.8636379,1.1282848,1.1635959,0.93574893,0.91625684,1.0138118,0.9107585,1.2278136,0.95340264,1.1461058,0.7725413,1.18538,1.2000257,0.9846557,1.138349,1.0471885,0.95531106,0.87283003,1.0647029,1.0775609,1.0275072,0.8275393,0.99826723,0.8960421,0.809963,0.5528487,1.1861463,0.90736413,0.933544,0.89158505,1.0702373,1.090067,0.8741908,0.9527141,0.99859595,0.9503243,1.1639683,1.0750618,0.79942006,1.1431581,0.9759953,1.1361152,1.1852154,1.0625767,0.9193791,0.85625184,1.0199516,1.1808044,1.0593313,1.1613593,1.0983698,1.0633569,0.77581763,0.90958214,1.1200397,0.9254619,0.98151714,1.164772,0.94269264,1.1063402,0.9400016,1.0685898,1.115635,0.9695872,1.1816995,0.9435591,0.83467126,0.7913374,1.233996,1.0828329,1.194424,1.149686,1.0939693,0.8564301,1.1100326,0.90047795,1.0426346,1.2375892,1.1053253,1.0976572,1.008483,0.97703797,0.88817114,0.97490263,1.0499669,0.9073455,0.93924797,1.1170822,1.2105579,1.2137709,1.025167,0.78634655,0.8935398,0.96421605,1.080608,1.0275568,0.8476148,0.9525432,0.7663508,1.141434,0.9306865,1.0750703,0.94116443,1.1635866,0.88681424,0.8942289,0.91260624,1.0186156,1.022486,1.0939987,1.2116287,1.2111826,1.1270907,1.2002676,0.9167412,1.0321388,0.97260135,1.2328255,1.1905593,0.9210856,0.9986934,0.8556805,1.0121543,0.7727598,1.0113993,0.96611965,0.8904806,1.131952,1.2168173,1.1732169,0.9668669,1.0532912,1.0439289,1.1468709,0.9211244,0.9544586,1.2363532,0.0,0.65974236,1.0405929,0.9161118,0.72093743
