,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
comb,1.0196209,1.0148262,1.2748888,1.0977826,0.9114533,1.1206763,1.1907467,0.9484904,0.6716775,1.0345579,0.99456835,0.9851685,1.0196532,0.8243824,0.9762099,1.074741,1.0023882,0.97653025,0.99254274,1.1382186,0.869241,0.8851894,1.3080966,0.9787594,1.0251734,1.0115808,1.2784314,0.8423257,1.0990498,1.0384243,1.028957,1.0806603,0.8957727,1.135653,0.96055347,0.0,1.2420506,0.8900005,0.9996015,1.0751826,1.1103722,0.91789114,1.1747013,1.0597528,1.0603625,1.0579318,0.82774484,0.95916283,1.1864895,1.0158744,1.3007076,0.98383915,1.1485828,1.104559,1.089612,0.97625095,1.1135145,1.1001472,1.1474327,0.5273244,1.1127504,0.83503556,1.0864902,0.99661183,0.95415384,0.8943532,0.9378904,1.1407481,0.9155011,1.2188401,1.044633,0.6743741,0.94438314,0.7790952,0.9978335,0.82673925,0.7751024,1.0474472,1.057499,1.2474468,1.1844747,0.9483211,0.8213227,0.77291924,0.9463591,1.1910706,1.2417033,1.1986861,1.0616753,1.2505065,0.8750376,0.95943916,0.94001293,1.0581045,0.9294028,1.1984547,0.98394537,1.0181252,0.9932749,0.89900386,1.0493187,1.18526,0.9308883,1.1127234,1.0851408,1.0775437,0.91764224,0.92934066,1.0229194,1.0802704,0.9461356,0.9845007,0.9078843,0.98299026,0.55067515,0.97539634,0.96535605,1.0929785,0.7782185,1.0000782,0.92569315,0.87704873,1.2463297,1.0790007,1.1731983,1.0286058,0.95469236,0.8624734,0.81516075,1.1168793,0.809839,0.93425834,0.78991556,0.9245733,1.0739336,1.2143238,1.1153481,0.6371255,1.0755635,1.0756996,0.85725164,1.0145601,0.90993917,0.97682446,0.681821,1.1775839,0.8521078,0.9187447
cookie,1.1811237,1.0011735,0.89228266,0.79828453,1.2742364,0.90003574,0.9529822,0.75613374,1.1209964,0.989555,1.1716961,1.3235224,1.005944,1.2778822,1.2133689,0.9926466,1.2608798,1.1879965,0.99717003,1.1047503,1.0510372,1.1143426,0.32674658,0.9705676,0.97668624,1.0874538,0.97750294,1.1912487,0.76895714,1.2736459,1.2194598,0.9430227,1.273588,0.9632219,1.09919,1.2420506,0.0,1.0955713,1.286698,0.47798097,1.0052582,1.2811612,1.0742841,1.2051024,0.93621635,1.1878381,1.1038631,1.1268005,0.91525835,0.83353174,0.66986126,1.271411,0.78861374,0.9676061,0.83439016,1.1368878,0.8804473,1.0565175,0.8942685,1.1680112,0.82732075,1.2166969,0.9469757,1.1081806,1.2330263,0.821053,1.1094245,0.91992706,1.0632339,0.99194837,1.0369778,1.1860851,1.3138697,0.9811542,1.2751331,0.9393805,1.2340534,1.1617392,0.96520776,0.06411737,0.7563852,0.9595618,1.0498573,1.194942,0.7960762,0.29000252,0.93254864,0.8067468,0.91005665,0.7162844,1.1325711,0.9587321,1.3207104,1.1234446,0.90301937,0.08325952,1.0881908,0.9879346,0.89768606,1.0660887,1.1868284,0.23418128,1.0771973,0.86297834,1.0677143,0.6917206,1.1235464,0.99210554,0.73287916,1.0895491,1.2162057,1.0484806,0.91878736,1.0679142,1.162935,1.2311997,1.0026122,1.0387938,0.95463604,1.2483404,1.0449578,1.2294288,0.88401103,1.2248602,0.8828994,1.1152298,0.90142137,0.8700582,1.0858622,0.7897742,1.2392256,1.1451738,1.2308718,1.259227,0.81116337,0.80928457,0.8240998,1.1898952,1.0534829,1.0340797,1.0785733,1.2975397,1.0060658,1.1318085,1.2323151,0.963406,1.243542,1.1140761
corn,0.9984222,1.1196301,1.1408846,1.1691431,1.084621,1.1634289,1.0920874,0.7299492,0.82491755,0.9968953,1.0243189,1.0113636,0.8677788,1.0209085,0.9134577,1.1116412,1.0006027,1.0519174,0.9792698,1.0855441,1.1497877,0.9841167,1.1491458,0.9693076,1.0383856,0.94143283,1.0740203,0.6988386,0.980874,0.9432697,0.90165323,1.049488,0.9698393,0.86229,1.0495559,0.8900005,1.0955713,0.0,0.99493355,1.0505229,1.0410792,0.89355695,1.0674598,1.0742168,1.0808439,1.0008509,1.0230621,1.0156478,0.7856109,1.0238334,1.1079606,0.97763425,0.9642853,0.9640479,1.1318731,0.8115823,0.9893438,1.1058924,0.87488997,0.9561537,0.9627027,0.8426017,1.0773375,1.0031437,0.9783428,1.0252254,0.9301041,1.0009334,1.0881017,1.1060413,1.1823052,0.9048555,0.9824088,0.9341237,0.9181094,1.0385383,0.9163712,1.0853803,0.9670032,1.0985485,0.9732895,1.0277917,0.901236,0.7853102,1.040833,1.0825351,1.1843247,1.0549375,1.0408151,1.0697579,0.94430745,0.9208156,1.0102482,1.0054885,0.9702753,1.1004124,1.0656719,1.0721066,0.9442396,1.1481935,0.98335403,1.002776,1.1568421,1.1391243,1.1326058,1.0582862,0.93181765,0.8786202,1.021942,0.93613243,1.0408641,0.88482237,1.1681418,0.91115534,0.908784,0.8788901,0.9657074,0.89740896,1.0478381,0.9530866,1.0057657,0.9015082,1.029018,0.87566125,1.066631,1.0319005,1.1151166,0.9997554,1.1019844,1.0325693,0.7443995,1.0338606,1.0146488,1.0057803,1.0080853,1.1180553,1.1799186,0.96750194,1.0416225,1.0406665,1.0229018,0.993493,0.94714344,0.80033684,0.9099809,1.0218586,0.9612669,1.140472
couch,0.5681843,1.102448,1.4320068,1.3224815,0.36347628,1.4290837,1.4706492,1.235892,0.9217762,0.57560843,0.94782555,0.10679817,1.2446357,0.30334067,0.5452661,1.1979177,0.3260572,0.9122954,1.3807913,1.4611728,1.0049001,1.1236495,1.4718425,1.2352136,1.2769275,1.2213187,1.3943458,0.8901978,1.3378431,0.75961185,0.41757846,1.3488255,0.68091774,1.3526994,0.44625175,0.9996015,1.286698,0.99493355,0.0,0.9864061,1.4869907,0.36123705,1.4256426,0.6210455,1.159677,0.94977325,0.8039211,0.4647857,1.2996168,0.86488515,1.4290586,0.71530014,1.2478598,0.8036382,1.2418535,0.9048444,1.4831463,1.416707,1.1044732,1.2045469,1.2808208,0.74695754,1.286184,0.9864658,0.86231637,1.3638302,0.67917347,1.317374,0.87590945,1.4142705,1.1923376,0.8398268,0.45015603,1.1631647,0.52153707,1.2586111,0.5829783,1.3479626,1.1604553,1.3211693,1.2054518,1.071646,0.68733656,0.7444228,1.1093464,1.3265357,1.3054609,1.365541,1.3927317,1.4674858,0.64760935,0.97573483,0.31862497,0.514081,1.1389358,1.2879949,1.4965649,1.5016816,1.2578889,0.8084773,0.92803574,1.1952975,1.4145606,1.2904768,1.2319044,1.2349724,0.93759537,1.188782,1.3271656,1.0180278,0.7745646,0.8165531,1.0811725,0.8881225,1.0273077,0.5004041,0.9409608,0.7727243,1.1421604,0.53056407,0.6620544,0.51435447,1.4232066,0.6089703,1.485871,1.1215242,1.0150292,1.345755,1.1650232,1.3816394,0.5657452,0.49133575,0.99964213,0.31147146,1.4573354,1.3063538,1.4269723,0.8750992,1.0274435,1.2728606,0.7641498,0.64480245,0.8245371,1.1888227,0.8366402,1.4606996,0.7762106,1.1481504
cracker,0.9986508,1.0420318,1.2886386,0.9460214,0.93044037,1.2794312,1.3609445,0.8748028,0.9226727,0.63613456,1.0998414,1.0265127,1.1911225,0.93829006,0.8322467,1.0598679,0.98442376,1.1672262,1.2155397,1.3048282,0.9118155,1.0880525,0.6837203,0.8692669,1.0351279,1.0585992,1.236787,1.1378026,1.0172764,1.1417923,1.099112,1.1309707,0.9815321,1.1269519,0.8370615,1.0751826,0.47798097,1.0505229,0.9864061,0.0,1.3439088,0.96917355,1.2410953,0.94660014,0.98831683,1.0270767,0.96059257,0.8498261,1.1964923,0.79567635,1.079434,1.2211637,1.0842706,0.9123617,1.0843562,1.0599551,1.1498988,1.2599108,1.0488955,1.0893996,0.9289002,0.93859136,1.2437904,1.1368821,1.1719847,0.86849284,0.90540814,1.1519951,0.898797,1.3410215,1.0479759,1.0077902,1.0317233,0.9294859,1.075845,0.89910555,0.87825096,1.3432238,1.0575911,0.55142343,0.9179733,0.8484838,0.73114234,1.0902182,0.9774955,0.5403332,1.2646241,0.9611177,1.1135087,1.1509233,0.8657031,0.8907733,1.0038245,0.92037076,0.7940973,0.47072315,1.3410611,1.2738584,1.0450454,0.8691672,1.2481695,0.5246123,1.2099271,1.0304654,1.1178908,0.8502233,1.0343931,1.0848426,1.0290792,1.0559499,1.0846046,0.8591691,0.95960563,1.0126055,1.0750042,0.9048971,0.94928616,0.9795987,0.73138946,1.0181437,0.6875298,1.055288,1.2810693,0.9733245,1.1271862,1.1543138,0.6409259,0.89910805,1.0652617,1.1735713,1.0555393,0.88700175,1.0194762,0.9516032,1.1620655,1.1297486,0.9591815,0.8661605,1.033564,1.2508681,0.8436163,1.1187476,0.9627289,1.1926461,1.077457,1.3430878,1.1180682,1.1446947
crayon,1.4064596,1.0547901,0.2780652,0.66970086,1.4636879,0.52468514,0.3411327,1.0310252,1.266031,1.514895,1.1020272,1.4988911,0.52347004,1.3780658,1.5539112,0.8597995,1.4624846,0.92142713,0.3943594,0.2903862,1.2033066,0.80006707,0.45805895,0.83832526,0.8405701,0.92096317,0.3057636,1.0163282,0.5437347,1.1296142,1.1821995,0.8363899,1.3039292,0.66806793,1.4350674,1.1103722,1.0052582,1.0410792,1.4869907,1.3439088,0.0,1.5137986,0.24528313,1.4159707,1.0568311,1.0490891,1.3308215,1.4427708,0.42165864,1.2104106,0.49865538,1.163204,0.7018163,1.2369262,0.71564245,1.2045362,0.23228776,0.4373303,0.7991769,0.89104545,0.8534906,1.4727852,0.60447145,0.9350572,1.0731485,0.7275792,1.3618791,0.63773346,1.2726038,0.39582527,0.9685149,1.3287988,1.4436657,1.1730462,1.3122227,0.8743366,1.3937978,0.41634226,0.9072341,0.95326525,1.0437514,1.1895359,1.5111809,1.2719027,0.98703575,0.97479725,0.24223542,0.40074754,0.68782735,0.39478528,1.4289911,1.3138967,1.4867045,1.4092284,1.1101456,1.0100596,0.07995236,0.10022104,0.64929044,1.3013617,0.6254916,1.1617892,0.601433,0.55560696,0.92063606,0.98439956,1.1019695,0.5970371,0.7048465,1.0457605,1.2353667,1.4245974,1.0326362,1.194002,1.0128211,1.5261526,1.1300324,1.1342896,1.0764885,1.4087338,1.4926376,1.3331243,0.1552229,1.2953439,0.42250645,0.8696881,1.3382738,0.95891064,0.990215,0.5745493,1.3571063,1.5048873,1.0883067,1.5015389,0.57529837,0.56572914,0.45011294,1.266262,0.78503674,0.62015283,1.3625832,1.2593541,1.185645,0.89307976,1.0975274,0.13828743,1.1033977,0.9773841
crib,0.5442423,1.2363863,1.4433974,1.3132601,0.6949603,1.4083226,1.4640242,1.1734371,0.590776,0.59941167,0.94440246,0.38046408,1.3580909,0.46725565,0.65103245,1.1249698,0.55446595,0.7188239,1.2016475,1.3841493,0.94182134,0.8527783,1.4957988,1.1516865,1.0602224,1.0660573,1.3943052,0.7363706,1.3641635,0.9286386,0.5467647,1.1573992,0.5239409,1.374469,0.5792617,0.91789114,1.2811612,0.89355695,0.36123705,0.96917355,1.5137986,0.0,1.3663535,0.6696652,0.8452798,0.84066224,0.67518467,0.7479382,1.2746543,1.0041188,1.5339521,0.9611574,1.3077079,0.8537978,1.443685,0.5743006,1.4912231,1.3326269,1.3040365,1.0959053,1.1472765,0.65199643,1.4168313,1.1621746,0.987523,1.2214705,0.78966165,1.2126985,1.047819,1.4632509,1.0677547,0.7937639,0.66742885,0.9283035,0.8237897,1.182693,0.53679854,1.3166579,1.2630146,1.3079355,1.1755626,0.9847402,0.79088604,0.66225576,1.1603297,1.3082464,1.4216944,1.4286094,1.4718113,1.4852254,0.6311413,0.92405075,0.5664474,0.78958744,0.93155193,1.2402785,1.5087936,1.5628474,1.2588093,0.7573794,1.1360116,1.1266292,1.3242701,1.2130162,1.1343064,1.2518507,0.8102849,1.100748,1.3261663,0.8093086,0.82742333,0.80812883,0.96621275,0.9930017,0.94142437,0.6822722,1.0224259,1.0106962,0.9817515,0.5428474,0.65878034,0.5541783,1.5220771,0.66974485,1.4057133,1.1882359,0.93483686,1.2052417,1.1555903,1.3542395,0.4984604,0.6960896,0.8690418,0.35016382,1.3508325,1.4993752,1.4716581,0.9115865,1.1451489,0.95589894,0.57160604,0.6711458,0.7892802,0.95461965,0.83532584,1.5230815,0.73689926,1.0817022
cup,1.3855455,1.1173973,0.32589328,0.7605313,1.4212697,0.50433177,0.36986083,1.1248847,1.1674016,1.3301892,1.1109523,1.4637034,0.7600735,1.3324986,1.4331142,0.93533707,1.4744039,0.9857809,0.560431,0.13902509,0.89569944,0.8404023,0.5159384,0.961038,0.56541216,0.9464723,0.22470975,1.0370787,0.79967916,1.1368706,1.1614624,0.7853532,1.099254,0.6979538,1.271491,1.1747013,1.0742841,1.0674598,1.4256426,1.2410953,0.24528313,1.3663535,0.0,1.3871796,1.018417,0.81487894,1.2338699,1.3324888,0.5677445,1.2252781,0.5449008,1.2454047,0.92867696,1.2003864,0.96540505,1.1223761,0.44851023,0.44827992,0.98597634,0.9871536,0.99356747,1.21049,0.7799313,1.046185,1.0671923,0.8285326,1.2446225,0.6541272,1.3341382,0.44606924,0.98578507,1.2729645,1.3710511,0.8641684,1.3787494,1.0645621,1.3002034,0.3075766,1.0578058,1.0074344,1.0366045,0.94222903,1.5064883,1.2703987,1.0775214,0.931471,0.28552443,0.426198,0.8635739,0.49444538,1.1935198,1.2403214,1.4645848,1.3635592,1.0158124,1.0434525,0.27440596,0.37018603,0.85764086,1.2715644,0.7135301,1.2044609,0.6483584,0.5219633,0.9015267,0.90072715,1.1059108,0.5774592,0.82469404,0.8146605,1.2178304,1.3996483,1.0011132,1.3241484,1.18574,1.4526184,1.2127203,1.2479728,1.1203086,1.2503769,1.2211907,1.2932341,0.33657146,1.2141726,0.35152018,0.97863686,1.1684469,0.9815275,0.90031856,0.69690824,1.3906485,1.3637462,0.99621755,1.3471721,0.6468259,0.7401651,0.62629,1.3253722,0.79400826,0.58814794,1.287201,1.2534546,1.3015158,0.8497994,1.1440095,0.3264985,0.9940215,0.9702075
dog,0.67391086,1.0976222,1.2873466,1.1215316,0.7868606,1.2169139,1.2937527,1.1406019,0.9530869,0.932694,0.8950538,0.6585598,1.2331967,0.74301434,0.72204745,0.83251595,0.5785762,0.9414341,1.2878597,1.3132887,1.0563642,1.0910463,1.3697436,1.1658803,1.1917199,0.93688434,1.392066,0.93460274,1.272615,0.7030345,0.84045416,1.0452726,0.9524092,1.1971455,0.8210387,1.0597528,1.2051024,1.0742168,0.6210455,0.94660014,1.4159707,0.6696652,1.3871796,0.0,0.7713964,1.1153448,1.0625687,0.7581588,1.3138909,0.9875078,1.3372074,0.7216191,1.209416,0.8127467,1.2445824,0.9702553,1.2104222,1.1133213,1.1448758,1.1166502,0.80276763,0.85572827,1.1796784,0.83638084,0.90290993,1.1569473,0.7371948,1.1034857,0.9044442,1.159117,0.49967206,1.0252637,0.6795502,1.1557399,0.79735184,1.0441124,0.9349922,1.2651683,1.1492848,1.2283568,1.0724322,1.0162703,0.6782005,0.8470819,1.1054341,1.1034384,1.3019736,1.2503839,1.2142451,1.3630005,0.986432,0.75315297,0.69196945,0.79770434,1.0602752,1.1535376,1.4097801,1.4431505,1.2117251,0.557095,0.9545122,1.0888231,1.0927936,1.3713548,0.5921944,1.0267686,0.844887,1.2791455,1.1635344,1.1150988,0.95732766,0.41796696,1.0646715,0.92189735,1.1326505,0.6948707,0.8286072,0.9038623,1.0740044,0.95788974,0.9730836,0.9380524,1.3320581,0.8858782,1.3446937,0.9877247,0.9843732,1.1813854,1.1317035,1.1919227,0.8027736,0.78597504,0.9955023,0.7672003,1.2854254,1.2582723,1.3688672,0.98758906,0.9635143,1.115955,0.93161684,0.84153724,0.90255183,1.0045565,1.0786237,1.3662584,0.9543026,0.73777187
doll,0.9485483,1.07913,0.877002,1.0349774,1.2135464,0.84490365,0.8692219,0.84202266,0.97060716,1.2497146,1.1154796,1.2015972,1.1501846,1.2551752,1.0464524,0.8489475,1.1482841,0.79495287,0.8231764,0.8725151,1.0957787,0.86206436,0.985049,1.0870806,0.8117684,0.73058945,1.0301102,0.9476249,1.023725,1.2583582,1.0699743,0.6761093,1.1056985,1.0173688,1.2071184,1.0603625,0.93621635,1.0808439,1.159677,0.98831683,1.0568311,0.8452798,1.018417,0.7713964,0.0,1.0694392,1.1528724,1.0482248,1.0912378,1.0565516,0.97462565,1.2544532,1.0062697,0.82907295,1.0389805,0.7986335,0.89085436,0.77868515,1.2317264,1.0184252,0.54867005,1.0938936,1.0164804,0.87655985,1.2922845,0.89498556,0.99274254,0.6862714,1.0337942,0.7931111,0.6986508,1.1653411,1.2118932,0.84998393,1.2970262,0.91064346,1.1911975,0.9943283,1.0908017,0.92977095,0.7759781,0.9148351,0.98598534,0.95401126,1.1175234,0.98500735,1.1019189,1.1187054,1.0242468,0.95714957,1.268159,0.8050498,1.1656837,1.2214581,0.8971938,0.9135192,1.0915335,1.0723362,0.9884319,0.8913095,1.0923438,0.9697164,0.7783475,1.1416594,0.6990142,0.8868718,0.82576644,1.1734085,1.0283381,0.8971014,1.1521242,0.74226665,0.9303534,1.0854416,0.9543104,1.0497109,1.0008756,1.0968463,0.9913004,1.2063584,1.2554672,1.0760243,1.0788696,1.2986723,0.8464621,0.9924035,1.0554196,0.86230755,0.94890535,0.8713256,0.9188531,1.2163296,0.9196111,1.1597507,0.8063906,1.0059747,1.0467747,1.1151847,1.061297,0.49613023,0.97622824,1.1144059,0.9990329,0.8724556,1.0753374,1.0468785,1.1677861,0.879511
door,1.082123,0.9954191,1.0610331,0.90573525,1.092416,0.98239756,0.9740996,1.3012378,1.0224946,0.8666709,0.9912755,1.0302157,1.0358889,0.83271307,1.1352334,1.0219785,1.0717827,1.0709568,1.1071332,0.8828707,1.0397586,1.0396061,1.1545116,0.746629,0.95135367,0.98175186,0.8333027,1.1023123,1.1458194,0.8384027,0.8028041,0.91676676,0.35810268,0.7934974,0.9072287,1.0579318,1.1878381,1.0008509,0.94977325,1.0270767,1.0490891,0.84066224,0.81487894,1.1153448,1.0694392,0.0,0.6492566,0.9677961,1.0269314,1.1904237,1.2149358,1.0398793,1.1312791,1.0757569,1.1674669,1.0175562,1.1284897,0.98312014,0.99438024,1.0056591,1.1642518,1.0639378,1.1248782,1.1115549,0.8799745,1.2116098,0.9901987,1.0023106,1.1632788,1.0071832,1.0673724,0.786729,0.8900423,0.96539205,1.0497241,1.1390066,0.65891945,0.64348924,1.0090922,1.1522853,1.2009232,0.91271836,1.246273,1.095043,1.1139938,1.0342835,1.0363611,1.020351,0.97718453,1.0934244,0.68158513,1.1987056,1.0710559,0.9426532,0.9595601,1.1795672,0.9771764,1.0510416,1.1539209,1.1734424,0.8430916,1.2768286,0.93264574,1.2089484,1.0291747,1.0028044,1.0444343,0.77177584,1.0551357,0.4920658,1.022012,1.0586346,1.1266662,1.1730874,1.128467,1.0518292,1.0207473,1.0779855,1.1006322,0.7657181,0.8717443,1.1240317,1.0440805,0.89598054,1.0018079,0.9527824,1.0778219,1.1495339,0.6956432,1.0384407,1.1534115,1.0708859,0.734928,0.9983362,1.1296515,1.1114718,0.98772746,1.1293689,0.85406417,1.0965577,1.230175,0.9413861,1.106883,0.9447559,0.73459464,1.0580648,0.6042783,1.029311
drawer,0.78163695,1.0203308,1.3129766,1.2084832,0.81840587,1.0831468,1.2133904,1.1166426,0.7694321,0.51725185,1.0207902,0.7789001,1.109137,0.7028384,0.89094883,1.113875,0.89169145,1.0412946,1.1707481,1.2851232,0.83115274,0.8982814,1.3002808,1.0168605,1.0225165,1.1511567,1.284652,1.0942143,1.2435899,1.0548445,0.8814115,1.0571202,0.50484943,1.2295476,0.7257087,0.82774484,1.1038631,1.0230621,0.8039211,0.96059257,1.3308215,0.67518467,1.2338699,1.0625687,1.1528724,0.6492566,0.0,0.93879986,1.2544724,0.94587576,1.2268476,1.0590653,1.201904,1.0424862,1.1378411,1.0060297,1.3897338,1.3120079,1.1449211,0.95065767,1.2472031,0.8555311,1.1877747,1.2409986,1.018666,1.0856761,1.0150601,1.259324,0.9328929,1.3241222,1.1707687,0.6276308,0.8742486,0.82596827,0.9198731,1.0533369,0.70667315,1.0898358,0.98687136,1.1148472,1.0619006,0.9449193,0.94582677,1.0251031,1.0579911,1.1767426,1.2635825,1.2204547,1.1443485,1.2594126,0.4618435,1.0321885,0.84869397,0.9568463,0.8384718,1.1209015,1.2051852,1.2380486,1.0740665,0.9800091,1.1964047,1.1263298,1.2479687,0.9829012,1.1544247,1.0925611,0.99689865,0.97221065,1.0910677,0.82947683,0.8450146,1.0132803,1.0722485,0.8977235,0.9030707,0.9426374,1.0468295,1.0333496,0.8870147,0.54839176,0.5251336,0.89349777,1.3537848,0.8584817,1.2356608,1.1071161,0.892933,0.9766885,0.7392031,1.292655,0.9432437,0.8260802,0.9244764,0.7112615,1.0628223,1.2888107,1.2219541,0.8279638,1.1210123,1.2159476,0.7755178,0.7709154,0.9476275,1.1294373,0.8395893,1.3077214,0.7764697,1.0843079
dress,0.83225507,0.886259,1.3386333,1.3033118,0.36755615,1.3426417,1.3847393,1.0895181,1.028449,0.7340126,1.1101253,0.48433876,1.1015984,0.61664414,0.46773887,1.2673591,0.5144725,1.1277086,1.3689246,1.3508403,1.0494769,1.1702832,1.2880859,1.195051,1.1613144,1.2609415,1.31761,1.0346576,1.2316983,0.87328774,0.7308953,1.2838877,0.85119843,1.0879688,0.73209286,0.95916283,1.1268005,1.0156478,0.4647857,0.8498261,1.4427708,0.7479382,1.3324888,0.7581588,1.0482248,0.9677961,0.93879986,0.0,1.3221204,0.83558106,1.185465,0.83519197,1.1182865,0.83566034,0.97245204,0.9873655,1.3981537,1.3560858,0.94902235,1.2266282,1.2185432,0.90001005,1.1842207,0.816699,1.0416328,1.2148019,0.6736182,1.2594844,0.6863625,1.2902734,1.2068281,0.92042005,0.52707624,1.0391936,0.5397393,1.1607864,0.72308177,1.3200259,1.0045325,1.1289859,1.0556312,0.95526177,0.5690793,0.9405533,0.9638169,1.116546,1.2227764,1.3076226,1.084688,1.3050456,0.8351842,1.0175204,0.47853124,0.46128917,1.1267536,1.1310061,1.4547665,1.4111243,1.2397401,0.9375612,1.0122839,1.0084497,1.287865,1.3267763,1.1937581,1.0182077,0.9881764,1.2285554,1.1766355,1.0595195,1.0134177,0.7748913,1.1005814,0.72976094,1.1154709,0.4714083,0.89949787,0.6069726,1.1435822,0.76464045,0.80296445,0.74923456,1.3467569,0.8807458,1.399199,0.8709817,0.99933165,1.2324864,1.1209091,1.2250707,0.7626457,0.59353733,0.95233923,0.6702648,1.3632432,1.0465782,1.2152318,0.8043405,1.0071656,1.2621224,0.9122671,0.89082825,1.0286882,1.277319,0.89981467,1.3582315,0.9003788,1.1007063
duck,1.3043655,1.0425155,0.69225097,0.6384164,1.3703429,0.86070746,0.7072041,1.0185721,1.1691239,1.3571322,1.0010542,1.3556212,0.6863573,1.2353139,1.354695,0.9967395,1.2953398,1.0089031,0.5807632,0.67796654,1.1854405,0.9521972,0.63234425,0.83785903,1.0072142,0.9829419,0.5453464,0.7947307,0.7119311,1.0283366,0.99202174,0.983078,1.2501626,0.678846,1.284786,1.1864895,0.91525835,0.7856109,1.2996168,1.1964923,0.42165864,1.2746543,0.5677445,1.3138909,1.0912378,1.0269314,1.2544724,1.3221204,0.0,1.1230054,0.6787646,1.1399403,0.78590673,1.2177998,0.872368,1.0806866,0.4473232,0.70520604,0.7749436,0.9196994,0.8872738,1.2784668,0.8015931,0.988669,1.0118564,0.85503155,1.244207,0.76165456,1.2227093,0.650621,1.0501332,1.2928314,1.3120645,1.123229,1.1490606,0.9540548,1.2550261,0.6758699,0.8224204,0.8684957,1.0121008,1.1445342,1.3399785,1.1073444,1.0373558,0.86789167,0.6244817,0.5132057,0.8233075,0.6265254,1.2663552,1.2862644,1.3566675,1.2339348,0.95266986,0.90677416,0.46194243,0.47090268,0.7301679,1.2936246,0.59667087,0.94861454,0.9032423,0.7184277,1.0143867,1.0518135,1.0857584,0.7208893,0.8510168,0.9253049,1.1912296,1.2524238,1.1387632,1.1430273,1.1187238,1.3019388,1.1206731,1.0225267,1.1099479,1.3227578,1.3318448,1.2932023,0.48052084,1.0431062,0.67776316,0.844565,1.1687006,0.9379064,1.10084,0.7751913,1.159139,1.3452244,1.0705234,1.3255658,0.7630159,0.7514142,0.6795423,1.2416,0.8113804,0.86406136,1.315414,1.1503444,1.0279835,0.71839213,1.0933402,0.46774697,1.069922,1.090778
ear,1.0229881,0.73777395,1.1437914,1.2382796,0.7229331,1.1797158,1.2342653,1.0296481,1.055392,0.88153505,1.1527394,0.90301716,1.0487411,0.91062135,0.7349109,1.2385587,0.9643355,1.1968334,1.1563101,1.2693127,1.1114049,1.1301528,1.0172474,1.1585948,1.1412643,1.1449815,1.2915078,1.046657,1.0546895,1.2181768,0.992346,1.3058424,1.027984,1.260336,0.98311436,1.0158744,0.83353174,1.0238334,0.86488515,0.79567635,1.2104106,1.0041188,1.2252781,0.9875078,1.0565516,1.1904237,0.94587576,0.83558106,1.1230054,0.0,0.973095,1.1307223,0.77466244,0.75706196,0.5712713,1.0377595,1.1337816,1.2629496,0.7876419,1.1982234,1.1643822,1.0015498,0.736341,0.9388916,1.1347234,0.87410915,0.61541563,1.1998188,0.4176581,1.1457548,1.1933868,1.0083745,0.99205035,1.049658,0.9449771,1.1681811,0.97211206,1.3210237,0.92245525,0.85249084,1.0840219,1.1038651,0.57775724,1.075963,0.62031436,0.90642154,0.9929043,1.2283679,0.9223061,1.1161473,0.98866147,1.0631359,0.868832,0.87843275,1.0247517,0.92145956,1.215981,1.0839164,0.96525353,0.95292336,1.2390957,0.8052108,1.2450092,1.1582484,1.1810143,0.99835813,1.0666474,1.177049,0.96056676,1.1348572,0.9940352,0.9560709,1.1242502,0.9913432,1.0952848,0.7806934,0.97907835,0.83836776,1.1109664,0.96010536,0.9098797,0.9554703,1.11842,1.03362,1.169133,1.0473249,1.0190644,1.1528211,1.1303371,1.03791,0.9253649,0.8355199,0.99528384,0.9195751,1.1864811,0.67679787,0.96332574,0.74105,1.2153631,1.210262,0.94200444,1.0423437,1.0082382,1.2041941,1.085155,1.0891492,1.0131723,1.1213349
