,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
pajamas,0.53214335,0.9924657,1.4627593,1.3251476,0.29083633,1.4180007,1.4981318,1.2263902,0.9914755,0.62436926,0.88443494,0.1874808,1.161721,0.6410675,0.32584286,1.2088897,0.19969296,0.90289974,1.4034702,1.4930053,1.0138863,1.1583128,1.5111043,1.2939351,1.3152275,1.2539146,1.4430187,0.9655385,1.3731266,0.7269018,0.8277855,1.3060191,0.7539028,1.2590667,0.7472606,0.94001293,1.3207104,1.0102482,0.31862497,1.0038245,1.4867045,0.5664474,1.4645848,0.69196945,1.1656837,1.0710559,0.84869397,0.47853124,1.3566675,0.868832,1.398842,0.6320967,1.2138687,0.81539243,1.1112283,0.8188776,1.4572966,1.4768276,1.069592,1.1813725,1.3427887,0.65077287,1.2160763,0.9549431,0.84982735,1.297885,0.7378081,1.3195634,0.7083403,1.4662659,1.2008989,0.8320365,0.39318502,1.1480677,0.41828692,1.304137,0.75981516,1.4640251,1.018322,1.3542798,1.1527413,1.1307617,0.6252704,0.8492088,1.0121907,1.2865374,1.2861708,1.3550522,1.224246,1.4754431,0.7583193,0.8879118,0.0,0.5361123,1.1023867,1.2910659,1.4826167,1.4778978,1.2787843,0.8742824,1.1020238,1.1014966,1.4253113,1.240306,1.21328,1.2757499,0.9683032,1.3535738,1.3065617,1.1726577,0.66886294,0.9341547,1.0592918,0.61096936,0.96555895,0.3372463,0.9766151,0.73666644,1.2002236,0.5232069,0.7190491,0.5397046,1.4528565,0.63879204,1.5457135,0.89896554,0.9941442,1.2896242,1.1107082,1.3346628,0.6668277,0.44557083,1.0263629,0.5612931,1.474987,1.2225666,1.341288,0.7269466,0.9832429,1.3490314,0.7633286,0.5898625,0.9798158,1.2100133,1.0404537,1.433589,0.7697909,1.0485475
pants,0.84897184,0.8362927,1.4127249,1.2211682,0.522936,1.4420955,1.4599495,1.2039641,1.1112161,0.74586356,1.0162063,0.5645056,1.0217376,0.6556816,0.47999907,1.2853663,0.57096565,1.1341773,1.457666,1.3844824,1.1897638,1.3335589,1.3175797,0.99926746,1.3170067,1.2682637,1.2237275,0.97669566,1.1560929,0.7390451,0.65347385,1.3307841,0.86854404,0.92953706,0.72502863,1.0581045,1.1234446,1.0054885,0.514081,0.92037076,1.4092284,0.78958744,1.3635592,0.79770434,1.2214581,0.9426532,0.9568463,0.46128917,1.2339348,0.87843275,1.2888428,0.5423473,1.0045397,0.81400573,0.9887281,1.02952,1.3975003,1.3777082,0.84676695,1.2888505,1.3269287,0.84242237,1.077947,0.79452187,0.8914432,1.3705155,0.66359407,1.3057787,0.78294003,1.2320579,1.2480217,0.83163464,0.38930893,1.1730828,0.22674268,1.0861423,0.6813257,1.329037,1.0053467,1.1302565,1.170444,1.0777183,0.6389477,0.82525223,0.9968789,1.1380914,1.2579433,1.2885785,1.0641392,1.3573515,0.6883102,1.0704721,0.5361123,0.0,1.2092702,1.1614258,1.4091064,1.3632603,1.2982398,0.9458257,0.98602116,0.99833506,1.244334,1.4132686,1.2787584,1.230622,1.0029421,1.1787707,1.1369454,0.95588505,0.98939747,0.8236084,1.2229983,0.7363266,1.1949322,0.3931809,0.7424114,0.3055743,1.146861,0.68103755,0.82896525,0.74404013,1.2589748,0.7178846,1.4071985,0.8430055,1.1023273,1.3491364,1.1596341,1.2525152,0.6645672,0.5260346,1.0419667,0.7238839,1.47707,1.0080771,1.2925825,0.9303668,1.0486455,1.4361936,1.0405241,0.86961234,0.9112435,1.1865138,0.81688195,1.2864721,0.9747864,1.1243603
paper,1.0590607,1.0605369,1.1260314,0.83438045,1.1171538,1.0212708,1.0850443,1.0166701,0.7773917,0.9099683,1.140989,1.1043599,1.1562068,1.029877,1.0101614,0.831293,1.0671704,0.8080678,0.7076033,1.0553092,0.88877934,0.7929051,1.0060959,0.90341294,0.91650236,0.834677,1.1287055,0.8997584,1.0899701,1.1691272,1.2005053,0.9110266,0.9752661,1.0670576,0.98384476,0.9294028,0.90301937,0.9702753,1.1389358,0.7940973,1.1101456,0.93155193,1.0158124,1.0602752,0.8971938,0.9595601,0.8384718,1.1267536,0.95266986,1.0247517,1.1060321,1.3746111,1.1434418,1.0707532,1.1559286,0.9711497,0.9218584,1.005,1.1669005,0.8187932,0.7756796,0.908264,1.1824424,1.1293651,1.1682258,0.7087743,1.0707467,0.9722967,1.0389192,1.2139903,0.87069964,1.061941,1.1850653,0.8834201,1.2251697,0.8809618,1.0444217,1.0403793,0.99910265,0.93693984,0.94077075,0.89060783,1.0333892,0.9870446,1.1305975,0.9574414,1.1806786,0.8338933,1.1114317,1.1313387,0.98600465,0.88765097,1.1023867,1.2092702,0.0,0.8786654,1.0375137,1.0334023,0.8784631,1.0443008,1.144133,0.8285452,1.0058525,0.7917103,0.9251833,1.060261,0.9717852,1.0169151,1.1041515,0.88596046,1.0498883,0.9191556,0.86168015,1.1182666,0.92898715,1.1000986,0.9985747,1.2420952,0.77800965,1.075384,0.86805755,1.1745449,1.2025325,0.92806613,0.9520677,1.0276581,0.7983594,0.85132366,0.96515834,1.1540749,1.0678713,1.0702152,0.9228906,0.99502915,0.92906773,1.2081513,0.93658704,0.9035524,0.90968287,1.0061275,0.79626703,1.0958544,0.97538525,0.858233,1.0876236,1.1606297,0.91277814,0.92002636
pastry,1.168982,1.0376061,0.89950645,0.80823916,1.2680154,0.9180437,0.9636847,0.72569585,1.0634719,0.9750371,1.1514874,1.310909,1.076457,1.2564431,1.2112927,0.9443545,1.2395757,1.1273912,0.97883886,1.0684468,1.001924,1.0908735,0.3665009,1.0011563,0.99062175,1.0430177,0.99423254,1.1341176,0.81110394,1.228682,1.248336,0.9081385,1.2443697,0.99316466,1.0974892,1.1984547,0.08325952,1.1004124,1.2879949,0.47072315,1.0100596,1.2402785,1.0434525,1.1535376,0.9135192,1.1795672,1.1209015,1.1310061,0.90677416,0.92145956,0.7306824,1.2452304,0.91556895,1.0310879,0.94229776,1.084109,0.86976254,1.0362606,1.005733,1.0809064,0.8168555,1.1406506,1.0198084,1.1338842,1.2101269,0.84837765,1.1519006,0.9294794,1.1109177,1.021532,0.9567721,1.1876137,1.287078,0.96257305,1.2650877,0.8960768,1.200029,1.101439,0.99526304,0.1535207,0.75837946,0.9450444,1.0825585,1.1356626,0.8917927,0.35497665,0.96800447,0.79657704,1.0032341,0.7658974,1.0993075,0.9744855,1.2910659,1.1614258,0.8786654,0.0,1.0693984,1.0055095,0.94015497,1.0058788,1.165173,0.24666178,1.0429602,0.8088198,0.99196076,0.7301396,1.1046753,0.9998514,0.80756164,1.0688423,1.2358035,1.0168853,0.91677743,1.0912004,1.1073074,1.2468168,1.0570507,1.1307075,0.90535706,1.228115,1.0076168,1.1866874,0.9519849,1.2082982,0.8933239,1.1444621,0.8900539,0.80441546,1.095158,0.85728794,1.22049,1.1403176,1.1898212,1.2251365,0.81333506,0.9266139,0.8444687,1.1649284,1.0346266,1.0122646,1.036353,1.2815409,1.0057569,1.0698109,1.2052951,1.0138967,1.1757876,1.0585071
pen,1.4002532,1.0135932,0.39453435,0.6230956,1.4405754,0.5848782,0.42566472,1.0576152,1.2574384,1.495314,1.066875,1.4997616,0.48773533,1.3045325,1.5541515,0.8659771,1.4522333,0.95907843,0.43014085,0.32765806,1.1503439,0.88097537,0.5367429,0.73305744,0.90985525,0.923485,0.32034957,1.0010437,0.64384127,1.0515612,1.1669914,0.82975984,1.2524555,0.6989636,1.3895792,0.98394537,1.0881908,1.0656719,1.4965649,1.3410611,0.07995236,1.5087936,0.27440596,1.4097801,1.0915335,0.9771764,1.2051852,1.4547665,0.46194243,1.215981,0.60480005,1.1221927,0.7490783,1.2649996,0.7489414,1.2441397,0.29695785,0.47301567,0.82584405,0.7634109,0.9181742,1.4462243,0.5845208,0.9740068,1.0117656,0.83702034,1.3524575,0.695858,1.2364339,0.43324727,0.982651,1.2260092,1.4013376,1.1454271,1.2604468,0.77412325,1.300267,0.3424816,0.84364533,1.0331287,1.0964935,1.1833534,1.516407,1.2308753,1.017455,1.0089492,0.3073423,0.37740707,0.6460547,0.4894054,1.327802,1.2962348,1.4826167,1.4091064,1.0375137,1.0693984,0.0,0.06903076,0.7127806,1.3131456,0.5889067,1.2240219,0.5886988,0.5954402,0.95003873,1.0430508,1.090851,0.55603456,0.75008017,1.0138355,1.2086945,1.4191618,1.0642961,1.1995828,0.9659083,1.527339,1.0653281,1.1615617,1.0012252,1.4057033,1.4263089,1.3730205,0.19818664,1.2415736,0.49208856,0.86879057,1.3225373,0.9363956,0.90081006,0.7276069,1.3491426,1.498901,1.0264606,1.4816084,0.6452726,0.62336373,0.49964082,1.2400559,0.7893736,0.73530823,1.3978282,1.2167778,1.1720961,0.85770947,0.990142,0.1697166,1.0376033,0.95909905
pencil,1.4282494,0.9094098,0.43042362,0.62606966,1.376571,0.6349662,0.49052447,1.0321077,1.2889783,1.4913554,1.124205,1.514914,0.45699185,1.3227694,1.5026264,0.9465285,1.4760071,1.049118,0.45640564,0.41278726,1.1979,0.92481846,0.51668215,0.7546125,0.9429154,0.9773922,0.3894009,1.0671014,0.55029094,1.1438637,1.1651009,0.8892127,1.3363981,0.68356395,1.3962598,1.0181252,0.9879346,1.0721066,1.5016816,1.2738584,0.10022104,1.5628474,0.37018603,1.4431505,1.0723362,1.0510416,1.2380486,1.4111243,0.47090268,1.0839164,0.562404,1.1729053,0.6380667,1.2359577,0.5647318,1.277716,0.31991214,0.52640295,0.68542707,0.788859,0.9457636,1.5001354,0.5174959,0.9371144,1.083167,0.8065249,1.3210058,0.7659166,1.0518467,0.48323578,1.0444013,1.2387443,1.4167874,1.1685499,1.2700629,0.75665313,1.3226768,0.47622013,0.72027564,0.9296658,1.0970197,1.2181518,1.3924832,1.2927358,0.9255649,0.96237886,0.3235041,0.43141544,0.5794494,0.47805005,1.369684,1.3367511,1.4778978,1.3632603,1.0334023,1.0055095,0.06903076,0.0,0.67987406,1.3107897,0.6529683,1.127984,0.6172901,0.62423146,1.0345623,1.0381213,1.0586873,0.57614636,0.69119,1.0534478,1.2284795,1.4139372,1.084266,1.1682738,0.9414314,1.4814717,1.0064746,1.0819485,0.9897297,1.4407575,1.4427416,1.39057,0.18706596,1.3136196,0.5638222,0.83478737,1.3213983,0.91496754,0.8907881,0.6792794,1.3459072,1.4856477,1.0260177,1.4926414,0.68537563,0.48125505,0.39298284,1.1130697,0.8301742,0.7911328,1.3662438,1.2779534,1.1766381,0.96938086,0.97750527,0.16674125,1.1199505,1.022046
pickle,1.219047,1.0571159,0.69474965,0.9430528,1.260541,0.82807153,0.7449869,0.78996074,0.8141461,1.2287831,1.0416727,1.2681153,0.80648184,1.1463145,1.3263571,0.9447829,1.2532786,1.0135341,0.6409874,0.85501707,0.9533368,0.845897,0.79647565,0.89479876,0.8718889,0.95102817,0.89761394,0.97344905,0.65671366,1.2188989,1.1876575,0.9963925,1.2248783,0.92568684,1.2227781,0.9932749,0.89768606,0.9442396,1.2578889,1.0450454,0.64929044,1.2588093,0.85764086,1.2117251,0.9884319,1.1539209,1.0740665,1.2397401,0.7301679,0.96525353,0.7381559,1.2143128,0.8512161,1.1803887,0.85734004,1.1792295,0.73007846,0.84639585,0.88556576,0.8327636,0.7466918,1.2218044,0.88132066,1.0468652,1.125619,0.59522414,1.2493678,0.92458713,1.0782359,0.88475764,1.0062915,1.2019464,1.2941656,0.9230211,1.2778771,0.7240143,1.2555621,0.88171333,0.9747971,0.9059786,0.68723416,1.0708512,1.128123,1.1169953,0.95342296,1.0206804,0.8742314,0.81477356,0.8998477,0.7378243,1.2668355,1.113554,1.2787843,1.2982398,0.8784631,0.94015497,0.7127806,0.67987406,0.0,1.0359268,0.8851935,1.00426,0.9144659,0.76071584,1.0241207,0.9058718,1.084753,0.83396554,0.949466,1.1433848,1.0635326,1.0682137,0.94640815,1.1035634,0.8868986,1.330806,1.041567,1.1132941,0.7918829,1.2205738,1.1688274,1.1575946,0.7636173,1.1734786,0.6839154,1.0436599,0.9412664,0.7811488,1.0512248,0.8043989,1.1574847,1.2909861,1.050043,1.2269526,0.66479355,0.8704786,0.7620737,1.0598305,0.9583383,0.8605255,0.99614775,1.1587867,0.9806508,0.9566111,1.0584978,0.7617238,1.1297513,1.0723989
pig,0.8337176,1.1017225,1.1616056,1.1620235,0.8451441,1.147074,1.2258462,0.9740246,0.87596047,0.8309976,0.89114153,0.8124362,1.3334283,0.8245525,0.91811556,0.83101064,0.91816,0.98776114,1.1832979,1.2762378,0.8929925,1.0204788,1.1712825,1.171111,1.0448306,0.99087113,1.3726875,0.8856299,1.074863,1.0085305,1.0280893,1.0777389,0.93375444,1.3492934,0.7301023,0.89900386,1.0660887,1.1481935,0.8084773,0.8691672,1.3013617,0.7573794,1.2715644,0.557095,0.8913095,1.1734424,0.9800091,0.9375612,1.2936246,0.95292336,1.1958183,0.96732247,1.276401,0.99126494,1.2030672,0.9161818,1.2032334,1.185484,1.2649759,1.0271255,0.9388158,0.8222225,1.2716429,1.1638035,0.9503882,1.0916437,0.9278505,1.1852103,0.9848473,1.317533,0.56966555,0.9265821,0.9576514,1.0146194,1.0202206,0.9899378,0.87950975,1.2516272,1.2388302,1.1164956,1.003718,0.9405031,0.8134369,0.79488194,1.0243402,1.0749261,1.2165728,1.2410872,1.3350381,1.2173779,0.90561295,0.7867463,0.8742824,0.9458257,1.0443008,1.0058788,1.3131456,1.3107897,1.0359268,0.0,1.1950159,1.0623361,1.1453964,1.1014104,0.7710353,1.0014113,0.9594981,1.171188,1.1972281,1.1337936,0.8812797,0.6385741,0.96886766,1.033224,0.9108268,0.888732,1.1331117,1.0900029,0.8859259,0.83247614,0.82635754,0.70389724,1.3517771,0.95427674,1.2257938,1.2326304,0.8448635,1.063443,1.0802567,1.1778921,0.8197315,0.8262098,0.92496216,0.76593345,1.1176729,1.262868,1.2497442,0.9331066,1.1764238,0.9907603,0.7757623,0.94074625,0.78371257,1.000833,1.0119473,1.3625519,1.0414207,0.83434665
pillow,1.1566001,0.9809906,0.86612445,0.64836824,1.139579,0.83595824,0.74807656,1.2194636,1.1444241,1.3658271,1.0022672,1.0599877,0.5175505,0.7546494,1.2132568,1.030625,0.8619945,1.002387,0.70286083,0.7273798,1.1140339,1.0081807,0.97709733,0.791108,0.93024504,1.104169,0.64921516,0.85191417,0.8749328,0.70417845,0.65611213,0.95855623,1.1612554,0.69766563,1.1380675,1.0493187,1.1868284,0.98335403,0.92803574,1.2481695,0.6254916,1.1360116,0.7135301,0.9545122,1.0923438,0.8430916,1.1964047,1.0122839,0.59667087,1.2390957,0.96971196,0.92419964,0.94501394,1.2308935,0.92753565,1.2610713,0.6123327,0.74898744,0.7030322,0.8613044,1.028281,1.3909549,0.90395874,0.6089673,0.8950241,1.0556252,1.2132018,0.9236164,1.1711066,0.5604464,0.96503407,1.2656828,0.9170329,1.2662007,0.8056822,0.8869298,1.1659237,0.61249673,0.81098217,1.1001621,1.1491866,1.1776147,1.1846873,1.1321436,1.1535234,0.97218037,0.8656188,0.6522839,0.8443821,0.82159674,1.1034641,1.2759404,1.1020238,0.98602116,1.144133,1.165173,0.5889067,0.6529683,0.8851935,1.1950159,0.0,1.239113,0.9205244,1.0327384,0.98930943,0.9856023,0.7991744,0.6095933,0.9153177,0.9428824,1.2660227,1.1157559,1.1321046,1.1091251,1.1884614,1.1325794,0.7388578,0.78808635,1.1308949,1.3618671,1.2644789,1.2815411,0.5732075,1.0754204,0.8404639,0.53073,1.2755213,1.1439576,1.1863629,0.7700043,1.0982275,1.22255,1.0697091,1.1403087,0.91052,0.84142804,0.7750039,1.3064133,0.49334085,1.0061009,1.3992621,1.1352464,1.1034034,0.8753324,1.0265485,0.62753296,0.89123964,1.0451281
pizza,1.0958114,0.87291026,1.0517052,0.8738648,1.0646298,1.0992527,1.165692,0.71319515,1.0407547,0.95133907,1.2098196,1.2098898,1.0434211,1.2421635,0.8749999,1.0667906,1.0753521,1.1354135,1.0717751,1.1818254,1.0926715,1.1457001,0.532359,1.0093675,1.093778,1.128432,1.0682777,1.0435491,0.8329919,1.2593819,1.2068324,1.106008,1.2836285,0.922376,1.1085455,1.18526,0.23418128,1.002776,1.1952975,0.5246123,1.1617892,1.1266292,1.2044609,1.0888231,0.9697164,1.2768286,1.1263298,1.0084497,0.94861454,0.8052108,0.7789806,1.2082423,0.83311236,0.9114415,0.8583623,1.0295434,1.0010756,1.1135904,0.8795626,1.1529865,0.91128474,1.0742972,0.9652952,1.0073909,1.280299,0.90554476,0.94595987,1.0249162,0.89236784,1.1120664,1.1131246,1.1034001,1.1874945,0.9759531,1.1073102,0.93880713,1.1330333,1.3066608,0.9280984,0.24756348,0.69353867,1.0189342,0.79950047,1.0882714,0.83089244,0.4075806,1.0727274,0.92703307,0.9303423,0.86429846,1.091271,0.8801987,1.1014966,0.99833506,0.8285452,0.24666178,1.2240219,1.127984,1.00426,1.0623361,1.239113,0.0,1.0913616,0.94350076,1.1656303,0.73048306,1.0653329,1.1625009,0.8417429,1.0886229,1.2321804,0.9486987,0.9742334,0.89112884,1.1480131,0.977305,0.95424044,0.97988355,0.9324132,1.1927732,1.0093882,1.1819324,1.0469859,1.1764829,1.0490091,0.97805375,0.9111809,0.88116676,1.1935709,0.89936054,1.0438533,0.98161525,1.095264,1.1758307,0.987595,0.8694724,0.9181009,1.0124716,1.0224779,1.0899006,0.9869351,1.2730407,1.055219,1.0886332,1.2401384,1.0977815,1.2521223,1.1265019
plant,1.2683413,0.95570326,0.5870468,0.7681943,1.342533,0.66184217,0.5997242,1.0103807,1.1305325,1.3980256,1.1438057,1.4459184,0.94869405,1.3025966,1.3868103,0.7471665,1.4199991,0.9145074,0.77226865,0.47688752,1.1261892,0.9755027,0.84200764,0.79498124,0.9018354,0.6234551,0.60589916,1.0919489,0.80611944,1.1008039,1.1700089,0.77140546,1.097751,0.75582683,1.245642,0.9308883,1.0771973,1.1568421,1.4145606,1.2099271,0.601433,1.3242701,0.6483584,1.0927936,0.7783475,0.93264574,1.2479687,1.287865,0.9032423,1.2450092,0.84645236,1.0642105,0.9584774,1.1881596,0.97220147,1.1238468,0.6957222,0.2096343,1.1084307,0.78001857,0.68770456,1.232185,0.84612,0.8523532,1.0791284,0.95658123,1.1152937,0.6819726,1.2323778,0.54328805,0.7637295,1.1224782,1.2354077,0.9480448,1.304821,0.67664164,1.0819721,0.5234139,1.0824143,0.991489,0.9506428,1.0200398,1.2755064,1.1083905,1.0557706,0.9644648,0.75640273,0.833614,0.76919913,0.7507569,1.2379456,1.0283457,1.4253113,1.244334,1.0058525,1.0429602,0.5886988,0.6172901,0.9144659,1.1453964,0.9205244,1.0913616,0.0,1.0071006,0.75843656,0.9030621,0.9989685,0.8974262,0.7830547,0.8612155,1.2405207,0.991121,0.90897906,1.268904,0.9167298,1.3431718,1.0246702,1.2284641,0.91542804,1.3015957,1.3624499,1.3059481,0.6975382,1.2564443,0.6308658,0.9460511,1.2172352,0.922206,0.86694646,0.6809017,1.2674854,1.3252311,0.8711006,1.3629775,0.8071318,0.88849616,0.7878216,1.1595925,0.97132593,0.70308447,1.2637844,1.2296115,1.1484507,0.8343688,0.85691774,0.66894424,1.0434315,0.85668707
plate,1.2163914,1.2388374,0.63112605,0.882574,1.2734319,0.67733365,0.6339441,0.94592714,0.9156056,0.84917223,1.060718,1.1958901,0.9857929,1.2105054,1.3121096,0.9729209,1.263541,0.80542994,0.5890548,0.67425275,0.52413124,0.6496223,0.6070781,1.1675856,0.6826955,1.064683,0.7193136,1.0146321,0.8891034,1.2310026,1.3562224,0.86144555,1.179139,1.1316614,1.021943,1.1127234,0.86297834,1.1391243,1.2904768,1.0304654,0.55560696,1.2130162,0.5219633,1.3713548,1.1416594,1.2089484,0.9829012,1.3267763,0.7184277,1.1582484,0.622188,1.2523087,1.014086,1.1949264,1.0490856,1.0807645,0.6621506,0.8279619,1.173377,0.83921397,1.0320191,0.9151434,0.97546047,1.2554724,1.1123812,0.6762884,1.3140999,0.8955212,1.226209,0.8752427,1.0542774,1.2095302,1.3100172,0.89915717,1.3528883,0.96286726,1.3879671,0.79821575,1.061233,0.87283564,0.88564825,0.9361687,1.3526183,1.2068436,1.0689387,1.0068129,0.6056735,0.5743778,1.127813,0.7081536,1.1074723,1.1367784,1.240306,1.4132686,0.7917103,0.8088198,0.5954402,0.62423146,0.76071584,1.1014104,1.0327384,0.94350076,1.0071006,0.0,1.0326831,0.9793918,1.1583333,0.80313313,0.91532695,1.1570996,0.97859335,1.3760673,0.65013087,1.2060161,0.9401883,1.4111826,1.2189633,1.3776532,0.813179,1.076707,0.74563146,1.0641607,0.69891405,1.0209386,0.65672404,1.1958491,0.7459911,0.6763361,0.9756325,0.94869834,1.2912371,1.1247942,1.1417606,0.99645895,0.5676703,1.011804,0.7687211,0.99551404,0.9862726,0.8027367,0.6421297,1.1021162,1.1780117,1.0391443,1.2934269,0.6883921,1.0835016,1.0333624
pony,1.0441784,1.1391176,0.7705104,0.9192056,1.271934,0.7739432,0.7010804,0.961472,1.0523942,1.221983,0.9696506,1.2436836,1.1552184,1.163702,1.2423196,0.47154695,1.1889839,0.7507274,0.8254328,0.8084016,1.0077828,0.87602305,1.0221758,1.0776521,0.9054699,0.5816072,1.0041654,1.0303664,1.0277451,1.0512053,1.1711442,0.6759628,1.0751882,1.0265522,1.1522202,1.0851408,1.0677143,1.1326058,1.2319044,1.1178908,0.92063606,1.1343064,0.9015267,0.5921944,0.6990142,1.0291747,1.1544247,1.1937581,1.0143867,1.1810143,0.99306303,1.0773197,1.1756022,1.1386966,1.1884527,0.9980768,0.7899467,0.75011396,1.277669,0.94475514,0.51637226,1.0937169,1.030032,1.0217777,1.0669892,0.88165563,1.1717545,0.6877264,1.2595465,0.8268777,0.14489615,1.1134577,1.2322391,0.99900806,1.275916,0.992415,1.1898841,0.8028424,1.203861,1.0987674,1.0335451,0.9356608,1.2863939,1.0232861,1.0551783,1.1059304,1.0293492,0.94557613,1.0960851,0.95207626,1.1978955,0.9435072,1.21328,1.2787584,0.9251833,0.99196076,0.95003873,1.0345623,1.0241207,0.7710353,0.98930943,1.1656303,0.75843656,1.0326831,0.0,0.9502796,1.0003242,1.1202972,1.1632667,0.9906096,1.128799,0.7465451,0.99097234,1.1582294,1.0124431,1.2085788,1.1666417,1.2380428,1.047363,1.1588649,1.1920218,1.1244298,1.072085,1.1642847,0.7675255,1.0726826,1.0213476,0.91512,0.9493314,0.89953184,1.1677089,1.1956286,0.9677443,1.1920099,0.77509046,1.1465511,0.9755014,1.1932445,0.9373784,0.7324376,1.1149106,1.1227778,1.0047053,0.7623704,1.112742,1.0182195,0.95213836,0.30281663
pumpkin,1.1017781,0.9628624,0.7118757,0.8627788,1.2010156,0.6234714,0.6510775,0.7046749,1.0463575,1.1965309,1.1604961,1.2770102,1.0432308,1.22318,1.1280783,0.98639363,1.1654232,1.2007163,0.94145614,0.8647835,0.8960039,0.9371102,0.660377,1.114242,0.714537,0.9552614,0.9274632,1.2143667,0.7194778,1.2080975,1.2490385,0.8527352,1.162038,0.8978578,1.0987391,1.0775437,0.6917206,1.0582862,1.2349724,0.8502233,0.98439956,1.2518507,0.90072715,1.0267686,0.8868718,1.0028044,1.0925611,1.0182077,1.0518135,0.99835813,0.5445278,1.1824454,1.0879049,1.1071868,0.93895125,1.1474924,0.9540682,0.8406025,1.0176883,1.0432596,0.873632,1.1717459,1.1122059,0.8805188,1.1406548,0.79713446,1.08785,0.8854902,1.0591588,0.7874285,0.95920295,1.1238939,1.2396331,0.89183456,1.304564,1.0534497,1.2529775,0.9249647,0.91863155,0.65973955,0.5852324,0.81107074,0.95438325,1.2722647,0.99065423,0.60507673,0.91043687,0.8784524,1.002109,0.45856857,1.2109317,0.9532714,1.2757499,1.230622,1.060261,0.7301396,1.0430508,1.0381213,0.9058718,1.0014113,0.9856023,0.73048306,0.9030621,0.9793918,0.9502796,0.0,0.981104,1.0458115,0.80551815,1.1059495,1.2272427,0.97862273,0.84120405,1.1287277,1.117116,1.2081041,0.98609954,1.1178383,0.9939392,1.2495136,1.1568315,1.2010701,0.9483029,1.287209,0.7434576,0.95507073,0.9191938,0.8374301,1.0156741,0.69783485,1.2954733,1.1367005,1.0255309,1.2160131,0.6854273,0.9445162,0.88428545,1.0983719,0.8128358,0.8080944,1.0698025,1.2850474,1.2970622,1.0845115,1.2857273,1.0135651,1.1610024,0.9827343
purse,0.939063,0.8063706,1.085552,1.1228341,1.019025,0.8944849,0.99287105,1.0059899,0.7630446,1.1237596,1.1377016,0.97704804,0.72681516,0.8059832,0.9037179,1.093228,0.8673607,1.0198706,0.73724884,0.9215031,1.0029156,0.7380592,1.2109597,0.9083347,0.6918864,1.0588793,1.0036592,0.923669,1.0697852,1.1177244,0.6296361,0.8915837,1.0668534,0.9959883,1.0901026,0.91764224,1.1235464,0.93181765,0.93759537,1.0343931,1.1019695,0.8102849,1.1059108,0.844887,0.82576644,1.0444343,0.99689865,0.9881764,1.0857584,1.0666474,1.1689932,1.1344769,1.1314172,1.1889405,1.0198961,0.9834507,1.1829593,0.9199892,1.0483223,0.9764406,1.0594862,1.106285,1.0017674,0.64904773,1.1923646,0.9056223,1.1944993,1.0884575,0.9654999,0.86777604,0.9491774,1.0091438,0.8718183,0.88258475,0.9054828,0.82333314,1.0253922,1.0120598,0.8605143,1.0830238,1.0807441,1.0673105,0.77924335,0.97707623,1.0899696,1.0785124,1.2027456,1.1160272,1.0146873,1.0455011,0.956551,1.1744735,0.9683032,1.0029421,0.9717852,1.1046753,1.090851,1.0586873,1.084753,0.9594981,0.7991744,1.0653329,0.9989685,1.1583333,1.0003242,0.981104,0.0,0.96401644,0.95301557,0.75699747,1.1809883,0.9215075,1.0733157,0.9725804,0.9305581,0.97231716,0.54259175,0.82953227,0.8929002,1.1719095,1.075012,1.0825542,1.0063462,1.1492839,0.9431084,0.62853926,1.1481411,0.90029097,1.0381012,0.7929129,0.6674438,1.086212,1.066839,0.9200334,0.84627247,1.0684636,1.1023494,0.95271266,0.8471697,0.7306695,0.9949509,1.1145295,1.0201355,0.9793707,0.9044904,1.0244926,1.1153297,1.1057895
