,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
cookie,1.084105,1.0329775,1.1267935,1.1254836,0.981098,1.0650611,0.8162137,0.946133,0.9316149,1.0633136,1.22358,1.1502684,1.1873009,1.1473093,1.124933,1.1845425,1.0145413,0.9953198,1.0793355,0.7400768,0.9891332,0.060206234,0.8854766,1.1640124,1.1190032,1.0013095,1.0954667,1.2120495,1.1021099,0.849319,1.1201295,1.0675375,1.1145179,0.0,0.86292523,1.1993446,0.0100227,1.1184882,1.0657474,0.9752221,0.7418061,1.1474792,0.9252638,0.97899276,1.0101157,1.1039385,1.0751904,1.0084702,1.1532125,1.1104969,1.0858343,1.0691435,1.0519248,0.98996395,1.004295,1.0269771,1.1443675,0.88889855,0.97721934,1.0103574,1.1823,1.0988147,0.87230635,1.0984135,0.9495217,1.0509062,1.106624,0.98480815,1.0688003,1.118189,0.70001096,1.203613,1.1640439,0.9292695,1.0642335,1.0992366,1.1083581,0.73150635,1.0423374,0.93509555,0.53628206,1.1190784,0.8652313,1.0662851,1.0754955,1.0395426,0.9890711,0.9045949,1.1379092,1.2051625,1.0263741,0.8431335,1.1067432,1.1376399,1.0899066,0.9298635,1.0633787,1.1748049,0.9352996,1.0886961,0.6811808,0.9523069,1.0247743,1.1481985,1.029871,1.1329894,1.0530429,1.0364791,1.2361552,0.95980006,1.1969922,0.9321898,1.1651082,1.1117038,1.1373296,0.78874063,1.1441785,1.1115751,1.066571,0.9353844,1.0911603,0.95057386,1.0010381,1.0558109,1.1696044,1.0093434,1.249814,1.0323963,0.9641032,1.0244805,1.0289665,1.1220193,0.8959449,0.93238664,0.7235715,0.98428136,1.1552382,1.1783774,1.1206355,0.9497683
corn,1.1929579,0.8039078,0.8450694,1.3938763,0.8508235,0.7924882,0.524003,0.732335,1.3725744,1.2816975,1.3582103,0.67930883,1.3281319,1.2937984,1.1979574,1.2216232,1.0366635,0.5657443,0.72864693,0.98205626,1.109645,0.85102165,0.75336504,1.3036462,0.6081272,0.88359106,0.97394806,1.0898669,0.8186109,0.7171229,1.2892354,1.2386906,0.8011143,0.86292523,0.0,1.3899221,0.83733094,0.6188275,1.2831213,0.8627864,1.1581813,1.1993945,0.97619903,1.0246618,0.98695034,1.3435967,0.9848464,0.8518844,1.0832236,0.98253053,1.3705251,0.8870947,1.1325636,0.61775386,0.7838945,0.8828796,0.72793007,0.7518134,1.0911888,1.3295214,0.801788,0.93240774,0.7860082,1.363397,0.7819754,1.3362217,0.6614842,1.1263158,1.1496526,1.355501,0.59056085,1.2377545,0.830021,1.0530714,0.7859752,0.75775623,0.76349443,0.97236186,1.2268583,1.1011798,0.97696894,0.8525955,0.6346648,0.7765578,0.8862694,0.7538638,1.2262607,1.0068057,1.2044166,1.2526844,1.1656622,1.01325,0.5404779,0.59570867,0.7900383,0.3573556,1.1979511,0.7580524,1.179184,0.7817071,0.91181475,0.94177705,0.70936024,1.0258454,1.0537806,1.0296206,1.3402686,1.2119989,1.040246,0.8398274,1.3830783,0.7456691,1.1418145,0.8666419,1.3457587,1.2854239,1.2781676,0.558652,1.142098,0.6312606,0.8943553,1.1888683,0.8731921,1.0402223,0.7156419,1.2282866,1.400806,1.3902682,0.5745527,0.8568995,0.7549,1.0715845,0.6164606,0.92099166,1.1430359,1.0019433,0.8326502,0.84024775,1.149166,0.9048865
couch,0.561607,1.2577388,1.3501772,0.35124218,1.3326588,1.393301,1.3926563,1.1824346,0.59279084,0.7112428,0.11434126,1.3386921,0.24193347,0.57733715,0.70983744,0.31280732,0.9840427,1.2156035,1.4673246,1.1524918,0.612014,1.2045811,1.3199809,0.5943858,1.4930072,1.2921054,1.0826901,0.9146497,1.0400989,1.3763056,0.63468045,0.6163706,1.1988235,1.1993446,1.3899221,0.0,1.2174585,1.5021551,0.49787223,1.3959596,1.0356026,0.5489937,0.9682684,0.997691,0.97820544,0.65447956,1.1949749,1.3819463,0.84534866,1.1696836,0.65129304,1.2808233,0.94098437,1.4539304,1.4118629,1.0677139,1.4645436,1.2710625,0.89379895,0.58500695,1.4305097,1.0347004,1.3196926,0.6882987,1.4044285,0.701849,1.5379568,0.9629211,0.7953161,0.3758155,1.4416277,0.48505867,1.358429,0.7951426,1.4926245,1.2442049,1.2834944,1.1306727,0.6586804,1.0130837,1.1690958,1.3804699,1.338985,1.4214965,1.3536582,1.4317728,0.65931463,1.1383723,0.6108596,0.59446615,0.6102265,0.95159185,1.5726453,1.4954252,1.2822545,1.487346,0.7512239,0.8755068,0.76278937,1.3652117,1.1765893,0.97441715,1.1857659,1.156194,0.8235638,0.84935826,0.852152,0.831238,0.9559643,1.1358414,0.4404801,1.169429,0.7171045,1.2079332,0.63884133,0.78002894,0.60957074,1.5088644,0.8497938,1.4654949,0.9697511,0.7282257,1.3741643,1.1528994,1.2432777,0.8273799,0.3632924,0.35389888,1.5007831,1.3398179,1.4848275,0.9091343,1.3079209,1.1525782,0.7477682,1.0844694,1.0848508,1.3892329,0.8271021,1.1719697
cracker,1.0818638,1.0267863,1.1231884,1.134318,0.99251723,1.0702775,0.80843765,0.91631913,0.9489917,1.0716943,1.2377176,1.1391828,1.1977754,1.1547182,1.1253638,1.1983335,1.0098565,0.96355844,1.0598303,0.7560968,0.9760623,0.08329332,0.8857147,1.1763716,1.1015316,0.9996302,1.08251,1.202244,1.0894841,0.85812265,1.1376139,1.0656792,1.0835049,0.0100227,0.83733094,1.2174585,0.0,1.0919337,1.0638881,0.9763669,0.7548255,1.1645844,0.9289535,0.97133887,1.0084575,1.1181748,1.0751578,0.99926233,1.1484053,1.1095409,1.1097662,1.0582149,1.0510533,0.9667658,1.0017154,1.0231823,1.1088123,0.8748499,0.9919353,1.0120517,1.1681739,1.0855136,0.84616894,1.1171789,0.93694544,1.0516872,1.0997641,0.9859735,1.0645398,1.1244894,0.69146717,1.2145169,1.1318878,0.9159844,1.0510058,1.1031384,1.1043825,0.73731977,1.0532665,0.9384882,0.56451386,1.1075706,0.8568235,1.0518126,1.0763345,1.0249121,1.0047307,0.92295575,1.1467155,1.2138422,1.0098567,0.88606477,1.0774528,1.1097937,1.0820256,0.9153222,1.0945139,1.1742961,0.91374063,1.0805526,0.6931429,0.943002,1.0089961,1.1433859,1.0339087,1.1266913,1.0537032,1.0475936,1.2288616,0.93231505,1.2157377,0.9176517,1.1798189,1.1108601,1.1447197,0.80242777,1.1537113,1.0923729,1.0459086,0.9219843,1.0847322,0.9733521,0.9992831,1.0388632,1.1571591,0.99842674,1.2671084,1.0449504,0.95946765,1.0183117,1.0054162,1.1013848,0.8859949,0.9236742,0.7458806,0.98123527,1.1429452,1.1683526,1.1155419,0.9342668
crayon,1.4362972,0.6613425,0.3108279,1.4986318,0.70120746,0.51508373,0.6105382,1.0166773,1.4563177,1.2865636,1.4784479,0.28126335,1.5197349,1.5566237,1.2250493,1.475615,0.99078363,0.68343127,0.20228243,1.055543,1.4391584,1.1448631,0.8479792,1.2656462,0.34112906,0.73834217,1.0098509,1.015829,0.98385227,0.6678065,1.3691642,1.3840733,0.9469998,1.1184882,0.6188275,1.5021551,1.0919337,0.0,1.5026029,0.42681998,1.2231798,1.4554923,1.1723669,1.1118683,1.0864887,1.3284508,0.9635849,0.42093337,1.0885392,0.8580246,1.3224742,0.7109144,1.1057305,0.28317362,0.585845,0.9695441,0.35868967,0.8110206,1.2128129,1.5454656,0.23366898,1.1313243,0.7354292,1.3419832,0.58884215,1.4507426,0.37965035,1.1702135,1.3312845,1.4877801,0.88437855,1.4729197,0.37062728,1.3610073,0.24842417,0.47137213,0.42037588,1.1484985,1.5834813,1.1589462,1.1511834,0.244465,0.72830683,0.5352142,0.601393,0.25748253,1.4029706,1.0663662,1.48965,1.3453734,1.4318511,1.1276088,0.09822154,0.085790694,0.34680402,0.526175,1.2966994,0.84512055,1.4403236,0.6263123,0.9490838,1.2126192,0.73467124,1.110188,1.2621088,1.0746884,1.3406695,1.3482453,1.063958,0.93452024,1.5309421,1.0875268,1.245851,0.9525877,1.3415568,1.3869178,1.3564768,0.24778342,1.1178628,0.23312747,0.9346836,1.411077,0.5799475,0.9914867,0.6149619,1.3954782,1.4510868,1.5841691,0.4560846,0.63121605,0.494964,1.198271,0.71266186,0.8815732,1.4037575,0.9903233,0.85636,0.39019805,1.094142,0.9523727
crib,0.68266386,1.2539123,1.3765275,0.59768367,1.3430234,1.449012,1.2990359,0.61443496,0.5272388,0.7209899,0.40222478,1.5375354,0.47858608,0.5984282,0.98652333,0.6182955,0.6983644,0.9766384,1.4168085,0.9194437,0.31108165,1.1209533,1.0531081,0.89715636,1.4132828,1.1549956,1.2291301,1.0622772,0.9130945,1.2146004,0.45978153,0.69199944,1.1174314,1.0657474,1.2831213,0.49787223,1.0638881,1.5026029,0.0,1.3325117,0.88920796,0.84614646,0.86278605,0.7583595,0.8938912,0.96869624,1.2821164,1.4816432,0.87042326,1.2999679,0.86792374,1.478982,0.754789,1.4609839,1.2757082,1.3286529,1.514463,1.2365608,0.7774838,0.59431267,1.5564308,1.2348897,1.1982124,0.9275379,1.3910062,0.88212746,1.5656903,0.90630764,0.5715737,0.7548704,1.2243611,0.74355006,1.4072576,0.3407613,1.4625814,1.296895,1.3771764,0.85601395,0.87841666,0.82958853,1.151985,1.4873967,1.2682707,1.5622454,1.4045635,1.4004896,0.60199547,1.1392297,0.6913159,0.972823,0.5269015,1.119258,1.5523162,1.5005012,1.3303423,1.5289576,0.9277116,1.2391045,0.614969,1.3813629,0.94369596,0.6760611,1.053625,1.1546669,0.65996766,0.86854815,0.9411874,0.6752844,1.0263685,0.9939821,0.7688743,1.1922516,1.1205779,1.1671588,0.55109483,0.6285323,0.45463765,1.6236789,0.7482338,1.4336802,1.1485007,0.69926244,1.4595115,1.1304157,1.3391383,0.59183884,0.80008316,0.33830535,1.4625344,1.5637119,1.5428922,0.8347128,1.2696855,0.7727791,0.56187993,0.8933834,0.9792487,1.5669239,0.74482685,1.0441352
cup,1.4191346,0.9274661,0.44827068,1.3726128,0.74283254,0.62654006,0.82404554,0.9170547,1.0410014,1.2264957,1.4302607,0.589784,1.3687177,1.3805258,1.292558,1.4470727,1.0331813,0.88473696,0.29771996,0.5140927,1.3050416,1.0067508,0.56370664,1.2910836,0.4508419,0.8804966,1.1600492,1.1313488,0.9586688,0.6908375,1.2258637,1.1855992,1.0704589,0.9752221,0.8627864,1.3959596,0.9763669,0.42681998,1.3325117,0.0,0.62472254,1.5081041,1.104868,1.0627129,1.0672926,1.2115335,1.1029787,0.5773979,1.1833024,1.0076095,1.2191236,0.9310381,1.2124239,0.7247378,0.69196826,1.1047785,0.74624014,1.0057085,1.1427917,1.2042824,0.581631,1.165984,0.7716713,1.2177441,0.83291245,1.2747911,0.54526836,1.12058,1.2099766,1.3786378,0.64477193,1.4234533,0.62388206,1.2194533,0.4033028,0.6360548,0.72208124,0.82594764,1.3062487,1.1322905,1.0705663,0.4533987,0.7720294,0.72175246,0.6857282,0.43976676,1.1800026,1.1104486,1.3453319,1.3225366,1.3116369,1.1010923,0.55713534,0.5437983,0.52531266,0.7947062,1.1684537,1.02837,1.3394754,0.92559534,0.63892794,1.1692587,0.8419132,1.0422398,1.0814619,1.1813586,1.2858498,1.2673299,1.1411743,1.1456226,1.3881502,1.104116,1.2353529,0.8740224,1.182603,0.93069386,1.2960554,0.61554974,1.164592,0.42850006,0.97708714,1.1227692,0.60316694,1.135285,0.9267729,1.2795113,1.3570089,1.2474433,0.5584039,0.8108223,0.77075565,1.2017801,0.8101777,0.88124996,1.0719758,1.0757129,0.99613476,0.63687927,1.0541959,1.0465548
dish,0.95569444,1.1903692,1.187073,0.9969304,1.001659,1.1045372,1.11573,0.91277146,0.4758047,0.96435857,1.0718162,1.2139478,0.9614075,0.99012303,1.0559939,1.0622597,1.0024215,1.1453952,1.1886322,0.18459463,0.95455176,0.80063224,0.8690715,1.1289152,1.1954544,1.0919199,1.2134386,1.0878192,1.0426111,0.9170965,0.87084585,0.86215526,0.9463475,0.7418061,1.1581813,1.0356026,0.7548255,1.2231798,0.88920796,0.62472254,0.0,1.235219,1.0861692,0.9450232,0.8356482,1.0531164,1.1539161,1.0756016,0.98427564,1.1561093,1.0515648,1.2350372,1.0342948,1.1815007,1.1312044,1.2493776,1.2095068,1.1220568,0.9457628,0.7959012,1.2873785,1.1957197,0.93503165,1.0415577,1.1251392,0.9780694,1.2655315,0.968011,0.8911867,1.0365038,0.8861226,1.0658102,1.2427865,0.8431554,0.9836187,1.1648526,1.1654733,0.72347987,0.9197443,0.98432684,0.9784113,1.172292,0.82797766,1.1340146,0.9946117,1.1120164,0.83178663,1.1530396,0.9813682,1.1329579,0.8725931,1.096287,1.2594645,1.2546223,1.1651423,1.2387252,0.96243966,1.1623544,0.9855274,1.3032249,0.40411574,0.9760396,1.1454709,1.0679594,1.011458,1.0503665,1.0491569,0.98180336,1.2026514,1.0210862,1.0717282,1.1002781,1.1927959,1.0389466,0.89277506,0.36692214,0.89188445,1.317338,0.8820447,1.1265967,1.0022923,0.78693473,1.0999359,1.0930715,1.3279495,1.0057542,1.1205788,0.7191073,1.0002,1.2464006,1.2000607,1.0028045,0.8813699,1.0342273,0.6590271,1.0095836,1.2505699,1.2770126,0.7721246,0.9610188
dog,0.6192337,1.2232788,1.3181659,0.7679254,1.1739455,1.2337768,1.2758073,1.2338048,0.986152,0.84982526,0.5201075,1.1787342,0.67412674,0.7050364,0.75338954,0.4659391,1.1042181,1.3243215,1.4106256,1.3028649,0.95275956,1.0887635,1.2736247,0.6747211,1.3614087,1.2148979,0.96735096,0.613745,1.049029,1.3704603,0.94383246,0.84705424,1.1267698,1.1474792,1.1993945,0.5489937,1.1645844,1.4554923,0.84614646,1.5081041,1.235219,0.0,0.7927269,1.1460649,1.0789676,0.7354311,1.006553,1.3161738,0.7849594,1.0411313,0.8011137,1.134023,1.0107254,1.2707762,1.1968434,0.9509299,1.2814407,0.9688212,1.0525366,0.8784191,1.233498,0.77459764,1.3018992,0.71143216,1.2648615,0.86426556,1.1947279,0.9930502,1.0010716,0.47044122,1.3126005,0.6110821,1.282193,0.9761393,1.3627418,1.2373163,1.2109891,1.1903208,0.6338658,1.0142006,0.8878224,1.3256866,1.1333464,1.222462,1.1978579,1.4417167,0.97217274,0.7769428,0.68455106,0.581043,0.8946852,0.70482016,1.4232049,1.4125456,1.2882991,1.0946786,0.77221453,0.7549994,0.75579894,0.9784669,1.2960793,1.0255324,1.219963,0.7544525,1.0599643,0.84133434,0.5182609,0.8943495,0.8268647,1.187134,0.57361025,0.9070847,0.67454255,0.8939964,0.89889365,1.1237767,0.9095462,1.2297189,0.85980356,1.4497457,1.0568378,0.5902495,1.1310275,0.9975514,1.003873,0.85178953,0.47178113,0.77143216,1.3844221,1.1226315,1.2506185,1.0269859,1.1155953,1.208806,0.9776424,1.1229179,1.054357,1.1728625,1.0801618,1.0424132
doll,1.0246687,0.81739545,1.028322,0.99197245,0.94140863,1.0492944,0.9609413,0.80633247,1.2101983,0.67326367,0.86545205,1.2267089,1.0249939,0.74619937,1.1916234,0.8839143,0.74746364,0.8914997,1.0123436,1.100086,0.9371836,0.9537612,0.8153268,1.1383989,1.1404551,0.8229002,1.0773757,1.2896807,1.0083263,0.86419463,1.1017497,1.069786,1.254153,0.9252638,0.97619903,0.9682684,0.9289535,1.1723669,0.86278605,1.104868,1.0861692,0.7927269,0.0,1.0461768,1.2249,1.0928141,1.0926538,1.1378521,1.1884245,1.1950539,0.93797684,1.0826285,0.9225354,1.0776346,0.8187516,1.0734466,1.2785633,0.83957624,0.88564014,1.0636475,1.1703318,0.95347065,0.9661095,0.958165,0.9658152,0.9864742,0.9855383,0.9857652,1.0469881,1.0248988,0.6910647,1.0320122,1.1908637,0.90059423,1.1724304,1.1646299,1.1623126,0.82674956,0.9115532,0.70677555,0.9843444,1.1426733,0.91434306,1.2463777,1.1750221,1.1913866,1.1649592,0.6771358,0.78667605,1.1548576,1.008694,1.0124022,1.1567173,1.2006648,1.178432,1.1128992,0.9127193,1.0929774,0.89869803,1.0283787,1.0739355,0.6419482,0.9995162,1.0336138,1.0059437,1.2487532,0.9229567,1.0695058,1.0021186,1.0554057,1.0013646,0.87361413,1.0953525,0.901281,1.1898124,1.2021735,1.0128765,1.1293073,0.9241012,1.0817293,1.0953432,0.91477877,0.96111757,1.0439557,1.1795642,0.81766593,0.98672557,0.973474,1.0323966,1.0221293,1.0087689,1.0011581,0.8859384,0.5290457,1.0180283,0.82666194,1.0706509,1.1715398,1.1905645,0.9141146
door,1.0983233,1.0642895,1.1311834,1.0052452,1.1146673,1.0991759,1.1458573,0.78464717,0.84446716,1.0413741,1.0258247,1.0660704,0.77208114,1.1076415,1.0360821,1.0939904,1.0733395,1.0793877,1.0021048,1.039055,0.94482416,1.0046362,0.8991455,1.086086,0.7907605,1.0783999,1.1767919,0.96794343,0.6543237,0.9257085,0.3750888,0.7794124,0.9678484,0.97899276,1.0246618,0.997691,0.97133887,1.1118683,0.7583595,1.0627129,0.9450232,1.1460649,1.0461768,0.0,0.46591783,1.0559956,1.1290041,1.1170075,1.0220493,1.0924522,1.0734897,1.1694001,1.0163698,1.1405296,1.0416093,1.0988433,1.0781615,1.0950819,1.0946146,0.96656287,1.1178563,1.1917791,1.2560531,0.97475475,1.1216421,1.1018133,1.0574476,1.0718392,0.80749655,1.180351,0.95989424,1.1072258,0.98072493,0.55199337,0.90913737,1.0244209,1.1903342,0.81077796,1.1707995,0.9646475,1.0975723,1.1545285,1.043125,1.0584261,1.008096,1.0652668,0.52050155,1.1010331,1.1115285,0.9453634,1.0080613,1.177745,1.0430915,1.0467336,1.0948801,1.1358743,1.2251084,1.0049129,1.1986771,1.0680386,1.0827061,0.9864264,0.9871996,1.1351936,0.34786236,0.93859637,0.8957199,0.9798634,1.1278338,0.95868665,1.016098,0.99299335,1.0216886,0.81260306,0.45399952,0.90840644,0.96089476,1.1304263,1.0062984,1.1051488,1.1058644,1.066894,0.99737495,1.0172623,1.0280999,0.7552469,1.109866,0.906787,1.1948142,1.1286583,1.1945586,1.0876297,1.0469286,1.1065809,1.0643828,0.9072845,0.45148093,1.1928937,0.685015,1.0905193
drawer,1.0581597,1.1778467,1.2768742,0.99004036,1.0094695,0.9935179,1.1291293,0.89867693,0.76261705,1.02735,1.0292047,0.91072196,0.73724174,1.1337686,1.0388947,1.0473315,1.0770053,1.0207924,1.2095956,0.83324647,0.8432815,1.0343918,1.0448395,1.1041816,0.8959775,1.1273848,1.0644108,0.8970537,0.78275716,1.018588,0.60313815,0.82012635,0.7885511,1.0101157,0.98695034,0.97820544,1.0084575,1.0864887,0.8938912,1.0672926,0.8356482,1.0789676,1.2249,0.46591783,0.0,1.0562546,1.0765135,1.1820319,1.0563645,1.0061857,1.1332228,1.1553266,1.0526048,1.0088345,1.1994245,0.9804948,0.92778385,1.0049468,1.108185,0.93746334,1.1786896,1.1234791,1.0965642,1.110458,1.2340639,1.0321734,1.1802293,1.0921662,0.90484846,1.1054378,1.0925593,0.9794032,0.9264809,0.756894,0.94796205,0.955574,1.1424353,0.99164337,1.0582899,0.9875536,1.0984111,1.2397604,0.9301537,0.9937359,0.8812752,1.1187743,0.52985823,1.2160509,1.1029112,0.9429714,0.8938401,1.0666659,0.9618404,0.9627605,1.0497347,1.023912,1.0181597,0.83148736,1.1345766,1.1099097,0.9029737,1.0822196,0.92462176,0.9647524,0.6421501,0.9457993,0.92225677,0.93712735,1.166633,0.8677671,1.0570872,0.9634122,0.92151034,0.81350183,0.7411288,0.73482764,1.0201479,1.1259642,1.0684988,1.1579344,0.9533141,0.99606067,0.98053086,0.9734275,1.0678338,0.8716862,1.1386696,0.80436337,1.1064122,1.1736214,1.197056,1.0023966,0.96068996,1.2291718,0.9254281,1.007722,0.682215,1.1553113,0.7379291,1.0840571
dress,0.7934029,1.1062963,1.2084497,0.6191955,1.231627,1.2716135,1.264164,1.2798831,0.8379146,1.0419252,0.7149142,1.2337979,0.7350067,0.6396571,0.7981306,0.70281017,1.1860089,1.2993201,1.2312113,1.1924014,0.9814296,1.0929961,1.1783202,0.7521343,1.257169,1.2432244,0.9143982,0.90953165,1.0435908,1.2418755,0.90858525,0.7131118,1.1100354,1.1039385,1.3435967,0.65447956,1.1181748,1.3284508,0.96869624,1.2115335,1.0531164,0.7354311,1.0928141,1.0559956,1.0562546,0.0,0.9654607,1.1710598,0.8435882,1.0348811,0.7375849,0.901652,1.0261487,1.3603877,1.2011412,0.83554614,1.2099478,1.2191303,0.9956982,0.7508993,1.1930838,0.86475027,1.1932365,0.67379886,1.2190114,0.6531423,1.2114776,0.9838876,0.9939414,0.524055,1.192872,0.63232785,1.133756,1.0566927,1.3112612,1.170999,1.1832683,1.0845903,0.7431642,1.0922756,1.0531204,1.1718417,1.2776164,0.8598862,1.1891677,1.2746285,0.868906,1.0073446,0.7033241,0.4581244,0.8700494,0.95995915,1.3248292,1.2949595,1.1926531,1.2994471,0.8743737,1.0246874,0.8865705,1.1174686,1.2108539,1.0708659,1.276046,0.9262027,0.8897386,0.97024363,0.83809924,0.8805799,0.86092985,1.1197125,0.3274926,1.0073328,0.5630227,1.1187954,0.8403728,0.9473096,0.91693974,1.218466,0.95312154,1.331228,1.0001873,0.9692753,1.1528375,0.97170407,1.0806681,0.9285904,0.46049476,0.7777927,1.3085921,0.9740455,1.0979431,0.9481784,1.2820828,1.2721391,0.9611408,1.1155382,1.046885,1.0431422,1.022231,1.1679373
ear,1.2070053,0.84807104,1.0360502,1.1279675,1.0535133,0.9294334,1.0557134,1.2803954,1.2457209,1.0454586,1.2281537,0.8403159,1.2430223,1.0607741,1.0958247,1.1365637,1.2511085,1.147179,1.0867928,1.2449644,1.2234817,1.0191848,1.1768061,0.9598845,0.91410196,1.1205344,0.4980691,1.0605503,1.1355782,1.1253645,1.1782112,1.1836766,0.9679332,1.0751904,0.9848464,1.1949749,1.0751578,0.9635849,1.2821164,1.1029787,1.1539161,1.006553,1.0926538,1.1290041,1.0765135,0.9654607,0.0,0.82751894,1.088696,0.23627603,0.78029376,0.41174436,1.113364,0.96309865,1.0932741,0.5412989,0.71911037,0.9872357,1.1422586,1.2144794,0.6596023,0.89451504,0.9067621,0.821163,0.9378411,0.8360705,0.9229311,1.0067856,1.1053941,1.1082895,1.1355509,1.0141777,0.9255757,1.2955971,0.9894425,0.9003945,0.91451776,1.2118455,0.9854046,1.2089893,0.833928,0.8215144,1.2008286,0.66981065,0.6934249,0.93384945,1.193162,0.78315324,1.0139537,0.9469966,1.1939073,0.82093453,0.9299464,0.9369888,0.97199535,0.7074664,1.0423068,1.0757494,1.0293835,0.7113706,1.2822248,1.1292287,1.1044059,0.727579,1.2201662,1.0930398,0.9556462,0.95849144,0.76948994,1.0039835,1.0204052,1.0286168,0.7815137,1.1089163,1.2046585,1.2382581,1.2393405,0.7212104,1.2010988,1.0349766,0.97477126,1.1314816,0.9391743,0.7428576,0.85261464,1.2261779,1.1098415,1.3199589,0.8063481,0.46242607,0.5501534,0.97037417,1.2030741,1.2099878,1.2421706,1.1649752,1.1093712,0.5014417,1.1124727,1.0578297
egg,1.4753159,0.7696868,0.40936023,1.4052562,0.65051025,0.51447123,0.7696508,1.1452738,1.3291278,1.1919647,1.4145737,0.56073403,1.4916457,1.4484919,1.2519696,1.4225699,1.1414216,1.0032278,0.40834177,1.0272559,1.5182991,0.9932151,0.9187221,1.2138503,0.57787627,0.85025656,0.9030673,0.9877335,1.1133857,0.79416996,1.3119096,1.229428,1.1138035,1.0084702,0.8518844,1.3819463,0.99926233,0.42093337,1.4816432,0.5773979,1.0756016,1.3161738,1.1378521,1.1170075,1.1820319,1.1710598,0.82751894,0.0,1.0860981,0.83759975,1.0919375,0.53947926,1.2162828,0.6845863,0.70055324,0.8458207,0.55884886,1.044002,1.1924243,1.4038618,0.38119876,1.135012,0.85608697,1.0645047,0.58492917,1.235452,0.4655689,1.1302032,1.3392494,1.3315434,0.7757324,1.5002458,0.6355887,1.3926502,0.35646957,0.78857076,0.6182078,1.0962054,1.4218149,1.2477874,0.92045015,0.2000885,0.8097298,0.54452556,0.47178572,0.3343715,1.3153435,0.852375,1.4767783,1.2261112,1.410193,1.0387778,0.5003332,0.5209048,0.6108035,0.62174046,1.1927353,1.0024726,1.2696182,0.6122353,0.925254,1.2889297,0.9530268,1.028013,1.2067913,1.100032,1.2589623,1.2509003,1.1487162,1.2461631,1.3887563,1.1228483,1.1628644,0.91982293,1.2876636,1.2537532,1.3393788,0.39481902,1.1066544,0.34291184,1.0363593,1.3057461,0.6084571,0.98783857,0.77956533,1.4295056,1.2489578,1.5214927,0.57849395,0.38553572,0.4878,1.3498588,0.8337007,1.0511371,1.3711773,1.0735321,1.0695318,0.43585873,1.1301088,1.0204558
elephant,0.6557129,1.1302083,1.089267,0.8772506,1.087146,1.1264467,1.2012259,1.1210656,0.84926766,1.0265625,0.7172081,1.0284829,0.9570086,0.90784097,0.96436876,0.53400934,1.0618943,1.2508323,1.105558,1.0374641,1.069095,1.18118,1.2452698,0.98719007,1.1105744,1.076266,1.0852185,0.45132196,1.0500528,1.0582752,0.8008991,1.0488597,0.84916204,1.1532125,1.0832236,0.84534866,1.1484053,1.0885392,0.87042326,1.1833024,0.98427564,0.7849594,1.1884245,1.0220493,1.0563645,0.8435882,1.088696,1.0860981,0.0,1.0664862,1.0185603,1.1589077,0.9052052,1.1089419,1.0827587,1.1977658,1.0078647,1.2504692,0.9570593,1.0093602,1.0591404,1.121043,1.3637016,1.0804133,1.1294507,1.0674255,1.1522231,0.9458877,0.9816986,0.7841681,1.218415,0.7452713,1.0890348,1.0214062,1.0087163,1.06174,1.0043129,1.1279837,1.0563061,0.99587315,1.1476483,1.0830346,0.9904313,1.0404271,1.1543411,1.0568094,0.9405826,1.1430106,0.7815163,0.7461277,0.97447854,1.138769,1.1163787,1.0969086,1.0036829,1.0620608,1.0261183,0.8654758,1.0276678,1.0954778,1.0429596,1.1402054,1.1773744,1.1100858,1.0305542,0.40886497,1.0536036,1.0008078,0.8622914,1.1599541,0.8531199,1.208446,0.98225534,1.0651461,0.62618667,0.9570947,0.7591152,1.1562334,0.69242793,1.1294765,1.027479,0.97616285,1.2107819,1.0480306,0.9692899,1.1103401,0.74854046,0.96977586,1.2621566,1.2021441,1.1897134,1.0551699,0.9677862,1.2391475,0.9739861,1.0339465,1.1388218,1.12728,0.7449922,0.96899694
