,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
sauce,0.84282404,1.1742002,1.2041492,0.7398826,1.187081,1.2362583,1.1624289,1.0588543,0.673938,0.80422103,0.8117076,1.3469958,0.8346679,0.7002918,1.0651346,0.81746995,1.0251966,1.1519756,1.3592427,0.9496037,0.6856118,1.0169975,1.1395899,0.9268732,1.3173919,1.2339523,0.86401427,1.0533032,1.0479028,1.1772137,0.84721154,0.9034705,1.1029558,1.0364791,1.2119989,0.831238,1.0475936,1.3482453,0.6752844,1.2673299,0.98180336,0.8943495,1.0695058,0.9798634,0.93712735,0.8805799,0.95849144,1.2509003,1.0008078,1.0571791,0.935101,1.0753782,0.91167027,1.299472,1.1484284,1.0362259,1.2572938,1.0706161,0.88945097,0.8509742,1.3247136,0.99390215,0.9919621,1.0105458,1.2117397,0.75512046,1.3100941,1.0151994,0.76682967,0.79274076,1.1678813,0.75363255,1.1698868,0.76362807,1.3358922,1.3116677,1.1868882,1.0418676,0.77440727,1.0539887,0.9547653,1.2471639,1.3032478,1.2044394,1.2297304,1.2551988,0.88671017,1.040929,0.74460554,0.94861805,0.7363205,0.8287436,1.3536217,1.3065372,1.28754,1.2249751,0.7852261,1.1976047,0.7423341,1.2182424,0.93400705,0.89657307,1.1544333,0.8740157,0.99761933,0.9109207,0.91316605,0.0,0.81832296,0.92902744,0.7917162,1.1310793,0.99682873,1.0883449,0.8543419,0.70246667,0.61195815,1.3246833,1.0435907,1.3330636,1.1698024,0.84181035,1.1513181,0.9135894,1.1491505,0.8701555,0.9272016,0.7311895,1.2052735,1.2188416,1.1591336,0.7598976,1.3040849,0.95249665,0.66697264,1.0944356,1.0761606,1.2149343,1.0914567,1.1393838
scarf,0.6710963,0.999925,0.99948764,0.86532444,1.0692406,1.047038,1.1471965,1.1504532,1.0880369,1.0275455,0.91466874,1.0657047,0.9801178,0.6483252,0.9210868,0.6842954,1.1211082,1.0993199,1.0464681,1.2558079,0.9873721,1.199875,1.0962352,0.8413648,1.0791653,1.1877943,0.80939686,1.0244563,1.1393157,1.2353463,1.0133291,1.0213336,0.912937,1.2361552,1.040246,0.9559643,1.2288616,1.063958,1.0263685,1.1411743,1.2026514,0.8268647,1.0021186,1.1278338,1.166633,0.86092985,0.76948994,1.1487162,0.8622914,0.8665176,1.0276585,0.8585279,1.002085,1.076897,1.0681796,0.87712634,1.0047394,1.0998523,1.1128318,1.0039006,0.9809094,0.7520884,0.90832967,0.9817082,1.1659966,0.8518776,1.0234557,1.1176593,0.8414582,0.79333943,1.2387707,0.5432406,0.9811009,1.0374334,1.2158253,1.0206457,1.0966334,1.1800299,0.6554196,1.1079007,0.9590017,0.9660412,1.2448796,0.94196266,1.0877407,1.0519496,1.0753733,1.0828192,0.4360364,0.74185205,0.91485703,0.96213,1.1313871,1.1212926,1.0172118,0.98666495,0.88134706,0.9996244,0.8761018,0.9163145,1.2612199,1.0303615,1.1418244,0.6498046,1.1536072,0.9658359,1.0882192,0.81832296,0.0,1.0592424,0.7665973,1.0376096,0.7506269,1.136446,1.0217924,1.1703005,0.9290546,0.9907016,1.0787132,1.0682967,0.9621665,0.9704501,1.1488565,0.9380634,0.9137739,1.0755253,0.8119482,1.0728287,1.1111767,0.90871435,0.8200867,0.79386616,1.1754737,1.0721599,1.0644748,1.1313776,1.1371284,0.9162569,1.1265883,1.1546931
scissors,0.74534494,0.9449215,1.2283444,0.9815482,1.2382404,1.2323226,0.8721513,0.9425762,0.9541225,1.0255476,1.0777482,1.0947021,1.0141319,1.0399269,0.8239621,1.1037611,0.9404652,0.73322076,1.1818572,1.0326132,0.7922645,0.9507411,1.0498393,0.97250605,1.1659875,1.0077932,0.83745044,1.2242495,0.9372979,0.94865334,1.0889374,1.0784222,0.92712533,0.95980006,0.8398274,1.1358414,0.93231505,0.93452024,0.9939821,1.1456226,1.0210862,1.187134,1.0554057,0.95868665,0.8677671,1.1197125,1.0039835,1.2461631,1.1599541,1.1095078,1.2165248,1.026135,0.93617296,0.71271473,1.0645612,0.9141212,0.8073111,0.47235715,0.9877299,0.9128267,1.1616769,0.73978984,0.6844391,1.2621875,0.99324346,0.92860943,1.17413,1.0099114,0.72952116,1.0612541,0.9497775,0.9713445,0.8173075,0.88043284,1.1131241,1.0794864,1.0403637,1.0001743,0.89153486,0.88082725,1.0284479,1.2544026,0.89750814,1.0192863,1.2043655,1.1901944,1.0453707,1.0886011,1.043843,1.1530466,0.84947765,1.0395671,0.811555,0.81622297,1.1500564,0.9776634,0.9719894,1.1211292,0.8767884,1.0405359,0.9629464,0.78193927,0.8370295,1.0410151,0.9913257,1.0829759,0.98691607,0.92902744,1.0592424,0.0,1.1874429,0.7577281,1.1591855,1.065491,1.0495567,0.8769641,0.89352167,1.0256236,1.0461042,1.1360757,0.92018694,1.0204854,0.9302987,0.80853605,0.9493439,0.82035804,1.25357,0.9500278,0.8475555,1.1443503,0.89351904,0.5403424,0.8797983,0.8331471,0.9339256,1.0421685,0.77713525,1.1123488,1.1149634,0.91892207
shirt,0.6641229,1.2640007,1.3805455,0.38496906,1.3664534,1.4081364,1.410656,1.2372729,0.75907254,0.89646506,0.5197617,1.3019073,0.52998924,0.334149,0.7673092,0.5151887,1.1853698,1.3556238,1.4450041,1.2099965,0.82035637,1.1695278,1.2418185,0.6480541,1.3639743,1.3626996,0.9240342,0.80921185,1.0339317,1.4123876,0.73685694,0.6519185,1.0604154,1.1969922,1.3830783,0.4404801,1.2157377,1.5309421,0.7688743,1.3881502,1.0717282,0.57361025,1.0013646,1.016098,1.0570872,0.3274926,1.0204052,1.3887563,0.8531199,1.0716505,0.61008394,1.0929208,0.9711399,1.4708891,1.3869901,0.8737781,1.412158,1.2957894,0.94967806,0.5729091,1.3834126,0.8255787,1.3338382,0.5129318,1.3660564,0.56224966,1.3847861,0.9299801,0.9424706,0.3768229,1.3918854,0.3702476,1.3108213,0.9273222,1.5111294,1.2143321,1.2978101,1.0781163,0.5612718,1.055263,1.0316187,1.404562,1.3833332,1.1668022,1.318975,1.4438441,0.74551725,1.0938463,0.44218874,0.27184176,0.70633197,0.93418247,1.5226942,1.4689255,1.312064,1.3640323,0.753471,0.9379004,0.7928461,1.3069128,1.3125086,1.0455312,1.2701695,0.86736655,0.85059786,0.95223933,0.7642311,0.7917162,0.7665973,1.1874429,0.0,1.0972688,0.37868345,1.1130103,0.6969392,0.9070523,0.80073285,1.4513081,0.89196515,1.4910719,0.9130711,0.8281729,1.299347,1.0378441,1.121671,0.78785956,0.2585889,0.63599503,1.5084207,1.1776401,1.3327482,0.85431445,1.3794572,1.3490791,0.8706118,1.109441,1.027903,1.2816205,0.93086636,1.1780642
shoe,0.95021045,0.7846483,1.113848,1.1580844,0.8528457,0.91722554,0.9204724,0.8274696,1.2577453,1.0829033,1.1588126,1.0194087,1.061873,1.0434979,0.790691,1.1286759,1.0169282,0.8030268,1.0109179,1.0924038,0.97134024,0.95082384,0.81450677,1.02164,0.8913434,0.9346981,1.0145589,1.1399108,0.8039259,0.9280695,1.2009864,1.0370152,0.89102614,0.9321898,0.7456691,1.169429,0.9176517,1.0875268,1.1922516,1.104116,1.1002781,0.9070847,0.87361413,0.99299335,0.9634122,1.0073328,1.0286168,1.1228483,1.208446,0.9932006,1.206555,0.9316931,1.0874205,0.975984,0.9994247,0.813791,0.926754,0.7409662,1.067506,1.0858526,1.033933,0.5472176,0.7763544,1.1048282,0.99972624,1.0054957,0.6863686,1.1146644,0.85995007,1.0314895,0.7499022,1.0057399,0.98269755,1.0418704,1.0771539,1.0186306,1.1094216,0.90638345,0.76038057,0.9072819,1.1163142,1.1577039,0.84191585,0.9194443,0.9699425,1.1462955,1.1100488,0.9412842,1.0369767,1.0140914,1.0590891,1.1223974,0.93053967,1.0084239,1.0751845,0.88398075,1.1310467,0.88404053,0.97672236,0.8604552,1.0915575,0.6949602,0.7370402,0.8840868,0.97033167,1.19924,0.83266926,1.1310793,1.0376096,0.7577281,1.0972688,0.0,0.9006639,0.8377908,1.2353433,1.1916331,1.1566894,0.6806411,1.1518137,1.0991297,0.7943401,1.1123494,0.93286884,0.9423746,0.92623055,0.70032185,1.1047536,1.1187472,0.8563368,0.8943905,0.863254,0.8732125,0.830368,0.8377209,1.154375,1.0267836,0.75873804,0.8851831,1.2220412,0.9860071
shorts,0.9042415,1.1237104,1.2875502,0.7510472,1.2189963,1.1381879,1.265734,1.2598363,1.114104,1.1838822,0.8451605,0.8504909,0.72779834,0.7545608,0.77538824,0.75053847,1.3812637,1.2873387,1.2625448,1.3105943,1.0584263,1.1209432,1.1442293,0.72296774,0.9888927,1.3812872,0.6632709,0.8389804,0.88326097,1.3939726,1.0348154,0.8362032,0.9601032,1.1651082,1.1418145,0.7171045,1.1798189,1.245851,1.1205779,1.2353529,1.1927959,0.67454255,1.0953525,1.0216886,0.92151034,0.5630227,0.7815137,1.1628644,0.98225534,0.7527406,0.8810824,0.7451141,1.1481756,1.2446909,1.3214823,0.5534631,0.9987581,1.2087189,1.1521403,0.8956212,1.058525,0.55487216,1.1549566,0.7520622,1.1994861,0.7411115,1.0670528,1.1237845,1.0722935,0.6205426,1.3220658,0.3984424,1.0528947,1.0392798,1.3114247,0.927843,1.1074549,1.1914365,0.6065651,1.1438394,0.9691268,1.18047,1.2446561,0.85958076,1.0324857,1.1829746,0.8779991,1.0533092,0.6761323,0.19326544,1.0048262,0.85821414,1.1741128,1.1619611,1.0435178,0.98896796,0.70069873,0.62449044,1.0220178,1.0133402,1.4349242,1.1632951,1.1342463,0.72687775,0.95482296,1.080379,0.7277709,0.99682873,0.7506269,1.1591855,0.37868345,0.9006639,0.0,0.9760519,0.9863641,1.1796519,1.1071186,1.02638,1.1601527,1.2698941,0.6616987,0.9859589,1.0388125,0.9711006,0.8451019,0.90041876,0.4842295,0.9999361,1.2159672,0.8045169,0.9825952,0.97367525,1.224147,1.4420078,1.185672,1.210777,0.8853079,0.9203702,1.0575397,1.2236645
shovel,1.1431432,1.0167428,0.9228107,1.1035104,0.85621846,0.87868977,0.9623676,0.9256985,1.0420818,1.1376294,1.2264054,0.87658286,1.0016081,1.2211839,0.9706058,1.1990588,1.2322773,1.1187717,0.8282825,0.97941947,1.3033344,1.099682,0.8989362,1.0860752,0.686486,1.0627637,1.02992,0.829548,0.6034349,0.89316005,1.0283719,0.88884723,0.8762107,1.1117038,0.8666419,1.2079332,1.1108601,0.9525877,1.1671588,0.8740224,1.0389466,0.8939964,0.901281,0.81260306,0.81350183,1.1187954,1.1089163,0.91982293,1.0651461,1.0438749,1.1587753,1.0216473,1.2526414,1.0714768,0.77952695,0.95591825,0.8561165,1.028968,1.2172173,1.0375623,0.889754,0.8808286,1.2188808,1.0124658,0.90693617,1.0922539,0.70953566,1.0702484,1.0873706,1.1404506,0.7137338,1.1983869,0.7626365,0.90476733,0.75978494,0.962876,1.0195075,1.0335668,1.0040964,1.0156599,1.0310652,0.97745836,0.75279343,0.8581289,0.88726866,0.8888451,0.93488514,0.9778115,1.1676853,1.0022116,1.234217,1.107863,0.8112128,0.8495487,1.0090637,0.8703222,1.0116527,0.82683754,1.2098525,0.80248916,0.9787906,1.1841044,1.0780724,0.8719224,0.76448745,0.9732176,0.7682308,1.0883449,1.136446,1.065491,1.1130103,0.8377908,0.9760519,0.0,0.9390218,1.0295814,1.2253432,0.82110214,1.1007338,0.953422,0.93239623,0.98419267,0.5605841,0.9452889,0.94393516,0.84024805,1.0298988,1.0773613,1.0359942,0.9189998,0.994009,1.1395214,0.7771924,1.16084,1.1515542,1.0617224,0.5423326,0.9090393,1.0350857,1.1097243
shower,0.7652639,1.2530645,1.2107303,0.6169688,1.2793978,1.3280084,1.3213315,1.0135164,0.47612333,0.9086411,0.5955241,1.3033963,0.5866064,0.8323218,0.87362635,0.7063273,1.1051672,1.3032173,1.2284083,0.9432351,0.8366146,1.152255,1.1805807,0.8819672,1.183178,1.2211988,1.2152584,0.65639603,0.9268823,1.1431797,0.26728463,0.79615176,0.9921429,1.1373296,1.3457587,0.63884133,1.1447197,1.3415568,0.55109483,1.182603,0.89277506,0.89889365,1.1898124,0.45399952,0.7411288,0.8403728,1.2046585,1.2876636,0.62618667,1.1824014,0.8600239,1.3855014,0.93287885,1.3866245,1.2108827,1.2501001,1.2883881,1.3306928,1.0150144,0.65893114,1.3029649,1.277014,1.488666,0.8650695,1.3353107,0.9194445,1.3668075,0.8915308,0.72807485,0.7958479,1.2420163,0.8090908,1.1667727,0.643792,1.1368524,1.2031378,1.2589643,0.96438575,0.9801933,0.9980494,1.1444745,1.2946584,1.161356,1.3100538,1.2756679,1.2760761,0.40865278,1.2134459,0.8655917,0.71310395,0.80856156,1.1175805,1.359716,1.3026402,1.2290344,1.392972,0.99606895,1.1142273,0.9585445,1.3120044,1.00446,1.0930283,1.2408497,1.1633724,0.45801568,0.6018909,0.8883389,0.8543419,1.0217924,1.0495567,0.6969392,1.2353433,0.9863641,0.9390218,0.0,0.6147901,0.67261046,1.4493269,0.82096815,1.3212066,1.1448666,0.82098186,1.2186507,1.109658,1.2213266,0.8292073,0.7189295,0.64309317,1.4535604,1.4019109,1.4670471,0.9534503,1.1826203,1.2671382,0.74095225,1.0320277,0.79101336,1.3545613,0.63349795,1.0855873
sink,0.80661225,1.2549505,1.2885026,0.70528746,1.2764102,1.3720565,1.1783578,0.9111172,0.077973366,0.9284119,0.7887426,1.3849163,0.66895306,0.8329386,0.99533397,0.8592778,0.9835119,1.1565462,1.3751148,0.3445832,0.7326919,0.8141382,1.0510072,1.0334128,1.3951827,1.2101676,1.1359527,1.0744803,1.0033251,1.1718975,0.7140443,0.7220559,1.0549228,0.78874063,1.2854239,0.78002894,0.80242777,1.3869178,0.6285323,0.93069386,0.36692214,1.1237767,1.2021735,0.90840644,0.73482764,0.9473096,1.2382581,1.2537532,0.9570947,1.2501638,0.97710305,1.3294538,1.0191572,1.3466883,1.2730861,1.2439306,1.3195455,1.2274044,0.92053974,0.6034237,1.4672132,1.2112832,1.0853544,1.0369347,1.277471,0.8330928,1.4934025,0.9317531,0.73965704,0.88610446,1.0572789,0.90895325,1.2323258,0.7170437,1.253318,1.289457,1.2610886,0.81765467,0.8652116,1.0149844,0.9489402,1.3242128,0.9843026,1.294218,1.2145407,1.2600029,0.5843544,1.2130508,0.89073896,1.0472823,0.6892364,1.0425075,1.4087675,1.3802149,1.2884259,1.3942566,0.90033746,1.229861,0.819117,1.4328785,0.36027527,1.0140885,1.260931,1.1282907,0.8062525,0.8601858,1.0528142,0.70246667,1.1703005,0.8769641,0.9070523,1.1916331,1.1796519,1.0295814,0.6147901,0.0,0.6602143,1.479469,0.9267994,1.3085945,1.0649161,0.65319824,1.1565782,1.1232684,1.3033929,0.922974,0.95503587,0.4020719,1.2450434,1.4066083,1.3399899,0.8923673,1.0250496,1.1166027,0.3037026,1.1043082,1.170356,1.4507407,0.84608734,1.1133698
slide,0.6028378,1.1754329,1.2673589,0.61993295,1.208871,1.2922889,1.1574501,1.0294067,0.5896436,0.7388954,0.51811856,1.3893484,0.6284777,0.5630895,0.9339683,0.56963223,0.79222906,1.0398005,1.4070028,0.95027494,0.6064717,1.1284432,1.1150613,0.89900833,1.4125347,1.0484556,1.0552949,0.9757837,0.9938785,1.2299469,0.6805741,0.895522,1.0814434,1.1441785,1.2781676,0.60957074,1.1537113,1.3564768,0.45463765,1.2960554,0.89188445,0.9095462,1.0128765,0.96089476,1.0201479,0.91693974,1.2393405,1.3393788,0.7591152,1.2572156,0.9366048,1.3222172,0.7651309,1.2671871,1.2119501,1.2380893,1.3372386,1.1171416,0.8657953,0.8038574,1.4357767,1.031928,1.0299495,1.0134706,1.2466388,0.84082115,1.4202124,0.88384676,0.5874054,0.7962686,1.268595,0.6762064,1.3566208,0.620401,1.3917499,1.2814912,1.2145412,0.9423932,0.7544098,0.9416998,1.1096132,1.3533149,1.11134,1.3161242,1.3515419,1.2892123,0.88145363,1.2005525,0.64094675,0.97630644,0.6547721,1.0594532,1.4146526,1.3579286,1.3019576,1.3758042,0.831069,1.0171788,0.75479454,1.3974733,0.9102325,0.8057279,1.2518356,1.162513,1.0011148,0.75523007,1.0385035,0.61195815,0.9290546,0.89352167,0.80073285,1.1566894,1.1071186,1.2253432,0.67261046,0.6602143,0.0,1.4671702,0.84046066,1.3614703,1.0648491,0.9426761,1.4136338,1.0501367,1.1735215,0.86481297,0.7720771,0.55231166,1.292388,1.423285,1.3512462,0.779455,1.0863359,0.8075078,0.7399889,1.0052137,1.1600156,1.4491041,0.8073547,1.0220609
slipper,1.4699104,0.5666038,0.42587256,1.5207374,0.6717215,0.49312782,0.6413568,1.0790267,1.5453316,1.3437605,1.507807,0.3107801,1.5182043,1.5365137,1.1419331,1.4558241,1.1303289,0.8015821,0.3373804,1.1774944,1.530011,1.0992472,0.8870596,1.2266922,0.3196457,0.82275236,0.82957023,1.003964,0.8639811,0.778472,1.4707224,1.31797,1.0077808,1.1115751,0.558652,1.5088644,1.0923729,0.24778342,1.6236789,0.61554974,1.317338,1.2297189,1.1293073,1.1304263,1.1259642,1.218466,0.7212104,0.39481902,1.1562334,0.62241995,1.3006897,0.47763753,1.2490834,0.5128596,0.65770566,0.67677593,0.38344312,0.8689876,1.3138347,1.6265898,0.19801807,0.8754223,0.79391253,1.2473902,0.5836772,1.3493094,0.21157885,1.2805712,1.3070962,1.4097307,0.8191046,1.4136257,0.45330703,1.4502938,0.3655523,0.55931574,0.5354742,1.2142088,1.3936801,1.2488312,1.1052871,0.27138752,0.7400305,0.41935194,0.4778999,0.38608003,1.4307516,0.9085529,1.4349836,1.2163094,1.5303116,1.042095,0.24269855,0.28669745,0.50081766,0.3607093,1.297575,0.78406537,1.411437,0.4314375,1.0761378,1.180252,0.7458493,0.92027736,1.2713354,1.133747,1.2023836,1.3246833,0.9907016,1.0256236,1.4513081,0.6806411,1.02638,0.82110214,1.4493269,1.479469,1.4671702,0.0,1.2586386,0.3822263,0.8538084,1.3955733,0.5614772,0.90026873,0.51101667,1.3171711,1.3583168,1.6468873,0.46255076,0.3447253,0.3630334,1.2835755,0.7289052,0.9940692,1.5106916,1.0932939,0.7904825,0.19088596,1.2683492,1.0777738
snow,0.7687021,1.163236,1.1269925,0.9002639,1.0759888,1.1466523,1.1236897,0.93740433,0.8033594,0.79639006,0.70800596,1.1579468,0.9153153,0.83415437,0.95152843,0.8457579,0.8312963,0.96664304,1.0821238,1.0074935,0.8636986,1.1253029,1.1532216,0.9256557,1.2031999,1.0191119,1.2656592,0.74541944,1.118909,1.003313,0.8873923,0.87666106,0.9449629,1.066571,1.142098,0.8497938,1.0459086,1.1178628,0.7482338,1.164592,0.8820447,0.85980356,0.9241012,1.0062984,1.0684988,0.95312154,1.2010988,1.1066544,0.69242793,1.2000036,0.92922646,1.2668467,0.82145727,1.0204676,1.0774996,1.2983027,1.156184,0.99878305,0.8739084,0.8031416,1.1495441,1.2467836,1.153836,0.93137634,1.0751122,1.0635805,1.2194113,1.0251023,1.0602636,0.83531386,1.0823548,0.9327563,1.1483483,0.9635592,1.0162281,1.1335278,1.0608488,1.0671123,1.139859,0.89216465,1.126076,1.1455697,1.0364847,1.2478155,1.1375129,1.1978946,0.9721952,1.0553371,0.92351866,0.92291427,0.5545871,1.1786245,1.1460788,1.1398364,1.116579,1.1929612,1.1176537,1.1569009,0.7866975,1.1686678,0.964564,0.9174932,1.0163231,1.1183097,0.96935856,0.7377667,0.953927,1.0435907,1.0787132,1.0461042,0.89196515,1.1518137,1.1601527,1.1007338,0.82096815,0.9267994,0.84046066,1.2586386,0.0,1.1536245,1.2049025,0.98345315,1.1558611,1.0910374,1.1190208,0.91595477,0.8992181,0.729365,1.2060341,1.2772621,1.2499377,0.9725544,1.0596819,1.0031105,0.91330415,0.94858444,1.1540533,1.2508252,0.811332,0.96764266
soap,1.4411745,0.70886785,0.3033651,1.4884706,0.6134766,0.5002637,0.44337827,0.9496699,1.4104493,1.2127434,1.4489899,0.5476662,1.5505128,1.5010325,1.2667062,1.4599293,0.9688531,0.7903837,0.23596644,0.9316007,1.3989235,0.9396206,0.72418785,1.2505267,0.42959225,0.72297394,1.1579854,1.1240101,1.0683483,0.62961745,1.3317566,1.3567345,1.1028883,0.9353844,0.6312606,1.4654949,0.9219843,0.23312747,1.4336802,0.42850006,1.1265967,1.4497457,1.0817293,1.1051488,1.1579344,1.331228,1.0349766,0.34291184,1.1294765,0.9852718,1.2532473,0.83661985,1.1442276,0.47575164,0.57984936,1.0547407,0.6334905,0.8589263,1.180414,1.4697424,0.42128122,1.212126,0.802103,1.2863486,0.51652575,1.4739717,0.38987523,1.1517639,1.3356364,1.4665875,0.6694974,1.5197039,0.5370797,1.3386548,0.32946485,0.6447769,0.5320869,0.9816691,1.5444999,1.1334443,0.96140164,0.2864874,0.6521161,0.71918374,0.60441446,0.19632864,1.336309,0.95660865,1.4643989,1.3629072,1.4308897,1.0906496,0.38551104,0.39203358,0.47955573,0.59112793,1.2480747,0.9854842,1.3898338,0.701044,0.79827386,1.1893609,0.7823157,1.1580963,1.1688797,1.0935909,1.4219383,1.3330636,1.0682967,1.1360757,1.4910719,1.0991297,1.2698941,0.953422,1.3212066,1.3085945,1.3614703,0.3822263,1.1536245,0.0,1.051269,1.3283244,0.64186954,1.0876604,0.7624881,1.3960376,1.4186378,1.5223768,0.44943368,0.67243874,0.6449574,1.3783534,0.6565866,0.81142104,1.2865579,0.9849021,0.9711446,0.5719976,1.1588151,0.975672
sock,0.9531234,0.83737004,1.2552996,0.78524005,1.0719738,1.0259008,1.0823653,1.0471829,1.1244084,1.1432593,1.0317646,0.8094499,0.89880294,0.93618524,0.8701548,0.91273576,1.2780868,1.014151,1.108934,1.0925978,1.102826,1.0799853,1.0494009,1.0537229,0.8250514,1.3139237,0.7049525,0.9521531,0.92708254,1.2330997,1.1851529,1.0241278,0.67221814,1.0911603,0.8943553,0.9697511,1.0847322,0.9346836,1.1485007,0.97708714,1.0022923,1.0568378,1.0953432,1.1058644,0.9533141,1.0001873,0.97477126,1.0363593,1.027479,0.8414885,1.1240791,0.74273586,1.1523228,0.9688491,1.2305641,0.59736913,0.70422524,1.1048087,1.1172234,0.9641359,1.0433052,0.5315468,0.8722618,1.0149813,1.0538704,0.77481127,1.0025233,1.1132694,0.95874006,0.9369025,1.2163308,0.72560066,0.96170014,1.0215281,1.1526628,0.74854666,1.028498,1.131229,0.59714043,1.1851583,0.99929035,1.102966,0.92238355,0.76359636,0.829177,0.98021144,1.0668452,1.2157925,0.8202903,0.8060399,0.98762774,1.0259647,0.82903934,0.8220556,0.8730661,0.90613866,0.8644025,0.60134655,1.0443841,0.986052,1.1564091,1.1273919,1.0088356,0.8797378,1.1469938,1.0874605,0.9828627,1.1698024,0.9621665,0.92018694,0.9130711,0.7943401,0.6616987,0.93239623,1.1448666,1.0649161,1.0648491,0.8538084,1.2049025,1.051269,0.0,1.1884367,1.0519514,0.8846687,0.90066046,1.0229514,0.82456636,1.1011581,1.045665,0.74722785,0.83053863,0.6636557,0.87949663,1.3006603,1.1521896,1.1027362,0.8947247,0.9191367,0.978614,1.1299376
soup,0.67153823,1.2795908,1.2857656,0.8937873,1.2001184,1.2689928,1.1998221,0.9763234,0.6439151,0.95505965,0.7307266,1.2783542,0.7108445,0.81397355,0.865023,0.71955705,1.0205227,1.2262357,1.3673779,0.71414846,0.8127263,0.9040802,1.1297344,0.83360475,1.4160689,1.1621053,1.0766374,0.9549304,1.110909,1.1405917,0.8490812,0.8111063,1.1957471,0.95057386,1.1888683,0.7282257,0.9733521,1.411077,0.69926244,1.1227692,0.78693473,0.5902495,0.91477877,1.066894,0.99606067,0.9692753,1.1314816,1.3057461,0.97616285,1.1437676,0.9263091,1.3488314,1.0102093,1.2058451,1.2198782,1.1970546,1.3614497,0.9759357,0.92448676,0.7405417,1.3631511,1.0450708,1.1193978,0.95377374,1.2669832,0.9244606,1.3873792,0.949887,0.8359456,0.7072894,1.0617733,0.84038293,1.2560844,0.75531626,1.2706724,1.2246895,1.2108879,0.9928121,0.7875851,0.9510045,0.84329283,1.3291817,1.0592322,1.3814313,1.2725036,1.3616291,0.8303888,0.93769956,0.8017134,0.8945103,0.87765455,0.7741771,1.4453653,1.4385548,1.282757,1.1810031,0.8077171,1.0786011,0.7600749,1.2292292,0.8291703,0.98422533,1.1617029,0.9773592,0.9712807,0.9566548,0.72120565,0.84181035,0.9704501,1.0204854,0.8281729,1.1123494,0.9859589,0.98419267,0.82098186,0.65319824,0.9426761,1.3955733,0.98345315,1.3283244,1.1884367,0.0,1.0117459,1.0674088,1.1926569,0.8841529,0.83699214,0.61544794,1.2293886,1.3562,1.3378417,0.98916304,1.0705124,1.1008664,0.5582386,1.0676783,1.1441927,1.3620136,1.013723,0.98685116
spoon,1.3350358,0.914136,0.6431413,1.3748672,0.7652669,0.68632233,0.82998925,1.0218228,1.2232957,1.270566,1.4340146,0.6105344,1.3163052,1.4360962,1.0765777,1.4256788,1.1631404,1.0508176,0.5308558,0.9292174,1.4903289,0.95675504,0.79781693,1.1331075,0.6116905,0.9092059,0.9319582,1.0482812,0.8958449,0.79834867,1.3092349,1.1711695,1.0830696,1.0010381,0.8731921,1.3741643,0.9992831,0.5799475,1.4595115,0.60316694,1.0999359,1.1310275,0.96111757,0.99737495,0.98053086,1.1528375,0.9391743,0.6084571,1.2107819,0.9301491,1.2587199,0.7786995,1.2742001,0.65642464,0.7236978,0.8260448,0.47233158,0.79362124,1.2171454,1.2820774,0.6325295,0.86135477,0.88484716,1.1474042,0.7613727,1.2160423,0.51629204,1.1641855,1.2770432,1.3282492,0.71482384,1.3300519,0.3060376,1.2111622,0.4644059,0.8776905,0.70711696,1.0611153,1.2377865,1.15985,0.8673371,0.64087945,0.6679927,0.71778464,0.80664265,0.6724108,1.2595196,0.8557935,1.3502954,1.1697325,1.3388362,0.84861195,0.4834782,0.5667745,0.74300504,0.6962675,1.1418117,0.8469718,1.3538483,0.59785515,0.871817,1.2405039,0.8749125,0.927964,1.0380988,1.18472,0.8432205,1.1513181,1.1488565,0.9302987,1.299347,0.93286884,1.0388125,0.5605841,1.2186507,1.1565782,1.4136338,0.5614772,1.1558611,0.64186954,1.0519514,1.0117459,0.0,0.99700665,0.8621483,1.1505185,1.258339,1.336299,0.65801734,0.6754568,0.6167654,1.1153162,0.70080614,1.0585586,1.219459,1.1264862,0.7222059,0.61426663,1.2121075,1.1110386
