,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
oven,1.0603294,1.1829047,0.9340718,1.1233748,1.1281277,1.141179,0.8628584,0.5881282,0.8772641,0.8539191,1.1404912,0.7699397,1.0841787,1.175741,0.91493845,1.0646127,1.1077765,1.150461,1.0911257,0.8230916,1.1754746,0.7804996,0.85551214,0.9807955,0.88808036,1.2494748,0.88231367,0.65270776,1.0625662,0.46326566,0.9145328,0.8584629,1.1107632,0.7752662,1.1483827,1.2574687,0.6114305,1.0864178,0.97998846,1.1326629,0.42817461,0.7114192,0.93639445,0.8945018,1.222803,1.1996229,1.0657864,1.2966229,1.124944,1.1924967,1.1428399,1.0569836,1.2536186,1.0203843,1.2204736,1.1721385,1.1053101,0.9643463,1.1709971,1.3084862,0.8008985,1.0366447,0.9995608,0.7271092,0.44011933,0.95817924,1.1315525,1.0776352,0.791824,1.1039693,0.72087616,1.2950338,0.9248971,1.3063829,1.1783218,1.229205,0.0,1.081374,0.9955945,0.832736,1.0698256,1.3213336,1.3709211,0.9266713,0.945563,0.99260044,1.1406353,1.304045,0.9400569,1.0059091,0.39684558,0.9366172,1.0753514,1.1823832,1.0060945,1.2063218,0.94187546,0.92971396,0.5571586,0.7595849,0.9582973,1.3176162,0.83334124,1.1111162,1.0726284,0.9251803,1.1338854,0.6325706,1.0097289,0.9884923,1.0959581,1.360122,1.166427,1.038856,1.0313224,1.2279525,0.9378771,0.78617966,1.3321254,0.7116493
owl,1.0315735,1.1019137,0.96385694,1.1147203,1.1132251,1.0013885,1.12843,0.9461171,0.8555032,0.709019,1.1925467,1.0621715,0.64207196,1.1711698,0.5489409,1.081224,1.1428567,1.2367905,1.2406569,1.0800456,1.1771119,1.106018,1.1899035,1.142567,1.029634,1.1843878,0.6689034,1.1031051,1.0709486,1.0662727,0.7254325,1.0047379,0.9868979,0.9013977,1.094725,1.2439442,1.00247,1.2615495,1.0210696,0.9813415,1.023299,1.179805,0.89527255,0.9274627,1.1354122,1.1281104,1.0238589,1.1394758,1.1499434,1.144099,0.9590157,1.1302963,1.0900123,0.72732353,1.1625234,0.96957767,1.168408,1.0010046,0.8709487,1.1138108,1.0617763,0.7633715,0.8339528,1.0428262,1.1510432,1.1874954,0.9037895,0.8466945,1.0736156,1.0089086,1.0538702,1.172391,1.0112612,0.9918154,1.1749916,1.2059017,1.081374,0.0,0.7148479,0.9670096,0.9680445,1.2076498,1.1902208,0.94428957,0.72777575,1.1659378,1.1252315,1.1438372,1.1587799,1.2361015,0.8911782,0.9371653,0.89122266,1.0273583,0.85678583,1.0183365,0.70716333,1.0746324,0.9348516,0.97980285,0.83630633,1.1505723,0.71280676,1.0324945,1.1608891,0.9644792,1.1770351,1.143554,0.8134366,0.81564516,1.1495436,1.1120313,1.0806588,0.92503613,1.0205894,1.0930071,1.0635579,1.2132035,1.0948544,0.78404695
pajamas,0.9667491,1.2038175,0.73858964,1.0563778,1.1114253,1.0706434,1.2406193,1.0527055,0.9465342,0.34082222,1.3087432,0.6946124,0.2971574,1.2391957,0.3770976,0.9612152,0.8968905,1.4094191,1.4473195,0.7183641,1.2991476,1.3870729,1.2338418,1.4521308,1.1589923,1.2647046,0.9325951,0.74252784,1.3545027,0.83012515,0.6438184,0.88322943,1.0448917,0.38759708,1.089588,1.4887537,0.5600884,1.303315,1.0475196,0.7322531,0.9111679,1.2447577,0.5516778,0.9596134,1.2975163,1.4130647,0.6104883,1.2696059,1.3133564,1.3325444,1.1747962,1.3767664,1.1240368,0.9238634,1.5208471,0.92153555,1.0436156,0.5705262,0.7488509,1.3238835,1.1181326,0.4581176,0.69500345,1.2579913,0.94884413,1.5577711,0.7994796,0.88993025,0.8768797,0.79788584,0.91114104,1.3447976,1.1580614,1.2569346,1.3895962,1.3211157,0.9955945,0.7148479,0.0,0.6060683,0.7322956,1.3954333,1.272795,1.1682338,0.4997279,1.3855418,1.3707662,1.2859902,1.2063577,1.415622,0.7888489,0.8536191,0.7072052,1.190767,0.53204715,1.1674144,0.5785484,1.2737314,0.89607966,0.97798634,0.55949193,1.4500504,1.0354646,1.1532974,1.3502083,0.9858749,1.300108,0.9833547,0.4867308,0.55256295,1.3570458,1.2680874,1.1603603,0.72649884,1.2044624,0.96422017,0.942739,1.3360348,1.2776539,1.1851819
pants,1.1107439,1.3207173,0.59078,1.0573606,1.0863913,1.1565976,1.3204849,0.81021774,0.9704223,0.6149277,1.1504028,0.69457185,0.6904941,1.2355759,0.6540253,0.97243077,1.1064023,1.4398195,1.4585308,0.76247877,1.101004,1.0837069,1.0549315,1.3146937,1.2671196,1.2324417,0.8213149,0.52151906,1.4209151,0.6746119,0.52849984,0.9581644,1.2480186,0.44449902,1.0916009,1.4982297,0.6275563,1.3573723,0.9363753,0.9987135,0.67237335,0.9996713,0.5331279,0.9216253,1.3071269,1.3987768,1.0264734,1.1224767,1.3814989,1.4203454,1.1216713,1.3374178,1.3640375,1.1006833,1.4418097,0.84660816,1.1973755,0.6952585,0.80862534,1.2397873,0.9183333,0.626279,0.735346,0.9942259,0.76760745,1.4386766,0.7699134,0.88773274,0.8404627,0.75089073,0.7560566,1.3663679,0.9896695,1.1839693,1.307622,1.3226846,0.832736,0.9670096,0.6060683,0.0,0.87738836,1.3596873,1.2355694,0.9131965,0.7839923,1.2846489,1.4737718,1.3156744,0.9434438,1.3827559,0.66034687,0.8412481,0.6622379,1.2004553,0.5256675,1.1366134,0.44924843,1.0417038,0.7856109,1.0534639,0.85307515,1.3387069,1.0187776,0.8743464,1.2531378,0.9954566,1.3351692,0.65341204,0.49539948,0.88231117,1.270974,1.1560079,1.2516389,0.82102907,0.97119063,1.2606801,1.103539,1.083949,1.200307,1.1428577
paper,1.0247862,0.8909716,0.8720528,0.837505,0.8960995,0.97099745,1.070582,1.0540116,1.0205883,0.7474319,1.2785062,0.72280777,0.5228164,1.0224248,0.7780669,0.9033282,0.25427008,1.3289092,1.4219368,0.49281824,1.1118126,1.3427689,1.1104094,1.3745464,1.189329,1.193759,1.234564,0.8844488,1.2486802,0.9471636,0.8214268,0.99288917,0.9513111,0.7776135,0.8939737,1.367487,0.8323975,0.6796594,1.2386205,0.86277425,1.034907,1.0261425,0.8863683,1.0350337,1.0800816,1.3079801,1.0122837,1.1597389,1.3031962,1.3156245,1.1866254,1.2284966,0.83892214,0.9815715,1.40948,0.9320266,0.42727506,0.8784558,0.7231972,1.3128455,1.0935912,0.67048573,0.7951877,1.0606416,1.0714427,1.4067307,0.8600453,0.800946,0.85964334,0.8126682,0.93236566,1.3607574,1.0300821,1.1358763,1.2899288,1.0907863,1.0698256,0.9680445,0.7322956,0.87738836,0.0,1.2915896,1.0691601,1.324961,0.7112784,1.3705063,1.3390048,1.0991648,1.1355107,1.3573201,0.91112465,0.9940335,0.8200282,0.91819197,0.7289697,1.125133,0.85582376,1.2423091,1.0776441,0.8678535,0.8383808,1.4217882,1.157934,1.1759585,1.1654154,0.8471824,1.0589966,1.1306989,0.797084,0.38513875,1.4219406,1.2196763,1.1263728,0.543824,1.1774803,0.70512015,0.7594674,1.2986462,1.2564571,1.2686193
pen,0.96152955,0.8753058,1.2850046,1.1858023,1.1419771,0.89686227,0.8469869,1.2718823,1.2846099,1.5031922,0.34555465,1.3759631,1.465867,0.7650423,1.4092497,1.0048457,0.9708223,0.44241428,0.30248892,1.27607,0.59573174,0.8128934,0.89126164,0.52610683,0.72279835,0.38928843,1.3052037,1.1939335,0.8383181,1.4417728,1.3323638,1.2237744,0.8371719,1.4614536,0.84296054,0.15322465,1.4649416,0.67316985,1.0624466,1.2350752,1.4506359,0.76501834,1.423372,1.1288764,0.85200846,0.5675764,1.2060925,0.32833534,0.4577325,0.48073322,0.903795,0.6513092,0.954599,1.180749,0.3174845,1.0901383,0.93785566,1.3969634,1.0125976,0.48146665,1.1835744,1.3472549,1.3031945,0.8971305,1.2499838,0.686327,1.1926467,1.1489643,1.3844382,1.2532394,1.2469771,0.30159265,0.69881475,0.5460705,0.49453247,0.7954136,1.3213336,1.2076498,1.3954333,1.3596873,1.2915896,0.0,0.23488832,0.78158975,1.3549492,0.6158328,0.33973777,0.7167537,0.7312683,0.55773747,1.4903834,1.2118134,1.1108543,0.85766923,1.418629,0.8827093,1.2061605,0.8504091,1.4089177,1.236868,1.3698249,0.37035465,1.2966247,0.85257256,0.77272636,1.3031988,0.6603652,1.1671621,1.4042394,1.429608,0.5552993,0.47150362,0.79047745,1.2361126,0.60848975,1.0422035,1.1797479,0.9439544,0.49717414,1.0914794
pencil,1.0125091,0.8986736,1.205341,1.098786,1.0665783,0.9149698,0.8799168,1.2934543,1.3577657,1.4821148,0.47906613,1.318049,1.288517,0.85283095,1.3602513,0.9816807,0.8418597,0.69593483,0.6637945,1.0968175,0.49585724,0.869696,0.90379864,0.69329536,0.96439356,0.47849727,1.3534884,1.1422485,0.92394763,1.42975,1.1819096,1.056094,0.74350584,1.40555,0.8153554,0.44889557,1.4434552,0.6715923,1.1475928,1.096226,1.4478154,0.7558991,1.3316314,1.1511159,0.8677108,0.7725616,1.1136714,0.32633293,0.8827764,0.776777,0.8190938,0.7392852,0.952537,1.1773591,0.5193776,0.9573887,0.7667159,1.2417161,0.69317496,0.528434,1.1637353,1.2227048,1.1316986,0.9251527,1.3663819,0.87467957,1.0911571,1.0270636,1.311073,1.0527023,1.2851176,0.60577005,0.704052,0.4528283,0.55257034,0.82271135,1.3709211,1.1902208,1.272795,1.2355694,1.0691601,0.23488832,0.0,0.8441466,1.3268869,0.8088987,0.6038574,0.80967355,0.7325241,0.73366976,1.4735422,1.217191,0.95153403,0.7986438,1.315762,0.8477432,1.0916604,0.8879243,1.461276,1.2639694,1.3771038,0.51396716,1.3487287,0.7848007,0.8883515,1.2055483,0.79546034,1.1847509,1.2949721,1.3295543,0.78221476,0.42096043,0.7813933,0.99326974,0.59269196,0.9716544,1.1379955,1.0656334,0.5277169,1.1474817
pillow,0.9138954,1.1958361,1.2179325,1.2992841,1.3046331,0.9536528,0.98135716,0.8128178,1.1822135,1.1287978,0.6014735,1.1647159,1.2560205,1.0371547,0.9286089,1.1051807,1.2422149,1.037109,0.78398263,1.1340808,0.881927,0.7498019,0.8160513,0.54025453,0.9096879,0.955555,0.6122997,0.73285425,1.1069398,1.1665874,0.98868716,1.0818721,1.1546024,0.9277178,1.0744506,0.86234117,1.1666576,1.1115887,0.74115217,1.0555893,1.0030149,0.69671166,1.0691165,0.9337202,1.0488737,0.8528236,1.2180138,0.7601109,0.99178207,0.99272555,0.80773985,0.8892017,1.1122661,1.0237777,0.63396084,0.951813,1.2538726,1.2417126,1.0132158,0.7770362,1.0048596,1.2318043,1.1888865,0.8257402,1.0880437,0.829072,1.1934484,1.0427674,1.1865331,1.0175531,1.065893,0.9063545,0.5324315,0.7632592,0.7635671,1.0311496,0.9266713,0.94428957,1.1682338,0.9131965,1.324961,0.78158975,0.8441466,0.0,1.1007829,0.5619233,0.5910599,1.1518853,0.5885043,0.75351655,1.1001713,0.95321226,0.89209956,0.98937786,1.1787846,0.8062534,0.8685495,0.6114427,1.1400403,1.1131415,1.2971392,0.6828886,1.0170455,0.6460393,0.9999646,1.1671805,1.0140941,0.7998909,1.0989885,1.3852952,0.80022395,0.78851783,1.0261472,1.3731375,0.38788724,1.3214483,1.1417339,0.98358226,0.91018736,0.91211486
pizza,0.9801524,1.1746708,0.75640404,1.0710862,1.1320454,1.104995,1.3268707,0.86672354,0.8801229,0.29003882,1.2007108,0.73752064,0.479486,1.2082057,0.37478542,1.048168,0.85174215,1.4262561,1.347857,0.80156904,1.3137022,1.3356905,1.2938783,1.3885678,1.1404372,1.3189247,0.8601717,0.8019297,1.2993126,0.76571894,0.86166453,0.9523177,1.1427581,0.45830405,1.090318,1.4159851,0.5678079,1.2908636,1.0236531,0.8068584,0.8769043,1.1555954,0.8261807,0.9508953,1.2649918,1.2936928,0.91652685,1.2023768,1.2016636,1.2952853,1.0467376,1.3734691,1.0436966,0.8958342,1.3160481,0.93531024,1.0440141,0.8343296,0.8861927,1.3196098,0.9816822,0.6526176,0.87016165,1.1985943,0.9392611,1.4123008,0.88228196,1.0118465,0.88275427,0.8978664,0.95831907,1.3217263,1.1703134,1.1958491,1.3451567,1.2825918,0.945563,0.72777575,0.4997279,0.7839923,0.7112784,1.3549492,1.3268869,1.1007829,0.0,1.3087239,1.2192893,1.3075775,1.286175,1.2975668,0.76494443,0.8446848,0.85182536,1.1362863,0.65513104,1.085587,0.7358286,1.2496004,0.839399,0.83951354,0.6361213,1.3187451,0.86743057,1.0499734,1.2858577,1.0105494,1.2196602,1.0441303,0.61254835,0.49372715,1.2882413,1.1880959,1.2348976,0.7906496,1.208963,0.9343728,0.782007,1.3085356,1.1834477,0.99876344
plant,1.0625739,0.9563728,1.4173359,1.2329926,1.20781,1.0507157,0.7661748,1.137754,1.0794891,1.405174,0.704737,1.3452958,1.4987354,0.776557,1.3140328,1.0796423,1.0748806,0.5645297,0.48747694,1.2701292,0.83697474,0.55262667,0.81202435,0.47932464,0.7046624,0.81133485,0.9884163,1.1443264,0.75348425,1.1989355,1.2766504,1.0877795,0.9268636,1.3783962,0.9404589,0.5689732,1.2910278,0.7627321,0.82346594,1.068657,1.1352062,0.8451732,1.1750107,1.0815833,0.90052366,0.6079067,1.0538752,0.7418338,0.6551218,0.44031262,0.7662357,0.60146135,1.0045923,1.0678302,0.47394824,1.1811323,1.0279813,1.2187611,1.2829943,0.68612504,1.0777907,1.3653758,1.2757621,0.96741956,1.0270618,0.4466517,1.2276539,1.2322601,1.2287779,1.3560474,1.0545874,0.67897093,0.86971104,0.838,0.58406353,0.8830281,0.99260044,1.1659378,1.3855418,1.2846489,1.3705063,0.6158328,0.8088987,0.5619233,1.3087239,0.0,0.42914188,0.95605576,0.57579756,0.41154385,1.2281337,1.2064372,1.266059,0.87524617,1.3971841,0.82026154,1.3273244,0.6210354,1.2230113,1.2090247,1.3340195,0.5796233,1.1340566,0.90844387,0.70768183,1.2296348,0.77501756,0.8230027,1.3971722,1.4064288,0.61539125,0.7866677,0.8545705,1.4848423,0.8178936,1.1615039,1.074966,0.7202187,0.87885505,0.9482415
plate,0.9159883,0.9344255,1.395632,1.2395248,1.208308,0.84433556,0.8425281,1.1635534,1.1937897,1.3595077,0.4162712,1.4358948,1.3853672,0.82971966,1.2774179,1.1029356,1.0099539,0.48719192,0.24915159,1.3312503,0.73281664,0.824834,0.83283937,0.4403829,0.6858516,0.6083697,1.1396557,1.2413788,0.7303021,1.3528353,1.4052259,1.3098915,0.9244519,1.4108648,0.8942467,0.33095372,1.346798,0.6821976,0.9632943,1.0981752,1.3645868,0.79208326,1.3867226,1.1628394,0.82953763,0.47856212,1.1159936,0.48847044,0.49901247,0.49638456,0.7513128,0.68233085,0.88214844,1.083684,0.32342696,1.1222457,1.0125773,1.3740282,1.2178396,0.54630506,1.1848667,1.4070706,1.4407625,0.98334646,1.1658876,0.61489886,1.3173385,1.1937482,1.2881633,1.3188802,1.2417269,0.43518496,0.668986,0.6601064,0.51703167,0.7910173,1.1406353,1.1252315,1.3707662,1.4737718,1.3390048,0.33973777,0.6038574,0.5910599,1.2192893,0.42914188,0.0,0.81485796,0.79260224,0.41557133,1.4052149,1.1985743,1.2666074,0.88901526,1.4144673,0.6781794,1.2842531,0.811855,1.3528129,1.0245924,1.3013477,0.34736466,1.1714947,0.89074576,0.75774324,1.2454464,0.6801445,1.1315855,1.3812914,1.3473539,0.42353994,0.58311814,0.9002018,1.4069037,0.6516427,0.9876228,1.0084604,1.0598586,0.68012923,0.98830795
pumpkin,0.9851701,0.5266452,1.1988256,0.33850956,0.27512705,0.84230894,0.78412694,1.3391576,1.1681265,1.3637757,0.96228576,1.1411622,1.2931447,0.81904894,1.3534217,0.9253242,1.0149717,0.6312059,0.6791307,1.2610719,0.76313066,1.0877935,0.8604884,0.79113686,0.9302479,0.70656264,1.2984635,1.3072274,0.58884656,1.3128117,1.1716319,1.220299,0.94811726,1.3798168,1.0066075,0.6299205,1.2912318,0.72209513,1.0822105,1.0310106,1.3201416,1.0307109,1.1706645,1.140407,0.4018675,0.6484889,1.0586717,0.8504448,0.7719576,0.6782459,0.98275936,0.84241104,0.732775,1.1395591,0.8323229,1.0570668,0.8932251,1.2143335,1.186026,0.6635943,1.202917,1.2845955,1.2343831,1.1864654,1.2750189,0.80300593,1.20821,0.90922093,1.2638351,1.0749166,1.1607844,0.5912101,1.1112479,0.92970383,0.7340931,0.3202352,1.304045,1.1438372,1.2859902,1.3156744,1.0991648,0.7167537,0.80967355,1.1518853,1.3075775,0.95605576,0.81485796,0.0,0.96469873,0.84452796,1.4329634,1.1610448,1.2442198,0.9512104,1.2518485,0.99241,1.1777722,1.1425345,1.295826,1.1934788,1.2381425,0.783031,1.217195,1.1122793,0.80435294,0.9583419,0.5590371,1.2955399,1.2467285,1.2378123,0.7552208,0.8208632,0.9033387,1.2484933,1.0270661,0.6320628,1.09413,0.9916362,0.8632924,1.1574793
purse,1.1591244,1.0196538,1.1934304,1.0600288,1.0509958,1.1298486,0.7240905,1.1988704,1.2099447,1.2359596,0.86539656,1.1025465,1.2731483,1.0098978,1.093092,1.053576,0.9621193,0.69666845,0.762624,0.95296615,0.8849984,0.7675294,0.6327875,0.54752845,0.8103831,0.95544285,0.99078506,0.6780539,0.96200514,1.1272049,0.9745144,0.99426925,1.0666983,1.0991759,1.0627841,0.83898866,1.0665066,0.84099513,0.7392329,0.92279667,1.0892165,0.76421916,0.952691,1.1521038,1.0356808,0.83853,1.2221414,0.8275756,1.0528148,0.7506742,0.82203865,0.7936568,1.0776712,1.230922,0.7672268,0.8678303,0.9891515,1.2069035,0.9894912,0.64172024,1.0366119,1.1634814,1.1023923,1.054683,1.0105613,0.7456619,1.1272993,1.1835446,1.1956574,1.0474273,1.0448538,0.91289186,0.69646215,0.79964805,0.724388,1.0303534,0.9400569,1.1587799,1.2063577,0.9434438,1.1355107,0.7312683,0.7325241,0.5885043,1.286175,0.57579756,0.79260224,0.96469873,0.0,0.70154804,1.210672,1.0973985,0.8604872,0.9119718,1.2343986,0.7242348,0.9946283,0.91383636,1.2616382,1.2413423,1.2801561,0.64970934,1.3169193,0.80782515,0.8519228,1.0965483,0.8985018,0.612412,1.1801226,1.3513975,0.8191452,0.7785565,1.0592448,1.184364,0.71034396,1.0339934,1.1124389,0.6554055,0.8052119,1.1632974
