subject_a,subject_b,n_common_categories,n_rdm_pairs,pearson_r,pearson_p
00230001,00360001,122,7381,0.7597693568039106,0.0
00230001,00370001,122,7381,0.7462574203190236,0.0
00230001,00370002,122,7381,0.7943052538824723,0.0
00230001,00390001,118,6903,0.6711777681986835,0.0
00230001,00400001,122,7381,0.7994026411421754,0.0
00230001,00400002,121,7260,0.7812567639514206,0.0
00230001,00400003,122,7381,0.8213899901258862,0.0
00230001,00420001,122,7381,0.7666849264368892,0.0
00230001,00430001,122,7381,0.7816680116527887,0.0
00230001,00430002,100,4950,0.5436850248808747,0.0
00230001,00440001,114,6441,0.6902027717528295,0.0
00230001,00460001,117,6786,0.651572536401675,0.0
00230001,00490001,121,7260,0.7512682078557731,0.0
00230001,00500001,122,7381,0.8262998031680121,0.0
00230001,00510001,122,7381,0.7588419716445277,0.0
00230001,00510002,122,7381,0.7089409890802796,0.0
00230001,00550001,114,6441,0.7017032105774806,0.0
00230001,00560001,122,7381,0.7892108407376783,0.0
00230001,00590001,121,7260,0.7394315975291093,0.0
00230001,00680001,120,7140,0.6766026765007547,0.0
00230001,00720001,122,7381,0.7596645172933156,0.0
00230001,00820001,122,7381,0.8218939145678125,0.0
00240001,00320001,129,8256,0.8266975467972193,0.0
00240001,00320002,129,8256,0.830023158893359,0.0
00240001,00320003,127,8001,0.8043561318656248,0.0
00240001,00340002,92,4186,0.5836463965754186,0.0
00240001,00350001,100,4950,0.571566562989459,0.0
00240001,00350002,111,6105,0.6543834185976137,0.0
00240001,00360001,129,8256,0.7381687877740415,0.0
00240001,00370001,129,8256,0.7908966197903857,0.0
00240001,00370002,129,8256,0.8264698875652217,0.0
00240001,00390001,121,7260,0.6968657231507172,0.0
00240001,00400001,129,8256,0.7966910312316371,0.0
00240001,00400002,128,8128,0.8404441465974458,0.0
00240001,00400003,128,8128,0.7821186951182147,0.0
00240001,00420001,129,8256,0.7527641882818457,0.0
00240001,00430001,129,8256,0.7645218366153654,0.0
00240001,00430002,102,5151,0.5730961232791352,0.0
00240001,00440001,116,6670,0.7134446512675446,0.0
00240001,00460001,122,7381,0.6331957672330558,0.0
00240001,00490001,126,7875,0.7536685913363504,0.0
00240001,00500001,129,8256,0.7936161310114438,0.0
00240001,00510001,129,8256,0.777635761834452,0.0
00240001,00510002,128,8128,0.7608807170903396,0.0
00240001,00550001,119,7021,0.704602835256336,0.0
00240001,00560001,129,8256,0.8064582708852426,0.0
00240001,00590001,128,8128,0.7012738401260826,0.0
00240001,00680001,126,7875,0.6491492843518685,0.0
00240001,00720001,129,8256,0.7369076844407734,0.0
00240001,00820001,129,8256,0.8280115815484795,0.0
00320001,00320002,129,8256,0.8363516337106788,0.0
00320001,00320003,127,8001,0.8079913300924483,0.0
00320001,00340002,92,4186,0.5929725152227531,0.0
00320001,00350001,100,4950,0.6077194285286192,0.0
00320001,00350002,111,6105,0.650916005125425,0.0
00320001,00360001,129,8256,0.768461492296983,0.0
00320001,00370001,129,8256,0.8584633451644034,0.0
00320001,00370002,129,8256,0.8427001688189385,0.0
00320001,00390001,121,7260,0.7395091600496335,0.0
00320001,00400001,129,8256,0.8500199465518425,0.0
00320001,00400002,128,8128,0.8622957354097769,0.0
00320001,00400003,128,8128,0.851675654850387,0.0
00320001,00420001,129,8256,0.798254747227134,0.0
00320001,00430001,129,8256,0.8310862276645532,0.0
00320001,00430002,102,5151,0.6166147387888528,0.0
00320001,00440001,116,6670,0.7033332891864837,0.0
00320001,00460001,122,7381,0.7007275229571928,0.0
00320001,00490001,126,7875,0.8042286779645553,0.0
00320001,00500001,129,8256,0.8587036216370638,0.0
00320001,00510001,129,8256,0.855864535202021,0.0
00320001,00510002,128,8128,0.8120064347021438,0.0
00320001,00550001,119,7021,0.7335981718109595,0.0
00320001,00560001,129,8256,0.8593531242566004,0.0
00320001,00590001,128,8128,0.7223444649677289,0.0
00320001,00680001,126,7875,0.6940264323065327,0.0
00320001,00720001,129,8256,0.7612006550247175,0.0
00320001,00820001,129,8256,0.8914282891608155,0.0
00320002,00320003,127,8001,0.8237002011775991,0.0
00320002,00340002,92,4186,0.5621686423093857,0.0
00320002,00350001,100,4950,0.5878140126572268,0.0
00320002,00350002,111,6105,0.6470530761795367,0.0
00320002,00360001,129,8256,0.7716541092911714,0.0
00320002,00370001,129,8256,0.8072706258254818,0.0
00320002,00370002,129,8256,0.8697750351109086,0.0
00320002,00390001,121,7260,0.696600828505526,0.0
00320002,00400001,129,8256,0.844543248019491,0.0
00320002,00400002,128,8128,0.8385387685647104,0.0
00320002,00400003,128,8128,0.8257388348286419,0.0
00320002,00420001,129,8256,0.8123453995130797,0.0
00320002,00430001,129,8256,0.8090094892420159,0.0
00320002,00430002,102,5151,0.5678496424113806,0.0
00320002,00440001,116,6670,0.7080144513211396,0.0
00320002,00460001,122,7381,0.6994050185296385,0.0
00320002,00490001,126,7875,0.7700321883084071,0.0
00320002,00500001,129,8256,0.843518661154926,0.0
00320002,00510001,129,8256,0.8534438807345655,0.0
00320002,00510002,128,8128,0.828520566793256,0.0
00320002,00550001,119,7021,0.7388855789669754,0.0
00320002,00560001,129,8256,0.8527573700227791,0.0
00320002,00590001,128,8128,0.7361588305042384,0.0
00320002,00680001,126,7875,0.7000507323698734,0.0
00320002,00720001,129,8256,0.7914390984543873,0.0
00320002,00820001,129,8256,0.8685648213532078,0.0
00320003,00340002,91,4095,0.5677110054135035,0.0
00320003,00350001,100,4950,0.5897285651346513,0.0
00320003,00350002,111,6105,0.6501938727611263,0.0
00320003,00360001,127,8001,0.761817310358611,0.0
00320003,00370001,127,8001,0.8217953197711712,0.0
00320003,00370002,127,8001,0.7995998107269378,0.0
00320003,00390001,119,7021,0.662633605444716,0.0
00320003,00400001,127,8001,0.8138616553479174,0.0
00320003,00400002,126,7875,0.8314586367267139,0.0
00320003,00400003,126,7875,0.7601585683229691,0.0
00320003,00420001,127,8001,0.8224990849796187,0.0
00320003,00430001,127,8001,0.7255475312682885,0.0
00320003,00430002,101,5050,0.5493615417868744,0.0
00320003,00440001,115,6555,0.7306534528405592,0.0
00320003,00460001,121,7260,0.6830739412296323,0.0
00320003,00490001,125,7750,0.7615778358881178,0.0
00320003,00500001,127,8001,0.8375593190455619,0.0
00320003,00510001,127,8001,0.7963203760427996,0.0
00320003,00510002,126,7875,0.7098456300553093,0.0
00320003,00550001,119,7021,0.6726306933536413,0.0
00320003,00560001,127,8001,0.821720469730299,0.0
00320003,00590001,126,7875,0.808154041021418,0.0
00320003,00680001,124,7626,0.7083352935769616,0.0
00320003,00720001,127,8001,0.7437597470243389,0.0
00320003,00820001,127,8001,0.8153847670531715,0.0
00340002,00350001,82,3321,0.3962337050297388,2.8355069795310276e-125
00340002,00350002,87,3741,0.45356872382060065,2.8474098300747012e-189
00340002,00360001,92,4186,0.5769013641539893,0.0
00340002,00370001,92,4186,0.5643304095330214,0.0
00340002,00370002,92,4186,0.5834123385094876,0.0
00340002,00390001,92,4186,0.4986612075039732,4.3586523765623265e-262
00340002,00400001,92,4186,0.5333197169264516,1.9779520470033504e-306
00340002,00400002,92,4186,0.6192363451104139,0.0
00340002,00400003,92,4186,0.5208038363860908,8.038786983973644e-290
00340002,00420001,92,4186,0.5479917524332789,0.0
00340002,00430001,92,4186,0.513539123442842,1.7030172090932944e-280
00340002,00430002,86,3655,0.4607506999465723,1.4744099312840636e-191
00340002,00440001,89,3916,0.5378688137444448,1.3223659659671466e-292
00340002,00460001,91,4095,0.5158017991375082,2.935937805289725e-277
00340002,00490001,92,4186,0.5487236510740257,0.0
00340002,00500001,92,4186,0.5769651739412468,0.0
00340002,00510001,92,4186,0.5880173958023739,0.0
00340002,00510002,92,4186,0.5376583086601776,2.365140694146e-312
00340002,00550001,90,4005,0.4739736233089024,1.7918658562475984e-223
00340002,00560001,92,4186,0.5632830462945329,0.0
00340002,00590001,92,4186,0.5088638922920912,1.3015402566907841e-274
00340002,00680001,92,4186,0.49814723996058646,1.8159872466872333e-261
00340002,00720001,92,4186,0.5232697520160232,4.872226426323218e-293
00340002,00820001,92,4186,0.6219472615585907,0.0
00350001,00350002,94,4371,0.4753268185208189,2.7414080806906555e-245
00350001,00360001,100,4950,0.5827229110187936,0.0
00350001,00370001,100,4950,0.5594500005293803,0.0
00350001,00370002,100,4950,0.6646353599545194,0.0
00350001,00390001,97,4656,0.539268976261555,0.0
00350001,00400001,100,4950,0.6041431833776577,0.0
00350001,00400002,100,4950,0.6100067726746135,0.0
00350001,00400003,100,4950,0.613425396999524,0.0
00350001,00420001,100,4950,0.6321047864000349,0.0
00350001,00430001,100,4950,0.6124439693792768,0.0
00350001,00430002,90,4005,0.4477134626868798,9.947156586200137e-197
00350001,00440001,99,4851,0.566260366331558,0.0
00350001,00460001,98,4753,0.4968548591455296,7.5642760819528036e-295
00350001,00490001,100,4950,0.5885652984472416,0.0
00350001,00500001,100,4950,0.6356417765889089,0.0
00350001,00510001,100,4950,0.5877506991079724,0.0
00350001,00510002,100,4950,0.5655792276516686,0.0
00350001,00550001,97,4656,0.5477722040919759,0.0
00350001,00560001,100,4950,0.578824543898882,0.0
00350001,00590001,100,4950,0.6075016358431491,0.0
00350001,00680001,100,4950,0.5535830548952072,0.0
00350001,00720001,100,4950,0.560646179782273,0.0
00350001,00820001,100,4950,0.6199389513296207,0.0
00350002,00360001,111,6105,0.6004358443687337,0.0
00350002,00370001,111,6105,0.6362258035389045,0.0
00350002,00370002,111,6105,0.6691137890024507,0.0
00350002,00390001,109,5886,0.5486632316553832,0.0
00350002,00400001,111,6105,0.6278950523833611,0.0
00350002,00400002,111,6105,0.6413912160692279,0.0
00350002,00400003,111,6105,0.5672161601185205,0.0
00350002,00420001,111,6105,0.6563883924019993,0.0
00350002,00430001,111,6105,0.5395466041703572,0.0
00350002,00430002,95,4465,0.46628719504900223,6.499072062671139e-240
00350002,00440001,106,5565,0.549510913608822,0.0
00350002,00460001,110,5995,0.4876149551628503,0.0
00350002,00490001,109,5886,0.6209996717536538,0.0
00350002,00500001,111,6105,0.6000257721802545,0.0
00350002,00510001,111,6105,0.6303796876827891,0.0
00350002,00510002,111,6105,0.5242477789735936,0.0
00350002,00550001,107,5671,0.5813885285567945,0.0
00350002,00560001,111,6105,0.6448985933627417,0.0
00350002,00590001,110,5995,0.5777572036930265,0.0
00350002,00680001,110,5995,0.5220535167683535,0.0
00350002,00720001,111,6105,0.5309666759720539,0.0
00350002,00820001,111,6105,0.6540219246614835,0.0
00360001,00370001,129,8256,0.7330838118477214,0.0
00360001,00370002,129,8256,0.7904117201612322,0.0
00360001,00390001,121,7260,0.7127300901351162,0.0
00360001,00400001,129,8256,0.7620153295854787,0.0
00360001,00400002,128,8128,0.8015271813690855,0.0
00360001,00400003,128,8128,0.7460472105228848,0.0
00360001,00420001,129,8256,0.7801823481252889,0.0
00360001,00430001,129,8256,0.739321417375639,0.0
00360001,00430002,102,5151,0.5570723284840274,0.0
00360001,00440001,116,6670,0.6835099997074777,0.0
00360001,00460001,122,7381,0.6486474532510307,0.0
00360001,00490001,126,7875,0.7414118937240212,0.0
00360001,00500001,129,8256,0.7957390965083833,0.0
00360001,00510001,129,8256,0.765659834676692,0.0
00360001,00510002,128,8128,0.6902329013617987,0.0
00360001,00550001,119,7021,0.6814669970171123,0.0
00360001,00560001,129,8256,0.7531781968505147,0.0
00360001,00590001,128,8128,0.7046724580861541,0.0
00360001,00680001,126,7875,0.6707584047640498,0.0
00360001,00720001,129,8256,0.7392590286863174,0.0
00360001,00820001,129,8256,0.7836655369875511,0.0
00370001,00370002,129,8256,0.7870167016901165,0.0
00370001,00390001,121,7260,0.6649704837108773,0.0
00370001,00400001,129,8256,0.8050116046666985,0.0
00370001,00400002,128,8128,0.8260167759047585,0.0
00370001,00400003,128,8128,0.7959069212863936,0.0
00370001,00420001,129,8256,0.7761890052426128,0.0
00370001,00430001,129,8256,0.7734317272638208,0.0
00370001,00430002,102,5151,0.606833021797571,0.0
00370001,00440001,116,6670,0.6998137951497668,0.0
00370001,00460001,122,7381,0.6505852949940467,0.0
00370001,00490001,126,7875,0.7643863064848282,0.0
00370001,00500001,129,8256,0.8070507617105693,0.0
00370001,00510001,129,8256,0.8105583961465412,0.0
00370001,00510002,128,8128,0.739434826066333,0.0
00370001,00550001,119,7021,0.7191377854260905,0.0
00370001,00560001,129,8256,0.823103784372806,0.0
00370001,00590001,128,8128,0.7156081543487474,0.0
00370001,00680001,126,7875,0.6956212171597709,0.0
00370001,00720001,129,8256,0.7383321994151908,0.0
00370001,00820001,129,8256,0.8427747726992647,0.0
00370002,00390001,121,7260,0.7380266725546744,0.0
00370002,00400001,129,8256,0.8348089926666511,0.0
00370002,00400002,128,8128,0.8553596454815293,0.0
00370002,00400003,128,8128,0.8094870635462845,0.0
00370002,00420001,129,8256,0.8445780258993894,0.0
00370002,00430001,129,8256,0.8197550132227355,0.0
00370002,00430002,102,5151,0.5813587641035021,0.0
00370002,00440001,116,6670,0.7199655351208568,0.0
00370002,00460001,122,7381,0.6778042358195749,0.0
00370002,00490001,126,7875,0.8248807003386134,0.0
00370002,00500001,129,8256,0.8461625620854325,0.0
00370002,00510001,129,8256,0.8528356793414771,0.0
00370002,00510002,128,8128,0.8332141427861836,0.0
00370002,00550001,119,7021,0.7203875044316393,0.0
00370002,00560001,129,8256,0.853617052996755,0.0
00370002,00590001,128,8128,0.7556958866297852,0.0
00370002,00680001,126,7875,0.7131204978508509,0.0
00370002,00720001,129,8256,0.8097750609861756,0.0
00370002,00820001,129,8256,0.8675158736001432,0.0
00390001,00400001,121,7260,0.698395744422061,0.0
00390001,00400002,120,7140,0.6948678075156678,0.0
00390001,00400003,121,7260,0.6757444931538448,0.0
00390001,00420001,121,7260,0.7147875877831582,0.0
00390001,00430001,121,7260,0.6807852682056181,0.0
00390001,00430002,101,5050,0.5453102947186559,0.0
00390001,00440001,112,6216,0.6064213551678302,0.0
00390001,00460001,117,6786,0.6473646938266713,0.0
00390001,00490001,119,7021,0.7042957523835007,0.0
00390001,00500001,121,7260,0.7137893111921746,0.0
00390001,00510001,121,7260,0.7228725107719877,0.0
00390001,00510002,121,7260,0.6818538991037406,0.0
00390001,00550001,114,6441,0.6186322563126201,0.0
00390001,00560001,121,7260,0.7183192618616284,0.0
00390001,00590001,120,7140,0.641886878816511,0.0
00390001,00680001,119,7021,0.5907645651581687,0.0
00390001,00720001,121,7260,0.6733788893289901,0.0
00390001,00820001,121,7260,0.7200858411578133,0.0
00400001,00400002,128,8128,0.8467175503447336,0.0
00400001,00400003,128,8128,0.8676272247910466,0.0
00400001,00420001,129,8256,0.8547253129128797,0.0
00400001,00430001,129,8256,0.8320367828292893,0.0
00400001,00430002,102,5151,0.5508573995015804,0.0
00400001,00440001,116,6670,0.7113175792140962,0.0
00400001,00460001,122,7381,0.7278915154291601,0.0
00400001,00490001,126,7875,0.8108022894079215,0.0
00400001,00500001,129,8256,0.8982588255474784,0.0
00400001,00510001,129,8256,0.8739339085013603,0.0
00400001,00510002,128,8128,0.7984326628996947,0.0
00400001,00550001,119,7021,0.734407034619346,0.0
00400001,00560001,129,8256,0.8493764989938726,0.0
00400001,00590001,128,8128,0.7575703914533394,0.0
00400001,00680001,126,7875,0.7344335486648589,0.0
00400001,00720001,129,8256,0.8101900706139814,0.0
00400001,00820001,129,8256,0.8631593679527698,0.0
00400002,00400003,127,8001,0.8092700008180548,0.0
00400002,00420001,128,8128,0.8303433729083558,0.0
00400002,00430001,128,8128,0.7884927757119587,0.0
00400002,00430002,102,5151,0.5760392273244428,0.0
00400002,00440001,116,6670,0.7360869261141432,0.0
00400002,00460001,122,7381,0.6751638404335003,0.0
00400002,00490001,125,7750,0.8214151159608324,0.0
00400002,00500001,128,8128,0.8543779704657755,0.0
00400002,00510001,128,8128,0.842151688654286,0.0
00400002,00510002,127,8001,0.7787699271672572,0.0
00400002,00550001,119,7021,0.7094775767817247,0.0
00400002,00560001,128,8128,0.842556402212421,0.0
00400002,00590001,127,8001,0.7503830568779097,0.0
00400002,00680001,125,7750,0.6985842498037677,0.0
00400002,00720001,128,8128,0.7930980289975771,0.0
00400002,00820001,128,8128,0.8663421444212989,0.0
00400003,00420001,128,8128,0.7806199896071458,0.0
00400003,00430001,128,8128,0.8554314913284122,0.0
00400003,00430002,102,5151,0.5794785054017236,0.0
00400003,00440001,116,6670,0.6790660306229508,0.0
00400003,00460001,121,7260,0.6646641690151065,0.0
00400003,00490001,125,7750,0.7827253087176835,0.0
00400003,00500001,128,8128,0.8508687189080877,0.0
00400003,00510001,128,8128,0.8206899794173134,0.0
00400003,00510002,127,8001,0.7844104185693213,0.0
00400003,00550001,118,6903,0.7174677577950291,0.0
00400003,00560001,128,8128,0.8093911581804253,0.0
00400003,00590001,127,8001,0.7076806435103269,0.0
00400003,00680001,125,7750,0.7109472542691699,0.0
00400003,00720001,128,8128,0.7923706245677523,0.0
00400003,00820001,128,8128,0.8406026799067804,0.0
00420001,00430001,129,8256,0.7670703768169953,0.0
00420001,00430002,102,5151,0.5590620021140253,0.0
00420001,00440001,116,6670,0.7145516813074194,0.0
00420001,00460001,122,7381,0.7034987780018275,0.0
00420001,00490001,126,7875,0.797691426173656,0.0
00420001,00500001,129,8256,0.8660069693325896,0.0
00420001,00510001,129,8256,0.8474133527572545,0.0
00420001,00510002,128,8128,0.7604534309716258,0.0
00420001,00550001,119,7021,0.7190331119511326,0.0
00420001,00560001,129,8256,0.8329730925339462,0.0
00420001,00590001,128,8128,0.7899683034547161,0.0
00420001,00680001,126,7875,0.7634147544069166,0.0
00420001,00720001,129,8256,0.777991758212272,0.0
00420001,00820001,129,8256,0.8221012481140524,0.0
00430001,00430002,102,5151,0.5798828203989592,0.0
00430001,00440001,116,6670,0.6778901084585998,0.0
00430001,00460001,122,7381,0.6716556334126069,0.0
00430001,00490001,126,7875,0.7628535967272538,0.0
00430001,00500001,129,8256,0.8278391044904898,0.0
00430001,00510001,129,8256,0.8020312366102598,0.0
00430001,00510002,128,8128,0.8224931310348459,0.0
00430001,00550001,119,7021,0.7112331616524895,0.0
00430001,00560001,129,8256,0.7842435104571259,0.0
00430001,00590001,128,8128,0.6669072491050043,0.0
00430001,00680001,126,7875,0.6789618799187919,0.0
00430001,00720001,129,8256,0.7612377662006153,0.0
00430001,00820001,129,8256,0.8380117450280156,0.0
00430002,00440001,99,4851,0.601858266756565,0.0
00430002,00460001,100,4950,0.5373574339135944,0.0
00430002,00490001,102,5151,0.5789295459781245,0.0
00430002,00500001,102,5151,0.5709684126092278,0.0
00430002,00510001,102,5151,0.6095842812091382,0.0
00430002,00510002,102,5151,0.5593122751970222,0.0
00430002,00550001,100,4950,0.4946415171282581,7.414723080687546e-304
00430002,00560001,102,5151,0.6180700992667512,0.0
00430002,00590001,101,5050,0.5227301281019497,0.0
00430002,00680001,102,5151,0.5148446044434617,0.0
00430002,00720001,102,5151,0.5359447112773986,0.0
00430002,00820001,102,5151,0.6404601725748171,0.0
00440001,00460001,113,6328,0.5340032614127173,0.0
00440001,00490001,115,6555,0.6799090186385468,0.0
00440001,00500001,116,6670,0.7339060037161437,0.0
00440001,00510001,116,6670,0.6897099177402478,0.0
00440001,00510002,116,6670,0.6190390024850673,0.0
00440001,00550001,112,6216,0.5983051651497279,0.0
00440001,00560001,116,6670,0.7031330026484984,0.0
00440001,00590001,116,6670,0.6700952169956302,0.0
00440001,00680001,114,6441,0.6357886558163534,0.0
00440001,00720001,116,6670,0.6845897837754438,0.0
00440001,00820001,116,6670,0.7330026219255008,0.0
00460001,00490001,121,7260,0.642819707472119,0.0
00460001,00500001,122,7381,0.7362645999223968,0.0
00460001,00510001,122,7381,0.721953672739836,0.0
00460001,00510002,122,7381,0.6716234308274871,0.0
00460001,00550001,116,6670,0.5949098039674655,0.0
00460001,00560001,122,7381,0.709143959889278,0.0
00460001,00590001,121,7260,0.6354961771257553,0.0
00460001,00680001,119,7021,0.6258504908575698,0.0
00460001,00720001,122,7381,0.6456923567501691,0.0
00460001,00820001,122,7381,0.7226278806415959,0.0
00490001,00500001,126,7875,0.8177949505954283,0.0
00490001,00510001,126,7875,0.8033933225862039,0.0
00490001,00510002,125,7750,0.7362150348315519,0.0
00490001,00550001,118,6903,0.6868149221757722,0.0
00490001,00560001,126,7875,0.8044045900660702,0.0
00490001,00590001,125,7750,0.7429385420012412,0.0
00490001,00680001,124,7626,0.7165578246507041,0.0
00490001,00720001,126,7875,0.7490320989061365,0.0
00490001,00820001,126,7875,0.811228441453001,0.0
00500001,00510001,129,8256,0.8566221624565262,0.0
00500001,00510002,128,8128,0.7910412157052646,0.0
00500001,00550001,119,7021,0.7444228136766403,0.0
00500001,00560001,129,8256,0.8521273052628968,0.0
00500001,00590001,128,8128,0.7887313823953609,0.0
00500001,00680001,126,7875,0.7415528800553771,0.0
00500001,00720001,129,8256,0.8079160750566476,0.0
00500001,00820001,129,8256,0.8720579142077428,0.0
00510001,00510002,128,8128,0.818681301238392,0.0
00510001,00550001,119,7021,0.7160284211047065,0.0
00510001,00560001,129,8256,0.8703721900368317,0.0
00510001,00590001,128,8128,0.7327512703187121,0.0
00510001,00680001,126,7875,0.7284250022002866,0.0
00510001,00720001,129,8256,0.7923634919996896,0.0
00510001,00820001,129,8256,0.8722201965967372,0.0
00510002,00550001,119,7021,0.6651031119423699,0.0
00510002,00560001,128,8128,0.7962309848254341,0.0
00510002,00590001,127,8001,0.6488101532907172,0.0
00510002,00680001,125,7750,0.6572009310220535,0.0
00510002,00720001,128,8128,0.7364964538118346,0.0
00510002,00820001,128,8128,0.815299963904743,0.0
00550001,00560001,119,7021,0.6721723807635855,0.0
00550001,00590001,118,6903,0.6304146653629261,0.0
00550001,00680001,116,6670,0.6414003254783519,0.0
00550001,00720001,119,7021,0.6617565893266243,0.0
00550001,00820001,119,7021,0.7164018035440186,0.0
00560001,00590001,128,8128,0.7565343604168582,0.0
00560001,00680001,126,7875,0.6927780180400432,0.0
00560001,00720001,129,8256,0.8012138448801513,0.0
00560001,00820001,129,8256,0.8910348367786757,0.0
00590001,00680001,125,7750,0.7196522937594773,0.0
00590001,00720001,128,8128,0.7198349746567839,0.0
00590001,00820001,128,8128,0.7510945758319192,0.0
00680001,00720001,126,7875,0.6968484486212904,0.0
00680001,00820001,126,7875,0.7119829483893104,0.0
00720001,00820001,129,8256,0.7964343707911031,0.0
