,alligator,ankle,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,eye,face,finger,fish,flower,fork,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sink,0.8862629,1.3494565,1.278735,0.67066634,1.324767,1.331198,1.0746064,0.31318104,0.542696,1.267776,0.5804059,0.7700084,0.98859555,0.6646916,0.8900596,1.3619158,1.1129256,0.6996703,1.34444,1.1160579,1.1235844,1.2884269,1.0717429,0.7848195,0.62485856,1.2477127,0.76191574,1.0616524,0.63556373,1.0996397,1.4747306,0.5776738,1.2842634,0.79441285,1.0467086,0.710343,0.98399323,1.1747019,1.3977795,1.0565454,0.8983792,1.3622162,0.6842952,1.0194149,1.3075827,1.1639451,1.3296125,1.0461836,0.8417411,1.1821119,0.9002398,0.8159007,1.3657408,1.183022,0.73756975,0.7837554,0.78389335,1.1536808,0.9979141,1.2707584,0.85320526,0.8532084,1.1324421,1.3019592,1.4132081,1.288065,1.277961,1.257527,0.9598703,0.9958288,0.85600996,0.75254095,0.6064818,1.3561782,1.4084847,1.1664591,1.2085993,1.0086906,1.1205268,0.9662957,0.8733895,1.2479719,1.2988031,0.6402626,1.1877207,1.249224,0.7733369,0.92325366,0.8198604,1.0614805,0.0,0.74558115,1.4970304,0.9363166,1.065867,1.1431026,0.8552028,1.356384,0.83263063,0.9888659,0.55482185,1.1350416,1.2648828,1.1518195,0.79944354,1.3808441,0.9496069,1.2077322,0.8680328,0.8282957,1.1761374,1.4594921,0.8016906
slide,1.0328225,1.1409316,1.1706039,0.9895088,1.0927392,1.241643,0.85538125,0.8655565,0.58688253,1.1531034,0.61124307,0.83283126,1.039841,0.6561798,0.7874814,1.246605,1.1381006,0.60929096,1.3112684,1.0515563,1.0593754,1.1954052,0.90768963,0.8823832,0.5570984,1.1610446,0.92471004,1.0338684,0.61344224,1.1464012,1.3831336,0.4611588,1.2708776,0.83530164,0.83469534,0.76018035,0.9884886,1.1981454,1.305063,1.1852503,1.0527672,1.4245911,0.74157435,0.982,1.2895817,1.1919639,1.3786077,0.9574242,1.0021046,0.881459,0.95330095,1.0419445,1.0707749,1.1101937,0.7483725,0.91537637,0.8825243,1.2025818,0.9491824,1.2671467,0.7884855,0.70989585,1.2876353,1.0924488,1.4104581,1.126343,1.328919,1.3076339,0.88717985,1.0679209,0.9366381,0.91742015,0.76571804,1.3338082,1.3662765,1.1899774,1.0270416,0.90800995,1.0020747,1.0323211,0.5422791,1.123227,1.3168637,0.68305814,1.0748556,1.0444074,0.9331248,0.78454727,0.92624366,0.9226609,0.74558115,0.0,1.3466246,1.0610449,1.1056745,1.0712942,0.8443413,1.2531853,0.8878691,1.123059,0.6139501,1.0367954,1.3833759,1.2239454,0.6868691,1.1586133,0.6694714,0.8686794,0.85464454,0.83844286,1.1914666,1.4070292,0.808331
slipper,0.973815,0.53854287,0.5271685,1.3426697,0.4969833,0.53871155,0.8670047,1.4720898,1.5865577,0.70637465,1.500489,1.2978964,1.2153497,1.5334047,0.97539735,0.49806464,0.72593915,1.3022072,0.58745575,0.7963121,0.7414113,0.6974285,1.0146192,1.4225726,1.5491288,0.5206827,1.1425235,1.0602825,1.5546839,0.71706563,0.3173344,1.5265425,0.5985388,1.3536704,0.957021,1.4981763,0.85362977,0.85754305,0.5879229,0.8530864,1.2482818,0.39156443,1.2942479,1.0534484,0.55370665,0.65177405,0.48802918,0.85297644,1.2033737,0.71131027,1.4000418,1.1149977,0.5781695,0.79790473,1.3406351,1.4002023,1.3533947,0.761409,1.1741233,0.7090113,1.1762471,1.3601007,0.68055147,0.6943681,0.38215566,0.7031816,0.7039565,0.7299127,1.1280352,1.200199,1.3017282,1.3758681,1.4034173,0.44446224,0.3666501,0.7593482,0.7539805,1.118182,0.6398202,1.1323173,1.2493618,0.6796672,0.58973634,1.5477791,0.88195765,0.5176847,1.4277996,1.0021396,1.3615438,0.9290185,1.4970304,1.3466246,0.0,1.2028625,0.8134573,0.78081673,1.2109809,0.48314595,1.342481,1.1922976,1.4976282,0.595603,0.44814438,0.7235472,1.3213656,0.6263783,0.9578719,0.66694283,1.3603729,1.2191554,0.65997285,0.2913813,1.4754835
snow,0.79057777,1.0845642,1.1603494,0.9467454,1.0266973,0.9865509,1.0667934,0.9608249,0.9794769,0.8378092,1.0595176,0.9197977,0.76452184,1.0020517,1.1798111,1.1755955,1.0618641,1.2258745,1.0841833,1.0331738,1.0464028,0.9663141,0.98099065,0.74242383,1.0398781,1.1596761,1.0114077,0.95343906,1.0615139,1.0566678,1.0428287,1.135603,1.0776583,1.0942844,1.2151288,0.86826706,1.1526306,1.1780748,0.99517524,0.9829671,1.105048,1.1232554,0.9713923,0.95264703,1.0907388,0.9405224,1.0668216,1.0981196,0.76393855,1.311168,0.9623855,1.1102257,1.0631015,1.0664611,1.0590723,0.82524586,0.9706736,1.00194,0.9543404,0.8388535,1.1544013,1.0789475,1.0618087,1.140024,1.0698702,0.9671227,1.0044175,1.0794528,0.9665374,0.7731519,1.0863281,0.9374147,0.9913215,0.96807814,0.99350274,0.91805506,0.9275876,0.94369406,1.0279487,1.0571228,1.1585385,1.1374774,0.9251658,0.97916245,1.0295622,1.2850142,0.9995865,1.1323378,0.9519671,1.0540088,0.9363166,1.0610449,1.2028625,0.0,1.0510921,0.98890734,1.0140816,0.9820439,0.93394727,0.7759763,1.0757532,1.1061885,1.1610322,1.0426066,1.078932,0.9991827,1.2723923,1.1739203,0.84360754,1.0287615,1.0838765,1.1559709,0.81313664
soap,0.5683143,0.89402395,0.8495327,1.0861543,0.9252253,0.8990934,0.65182966,1.2526013,1.2756839,0.76171875,1.1652256,1.1686208,1.057273,1.3654516,0.6984974,0.896085,0.8413101,0.9169909,0.8477497,0.7344056,0.82333654,0.9057406,0.92646784,1.2497023,1.2034631,0.95551604,0.79209316,1.0420315,1.3596126,0.62369275,0.72861433,1.1450357,0.82943046,1.2011065,1.1408504,1.1124501,0.51766646,1.1918072,0.84635097,1.1823142,1.1892154,0.96191466,1.163276,0.9933877,0.5881667,0.78458476,1.0632468,0.9584228,1.0395663,0.83307344,1.3501518,1.1054028,1.0615715,0.88237536,1.1807722,1.3232394,1.3819835,0.68872416,0.86545837,0.7248263,1.201334,1.2957635,1.1107595,0.8634076,0.8794134,0.638638,0.9360873,1.162828,0.90848917,1.0752296,1.3486341,1.3026569,1.0935224,0.56085324,0.6038052,0.94281316,0.7713293,0.9059711,0.74335897,1.0044776,0.94379437,0.8567073,0.9624953,1.1687171,0.99853164,0.8789232,1.3691626,0.9898963,1.376976,0.8302852,1.065867,1.1056745,0.8134573,1.0510921,0.0,0.80346835,1.0836492,1.1094619,1.3072013,1.2196195,1.1413938,0.64820087,1.021105,0.9928045,1.1892674,0.7473376,1.0345354,0.7270944,1.106247,0.97018975,0.822615,0.8422289,1.148309
sock,0.84840673,0.787448,0.99922425,1.2177868,0.7439778,0.8718677,0.74922967,1.2862536,1.2936683,0.79894173,1.2579044,1.2247478,0.99817437,1.308162,0.8231406,0.7258965,0.75296646,1.0592272,1.1146665,0.6054088,0.73580056,0.70843625,0.8658999,1.2095523,1.2272952,1.0041398,0.854061,1.1747308,1.2888263,0.93414676,0.6780565,1.17734,0.6822553,1.1802642,1.1662358,1.1743028,0.86868286,1.2143753,0.868145,1.1511898,1.2012063,1.0748901,1.0822387,0.81345975,0.7906519,0.68411225,0.9850371,0.72745156,1.0562241,0.8733959,1.2874072,1.2725914,0.9203086,0.8937776,1.096284,1.2224934,1.2706095,0.83202386,1.0089362,0.7182073,1.169697,1.1293889,1.2318043,0.8836578,0.8792727,0.6510658,0.9413246,1.2307539,0.8082853,1.0213466,1.2455499,1.2949711,1.0987239,0.64525956,0.6838491,0.8444659,0.7069527,0.82097685,0.6560892,1.114279,0.95954716,0.76991904,1.0274518,1.1356964,0.9648222,0.9248826,1.3155339,0.69258887,1.2933109,0.89186704,1.1431026,1.0712942,0.78081673,0.98890734,0.80346835,0.0,1.0563688,0.87966794,1.1645019,1.2446901,1.2115986,0.6682662,1.0182798,1.0697925,1.1846619,0.61412525,1.022664,0.8046013,1.0245771,1.0351502,0.9499681,0.8208338,1.077583
sprinkler,1.1736411,1.0864382,1.1156882,0.8655394,1.1046343,1.2039682,1.0789577,0.9151385,0.8984703,1.1719726,0.91113794,0.8111744,0.92633307,0.8843179,0.920497,1.2362275,1.2050295,0.82943034,1.0713441,1.1847103,0.9707282,1.200379,1.1697557,0.93742263,0.916364,1.1965367,0.878979,0.96261257,0.9960203,1.028379,1.2498958,0.86751294,1.2448072,0.9663465,1.0066888,0.9502559,1.0130645,0.998371,1.155666,0.98893416,1.0823698,1.1322105,0.9329864,1.1009215,1.1211174,1.0628024,1.1991506,0.96988374,1.0316197,1.0178499,1.0052688,0.8607323,1.1178318,1.0385088,0.41664302,0.9244714,0.9043407,1.0265979,0.9840937,1.2535596,0.8524598,0.98560584,1.1124796,1.0893402,1.2567393,1.1571486,0.9474886,1.0574853,0.98927355,0.92326814,1.003827,0.89398086,0.80389786,1.2102643,1.213306,1.0004218,1.2862115,1.0872382,1.0771585,0.98309594,0.8514175,1.1787766,1.0636576,0.96170264,1.105842,0.89491904,1.0174159,0.9436455,0.9606811,1.0236113,0.8552028,0.8443413,1.2109809,1.0140816,1.0836492,1.0563688,0.0,1.2509263,1.018599,1.125189,0.7894611,0.9840003,1.190329,1.0920293,0.7999787,1.1903373,0.9715723,1.0593368,0.99300915,0.99856824,1.2058166,1.0961887,0.97917587
strawberry,1.0870165,0.68629205,0.529966,1.2220483,0.52627575,0.45679963,0.9647284,1.2493856,1.2915704,0.80884904,1.2955476,1.146651,1.1113268,1.2124454,1.0889041,0.52451336,0.6510094,1.3305451,0.80038476,0.7611253,0.86193466,0.72541255,0.933511,1.1797457,1.3311224,0.7432467,1.2826471,1.0779477,1.2631714,0.9420692,0.5021145,1.3644983,0.5878322,1.259953,1.0746231,1.3301882,1.0748447,1.0206796,0.73514324,0.98181874,1.1804748,0.66907144,1.1548154,0.98573905,0.84425527,0.8493741,0.58706176,1.0274688,1.0563481,0.8925198,1.217859,1.1833155,0.67627805,0.8904424,1.3086212,1.1305753,1.0913597,1.0321296,1.1654378,0.7125151,1.2554862,1.2893927,0.8581271,0.7908635,0.44642603,0.7610926,0.9387014,0.91705835,1.0696003,1.0882779,1.0428128,1.1233898,1.2588289,0.6738457,0.6024887,0.8857358,0.72026056,1.091042,0.80389506,1.0940157,1.2066778,0.78783154,0.904596,1.3314004,0.96099216,0.8797076,1.1164325,1.1941928,1.0804487,1.1257781,1.356384,1.2531853,0.48314595,0.9820439,1.1094619,0.87966794,1.2509263,0.0,1.1265955,1.0077046,1.3522302,0.79052925,0.7322689,0.8919314,1.2358899,0.6958393,1.0453227,0.7665006,1.2120522,1.2432431,0.7811815,0.6395004,1.2709851
stroller,1.1295729,1.2307549,1.3337536,0.88097996,1.289387,1.2484834,1.2022202,0.5982126,0.4845236,1.134971,0.61962813,1.058892,1.0311427,0.5779163,1.1665809,1.1595924,1.1456256,0.88675106,1.3632855,1.1350756,1.1496925,1.132426,0.9906199,0.8842174,0.46605945,1.1918687,1.0999207,1.1399937,0.47775984,1.2515959,1.2816901,0.58037025,1.1658494,0.8695245,1.0656652,0.73315656,1.1629679,1.0872363,1.257337,1.1073467,0.9401361,1.3162656,1.0667592,1.0320883,1.301526,1.2091559,1.1661581,1.1369056,0.99177617,1.3600807,0.79979795,1.1343033,1.1851023,1.0931431,0.941012,0.31461143,0.69088995,1.0982906,0.86370736,1.1216372,1.0418162,0.5267048,1.112408,1.299327,1.2495713,1.1756572,1.2933397,1.2309941,0.82737374,1.0121324,0.75416076,0.57070667,0.8221987,1.335422,1.3442914,1.2201022,1.1178033,1.072115,1.2954335,1.0400336,0.9091007,1.0584192,1.2682219,0.6404828,1.0974427,1.2687179,0.56960595,0.8897614,0.5480789,0.89030075,0.83263063,0.8878691,1.342481,0.93394727,1.3072013,1.1645019,1.018599,1.1265955,0.0,0.63304734,0.7248332,1.2948477,1.2553214,1.204495,0.98587424,1.2053676,1.0257391,1.1902232,0.85219765,0.8950819,1.0004364,1.2767928,0.7887865
sweater,1.1565654,1.150318,1.2017411,0.7760397,1.1923953,1.136754,1.358415,0.72324765,0.75475657,1.0606852,0.86789024,0.99024624,0.9024515,0.8073337,1.3486768,1.2394454,1.2595062,1.2013726,1.0286467,1.3223504,1.1690643,1.1675702,1.0856596,0.8577999,0.85712636,1.0642331,1.2361867,0.905191,0.7463783,1.2634811,1.2174139,1.0081971,1.2329779,0.9676579,1.1306152,0.9720161,1.3162426,0.7539992,1.001793,0.969982,0.8200982,0.97332555,1.0418587,1.1933142,1.2368014,1.2016907,0.9884941,1.0472494,0.9550165,1.2464558,0.6616092,0.9057667,1.0158418,1.1430783,1.0541337,0.59713113,0.7120939,1.1498885,0.96070254,1.1506087,0.98658156,0.9797193,0.85893464,1.0749121,1.1032581,1.2588308,0.8734081,0.8627229,1.1012515,0.86661625,0.6821203,0.6729361,1.0043378,1.2103417,1.2107954,1.0807343,1.1688868,1.1836545,1.4121153,1.062396,1.1653795,1.1526464,1.0334917,0.9509921,1.0034579,1.2311162,0.48309946,1.0961728,0.5810941,1.112292,0.9888659,1.123059,1.1922976,0.7759763,1.2196195,1.2446901,1.125189,1.0077046,0.63304734,0.0,0.97879624,1.3423874,0.9257401,0.97026676,1.0475578,1.2603333,1.2241347,1.334658,0.9855157,1.011435,1.0959883,1.0436616,0.9071481
table,1.2001693,1.3640826,1.2752631,0.5425207,1.3422018,1.4216723,1.1365752,0.5512831,0.26684827,1.5159109,0.51106256,0.7965453,1.0330749,0.39806712,0.4983887,1.3669102,1.237284,0.32456863,1.3826094,1.2414833,1.1791526,1.4084997,1.2111142,0.8072037,0.6020789,1.2985647,1.0734798,1.0153562,0.4861337,1.1870725,1.5297087,0.3669724,1.3837073,0.7011744,0.91581637,0.8069774,1.015046,1.1130338,1.4273409,1.1660962,0.7966641,1.3631697,0.7155182,1.1899451,1.402218,1.3068435,1.3933611,1.0392934,0.87389916,0.9310658,0.82752204,0.7619261,1.3419623,1.2124563,0.6390301,0.75366503,0.6455269,1.2154121,0.9834298,1.4442291,0.7001437,0.818262,1.2091454,1.2511042,1.4389086,1.4156601,1.3340971,1.25984,1.1045222,1.0152891,0.716901,0.5958797,0.19296372,1.5036086,1.5353154,1.2044871,1.3962928,1.1264784,1.2496835,0.9452002,0.68949974,1.3318131,1.412127,0.7208678,1.274002,1.1186905,0.6399783,0.8192355,0.72931707,1.1650193,0.55482185,0.6139501,1.4976282,1.0757532,1.1413938,1.2115986,0.7894611,1.3522302,0.7248332,0.97879624,0.0,1.273102,1.2920635,1.1454353,0.5304351,1.4912705,0.6742108,1.1109316,0.9006621,0.91620934,1.2842207,1.5270522,0.80284834
tape,0.7959881,0.78386676,0.6143149,1.4348958,0.57410526,0.7009974,0.5345255,1.2750623,1.4540414,0.7502825,1.4492639,1.2969664,1.111361,1.5313323,0.77958596,0.47576064,0.47894162,1.0974478,1.0301181,0.3955261,0.58748174,0.6941831,0.7321145,1.3664513,1.3702447,0.7279166,0.5879398,1.2033336,1.4612634,0.7768732,0.54636693,1.2343937,0.42547464,1.2538911,1.1895208,1.2208588,0.61873794,1.3769064,0.84933394,1.2411208,1.2116785,1.0704114,1.246004,0.89543736,0.5534745,0.59830487,0.9001188,1.1251256,1.1292454,0.7384022,1.4925144,1.4020526,0.7803142,0.7133902,1.1395379,1.4076045,1.5475769,0.93777966,1.181909,0.5372522,1.3175626,1.2640324,1.1993214,0.737246,0.6539097,0.61058503,1.1131244,1.2130679,0.8123152,1.1253942,1.4408152,1.4552964,1.2274343,0.61643374,0.63758767,0.9598963,0.6736842,0.7364082,0.48651987,0.97753054,0.96364033,0.6127456,0.9597002,1.224303,1.008516,0.8123332,1.4878786,0.97464937,1.509727,0.7280833,1.1350416,1.0367954,0.595603,1.1061885,0.64820087,0.6682662,0.9840003,0.79052925,1.2948477,1.3423874,1.273102,0.0,1.0898908,1.0658863,1.2441854,0.49043143,0.9029946,0.5633607,1.1274729,0.914852,0.8176144,0.696725,1.1821115
toe,1.2163429,0.72164917,0.7427757,0.95258766,0.8403822,0.7603004,1.2528169,1.1882726,1.27887,0.93200594,1.2303995,1.1703535,1.1573457,1.179298,1.1848637,0.8414668,0.99336654,1.2546041,0.56791365,1.1694633,1.1582319,0.91009283,1.266782,1.1573704,1.3131807,0.7450119,1.2154369,0.9748874,1.2228022,0.93497914,0.7082673,1.3791134,0.91506004,1.1667755,0.90850896,1.3334522,1.1812978,0.56397295,0.5358918,0.6679568,1.009508,0.2177217,1.1667392,1.1762733,0.9335628,1.0853035,0.5585011,0.75687855,1.0342581,0.8658753,1.012305,0.5414563,0.7538464,1.1286993,1.2287992,1.2202566,0.9650923,0.91746783,1.1517494,1.0077187,0.8400236,1.2857034,0.63857627,0.85959536,0.5588098,1.0515425,0.60448754,0.46590304,1.2564986,1.121566,1.0076941,1.0287137,1.2430109,0.8216805,0.7190534,0.7655281,1.0112303,1.2673903,1.0427973,1.2028674,1.3199579,1.0199634,0.6547978,1.4109478,0.98340434,0.7697215,1.0507425,1.0515096,0.97666,1.1111885,1.2648828,1.3833759,0.44814438,1.1610322,1.021105,1.0182798,1.190329,0.7322689,1.2553214,0.9257401,1.2920635,1.0898908,0.0,0.5864354,1.1427852,0.99670565,1.0887821,1.0728931,1.2788491,1.2245431,0.8220725,0.4815619,1.2928771
tooth,1.100856,0.95970196,0.77778476,0.9962598,0.95980805,0.9050679,1.1084573,1.0762715,1.1860627,0.9838445,1.1660157,0.9432991,1.1723679,1.1337049,1.1034291,1.0251095,1.0902754,1.1687164,0.7562799,1.1054343,1.1028818,1.019488,1.1814183,1.1645534,1.2423772,0.959583,1.1771854,0.92206824,1.197855,0.9711279,0.87833345,1.2348112,1.0800338,1.1184323,1.0149169,1.2096614,1.0893726,0.7249328,0.8317133,0.74550587,1.0223546,0.52069855,1.0585309,1.1389624,0.8701298,1.0679864,0.87172556,0.8352153,0.9609823,0.8112204,1.0494263,0.7444761,0.96189475,1.0588405,1.0980977,1.0983511,0.9783059,0.96421635,1.0643122,1.1050128,0.87168956,1.2427899,0.54538965,1.0334518,0.85225314,1.0935466,0.7012141,0.6834067,1.2078532,1.1441224,1.0303864,1.0000331,1.0829749,0.86678994,0.86170495,0.6876934,1.1173975,1.2191687,1.0647432,0.98320466,1.2429166,1.1441116,0.6314308,1.2725754,1.0615815,0.72264624,1.0883502,1.0815855,0.9993338,1.2845033,1.1518195,1.2239454,0.7235472,1.0426066,0.9928045,1.0697925,1.0920293,0.8919314,1.204495,0.97026676,1.1454353,1.0658863,0.5864354,0.0,1.0238185,1.1053609,1.029486,1.0568622,1.1848385,1.14238,0.94859415,0.71539736,1.178697
toothbrush,1.2352092,1.2234688,1.0791508,0.7407724,1.1213638,1.2656431,1.1536691,0.87798584,0.68009454,1.3782073,0.7033172,0.67715645,1.0439935,0.5893663,0.8014499,1.2418212,1.3061092,0.6264754,1.2280297,1.20246,1.1389802,1.3795478,1.0300251,0.81444705,0.8273735,1.2460433,1.0474722,0.78725743,0.7837217,1.1944559,1.4225302,0.6474016,1.3783535,0.817981,0.7508113,0.9278215,1.1138709,0.9785724,1.3068571,1.1789865,0.9202981,1.2195169,0.5058735,1.0826135,1.1662161,1.2495188,1.3478544,0.8154429,1.0155023,0.6746718,0.79859006,0.6360074,1.2172393,1.1468985,0.6445913,0.9406144,0.7080123,1.068304,1.0792713,1.4651091,0.4813494,0.72579134,1.0728102,1.0882719,1.3936952,1.3061697,1.1447616,1.1622032,1.112309,1.0543971,0.8768149,0.86170214,0.6584434,1.3924427,1.4040201,1.1065406,1.3421259,1.1919895,1.2461962,0.9353154,0.80447423,1.2090166,1.2814229,0.88211787,1.1492865,0.8872839,0.87596107,0.65167224,0.9015073,1.0632921,0.79944354,0.6868691,1.3213656,1.078932,1.1892674,1.1846619,0.7999787,1.2358899,0.98587424,1.0475578,0.5304351,1.2441854,1.1427852,1.0238185,0.0,1.3207123,0.36950052,1.0643473,0.9948772,0.95061386,1.1662822,1.3276167,0.96098214
towel,0.7853825,0.6681087,0.8269901,1.4693515,0.7308973,0.5553435,0.6390042,1.4939202,1.5728056,0.5541673,1.4726535,1.2310171,1.0094694,1.55764,0.9478056,0.36190677,0.45031178,1.3271418,0.89271176,0.42395014,0.6669943,0.40839708,0.7203053,1.311397,1.3170726,0.8934033,0.88523984,1.2087187,1.4952424,0.7728938,0.3415615,1.3639152,0.30925947,1.336018,1.1613619,1.1200199,0.7626712,1.2160263,0.6961026,1.1287714,1.3056382,0.936018,1.2676396,0.7567743,0.5057204,0.6100764,0.7133659,1.0886936,1.2109667,0.92077965,1.375479,1.3957288,0.81313056,0.8316109,1.3446397,1.2390945,1.4448037,0.835722,0.9901647,0.36025995,1.3785167,1.2037238,1.1872581,0.82928777,0.5690712,0.0954532,0.94172734,1.1025403,0.5735557,1.0240245,1.3977728,1.4928248,1.3368053,0.42394006,0.44500494,0.88942164,0.45830977,0.71073735,0.54903996,1.1133701,1.0654769,0.5529909,0.8747206,1.0835451,0.9750327,0.9787375,1.5076519,1.0932535,1.4270626,0.82870746,1.3808441,1.1586133,0.6263783,0.9991827,0.7473376,0.61412525,1.1903373,0.6958393,1.2053676,1.2603333,1.4912705,0.49043143,0.99670565,1.1053609,1.3207123,0.0,1.1637186,0.6654121,1.1013472,1.0659819,0.7301924,0.5976392,1.1714414
toy,1.0676178,1.148505,0.84091777,1.0555401,0.8756255,1.0857968,0.9457212,1.0416346,0.85950696,1.3306807,0.93076974,0.9727131,1.1095499,0.85021365,0.7106738,0.90180904,1.04234,0.6597804,1.2873602,0.9919061,0.9177899,1.2473199,0.8679431,1.031348,1.016242,0.8970451,0.9958016,0.9557244,0.91833055,1.042539,1.1441919,0.7091267,1.0925595,0.86927307,0.66008306,1.1196493,0.8960516,1.1184208,1.2041206,1.2981067,1.0110861,1.1847401,0.74117434,1.0005987,0.9738898,0.9905061,1.1936072,0.81225604,1.1008292,0.4443131,1.0664694,0.95427346,0.99421114,0.9567272,0.84799826,1.2137132,1.0507554,0.989933,1.22419,1.2481415,0.683468,0.7579264,1.1413063,0.89482915,1.1429487,1.2453458,1.2821438,1.2731414,1.1105274,1.1230592,1.0814829,1.1369737,0.8474812,1.184464,1.1805423,1.1075518,1.1935972,1.0193813,0.96471596,0.9379853,0.80642,1.0298523,1.2475159,1.0872344,1.0246284,0.68583006,1.0897834,0.5206655,1.1418861,0.8416654,0.9496069,0.6694714,0.9578719,1.2723923,1.0345354,1.022664,0.9715723,1.0453227,1.0257391,1.2241347,0.6742108,0.9029946,1.0887821,1.029486,0.36950052,1.1637186,0.0,0.8286419,1.0764754,0.82546484,0.94759625,1.1258882,1.0598177
tray,0.81793076,0.9240014,0.78888965,1.3310996,0.75022054,0.7398903,0.2702335,1.3199518,1.2876166,0.7831723,1.1044813,1.2197632,1.2945964,1.3051429,0.58325386,0.6101527,0.6560187,0.80803823,0.9654571,0.48789448,0.8049133,0.66444814,0.6834861,1.3219328,1.1702057,0.88619596,1.0862815,1.0484393,1.2924908,0.7748859,0.57893854,1.0714662,0.66220677,1.2687848,1.0245613,1.1836512,0.52057934,1.1892076,0.97420776,1.1876856,1.2868534,0.99354166,1.1639917,0.9195234,0.6784846,0.76445955,0.9463557,1.1187723,1.1521467,0.767806,1.3654507,1.2816458,0.8919754,0.86002755,1.1744599,1.2041972,1.3253584,0.7567077,0.82930034,0.72825783,1.2924004,1.0982707,1.095276,0.9041803,0.8150636,0.6622394,1.1417685,1.2731551,0.83290374,1.3151709,1.3177837,1.3389975,1.1693298,0.6211203,0.6146893,0.95966756,0.6922197,0.8245747,0.44103396,1.1063215,0.7800052,0.63755727,0.99147063,1.0692235,0.99058396,0.7501483,1.4183879,1.0077257,1.3557386,0.9572941,1.2077322,0.8686794,0.66694283,1.1739203,0.7270944,0.8046013,1.0593368,0.7665006,1.1902232,1.334658,1.1109316,0.5633607,1.0728931,1.0568622,1.0643473,0.6654121,0.8286419,0.0,1.1183196,0.8443787,0.88586783,0.87102294,1.2149888
tree,0.9473418,1.112026,1.1564488,0.95987946,1.1705652,1.095903,1.028559,0.9011954,0.8663953,1.1019683,0.94544375,0.9752074,0.8945919,0.9278097,1.1215199,1.1409731,1.0212227,1.0558597,1.2156954,1.0786915,1.0250407,1.0706947,0.812112,0.93461823,0.8860613,1.2184398,0.9579236,1.0946405,0.8414924,1.1354282,1.1657531,0.8936952,1.0611918,0.9540574,1.1567233,0.79769725,1.0822623,1.1878798,1.1817672,1.1776128,0.90306115,1.2917156,1.0343162,0.8367187,1.154126,1.0125371,1.1455411,1.26694,0.7946163,1.2181442,0.8959042,1.0951153,1.1859066,1.0509119,0.9681102,0.8887074,1.0589397,1.1456871,0.97667223,0.9598117,1.120169,0.92692715,1.2514458,1.1005383,1.1424419,1.1241806,1.1768174,1.1987206,0.96993345,0.91130894,0.97571063,0.97887313,0.94772565,1.1259235,1.1573241,1.1887659,1.0977725,0.57169265,1.0524329,0.99680936,0.93393064,1.054888,1.089767,0.77129483,1.1048424,1.3092096,0.93022513,1.0475447,0.9933245,1.0173405,0.8680328,0.85464454,1.3603729,0.84360754,1.106247,1.0245771,0.99300915,1.2120522,0.85219765,0.9855157,0.9006621,1.1274729,1.2788491,1.1848385,0.9948772,1.1013472,1.0764754,1.1183196,0.0,0.7557502,1.1204907,1.2884552,0.1535598
truck,0.86779535,1.1297792,1.0732635,1.1102288,1.1152209,1.181427,0.7902493,0.86558414,0.9081189,1.1665338,0.8967854,1.112243,0.9918467,0.9728806,0.96706903,1.0542628,0.9927911,0.8736495,1.2337357,0.9339011,1.0794992,1.1557275,0.4597183,0.97571886,0.8268718,1.0593002,0.8409745,1.0580819,0.83573556,0.9938462,1.1702155,0.7393955,1.0368812,0.9024505,0.92238754,0.920714,0.84699076,1.1742866,1.1841795,1.2258335,1.0532779,1.3025559,0.955405,0.8785766,0.99677235,0.96697944,1.2031496,1.1172936,1.0889875,1.0005144,1.0224221,1.12398,1.1123136,0.9848994,1.0142152,1.0867531,1.1863389,1.0362383,0.9499896,1.0337493,1.0589534,0.76085633,1.2271327,1.0734856,1.162629,1.1474608,1.2949228,1.307497,0.9675746,1.0216672,1.0770855,1.1311499,0.96465003,1.1145964,1.14842,1.2179424,0.98448604,0.7213834,1.0133599,1.015183,0.8181173,1.0219592,1.0884721,0.8677586,1.018195,1.0941926,1.0525756,0.8329073,1.0968146,0.8684686,0.8282957,0.83844286,1.2191554,1.0287615,0.97018975,1.0351502,0.99856824,1.2432431,0.8950819,1.011435,0.91620934,0.914852,1.2245431,1.14238,0.95061386,1.0659819,0.82546484,0.8443787,0.7557502,0.0,0.89958686,1.2211334,0.7051711
