,alligator,ankle,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,eye,face,finger,fish,flower,fork,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
crayon,0.7294055,0.606627,0.7507935,1.4234997,0.5914903,0.3448223,0.69615656,1.4828396,1.6171995,0.5721035,1.5320382,1.413776,1.1085982,1.6268959,0.94303274,0.24736631,0.3462665,1.4067626,0.72702503,0.57561374,0.800462,0.33591175,0.8717417,1.3977259,1.6124661,0.69787306,1.0624653,1.1382693,1.5945086,0.7802044,0.0,1.5956371,0.24205697,1.4189045,1.2890044,1.3393515,0.7796447,1.0865844,0.581737,0.9608481,1.2627572,0.56878155,1.3905683,0.93533367,0.47841072,0.63452137,0.325046,1.2676544,1.0897107,0.871199,1.4352728,1.3634827,0.74665904,0.8564032,1.398088,1.35382,1.500373,0.6203141,1.037701,0.2776183,1.4991422,1.421891,0.9224512,0.8086116,0.21609193,0.41848916,0.82241666,0.93694556,0.97905827,1.1076685,1.3926415,1.4734836,1.4275401,0.12610936,0.09690821,0.75170636,0.68967396,0.9769865,0.36078858,1.1786245,1.2648411,0.6222008,0.67449003,1.4159708,0.9858154,0.8430402,1.4964342,1.2621245,1.4657888,0.95992136,1.4747306,1.3831336,0.3173344,1.0428287,0.72861433,0.6780565,1.2498958,0.5021145,1.2816901,1.2174139,1.5297087,0.54636693,0.7082673,0.87833345,1.4225302,0.3415615,1.1441919,0.57893854,1.1657531,1.1702155,0.7027809,0.36029047,1.2558062
crib,1.2049792,1.3504174,1.3284254,0.77114606,1.4311053,1.4672136,1.0067568,0.508423,0.34099424,1.4276006,0.472641,0.81510663,1.1011147,0.39141363,0.8023951,1.35788,1.2864083,0.3705324,1.40049,1.0905207,1.1049371,1.3627476,1.0345322,0.78013825,0.3351524,1.2503201,1.0066543,1.0099763,0.37297398,1.1287969,1.5956371,0.0,1.3943653,0.66148907,0.7316132,0.63715154,0.9617205,1.1611837,1.4392345,1.2112335,0.8693039,1.5141343,0.8309919,1.0762435,1.3697628,1.3234615,1.4540023,0.96447164,1.0250714,1.037907,0.7943015,0.9793688,1.3532666,1.156991,0.6890305,0.7804757,0.6974145,1.244029,0.91598815,1.4175744,0.72806543,0.52521604,1.2619168,1.2689917,1.5341837,1.3182355,1.4480804,1.3544209,0.8815948,1.1061218,0.74859625,0.6807179,0.5310099,1.5686774,1.5981357,1.2040057,1.2004635,0.99240905,1.2827644,0.9693383,0.5244507,1.1940879,1.4426818,0.5044092,1.1329374,1.0510856,0.66140133,0.74823403,0.74604994,0.997814,0.5776738,0.4611588,1.5265425,1.135603,1.1450357,1.17734,0.86751294,1.3644983,0.58037025,1.0081971,0.3669724,1.2343937,1.3791134,1.2348112,0.6474016,1.3639152,0.7091267,1.0714662,0.8936952,0.7393955,1.0686674,1.5438633,0.77248466
cup,0.74857175,0.65480053,0.74953425,1.4464679,0.6401831,0.41251826,0.7340574,1.3303047,1.4692783,0.76270163,1.4789531,1.3144796,1.02571,1.5141308,0.91831714,0.11274803,0.07971245,1.3013563,0.95863825,0.3838569,0.78898776,0.4319752,0.6947312,1.3060462,1.4460416,0.79951835,0.89733845,1.2046942,1.4102124,0.85620046,0.24205697,1.3943653,0.0,1.2532127,1.2846555,1.1742855,0.7857233,1.2915,0.6608053,1.1288588,1.1638577,0.91875225,1.3448657,0.8669564,0.67214435,0.6634875,0.43677294,1.3174008,1.0636604,0.8551948,1.3615557,1.470715,0.7617654,0.86465406,1.3557875,1.3122667,1.5360565,0.9586076,1.194131,0.20328724,1.4628329,1.3173157,1.1879731,0.8092934,0.24862373,0.45559937,1.0877564,1.0729064,0.88167226,1.0337949,1.3370614,1.468641,1.2895176,0.4545102,0.45636606,1.0417684,0.59389997,0.7656832,0.41879988,1.0615156,1.1938082,0.5678902,0.92234075,1.1917148,1.0427982,1.0731168,1.4065425,1.1775643,1.4702975,0.9504329,1.2842634,1.2708776,0.5985388,1.0776583,0.82943046,0.6822553,1.2448072,0.5878322,1.1658494,1.2329779,1.3837073,0.42547464,0.91506004,1.0800338,1.3783535,0.30925947,1.0925595,0.66220677,1.0611918,1.0368812,0.77980554,0.5708753,1.094037
dog,1.0324566,1.2220092,1.1599127,0.794768,1.19755,1.3133221,1.2090343,0.7606852,0.6431031,1.3595946,0.7419204,0.78282785,1.0402535,0.56667113,1.0524743,1.2301255,1.2097688,0.83416915,1.2214631,1.2654754,1.1111507,1.3368928,1.0387182,0.28207636,0.7116439,1.157718,1.0381621,0.9133618,0.6075607,1.1276741,1.4189045,0.66148907,1.2532127,0.0,0.69048727,0.88782465,1.1715983,1.0541732,1.2751433,1.090654,0.8387425,1.3078983,0.6804234,0.9456927,1.3178387,1.106944,1.2351925,0.95149016,1.014086,1.0716217,0.7123965,0.9022117,1.1304253,0.9073406,0.8304428,0.9386596,0.8442157,1.2341254,1.0832703,1.3203362,0.6873004,0.77272886,1.0577503,1.0730649,1.2960821,1.3572178,1.298811,1.1106879,1.1114715,1.0553077,0.78248847,0.85911363,0.80634534,1.4199803,1.4449372,1.1678932,1.1828713,0.98187464,1.2786435,0.5229414,0.8890523,1.2094972,1.2312376,0.8692435,0.9180969,1.0907869,0.7701158,0.92484766,0.85830766,0.9542988,0.79441285,0.83530164,1.3536704,1.0942844,1.2011065,1.1802642,0.9663465,1.259953,0.8695245,0.9676579,0.7011744,1.2538911,1.1667755,1.1184323,0.817981,1.336018,0.86927307,1.2687848,0.9540574,0.9024505,1.0746846,1.3633273,0.92342067
doll,1.2241021,1.0139065,0.8580036,1.0051705,0.9824728,1.224173,1.07979,1.068163,0.9495747,1.2488585,0.99152553,0.7243997,1.1325032,0.7112342,0.9604446,1.0927383,1.2957895,0.7982116,0.95985246,1.1695567,0.9784124,1.2865045,1.0183766,0.84055567,0.87420833,0.9292107,1.0820184,0.9337932,0.9054719,0.8665297,1.2890044,0.7316132,1.2846555,0.69048727,0.0,1.1413738,1.1126853,0.84028125,1.0782872,1.0598282,1.0089791,0.9827076,0.77524817,0.81633425,1.0880548,0.9976337,1.2031401,0.6101457,1.2373805,0.7117967,0.8073571,0.7428963,0.8137496,0.9441256,0.9989888,1.1209913,0.87502414,1.1663783,1.0841557,1.4073431,0.48687565,0.71015877,0.97616994,0.9281753,1.2219177,1.1957736,1.0639325,0.9737865,1.1659083,1.1399417,0.9749924,1.0082965,0.921746,1.3371689,1.2959185,0.97690946,0.98508006,0.95335084,1.2255466,0.9032246,0.87601554,1.0969992,1.0264859,1.0804722,0.8195776,0.7045276,0.9826186,0.70470303,0.94164634,0.8428951,1.0467086,0.83469534,0.957021,1.2151288,1.1408504,1.1662358,1.0066888,1.0746231,1.0656652,1.1306152,0.91581637,1.1895208,0.90850896,1.0149169,0.7508113,1.1613619,0.66008306,1.0245613,1.1567233,0.92238754,0.852533,1.1245095,1.2234834
door,0.9483708,1.30964,1.3449923,0.8324522,1.4099556,1.186335,1.0363749,0.6577097,0.6702234,1.0873047,0.6023489,0.9690185,0.97282255,0.7585007,1.099808,1.2395772,1.1326537,0.8447383,1.2083917,0.94469655,1.197206,1.0498772,0.9869545,0.82958555,0.5172545,1.1906593,0.9235872,1.0062447,0.65694,1.197637,1.3393515,0.63715154,1.1742855,0.88782465,1.1413738,0.0,0.9376212,1.1284499,1.2771189,0.9967775,0.90763766,1.3502287,0.9945944,0.9836127,1.2761587,1.2658565,1.270631,1.2154999,0.8004444,1.2991372,0.8534212,1.0193441,1.3909814,1.2170419,0.8860645,0.7037472,0.81975675,1.0127404,0.73693967,0.9975339,1.0092326,0.6898581,1.1845286,1.2606122,1.3108225,1.0708593,1.2827624,1.1302878,0.6434582,0.9849444,0.887072,0.8373172,0.9160583,1.3055351,1.3149674,1.2238309,1.0911388,0.9579727,1.1842893,1.0911114,0.90876204,1.0583662,1.1625185,0.21377945,1.0961103,1.3001348,0.78387344,1.0908238,0.79640704,0.9422718,0.710343,0.76018035,1.4981763,0.86826706,1.1124501,1.1743028,0.9502559,1.3301882,0.73315656,0.9720161,0.8069774,1.2208588,1.3334522,1.2096614,0.9278215,1.1200199,1.1196493,1.1836512,0.79769725,0.920714,0.9308094,1.40822,0.6219278
drawer,0.631911,0.94007355,0.93857545,1.1124355,0.9453525,0.99677575,0.44781643,1.1760796,1.1497297,0.79383385,0.9896884,1.174503,1.1424419,1.267115,0.70125264,0.8279458,0.7788701,0.70296305,1.0425773,0.6786506,0.76849246,0.96613514,0.762609,1.2899201,1.0949689,0.9552869,0.96404445,1.0277398,1.2000463,0.66260475,0.7796447,0.9617205,0.7857233,1.1715983,1.1126853,0.9376212,0.0,1.2859178,1.0323052,1.2028072,1.141135,1.1602135,1.0948243,0.9479838,0.57359296,0.84110194,1.0905735,1.0994825,1.1169302,0.8424639,1.3287771,1.2183222,1.1232915,0.9675758,1.121712,1.2870154,1.3479161,0.7157737,0.79558814,0.77382207,1.2343508,1.1609539,1.1688199,0.95626336,0.96163416,0.7581682,1.1195945,1.2895906,0.7407997,1.1575052,1.288609,1.2527976,1.0513291,0.68039846,0.68025947,1.0133935,0.7647522,0.8511732,0.68668497,1.0867066,0.8321911,0.7473029,1.0842569,0.93645084,1.0973053,0.8763663,1.3295364,0.98611015,1.3063184,0.825735,0.98399323,0.9884886,0.85362977,1.1526306,0.51766646,0.86868286,1.0130645,1.0748447,1.1629679,1.3162426,1.015046,0.61873794,1.1812978,1.0893726,1.1138709,0.7626712,0.8960516,0.52057934,1.0822623,0.84699076,0.81366426,0.9345565,1.0815656
ear,1.3055921,1.0036106,1.0137419,0.8749295,1.0601711,1.0194248,1.3219092,1.0215803,1.1009594,0.9921431,1.0316328,0.9030846,1.0532396,1.00011,1.2077554,1.2115192,1.3238658,1.1083434,0.5685683,1.3285222,1.1770347,1.0321379,1.3090688,1.0815463,1.0676372,0.9909371,1.2040854,0.92746615,1.0555071,1.0542886,1.0865844,1.1611837,1.2915,1.0541732,0.84028125,1.1284499,1.2859178,0.0,0.7514267,0.66681015,0.92275995,0.4735391,1.0388204,1.1119211,1.1093149,1.1989051,0.82292145,0.8163723,1.0145185,1.0360464,0.72555566,0.6215241,0.80806416,1.1775113,0.9788501,0.93475455,0.7575457,0.97695726,0.89797205,1.3330235,0.87126935,1.0356979,0.5023581,1.0960869,1.0249627,1.1436365,0.4711002,0.46231544,1.191241,1.022714,0.78935015,0.9067525,1.0759594,1.1454659,1.0848658,0.8613296,1.2277191,1.2907377,1.2879858,1.089329,1.1460308,1.1892292,0.6777246,1.1309435,0.9852547,0.83679646,0.89689577,1.0606109,0.8209684,1.2045846,1.1747019,1.1981454,0.85754305,1.1780748,1.1918072,1.2143753,0.998371,1.0206796,1.0872363,0.7539992,1.1130338,1.3769064,0.56397295,0.7249328,0.9785724,1.2160263,1.1184208,1.1892076,1.1878798,1.1742866,1.1035628,0.73407084,1.1907616
egg,1.002046,0.73205173,0.73777413,1.2840016,0.73050034,0.6380114,1.001314,1.3183817,1.413923,0.6960885,1.3913898,1.2816458,1.0535427,1.3504469,1.1205153,0.7119932,0.74505866,1.3049116,0.54419893,0.8930276,1.0233083,0.66280586,1.0493463,1.2475033,1.3576195,0.7012802,1.0187086,1.1244111,1.3660026,0.80896544,0.581737,1.4392345,0.6608053,1.2751433,1.0782872,1.2771189,1.0323052,0.7514267,0.0,0.7388598,1.1400979,0.4732349,1.393698,1.034087,0.8162101,0.95516753,0.58857185,0.95858634,1.0159111,0.94665474,0.99738216,1.0721505,0.5194939,1.0621405,1.3407056,1.2204987,1.2428489,0.9605246,1.1360749,0.70249057,1.2079916,1.3195035,0.9133328,0.8643498,0.49865627,0.7412666,0.6081376,0.5946953,1.0262531,1.0460085,1.1857104,1.2596545,1.3067259,0.6685444,0.61451805,0.67056066,0.75099695,1.0694668,0.82603544,1.2257894,1.2585459,0.8559234,0.6211896,1.322115,0.8961479,0.92329985,1.2684191,1.206943,1.2357047,1.016102,1.3977795,1.305063,0.5879229,0.99517524,0.84635097,0.868145,1.155666,0.73514324,1.257337,1.001793,1.4273409,0.84933394,0.5358918,0.8317133,1.3068571,0.6961026,1.2041206,0.97420776,1.1817672,1.1841795,0.92461205,0.4742819,1.1959648
eye,1.0714033,0.9906211,1.0265826,1.0279696,1.1075988,0.9169197,1.1936852,1.0099369,1.099073,0.91780895,0.97633576,1.0681309,0.9474422,1.048743,1.1522675,1.1782558,1.1669054,1.1195776,0.5896383,1.205533,1.297953,0.82223916,1.2919904,0.9804456,1.0843464,0.9002375,1.051507,0.85182995,1.0327967,1.0638429,0.9608481,1.2112335,1.1288588,1.090654,1.0598282,0.9967775,1.2028072,0.66681015,0.7388598,0.0,0.99041677,0.5501951,1.110992,1.001541,1.121613,1.1471864,0.76177716,0.97530377,1.0147034,1.1398946,0.99123365,0.8824518,0.95837617,1.1907319,1.0395796,0.97061676,0.878085,0.93334967,1.003309,1.0342577,1.0644714,1.159387,0.57323885,1.1878293,0.8747639,1.0829878,0.68185806,0.36134362,1.1354797,0.92786306,0.9724194,0.9356681,1.1074387,1.0094082,0.9322932,0.7515253,1.0650178,1.2409279,1.0772971,1.174067,1.2000571,1.0837332,0.5312309,1.1117916,0.88884276,0.99595785,0.9857572,1.3616652,0.9277757,1.1677003,1.0565454,1.1852503,0.8530864,0.9829671,1.1823142,1.1511898,0.98893416,0.98181874,1.1073467,0.969982,1.1660962,1.2411208,0.6679568,0.74550587,1.1789865,1.1287714,1.2981067,1.1876856,1.1776128,1.2258335,1.0805719,0.71286535,1.1482449
face,1.1781852,1.1493771,1.1534133,0.7688066,1.1904752,1.1803874,1.2511866,0.79139704,0.7607416,1.2559099,0.8973668,0.86474043,0.9895194,0.7500721,1.0847247,1.171112,1.1424708,0.9618365,1.0859824,1.2144045,1.0926929,1.2102436,1.1475405,0.8918139,0.9367725,1.0463845,1.0265918,0.91580045,0.7201233,1.1899539,1.2627572,0.8693039,1.1638577,0.8387425,1.0089791,0.90763766,1.141135,0.92275995,1.1400979,0.99041677,0.0,1.0806388,0.94644856,1.1772349,1.2012237,1.1953499,1.042356,1.132433,0.89688635,1.0718149,0.6295833,0.80838734,1.1419725,1.161752,0.9492838,0.9816646,0.81128263,1.1425486,1.1161405,1.2144296,0.8431208,0.9672763,0.90631557,1.0843151,1.10984,1.2970011,1.0390811,0.86869276,1.168361,0.9779381,0.5757257,0.78909105,0.82375205,1.2746397,1.2662879,1.228427,1.2842418,1.1193262,1.2606413,0.9247075,1.0606476,1.2166396,1.0842078,0.92173684,1.1387076,1.1182412,0.5809692,1.0481421,0.81318367,1.1494421,0.8983792,1.0527672,1.2482818,1.105048,1.1892154,1.2012063,1.0823698,1.1804748,0.9401361,0.8200982,0.7966641,1.2116785,1.009508,1.0223546,0.9202981,1.3056382,1.0110861,1.2868534,0.90306115,1.0532779,1.1825334,1.2090805,0.82246685
finger,1.1765373,0.68978053,0.70010555,1.0246524,0.81183213,0.63624644,1.2069186,1.2723334,1.4097034,0.82153106,1.3237616,1.1059635,1.1422019,1.3026826,1.1532117,0.8495939,0.98895335,1.3038418,0.37968874,1.1442349,1.1189431,0.81232727,1.2964406,1.2626898,1.437738,0.7281598,1.2274594,0.9776033,1.3807529,0.8690113,0.56878155,1.5141343,0.91875225,1.3078983,0.9827076,1.3502287,1.1602135,0.4735391,0.4732349,0.5501951,1.0806388,0.0,1.2748439,1.2067215,0.8026098,1.0558499,0.4419121,0.8646106,1.0271933,0.9038294,1.0749007,0.6193062,0.7146344,1.102368,1.2610117,1.1982388,1.0077224,0.8544357,1.0802672,0.9596312,1.0193415,1.3872344,0.49510252,0.898218,0.5071628,0.927121,0.41353565,0.3444003,1.2615801,1.1036768,1.0584816,1.057412,1.2600223,0.6606407,0.5664387,0.69404656,1.0389653,1.3407359,0.9786383,1.2347033,1.3586404,1.0323005,0.45023298,1.4580513,1.0094812,0.74969435,1.147019,1.2281317,1.0506982,1.2428998,1.3622162,1.4245911,0.39156443,1.1232554,0.96191466,1.0748901,1.1322105,0.66907144,1.3162656,0.97332555,1.3631697,1.0704114,0.2177217,0.52069855,1.2195169,0.936018,1.1847401,0.99354166,1.2917156,1.3025559,0.8887335,0.360788,1.3404866
fish,1.0872571,1.1104527,1.0526543,0.75303495,0.9990916,1.241545,1.1452107,0.84488237,0.68679905,1.3166735,0.7340937,0.5974345,0.9405668,0.61223406,0.9048569,1.2682798,1.2471023,0.818646,1.1660362,1.2281501,1.0589484,1.4209639,0.9805004,0.6552012,0.8554,1.2957232,1.0383303,0.7486999,0.75611424,1.0892353,1.3905683,0.8309919,1.3448657,0.6804234,0.77524817,0.9945944,1.0948243,1.0388204,1.393698,1.110992,0.94644856,1.2748439,0.0,0.83955467,1.1815654,1.0748475,1.2951528,0.76612616,1.0284446,0.7257402,0.8358769,0.74561644,1.1350535,1.1212249,0.7055361,0.9659634,0.72211385,1.2062523,1.1068206,1.408328,0.5507694,0.8758974,1.066958,0.95492464,1.3691946,1.2552018,1.0737393,1.1712005,1.1147597,0.95859736,0.8942463,0.9018484,0.7163353,1.3065108,1.3197527,1.1253072,1.1274333,1.0600172,1.2347848,0.881135,0.78684413,1.2669266,1.3740062,0.96396756,1.0593727,1.0117012,0.89638144,0.8484824,0.90898913,1.1446214,0.6842952,0.74157435,1.2942479,0.9713923,1.163276,1.0822387,0.9329864,1.1548154,1.0667592,1.0418587,0.7155182,1.246004,1.1667392,1.0585309,0.5058735,1.2676396,0.74117434,1.1639917,1.0343162,0.955405,1.1661737,1.4099823,1.009067
flower,0.8122561,1.0414484,0.93819714,1.2786956,0.9155639,0.9700807,0.7790358,1.1727414,1.2162435,1.028053,1.1484188,1.0645293,0.9697987,1.1402242,1.0006236,0.8555252,0.9124414,1.0912542,1.1518381,0.7401649,0.7282795,0.8588872,0.8007193,0.9973403,1.0585005,1.0406473,0.8774661,1.2014856,1.1121223,0.9322502,0.93533367,1.0762435,0.8669564,0.9456927,0.81633425,0.9836127,0.9479838,1.1119211,1.034087,1.001541,1.1772349,1.2067215,0.83955467,0.0,0.89911044,0.63345855,1.1634204,1.0074118,1.1497824,0.946914,1.0248448,1.2303205,0.85876554,0.86613214,1.0753706,1.1266003,1.2361177,0.9373142,0.8738679,0.8368724,1.0782132,0.8515056,1.1597455,1.0128042,1.0388633,0.8219503,1.1350533,1.1779497,0.85964465,1.0185026,1.3146636,1.355432,1.1117203,0.9480962,0.93713033,0.9635292,0.8473008,0.5180141,0.9136957,0.93749726,0.8476844,0.8611905,1.0273546,0.9714361,0.7136734,0.9931917,1.318167,0.9720662,1.2686812,0.7296007,1.0194149,0.982,1.0534484,0.95264703,0.9933877,0.81345975,1.1009215,0.98573905,1.0320883,1.1933142,1.1899451,0.89543736,1.1762733,1.1389624,1.0826135,0.7567743,1.0005987,0.9195234,0.8367187,0.8785766,0.73358643,1.0870247,0.96579283
fork,0.7254783,0.80753934,0.7579962,1.3476338,0.8040086,0.74475634,0.56059307,1.4151556,1.5726587,0.69100565,1.486037,1.1735849,1.0606476,1.5550671,0.9321879,0.62381023,0.7955655,1.2649934,0.80908126,0.6678394,0.6702173,0.7955249,0.7686291,1.3145015,1.4976554,0.87031764,0.84293556,0.95909023,1.5495918,0.5640291,0.47841072,1.3697628,0.67214435,1.3178387,1.0880548,1.2761587,0.57359296,1.1093149,0.8162101,1.121613,1.2012237,0.8026098,1.1815654,0.89911044,0.0,0.6311928,0.80604196,1.0427961,1.1392791,0.68450534,1.3357605,1.1894615,0.90571725,0.8223936,1.2763786,1.3768231,1.4994617,0.68733096,0.9665731,0.6642918,1.2774423,1.2535712,0.92661464,0.7203203,0.7051992,0.5847511,0.8614725,1.0473757,0.9300961,1.078627,1.3870957,1.4942358,1.3115834,0.44210654,0.4537,0.8082171,0.773808,0.8680942,0.66483307,1.0401412,1.0549239,0.7895545,0.7356078,1.3216124,0.98161864,0.7571347,1.523379,0.9647365,1.486895,0.8187632,1.3075827,1.2895817,0.55370665,1.0907388,0.5881667,0.7906519,1.1211174,0.84425527,1.301526,1.2368014,1.402218,0.5534745,0.9335628,0.8701298,1.1662161,0.5057204,0.9738898,0.6784846,1.154126,0.99677235,0.71108615,0.64580375,1.2589287
frog,0.6705655,0.92060614,0.8303797,1.3477643,0.66690516,0.8000244,0.790119,1.3117723,1.4553833,0.8846828,1.4618807,1.1373937,1.026791,1.4076805,0.89479667,0.70932275,0.7559419,1.2366129,0.9852307,0.7078487,0.33154833,0.8397677,0.75474507,1.1390694,1.4080943,0.82268095,0.9845776,1.0739129,1.4573808,0.76665354,0.63452137,1.3234615,0.6634875,1.106944,0.9976337,1.2658565,0.84110194,1.1989051,0.95516753,1.1471864,1.1953499,1.0558499,1.0748475,0.63345855,0.6311928,0.0,0.91518706,1.0164347,1.0964383,0.8550229,1.3111207,1.2916439,0.7741577,0.63069195,1.1709609,1.3024278,1.4527303,0.86634624,1.1415437,0.6174885,1.2743077,1.1419774,1.1202104,0.7956346,0.8346077,0.67593145,1.0091176,1.1916082,1.0274467,1.06358,1.3901846,1.4649172,1.0772434,0.6146984,0.6444723,1.0078409,0.7082293,0.66305304,0.63769287,0.9043949,1.0756383,0.72326666,0.82298803,1.3301405,0.74078774,0.92108166,1.4192584,0.944534,1.4435753,0.79922235,1.1639451,1.1919639,0.65177405,0.9405224,0.78458476,0.68411225,1.0628024,0.8493741,1.2091559,1.2016907,1.3068435,0.59830487,1.0853035,1.0679864,1.2495188,0.6100764,0.9905061,0.76445955,1.0125371,0.96697944,0.8232232,0.8616766,1.163547
glasses,0.99798626,0.6410906,0.85548055,1.307196,0.72771364,0.38421285,1.1532793,1.2167144,1.3786709,0.8398101,1.3686025,1.2406398,1.0073657,1.3727256,1.1628141,0.4683751,0.49169546,1.3878719,0.5840838,0.9335445,0.9976912,0.6272295,0.99674803,1.2025987,1.4768196,0.7258841,1.1550825,0.94796085,1.3283048,0.93641573,0.325046,1.4540023,0.43677294,1.2351925,1.2031401,1.270631,1.0905735,0.82292145,0.58857185,0.76177716,1.042356,0.4419121,1.2951528,1.1634204,0.80604196,0.91518706,0.0,1.2550848,1.0035845,0.9256157,1.0590079,1.1422347,0.71460694,1.0207158,1.2866541,1.2222366,1.2475609,1.0277787,1.1846392,0.571753,1.3335798,1.3451691,0.69445914,0.86515903,0.22060484,0.8043617,0.7276299,0.5730483,1.2377669,0.9859658,1.1064466,1.2541084,1.3244476,0.52462333,0.49285978,0.9601039,0.90487206,1.1847619,0.72352886,1.1505519,1.32036,0.88420874,0.6453908,1.3661605,1.0272425,0.9764933,1.1999011,1.3473907,1.2188706,1.2063088,1.3296125,1.3786077,0.48802918,1.0668216,1.0632468,0.9850371,1.1991506,0.58706176,1.1661581,0.9884941,1.3933611,0.9001188,0.5585011,0.87172556,1.3478544,0.7133659,1.1936072,0.9463557,1.1455411,1.2031496,0.95725846,0.35527277,1.1483313
glove,1.2105067,0.7812094,0.90145355,0.86130095,0.8210384,1.2047337,1.1694095,1.1946436,1.03199,0.94683635,0.94753605,0.7866621,1.1380372,0.9005267,0.9532327,1.1861277,1.357909,0.86413264,0.93858266,1.1152177,0.9926749,1.1938231,1.1157992,0.9948359,0.8826804,1.0547101,1.0392632,0.9663961,1.006581,0.92746204,1.2676544,0.96447164,1.3174008,0.95149016,0.6101457,1.2154999,1.0994825,0.8163723,0.95858634,0.97530377,1.132433,0.8646106,0.76612616,1.0074118,1.0427961,1.0164347,1.2550848,0.0,1.216204,0.73949194,1.0193079,0.6173154,0.7848435,1.0407118,1.0069275,1.0171658,0.7526057,1.0678777,1.0711427,1.3924994,0.5010317,0.923966,0.9727711,0.9155621,1.2842941,1.0299026,0.76358277,0.9582169,1.0396439,1.1375667,0.995132,0.87456024,0.96456385,1.1767555,1.206219,0.7938069,0.8330828,1.1107996,1.2082716,1.0916724,0.9411328,1.050828,1.0437672,1.1359566,0.90316117,0.7505167,0.98476297,0.4323485,0.8197781,0.99499893,1.0461836,0.9574242,0.85297644,1.0981196,0.9584228,0.72745156,0.96988374,1.0274688,1.1369056,1.0472494,1.0392934,1.1251256,0.75687855,0.8352153,0.8154429,1.0886936,0.81225604,1.1187723,1.26694,1.1172936,1.0093861,0.9051585,1.2946203
grass,0.93138754,1.2124933,1.0972166,0.86559737,1.0582923,1.0091099,1.1868645,0.76660013,0.8451271,1.0495162,0.93877363,1.074197,0.8257365,0.8764373,1.0796887,1.1344554,1.0194116,1.1000055,1.1873837,1.1189724,1.1414406,1.1039481,1.1122223,0.9100201,1.0558927,1.0791053,0.9758472,0.99135447,0.9368387,1.1630706,1.0897107,1.0250714,1.0636604,1.014086,1.2373805,0.8004444,1.1169302,1.0145185,1.0159111,1.0147034,0.89688635,1.0271933,1.0284446,1.1497824,1.1392791,1.0964383,1.0035845,1.216204,0.0,1.1602869,0.96077484,1.0117306,1.0999467,1.1245674,0.9665603,0.9888436,0.9796881,1.031203,0.9546816,0.9621755,1.0989739,1.090409,1.0631943,1.0689627,1.027117,1.1906883,1.0445273,1.0317209,1.1071558,0.8268565,0.9054342,0.9453587,0.89434576,1.0525975,1.0579032,1.1333164,1.1525472,1.0553858,1.0228826,1.0669266,1.1789502,1.1338885,1.067077,0.93680376,1.1649637,1.2162077,0.9003853,1.1557642,0.97490305,1.1519778,0.8417411,1.0021046,1.2033737,0.76393855,1.0395663,1.0562241,1.0316197,1.0563481,0.99177617,0.9550165,0.87389916,1.1292454,1.0342581,0.9609823,1.0155023,1.2109667,1.1008292,1.1521467,0.7946163,1.0889875,1.1911314,1.1399932,0.7304827
gum,1.1137114,0.8702085,0.57536125,1.1876543,0.6508809,0.8132004,0.9111479,1.3094232,1.2045629,1.238611,1.2760811,0.9433426,1.0561538,1.1054181,0.567207,0.67467415,0.87017584,0.80307543,0.94708925,0.8278071,0.84759057,1.1516448,0.8588107,1.242657,1.349492,0.9201584,0.98648417,0.78987336,1.2487372,0.87673503,0.871199,1.037907,0.8551948,1.0716217,0.7117967,1.2991372,0.8424639,1.0360464,0.94665474,1.1398946,1.0718149,0.9038294,0.7257402,0.946914,0.68450534,0.8550229,0.9256157,0.73949194,1.1602869,0.0,1.144283,0.92765373,0.77345014,1.0101349,1.0986648,1.4371712,1.2833035,1.077217,1.2949431,1.0711496,0.718948,1.1651224,0.99657774,0.7109072,0.8194542,1.0440596,1.017285,1.0373218,1.1981152,1.0706974,1.2799499,1.3551409,0.89466584,0.95108175,0.94302016,0.9990796,1.0562367,0.998462,0.86305285,1.0534649,0.8903648,0.99681276,1.0374485,1.2972449,1.0261177,0.5809685,1.3042307,0.7110059,1.3541454,1.082809,1.1821119,0.881459,0.71131027,1.311168,0.83307344,0.8733959,1.0178499,0.8925198,1.3600807,1.2464558,0.9310658,0.7384022,0.8658753,0.8112204,0.6746718,0.92077965,0.4443131,0.767806,1.2181442,1.0005144,0.9269679,0.8465926,1.2221733
