,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
lamp,0.955104,0.8841912,0.4690392,1.6008238,0.85790855,0.7614362,1.3373734,0.95489115,1.2405286,1.4923646,0.36614603,1.3948872,1.6055095,0.45662963,1.5502609,1.2873602,0.96753055,0.25103676,0.587135,1.1209909,1.1903745,0.3976645,0.7502239,0.37886608,0.696031,0.68572396,1.4172027,1.1572576,0.16392207,1.1447666,0.8838351,1.2700493,1.4355094,1.306504,0.35545194,1.3999919,0.18827641,1.3655969,1.2920629,1.3877933,0.9235475,0.9042556,1.2436891,1.2648768,1.157378,0.62728214,1.1495513,0.783986,1.2796947,1.0322785,1.216096,1.3615623,0.9996169,0.9461511,0.54604936,1.0127385,1.2216277,0.6146878,1.3001409,1.1302357,0.89747345,1.3459064,1.1381507,1.417444,0.6787868,0.678303,0.6849323,0.4941414,1.3896848,0.9582436,1.525074,0.8190694,0.7139012,0.0,1.2768326,1.1715105,1.0258331,1.1624184,1.5961502,1.4109114,1.2625365,1.3100893,0.4964069,0.6291216,0.9168195,0.548086,0.5753815,1.1890011,1.3859282,1.6074562,1.4698418,1.3277843,0.3360908,0.3887949,0.96373624,0.52984107,1.1404262,0.6951592,0.9236617,0.9116782,0.4680062,1.3460679,0.61535406,0.5395903,0.9385369,1.1361909,1.0058041,1.1976447,1.4483861,1.27695,1.4982888,1.1971433,1.3389769,0.77396864,1.2916752,0.7065717,0.942605,0.4733703,1.277768,0.37409264,1.1227636,1.1520221,0.72706246,0.9402252,0.75257003,1.3727611,1.4741471,1.5186248,0.41686052,0.8366972,1.171731,1.0500153,0.8553803,1.0199071,1.2277917,1.0610946,0.52692413,0.4475286,0.5642584,0.903721
leg,1.0032303,0.8921757,1.2683256,0.46157038,1.2150722,1.2587309,0.9436512,1.1606624,0.82797813,0.7790258,1.337684,0.7497381,0.80393505,1.1370349,0.86832196,1.0413643,1.1783265,1.2550812,1.3871069,1.0770037,0.8178129,1.2834649,1.2613819,1.2477759,1.2799308,1.2044989,0.8357363,0.82277375,1.3146865,0.89717394,1.0246494,1.0252249,0.69380957,0.8421475,1.3158696,0.8867878,1.289454,1.0349209,0.86518395,0.89615357,0.8377199,1.0906851,0.6333779,0.7636533,0.9322984,1.1855233,0.9437632,1.084766,0.8254285,0.861173,1.0683819,0.7327395,1.1934558,0.9252911,1.2177541,1.315666,0.8040541,1.2954035,0.8075773,0.85113204,1.1972717,0.66305417,1.0132943,0.67820626,1.1059968,1.0773964,1.2840939,1.1898907,0.7568897,0.97158873,0.68005586,1.1376169,1.0591487,1.2768326,0.0,0.8705028,0.9692085,0.9817792,0.7009921,0.99516684,0.93922126,0.91297376,1.1655643,1.1044515,0.97956866,1.1446588,1.1959544,0.8064648,0.9892541,0.71462536,0.66266423,0.8491919,1.2694936,1.2689111,1.04586,1.0937083,1.0822412,1.0613909,1.2852854,1.1720474,1.2193635,1.0520126,1.1824588,1.2363544,0.7920294,0.9901886,1.0806725,1.1101803,0.9256669,1.119817,0.64266545,1.0645137,0.76692104,1.2220521,0.7592648,1.0862176,1.1390502,1.3094056,0.89223635,1.226596,0.8346125,1.0936459,1.3141909,0.9136823,1.2877115,0.9205795,0.7575247,0.8347676,1.4030603,0.9349232,1.0043367,0.9871285,0.95994353,1.2766987,1.1447588,0.9445461,1.1853517,1.0631124,1.2115611,0.7870958
meat,1.0975327,1.177428,1.1880395,0.84042513,0.94982946,0.98476195,0.89288425,0.896274,0.985255,0.843811,1.3175344,0.8960223,0.80307513,1.1544088,0.8195071,0.87996954,1.081287,1.238205,1.1206628,0.9824646,0.6989114,1.1787677,1.215389,1.2623028,1.1577245,1.2191092,0.9876475,0.98242354,1.2646208,0.93835956,0.9678161,0.8924566,0.88073635,0.8629066,1.3107529,0.8663861,1.215842,0.9566825,0.95168626,0.97571856,0.95081204,1.0853474,0.94376546,0.9822295,1.0309764,1.0891128,0.9486947,1.1534647,0.86916775,1.0841877,0.93947667,0.8442602,1.0414505,1.06926,1.2212224,1.1189414,0.9505817,1.206317,1.0830333,0.9387651,1.0698192,0.8051863,0.9134386,0.9377854,1.1057884,1.0205878,1.2238696,1.201978,0.9288764,0.9123137,0.9243622,1.2346205,0.95176226,1.1715105,0.8705028,0.0,0.9002211,1.0384281,0.78510547,0.97040224,1.0399095,0.6791992,1.159473,1.1027046,1.1230351,1.2639675,1.0617384,0.9715431,0.58308417,0.85351866,0.95876837,0.76462466,1.3183906,1.3046856,0.90000546,1.1938916,0.9397421,1.0016322,1.000677,1.0863442,1.0611658,0.98551893,1.1913203,1.1588731,0.9828259,1.0169468,1.1000806,1.0207146,0.798337,0.9969294,0.87069225,1.083169,1.0081944,1.0801947,0.88232946,1.16418,1.0435891,1.3427773,0.9369623,1.251157,0.9948752,1.0167155,1.1590732,0.95919937,1.1416187,0.97637737,0.85399467,0.80932933,1.1441481,1.1681693,0.82864493,1.1149203,1.0783505,1.0821798,0.90906537,0.85100365,1.1319915,1.2004786,1.218427,0.92080104
melon,0.9669551,1.0323035,0.96729076,0.93366265,0.7816986,0.80449015,0.64251846,1.0047257,0.96712166,1.0543308,1.0556731,0.9246236,0.976666,1.1216571,1.0399828,0.9973351,0.9694345,1.1272118,0.99484783,0.95066553,0.79185355,1.033912,1.1727097,0.9465564,1.0296347,1.076585,1.0017151,0.9860015,1.0788459,1.0174799,0.86136067,0.76831764,0.9457711,0.7716327,1.0647739,1.0903949,1.0791527,0.99763006,1.0226673,1.0621251,0.9739808,1.0512037,0.9740662,0.96210325,1.1017039,0.9501858,1.0281909,1.0693356,0.912345,1.0072035,0.93554306,1.0479968,1.11302,1.0275567,1.0487133,1.0040563,0.8722105,1.1957846,0.9523162,1.1557971,0.9956459,1.0098797,1.1410079,0.9566139,1.1340842,0.96183467,1.2020273,1.0397284,0.9686406,0.98662513,0.9527767,0.9824621,1.1519666,1.0258331,0.9692085,0.9002211,0.0,0.87356293,0.8680723,1.042194,1.011222,0.70087063,1.1026604,0.98773074,1.1090212,1.108285,0.895647,0.9952057,1.040663,1.0567902,0.9349501,0.8845424,1.0628479,1.03231,1.072839,1.0326488,0.9496949,1.1518687,0.9105923,1.185142,0.84886116,1.1237766,1.1017686,1.0434171,1.0075897,1.0569872,1.1672643,1.0319207,1.1004766,0.81609845,0.9843777,1.050118,0.8948667,1.0484082,1.0084372,0.8629936,1.1041033,1.0904068,1.0019507,1.0221037,0.912065,1.0644962,0.9632091,0.944714,1.0669572,1.131451,1.0294385,0.97399473,0.8913791,1.0641053,0.9315624,0.9533533,1.0161448,0.9660926,0.9195715,1.0829278,0.93679625,1.0031455,1.1322181,0.9302868
milk,0.9841303,0.79632217,0.8877715,0.8754795,1.0004103,1.0460919,0.75007033,1.139775,1.0163761,1.110897,1.0833496,1.0099403,0.9635993,1.2300769,1.0927213,1.0861613,1.1563184,1.0984342,1.2145053,1.168872,0.85198724,1.1393151,1.0175228,1.058529,1.0583218,0.8079756,0.98318994,0.9737495,1.0112236,1.1020082,1.1683261,0.8817884,0.8846884,0.9040074,0.9704468,1.175881,1.1236143,1.0988475,1.0247115,0.98915213,1.1000533,1.0511718,0.91735214,0.93908,0.85977626,0.79649514,0.97888225,0.6270926,0.75202084,0.6741199,1.1608084,0.9870699,1.1879272,0.57153094,1.0502073,0.9504326,0.91886294,0.88477516,0.77198887,1.1948407,0.9640497,0.8732508,1.1483585,0.8326222,0.934236,1.246464,1.1270647,1.305968,0.88115877,1.120548,0.8176358,0.9633735,1.4222088,1.1624184,0.9817792,1.0384281,0.87356293,0.0,0.95104575,0.95179397,0.80718255,0.9123601,0.87861717,1.0044432,0.8149989,1.0918609,0.95644385,0.99949044,1.0580709,1.0217031,0.7312708,0.98702,1.0158197,0.98171365,1.1316519,1.1318123,1.1754723,1.3120756,1.2315814,1.1078618,1.1373363,1.1511176,1.1081161,1.1360451,1.1621145,1.1026715,0.881669,1.0237923,0.9535367,1.027598,0.8306347,1.0727154,0.75802696,1.0471635,0.8164533,1.0256023,1.3495004,0.87207806,1.1484705,0.6557591,1.0425643,1.1484876,0.9931774,0.95239735,1.0501996,1.0956304,0.8418673,1.0556333,1.0183073,0.6180849,0.9115729,0.97012293,1.0087669,1.0054319,1.2084333,1.2685418,1.11861,1.2095077,0.86257535,1.246789
mitten,0.95931345,0.9501615,1.4324796,0.51881176,0.9676838,1.0941035,0.701997,1.1943215,0.83329844,0.6576999,1.5760924,0.7489024,0.41335237,1.3230588,0.42365152,0.881306,1.14009,1.5355496,1.3311911,1.0368409,0.86506176,1.4236684,1.2332118,1.5266666,1.3347738,1.3815455,0.67486066,0.9088712,1.6229622,0.8909589,1.0932236,0.8173156,0.66818136,0.9532354,1.5774148,0.791611,1.5475489,0.77046716,0.78602916,0.49945098,1.0898838,1.1625891,0.7567377,0.54838264,0.9210502,1.2953783,0.78192645,1.2570219,0.8817064,1.0172638,0.9622968,0.6782387,1.0470974,1.082594,1.42111,1.0069492,0.92101014,1.4437017,0.38878667,1.0083798,1.0227292,0.8309554,0.79233587,0.63658816,1.172223,1.2290392,1.3070841,1.3539792,0.47234714,1.0153073,0.60818374,1.3232546,1.2641296,1.5961502,0.7009921,0.78510547,0.8680723,0.95104575,0.0,0.6624924,0.9158818,0.776913,1.3804471,1.0231687,1.1578207,1.2553041,1.3217998,0.92917264,0.6592809,0.43484008,0.6597054,0.6935518,1.5818069,1.5528387,1.0056504,1.2027891,1.1142513,1.2419059,1.0841463,1.1480927,1.329603,0.6528474,1.337907,1.2938769,1.1269165,0.879634,1.078969,0.9386808,0.6494093,0.8161608,0.6823648,0.6733824,0.7316234,1.1829627,0.86042553,1.2597108,1.135913,1.4039915,0.8568163,1.4793134,0.4104631,0.99881506,1.290075,0.8675362,1.2648036,0.6413263,0.70374036,0.64285344,1.4299316,1.1492541,0.7382669,0.92267036,0.82058597,0.94801986,0.8987081,1.0476352,1.3876679,1.3535422,1.4156709,1.0955648
motorcycle,1.0085057,1.1499267,1.3957752,0.69412535,1.1568558,1.1856259,0.8877624,1.1984543,0.7282603,0.50697863,1.3235645,0.64845294,0.63772494,1.2838728,0.60591364,0.6564069,1.0439961,1.3800035,1.2225229,0.9227406,1.2713069,1.2774094,1.1607974,1.3342295,1.0339264,1.3681159,0.7458581,0.6926607,1.3655831,0.6452914,1.0331271,0.9181754,0.5765466,1.0147536,1.3912826,0.5897049,1.3796812,0.8286625,0.8918496,0.8829132,0.9863034,1.1007578,0.80118823,0.998585,1.0410426,1.3026645,0.84247553,1.1559564,0.8642043,1.2409046,0.9555612,0.9961635,1.1377912,1.1590474,1.3853908,1.074192,0.915118,1.3101875,0.9136343,0.86678004,1.3113784,0.88759553,0.936006,1.0098499,1.2106345,1.1755422,1.2007964,1.0300924,0.660923,1.1136447,0.5796204,1.2243304,1.0741594,1.4109114,0.99516684,0.97040224,1.042194,0.95179397,0.6624924,0.0,1.0012914,1.0035466,1.3382361,1.2580026,1.2516351,1.3500681,1.3755351,0.7317869,0.731786,0.701484,0.6473502,0.8261063,1.3346074,1.3519533,1.0642349,1.2962797,1.2145653,1.1381035,1.0263275,1.1404036,1.3612785,0.5879875,0.98391587,1.1695696,0.89463264,1.0135274,1.1552831,0.967794,0.7391269,0.69680786,0.6983423,0.7134496,0.7940866,1.2205869,0.7676114,0.94127876,0.914237,1.2656296,0.6642389,1.3431361,0.9350928,0.96961355,1.2717746,0.8900087,1.225062,0.48526037,0.64361316,0.5676653,1.2643414,1.3336165,1.0290699,1.0827168,1.168576,0.99839205,0.7942976,0.88047993,1.3162311,1.1786501,1.253269,0.99239135
mouth,1.1754255,0.9859239,0.97876257,0.89653623,0.9269364,0.9785439,0.90462613,1.228014,1.0553743,1.08276,1.1310519,1.1200897,0.8654272,1.07413,1.0397218,1.0926595,1.1841588,1.1746953,1.2203954,1.2561226,0.9435009,1.2351723,1.0195283,1.2179481,1.1343403,0.8901033,0.83849406,1.186007,1.1990654,1.149011,1.1656938,0.8622886,1.0442064,0.9218637,1.0824859,1.1327659,1.1797863,0.95754033,0.85052735,0.935017,1.1623054,1.14033,0.93846595,0.8747202,0.69007546,0.91712874,0.8851232,0.73515534,0.58008695,0.6731999,0.9378895,0.8284308,1.1128664,0.7430531,1.120943,1.0340602,0.93377197,0.77985746,0.90407294,1.1103271,0.93500835,0.73335457,0.95191884,0.68508327,0.9013963,1.1926434,1.1243447,1.2777272,1.0387417,1.0549122,0.9204756,1.0870068,1.240297,1.2625365,0.93922126,1.0399095,1.011222,0.80718255,0.9158818,1.0012914,0.0,0.80789155,0.8897062,1.1569415,0.7864163,0.845352,0.98060805,1.1567084,1.0113742,0.8784273,0.88607603,1.0152601,1.1118305,1.0994381,1.0902936,1.2558467,0.9504466,1.2236973,1.1681416,0.9940423,1.1477636,1.1903561,1.2118702,1.1456168,1.1877095,0.97215337,0.9077556,0.99033856,0.90492177,1.0736572,0.8411,1.0222192,0.88534915,1.0842987,0.9931808,1.1449562,1.1752322,1.0090166,1.0927745,1.0647243,1.0448861,1.0192745,1.0757061,1.037433,0.95637834,1.059139,0.9359697,1.108659,1.1328014,0.69855976,0.9571977,0.9259427,1.1281612,1.1091079,1.1988031,1.13032,1.1271905,1.2615185,0.8924372,1.1973284
muffin,1.0901006,1.0834153,1.1451076,0.76727796,0.8642525,0.95228815,0.8165238,0.8748127,0.96951675,0.9861693,1.3473206,0.9274778,0.7446176,1.2268773,0.8521587,1.0542316,1.114757,1.3609638,1.21564,1.0684714,0.442791,1.3167402,1.143491,1.3223543,1.1886762,1.1835126,0.8249297,1.1080201,1.2474625,1.0684377,1.1380608,0.371791,0.94697917,0.6803161,1.3327619,1.0303855,1.3498819,0.93678826,0.9502213,0.9474212,1.0279523,1.1308815,0.93352646,0.82237554,0.91072786,0.96319145,0.97984946,0.96455175,0.7601938,0.9745868,0.8935671,0.69379294,1.1190407,0.9165749,1.0765355,1.0153358,0.9562036,1.0955712,0.92869174,1.0285436,1.0361519,0.69498426,0.9639882,0.7874287,1.0138727,1.0723536,1.2697637,1.2800827,0.90026826,0.91376394,0.9205431,1.0467696,1.1739688,1.3100893,0.91297376,0.6791992,0.70087063,0.9123601,0.776913,1.0035466,0.80789155,0.0,1.1280211,1.1336071,0.9617075,1.076025,0.97856706,1.1015921,0.71299064,0.88666177,0.91182566,0.81271327,1.3093961,1.3108914,0.96107614,1.2449087,0.76543844,1.2035091,1.071935,1.170795,1.0932568,1.0311387,1.2325454,1.093045,1.1592816,0.7938122,1.092732,1.0021358,0.8392478,0.9235049,0.88155025,1.0006589,0.931054,1.1718614,0.9883308,1.1157395,1.1948465,1.2399437,0.98210794,1.2647339,1.0181617,1.0647823,1.02933,0.9629132,1.1521327,1.0810258,0.9348934,0.8946985,1.0684152,1.0026724,0.89374787,1.0693873,1.10078,1.1144667,0.9858194,1.0096623,1.213339,1.3565872,1.1741886,1.0606325
nail,1.280614,0.69324034,0.20423049,1.3345858,0.69605476,0.7184301,1.226573,1.14076,1.3352723,1.4272506,0.39128327,1.4562266,1.3915786,0.7008454,1.454184,1.2565336,1.094902,0.29203498,0.7890582,1.4092891,1.0414175,0.7017129,0.9144387,0.58334494,0.89332813,0.3769164,1.320086,1.3505499,0.4565562,1.2395399,1.194525,1.1125076,1.3710539,1.1888754,0.2317074,1.5447414,0.2921955,1.3534076,1.3220317,1.3020216,1.2351606,1.175668,1.0452235,1.2630486,0.9298657,0.27862406,1.106069,0.54004616,1.0658017,0.603149,1.2180078,1.2145474,1.0746982,0.5278777,0.6119985,1.1098801,1.3282009,0.29158342,1.1640105,1.1445892,0.7246129,1.1405561,1.1075331,1.0723783,0.51822025,1.0672727,0.9328321,0.875342,1.3578079,1.124941,1.3062117,0.8015771,1.1404262,0.4964069,1.1655643,1.159473,1.1026604,0.87861717,1.3804471,1.3382361,0.8897062,1.1280211,0.0,0.83946013,0.643828,0.58778125,0.3533544,1.3268714,1.2677945,1.321099,1.2547953,1.3641635,0.29395568,0.3229465,1.1250408,0.8308955,1.1095437,1.0448515,1.0953707,1.1022645,0.42959917,1.4562125,0.97226155,0.8004075,1.3127695,1.1333816,1.1395559,1.0795516,1.2705935,1.3374658,1.3310342,1.2741389,1.1527572,0.87785727,1.3768796,0.98145294,1.0570368,0.2818998,1.3007232,0.31630802,1.2061831,1.1668903,0.879676,1.1429667,0.7225976,1.3844273,1.3375403,1.4451421,0.6219953,0.40150088,1.1056259,0.9169959,1.041271,1.0010502,1.3642368,1.1727669,0.69445306,0.91322505,0.2512467,1.2159302
napkin,0.8696581,0.87620914,0.8637981,1.2883503,1.1582782,1.0344371,1.0247786,0.81748736,1.1716664,1.2340126,0.63096154,1.0635852,1.1418949,0.7898363,0.9269641,1.2803781,0.9917811,0.6872929,0.9122029,1.0633255,0.83161426,0.66703427,0.8023883,0.5837904,0.99632436,0.84311944,1.1681936,0.86225307,0.70679045,1.1490244,0.7961178,1.1546185,1.098619,0.9562885,0.7296001,1.1680825,0.65213835,1.2790947,1.1609676,1.2175722,0.96652174,0.93338364,0.9854779,0.88109183,1.0741148,0.9498321,1.0332246,0.97180665,1.3230197,0.9870567,1.0738841,0.89457214,1.1350703,0.81096303,0.7378019,1.0988916,1.1949973,0.88326454,0.7338725,1.2710432,0.94469035,1.277913,0.97327715,1.1629037,0.8329493,0.8598026,0.9465718,0.9092062,0.86863405,1.0601935,1.075737,0.7721625,0.8818686,0.6291216,1.1044515,1.1027046,0.98773074,1.0044432,1.0231687,1.2580026,1.1569415,1.1336071,0.83946013,0.0,0.92128533,0.8116401,0.9507811,0.9360721,1.2291133,1.1187596,1.0539119,0.96042824,0.72822434,0.7322074,1.0701205,0.4180311,0.9994782,0.94354224,1.0736585,1.0594342,0.8085654,0.98486626,0.9653433,0.87899524,1.0038778,0.9123334,0.9895661,1.2844219,1.2348943,1.1832323,1.1564108,1.047033,0.9257444,0.779221,1.0499592,0.7809236,1.1560295,0.70217097,1.3581784,0.6777486,0.8761926,1.2118558,0.75987643,1.1109037,0.9550533,1.1677253,1.2215447,1.3578118,0.81695056,0.89038396,1.0590287,1.0152532,0.09682453,1.2087853,1.2805595,1.2441838,0.86519414,0.7054315,0.8666527,1.0950782
necklace,1.2206439,0.6446331,0.71755195,1.0935798,1.01505,0.9182116,1.0662055,1.058009,1.2062924,1.318986,0.7163819,1.2724681,1.0142924,1.1553322,1.2703562,1.1543531,1.0960561,0.9210152,1.0778846,1.2574375,0.8885593,0.97490126,0.984321,0.7936251,1.1525688,0.54435587,1.2919061,1.1904331,0.8040645,1.2282963,1.0741136,1.0190985,1.2864265,0.96599627,0.7458204,1.3925581,0.9300182,1.2114162,1.3286068,1.1608623,1.1368015,0.8666261,0.8855056,1.1539475,0.503659,0.6660959,1.1105661,0.6630816,1.122466,0.36879814,1.0990549,1.0870593,1.1834354,0.6007784,0.7756857,1.125764,1.168874,0.5387925,0.90219,1.1697495,0.81803083,1.0151933,1.0744039,0.64217764,0.6722305,0.94705105,0.99119085,0.98417723,1.1411518,1.0400845,1.074558,0.7331185,1.1457319,0.9168195,0.97956866,1.1230351,1.1090212,0.8149989,1.1578207,1.2516351,0.7864163,0.9617075,0.643828,0.92128533,0.0,0.86984366,0.73124,1.1568578,1.2684011,1.0332929,1.0109487,1.1534531,0.7856509,0.7229269,1.1127291,0.9561752,1.0285035,1.1766746,1.1475201,1.1381044,0.92372906,1.1315362,1.0643499,0.9050215,1.2272835,1.0111842,1.1538447,1.0586779,1.1507463,1.111526,1.0261613,1.0003668,0.8487164,0.809989,1.2566411,1.0620196,1.093451,0.6644778,1.2714962,0.84589237,1.0335058,1.2768817,0.69212586,1.0848904,0.9234204,1.2392999,1.0890589,1.3038386,0.9256991,0.36236835,0.9653296,0.78719527,0.9652318,1.1566429,1.3003701,1.1782409,0.9696456,1.0156804,0.49223286,1.178831
nose,0.96429557,0.802857,0.5362408,1.3343502,0.771101,0.8184527,1.2892439,0.94812924,1.3480859,1.3198476,0.6985911,1.371393,1.3133855,0.5730164,1.2858229,1.3662452,1.2048347,0.5927556,0.88805073,1.3456278,0.92147285,0.80232924,0.8443705,0.7312541,0.91366047,0.7982458,0.92767304,1.2323108,0.5767353,1.2240648,1.0977262,1.0877316,1.2984363,1.2456044,0.7030022,1.3688439,0.5924464,1.343422,0.9188523,1.0659816,1.0931494,1.1678098,1.2254515,0.8698649,0.9580817,0.5786568,0.90170205,0.62151253,1.1512276,0.87369645,1.1224647,1.0352615,1.0547725,0.8367683,0.68845165,1.0086105,1.234573,0.689845,0.9698097,1.0951635,0.96368927,1.1004875,0.9270848,1.1105092,0.61151814,1.044595,0.7328452,0.7941219,1.1834698,0.978819,1.3452935,0.9522841,0.9939606,0.548086,1.1446588,1.2639675,1.108285,1.0918609,1.2553041,1.3500681,0.845352,1.076025,0.58778125,0.8116401,0.86984366,0.0,0.59867775,1.304769,1.1428592,1.3035297,1.3619266,1.4146141,0.6818037,0.7503036,0.94474244,0.59348243,1.0986599,0.7987595,1.1915163,0.85481715,0.6186781,1.2561908,0.80410564,0.56630796,1.1703484,0.7945022,0.8393868,1.1529324,1.2084706,1.4229636,1.335956,1.1096295,1.2512342,0.96764183,1.3629072,1.1464773,1.0653324,0.5862592,1.1668745,0.5926572,1.0394454,1.144073,0.9163466,1.122564,0.7888234,1.2577642,1.318288,1.4583437,0.70602363,0.67562747,1.2478454,1.1772999,0.86908776,1.0721018,1.3572563,1.173988,0.83725613,0.84697396,0.66736674,1.0454491
orange,1.2499888,0.77526176,0.16012704,1.3634436,0.44324887,0.52420074,1.0701776,1.0356631,1.3645864,1.4663066,0.5631963,1.4751774,1.4238786,0.7860945,1.4853698,1.2279868,1.0721823,0.4362293,0.69704574,1.3030789,0.8715273,0.6398477,0.92649883,0.7106752,0.8502351,0.43224072,1.398433,1.361727,0.6077626,1.3437219,1.24661,1.0302258,1.411296,1.1066273,0.49888277,1.5230961,0.41645145,1.334734,1.2744629,1.1780562,1.2658144,1.1038057,1.1415645,1.2104529,0.9779176,0.12480694,1.1761839,0.81764483,1.0683453,0.7225026,1.1923592,1.243914,0.9993216,0.7452395,0.7055037,0.9338951,1.2466906,0.5451247,1.1795362,1.1715889,0.7004068,1.1838226,1.1160368,1.1261432,0.5785818,1.030105,0.7777293,0.90910554,1.4001534,0.7967466,1.3786094,0.8912908,1.0777223,0.5753815,1.1959544,1.0617384,0.895647,0.95644385,1.3217998,1.3755351,0.98060805,0.97856706,0.3533544,0.9507811,0.73124,0.59867775,0.0,1.4043992,1.3113714,1.3960106,1.3137257,1.4208109,0.6062004,0.6116115,0.98828965,0.8249333,1.039271,0.9315506,1.0207027,0.98935455,0.2664612,1.4075978,0.8806071,0.7366775,1.3098356,1.0213847,1.1005191,1.0832684,1.2864273,1.2785295,1.3636558,1.185022,1.1666224,0.74427974,1.3882303,1.0765334,0.95433867,0.53069186,1.3152018,0.5612999,1.1165608,1.1826686,0.74296045,1.0891889,0.5729569,1.3533096,1.3213117,1.4874668,0.44358897,0.57004076,1.0826368,1.0912561,1.1101487,0.823949,1.2265004,1.102119,0.6560303,0.9509214,0.50704855,1.2564234
oven,1.1397024,1.0982248,1.4063102,0.77115977,1.4201877,1.2935026,1.0641587,0.84929866,0.65731126,0.6046301,1.1663084,0.4654677,0.8345858,1.2475847,0.7695526,0.90363526,1.1186496,1.2449024,1.2234149,0.7282447,1.090255,0.9656074,1.2325201,0.8882156,1.2016635,1.2491466,0.8302161,0.3785444,1.2304142,0.43759012,0.65057737,1.1201338,0.5760596,0.94170415,1.3139071,0.47764838,1.221412,1.0011227,0.9833549,1.1120739,0.4361238,0.8840377,0.7706009,1.0106976,1.0300425,1.3899117,0.96884364,1.172689,1.0756059,1.1659918,0.7976693,1.0210384,1.2798383,1.0706356,1.2478675,1.4553483,0.7473954,1.325988,0.9825855,0.88870615,1.4391593,0.88922465,1.0428382,1.028548,1.2486372,0.9735612,1.2550406,1.0662111,0.6966871,1.0257804,0.51465905,1.0254824,0.84260714,1.1890011,0.8064648,0.9715431,0.9952057,0.99949044,0.92917264,0.7317869,1.1567084,1.1015921,1.3268714,0.9360721,1.1568578,1.304769,1.4043992,0.0,0.9903617,0.75571793,0.49777192,0.86504596,1.2438618,1.2552211,1.1853776,1.0557083,1.1076114,1.076212,1.1657486,1.2292156,1.3476204,0.767648,0.94751596,1.1869812,0.28131974,1.1537094,1.13937,1.1116875,0.9240375,1.0839958,0.63551813,1.0962274,0.59679896,1.1815625,0.5065116,0.7366704,1.0817932,1.2911313,0.8603771,1.1984869,1.0721059,1.0847309,1.2536829,0.96272576,1.2557695,0.82054424,0.6930723,0.7295503,1.3466754,1.2704782,1.195672,1.1326536,0.81088823,1.3645847,0.9202492,0.97791016,1.2256165,0.8672047,1.2440242,0.6292208
owl,0.8459443,1.1572385,1.3652894,0.6133331,1.0951968,1.2133265,0.8737331,1.0473962,0.9093679,0.6258521,1.4099004,0.8346766,0.53697,1.1124935,0.4752342,0.79701495,1.0798066,1.3726557,1.2683566,1.0892663,0.81613046,1.4318969,1.1006198,1.4661845,1.2179532,1.3668247,0.43633538,1.0494193,1.3800488,0.8987157,1.086127,0.8254198,0.7708497,0.7822377,1.3914067,0.82491034,1.3863993,0.8022407,0.71610427,0.8046479,1.1492649,1.246388,0.8379899,0.84424484,1.1069336,1.2708771,0.6576518,1.1269426,0.8859602,1.2481613,0.83857,0.6716014,0.9922833,1.1794136,1.2130214,0.9837367,1.0463928,1.3103073,0.99520487,0.80577105,1.2375026,0.76511157,0.7969413,0.9512443,1.2075002,1.1391187,1.1116081,1.116225,0.732571,1.0961905,0.7439002,1.2255833,1.105757,1.3859282,0.9892541,0.58308417,1.040663,1.0580709,0.6592809,0.731786,1.0113742,0.71299064,1.2677945,1.2291133,1.2684011,1.1428592,1.3113714,0.9903617,0.0,0.6416335,0.8608743,0.74021447,1.3270998,1.3614559,0.99465245,1.2645296,0.9134191,1.0795274,1.0686618,0.9440052,1.2849627,0.8788525,1.3042445,1.2152605,1.0967362,0.87012506,0.9853482,0.9234302,0.69332856,0.8913355,0.7500577,1.0128806,1.0043186,1.3780438,0.9592744,1.2302599,0.9727852,1.3998733,0.51187265,1.3190639,1.0305115,0.8378794,1.3341732,1.0694593,1.2126461,0.9817903,0.7045633,0.58758533,1.3283596,1.311352,0.96255404,1.1367881,1.1362654,1.1160923,0.9087776,0.7506747,1.3528159,1.3471189,1.3550065,0.99933434
