,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,face,finger,fish,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,sink,slide,slipper,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
plate,1.1280992,0.34345734,1.3922237,0.7120943,0.44836378,0.8947934,0.8073609,1.3310856,1.0788645,1.5391296,0.60953116,1.4559746,1.2338874,1.1663922,1.4961383,1.3256593,0.31973076,0.46287745,0.53912604,1.1720345,0.96285075,0.9484459,0.83721536,0.54824555,0.74728024,0.7201345,1.4048218,1.4781041,0.4231392,1.2133563,0.85923356,1.0847651,1.4901265,0.8855902,0.24878806,1.400964,0.31039727,0.8634815,1.3739783,1.0499241,1.2543952,0.6621268,1.4471178,1.1358211,0.83350855,1.217612,0.9938095,0.944668,0.91683686,1.1320469,0.67512786,0.86712307,0.5545752,0.8769467,0.46193373,1.4433061,1.2899823,0.5831586,0.6446527,1.2053612,1.1261469,0.98461497,1.5094535,1.1696814,1.3264072,0.45156485,0.7782919,1.0243306,1.134551,1.3741122,1.3784008,0.8519537,0.4502973,0.8490226,0.9948514,0.6321702,0.60528344,1.3042157,0.9717094,1.5052276,1.4279234,1.1114384,0.35057986,0.30697393,0.5537428,0.9695725,0.0,1.0806555,1.3697596,0.5805844,1.3398503,1.3068731,1.0354613,1.4672862,1.1753604,1.4937494,0.72833866,1.3344244,0.5353327,1.0364716,0.9145243,1.2788461,0.44304985,1.4976677,1.2369972,1.5035555,0.44349945,0.69019073,0.7330963,1.2639667,0.6092346,0.95907277,0.51188874,1.1645356,1.029681,0.47233868,0.8892804
pony,0.75010204,1.0850635,1.1959176,0.92722446,0.98309386,0.92487705,0.8908364,1.1561465,1.0711373,0.93574685,1.1648502,0.9476661,1.1891446,1.151607,0.8681996,1.0540376,1.0944335,0.9017076,0.845913,1.0377992,1.0737627,0.9402245,0.8791089,1.0878118,0.88850623,1.1707637,0.6482159,0.91324306,0.8967957,0.8772407,1.1672511,1.2176787,0.95455354,0.9657781,1.1168283,0.92507863,0.96357113,1.1340492,0.513193,0.7634107,0.9353136,1.0180796,1.1389406,1.1799741,0.95117277,1.1263156,1.000263,1.1714351,0.8078706,1.160381,0.927495,0.8878406,0.9568455,1.0421431,1.0748414,1.0688462,1.1584162,1.0894363,0.8848523,1.0810971,1.047335,0.7844075,1.0995824,0.9634845,1.0187161,0.8758776,1.0041099,0.9787178,0.95017946,1.2136772,0.9199727,1.194976,1.0507225,0.9398869,1.197907,0.81074315,1.1628019,1.0160534,0.902782,1.169246,1.0153394,1.0670785,1.0669997,1.107265,0.9517694,0.7121433,1.0806555,0.0,0.99639803,1.0560462,0.8679769,1.0523313,1.0898504,1.0892622,0.9914089,1.1153363,1.094512,1.1106534,1.1415821,1.270256,0.8962318,1.0664531,1.0346743,0.98533803,1.1783001,0.91254085,0.9876166,1.1893252,1.1663778,1.109937,0.9894306,0.86601907,0.98589295,0.99564445,1.0014148,1.1401186,0.9309512
purse,0.84457266,1.369475,0.9923782,1.16657,1.3478606,1.0786735,1.0055751,0.8064832,1.0504658,0.5108531,1.1314287,0.57310444,1.0017734,0.61782146,0.5832165,0.6476252,1.0761517,1.3121012,1.1215781,0.7116652,1.1223351,1.0731349,0.97736967,1.1234088,0.8318686,1.2761662,0.8277672,0.61437833,1.3885996,0.70783865,1.1810864,0.8768335,0.5236725,1.0453823,1.5335808,0.6388497,1.3842227,0.95927525,0.8005558,0.9316798,0.8949225,0.98111534,0.91039443,0.62930274,1.1864297,1.1050988,1.1943688,0.99694765,0.92674744,1.0227596,1.2719126,1.089901,1.2702744,1.0410937,1.3144108,0.86788845,1.0608015,1.2830667,1.2223263,1.0151558,1.0248773,0.93191326,0.7074208,1.0756707,0.7816036,1.3546727,1.2461652,1.0152625,1.0101191,0.7207017,0.63116866,1.2342991,1.3921567,1.0186412,1.2539792,1.2928514,1.2661788,0.76975507,0.82695544,0.7858732,0.7693426,0.9642975,1.4336135,1.4344621,1.0130537,0.99101824,1.3697596,0.99639803,0.0,1.1314709,0.7611731,0.6497581,1.084971,0.9152661,0.60847104,0.7304839,0.85052574,0.8860113,1.456176,1.0394486,0.8862202,0.95535725,1.3642666,0.62460315,1.0398145,0.64245665,1.2734686,1.4337847,1.2240417,0.98720443,1.1324548,0.9264819,1.0404353,0.825277,0.9375846,1.4678333,1.0686457
radio,1.1079341,0.7381129,1.3187228,0.9308315,0.6996058,1.1584584,0.7502684,1.1362976,1.1128805,1.2770213,0.7969955,1.2023501,1.2144561,1.169558,1.3818177,1.3047948,0.59777474,0.58499193,0.7098644,0.92457604,1.0281866,0.918256,0.8243785,0.53364515,0.6851202,1.0013837,1.2621665,1.1305056,0.55994755,1.0827019,1.0368038,0.9681768,1.1724982,0.95560074,0.6693902,1.0619618,0.5496706,1.154117,1.2283701,0.9667193,0.89546734,0.521031,1.2659996,1.1373514,0.81392646,1.1068368,1.0474505,1.2510648,0.8927454,1.1057422,0.7721218,1.0763539,0.576583,0.9982823,0.8625889,1.2628511,1.2694302,0.7117903,0.7313424,1.1470752,1.2240782,0.99745846,1.3584299,1.1392248,1.0031025,0.43692517,0.83284056,1.2339771,0.921108,1.3668345,1.0951831,0.88563323,0.70432675,0.98964316,1.0059166,0.7164664,0.8841194,0.8820416,1.11378,1.3669991,1.2863528,1.0954468,0.6172363,0.61285007,0.72841173,0.88472414,0.5805844,1.0560462,1.1314709,0.0,0.8560094,1.3195436,1.2045964,1.2917501,1.1640213,1.3452003,0.71039766,1.2979922,0.75185835,1.1590651,1.0014436,1.2809402,0.74301827,1.1651022,1.173496,1.3041117,0.6296909,0.8768736,0.93767715,1.2864867,0.858951,1.1199987,0.72697216,0.9103209,0.7034037,0.6011989,0.7930578
refrigerator,0.88438255,1.39343,0.9929857,1.3390497,1.3330231,1.0722045,0.9589422,0.7251723,1.071015,0.61552083,1.2654839,0.43511236,1.074734,1.1255873,0.84157485,1.0023868,1.1935648,1.0751545,0.98492676,0.47634935,1.1131397,0.79338264,0.78066194,0.8980285,0.87622726,1.1951253,0.8286931,0.41473627,1.1905534,0.73238635,1.1326087,1.0061913,0.5642092,1.0691272,1.4492581,0.42362642,1.1103487,1.1490123,0.81020314,1.0276843,0.30606776,0.6647477,1.000353,1.1398109,1.1570449,1.0528742,1.1775571,1.2340283,0.9245838,1.1216614,1.1629324,1.3407612,1.2185612,1.3820662,1.4914124,0.86671007,1.1446874,1.3418965,1.2811531,0.9529305,1.0956315,0.88235396,0.97803175,0.83825076,0.46807355,0.91384995,1.0624453,1.0173115,0.7034526,1.1323888,0.6956108,1.2602592,1.3821566,1.1075151,1.3130081,1.2463288,1.1445618,0.23850048,1.2169946,1.0114994,0.8665233,0.90589154,1.3247547,1.3162721,1.2013395,0.7683794,1.3398503,0.8679769,0.7611731,0.8560094,0.0,1.0582045,1.1222198,0.88261473,1.1147476,0.93169194,0.7168491,0.9750168,1.4985968,1.2463702,0.98686296,0.99064827,1.2028441,0.7756656,1.0933417,0.5121579,1.289273,1.4254568,1.3627955,0.93332964,1.1617788,1.194444,1.0354607,0.7394085,0.53713655,1.3982606,0.5922935
scarf,0.9639142,1.2322253,0.7041812,1.1662762,1.363909,0.897641,1.2226534,0.84639364,1.0738463,0.7766552,1.0673467,0.85520655,0.9134031,0.73013735,0.7651936,0.7919835,1.1527339,1.3897066,1.3545852,1.0400664,0.99930346,1.1698643,1.2437928,1.3061621,1.0911233,1.1005678,0.803905,0.86057526,1.4991256,0.97631276,1.0639156,0.81452644,0.78294027,1.0974164,1.3087744,0.91699237,1.4211437,0.86886704,0.85010284,0.96528596,1.1259092,1.2823218,0.73875105,0.7226367,1.173783,0.88100064,1.0091704,0.82850146,1.0534201,0.79355013,1.2108463,0.9985837,1.3707592,0.9327588,1.1318842,0.8247662,0.7414089,1.2090505,1.2042402,0.90953743,1.0205132,1.12942,0.64339906,0.95578736,0.9721063,1.5182625,1.2289248,0.8834784,1.0856407,0.52948314,0.9090277,1.036314,1.2211976,1.11682,0.973364,1.3795893,1.152111,0.95596766,0.81410885,0.6455944,0.69053316,1.0522733,1.3014435,1.2714639,1.2292644,1.1627103,1.3068731,1.0523313,0.6497581,1.3195436,1.0582045,0.0,0.9906537,0.8388419,0.71063554,0.6285049,1.0973424,0.8474505,1.1972381,0.84068614,1.0539373,0.8995578,1.2999818,0.83569,0.874176,0.7992188,1.2305673,1.0746189,0.98957056,0.7951672,1.1819413,1.007145,1.1817342,0.9794963,1.1819695,1.3261888,1.2230232
scissors,0.9502589,1.0663424,1.0562596,0.9057562,1.0209426,0.8737851,1.0779287,0.7998269,1.0877882,1.0137275,1.2133129,1.0762485,0.8115027,1.1358954,0.933255,0.9138708,0.89172626,1.1120251,0.9514716,0.9622413,1.2402403,0.87491524,0.93296176,1.1458193,1.1839772,0.8937671,1.084646,1.059831,1.0215601,1.1702604,1.0322379,0.9562035,1.1210406,0.99944776,0.8770992,0.8761131,1.05734,0.8699765,1.0463736,1.1591918,1.1324924,1.0771153,1.2503859,1.1493163,1.1115079,1.0124313,0.9734811,0.9385216,0.9409426,1.1740894,0.927883,0.910133,1.0656607,1.1326871,0.8671063,1.1326228,0.966756,1.0903493,1.0475982,0.6326261,0.62964714,0.8636732,1.1275556,0.92137843,0.94679964,1.0936342,1.0647409,0.89463854,0.7860052,0.87170756,1.0570141,1.0844996,1.1656758,0.9100814,1.036784,1.1972086,0.9501122,1.1174132,1.0518589,0.9820745,1.1913605,0.7290354,0.9115643,1.0038956,1.1247884,1.0620288,1.0354613,1.0898504,1.084971,1.2045964,1.1222198,0.9906537,0.0,1.2486686,1.0696671,1.1345276,0.9448279,0.77768946,1.1024044,0.6947559,0.7027836,0.833958,1.0822173,1.0631096,1.1293911,0.9638322,1.0231692,1.2042456,1.1680608,0.62291825,0.97106576,0.6302815,0.8645363,1.0304718,1.1137198,1.1048865,1.1066271
shirt,1.1067718,1.2901359,0.5241789,1.3434494,1.3084629,1.2113267,1.3173461,0.81517404,0.8058659,0.6918774,1.0585537,0.68827367,0.77006125,0.9300502,0.8325876,0.9080094,1.4979874,1.3308527,1.3663399,0.99174124,0.87072206,1.2201419,1.2938552,1.2780137,1.1221938,1.1280115,0.8243681,0.76225275,1.3518856,0.922922,1.0031061,0.9417461,0.6458973,1.2292228,1.4181232,0.95427287,1.405581,1.0043069,0.90031004,1.0477145,0.86674905,1.2832642,0.33424234,0.9399065,1.1473818,0.7239858,0.9984371,0.9764553,1.2743615,0.83465505,1.3580317,1.2580357,1.3303844,1.2305913,1.4244931,0.43489027,0.78153384,1.1194158,1.2067243,1.0075372,1.0129629,1.2111177,0.4759372,0.95381254,0.97364396,1.3381388,0.96925676,1.1395644,1.1391063,0.86602616,0.7753837,1.0299965,1.202017,1.260561,0.8786441,1.2615311,1.1950572,0.80811733,1.0387179,0.54259586,0.5624282,1.0579395,1.4225636,1.3654966,1.3016721,1.2126507,1.4672862,1.0892622,0.9152661,1.2917501,0.88261473,0.8388419,1.2486686,0.0,0.9187564,0.48657918,1.2220252,0.78507257,1.1627657,0.9249532,1.2563121,0.8161488,1.2411075,0.672424,0.28276396,0.73835814,1.3443644,1.0282143,0.9954463,1.0621248,1.3682904,1.3502909,1.4318328,1.0049601,1.0270951,1.1872574,1.0886488
shoe,1.0538428,1.1551186,1.0348991,0.9759947,1.1841428,0.9317602,1.1153618,0.9483415,1.0305263,0.88344646,0.99953526,0.9649156,1.0076215,0.77518785,0.9067863,0.8963999,1.1419939,1.2224516,1.1543512,0.9754503,0.9438452,1.1410785,0.9791671,1.0896351,1.049641,1.1346349,0.93805104,0.96934485,1.2069577,0.9494662,1.0391736,0.93246394,0.88174844,1.0234967,1.2793734,0.943402,1.296958,0.7899917,0.9481034,0.8827318,1.1240062,1.0915273,0.904827,0.766866,0.99987775,1.0334573,0.9219997,0.962136,0.971992,0.7179079,1.2086146,0.86795634,1.1495119,0.80152106,0.9575051,0.941703,0.88254213,1.0867026,1.0435629,0.98592734,1.0712382,0.91731656,0.8005048,1.1632955,1.02065,1.3230298,1.1996572,0.8682195,1.1116987,0.60834223,0.8496562,1.0369736,1.1690319,0.9616263,0.95711744,1.16514,1.2578511,1.0639637,0.7934983,0.9019146,0.85883546,1.055653,1.2406595,1.2245224,1.019274,1.0910727,1.1753604,0.9914089,0.60847104,1.1640213,1.1147476,0.71063554,1.0696671,0.9187564,0.0,0.8344412,0.8965021,1.0522741,0.9736197,0.9952424,0.8486913,1.0465808,1.2702038,0.8783887,1.008878,0.9931871,1.0461584,0.9898031,1.0049429,1.0152472,1.0194021,0.8123462,1.0818174,0.94343096,1.0864173,1.1792759,1.2224765
shorts,1.0006956,1.3702656,0.5803305,1.3831224,1.4713035,1.1390488,1.2925804,0.8284529,0.91463435,0.6045229,1.1840236,0.60191935,0.86519194,0.6487354,0.61390114,0.7015615,1.390767,1.5065672,1.440823,0.95185435,0.8822336,1.2816285,1.313166,1.3327338,1.2476678,1.1516913,0.7414305,0.6942389,1.5139415,0.91552645,0.9702862,0.7258688,0.65305376,1.1555293,1.505417,0.8550724,1.5334039,0.9746258,0.8078174,1.1526408,0.8880133,1.2812488,0.42499685,0.6486598,1.198517,0.8202859,0.9767355,0.90142745,1.3550001,0.7779902,1.3444998,1.1945559,1.4564072,0.9986792,1.3899204,0.64695364,0.6312943,1.3111246,1.3121879,0.91022325,1.025887,1.271326,0.25614882,0.91137284,0.900527,1.5536032,1.2257744,1.0208133,1.0576702,0.52979636,0.8517162,0.9593494,1.3377883,1.2328451,0.9699492,1.4608492,1.2136703,0.8182497,0.93155456,0.27324224,0.3609212,1.0477804,1.4940641,1.4542203,1.3014605,1.3186349,1.4937494,1.1153363,0.7304839,1.3452003,0.93169194,0.6285049,1.1345276,0.48657918,0.8344412,0.0,1.1398894,0.81280255,1.274957,0.91262686,1.1938149,0.75807476,1.3898699,0.7553433,0.62087387,0.66432834,1.4300052,1.117408,1.022693,0.90058106,1.3144466,1.2945833,1.3872147,0.9725091,1.140716,1.3451016,1.1712039
sink,0.9041178,1.0908313,1.1514233,0.9758354,1.0246276,0.9581976,1.0901599,0.7174107,1.136653,0.97617686,1.0903279,0.809758,1.1570585,0.9989762,1.0875145,1.0244844,0.76548517,1.0112027,0.7009598,0.7538397,1.0578823,0.8280653,0.6034678,0.70863587,0.86005336,0.9617408,1.1381798,0.84132856,1.0006758,1.1430808,0.99438107,1.0109786,0.9837268,1.0004995,1.1357726,0.66446733,0.89632946,0.65206313,1.0950675,1.1698754,0.86361295,0.7072546,1.2124878,0.99796635,1.1481007,1.172711,1.1356424,1.067779,1.0201458,1.0676423,1.0404096,1.1299977,1.0650091,1.1079642,0.9909044,1.1817973,1.1593417,1.1362445,1.1414866,0.8559811,1.1067759,0.7771854,1.1668541,0.98424643,0.76942194,0.74316454,1.1442899,0.9048253,0.8242301,1.0249391,0.9874604,1.1273181,1.223872,0.77792287,1.1744653,1.1222355,0.9587655,0.7063678,1.0655398,1.2093786,1.1058161,0.91689265,1.0206149,1.0290215,0.83282924,0.98191214,0.72833866,1.094512,0.85052574,0.71039766,0.7168491,1.0973424,0.9448279,1.2220252,0.8965021,1.1398894,0.0,1.0423414,1.1884956,1.115398,0.5485683,1.0443593,1.1052046,1.0783658,1.2346027,0.9303222,1.0384208,1.2223687,1.1195462,0.92375565,0.74186987,0.9899212,0.7048293,0.85655123,0.76288134,1.2076833,0.8412442
slide,0.83610195,1.3550131,0.6967228,1.1148049,1.229134,1.0481423,1.3479804,0.6499021,0.9412203,0.55578995,1.2005701,0.67220175,0.8811859,0.98337793,0.62855184,0.5368704,1.268887,1.3302817,1.1715567,0.92677456,1.0061624,1.0047659,1.1487455,1.426338,1.0801555,1.1862013,0.81630373,0.83231676,1.38128,0.95576084,1.1244963,0.9503704,0.6783916,1.1055353,1.3057847,0.7967298,1.3109993,0.811923,0.8491303,1.3271123,1.0520029,1.1754066,0.84202105,1.0023545,1.4008491,0.9646851,1.1826956,0.73821354,1.2948422,1.0840437,1.3041513,1.1905518,1.3562169,1.2857747,1.3318735,0.78891915,0.9603197,1.360796,1.3081179,0.61937326,0.86907804,1.0292915,0.63140446,0.6257403,0.94650894,1.3960154,1.1933883,0.8679861,0.9599206,0.77600634,0.84611666,1.1226954,1.2878492,1.0849001,1.2027652,1.3717352,1.2145956,0.9172414,1.1060364,0.7048391,0.8879902,0.8438184,1.2437537,1.2582729,1.306586,1.3001615,1.3344244,1.1106534,0.8860113,1.2979922,0.9750168,0.8474505,0.77768946,0.78507257,1.0522741,0.81280255,1.0423414,0.0,1.3688216,0.8892357,1.098627,0.47057998,1.2499068,0.772151,0.818354,0.64928776,1.3342603,1.3240256,1.0757049,0.4880795,1.1841897,1.0099256,1.0767136,0.8818428,1.0901737,1.310778,1.1981455
slipper,1.3395536,0.48775107,1.1191736,0.7151586,0.5658678,0.9820656,0.8010707,1.4178098,1.131925,1.6010032,0.68118924,1.5690856,1.1074393,1.1796734,1.5678432,1.3268594,0.7247408,0.6727173,0.92278963,1.3453989,0.95158464,1.1431429,1.1275895,0.7171557,1.1287935,0.82845074,1.4200457,1.511512,0.63601774,1.2467561,0.956026,1.123174,1.5105872,0.98545164,0.3567227,1.5788112,0.673988,1.1309522,1.4005363,0.7952988,1.2644446,0.9514745,1.0417973,1.1411587,0.5124663,0.82198465,0.72523475,1.1773322,0.9785769,0.66035336,0.7962452,0.79161924,0.51755804,0.69848305,0.5664867,1.1932416,0.8290403,0.39419276,0.6562916,1.2557905,1.2058599,1.1781971,1.2802739,1.1315987,1.4028552,0.7624059,0.70023346,1.0313625,1.2431759,1.1803467,1.2726324,0.46609426,0.3443305,1.0101374,0.40364367,0.5168946,0.854179,1.5163555,0.92090434,1.2621053,1.2153163,1.2621025,0.42713523,0.47558033,0.79168713,1.0433306,0.5353327,1.1415821,1.456176,0.75185835,1.4985968,1.1972381,1.1024044,1.1627657,0.9736197,1.274957,1.1884956,1.3688216,0.0,0.9593108,1.0492301,1.3477609,0.61470395,1.3266479,0.99174005,1.5747926,0.6103452,0.17229652,0.51711386,1.3326551,0.8926624,1.0285625,0.889039,1.2865838,1.0149689,0.18329465,1.1162273
sock,1.138683,1.003988,0.86907953,1.0648769,1.0253946,1.0612743,1.1822424,1.0380032,0.8319334,1.0502894,0.88624126,1.1320945,0.7882085,0.9508465,0.9671132,0.933161,0.99043036,1.2001874,1.1805198,1.1164309,0.9874272,1.1439921,1.1290708,1.0540396,1.1073409,0.8044863,1.0934465,1.1157292,1.1896727,1.0566688,0.86400664,0.9036792,1.0991752,1.1232393,0.91954,1.0745113,1.1535196,0.87205625,1.1497447,1.1494933,1.184791,1.1883469,0.9497602,0.9279765,1.1547434,0.9964581,0.9733265,0.8061821,1.2235708,0.9769033,0.9463428,1.002689,1.1777906,0.89181405,0.9155091,1.0230513,0.88755363,0.8909306,0.93893576,0.8897987,0.66867274,1.0932074,0.86828184,1.0287445,1.0969299,1.2532313,1.0347759,1.081958,0.963192,0.7816657,1.0923792,0.96690345,1.0933031,1.0645477,0.91701514,1.169265,0.8552295,1.1154457,0.9650551,0.8073947,0.9320183,0.8913692,1.0936875,1.1008413,1.0174097,1.239166,1.0364716,1.270256,1.0394486,1.1590651,1.2463702,0.84068614,0.6947559,0.9249532,0.9952424,0.91262686,1.115398,0.8892357,0.9593108,0.0,1.1217734,0.9486846,1.0713804,1.0454137,0.8358339,1.10832,1.0299363,0.9660528,0.967092,1.0432211,1.0160614,0.9680922,1.0841804,0.9902612,1.2184315,0.9982706,1.1162149
spoon,0.9878621,1.092784,1.2491122,0.7845152,0.91184294,0.8259806,0.9320433,0.81926024,1.1809332,1.0941488,1.2789273,1.0505567,1.0382216,1.0578631,1.1089678,0.94987035,0.7976781,0.9983402,0.6380818,0.90936506,1.0574942,0.9032022,0.5274995,0.91101134,1.0303276,0.9803982,1.1730927,0.9702324,0.8544756,1.157778,1.0047069,1.1366183,1.090993,0.8807214,1.0765065,0.8835531,0.95792836,0.7618474,1.0811762,0.88089716,1.1101944,1.0600647,1.2643844,1.0775468,1.032808,1.1673268,0.8854921,1.1805744,0.82537866,1.1067008,0.8907057,0.8883196,1.0032895,0.89680946,0.85929596,1.2341024,1.0435196,1.0685035,1.0107274,0.92619246,0.9852241,0.5803499,1.1670249,1.0241629,0.9428294,0.90202093,1.1476977,0.79084384,0.84430313,1.0001912,0.93420845,1.1841674,1.1999394,0.72193694,1.0414296,1.0457339,1.1131157,1.1554908,0.9853487,1.1350893,1.1879548,0.89853513,0.9132221,1.0356278,0.86427736,0.8579094,0.9145243,0.8962318,0.8862202,1.0014436,0.98686296,1.0539373,0.7027836,1.2563121,0.8486913,1.1938149,0.5485683,1.098627,1.0492301,1.1217734,0.0,1.0436728,1.1423945,1.0211643,1.1873624,0.9764863,0.9948894,1.1330462,1.2171389,0.92958736,0.7965016,0.6473334,0.76713073,0.9657783,0.9830379,1.155847,1.1214147
sprinkler,0.96536225,1.2706116,0.8700498,1.1279023,1.1458285,1.0653555,1.2141802,0.6429107,0.90012014,0.7149631,1.2183559,0.7126623,0.87728703,0.9484191,0.7122607,0.75545764,1.3324393,1.3120663,1.1148448,1.015089,0.89736533,0.97607374,1.126066,1.3319207,1.1231477,1.1410513,0.7838271,0.8702664,1.210545,0.98157245,0.9824719,1.0162942,0.77645,1.0066845,1.2976131,0.9534273,1.2679987,0.807809,0.854383,1.2949007,0.97844136,1.2694182,0.9184737,0.99164134,1.2736084,0.9920109,1.1027355,0.79194045,1.2556019,1.1040213,1.191819,1.1914004,1.2747867,1.1929715,1.2304225,0.8799056,0.9820387,1.2610176,1.2576356,0.35792583,0.87802213,1.0904764,0.709981,0.80939436,1.025744,1.230932,1.1450183,1.0333112,1.0291967,0.8480504,0.96919787,1.1247067,1.2540164,1.1618271,1.1863135,1.1845055,1.1116666,0.9464563,1.0806761,0.7448022,0.75510705,0.9698655,1.3015714,1.2487988,1.2948053,1.1898916,1.2788461,1.0664531,0.95535725,1.2809402,0.99064827,0.8995578,0.833958,0.8161488,1.0465808,0.75807476,1.0443593,0.47057998,1.3477609,0.9486846,1.0436728,0.0,1.1962278,0.86972255,0.8275283,0.70266694,1.2316405,1.3212384,1.1375897,0.6300211,1.2190558,1.0664572,1.2022637,1.0365151,1.1203538,1.3112931,1.0654358
strawberry,1.2159853,0.41919732,1.2658615,0.83495617,0.52222544,1.0617433,0.76012045,1.261682,1.0412852,1.3901308,0.7118521,1.364649,1.1364914,1.2875035,1.3767607,1.3258307,0.67921305,0.44272977,0.7189173,1.1312512,1.0994627,0.9268991,0.9759794,0.5831207,0.8443868,0.7459505,1.2628458,1.3467788,0.5261892,1.0856438,0.87793183,1.1866614,1.3274548,0.9284077,0.34179997,1.34808,0.37764883,1.103543,1.2418469,0.88710487,1.1241633,0.7258049,1.2809229,1.2787526,0.840788,1.1711459,1.026694,0.9357642,0.85069907,1.1664778,0.8154386,1.019088,0.4553129,1.006818,0.77219546,1.2112552,1.3030463,0.568059,0.6834168,1.2526567,1.081172,1.115981,1.3869631,1.1274165,1.2390406,0.5678693,0.70692,1.139746,1.1239607,1.4264864,1.2375468,0.92636704,0.4744109,1.0412487,1.0157859,0.621609,0.57760763,1.2115414,1.0991867,1.3718905,1.3428739,1.1306206,0.5156847,0.4487725,0.768723,0.87362564,0.44304985,1.0346743,1.3642666,0.74301827,1.2028441,1.2999818,1.0822173,1.2411075,1.2702038,1.3898699,1.1052046,1.2499068,0.61470395,1.0713804,1.1423945,1.1962278,0.0,1.2883968,1.109104,1.3355153,0.6137707,0.7251782,0.8865755,1.222111,0.90846646,1.0262554,0.82757604,1.1198304,0.98315567,0.39344835,0.868607
stroller,0.944024,1.3872882,0.8006265,1.2603735,1.294438,1.1446178,1.2062397,0.72295904,1.0345091,0.47547174,1.1493087,0.65832424,0.86624706,0.91843295,0.64884317,0.7510121,1.3329163,1.3519942,1.2592753,0.8523466,1.1042275,1.1158129,1.1490797,1.2418296,0.8755493,1.238305,0.7482369,0.5213274,1.3697578,0.7901083,1.1591638,0.9966375,0.48023903,1.1348722,1.4974239,0.6610341,1.4120345,0.98543894,0.7415139,0.85271096,0.9018395,1.145123,0.77665436,0.9242849,1.2371724,0.8771307,1.1720031,1.0710952,1.0409306,1.0163625,1.3401914,1.2112488,1.2779748,1.2334844,1.4642102,0.646538,0.945684,1.2300736,1.119831,1.0162419,0.9840988,1.0682758,0.6769464,1.0570334,0.74722517,1.4043097,1.1664613,1.0933136,0.9976634,0.8994869,0.19515187,1.1553872,1.3380115,1.2478502,1.1833276,1.3528091,1.2861919,0.73873293,1.1161144,0.7734357,0.7190938,0.9637395,1.3960974,1.380874,1.3173397,1.0665838,1.4976677,0.98533803,0.62460315,1.1651022,0.7756656,0.83569,1.0631096,0.672424,0.8783887,0.7553433,1.0783658,0.772151,1.3266479,1.0454137,1.0211643,0.86972255,1.2883968,0.0,0.7660827,0.568883,1.2887264,1.3336641,1.1850132,0.90997714,1.3994312,0.8823231,1.2627062,0.76012206,0.8759006,1.3263309,1.1725966
sweater,1.2055974,1.1123977,0.68829495,1.1546152,1.131811,1.1820619,1.2236518,0.8478917,0.78748816,0.8642319,0.95820624,0.93466115,0.76511574,1.0342183,0.96061534,0.8916018,1.2325317,1.2820113,1.2832172,1.080256,0.902671,1.2047541,1.2923002,1.195248,1.1634681,1.0005274,0.99855334,0.92767346,1.2253201,1.0453027,0.9896683,0.8733288,0.8471506,1.13291,1.1641436,1.0526612,1.2893176,0.9416964,1.0775235,0.9416973,1.0570744,1.2500979,0.5644209,1.0243262,1.1649942,0.84712774,0.93619686,0.96067417,1.2493565,0.92032874,1.2315845,1.1446772,1.232661,1.1536036,1.2278728,0.7015401,0.83102816,1.0439816,1.1099191,1.0391073,0.9783941,1.2417105,0.610655,1.030057,1.0601821,1.2868555,0.97125614,1.1545789,1.1490368,0.9675406,0.9441738,0.9722929,1.0749011,1.2097013,0.8293228,1.2037886,1.068532,1.0212876,1.0102382,0.6445076,0.7419608,1.0501202,1.2004783,1.162009,1.1975514,1.241733,1.2369972,1.1783001,1.0398145,1.173496,1.0933417,0.874176,1.1293911,0.28276396,1.008878,0.62087387,1.2346027,0.818354,0.99174005,0.8358339,1.1873624,0.8275283,1.109104,0.7660827,0.0,0.90608525,1.1927849,0.9258027,0.8931235,1.1094801,1.257357,1.1865568,1.2685194,0.99155843,1.136,1.03171,1.1851194
