,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sprinkler,0.971397,1.1588253,1.3094754,0.8377706,1.0881584,1.2678595,1.1123365,1.1883622,0.8252251,0.8958494,0.89541966,1.2106211,0.8753707,0.8303816,0.95311636,0.9259812,0.7877219,1.0207146,1.2216388,1.1106768,0.83513266,1.1294321,1.1161842,1.1399014,1.0300772,1.3135481,0.7522561,1.1796765,0.8918216,1.0949441,0.9812408,0.4679414,0.8702719,0.9660563,0.8287851,1.1249431,1.1991444,0.9159281,1.1362445,1.1737366,0.8412707,1.2219536,1.1079654,0.95212436,0.9524207,1.0760218,1.0007595,1.001635,0.9880421,1.1352365,1.1410918,0.948684,1.1038734,0.8696945,1.2474891,1.0456136,1.0772967,1.2496651,1.0780951,0.86184525,0.7241631,1.1202815,1.1558269,0.9104576,0.9201078,0.96257573,1.0536884,0.97936994,1.2254194,1.0463414,1.0892107,0.2105797,0.86801314,1.1567988,0.93522626,1.0782354,0.89187884,1.1334739,1.1539224,1.0093923,1.1088078,1.0309613,0.9635762,0.77406883,0.996455,1.0618438,1.2241813,1.22725,1.0848606,1.1274748,1.1764816,1.0543237,0.85899085,0.9803266,0.97900444,0.8843313,1.0855103,1.178073,1.1074791,1.2391436,1.203422,1.2759924,1.0938307,1.1624894,1.0894308,1.0354007,1.1453747,1.1592722,1.0998391,1.1462599,1.2615305,0.95543236,0.9325383,1.1662487,0.9707666,1.1532624,0.7745544,0.3479495,0.86419106,1.0623299,1.087154,1.1289086,0.8967368,0.69105804,0.8462353,1.2565833,0.8063357,1.238136,1.1955276,1.0934108,1.1213919,0.0,0.5586494,1.2705774,1.01279,0.89817643,0.65491354,0.9589826,1.0250518,1.2854666,1.0832785,0.62110513,1.2908025,0.822171,0.9347824,1.0345888,0.67932755,0.76487964,1.0736184,1.1984488,0.98185676
stick,0.9763339,1.0488951,1.328538,0.6371246,1.2271261,1.3708749,1.2316978,1.2080415,0.7421402,1.0147939,0.8363379,1.2438192,0.6948336,0.7575994,1.1081381,0.80991757,0.76710236,1.0694795,1.3272736,1.269705,0.8728917,1.1799269,1.0254418,1.2597835,1.0736021,1.3054097,1.0500716,1.0159893,0.9180193,0.93126744,1.0756522,0.9067934,0.80669105,0.9006155,0.7086837,1.2118151,1.220587,0.8046622,1.139412,1.226362,0.84649354,1.3057238,1.243109,0.86805546,0.96765774,1.0775194,0.86322236,0.9821849,0.8822931,0.9994112,1.2428629,0.9818313,1.0130428,0.8214895,0.9918615,1.1265259,1.0997037,0.86589956,1.0566989,1.148453,0.8085048,1.1682458,1.0248837,1.0379711,1.0655701,0.8595022,0.8676913,0.70275056,1.0761682,1.1750115,1.1960336,0.40933442,0.8591151,1.163158,0.77315336,1.0316964,0.77811116,1.2803103,0.89481175,1.1043656,1.108923,1.0992138,0.7984028,0.8863296,0.9601991,1.1299543,1.3018014,1.0564154,0.8526747,0.9904649,1.2801006,0.9097728,1.0532218,0.76760113,0.8288034,0.7468475,0.96210665,1.1461109,1.0274777,1.2648816,1.0040332,1.2046398,1.1548846,1.248302,1.1768378,1.1684306,1.2708911,1.1610503,1.0835466,1.3082719,1.2634585,0.8844643,0.99249953,1.2645323,1.069291,1.1344552,0.83760655,0.54475117,0.78303933,0.99520314,0.9242603,1.1180303,0.82246,0.7347883,0.75003535,1.2694716,0.8643491,1.2605944,1.1968096,1.097995,1.119064,0.5586494,0.0,1.3071305,0.9715503,0.81472605,0.693643,1.2988824,1.0403532,1.0769035,1.0674943,0.5812347,1.1900897,1.1569449,0.8915549,0.96751237,0.9216236,0.96474886,0.9772408,1.1788809,0.92217183
strawberry,1.0718594,0.7426156,0.3845274,1.3530668,0.5926811,0.3551023,0.8798583,0.8491098,1.3177252,1.1226923,1.371624,0.5924677,1.3209417,1.2089312,0.87202275,1.319255,1.2753153,0.94549537,0.724826,0.65423197,1.1551292,0.96761614,0.88903064,0.8148401,0.73175955,0.62246686,0.9081899,0.5605122,1.297277,1.124739,1.1325777,1.0609789,1.3209951,1.1857946,1.222755,0.8971211,0.8807752,1.3693776,0.89586437,0.5618663,1.2941564,0.7353682,0.9237228,1.088663,1.2723715,1.0103514,1.1805382,0.9814068,1.1606661,0.73510396,0.62802345,1.2393606,0.94827247,1.242632,0.71748513,0.6228981,0.7337599,0.81334627,0.9238281,0.83567554,0.9522805,0.7184457,0.94536835,1.1248887,0.6561093,1.2401384,1.1745632,1.0829086,0.8066085,0.97091097,0.947461,1.2992967,1.2827275,0.9381115,1.2644088,0.82163393,1.2961792,0.76038337,0.9588902,1.1224998,0.66351354,1.1194149,0.91130275,1.3284746,0.9400691,0.9844741,0.48761642,0.8527287,0.8389011,0.90641814,0.5574668,1.2045933,1.0836592,1.198599,1.1996104,1.1532992,0.94527733,0.72496176,0.7862303,0.716273,0.8023709,0.86756957,1.0319479,0.8445739,0.94871986,0.99901867,0.7518501,0.8282788,1.0345474,0.7416105,0.6941938,1.2832694,1.1776419,0.6534411,1.1387272,0.82165325,1.1193101,1.3207786,1.3239046,1.0830956,1.0266012,0.90841365,1.3127548,1.1893922,1.2807014,0.5631746,1.252898,0.6243903,0.71207714,0.9921785,0.7577027,1.2705774,1.3071305,0.0,1.1892545,1.3375453,1.3949282,0.6590888,1.1586373,0.6891099,0.7068213,1.1552776,0.7170551,0.8370927,1.2042916,1.0463657,1.1638451,1.0975285,1.0591096,0.716279,1.186552
stroller,1.0953518,1.1351125,1.3121703,0.8791077,1.1618931,1.3257346,1.2134936,1.1692413,0.93149304,1.0703522,0.5870003,1.238124,0.6379678,0.88354015,1.195178,0.67750585,0.8632537,0.9636386,1.2733898,1.2607396,0.6925875,1.2986518,1.1203854,1.0846362,1.0085031,1.0562409,0.9866018,1.1899837,0.9626719,0.5004378,1.0893061,1.2367791,0.7836434,0.7309123,0.84709734,1.3468671,1.2671477,0.5925361,1.1316016,1.3617896,0.5024227,1.2294787,1.0170137,0.8858966,0.8029675,0.6208084,0.85423243,0.97737676,0.6699989,1.1085521,1.2874568,0.929887,1.2376096,0.92022246,1.1934385,1.2029377,1.088402,1.0232159,1.1297948,1.0747185,0.80018044,1.2707412,0.813084,1.0900868,1.1910267,0.87598926,1.0698107,0.94637364,1.0060191,1.0514052,1.0043598,0.9637554,0.5933892,1.0397226,0.63655555,1.0940671,0.5523737,1.3730636,0.9233416,1.0547203,1.212266,0.98362863,0.74109805,0.23484349,1.0905541,1.1652501,1.3595102,1.0631458,1.1141218,1.1978589,1.3200624,0.7241273,0.86071813,0.71083045,0.62677425,0.9303199,1.0213534,1.347707,1.2916708,1.3137839,1.0749861,0.98938936,1.1996899,1.0730132,1.2701534,0.95602983,1.3012774,1.1334116,0.4585877,1.106953,1.2498808,0.76295453,0.96061003,1.0107706,1.0617567,1.1988306,0.9155929,0.8184326,0.7011169,0.6732432,0.6598787,1.1353003,0.9262507,1.0932024,0.93278825,1.2594721,0.9214356,1.2803004,1.0044409,1.1862702,1.1375312,1.01279,0.9715503,1.1892545,0.0,0.6817739,0.81489503,1.4267743,1.0232313,1.185895,1.4074402,0.8943472,1.0860678,0.92801607,0.9688162,1.0210242,0.9006901,0.84446156,0.7370487,1.2978227,0.97605956
sweater,1.1517994,1.1400274,1.3779683,0.40109634,1.2538469,1.422024,1.2783681,1.3850758,0.7047626,0.70173055,0.5254922,1.3272794,0.5073915,0.49538058,1.2699621,0.5022657,0.7857505,1.1716058,1.4443136,1.4214959,0.8534566,1.3930283,1.2774324,1.3503463,1.2270274,1.2954738,0.9549247,1.0793011,0.59395444,0.65588397,1.131811,1.2583191,0.6694462,0.78178334,0.7413312,1.476142,1.2810905,0.3853699,1.3221807,1.4986199,0.6966227,1.4328086,1.3020692,0.9745053,0.7495939,0.89725155,0.86006314,1.208519,0.54043937,1.0740744,1.3128215,0.54126555,1.2444847,0.5812742,1.0519564,1.2643367,1.3996091,0.8771402,1.4450018,1.2791116,0.73035526,1.3362646,0.8740613,0.8415101,1.3037808,0.50105727,0.9629423,0.67875844,0.9085827,1.1917412,1.2224245,0.91314507,0.4138106,1.2493892,0.21517223,1.4351227,0.76081467,1.4712586,0.7919914,1.0932614,1.1381837,1.0806378,0.63455015,0.61066705,1.0094513,1.2378007,1.383269,1.1440725,0.9555137,1.0552667,1.3301432,0.70662344,0.9639984,0.28973508,0.25765324,0.7828315,0.9412399,1.4860822,1.4940186,1.475997,0.95714164,1.1207674,1.2736752,1.3659726,1.3465276,1.192207,1.3330524,1.2569407,0.9792246,1.4358635,1.4194894,0.6742319,0.7481107,1.3280226,1.0733588,1.2835515,0.9098184,0.9123962,0.09905863,0.9427339,0.47700334,1.3301982,0.7997793,0.8658285,0.5076163,1.409633,0.6150104,1.3298628,1.1873175,1.2426388,1.4966279,0.89817643,0.81472605,1.3375453,0.6817739,0.0,0.6402427,1.4625248,1.0513327,1.1120307,1.3299556,0.8372935,1.2213992,1.3612248,0.93376935,0.97804046,0.8586987,0.9215598,1.1746207,1.3366134,0.806424
table,1.1276435,1.4311471,1.5120181,0.5069511,1.241245,1.4373174,1.2572397,1.2863069,0.5260334,0.9350266,0.3832965,1.4663627,0.542813,0.4787408,1.3167198,0.47324306,0.5733125,0.8064877,1.3920085,1.0571578,0.49836534,1.1671319,1.435091,1.2827547,1.3472699,1.5227594,1.0698162,1.3591406,0.79402226,0.831779,0.88613427,0.95234126,0.5877322,0.5917209,0.7557589,1.2922635,1.4272641,0.46270895,1.1720561,1.5116773,0.44969738,1.3230553,1.2914433,0.6199354,0.7457125,1.0451849,0.91912603,1.1108339,0.947136,1.3025591,1.346185,0.9533915,1.3102412,0.7507386,1.3680761,1.3539321,1.3353672,1.2766652,1.2221977,1.1445742,0.6601314,1.4815502,1.223776,0.9065205,1.1397685,0.8230411,0.94266164,0.85278213,1.3556502,1.2087128,1.120392,0.62277675,0.5033639,1.0991428,0.6822541,1.294731,0.6473259,1.4764955,1.2110448,0.9187536,1.1596622,0.9363003,0.7682506,0.65446603,1.0121475,0.9955691,1.4465637,1.0752405,1.3014742,1.2343805,1.3466494,0.74115705,0.9273179,0.6239779,0.877454,0.601519,1.0018435,1.5144516,1.4696019,1.4247589,1.2808506,1.3569825,1.0390966,1.3011738,0.8242508,1.0747267,1.3247259,1.1423243,1.0631481,1.4391205,1.4292849,0.618608,0.8110086,1.5012012,0.87056917,1.0264866,0.7271261,0.5807057,0.64073795,1.08145,1.063993,1.3962777,0.6894325,0.68103856,0.49928844,1.5706296,0.68567276,1.4362569,1.4328959,0.93090504,1.3364692,0.65491354,0.693643,1.3949282,0.81489503,0.6402427,0.0,1.3992577,0.75651944,1.4392467,1.4165869,0.6919519,1.339503,0.9558757,0.2809716,0.90939844,0.8592591,0.8741622,1.2228165,1.5150707,0.8202238
tape,0.9717878,0.82357216,0.36242008,1.4770381,0.66657007,0.44672358,0.800228,0.66226625,1.2922857,1.0282757,1.4608247,0.38287377,1.4516759,1.4200338,0.6596807,1.4482422,1.185768,0.8979678,0.38984752,0.47855747,1.2457904,0.8159202,0.7697177,0.66629004,0.82083315,0.55641586,0.80297875,0.8167398,1.2871532,1.3174682,1.0870914,0.5758628,1.3847848,1.2852287,1.2446296,0.6476316,0.7945452,1.4428089,0.7185644,0.27080876,1.4815316,0.47931266,0.8835596,1.2727021,1.3117758,1.1814958,1.2971356,0.92900264,1.347302,0.9332183,0.47687352,1.1768165,0.772149,1.2565541,0.86637545,0.55856395,0.78978574,1.117564,0.748168,0.77052873,1.3915105,0.43964183,1.1352496,0.96134627,0.6910971,1.3252823,1.2418184,1.367455,0.83301556,0.7853379,0.96785027,1.1448247,1.4532974,0.9285423,1.4706876,0.6691799,1.4444207,0.32453597,1.2257969,1.1009455,0.79903084,1.0583586,1.4362897,1.3717017,1.0762113,1.0623797,0.29894996,0.93560934,1.0421121,0.8907576,0.5100715,1.3550712,1.1425294,1.5370613,1.4000757,1.2328256,1.1970893,0.35350502,0.47638953,0.50404674,1.0680153,0.78393584,0.9304405,0.8054121,0.8452823,0.96615434,0.51428634,0.9058246,1.172063,0.47168267,0.59475225,1.4010477,1.2055608,0.67856956,1.0982847,0.9231542,1.1849025,1.1811266,1.479343,1.127544,1.3605672,0.77158976,1.2583666,0.9399303,1.365468,0.32712114,1.2657075,0.40365326,0.6822439,1.0021992,0.589936,0.9589826,1.2988824,0.6590888,1.4267743,1.4625248,1.3992577,0.0,1.1720644,0.7505918,0.5468087,1.3339542,0.7622184,0.7082068,1.2398272,1.2032125,1.0382968,1.0870181,0.9997146,0.3996197,1.2724946
toast,1.1667565,1.2409005,1.2682154,0.9905614,1.1851382,1.231192,0.9443677,1.0749608,1.0815734,1.1240495,1.0121853,1.2775527,1.0779568,0.92107266,1.1800538,1.0120811,1.0225303,1.0073947,1.1842595,0.97827905,0.9967741,0.36796492,1.2943748,1.1540438,1.1250786,1.2982054,1.196013,1.2401793,1.1507212,1.1833038,0.3385899,1.0960563,0.96669143,1.005188,1.0234311,0.6093651,1.1015749,1.0278231,0.7634306,1.2874961,1.036388,1.1549591,1.0830519,0.83947223,0.9975417,1.1985097,1.0415202,1.1365149,1.096718,1.1461451,1.1020064,1.1526066,1.1308736,0.9695097,1.2307733,1.2258189,1.1498786,1.2603525,0.9703568,1.1501398,1.0069554,1.2446034,1.243176,1.10011,1.1670856,1.0511825,0.83266467,1.072223,1.3389435,1.123755,1.0479755,0.9562545,0.9760151,0.9397994,1.0704123,1.0590024,1.0236336,1.2767318,1.1480381,0.1297918,1.0624845,0.85547256,1.0343058,0.9946204,0.94778997,0.5805796,1.2483463,0.9500124,1.1911265,1.1505914,1.0913191,0.9822654,1.0332284,1.0738442,1.1158724,0.9343177,0.8801996,1.2713617,1.2430876,0.91282284,1.1623826,1.2091581,0.23904431,1.1631217,0.4306717,1.0198853,0.9821586,0.93216616,1.1007959,1.2191958,1.1951663,0.94613993,0.9969518,1.2611337,0.0981372,0.72089237,0.9866558,1.020148,1.0517622,1.0958672,1.1047297,1.2074926,1.0208112,1.001065,1.0284637,1.3232522,1.0850717,1.1696886,1.2692177,0.6396897,1.0717812,1.0250518,1.0403532,1.1586373,1.0232313,1.0513327,0.75651944,1.1720644,0.0,1.2622104,1.2290729,1.123567,1.1734664,1.1072894,0.6190213,1.0049955,1.0597467,1.0827373,1.2056525,1.2961464,1.0760255
toe,1.1679988,0.29833847,0.43585777,1.0340353,0.832397,0.70511407,0.92714983,1.0021816,1.4490161,1.1828635,1.3555356,0.635219,1.366183,1.18823,0.929808,1.3746153,1.3714792,1.2071476,0.82357496,1.0373894,1.4135598,1.0474752,0.7498253,1.0977706,0.8295779,0.71516323,1.0685979,0.32878006,1.2120831,1.2122144,1.2248803,1.1454407,1.3638096,1.3925874,1.132992,0.9030365,0.84900427,1.3046072,0.8251358,0.5598147,1.4563677,0.9132188,1.1188016,1.3797592,1.2839426,0.81270874,1.2249202,1.0994465,0.9688711,0.27675277,0.7059574,1.0570214,0.5646657,0.9657022,0.103426576,0.745245,0.9314969,0.42650104,0.93149143,1.0192316,1.2598016,0.4141702,0.80836445,1.161201,0.7238468,0.88073784,1.1560284,0.5647866,0.503176,1.0700983,1.1160554,1.2682866,1.3414545,1.0717585,1.0273654,0.8347501,1.4162424,0.8465714,0.6488269,1.2302253,0.76743484,1.2122436,0.9795408,1.270426,0.64129794,1.1740427,0.44162244,1.0513675,0.43908083,0.44160843,0.6673558,1.2917991,1.2554653,1.0519668,0.9727155,1.1880178,1.0386436,0.65415096,0.6788387,0.65859765,0.4228419,0.9685082,1.140466,1.0941095,1.1651008,1.0987715,0.7772654,0.94921845,1.1733383,0.8696464,0.79275906,1.3968432,1.2555304,0.6501855,1.2272254,0.9495844,1.3232675,1.2450167,1.1322165,0.92934954,0.93570447,0.8614662,1.1997654,1.3612478,1.3069202,0.33568108,1.277555,0.5856768,0.65250206,1.1378773,0.81192005,1.2854666,1.0769035,0.6891099,1.185895,1.1120307,1.4392467,0.7505918,1.2622104,0.0,0.41045445,0.97396755,0.93626344,1.082423,1.3950901,1.2628962,1.1103129,1.2349888,1.1001003,0.32441294,1.2885835
tooth,1.0613106,0.60774374,0.43387854,1.2718215,0.794329,0.6486962,0.83541465,0.8685646,1.3887277,1.1519034,1.4385655,0.633862,1.4607015,1.2054442,0.7129903,1.4018824,1.2956057,1.03791,0.59916973,0.8094946,1.3625238,1.0054413,0.7968136,0.93614936,0.8583789,0.7845648,0.9629872,0.5111676,1.1833704,1.3661726,1.12322,0.83292294,1.3759302,1.4146142,1.1174648,0.85791695,0.83786756,1.4555429,0.8685709,0.39127153,1.4263535,0.78267264,0.97433925,1.2653768,1.2660022,1.0281904,1.2485323,1.0707318,1.2388752,0.42850882,0.7345653,1.1401607,0.56407595,1.0933712,0.48281056,0.7218773,0.8589581,0.8424325,0.77742696,0.89229596,1.2993281,0.363025,0.9142272,1.1214755,0.5411536,1.0986447,1.0852776,0.8963987,0.6808547,1.0317307,1.0295092,1.1402508,1.3822801,1.0851783,1.2830629,0.7552778,1.3412416,0.6454603,0.8862436,1.1786667,0.8807498,1.1629195,1.12321,1.3958359,0.53101057,1.141001,0.3370936,1.0632917,0.537379,0.52716494,0.7660347,1.3754724,1.1563361,1.1893755,1.2440851,1.1789708,1.1703172,0.48304987,0.5233605,0.6589401,0.8211465,0.98402315,1.0911124,0.9593899,1.0325317,0.98506033,0.7298089,1.0118027,1.197078,0.82762384,0.7270438,1.4038382,1.1388825,0.65623426,1.1925095,0.95639306,1.2123595,1.1310475,1.3160164,1.100484,1.1563605,0.8004929,1.2043864,1.1792297,1.243118,0.41343498,1.2312145,0.6911525,0.8130067,1.069472,0.68239814,1.0832785,1.0674943,0.7068213,1.4074402,1.3299556,1.4165869,0.5468087,1.2290729,0.41045445,0.0,0.905417,0.96052706,0.92114615,1.2968829,1.1901956,1.087516,1.142066,1.0460725,0.3042028,1.2338065
toothbrush,1.054391,0.96331704,1.3038632,0.62262154,1.071627,1.2621925,1.0838819,1.3529468,0.7980027,1.0633681,0.8547183,1.3082747,0.83425057,0.59801316,1.1143352,0.8190721,0.7721846,0.88407075,1.3736979,1.1838865,0.70275956,1.35152,1.1801952,1.1844163,1.1057298,1.3703222,0.85748094,0.8173643,0.9595048,1.0623224,1.124226,1.1021388,0.9698816,0.9876202,0.67366356,1.3585835,1.3950207,0.95349085,1.2059773,1.2255273,0.6663649,1.3082345,1.2536291,0.85824823,0.99552464,0.7666582,1.0344207,0.94791615,0.9085449,0.8650031,1.2315972,1.0516921,1.0820124,0.85727865,0.7960453,1.0609509,1.1359888,0.88037205,1.0640439,0.8348358,0.61470205,1.1413462,0.7280475,1.0697662,0.56291044,0.89937276,0.82628524,0.37738758,1.103101,1.222781,1.1936195,0.6543967,0.75387824,1.154741,0.7723985,1.0790361,0.9125797,1.4210966,0.7935828,1.1639136,0.9211112,1.0643396,0.4587047,0.8213361,0.79624176,1.1827205,1.3401897,1.1056983,0.7885661,1.0006667,1.2891935,0.98230195,0.9433334,0.5811559,0.86347157,0.655111,1.0214345,1.2014301,1.0866165,1.230731,0.8444641,1.312468,1.2626919,1.2455331,1.1940216,1.0904756,1.348958,1.1458013,0.9714361,1.349774,1.4407094,0.948885,1.0007262,1.2355795,1.1631206,1.107015,0.8747397,0.40584552,0.79587054,0.94179237,0.8664549,1.2305402,0.96317154,0.8480418,0.74217004,1.2684245,0.7812992,1.3085495,1.1942935,1.1202414,1.0851836,0.62110513,0.5812347,1.1552776,0.8943472,0.8372935,0.6919519,1.3339542,1.123567,0.97396755,0.905417,0.0,1.2792088,0.78504145,0.8269235,1.0698493,0.8077514,0.8264948,1.1119907,1.1440403,1.0024146
towel,0.7482765,0.84394765,0.8745785,1.2751756,0.95435786,0.7601491,0.96886843,0.6345563,1.0174582,0.9958958,1.1313016,0.513361,0.9760581,1.1604797,0.9187405,0.9428186,1.1293403,0.7793883,0.8401023,0.82808185,1.0635659,0.92286056,0.5923668,0.70070577,0.93254596,0.45196378,0.96178466,0.8655214,1.1753109,0.74975073,1.1266444,1.0888727,1.2371185,0.9931168,0.99997824,0.9181305,0.6860381,1.1264721,0.9328816,0.6738458,1.14792,0.7324756,0.94867325,1.1141235,1.2162678,1.0942347,1.0560079,0.73175013,1.0089731,1.0259839,0.96918494,1.0735621,1.0510827,1.38923,0.9026624,0.69390166,0.8621145,0.7936188,0.7832895,1.0595613,1.365185,0.8876498,0.6496811,1.0276974,1.0401151,1.3581861,1.0595416,1.2172906,0.817021,0.9303458,1.0622817,1.2172676,1.1070391,1.0698924,1.1151004,0.67289317,1.0925472,0.62321126,0.9662414,1.0734129,0.84144175,1.0632688,1.1010263,1.2665608,1.2612492,1.0351173,0.9175143,0.20710552,0.89096,1.1576698,0.9542763,1.0092561,1.0908096,1.1083838,1.0123174,0.9086897,1.0906981,0.5955427,0.6568925,0.85010314,0.863451,0.38025624,1.0295455,0.9113905,0.930279,1.0851765,0.9372602,1.144743,0.8406228,0.68264496,0.7524538,1.2103251,1.1000785,0.94921166,1.0986468,1.0397243,1.2054734,1.3270192,1.2459537,0.82858366,0.8782922,0.8376905,1.1319582,0.85138834,1.0707123,0.6460149,1.1765331,0.5931256,0.7003505,1.0962411,0.74263453,1.2908025,1.1900897,0.7170551,1.0860678,1.2213992,1.339503,0.7622184,1.1734664,0.93626344,0.96052706,1.2792088,0.0,1.1016312,1.2104609,1.0737551,1.2815944,1.1119381,0.7908333,0.8232094,1.0033181
toy,0.99958634,1.0800469,0.77278274,1.2728622,0.5741025,0.65237343,0.8017609,0.8114526,1.2003391,1.2796926,1.153886,0.9614449,1.2892473,1.1065418,0.8943912,1.163078,1.0169847,0.6381514,0.724055,0.79172343,0.714389,0.9883992,1.0853286,0.76868814,0.9710108,0.94247746,0.8641752,1.0972776,1.3029344,1.1963408,0.9880997,0.65279645,1.2253058,0.9269844,1.2122175,0.8804326,1.0543904,1.2427268,0.79244316,0.7223848,0.90787876,0.76375026,0.79792106,0.9973719,1.0588365,0.7387629,1.2205123,0.9482356,1.1708623,1.0772345,0.7195335,1.4005466,1.0615541,1.1466353,1.124618,0.9482764,0.74918914,1.3177166,0.8665757,0.4265139,1.0218092,0.9380175,1.0230582,1.1485876,0.41282272,1.2214514,1.1390228,1.159456,1.133944,0.8912641,0.7966645,0.976652,1.0653241,0.843391,1.3716547,0.8792666,1.095667,0.9116105,1.2891629,1.1268929,0.8616182,0.89295876,0.9941601,0.9307154,1.0566292,0.96923465,0.8173884,1.1968331,1.1901016,1.184298,0.8099053,1.2436765,0.8516815,1.2673261,1.4352691,1.062297,1.151346,0.8392675,0.79916924,0.7351601,1.1334261,1.0290362,1.0215474,0.764841,0.98636556,0.71216094,0.9557135,0.7538354,0.7536174,0.7015374,0.8050004,1.2246516,1.1145269,0.73671544,1.1048965,1.0987419,0.95801055,0.6943393,1.3087696,0.9416717,1.3026838,0.97302616,1.2103345,1.2027345,1.1402639,0.8661662,1.1470355,0.99025404,0.92585945,1.1268227,0.81339705,0.822171,1.1569449,0.8370927,0.92801607,1.3612248,0.9558757,0.7082068,1.1072894,1.082423,0.92114615,0.78504145,1.1016312,0.0,1.0081062,1.1277637,0.8665362,0.8960055,0.92437935,0.8816634,1.2787497
tray,1.1616602,1.385852,1.345048,0.74947906,1.1629735,1.2378654,1.1022767,1.1392409,0.6653167,1.0817618,0.68040645,1.3480215,0.81722546,0.71319354,1.252794,0.74579525,0.6820397,0.83082485,1.1793767,0.6032205,0.6051115,0.922597,1.3606318,1.0729916,1.3177006,1.3935726,1.1803521,1.3228567,1.0418278,1.0548798,0.7611487,1.0630623,0.7750342,0.7461583,0.85098624,1.0435271,1.3025671,0.8144219,1.0084991,1.3500774,0.6712327,1.0648819,1.1894406,0.52287394,0.8826345,1.0876637,1.0156584,1.0359349,1.0843235,1.277128,1.1992991,1.1848432,1.2893636,0.8924079,1.3328725,1.2782838,1.1984245,1.2871305,0.9057971,1.1589154,0.7448325,1.3947093,1.2214097,1.0167435,1.1066562,0.991054,0.890713,0.930505,1.370811,1.1650423,1.1058466,0.84459865,0.76818705,0.88474894,0.96728164,1.0504109,0.86388147,1.2961369,1.2079074,0.78423357,1.0911067,0.8162266,0.8585223,0.9017683,1.0031835,0.8248951,1.3155185,0.8749722,1.2699219,1.2369792,1.2034376,0.7954589,1.038953,0.8569704,1.1112745,0.7538179,0.92624074,1.3449035,1.2806686,1.1828964,1.2569042,1.3396689,0.784905,1.1749527,0.38593662,1.0855935,1.1292748,1.0096011,1.0787396,1.3153205,1.2926974,0.6984724,0.90626276,1.424383,0.7836032,0.7429482,0.82695997,0.79367685,0.90579796,1.1244133,1.1691151,1.239218,0.8643704,0.6778423,0.73983943,1.4508672,0.9176842,1.2660725,1.3982385,0.60873926,1.0187808,0.9347824,0.8915549,1.2042916,0.9688162,0.93376935,0.2809716,1.2398272,0.6190213,1.3950901,1.2968829,0.8269235,1.2104609,1.0081062,0.0,0.9291691,1.0255263,0.9948025,1.2136798,1.4210292,0.9453579
tree,0.95659524,1.2116295,1.1391839,0.91297495,1.090864,1.0827583,1.1667491,1.0579351,0.8245009,0.93555707,0.8663691,1.126807,0.89018124,0.9696033,1.0038127,0.9106102,0.91757846,0.96959203,1.0352947,0.98892987,0.9348631,1.1406178,1.1000435,0.95692855,1.0783925,1.0900514,0.94069755,1.2623079,0.8601843,0.91820973,1.049948,1.0184847,0.78786623,0.9046037,1.0788645,1.1919477,1.032193,0.8727121,1.262135,1.2002852,0.83482176,1.0206181,1.0499345,0.91024894,0.90713495,1.1139272,0.76050717,1.0087929,0.9582942,1.1540983,1.1678165,0.98124665,1.0755651,0.89161694,1.2396367,1.1407694,0.96801424,1.0515913,1.1900004,1.1152223,0.8762789,1.1771066,1.1288867,0.90867037,1.2238953,0.894938,0.8949331,1.0718278,1.0694674,0.80503994,1.0148028,1.0184474,0.96442807,0.98454076,1.0269483,1.2328452,0.8060875,0.97205114,1.0609244,1.0360823,1.1398993,0.9419321,1.0488564,0.96332,1.0867053,1.0018824,1.1737677,1.1588839,1.1189232,1.0786566,1.1589493,0.82114476,0.92551833,0.9553133,1.0551381,0.9534585,0.99538803,1.1581416,1.1871843,1.2755535,1.1964781,1.0471996,1.0955898,0.7083939,1.0239798,1.0291015,1.1533678,0.9980444,1.061336,1.0728793,1.0313092,0.7595246,0.90375453,1.1060135,1.0092691,1.0060151,0.9193521,1.0302856,0.92931205,1.1122496,1.0097178,1.0646244,0.8614246,0.95782864,0.92075074,1.2725217,0.8878115,1.2006831,1.1888622,0.93178546,1.2487437,1.0345888,0.96751237,1.0463657,1.0210242,0.97804046,0.90939844,1.2032125,1.0049955,1.2628962,1.1901956,1.0698493,1.0737551,1.1277637,0.9291691,0.0,0.9394462,0.8480419,0.94201165,1.2503008,0.3516522
