,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
nose,1.3355944,0.46777403,0.40402132,1.1746658,1.4348865,0.58743906,0.56618065,0.9971129,1.0959731,1.3664725,1.2299393,1.3842322,0.39964342,1.3708968,1.4357613,1.1559464,1.4742053,0.90714437,1.3355714,0.6046427,0.80344796,1.4624491,0.7912865,1.0499856,1.0833106,0.7468262,0.5795164,0.8270563,0.4848665,1.2165496,1.2922655,1.057865,0.54352236,1.43603,0.7654372,0.8890519,1.3313175,0.9868435,0.70904195,1.4136784,1.0440532,0.4245959,1.5404466,0.73304516,0.8069184,1.4185832,1.2456579,1.0943798,1.1648997,1.2390772,1.1282985,0.6055823,0.56674,1.1396089,0.2757014,1.1169331,0.49989277,0.6965382,0.9475425,0.63793296,0.7036029,0.9910409,1.3436263,0.34043282,0.827093,1.2110901,0.7761967,1.1220491,1.053699,1.1047133,0.5738308,0.95418894,1.3631009,1.2114102,0.78717554,1.2638581,0.9474991,1.309468,0.5382539,0.46750307,1.2717848,1.1673946,1.3827968,1.3646712,1.3076189,0.74269533,0.97126675,0.25076878,0.8891078,0.5453495,0.0,0.6113484,1.4396515,1.176166,1.3239601,1.2248056,1.3583128,0.50035816,0.5716277,0.9580382,0.8656202,1.0662105,0.77936316,1.2557144,0.82493734,1.1455319,0.8949403,0.717613,1.0470656,1.4977927,0.6921152,0.26520932,1.4582998,0.85010886,1.3088734,0.9453648,1.0521315,1.3616326,1.1068349,1.0887336,0.5829481,1.2104131,0.8321764,1.1966543,0.3601209,1.1561579,0.5797155,1.1364853,1.2006509,0.58095694,1.1777376,0.7262746,1.3682374,1.348674,1.2487068,1.555642,0.7268342,0.23212844,0.6853996,1.3112288,0.83429813,1.0515832,1.4972746,1.2226179,1.3194294,1.2386951,0.9565969,0.31331724,1.1963899
orange,1.3628962,0.85694957,0.16165614,1.0451313,1.3949236,0.35052717,0.47576344,0.5565265,1.0935062,1.4471226,1.1262621,1.3979142,0.79392934,1.4934205,1.4201506,1.1488537,1.4187634,0.98576814,1.2266884,0.59173626,0.67395383,1.3251817,0.60934484,1.2254112,1.0746053,0.77616096,0.78513175,0.8613668,0.46536803,1.3698606,1.4361646,0.7002677,0.64382696,1.4589623,1.0168605,0.9602939,1.4501054,0.6136755,0.7683811,1.4018488,0.87166584,0.5992266,1.5112852,0.7660061,0.7005391,1.2699132,1.2132244,1.0826472,1.2417723,1.2562526,1.2007464,1.0263215,0.1660142,1.1496739,0.8153066,1.0999396,0.8617874,1.0101396,0.8141507,1.0944588,0.6444211,0.93853146,1.3339291,0.7604152,1.0285041,1.259741,0.7267568,1.2450671,0.8355762,1.2643011,0.89032245,0.8908329,1.1790639,1.3111713,0.58566296,1.3061533,0.92262214,1.3502724,0.685585,0.77196574,1.2234724,0.582176,1.195035,1.2113851,1.2997967,1.095774,1.0099101,0.48854184,0.9994188,0.99917865,0.6113484,0.0,1.3949428,1.2847623,1.4273591,1.3385894,1.2624173,0.7518774,0.77147233,1.0864638,0.5128712,1.0477543,0.8856037,0.91595817,0.84878945,0.79185784,0.86245334,0.66236955,0.47047096,1.4154111,0.82548183,0.5982553,1.3919008,1.0342226,1.1303698,0.9016937,0.8579179,1.3551202,1.1826322,1.2579148,0.74790186,1.2263613,0.9788294,1.0743738,0.69425786,1.1308973,0.69049335,1.1393872,0.9810274,0.6716784,1.2710673,0.47565567,1.3726528,1.347507,1.2517688,1.319141,0.58231723,0.6950876,0.9786187,1.2377124,1.0388389,0.80840045,1.0849503,1.1412816,1.2835727,1.1387262,1.1199799,0.6924685,1.3101573
oven,0.71245897,1.3773861,1.4498315,1.0837502,0.60032254,1.4120847,1.403474,1.2479925,0.99046737,0.4621085,0.94177914,0.61561406,1.3394163,0.5479913,0.7964304,0.9781074,0.6868775,1.2076249,0.9294885,1.255203,1.0572324,0.7184124,1.2601073,0.9586746,0.8723099,1.3041267,1.0822146,1.129208,1.4078833,0.7479216,0.602563,1.2109678,1.3157808,0.45506704,1.0381688,0.85772634,0.6614192,1.1792433,1.2318621,0.58722687,1.1181009,1.4330127,0.5214395,1.1387044,1.3476405,0.74351215,0.83547187,1.12034,0.6082058,0.64025176,0.8680146,1.1723213,1.4613707,0.8138231,1.3139778,0.9031332,1.3303831,1.286158,1.2311898,1.2482736,1.238817,1.2519529,0.6751938,1.3832164,1.2645268,0.781178,1.3873296,0.8232428,1.0431117,0.952667,1.2520409,1.1423202,0.60393804,0.8923905,1.1822503,0.7852309,0.98403555,0.7280711,1.22003,1.2621208,0.870292,0.95802885,0.78442043,0.90734094,0.7768123,1.0771744,1.0392474,1.462554,1.1320429,1.2750587,1.4396515,1.3949428,0.0,0.8270557,0.79380673,0.7676971,0.8587729,1.3540401,1.354685,1.0788443,1.2973787,1.0291021,1.1921563,0.91869026,1.1939253,0.97038853,1.2060255,1.3082912,1.0874963,0.69611454,1.0891272,1.3832215,0.19620574,1.2058159,0.7963116,1.0739218,1.1382523,0.70448005,1.0267187,0.8477999,1.2108371,0.6049431,0.94741917,0.9386507,1.4930848,0.94061893,1.296319,1.0127833,0.8590628,1.2632657,0.83224034,1.3377546,0.7033359,0.68363297,0.8712008,0.6162863,1.2781403,1.4489814,1.3189756,0.8437789,1.1124326,1.2278185,0.6579427,0.76391816,0.88536507,0.86483157,0.84416455,1.3954253,0.6526225
owl,0.608047,1.2630198,1.2778616,1.0431502,0.65697724,1.1763186,1.3286126,1.1977391,1.1185513,0.71352696,0.6805639,0.7995185,1.3580458,0.81893647,0.63223207,0.3990512,0.6440418,1.2300777,1.0495825,1.3055713,1.3560752,1.0377487,1.0478925,1.0351278,1.2833693,1.2181308,1.4255954,1.1376319,1.3009752,0.29139835,0.9358816,1.1201171,1.2045933,0.7019832,1.2291741,1.2745076,0.7579665,1.1332476,1.1437807,0.71790123,1.0880102,1.4226475,0.76751566,1.3576711,1.2422793,0.9262676,0.391827,0.8571137,0.8749457,1.1896274,0.6934689,1.0879978,1.300678,0.76021016,1.1771604,0.70312357,1.1767704,0.7650185,1.1847998,1.1271334,1.4299695,0.8837654,0.59758645,1.3002795,0.94979244,0.8101765,1.1390854,0.54034805,1.1045847,0.88799095,1.0243845,1.1193532,1.0086772,0.7095423,1.2713258,0.7668759,1.3467128,0.8869937,1.302386,1.2400346,0.7163719,0.9727761,0.9737269,0.7637373,0.95253265,0.9064439,0.7876034,1.2376252,1.2016592,1.1721172,1.176166,1.2847623,0.8270557,0.0,0.563854,0.759361,0.9034946,1.373657,1.4625293,1.087734,1.222616,0.7714524,1.2573469,0.99357873,1.1936625,1.2255423,0.9835737,1.2048254,1.207121,0.88090926,1.2873249,1.254898,0.7769297,0.64560676,0.9359125,1.2485428,1.235247,0.61991566,1.0331209,0.81949794,1.3584667,0.7761034,1.1657603,1.1443205,1.271425,0.8055501,1.1764514,0.98490644,1.0492449,1.454385,0.901965,1.2530261,0.8640679,0.56891,0.9350356,0.82948506,1.3454645,1.1986129,1.0650983,1.0994155,1.2240556,1.2012628,1.0402765,0.7992956,0.95790464,0.9425375,1.2071162,1.3386176,0.7960132
pajamas,0.77939576,1.1103957,1.4441664,0.8390549,0.29301172,1.3931862,1.3776407,1.3139006,1.2567875,0.6521173,0.75543195,0.672313,1.2799418,0.6057933,0.3706349,0.9193598,0.48078543,1.2778633,0.98754734,1.5121212,1.422785,1.0010313,1.2268113,0.955794,1.2393501,1.4191428,1.429566,1.3320574,1.2966745,0.46384537,0.7359162,1.2703944,1.4441739,0.69115937,1.0449771,1.3157896,0.6922575,1.3187041,1.3240259,0.5845001,1.1637747,1.4847653,0.6853613,1.4605134,1.3892248,0.8745589,0.7165871,0.81567407,0.8854828,1.0908376,0.5498086,0.90459347,1.4345404,0.55967736,1.2457398,0.70041686,0.9034856,1.0629889,1.3767545,0.85117066,1.5585027,1.2408084,0.6183152,1.356227,0.7654607,0.79864997,1.2339817,0.5499742,1.178177,0.4473616,0.9775358,1.2580079,0.93695664,0.49815935,1.4645202,0.42528605,1.3384359,0.8960747,1.475522,1.2892894,0.7043649,0.96884435,0.961146,0.5619287,0.87175524,0.70968306,0.95902675,1.374323,1.0858111,0.9344493,1.3239601,1.4273591,0.79380673,0.563854,0.0,0.40801835,0.7618594,1.4346628,1.3868134,1.1582603,1.3800278,0.85943455,1.3037905,1.1101614,1.3919379,1.3416774,1.2687452,1.0733362,1.2356513,0.8194357,1.4646287,1.2875919,0.7392143,1.0655483,0.91367626,1.2124753,1.4186882,0.27364147,0.9411368,0.55820143,1.4597969,0.8820436,1.2462033,1.0084152,1.254025,0.88738966,1.3290606,0.6861461,1.0055275,1.5142021,0.91902065,1.4243238,0.779189,0.30771995,0.8960286,0.670565,1.5351162,1.096277,0.930306,0.9250782,1.0399866,1.3674486,0.9907971,0.822313,0.8149189,0.8576796,1.2454731,1.2847492,0.75089025
pants,0.86627877,0.996904,1.326525,0.9802293,0.54448926,1.4253837,1.3457961,1.2526903,1.2216281,0.72578704,0.9266799,0.82905924,1.134151,0.5427521,0.64342993,1.0737551,0.71195126,1.2058891,1.151123,1.4056165,1.420172,1.09324,1.2019522,0.9177915,1.2186693,1.4654244,1.2077715,1.2546648,1.1615899,0.58183616,0.61097157,1.307364,1.350667,0.666222,0.6614201,1.175141,0.8102175,1.2149384,1.2198706,0.6066806,1.1093603,1.3175712,0.8345965,1.3865087,1.3124986,1.0583419,0.86653525,0.9748559,0.847216,1.0703119,0.7982737,0.93487567,1.3797214,0.43431735,1.1900886,0.7882621,0.95711756,1.0306642,1.4038309,0.7628672,1.4724127,1.2830788,0.81077087,1.284312,0.88101447,0.8403461,1.3645833,0.6400192,1.1709014,0.78145415,0.9019786,1.221461,0.98229444,0.4990505,1.349802,0.19490981,1.2579088,0.8504382,1.3582252,1.1976947,0.84870136,1.162222,1.0633351,0.8526164,0.67061037,0.7496993,1.0286812,1.2925916,1.091044,0.8588473,1.2248056,1.3385894,0.7676971,0.759361,0.40801835,0.0,0.97028285,1.3494651,1.2944331,1.1200768,1.2538246,0.8837382,1.305736,1.1450999,1.2720168,1.3583913,1.232097,1.105971,1.2338933,0.88623446,1.3706281,1.1647644,0.74220365,0.988382,1.00303,1.1711403,1.4132099,0.31873035,0.93584305,0.1662885,1.2883362,0.8600799,1.0587796,0.9817952,1.108625,0.936433,1.2668351,0.7124829,1.0950913,1.3704343,0.88971955,1.3261068,0.64601624,0.35332984,0.9949225,0.8824143,1.4996055,1.0185006,0.97463495,1.0226605,0.99513257,1.4458046,1.1040698,0.9388871,0.7265551,0.86933684,1.0309554,1.1984375,0.80551463
paper,0.76974934,1.2645948,1.3334113,0.9159123,0.700421,1.2053466,1.2505636,1.2237545,0.99734867,0.73850524,0.7658807,0.67668694,1.351113,0.86825895,0.58008295,0.96712935,0.582669,1.10274,0.20742452,1.2972928,1.0916992,0.5067435,1.2467616,0.9412142,0.99646145,1.0447687,1.3432165,1.1840403,1.3390069,0.85441095,0.9682622,1.1090031,1.1819522,0.83337486,1.2206969,1.1557705,0.75021046,1.1330292,1.2530096,0.7712303,1.1202166,1.392652,0.6468472,1.2054201,1.1639363,0.595794,0.86114085,0.98119146,1.000221,0.93779457,0.95081776,1.1912766,1.3028363,0.95272213,1.23121,0.84061337,1.2145296,1.2080433,0.99715614,1.2029068,1.3079157,0.9933562,0.7881944,1.3609204,1.2280668,0.8416713,1.1581109,0.8672352,0.96741354,0.8536347,1.1745905,0.97533023,0.88044536,0.7671754,1.2381684,0.8983379,1.1962478,0.9242682,1.2566531,1.3017352,0.93680155,0.9476624,0.7785518,0.85610163,0.9794647,1.0630617,1.0803595,1.3602586,1.1695223,1.2028364,1.3583128,1.2624173,0.8587729,0.9034946,0.7618594,0.97028285,0.0,1.3010643,1.3099723,0.864482,1.225798,0.9553812,1.1637695,0.8162513,1.2112691,0.91519296,1.0461857,1.1905237,1.0151073,0.80726564,1.2244363,1.3246745,0.810478,1.223863,0.83983666,1.0581447,1.1335891,0.76283854,0.9979107,1.0520712,1.3991733,0.9149595,1.1551893,0.8906795,1.4068456,0.83475375,1.2157035,1.1023197,0.83993924,1.4039557,0.8461134,1.1508936,0.9592692,0.76774806,0.85148585,0.32242042,1.2021548,1.3475407,1.1113758,0.94615394,1.2035298,0.99963707,0.6491329,0.73753977,0.9410683,0.807577,1.2598563,1.3750339,0.8951434
pen,1.2693617,0.5786954,0.52851355,1.1252505,1.4240427,0.8032583,0.63749593,1.013999,0.94470006,1.2737099,1.3100272,1.4176806,0.23446369,1.2220737,1.534574,1.1747433,1.4712148,0.6068517,1.1702031,0.4326939,0.5832951,1.3014854,0.9128953,0.8258012,0.9502479,0.5890534,0.46056765,0.7286592,0.5778319,1.3788528,1.2588234,1.0541732,0.46292496,1.4152918,0.78065103,0.7784265,1.1170977,1.0343482,0.755477,1.4673662,0.9934287,0.16652143,1.4927454,0.5860418,0.6620895,1.3511285,1.3962998,1.2623806,1.2174497,0.9191956,1.3130208,0.9681633,0.6922357,1.307821,0.5749359,1.3189211,0.6633024,0.7697474,0.816346,0.71158874,0.3018186,0.93252,1.4482856,0.3313862,0.96629083,1.252676,0.7518337,1.3602095,0.89270216,1.2359822,0.860348,0.99921703,1.1597946,1.3225857,0.66050005,1.35049,0.39051694,1.2469147,0.38961077,0.49875212,1.3568214,1.2832816,1.3494456,1.4839008,1.300149,1.0608683,1.2129431,0.33541155,0.7474179,0.7024839,0.50035816,0.7518774,1.3540401,1.373657,1.4346628,1.3494651,1.3010643,0.0,0.07730961,1.0148022,0.8564028,1.2592175,0.615397,1.1858771,0.54561317,1.0248712,1.0025896,0.8416455,1.0728515,1.410305,0.6081407,0.5552721,1.4489586,0.98756593,1.2758399,0.90569526,0.59308404,1.4768007,1.1693921,1.2849734,0.479267,1.2262902,0.45960617,1.0668159,0.48763365,1.0416486,0.3171383,1.165437,1.2247303,0.38038272,1.0676478,0.7199329,1.3636358,1.4738294,1.1942235,1.4979895,0.67248195,0.5585475,0.7762476,0.8037771,0.69469917,0.8804302,1.2942953,1.2477435,1.228646,1.2490441,0.66966295,0.29239595,1.2285653
pencil,1.3158743,0.54284364,0.62126595,1.001099,1.3870323,0.85914344,0.659656,0.9385269,0.9074125,1.3225497,1.3450782,1.4171693,0.2862351,1.2133963,1.5121741,1.2439731,1.4996517,0.62318754,1.1713295,0.5744293,0.70836806,1.2723584,0.87558246,0.7328893,0.9381842,0.6493208,0.4838273,0.815799,0.52482575,1.4501791,1.2189503,1.0352055,0.5888633,1.4212272,0.75813884,0.7960894,1.0756859,1.0290415,0.753579,1.4740156,0.9269834,0.21479833,1.4783695,0.65642726,0.64787465,1.319533,1.4339483,1.2087513,1.2217011,0.8689259,1.2967173,0.87512237,0.6993285,1.2912531,0.609666,1.3251787,0.5686113,0.8231014,0.83625716,0.64968836,0.29354256,0.98514664,1.4374576,0.39195955,0.9037073,1.3176968,0.7580879,1.3677287,0.8628636,1.1013216,0.8611635,1.0082409,1.139811,1.3163447,0.6993492,1.3383875,0.36839634,1.1767465,0.51287395,0.5622623,1.293409,1.2593883,1.3418121,1.4163874,1.2639089,0.9738165,1.1827029,0.48172933,0.7329296,0.6116325,0.5716277,0.77147233,1.354685,1.4625293,1.3868134,1.2944331,1.3099723,0.07730961,0.0,1.0297291,0.84930193,1.2664006,0.68076485,1.2095071,0.5380959,1.0202714,1.0551169,0.78160524,1.0169913,1.3357451,0.66839993,0.5755109,1.4415078,1.026116,1.2340906,0.88250357,0.63391244,1.45716,1.1217345,1.1918073,0.45860314,1.3062483,0.5370488,1.0197469,0.50184214,1.1233095,0.5062033,1.0777504,1.2143288,0.34798527,1.0890821,0.7600502,1.3091722,1.4632927,1.15869,1.4896116,0.70034575,0.5384064,0.70692307,0.7265456,0.6949731,0.9013463,1.2683333,1.3079054,1.1916072,1.2287458,0.63412035,0.34693158,1.2570554
penguin,0.8064722,0.986322,1.1193566,0.9987319,1.0644048,0.9438548,0.988742,0.93076307,1.0081943,1.0982597,1.0019063,1.017407,1.062608,1.1084872,1.0703573,0.91478217,1.0573807,1.0790625,0.81643385,1.0146854,1.0482877,0.95371926,1.0407597,1.0776558,0.939001,0.8333404,1.0323931,1.0492853,1.0852419,1.1112785,1.0017421,0.9603955,0.9633739,1.11958,0.9158615,0.9920804,1.0523317,0.99027914,0.985337,1.0504242,0.961023,1.0806266,1.0527108,0.95460427,0.7817367,1.0019345,0.9949562,0.87989706,1.084862,0.97434,1.1181138,1.0586134,1.0557225,1.1477319,0.9530387,1.1918048,0.9923888,0.78958654,0.94815916,1.029526,0.9811167,0.5977307,1.1036572,1.0359994,0.9269968,1.1285468,0.9852441,1.1463978,1.0292448,0.97159594,1.0619156,0.72681785,1.0097781,0.9566626,0.98987454,1.0812757,0.9202585,1.0222569,0.9713906,1.1267325,0.9793431,1.0618949,0.97714454,0.9584346,0.9111668,1.1819181,0.9884402,1.0987581,0.9506521,1.0844525,0.9580382,1.0864638,1.0788443,1.087734,1.1582603,1.1200768,0.864482,1.0148022,1.0297291,0.0,1.0377388,1.0305997,0.8952786,1.0956643,0.9583202,1.0164008,0.7142703,0.87697095,0.92651755,0.91253424,0.9916388,1.0184965,1.119186,0.87940675,1.0166065,1.0797973,0.90174866,1.1436352,0.918946,1.0951227,0.949616,1.0790136,1.009809,0.9797023,0.9812114,1.0489798,1.0858439,0.9287007,1.0824821,0.98434967,0.90996754,0.99075586,0.91510546,1.1166384,1.1702358,0.9853432,0.9417617,1.0239934,1.1040059,1.0382717,0.9662309,0.8906592,1.0341057,1.0730368,0.95848536,1.0489898,1.0094397,1.0461205,1.1132205
pickle,1.2789578,0.7989452,0.57705355,0.82412493,1.350509,0.71693194,0.7589977,0.31919736,1.0701026,1.3656803,1.083487,1.3743947,0.8808428,1.432695,1.2971864,1.074687,1.3657053,1.0038533,1.1789534,0.9164968,0.87469417,1.242915,0.55855405,1.26194,1.1619331,0.8386729,0.9969803,1.0325323,0.54317296,1.3256131,1.4081111,0.33616352,0.80677795,1.363066,1.0980276,0.9926924,1.2898676,0.05503261,0.8162209,1.411782,0.8094229,0.7435671,1.4281809,1.0220296,0.72075737,1.1587346,1.1922519,1.147764,1.30208,1.0874424,1.2883903,1.0097455,0.4023472,1.191768,0.90972304,1.126092,0.9187404,0.867718,0.88282406,1.0092928,0.70344853,0.7566423,1.2748134,0.88943565,0.90932,1.2723498,0.7082417,1.2743208,0.712615,1.254469,1.0026615,0.9402821,1.13423,1.1830338,0.8342985,1.2248703,0.935057,1.2367849,0.9216602,0.92225987,1.0204908,0.8122789,1.1512779,1.151023,1.1742845,0.9897101,0.899179,0.75961995,0.93973815,0.99520564,0.8656202,0.5128712,1.2973787,1.222616,1.3800278,1.2538246,1.225798,0.8564028,0.84930193,1.0377388,0.0,1.0151165,1.059831,0.76984996,0.9932988,0.6679534,0.91684985,0.71614975,0.8768802,1.3763373,0.9832094,0.77392673,1.3579326,1.0260283,0.9191478,0.8634168,0.912481,1.3163173,1.0196486,1.211586,0.9425148,1.2594649,0.9591397,1.023443,0.7242007,1.0735917,0.81111765,1.0562754,1.0259641,0.7942532,1.1468494,0.6536862,1.3299329,1.3290085,1.1473209,1.2561858,0.590878,0.8144384,0.83006155,1.0021936,1.0738978,0.8719895,0.9927967,1.2635573,1.1766151,1.1169789,1.3097771,0.8767873,1.3530979
pig,1.0473443,0.93690777,1.0750569,0.9884379,0.95313376,1.0598099,1.1662204,1.0443975,1.0945482,0.98696476,0.84589267,0.9383072,1.2099879,1.0074131,0.9374046,0.7827021,0.96785545,1.1481847,1.0240693,1.2461612,1.2417736,1.0813147,1.0172668,1.16572,1.2215586,1.3216205,1.2528974,1.0625505,1.0721601,0.91305107,1.0462713,0.98077214,1.1119796,0.9029652,1.1160843,1.2118984,1.002021,0.96656346,1.2242312,0.8774941,1.1178788,1.2573315,0.9625128,1.2653446,1.1063423,1.0575914,0.8721401,0.7791192,0.9557511,1.0923975,0.82683146,0.97981054,1.072949,0.7246179,1.0027639,0.50565624,0.97737336,0.93397427,1.216553,1.0103201,1.3156025,0.98486996,0.86367977,1.0283505,0.7533564,0.92541754,1.0596569,0.69493514,1.048537,0.90603966,0.78894854,1.145043,1.0507601,0.83074695,1.1586847,0.8344281,1.2181169,0.9053335,1.249342,1.2737979,0.9567687,0.948262,1.0464585,0.6985949,0.87570214,0.73402554,0.94660884,1.1208268,1.2600312,1.0354365,1.0662105,1.0477543,1.0291021,0.7714524,0.85943455,0.8837382,0.9553812,1.2592175,1.2664006,1.0305997,1.0151165,0.0,1.2096632,0.9579984,1.2005025,1.1642163,1.1072005,1.0182219,1.0647504,0.9878272,1.1991866,0.98892,0.9269964,0.94750804,0.9559591,1.1823612,1.151284,0.8404882,0.8892302,0.8344041,1.2962508,0.96610385,1.160035,1.1026003,0.9165781,1.0008048,1.119654,0.8535362,1.1259878,1.3055825,1.0297031,1.0963358,0.8341582,0.8234439,1.0958042,0.9758137,1.0981064,0.9236362,0.88352734,1.1830401,1.2778867,1.0276049,1.0952944,1.0702326,0.90742165,1.0060815,1.2157211,1.1350011,0.9568508
pillow,0.84817064,0.9285701,0.82720834,1.3190625,1.4053849,0.73160243,0.6732205,0.93050355,0.6684052,1.1509299,1.3468769,1.0908033,0.61688334,1.037708,1.2227929,1.0758858,0.98263365,0.5745297,0.98213094,0.525265,0.7094157,1.1227635,0.95285,1.007217,0.63719934,0.63828874,0.49692184,0.5013673,0.9639618,1.191713,0.83220565,1.0251049,0.7383199,1.2134832,0.6551844,0.65262425,1.231378,1.1449636,0.5736002,0.99696904,1.0112355,0.6538204,1.1522768,0.49009508,0.7638167,1.2800407,1.1470629,0.93541753,1.0628142,0.9524896,1.0933346,1.059636,0.88881385,1.2579315,0.9032499,1.3762293,1.1003993,0.8327986,0.7458664,1.024413,0.5885817,0.8915533,1.3355538,0.6869999,0.9322973,1.1393298,0.93194443,1.3404535,1.0258291,1.3503873,0.8721075,0.86767006,1.28705,1.2653269,0.7555729,1.3512058,0.736663,1.1282766,0.442289,0.6453289,1.268477,1.130533,1.020606,1.2463058,1.0593573,1.3033798,1.1096494,0.7984253,0.37784863,1.0162983,0.77936316,0.8856037,1.1921563,1.2573469,1.3037905,1.305736,1.1637695,0.615397,0.68076485,0.8952786,1.059831,1.2096632,0.0,1.1069462,0.79932976,0.9234431,0.75699604,0.9059414,1.0134139,1.0244231,0.5280267,1.0136099,1.1740959,0.87042665,1.2907764,0.9319511,0.8119312,1.3239213,1.0498134,1.2299242,0.5057582,1.1234847,0.5910248,1.0268787,0.8119933,0.9048128,0.65790844,1.1568903,1.2075254,0.5322133,1.1694036,0.8520259,1.07432,1.3713605,1.2055856,1.3972763,0.6411835,0.9940914,1.1856542,1.1620462,0.35738885,0.8894403,1.2894958,1.1728654,1.1449947,1.1532011,0.67351884,0.700633,1.0050404
pizza,1.0259305,1.1808066,0.99761826,0.9418994,1.0155507,1.0235313,1.1021055,0.8392143,0.97538954,1.0814977,0.9734177,1.078231,1.2517035,1.1682901,0.9711648,0.97923297,1.0199851,1.1431774,0.8579273,1.1237166,0.9014122,0.9231524,0.55787385,1.2018542,1.1192173,1.0721436,1.2368656,1.0612365,1.0267248,1.0712649,1.1864743,0.75122845,1.0849962,1.0124454,1.2398679,1.0029405,1.0904305,0.67720485,1.0389842,1.0772046,0.7811452,1.1931344,1.0389342,1.1359025,1.059601,0.8757725,0.94532114,1.0571866,1.0760179,1.0867046,0.9635901,1.1636006,0.922038,1.0531977,1.1859256,0.9687277,1.2157965,1.0947658,1.0114329,1.1935605,0.9174887,1.0857857,0.97186095,1.1911691,1.1990207,1.0295597,1.068699,1.0325106,0.46196795,1.0681927,1.1949512,1.0124834,0.81391925,1.1459966,1.0432782,1.1172044,1.0429243,1.0530528,1.1679862,1.1422957,0.6773543,0.65464014,0.891543,0.9784156,1.0853715,1.0850171,0.7282763,1.1463567,1.0574886,1.2107311,1.2557144,0.91595817,0.91869026,0.99357873,1.1101614,1.1450999,0.8162513,1.1858771,1.2095071,1.0956643,0.76984996,0.9579984,1.1069462,0.0,1.1581209,0.36617434,1.0332704,1.0239258,0.92816025,1.0563881,1.1173586,1.194687,0.9403338,1.1306782,0.582045,0.8327166,0.9914546,1.0566505,0.98086125,1.1391208,1.1584992,1.0224828,1.1317692,1.0152982,1.1978134,0.96254283,1.1219792,1.1745831,0.69704765,1.0908184,1.0880482,0.89934653,1.0908674,1.057516,1.0301052,0.8282999,0.9966651,1.2215017,1.1398761,0.99769133,1.169211,1.0331316,0.61563665,1.0212834,1.0391595,0.9692341,1.2655256,1.2411244,1.0514672
plant,1.0398492,0.97046775,0.7992637,1.18411,1.3461671,0.83508265,0.8205329,0.9906029,0.89624393,1.1406326,1.1825049,1.198287,0.7343013,1.2012393,1.3588412,0.97566694,1.3292997,0.8277188,1.1320248,0.6488104,0.8659174,1.1196988,1.0406028,0.7356312,0.86932725,0.6356441,0.66678596,0.90062845,0.97579694,1.2606833,1.1080551,1.0112436,0.64141756,1.1691462,0.77043843,0.81829834,1.2099593,1.0962086,0.6521679,1.2533385,1.0553244,0.60644066,1.2016479,0.69736254,0.7232605,1.1469026,1.1771446,1.0358917,0.93565196,0.9615627,1.1939306,1.028495,0.9216105,1.2257367,0.8692455,1.2247664,1.0296341,0.991576,0.51020825,1.030834,0.5611442,0.7737713,1.2370104,0.8056632,1.2569406,1.0733048,0.9422213,1.2554259,0.92636836,1.2840434,1.0803616,0.94493115,1.0163692,1.3076961,0.6793283,1.3138807,0.62653834,1.0707469,0.5405126,0.7084955,1.2853873,1.1240647,1.0781028,1.3857985,1.1180923,1.2880495,1.1098769,0.80132806,0.87053007,0.9160621,0.82493734,0.84878945,1.1939253,1.1936625,1.3919379,1.2720168,1.2112691,0.54561317,0.5380959,0.9583202,0.9932988,1.2005025,0.79932976,1.1581209,0.0,0.9741052,0.9405755,0.98778147,0.8171208,1.1014111,0.750281,0.8975339,1.1290951,0.8087992,1.1671836,0.9669436,0.6825818,1.3280063,1.0889395,1.2335272,0.6529305,0.9542886,0.83950377,1.0839663,0.9342241,1.1072412,0.66313374,1.2454237,1.0943941,0.6610515,0.9907829,0.73718786,1.0964799,1.2796414,1.0003098,1.2610363,0.8770983,0.95370805,1.1168447,0.9135956,0.8265048,0.82341325,1.1206903,0.9658244,1.1321859,1.1338681,0.443424,0.84287196,1.0407561
