category,n_exemplars,k,effective_k,mean_knn_dist,std_knn_dist,median_knn_dist
apple,265,10,10,10.63669833696943,3.7457240215353482,9.535633597214998
knife,264,10,10,10.72914949739144,3.6384052031588414,9.792408296655505
blanket,266,10,10,10.831564100652992,4.115792500018182,9.759966287968304
fish,263,10,10,10.881002504931006,4.537715376728195,9.599142885322934
crib,265,10,10,10.920520099668904,3.413836984864457,9.926815241753001
table,266,10,10,10.968556937806074,3.133187337540873,10.155590909197269
oven,260,10,10,11.08107224797206,4.031039829753792,10.239708726352335
basket,266,10,10,11.154143763436679,3.479545958090005,10.347502607898559
spoon,257,10,10,11.179003334399823,4.585487829163535,9.898329615039675
shirt,266,10,10,11.2499270454422,3.639361694195639,10.26603134427431
window,264,10,10,11.394648066877739,4.233090677686417,10.670081042663437
pants,256,10,10,11.544942329153983,5.294304785452178,9.927209800074607
hair,263,10,10,11.55540963625245,4.225554124588148,10.706983021278564
dog,266,10,10,11.643703481352746,3.4685617926555437,10.623737598316321
car,265,10,10,11.646792459462558,3.9197626409454482,10.510730271039959
jeans,257,10,10,11.671638146467878,4.534939727764479,10.530183573677773
balloon,266,10,10,11.818113191849564,3.255897027089304,11.292713994762082
toothbrush,263,10,10,11.910908713155214,4.4034472891833385,10.743480379513796
fork,253,10,10,11.938123171805746,4.235827661403926,10.697582331749727
mitten,264,10,10,12.02640380647654,4.818716118489716,10.711055628972925
drawer,262,10,10,12.090082884789807,4.057731767343999,10.78245465059653
doll,265,10,10,12.090204977815755,3.627021574220938,11.474770138388708
ball,266,10,10,12.11150137484763,3.7924589294550817,11.027956536288084
tape,264,10,10,12.241077860226177,4.005352198702517,11.192184140652877
purse,266,10,10,12.35661673789836,3.9375083778298365,11.295945569781924
bib,266,10,10,12.365858752559884,3.4059374170205663,11.574014494251092
bathtub,262,10,10,12.511493318549944,4.474739422649344,11.06213522882464
scissors,265,10,10,12.854427597643229,4.16022890049498,12.058186551051739
paper,265,10,10,12.95928726829937,4.10724493537111,12.113823980009414
banana,260,10,10,12.960227146637045,4.274505940897831,11.700550017146655
pajamas,262,10,10,12.979305254646759,4.072509435179897,11.891488031356396
orange,254,10,10,13.25742620589954,4.91461392376221,12.044035056861649
plant,263,10,10,13.52941089423414,3.6385710499024513,12.86795182542949
flower,266,10,10,13.539249879553587,3.605537324697432,12.950333140748345
egg,246,10,10,13.559557828547183,4.310913934971276,12.703155960165493
shoe,262,10,10,13.831948514295707,5.0086629058067995,12.720315955000423
bread,257,10,10,14.03854340711132,4.941153208315921,12.776829664361362
alligator,260,10,10,14.04039493271299,5.23632143768156,12.602143314186804
clock,262,10,10,14.16471898595816,5.128248981588879,12.976735570437906
ladder,259,10,10,14.186267010597977,4.574637814530116,12.955215782175262
arm,256,10,10,14.626479541281887,6.193070372098545,12.930725830933792
carrot,235,10,10,14.817406175921075,5.239329247455302,13.5757036494933
shovel,248,10,10,14.826301531273488,5.892488022999453,12.865509310404303
tray,264,10,10,14.885588169862784,4.556086468519477,13.791449993239482
shorts,232,10,10,14.956726024362878,6.54589922982675,12.585232553040314
tooth,244,10,10,15.044042098568518,6.311470604050605,12.894077515402632
sweater,255,10,10,16.226411615511516,6.193422303495363,14.474338339309009
sock,250,10,10,16.25857828917343,5.714399845545615,14.783365337480124
radio,251,10,10,16.28336433083948,5.621008369074806,14.674844944409434
soap,213,10,10,16.591319666380187,5.07032902477231,15.263511435019993
nose,211,10,10,17.201316927662752,5.158573756025419,15.835721554488995
foot,215,10,10,17.506149417093766,6.30308263057448,15.880501506503913
jacket,249,10,10,18.31653483744433,6.252806154507065,16.737495304130988
cracker,248,10,10,18.671709904027335,6.57951680067298,16.51851639326442
glass,251,10,10,18.719711633586925,7.060577879240536,16.354998947288962
strawberry,201,10,10,18.88576233714091,5.88509102290571,17.13728763371643
stroller,243,10,10,19.1927360159241,6.890370839027114,16.990106453790972
ear,183,10,10,19.28178562833286,5.556510191130045,18.42129843381364
pumpkin,238,10,10,19.43830252829421,6.229977680463279,17.641169299110068
comb,234,10,10,19.630659527283495,7.25238537348108,17.497295705814473
ankle,199,10,10,19.69300898187972,5.270751516630676,18.27038563407109
face,248,10,10,19.812511014681235,6.623444646262447,18.14261962038921
pickle,204,10,10,19.938553861718006,6.308682712499363,18.527820521257176
broom,196,10,10,20.210380144021325,6.842026981890664,18.98561924262711
rooster,247,10,10,20.228367599766685,6.666652631259333,18.258378095791546
slide,245,10,10,20.3575807071612,6.539423538488522,18.728030553041656
melon,232,10,10,20.727970083853013,6.10900822400339,19.204710108339512
mouth,150,10,10,21.056570218005167,6.282074984651182,20.214234461701075
muffin,209,10,10,21.3470208665939,6.644231708868058,19.613672105603108
closet,233,10,10,21.354241961373283,6.901981556654089,19.474980191898506
jar,212,10,10,21.754037938544826,6.650380390518703,19.941588490901005
dress,228,10,10,22.27433839754972,7.681556970128196,19.86869014599995
pizza,225,10,10,22.600032850163664,7.1992480393867,20.570540682472846
eye,107,10,10,22.62724474967302,5.306107017313433,21.120944547730396
raisin,111,10,10,22.82248559781219,5.595691425723212,21.9371179676481
motorcycle,216,10,10,22.99129856947113,7.611828306278592,21.364443861780373
bird,227,10,10,23.023104523766055,6.7705366673471,21.209721168847288
potato,62,10,10,23.403932499254353,6.320703987203539,22.53988641238272
coffee,189,10,10,23.688637365245587,6.50694010696483,22.112549989230935
grass,149,10,10,23.77644702392563,8.207871655101819,22.421894082967526
sprinkler,216,10,10,23.898031389451607,7.228161530179286,22.467059050971763
horse,222,10,10,23.942847749805075,6.689336052912862,22.206709195381258
shower,185,10,10,24.066619481409987,7.009563726307843,22.216571448964945
soup,171,10,10,25.031676740558673,6.851995778689483,24.077833464909368
leg,117,10,10,25.07119302501217,6.1809853897592895,23.51333108737317
snow,183,10,10,25.178279077752787,7.524030585605134,22.842694460301054
owl,221,10,10,25.277891929874098,7.45197533367134,23.45392726245341
butterfly,186,10,10,25.278738667412313,7.023867847954699,24.550131413308108
hose,204,10,10,25.32021718805969,6.580681711898878,24.343855753007013
boat,218,10,10,25.4128280247652,7.7078664848340575,23.849569134923602
cookie,177,10,10,25.433508584530635,7.129743177758712,24.24689096951581
tree,186,10,10,25.744568191093034,8.105696675262266,23.912874333203597
scarf,202,10,10,25.83055655727676,7.537502804566843,23.393826696870807
pony,175,10,10,25.89254458190986,7.666051138111754,24.168795015506042
elephant,193,10,10,26.51386970039574,6.5001668174443035,25.679841863077495
milk,185,10,10,26.82079051923976,8.1173511109687,24.90859096624127
coat,130,10,10,27.295012975243996,7.016496622321639,25.858724060983356
truck,147,10,10,27.670234094705027,7.551424944909911,26.103204369389687
hamburger,176,10,10,28.46465452881488,7.770838898564926,26.59654406443257
corn,113,10,10,28.98176811257818,6.608507561516948,27.255836131878738
rock,108,10,10,29.68434641170805,6.607126594792131,29.108546565463712
sauce,84,10,10,30.045104804539637,6.243033014704869,29.27130993743931
mop,49,10,10,30.34013933431024,7.3619132785852495,29.434022473518972
meat,154,10,10,30.72511919122852,6.736167811381348,29.788412488270758
bear,102,10,10,31.255278235490984,7.380587503808515,30.59753034016061
stick,79,10,10,31.771691294544407,5.253265894306893,31.509512175264668
chips,84,10,10,31.95934342333335,5.6698692209450385,30.25860322621739
dish,152,10,10,32.0904912326468,5.819300406978119,31.889011167351665
pig,107,10,10,32.39373167319104,6.92552785778144,31.39798837344398
penguin,89,10,10,32.56039418254911,7.0936152559800645,31.07642844256163
applesauce,94,10,10,33.59971080266863,6.953474018359627,32.71651105966866
deer,83,10,10,33.89102690039505,5.759737134597429,33.04957944789594
zebra,49,10,10,34.175774732832075,5.751086290466544,34.22939192639323
swing,55,10,10,34.545150587376085,7.708718156708422,34.11459154509937
cloud,13,10,10,35.06150272669133,5.907155602880677,32.369800161590774
firetruck,86,10,10,35.722753509864965,6.014488887099881,35.7821750725004
tricycle,53,10,10,35.776874972542416,5.747931313189458,35.678981743494646
sandwich,81,10,10,35.9960023657388,6.245639363465918,34.588173936648666
duck,45,10,10,37.7986802036332,5.77017039543233,36.3082610612552
giraffe,53,10,10,38.60454567164965,7.46828099723485,37.19252212647662
pastry,54,10,10,39.8748959528326,7.4602372008355555,38.55633689938005
helicopter,41,10,10,43.256124786757205,5.131871502384601,42.124608655700925
toast,9,10,8,45.56797400399344,5.131005975180338,44.63352498897018
pasta,11,10,10,49.42178991577478,3.3834150875845044,50.04816301326296
game,32,10,10,49.9727383643647,4.108670737208651,50.02648502877575
