,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
boat,1.1617082,1.1804832,1.2125082,0.7847266,1.1488057,1.1141553,1.1874217,1.3114438,0.8514744,0.8205453,0.70811445,1.3078249,0.8244425,0.8241222,1.1943755,0.7808276,0.0,1.1438124,1.2180054,1.2978388,1.1638268,1.3009729,1.1774355,1.2644453,1.2542529,1.3178729,0.7581121,1.166435,0.773734,1.0099683,1.0673889,0.9596502,0.76010036,1.1053379,0.94084805,1.0792319,0.72448015,1.1540976,1.3278304,0.85077983,1.3210652,1.1310266,1.2347556,0.8333609,1.1249362,0.93914443,1.2732304,0.8824376,1.1009204,1.2093261,0.77223724,1.1101179,0.740996,1.063586,0.864316,1.1620853,1.1052135,0.97892267,1.2756636,1.2317567,0.9477805,1.0809152,1.0595628,0.48272574,1.2639048,0.77258736,0.9281615,0.8386662,1.1325049,1.077431,0.83586764,0.5895277,1.1263956,0.7713451,1.2448752,1.1645652,1.0582441,1.1059908,1.1920185,1.1439058,0.9144556,0.91236025,1.0335673,0.9194054,1.20947,1.3984234,1.2530415,1.1530446,1.2342111,0.8900174,0.9398893,0.76104265,0.85581505,0.8687922,1.2975535,1.2650908,1.1250777,0.91875327,1.2728436,0.9163677,0.98396295,1.3949668,0.8964832,1.2020816,1.2098628,1.0652707,1.2726568,1.2208357,1.0103819,0.7386294,0.9732499,0.783495,1.2284691,0.67276114,1.0036527,1.1102922,1.3716487,1.2333219,0.688029,1.3378394,0.76080257,1.1652523,1.1333637,1.2918689,1.2389674,1.2486223,0.9241077,0.6691345,0.7283202,0.730507,1.2486714,1.2224284,1.0203602,0.88052934,1.3439828,1.2183833,1.2022458,0.79399526,0.73138994,1.159427,1.114648,0.7123494
book,0.9011232,1.0548334,0.94267994,1.2486567,0.92311287,0.9194056,0.8282614,0.67689514,0.9196463,1.1579518,1.1469636,0.7901976,1.0635799,1.2092681,0.914552,1.2168152,1.1438124,0.0,0.739343,0.5733101,0.60758114,0.9072569,0.9521234,0.68037283,0.82634926,0.74789083,0.7840118,1.2742629,1.2325046,0.9884291,0.84002906,1.0450684,1.3721781,0.90568256,1.0816245,1.0248626,1.2191578,1.2123882,0.65521336,1.0912678,0.72351706,0.89258385,0.86135125,1.238895,1.0217551,0.99623305,0.6446349,1.2298354,1.2300513,1.0060353,1.1931928,1.1573137,1.2950114,1.2904772,1.0094491,0.86172223,0.90100837,1.1736777,0.68135643,0.7778624,1.0519785,1.0026927,1.1862502,1.2060304,0.8859276,1.3447024,0.9416737,1.2873603,1.0287524,0.70793164,1.183167,1.3457335,0.89014643,1.3207619,0.5478959,0.8016547,1.017575,0.967655,1.0192596,0.84756905,1.2424405,0.88304687,1.2118685,1.141737,1.0042259,0.7063224,0.84329295,1.1867688,0.91510737,0.79799753,1.0044726,1.3109136,1.3518133,0.61503744,0.6228384,0.69983125,0.90873486,1.2051286,1.0136224,0.78555214,1.0439483,0.5263322,1.1369871,0.8783372,1.0325588,0.83202374,0.63606465,1.0538591,0.7737926,1.0788801,1.1886636,1.3298328,0.6175482,1.3656089,1.0432456,1.2107612,0.57905376,0.59752846,0.9752747,0.8366858,1.0417706,0.8241862,1.0843592,0.59937644,1.0293745,0.93685275,0.967696,1.3385429,1.0933707,1.0575937,0.74102753,1.1833633,0.9813847,1.0205201,0.7037251,0.7448429,0.46794677,1.1050506,1.0853279,0.9558998,0.9742155,1.0813648
bottle,0.9655591,1.0652131,0.34658277,1.4653767,0.7498882,0.6960742,0.76626325,0.7027555,1.3045449,1.0662723,1.4285767,0.55525994,1.4397354,1.3325338,0.9277049,1.5118291,1.2180054,0.739343,0.0,0.5388093,1.0719419,0.5090021,0.7779299,0.61202216,0.67523396,0.45052302,0.898301,1.1210839,1.0676417,1.293339,0.81599915,1.1305313,1.3603066,0.6502509,1.1216137,1.1557391,1.3900439,1.2399899,0.34685123,1.2957568,0.2550845,0.71551037,0.8831392,1.320936,1.1081318,1.1207703,1.0377253,1.4253069,1.214958,0.7070438,1.2635487,0.98038656,1.2563713,1.2763406,1.0527512,0.91665447,0.7507414,1.2835846,0.3699237,0.85012996,1.0616728,0.88858575,1.3427558,1.2065364,0.3956945,1.2830422,1.0896696,1.4922204,0.74127984,1.0132031,1.2677093,1.3910836,0.8637383,1.466274,0.6675622,0.79072124,0.929829,1.1755973,0.8018646,0.9454953,1.4907897,0.9876685,1.1668575,1.3349519,0.47107697,0.89125097,0.8621259,0.9205898,0.4301461,1.1661017,1.1330879,1.4595813,1.390619,1.3090212,0.41059864,0.45036042,0.47654116,1.2974796,1.1899261,1.1492375,0.97605026,0.69494665,1.1901866,0.36564863,0.79334444,1.0700567,0.83399004,0.714045,1.0682253,1.1750579,1.2727566,1.3940516,0.74658763,1.4356664,1.3078895,1.2969661,0.6873447,0.6016152,1.3259001,0.51431847,1.1868238,0.31397688,1.1002133,0.61524653,0.9060421,0.46882933,1.18728,1.4338149,1.1867818,1.3548049,0.4798696,1.0267037,0.4485759,1.3066503,0.9723437,0.7948687,1.048528,1.1579512,1.1620716,0.76041937,0.5008185,1.1729265
bowl,0.921912,1.0009583,0.6161256,1.4637468,0.7845888,0.7498528,0.6897474,0.47944522,1.0061846,1.189761,1.4274774,0.5753585,1.2550949,1.3654932,0.91859186,1.4719777,1.2978388,0.5733101,0.5388093,0.0,0.7148098,0.51618207,0.7905591,0.53379405,0.7448247,0.46293765,0.91580594,1.1567874,1.2184836,1.0496936,0.72882783,1.2221297,1.4477541,0.81002605,1.1607283,0.85505706,1.3980135,1.1339426,0.55258894,1.2207003,0.3331399,0.8684697,0.6588732,1.3491061,1.1012602,1.1296743,0.7246563,1.4158468,1.1834332,0.76693857,1.3129725,1.1005934,1.4332628,1.2428268,1.1376384,0.8756345,0.85186243,1.2869656,0.6195706,0.79468644,0.9643319,0.9710021,1.2703477,1.3221462,0.7080244,1.4647902,0.92050016,1.4178894,0.9082965,0.8433226,1.2589519,1.5253435,0.6040326,1.5108377,0.592187,0.84231627,0.83609176,1.0052985,0.7463589,0.8704237,1.3790298,1.0261219,1.1439624,1.1410899,0.7941279,0.60770255,0.75618136,1.0817626,0.61480093,0.82316196,1.0907297,1.4950633,1.4204514,1.0996414,0.56249374,0.6021374,0.7716182,1.1659776,0.98828804,0.9202172,0.98595583,0.19003159,1.1772729,0.5797322,0.7830334,0.99819267,0.55686945,0.7591195,1.0384356,1.1475167,1.1347904,1.4705046,0.7217027,1.5236672,1.2967486,1.1860877,0.41452646,0.44616467,1.2550197,0.65572983,1.1989737,0.6378984,1.1014422,0.35537696,0.91312444,0.6850611,1.1269948,1.4829391,1.1862339,1.2052907,0.44131285,1.0684357,0.81829953,1.2098461,0.806043,0.7821443,0.44734406,1.2621366,1.1748884,0.86818266,0.8146759,1.250697
box,0.9033199,1.1875263,1.2142901,1.1475958,1.1223148,1.0917808,0.96274996,0.4935751,0.7059449,1.2366846,0.9676417,0.91278166,0.7229351,1.0539721,0.91881484,1.0217327,1.1638268,0.60758114,1.0719419,0.7148098,0.0,1.167743,0.76629543,0.59832656,0.9679462,0.6693486,1.0311885,1.2016963,1.2099278,0.53090715,0.94927263,0.8697392,1.247916,1.0229208,1.0935329,0.9175111,0.9409581,0.96145624,1.0775433,0.6746415,0.8448949,1.0826397,0.806947,1.0547303,0.8400084,0.7051481,0.39048767,1.0648525,1.1412594,1.2113853,1.2195108,1.2389293,1.2168838,1.2762341,0.9065304,1.1466794,1.0035117,1.0094981,1.1418912,0.83282673,0.9405178,1.1956385,1.0138206,1.1835885,1.1077285,1.2582831,1.031181,1.1996131,1.1570437,0.84781194,1.1005473,1.2201514,0.8013103,1.1090562,0.96737856,0.6356846,0.9995252,0.9847894,1.1724789,0.6737192,0.983628,0.95219195,1.1672754,1.0965331,1.285399,0.7870259,0.9410366,1.2850118,1.1657445,0.6432071,1.1309477,1.1474794,1.0338416,0.67607534,1.0929006,1.0760939,1.0230429,1.1016253,0.7341734,0.9529773,0.9106149,0.6581334,1.0994194,1.1540189,1.1810514,0.66429996,0.49670064,0.9789389,0.53529525,1.0940278,1.0611001,1.1731033,0.9309869,1.1976053,1.0305028,1.1076565,0.7043345,0.6790011,0.92012966,1.1078022,1.0895137,1.1441636,1.0275289,1.0028378,1.1192877,1.1490214,0.7616911,1.1764123,0.9956562,0.88171047,0.9273655,1.1947865,1.2338765,1.0447046,0.7042242,0.7604599,0.46626377,1.0097665,0.98147213,0.7706398,1.3249139,0.9440297
bread,0.88948804,0.8270757,0.32846177,1.3987609,0.7297196,0.73687506,0.6182447,0.6848547,1.4146453,1.1125816,1.4792042,0.56749296,1.477313,1.3786024,0.87042093,1.5238798,1.3009729,0.9072569,0.5090021,0.51618207,1.167743,0.0,0.8764625,0.8302002,0.6602999,0.6214321,1.0829031,0.83845544,1.1313298,1.4034574,0.8840704,1.2763939,1.3714219,0.85846555,1.0795429,0.9120217,1.4788198,0.8851406,0.42425454,1.4834195,0.47050536,0.6390506,0.8337052,1.3709555,1.1286887,1.2862327,1.0006247,1.4436204,0.94235826,0.4948237,1.1870527,0.79287636,1.2881583,1.0187063,1.2861612,0.76982033,0.8627486,1.2109387,0.5072394,0.80880684,1.2637153,0.7258525,1.202726,1.3066,0.5702611,1.2668262,0.7957353,1.3296831,0.56394553,1.1371219,1.2480981,1.4793674,0.9110116,1.4522035,0.606299,0.9977839,0.9674092,0.8445367,0.37401837,1.1024404,1.4224231,1.1769724,1.0105771,1.0701212,0.49694955,0.5733971,0.83450496,0.72100604,0.3044358,1.2988312,0.8946548,1.5064744,1.3289549,1.4485297,0.45441794,0.44837725,0.8337649,1.1149185,0.95461553,1.0936999,1.1331563,0.5798658,1.2040586,0.3352793,0.43172407,1.2061585,0.767246,0.5399879,1.30669,1.1851223,1.1296794,1.3609484,0.85975003,1.475688,1.3465872,1.0339137,0.6375721,0.73334986,1.455736,0.38250792,1.2168951,0.49534297,1.0007311,0.47354078,0.798982,0.42728794,1.3424333,1.5001519,1.2655592,1.4892755,0.5290725,0.68813205,0.7581403,1.4354713,0.84912735,0.9177681,0.90750504,1.29003,1.2498354,0.96409357,0.4750082,1.3856685
broom,0.9081521,0.9532328,0.90067446,1.2723876,1.0463513,1.003946,0.95784825,0.66313106,0.9639883,1.0123338,1.260934,0.63661295,1.1213608,1.3161793,0.8934014,1.3193505,1.1774355,0.9521234,0.7779299,0.7905591,0.76629543,0.8764625,0.0,0.65051144,0.8248832,0.44153583,1.0942429,0.90045416,1.0592197,0.82366115,0.9387652,1.0522189,1.2487828,0.8541851,0.9880524,1.1322556,1.2115409,0.9845207,0.6671435,0.99499965,0.70520055,0.9216843,0.7806153,1.2144887,1.1291924,0.72556114,0.634902,1.1708957,0.92324346,1.0564044,1.3151777,0.89810884,1.3192815,1.0505234,1.0479393,1.0415943,0.8406346,1.1464907,0.7517513,0.9011787,1.095429,1.0385824,1.1645969,1.238374,0.76328766,1.2748343,1.2515306,1.260712,0.98128307,0.9226261,1.1896619,1.3422886,1.0175354,1.150955,0.6486906,0.52986735,0.8797879,1.1687939,1.0160401,0.7238306,1.2381002,1.0485853,1.0498344,1.2894046,0.95829153,0.8675302,0.7282868,0.9043577,0.9798922,0.9253875,1.1841178,1.3086882,1.0227139,1.166241,0.65452456,0.6593145,0.88474244,1.1533096,0.70961714,1.1816784,0.73430926,0.84708405,1.1344732,0.91905355,1.0473832,1.0137713,0.7069994,0.7798148,0.8076793,1.1530594,1.0381013,1.1724811,0.84539354,1.3246485,1.1479862,0.9545272,0.4694749,0.64024836,1.1340528,0.8209933,1.2100129,0.9333109,1.0148698,0.70091057,0.7524218,0.88312674,1.0432649,1.317072,1.0952449,1.2920561,0.94687474,0.93910825,0.9466612,0.89585847,0.8576383,0.99470353,0.9936039,1.194717,1.1491095,0.23698205,0.958607,0.9847868
bucket,1.0518537,1.010079,0.90100974,1.5192107,0.8121014,0.7428214,0.87992436,0.57913435,0.93274033,1.1698178,1.3642166,0.8406782,1.1927141,1.2822896,0.9819958,1.3899063,1.2644453,0.68037283,0.61202216,0.53379405,0.59832656,0.8302002,0.65051144,0.0,0.8851423,0.351727,0.87433934,1.2180967,1.1982056,0.81677,0.6016302,0.9939229,1.3419056,0.7444498,1.2057655,0.9464107,1.30445,1.0891317,0.8302349,1.0328889,0.3047583,0.61637264,0.75674695,1.254293,0.95217913,0.84801745,0.7135391,1.2290461,1.2372439,0.8532701,1.325002,1.0984365,1.3780608,1.3590913,1.0388733,1.1252534,0.7464136,1.0988382,0.700578,0.8746601,0.85974884,1.2019236,1.2296364,1.3843927,0.8418719,1.3961759,1.0326033,1.5012871,0.9134413,0.8133859,1.1820756,1.4023392,0.6387091,1.4144828,0.7968414,0.63736594,0.7655574,1.0555391,0.90852964,0.3882903,1.2965791,0.8690463,1.2598178,1.2258064,1.021499,0.6521825,0.68842006,1.0955725,0.93591523,0.7744305,1.1287805,1.3928756,1.2641666,1.0635616,0.82151353,0.87999326,0.8576236,1.2074169,0.9337614,1.0973122,0.84546906,0.53606534,1.0518894,0.87368286,0.9316617,0.7142426,0.7377381,0.7554606,0.800178,1.1938982,1.0711955,1.3535728,0.867257,1.4669223,1.1084737,1.1775429,0.5460152,0.5156076,1.1922854,0.83520854,1.2794168,0.5923673,0.9472287,0.6712143,0.85130125,0.7712185,1.0347337,1.414315,1.1748542,1.2599897,0.5524963,1.1067344,1.0921502,1.2654622,0.63513577,0.72408456,0.7879679,1.207399,1.0721275,0.6285892,1.1020061,1.0733043
butterfly,0.09547305,0.9158536,0.7126227,1.3558758,0.8280753,0.8648958,0.6575401,0.7941407,1.2931393,0.9945376,1.3946269,0.5010512,1.4384654,1.35521,0.14734948,1.420868,1.2542529,0.82634926,0.67523396,0.7448247,0.9679462,0.6602999,0.8248832,0.8851423,0.0,0.58896035,0.9505674,1.0560424,1.0674938,1.284717,0.965129,1.2143604,1.3516321,0.82141805,1.1035966,1.1555859,1.4191225,1.1421297,0.4408729,1.386309,0.68888104,0.8243139,0.79962397,1.1754558,1.1528078,1.1624593,0.8322747,1.4275653,1.1067555,0.9090539,1.167889,0.9767748,1.3584261,1.2359481,1.115182,0.42983925,0.84581494,1.2036382,0.5839475,0.113936186,1.1939673,0.8715348,0.9532359,1.1953824,0.81839013,1.3688257,1.1793501,1.425574,0.7391287,0.9428657,1.0744572,1.3581828,1.0818893,1.2002631,0.5566732,0.8871632,1.0170295,0.9919684,0.81331944,1.1531618,1.2146341,1.0621885,1.1274532,1.3676546,0.766942,0.74167055,0.7423929,1.0602394,0.6919055,1.209116,0.9790634,1.4416597,1.1178988,1.3233123,0.51898456,0.58778954,0.80955815,1.0040045,0.95385736,1.1955014,1.006325,0.7036456,1.0558689,0.64977646,0.8223175,1.1101055,0.5151958,0.52062124,1.2092909,1.1790934,0.993804,1.4041317,0.4421506,1.3863658,1.1565685,0.98230994,0.5809963,0.7147236,1.3463253,0.5411617,1.093764,0.80849755,0.95723534,0.62698144,0.7780847,0.6359475,1.1796473,1.4279553,1.0874128,1.4665785,0.6831906,0.92234826,0.876828,1.3006806,0.8662131,0.74995387,0.9674633,1.266463,1.1383661,0.88886404,0.755633,1.2485602
can,0.7936185,0.9082131,0.6076662,1.4760762,0.885483,0.81409174,0.7829544,0.43445837,1.0759124,1.1088955,1.4492033,0.40030634,1.2206618,1.4467587,0.76912284,1.5521902,1.3178729,0.74789083,0.45052302,0.46293765,0.6693486,0.6214321,0.44153583,0.351727,0.58896035,0.0,0.97559816,1.0279232,1.0849649,0.83144647,0.79766226,1.1470675,1.4313233,0.5718222,1.0168577,1.1504674,1.3437529,1.0884805,0.45035076,1.181492,0.304923,0.7695253,0.5926031,1.3639116,1.2170572,0.9466557,0.52520096,1.4041464,1.1082696,0.91073334,1.3876505,0.9106618,1.4879816,1.2302034,1.1635156,0.87345207,0.8255503,1.2189735,0.47907436,0.71974623,1.0672038,1.0074766,1.1830225,1.4096851,0.6190967,1.453673,1.2038447,1.4896398,0.7530587,1.0124836,1.3143747,1.4949297,0.9212889,1.3387346,0.5722295,0.50460744,0.8292223,1.1796297,0.83343256,0.77059114,1.3860496,1.0576408,1.1721311,1.357587,0.76939046,0.7182114,0.78484917,0.96818113,0.68992245,0.8365669,1.1793417,1.5277734,1.1602111,1.3261535,0.5127391,0.5742843,0.659174,1.2455986,0.7130537,1.2945268,0.91292727,0.5886333,1.2455512,0.63118446,0.8758414,0.96834517,0.49298823,0.48394358,0.9362069,1.2805052,1.155111,1.4611493,0.72704554,1.4987379,1.2495328,0.983012,0.31472182,0.3644936,1.2415173,0.5129565,1.3044991,0.681085,0.99650353,0.59181446,0.7472228,0.610411,1.2400151,1.5183756,1.2577367,1.462426,0.5170613,0.9289888,0.80481374,1.309356,0.7724818,0.9202411,0.9409043,1.2953571,1.2391328,0.44694805,0.743027,1.1654768
car,0.97740835,1.1539445,1.0479999,1.2574263,0.9860142,0.977919,0.9551585,0.9910278,0.8467879,0.8752487,1.0374328,1.0704136,1.0866871,1.1976427,0.97951007,1.1751704,0.7581121,0.7840118,0.898301,0.91580594,1.0311885,1.0829031,1.0942429,0.87433934,0.9505674,0.97559816,0.0,1.3476362,0.87052166,0.9161521,0.8190137,0.9965214,1.0069181,0.90593237,1.0720367,1.0313092,1.0744174,1.1930063,1.0898423,0.8842197,0.94595784,0.91712976,1.0089388,0.9328904,1.0319878,0.80680126,1.0843399,1.163528,1.2932785,1.1065114,1.1330723,1.1656287,1.0532758,1.2890637,0.84661376,0.93264896,0.7803119,1.1797272,0.85657865,0.93422055,0.9222298,1.0895174,1.2548139,0.68872684,0.9983007,1.0483838,1.0457957,1.3146929,1.0731221,0.9469077,0.927597,1.0183846,0.94652426,1.181051,0.97920275,0.96840364,0.90711033,1.0680099,1.1742375,1.0669446,1.2767649,0.5718417,1.2706704,1.1475741,1.1663731,1.1695244,0.92460936,1.2209945,1.1131543,0.8690911,0.9219649,1.1627476,1.1983346,1.0343348,1.0401498,1.1299574,0.9065226,0.9827302,1.2215949,0.97757626,0.732938,0.9650963,0.87595206,0.9948938,1.140726,1.0065998,0.8196598,1.0459079,0.92970556,0.9929911,0.9277514,1.1964885,1.0238776,1.1991591,1.1198113,1.1730185,1.0027531,0.79912496,0.9430762,1.1388195,0.8495225,0.89289623,1.1974003,0.92392117,0.846628,1.0694675,0.96464163,1.171192,0.8020656,0.9989004,0.99354124,1.3613902,0.9127381,1.13165,1.1151087,1.0068907,0.9448651,0.9866482,0.55545974,0.95541936,1.1089644,0.6526189
carrot,1.0897226,0.5240137,0.9266593,0.6818054,1.1219256,1.1649871,1.0447763,1.1892915,1.1855835,0.97224146,1.1764814,0.78573024,1.0743432,0.9694056,1.1268274,1.0550894,1.166435,1.2742629,1.1210839,1.1567874,1.2016963,0.83845544,0.90045416,1.2180967,1.0560424,1.0279232,1.3476362,0.0,1.0132852,1.1084834,1.1568166,1.019623,0.898855,1.0853837,0.8390087,1.1062546,1.0921758,0.6921053,0.8496635,1.2304637,1.1111284,1.177037,0.95599335,1.1613286,1.1328928,1.0713887,0.95973617,0.9286803,0.5337168,0.95219153,1.0304873,0.62170976,1.0236923,0.3328079,1.1469777,1.0799719,1.1129787,0.7947746,0.9223893,1.1568768,1.0823327,0.72822136,0.86388856,1.14556,0.8550792,0.8892759,1.1386194,0.516252,0.90134805,1.2041852,1.1831417,1.0254524,1.2101003,0.8448655,0.9080837,1.0208575,1.0438684,1.0918672,0.88197875,0.9823326,0.859223,1.2267841,0.6986336,0.9020864,0.8046672,0.96624124,1.0660892,0.5013336,0.84273005,1.2088561,1.0545677,0.9744201,0.83065146,1.126833,0.8207023,0.7729409,1.1690233,1.0243107,0.69243276,1.165104,1.1774548,1.0989978,1.2409788,1.0146776,0.8387171,1.2611783,1.0975652,0.90977013,1.2223693,1.1138483,1.0765527,0.8824575,0.9970048,0.872669,0.9700568,0.47088426,0.957335,1.1464456,1.09717,0.7951625,1.2313776,1.106647,0.86483806,0.9287274,0.73272496,0.9359015,1.3043935,0.988749,1.2178768,1.2438133,1.1245859,0.39251465,0.86859274,0.86132246,1.08264,1.2711494,1.2491233,1.1283034,1.137969,0.98254436,0.7289243,1.1695298
cat,1.0300734,1.093251,1.0628462,0.96715885,1.2271063,1.185169,1.0943397,1.0253286,0.8510086,0.4573915,0.78589106,0.93636787,0.9715754,0.98335546,1.060833,0.8382441,0.773734,1.2325046,1.0676417,1.2184836,1.2099278,1.1313298,1.0592197,1.1982056,1.0674938,1.0849649,0.87052166,1.0132852,0.0,1.0565318,1.142891,0.9734348,0.78625774,0.79042345,0.71671796,1.0728368,0.9163674,0.9109279,1.1373304,0.92428285,1.2364769,1.148012,1.0315104,0.9293381,1.2769823,1.056012,1.2041124,1.0185643,1.0851922,1.2685058,0.6050576,1.0175701,0.915814,1.0626792,0.8236792,0.94584876,1.1169503,1.1241664,1.032753,1.1396819,1.1411531,1.0627204,1.1315604,0.63352007,1.0962019,0.89425516,0.9634934,0.9721802,1.1097622,1.1569927,1.0412434,0.7289798,1.1640722,0.7104113,1.2048392,1.0105618,0.8280445,1.1204257,1.2353414,1.0809262,1.0237228,1.068406,1.0955477,1.0020247,1.120501,1.2784741,1.0727276,1.0070786,1.18732,0.85249,0.8069576,0.8987018,0.8624922,1.0962856,1.1591153,1.1403831,0.8787967,1.1513569,0.99168044,0.9063416,1.0535631,1.3481874,1.0667182,0.92246294,1.3152989,1.2189281,1.1996224,1.0215952,1.0918103,0.73352563,1.1435338,0.87792975,1.2150527,0.81968975,1.1316774,0.90325475,1.1680517,0.99456424,0.7890348,1.1352504,0.6227557,1.1050097,1.1672605,1.237777,0.85081893,1.1332825,1.1695294,0.8819576,1.0093377,1.0055666,1.205159,1.2002828,0.671464,0.9435962,1.2672426,1.3927242,1.3054395,0.9232501,1.092109,1.1128174,1.0221587,0.7312207
chair,1.1550182,1.1383454,1.4683394,0.8140465,1.3512716,1.2911239,1.310744,0.8263233,0.44076073,1.1483257,0.58111674,1.1732944,0.28437448,0.9321733,1.1313267,0.69847095,1.0099683,0.9884291,1.293339,1.0496936,0.53090715,1.4034574,0.82366115,0.81677,1.284717,0.83144647,0.9161521,1.1084834,1.0565318,0.0,1.1529373,0.83007956,0.8576994,1.1305678,1.0112789,1.0201006,0.4550166,0.9557325,1.4273958,0.31662858,1.1457882,1.1447015,0.7987162,0.7809823,0.8890048,0.5987072,0.66239035,0.7824441,1.1065842,1.3496523,1.08975,1.3173928,1.0419235,1.1504458,0.92584133,1.2597382,1.1465621,0.92843205,1.3820298,1.2594236,0.8482894,1.3480239,0.8262273,0.990202,1.3630598,0.9873299,1.1149334,0.94532084,1.2838666,0.937744,0.9648436,0.79183924,0.9958676,0.7246702,1.2421284,0.6694255,0.9851236,1.0138046,1.3512115,0.7828648,0.8126888,0.84662235,1.2174062,0.87530756,1.4967463,1.0907528,1.1846144,1.3197222,1.4455547,0.53744394,1.2117071,0.8196171,0.6427975,0.7257663,1.3987591,1.374399,1.1544503,1.0059887,0.61818206,1.0454525,0.82310903,1.1243417,0.9627933,1.4049551,1.3653804,0.76087475,0.8722887,1.1900117,0.5393474,0.9601008,0.9225357,0.8983735,1.2635381,0.82644355,0.8479055,0.9320496,1.0019095,0.8402921,0.60284936,1.3849591,1.0206105,1.3130797,0.98782045,1.2952484,1.15908,1.3980316,0.6754763,0.77898276,0.901683,0.58016795,1.2307831,1.2745574,1.2584207,0.83800477,0.8897425,1.1477716,0.8188641,0.9138809,0.8493486,0.61912763,1.4361248,0.7122355
clock,1.0517302,1.1154606,0.95665485,1.3737063,0.7185297,0.6928927,0.88837695,0.89974296,0.9503516,1.1112185,1.2103498,1.1125675,1.2512686,1.2094647,1.0278172,1.2930058,1.0673889,0.84002906,0.81599915,0.72882783,0.94927263,0.8840704,0.9387652,0.6016302,0.965129,0.79766226,0.8190137,1.1568166,1.142891,1.1529373,0.0,1.0982356,1.2299892,0.8697858,1.0449724,0.7901076,1.2731353,1.0640653,0.9472132,1.1148562,0.6289921,0.8332,1.0908825,1.1183014,0.9999286,0.8408318,0.9398228,1.2460617,1.1042243,0.7430651,1.1909757,0.9247504,1.1857432,1.1924984,1.1211778,1.084878,0.7122022,1.053706,0.63602287,0.88480836,0.76484704,1.0634392,1.2979343,1.1112458,0.8363866,1.1845534,0.96099806,1.3328936,1.034834,0.7754832,1.0521494,1.3275985,0.77281076,1.4267064,0.80834895,0.8605718,0.53136885,0.95412266,0.8550185,0.69715035,1.317182,0.9207263,1.123342,1.0947092,0.97053516,0.8248344,0.6367054,1.0547826,0.94980085,0.8705696,0.9352898,1.321306,1.3909538,1.0312183,0.84293234,0.8909588,0.91653335,1.017747,1.1879854,1.0081295,0.91062707,0.54808784,0.9427341,0.82474434,0.9214552,1.0588742,0.8982008,0.8988012,1.0400642,1.113265,0.9908958,1.27437,0.9610796,1.3797754,1.1178578,1.295769,0.78495085,0.8196136,1.2235848,0.9849416,1.1154491,0.8196434,1.1965202,0.68284917,0.9255589,0.9586894,1.0509973,1.3335133,1.0425613,1.149025,0.6421875,1.1284626,1.0045664,1.2018155,0.90950143,0.8496544,0.859264,1.0986279,0.99415696,0.9974593,1.0168116,0.9462564
