,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
comb,1.0578736,1.1013576,1.0664186,0.817986,1.1867754,1.1627187,1.1042477,0.79569006,0.99979967,0.7585311,0.84175265,0.84977144,0.9167952,1.0552584,1.1063817,0.9072754,0.94084805,1.0816245,1.1216137,1.1607283,1.0935329,1.0795429,0.9880524,1.2057655,1.1035966,1.0168577,1.0720367,0.8390087,0.71671796,1.0112789,1.0449724,0.9073846,0.94009256,0.927473,0.0,1.0523375,0.96117795,0.6200764,0.9781259,0.9535888,1.1974418,1.1852888,1.0863702,1.0486386,1.2970173,1.0787847,0.9804041,1.0839216,0.90775985,1.296337,0.7581435,0.8806445,0.98106885,0.90616614,0.9075948,0.7939646,1.0990672,1.000349,0.81953466,1.127955,1.0522217,1.0316418,1.0668807,0.7748505,0.95242935,0.90736514,1.0406656,0.9279351,1.1634295,1.0716522,0.9942085,0.9942668,1.2635789,0.9044774,0.9986092,0.94576037,0.96778226,1.0941396,1.2291856,1.1108711,1.0504192,1.081857,0.8631873,0.93593466,0.9403197,1.1452785,1.0033092,0.8947803,1.1360537,0.9587652,0.743905,1.0167472,1.0047182,1.0293736,1.0013638,0.9947777,0.96410507,1.0357077,0.85721123,0.92950904,1.0835023,1.2133743,1.0508691,1.019936,1.2473714,1.2208124,1.0389024,1.0925571,1.1251643,0.7826961,1.054639,0.8965337,1.0120631,0.9355756,1.0385638,0.8232899,1.0182202,1.0255258,0.8833108,1.069582,0.7291527,1.2665259,1.1686804,1.1151943,0.9082913,1.0474373,1.1056713,0.9791996,1.1124341,1.039613,1.1140041,1.0352846,0.82498366,0.7851291,1.0811906,1.3517029,1.1821396,1.0754364,1.1878254,1.0127147,1.0154645,0.9165553
cookie,1.0974587,1.11768,1.1971511,0.9948484,1.0031577,1.0064334,1.058543,0.89510643,0.8953137,1.1080105,0.9594708,1.2258056,0.9585417,1.029477,1.1150674,0.98909634,1.0792319,1.0248626,1.1557391,0.85505706,0.9175111,0.9120217,1.1322556,0.9464107,1.1555859,1.1504674,1.0313092,1.1062546,1.0728368,1.0201006,0.7901076,0.98480326,1.0141584,1.0238897,1.0523375,0.0,1.0200795,0.76677966,1.2437277,1.0619209,1.0051392,0.98460114,1.1380051,0.93558455,0.955779,0.9488481,1.0062294,0.981093,1.1039009,0.95212036,0.88791114,1.1330113,1.0216061,1.0842555,1.0846595,0.98408145,0.910651,0.995796,1.1715592,1.0996611,0.7974749,1.2023505,1.0779097,0.9701776,1.1178504,1.0480942,0.777756,1.0387356,1.2484511,0.9943915,0.97003806,1.0892334,0.7694531,1.1555245,1.0899242,1.040892,0.85200566,0.71639127,0.9328195,0.803551,1.0061963,1.0228297,1.0286283,0.6390768,1.1809895,0.78976166,0.97229666,1.137636,1.1334517,0.86669135,0.90321076,1.0279753,1.1635957,0.86069155,1.1832837,1.1576648,1.0728822,0.94211787,1.0729597,0.81279826,0.91707355,0.82990175,0.9059558,1.0539625,1.0227149,0.98362935,1.0771174,1.0801241,0.99372303,0.8937652,0.9213672,0.94939077,1.2510154,1.0859135,1.0038365,1.1547441,0.97209245,1.0479074,1.0414455,1.1660042,0.9814731,1.0921464,1.0188786,1.0058461,1.0492594,1.1898036,0.95630264,1.0284629,1.0538299,0.9015815,0.9392055,1.1334462,1.1423876,1.1067364,0.85775447,1.0565296,0.733157,0.953775,0.93832105,1.2133646,1.2970241,0.9728582
couch,1.225903,1.1450648,1.4370606,0.41389477,1.3116902,1.3052833,1.4545428,1.2144073,0.6576796,1.0452839,0.20477408,1.4541771,0.11732125,0.69543445,1.2074358,0.39835185,0.72448015,1.2191578,1.3900439,1.3980135,0.9409581,1.4788198,1.2115409,1.30445,1.4191225,1.3437529,1.0744174,1.0921758,0.9163674,0.4550166,1.2731353,0.7574863,0.5437886,1.2898753,0.96117795,1.0200795,0.0,1.0328434,1.5581932,0.47782338,1.4389813,1.2681214,1.1689125,0.5281163,0.93424636,0.84194267,1.1207929,0.59632564,1.106807,1.3204982,0.7990666,1.2438961,0.6288438,1.0329983,0.94328016,1.2641978,1.2443187,0.93915296,1.5413868,1.4081941,0.8523672,1.2768412,0.7230173,0.6916003,1.4550455,0.63604796,1.0196205,0.69924,1.3660039,1.0961816,0.81406873,0.4118228,1.1102955,0.536852,1.4948529,1.0908289,1.1166989,0.99633396,1.3492415,1.0511266,0.6635927,0.9592314,1.0957202,0.7874322,1.3962514,1.3917931,1.3653511,1.2826104,1.4075857,0.8210807,1.1611706,0.41841328,0.52991295,0.6879683,1.5428551,1.4649718,1.2431711,0.9164362,0.8105859,0.9076226,0.94781256,1.4668044,0.8936515,1.4157457,1.3543794,0.9176454,1.2759492,1.3613431,0.726518,0.82938015,0.94956213,0.62116545,1.4219964,0.41810566,0.75362,1.0529441,1.4645295,1.2758307,0.611478,1.4993833,0.79285145,1.4119912,0.9377527,1.581874,1.3455926,1.4800415,0.6965184,0.36774445,0.8143543,0.3071425,1.4062504,1.2523093,1.1472985,0.7659066,1.1750495,1.2686851,1.0870786,0.6619917,0.8399745,1.0327668,1.3358381,0.7193786
cracker,1.0873842,0.9799558,1.2030666,0.8897204,1.2527716,1.2606579,0.99466896,0.72708595,1.061063,0.939834,0.8722558,1.0527495,0.92712116,1.0143815,1.1595478,0.87950987,1.1540976,1.2123882,1.2399899,1.1339426,0.96145624,0.8851406,0.9845207,1.0891317,1.1421297,1.0884805,1.1930063,0.6921053,0.9109279,0.9557325,1.0640653,0.92009455,0.8459834,1.1505785,0.6200764,0.76677966,1.0328434,0.0,1.1539434,0.9241797,1.1453778,0.9619992,1.0859932,1.008437,1.0215853,1.0212337,0.97152525,0.9140742,0.8176929,1.1338204,0.75645745,0.9537481,1.086291,0.8550427,0.9952265,0.974134,1.0655342,0.9048394,1.0618389,1.1183978,1.024581,1.0948465,0.9346201,0.95589757,1.0980247,0.96519583,0.9789716,0.8204243,1.1502537,1.161233,1.0408641,1.0135708,0.98677456,0.8926893,1.090247,0.9550582,1.0036478,0.8338531,0.9931708,0.87530386,0.8898949,1.164679,0.9539069,0.7970995,1.1475145,0.8474679,0.87440664,0.942204,1.1726868,1.0678697,0.6277068,0.9501814,0.940923,1.0010939,1.1428406,1.0808536,1.2029951,1.0592993,0.8128655,0.89077,1.0539558,1.0577275,1.076387,1.0739189,1.1285963,1.0694064,1.0454878,0.9291054,1.0223026,0.8218617,1.0429863,0.7473924,1.191453,1.0099412,0.9311451,0.8038522,0.99288756,1.1209356,1.0483747,1.0084934,0.8117589,1.1628984,0.96168774,1.0977776,0.8824556,1.1324651,1.097718,0.98079956,1.2128611,1.0538703,1.1766331,0.89927834,1.1288865,0.8801952,0.8645265,1.21726,0.9964397,1.0926405,1.0500269,1.0205411,1.16204,1.0215325
crayon,0.70743537,0.79406106,0.27281767,1.4069102,0.69034404,0.6881352,0.5709286,0.6936002,1.3973651,1.0668976,1.6076702,0.28709358,1.5491974,1.4133421,0.75610113,1.5880144,1.3278304,0.65521336,0.34685123,0.55258894,1.0775433,0.42425454,0.6671435,0.8302349,0.4408729,0.45035076,1.0898423,0.8496635,1.1373304,1.4273958,0.9472132,1.3438419,1.4874008,0.6383003,0.9781259,1.2437277,1.5581932,1.1539434,0.0,1.5406325,0.47634876,0.8119241,0.7426245,1.5268505,1.275656,1.2759373,0.78820527,1.4685433,0.9707199,0.7047145,1.3202747,0.7341025,1.3957438,0.9969329,1.1434078,0.6515934,0.89004713,1.2376001,0.2470032,0.5834211,1.305457,0.64070535,1.2018284,1.3625268,0.39037102,1.418623,1.1202766,1.3514352,0.61607647,0.9962997,1.3529056,1.5365462,1.0954452,1.4249201,0.2936076,0.81523865,1.0141686,1.1610456,0.69877076,1.1555858,1.3933779,1.1883267,0.93511885,1.3912355,0.33221698,0.72973967,0.76437074,0.7179177,0.36689287,1.2702855,1.1228799,1.5262965,1.3625693,1.3787749,0.08685064,0.13845181,0.5713141,1.2633212,0.9936025,1.1860932,1.150747,0.61901265,1.3201772,0.39124876,0.6804235,1.1424173,0.6757729,0.58989644,1.323288,1.26884,1.2777908,1.4425967,0.40076327,1.513182,1.2618686,1.0185325,0.45284915,0.63849986,1.380364,0.2734018,1.2951791,0.57887274,0.9616308,0.34608495,0.74262536,0.34788263,1.3251579,1.561775,1.2387269,1.5986505,0.46536964,0.6928072,0.58096087,1.1588546,0.8969877,0.78294086,1.037023,1.3305582,1.2728155,0.7949065,0.35921776,1.3718865
crib,1.2145016,1.339979,1.5127425,0.7678762,1.388077,1.3554823,1.3424318,0.9263679,0.510308,1.057487,0.45198596,1.4382968,0.3854636,0.8202454,1.2080983,0.5483489,0.85077983,1.0912678,1.2957568,1.2207003,0.6746415,1.4834195,0.99499965,1.0328889,1.386309,1.181492,0.8842197,1.2304637,0.92428285,0.31662858,1.1148562,0.6520865,0.7159018,1.3100978,0.9535888,1.0619209,0.47782338,0.9241797,1.5406325,0.0,1.2776035,1.1810292,1.0768347,0.64418906,0.7722225,0.565448,0.95048684,0.746466,1.2106769,1.3909882,0.9147137,1.341436,0.7984878,1.2611369,0.63936967,1.3865998,1.1262205,0.9662138,1.402591,1.3330524,0.84167564,1.3763179,0.9396616,0.74560547,1.4139203,0.78822744,1.0139592,0.9588153,1.4352248,0.93675333,0.8859688,0.6672969,0.9576296,0.75942564,1.347378,0.75797415,1.0363508,0.9788786,1.4353048,0.86887634,0.8540451,0.82903063,1.2243328,0.93050444,1.5166246,1.2757771,1.2386687,1.3790662,1.4704038,0.6422776,1.047631,0.68788457,0.76614463,0.6285993,1.4773401,1.4181455,1.1991094,1.0248898,0.981721,0.8257203,0.8287949,1.2433192,0.910892,1.3940866,1.4524579,0.76714116,1.074623,1.3053957,0.476066,0.8190621,0.99440366,0.7871039,1.3252795,0.71186227,0.9255957,1.2279103,1.2873234,1.0633439,0.5746254,1.5839167,0.775835,1.2962016,1.1285515,1.3880446,1.3248507,1.4891909,0.50924546,0.6526753,0.70357347,0.36463714,1.3587003,1.4791574,1.2015324,0.7267681,1.0719085,1.164198,0.82287896,0.74603623,0.8016807,0.7917249,1.5007149,0.5554785
cup,0.96190184,0.99535257,0.49433178,1.5540923,0.6789544,0.61872524,0.7439461,0.57266635,1.2262764,1.1501964,1.5318354,0.65468395,1.4038343,1.3661497,0.9069078,1.6134202,1.3210652,0.72351706,0.2550845,0.3331399,0.8448949,0.47050536,0.70520055,0.3047583,0.68888104,0.304923,0.94595784,1.1111284,1.2364769,1.1457882,0.6289921,1.1467323,1.4559419,0.74046206,1.1974418,1.0051392,1.4389813,1.1453778,0.47634876,1.2776035,0.0,0.66775507,0.8302988,1.3606999,1.0495197,1.058872,0.8624439,1.4428872,1.1714647,0.65884674,1.3844547,0.9407779,1.3508013,1.2513106,1.157252,0.99327964,0.6988298,1.2346361,0.4472412,0.79526144,0.78689086,0.95539886,1.3290672,1.394913,0.55388105,1.386231,1.059626,1.5095961,0.7832565,0.9303882,1.2857924,1.5383708,0.5855645,1.5835104,0.63219076,0.7378594,0.8189688,1.1320957,0.711876,0.72212625,1.4763074,0.9765245,1.1278713,1.3096797,0.63503087,0.7201774,0.7028387,0.9213375,0.53801113,0.9959457,1.1139129,1.5224501,1.4390056,1.2682366,0.50424755,0.5494522,0.69333136,1.2386385,1.1138498,1.158296,0.9206382,0.4497795,1.1746649,0.5379056,0.71003145,1.0004097,0.6889415,0.6248437,1.006923,1.2554318,1.1688225,1.464491,0.76100636,1.557537,1.2784486,1.2562172,0.5019244,0.5488433,1.4074581,0.5737541,1.3277094,0.38455695,1.0231172,0.46340698,0.8546989,0.50778365,1.1765683,1.5050716,1.2363536,1.3605599,0.33171403,0.9581993,0.79895246,1.3538892,0.85656035,0.7092469,0.8507155,1.2164013,1.1833599,0.7005203,0.6927599,1.2279673
deer,0.96710396,0.8991375,0.7757082,1.3907248,0.71159077,0.7256364,0.8177672,0.8425805,1.2205238,1.1278863,1.2556888,1.0124784,1.2807256,1.2289789,0.8648377,1.2199721,1.1310266,0.89258385,0.71551037,0.8684697,1.0826397,0.6390506,0.9216843,0.61637264,0.8243139,0.7695253,0.91712976,1.177037,1.148012,1.1447015,0.8332,1.1761334,1.1998553,1.0188061,1.1852888,0.98460114,1.2681214,0.9619992,0.8119241,1.1810292,0.66775507,0.0,1.0102984,1.1351547,0.8714287,1.0951039,1.0685186,1.1190101,1.1336969,0.7440481,1.0503612,1.0451167,1.2678118,1.2675643,1.0618528,0.90530574,0.8388096,1.0027328,0.74302727,0.83968896,1.1109961,1.0887184,1.0748813,1.2144498,0.9261186,1.2962704,0.8965322,1.3807563,0.723602,0.9871605,1.017208,1.2037368,0.9135983,1.2705816,0.78486246,1.0061932,0.99922395,0.835973,0.6599938,0.9131491,1.1780537,0.9563422,1.2500145,1.1208749,0.8757347,0.7230661,0.7329043,1.0712297,0.7585367,1.1456152,0.7612983,1.2382956,1.1974099,1.3083609,0.7784468,0.7949624,1.0339823,1.0686034,1.119366,1.2058609,1.0165588,0.8490484,0.920618,0.7854944,0.6689379,0.7709867,0.92610884,0.75087905,1.0903721,1.0962816,0.9919096,1.2459848,0.8910013,1.3562913,1.0450077,1.203768,0.820959,0.89296216,1.208308,0.6981113,1.1338682,0.63558424,0.8305323,0.7248447,0.9401276,0.6525555,1.0419327,1.3256035,1.0190951,1.3050212,0.74342936,0.9903758,1.0522932,1.3086915,0.73452026,0.69707507,1.0065401,1.2019299,1.0319197,0.8567413,0.90161306,1.2206439
dish,0.88489807,0.8523622,0.8410131,1.2631893,1.016167,0.99549943,0.79736036,0.73153806,1.0101037,1.0144048,1.2653211,0.5301863,1.0932498,1.1994392,0.9224608,1.202378,1.2347556,0.86135125,0.8831392,0.6588732,0.806947,0.8337052,0.7806153,0.75674695,0.79962397,0.5926031,1.0089388,0.95599335,1.0315104,0.7987162,1.0908825,1.2139578,1.2087426,0.7013729,1.0863702,1.1380051,1.1689125,1.0859932,0.7426245,1.0768347,0.8302988,1.0102984,0.0,1.3317236,1.124744,1.0762042,0.7156062,1.1393533,0.96027756,0.9633343,1.1873397,1.0190468,1.326616,1.0179651,1.0450468,0.958246,1.0979083,1.0426161,0.8491084,0.8272873,1.2215995,0.8735422,1.0023307,1.2789624,0.904529,1.2474047,1.0480602,1.1655171,0.73917586,0.9306792,1.2217572,1.1763988,0.96438193,1.0256343,0.8285195,0.8181162,1.0227168,1.1339172,0.8895272,0.98024994,1.0887651,1.1140951,1.022632,1.1200105,0.9109498,0.8132873,1.0125977,0.98163915,0.86356145,0.93456894,1.1493621,1.1779846,1.0210415,1.1747421,0.8086037,0.84561145,0.76421124,1.1891663,0.73227155,1.0939345,1.082451,0.6561268,1.2160902,0.9055274,0.9202421,0.91295207,0.74761117,0.72060037,1.0472713,1.1023693,1.151176,1.2127215,0.7156112,1.1810459,1.0543677,0.81044924,0.69255906,0.6780534,1.0318525,0.74764335,1.1206295,0.92549074,0.96110654,0.7869346,0.85055596,0.80063164,1.1188645,1.2128811,1.1641698,1.2486465,0.79405665,0.88259524,0.9671131,1.0967572,0.85919315,0.9428603,0.87152207,1.218773,1.1735997,0.86136377,0.9092352,1.1484051
dog,0.90021086,1.2124145,1.4278735,0.70652103,1.1826094,1.2090023,1.3385851,1.2980883,0.9057536,1.0207736,0.55284023,1.4497738,0.58066255,0.7805642,0.8984848,0.61340636,0.8333609,1.238895,1.320936,1.3491061,1.0547303,1.3709555,1.2144887,1.254293,1.1754558,1.3639116,0.9328904,1.1613286,0.9293381,0.7809823,1.1183014,0.81485623,0.7240182,1.2605758,1.0486386,0.93558455,0.5281163,1.008437,1.5268505,0.64418906,1.3606999,1.1351547,1.3317236,0.0,0.7181384,0.8969927,1.2362698,0.7958263,1.1213112,1.2551888,0.7920697,1.2327074,0.73575073,1.1261847,0.9764511,1.041445,1.0127968,0.91316307,1.4351945,1.1444709,0.766332,1.2844727,0.7161149,0.7261903,1.3660799,0.70952004,1.022871,0.8742988,1.3076115,1.0317189,0.43537772,0.7224637,1.083095,0.74005437,1.3643099,1.2034363,1.122699,0.5833567,1.2864728,1.1020867,0.77105135,0.7963818,1.1203312,0.86240846,1.3822858,1.2456561,1.2143594,1.3155509,1.394968,0.9122112,0.9915248,0.70160973,0.7701082,0.84480083,1.487034,1.4627017,1.2352715,0.5161462,1.0410032,0.98075515,0.8061017,1.3540697,0.44035077,1.318984,1.2647412,0.9529534,1.1896772,1.2365288,0.8164271,0.951822,0.5058642,0.7973386,1.3265039,0.7088723,0.8305329,1.102305,1.3778877,1.2646701,0.8369847,1.4340736,0.8212254,1.3030174,1.067475,1.440141,1.2358919,1.4162099,0.6581536,0.64937043,0.8144058,0.5708434,1.3540261,1.3191345,1.2003357,0.8935875,1.0843817,1.0952828,0.98035663,0.7774837,0.7472037,1.051682,1.3337185,0.868037
doll,1.0684478,1.0579424,1.1632152,1.083547,0.9620167,1.0047207,1.0997158,1.0480511,1.0833466,1.3243186,1.0267334,1.2829171,0.9321064,0.6147668,1.0179358,0.75701666,1.1249362,1.0217551,1.1081318,1.1012602,0.8400084,1.1286887,1.1291924,0.95217913,1.1528078,1.2170572,1.0319878,1.1328928,1.2769823,0.8890048,0.9999286,0.9161169,0.96665394,1.254587,1.2970173,0.955779,0.93424636,1.0215853,1.275656,0.7722225,1.0495197,0.8714287,1.124744,0.7181384,0.0,0.95429474,1.0882034,0.8066453,1.0681932,0.81445324,1.1580942,1.2187124,0.8758304,1.1317599,1.0174764,1.2586408,0.8674508,0.75769377,1.2910905,1.0400779,0.81117994,1.1513612,0.7940382,1.1337845,1.1584703,0.8946576,0.8462893,0.9668602,0.96963257,0.9094943,0.84083605,1.0096097,0.89579153,1.0276458,1.160031,1.1438048,1.1563066,0.7898059,0.9748039,0.91988206,0.7141783,0.7047528,1.1418716,0.9341948,1.2214051,0.9066939,0.9948856,1.1728204,1.1422653,1.0934327,0.9824924,0.80453587,1.0507479,0.8945992,1.2248402,1.2176173,1.1849277,0.863552,1.0486609,0.9411906,0.8643406,0.96780765,0.80038005,1.2349458,0.90083617,0.6417133,1.0831757,1.0871872,0.7704576,1.1451969,0.823687,0.9873411,1.1020408,1.017338,0.8132647,1.1685073,1.0929809,1.179748,1.1440592,1.1434741,1.0992099,0.9946075,0.9022005,1.118703,1.120662,1.0889378,0.46317446,0.89983153,0.92874324,0.7952118,1.2033265,1.0712506,1.3364251,0.9103201,0.7699261,0.5206854,0.7573773,0.8059199,0.8269414,0.9847494,1.2512195,1.0933743
door,1.0999224,1.2023376,1.3024819,0.97815937,1.2448735,1.2246583,1.2618237,0.9372475,0.5818069,1.1340321,0.85925496,1.1942017,0.7770692,1.043305,1.0970029,0.9764769,0.93914443,0.99623305,1.1207703,1.1296743,0.7051481,1.2862327,0.72556114,0.84801745,1.1624593,0.9466557,0.80680126,1.0713887,1.056012,0.5987072,0.8408318,0.6513606,0.88272053,1.0992208,1.0787847,0.9488481,0.84194267,1.0212337,1.2759373,0.565448,1.058872,1.0951039,1.0762042,0.8969927,0.95429474,0.0,0.6897175,0.9522833,1.0704798,1.219783,1.161184,1.0513407,0.9641423,1.0870521,0.79745185,1.3580878,0.882182,0.970701,1.1469002,1.1798787,0.87169397,1.2002238,1.1721758,0.95587105,1.1621107,0.93235624,1.1716415,1.0669855,1.289051,0.95424473,1.0000353,1.0078717,0.961173,1.0265192,1.1540085,0.4906801,0.7601929,1.0849862,1.2560098,0.6817893,1.1105472,0.92574173,1.1622031,1.0547901,1.2778091,1.1321684,1.0290273,1.09855,1.3010294,0.71633786,1.1083024,1.0260261,0.92445385,0.7764261,1.2188907,1.2252566,1.1225405,1.021316,0.916223,0.9528922,0.75195956,1.0739456,0.97094166,1.2517726,1.2521904,0.9841757,0.8358812,1.1489761,0.53457856,0.99867654,0.94896495,0.91026163,1.1836424,0.9886139,1.1240246,1.1057289,1.0456973,0.90263957,0.8722365,1.3882654,1.0535908,1.1227789,1.1493783,1.159648,1.0052133,1.2683161,0.9068345,0.98567086,0.82889915,0.82947195,1.2580965,1.2259184,1.1105899,0.9862527,1.0470034,1.2024736,0.9425998,0.9000963,0.78046095,0.6439496,1.3120108,0.36962634
drawer,0.85250664,0.976829,1.050268,1.1166631,1.0301191,1.0403509,0.9921203,0.56327105,0.7048787,1.2335508,1.1578909,0.680035,0.8832584,1.2461096,0.85915464,1.2313759,1.2732304,0.6446349,1.0377253,0.7246563,0.39048767,1.0006247,0.634902,0.7135391,0.8322747,0.52520096,1.0843399,0.95973617,1.2041124,0.66239035,0.9398228,0.9832244,1.2806467,0.8888382,0.9804041,1.0062294,1.1207929,0.97152525,0.78820527,0.95048684,0.8624439,1.0685186,0.7156062,1.2362698,1.0882034,0.6897175,0.0,1.1418808,0.9728247,1.0995018,1.2754273,0.9190011,1.2737129,1.0334259,1.0337294,1.0602907,1.0569067,1.0393598,0.8601373,0.8171971,1.0773556,0.9641105,1.0312372,1.278178,0.9485558,1.285477,1.1771098,1.1543925,1.0309994,0.91925853,1.1895951,1.3121526,1.0318898,1.1526428,0.6747337,0.520486,0.92987794,1.0339204,0.98276174,0.82398957,1.1297116,1.0967952,0.9952055,1.1716149,1.0486045,0.7508804,0.89892185,1.0038022,1.0317737,0.6422782,1.1722763,1.2820436,1.0455651,0.8600135,0.7623209,0.80452347,0.97032577,1.1184738,0.6415293,1.1037065,1.0263321,0.69275105,1.196215,1.0145812,1.0499889,0.9070325,0.41898096,0.8653679,0.81145823,1.1331724,1.0882378,1.2700725,0.80699646,1.2550708,1.1299101,0.8996763,0.5580045,0.49686193,0.94506407,0.9001058,1.1832443,1.143433,1.0384629,0.77691406,0.95835376,1.0557216,1.1091778,1.2875481,1.1120439,1.1344568,0.89562976,0.9168346,1.0725663,1.1087811,0.7676939,0.98959535,0.68132764,1.1393965,1.0918195,0.7311817,1.0734146,0.99207217
dress,1.2882996,0.9271616,1.4271564,0.56687176,1.2786933,1.3073157,1.299982,1.2857587,0.8845446,1.0345436,0.63272023,1.3796372,0.64816403,0.50021607,1.3023505,0.40060407,0.8824376,1.2298354,1.4253069,1.4158468,1.0648525,1.4436204,1.1708957,1.2290461,1.4275653,1.4041464,1.163528,0.9286803,1.0185643,0.7824441,1.2460617,0.8645782,0.522577,1.2623365,1.0839216,0.981093,0.59632564,0.9140742,1.4685433,0.746466,1.4428872,1.1190101,1.1393533,0.7958263,0.8066453,0.9522833,1.1418808,0.0,0.9087214,1.1636597,0.84310436,1.087909,0.72671485,0.8120067,0.9358227,1.3351932,1.234907,0.78907454,1.502361,1.3611312,0.93700427,1.1730049,0.6581124,0.9621179,1.3166625,0.7497859,1.1016701,0.5598092,1.2078714,1.1143833,0.91286296,0.48638785,1.0386407,0.5370234,1.3750548,1.1913228,1.164479,0.9845122,1.2418293,0.97323585,0.5291284,1.0460218,0.8704817,0.78567827,1.3312497,1.1945708,1.0706277,1.0964644,1.3871179,0.98164564,1.1213094,0.14301187,0.53396356,0.7755554,1.4434601,1.3877732,1.272151,0.98127115,0.87264663,0.9641858,1.0524718,1.3961425,0.96844816,1.4744623,1.20554,0.7981988,1.3224849,1.313678,0.809324,0.8747751,0.95900303,0.42099613,1.3230829,0.45009643,0.62996423,0.799412,1.365,1.4124529,0.7942473,1.3198884,0.9421583,1.2866273,0.7534754,1.4109145,1.188799,1.400165,0.78878516,0.42947257,0.8741765,0.63025254,1.4314783,1.0260209,1.2932806,0.7434084,0.92928046,1.1294283,1.1134174,0.858243,0.91915405,1.1074054,1.277991,0.8884433
ear,1.1000959,0.8227248,0.9420711,0.932793,1.0896763,1.152052,0.99114865,1.1880748,1.2147498,1.0032942,1.1434646,0.84109575,1.1210362,0.94390464,1.1325431,1.0265472,1.1009204,1.2300513,1.214958,1.1834332,1.1412594,0.94235826,0.92324346,1.2372439,1.1067555,1.1082696,1.2932785,0.5337168,1.0851922,1.1065842,1.1042243,1.0888234,1.0158935,1.1132575,0.90775985,1.1039009,1.106807,0.8176929,0.9707199,1.2106769,1.1714647,1.1336969,0.96027756,1.1213112,1.0681932,1.0704798,0.9728247,0.9087214,0.0,0.9436651,1.0659587,0.5275711,0.8602052,0.30244702,1.1195492,1.0612595,1.1075189,0.8453638,1.0748814,1.1030089,0.99732155,0.54047596,0.8488283,1.1445457,0.84641236,0.71093285,1.1596234,0.5483978,0.67642385,1.1713998,1.0427445,1.0217052,1.1254387,0.8479147,1.0292673,1.1506069,1.0922916,1.1139433,0.9259556,1.1221756,0.79562664,1.1574891,0.37907308,0.92287153,0.8059253,1.0171146,1.0310766,0.35308635,0.9667998,1.2376392,1.0230848,0.99682796,0.84598064,1.0711622,1.035237,1.029502,1.1992743,0.8826453,0.7847653,1.1963787,1.0978022,1.0837426,1.0996333,1.2111785,0.84679043,1.1238432,1.0405519,0.9970222,1.1107149,1.093368,0.9461397,0.899379,0.99855095,0.8770411,0.8163471,0.5241539,1.0246016,1.3124123,1.1809053,0.8069335,1.1112775,1.2196819,0.91469395,1.0677166,0.9402424,0.97667766,1.1741971,0.9274339,1.1434007,1.1985246,1.2186831,0.41138673,1.1004192,0.8917183,1.0770458,1.0980455,1.1965452,1.1253431,1.0302593,0.99967676,0.7630389,1.1350334
egg,1.08669,0.7393122,0.4909129,1.3045374,0.46337295,0.48277396,0.8150366,1.0527042,1.2804439,1.2792051,1.4178534,0.9179328,1.3745278,1.0898771,1.0187631,1.2617891,1.2093261,1.0060353,0.7070438,0.76693857,1.2113853,0.4948237,1.0564044,0.8532701,0.9090539,0.91073334,1.1065114,0.95219153,1.2685058,1.3496523,0.7430651,1.2895474,1.2399201,0.9400475,1.296337,0.95212036,1.3204982,1.1338204,0.7047145,1.3909882,0.65884674,0.7440481,0.9633343,1.2551888,0.81445324,1.219783,1.0995018,1.1636597,0.9436651,0.0,1.2507977,0.7694211,1.102253,0.8589962,1.2667036,1.0045266,0.8033582,0.95616776,0.78456426,0.9496542,1.0502185,0.8420325,1.1177857,1.3298812,0.6698684,1.1785932,0.8263824,1.1151813,0.6545851,1.0371071,1.1091902,1.3387651,0.9047721,1.4157948,0.862122,1.1223403,0.8832788,0.9349326,0.35116512,0.98607224,1.2080494,1.0812984,0.926026,1.0248158,0.5450654,0.66265625,0.8451394,0.7427137,0.4479649,1.3567339,1.0304116,1.2564912,1.3334157,1.285394,0.7171507,0.70152223,0.91868484,0.9508949,1.0459563,1.131257,1.0890205,0.70758486,1.0126951,0.6247341,0.29165268,1.0969175,1.0483086,0.7178924,1.3098156,1.2267901,0.95388466,1.2617903,0.9379738,1.3451561,1.1813593,1.079141,0.92083323,0.9436189,1.4398195,0.642736,1.33874,0.5144925,0.92644954,0.6953966,0.90377414,0.55086434,1.1732996,1.3190699,1.1491107,1.3018012,0.62980545,0.663874,0.9536322,1.3175079,0.84323233,0.6959243,1.0284749,1.19309,1.0591805,1.1165881,0.6755985,1.3172163
