,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
pickle,0.90384334,0.72926015,1.2523187,0.9133333,0.771829,0.4771648,1.1677078,1.2175277,1.358285,1.0551791,1.3420205,0.8797419,0.77346003,1.2351539,1.1545227,1.2319405,0.9613561,1.0297686,1.1647308,0.45927137,1.2794924,1.206436,0.65613455,1.2512977,0.9819484,0.9571536,1.1664704,1.2792947,0.97140014,1.2217529,1.0763497,0.8341598,0.85905004,1.3218371,0.7832586,1.2532455,0.96313906,1.1321504,1.107886,0.9414522,1.2254431,0.9633589,1.1703129,0.91263306,0.8445181,1.0977093,0.82517123,0.8207803,0.918577,0.7977524,0.57528055,1.1642327,0.83747923,0.98808813,1.1583304,0.88244385,1.1642036,1.0401324,0.7305666,0.9959837,1.3676589,1.2646008,1.0472637,1.1935198,0.9091779,1.169355,1.1252211,1.2152007,0.8054843,0.663712,0.71860003,1.1150562,0.70071507,0.92712885,0.62337166,1.2042232,1.0122972,1.2736593,1.1294652,1.209107,0.8031316,0.74404705,0.0,0.8775476,0.7596458,1.1333565,0.76241016,1.1052094,0.689669,1.236902,0.97294474,1.2473803,0.97767794,1.166624,0.7609043,1.2666777,0.9078365,1.0546919,0.90536976,1.2173378,1.0950061,1.1664547,0.79014516,1.0099337,0.84096026,0.8074052,0.73063916,0.97568065,0.897665,1.0412211,1.2597404,1.3053153,0.9065399,0.8351698,0.883226,1.0919485,0.9419631,0.9851456,0.95154446,0.90382075,0.7969245,1.2606742
pillow,0.97694325,0.75698256,1.1350478,0.67350835,0.7383295,1.0206611,0.9152143,1.2386848,1.1627879,0.7125811,1.0685723,0.70014715,0.93953484,1.0104979,1.1573532,0.9536166,0.80812585,1.0667248,1.0146106,0.79761434,1.2420392,1.2500193,0.77799857,0.94700354,1.0990694,0.6909995,1.0331095,1.0129269,1.1305546,1.3258616,1.0509915,1.1561236,0.7872697,1.0591292,0.51242965,1.2111146,0.7063833,1.1730899,1.270827,1.2548457,1.2273564,0.78777397,1.0842192,1.0718617,0.89844584,1.2556235,0.83456635,0.6382787,1.165425,0.5073901,0.72533405,1.1268032,0.7330062,0.92154217,1.2013665,0.8063941,1.2318997,1.0022205,0.82977957,1.1018269,1.128048,1.2000763,1.1444675,1.1511928,0.6154956,1.0954247,1.2265689,1.2054937,1.0765426,1.0367892,0.7425639,0.68052095,0.7016338,0.9707905,0.661277,1.0989724,1.1202517,1.1826797,1.085793,0.81958187,0.5624391,0.5294777,0.8775476,0.0,0.93084824,1.280303,0.9901165,1.2365017,0.8883408,1.1663928,0.8819872,1.2827542,1.0224025,1.1106741,0.91824937,1.2448709,0.74278647,0.9974878,1.018275,1.176755,0.75536406,1.2143579,0.5729939,1.0573397,0.7092147,0.7883575,0.6856331,0.70538336,0.72465694,1.1383986,1.2535713,1.2767665,0.9751457,0.8004482,0.6794609,0.5747616,1.0589558,1.1775532,1.0455544,1.1453538,0.6552198,1.1320357
pizza,1.0511656,0.6892508,1.3596492,0.762871,0.8475357,0.5616417,0.9148432,1.3417658,1.3264527,1.0233005,1.2252866,1.1588199,0.7103695,1.3403327,1.2292184,0.95119494,0.78134406,0.7201602,1.1044742,0.24611813,1.125035,1.1874835,0.65842885,1.1752365,0.8177196,0.96174484,1.1849333,1.1445616,0.94319844,1.1898125,0.94125146,0.8986544,0.7307552,1.2632321,0.82258165,1.2236153,0.71132654,1.1152962,1.1458778,1.054257,1.1063137,1.061682,1.0907253,1.199543,0.9328695,1.248599,1.1421535,0.7905117,0.8064467,0.7134601,0.71349114,1.0853096,0.8331151,0.9915557,1.1396497,0.94476163,1.3437374,1.2872436,0.7767887,0.9566026,1.0920955,1.3876584,1.0554496,1.3930936,0.8696103,1.0133086,1.157759,1.1207728,1.2210301,0.82805544,1.0293995,0.9996763,0.9919009,1.1639658,0.7862402,0.9874161,0.92259705,1.4018376,1.334879,1.164415,0.8013972,0.7331665,0.7596458,0.93084824,0.0,1.111961,0.60051125,0.9527683,0.84675694,1.051172,0.6582868,1.0115029,0.9357262,1.17226,0.6571149,1.4192001,0.9407127,1.2455685,0.6801262,1.1579676,0.97701204,1.3118373,0.6895038,1.1873194,0.83078206,0.7990445,0.60681623,0.836571,0.7632953,0.9042597,1.387112,1.1652306,0.7501851,1.0503293,0.8455759,0.99633014,1.0096327,0.81621623,0.66262776,0.8026947,0.8704674,1.1690829
plant,0.8658998,1.1606766,0.8943457,1.11937,1.107832,1.1211171,0.99161404,0.87074196,0.807508,1.1728053,0.85611415,1.060525,1.1438364,0.9481517,0.94370735,0.9851124,1.2101545,0.964625,0.9797769,1.2958794,0.80317503,0.85621285,1.1829073,0.90317816,0.9206951,1.2074945,0.9579252,0.9526775,0.9772701,0.71074486,1.0251334,0.9443587,1.0855693,0.80938363,1.3235855,0.7838453,1.1801994,0.8871981,0.7365399,0.9050149,0.87279236,1.1530442,0.9324466,0.99762875,1.1463234,0.8781396,1.1966184,1.1202284,0.45170194,1.3325951,1.1455934,0.83340704,1.2632267,1.1273674,0.8156401,1.0911387,0.8809955,1.0543226,1.2477627,0.9342838,0.8519899,0.9315553,0.88869816,0.98282975,1.245132,0.97212213,0.79291975,0.93324256,0.9309677,0.9975981,1.345514,1.1057307,1.372699,1.0192817,1.268096,0.8739726,1.0041105,0.8646325,1.0920647,1.0477965,1.2621884,1.3322337,1.1333565,1.280303,1.111961,0.0,1.1249505,0.8647078,1.281149,0.81452143,1.0167118,0.7347636,0.96776867,0.9027877,1.1439984,0.8694468,1.1986783,1.0962105,1.0701481,0.9698059,1.1167566,0.82976747,1.2961087,0.9486306,1.1328998,1.3562875,1.2837613,1.1507739,1.162176,0.9846646,0.8510449,0.7550578,1.0198758,1.2849989,1.1585996,1.1239433,0.89510983,0.95046526,0.96521854,1.0757284,1.3154484,0.7131471
plate,1.000755,1.0035592,1.1900952,1.1165434,0.92991126,0.7914112,0.8463373,1.0022353,1.0196586,1.0963192,0.9018337,1.0190927,0.9660036,1.1849833,1.1365955,0.686419,1.0654569,0.36364102,0.715598,0.5308486,1.0448867,0.98149693,0.9986221,0.9778609,1.036191,1.1043351,1.2562004,0.8968174,0.8470724,1.1715441,1.1359726,0.5596113,0.9271827,1.091155,0.96723247,0.9458504,0.9724093,0.6060878,1.1604825,1.1223744,1.0250869,0.71969295,1.2074217,1.1554984,0.87845916,1.1667496,1.0990405,1.0427188,1.0884771,0.86128634,0.89542174,0.9967061,1.1042848,1.1136125,1.0741267,0.9546839,1.2903678,1.0858251,1.0967641,1.0875117,1.0393183,1.3348486,0.7643734,1.1972235,0.87120616,0.9136028,0.8656544,1.0084531,1.116949,0.8741601,1.1447678,0.7145892,1.065361,1.1262302,0.8553705,0.7947223,1.0975487,1.265565,1.242135,0.7420293,0.97330797,0.92721766,0.76241016,0.9901165,0.60051125,1.1249505,0.0,1.2598383,0.98040843,0.92317545,0.83028245,0.9966342,1.11889,1.1413407,0.89234865,1.2630484,1.0639865,1.137446,1.1217569,1.0243505,0.70533615,1.1783626,1.0727104,1.025071,0.7558558,1.0730706,0.7273643,1.0997322,1.0774031,1.0320901,1.2177161,0.81190115,0.65903914,1.1624572,1.0704709,0.85852987,1.047127,0.20376837,1.0378203,1.0662681,1.0858097,1.1839373
pony,0.9320712,1.0597676,1.0880041,0.9665741,1.034854,0.9230682,0.9749968,1.187365,1.0749913,0.9913698,1.0627773,1.2445614,0.8937814,1.1359687,1.0494585,1.0837618,0.98318166,1.0895922,1.1846782,1.0923436,0.9283278,0.9895126,0.8793912,1.0877295,0.9054515,1.0953346,0.9178921,0.99366784,1.0107536,0.9518906,0.72586274,1.0972365,1.0054065,0.95006967,1.1661096,1.0422989,1.0213134,1.1814007,0.41362,0.71396196,0.92731744,1.307008,0.8511976,1.0541332,0.9458161,1.0909634,1.1412386,0.96660787,0.7452226,1.1762011,1.090455,1.0709691,1.1056743,0.9071615,0.9696381,1.0620095,1.0313768,1.185818,0.8467399,0.58896303,1.0194787,0.96512884,1.1249907,0.92588127,1.1451097,0.947663,1.1045561,0.98748446,1.0269538,1.0759797,1.1112319,1.1235392,1.1920601,1.0687894,1.1731793,0.9347571,0.9382367,0.9950754,0.9012865,1.155452,1.1786747,1.2024667,1.1052094,1.2365017,0.9527683,0.8647078,1.2598383,0.0,1.0290415,0.9842673,0.8895962,0.90718937,0.5918233,0.9848563,1.0389109,1.0042447,1.0002339,1.122153,0.7681787,1.0718677,1.1374805,1.0401943,1.0461383,1.1313128,1.0792509,0.9179784,1.1395987,0.9672476,1.0257933,0.8092514,0.9456685,1.099561,1.0862076,1.0550004,1.0480919,1.0859649,0.98646206,1.1594981,0.84531677,0.8123176,1.0941687,1.0182561
pumpkin,1.1025342,0.7572913,1.2139333,0.81894845,0.91592926,0.68613255,1.2489588,1.3057208,1.3793311,1.0479085,1.3366084,0.92562854,0.8099948,1.195627,1.1889932,1.1905026,0.7375994,1.076454,1.1701347,0.5398717,1.1815526,1.2270143,0.7676264,1.2814991,1.0239347,0.6977863,1.2252299,1.2607417,1.0798289,1.33122,1.0532362,1.1033862,1.0173403,1.2938534,0.73765326,1.3292494,0.7888693,1.2061995,1.2025703,0.98575556,1.1663911,0.9762146,1.1244537,0.7865805,0.9727022,1.0656277,0.6825607,0.86371934,1.1575829,0.73101676,0.8664777,1.2240298,0.5498854,0.7641921,1.25801,1.0613699,0.9256046,0.88909763,0.48992002,1.0819325,1.3485318,1.2071931,1.221337,1.1294341,0.8942579,1.1382532,1.2454774,1.1741934,0.9890296,0.8473572,0.46397948,1.1486396,0.41320026,0.60533035,0.61933446,1.1870407,1.0728351,1.2849278,1.0872701,1.2012266,0.7613372,0.6549703,0.689669,0.8883408,0.84675694,1.281149,0.98040843,1.0290415,0.0,1.2055706,0.97083396,1.1296711,0.9865957,1.1183239,0.7755205,1.211097,0.8876163,1.017674,0.85706556,1.0969249,1.1163355,1.2685399,0.6627041,1.1712301,1.0892805,0.38594425,0.7149083,0.8873241,0.7824031,1.0232664,1.2242147,1.3450829,1.0058124,0.5369866,0.9149438,1.1051039,1.1528792,1.1730702,0.9347743,0.7720489,0.48487025,1.2808484
purse,1.0466884,1.1591935,1.0463091,1.1063075,1.249131,1.097565,0.6918757,0.98850995,0.98171264,1.0964748,0.9244932,1.0289285,1.0827682,1.0662955,0.956609,0.68444645,0.9857477,0.7702404,0.71485734,1.209623,0.94936794,0.5263897,1.1974014,0.64348805,0.9225453,1.2191808,1.2210919,0.92330134,0.8729857,0.9429164,0.83464855,0.91766703,0.963311,0.9145446,1.2913353,0.89561677,1.0616138,0.8148862,0.9104429,0.89303315,0.87391275,1.0527067,0.7927184,1.1487172,0.9721118,0.989694,1.2561282,1.1790452,0.86127084,1.3096942,1.1941081,0.8964249,1.3189094,1.028755,0.9540472,0.85996914,1.0753086,1.1047459,1.2246934,1.0024961,0.97702014,1.1143823,0.5524523,0.9882556,1.206718,0.9524159,0.97913426,0.6132355,0.97811747,1.0248307,1.3680179,0.7445963,1.3475324,1.0911787,1.2034177,0.8864188,0.9125416,0.99826384,1.1023442,0.8165064,1.2935072,1.3013289,1.236902,1.1663928,1.051172,0.81452143,0.92317545,0.9842673,1.2055706,0.0,1.0666175,0.76052177,1.034609,0.88502717,1.1954914,0.98882097,1.1026679,1.1919026,1.0220408,1.1943113,1.0176377,1.0011759,1.213869,1.0332695,0.79034936,1.3006327,1.2962129,1.1793029,1.1140853,0.8873309,0.95813465,0.8099989,0.7450955,1.2584388,1.0322212,0.79795706,0.7825437,0.7933917,0.902575,1.1161973,1.3227261,1.0303571
radio,1.071321,0.91545606,1.3953555,0.8434454,0.88953674,0.8571669,0.70028776,1.2443897,1.2294605,0.87066567,1.1517906,1.2068247,0.7480119,1.3201454,1.1638634,0.9220578,0.9319964,0.86657566,0.9611484,0.7672727,0.96649075,1.026494,0.735276,0.9345621,0.8127893,0.9153842,1.1007215,0.8506729,0.99982816,1.1378216,1.0101999,0.9817659,0.9128179,1.1631913,0.87055874,1.068177,0.7890461,1.0736144,1.0399393,1.0512245,0.84759593,0.7874534,1.215056,1.1155746,1.0096257,1.2879198,1.1508226,0.7278802,0.7911757,0.81584466,0.71498966,1.03773,0.8990144,1.0130332,1.1214771,1.0064108,1.3494706,1.3189896,0.90969884,0.98539513,1.0804929,1.2399658,1.0174083,1.3311647,0.87073046,0.79728985,1.1580017,1.0216362,1.2818084,1.0329181,1.11466,0.9169427,1.0786978,1.2361782,1.1344868,0.87087834,0.8782421,1.3252158,1.1853542,1.0902888,0.9219312,0.8957392,0.97294474,0.8819872,0.6582868,1.0167118,0.83028245,0.8895962,0.97083396,1.0666175,0.0,0.7308311,0.93348634,1.0680865,0.76686615,1.3799918,0.7970085,1.1022519,0.84751284,1.1355634,0.7053286,1.2104007,0.73451626,1.0774673,0.8595351,0.92843354,0.77732503,0.6003296,0.86800516,0.8873126,1.3273096,1.2108177,0.8071476,1.1327404,0.9359731,0.8522277,1.0640757,0.9390161,0.7298379,0.8719463,1.0125058,1.0744377
refrigerator,0.9425857,1.1899577,0.9745008,1.1597365,1.2584169,1.0950075,0.80432546,0.93975973,0.7865702,1.1644033,0.8298147,1.0229496,1.0591675,0.9752424,0.9245523,0.77123696,1.1196636,1.0017552,0.73080236,1.2511989,0.81006,0.83679765,1.2147644,0.8465804,0.9302849,1.1876526,1.0791118,0.6803089,1.0756348,0.886191,1.0077634,0.9939129,1.2126613,0.80116636,1.39044,0.62510395,1.1690717,0.89145404,0.8746811,0.84663117,0.68165827,0.9746126,0.8546704,1.030552,1.2534224,0.96406305,1.2288594,1.2253406,0.7409839,1.3707504,1.2339082,0.8493091,1.3226855,1.0530583,0.951988,1.0302379,0.96933705,1.0557249,1.2047522,0.9894162,0.90990144,1.0016056,0.84364796,0.8802203,1.293246,0.6827291,1.0571918,0.7397866,1.0540307,1.028418,1.3886846,0.9922783,1.3241117,1.0555928,1.3469634,0.75863516,0.8076741,0.88871634,0.95384526,0.9950694,1.3795164,1.3810368,1.2473803,1.2827542,1.0115029,0.7347636,0.9966342,0.90718937,1.1296711,0.76052177,0.7308311,0.0,1.008474,0.81547785,1.1491361,0.8618157,1.0540289,1.042494,1.1003845,0.98611885,1.039534,0.8626762,1.2969809,1.1943226,1.0666331,1.2523266,1.3424617,1.2005781,1.1933744,0.7405657,0.84161484,0.7247157,1.1314282,1.2476288,1.1107973,0.9959664,0.9007309,0.7997577,0.9602779,1.1421591,1.3521291,0.8882489
rooster,0.80621016,1.2621213,1.0046672,1.1322559,0.8661028,1.020795,1.0011743,1.0456356,1.0730437,1.1893796,1.0511261,0.9763887,1.1321995,1.0266508,1.1184317,1.2145404,1.2795565,1.0835446,1.0854175,1.0397004,1.0726925,1.163845,1.026805,1.0860124,0.9547558,1.2273092,0.94902843,1.0712163,1.0583279,1.013161,0.90588665,1.0049572,1.2446766,0.8913264,1.1999543,0.9991882,1.3016267,1.095718,0.62783706,0.6431906,0.9719382,1.0479426,0.82405263,0.9184088,0.9522128,1.0377235,0.90045524,0.95133513,0.8335337,1.1133505,1.0155244,0.83376783,1.1338487,1.138279,0.77821225,1.0899328,0.8855599,0.8458668,1.0572162,0.23475957,1.0168574,0.9893516,1.0218712,0.87201506,1.2142075,1.100177,0.92833537,1.1127615,0.848397,0.95173323,1.0326622,1.0102195,1.0183415,0.78438926,0.98959845,1.1178731,1.0926008,0.92144275,0.95329845,1.1501728,1.2163961,1.2354426,0.97767794,1.0224025,0.9357262,0.96776867,1.11889,0.5918233,0.9865957,1.034609,0.93348634,1.008474,0.0,0.821893,1.089417,0.91733867,0.97428894,1.08602,1.0799482,0.9617268,1.076091,1.0325,1.1483759,1.0399073,1.0785394,1.0608294,1.1038104,1.1357753,1.2607737,0.74756855,0.9665184,1.0279888,1.2007334,0.9032869,1.0912213,1.0142024,1.0616347,1.0198562,0.98185575,1.1514297,1.0308496,1.0348378
scarf,0.8715865,1.417866,0.7934698,1.2616347,1.2092434,1.3131309,0.7938776,0.9417849,0.6996208,1.0988648,0.78438586,0.8787099,1.2145045,0.5907668,0.98653525,0.99250114,1.3651539,1.1893493,0.87841505,1.3139913,0.98845595,1.0103511,1.2413601,0.92752314,0.99309176,1.2968915,0.8790965,0.84897304,1.1953783,0.86173177,1.0095109,0.96538883,1.2887623,0.6800103,1.3482985,0.7580234,1.4148157,0.93723977,0.75070024,0.7747865,0.9988917,1.0410753,0.77007097,0.9128566,1.3030835,0.82827616,1.0112944,1.271585,1.0893434,1.3594186,1.2332833,0.816266,1.2920227,1.1355782,0.7886976,1.0637287,0.7071918,0.7390642,1.2818129,0.8855105,0.8542393,0.6883724,0.9271749,0.6087712,1.3107476,0.96545696,1.0015485,0.95031637,0.77768195,0.86181337,1.2299304,0.93811506,1.1462592,0.8945719,1.3021355,1.0405461,1.1448176,0.54720956,0.7197259,0.9421438,1.3759612,1.3890045,1.166624,1.1106741,1.17226,0.9027877,1.1413407,0.9848563,1.1183239,0.88502717,1.0680865,0.81547785,0.821893,0.0,1.3314763,0.48210788,0.9302193,0.7412363,1.263891,0.87783486,1.0957037,0.9532511,1.3038493,1.0632848,1.2559923,1.2771376,1.3303474,1.3105035,1.2842008,0.9206954,0.67602956,0.733087,1.2977843,1.0822111,1.16449,0.98845834,1.1128584,0.942583,1.1233755,1.2395352,1.2396113,0.9576681
scissors,1.0833917,0.66695106,1.356436,0.8496315,0.7010821,0.4428048,1.1201503,1.3665907,1.5176215,0.7270522,1.4628565,1.139272,0.6268282,1.3788252,1.2949312,1.0058837,0.81522745,0.93630904,1.2526288,0.59259415,1.051222,1.1084709,0.55600977,1.1132067,1.0088129,0.8441088,1.1313473,1.2084507,0.78873515,1.2796898,0.9165663,0.962179,0.80936265,1.5390894,0.52977026,1.3253741,0.74154705,1.2223448,1.2808557,1.0833969,1.0751286,1.0127647,1.2332168,1.1076145,0.95064807,1.3415617,0.9132489,0.5469886,0.823959,0.48241544,0.45372808,1.1774862,0.72226876,0.7236343,1.3506187,0.8304155,1.3092356,1.1292236,0.630777,1.0106008,1.084396,1.2803211,1.11863,1.5141217,0.58119416,1.0446781,1.059623,1.145964,1.1633034,0.9157366,0.9102414,0.8979298,0.81399006,1.1382234,0.7592315,0.9995897,0.8161397,1.5405948,1.3855642,1.1709893,0.71276796,0.5730902,0.7609043,0.91824937,0.6571149,1.1439984,0.89234865,1.0389109,0.7755205,1.1954914,0.76686615,1.1491361,1.089417,1.3314763,0.0,1.5610662,0.75588155,1.1954228,0.67881745,1.1495309,1.1098548,1.244179,0.6865773,0.9275535,0.8571764,0.5749022,0.40865916,0.60011834,0.8549195,0.9911983,1.5062647,1.3984967,0.8225695,0.87786084,0.6647078,0.85074145,0.94206786,1.0793298,0.87105846,0.56674767,0.7037863,1.1686376
shirt,0.8424919,1.4609823,0.38577014,1.4174113,1.3714945,1.4690332,1.065583,0.66151273,0.4346369,1.2421786,0.60776836,0.8344562,1.3676875,0.3487965,0.7558995,1.157532,1.4347732,1.2873187,0.9062101,1.476265,1.0391922,1.1103806,1.434973,1.0622492,1.1320561,1.3144368,0.7067089,0.8987165,1.2925786,0.712199,1.0464501,0.99577135,1.4234309,0.48742306,1.4913268,0.66979563,1.5494964,0.83495927,0.6787984,0.75174725,0.98833597,1.0938053,0.66516095,0.85581493,1.2888069,0.47998857,0.94389826,1.4901896,1.2121552,1.512758,1.4974059,0.80218035,1.2900954,1.1404417,0.6748264,1.2659246,0.44397092,0.6152006,1.3624382,0.9163247,0.82977843,0.3856688,1.0886118,0.2548374,1.4392514,1.1118252,0.90482724,1.0366632,0.74184954,1.1279705,1.1081024,1.1325125,1.065772,0.7975045,1.2769574,1.1197457,1.2227126,0.17725241,0.3737569,0.9861012,1.413914,1.479821,1.2666777,1.2448709,1.4192001,0.8694468,1.2630484,1.0042447,1.211097,0.98882097,1.3799918,0.8618157,0.91733867,0.48210788,1.5610662,0.0,1.1286182,0.64341766,1.3934841,0.75362957,1.1165648,0.6520919,1.4690101,0.9731909,1.4269581,1.3884313,1.5194957,1.4621643,1.325995,1.0288618,0.13854527,0.5092278,1.4085693,1.032029,1.3341969,1.2026813,1.1713021,1.034038,1.2713964,1.4041435,1.2429888,0.85432655
shoe,1.1143293,1.0987272,1.0731297,1.0095154,0.9207199,0.876079,0.8231199,1.215584,1.1640983,0.6866899,1.1343191,0.87538934,0.8392199,0.9655675,1.1259129,1.0813769,1.082956,1.196657,0.9724598,0.90641236,1.0807399,1.0528749,0.7872975,0.7853625,0.98531836,1.0106517,1.055682,0.8703085,1.1392208,1.2682384,0.882782,1.08324,1.0624672,1.0964762,0.8397249,1.092263,1.0892788,1.1574409,1.0792093,0.91997594,1.2266024,0.9585154,1.0098538,0.93535006,1.1787212,1.2311941,0.8310727,0.7976164,1.0640435,0.871724,0.78460413,1.1739364,0.9625319,0.64151675,1.1871219,0.8098775,1.1260644,0.9257303,0.7961068,1.0188555,1.0425433,0.983872,1.0552939,0.895397,0.9024913,0.8861576,1.2826929,1.0894451,0.93070394,1.0596195,0.95299774,0.78502274,0.8075044,1.0461464,1.0085044,1.0984089,0.9613894,1.1310059,0.78942335,1.1404859,0.9719652,0.89652663,0.9078365,0.74278647,0.9407127,1.1986783,1.0639865,1.0002339,0.8876163,1.1026679,0.7970085,1.0540289,0.97428894,0.9302193,0.75588155,1.1286182,0.0,0.7708908,0.97986,1.0824305,1.1431227,1.1303182,0.7322242,1.1379335,0.9459758,0.7763612,0.85888064,0.9076831,1.0701013,1.0103788,1.1737124,1.2794024,1.1321654,0.79729116,0.6870098,0.6474011,0.9757474,1.1567395,0.97331816,0.9749727,0.8244976,1.2170606
shorts,0.97355586,1.2174388,0.57471466,1.2340277,1.1298268,1.1600612,0.9931308,0.887227,0.7303202,1.0173028,0.8211056,0.86230123,1.1674638,0.57603997,0.90709877,1.159844,1.2710581,1.2834034,0.9733303,1.1272169,1.1535577,1.183528,1.1103395,1.0428857,1.1428832,1.0335164,0.767025,0.92404026,1.2393022,1.0305976,1.175817,1.0207945,1.2030941,0.78224283,1.0883361,0.8440763,1.2981336,1.0089779,0.90788096,0.91359353,1.1647521,0.94061196,1.0262588,0.82000506,1.2426999,0.9133288,0.7445813,1.1510795,1.3465034,1.0749457,1.1347911,1.0143278,0.97733736,0.9620366,0.98579973,1.1912036,0.76334,0.5470414,1.0611562,1.1004388,0.93599993,0.59827113,1.1353893,0.598707,1.1009814,1.0198321,1.1144757,1.1454042,0.71808815,0.9942248,0.89407676,0.99270463,0.9165318,0.95615745,1.0531142,1.2003067,1.1483065,0.6370535,0.54317117,1.0450025,1.0525388,1.054423,1.0546919,0.9974878,1.2455685,1.0962105,1.137446,1.122153,1.017674,1.1919026,1.1022519,1.042494,1.08602,0.7412363,1.1954228,0.64341766,0.7708908,0.0,1.2228043,0.7494602,1.0841451,0.88574475,1.1416459,0.9417362,1.2837124,1.1067498,1.0869725,1.1465021,1.1932522,1.1595662,0.7167406,0.9125608,1.3159335,0.8482513,1.1532943,1.0075307,1.1997448,1.1511066,1.2196016,1.2206143,0.98161465,1.0712339
shovel,1.1490607,0.5010705,1.321892,0.5771865,0.9394166,0.5522797,1.0915903,1.2845916,1.3922315,0.7398962,1.3517799,1.269729,0.6445687,1.4254949,1.1366822,0.99967694,0.5724846,0.93319964,1.3020499,0.71962845,1.0784835,1.0199744,0.53499794,1.0696872,0.8280432,0.7130461,1.1651733,1.2248757,0.8820524,1.1843629,1.002815,1.0745,0.6632814,1.374205,0.7296667,1.3395857,0.5085336,1.2732375,1.0945275,1.1027415,1.19158,1.331476,1.196372,1.1520268,0.9265504,1.1858743,1.18655,0.63212496,0.75583476,0.7528311,0.7343925,1.1762798,0.66634357,0.79437745,1.2144732,0.99452657,1.2812322,1.3373983,0.59964484,0.9759699,1.1987422,1.282301,1.1587418,1.4052689,0.8031666,1.0336379,1.1851077,1.0450927,1.1575819,1.0240986,0.9525525,1.220927,1.0231633,1.2013787,0.93084484,0.9821166,0.7643564,1.3477585,1.340651,1.182488,0.67426646,0.6625384,0.90536976,1.018275,0.6801262,1.0701481,1.1217569,0.7681787,0.85706556,1.0220408,0.84751284,1.1003845,1.0799482,1.263891,0.67881745,1.3934841,0.97986,1.2228043,0.0,1.2892957,1.1621274,1.1209159,0.539145,1.1595218,0.97285795,0.7015059,0.7151878,0.62428874,0.5180074,0.9844304,1.3243299,1.3921497,0.76981586,1.0790701,0.885588,1.1354287,0.9149722,1.195116,0.726874,0.532897,0.86342704,1.1415876
shower,0.90872,1.2724117,0.73824084,1.2323122,1.0284263,1.2442003,0.86798686,0.7560368,0.5610897,1.0564638,0.66439366,1.0154476,1.2206093,0.5695863,0.96284467,1.1400133,1.269243,1.1086187,0.8990203,1.165155,0.77899534,1.0713669,1.2491364,0.97210026,1.2015064,1.1016558,0.67431146,0.74568963,1.1592491,0.7516702,1.0140347,1.001898,1.2074431,0.61576706,1.2420166,0.71719575,1.275317,0.94306165,0.9124936,1.1003824,0.78798115,0.8067424,0.9540097,0.93847835,1.2577941,0.9051682,1.0331961,1.2338187,1.1869136,1.1348366,1.235142,0.8789627,1.2031658,1.2115045,0.7915506,1.1952527,0.7860251,0.84441376,1.2327385,1.0381875,0.58624524,0.64220005,1.01025,0.78904516,1.1438535,0.8520778,0.7763541,1.0275322,0.92272985,1.1263194,1.1429054,1.0195558,1.0937967,0.98601735,1.1664649,1.0323002,1.2289513,0.83797,0.7858001,1.0140711,1.2143549,1.2369401,1.2173378,1.176755,1.1579676,0.9698059,1.0243505,1.0718677,1.0969249,1.1943113,1.1355634,0.98611885,0.9617268,0.87783486,1.1495309,0.75362957,1.0824305,0.7494602,1.2892957,0.0,1.0024815,0.96168983,1.3045652,0.8766618,1.2730191,1.1157709,1.1651357,1.139844,1.2519498,0.96926415,0.81455994,0.7498953,1.3155129,1.0862252,1.1729981,1.056274,1.2556605,0.95036083,1.2453353,1.1028752,1.1432588,0.74841535
