,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
knife,0.88724643,1.1656276,1.2853279,0.79211676,0.9282675,1.3869655,1.1594048,0.8291313,1.0064899,0.67402524,1.0167034,0.87191474,0.7598512,0.9469165,1.136566,0.9595917,0.92556417,0.98853844,1.1641413,1.1319332,0.8600515,1.1314516,1.020567,1.1096452,0.8345753,1.1462903,0.7813443,0.87557304,1.1448163,1.1273922,0.6879316,1.1828034,0.8937484,0.97844297,1.0232832,0.8909003,1.2185961,1.1824536,1.1169981,1.2592452,0.7992302,0.6237289,0.9875843,0.9542881,1.2942162,0.9235251,1.2006301,1.020418,0.98689705,0.8705828,1.1296617,1.0040975,0.7435635,1.0385544,1.0891194,0.9604063,0.87932366,1.0127975,1.0195742,0.9768735,1.024992,0.98139685,0.74480283,1.1142893,1.0244533,0.97692513,1.0789151,0.88803416,0.0,0.886691,1.0275273,0.98460007,0.96283734,0.8970244,0.9853803,0.9651416,1.1743076,1.2214532,0.93140244,0.97918576,0.9555268,1.0128669,1.0594156,0.875521,1.0285219,0.86579835,0.7746483,1.148839,1.0869701,0.82600594,0.9814549,0.80112505,1.0219474,1.058465,1.0314337,1.0182009,0.92046213,1.1965659,1.1926842,1.0132657,1.1360354,0.7976319,1.1055015,0.8806636,0.91561097,0.96573645,1.2017949,0.7767335,0.7905692,0.7793709,0.99142444,1.0519292,1.1616995,1.1478158,1.1796293,0.78756785,1.1533649,0.8230668,1.2299852,1.0850884,1.0663792,0.85598445,1.3219924,1.1290296,1.0668073,0.6338826,1.1382847,1.2709882,1.0408119,0.7419068,1.0186577,0.8579736
ladder,0.888392,0.71540546,1.3955171,0.958281,0.51421607,1.4100885,1.3777397,1.100929,0.98387283,0.74536467,0.6369802,1.0004143,0.41432905,0.72005284,1.1233687,0.6673547,0.5988998,0.9529724,1.1951542,1.3640693,0.71931756,1.3028872,1.0048518,0.97153956,0.8396009,1.2009208,0.96183044,0.3626116,1.2199947,0.84326684,0.925758,1.3252323,0.48550856,1.1773925,1.3717892,0.48158717,1.2549745,1.0995644,0.8564238,0.8938978,0.76904714,0.7299214,0.7554628,1.2577581,1.2959448,0.78090835,1.2718467,0.9062831,1.0145352,1.194231,1.2844365,1.1338784,1.1473757,1.2520844,0.9954257,0.9888326,1.1164619,1.3554313,0.85737854,1.0689569,0.943389,1.0848538,0.8785041,1.2467552,0.9571183,0.7328404,1.0471262,0.58413893,0.886691,0.0,1.095072,0.99500704,1.2265834,0.97985154,0.8092892,1.3274099,1.1629864,1.321191,1.0202427,1.0959201,1.1088191,1.434307,0.8526397,0.9817882,0.7095696,0.6341619,0.8370707,1.3305423,1.4076505,1.3035622,1.086931,1.0134643,1.0478978,0.65567875,1.3199358,1.0518459,1.3346926,1.1210961,1.319659,0.87008417,1.2662642,0.6633424,1.1605681,0.8302413,1.1892413,0.75452465,1.2279791,0.774752,1.004673,1.0045346,0.74273217,1.2451766,1.2426859,0.8585097,1.1654286,1.0321999,1.2118819,0.7807906,1.3809316,0.8922549,0.6769168,0.49994886,1.3278422,1.3573884,1.2054482,1.1454468,1.1755022,1.2396574,1.03196,0.7525349,1.279711,0.7093086
lamp,1.2850953,1.184238,0.8839175,1.1575226,1.2913852,0.7876726,0.73288345,1.2051544,0.57741606,1.1501864,1.3592899,1.0770824,1.265135,1.425734,0.9230246,1.4425628,1.2566406,1.0686618,0.47985518,0.69222355,1.2554071,0.9707669,0.7617263,0.85632956,1.1974103,0.9994028,1.0628982,1.074516,0.3967836,0.63840586,0.9633169,0.95253307,1.2499669,1.2288259,0.75783676,1.2367843,0.68943393,1.0668507,1.0833592,1.2027993,0.59821385,1.2723007,1.2705567,0.8251611,0.70108974,1.3379089,0.6094778,1.2932268,1.0752641,1.1141716,0.594817,1.0748589,0.5589601,0.9384111,1.2009158,0.75407624,1.2252275,0.7283864,1.2200991,1.2733165,1.2193586,0.69195795,1.3745067,1.0243515,1.0643202,1.3385516,0.6555522,1.5224781,1.0275273,1.095072,0.0,0.9577921,1.2716253,0.66213006,1.3426862,1.0282952,1.0394946,0.7878841,0.68765545,1.1122416,1.3260844,1.0261661,0.7129209,1.212085,1.3694524,1.4645896,1.2221576,0.7799104,0.61880654,0.65154445,1.1345949,0.9532523,1.0305537,1.2622612,0.944694,0.71208465,0.94468504,0.838428,1.0447712,1.0650929,0.41686195,1.0617282,0.7105181,1.3207674,0.79071677,1.3131804,0.642858,1.5031254,0.9553056,0.8775122,1.2528043,0.938425,0.8012662,0.986653,0.77120066,0.77841175,0.44594336,1.0358186,0.77563274,1.1104574,1.2853686,1.3458996,0.6676725,0.95274425,0.93389106,1.0334008,0.581115,1.0515989,1.2332557,0.4383136,0.9994926,0.90534675
meat,0.97712266,0.96686214,1.0487009,0.9065483,0.9641729,1.1086322,1.0854923,0.7434475,0.9374455,1.0907794,1.0610615,0.9516174,1.099437,1.1395307,0.9487186,1.0950164,1.0410918,0.94105625,1.0077611,0.9194974,1.0260645,0.5821615,0.87437296,1.1993885,1.1311748,1.1432182,1.1412468,1.0971433,0.9557582,0.89119124,1.0277733,0.6682522,1.0848492,0.89689845,1.177801,1.0772858,1.0136559,0.80659544,0.99026895,0.9406767,1.0819939,1.1299505,1.0645212,1.2467456,1.0044817,1.0098888,1.0654324,1.0816356,1.0557913,1.0947611,1.1027586,1.1947542,1.0651753,1.0136389,0.93081266,0.9406501,0.9831741,1.2037426,0.9967266,1.0278621,1.0548381,0.9531096,1.0887939,1.1561219,1.0291148,1.1479557,1.0749066,1.1250085,0.98460007,0.99500704,0.9577921,0.0,0.9911074,0.93199235,0.9364624,1.2267473,0.6601101,1.1619898,1.058861,1.1482673,1.1940601,1.1518991,0.9809537,0.8166891,1.0838026,1.1400697,1.0150877,0.9500518,1.1893193,1.1111603,1.0456905,0.7562052,1.0071094,1.0072916,0.5523053,1.046501,0.7585303,0.99952143,0.8728119,0.86042476,0.95425475,1.0310386,1.1487466,1.197706,1.0356408,1.0809671,1.1246861,1.1782689,1.0297165,1.033314,0.9794068,1.2290753,1.1445854,0.9451552,1.0858046,0.7937847,0.99230933,0.7514341,1.0901757,1.0015935,1.0657967,1.0248128,0.97471845,1.185824,1.1945432,1.1105798,1.0820659,0.97041327,0.67094636,1.0504988,1.1841912,1.0610679
melon,0.8471787,1.0957515,0.55934584,0.78912437,1.1775802,0.7864078,0.8663689,0.52099454,1.1896737,1.129244,1.1407176,0.98934674,1.1686041,1.094191,0.97954977,1.1106496,1.1038666,1.0128052,1.1421461,0.9476173,1.0538915,0.8588783,1.0880659,1.0236125,1.1431078,0.80513126,1.182388,1.3000559,1.1672382,1.2837744,1.1356324,0.8822951,1.1970537,0.7865839,0.8854101,1.2311491,0.99204713,0.8786628,1.10785,1.0392479,1.326354,1.0597327,1.1392434,1.005202,0.8734986,1.0788465,1.0589199,0.9889376,0.8885544,0.786531,1.0633396,0.8951972,1.0818995,0.72685814,1.0105424,1.2754047,0.78609234,1.0174589,1.1015412,0.7523309,1.0308964,0.93717456,0.951456,0.8391359,1.143844,1.0881333,1.1429698,1.0568521,0.96283734,1.2265834,1.2716253,0.9911074,0.0,1.1924181,0.90044993,0.8823619,0.91193426,1.009048,1.158665,1.031695,0.864476,0.7700949,1.2453558,0.97180766,1.1580031,1.0808113,0.9496235,0.96627307,1.018819,0.93472075,0.74173,0.6759683,0.8953079,1.1627266,0.9288865,0.87438655,0.8677458,1.0731821,0.6119271,1.023354,1.1005795,1.0828271,1.0444294,1.0891783,0.8465373,1.1874139,1.0848341,0.9677826,0.78076345,1.1396137,1.0636874,0.93983257,0.99610794,1.1389441,1.1112022,0.8763857,1.195972,0.8914094,0.78796315,0.94162345,1.1542797,1.1401167,0.84450305,0.8870784,0.94381213,0.80488455,1.1915534,0.853203,0.9512537,1.2905312,0.8564914,1.2886323
milk,1.0789392,1.0874327,1.1658119,1.1113251,1.0682635,1.1361791,0.99031925,1.09712,0.7228243,0.95507723,1.1095834,0.8368192,0.95909214,1.1737533,1.0148294,1.1560724,0.8967663,0.96723455,0.5864714,0.909399,0.9271172,1.1114883,0.5307083,0.8714579,1.0022358,1.1793594,0.98362434,0.8039937,0.8950866,0.63455534,0.9632169,1.1351732,0.92571425,1.207665,1.0647174,0.88905364,0.91898966,1.1091578,1.0426276,1.0813824,0.5998549,1.0455197,1.1151025,1.0367279,1.0859278,1.1654357,0.9803617,1.0761296,1.2333283,1.189362,0.9971852,1.1102304,0.8952147,1.0628173,1.1420138,0.8457856,1.0628272,0.91592956,1.0090071,1.2204535,1.008226,0.90339506,1.2505928,1.0403019,1.0235724,1.108815,0.8516935,1.2322716,0.8970244,0.97985154,0.66213006,0.93199235,1.1924181,0.0,1.1161122,1.09935,1.1192209,1.1613429,0.44077057,1.0675843,1.1890621,1.1556454,0.71719015,1.1314516,1.1164228,1.1122059,1.0162933,1.0529138,0.99684405,0.99431705,1.1137743,1.018073,1.0348694,0.9830413,1.0411813,0.78709775,1.026981,0.97108525,1.1742245,0.8483901,0.6822505,0.77200496,1.0501704,1.1529024,0.92011994,1.0646129,0.9300179,1.252467,0.8380181,0.82731515,1.0872253,1.0227643,1.1282852,0.9202646,1.013963,0.96364826,0.88433564,0.97274595,1.035923,0.87474495,1.0614579,0.96907365,1.0298572,1.2044065,1.110956,1.0029985,0.73071563,1.0398905,1.1209757,0.52203876,1.13574,0.75895727
mitten,0.54351294,0.7521676,1.1915716,0.62667024,0.62457687,1.1447114,1.0493491,0.6923609,1.101243,0.8367711,0.6378487,1.0563765,0.706804,0.6596821,1.0602127,0.5415193,0.61042255,0.90236187,1.2278272,1.4834702,0.7281916,1.2162772,0.85422623,1.3135476,0.9148964,1.1535604,1.0209677,0.8053624,1.4063427,1.0075467,0.88317335,1.1561505,0.69175655,1.0554931,1.524775,0.6695745,1.1221209,0.77523017,0.88327664,0.5447682,1.1781962,0.8354624,0.73129654,1.4502023,1.0775841,0.71901405,1.3624117,0.85676295,0.94619054,1.1229072,1.4835197,1.3320999,1.4597856,0.89955825,0.8062733,1.0627947,0.5776026,1.5205235,0.40661204,0.67142665,0.9071617,1.0858148,0.6050805,0.9596622,0.9583189,0.83188576,1.5194626,0.5941854,0.9853803,0.8092892,1.3426862,0.9364624,0.90044993,1.1161122,0.0,1.4114947,0.96679956,1.4634093,1.0722893,1.1854475,1.0003922,1.2998052,1.1597619,1.0034678,0.70590174,0.7234418,0.76568043,1.4800706,1.5872325,1.3994834,1.0617151,0.7963823,1.1417775,0.55600446,1.2935516,1.0270168,1.1210874,1.1817774,1.0162052,0.72664946,1.4290575,0.81798446,1.2192037,0.7895015,1.0016823,0.76408356,1.4837165,0.7592385,0.92254525,0.9969588,0.63391685,1.4494375,1.4731028,0.8601226,1.4419026,0.9153142,1.1990042,0.7907659,1.3832419,0.91811764,0.73853374,0.58870417,1.2089763,1.2688768,1.4101343,0.8754853,1.3393931,0.68772584,0.66186816,1.1025951,1.3983036,0.99643135
mouth,1.2928956,1.1983693,0.7858496,1.1977634,1.3027747,0.82016027,0.81701696,1.1501006,1.1608663,1.1957096,1.3913444,0.9208794,1.3181651,1.2040912,1.0837773,1.3544073,1.2206705,1.2168522,0.94998735,0.7168881,1.3235247,0.9078835,1.1652198,0.79836017,1.2308475,0.5485687,1.07919,1.2892373,0.9026088,1.2782229,1.0816336,0.9522891,1.2948143,0.94430166,0.3655401,1.4193677,0.79777503,1.3391795,1.2444997,1.2658595,1.0924587,1.243701,1.3098756,0.4226073,1.0377895,1.2071472,0.7118437,1.0715282,0.84531033,0.7368614,0.5660577,0.5400534,0.7349133,1.0287513,1.2582377,1.1754884,1.162981,0.40662605,1.2746832,1.0608573,1.0012201,0.99382615,1.0551616,0.72713155,1.0967053,1.1973021,0.76888263,1.2261397,0.9651416,1.3274099,1.0282952,1.2267473,0.8823619,1.09935,1.4114947,0.0,1.1718818,0.42277145,0.9004364,0.6494054,0.61247283,0.49507344,1.0692513,1.0150383,1.2595053,1.1050305,1.2568116,0.6780128,0.4491338,0.6243274,0.8404371,1.1190848,0.8858116,1.311611,0.83843696,0.9311213,0.9890306,1.0183744,0.87186885,1.2404785,0.84977067,1.3339572,0.7517037,1.1105695,0.86499965,1.239431,0.6810303,1.0119408,1.0415285,1.0857313,1.3582335,0.419356,0.5552003,1.1186273,0.7197317,1.1380858,0.99455756,1.2525557,0.60757303,1.217394,1.2857873,1.4113282,0.9894186,0.3917731,0.4123522,0.9492364,0.7115442,1.1917324,1.3660966,1.1039828,0.34901106,1.2162119
muffin,0.97853625,1.0035757,0.87553746,0.9224176,1.1700389,0.838587,0.9129461,0.725862,0.88675666,1.190841,1.1862041,1.1706673,1.2455488,1.1678989,0.9405898,1.1180048,1.1088903,0.9637856,1.0103861,0.73903126,1.0150987,0.2243669,0.9812408,1.0703628,1.2438351,0.9879782,1.203663,1.281075,0.91220146,1.033196,1.1332296,0.19702625,1.2086135,0.32301295,1.1001894,1.222155,0.9305821,0.39934677,0.98304456,0.9454878,1.1764708,1.1527686,1.133902,1.1382295,0.8370259,1.2257805,0.98675746,1.1419168,1.0271189,1.0118698,0.99397695,1.1433599,0.9493073,0.86460674,0.9891722,0.935089,0.9658742,1.1856124,1.1369438,0.95723695,1.1395507,0.8486872,1.1300995,1.0807363,1.1372766,1.220644,1.0802665,1.183388,1.1743076,1.1629864,1.0394946,0.6601101,0.91193426,1.1192209,0.96679956,1.1718818,0.0,1.0520396,1.1292233,1.0960839,1.144841,1.098172,1.0541924,0.8110552,1.1868744,1.236485,1.0642152,0.5154271,1.1142735,1.0869275,1.0262208,0.792583,1.0569829,1.0514997,0.5916032,0.9649909,0.43751025,1.0078835,0.8130677,0.9732424,0.9826768,1.1840512,0.9501534,1.1221871,1.0359933,1.2035294,1.0177866,1.2569683,1.0941266,1.1043788,1.1747289,1.1723857,1.0465134,1.075998,1.0168053,0.6612754,0.96110016,0.9060169,0.9405053,0.97621745,1.1491139,1.1555588,0.8004238,1.0935942,1.1232315,1.0586882,1.1224219,0.8349079,0.6121776,1.1581348,1.1748554,1.2384516
nail,1.4378868,1.2066398,0.6162859,1.296812,1.3263831,0.59916365,0.7390803,1.1888157,1.1421025,1.2830333,1.3793179,1.1103473,1.4074821,1.355924,1.0976899,1.4475868,1.3256688,1.299258,0.77326727,0.6625788,1.501257,0.820346,1.1637932,0.89723307,1.2101142,0.6172719,0.9936625,1.3654635,0.7423246,1.1116021,1.1092479,0.8812161,1.3363897,1.0019203,0.32782722,1.4593409,0.7304171,1.2712305,1.2194262,1.2983696,1.0690086,1.320383,1.357899,0.3200022,0.803146,1.231791,0.54196215,1.0990086,0.8933762,0.8430469,0.33827972,0.68167466,0.78015697,1.0956734,1.2685347,1.0120053,1.2484354,0.3856156,1.3221711,1.1567266,1.0818166,1.0113233,1.2086746,0.7454159,1.1803539,1.2708924,0.6279918,1.4321713,1.2214532,1.321191,0.7878841,1.1619898,1.009048,1.1613429,1.4634093,0.42277145,1.0520396,0.0,0.986304,0.8642623,0.77690214,0.5288773,1.0818173,1.0425899,1.3516003,1.3272564,1.3810115,0.46919262,0.3028171,0.63556576,1.0673804,1.0428424,1.0147088,1.3980052,0.8003989,0.9166064,0.97228926,0.9978615,0.8259705,1.370332,0.68657196,1.2857045,0.63808256,1.2575591,0.937661,1.3224473,0.6010483,1.2875302,1.0100904,1.129199,1.3373358,0.52093863,0.23311901,1.1246915,0.36202836,1.1375831,0.8332351,1.231203,0.5070992,1.2573763,1.3390832,1.487567,0.7774426,0.34621,0.31710005,1.0984346,0.6647276,1.1988117,1.3901178,1.1065507,0.39642692,1.1229485
napkin,1.2237481,1.0808548,1.1977923,1.1308337,1.0913326,1.0977275,0.8886513,1.1114359,0.72364646,0.7415956,1.2625406,0.84859514,0.9146139,1.2484844,1.1290122,1.2079083,0.8683289,1.1116108,0.7119887,0.7388561,1.0714152,0.99944466,0.63296664,0.731786,1.1168113,0.9270194,1.0335779,0.7573547,0.9544017,0.783043,0.82066286,1.1432303,0.8903709,1.1578524,0.92691904,0.9625982,0.8218395,1.1907113,1.1051767,1.1217363,0.6360881,1.0190461,1.2451558,0.8541622,1.0530311,1.1674409,0.90735376,1.2008264,1.147037,0.9790297,0.87394476,0.90836895,0.79779744,1.1668693,1.28351,0.87816256,1.113615,0.839275,0.8329044,1.171687,1.1701076,0.8257201,1.2161674,1.0337976,1.044613,1.3061846,0.77969766,1.2688508,0.93140244,1.0202427,0.68765545,1.058861,1.158665,0.44077057,1.0722893,0.9004364,1.1292233,0.986304,0.0,1.0476458,1.1075377,1.0731725,0.6166108,1.1191555,1.235517,1.0480587,1.0537974,0.954485,0.8101297,0.9859863,1.0672328,0.9638269,1.046164,0.8511382,0.9595119,0.8882038,0.89974797,1.0233431,1.2543095,0.8986975,0.74659914,1.0368853,0.820614,1.1885835,1.0457206,1.1873577,0.78479,1.1471728,0.89946586,0.54787743,1.2484564,0.84617406,0.8642396,0.8657099,0.96610045,0.9767378,0.91531265,1.0496877,1.0062734,0.9763733,1.2172037,1.03934,1.1168472,1.0614297,0.95226026,0.9249241,0.28261197,1.1846627,1.2434701,0.60847133,1.0283378,0.81104326
necklace,1.2422543,0.90455014,1.0407488,1.1421314,1.0042773,1.0378804,0.9570073,1.1914365,1.1461041,1.0803932,1.341038,0.90994614,1.2267767,0.70108587,1.1758733,1.185089,1.0942471,1.1768708,1.1015362,0.9291319,1.1756798,0.9209766,0.97520715,0.6395948,1.3138297,0.7110751,0.9027189,1.1343744,1.0528181,1.0804783,1.0878774,1.0299716,1.1273719,1.0208602,0.8183596,1.3263601,0.8448131,1.2845625,1.0981681,1.0750183,1.0623094,1.1085869,0.9074317,0.8015027,1.0920472,1.0689948,0.9946632,1.015466,0.7926753,1.0886352,0.88561666,0.80405486,0.9767599,1.1508701,1.1363041,1.0347354,1.0966911,0.5737421,1.0861853,1.1395856,0.9094123,1.086793,0.7706922,0.71787274,1.0210807,0.95534754,0.8999707,0.9224263,0.97918576,1.0959201,1.1122416,1.1482673,1.031695,1.0675843,1.1854475,0.6494054,1.0960839,0.8642623,1.0476458,0.0,0.5729044,0.670153,1.0947196,1.0207983,0.88289756,0.78265226,1.1361232,1.0151575,0.9287508,0.86527395,1.0294338,1.0583868,0.9792749,1.0264072,0.94720584,0.9696963,1.0883821,1.1145289,0.85874534,1.0600944,1.0777285,1.2302221,0.94900304,0.62067616,1.1331469,0.86340684,0.94985974,0.8163325,1.1333305,1.0269868,1.3233572,0.465757,1.0427366,0.8379713,0.9744935,1.1320498,1.0884463,1.1971741,0.88683397,1.1997793,0.8720144,1.2450463,1.1404139,0.55428183,0.72322756,0.839112,1.0453192,1.2369465,1.2095995,1.0783539,0.53724194,1.1632831
nose,1.1406785,0.9715562,1.0414968,1.0135342,0.84302187,1.0044936,0.955099,1.0299543,1.31653,0.9193279,1.0896004,1.064484,1.0360316,0.90091246,1.1246995,1.1097099,0.9332534,1.2525607,1.3617082,1.1055098,1.2017313,1.0682601,1.1652707,1.0757867,1.1161023,0.6058245,0.9137805,1.0301912,1.3335043,1.2875466,0.9330551,1.0656264,0.98156404,1.0124619,0.95750356,1.0951462,1.0953785,1.1501578,1.014924,1.0281682,1.1134996,1.0480528,1.0294582,0.9189402,0.9880811,1.0229127,0.8767946,0.61662817,0.6309765,0.9569561,1.0177944,0.756419,1.0534673,1.181188,1.0853559,1.0698318,1.0427762,0.6403606,1.0161992,0.9726531,0.5950205,1.0498476,0.61189234,0.4695508,0.9445198,0.982847,1.2028989,0.90953314,0.9555268,1.1088191,1.3260844,1.1940601,0.864476,1.1890621,1.0003922,0.61247283,1.144841,0.77690214,1.1075377,0.5729044,0.0,0.5645361,1.2025571,1.0133836,0.98147124,0.8710287,1.1061034,1.0737059,1.0032638,1.0629832,0.88799864,1.0428076,1.017813,1.0485781,1.1345385,1.1639619,1.0989664,1.121501,0.8679174,1.2249161,1.243614,1.1090093,0.9228727,0.9296669,1.2586719,0.9737993,1.074643,0.7943083,1.1355649,0.9600616,1.1152267,0.7401005,0.9751067,1.0724665,1.0686796,1.1241047,1.2389961,1.1249179,1.0295432,1.1628376,0.9856597,1.1113459,1.2028198,0.44720483,0.6576463,0.8359946,1.1168443,1.2604992,1.1979706,1.181227,0.5308407,1.0338112
orange,1.292228,1.0354419,0.6093042,1.2074695,1.2135994,0.58111185,0.57960033,1.0928621,1.2145169,1.0901697,1.3902364,1.1173667,1.3679287,1.2141532,1.039327,1.3442196,1.258976,1.2669027,1.0428427,0.70918113,1.382772,0.7799522,1.0550282,0.8752488,1.2159907,0.50406873,0.9019705,1.3778713,0.93120265,1.2303113,1.0760574,0.85502464,1.3299414,0.8831885,0.55525136,1.460597,0.7381933,1.1980608,1.1129625,1.1491222,1.1622105,1.1575408,1.2367691,0.6378523,0.72258294,1.23111,0.7655426,1.0162449,0.75909764,0.7932671,0.72090745,0.6977064,0.92683524,0.99076355,1.1941488,1.1378224,1.1279892,0.45466864,1.1901245,1.0709516,0.9941262,1.0577742,0.9142001,0.56590176,1.1039962,1.2217247,0.9496925,1.2413194,1.0128669,1.434307,1.0261661,1.1518991,0.7700949,1.1556454,1.2998052,0.49507344,1.098172,0.5288773,1.0731725,0.670153,0.5645361,0.0,1.289869,1.0368277,1.2487845,1.148676,1.2747529,0.7473774,0.6171667,0.67481035,0.93481934,1.0177841,0.849738,1.24038,0.72516847,1.0495548,0.88418543,0.9427264,0.46240985,1.3099685,0.9450384,1.3116046,0.87081903,1.1152971,1.013108,1.2422862,0.80398965,1.0384815,0.9953454,0.97671366,1.3546269,0.525393,0.7552675,0.9567497,0.8318795,1.1837318,0.99644005,1.3582337,0.63856566,1.1975116,1.2373654,1.4577155,0.81608,0.30227458,0.6255531,0.861961,0.93052137,1.0971961,1.2878661,1.2539945,0.47192013,1.2107532
oven,1.1906868,0.9422005,1.2036414,1.1323721,0.96575,1.1208525,1.1304364,1.2697734,0.63237894,0.9048929,1.0455418,0.9006087,0.8367026,1.0975895,1.1025894,1.0649633,0.9729895,0.8474064,0.75397515,0.8477988,0.7431438,1.1032112,0.68941426,0.76207685,1.0073099,1.0313919,1.0703802,0.734853,0.86076355,0.67147684,0.99687934,1.1188765,0.83660996,1.2037704,1.0834743,0.8094299,0.8274729,1.0540854,1.1456776,1.057976,0.58757126,0.7969465,1.1165191,0.9832291,1.0847269,1.1103992,0.8779078,1.1482058,1.1169504,1.3036219,0.9839404,1.0988384,0.8609983,1.2535079,1.0365278,0.95531654,1.1285207,1.042385,1.0112628,1.0677891,1.1379229,0.9384224,1.1802517,1.1992496,1.1194879,1.113797,0.7207422,1.0718143,1.0594156,0.8526397,0.7129209,0.9809537,1.2453558,0.71719015,1.1597619,1.0692513,1.0541924,1.0818173,0.6166108,1.0947196,1.2025571,1.289869,0.0,1.0410922,1.0899189,1.0301075,0.9534876,1.0540091,1.0312176,1.0610666,1.1911043,1.1535096,1.1058064,0.9435265,1.0577661,0.8995385,1.0652769,1.0450085,1.2863071,0.7712083,0.6456392,0.82435673,1.0054905,1.0946392,1.079273,1.0690733,0.95968425,1.0515792,1.0136735,0.84625983,1.0404437,0.9564823,0.9475713,0.86876684,0.98715544,0.94762117,0.95548,1.0302589,1.0183883,0.98459333,1.1160476,0.8978973,1.0140946,1.1696941,1.0466759,1.1567938,0.6927835,1.0906587,1.0523642,0.6555994,1.0676317,0.786718
owl,0.9209882,1.0651339,1.1338565,0.95124173,0.96633095,1.1726757,1.2054822,0.8798506,1.0862156,0.94875133,1.0437237,0.9952498,0.9784076,0.92880416,1.1202143,0.9071498,1.0094311,1.01805,1.200956,1.1188664,0.8704648,0.76427263,1.1579523,1.1273062,0.8083049,1.0631124,0.843395,1.0342903,1.1176152,1.1132514,0.9151658,0.8128664,0.98945385,0.63260233,1.119894,1.0090089,1.1553073,0.95695186,1.0055451,1.0805175,1.0118032,0.9349756,1.0776098,1.097007,1.1449562,0.8838251,1.1369451,0.88003314,1.1003188,0.8378446,1.0551586,1.0195199,0.9949617,1.094542,0.9809908,0.9615201,0.9461849,1.1218653,1.1417059,0.8217881,0.8886865,0.86355585,0.96924365,1.1025949,0.95451194,1.0152972,1.0406808,0.98579395,0.875521,0.9817882,1.212085,0.8166891,0.97180766,1.1314516,1.0034678,1.0150383,0.8110552,1.0425899,1.1191555,1.0207983,1.0133836,1.0368277,1.0410922,0.0,0.99536604,1.0073693,0.8828341,0.92189187,1.1093731,1.1910733,1.1525791,0.8568291,1.0988325,1.0297359,0.5950858,1.1053847,0.92898536,1.1085502,1.0185221,0.9677152,1.2258751,0.9816357,0.9986604,0.8906616,1.1847143,0.9851078,1.0864867,0.942647,0.95800775,1.0396353,1.0155643,1.1183503,0.9829055,1.2091419,1.1031855,1.0708833,1.173679,0.9183412,1.1263644,1.039514,1.0667063,0.9345573,1.232506,1.1083155,1.0620126,1.0352457,1.1439462,1.0740799,0.8741641,1.1434345,1.113954,0.9453606
pajamas,0.84210277,0.7934443,1.367233,0.9058769,0.4872465,1.3638911,1.4344308,1.1172012,1.1840144,0.7369705,0.48978192,1.0486666,0.67338884,0.14980209,1.1402314,0.50063574,0.65576744,0.9928977,1.2810817,1.5190644,0.7798978,1.3352493,1.0867836,1.2008162,0.5948306,1.3258485,0.8412537,0.6535538,1.3016181,0.9625151,0.9790656,1.3051219,0.69569254,1.2035124,1.4920249,0.60305077,1.3402405,1.0254654,0.94945276,0.8287,1.0547007,0.7921315,0.1910317,1.2813166,1.2391417,0.59336936,1.344511,0.68813574,1.1012623,1.3161336,1.4090784,1.2573622,1.2811575,1.2913966,0.8338827,1.105939,0.960328,1.3953259,0.81346524,1.0822536,0.71277004,1.2344604,0.7535093,1.0997266,0.98883504,0.21812028,1.3374984,0.3352841,1.0285219,0.7095696,1.3694524,1.0838026,1.1580031,1.1164228,0.70590174,1.2595053,1.1868744,1.3516003,1.235517,0.88289756,0.98147124,1.2487845,1.0899189,0.99536604,0.0,0.49351782,0.7893901,1.439408,1.474849,1.4328023,1.2152907,1.1044837,1.1952844,0.75079197,1.262875,1.2702677,1.3041568,1.1836308,1.1815757,0.9773003,1.3762695,0.7158017,1.3064076,0.3928547,1.2903264,0.06320119,1.3525875,0.5034354,1.0761929,1.0327586,0.6466431,1.3367139,1.3335981,0.9149489,1.295982,1.1861008,1.2195712,0.9339687,1.3629327,1.0029256,0.25592315,0.56940275,1.3728447,1.2966739,1.2738432,1.0994911,1.4044182,1.1212149,0.88128084,1.1524652,1.3175857,0.86437535
