,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
chair,0.7637506,1.3645602,0.96477675,0.7962033,1.3678697,1.4044421,1.2963153,0.8833098,0.69231445,0.38489413,1.2108498,0.13247901,0.81749344,0.5164726,0.82261956,1.0804193,1.3724723,1.1378717,0.80437475,1.4555126,1.0435134,1.0475854,0.9143388,1.1556851,1.0289862,1.3484231,0.9446566,0.0,1.2157439,0.64643216,0.69862944,0.92815465,1.3100476,0.32612264,1.4086801,1.4832225,0.25911295,1.2438023,0.8952611,1.0304482,0.76702505,1.1299297,0.63072675,0.6851002,0.63705266,0.9505772,1.3983092,1.3961885,0.8674766,1.2289956,0.8815453,1.3467476,1.4503417,1.3680421,1.041303,1.2226934,1.3106751,1.0856069,1.3917654,1.1683857,0.8879136,1.3545419,0.9208497,1.0415817,1.3495122,0.7800976,0.5715463,0.98216236,0.7423401,1.040282,0.3229339,0.96794116,1.2282046,0.9370837,0.97019166,0.8984782,1.189452,1.1444392,1.377986,1.1360772,1.2395146,1.1746035,1.4229065,0.88194233,1.0332438,0.6564357,0.8132058,0.76030827,1.4039819,1.3726816,1.3490608,1.2239903,0.8275609,1.0300483,1.1902678,1.2284856,1.0774463,1.1157247,0.89873666,1.153604,1.3882345,0.7207582,0.94509935,1.2798371,1.2448928,0.66512483,0.97619444,0.66729873,1.1971973,0.74303424,0.74708927,1.4462466,1.2491593,1.1160941,1.4771177,0.881037,0.55734414,0.4686963,1.3287075,1.4452174,1.391207,0.9139716,1.0257947,1.0908993,0.88104665,0.853946,0.514675,1.4213662,0.3725978
clock,1.2290055,0.7587253,1.3080683,1.3677874,0.87942016,0.7321407,1.022518,0.7165705,1.3419816,1.4457134,0.5647565,1.2865103,1.4055135,1.3370395,1.3684413,1.0871248,0.56260693,0.8790617,1.2927756,0.72318697,0.46190846,0.89308345,1.1115087,0.49169862,0.83913845,0.81461746,1.1458995,1.2157439,0.0,1.0664955,1.2934511,1.0904897,0.8282224,1.3836256,0.7156812,0.59088594,1.2305167,0.67106664,1.1026258,1.0295519,1.27312,0.9435394,0.7675667,1.257056,1.224183,1.1437182,0.6541331,0.89127815,1.1475466,0.9886084,1.2614366,0.9275887,0.6890173,0.4438336,1.2209321,0.7442411,0.8468665,1.0653945,0.68843585,0.74011785,1.1331096,1.0297337,1.188282,1.358347,0.7425994,1.2526772,1.3802376,1.1300658,1.4500244,0.83970577,1.2451982,0.47129494,1.071214,1.0718963,1.2051172,1.0240948,0.6853218,1.1167914,0.7092772,0.7114936,0.5192623,1.1025496,0.75131464,1.0102249,0.98555905,1.342607,1.2637572,1.3940325,0.63435453,0.72953457,0.6830852,0.93491507,0.75011194,1.142921,0.43278664,1.0046625,1.1004835,0.9406917,1.0230073,0.5231948,0.7474759,0.9531392,1.2957244,0.54563284,0.8139721,1.3462533,1.0704138,1.277707,0.8895279,1.3823441,1.4297633,0.7083365,0.6917376,0.49234712,0.72064817,0.9665611,1.3895158,1.490801,0.70373356,0.89229375,0.7479962,1.2202013,0.71610785,1.1680826,1.3273047,1.0838152,0.8997799,0.55370533,1.2540525
closet,0.9358906,1.2069871,1.1041682,0.86477065,1.2055322,1.2058932,1.2501283,0.9757221,0.6792115,0.66354656,1.0007563,0.6692852,0.87034667,0.8377753,0.85662204,1.0003556,1.2383292,1.1678175,0.92990017,1.3410465,1.0288002,1.0800304,0.9545967,1.2588494,0.9522443,1.223511,0.8426903,0.64643216,1.0664955,0.0,0.85467315,0.9932062,1.1967711,0.73656064,1.2934496,1.2258439,0.60043174,1.2321378,1.0289428,0.95976925,0.93481076,1.128447,0.7043211,0.78992003,0.7939329,1.1053256,1.2864838,1.2983276,0.95649153,1.1203747,0.9138283,1.2597156,1.1767313,1.1696116,1.1232327,1.173997,1.1197209,1.0967114,1.2554692,1.1638967,0.82508385,1.1946781,0.99521446,1.0481454,1.2517402,0.83721334,0.71998215,0.88996893,0.98238474,1.0638354,0.6698254,0.9660221,1.0718167,1.0073931,1.1234956,0.93223965,1.1364797,1.1552783,1.1658467,1.2481914,1.1183548,1.217526,1.3083539,0.8377913,0.9165426,0.7798048,0.9607113,0.77074695,1.2410531,1.2723467,1.2555704,1.2130829,1.0977082,1.0777774,1.0321494,1.0855353,1.152074,1.0260583,0.98073596,1.1836038,1.197191,0.82058096,0.8303489,1.1187552,1.0362109,0.77443415,1.078923,1.0117766,1.078696,0.77201986,0.70701075,1.332521,1.1369634,1.0441098,1.2264099,1.1504753,0.7991948,0.77521026,1.1672541,1.352792,1.2060508,0.88499314,1.2290137,0.98445183,0.935121,0.5940907,0.8896281,1.2406003,0.6112791
coat,0.8200286,1.2843431,1.0425591,0.60213375,1.3513138,1.3828135,1.2306387,1.2227774,0.7404737,0.5864575,1.2658143,0.6919962,0.44695616,0.638904,0.87614304,1.2719069,1.3857098,1.2820781,0.94429094,1.3835168,1.1371691,1.2093797,0.8791919,1.2747056,1.1686538,1.2340018,0.6365248,0.69862944,1.2934511,0.85467315,0.0,0.987726,1.2994537,0.5141782,1.3325839,1.4093995,0.74944204,1.3775618,1.0071188,1.179657,0.8221593,1.1446027,0.892647,0.78993964,0.5924169,0.8318848,1.2419529,1.3512995,0.7413188,1.0966444,0.7735885,1.1911747,1.3696091,1.353946,0.9501546,1.1475493,1.272377,1.161474,1.2655051,1.0662934,0.883879,1.3363525,0.8226738,0.80759203,1.2063159,0.69253373,0.29020095,1.0179578,0.49701232,1.1329352,0.71981996,1.2188779,1.0885588,1.0782009,0.84212536,0.9241609,1.1446402,1.1114627,1.2314056,1.2456365,1.0963115,1.0647995,1.3149252,1.1120007,0.80135727,0.42217016,0.7347639,0.8103137,1.336925,1.2743089,1.3110356,1.2021414,1.0498878,1.062409,1.3039018,1.1965517,0.9316932,1.1877825,1.0151216,1.3132942,1.2714053,0.9229361,0.85776734,1.2608498,1.2931862,0.4436847,0.928436,0.6031802,1.1593013,0.7413894,0.7657419,1.3654342,1.2509695,1.1554613,1.3031889,1.0051197,0.3903365,0.63718086,1.370595,1.288248,1.3304818,0.93226564,1.1221718,1.233649,1.0087208,0.885222,0.8121462,1.3787084,0.5739857
comb,0.6742631,1.1893451,0.89832467,0.901597,1.1163864,1.1289095,0.92749095,1.1010988,1.0221599,0.8889791,1.1683104,0.7945548,0.9213021,0.78151995,0.91824573,0.93776137,1.2235277,1.1640588,1.0114295,1.1373944,1.1152248,1.1860753,0.8422193,1.1108428,1.0641929,0.8719948,0.8648489,0.92815465,1.0904897,0.9932062,0.987726,0.0,1.0481591,0.88016313,1.078918,1.1254938,0.8298427,1.2372437,0.8337509,1.0073255,0.93080926,1.1142881,1.0062158,0.76260173,1.1382129,0.63009036,1.226973,1.1642065,0.9388668,0.9482056,0.97672087,1.0225697,1.1300373,1.1302449,0.7933579,1.0955267,0.98304754,0.89579153,1.1265216,1.1833022,1.0692104,0.8761711,0.92624515,0.8697043,1.1720881,0.878177,0.96442336,1.0726495,0.79983413,0.786981,0.9199387,1.1528431,0.9438913,1.1340514,0.67459106,1.0592064,1.1125617,1.0242785,1.1726953,1.0585185,0.9532539,1.0399734,1.1762843,1.0109148,0.9151142,1.0522825,0.81147563,0.8701248,1.0782516,1.1146892,1.0862981,1.0121062,0.9929075,0.7447452,1.0858036,0.997644,0.99966204,1.1105812,0.9146649,0.95677346,1.1993027,1.0160307,0.99174374,1.2066426,1.0319697,1.0127155,0.84695864,0.95426697,1.131199,0.875188,1.0080961,1.0163456,1.2240622,1.2461771,1.2619319,0.927273,1.0110142,0.82540095,1.1404082,0.9200143,1.0047545,0.87824064,0.94483864,1.101342,0.98456967,1.1464875,0.90006065,1.1154761,0.9946003
cookie,1.0210754,0.8965854,1.081981,1.2137519,0.6533227,0.6039766,0.55738866,0.8630845,1.1758816,1.3445051,1.0180961,1.2925234,1.2521483,1.2661822,1.2498305,1.1371086,0.8567862,0.817464,1.207393,0.5063329,1.0454388,0.9687774,1.039118,0.9588314,1.0627751,0.740285,1.2027357,1.3100476,0.8282224,1.1967711,1.2994537,1.0481591,0.0,1.3173691,0.30872345,0.8639024,1.3270521,0.9204721,0.8878047,1.0294756,0.95738894,0.78646016,1.1028925,1.2781024,1.2219428,1.1806034,0.8194063,0.6264349,1.1587973,0.88204885,1.0765861,0.8493452,0.7604966,0.62538445,0.98039764,0.97481745,0.6119802,1.1016804,0.9163353,0.9851892,1.2220685,0.8074534,1.1281555,1.1344788,0.92548305,1.1002233,1.3386323,1.1379128,1.2830387,1.1298783,1.3256798,0.8582113,0.8946033,1.0885353,1.002055,1.0243003,1.0392042,0.5434249,0.91917413,0.69910467,0.98262584,0.86955464,0.6866234,1.038698,1.1169281,1.2843872,1.2142313,1.2293608,0.94075453,0.94153005,0.6650271,0.75507826,1.0710922,0.68069535,0.88807356,0.7302164,0.98539364,0.9664734,0.98108834,0.9208689,0.8708507,1.1139272,1.160415,0.61441267,0.8301778,1.2391907,1.061491,1.226505,1.0179087,1.1174569,1.2414898,0.76606846,0.831077,1.0299964,0.6791768,1.1725247,1.2480874,1.2285758,0.703282,0.8243482,0.85562813,1.2623758,0.81998825,0.92630845,1.119668,1.1409478,1.2127459,0.87522984,1.2882752
couch,0.6362958,1.3855219,0.90518004,0.64187336,1.3824431,1.4480839,1.2170846,1.1989251,0.5980121,0.2654245,1.355885,0.2684821,0.63162285,0.3824339,0.8244527,1.1082584,1.5387207,1.3222504,0.81271183,1.473372,1.2838956,1.2929559,0.85267293,1.3259904,1.2139825,1.2777908,0.7199221,0.32612264,1.3836256,0.73656064,0.5141782,0.88016313,1.3173691,0.0,1.3991082,1.5114136,0.43316793,1.4649391,0.98039013,1.1105831,0.5911126,1.1872146,0.84777,0.5620304,0.5911546,0.79243153,1.3777473,1.396325,0.86427265,1.1266671,0.72439003,1.2462745,1.4474704,1.5161715,0.98658186,1.3214796,1.2970805,1.149871,1.3567564,1.2996264,0.8019029,1.3772079,0.80397147,0.8527653,1.3705499,0.60627466,0.39402622,1.0093658,0.46469748,1.1654441,0.46029723,1.2700934,1.1551232,1.1103486,0.78732765,0.964455,1.1982031,1.0830607,1.3389373,1.2930608,1.2840873,1.0552139,1.4452708,0.9807651,0.94519615,0.5296678,0.6301183,0.64641446,1.4925162,1.4233971,1.3965864,1.1852708,0.9338968,0.969239,1.4212033,1.2007765,0.97103757,1.225173,0.97420543,1.325684,1.4336289,0.90792584,0.7817089,1.4150953,1.3701193,0.54122746,0.85559916,0.58420414,1.2711189,0.6224415,0.59317654,1.4154935,1.422893,1.302424,1.4646915,0.98033464,0.44047642,0.34551144,1.3996602,1.3617013,1.3653121,0.8794271,1.1702063,1.1174362,0.8490014,0.8341521,0.66773105,1.4776096,0.4274515
cracker,1.2471567,0.58748156,1.2246203,1.1846887,0.7648639,0.6744767,0.45366108,0.9491265,1.337059,1.459843,0.82956976,1.4110037,1.4599919,1.415159,1.4144465,1.1872199,0.5608562,0.8172995,1.3302349,0.1896314,0.83103716,1.0070068,1.1969117,0.6778425,1.0455889,0.71059686,1.2732465,1.4086801,0.7156812,1.2934496,1.3325839,1.078918,0.30872345,1.3991082,0.0,0.46689427,1.5012937,0.71898407,0.9971428,1.2469769,1.1261427,0.95097786,1.1442101,1.3656031,1.3090346,1.1839617,0.5261104,0.62035847,1.205357,0.9324096,1.272681,0.66806275,0.48148865,0.44587797,1.0165821,0.7887435,0.8610923,1.169934,0.66436887,0.83089346,1.1707866,0.9623549,1.2176461,1.1314725,0.82053566,1.2329767,1.4634109,1.2492429,1.3420222,0.86084855,1.4536445,0.84876895,0.92077094,1.1510258,1.1282954,1.1642431,0.80231655,0.725554,0.54342437,0.6543532,0.8455107,0.9062652,0.4099009,1.1466709,1.2369198,1.40362,1.2239482,1.3985842,0.57289815,0.6391617,0.6104913,0.6043146,0.9534184,0.76004463,0.76976633,0.6474827,0.9066946,1.0056742,1.0412506,0.8064439,0.5867177,1.2286184,1.2780782,0.5261655,0.8660709,1.3667078,1.2181382,1.2666698,0.75618637,1.2997022,1.3811823,0.54266596,0.68757224,0.8475598,0.44546604,1.1107073,1.3596256,1.3948534,0.65946347,0.6427703,0.5155692,1.322754,0.674303,1.1567819,1.2719798,1.1941602,1.1717241,0.5038123,1.3862133
crayon,1.4811121,0.2595415,1.3849545,1.4247196,0.73921645,0.56647444,0.80906713,1.0934023,1.3599287,1.5107468,0.49170053,1.5140475,1.579123,1.5388832,1.3388288,1.0229863,0.286191,0.9374932,1.3547142,0.35402966,0.5936212,0.95472157,1.2386333,0.50492835,0.89191276,0.6386412,1.2097574,1.4832225,0.59088594,1.2258439,1.4093995,1.1254938,0.8639024,1.5114136,0.46689427,0.0,1.5354984,0.46338755,1.190283,1.1876249,1.4204509,1.0686953,1.1109235,1.3549873,1.3942351,1.2851565,0.43991423,0.6807625,1.2605985,0.93136096,1.2946501,0.69805795,0.12626392,0.39211822,1.174336,0.83740807,0.9562756,1.0800761,0.43026114,0.8028435,1.2426689,0.82138795,1.2160757,1.3518878,0.59742785,1.3413122,1.4961262,1.1306676,1.451121,0.774366,1.5196491,0.8057245,0.9618763,1.1075269,1.3798854,1.2265853,0.48359346,0.99178416,0.20215148,0.8489864,0.76852787,0.9520016,0.31663537,1.0480473,1.2333742,1.5114429,1.1979824,1.4724394,0.36002862,0.55623,0.5532857,0.87054634,0.93706584,1.1847444,0.61205137,0.6546638,1.0396516,1.0174563,1.2462987,0.64827895,0.30565643,1.1797097,1.2664099,0.61816823,0.78217244,1.458294,1.3385029,1.4165068,0.4670396,1.4383441,1.3643236,0.38146412,0.71982247,0.5531577,0.27029145,1.0874127,1.4895992,1.5821507,0.54951483,0.5217313,0.28123575,1.2880108,0.8328263,1.1300719,1.3383393,1.1422718,1.1656015,0.23639834,1.3556297
crib,0.57935256,1.4060228,0.89160424,0.76313406,1.4048014,1.4609956,1.2579864,0.79803354,0.59221405,0.30983782,1.2634841,0.2903946,0.6431503,0.40034872,0.6678545,0.95633143,1.4934304,1.1887219,0.6440228,1.5782256,1.1762487,1.1324607,0.8633002,1.3162249,1.0778697,1.3261435,0.754913,0.25911295,1.2305167,0.60043174,0.74944204,0.8298427,1.3270521,0.43316793,1.5012937,1.5354984,0.0,1.3907963,0.8845723,0.9973145,0.7254926,1.1402875,0.7627669,0.5892656,0.6588508,0.8978634,1.5589501,1.5135545,0.74327916,1.2074409,0.85663384,1.4492446,1.4723985,1.4556023,1.0423751,1.3532318,1.2303597,1.0741996,1.49799,1.2935625,0.7912371,1.2519197,0.95070493,1.0401984,1.4746668,0.6688256,0.48828703,0.84339106,0.7211909,1.1148705,0.2506737,1.1036707,1.1210477,1.0172831,0.9411464,0.92264116,1.2054604,1.1785212,1.4495742,1.2183561,1.2407892,1.2316886,1.5108521,0.85760784,0.8051813,0.6278716,0.7799557,0.5665643,1.507787,1.4775558,1.4063215,1.2955014,1.0033965,0.98305595,1.3095214,1.1770118,1.1522373,1.1209859,0.8697918,1.2058473,1.4622179,0.7972122,0.7106797,1.395542,1.2494988,0.6215832,0.9442586,0.76955587,1.2347808,0.6130905,0.55563724,1.564568,1.397964,1.161445,1.5741407,1.0158364,0.6003433,0.4024285,1.3773634,1.5573263,1.4315786,0.7545421,1.1161648,0.99208635,0.6974459,0.73703307,0.6668869,1.5288041,0.48141414
cup,1.5721718,0.500421,1.274229,1.3829975,0.6801983,0.5883987,0.9261715,0.682621,1.4048636,1.5625433,0.5120605,1.3759613,1.5689597,1.5239038,1.3579708,1.0705279,0.25706255,0.49872446,1.2420325,0.49482042,0.5241071,0.48584527,1.2759756,0.3919673,0.6932461,0.97255784,1.3906872,1.2438023,0.67106664,1.2321378,1.3775618,1.2372437,0.9204721,1.4649391,0.71898407,0.46338755,1.3907963,0.0,1.1578736,1.0168718,1.3614473,0.86966574,0.9086506,1.332149,1.3339524,1.3313954,0.53467494,0.6070255,1.2353241,1.1151781,1.34861,0.89587873,0.5255245,0.4047652,1.217112,0.82209694,1.0680674,0.87595445,0.6282666,0.6591878,1.2090633,0.991887,1.2579829,1.4111108,0.5409272,1.3575644,1.4805135,1.0630792,1.5094185,0.89681786,1.4047909,0.5631292,1.0432769,0.77446586,1.4275094,1.0196723,0.773918,1.0831589,0.53453887,0.5101937,0.898656,1.1161964,0.4871261,0.8080435,1.2505074,1.4754338,1.369906,1.5413677,0.611908,0.68877935,0.70455253,0.7243333,0.6795729,1.2962731,0.48623413,0.92152,1.0356491,0.5747038,0.9992424,0.46632558,0.5417571,0.86174864,1.4270267,0.52195275,0.7779254,1.4626015,1.2020314,1.3184075,0.67320156,1.4757476,1.5168531,0.5836751,0.6822272,0.57094336,0.51118195,0.87670743,1.4307263,1.593582,0.43000466,0.7231456,0.6506294,1.3667359,0.5966008,1.08143,1.3274195,1.1763042,0.971016,0.41998947,1.3012946
deer,0.7139393,1.159781,0.9413023,0.9936499,1.0779576,1.1188618,1.0052009,1.0341169,1.0665826,1.0070205,1.228989,0.84238464,0.9973391,0.899703,0.9475245,0.9951981,1.1805685,1.0862467,1.0240138,1.0535046,1.1891358,1.0710826,0.87842745,1.1097999,0.98068005,1.0822712,0.99211234,0.8952611,1.1026258,1.0289428,1.0071188,0.8337509,0.8878047,0.98039013,0.9971428,1.190283,0.8845723,1.1578736,0.0,1.0274885,0.61822987,0.92764175,1.0738161,0.98302406,1.0705955,0.81304735,1.0901095,1.0795469,0.99737823,0.99638075,0.99883384,1.0833218,1.1523113,1.0576901,0.75538,1.1164154,0.8408164,0.9469526,1.1542418,1.0334036,0.85043645,0.9859756,1.0037417,0.94589955,1.158736,0.72954404,1.0702181,1.0741799,0.9773966,1.0590155,0.88712996,1.1304964,0.96416134,1.0870167,0.862256,0.8441574,1.1419421,0.9721526,1.1800618,1.0259566,1.0232537,0.99124616,1.1164037,1.0299565,0.91929406,1.029002,1.0582753,0.9614537,1.1698437,1.16749,1.0375005,1.0891556,1.0620921,0.8809692,1.0123073,1.1271163,0.74649405,1.031096,0.86363125,1.0702882,1.1027862,1.043742,0.96791464,0.9942383,0.9664452,1.0606651,0.9386025,0.9293995,1.037716,1.0428792,1.0005683,1.1008201,1.1443427,1.1936777,1.1893398,1.0765569,1.0585366,0.9357974,1.1737052,1.0943972,1.1128905,1.0588845,0.9742801,0.95190823,1.0198965,1.0098609,0.9889224,1.1068958,1.0226356
dish,1.0759192,1.1190565,0.673892,1.1673125,0.7883855,0.8815217,1.1099632,0.84346235,0.94354653,1.0751705,0.96483207,1.0760735,0.93492866,1.110824,0.7320862,0.7152428,1.0817604,0.756907,0.7602936,1.2417401,1.1507345,0.7449987,1.0075967,1.2364422,0.84368575,1.1374725,1.1665897,1.0304482,1.0295519,0.95976925,1.179657,1.0073255,1.0294756,1.1105831,1.2469769,1.1876249,0.9973145,1.0168718,1.0274885,0.0,0.98371994,0.8138727,1.0019565,1.0162011,1.0447851,1.1010797,1.225651,0.935456,1.0690492,0.9619584,1.0209824,1.2191774,1.1394142,1.1202017,1.084979,0.9240256,0.8381332,0.6481414,1.1800063,0.989121,1.0813053,0.7108661,1.0462412,1.0014422,1.0602739,1.0968926,1.1033279,0.7620369,1.1180661,1.0448769,0.95558846,0.81398743,1.0321845,0.8271206,1.0291076,0.775521,1.2070221,1.0684464,1.1610008,1.0957632,1.1061349,1.0968995,1.1803495,0.9452054,1.0730469,1.0402203,1.1634759,0.8865031,1.1014993,1.0691755,1.2083291,1.1002924,1.1625001,1.0767533,1.0371219,0.91647124,1.1211774,0.7157147,0.8883412,1.0787106,1.1776819,0.8727585,0.86085117,1.1251528,0.69627637,1.0287424,0.89658856,1.0787059,1.1160178,0.939802,0.92509544,1.2196704,0.88632244,1.0909125,1.1914065,0.96485364,1.04443,0.9703062,0.9908917,1.204967,1.280022,0.67263806,1.2536697,0.5118424,0.6876202,1.0095074,1.1441132,1.1545017,1.0942932
dog,0.47323018,1.2918555,0.84367883,0.74755573,1.1390226,1.2476457,1.0364773,1.0736315,0.84612453,0.7253417,1.2785683,0.66056705,0.724904,0.7026924,0.8785316,1.0361639,1.4037592,1.1398238,0.8649108,1.2798784,1.3120558,1.1614778,0.703079,1.3444009,1.0494205,1.2790129,0.8007084,0.76702505,1.27312,0.93481076,0.8221593,0.93080926,0.95738894,0.5911126,1.1261427,1.4204509,0.7254926,1.3614473,0.61822987,0.98371994,0.0,0.9237457,1.06281,0.83713365,0.7839948,0.8132047,1.2872511,1.2539866,0.8725198,1.1217784,0.8125206,1.2765995,1.2836797,1.3324037,0.9155199,1.2601011,0.9043696,1.1338259,1.3774792,1.2015938,0.8102141,1.1979855,0.9097137,0.8954454,1.2850004,0.40959537,0.7723191,0.9632131,0.7159759,1.1996421,0.6788655,1.1617662,1.1028194,1.0622759,0.81843376,0.8572901,1.2645526,1.0143768,1.3216908,1.179034,1.2894764,1.1023184,1.2933359,1.0470026,0.97248167,0.6985434,0.93830556,0.8199197,1.3900057,1.3496135,1.2621031,1.1758953,1.116812,0.9329525,1.2647836,1.151638,0.5636935,1.0549392,0.8790606,1.2850239,1.2874646,1.0053072,0.8210957,1.1031579,1.1459469,0.7594628,0.87272954,0.8017226,1.2761265,0.8329717,0.7963736,1.3869487,1.2286537,1.3561423,1.3453001,1.086957,0.71933746,0.6170503,1.312125,1.316047,1.3766793,0.9194285,1.1936611,0.9473124,0.8512013,0.9576227,0.891096,1.3786714,0.8590782
doll,1.0328231,1.0188122,0.95166266,1.1339146,0.7696208,0.8310333,0.9011669,0.8204737,1.1194705,1.2081479,0.91331756,1.1301712,1.1265692,1.140222,1.0436102,0.8995147,0.9633568,0.71033406,0.9570143,0.95049876,0.98546815,0.855206,0.9639582,1.0230958,0.8156673,1.0644287,1.160984,1.1299297,0.9435394,1.128447,1.1446027,1.1142881,0.78646016,1.1872146,0.95097786,1.0686953,1.1402875,0.86966574,0.92764175,0.8138727,0.9237457,0.0,1.063555,1.2033681,1.1271049,1.0348208,0.9800456,0.83505905,1.0758383,1.1443864,1.1048276,1.0578079,1.0218139,0.87696534,1.0913227,0.84459513,0.57193726,1.0506976,1.1121291,0.79895264,1.1756244,0.8652415,1.1574476,1.0212142,0.89815325,1.071993,1.2460395,1.0327513,1.1257732,0.96872437,1.0996431,0.85774356,1.073875,0.94595534,0.95250344,0.74734443,1.1629333,1.072242,1.0794476,0.7502788,0.9931284,1.0891823,0.9240845,1.0196381,0.9877711,1.1570148,1.1538932,1.101511,0.9300319,0.88576305,0.96192646,1.0439843,0.8896321,1.0656799,0.86727554,1.012919,1.0204465,0.66493297,0.82821417,0.9120718,0.9673014,0.932876,0.9573643,0.81933486,0.70049715,1.2048284,0.919525,1.0890626,1.106796,1.1156387,1.0578643,0.99136686,0.7337228,1.0524344,0.99936277,1.0245842,1.1734885,1.1193969,0.9448226,1.1064975,1.220889,0.9575926,0.925315,0.6882742,0.9584527,1.056399,1.0432817,0.9750062,1.1887257
door,1.0829763,1.0695938,1.1934905,1.0699571,1.1428225,1.0488793,1.1766833,0.71949077,1.0848991,1.0197729,0.8295921,0.72895676,1.1034662,1.1186316,1.1385463,1.1400652,0.9236607,1.0086226,1.020619,1.1546375,0.5829047,0.8406761,1.0337262,0.6621128,0.9040946,1.1852547,1.0508319,0.63072675,0.7675667,0.7043211,0.892647,1.0062158,1.1028925,0.84777,1.1442101,1.1109235,0.7627669,0.9086506,1.0738161,1.0019565,1.06281,1.063555,0.0,0.9454649,0.94826686,1.1359664,1.0316063,1.0851469,1.0677583,1.0992234,1.0533928,1.1731931,1.1325847,0.9156724,1.1256287,1.0538329,1.1961105,0.9391887,1.0731134,0.9520136,0.9016443,1.225179,1.0046622,1.2410313,1.0238972,0.981802,0.9674112,1.0188234,1.2478317,0.9854607,0.7391835,0.5094483,1.1789079,0.9360997,1.2447555,0.8729584,0.955014,1.1987472,1.0098287,0.9104984,1.0451651,1.1670971,1.0930512,0.7920184,1.131888,1.0195608,1.1979568,1.033323,1.1242526,1.1534847,1.1491723,0.8687992,0.8062969,1.2197366,0.75689614,1.1711683,1.0872127,1.0515687,1.0056124,0.9125354,1.2045629,0.45943493,1.1685601,0.9427124,1.1248062,1.0348688,1.115458,0.96682465,1.0846236,1.0555505,1.1654613,1.2433681,1.1063696,0.5561309,1.136758,0.8173419,0.99618995,1.0441804,0.9436179,1.2173891,1.1284873,1.1738317,0.9117294,1.2087334,1.1773576,0.9640086,0.48646307,1.080889,0.61613816
drawer,0.7061811,1.3390472,0.84040594,0.7430756,1.3460534,1.379966,1.1794841,1.0311497,0.75732815,0.58434796,1.1939218,0.54087424,0.7290782,0.6756423,0.90686584,0.88792205,1.4135593,1.1463485,0.7361839,1.3862417,1.1721587,1.2141685,0.85752755,1.198437,1.1475008,1.1058397,0.847142,0.6851002,1.257056,0.78992003,0.78993964,0.76260173,1.2781024,0.5620304,1.3656031,1.3549873,0.5892656,1.332149,0.98302406,1.0162011,0.83713365,1.2033681,0.9454649,0.0,0.86935216,0.80548286,1.3508031,1.3455777,0.80238855,1.0645871,0.7933085,1.1776965,1.3493905,1.4048972,1.0293489,1.1952257,1.1585314,1.0382134,1.2610319,1.2564095,0.9810294,1.1467478,0.85944706,0.83195126,1.3210557,0.84282994,0.6928014,0.9462834,0.61756116,0.91640997,0.65533626,1.2103705,1.0635561,1.1121557,0.81658304,1.035517,1.1504991,1.0807369,1.3213524,1.2461424,1.2288904,0.9973633,1.3781042,0.8484882,0.8665819,0.7685605,0.6722523,0.6619193,1.304994,1.2640591,1.294131,1.154001,1.0947884,0.8924909,1.3199987,1.0543163,1.0917195,1.0853696,0.86457825,1.1150355,1.3505583,0.9103796,0.8006348,1.3957655,1.0730338,0.78495353,0.631977,0.833351,1.196804,0.67956436,0.730258,1.3050742,1.2604147,1.2161545,1.4141197,0.884396,0.7502827,0.58719355,1.2919769,1.2451942,1.2380769,0.7727444,1.1743245,1.0148041,0.77742016,0.96167135,0.8197878,1.3177917,0.80271447
