,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
plate,1.1883328,0.6263503,0.9600037,1.1396815,0.8548552,0.7657805,0.6990878,1.0262249,0.794945,0.9913886,0.84118164,1.1817958,1.1130732,1.1313623,1.0606911,0.89420164,0.7725465,0.6304883,1.0489848,0.6502364,1.0624028,1.0330706,1.1304328,1.0893767,0.9595737,0.918873,1.1165713,1.2284856,1.0046625,1.0855353,1.1965517,0.997644,0.7302164,1.2007765,0.6474827,0.6546638,1.1770118,0.92152,1.1271163,0.91647124,1.151638,1.012919,1.1711683,1.0543163,1.2087854,1.189271,0.9829802,0.8989848,1.1528435,1.0641655,1.1334952,1.0909683,0.5780115,0.780579,1.1548767,0.8889631,0.9901017,0.96761554,1.0152953,1.0676602,1.1843415,0.90790415,1.2453074,1.142401,1.0657119,1.1917719,1.1766126,1.0177317,1.1494485,0.927382,1.2412633,0.9450772,0.94877726,1.0304428,1.0946107,1.168276,1.0073961,0.8980224,0.70784605,0.96603036,1.0924299,1.1580435,0.71881306,1.025295,1.054382,1.2002543,0.9893432,0.8848424,0.78188205,0.8497808,0.93800986,0.84961385,1.1664433,0.6585218,0.9804629,0.0,1.2053211,1.0433564,1.0347538,1.0622569,0.80107206,1.1188669,0.97302765,0.9966126,0.82027364,1.0708476,1.2475867,1.2841722,0.8228993,0.7184046,0.9697945,0.9973445,0.76464736,0.95231456,0.77838457,1.1737473,1.0596594,0.92290294,0.756793,1.0425274,0.8548858,1.0514469,1.0444067,1.0063602,0.96416676,0.993635,1.3419569,0.8203684,1.1941241
pony,0.8956217,1.0735513,1.0365553,0.97391295,1.1319487,1.1822172,0.99461085,1.0825214,1.2076565,1.1823426,1.1686665,1.0504119,1.0034637,1.1240163,1.094601,1.216453,1.0262923,1.0324132,1.0970365,0.8176118,0.9947046,1.1291885,0.9228971,0.8804274,1.0425682,0.92734194,0.8042646,1.0774463,1.1004835,1.152074,0.9316932,0.99966204,0.98539364,0.97103757,0.9066946,1.0396516,1.1522373,1.0356491,0.74649405,1.1211774,0.5636935,1.0204465,1.0872127,1.0917195,1.092866,0.83189166,0.81901795,1.0054958,1.0027522,0.69350827,1.0070045,0.7922553,1.0783831,1.0405077,0.7781718,0.8919098,1.0613439,1.0541065,0.786936,0.9630739,0.9561729,1.1433345,0.91659784,0.8113892,0.9325323,0.7441484,1.0829084,1.0846989,0.93750185,1.0311207,1.0630407,1.1523361,1.0196859,1.0699903,0.9033833,1.0640212,1.0008838,1.0450163,0.9855026,1.0179068,0.8501662,0.75240946,0.9699639,1.2010515,0.9921349,1.0247749,1.1491246,1.2208232,0.98366785,0.9417489,0.9483383,0.96069413,0.9686931,1.0466366,1.0092483,1.2053211,0.0,1.011388,1.0556905,0.95438546,0.96823466,1.0657535,1.1200017,0.8934454,1.1685519,1.128405,0.9408041,0.92680275,1.128996,1.2255375,1.182813,0.825341,0.95311785,1.0479292,0.97161454,0.94481707,1.1249518,1.0908464,1.1363024,0.74373674,0.988358,1.0785515,0.9599117,1.1684344,1.1020963,1.1810544,0.9989534,0.86649036,1.0256562
pumpkin,1.1689714,0.9562262,1.1252656,1.1518719,0.7952502,0.8762703,0.99758947,0.71522427,1.1341,1.2479981,0.821676,1.1707866,1.2167569,1.2104638,1.0012807,0.98940504,0.8376905,0.47620857,1.0328687,0.85759026,0.91393965,0.7261296,1.0676554,0.95793015,0.59055644,1.0868067,1.1656142,1.1157247,0.9406917,1.0260583,1.1877825,1.1105812,0.9664734,1.225173,1.0056742,1.0174563,1.1209859,0.5747038,1.031096,0.7157147,1.0549392,0.66493297,1.0515687,1.0853696,1.1572274,1.1428263,0.9297814,0.86730033,1.0274994,1.0162948,1.1606593,1.1235523,0.9802098,0.83804643,1.1518102,0.9502936,0.8675177,0.9663511,1.014888,0.75726444,1.0936629,0.99911726,1.1709785,1.1624073,0.8231203,1.0864477,1.2250853,0.93372965,1.2301298,0.9535812,1.1201123,0.7691603,1.0571814,0.9484152,1.1570874,0.82715964,1.1829315,1.080431,1.0291184,0.5819804,0.98839504,1.1551547,0.97330564,0.9064714,1.0447807,1.2001438,1.2495471,1.228966,0.99567914,1.002647,0.96913695,0.9959583,0.8981726,1.15867,0.7557327,1.0433564,1.011388,0.0,0.74808216,0.7722781,0.9378842,0.8986055,1.0440735,0.7624046,0.646026,1.2411609,0.9530146,1.1414242,0.9925387,1.1943965,1.1182122,0.9502464,0.76451087,0.9863435,0.9170563,0.8889535,1.2220874,1.2363958,0.7754054,1.0667077,1.1510429,1.0018871,0.76885265,0.8469783,1.0381078,1.0322709,1.0607618,0.9033427,1.2667165
purse,0.95769763,1.2097971,0.9123068,1.0401726,1.0350224,1.118774,1.0134653,0.62636966,1.0098261,0.96634996,1.006264,0.83962834,1.0072571,0.8964974,0.92542475,0.7524134,1.1871417,0.6888495,0.69368136,1.0992278,1.0876718,0.8167311,1.035805,1.0201983,0.9341566,1.1135683,1.2017853,0.89873666,1.0230073,0.98073596,1.0151216,0.9146649,0.98108834,0.97420543,1.0412506,1.2462987,0.8697918,0.9992424,0.86363125,0.8883412,0.8790606,0.82821417,1.0056124,0.86457825,1.0691919,1.0197808,1.147443,1.1218277,1.0422716,1.1181127,1.0882181,1.2568951,1.2414796,1.0761588,0.9244298,0.9598241,0.8679652,0.89169586,1.2833714,0.84853524,0.88542205,0.89753467,1.1295239,1.0460505,1.1104137,1.0862947,1.1006111,0.9476359,1.0368965,0.8744906,0.95848167,0.95572555,0.9611263,0.94717914,0.9120416,0.81707364,1.098342,1.0651809,1.274082,0.7317141,1.0736792,1.1639904,1.1261004,0.86905444,1.0806147,1.0612034,1.0739709,0.89138865,1.0819387,1.0841366,1.2339109,1.0066283,0.82170993,0.838649,1.0767641,1.0347538,1.0556905,0.74808216,0.0,0.95512503,1.120199,0.92623496,1.0779297,1.1349611,0.7834038,1.0573702,0.8027302,0.92959034,1.0206437,0.9792189,1.0596639,1.1895773,0.9112578,1.171851,1.2176079,0.9601636,1.0367011,0.863059,1.0964112,1.2612097,1.2474289,0.9245958,0.74459195,0.8227555,0.8157435,1.0741916,0.9502223,1.1758243,1.0794947
radio,1.282038,0.7579661,1.2134897,1.3556292,0.9119829,0.80691665,1.0032656,0.62008864,1.4452716,1.4460521,0.6983728,1.1676767,1.4589721,1.3232658,1.3207893,1.0064528,0.50516284,0.7405144,1.1588695,0.60190845,0.59192353,0.7897426,1.1686732,0.36428648,0.7551558,0.82561463,1.1737164,1.153604,0.5231948,1.1836038,1.3132942,0.95677346,0.9208689,1.325684,0.8064439,0.64827895,1.2058473,0.46632558,1.0702882,1.0787106,1.2850239,0.9120718,0.9125354,1.1150355,1.3479896,1.0487227,0.66038465,0.84698534,1.2442174,1.0839113,1.3005383,0.88509345,0.7763406,0.5303137,1.2168021,0.90453464,0.9638779,0.966564,0.6667702,0.67629504,1.2452453,0.9536482,1.186359,1.3081357,0.7110872,1.2971076,1.4277133,1.0019535,1.3337837,0.8762889,1.2780275,0.7624094,0.91118,1.0188947,1.2075584,1.0394008,0.6885799,1.1372921,0.7793742,0.5976006,0.6882614,1.0102388,0.7279149,0.8362602,1.0415992,1.4401522,1.1678151,1.4640042,0.7177536,0.73762494,0.59881806,0.863558,0.6029384,1.1365808,0.55461663,1.0622569,0.95438546,0.7722781,0.95512503,0.0,0.7286453,0.8545735,1.3499217,0.70773,0.879617,1.4427962,0.9810891,1.2080652,0.91134393,1.4614775,1.5050238,0.55394495,0.8866513,0.70138156,0.7410176,0.7655763,1.4497408,1.4865372,0.5954159,0.75616133,0.7339799,1.3122867,0.597718,1.0768986,1.2638215,1.2145507,0.8735338,0.48317313,1.2593791
raisin,1.4079664,0.35230732,1.2727082,1.3518778,0.7684262,0.67508817,0.9074631,1.1036407,1.2726641,1.42662,0.6996105,1.4401907,1.4524117,1.3809508,1.2355628,1.0907162,0.39421868,0.8581581,1.2556639,0.4267202,0.8632017,0.9256604,1.1442653,0.70698124,0.78541934,0.78747845,1.2480932,1.3882345,0.7474759,1.197191,1.2714053,1.1993027,0.8708507,1.4336289,0.5867177,0.30565643,1.4622179,0.5417571,1.1027862,1.1776819,1.2874646,0.9673014,1.2045629,1.3505583,1.2914517,1.1775419,0.5156288,0.76366127,1.233789,1.0300251,1.2162485,0.83240694,0.32189274,0.4098,1.0646957,0.94154906,0.9298564,1.0730888,0.56551147,0.69718516,1.1617973,0.9101358,1.1647978,1.2721841,0.6001313,1.2835937,1.3893735,1.137948,1.3939252,1.0140299,1.3974371,0.902986,1.0206316,1.0489389,1.2908266,1.1093678,0.7149131,0.95980215,0.38154876,0.8709299,0.89655167,0.96867836,0.39327383,1.1040462,1.1419848,1.3777804,1.2398312,1.415753,0.6159803,0.74227834,0.6566123,1.0151072,1.0248765,1.081493,0.6834688,0.80107206,0.96823466,0.9378842,1.120199,0.7286453,0.0,1.2133491,1.2346038,0.6460019,0.8359815,1.3296678,1.287766,1.2701942,0.5808116,1.3788612,1.2960535,0.5456953,0.7926707,0.79222274,0.28310072,1.0935597,1.3562084,1.4614185,0.6205927,0.67267513,0.47647107,1.2962445,0.88082355,1.0543622,1.2305303,1.0824926,1.2596759,0.35626817,1.2813196
refrigerator,1.1168929,1.1002461,1.0391927,1.0540085,1.0952245,1.0827641,1.1689885,0.6945454,1.0810843,1.0329677,0.83417,0.80178785,1.0022362,1.0712684,1.0082903,1.0364974,0.91198826,0.87541157,0.93546,1.1883991,0.79188025,0.7403789,1.0106828,0.8287593,0.7588411,1.2474279,1.0393873,0.7207582,0.9531392,0.82058096,0.9229361,1.0160307,1.1139272,0.90792584,1.2286184,1.1797097,0.7972122,0.86174864,1.043742,0.8727585,1.0053072,0.932876,0.45943493,0.9103796,0.9872462,1.1558418,1.1824905,1.1554152,1.0027306,1.1555324,1.0464892,1.2665263,1.1829324,0.9880674,1.1808066,1.0339695,1.1480762,0.951185,1.1819034,0.91615844,0.9805993,1.1811577,1.0452893,1.2075394,1.048198,0.9851188,0.949403,0.9183971,1.1731203,0.98347545,0.71333635,0.65207875,1.1734087,0.7989812,1.2310588,0.7364339,1.039748,1.2148032,1.1203401,0.9171243,1.0834824,1.2836808,1.1412045,0.54111874,1.0324116,1.0085899,1.2077901,1.0329792,1.1330138,1.133522,1.1669157,0.9895328,0.8809788,1.1549916,0.81439805,1.1188669,1.0657535,0.8986055,0.92623496,0.8545735,1.2133491,0.0,1.1326295,0.99669856,1.1054437,0.97674626,1.0640625,1.002092,1.079537,1.0731405,1.0745665,1.2826874,1.0273459,0.82370836,1.2018223,0.75446767,0.9611837,1.012935,0.9793047,1.2839092,1.2386765,0.99255335,0.97471815,1.0540538,1.0752962,0.92538595,0.6685165,1.1036054,0.78441024
rock,0.7295147,1.212296,0.78765976,0.846276,1.1512742,1.2839723,1.1470774,1.1290932,0.602497,0.5893052,1.2392702,0.8474501,0.6409313,0.6728176,0.6088181,0.80928844,1.3675721,1.2748133,0.65266585,1.349169,1.3261201,1.1718473,0.8598292,1.4333518,1.0599697,1.1879796,0.63082516,0.94509935,1.2957244,0.8303489,0.85776734,0.99174374,1.160415,0.7817089,1.2780782,1.2664099,0.7106797,1.4270267,0.96791464,0.86085117,0.8210957,0.9573643,1.1685601,0.8006348,0.801132,0.87037987,1.3262119,1.2978573,0.84883523,1.1843252,0.9428165,1.329442,1.199832,1.3407993,1.1352645,1.2352912,0.9192749,1.1453708,1.3376465,1.2680101,0.8022469,0.9199751,1.0732068,0.9100578,1.3602979,0.69174874,0.72562695,0.833836,0.68457645,1.1126478,0.74010664,1.2672572,0.9727043,1.0262709,0.8674848,0.8953399,1.2179805,1.1136992,1.2555425,1.301327,1.1133195,1.0976307,1.289114,1.0361913,0.5879848,0.7386617,0.8253691,0.5589196,1.2859671,1.2635362,1.2813609,1.230369,1.2547169,1.0122501,1.3294839,0.97302765,1.1200017,1.0440735,1.0779297,1.3499217,1.2346038,1.1326295,0.0,1.2773923,1.0470092,0.76505804,0.8338462,1.0206617,1.105895,0.64122033,0.37787104,1.3618181,1.2477611,1.2778866,1.3033698,1.2581649,0.79639447,0.6310496,1.2916778,1.387639,1.3175101,0.65595853,1.2942111,0.7169865,0.5486523,0.777988,1.1405809,1.3489132,0.8898834
rooster,1.2813573,0.65507984,1.3562149,1.251781,0.74150264,0.63460445,0.9008738,0.890911,1.3549387,1.562839,0.69261104,1.3969028,1.4788171,1.5057404,1.3901312,1.2971292,0.46097404,0.8344258,1.442847,0.46075928,0.57334304,0.8785038,1.0956503,0.6921386,0.71250224,0.9437828,1.1198453,1.2798371,0.54563284,1.1187552,1.2608498,1.2066426,0.61441267,1.4150953,0.5261655,0.61816823,1.395542,0.52195275,0.9942383,1.1251528,1.1031579,0.81933486,0.9427124,1.3957655,1.2658069,1.1974951,0.48399377,0.733087,1.1025538,0.9323249,1.2418456,0.8784183,0.5744877,0.29662228,1.1280752,0.8557043,0.81750864,1.1419625,0.646332,0.70169574,1.1529567,1.1051872,1.1156278,1.3206664,0.51918495,1.073105,1.3992665,1.1308198,1.454711,0.93328065,1.3732245,0.4905995,1.0554323,1.0574847,1.2398062,1.0192127,0.96937126,0.87991893,0.6320027,0.6642673,0.796534,1.1062198,0.6134904,1.0167954,1.006145,1.3766971,1.3899183,1.5096233,0.7460476,0.8250648,0.58477,0.85907173,0.8161557,1.2423402,0.418339,0.9966126,0.8934454,0.7624046,1.1349611,0.70773,0.6460019,0.99669856,1.2773923,0.0,0.8765196,1.3944088,1.1835008,1.347557,0.89631385,1.4336411,1.3960372,0.67371523,0.6733763,0.63056266,0.50998753,1.1176093,1.4021462,1.6002613,0.59737563,0.77457416,0.8064054,1.3610563,0.72226894,1.1945534,1.4057996,1.0803422,1.0301728,0.50292146,1.2671771
scissors,1.1626813,0.8654448,1.053494,1.2384577,0.7129165,0.7391024,0.88528687,0.78983766,1.1178973,1.292021,0.8332914,1.2569144,1.2539163,1.2785699,1.0091963,0.70502734,0.89130634,0.6628504,0.9464403,0.83819515,0.88855493,0.8122376,1.0591817,1.0007677,0.88428783,0.7613565,1.2647561,1.2448928,0.8139721,1.0362109,1.2931862,1.0319697,0.8301778,1.3701193,0.8660709,0.78217244,1.2494988,0.7779254,0.9664452,0.69627637,1.1459469,0.70049715,1.1248062,1.0730338,1.2941236,1.2102895,0.92241305,0.8107896,1.1505888,1.0203563,1.2358857,1.0345753,0.8147285,0.8105358,1.1211958,0.7969014,0.61814606,0.78090084,1.0663955,0.8490145,1.1598696,0.5476271,1.2813519,1.1007581,0.90198183,1.2048433,1.3949981,0.9477791,1.2678362,0.8303722,1.2404065,0.7499653,0.9272742,1.003179,1.0992455,0.927327,1.0520413,0.9911908,0.98919207,0.740686,0.9417505,1.1144366,0.8439095,0.9519547,1.0916826,1.3314261,1.2079737,1.0901276,0.70962983,0.7728945,0.9200213,0.9540803,1.0234509,1.0019996,0.8401804,0.82027364,1.1685519,0.646026,0.7834038,0.879617,0.8359815,1.1054437,1.0470092,0.8765196,0.0,1.3432254,0.98951745,1.3160977,0.7863702,1.1552024,1.1079522,0.8188113,0.657192,0.9343143,0.9254531,0.9748164,1.2978213,1.2395554,0.81696063,1.001597,0.9838483,0.94510204,0.8405609,0.66153973,0.94207704,1.1047821,1.1439106,0.88290834,1.3540299
shirt,0.76206243,1.3171204,0.92863107,0.5354896,1.3446914,1.3973672,1.1514907,1.2838712,0.60135347,0.43772298,1.2709155,0.71847284,0.31786,0.50550175,0.8138587,1.0880806,1.4816396,1.2905064,0.8812906,1.4790635,1.4181807,1.2547989,0.92598504,1.5012387,1.1468518,1.338438,0.7579328,0.66512483,1.3462533,0.77443415,0.4436847,1.0127155,1.2391907,0.54122746,1.3667078,1.458294,0.6215832,1.4626015,1.0606651,1.0287424,0.7594628,1.2048284,1.0348688,0.78495353,0.32597113,0.9264303,1.4717879,1.4104178,0.74858594,1.1242254,0.5521779,1.2085931,1.3632913,1.4797552,0.94863814,1.2447472,1.2376224,1.1647732,1.33097,1.2844381,0.8516659,1.3297004,0.6595572,0.7831604,1.3046476,0.68946886,0.19050068,0.96752995,0.4848436,1.2412032,0.6158344,1.3157786,1.1318029,1.0466919,0.9144725,0.9386326,1.2472678,0.9737185,1.3269206,1.4385726,1.2261269,1.0755702,1.3873715,1.1045916,0.82063496,0.19033104,0.66027176,0.6157038,1.4277496,1.3551221,1.344721,1.3039852,1.2912899,0.8769426,1.400358,1.0708476,1.128405,1.2411609,1.0573702,1.4427962,1.3296678,0.97674626,0.76505804,1.3944088,1.3432254,0.0,0.9976378,0.6100454,1.2348477,0.5518315,0.5568614,1.4568068,1.3202262,1.3338988,1.3626693,1.1307745,0.13801992,0.4937991,1.3567563,1.3488575,1.3413229,0.7688986,1.3987471,1.0840765,0.87943506,0.76633394,0.9424813,1.4586613,0.5751306
shoe,0.6723274,1.4151394,0.8287371,0.8859574,1.1381682,1.264518,1.0800734,0.9687651,1.011624,0.91335076,1.1096874,0.85375786,0.7521025,0.7602198,0.96446985,0.96582156,1.3197125,0.99220884,0.8940393,1.2828118,1.1007795,1.03811,0.92452645,1.0279032,1.1691864,1.036277,0.8320215,0.97619444,1.0704138,1.078923,0.928436,0.84695864,1.061491,0.85559916,1.2181382,1.3385029,0.9442586,1.2020314,0.9386025,0.89658856,0.87272954,0.919525,1.115458,0.631977,1.0318091,0.6195901,1.0763845,1.1420096,0.9568567,0.9563514,0.9125321,0.9620366,1.3556777,1.2894363,0.9945403,0.9652416,0.89328665,1.0849141,1.0724605,0.849858,1.1110963,0.9869391,0.8682849,0.74477553,0.95430446,1.0233952,0.9410738,1.0426837,0.5907567,0.9472942,0.9809603,1.1511493,1.1163778,1.0951159,0.50917524,0.98679256,1.1233356,1.007597,1.3638988,0.9744609,0.8740786,0.8001615,1.321912,0.9988534,0.8208559,0.9523808,0.7302972,0.9610922,1.1545459,1.0678513,1.0979701,1.1407194,0.82272613,0.9631245,1.1988512,1.2475867,0.9408041,0.9530146,0.8027302,0.9810891,1.287766,1.0640625,0.8338462,1.1835008,0.98951745,0.9976378,0.0,0.8215047,1.198406,0.94123083,0.9112438,0.92633146,1.0675509,1.2561457,1.3023427,0.87391627,1.017479,0.87167746,1.1404011,0.90852225,1.2239616,0.8159442,0.9140506,0.8673624,0.8967009,1.1926877,0.80947375,1.1519628,1.0962601
shorts,0.746047,1.3307261,0.9580002,0.64766854,1.2481769,1.3550671,1.177129,1.123475,0.85467124,0.6051371,1.271455,0.67113507,0.6370696,0.4912272,0.88697934,1.1259048,1.4262006,1.1555105,0.94362545,1.3171741,1.2221011,1.132234,0.89768,1.1817522,1.1647087,1.1533791,1.0044373,0.66729873,1.277707,1.0117766,0.6031802,0.95426697,1.226505,0.58420414,1.2666698,1.4165068,0.76955587,1.3184075,0.9293995,1.0787059,0.8017226,1.0890626,0.96682465,0.833351,0.5477805,0.663913,1.1956661,1.1566198,0.613011,1.0071102,0.8255074,1.0399212,1.3951128,1.3980312,0.92145634,1.1970271,1.265959,1.0649047,1.2200972,0.98297745,0.8974145,1.2702315,0.7788719,0.81677204,1.1709278,0.8564627,0.60111463,1.0939125,0.56554794,1.1001318,0.69345367,1.302596,1.1965225,1.0105693,0.7466238,1.057468,1.1373687,1.0549821,1.3137125,1.0798447,1.002449,0.93664634,1.3207229,1.0967759,1.0577,0.49937522,0.77643055,0.95021045,1.3334419,1.2714386,1.2102433,1.0009985,0.8973237,0.91567564,1.3708702,1.2841722,0.92680275,1.1414242,0.92959034,1.2080652,1.2701942,1.002092,1.0206617,1.347557,1.3160977,0.6100454,0.8215047,0.0,1.2109035,0.8567895,0.92202747,1.2131226,1.2751226,1.2461903,1.3004473,0.8468541,0.64708143,0.5906857,1.3528571,1.1035696,1.276748,1.0932723,0.9459661,1.1528428,0.9671872,1.0564964,0.8372284,1.362456,0.7502351
shovel,1.3220198,0.73385966,1.1967818,1.2459044,0.9491099,0.8337657,0.9235232,1.0626318,1.0181971,1.1567186,0.7031751,1.2020802,1.3708816,1.2656841,1.0660484,0.98743385,0.68626237,0.8153064,1.0979228,0.7238569,0.7817926,0.8767707,1.1365731,0.6891774,0.9872937,0.88934964,1.1581326,1.1971973,0.8895279,1.078696,1.1593013,1.131199,1.0179087,1.2711189,0.75618637,0.4670396,1.2347808,0.67320156,1.037716,1.1160178,1.2761265,1.106796,1.0846236,1.196804,1.2242016,1.2624075,0.6772957,0.8978667,1.2679343,1.1442436,1.2791268,0.88883317,0.6073986,0.75410354,1.1077527,0.866947,1.0340613,0.96572804,0.78971547,0.8035925,0.99474496,0.9197655,1.2446241,1.2826526,0.8943532,1.2542543,1.2644062,1.1071668,1.2505,0.7074115,1.1562327,0.92853236,0.94714487,0.98914456,1.2712998,1.1300585,0.55505526,1.0344744,0.6514487,0.87876093,0.99216044,1.0729456,0.7314484,1.0126784,1.218868,1.2871482,1.0647691,1.1992803,0.5663491,0.7208225,0.86121047,0.863031,0.99028355,1.077993,0.8586628,0.8228993,1.128996,0.9925387,1.0206437,0.91134393,0.5808116,1.079537,1.105895,0.89631385,0.7863702,1.2348477,1.198406,1.2109035,0.0,1.0845212,0.9885262,0.67656535,0.7282151,0.80923164,0.613552,0.9385399,1.2140337,1.152924,0.8321692,0.84915787,0.6335707,1.1901197,0.88873357,1.0341312,1.0808791,1.0691162,1.0069022,0.650909,1.1658573
sink,0.6977353,1.4133208,0.71005833,0.58087736,1.2456828,1.2826099,1.1159464,1.1917927,0.1238513,0.2754829,1.2242689,0.60378945,0.540417,0.46679747,0.6718625,0.9203465,1.5266612,1.0455844,0.80219746,1.4702756,1.3473252,1.1773915,0.88573474,1.5233549,1.2119178,1.2235166,0.72417325,0.74303424,1.3823441,0.77201986,0.7413894,0.875188,1.1174569,0.6224415,1.2997022,1.4383441,0.6130905,1.4757476,1.0428792,0.939802,0.8329717,1.1156387,1.0555505,0.67956436,0.7227234,0.897715,1.4425831,1.2823229,0.9154848,1.1625366,0.83734155,1.2002751,1.3269999,1.480732,1.0320959,1.0377818,1.1911943,1.0874034,1.4603928,1.2771006,0.9198663,1.185679,0.990125,0.717295,1.4619014,0.87875855,0.564397,1.0342737,0.55210423,0.9851619,0.74242866,1.2189528,1.1052943,0.95156944,0.7368686,1.0899981,1.2419943,0.9962877,1.397543,1.2250867,1.2249583,1.1204996,1.4182531,1.0402436,0.87011325,0.6275742,0.5111539,0.46709716,1.2074883,1.1678995,1.3705089,1.151268,1.1680136,0.73017204,1.4732734,0.7184046,1.2255375,1.1943965,0.9792189,1.4614775,1.3788612,1.0731405,0.64122033,1.4336411,1.1552024,0.5518315,0.94123083,0.8567895,1.0845212,0.0,0.32619262,1.4271053,1.087465,1.3276864,1.406684,1.1507542,0.55750674,0.2440846,1.2925842,1.351942,1.4006445,0.77756095,1.2341692,1.0459636,0.7419716,0.8260842,1.0780678,1.5070667,0.80501974
slide,0.6862136,1.3232031,0.8330988,0.6913074,1.2613697,1.3610201,1.1655936,1.2928333,0.26004422,0.29343796,1.2565144,0.6611322,0.5698085,0.4854036,0.47163397,0.84420305,1.4865379,1.278852,0.6498692,1.5199989,1.3534698,1.1610827,0.8302225,1.5806473,1.1585896,1.2071348,0.6080173,0.74708927,1.4297633,0.70701075,0.7657419,1.0080961,1.2414898,0.59317654,1.3811823,1.3643236,0.55563724,1.5168531,1.0005683,0.92509544,0.7963736,1.0578643,1.1654613,0.730258,0.6621204,0.99720097,1.471828,1.4003279,0.8729676,1.2201607,0.86217654,1.3409424,1.2682781,1.5377151,1.0758872,1.2577844,1.0020808,1.1624519,1.4738216,1.2388663,0.81905496,1.0530996,0.9991757,0.86596036,1.4163418,0.6819334,0.540195,0.86825264,0.5946691,1.0328153,0.62304515,1.3198057,1.0496761,0.94876355,0.8641293,0.9427225,1.2184948,1.0884634,1.3478197,1.3646634,1.2914423,1.1953083,1.3727381,1.0526471,0.7505484,0.5961629,0.6330279,0.46515185,1.3313131,1.3282021,1.33391,1.3112947,1.2689196,0.9354057,1.4698887,0.9697945,1.182813,1.1182122,1.0596639,1.5050238,1.2960535,1.0745665,0.37787104,1.3960372,1.1079522,0.5568614,0.9112438,0.92202747,0.9885262,0.32619262,0.0,1.4693396,1.2105131,1.3385464,1.4016031,1.2138628,0.60428894,0.35180962,1.3934352,1.4428453,1.430459,0.5912401,1.367799,0.75860584,0.5915426,0.70268,1.0344647,1.496669,0.74482167
slipper,1.2862663,0.719816,1.3009958,1.3361439,0.8117935,0.7177355,0.7801319,1.1297257,1.449532,1.4904717,0.75927246,1.4553776,1.5139309,1.3631604,1.4325641,1.1193874,0.57958764,0.9124357,1.435211,0.3876977,0.74321306,1.0602437,1.2455845,0.49589676,1.0272385,0.55629075,1.1921622,1.4462466,0.7083365,1.332521,1.3654342,1.0163456,0.76606846,1.4154935,0.54266596,0.38146412,1.564568,0.5836751,1.1008201,1.2196704,1.3869487,0.99136686,1.2433681,1.3050742,1.4307553,1.0202821,0.38203824,0.6214194,1.2464511,0.63608885,1.1968093,0.3174523,0.56224304,0.5955591,0.9267173,0.72448003,0.89459026,1.11511,0.2878164,0.71202517,1.314158,0.86298335,1.0524958,1.0278062,0.5052022,1.3945026,1.4374359,1.2683973,1.1650721,0.84557885,1.5790963,1.0081444,0.91749215,1.2131671,1.0435938,1.2692926,0.5994928,0.80534613,0.56162643,0.68590367,0.5365382,0.5453757,0.6103051,1.1366401,1.1658837,1.5023332,0.9589304,1.5279398,0.4364298,0.47118467,0.4256782,0.8079277,0.77132076,1.0518837,0.71537244,0.9973445,0.825341,0.9502464,1.1895773,0.55394495,0.5456953,1.2826874,1.3618181,0.67371523,0.8188113,1.4568068,0.92633146,1.2131226,0.67656535,1.4271053,1.4693396,0.0,0.7495109,0.8612037,0.44644958,0.89864504,1.4855058,1.5637231,0.6323739,0.17350423,0.36240637,1.3302565,0.64460844,1.1584795,1.3988643,1.3083572,1.0939528,0.29818606,1.4141419
