,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,sandwich,scissors,shirt,shoe,shorts,shower,sink,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
crayon,1.2953568,0.23403287,1.5158546,0.8367786,0.4449057,1.1274021,1.0801245,1.4911191,1.5231681,0.32893348,1.2334406,1.4316431,1.5497552,1.0288987,0.38561708,0.78362024,1.2979447,0.8040563,0.8052948,0.6721352,0.41610813,1.1179358,1.2019374,1.0727959,0.7034313,1.1236585,1.149182,1.5513912,0.8474287,0.0,1.5499134,0.47629797,0.6823783,1.1120319,1.1995867,1.2164513,1.2172996,1.068604,0.91704106,0.6224261,0.8383503,1.30498,0.9192725,0.49118936,0.56076574,0.48719501,0.90918124,1.2093775,0.45117795,0.481632,1.0544024,0.935931,1.1952312,0.95997745,1.2912612,0.85377324,1.2316656,1.070575,1.3239251,1.3440676,0.73837376,1.3731399,0.74546856,1.1972042,1.2114332,1.0965015,1.4423504,1.0716996,1.2189612,0.26109874,0.64514995,0.63174075,0.847317,0.38961804,1.2135884,0.95344985,1.46492,1.3434684,1.3472633,0.2845372,0.74138904,1.2581822,0.81008124,0.7122514,0.7003764,1.1223618,1.3500717,0.80594397,1.4121494,1.2086718,1.2146099,1.447751,1.4782424,0.79691756,1.3660698,1.2780386,0.32698113,0.9841465,1.1254405,0.5909413,0.5036447,1.1671891,1.2483621,1.4227432,1.4627521,0.6064492,0.7484132,0.2701226,0.5456605,0.5657525,1.0284622,1.0154816,0.59924835,0.31983715,1.2935727,1.3954358
crib,0.7252225,1.5098853,0.41410607,1.1694388,1.4770495,1.0022453,0.96513534,0.5590387,0.23877639,1.3962414,0.437643,0.7096314,0.37169838,0.65882,1.4723737,1.1774149,0.4878825,1.3766313,1.2785919,1.3788449,1.5002084,0.59582955,0.74660873,0.76970387,1.3891414,0.7835822,0.6909198,0.38680887,1.3459439,1.5499134,0.0,1.4769748,1.3855393,1.2619761,0.9898487,0.7774636,0.76530087,0.96870303,1.2619469,1.2945576,1.2555823,0.807462,1.2556576,1.3528244,1.4216745,1.3459463,1.1387261,0.647919,1.41797,1.5263658,1.0336268,0.98190993,0.9622882,1.0900038,0.8478084,1.263051,0.68257993,1.035895,0.79969007,0.57693744,1.0980421,0.55698884,1.3109841,0.86214596,0.66346836,1.1381992,0.7040689,1.0016056,0.9236481,1.5124809,1.458032,1.5122622,1.2666411,1.5235157,0.7153406,1.1090152,0.47786498,0.68086565,0.5009095,1.5089346,1.2258446,0.90254736,1.3568423,1.3266237,1.2642987,1.0477204,0.7156016,1.2028306,0.52657366,1.0614984,0.74876124,0.5469996,0.5383433,0.97153187,0.6743924,0.9433019,1.575957,1.3154497,0.8093766,1.3337824,1.5074915,1.1736331,0.77241385,0.62441903,0.4257561,1.3496584,1.416765,1.4136322,1.4500856,1.5377421,0.89307433,0.93557554,1.3310308,1.5687714,0.6905149,0.6580329
cup,1.3099475,0.5119555,1.5247672,0.93978184,0.4951806,1.1097599,0.6184077,1.3306205,1.5208114,0.5921801,1.2658541,1.4228451,1.555887,1.1104475,0.15887928,0.6984236,1.2785611,1.0661236,0.31450975,0.8476839,0.42306256,1.3091646,1.2699156,0.7781992,0.56698084,0.90767103,1.1243563,1.5156132,1.0551864,0.47629797,1.4769748,0.0,0.6103571,0.90144515,1.0757477,0.93975306,1.1930315,1.1309365,1.1994898,1.00702,1.1653068,1.3298595,1.1906239,0.7234289,0.6239579,0.65244174,0.98672605,1.2155298,0.5220591,0.8333467,0.9611814,0.8080269,1.3222073,1.1955135,1.3914999,0.70692,1.2031977,0.79632497,1.3109338,1.4684534,0.8208779,1.2340958,0.41096884,1.2242897,1.2180752,0.7129415,1.3805625,1.0042307,1.2989522,0.6158269,0.65111315,0.8242145,1.1239572,0.59503895,1.0199529,0.9184389,1.5131876,1.4244279,1.3656011,0.63621455,0.8867841,1.1085949,1.00729,0.732598,0.76141834,0.9117715,1.1145939,0.8538518,1.2190671,1.1975145,1.159986,1.466723,1.3326699,1.0296359,1.1397824,0.9428545,0.6236936,0.37849241,1.3044405,0.79873914,0.73449886,0.71172416,1.0929036,1.3316584,1.3838043,0.48151737,0.9631368,0.6112975,0.4806518,0.75762564,0.9532533,0.95085585,0.49445522,0.6123971,1.1623594,1.3773773
deer,1.1887062,0.7408649,1.3916605,1.0386404,0.7302692,1.144162,0.89892465,1.2752275,1.4444547,0.7449341,1.2601922,1.3529017,1.4605229,1.0965624,0.65452665,0.9570152,1.2582533,1.0636375,0.817771,0.61894906,0.57772136,1.1694769,1.1448625,0.897387,0.4359709,0.95703083,1.1208358,1.3641814,1.0380628,0.6823783,1.3855393,0.6103571,0.0,0.9070102,1.1092541,0.8903714,1.0494393,1.1351656,1.0746593,0.9235282,1.0296149,1.1918883,1.073275,0.70836186,0.70517355,0.7597203,0.8999297,1.2097352,0.6006787,0.7211356,0.9907601,1.0969138,1.1424288,1.0497113,1.2474945,0.847285,1.0798321,0.96353835,1.1863557,1.3456686,0.8527237,1.1875368,0.4535885,1.1608776,1.2810025,0.8937788,1.2733864,0.8952707,1.1916622,0.7801568,0.6952987,0.66854084,0.8627809,0.7374356,1.163004,0.88707316,1.4417043,1.350663,1.2180887,0.63381016,1.0032148,1.1456327,0.9997984,0.79836553,0.9180955,0.9494252,1.1153771,0.89744365,1.1777116,1.1903095,1.0339446,1.3226023,1.2444347,1.1364863,1.230395,1.0325202,0.67843413,0.774427,1.1198977,0.6458072,0.81286013,0.9333131,0.99261206,1.2984229,1.3534675,0.8953317,0.9448875,0.76346046,0.61527675,0.7392552,1.1399536,1.0754799,0.46221972,0.7017343,1.1091983,1.2943021
dog,0.88150036,0.93840706,1.1743411,0.9979201,0.9344461,0.9448434,0.8221513,1.2633117,1.3027937,1.0390693,1.2905958,1.0999768,1.1551601,1.2753336,0.924817,0.8665425,1.2439265,0.758828,0.8873368,0.84431696,0.80636287,1.1966069,0.9026513,0.9866823,0.8686602,1.1562343,1.2499766,1.0547725,0.74487704,1.1120319,1.2619761,0.90144515,0.9070102,0.0,0.77749246,1.0744513,0.9567085,1.1446947,0.96369076,1.1556749,1.1206858,1.0811696,0.79853,1.0470121,0.7385113,1.0849155,0.9732892,1.1299129,0.96820754,0.98052865,0.8630856,1.1201361,1.0659989,1.0560265,1.0364928,0.78270894,1.1255907,0.9384741,0.87551767,1.2328788,1.0157204,1.1537962,0.8726514,1.0045304,1.1396253,0.9456042,1.0722462,0.9194457,0.946389,0.97804916,0.78704584,0.8767073,1.0433543,0.9684529,1.1041251,0.88961744,1.2053378,1.1780763,1.2870747,0.9185976,1.0027709,0.7330668,0.71495914,0.88981664,0.94772345,0.3490944,0.7861131,0.998063,1.1955546,0.88305855,1.0676695,1.2214667,1.0879447,1.1206088,1.2013806,1.109338,0.9270307,0.78508395,1.1460546,1.0792091,0.89318264,0.9059751,0.85102594,1.1543084,1.1610302,1.0120955,0.87747216,1.0722177,0.9022509,0.71301043,1.08131,0.9758883,0.8516952,0.86940086,1.0650122,1.1442006
doll,0.823974,1.1444044,0.9649714,0.86279297,1.0376371,0.86930406,0.97019285,1.0312463,0.9671257,1.2326123,1.0565531,0.8163022,0.9551966,0.70904946,1.0551386,0.9399219,0.638918,1.1122035,0.9040829,1.127571,1.2741549,1.2216291,1.2038201,1.081958,0.9325887,1.2463057,1.1550754,1.0747229,1.1011765,1.1995867,0.9898487,1.0757477,1.1092541,0.77749246,0.0,1.1571904,1.1760476,0.96969885,1.1242605,1.1979463,1.1520629,0.79174066,1.1501803,1.2144113,0.970458,1.2694175,0.5966996,1.0982119,1.1783081,1.1152999,0.89757496,0.92663604,0.95714206,1.1117167,1.0186406,0.64607364,1.1152549,1.0066803,1.0011861,0.97426975,1.2555312,1.1058406,1.0719649,1.0959947,1.0445203,0.8642081,0.92270035,0.71808356,0.6255888,1.2417789,1.2605646,1.023472,1.2696416,1.161626,1.1633466,0.79010487,0.9118487,0.91427886,0.76858145,1.2949924,0.85539854,0.98400825,1.0609173,0.8792112,1.052513,0.7514645,0.8373536,1.2191362,1.197554,0.8875772,0.67804384,0.9483598,0.8594264,0.94253993,0.9412028,1.0067263,1.1972597,0.8603623,1.1619196,1.1480687,1.1915088,0.79306114,0.63273853,0.8592759,0.9245895,1.0053539,1.2035615,1.2615311,1.0687397,1.2050166,0.5391959,0.9151779,1.1956604,1.2227424,1.1149254,1.0952927
door,0.9801482,1.2233293,1.0243758,1.322815,1.178416,1.2811311,0.73953545,0.66841143,0.89266217,1.066742,0.76919067,1.117019,1.0508832,1.1068208,0.97899705,1.2254915,1.0438428,1.3504605,0.95105755,1.2263923,0.8701669,0.96738476,0.7988698,0.4621346,0.98356205,0.37805378,0.8689621,0.8089682,1.3364859,1.2164513,0.7774636,0.93975306,0.8903714,1.0744513,1.1571904,0.0,0.94014496,1.0888376,1.2195816,1.1634098,1.1775843,1.052511,1.2701187,1.0477467,1.2596104,0.9681587,1.2353051,1.018289,0.9357731,1.234457,1.1672965,1.0465565,1.0681967,1.1493361,1.0907747,1.0944401,0.9348049,0.55285645,1.0491437,1.0690583,0.9549047,0.5413792,0.60085154,1.097569,1.0786414,0.83206534,1.0764316,1.1393316,1.2421612,1.2008531,0.8252627,1.0709755,0.993062,1.0823761,0.7044323,1.1107203,1.0501051,0.9571621,1.0788299,1.1629078,1.1017337,0.957674,1.3441491,1.1708379,1.2047212,0.9807479,1.0713254,1.0755529,0.31653118,1.1077964,1.0564951,1.0330743,1.0757598,1.257863,0.74167764,0.64792305,1.319403,0.9396409,1.0598584,0.95486206,1.1330782,0.9271398,1.045396,0.9703758,0.90825003,1.2385018,1.0974417,1.0733991,1.0179471,1.0421827,1.2718472,1.0839667,0.68370664,1.19193,0.40738368,0.871317
drawer,0.943956,1.2823291,0.8516754,1.1058004,1.2198188,1.070474,1.115721,0.9987191,0.9255987,1.0651938,0.9528871,0.90080273,0.8531487,1.0542756,1.2917831,1.1461374,1.0237257,0.93972063,1.1192191,0.946503,0.9729536,0.67201316,0.7597947,1.0480675,1.1391584,0.87634015,1.0247275,0.8658631,0.9706977,1.2172996,0.76530087,1.1930315,1.0494393,0.9567085,1.1760476,0.94014496,0.0,0.9946101,0.8889621,1.0190144,0.8958208,0.9334632,0.8722401,1.0368348,1.210366,1.1113737,1.0774326,0.79258394,1.1323602,0.9603273,0.89798373,1.1090379,0.9124676,0.8526232,0.8965964,1.1717753,0.9283936,1.0117946,0.90358734,0.8421132,0.92568195,0.92584586,1.2189643,0.8339032,0.8701424,1.1259577,0.8904425,0.98038846,1.1044596,1.1820192,1.0012435,1.004226,0.88414127,1.1642586,0.6716282,0.96082175,0.92635787,0.9017254,1.0144006,0.96979016,1.2421241,0.9894638,0.9971864,1.0897752,1.1480422,1.1255927,0.87821376,0.6788721,0.82710654,1.089855,1.1008918,0.8949365,0.8060263,0.9623797,1.0485814,1.1635603,1.0467008,1.1909896,0.90228796,1.0424806,1.1125077,1.2394792,0.97159255,1.0910777,0.9845821,1.2505604,0.95217013,1.1588361,1.1406958,1.0394086,1.1756678,1.1589004,1.0540539,1.1046928,1.0452291,1.0314946
dress,0.9517987,1.0338483,0.72391444,1.0373113,1.0323155,1.1020038,1.2359481,0.87131727,0.83583915,1.0852354,0.92107064,0.94043285,0.9000331,1.0693889,1.1197408,1.1890411,1.0065213,1.0659913,1.1185093,1.0677534,1.1396697,0.9026285,0.99900603,1.0808085,1.2223464,1.1238675,1.0305364,0.85724527,1.0803812,1.068604,0.96870303,1.1309365,1.1351656,1.1446947,0.96969885,1.0888376,0.9946101,0.0,0.9203976,0.87704474,0.9971036,0.8724373,0.9756458,1.0783973,1.1289206,0.97883785,1.1327317,0.8966553,1.0962149,1.090853,1.1363138,1.1273458,0.8343585,0.9410409,0.84731174,1.175396,0.86994517,1.0913013,0.99858266,0.8134263,1.1456026,0.85833216,1.205863,0.99704343,0.9748915,1.1439197,0.9697536,1.0850011,1.0336548,1.0065256,1.0714693,1.1096716,0.99592614,1.0346807,1.016501,1.1792197,0.7592952,0.786866,0.9511384,1.1145046,1.0670006,1.0604398,1.1371454,1.1614854,1.1903675,1.1619359,1.1058396,1.1054535,0.89184177,1.0482708,1.0837104,0.6345523,1.0492183,0.8886031,0.9179296,1.0514773,1.0972399,1.1385154,0.9314297,1.0799365,1.0999045,1.0097706,1.1682439,0.44440043,0.9203302,1.1238453,0.9609092,1.0675439,1.0984011,0.9901893,1.1506147,1.0982887,1.191785,1.1019577,1.0053775,0.6493664
ear,1.0971049,0.9615383,1.037542,0.9479164,1.0981315,1.0105255,1.261672,1.2743663,1.2483485,1.0151699,1.24137,0.82713115,1.083091,1.1194279,1.189406,1.1660883,1.0877272,0.64464104,1.1977874,0.90719354,1.0185535,1.0658507,0.9773751,1.3399934,1.13562,1.2957513,1.01797,1.115761,0.76105535,0.91704106,1.2619469,1.1994898,1.0746593,0.96369076,1.1242605,1.2195816,0.8889621,0.9203976,0.0,0.8232024,0.3647049,0.87602997,0.34990847,1.0563698,1.0513432,0.932499,1.0688616,1.0228689,1.1379122,0.5694506,1.0258962,1.144706,0.6349575,0.7811714,0.62253356,0.9721617,1.0968186,1.0213652,0.90596867,1.0410976,1.0993972,1.2125785,1.239372,1.0130059,1.0897363,1.0672054,0.89088964,1.182131,1.0231898,0.8223658,0.8831548,0.6642803,0.61726224,0.8767117,1.0323838,1.062576,1.030806,1.014801,1.0812562,0.75293636,0.88714564,1.0883262,0.7994666,0.96593195,1.1650611,1.2428162,1.1380806,0.7791048,1.1447824,0.93051875,1.0604587,1.0443419,1.1185108,0.9674395,1.1655557,1.2084742,0.805105,1.2050153,0.80767274,1.0382051,0.83808583,1.1296972,1.2473305,1.150375,1.2495587,1.1000066,0.501697,0.9779908,1.0238011,0.69414973,1.1195258,1.2392514,1.0825711,0.7614503,1.1517879,1.0777178
egg,1.0991796,0.6761077,1.2552183,0.77511644,0.67498744,1.093299,1.22666,1.085279,1.2451655,0.7468446,1.1054977,1.2208123,1.2970747,1.1160026,0.99296063,1.038389,1.256114,0.7470621,1.0447481,0.7173648,0.77970624,0.93176633,0.95925206,1.1721294,0.95052075,1.0422064,1.0854197,1.2030503,0.82892,0.6224261,1.2945576,1.00702,0.9235282,1.1556749,1.1979463,1.1634098,1.0190144,0.87704474,0.8232024,0.0,0.8461038,1.1420447,0.80975616,0.6225258,0.8663329,0.70016575,0.86038744,1.0790143,0.802821,0.6918739,0.96286625,1.132685,0.9806627,0.7308038,0.9795134,1.0800438,1.0759541,1.1908154,1.1310186,1.1381451,0.7755551,1.19651,0.9935324,1.130772,1.011043,1.1867375,1.1554699,1.0518019,0.9835001,0.6175246,0.65562785,0.7485965,0.7564285,0.66683346,1.1309538,1.0477834,1.2660213,1.1105163,1.1837609,0.6339367,0.8863991,1.0755348,0.86150014,0.9657759,0.8835331,1.1928054,1.3392004,0.80520487,1.1707978,1.0783998,1.1887194,1.2341654,1.2931564,0.98127985,1.2296944,1.1712046,0.66083086,1.1405331,1.0856388,0.75706935,0.60534316,1.1866336,1.2351383,1.2213273,1.2535018,0.85201263,0.72938037,0.7039334,0.8219465,0.7238103,1.1176822,1.1532104,0.9766513,0.68083787,1.111142,1.0973003
eye,1.0875378,0.94623125,1.1545012,1.0004473,1.0853426,1.0757371,1.2339324,1.2576993,1.2600417,0.9225674,1.1675678,0.9554489,1.1650182,1.1308056,1.1427597,1.1339023,1.147964,0.74496144,1.2079366,0.92059886,0.9566009,1.042923,1.0454974,1.2713974,1.0816622,1.1442221,1.0624064,1.1756197,0.83402765,0.8383503,1.2555823,1.1653068,1.0296149,1.1206858,1.1520629,1.1775843,0.8958208,0.9971036,0.3647049,0.8461038,0.0,0.88478124,0.6230037,0.92671865,1.0642283,0.9170831,1.0524317,1.0720141,1.0001996,0.3961494,1.0514715,1.097257,0.6218055,0.84458166,0.8575591,0.9738717,1.0638686,1.0666943,1.0448931,1.099595,1.0607615,1.2011094,1.1411825,1.0604451,1.1471848,1.088025,1.0248126,1.1159865,1.0500743,0.78753406,0.9307862,0.74689925,0.3987034,0.81166476,1.0160943,1.0388771,1.0766312,1.0278066,1.1525666,0.7360085,0.97391003,1.1514921,0.8626609,0.9389898,1.0895817,1.2137319,1.2298217,0.66859835,1.1605132,0.9703777,1.1090374,1.0902474,1.1219661,0.93561673,1.1701692,1.1638465,0.66259986,1.1647722,0.8804195,0.88622576,0.85571396,1.1550527,1.1613948,1.1895041,1.2844529,1.0063089,0.62667555,0.90305567,1.0000106,0.7613759,1.1552815,1.2083075,1.0188571,0.6690036,1.1198688,1.0884773
face,1.0068198,1.2152232,0.814813,1.0190458,1.25597,0.9383678,1.2747028,0.95123416,0.82612133,1.2510442,1.0030615,0.8112838,0.9224612,0.9530697,1.2739925,1.2572764,0.84257567,1.1519104,1.3201208,1.1627945,1.3229052,0.79356384,0.9653429,1.1731515,1.1798626,1.0844336,0.9440266,0.779206,1.1740329,1.30498,0.807462,1.3298595,1.1918883,1.0811696,0.79174066,1.052511,0.9334632,0.8724373,0.87602997,1.1420447,0.88478124,0.0,1.066071,1.2480419,1.2510426,1.2128063,0.9233204,0.9178512,1.2270647,0.9297707,1.1134354,1.0515531,0.34710765,0.81369036,0.86130947,0.9321201,0.78896916,1.1435243,1.0143974,0.9439116,1.3665906,0.9084212,1.2802505,0.9312677,1.0229099,1.0780045,0.8649862,0.9279622,0.91361713,1.1538386,1.3982415,1.0881207,0.97706944,1.1835748,1.0328443,0.88401234,0.84936655,0.8291497,0.80485547,1.3821253,1.1440552,1.1704779,1.2044998,1.1106671,1.2497429,1.042805,1.1047101,0.9985521,0.78443515,0.87297606,0.9460354,0.5129673,0.8775171,0.9154102,0.83947635,1.0824556,1.2820847,1.182081,0.9703153,1.1653957,1.3344278,1.0856185,0.82181746,0.64871883,0.9624754,1.2099856,1.0479584,1.2224796,1.2884918,1.286927,0.98532176,1.1650445,1.2670045,1.235277,0.91324973,0.77738655
finger,1.0227325,0.99904996,0.9690043,0.9712506,1.0571305,0.9998144,1.146508,1.276365,1.2306387,0.91005856,1.2003444,0.8988619,1.0095989,1.1254282,1.2121402,1.0239954,1.1114464,0.5184196,1.1267858,0.7862166,0.9149777,1.1565688,1.0147457,1.288163,1.1764668,1.3152273,1.1752946,1.0343913,0.6052729,0.9192725,1.2556576,1.1906239,1.073275,0.79853,1.1501803,1.2701187,0.8722401,0.9756458,0.34990847,0.80975616,0.6230037,1.066071,0.0,1.0024304,0.9338978,0.89110464,1.175227,1.0791167,1.121865,0.73900795,0.96355784,1.191038,0.8458843,0.70967567,0.4304284,1.0863668,1.2051594,1.0522109,0.8506308,0.94130915,0.90399754,1.2966858,1.2922204,0.96420115,1.1066489,1.0974104,0.86973053,1.1784534,0.9952128,0.85285664,0.75371605,0.7130238,0.6838783,0.92522675,1.0237548,1.0427397,1.0211079,0.9982936,1.1246531,0.64571905,0.8109602,0.96573997,0.6424724,0.93319577,1.0740254,1.1365027,0.90538996,0.89518654,1.2743541,0.9442355,1.0770732,1.1203284,1.1322217,1.0382155,1.2013152,1.2297707,0.80155957,1.178469,0.7366712,0.9961765,0.68959856,1.1428924,1.2405227,1.192656,1.2113887,1.0561004,0.3758186,0.9704459,0.95018566,0.5468904,1.1414306,1.1213887,1.078053,0.74259007,1.2435722,1.1752118
fish,1.0489423,0.66682696,1.4213219,0.98251724,0.62557757,1.0821896,1.0569214,1.1782491,1.3529872,0.46895373,1.0214573,1.3813798,1.3494914,1.0998666,0.77518296,0.87065923,1.3764081,0.8842555,0.89188486,0.6940273,0.6362926,0.91207105,1.022963,1.082538,0.69284177,1.0513505,1.110705,1.3710701,0.89530444,0.49118936,1.3528244,0.7234289,0.70836186,1.0470121,1.2144113,1.0477467,1.0368348,1.0783973,1.0563698,0.6225258,0.92671865,1.2480419,1.0024304,0.0,0.7246528,0.7106227,0.74695355,1.1820053,0.5119823,0.7525586,0.90369475,1.0939388,1.2137259,0.7115258,1.1967328,1.0866627,1.1180377,1.0295688,1.0994992,1.1909819,0.73726755,1.2190815,0.7463162,1.0682735,0.9727421,1.1389219,1.1440413,1.0157788,1.1057975,0.6568189,0.5339216,0.8158492,0.80648017,0.74027616,1.0612332,0.95776963,1.3962371,1.1452681,1.305082,0.50930285,0.9516612,1.0291127,0.9297856,0.8512554,0.76271963,1.0645981,1.2389563,0.79872596,1.2030857,1.1904262,1.1471357,1.4158539,1.2515649,1.1314495,1.3293126,1.0553218,0.6286858,1.0688672,1.1728194,0.59526277,0.6461455,1.1768663,1.1293725,1.4251494,1.224165,0.77643275,0.87061846,0.5956834,0.7883712,0.59350485,1.1529107,0.98899657,0.73321927,0.7405829,1.1591178,1.3200188
flower,1.1825614,0.4321885,1.4386321,0.8165597,0.51957387,0.9604778,0.909029,1.4568536,1.5058867,0.72260356,1.3237557,1.3187144,1.3829591,1.0914052,0.53199196,0.72887605,1.2688597,0.7900101,0.8721738,0.50461924,0.5969838,1.1670322,1.208144,1.0416465,0.5559509,1.2487817,1.2087574,1.4336381,0.7878629,0.56076574,1.4216745,0.6239579,0.70517355,0.7385113,0.970458,1.2596104,1.210366,1.1289206,1.0513432,0.8663329,1.0642283,1.2510426,0.9338978,0.7246528,0.0,0.7182283,0.8725472,1.2413323,0.66865814,0.7476035,0.91992813,1.0120925,1.1608608,0.99349093,1.2380514,0.7696833,1.1984042,1.0893276,1.0999007,1.4096382,0.95066607,1.3484762,0.7079631,1.0401464,1.1440759,0.9661494,1.25883,0.95027894,1.007751,0.5177431,0.77388656,0.80520225,1.0056598,0.66223794,1.1855568,0.8095373,1.3987885,1.3654708,1.2459296,0.63128376,0.94845986,1.0069482,0.6825392,0.5094295,0.70159596,0.91533273,1.0112294,0.8840005,1.4420038,1.0518147,1.221637,1.4081137,1.2889141,0.9917868,1.2951121,1.176114,0.5226762,0.7570678,1.3045275,0.83270586,0.8194733,0.93834895,1.0456426,1.3558617,1.3839729,0.7525855,0.7792484,0.6129966,0.7098015,0.71496797,1.0435604,0.9428619,0.6912392,0.52327526,1.2955251,1.3768042
fork,1.333664,0.5806318,1.3001122,1.0688515,0.71823317,1.0894754,1.0375437,1.2079468,1.3753159,0.6829982,1.2005091,1.3319346,1.4146402,1.1728007,0.6047863,0.9226816,1.3585625,0.89703715,0.9561541,0.84874725,0.5316952,0.93300104,1.1507645,0.86542463,0.81763524,1.0010734,1.099922,1.2963144,0.9036351,0.48719501,1.3459463,0.65244174,0.7597203,1.0849155,1.2694175,0.9681587,1.1113737,0.97883785,0.932499,0.70016575,0.9170831,1.2128063,0.89110464,0.7106227,0.7182283,0.0,1.0629222,1.1947054,0.73071325,0.6783829,1.0154587,1.0912887,1.1333675,0.8641155,1.1301192,1.1295898,1.0568085,0.94477844,1.165253,1.3062699,0.62160665,1.0818137,0.7258593,1.1948762,1.088616,1.0792929,1.3181229,1.1043246,1.2236238,0.49062228,0.6184013,0.7907752,0.9105583,0.62614626,1.1022929,1.0153757,1.3688698,1.2577351,1.2701905,0.4358918,0.7764192,1.157523,0.88118386,0.9074309,0.8365537,1.0840228,1.2544634,0.79285574,1.1148229,1.0827669,1.2546861,1.2590168,1.3233356,0.9261383,1.2770375,1.0812315,0.5860534,1.0172763,1.0931479,0.872678,0.47364384,1.1162632,1.2360386,1.2464759,1.3063238,0.8476206,0.80323064,0.54387754,0.55050844,0.6943755,1.2671579,1.1029378,0.6694372,0.5090251,1.0523783,1.1301194
frog,0.9871533,1.0096871,1.227716,0.7461274,0.8409234,0.732747,1.0367745,1.2186428,1.1430569,1.0286351,1.1043949,1.0926487,1.1165098,0.71847594,1.0620531,0.8301973,0.7956134,0.9843048,0.8387901,0.9005959,1.164021,1.0334877,1.1708027,1.2206054,0.7102672,1.2009021,1.104022,1.3155881,0.99130654,0.90918124,1.1387261,0.98672605,0.8999297,0.9732892,0.5966996,1.2353051,1.0774326,1.1327317,1.0688616,0.86038744,1.0524317,0.9233204,1.175227,0.74695355,0.8725472,1.0629222,0.0,1.0856782,1.0721917,0.9314583,0.7189232,0.92227983,1.130935,0.7898133,1.1913458,0.865484,1.1186748,1.071818,1.0375141,1.0948597,1.0068258,1.2594208,0.98033315,1.0673968,0.9211135,0.9944392,0.942267,0.6214177,0.6088672,1.121002,1.0904616,0.899278,1.217122,1.0868758,1.0967797,0.7224948,1.1940308,1.0777879,0.8095096,1.0027951,0.8757432,1.0908943,0.9543185,0.6959474,0.85447854,0.934227,1.0795302,0.9772928,1.2760487,1.068864,0.72678125,1.1446835,0.9148453,1.1012878,1.1760095,1.1683317,0.8202729,0.98033106,1.1266708,1.0452763,0.9612668,0.9330471,0.7179806,1.2024815,1.0574583,0.8403667,1.2423211,1.1559376,0.92859507,1.1081465,0.46733546,0.9376077,1.1272827,1.110373,1.2944043,1.2875357
giraffe,0.85836804,1.1991539,0.67079353,1.0576398,1.2060606,1.0613766,0.9365798,0.8814446,0.6742127,1.133145,0.8340907,0.8524413,0.68480504,0.9227284,1.1903325,1.1475785,0.8147569,1.1895617,1.1375687,1.1676974,1.2462866,0.7720343,0.76218176,0.9316236,1.1501944,0.8684169,0.6853359,0.848599,1.1760416,1.2093775,0.647919,1.2155298,1.2097352,1.1299129,1.0982119,1.018289,0.79258394,0.8966553,1.0228689,1.0790143,1.0720141,0.9178512,1.0791167,1.1820053,1.2413323,1.1947054,1.0856782,0.0,1.1481175,1.1931148,0.9653138,1.0347111,0.99500585,1.1124787,0.95342666,1.2191356,0.85831475,1.0955441,0.94559705,0.73678243,1.1664804,0.8450687,1.2439414,0.7639953,0.8416705,1.1354991,0.90922487,1.0371957,1.0563323,1.2156637,1.2005817,1.1396608,1.1859083,1.1751124,0.93966275,1.091782,0.62942195,0.86821973,0.82111627,1.198435,1.1384952,0.98316634,1.1759626,1.1974124,1.1853671,1.1244636,0.937211,1.0355165,0.8504022,1.1564462,1.0836775,0.7045572,0.8686562,0.88655823,0.9111082,1.1173522,1.2704233,1.2401793,1.0324416,1.1255949,1.2649956,1.1762112,1.0540236,0.7711688,0.81535083,1.2219309,1.235342,1.1462268,1.2950083,1.1950682,1.0064204,1.0584744,1.1846608,1.2492172,0.9137128,0.76204437
