,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,sandwich,scissors,shirt,shoe,shorts,shower,sink,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
purse,0.8344659,1.3481271,0.77964234,0.9207548,1.1496134,0.84964067,0.71752334,1.0044715,0.8021507,1.2246485,1.0100784,0.88952154,0.5774103,0.95292157,1.2233989,0.8667751,0.8674078,0.93719214,0.9300884,1.0167515,1.179527,0.96043384,1.0277947,1.0249224,1.1527542,1.1921072,1.1663337,0.7778528,0.875037,1.3500717,0.7156016,1.1145939,1.1153771,0.7861131,0.8373536,1.0713254,0.87821376,1.1058396,1.1380806,1.3392004,1.2298217,1.1047101,0.90538996,1.2389563,1.0112294,1.2544634,1.0795302,0.937211,1.3202586,1.3397506,0.81132185,0.9810518,1.1004461,1.0609915,0.81988186,0.87388086,0.94257945,0.8856279,0.59400064,0.65098715,0.94205683,1.0284711,1.1982749,0.99306077,0.85951173,0.9958401,0.76674545,0.91203564,0.8486897,1.3988669,1.089289,1.241299,1.2731977,1.3784053,0.87265146,1.0182973,0.7847717,0.7333285,0.9148477,1.2114944,1.1184783,0.65483934,0.9108917,0.97604257,0.95211214,0.8950864,0.0,1.1082957,1.0858027,0.9243998,0.8555565,0.8993486,0.620546,0.96912766,1.0487827,1.0736053,1.1664962,0.89120615,0.6561104,1.2965343,1.1734754,1.0247146,0.8366043,0.9622159,0.7908042,1.0888197,1.1156485,1.4257215,1.2141128,1.0946561,0.85750073,0.7577632,1.0345296,1.2553176,1.1061748,1.0050105
radio,1.2657909,0.86725765,1.2920039,0.9521884,0.8166088,1.0132362,1.0296607,1.2450078,1.3133221,0.7418817,1.2678264,1.2096189,1.2806573,1.2047259,0.94001156,0.9468378,1.3391751,0.76891327,1.0200777,0.6576196,0.6867657,0.82961243,1.0273863,1.0392286,0.81952214,1.0069875,1.1344417,1.2371036,0.83114827,0.80594397,1.2028306,0.8538518,0.89744365,0.998063,1.2191362,1.0755529,0.6788721,1.1054535,0.7791048,0.80520487,0.66859835,0.9985521,0.89518654,0.79872596,0.8840005,0.79285574,0.9772928,1.0355165,0.94284576,0.49383354,0.9241718,1.1927371,0.887125,0.6741241,1.2477415,0.95136744,1.0657697,0.91133255,1.0820556,1.2146033,0.98982966,1.136512,0.9246396,1.0864064,1.074696,1.0634501,1.2267529,0.9661796,1.1769459,0.760484,0.81624293,0.7132399,0.8187353,0.8588477,0.9372007,0.85015374,1.3099802,1.1674246,1.2772042,0.6337298,1.1306434,1.0581094,0.8357082,0.86393523,0.84228027,1.117236,1.1082957,0.0,1.1379263,1.1222901,1.3085217,1.1430683,1.1410178,0.93198663,1.2454301,1.1916903,0.52126104,1.030695,1.0414721,0.96451324,0.84748673,1.083078,1.1488543,1.2641053,1.3709726,0.9145292,0.8249438,0.8439463,0.8423815,0.8343218,1.188452,1.1715047,0.9001607,0.5986873,1.2007341,1.1542038
refrigerator,0.90949297,1.3403597,0.6342257,1.3283632,1.3711705,1.2202759,1.0729371,0.4409026,0.58647394,1.235273,0.6792692,0.9568226,0.7881491,1.0642169,1.2302014,1.3676796,0.8959275,1.3922559,1.2002575,1.349843,1.2086743,0.66922724,0.54627156,0.6990658,1.270493,0.5262358,0.73075026,0.5408081,1.3696201,1.4121494,0.52657366,1.2190671,1.1777116,1.1955546,1.197554,0.31653118,0.82710654,0.89184177,1.1447824,1.1707978,1.1605132,0.78443515,1.2743541,1.2030857,1.4420038,1.1148229,1.2760487,0.8504022,1.1362395,1.3241997,1.158037,1.0079863,0.8368715,1.080315,0.90957695,1.2468411,0.7283618,0.8400427,0.92753536,0.8744605,1.0895756,0.3287903,0.9307625,0.93956333,0.9087835,0.9708742,0.8749231,1.1893417,1.1837393,1.3107347,1.1562792,1.3369546,1.0892488,1.288465,0.61045414,1.1596106,0.81246364,0.79185104,0.82618,1.3538407,1.2478526,1.0039186,1.4352739,1.3229373,1.3647099,1.0825052,1.0858027,1.1379263,0.0,1.0398335,1.0235864,0.64187866,0.93256044,1.1008314,0.5738866,0.6745494,1.5096006,1.1411685,0.96761155,1.172961,1.3252344,1.073963,1.0829616,0.68857026,0.7204908,1.3272877,1.2582531,1.2263806,1.2523315,1.3103344,1.282682,1.1684855,1.0274823,1.4108114,0.42502964,0.5834774
sandwich,1.060783,1.0989149,0.9596274,1.0125991,1.12376,0.7123835,1.0819321,0.94382715,1.0314443,1.2133319,1.119704,0.80502796,0.9955609,1.1240306,1.1390698,0.9649443,1.030318,0.5949407,1.1403953,1.1426196,1.1826338,1.1331637,1.1036743,1.1231703,1.1501664,1.1934232,1.0865364,0.9206103,0.5757148,1.2086718,1.0614984,1.1975145,1.1903095,0.88305855,0.8875772,1.1077964,1.089855,1.0482708,0.93051875,1.0783998,0.9703777,0.87297606,0.9442355,1.1904262,1.0518147,1.0827669,1.068864,1.1564462,1.1877841,1.09344,1.061587,0.92992413,0.85734344,0.9996879,0.8892615,0.9079573,1.0658146,1.0129254,1.0078174,1.0720756,1.0056154,0.9890833,1.1871551,1.0011944,0.9191958,0.98559165,0.9010366,1.023611,0.6482645,1.1009493,1.1557282,1.0652151,1.001975,1.0866491,0.97573304,1.0709128,1.0143254,0.9929434,0.9695119,1.228753,0.8575161,1.0040197,0.6314037,1.0974373,0.86059684,0.91703194,0.9243998,1.1222901,1.0398335,0.0,0.9337798,0.9963626,0.9301927,1.080595,0.9968125,0.9469707,1.1298614,1.0187184,1.0277296,1.1374743,0.9613826,0.9560557,0.9812952,0.89806175,0.8519095,1.1753829,0.95888364,1.1249601,1.099544,1.1265403,0.99887246,0.8312207,1.2192903,1.1259912,0.957967,0.981813
scissors,0.84227663,1.2886223,0.80934453,0.9071627,1.1750857,0.594982,1.010454,0.91442525,0.85608995,1.4641804,0.8767622,0.8009019,0.85632473,0.6910447,1.2310166,0.9380959,0.49959314,1.2062957,0.9437766,1.2404921,1.4873661,1.1478931,1.216156,1.1716881,1.1113958,1.1453701,0.9182494,0.9061598,1.1746595,1.2146099,0.74876124,1.159986,1.0339446,1.0676695,0.67804384,1.0564951,1.1008918,1.0837104,1.0604587,1.1887194,1.1090374,0.9460354,1.0770732,1.1471357,1.221637,1.2546861,0.72678125,1.0836775,1.3911735,1.3132095,0.85649425,0.7952698,1.093824,1.0628365,0.8075075,0.8822403,1.0426711,0.83326185,1.0215597,0.95888275,0.9248607,0.86226255,1.0806036,1.0669665,0.8302188,0.90340024,0.6351087,0.8799134,0.6322758,1.3577962,1.3703848,1.2232001,1.2496183,1.3398101,1.0149599,1.0033178,0.95635706,0.9805811,0.65647435,1.3165073,0.7057137,1.1746093,1.1924274,1.0487404,1.0355545,0.9495476,0.8555565,1.3085217,1.0235864,0.9337798,0.0,1.0306196,0.7022736,1.1460528,0.8187628,0.80930734,1.2036414,0.9498177,0.8041464,1.283896,1.0787356,0.8108268,0.67153835,0.94843566,0.76987314,0.9779627,1.2106929,1.3749001,0.90416664,1.2522047,0.40170693,0.75529945,1.1793807,1.3572562,1.0999404,1.1670585
shirt,0.9145528,1.36349,0.35992992,1.1073304,1.3777875,1.0393094,1.2914526,0.6748975,0.469342,1.3060579,0.8361203,0.66304386,0.535782,0.9530152,1.4090753,1.3563067,0.7881111,1.232209,1.4220827,1.2624903,1.4518743,0.558141,0.8278812,1.0160573,1.3310196,0.9717682,0.8722662,0.5380864,1.2186147,1.447751,0.5469996,1.466723,1.3226023,1.2214667,0.9483598,1.0330743,0.8949365,0.6345523,1.0443419,1.2341654,1.0902474,0.5129673,1.1203284,1.4158539,1.4081137,1.2590168,1.1446835,0.7045572,1.3350253,1.2389245,1.1090466,1.0704722,0.6164999,0.97865206,0.8055768,1.1780157,0.6808036,1.1702845,0.75918305,0.56209373,1.3471968,0.7322351,1.3824422,0.79976976,0.949886,1.1534948,0.75526536,1.0242183,0.9849602,1.321836,1.4303111,1.2539136,1.1657133,1.341799,0.9999754,1.0525593,0.4456954,0.56953853,0.69043344,1.4454496,1.2404085,1.0330827,1.2533705,1.2154562,1.3657846,1.1283677,0.8993486,1.1430683,0.64187866,0.9963626,1.0306196,0.0,0.77687645,0.68981147,0.7758337,1.0948104,1.4452056,1.2758908,0.7603948,1.3100828,1.3784697,1.1134708,1.0036427,0.29740727,0.7026419,1.3587238,1.2961426,1.328567,1.4208108,1.3625654,1.1124363,1.1784832,1.3719925,1.3792357,0.86851525,0.43362182
shoe,0.6685378,1.477217,0.5565369,0.95217746,1.3672595,0.8510927,1.0405337,0.76524794,0.5609026,1.3876232,0.7929393,0.53212863,0.40255642,0.7549169,1.4193718,1.1080209,0.6508852,1.1543734,1.0608479,1.2770053,1.47769,0.9054202,0.96800864,1.1272045,1.2313888,1.0853724,0.84003127,0.63776493,1.1168461,1.4782424,0.5383433,1.3326699,1.2444347,1.0879447,0.8594264,1.0757598,0.8060263,1.0492183,1.1185108,1.2931564,1.1219661,0.8775171,1.1322217,1.2515649,1.2889141,1.3233356,0.9148453,0.8686562,1.4270765,1.4198529,0.5710203,0.8984635,1.0190023,1.0529954,0.76148206,1.1208856,0.8967565,1.0196002,0.7521706,0.60798705,1.0103482,0.93604606,1.356394,0.8347329,0.6133153,0.98126787,0.41440654,0.9540074,0.86038655,1.50611,1.3287957,1.3506325,1.1910357,1.5415442,0.8846219,1.0126281,0.5804273,0.6631521,0.6020168,1.4004767,1.1616172,0.76478356,1.1178304,1.190937,1.171167,1.0687792,0.620546,1.1410178,0.93256044,0.9301927,0.7022736,0.77687645,0.0,1.0179226,0.8601891,0.9589345,1.3204547,1.1517346,0.7446721,1.3695781,1.3163192,1.0346608,0.71636254,0.854432,0.5819698,1.2633166,1.3268595,1.4805917,1.2966386,1.3617965,0.72409874,0.9151183,1.3737651,1.4433264,1.0047042,0.84557956
shorts,1.0821425,0.7296693,0.7957216,0.97785187,0.9729903,1.1018281,1.270865,1.0620363,0.87255067,0.91258854,1.1271453,0.9762181,0.8664273,0.962475,0.8720463,1.1179643,1.0093818,1.0223815,1.2312708,1.0410888,0.9353449,0.7747371,1.0579307,1.0956402,1.1184481,1.115867,1.1397955,0.9443852,1.0344543,0.79691756,0.97153187,1.0296359,1.1364863,1.1206088,0.94253993,1.257863,0.9623797,0.8886031,0.9674395,0.98127985,0.93561673,0.9154102,1.0382155,1.1314495,0.9917868,0.9261383,1.1012878,0.88655823,0.9816248,0.834363,1.1217579,1.0699695,0.8726442,1.068984,1.0960988,0.9049257,0.9987836,1.2167869,0.9279337,0.800978,1.3029677,1.0446354,1.2336426,0.9556279,1.1248378,1.2377441,1.1301309,1.0034016,1.0479792,0.6984865,1.0987806,1.018694,1.0253505,0.82217896,1.1184008,0.9922712,0.7868806,0.8785027,0.9677566,0.95691913,1.1302634,1.039826,0.98546016,0.98790634,1.1091154,1.1099317,0.96912766,0.93198663,1.1008314,1.080595,1.1460528,0.68981147,1.0179226,0.0,1.0094533,1.2399415,0.8776599,1.1600125,0.96182585,1.1090182,1.1164421,1.1913499,1.0501097,0.81580234,1.0386584,1.0382938,1.0267547,0.7861888,1.0686221,0.99024624,1.0498155,1.1874955,1.1028976,0.78591835,1.0972024,0.8552704
shower,1.0007994,1.257998,0.7470784,1.122837,1.2021329,1.0308,1.0570939,0.52292156,0.65925777,1.3322155,0.80714047,0.8869219,0.82207096,0.9131231,1.075206,1.1880449,0.7497744,1.3530253,0.9920808,1.2959139,1.3222317,1.042934,0.9997658,0.97202057,1.2213727,0.8708781,0.90579176,0.6774094,1.3409364,1.3660698,0.6743924,1.1397824,1.230395,1.2013806,0.9412028,0.74167764,1.0485814,0.9179296,1.1655557,1.2296944,1.1701692,0.83947635,1.2013152,1.3293126,1.2951121,1.2770375,1.1760095,0.9111082,1.1881683,1.3805128,1.1954552,0.8112767,0.9020507,1.1996679,0.92046076,1.0899682,0.90306604,0.96683794,1.0174598,0.8768647,1.2476096,0.5586653,1.0970213,0.998873,0.98305744,0.80148077,0.9548654,1.0186626,0.99437153,1.2469867,1.3499255,1.2824739,1.1455134,1.2410775,0.86127484,1.0871302,0.77459836,0.86735904,0.7324877,1.4512212,1.1480627,1.2020743,1.3126945,1.2117085,1.2673328,1.0579965,1.0487827,1.2454301,0.5738866,0.9968125,0.8187628,0.7758337,0.8601891,1.0094533,0.0,0.4792636,1.4190273,0.8693644,0.9837119,1.18487,1.349232,0.7123401,0.8994109,0.6513219,0.75243473,1.1382109,1.2037393,1.2054231,1.1013933,1.2991214,0.9862063,1.0550978,1.2213311,1.3256071,0.6852757,0.8477274
sink,0.9961565,1.1863368,1.004038,1.1814148,1.0654168,1.0112923,0.84618354,0.36566246,0.9052174,1.2390294,0.8544531,1.0045204,1.059771,1.0722715,0.96159893,0.998448,0.9723648,1.2822707,0.81257737,1.2995923,1.1142042,1.200379,1.076079,0.87364244,1.0871013,0.7995743,0.9004539,0.85853815,1.2262123,1.2780386,0.9433019,0.9428545,1.0325202,1.109338,1.0067263,0.64792305,1.1635603,1.0514773,1.2084742,1.1712046,1.1638465,1.0824556,1.2297707,1.0553218,1.176114,1.0812315,1.1683317,1.1173522,1.0205227,1.3205223,1.174149,0.7957183,1.1146221,1.2344425,0.97655374,1.082114,0.9903201,0.79756963,1.1369267,1.0734034,0.9826276,0.55853647,0.75453264,1.1477726,0.9205082,0.66552806,0.9877487,1.0784922,1.0398756,1.2190444,1.0533259,1.2240472,1.0610708,1.1074431,0.85445964,1.203718,1.0554354,0.9976507,0.98685175,1.2855942,0.98453265,0.97483826,1.2458819,1.2443186,1.0085453,0.9420253,1.0736053,1.1916903,0.6745494,0.9469707,0.80930734,1.0948104,0.9589345,1.2399415,0.4792636,0.0,1.2839488,0.6902244,1.102265,1.0144162,1.1149249,0.515577,1.030193,0.9254788,0.7552053,0.9494404,1.1137743,1.1040685,0.88475215,1.1936656,1.0360256,0.8702617,1.0337692,1.2175996,0.76135695,0.9807983
slipper,1.3204707,0.44383037,1.5186226,0.75784737,0.5393623,0.98613304,1.0588051,1.4949234,1.5946954,0.599312,1.3719666,1.3779311,1.4990717,1.2371057,0.6376662,0.7652872,1.4418037,0.6184295,0.84693867,0.51144737,0.51402724,1.1376039,1.2285217,1.1873692,0.6676306,1.1894389,1.2942338,1.5195396,0.66242313,0.32698113,1.575957,0.6236936,0.67843413,0.9270307,1.1972597,1.319403,1.0467008,1.0972399,0.805105,0.66083086,0.66259986,1.2820847,0.80155957,0.6286858,0.5226762,0.5860534,0.8202729,1.2704233,0.7247597,0.37703562,0.9084458,1.0888872,1.0810031,0.8188647,1.2688227,0.77454054,1.258775,1.0556728,1.1934465,1.3336773,0.8055618,1.4136202,0.832865,1.1940087,1.1537294,1.1427555,1.36316,0.97062004,1.1339281,0.38102514,0.6894302,0.6077715,0.7368027,0.5190479,1.2004396,0.846921,1.4653736,1.3355052,1.4339311,0.33412075,0.93427235,1.1656257,0.59512275,0.67981327,0.6540735,1.0163498,1.1664962,0.52126104,1.5096006,1.1298614,1.2036414,1.4452056,1.3204547,0.8776599,1.4190273,1.2839488,0.0,0.87608904,0.9954049,0.7650229,0.5769341,1.084662,1.1832385,1.4553875,1.5186787,0.5809128,0.6825323,0.53193927,0.56301785,0.59796095,1.0006763,1.0838304,0.76711017,0.26799053,1.3963835,1.3934658
soap,1.2089427,0.88477445,1.3339397,0.9058644,0.7714829,0.9895048,0.5977924,1.09929,1.3981915,1.089402,1.3070246,1.2169112,1.3678193,1.2180171,0.47848952,0.78495747,1.1824241,1.1069585,0.42713892,0.89289147,0.7691853,1.3720801,1.2528739,0.9116256,0.7002415,0.9771551,1.1158051,1.2738438,1.1094375,0.9841465,1.3154497,0.37849241,0.774427,0.78508395,0.8603623,0.9396409,1.1909896,1.1385154,1.2050153,1.1405331,1.1647722,1.182081,1.178469,1.0688672,0.7570678,1.0172763,0.98033106,1.2401793,0.89271766,1.0321467,0.94364953,0.8008101,1.190578,1.1852635,1.2141103,0.6280309,1.1299269,0.7776532,1.1362907,1.402947,0.99273765,1.1177442,0.55033034,1.2112803,1.2135072,0.5679241,1.2050647,0.87449485,1.1158435,0.9782512,0.89942664,0.95282733,1.1284635,0.8920984,1.0062867,0.8731071,1.3572013,1.3167007,1.2624016,1.0651318,0.9951857,1.0730121,1.0503719,0.7738762,0.8497947,0.81131566,0.89120615,1.030695,1.1411685,1.0187184,0.9498177,1.2758908,1.1517346,1.1600125,0.8693644,0.6902244,0.87608904,0.0,1.1978396,0.99945825,0.93204916,0.413772,0.8876065,1.11025,1.2957191,0.55480605,1.0278171,1.0355837,0.5495493,0.9424616,0.8643228,0.9229267,0.723951,0.8923166,1.1272947,1.22386
sock,0.9355722,1.2983798,0.7284677,1.0269899,1.2601795,1.0181202,1.1384947,0.9369581,0.76951075,1.1532366,0.8751185,0.8440474,0.5862389,1.0399556,1.3693055,1.2387595,0.94431233,0.9728475,1.1856077,1.0541698,1.2060851,0.88479036,0.9578817,1.1717627,1.3380404,1.106015,0.996097,0.71810174,0.9500103,1.1254405,0.8093766,1.3044405,1.1198977,1.1460546,1.1619196,1.0598584,0.90228796,0.9314297,0.80767274,1.0856388,0.8804195,0.9703153,0.7366712,1.1728194,1.3045275,1.0931479,1.1266708,1.0324416,1.2969456,1.1106973,0.8950744,1.0149418,0.87144685,0.8768144,0.7084768,1.1116953,0.8649028,0.97607,0.58192897,0.5962334,0.85588515,1.0031267,1.3027807,0.96656567,0.99593955,1.1143625,0.6758362,1.111518,1.0189158,1.1890434,1.142234,1.0953001,0.9293838,1.2415617,0.8996478,1.1606963,0.73120356,0.67037976,0.90430176,1.058603,1.016973,0.91932344,1.0420195,1.1291822,1.2614113,1.1268942,0.6561104,1.0414721,0.96761155,1.0277296,0.8041464,0.7603948,0.7446721,0.96182585,0.9837119,1.102265,0.9954049,1.1978396,0.0,1.1447337,0.96380824,1.1419122,1.0808436,0.933048,0.9450205,1.1679821,0.9241483,1.2247647,1.1040206,1.0271987,1.0129281,1.1024554,1.1299009,1.1130192,1.106222,0.843801
soup,1.15545,0.7249173,1.4195697,1.1070645,0.7538909,1.2664342,0.95136154,1.1691953,1.3151803,0.5548307,1.045603,1.2836723,1.3923438,1.0788885,0.76827765,0.95608616,1.2502499,0.94115585,0.9576729,0.6683613,0.47217435,1.1370434,1.0872403,0.9601882,0.7668451,0.8915785,1.1029087,1.2823573,0.9553705,0.5909413,1.3337824,0.79873914,0.6458072,1.0792091,1.1480687,0.95486206,1.0424806,1.0799365,1.0382051,0.75706935,0.88622576,1.1653957,0.9961765,0.59526277,0.83270586,0.872678,1.0452763,1.1255949,0.32881987,0.68676263,1.2805643,1.0795314,1.1026905,0.98429865,1.2315516,0.98704606,1.1203837,1.1171535,1.2101059,1.2276182,0.97582203,1.1982207,0.74421334,1.1298319,1.2403096,1.025593,1.3896054,1.0807248,1.1669159,0.6664498,0.5572481,0.57768166,0.58860874,0.47287333,1.0745819,1.0327927,1.3215432,1.222613,1.2627239,0.64776325,1.0036508,1.1154637,0.9692808,0.9045171,0.8845194,1.0977176,1.2965343,0.96451324,1.172961,1.1374743,1.283896,1.3100828,1.3695781,1.1090182,1.18487,1.0144162,0.7650229,0.99945825,1.1447337,0.0,0.8029457,1.1337584,1.1669406,1.3063626,1.2741363,0.89671314,0.67286587,0.46313506,0.7961509,0.6337676,1.2464685,1.0677928,0.6609391,0.68135977,1.0232003,1.2258039
spoon,1.2183998,0.7343075,1.3300626,0.9760229,0.7849061,0.8619399,0.96821284,1.2747664,1.4679952,0.6901198,1.262219,1.2548591,1.4222865,1.247924,0.8150042,0.71117556,1.3829653,0.5429262,0.8176917,0.73208624,0.6014741,1.236392,1.1855568,1.0861977,0.85406286,1.1078143,1.204033,1.3719068,0.58280313,0.5036447,1.5074915,0.73449886,0.81286013,0.89318264,1.1915088,1.1330782,1.1125077,1.0999045,0.83808583,0.60534316,0.85571396,1.3344278,0.68959856,0.6461455,0.8194733,0.47364384,0.9612668,1.2649956,0.84263015,0.679731,0.9233956,1.003264,1.2189113,0.78243095,0.99055237,1.0080411,1.2772281,0.9227576,1.1484663,1.2625391,0.3968284,1.2480521,0.8021002,1.1181968,1.1969415,1.0328958,1.1926543,1.0673981,1.0733374,0.7283784,0.5644127,0.6895772,0.90295136,0.6841738,1.1640074,0.90512395,1.4106528,1.2689981,1.3441482,0.46863586,0.63264143,1.1584203,0.6045408,0.81156385,0.61090386,1.0392543,1.1734754,0.84748673,1.3252344,0.9613826,1.0787356,1.3784697,1.3163192,1.1164421,1.349232,1.1149249,0.5769341,0.93204916,0.96380824,0.8029457,0.0,1.0740564,1.2193296,1.3412898,1.3213089,0.7162056,0.7164553,0.7355336,0.4687357,0.539009,1.1073349,0.87957615,0.6698836,0.6388966,1.2756646,1.2875785
sprinkler,1.1570048,1.0402067,1.2022909,0.94263923,0.9004835,0.8909946,0.79624146,0.90511835,1.1768486,1.1933317,1.1602545,1.0977442,1.1754231,1.0465175,0.7641631,0.88993365,0.96768534,1.1708009,0.66596764,1.1251084,1.109404,1.3295575,1.2742082,0.98512775,0.8353125,1.0501679,1.0699888,1.1061078,1.1488383,1.1671891,1.1736331,0.71172416,0.9333131,0.9059751,0.79306114,0.9271398,1.2394792,1.0097706,1.1296972,1.1866336,1.1550527,1.0856185,1.1428924,1.1768663,0.93834895,1.1162632,0.9330471,1.1762112,1.0662766,1.2160476,0.9740804,0.8603153,1.1578653,1.1430001,1.1184148,0.87218493,1.0424509,0.7093668,1.1002928,1.2037314,1.1686273,0.94750535,0.7053086,1.1713755,1.082536,0.6425116,1.0196363,0.8839544,0.976814,1.12084,1.1368339,1.0841255,1.1785511,1.0349325,1.0001533,1.000549,1.1524701,1.1482942,1.1064072,1.2152013,0.8771221,1.0465652,1.113646,0.9605464,0.9880902,0.8597163,1.0247146,1.083078,1.073963,0.9560557,0.8108268,1.1134708,1.0346608,1.1913499,0.7123401,0.515577,1.084662,0.413772,1.1419122,1.1337584,1.0740564,0.0,0.8230408,0.9455899,1.1014228,0.81204766,1.0595404,1.1405847,0.80292153,1.1106368,0.76139104,0.9385697,0.9665789,1.096169,1.0363086,1.099195
stroller,0.9416172,1.2041281,1.0031967,0.9276013,1.1413163,0.81980455,0.8862372,1.0912085,0.95707184,1.2218614,0.96430856,0.9874523,0.93343127,0.84655064,1.1055639,0.9121659,0.7707807,1.2330906,0.92088485,1.1195955,1.2467095,0.9486141,1.1229684,1.0517662,0.93425107,1.0656035,1.0747509,0.96599096,1.2081722,1.2483621,0.77241385,1.0929036,0.99261206,0.85102594,0.63273853,1.045396,0.97159255,1.1682439,1.2473305,1.2351383,1.1613948,0.82181746,1.2405227,1.1293725,1.0456426,1.2360386,0.7179806,1.0540236,1.2160499,1.206014,0.77301675,0.92701024,1.0434629,1.0224019,1.1270704,0.8653573,0.96644145,1.0310355,0.96921283,1.0131601,1.1017164,1.0525701,1.0538511,1.0881481,0.8979889,0.9309826,0.86142176,0.28049028,0.78043103,1.2918385,1.3354473,1.1641488,1.2303889,1.27639,1.0735903,0.7953553,1.0154293,1.0212928,0.8927448,1.2672166,0.98015016,1.0703906,1.1536641,0.9546135,1.0586547,0.75099427,0.8366043,1.1488543,1.0829616,0.9812952,0.67153835,1.0036427,0.71636254,1.0501097,0.8994109,1.030193,1.1832385,0.8876065,1.0808436,1.1669406,1.2193296,0.8230408,0.0,1.0044409,0.94724333,1.0582505,1.2592598,1.282543,1.0850291,1.284892,0.6163517,0.9500249,1.063431,1.2799954,1.006817,1.135309
sweater,0.920379,1.3061898,0.41386306,1.1027706,1.2586743,1.0063244,1.1744673,0.61417085,0.47791022,1.3585423,0.8295969,0.7403339,0.65323853,0.94120806,1.2806952,1.2507458,0.76185817,1.2848628,1.2822865,1.3265169,1.4589722,0.91232413,0.9557128,0.94508064,1.3215163,0.9713347,0.87798256,0.51207614,1.2678709,1.4227432,0.62441903,1.3316584,1.2984229,1.1543084,0.8592759,0.9703758,1.0910777,0.44440043,1.150375,1.2213273,1.1895041,0.64871883,1.192656,1.4251494,1.3558617,1.2464759,1.2024815,0.7711688,1.3004286,1.3764715,1.224681,1.0088482,0.7618711,1.1341413,0.84799737,1.132556,0.7720909,1.0679287,0.940462,0.6822535,1.3434802,0.63916695,1.2178596,0.9444841,0.9602916,1.0710793,0.88245225,1.0966479,0.97726446,1.2974613,1.4383026,1.3353326,1.2149764,1.2640514,1.0455693,1.2093819,0.46561027,0.6845187,0.6985576,1.5125793,1.1417754,1.0110509,1.2852962,1.2473375,1.270877,0.9886364,0.9622159,1.2641053,0.68857026,0.89806175,0.94843566,0.29740727,0.854432,0.81580234,0.6513219,0.9254788,1.4553875,1.11025,0.933048,1.3063626,1.3412898,0.9455899,1.0044409,0.0,0.61888635,1.2381048,1.2617135,1.2988884,1.3307565,1.364994,1.0311519,0.99754626,1.323313,1.4031854,0.7669888,0.42140472
table,0.691346,1.4352932,0.52340204,1.1075977,1.3068124,0.89211845,1.0117468,0.43782687,0.23172754,1.2777743,0.3711964,0.65147316,0.38036144,0.652408,1.3886714,0.978194,0.5419809,1.1580477,1.0806836,1.4175428,1.5077195,0.92097574,0.8425388,0.89178383,1.3795834,0.9652304,0.79274416,0.4549508,1.0683367,1.4627521,0.4257561,1.3838043,1.3534675,1.1610302,0.9245895,0.90825003,0.9845821,0.9203302,1.2495587,1.2535018,1.2844529,0.9624754,1.2113887,1.224165,1.3839729,1.3063238,1.0574583,0.81535083,1.3287688,1.5790343,1.0950228,0.92727625,1.1010818,1.2407584,0.8626681,1.2642566,0.91815007,1.0904659,0.8508817,0.43658876,1.0391161,0.6424558,1.3034561,0.818395,0.63079214,1.0983061,0.7494856,1.1431023,0.79585814,1.5190017,1.369699,1.4853258,1.2781308,1.4561821,0.90569186,1.2219938,0.47217506,0.5463416,0.5345786,1.482723,1.0788813,0.74834234,1.0889928,1.2787087,1.038454,0.9636064,0.7908042,1.3709726,0.7204908,0.8519095,0.76987314,0.7026419,0.5819698,1.0386584,0.75243473,0.7552053,1.5186787,1.2957191,0.9450205,1.2741363,1.3213089,1.1014228,0.94724333,0.61888635,0.0,1.2145773,1.4461982,1.3811436,1.4722121,1.4677256,0.79632914,0.6364876,1.4116449,1.5945296,0.77993125,0.7588979
