,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,0.9237466,1.1624794,0.86188316,0.76958096,0.79769194,0.698978,1.1305926,0.8239075,0.7757871,1.3403883,0.8154643,0.71084845,0.93352705,0.88431764,0.9000872,1.0767219,1.1737233,0.6287838,1.3044355,1.3357079,0.92342806,1.3548095,0.9612437,1.0288296,1.0878121,1.041706,1.0985295,0.96266204,0.8836175,1.1709481,0.78853273,0.9899585,1.3211787,0.69419265,1.1741911,0.8953892,0.92238253,1.0375248,0.88226104,0.7257465,1.1048846,1.1336046,1.2312843,0.91415465,1.2668037,1.3571342,1.3975482,1.3927557,1.1252644,0.5836745,1.4528528,0.7575313,1.1602552,0.84062254,0.95965725,0.97869444,0.842288,0.76984185,0.9295709,0.0,0.9252881,1.3514146,0.8866228,1.1817629,0.7891147,0.97502756,0.6663675,0.6370891,0.8141966,1.017914,1.2277993,1.3413116,1.4355342,0.8605217,1.2529685,1.0890822,1.2637736,1.0023395,0.7106833,0.9252919,0.71515167,1.121374,0.99348533,1.2249851,1.1184603,0.87510777,1.2820852,1.1830025,0.7125125,1.0242411,1.2826886,1.332974,0.88161826,1.3435035,0.93415534,0.82146466,0.78786135,1.0020182,0.906285,1.2389896,0.83065426,0.67767966,1.4831172,0.8569306,0.9482742,0.9726274,0.9906852,1.2585353,1.2522146,0.89122945,0.85537827,0.6393651,1.2440557,1.3910497,1.2335463,0.6852237,1.4112031,0.86362666,0.6037658,0.9720498,0.9532281,1.1110477,1.3369427,0.97126156
jeans,0.98448294,1.4245799,0.5108948,1.2634572,1.29192,0.93806183,1.1303407,0.6098318,0.60832375,1.2200873,0.58744705,0.66759616,0.9231515,0.6546495,1.0800127,1.4522169,1.2410462,0.8083479,1.1476299,1.0426025,1.121498,1.2332529,0.9991412,1.1612207,0.69487464,0.6979331,1.3818779,0.88219583,1.1412792,1.3445781,0.5913067,1.0661513,1.4174623,0.69895285,1.315331,0.79471374,1.0870553,1.0983793,0.79511195,0.7571195,1.1470519,1.2801816,1.063451,0.9559408,0.95568633,1.3762729,1.4550223,1.3217641,1.2086943,1.003558,1.3085142,0.7504916,0.977868,1.3027645,0.9238221,0.65768015,1.0139837,0.9819015,0.6099446,0.9252881,0.0,1.3130741,0.8571242,1.3938721,0.8230589,0.929339,0.8489033,0.7069172,0.9186822,0.9443715,1.3706603,1.364512,1.2883081,0.83795786,1.203227,1.2706763,1.295855,1.0862896,0.47714382,0.11126256,0.99691796,1.1694007,1.1843677,1.0696073,0.74338293,0.9027424,1.2928536,1.2533717,1.043809,1.1561351,1.4002178,1.2882769,0.880755,1.4192824,0.8069948,1.0331236,0.48603427,0.88250625,0.5507136,1.1490257,0.75109136,1.0699598,1.1952226,0.9195441,0.5949042,1.0089418,1.0190654,1.458421,1.0468236,0.72821283,0.5445541,0.6585581,1.4045353,1.1370287,1.1520712,0.88842,1.214373,1.3630054,0.8969236,1.012046,0.8946726,0.9862103,1.1394147,0.88648534
knife,1.2454884,0.7568032,1.2715229,1.0947556,0.9844388,1.2343512,0.700594,1.1037855,1.3525498,0.4834224,1.3112192,1.4643791,1.1806625,1.3454766,0.9035603,0.5896374,0.54727465,1.2720644,0.95439935,0.69936854,0.8239766,0.51085377,1.047734,0.939237,1.161397,1.0193276,0.7979659,1.1546354,0.926378,0.87343514,1.3561285,1.0564557,0.4351778,1.3402972,0.6185841,1.3415741,1.1782225,0.92854124,1.1356366,1.2905542,0.89442474,0.8242847,0.9837087,1.2166448,1.032167,0.64285827,0.5339808,0.2483356,0.9527013,1.2236593,0.55684674,1.357939,0.9201675,1.0097817,1.261313,1.2712053,1.2709872,1.1270971,1.2155143,1.3514146,1.3130741,0.0,0.9120921,0.5272778,1.2575198,1.1689252,1.3223262,1.5025395,1.2738113,1.1074058,0.8346149,0.65795124,0.40080988,1.1036853,0.8906754,0.80114114,0.50383353,1.0434698,1.4379697,1.3093956,1.205298,0.5013623,0.66218317,0.9195338,1.0622652,1.2622834,0.57554734,0.33863032,1.3937993,0.9222229,0.54278284,0.7622169,1.1752813,0.69552624,1.2240236,1.0013549,1.3593626,1.1361386,1.1526151,0.78518265,0.9930219,1.1201978,0.61444175,1.0680782,1.243996,0.9918412,1.1195282,0.5914058,1.0110705,1.2494444,1.329381,1.3739173,0.7080612,0.8803888,0.88744295,1.1688889,0.37791216,0.9805792,1.1447088,1.0575246,1.0534257,0.9007365,0.765447,1.0641421
ladder,1.0779108,1.3017331,0.7436994,1.2684917,1.1909888,1.0417764,0.89280695,0.59336406,0.8085921,1.0702336,0.6904702,1.1006976,1.0396318,1.0044664,0.95089006,1.0066344,1.00842,0.80803925,1.2766104,0.91958785,0.9256323,1.019577,0.9976592,1.122206,0.81779295,0.57200897,1.1292491,0.68476546,0.70019585,1.2505126,0.7164929,0.97982717,1.1243813,0.74043214,0.99076474,0.95354337,1.2507279,0.6527514,0.76862085,0.9785793,0.9254219,1.1630516,1.2398403,1.0967846,1.2804816,1.1246587,1.1319238,0.88315856,1.3474379,1.0038521,1.2259573,1.0241243,0.96863467,1.1566751,1.0679413,1.0226704,1.2454406,0.83081836,1.0957127,0.8866228,0.8571242,0.9120921,0.0,0.7854768,0.8716084,0.96579516,1.0503829,0.9385568,0.9428106,1.1026667,1.290518,1.1984657,0.96415514,1.0450182,1.1877761,1.1011881,0.8716927,1.0612866,0.99571097,0.9007794,0.9137663,0.83020175,0.8616954,1.2739788,0.9531277,1.0460764,1.0234504,0.9123846,1.1413032,1.1072674,1.119112,1.2508576,0.73218095,1.1765907,1.0985682,0.889424,0.9587349,1.0727559,0.89342684,1.2088536,0.622964,0.8720803,1.3339603,0.9644661,0.8420626,1.0420374,1.0127329,1.0149091,1.3314083,0.91374755,1.011606,0.67829025,1.3854775,1.295263,1.3085396,0.8113124,0.9100156,1.3612525,0.84048307,1.09087,0.94958293,0.6412016,1.2587001,0.584519
lamp,1.2288356,0.8339122,1.2356122,0.8862219,0.8222368,1.2200441,0.7344509,1.0799793,1.2790973,0.6838581,1.2169385,1.3906062,1.1635324,1.3167412,0.92460775,0.53068405,0.5735116,1.1704928,1.0424539,0.73964167,0.70931095,0.6270345,1.2208735,1.1599905,1.1743907,0.8337197,0.57448184,1.022348,0.8947606,0.7708112,1.2211243,1.0782738,0.74422824,1.2070124,0.5510342,1.1785785,1.0351475,0.6381585,1.1538913,1.1984787,0.82671297,0.6594961,1.1775911,1.212041,1.1708696,0.7703154,0.66472775,0.5799378,0.9566677,1.2294478,0.75030494,1.274606,1.0252013,1.0231744,1.2064757,1.3550277,1.0910821,0.90416646,1.2014146,1.1817629,1.3938721,0.5272778,0.7854768,0.0,1.2112503,1.1947435,1.3437914,1.3350363,1.1366376,1.20123,0.78202116,0.8759858,0.53167814,1.0851371,1.0214498,0.9426128,0.44712687,1.1103302,1.4084141,1.3957874,1.103689,0.79546535,0.7899466,1.1440101,1.0609163,1.2301719,0.5769707,0.7466597,1.2550595,0.7136433,0.54529077,0.9540956,0.93110794,0.5677923,1.3826315,0.9562626,1.2938241,0.94042766,1.2385907,0.99429816,0.98503935,1.0029144,0.92832625,1.1347779,1.071541,1.0648814,0.98770326,0.42560875,1.242152,1.2109256,1.2596469,1.187598,0.7933841,0.9906851,1.0951159,1.1044501,0.61920476,0.9027661,1.1419963,1.1277926,1.2411795,0.6379186,1.0586835,0.8877144
leg,0.71075016,1.2029213,0.7603324,1.1575152,1.118916,0.5725721,1.3291212,0.7657147,0.688478,1.3158028,0.68460107,0.80871904,0.8872939,0.7827077,1.1328716,1.2645245,1.3455008,0.9244627,1.1867075,1.3028301,1.2700576,1.3441881,0.95587766,1.0818456,0.91827655,0.9288581,1.28124,0.81580424,1.0112712,1.1327777,0.6897334,0.9745533,1.266328,0.7935581,1.2982926,0.8300319,1.0496578,0.901829,1.0063326,0.8049835,1.0629883,1.3280733,1.1757005,0.87624747,1.0858488,1.2205985,1.3020257,1.2985263,1.1161038,0.90655863,1.3845446,0.72587746,0.9978747,1.1684438,0.8612002,0.8974178,0.91723454,0.89038205,0.84959525,0.7891147,0.8230589,1.2575198,0.8716084,1.2112503,0.0,1.0334395,0.62132514,0.6092824,0.78054714,1.1150256,1.2272434,1.2024528,1.2488614,1.0452939,1.2303634,1.1367347,1.2613735,1.1081495,0.6718222,0.700459,0.88988113,1.1983786,1.0746624,1.0855526,0.92564553,0.8217589,1.200759,1.1051754,0.95729154,1.1183408,1.2396231,1.3231765,0.90584517,1.2423923,0.9211731,1.0206221,0.7150917,1.0706195,0.9472288,1.1613824,0.77677846,0.87342083,1.3436657,0.8790421,0.91855615,1.0323912,1.0609195,1.2985992,1.1798457,0.80484766,0.6625568,0.71190006,1.2777078,1.2068883,1.2897123,0.9348812,1.159786,1.1652675,0.90562904,0.9784711,0.84175205,1.0555035,1.257696,0.8519447
meat,1.128468,0.95324755,0.8690671,1.0551599,0.99933237,0.97177696,1.0891894,1.0319885,1.2200963,0.99301356,1.1817355,1.0935444,1.1832438,1.1747589,1.0591651,1.0811439,0.9703547,1.115119,0.7462386,0.9417543,1.0567424,1.0585939,1.2194719,0.9053057,0.9312215,1.0904675,1.140238,1.2446252,0.91394603,1.0262065,1.1048664,0.9672589,1.0758477,1.1087329,1.0874892,0.9964027,0.93483865,1.1963217,0.9309511,0.99489623,0.8110662,1.050051,0.79952747,1.1251074,0.7705392,0.90936077,1.0017736,1.0375859,1.0532696,1.1797811,0.9368667,0.73661804,0.9159181,0.85454965,1.021496,0.5257002,0.9014971,1.0728385,1.1433377,0.97502756,0.929339,1.1689252,0.96579516,1.1947435,1.0334395,0.0,0.86984116,0.83904046,1.2091774,0.8118225,1.0328256,1.057719,0.9977865,0.94352806,0.81115013,1.107415,1.2038703,1.0625144,1.0821246,0.9275512,1.0640969,0.91738355,0.8521744,0.745522,0.9840423,0.9996469,1.0901867,1.1174917,0.9229223,1.1186377,1.181814,0.930292,1.0463883,0.96484846,0.8782629,0.9524604,1.0721045,0.96593815,0.7157415,1.0167091,0.94126594,1.1841218,0.9128494,1.2373486,0.7435361,1.016309,0.8055505,1.0863993,0.82164,1.0716769,1.0459006,1.0951729,1.1034583,0.78505164,0.9153447,0.91681427,1.0084202,1.1203045,1.046819,1.2424963,1.0823672,1.0309839,0.9288612,1.0957984
melon,0.68154657,1.0074155,0.8153618,1.0237983,0.90976477,0.21545261,1.25722,0.8402051,0.93124396,1.2269206,0.98396945,0.73463255,0.89133734,0.9640109,1.0759159,1.2081357,1.1831999,0.92158663,0.9226863,1.2612019,1.2312548,1.3284535,0.98333174,0.9411984,1.0270462,1.2251108,1.2107904,1.0706615,1.0132443,1.0781223,0.9296403,0.87660503,1.2252085,0.9049372,1.3721414,0.90442413,0.9747191,1.1940248,1.0187107,0.8457082,1.0280008,1.2215451,1.0709628,0.9352583,1.0868039,1.2245003,1.3155384,1.3591264,0.9487398,0.86542755,1.2748413,0.6931282,1.0782179,0.90602756,0.9975528,0.7928122,0.8253161,0.98668087,0.8773752,0.6663675,0.8489033,1.3223262,1.0503829,1.3437914,0.62132514,0.86984116,0.0,0.55746007,0.9306362,0.949297,1.1544335,1.2261939,1.3242598,0.9886298,1.1469688,1.0166404,1.4072335,0.89739275,0.839328,0.8855028,0.9015023,1.1731977,1.104126,0.771925,1.0859349,0.9447721,1.2691193,1.0762279,0.6495472,1.1801848,1.3410397,1.1724902,1.0950238,1.3183318,0.91230917,0.8207834,0.9000517,0.96913934,0.82652307,1.1469576,0.8028991,0.85881287,1.2478856,1.0276785,0.9117132,0.78629243,0.78970647,1.3242114,1.0461369,0.9155977,0.8152771,0.7846585,1.0238941,1.1915301,1.1835179,0.7121176,1.2476469,0.9200673,0.77686626,0.9367991,0.85774004,1.2629578,1.1501415,1.1602869
mitten,0.74353695,1.2757045,0.64801294,0.93561673,0.9621191,0.5476576,1.3511281,0.7630857,0.66971594,1.4761851,0.732394,0.50897074,0.806757,0.6665468,1.0382041,1.3815253,1.3077667,0.78999394,1.1337357,1.3902515,1.2244949,1.5214858,1.0092218,1.1124183,0.8720741,1.0438464,1.3214613,0.9101892,0.9189647,1.1511753,0.71915203,0.8763588,1.506052,0.6789404,1.4251301,0.7211751,0.6069585,1.1211736,0.8714601,0.7419777,0.9601979,1.25321,1.2511352,0.9214337,1.0486102,1.275341,1.461684,1.5192685,0.9911409,0.84772676,1.4943664,0.20091885,0.9865393,1.0347298,0.9386095,0.68643874,0.5269134,0.8918254,0.9199567,0.6370891,0.7069172,1.5025395,0.9385568,1.3350363,0.6092824,0.83904046,0.55746007,0.0,0.80375403,0.9612056,1.3140243,1.3861628,1.3479512,0.9292915,1.320644,1.2724774,1.4720078,0.8765966,0.6287332,0.79410136,0.80785394,1.2725979,1.194396,1.1597607,0.8156998,0.71596617,1.4493378,1.3443353,0.68793863,1.1730964,1.4315629,1.3708401,1.0095165,1.2872255,0.86765134,0.8064617,0.7755671,0.7816966,0.797803,1.2496141,0.78109306,0.805189,1.4546689,0.9178057,0.5925336,0.907305,0.9074537,1.3389245,1.2371147,0.91446954,0.8263812,0.5845324,1.3448751,1.2065823,1.3197354,0.5925517,1.2630434,0.9565759,0.73795706,1.0066327,0.9191829,1.2335578,1.4125049,0.9600226
motorcycle,0.6174598,1.3389318,0.85765207,1.0344625,1.1402144,0.89382607,1.1121458,0.8007838,0.546542,1.3670692,0.57226056,0.7207638,0.6600327,0.69263124,1.0229204,1.2777503,1.2051888,0.74190193,1.400838,1.2303101,1.0974736,1.3203852,0.6526531,1.2533493,0.6580068,0.75967455,1.1071852,0.69466794,1.1255256,1.1722686,0.53196704,1.142115,1.3986437,0.6221828,1.1843859,0.36387002,0.9490263,0.8071734,0.8745097,0.8058523,1.1892378,1.2083197,1.2943153,0.7717912,1.3624178,1.2617743,1.3238125,1.4001236,1.0201566,0.58251935,1.4438303,0.9535358,0.981415,1.2143052,0.8559542,1.1563374,1.1238959,0.78426385,0.8625742,0.8141966,0.9186822,1.2738113,0.9428106,1.1366376,0.78054714,1.2091774,0.9306362,0.80375403,0.0,1.191502,1.3126354,1.280952,1.2781845,1.1543174,1.3118927,1.2059011,1.2136368,0.8711919,0.6931575,0.8864215,0.87181497,1.3815556,1.3626976,1.3302586,0.995398,0.7177713,1.2122984,1.1927404,0.8486774,1.097022,1.1413169,1.3790789,0.6843891,1.2427411,1.0654399,1.0710485,0.70220673,1.0789123,1.107958,1.2519269,0.8933007,0.8594105,1.4754288,0.7161709,1.1964065,0.96024597,1.1499339,1.1904963,1.312538,0.67033696,0.7552618,0.52311844,1.2607886,1.4187243,1.3159137,0.92780316,1.3061494,1.0642257,0.82388586,0.8759467,0.7320888,0.961119,1.3468997,0.73443365
mouth,1.1020904,0.8528809,0.9760568,1.0537089,1.0536801,1.0538238,1.2694752,1.2083707,1.1989925,1.1073236,1.1924353,1.1170775,1.1659788,1.1340064,1.1134958,1.0857859,1.1276728,1.1980745,0.7266835,1.0452048,1.1437762,1.1719764,1.1914656,0.8299501,1.2006652,1.2139452,1.12769,1.2123302,0.9366615,1.0292579,1.1557387,0.9302999,0.9722835,1.1673298,1.1481795,1.0792727,1.0000607,1.1983153,1.0492119,1.0604842,0.9818543,0.9931394,0.45950437,0.8492529,0.49632394,1.0017488,1.0477412,1.1168007,1.0163391,1.2807279,0.795483,0.95971054,1.0942594,0.95537496,0.8212743,0.6426116,0.89537066,1.0387943,1.073837,1.017914,0.9443715,1.1074058,1.1026667,1.20123,1.1150256,0.8118225,0.949297,0.9612056,1.191502,0.0,0.8766085,0.8092071,1.1457361,0.8700348,0.51544636,1.0478796,1.1500918,1.0969727,1.0939653,0.9878564,1.103224,0.9899678,0.8963776,0.71943164,1.2105067,1.203791,1.1271999,1.1479181,0.89882964,1.1692427,1.1490699,0.69351935,1.1387318,1.0953548,0.956043,1.0123194,1.0648361,0.9919688,0.8479276,0.77336776,1.1584803,1.2136371,0.70462626,1.2521056,0.9071843,1.0336612,0.86383677,1.1750648,0.57934666,1.1521472,1.0883856,1.2153549,0.9343548,0.52483803,0.610581,1.0370942,1.1573356,1.0483133,1.1252892,1.1893415,1.0122511,1.1649474,0.74876666,1.2524968
muffin,1.2252407,0.42828274,1.4089882,0.7694367,0.73533356,1.1533786,1.0343423,1.4187232,1.4954091,0.86319125,1.5031853,1.3276799,1.157614,1.30877,1.2159497,0.6364033,0.8461963,1.4089693,0.3490628,0.92540896,0.9739289,0.80301195,1.2338537,0.80792725,1.2804606,1.3649986,0.58328855,1.3283004,1.0971775,0.19824451,1.4692127,0.766261,0.62131816,1.4621603,0.8192382,1.2245214,0.92849755,1.148876,1.2968022,1.2852731,0.7558016,0.54269123,0.67757326,1.0839727,0.76686996,0.69762945,0.5423722,0.7603909,0.8696122,1.2529395,0.6059196,1.2646135,1.1287783,0.83596414,1.0768893,1.1753621,0.9169234,1.189733,1.1843594,1.2277993,1.3706603,0.8346149,1.290518,0.78202116,1.2272434,1.0328256,1.1544335,1.3140243,1.3126354,0.8766085,0.0,0.4935584,0.8471856,1.1517768,0.6584017,0.78883994,0.8464445,1.0151426,1.4170814,1.3839612,1.2652397,0.970407,0.93458486,0.7335142,1.253695,1.1482561,0.72087306,0.79774207,1.0196165,0.93327755,0.8219342,0.6009226,1.2884495,0.50679475,1.1342227,1.1325374,1.3669114,1.0568539,1.2011193,0.68891907,1.2710233,1.2205751,0.55134505,1.2653813,1.1369392,0.9032506,0.920546,0.65878695,0.69172347,1.3146143,1.2788315,1.4634533,0.44617343,0.6028099,0.6065414,1.3130097,0.8923168,0.71839017,1.3115332,1.0917512,1.2242256,1.1236187,0.7279911,1.3543273
nail,1.335309,0.3753816,1.3069105,0.964267,0.9471166,1.2882218,1.0797268,1.4453461,1.4188981,0.7046155,1.3969644,1.4241438,1.247007,1.3728976,1.2796458,0.4689299,0.88721293,1.4806042,0.662387,0.829593,1.0243944,0.6979803,1.0914137,0.94306886,1.1687974,1.291045,0.8213707,1.2614657,1.1134975,0.7629047,1.3375037,1.133297,0.3222177,1.4333766,0.76213956,1.2605078,1.1099256,1.1325258,1.2857733,1.2829819,0.96602064,0.68931466,0.48804724,1.0320599,0.6374277,0.7124979,0.29974353,0.6006714,1.1413919,1.2750155,0.3429501,1.4092586,1.0240766,1.0403335,1.0610949,1.1470233,1.0674274,1.166963,1.1581115,1.3413116,1.364512,0.65795124,1.1984657,0.8759858,1.2024528,1.057719,1.2261939,1.3861628,1.280952,0.8092071,0.4935584,0.0,0.78525746,1.113866,0.43381137,0.78399134,0.84502345,1.0996966,1.3470083,1.325392,1.3463364,0.8195169,0.8785951,0.7590606,1.3438601,1.2969036,0.71752584,0.5821674,1.0831096,1.0502797,0.88101673,0.2565239,1.3299004,0.6905965,1.0881455,1.2485869,1.3184776,1.3003285,1.185189,0.5338318,1.3542632,1.1672202,0.39539516,1.1339796,1.187735,1.1090811,1.0375627,0.7599287,0.6275408,1.3830144,1.2613106,1.4858652,0.61819464,0.4158898,0.55262387,1.3327525,0.797474,0.9374391,1.3574336,1.0855432,1.1259499,1.1455814,0.4556402,1.2653806
napkin,1.2347676,0.8438033,1.2202977,1.1146877,1.0363939,1.3427088,0.66484445,0.9961733,1.3068662,0.546561,1.2779195,1.410993,1.2602493,1.2878939,1.0159894,0.5823129,0.3888278,1.3416137,0.80385125,0.39718604,0.77712864,0.4820789,1.1176172,1.0454016,1.0223432,0.7824625,0.8557279,1.1249186,1.1016146,0.8412103,1.2930071,1.0930943,0.7136142,1.281801,0.57719815,1.2036524,1.1177139,0.83306605,1.147377,1.3107567,0.8065956,0.8328036,0.96706164,1.3173331,0.92525345,0.52254236,0.58739924,0.39318097,0.9781289,1.324206,0.59170055,1.2376745,0.8954239,1.0962297,1.2800566,1.1695676,1.1320169,1.2660512,1.2477161,1.4355342,1.2883081,0.40080988,0.96415514,0.53167814,1.2488614,0.9977865,1.3242598,1.3479512,1.2781845,1.1457361,0.8471856,0.78525746,0.0,1.092547,0.8465135,0.98115134,0.5449319,1.17578,1.4277586,1.2079061,1.2047493,0.8478745,0.91763437,0.8789265,0.6878965,1.0729978,0.64327204,0.56943905,1.2930155,0.9093416,0.6016357,0.79919297,0.9263566,0.62144864,1.0879152,1.2627841,1.369456,0.97606397,1.2507071,0.84134555,0.8780843,1.2945808,0.6094234,1.0400172,1.0134377,1.0168538,0.90069425,0.5429328,0.9228953,1.0807195,1.2852036,1.2407615,0.84694225,0.7374749,0.9822431,1.3367068,0.08641195,1.1206933,1.3012285,1.2742192,1.1568621,0.6913164,0.89178395,0.9117498
necklace,1.1531358,1.1230147,0.9821484,0.93714756,1.0034804,0.9958624,0.9592407,1.0607297,1.0034065,0.91515595,1.0127256,0.86672115,1.0046124,0.91161126,0.94834703,1.1598806,1.0537755,0.9402883,0.9867689,0.92998874,1.0332869,1.0113674,1.209378,0.9483832,1.0645052,1.0243973,1.1295348,1.1061358,0.9642937,1.182997,1.0533266,1.0513499,1.0413064,0.98097587,1.1443504,1.0584695,0.953862,1.2118834,0.838444,1.0007656,1.0276355,1.0813915,0.8678641,1.1742998,0.75178623,1.0669924,1.1829488,1.0696752,1.0132668,1.0535592,0.92128855,0.86614466,1.1611176,0.8883821,1.0876819,0.7345774,0.85424304,0.97311115,1.013002,0.8605217,0.83795786,1.1036853,1.0450182,1.0851371,1.0452939,0.94352806,0.9886298,0.9292915,1.1543174,0.8700348,1.1517768,1.113866,1.092547,0.0,0.87803197,1.0861163,1.0865209,1.1401403,0.9327017,0.84515655,0.97961026,0.98577595,0.80588627,0.8569683,0.8862622,0.98272043,1.0907764,1.1793183,1.0030003,0.8990205,1.0706022,0.9391715,1.087094,1.1770186,0.8331606,0.8086011,1.0233792,0.83338034,0.8456925,0.85613847,1.0655762,0.975205,0.91979045,1.1562763,0.8475826,1.0793558,0.9113123,1.1293718,0.94882536,0.94235885,1.0055668,1.0437641,1.0649965,0.8688558,0.8962203,0.828781,1.1103427,0.98651135,1.0075155,1.0639676,1.2127908,0.97759885,0.87593997,1.1327584
nose,1.4036344,0.59152913,1.2497783,1.033394,1.0223756,1.3128142,1.0194061,1.3964169,1.4464176,0.73208666,1.3964725,1.4006534,1.2274054,1.3511682,1.2870497,0.7445283,0.9585724,1.4410496,0.51590365,0.64386004,1.047499,0.7028475,1.2251143,0.8578775,1.0937182,1.2197171,1.0398862,1.3351252,1.0806254,0.8876234,1.3179986,1.0619037,0.60775477,1.3958218,0.8981101,1.1788808,1.1217363,1.1831417,1.1219722,1.2523296,0.87737936,0.79640454,0.18137497,1.0558474,0.4348083,0.8250462,0.6617134,0.8000599,1.1498233,1.3599169,0.42104757,1.2747912,1.0037379,0.9532251,1.0082494,0.8912251,1.0043277,1.1571668,1.206406,1.2529685,1.203227,0.8906754,1.1877761,1.0214498,1.2303634,0.81115013,1.1469688,1.320644,1.3118927,0.51544636,0.6584017,0.43381137,0.8465135,0.87803197,0.0,0.8210914,0.93293214,1.1111478,1.3378823,1.1551883,1.3519149,0.88556,0.8215394,0.60900867,1.2454425,1.3038871,0.8887464,0.87807006,1.0266572,1.1122215,0.97183406,0.32278007,1.2351068,0.84088165,0.9495662,1.2126257,1.2943883,1.1668673,1.0591094,0.61931163,1.2966824,1.302817,0.34206778,1.2735983,1.0632,1.0723257,0.8338245,0.94851905,0.5134485,1.2459675,1.225934,1.4908745,0.6992061,0.28332132,0.5077896,1.3091652,0.90348786,1.0850418,1.4365226,1.2859796,1.2122188,0.97040194,0.37774205,1.2463373
orange,1.0400642,0.51486444,1.337121,0.89829755,0.7226393,0.99680907,0.7668725,1.1557715,1.3017917,0.60977495,1.2775471,1.2317009,0.97122985,1.2400761,0.9202634,0.7847607,0.8812862,1.0887128,0.7990445,0.9431686,0.89044297,0.59083104,1.0490485,0.4515822,1.1574968,1.2918265,0.829384,1.2102674,0.91050637,0.8675512,1.3294625,0.9171349,0.48117626,1.3047868,0.8677102,1.2494102,1.095797,1.1141683,1.133748,1.228219,0.95755094,0.8305734,0.97531366,1.0968584,1.0240296,0.793567,0.7967332,0.8413606,0.8883778,1.1255814,0.82984984,1.2533727,0.9657668,0.72470295,1.1449884,1.1541569,1.0365546,1.0570552,1.1142094,1.0890822,1.2706763,0.80114114,1.1011881,0.9426128,1.1367347,1.107415,1.0166404,1.2724774,1.2059011,1.0478796,0.78883994,0.78399134,0.98115134,1.0861163,0.8210914,0.0,0.84515613,0.86377776,1.3158393,1.2590505,1.0425862,0.73834515,0.76165855,0.8363465,1.1875603,1.1798673,0.91482306,0.67136204,1.0203748,1.014151,0.88550335,0.76280224,1.2350134,0.9561257,1.0423455,0.9341309,1.3042377,1.2279574,1.1719679,1.0123379,1.1037595,0.95936644,0.7877065,1.1712914,1.1670849,1.1110827,1.143601,0.98475724,0.8174189,1.189846,1.1645858,1.3886783,0.6355089,0.9310427,0.79529786,1.1342514,0.92924666,0.76914,1.1022433,0.822101,1.0564111,1.1052614,0.6483581,1.1807175
oven,1.2820375,0.7995372,1.2529746,1.0116737,0.9492856,1.3518947,0.5360019,1.1697094,1.3275635,0.6389689,1.2537744,1.4587941,1.2316409,1.3388536,0.77252954,0.3997718,0.5513816,1.0419163,1.0505149,0.6512617,0.47237277,0.45551783,1.1499501,1.025688,1.2910461,0.8706355,0.6630231,1.0151261,0.9632506,0.9164967,1.290344,1.0351752,0.619215,1.1830975,0.34199035,1.298183,1.0502282,0.77510333,1.0847657,1.2698065,1.0271125,0.81314814,1.0298086,1.2330477,1.0498378,0.80494344,0.62838054,0.57660484,0.98888844,1.2329655,0.7157333,1.3332387,1.1059213,0.93056905,1.2368535,1.2892058,1.2271773,1.1029336,1.1706624,1.2637736,1.295855,0.50383353,0.8716927,0.44712687,1.2613735,1.2038703,1.4072335,1.4720078,1.2136368,1.1500918,0.8464445,0.84502345,0.5449319,1.0865209,0.93293214,0.84515613,0.0,1.1627988,1.4154426,1.3041034,1.0770538,0.72196007,0.7473027,0.9798724,1.0471269,1.2738388,0.46864414,0.800636,1.2823169,0.6266601,0.41383725,0.83188945,0.85438335,0.6239026,1.258012,1.0508089,1.3455803,1.0403142,1.2097324,0.8517153,1.1228783,1.1954968,0.7772368,1.1941483,1.0930705,1.1766273,1.0569131,0.5561488,1.0082362,1.0795858,1.2518399,1.2841485,0.7872857,0.9347801,0.9866509,1.15599,0.6114445,0.90967387,1.1517365,1.0792565,1.1928654,0.63148105,0.8762441,0.95035744
