,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
toe,1.3273644,0.57814014,1.115373,0.97703433,1.0060931,1.2829633,1.1107697,1.4343809,1.4938278,0.7845882,1.4551457,1.4304757,1.2362096,1.377903,1.2867544,0.7776259,0.9498264,1.4985507,0.40386605,0.6791154,1.097819,0.77767336,1.3075697,0.78930914,1.1999903,1.2333319,1.0355551,1.3509542,1.1267676,0.7980559,1.3724604,0.99586487,0.6652436,1.4554257,0.9404121,1.2175698,0.9744799,1.1841273,1.1299887,1.3174467,0.8447354,0.739955,0.27882552,1.026907,0.12540948,0.70727783,0.6840058,0.81140214,1.0357767,1.4931446,0.39188516,1.1380446,1.0470164,0.95640445,0.94567907,0.62912947,0.9211886,1.2695937,1.1783822,1.3910497,1.1370287,0.8803888,1.295263,0.9906851,1.2068883,0.78505164,1.1915301,1.2065823,1.4187243,0.52483803,0.6028099,0.4158898,0.7374749,0.8688558,0.28332132,0.9310427,0.9347801,1.2114811,1.3470883,1.0696142,1.351546,0.95488334,0.8019123,0.5780474,1.1589122,1.3190709,0.88459617,0.94464904,1.0235369,1.0836399,1.0137569,0.372706,1.278542,0.77222145,0.954942,1.2656004,1.3181347,1.0978013,1.0300776,0.5266575,1.2871926,1.3956543,0.26891828,1.3690311,0.88412976,1.0724436,0.7804284,0.92858404,0.32444775,1.273683,1.23078,1.5697184,0.6845485,0.0,0.49414963,1.3277173,0.8227564,1.0307511,1.4265875,1.2604599,1.241768,1.030403,0.4238456,1.3774588
tooth,1.1543074,0.5793837,1.3450887,0.85944563,0.8488504,1.2083002,1.0663484,1.4743333,1.4714613,0.8567468,1.4394068,1.2832665,1.0138863,1.2979214,1.1609776,0.8061632,1.0883613,1.3907425,0.6005122,0.8760302,1.1015455,0.838406,1.1600688,0.6521325,1.2505188,1.3583385,0.86005986,1.3306172,1.0049329,0.85251445,1.4335153,0.87583077,0.5937022,1.4658895,0.99613345,1.2734096,0.9426372,1.2871735,1.2226909,1.2659335,0.9758583,0.7104225,0.41764534,1.1047626,0.5459482,0.72720706,0.70237976,0.78171307,0.760787,1.2899814,0.5550611,1.1894486,1.0907805,0.7630174,1.0799284,0.93423426,1.0491111,1.1766875,1.2179593,1.2335463,1.1520712,0.88744295,1.3085396,1.0951159,1.2897123,0.9153447,1.1835179,1.3197354,1.3159137,0.610581,0.6065414,0.55262387,0.9822431,0.8962203,0.5077896,0.79529786,0.9866509,0.90464485,1.2962811,1.1417229,1.2065675,0.8674871,0.8016943,0.5469107,1.2716999,1.2345145,0.839736,0.94707066,0.9496513,1.088098,1.0015497,0.4868397,1.3291569,0.79430664,0.84112483,1.0199403,1.3147562,1.1249776,1.0313345,0.56269306,1.432351,1.2490582,0.4162324,1.2487917,1.0888617,1.0118154,0.90432984,0.9495647,0.44998467,1.2370846,1.3104109,1.5085167,0.5926024,0.49414963,0.0,1.2116432,1.0076306,0.76810694,1.3189213,0.98382217,1.1153414,1.1565871,0.47448856,1.3915622
toothbrush,0.9007328,1.2846988,0.7291958,1.0173573,1.0089877,0.623489,1.0979998,0.8603449,0.9569621,1.2599326,0.96156484,0.7919615,0.89331645,0.9850608,0.7190628,1.2154448,1.1571972,0.6596292,1.2682426,1.2916231,1.0352521,1.3117352,1.005797,0.9870894,1.0736086,1.1064848,1.0797,1.029126,0.5998293,1.2062228,0.920569,0.7703542,1.1517738,0.8594146,1.1978073,0.96454495,0.6899152,1.1285819,0.8720676,0.8311075,0.9927041,1.2175728,1.28666,1.0661302,1.1596625,1.2366074,1.2922378,1.181885,0.96830887,0.74077004,1.3361589,0.54357827,1.0534524,0.6868871,1.1166687,0.72168636,0.9334084,0.8374562,1.0015831,0.6852237,0.88842,1.1688889,0.8113124,1.1044501,0.9348812,0.91681427,0.7121176,0.5925517,0.92780316,1.0370942,1.3130097,1.3327525,1.3367068,0.828781,1.3091652,1.1342514,1.15599,0.82091147,0.8773585,1.0419694,0.6946983,0.7870057,0.7049431,1.2253805,1.170251,0.99943405,1.203167,1.2182622,0.92930657,0.97940266,1.1750147,1.2486469,1.108096,1.2060064,0.9561873,0.27746296,0.9579366,0.7998787,0.7528007,1.0107551,0.8896138,0.66810906,1.4074484,1.0336456,0.813128,0.98155326,1.0191411,1.1064804,1.3571036,0.9721377,1.0274905,0.7381178,1.2708044,1.3277173,1.2116432,0.0,1.2685623,0.8315335,0.5269133,0.9575272,0.9898351,1.107309,1.316731,1.0466515
towel,1.1778371,0.8802195,1.1887574,1.130352,1.0355963,1.2704203,0.63236344,0.93642014,1.2542051,0.52273315,1.2148013,1.3465338,1.1958678,1.2124735,1.0321448,0.636547,0.45247662,1.306205,0.82868654,0.5015821,0.7878645,0.4823861,1.1009691,0.9849191,1.0318168,0.8345307,0.9495151,1.1554022,1.0653808,0.8778044,1.2762948,1.0709258,0.6593799,1.2492173,0.63792396,1.2426586,1.1447093,0.9108576,1.1040932,1.2729275,0.82503283,0.87797594,1.0108476,1.3326781,0.9992877,0.5107003,0.6385385,0.39049268,0.98432875,1.3303493,0.65529865,1.1169147,0.90531427,1.0696163,1.3173347,1.1856611,1.0415928,1.2846079,1.2448252,1.4112031,1.214373,0.37791216,0.9100156,0.61920476,1.159786,1.0084202,1.2476469,1.2630434,1.3061494,1.1573356,0.8923168,0.797474,0.08641195,1.1103427,0.90348786,0.92924666,0.6114445,1.1961933,1.3911235,1.1635801,1.2106438,0.76290625,0.9036671,0.89597553,0.61295915,1.0451638,0.72096026,0.53239787,1.2798134,0.88736707,0.6311055,0.83805263,1.0133964,0.7304436,0.9927008,1.1771783,1.3565872,0.9960198,1.2278224,0.8479691,0.81962585,1.2562258,0.6337373,1.0354505,0.93868774,1.0016881,0.96894616,0.6322817,0.9204529,1.0791386,1.272162,1.1793565,0.87049735,0.8227564,1.0076306,1.2685623,0.0,1.1079222,1.2639557,1.3225708,1.1033688,0.77760637,0.86136127,0.9211271
toy,0.8359003,0.6063605,1.4739594,0.27635014,0.3326472,0.7102126,0.87857133,1.4298675,1.310246,1.0144061,1.353906,1.0027184,0.8380704,1.1137661,0.72576183,0.72197163,0.92920035,0.9064067,0.89188844,1.251378,0.8365803,0.9662516,1.1633669,0.7945719,1.5462165,1.4100386,0.6630881,1.3360776,1.0513008,0.71523505,1.38515,0.8939572,0.7196615,1.2172127,0.8772426,1.2264111,0.39332336,1.2962158,1.2327696,1.2135693,1.1167295,0.69151455,1.0860687,1.1445816,1.0678239,0.92252314,0.8665003,1.0466588,0.485676,1.006818,0.98622084,0.8541448,1.2790343,0.42645562,1.1846986,1.234809,0.6625989,1.0997608,1.2123888,0.86362666,1.3630054,0.9805792,1.3612525,0.9027661,1.1652675,1.1203045,0.9200673,0.9565759,1.0642257,1.0483133,0.71839017,0.9374391,1.1206933,0.98651135,1.0850418,0.76914,0.90967387,0.8323483,1.2704954,1.4334966,0.9079817,0.9039346,0.79943025,0.80605006,1.1185726,1.0246369,0.86842847,1.0554304,0.6815903,0.7043496,0.77240515,0.89158905,1.2977811,0.8007603,0.98925745,0.6406278,1.3546126,0.8166443,1.2985679,0.835166,1.349766,0.9182641,0.9029912,1.2500244,1.0828687,1.0173067,1.0777984,0.83438843,0.9094106,1.1410217,1.2152812,1.2509648,0.46984667,1.0307511,0.76810694,0.8315335,1.1079222,0.0,0.84464157,0.8505456,1.1263013,1.2245799,0.9623163,1.4161832
tray,0.8031392,1.3579109,0.66266584,0.9480034,1.0123994,0.65086865,1.0102311,0.6090849,0.6455644,1.2977538,0.6690954,0.6711179,1.0031434,0.78563905,0.4340074,1.2688828,1.075327,0.24025941,1.2769301,1.376549,1.0539335,1.3074466,1.0302818,1.0275421,1.056884,0.9175655,1.1106057,0.88388413,0.8992127,1.1216123,0.6704158,0.75825745,1.2976501,0.6093729,1.2118869,0.83066416,0.9386391,1.020729,0.6789317,0.7387371,1.0836924,1.2781858,1.3994751,0.95093256,1.2902722,1.3342555,1.3423594,1.2373302,0.9337183,0.72299325,1.492336,0.82536167,1.0785815,0.8524916,1.0164056,0.86386275,1.094584,0.9035595,0.93701655,0.6037658,0.8969236,1.1447088,0.84048307,1.1419963,0.90562904,1.046819,0.77686626,0.73795706,0.82388586,1.1252892,1.3115332,1.3574336,1.3012285,1.0075155,1.4365226,1.1022433,1.1517365,0.88892186,0.7764833,0.97889745,0.43136483,1.0138372,0.9199146,1.2895832,1.0019892,0.8184918,1.2426101,0.99724644,0.9791486,1.0322831,1.1239872,1.393316,0.9923541,1.3360829,1.0791427,0.73828554,0.81626636,0.9359319,0.8801917,1.2854011,0.61081105,0.77450734,1.5145302,0.7624301,0.9857497,0.88960195,1.1283714,1.1965567,1.3834951,0.9826705,0.8965055,0.4563911,1.3081391,1.4265875,1.3189213,0.5269133,1.2639557,0.84464157,0.0,0.94420654,0.9849623,1.2186801,1.3854783,0.9986193
tree,0.6864413,1.0185753,1.1151328,1.0070729,0.98652095,0.8004919,1.1266382,1.0789679,0.89619017,1.0596058,1.0024804,0.8343503,0.7647547,0.8758062,0.97400564,1.1040524,1.2075112,0.9161333,1.1705966,1.1503153,1.0660905,1.0963275,0.62287354,0.99610174,0.87233365,1.2028885,0.9421527,0.81793046,1.0801203,1.0941362,1.0092804,1.0726032,1.0364372,1.0087727,1.0947571,1.0560961,0.9327717,1.0265886,1.1885391,0.93147695,1.1165549,1.0434062,1.2414342,0.8519637,1.2419877,1.1442482,1.0259508,1.112421,0.7632516,0.6398166,1.1201665,1.1109569,0.9257568,1.0557308,0.9700231,1.1304431,1.1516842,0.97042173,0.8188479,0.9720498,1.012046,1.0575246,1.09087,1.1277926,0.9784711,1.2424963,0.9367991,1.0066327,0.8759467,1.1893415,1.0917512,1.0855432,1.2742192,1.0639676,1.2859796,0.822101,1.0792565,0.6010819,0.8869525,1.0338076,0.96048045,0.9971034,1.1418431,1.1110451,1.2075183,0.95710874,1.0206275,1.0256475,0.8699565,1.0753734,1.0747981,1.0957623,1.0279773,1.0722456,1.1066334,0.910076,0.9106041,1.0711267,0.9587511,1.1299574,1.2070775,0.60261804,1.196173,0.8581401,1.2041332,1.0722814,1.1382397,1.0650581,1.0961366,0.9524122,0.9212578,1.0869788,0.9518303,1.2604599,0.98382217,0.9575272,1.3225708,0.8505456,0.94420654,0.0,0.8150345,1.1689532,1.0878322,0.8701143
truck,0.77961105,1.1622232,0.90445584,1.1782622,1.1236017,0.91905963,1.1271678,0.8686333,0.833183,1.0612025,0.85240424,0.8626491,0.73551637,0.89144504,1.0614339,1.2245768,1.1619596,0.98167515,1.1883212,1.1907303,1.1353588,1.1674472,0.5296667,1.0343106,0.8203132,1.0717659,1.0773215,0.8337691,1.0563433,1.1840409,0.85306823,1.0869411,1.1208148,0.8959291,1.1629139,0.9395389,1.0530337,1.0097277,1.0614066,0.96222264,1.1810803,1.2150939,1.1071776,0.8163603,1.200878,1.1245806,1.1434746,1.104957,1.0442759,0.74521255,1.1545619,0.9667339,1.0018916,1.1697195,0.87100965,1.0893956,1.1457999,0.9367778,0.93419945,0.9532281,0.8946726,1.0534257,0.94958293,1.2411795,0.84175205,1.0823672,0.85774004,0.9191829,0.7320888,1.0122511,1.2242256,1.1259499,1.1568621,1.2127908,1.2122188,1.0564111,1.1928654,0.89402235,0.8433124,0.89454496,0.991452,0.99359304,1.1702265,1.093517,1.0101613,0.9060192,1.1557343,1.0317323,0.9452931,1.1704363,1.0505369,1.1373649,0.92720205,1.170985,1.0790913,0.9943478,0.8512851,1.0867476,0.8563293,1.1464771,0.94064015,0.9439047,1.1510825,0.8434273,1.1181287,0.98931813,1.1753911,1.2218333,1.0071921,0.744821,0.9496884,0.90761626,1.1047106,1.241768,1.1153414,0.9898351,1.1033688,1.1263013,0.9849623,0.8150345,0.0,1.0723025,1.0547001,0.8417678
vacuum,1.2364422,1.1867437,1.0184847,1.2107772,1.149905,1.2966467,0.59827477,0.8841199,1.0386147,0.834226,0.8836863,1.3097208,1.0600188,1.1072445,1.0957447,0.75546396,0.7533368,0.99303794,1.1540486,0.4139588,0.5396488,0.7098076,1.1787393,1.2320148,0.91746664,0.46414518,1.0169652,0.7996536,0.97682106,1.1238916,0.89457035,1.0979142,1.0337049,0.92445856,0.5571175,0.96614856,1.1644355,0.64741427,0.89407766,1.1276201,1.0096943,1.1478196,1.0803659,1.1782858,1.0718329,1.1241462,0.95195985,0.8610597,1.2131972,1.1923361,0.91785187,1.1938038,1.11259,1.2762039,1.0665919,1.1459076,1.2026851,0.72058827,1.1731999,1.1110477,0.9862103,0.9007365,0.6412016,0.6379186,1.0555035,1.0309839,1.2629578,1.2335578,0.961119,1.1649474,1.1236187,1.1455814,0.6913164,0.97759885,0.97040194,1.1052614,0.63148105,1.2435794,1.1684262,0.94105417,1.2542992,0.9733145,0.92826676,1.0980793,0.8630399,1.1342201,0.74371743,1.0888587,1.1619785,0.6932338,0.86453867,1.0255189,0.44749713,0.8857938,1.1504799,1.06959,1.1039243,0.982729,1.143936,1.0602769,0.92757654,1.2583096,0.95786846,1.1932353,0.9248558,1.1272231,0.93515533,0.88130033,1.0460963,0.685356,1.0862873,0.94773036,1.1958842,1.030403,1.1565871,1.107309,0.77760637,1.2245799,1.2186801,1.1689532,1.0723025,0.0,1.0088834,0.7285194
watch,1.2910302,0.5813008,1.3083253,1.0658773,1.0119915,1.3093933,0.79750323,1.3682157,1.4000503,0.4886477,1.3614733,1.3627342,1.064464,1.3283035,1.2165132,0.7193163,0.92220414,1.394576,0.6070963,0.6488901,0.9801209,0.5018777,1.1612563,0.7276701,1.1313372,1.2907121,1.0033455,1.3198466,1.1033026,0.9482496,1.3608397,1.0874145,0.3473084,1.4011325,0.8710741,1.3071241,1.1647681,1.265681,1.1739024,1.3396299,1.1062715,0.89350706,0.33743083,1.0939145,0.5117385,0.79495,0.62309206,0.674938,1.025182,1.3615987,0.32454216,1.3224349,1.0731465,0.9892201,1.0760093,0.98404646,1.1048254,1.1876374,1.1962618,1.3369427,1.1394147,0.765447,1.2587001,1.0586835,1.257696,0.9288612,1.1501415,1.4125049,1.3468997,0.74876666,0.7279911,0.4556402,0.89178395,0.87593997,0.37774205,0.6483581,0.8762441,1.1583943,1.3578103,1.1595674,1.3721033,0.72426873,0.74906456,0.4805931,1.2314385,1.3350307,0.76057845,0.7674601,1.0842812,1.0278699,0.8884088,0.3012812,1.329212,0.8735152,0.9949984,1.0977677,1.3304493,1.1995252,0.9335081,0.6344696,1.3382299,1.3374658,0.19437301,1.3107538,1.0849911,1.1870745,0.9549261,1.0162323,0.33197463,1.2808867,1.2782819,1.5275488,0.59343874,0.4238456,0.47448856,1.316731,0.86136127,0.9623163,1.3854783,1.0878322,1.0547001,1.0088834,0.0,1.3114085
window,0.9271115,1.3752396,0.8298582,1.2718749,1.2489059,1.1462775,1.0006995,0.6118679,0.5397143,1.0458819,0.5534687,0.8573019,1.0452563,0.7381134,1.0768316,1.1287173,1.0338174,0.89141077,1.3999745,0.8562795,1.001674,1.0428973,0.66418064,1.3627663,0.5525335,0.49301285,1.1295598,0.4336686,1.0154452,1.2829444,0.5755076,1.2549262,1.296084,0.60196185,1.030064,0.85788584,1.2028061,0.47328424,0.8851837,0.82209593,0.9934448,1.2501103,1.2992308,0.9186256,1.3714967,1.185418,1.1412244,1.0559057,1.250339,0.75212896,1.2246234,1.1059151,0.78681624,1.3732076,0.9236149,1.1737003,1.2422819,0.8867872,0.90906936,0.97126156,0.88648534,1.0641421,0.584519,0.8877144,0.8519447,1.0957984,1.1602869,0.9600226,0.73443365,1.2524968,1.3543273,1.2653806,0.9117498,1.1327584,1.2463373,1.1807175,0.95035744,0.9798444,0.82340586,0.8647525,0.9970474,1.0690918,1.2733861,1.3844229,0.7806672,0.8082968,1.1227978,1.0037956,1.1489589,1.1345541,1.0543836,1.2685804,0.5162706,1.1395507,1.1599349,1.1507987,0.74934876,1.0186348,0.90835285,1.3847938,0.7599219,0.7456583,1.4208922,0.77422225,1.0104527,1.1380146,1.117829,1.0817032,1.4041681,0.8709823,0.8291737,0.633744,1.410723,1.3774588,1.3915622,1.0466515,0.9211271,1.4161832,0.9986193,0.8701143,0.8417678,0.7285194,1.3114085,0.0
