,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
radio,1.2064918,0.7002469,1.4182018,0.7341063,0.71702254,1.0807643,0.79651225,1.2803755,1.2214237,0.4412608,1.1814537,1.3030195,1.2244396,1.3571117,1.2005222,1.0114542,0.42453086,1.0242349,1.1182901,0.8848482,0.6766212,0.5539948,1.0338266,1.271216,1.1489238,1.0981939,0.6584121,0.932073,0.8667684,0.6766846,1.2265851,0.85753417,1.2541659,1.2010163,1.1155639,0.5420095,1.2323117,0.37502682,1.0824494,1.0954463,1.0916404,1.3536916,0.96950257,0.6902586,1.2545719,1.0184585,0.9312767,1.2077682,1.0746523,1.2273707,0.5564922,1.1019274,0.863047,0.95748705,1.1828076,0.7712003,1.386131,1.0166149,1.0615804,1.1800226,0.74571854,1.434315,0.59147954,1.3159125,0.9005139,1.3485332,0.9842789,1.2880317,0.5165703,1.0625212,0.8991423,1.4923017,1.180583,1.0352187,1.1119424,0.6164897,0.5586938,0.7882718,1.1039255,0.8918188,0.73784214,1.1601183,1.3848526,1.2710915,1.2471743,1.157733,1.1255771,1.2479968,0.69509196,1.2123921,0.4294629,0.963153,1.106901,1.03347,0.7871741,0.0,0.689139,0.82398874,0.6670691,1.1042603,1.2298815,1.1687936,0.9760281,1.3082118,1.3500922,1.4171543,1.2479881,1.2630719,1.0738566,0.7060936,0.5581938,1.30248,1.1738983,0.9166328,0.9315494,0.90128314,1.3048582,1.285658,1.3828515,0.4910615,0.8468668,0.601966,0.92530346,0.62003046,0.9718329,1.1904565,1.0062737,0.48779666,0.6139926,1.2233715
raisin,1.320133,0.5858651,1.4024594,0.5855759,0.7520331,0.955591,1.0764366,1.3372011,1.4915,0.804923,1.4076887,1.3713291,1.1866016,1.4337635,1.4464109,1.2378564,0.64168096,0.9713792,1.3306749,0.7254282,0.894431,0.69691193,1.1408364,1.1035509,0.9922878,1.3460835,0.59058523,1.0650723,1.0236917,0.76795423,1.2257953,0.78509736,1.1446954,1.2896535,0.75230503,0.7667186,1.4276472,0.62448406,1.0279872,1.1344237,1.0074267,1.2399722,1.06799,0.8135292,1.3902504,0.7074169,0.5941875,1.1778765,0.7584115,1.204027,0.58363754,1.0808256,0.9249405,0.8795638,1.1581675,0.72882855,1.1862003,1.1894212,1.0479892,1.127293,0.5900384,1.2272176,0.7408744,1.3451865,0.94190794,1.451446,1.0315177,1.299498,0.6463231,1.0378867,1.1154636,1.2307277,1.1238618,0.88631976,0.644529,0.54366225,0.64123446,0.6824274,0.7426694,0.83710444,0.990293,0.89285994,1.4537632,1.4198732,1.2892523,1.1699803,1.0894814,1.0594385,0.87491333,1.1003522,0.65117145,0.95303756,0.9616071,0.8379217,0.8876758,0.689139,0.0,1.0752698,0.43855768,0.91605926,0.92324793,1.2382901,1.0035856,1.37366,1.3818445,1.3574822,1.1302353,1.29215,1.3410482,0.6584908,0.7548807,1.0360794,0.9013944,0.8849045,0.9591379,0.5981525,1.251986,1.3876817,1.4922037,0.6554341,0.57221234,0.6439742,1.0055609,0.8438128,1.0206114,1.321423,1.1352266,0.6423242,0.62183046,1.3454785
refrigerator,1.106193,1.2484338,1.0217417,1.2390245,1.112685,1.158758,0.7293185,1.0349127,1.0380557,1.0529224,0.91634595,1.1391518,0.9438734,1.1019976,1.1187552,1.0060132,0.9271712,1.12099,0.78391826,1.247089,1.1099226,1.0052227,0.9391723,1.1451321,0.9357866,0.636735,0.90240663,0.5300331,0.7738808,0.9039608,0.83440393,1.2164644,1.1780741,0.7904571,1.2064465,1.1183578,0.7616242,0.95523953,0.9181576,1.090388,0.9865724,0.9735931,0.46260142,0.6937034,0.9981176,1.083242,1.2590421,0.911139,1.2016319,1.1971269,0.9893194,0.99959314,1.0796654,1.2199068,0.86638755,1.1423031,1.1517459,1.0394948,1.1358769,0.91738373,1.0371281,1.1216022,0.8833103,0.931154,0.81094575,1.1473234,1.1390676,0.8118808,0.7114861,1.2635175,0.68475676,1.1875362,1.0447289,1.1183892,1.1031407,1.1871974,0.90378696,1.1788061,1.2065884,1.0717751,0.6228434,1.0814228,1.0836182,1.1693045,0.991695,1.133127,1.1686149,1.1134484,0.99673426,1.0396063,0.80635047,1.120154,1.0646384,1.1551967,0.7537909,0.82398874,1.0752698,0.0,1.0048189,1.1848922,1.0639592,1.0089414,1.1330421,0.9355558,1.0458155,1.0727412,1.2142742,0.94671744,1.0341463,1.1991961,0.7419034,1.143249,1.0219033,1.1285757,0.94780123,1.106734,1.1065929,0.9391902,1.0079787,1.0662632,1.1975269,1.1625246,1.0205827,0.78548807,1.2215879,1.0000837,0.95943487,0.717759,1.0132211,0.6934306
rooster,1.2899302,0.78228754,1.3323116,0.69642097,0.892412,1.0597095,1.0585046,1.3889767,1.4651446,0.7200449,1.3862801,1.4356058,1.183128,1.4624554,1.4350158,1.2873597,0.40573895,1.1201327,1.3869712,0.78702366,0.7450187,0.5422652,1.0580461,1.2416023,1.0166607,1.2282904,0.51396155,1.1143354,0.90975654,0.77718264,1.1017693,0.942228,1.1774558,1.2877398,0.94966364,0.55415624,1.3963999,0.42652464,1.0720439,1.2167022,1.0939492,1.2516638,1.0443374,0.85023904,1.306164,0.79393834,0.696145,1.177191,0.7751617,1.2432071,0.4090873,1.1564097,0.7542632,0.96096176,1.1907294,0.6268787,1.1876822,1.1476594,1.1157398,1.0598731,0.59651124,1.2780693,0.69098115,1.3097053,1.0101159,1.4383674,0.9546088,1.2490029,0.5677275,1.1066002,1.0202961,1.3284009,1.0756024,0.9252253,0.9196897,0.4676736,0.55205375,0.56413543,0.7851271,0.92401206,0.90667415,0.9240429,1.4316692,1.3497305,1.3687091,1.1030937,0.99411356,1.2110934,0.9046509,1.2150211,0.39616334,1.1025916,0.7872152,1.0027354,1.0471053,0.6670691,0.43855768,1.0048189,0.0,0.9645747,1.1282835,1.1308894,0.96751845,1.3390343,1.3819573,1.3085101,1.1535461,1.3455861,1.2725737,0.622761,0.7124434,1.1371512,1.1276029,0.882913,0.9380044,0.7502692,1.276696,1.3490226,1.5646544,0.700415,0.61080086,0.52262485,0.79664874,0.77730536,1.0892248,1.3960595,1.135668,0.43259895,0.40653133,1.2351508
sandwich,1.1085415,0.9650321,1.1608434,0.98769486,0.96776235,0.69595677,1.0187633,1.1232551,1.0765319,0.8126973,1.1169381,1.1562703,1.1691206,1.1503282,1.0269618,1.1066458,0.96409774,0.67891884,1.2139275,0.24956709,0.78700554,0.8485169,1.1480806,1.0638173,1.0549395,1.1904852,0.9509736,1.1824629,0.9646199,0.87920815,1.1958481,0.70440686,1.0533526,1.2666013,0.32426655,0.87451375,1.2521483,0.91739845,1.0290521,1.0103534,1.0911822,1.2086234,1.1285417,0.9393952,1.2440234,0.9986332,0.8963919,1.2077317,0.9733643,1.0357577,0.98371303,1.1563258,0.8254582,0.8730421,1.1415963,0.9744709,1.0345614,1.0198786,0.947096,1.2442231,0.91892433,1.0609475,1.057276,1.2156172,1.0750631,1.1099374,0.74515784,1.255411,1.0518137,0.924658,0.94475317,1.1483161,0.936935,0.99301994,0.7754945,0.9534397,0.9731237,0.8200861,1.0008153,0.8469412,1.0218834,0.9936428,1.204496,0.99996716,1.1371038,0.9923408,0.8855031,0.90232706,1.0380714,0.63491434,1.0221457,0.7114032,0.93015474,0.8275904,1.0938003,1.1042603,0.91605926,1.1848922,0.9645747,0.0,0.84890795,1.2413859,1.0544922,1.2536985,1.2107464,1.1699313,0.9070792,1.1538239,1.0099669,0.8902522,1.037277,1.0932342,0.68944407,0.64386624,0.9828885,0.89604056,1.094214,1.2253962,1.2093132,0.9227054,0.9522933,0.8378924,1.1268001,1.1113099,1.0707037,1.0511975,1.0720129,1.0946928,0.8890862,1.1741755
sauce,0.9077972,1.1154011,0.9335222,1.2425294,1.0857596,0.9713824,0.9975339,0.8034211,0.9329629,1.3197019,0.9097712,1.0320398,1.0538834,0.9743251,0.90479445,1.1307701,1.3212712,0.4577762,0.9998841,0.96802515,1.168099,1.2498367,1.0791978,0.8991732,0.94603026,0.99295557,1.1708246,1.0648801,1.2705793,1.1640517,1.0275581,0.9776338,1.1080778,0.961958,0.8135922,1.3750412,0.95731425,1.301715,0.59886646,0.590188,0.6416557,0.7778932,1.0515406,1.1069063,0.9843578,0.7743462,1.0676991,0.96792907,1.2535499,0.8999784,1.1924187,0.70350844,0.9792886,0.9887578,0.98540646,1.2681875,0.90516347,0.9877227,1.0779599,1.0165635,1.2065444,0.91908675,1.1867484,1.0107889,1.0531404,0.9868008,0.9259364,0.9949699,1.1848112,1.2042308,0.95794797,0.9854984,1.0898182,1.1260691,0.9278146,1.31909,1.1708164,1.2272108,1.0625049,1.060917,1.0634654,1.0782827,1.0187556,0.94310635,0.987753,1.0491773,0.9752526,0.8660891,1.0987161,0.8598328,1.3491197,0.502452,0.9433988,1.0398206,0.8468301,1.2298815,0.92324793,1.0639592,1.1282835,0.84890795,0.0,1.0755619,1.2297043,1.0155458,1.0673138,0.9352349,0.7692394,0.7240318,0.9947312,1.2806039,0.96790016,1.0679107,0.2856382,0.6342294,0.9363917,1.213561,0.98920286,0.97549784,0.8862343,1.0980248,1.2695763,1.2258129,1.2215693,1.0860946,1.1480706,0.7101587,1.1092899,1.2815539,1.2184978,1.0208706
scarf,0.84050673,1.2550169,0.7206536,1.2245612,1.247083,1.1010654,1.0814812,0.5834064,0.6961403,1.2212404,0.5325996,0.9040894,0.8018361,0.69711584,0.8709541,1.0921563,1.2387365,1.1324605,1.0669203,1.2846428,1.3083723,1.1546882,0.9920538,1.0278682,0.83380276,0.7292966,1.1330687,1.1216804,1.0331128,1.1927123,0.82432044,1.1584439,1.0279478,0.6564102,1.2355319,1.2928685,0.7640997,1.3048972,1.1187519,0.98720026,1.0847095,0.8774458,0.9713854,1.1354156,0.35634887,1.1954408,1.0874887,0.93060946,1.113497,0.96258307,1.1406313,0.97832966,1.2914715,1.1811899,1.0413027,1.1240189,0.89180267,0.99344826,1.279273,0.7912406,1.1972,1.0295838,1.150676,0.588269,1.0951203,0.48790753,1.1457858,0.64683855,1.1795565,1.064567,1.1330829,0.82584167,0.8256381,1.1779054,1.3168913,1.1813045,1.1558836,1.1651788,1.0923643,1.2138693,1.1074479,0.9544713,0.57755446,0.665354,1.0055697,1.2028443,1.2320476,1.106247,1.0160446,1.1313056,1.2090518,1.1540326,0.984302,1.1729056,1.0160998,1.1687936,1.2382901,1.0089414,1.1308894,1.2413859,1.0755619,0.0,1.0981172,0.58045393,0.7053918,0.5283207,0.9015621,0.6889353,0.7984842,1.0861255,1.1573801,0.79425573,1.0983028,1.2414849,1.1194129,1.287135,0.81766564,0.57994914,0.72709405,1.2189105,1.13172,1.1984136,1.1217809,1.094063,1.1682334,1.073846,0.9176922,1.1598061,1.1062756,0.8381177
scissors,0.99416363,0.9138062,1.0944188,0.8739568,0.8157296,0.88432026,1.0030136,1.1263002,1.1310393,0.9512165,1.0499799,1.0512774,1.1517982,1.1283362,0.9975033,0.8857415,1.0444095,1.121389,0.8411566,1.0505238,0.82649255,1.0103185,1.1636916,0.9685573,1.1836883,1.1398346,0.85398805,1.1347208,1.0721871,0.8934263,1.0264138,0.999316,0.8155096,1.1934388,1.0352848,0.6966471,1.0142978,0.9769145,1.0876229,1.0357487,1.1237912,1.0661016,1.0778185,0.95642406,1.17812,1.0544639,1.0642818,1.1930372,0.9684736,1.1141667,1.0457404,1.1137784,0.7184406,0.88973844,1.036617,1.02345,0.9502737,1.0353684,0.8053982,1.1963707,1.0452102,1.0050128,0.9000771,1.1105167,0.9998453,1.1130083,0.72812384,1.0365312,0.86070687,0.82703096,0.9211634,0.9177155,0.9116507,1.038549,1.0594337,0.9568449,0.9844977,0.99940306,1.0622469,0.87157834,0.9978942,0.95657635,1.1380329,1.0746251,0.92821854,0.59231156,0.45147043,0.9838151,1.12069,1.1331153,0.9558685,1.1018472,1.0658149,0.9660312,1.1086129,0.9760281,1.0035856,1.1330421,0.96751845,1.0544922,1.2297043,1.0981172,0.0,1.1924341,0.9434837,1.1217041,0.87350166,1.0969733,1.0836993,0.8781871,1.0367328,0.8079467,1.213658,0.88455427,0.7905146,1.0025783,1.0342054,1.1843225,1.0135636,0.9485222,1.0292069,1.0071642,0.28367293,1.0157698,0.6358858,0.8368036,0.9229753,0.86509776,0.9902923,1.157414
shirt,0.8426766,1.2984314,0.4860673,1.2797867,1.3016849,1.2347735,1.2364633,0.54160976,0.6282667,1.4188946,0.69589204,0.639188,0.7806765,0.59487385,0.6865866,0.9921958,1.4196448,1.1256906,0.97080266,1.3326381,1.4552782,1.3614781,0.98749554,1.0259418,0.8804659,0.72007334,1.3524358,0.8924498,1.0244887,1.3212457,0.9096842,1.2223986,0.9794797,0.5735401,1.1984029,1.5020026,0.6717028,1.4773201,1.0076903,0.85604,0.87332916,0.6967076,0.9590352,1.3845868,0.34685707,1.148082,1.2192577,0.5110119,1.2182914,0.90660655,1.2684474,0.7921722,1.2683088,1.1784225,1.0180938,1.2592199,0.8890794,0.95075995,1.2966512,0.5029869,1.3190861,0.76556015,1.2212181,0.3720224,1.0641459,0.612077,1.2359107,0.54491174,1.2721951,1.122745,1.1444814,0.79323864,1.0205799,1.2143973,1.1323955,1.3487633,1.4317095,1.3078399,1.1335948,1.2854009,1.1316507,1.0815153,0.3345033,0.7196009,0.8513086,1.1927458,1.3084915,1.1027963,1.2733104,0.96466935,1.3913894,1.1207469,1.0083073,1.2217553,1.1016793,1.3082118,1.37366,0.9355558,1.3390343,1.2536985,1.0155458,0.58045393,1.1924341,0.0,0.7596185,0.55027866,0.8424513,0.63331354,0.7096119,1.4119887,1.2367613,0.9428881,1.0977194,1.3017972,1.0571066,1.2985711,0.7584779,0.054169476,0.49499846,1.3832426,1.2942073,1.3722417,1.2555134,1.2326609,1.1775354,0.90369767,0.8558409,1.38691,1.4615997,0.61452353
shoe,0.43373775,1.340332,0.7117033,1.2336248,1.2496421,0.9902103,0.8663029,0.81583196,0.64673984,1.2969458,0.6769251,0.45885015,0.46084052,0.30480146,0.8029281,0.7236598,1.4234556,1.1513952,0.640961,1.4189094,1.1374475,1.3994445,0.8211952,0.95507497,0.8397449,0.8503585,1.3131994,1.0595125,1.0075599,1.339679,0.7250839,1.2447301,0.88257855,0.7138034,1.2415661,1.3827082,0.5073018,1.477999,1.0917068,0.99262744,0.979956,0.6452659,1.0118936,1.2417755,0.5775408,1.2281903,1.3212372,0.8655721,1.1772339,0.508638,1.3667935,0.928353,1.376102,0.8675688,0.71905017,1.2279245,0.5629104,1.0845296,0.899065,0.9012553,1.378413,0.8594049,1.1191816,0.60497385,0.9755871,0.46748722,1.1826328,0.73029566,1.3719031,1.0288912,1.119462,0.46326816,0.6575817,1.2370687,1.2639942,1.3709478,1.3798633,1.330333,1.0847734,1.1784596,1.0520823,0.6669545,0.4283932,0.6802478,0.65051675,0.99786496,1.0942373,1.1162188,0.93945277,1.0534803,1.353129,1.214891,0.9775388,1.2500994,0.9289417,1.3500922,1.3818445,1.0458155,1.3819573,1.2107464,1.0673138,0.7053918,0.9434837,0.7596185,0.0,0.6399126,0.91002464,0.9566494,0.895939,1.1434236,1.3188512,0.6519381,1.1346471,1.3600215,1.1401962,1.3207015,0.2990144,0.815888,0.58815926,1.2723461,1.3387697,1.3987715,1.1564207,1.2068815,0.6950362,0.8313935,0.9489349,1.298536,1.3076518,0.8905508
shorts,0.7479322,1.3050781,0.49094146,1.2713938,1.3286605,1.1888214,1.1404766,0.761636,0.6871316,1.2619684,0.7508116,0.69701767,0.8390305,0.45325798,0.78560805,0.9699195,1.4638515,1.1526214,0.93547374,1.316097,1.3840954,1.4137611,0.97515833,0.89905727,0.9544861,0.81455266,1.3174152,1.049389,1.1338103,1.3167775,0.76195097,1.2099853,0.9713755,0.6594668,1.2109838,1.398319,0.7622117,1.5043433,0.9746753,0.97785395,0.9485716,0.68255985,1.0259649,1.2181107,0.40937454,1.1126745,1.1847765,0.7804345,0.9698568,0.8396354,1.3575644,0.8819846,1.3352737,1.1971054,0.8271918,1.1899068,0.61140287,0.9807117,1.1051221,0.7931046,1.3221171,0.6546396,1.2237185,0.4108398,1.1239344,0.25576556,1.163851,0.61574847,1.4819546,1.1320454,1.1827214,0.5754229,0.78963554,1.0167012,1.2263539,1.3083979,1.301031,1.2252138,0.90744615,1.2557044,1.1393504,0.936479,0.2654178,0.42139202,0.8853203,0.99854153,1.151445,0.90557253,0.968967,1.0317023,1.3554239,1.2108618,0.95139587,1.2406613,1.0280004,1.4171543,1.3574822,1.0727412,1.3085101,1.1699313,0.9352349,0.5283207,1.1217041,0.55027866,0.6399126,0.0,0.9408296,0.8341793,0.85923326,1.1083205,1.3848231,0.6759747,1.0331466,1.2935789,1.1716405,1.2404773,0.7363821,0.5897188,0.68178374,1.4614954,1.1497383,1.3589928,1.1760917,1.1754191,1.0904647,1.0004791,0.99247545,1.330549,1.2185929,0.81151265
shovel,1.0698429,1.1837878,0.761089,1.2255137,1.1302685,1.0124775,1.0965891,0.60978425,0.83876115,1.2220528,0.811476,0.88600767,0.9582417,0.8995631,0.7793232,0.9654943,1.2451978,0.51730907,1.005117,1.0248867,1.1039639,1.234781,1.2153664,0.919237,1.0769607,1.0738312,1.0683627,1.2171197,1.1939566,1.1435329,1.1448222,1.0583075,0.9750047,1.0597895,0.8818705,1.2255561,0.9248637,1.2478769,1.0655075,0.57808137,1.0624043,1.0220544,1.1809838,1.2954539,0.8862493,1.0167198,1.1164603,1.0575875,1.1567416,0.85756254,1.2379906,1.0411602,0.54821724,1.0556315,1.1654627,1.2354729,0.85158116,0.9860842,1.0940064,1.1024474,1.3062828,0.780417,1.2870884,0.9278144,1.1027821,0.81415224,0.48642862,1.0496839,1.0356814,1.1066777,0.94423497,0.8923935,1.0349828,1.111304,0.9900917,1.2837956,1.2678013,1.195092,1.1877701,1.1255348,1.1893969,1.1030712,0.8373462,0.86528337,0.815244,0.65526855,0.6479272,1.0078969,1.2876287,0.7967795,1.2551804,0.5135457,1.0233533,1.0889077,1.1513871,1.2479881,1.1302353,1.2142742,1.1535461,0.9070792,0.7692394,0.9015621,0.87350166,0.8424513,0.91002464,0.9408296,0.0,0.5598776,0.7326542,1.2573026,1.1170535,0.91361654,0.69461596,0.47090113,0.9554289,1.1923203,0.84929633,0.8064039,0.64587784,1.1135072,1.2602613,1.2041276,0.81871724,1.2170199,1.1135337,0.66062284,0.8894719,1.2618893,1.2399788,1.0732956
sink,0.97345567,1.3283559,0.6101582,1.3465679,1.1754036,1.1442875,1.1731334,0.11961365,0.55838144,1.4062781,0.44016135,0.8424164,0.94015104,0.8181058,0.48940802,1.0127133,1.3684607,0.72211576,0.9279426,1.2345593,1.332037,1.3156619,1.1121113,0.91600335,0.93690217,0.739904,1.2871263,0.90357673,1.1848787,1.1836215,1.0026559,1.1741335,0.916056,0.7695625,1.0537795,1.468512,0.8094853,1.3699505,0.95584714,0.61289203,1.0361569,0.90294623,0.8888036,1.2557735,0.6933775,1.1474278,1.2506087,0.9192771,1.2484632,0.96736246,1.2077324,0.9171147,0.99859405,1.2525973,1.0140423,1.3417965,1.0719068,0.86229146,1.1950493,0.94843423,1.2770432,0.73914623,1.3753531,0.88825387,1.0883039,0.7621336,0.9325674,0.8602946,1.0375662,1.0690247,0.9545348,0.9493725,1.1610065,1.1111155,1.0314407,1.385057,1.3417919,1.4021621,1.2951,1.194558,1.157743,1.1832792,0.74542433,0.8630303,0.8092967,1.027714,1.043554,0.95362276,1.3458636,0.78224266,1.4446493,0.6525613,1.1129013,1.137412,1.0731919,1.2630719,1.29215,0.94671744,1.3455861,1.1538239,0.7240318,0.6889353,1.0969733,0.63331354,0.9566494,0.8341793,0.5598776,0.0,0.5918848,1.4922831,0.97620994,1.0349643,0.7399504,0.8994483,0.88198626,1.270334,0.94465315,0.5864962,0.34420586,1.1897604,1.335797,1.3370681,1.0353017,1.234865,1.2476326,0.5928766,0.867675,1.44045,1.4470422,0.7371631
slide,0.94661325,1.2358301,0.59617805,1.2193748,1.0654287,1.1284828,1.2254633,0.37154162,0.32284403,1.0417532,0.44587332,0.7536174,0.9326841,0.6702795,0.27394456,0.8862224,1.2604616,0.9881289,1.0011356,1.1248355,1.1003189,1.2088456,0.96978927,1.0835066,0.79496753,0.7941599,1.224759,1.1082036,0.946709,1.1800413,1.1158984,1.2427166,0.91239893,0.9048838,1.1293824,1.1815152,0.8401289,1.2463087,1.1207371,0.75823313,1.1205956,1.0601925,1.0611418,1.2763941,0.6968755,1.1991601,1.3239189,1.0214157,1.2482197,0.88638765,1.1583823,1.0332463,1.0323081,1.1833404,1.112851,1.2428272,0.95380366,0.83444715,1.113369,1.0608946,1.2610298,0.88359195,1.1188968,0.74671143,1.0939952,0.6051248,0.9552949,0.9716654,1.1278306,1.0803988,1.0806419,0.9217396,0.95955634,1.1049834,1.1309735,1.2492614,1.1561495,1.2577736,1.2661613,1.2080808,1.1281159,1.1951294,0.69530797,0.44083655,0.8351784,1.0214405,1.0672117,1.0579616,1.0629494,0.9088223,1.2364559,0.88506025,0.96582127,1.1163862,1.0804003,1.0738566,1.3410482,1.0341463,1.2725737,1.0099669,0.9947312,0.7984842,1.0836993,0.7096119,0.895939,0.85923326,0.7326542,0.5918848,0.0,1.2888403,1.2256747,0.9424072,1.1072742,1.0350935,1.1323004,1.2368228,0.9259088,0.631646,0.47628593,1.2174351,1.3364403,1.2142329,1.1789715,1.0600289,1.112852,0.7534174,0.77832305,1.2847031,1.294533,0.8850982
slipper,1.2729138,0.74583364,1.2977763,0.74880934,0.9595451,0.90566736,1.0401455,1.4957147,1.402405,0.33556116,1.3618922,1.3377757,1.3045886,1.347249,1.4113173,1.1532748,0.509277,1.1519499,1.3358455,0.75732195,0.71659493,0.4495564,0.9644802,0.97077054,1.0732138,1.2519331,0.69016415,1.3105967,0.79356915,0.8024115,1.0814382,0.7598944,1.2565601,1.2167697,1.0258894,0.40994024,1.44346,0.518952,1.3221037,1.3260909,1.3018007,1.2455053,1.1608686,0.6065346,1.366617,0.96232355,0.6889045,1.1926388,0.4018054,1.2126249,0.71932805,1.3776661,0.87633485,0.98677313,1.092758,0.31646883,0.81853473,1.1968946,0.94213045,1.1119957,0.558116,1.1356094,0.5769808,1.1188757,1.1026759,1.0681038,0.745723,1.1623567,0.95975536,1.0613886,1.1628989,1.1213535,0.67486525,0.7054871,1.062211,0.37848657,0.4862395,0.23875225,0.4563055,0.83909863,1.0151569,0.8609167,1.3332005,1.0586201,1.3620026,0.93301237,0.9003562,0.95711,0.5619916,1.3797091,0.58102965,1.16421,0.93187827,0.9397283,1.096509,0.7060936,0.6584908,1.1991961,0.622761,0.8902522,1.2806039,1.0861255,0.8781871,1.4119887,1.1434236,1.1083205,1.2573026,1.4922831,1.2888403,0.0,0.96665657,0.87901735,1.2230399,0.89898604,1.1685199,0.8567685,1.1325899,1.4268618,1.6129997,0.74354136,0.2949165,0.40416873,0.9006587,0.76849085,1.0185553,1.463454,1.279717,0.6045237,0.22240186,1.364214
soap,1.2197468,0.7916459,1.3365052,0.78191036,0.6276988,1.0250535,0.6894584,1.1642058,1.2834115,0.9642772,1.2392867,1.2943547,1.250139,1.4201795,1.2278682,1.0938498,0.5792171,0.86833775,1.0492917,0.9411291,0.62513834,0.80518806,1.2916,1.2286799,1.294214,1.1322378,0.7030142,0.914666,1.0603585,0.62487173,1.1686038,1.0728927,1.139362,1.2487046,1.0507368,0.8527258,1.1866368,0.53646183,0.9863397,0.9958915,1.0419892,1.1147583,0.97155297,0.7967366,1.2666383,0.95514333,0.9001034,1.1685559,1.0868174,1.3197347,0.78627837,1.1052775,0.7782595,0.9632353,0.8841968,1.0437515,1.3270723,1.0554526,0.9150256,1.1372052,0.8298514,1.2842104,0.657163,1.3489325,0.77911985,1.4942272,1.0594635,1.2336644,0.57098544,1.0532312,0.47254312,1.3677899,1.2637353,1.1011153,0.99463725,0.8706141,0.72045815,0.98449236,1.1977649,0.73268425,0.6435827,1.2043988,1.3833182,1.4216282,1.1588553,1.1200299,1.1000983,1.1852418,1.127218,1.1431516,0.6550924,0.8704567,1.1086985,0.86958754,0.7850174,0.5581938,0.7548807,0.7419034,0.7124434,1.037277,0.96790016,1.1573801,1.0367328,1.2367613,1.3188512,1.3848231,1.1170535,0.97620994,1.2256747,0.96665657,0.0,1.2910051,0.90802276,0.80967563,0.56448096,0.8694109,1.2192916,1.1892499,1.3397663,0.43030357,0.9919253,0.9279591,0.87906957,0.73843455,0.9083128,1.0840288,1.1499377,0.64600205,0.78249085,1.1592726
sock,0.8165089,1.1125287,0.7401316,1.03662,1.0841265,0.9981482,1.0100374,0.94679606,0.8517369,1.1101604,0.8273064,0.7586162,0.87793314,0.6413056,0.9402224,0.91351736,1.2413576,1.1109824,0.946592,1.1811972,1.116076,1.2541206,1.1091899,0.9240795,0.9063741,0.9468161,1.179459,1.2525787,1.1456054,1.1495059,0.91088486,1.2107223,0.8841841,0.8623793,1.0989997,1.110034,0.8215946,1.2792699,1.1352336,1.0552933,1.092763,0.7121978,1.1588423,1.1039119,0.8320994,1.1720489,1.089631,1.0929823,0.88810176,0.8579111,1.1693976,1.0791565,1.1455166,0.9996086,0.9471616,1.1048939,0.56808513,0.9593478,0.99836,1.025657,1.1999551,0.81736124,0.9681523,0.74198747,1.0364264,0.59386027,1.0018153,0.87733746,1.3163155,0.9428825,1.1596026,0.493338,0.751578,1.0298741,1.045028,1.0933541,1.0381021,1.1105621,0.9343779,1.1800497,1.1821609,0.85019565,0.70316476,0.67183816,0.9375625,0.88463026,0.91663134,0.8818146,0.84707093,0.99768144,1.2432009,1.1604863,0.95734024,0.99814963,0.99729395,1.30248,1.0360794,1.143249,1.1371512,1.0932342,1.0679107,0.79425573,0.8079467,0.9428881,0.6519381,0.6759747,0.91361654,1.0349643,0.9424072,0.87901735,1.2910051,0.0,1.0811328,1.0962054,1.1420844,1.0598711,0.7623024,0.93101424,0.865697,1.2367219,1.0213803,1.1642785,0.9432437,0.975524,0.81990564,1.0356871,1.0730178,1.1517565,1.04132,1.019822
