,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
closet,0.99405926,1.1478113,1.0917419,1.1365974,1.0493948,1.2404917,0.87019694,0.9852481,0.92509747,1.0793703,0.9033458,1.1078957,0.745855,1.06889,1.028955,1.1727115,0.9919349,1.1981509,0.9252457,1.214824,1.1495094,1.0233063,0.80598295,1.0011362,0.83155817,0.6863748,0.99114466,0.0,0.7737261,0.9607421,0.88446677,1.1597183,1.0338882,0.7001069,1.1778337,1.2092671,0.85264724,0.98842824,0.7277633,1.1390427,0.81142807,0.97169054,0.35146743,0.88152343,0.950301,0.9450987,1.2372925,0.885563,1.2224467,0.97702056,0.99583566,0.7795374,1.150566,1.1928976,0.7912224,1.1593664,1.3199453,0.96591043,1.1897922,0.92681736,0.9910273,1.0997833,1.0421354,1.0599464,0.9602131,1.120096,1.2356052,0.88369167,0.80014616,1.0860822,0.9530301,1.1485813,1.2145922,1.0486008,0.9412457,1.1447095,0.9778367,1.2590809,1.2248074,1.1030358,0.922204,1.0058765,1.0357666,1.2008265,1.122633,1.1749078,1.2444909,1.0242214,0.999456,0.9397112,0.9113422,1.1933439,1.0067139,1.108707,0.67482984,0.932073,1.0650723,0.5300331,1.1143354,1.1824629,1.0648801,1.1216804,1.1347208,0.8924498,1.0595125,1.049389,1.2171197,0.90357673,1.1082036,1.3105967,0.914666,1.2525787,1.049881,1.1880196,0.99146307,0.97627634,1.1055698,0.933786,0.92766213,1.0987575,1.1744896,1.1344017,1.0615056,0.8642406,1.2213608,1.0711819,1.0879261,0.8462987,1.1851759,0.48119968
coat,1.1261016,1.1093345,1.1727685,1.0107466,1.1205716,1.1556568,1.0015851,1.128977,1.0067874,0.609369,1.0140214,1.1513699,0.8191927,1.1151356,1.1288103,1.1363698,0.83083415,1.2661858,1.1005056,0.9660159,0.9423813,0.6338813,0.63642657,1.0882556,0.66827756,0.85126376,0.82726216,0.7737261,0.0,0.85093695,0.931889,0.9405055,1.1420257,0.82727027,1.1335337,0.8742963,1.0566849,0.7942945,1.0941943,1.2631497,1.0913597,1.1074572,0.70179725,0.776412,1.1090356,1.0912187,1.0995917,0.98414534,1.0241067,1.0596424,0.9354635,1.0810952,1.0385776,1.0497936,1.0079618,0.8060528,1.0849127,0.921039,1.1347461,0.9906018,0.86585814,1.2409524,0.88595694,0.8695725,1.083523,1.0062218,1.0223526,1.0295835,0.8445678,1.0705533,1.0467119,1.1612623,0.86567265,1.0340862,1.1087178,0.9337895,0.7685957,0.841368,0.9819041,1.0429496,1.0221992,0.85656756,1.1275841,1.0228045,1.1504725,1.1140049,1.0806069,1.160017,0.77303493,1.1098592,0.7352226,1.2459747,0.8634012,1.0663995,0.99996483,0.8667684,1.0236917,0.7738808,0.90975654,0.9646199,1.2705793,1.0331128,1.0721871,1.0244887,1.0075599,1.1338103,1.1939566,1.1848787,0.946709,0.79356915,1.0603585,1.1456054,1.252475,1.1440935,1.1811364,1.0015007,1.0473589,1.0674248,1.1719456,1.0521576,0.9229981,0.8513329,1.0391599,0.9328768,1.1926957,1.286105,1.023777,0.7467147,0.83180606,0.9040435
coffee,1.3509662,0.84140885,1.331101,0.87216437,0.7624673,1.0263634,0.8717812,1.2659526,1.2493224,0.62652,1.2066696,1.2705834,1.2984593,1.381244,1.2378432,1.0261159,0.67322725,0.9720948,1.1118286,0.78470325,0.6879238,0.668743,1.1968704,1.1840231,1.1147993,1.1061279,0.7135448,0.9607421,0.85093695,0.0,1.1489513,0.88512367,1.1155423,1.2516401,0.9845153,0.67162657,1.2725586,0.5607976,1.0666416,1.0713414,1.1470547,1.2996469,0.95001984,0.6826573,1.330211,1.0705696,0.896612,1.2471743,0.94728,1.37656,0.8242402,1.1692542,0.7118449,1.0828719,1.003724,0.8392145,1.2630193,1.0403764,0.9121982,1.1882248,0.663188,1.2734928,0.7378737,1.3208976,0.84841466,1.3001571,0.85126543,1.262422,0.65852654,0.97290367,0.66430557,1.3808714,1.1012287,0.88534844,0.94504744,0.8200846,0.6386568,0.8543141,1.0448505,0.7411946,0.9329709,1.2430093,1.3619483,1.2475893,1.2088711,0.8937598,0.8609313,1.0480179,0.8912131,1.1183153,0.70209324,0.91971266,1.0947878,0.84316987,0.94579995,0.6766846,0.76795423,0.9039608,0.77718264,0.87920815,1.1640517,1.1927123,0.8934263,1.3212457,1.339679,1.3167775,1.1435329,1.1836215,1.1800413,0.8024115,0.62487173,1.1495059,0.9978525,0.8107928,0.8137234,0.83963907,1.2659606,1.3021297,1.3573674,0.6684874,0.83333623,0.79977244,0.77565694,0.7516167,1.0232618,1.190347,1.0965229,0.71257454,0.7707557,1.1900144
comb,0.75006855,1.25731,0.89014864,1.2500372,1.2301112,0.9726313,0.78141034,1.0131671,1.0188235,1.1721737,0.87084943,1.0449253,0.7339693,0.90273356,1.0781511,0.9686559,1.2071095,1.2491691,0.834415,1.1788471,1.2405431,1.1642543,0.577968,0.64930725,0.8431692,0.78992736,1.1429338,0.88446677,0.931889,1.1489513,0.0,1.0998683,0.9149265,0.84438145,1.1158235,1.1414249,0.81780595,1.2339635,0.9291303,1.1581732,1.0227839,0.81949806,0.89117736,0.9143585,0.8231931,1.0950677,1.1590651,0.8591052,1.005036,0.84621155,1.1377627,0.9849014,1.1219339,1.1094953,0.71768624,1.115673,0.8127588,1.0640087,0.88258827,0.8947793,1.0968021,0.9076214,1.2378931,0.8012837,1.0281839,0.81965625,1.0536302,0.6556112,1.1976953,1.0493929,1.0850691,0.8070653,0.80744874,0.99128777,1.0565504,1.185056,1.132679,1.1767559,1.007975,1.1581626,0.9066733,0.7435457,0.81989175,0.94558424,0.85957885,0.96880436,1.0359081,0.76554334,0.98455757,0.9455531,1.075321,1.2896363,0.90172255,1.1351073,1.0606652,1.2265851,1.2257953,0.83440393,1.1017693,1.1958481,1.0275581,0.82432044,1.0264138,0.9096842,0.7250839,0.76195097,1.1448222,1.0026559,1.1158984,1.0814382,1.1686038,0.91088486,1.0696486,1.2191794,1.1898091,1.054994,0.93548363,0.9668292,0.9651508,1.2570238,1.1144167,1.1732485,1.003923,1.0592759,1.1155374,1.0097928,1.071429,0.9837481,1.0859002,0.8774971
cookie,1.0318922,0.79368997,1.3220971,0.8588688,0.8989852,0.61672103,1.1233245,1.1948756,1.2746816,0.6524141,1.2879673,1.1942314,1.2059648,1.2338557,1.3004394,0.99550533,0.85678446,0.78674257,1.2132671,0.45986736,0.9342507,0.6891408,0.95934975,0.9311704,1.1570537,1.2598357,0.81763536,1.1597183,0.9405055,0.88512367,1.0998683,0.0,1.1997579,1.1887069,0.42874014,0.7132031,1.2845093,0.8176023,1.0599171,0.9983275,1.0821689,1.2492843,1.1791053,0.9207512,1.2236348,0.97950155,0.7851304,1.1414826,0.98985904,1.0101552,0.92311174,1.0438066,0.9073449,0.7487756,1.1551981,0.7953228,1.1626053,1.0997859,0.9516406,1.1128054,0.82168376,1.257158,1.0255876,1.2289255,1.0130638,1.1844484,0.88630885,1.0921762,0.9625809,0.8635667,1.139153,1.2038134,1.0127261,0.9642773,0.90075153,0.79285455,0.8723878,0.75970674,0.9164674,0.74155104,0.9694425,0.9104289,1.2780516,1.1491742,1.1430378,1.1012952,1.0018348,0.89416164,0.8633865,0.79654706,0.86468375,0.75115573,1.1804855,0.924378,1.1462617,0.85753417,0.78509736,1.2164644,0.942228,0.70440686,0.9776338,1.1584439,0.999316,1.2223986,1.2447301,1.2099853,1.0583075,1.1741335,1.2427166,0.7598944,1.0728927,1.2107223,0.8454791,0.8472092,1.0719948,0.9352957,1.1490201,1.227305,1.2472479,0.85793626,0.7911593,0.645228,1.0785912,1.0437071,0.96152234,1.0685033,1.0734333,0.91450053,0.8792848,1.195962
corn,0.86845,0.852713,0.8448356,0.7262842,0.84125626,0.7557603,1.0768714,0.8721802,0.8895445,1.2988218,0.93298435,0.85140985,0.90708077,0.880564,0.74060714,0.9509258,1.172192,1.0990674,0.8016561,1.0935488,0.96792907,1.2713677,0.98265624,0.94508106,1.0146061,1.0513325,1.2601216,1.0338882,1.1420257,1.1155423,0.9149265,1.1997579,0.0,1.0543866,0.9944951,1.1237669,0.93541306,1.221209,1.0134903,0.9989503,1.059605,0.8727835,1.1116138,1.2633759,1.0090148,1.0603642,0.8639089,1.0018475,1.1009767,0.7954963,1.1573778,1.0067971,1.1103784,0.96896976,0.9868237,1.2422552,0.88730276,0.935182,0.7243855,1.042918,1.2433846,0.7912544,1.1624465,1.0398092,0.9575702,0.98444366,1.1893669,1.0345542,1.1279259,0.22783744,1.0659871,0.64120674,1.0330315,1.0471041,0.8067981,1.1933403,1.2511477,1.2395198,1.1584761,1.0000191,1.1747113,1.0406215,0.8914832,0.9957081,0.8434064,0.8536587,0.8408016,0.9457629,1.2853818,0.82146597,1.2675667,1.0921656,1.0112131,0.46063626,1.2482641,1.2541659,1.1446954,1.1780741,1.1774558,1.0533526,1.1080778,1.0279478,0.8155096,0.9794797,0.88257855,0.9713755,0.9750047,0.916056,0.91239893,1.2565601,1.139362,0.8841841,1.1469265,1.1947799,0.9512279,0.8564289,1.0174334,0.9769511,0.75772774,1.0182774,1.2177773,1.2778876,0.84971803,1.2815871,0.6342281,0.7366361,0.9197478,1.257696,1.3224041,1.0187997
couch,0.7985258,1.3839957,0.71620846,1.334171,1.418326,1.2762254,0.9979387,0.6822354,0.4982608,1.1639532,0.51198643,0.8046781,0.7130355,0.5559597,0.85144114,1.141306,1.2988958,1.2052935,0.8597934,1.3728341,1.3647044,1.0934436,0.8688659,0.9788086,0.5587225,0.27056777,1.2528769,0.7001069,0.82727027,1.2516401,0.84438145,1.1887069,1.0543866,0.0,1.3378959,1.4682724,0.51052016,1.3225374,0.9126692,1.0923417,0.82376015,0.7287582,0.55700994,1.0171732,0.52452177,1.1111115,1.248476,0.78658664,1.2161485,0.9470085,1.2082978,0.7727946,1.4214858,1.2958263,1.0163989,1.137816,0.8451462,0.90826744,1.4604667,0.7846749,1.144081,0.9880442,1.165843,0.51564234,1.2362865,0.5608739,1.2172855,0.49771816,1.1803372,1.1395401,1.148541,0.7569995,0.9131983,1.1863136,1.2509215,1.3044604,1.1096224,1.2340994,1.0734215,1.3418835,1.0785195,0.95026815,0.62222403,0.7255857,1.0470339,1.2443908,1.3015316,1.0877079,0.80875146,1.0861813,1.2945905,1.2492656,0.94530827,1.2537538,0.89748275,1.2010163,1.2896535,0.7904571,1.2877398,1.2666013,0.961958,0.6564102,1.1934388,0.5735401,0.7138034,0.6594668,1.0597895,0.7695625,0.9048838,1.2167697,1.2487046,0.8623793,1.0780468,1.3273932,1.222892,1.3842014,0.74437284,0.61008,0.5958197,1.4131055,1.201565,1.2292147,1.2461723,1.0747855,1.2678604,1.0849898,1.0066614,1.1073859,1.2532676,0.47755653
cracker,1.0251385,0.91368735,1.1911675,0.9375394,0.9527554,0.56836444,1.1129619,1.0788804,1.2512541,1.0209159,1.2253693,1.1784588,1.134934,1.2219069,1.1511378,1.0725299,1.0168856,0.6585719,1.2017698,0.18064225,0.9973063,0.9601493,1.1286672,0.96913975,1.1115494,1.3302976,0.9420185,1.1778337,1.1335337,0.9845153,1.1158235,0.42874014,0.9944951,1.3378959,0.0,0.96102613,1.2929934,1.0295094,0.98727596,0.956685,1.0336646,1.1647248,1.2229975,1.0765907,1.2293744,0.8492087,0.7969663,1.103258,1.0046525,0.9228882,0.98155564,1.048873,0.8706913,0.7638159,1.1385679,1.0232323,1.0833204,1.0183402,0.89850676,1.1050076,0.9744999,1.0520005,1.1619046,1.2570572,0.9950279,1.2411282,0.8816114,1.202965,0.98837054,0.895316,1.0224253,1.0880197,1.080321,0.99513,0.6274301,0.99439764,1.0481293,0.9181842,0.9932819,0.8579204,1.040051,0.9484994,1.2469716,1.1716365,1.0435791,1.0313892,0.96490383,0.8125017,1.1840293,0.3978377,1.0190932,0.6634935,1.072803,0.8259554,1.1212618,1.1155639,0.75230503,1.2064465,0.94966364,0.32426655,0.8135922,1.2355319,1.0352848,1.1984029,1.2415661,1.2109838,0.8818705,1.0537795,1.1293824,1.0258894,1.0507368,1.0989997,0.6429063,0.75033194,0.9186698,0.84899867,1.1683902,1.1951419,1.166887,0.94546306,0.9688509,0.8865211,1.0948367,1.1538296,1.0209634,0.96644235,1.0260049,1.1369343,1.0347741,1.2199681
crayon,1.2641296,0.60211957,1.4247266,0.6049724,0.7048942,0.78433985,1.0169687,1.4906021,1.3873842,0.35906363,1.3687183,1.3948152,1.364312,1.479976,1.2735643,0.95136756,0.31962836,1.1586584,1.118264,0.64228606,0.48159873,0.42077982,1.0410193,1.0192001,1.2661785,1.3147771,0.6276546,1.2092671,0.8742963,0.67162657,1.1414249,0.7132031,1.1237669,1.4682724,0.96102613,0.0,1.445102,0.33356464,1.313714,1.2520297,1.3404365,1.4612942,1.1713691,0.65778416,1.4960744,1.1035011,0.7666759,1.3143375,0.66701245,1.1753075,0.5187617,1.3687464,0.60624444,0.9014365,1.1050475,0.51013106,1.2271245,1.1250774,0.70786184,1.2603438,0.61801094,1.2840548,0.73492306,1.4290113,0.95267785,1.3827344,0.6619745,1.2838277,0.7038988,0.91157687,0.9973886,1.3764553,0.9902064,0.77951443,1.0539849,0.33693802,0.5146959,0.4451722,0.83962345,0.7529993,0.8729182,1.0507251,1.5034227,1.2182233,1.2403381,0.68956494,0.63901335,0.9488333,0.7895045,1.2407513,0.43928576,1.0871223,1.0898057,0.8899132,1.1494964,0.5420095,0.7667186,1.1183578,0.55415624,0.87451375,1.3750412,1.2928685,0.6966471,1.5020026,1.3827082,1.398319,1.2255561,1.468512,1.1815152,0.40994024,0.8527258,1.110034,1.334858,0.8166546,1.032153,0.7994882,1.3623846,1.4855382,1.5375795,0.628979,0.52168417,0.3150286,0.56115955,0.71344817,0.8028649,1.1324652,1.1370747,0.5246894,0.39084518,1.333007
crib,0.60207784,1.3947921,0.76383793,1.3551382,1.299993,1.1606778,0.6863411,0.7398469,0.53101486,1.364454,0.5725115,0.50361794,0.6274545,0.4432242,0.68303275,0.69210464,1.3995504,1.0620393,0.45441556,1.4504813,1.2006379,1.3668182,0.96608317,1.1006408,0.8755952,0.42050576,1.2844551,0.85264724,1.0566849,1.2725586,0.81780595,1.2845093,0.93541306,0.51052016,1.2929934,1.445102,0.0,1.4414653,0.88606966,0.8815821,0.8287771,0.5844884,0.8224385,1.150042,0.54611456,1.2543111,1.3907601,0.9295303,1.4151137,0.82871795,1.3674513,0.78754854,1.3213582,1.0744504,0.8031173,1.4119052,0.91346604,0.89340997,1.1228133,0.94009084,1.4042981,0.968828,1.2286383,0.671281,0.97913074,0.68444705,1.1964415,0.6830539,1.2352773,1.0952548,0.92495924,0.7357508,0.850529,1.3016583,1.3328271,1.493512,1.3845139,1.4803672,1.2981188,1.3162527,0.92576545,0.9608196,0.54110414,0.7913626,0.6506177,1.0958607,1.1188183,1.1557825,1.0402081,1.0525765,1.2903359,1.1089092,1.0156294,1.2750773,0.8641133,1.2323117,1.4276472,0.7616242,1.3963999,1.2521483,0.95731425,0.7640997,1.0142978,0.6717028,0.5073018,0.7622117,0.9248637,0.8094853,0.8401289,1.44346,1.1866368,0.8215946,1.0107927,1.2749686,1.1016018,1.3895223,0.4765116,0.6588181,0.43335313,1.3251352,1.5150522,1.4450015,1.1183302,1.1171689,0.8414684,0.70652544,0.80850697,1.1429739,1.4471431,0.58924437
cup,1.4393667,0.69395244,1.466414,0.6713141,0.73769253,1.0390261,0.80625063,1.4524368,1.4031551,0.34349644,1.3786869,1.486087,1.3318257,1.5760396,1.368757,1.1564052,0.14607179,0.9886355,1.2409288,0.71628845,0.36688852,0.25322974,1.0887979,1.2084213,1.2045171,1.202054,0.5167608,0.98842824,0.7942945,0.5607976,1.2339635,0.8176023,1.221209,1.3225374,1.0295094,0.33356464,1.4414653,0.0,1.2206832,1.2090945,1.2405667,1.4693985,0.9946683,0.59289753,1.4672796,1.0219471,0.8269843,1.2680387,0.8176933,1.3885905,0.37933338,1.2720724,0.6746381,1.0500948,1.1423874,0.5372516,1.3697706,1.1375749,1.0137284,1.2338215,0.48400283,1.4063739,0.57442904,1.4762366,0.9437376,1.5037599,0.86013055,1.3853431,0.5044161,1.0433435,0.82921475,1.5040846,1.142229,0.9069059,1.0020695,0.34902364,0.3862257,0.48130852,0.9521509,0.77908444,0.80101097,1.1234672,1.5558807,1.387325,1.385724,1.0760434,0.9823653,1.1910818,0.79002833,1.214767,0.36694396,0.95533574,1.0227597,0.91490686,1.0012218,0.37502682,0.62448406,0.95523953,0.42652464,0.91739845,1.301715,1.3048972,0.9769145,1.4773201,1.477999,1.5043433,1.2478769,1.3699505,1.2463087,0.518952,0.53646183,1.2792699,1.1590794,0.7763919,0.9277763,0.7844098,1.363404,1.4598184,1.589215,0.42369354,0.57016724,0.3198989,0.8038302,0.64550436,1.0258605,1.3004565,1.182684,0.32663172,0.34631592,1.2871394
deer,0.84489155,1.1138817,1.0563562,1.1630832,1.0446441,1.1108166,0.8948652,1.0062428,1.0306005,1.2475448,1.0289658,1.0028225,0.95960253,1.0499042,1.0182092,1.1200562,1.1906718,0.9161663,0.9457326,1.1204199,1.1981518,1.2414924,0.9162042,0.99053425,0.7790524,0.9090086,1.0750896,0.7277633,1.0941943,1.0666416,0.9291303,1.0599171,1.0134903,0.9126692,0.98727596,1.313714,0.88606966,1.2206832,0.0,0.909551,0.30668938,0.71824247,0.85917646,1.1062636,0.91557896,0.6537876,1.1180884,0.95525885,1.2771969,0.9904499,1.1133946,0.46786916,1.1027734,1.0179394,0.9577496,1.2743737,1.068093,1.0260642,1.125052,1.013729,1.227234,0.99626774,1.1157873,1.059266,0.9964063,1.1145935,1.1244875,1.0171577,1.0566635,1.0743766,0.89505327,1.0785719,1.0992148,1.0584749,0.9363659,1.2535322,1.1728127,1.2627357,1.1772649,1.1094562,1.0812584,1.0960399,1.0716246,1.0882951,1.017506,1.0765082,1.0577066,0.93650687,1.1401031,0.9051232,1.1287785,0.9471703,0.70555484,1.0757879,0.7971942,1.0824494,1.0279872,0.9181576,1.0720439,1.0290521,0.59886646,1.1187519,1.0876229,1.0076903,1.0917068,0.9746753,1.0655075,0.95584714,1.1207371,1.3221037,0.9863397,1.1352336,0.7162571,0.9508663,0.8642285,1.0490162,1.0997254,0.99683183,0.9260668,1.1812134,1.2672148,1.2538277,1.1287415,1.0839118,1.1091965,0.95572394,1.0299201,1.1257062,1.2185612,0.9128049
dish,1.029131,1.1266693,0.9139312,1.1444001,1.0156403,1.0354373,1.0099524,0.65418184,0.83978605,1.2338358,0.8785349,0.77042025,1.1134303,0.8836796,0.7198392,0.77676845,1.2643868,0.31285715,0.84124583,1.0705439,0.9996083,1.2849672,1.190638,1.1016451,1.1948577,1.0669255,1.1958413,1.1390427,1.2631497,1.0713414,1.1581732,0.9983275,0.9989503,1.0923417,0.956685,1.2520297,0.8815821,1.2090945,0.909551,0.0,0.96610516,0.956963,1.1815572,1.2482568,0.9221487,1.1021876,1.199243,0.98441565,1.333977,1.0345042,1.1849645,0.9390172,0.8827102,1.0783755,1.0172868,1.2701018,1.0776478,0.98833096,0.98982334,1.0132134,1.3071024,0.9620929,1.1034193,1.0024147,0.9367301,0.96010643,0.92681247,1.0641404,1.1118815,1.0767084,0.87691563,1.0220592,1.1342955,1.184075,1.0916264,1.2865342,1.3120575,1.3025587,1.2338525,1.0874273,1.0940211,1.2008088,0.8770173,0.8997168,0.7015518,0.9740755,0.93509126,1.1097239,1.3003299,0.8285896,1.281677,0.23937637,1.0778748,1.0967909,1.04952,1.0954463,1.1344237,1.090388,1.2167022,1.0103534,0.590188,0.98720026,1.0357487,0.85604,0.99262744,0.97785395,0.57808137,0.61289203,0.75823313,1.3260909,0.9958915,1.0552933,0.50201267,0.71476936,0.91199386,1.2158716,0.926809,0.8156369,0.63587075,0.980109,1.3556659,1.2682812,1.0906203,1.1801708,0.9563802,0.4623872,0.85121244,1.296263,1.3407586,1.0232526
dog,0.6847831,1.1217401,1.0171616,1.1046746,1.0761696,1.1579285,0.9441519,1.0416414,0.9909246,1.2822058,1.0294255,0.8600129,0.84264237,0.9028792,1.0330318,1.0896162,1.224041,0.9918021,0.97359073,1.1485169,1.1913195,1.2403398,0.99129176,1.065892,0.66833663,0.956845,1.1217424,0.81142807,1.0913597,1.1470547,1.0227839,1.0821689,1.059605,0.82376015,1.0336646,1.3404365,0.8287771,1.2405667,0.30668938,0.96610516,0.0,0.6916063,0.95306146,1.1771305,0.7890945,0.5280361,1.1047196,0.86802393,1.2705395,0.90456843,1.178128,0.17633724,1.212058,0.8977506,0.9534433,1.2546033,1.0357523,0.9958126,1.185153,0.90749514,1.2109184,1.0308937,1.0864693,0.9364881,1.0333292,1.062861,1.1944124,0.9543623,1.1088831,1.093375,0.99011725,1.0075593,1.1222088,1.2136983,1.0061682,1.2547063,1.215024,1.2389057,1.1274424,1.0790673,1.0508268,1.0598435,0.9209976,1.059975,1.0214988,1.1655613,1.1743064,1.0686343,1.1132087,1.0338221,1.1545887,1.0395448,0.69422054,1.1061907,0.7764777,1.0916404,1.0074267,0.9865724,1.0939492,1.0911822,0.6416557,1.0847095,1.1237912,0.87332916,0.979956,0.9485716,1.0624043,1.0361569,1.1205956,1.3018007,1.0419892,1.092763,0.84183097,1.072897,0.91376895,1.1095738,0.94656545,0.91307867,0.91358274,1.1484779,1.2572565,1.2572287,1.1744651,1.0799298,1.0427669,1.0260661,1.0504463,1.1647723,1.2309988,0.94525355
doll,0.6908901,1.186379,0.66763866,1.1594504,1.0524348,1.1699715,0.9851464,0.90491045,0.91504383,1.4691688,0.98079973,0.64848185,0.79162014,0.6837311,0.849246,0.98380613,1.3852344,1.0626118,0.784418,1.4009761,1.1992784,1.4780204,0.8955995,0.9011314,0.9451627,0.8162882,1.3976523,0.97169054,1.1074572,1.2996469,0.81949806,1.2492843,0.8727835,0.7287582,1.1647248,1.4612942,0.5844884,1.4693985,0.71824247,0.956963,0.6916063,0.0,1.0554395,1.3045835,0.71300554,0.9545834,1.1444567,0.80062103,1.1048737,0.7810997,1.3353631,0.7437333,1.3467646,0.9277867,0.7763814,1.3380532,0.5006316,1.0214137,0.9024699,0.81125283,1.3786023,0.6746887,1.005586,0.6505276,0.9949046,0.7725431,1.2895026,0.7332965,1.3550417,1.0650284,1.0337136,0.39378452,0.90650237,1.1431582,1.0249077,1.3563287,1.3528862,1.3583233,0.99915487,1.256434,1.0789481,0.9543529,0.6262448,0.86141616,0.79566896,1.0254301,1.0771315,0.9818989,1.0831171,1.0326902,1.3368276,1.1837386,1.0153936,1.0246196,0.8807223,1.3536916,1.2399722,0.9735931,1.2516638,1.2086234,0.7778932,0.8774458,1.0661016,0.6967076,0.6452659,0.68255985,1.0220544,0.90294623,1.0601925,1.2455053,1.1147583,0.7121978,0.9086031,1.2451005,0.94508266,1.0847011,0.6227677,0.7129179,0.71216905,1.3066919,1.2259786,1.4595313,1.0721946,1.1018572,0.74470574,0.8963422,1.0623895,1.3313179,1.3650863,0.847247
door,1.0800425,1.2806621,1.0171938,1.28841,1.242115,1.1595794,0.87133074,0.93723,0.8898222,0.98350215,0.7448537,1.1869147,0.92722344,1.0515851,1.0684059,1.2102545,1.0222224,1.2185895,0.92969406,1.207331,1.1594615,0.8521322,0.9093062,1.0759419,0.73289347,0.4463979,0.87160766,0.35146743,0.70179725,0.95001984,0.89117736,1.1791053,1.1116138,0.55700994,1.2229975,1.1713691,0.8224385,0.9946683,0.85917646,1.1815572,0.95306146,1.0554395,0.0,0.72859895,0.96564645,0.99611163,1.2285119,0.94505966,1.1182475,1.1318152,1.0665282,0.93817115,1.1299536,1.2774068,0.94131935,1.0496818,1.1196564,0.95864606,1.3076122,0.9386054,0.9326926,1.1229589,1.0005476,0.92402667,1.0114621,0.995478,1.1149315,0.767863,0.7192456,1.1661975,0.8749944,1.1111107,1.0295211,1.0473025,1.0774044,1.1937416,0.8082778,1.135144,1.0806888,1.1159819,0.9413069,1.0112509,1.1018329,1.1122713,1.1519252,1.0870832,1.1240404,1.0530372,0.8602948,1.0497476,0.94339657,1.2128705,0.99846095,1.1452281,0.7441218,0.96950257,1.06799,0.46260142,1.0443374,1.1285417,1.0515406,0.9713854,1.0778185,0.9590352,1.0118936,1.0259649,1.1809838,0.8888036,1.0611418,1.1608686,0.97155297,1.1588423,1.0580342,1.1822314,1.0376092,1.1075432,1.0930464,0.9854157,0.98605573,1.1760249,1.1105331,1.1401609,1.0146959,0.8880416,1.36506,1.1307024,1.0417182,0.7604724,1.0942414,0.45881855
drawer,1.2307045,0.9877689,1.276045,1.0223618,0.96733785,0.98326594,0.6624286,1.3397946,1.2494934,0.57999235,1.1016996,1.3920527,1.2174878,1.3714039,1.3247652,1.0241424,0.74885476,1.065533,0.853884,0.8971186,0.811619,0.56807476,1.0492315,0.96686494,1.1337739,0.8736133,0.67677236,0.88152343,0.776412,0.6826573,0.9143585,0.9207512,1.2633759,1.0171732,1.0765907,0.65778416,1.150042,0.59289753,1.1062636,1.2482568,1.1771305,1.3045835,0.72859895,0.0,1.3885021,1.0581998,0.953535,1.2223709,0.7728959,1.2811853,0.90383863,1.1868427,0.87567145,1.1723435,0.9819831,0.7810907,1.1706908,1.1428789,0.9970933,1.1837537,0.58647835,1.2071064,0.7693683,1.2732254,0.95948434,1.2385302,0.74411225,1.0363493,0.73208797,1.1367555,0.8202843,1.352175,0.92739683,0.8589486,1.0345626,0.83499205,0.46095693,0.7343196,0.8821969,0.8656598,0.7154759,1.1156647,1.3709139,1.2593343,1.1836557,0.96772677,0.9242388,0.8731924,0.6365871,1.1901745,0.6767873,1.0589871,1.061894,0.96665543,0.7980099,0.6902586,0.8135292,0.6937034,0.85023904,0.9393952,1.1069063,1.1354156,0.95642406,1.3845868,1.2417755,1.2181107,1.2954539,1.2557735,1.2763941,0.6065346,0.7967366,1.1039119,1.0428894,0.84748155,1.0001297,0.9687554,1.2623131,1.3787781,1.4030638,0.77730894,0.72449136,0.778595,0.87996733,0.6151751,1.1563847,1.1706246,1.2341046,0.5270927,0.56870484,1.0653607
