,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
plant,1.0537435,0.92067593,0.68343014,1.2118628,1.2649282,0.8313056,0.68488383,1.2668142,0.70154,1.2410371,1.3174775,0.815706,1.2652436,1.4344964,1.0111903,1.3417828,1.2764213,0.9604392,0.54472816,1.1141338,0.82303065,0.8247307,1.0098,0.8276602,0.9235494,0.722079,1.1837354,0.96804404,1.1038752,1.2062399,0.6006854,1.1930162,1.1623574,0.9356883,1.3314596,0.93977314,1.1565934,1.3255744,1.1542141,0.7570616,1.1565363,0.7311102,1.0394181,0.69575435,0.8534497,0.7656204,1.2370363,1.1270283,0.8675534,1.0755682,1.0228561,1.1021309,1.0659186,0.9213417,0.17712164,1.1493276,0.96282643,0.93046796,0.9457094,0.88633764,1.1191165,1.0772882,1.0186597,1.1198792,0.89986545,1.323834,0.9621704,1.0982138,1.2950681,1.0183043,1.3810608,1.1465547,1.0036569,0.52312016,0.9045383,1.0191983,0.99381214,1.3639276,1.1270652,1.1126515,0.8624918,1.0108335,0.87864166,1.1598549,0.71192884,0.9671385,1.112682,1.3316741,1.3809845,1.2570932,0.84186697,0.90017533,0.9815395,1.0487494,1.2170353,0.0,1.2266636,0.9963627,0.69490933,1.0768268,0.75648624,1.0943704,0.8681183,0.4250983,1.216327,0.8622085,1.2847376,1.1518257,1.1737032,1.0506682,1.2576683,0.8456899,1.1234891,0.7553088,0.8608242,1.1247039,1.1051515,0.7140625,0.8593456,1.006584,1.2124586,1.2749505,0.7310525,1.0127105,0.8924579,1.1527445,1.0684165,0.8529722,0.9793107,0.50446486,0.73069125,0.8911427,1.0174702
plate,1.019353,1.1434721,1.2027545,0.5862737,0.8027109,1.0812628,1.1180704,0.712109,1.0509193,0.56040967,0.8038032,1.247882,0.9257654,0.78873646,1.1403883,0.91063654,0.7429062,0.88403785,1.1591974,0.095691085,1.1537831,0.9773769,1.0700176,0.9949855,1.1401341,1.2154977,0.9152311,1.1044105,1.1438712,0.9969957,1.1393322,1.1372509,1.0823711,1.11521,0.75359476,0.8046154,0.7627163,1.1216971,0.88060325,1.2308375,0.8514405,0.96478283,1.0743155,1.1955552,1.2376435,0.9507476,1.1214893,1.1632283,1.1065481,0.8867187,1.2559736,1.1024219,1.2845718,1.2105384,1.2220106,1.2471744,0.9180201,0.95601803,0.82188696,1.3458354,1.104516,1.0466365,0.79769194,1.1531339,1.065063,0.88682824,1.3329746,1.132999,0.9234647,0.69868666,1.0439425,0.5495646,1.1940241,1.0758454,1.218569,0.55828536,0.7400527,0.9102719,1.06134,1.0473725,1.2796159,0.78969073,1.2325804,1.2410905,1.127309,1.0784886,1.0862758,0.9952397,0.88483584,0.77234626,1.1822641,0.9509818,0.9875818,1.2791158,0.96043265,1.2266636,0.0,1.0617335,1.1509874,1.0675923,1.3053076,1.1081797,1.1670101,1.1741071,0.9108572,1.0740018,0.960902,0.96114403,0.34644198,0.5467742,0.7063726,1.2689506,1.0205253,1.2056258,1.1844659,0.3596077,0.35470575,1.2728528,1.2237592,1.0262979,1.0017085,0.633272,1.060773,1.352745,1.2555629,0.5312435,1.0327003,0.9734649,0.7202827,1.0941867,1.1839166,1.3097312,1.1562895
pony,0.4381951,1.1581953,1.1103187,0.9593874,0.83186555,1.0683459,1.2492894,0.9926161,1.1985546,1.0300801,0.74892974,1.3644994,0.8777141,0.89328074,1.0599327,0.7790667,0.98291373,1.0370922,1.2481778,1.0804535,1.072129,1.0540336,0.96709454,1.193517,1.1740738,1.3052491,0.9555169,1.3315157,0.35426378,0.8155691,1.1534326,0.7470139,0.9316859,1.1481639,1.075826,0.97528243,1.0294368,0.73526657,0.9276385,1.4075549,0.7967074,1.244959,0.080827236,0.8240656,1.0200633,1.1276917,0.690974,1.146235,1.2671701,0.6899851,1.2395754,0.8433757,1.2885468,1.1158092,0.9200216,1.3021508,1.3311591,0.9958824,0.98538584,1.3373455,1.0534801,0.9852929,1.1384706,0.94023323,1.1417896,0.98005104,1.3662711,0.1918962,0.86302006,0.97043157,0.8425278,1.1657112,0.6865376,1.1791289,1.2669764,1.0625775,0.9505927,0.86207676,0.9890983,1.0236118,1.3097519,1.1867391,1.2879308,1.0977914,1.0952404,0.87064826,0.69858515,0.70938534,0.9589041,0.8282007,1.4157245,1.287632,1.2365069,1.1094104,0.82408017,0.9963627,1.0617335,0.0,1.0196975,1.0239904,1.3318237,1.1117144,0.80408317,0.9533386,0.9860142,1.0858831,0.7724503,0.9203735,1.0017507,1.051637,1.0296613,1.4088378,0.76254195,1.2253132,1.0957893,0.9986313,1.173667,1.1105634,1.3011055,0.84293616,0.7717451,0.62925786,1.2738562,1.3044822,1.2566644,1.0894827,1.1410359,1.110308,1.0046498,0.7529075,1.1395208,1.3470244,0.89611286
pumpkin,1.2272277,0.86521006,0.037502885,1.2488132,1.2131522,0.77905065,0.6631968,1.2364886,0.60241175,1.1570518,1.3388757,0.8351466,1.2164053,1.4214511,1.166047,1.3151965,1.2046294,1.1568726,0.5123497,1.0505493,0.91658777,0.19335252,1.0444081,0.76753163,1.0773284,0.67002463,1.1121608,0.9754526,0.98331654,1.1864728,0.79163843,1.2624817,1.1351305,0.98906994,1.3642876,0.95215786,1.2408154,1.3326375,1.1539886,0.7048006,1.2170588,0.65604526,0.9864837,0.58596087,0.8895206,0.8387467,1.2230052,1.1126591,0.5838641,0.98816705,0.9896483,1.2264493,0.9844395,0.9212916,0.7017559,1.115358,0.9907321,1.1920072,1.0378513,0.761229,1.013456,1.1346532,1.1665249,1.2129735,0.93708414,1.2572702,0.78720695,1.0920553,1.3491654,1.0545697,1.3345109,1.1133314,1.1550262,0.63383335,0.9013609,0.98532414,0.997018,1.3718092,1.1137569,1.012999,0.760131,0.926826,0.86752754,1.1150386,0.03771639,1.2365776,1.0159234,1.3590207,1.371342,1.3817999,0.7350097,0.77929306,1.0116463,0.8464228,1.1680994,0.69490933,1.1509874,1.0196975,0.0,1.0303149,0.6608978,1.1558259,1.0474943,0.6299388,1.1551561,1.0076418,1.3085539,1.2812059,1.1272683,0.9495801,1.1951609,0.6427968,1.1435792,0.7401322,0.9969339,1.0869874,1.0546938,0.76115406,0.927643,1.2347753,1.2738478,1.3693871,0.609527,0.88478476,0.7089956,1.1300348,1.0207901,0.93193203,0.6688958,1.075464,0.77315485,0.7072462,1.1050767
purse,0.94718426,0.8533129,1.0563173,1.0057504,0.9089357,0.97740316,1.0983754,1.0422215,0.9960362,1.0715654,0.9436387,1.0458759,0.9117684,0.6767762,0.95454466,0.69320124,1.053697,0.87053436,1.2260908,1.0241735,0.8807454,1.0963101,0.96022046,0.98966724,1.0985119,1.1433609,1.0118831,1.018563,1.083079,0.8397577,1.010873,0.98510915,1.0105107,1.3431236,0.9919302,0.9459399,0.88392234,0.79821646,1.0047629,1.1835417,1.0393144,1.083962,1.0054265,0.85478616,1.1341205,0.9300015,0.864109,0.8784488,1.1810261,1.0398897,1.0010203,1.1045952,0.9668567,0.9839309,1.0300366,0.97880334,1.1271368,0.9968679,1.0896307,1.1397854,0.5649209,0.9732507,0.9551236,1.0429173,1.0844134,0.9016791,0.8128461,0.97820926,0.92999566,1.0803047,0.6915368,1.0616803,0.97695893,1.2334434,1.0216069,1.0902959,1.0566629,0.737766,0.9667729,1.0347128,1.2297082,0.8525568,0.90859807,0.9934436,1.0319018,0.8321262,1.0322998,0.88948476,0.65569484,0.95976895,1.0393502,0.9960171,1.0399785,0.67178506,1.0374802,1.0768268,1.0675923,1.0239904,1.0303149,0.0,1.0785472,1.0362183,1.1365495,1.1161633,0.8331716,1.0020633,1.0047123,0.84141636,0.9756411,0.9980245,1.0327184,0.984875,1.2243516,1.2305143,0.9283853,1.0439355,1.0865431,1.088538,0.99421954,0.8360609,0.98821366,1.0195078,1.0939476,1.0570267,1.1954366,1.0797343,0.68943346,0.9341678,0.94355613,0.98893505,1.0318975,1.0615942,1.110162
radio,1.471741,0.9268931,0.5652464,1.4028132,1.4961797,0.86429405,0.67083025,1.3661805,0.664397,1.3436288,1.5221622,0.24335313,1.3211027,1.5484018,0.8948854,1.4312553,1.390799,1.0687364,0.52182525,1.1739593,0.69597524,0.802245,0.98849404,0.76729214,0.6661582,0.36126208,1.1990731,0.7056018,1.2000098,1.29584,0.6587478,1.318819,1.2562323,0.7703613,1.3025372,1.0666835,1.2399201,1.342342,1.3089395,0.36000907,1.4046834,0.6486602,1.2982817,0.8800353,0.89552134,0.73627865,1.358717,0.78855765,0.6488596,1.2151823,0.48966372,1.1319562,0.700194,0.6757889,0.83649206,0.53809667,0.7252485,1.0769025,1.2301953,0.29700744,1.0186445,1.1625744,1.1707795,1.107605,0.7480409,1.363819,0.41865122,1.4131609,1.451645,1.2460592,1.3545833,1.2040062,1.1614128,0.64132833,0.5586136,1.250474,1.1601871,1.4943002,1.086301,0.96624583,0.45637882,0.96195555,0.5664673,0.8764546,0.6250107,0.96180594,1.2461623,1.498215,1.363938,1.4890475,0.3750509,0.8230581,0.83940554,0.65206563,1.3920772,0.75648624,1.3053076,1.3318237,0.6608978,1.0785472,0.0,0.90971184,1.0802691,0.6773062,1.3218964,0.8468469,1.4587321,1.2538681,1.4022579,1.1360068,1.3634363,0.28929067,1.180688,0.4916318,0.999901,1.139319,1.1922915,0.42758226,0.54865915,1.1852851,1.4092607,1.5819587,0.58132637,0.55468297,0.51722574,1.3285631,0.89007425,0.92014146,0.95296615,1.1653252,0.55623275,0.39149034,1.1404787
raisin,0.99363047,1.0161089,1.0470604,0.98008806,1.0797513,0.8401891,0.9707446,0.6848708,1.2113485,1.2657809,1.149446,0.86641634,1.1902802,1.0543282,0.90863127,1.1197472,1.1750351,1.1448674,1.0902749,1.0709823,1.0850167,1.0305152,1.213079,1.0336528,0.7510638,1.1328319,1.1099018,0.5314163,1.0986452,1.246846,1.1549232,1.0217811,1.0977947,1.0396303,1.0466275,1.0994002,0.88374496,1.0179547,0.888433,0.8852625,1.2310944,1.063597,1.0663902,1.1036013,1.3428688,1.199909,1.1001736,0.8298485,0.8352955,1.1605196,0.6054419,0.8749453,0.84405506,0.71815276,1.1097978,0.7383051,0.9479363,0.79137397,0.9666703,0.85316336,0.89511526,1.0729866,0.7856107,0.88712627,0.7566968,1.0070106,0.7659175,1.106264,0.97405106,1.045549,0.9593019,1.1137568,1.0697607,1.2553818,1.0852451,1.0029407,1.129508,0.87466925,0.94802755,1.0253097,0.8646127,1.1110675,0.9960738,0.72876406,1.073122,0.98366743,1.065339,1.0704849,0.8747722,1.0447307,1.015134,1.1465157,0.43706298,1.1235478,1.0632062,1.0943704,1.1081797,1.1117144,1.1558259,1.0362183,0.90971184,0.0,1.198365,1.0399461,1.0832856,0.9242554,1.0108197,1.0673163,0.9450824,1.344198,1.1585981,0.9038385,1.0829101,0.98132217,1.0719824,0.99622023,1.0962172,0.94805515,0.6139566,1.0860579,0.9445185,1.1951287,0.86012167,0.6951083,0.8848882,1.1031643,1.1220005,0.82845056,1.2408352,1.113838,1.307572,0.8937005,1.2013855
refrigerator,0.9754718,1.1037664,1.1339219,1.0188376,0.96948195,1.2245151,1.2683249,1.1320975,0.98545206,0.9087046,0.7825006,1.1428976,0.72806567,1.045982,0.7961509,0.9285069,0.94870335,1.0889452,1.0283599,1.2185006,0.82720906,1.1533678,0.5826304,1.2023612,1.1620475,1.0648886,0.8361417,1.3274624,0.80115545,0.60600746,0.9648629,0.44132113,0.872724,0.97944677,1.0172664,1.01221,1.1307819,0.69692683,1.0949851,1.3212035,0.64453065,1.1072025,0.8591084,0.95892537,0.45351213,0.878109,0.7968935,1.2361567,1.2479252,0.9112269,1.2619874,0.8237571,1.2082973,1.2764231,0.89397895,1.2671069,1.2994611,1.2425587,0.98907065,1.2278544,1.1331751,1.1006593,1.2593317,0.912379,1.2044481,1.0889452,1.297401,0.73388565,0.889194,1.0000414,0.9976091,1.1579978,0.4516089,0.8246039,1.0403932,1.0030982,0.8176463,1.0121717,1.1362,1.130299,1.2288954,1.095046,1.2556263,1.110832,1.1155348,0.5516808,0.93834895,0.85857594,0.9885481,0.9710525,1.2930591,1.1953106,1.2856326,0.96225923,0.9737949,0.8681183,1.1670101,0.80408317,1.0474943,1.1365495,1.0802691,1.198365,0.0,1.0539328,1.0850474,1.2140177,0.82095253,1.0790094,1.1894416,0.88067704,0.96528566,1.3145653,0.8202434,1.1430477,1.1170337,1.1323198,1.2001456,1.0260956,1.2457327,0.739202,0.83128643,0.6904609,1.3086741,1.3040245,1.2877171,1.1376958,1.0190474,1.2683794,0.9848697,0.8253513,0.8066208,1.3329201,0.49890453
rooster,1.0378871,0.8971295,0.6043171,1.2661967,1.3223598,0.779115,0.62471414,1.2357605,0.7189654,1.2183044,1.4012976,0.79166424,1.3518041,1.4863646,1.0392911,1.4228883,1.2639099,0.99304694,0.57029366,1.0711541,0.9216732,0.71250075,1.1576191,0.7661381,0.8131082,0.71168196,1.2192476,0.884473,0.9909588,1.3189098,0.5731052,1.2922785,1.1868911,0.8401794,1.2617849,0.89173543,1.139789,1.41704,1.0705078,0.6454545,1.2610693,0.732971,0.9658983,0.6903327,0.9970229,0.85472435,1.2516924,1.0638068,0.782758,1.075714,0.8763725,1.1274531,0.9973751,0.6959729,0.60167766,1.0997716,0.8665035,0.85553145,1.0095836,0.7850198,1.1242437,1.074532,1.0178719,1.070003,0.7908515,1.2936587,0.77964026,1.1107109,1.3259757,1.0782859,1.363043,1.1477579,1.1684959,0.5279745,0.93736327,1.1187583,1.1068505,1.3812821,1.039788,1.0123271,0.70878285,0.94828653,0.79860395,1.0837036,0.64299965,1.0802443,1.0113525,1.4331049,1.4303348,1.3152349,0.7761142,0.9148749,0.98148185,1.0603974,1.2166655,0.4250983,1.1741071,0.9533386,0.6299388,1.1161633,0.6773062,1.0399461,1.0539328,0.0,1.1965358,0.76886135,1.3468933,1.2228727,1.1489335,1.0754539,1.2498267,0.71651757,1.1202581,0.7089737,0.9267629,1.1268716,1.0833919,0.5359321,0.7925174,1.1610016,1.2741272,1.3639736,0.6371088,0.8237971,0.7251053,1.1651964,1.0516675,0.8264786,1.0146513,0.9554644,0.7713301,0.76262075,1.1570115
scarf,0.72082,1.0586,1.2064781,0.9959587,0.8831416,1.0768601,1.1966916,0.77527195,1.1921817,0.9205031,0.7151874,1.2560906,0.8277919,0.47110713,1.1485254,0.5907689,0.8478715,0.9921601,1.2745637,1.0496491,1.1976197,1.132441,1.0417671,1.1346953,1.0854756,1.2886025,0.9286065,1.1095173,0.7883604,0.97238016,1.0451814,1.0298187,0.68944144,1.1121572,0.8283248,1.1822869,0.7543921,0.81080765,0.68409467,1.2413074,0.9378206,1.3947058,0.95281255,1.1557604,1.1535001,1.3082964,0.7996413,0.9636355,1.277235,0.77430177,1.1810806,0.98663515,1.1914704,1.1051972,1.158694,1.0980973,1.1094234,0.8049034,0.98132944,1.2037617,0.98210675,0.7587369,1.0519534,0.9263011,1.0726188,0.88393396,1.08892,0.88185596,0.7395164,1.0686463,0.74954855,1.0171189,1.0953144,1.2960312,1.1696142,0.9948591,1.0795834,0.6802777,0.98312825,1.1441149,1.2449671,1.0607896,0.9046129,1.057173,1.1904463,1.0581229,0.4897285,0.64950705,0.70346355,0.6721937,1.2530739,1.157497,1.0994089,1.0873417,0.43072677,1.216327,0.9108572,0.9860142,1.1551561,0.8331716,1.3218964,1.0832856,1.0850474,1.1965358,0.0,0.97198826,0.79938716,0.78680825,0.9136744,1.089323,0.8481053,1.2845919,0.74740005,1.1263964,1.0546069,1.1741588,0.9975578,1.2914361,1.226998,1.0132271,0.89425623,0.83685035,1.168113,1.2729015,1.1651525,0.94544566,1.0295093,0.9877702,1.0279993,0.9776843,1.2868975,1.1423367,1.0116587
scissors,0.92330545,0.9671338,0.9946503,1.0609558,1.2308238,0.99911773,0.93579406,0.8279517,0.8553915,1.2479275,1.2901809,0.84323686,1.233372,1.1575361,1.0793874,1.1096426,1.2231392,0.95473593,0.94331074,1.0756222,0.91104114,0.94125015,1.1436236,0.99008363,0.23103529,0.9417739,1.2027612,0.91719973,1.1609325,1.2258823,0.4550423,1.2827324,1.2585998,0.9645647,1.1104523,0.9474621,0.9808188,1.2818651,0.74729633,0.6069858,1.205196,1.0154601,1.0900464,0.9538542,1.0794837,0.88693106,1.2417631,1.0385205,0.9520768,1.1549854,0.9488893,1.17459,0.99942464,0.82848763,0.9452325,0.90353596,0.3892492,0.29955763,1.0389417,0.92154175,1.0667591,0.8714129,0.9085841,1.1624825,0.8868413,1.1811526,0.93231094,1.2621859,1.2525442,1.0549805,1.2267482,0.893094,1.1279374,0.8513818,0.98050904,0.970898,1.1315323,1.2360197,0.9959495,1.0994042,1.0045828,1.0635364,0.32592225,1.0816455,0.9476047,1.0460962,1.024649,1.2397755,1.2599349,1.0661303,0.693527,0.8196641,0.7731388,0.93273675,0.96581155,0.8622085,1.0740018,1.0858831,1.0076418,1.0020633,0.8468469,0.9242554,1.2140177,0.76886135,0.97198826,0.0,1.3410227,1.0165364,0.9408612,1.149047,1.2177014,0.8097187,1.1203505,0.90529686,0.9360847,0.96320295,0.8983843,0.7996099,0.9675515,0.95207256,1.29957,1.2764682,0.87876695,0.9861308,0.8656981,1.0129179,1.0144873,0.76541054,0.9276052,1.1255829,0.7966023,0.778001,1.2518187
shirt,0.68130946,1.188988,1.3847237,0.75858986,0.47619122,1.3408558,1.4510815,0.9636464,1.360271,0.7674523,0.46126223,1.3997885,0.5508747,0.37683105,1.0087823,0.6498334,0.6211496,1.06651,1.436969,1.0909313,1.2481996,1.3360503,0.9332093,1.3972253,1.3320049,1.4274707,0.8010901,1.3909256,0.77149856,0.61713576,1.3340534,0.54269874,0.3732906,1.206146,0.8357912,1.164113,0.8996334,0.50980616,0.9807346,1.5665101,0.5671198,1.4388127,0.76908875,1.2203189,1.0136508,1.3437238,0.32479858,1.0927727,1.386565,0.75715584,1.3037212,0.49262977,1.2072848,1.4317228,1.2431166,1.1970139,1.3813915,1.2502462,1.0990652,1.3831067,1.0689348,0.99307096,1.2443763,0.6490186,1.1476339,0.6677455,1.3905852,0.60426474,0.21598,0.97770655,0.49171913,1.0448493,0.8128034,1.3624771,1.3625846,1.0611199,1.0238838,0.6815698,0.96796536,1.0569556,1.3662639,1.2448157,1.4686425,1.0275638,1.3760588,0.93062574,0.7644402,0.16781116,0.5706304,0.6586621,1.5145198,1.2709615,1.3359104,1.2733026,0.6819812,1.2847376,0.960902,0.7724503,1.3085539,1.0047123,1.4587321,1.0108197,0.82095253,1.3468933,0.79938716,1.3410227,0.0,0.9057267,0.8869604,0.9912156,0.67470056,1.5526416,0.7445389,1.3548964,1.1453258,1.1578012,1.070271,1.4322305,1.3898423,0.92226934,0.13515079,0.55835336,1.498027,1.3055701,1.3994389,0.88118124,1.1762804,1.3917234,1.175312,0.88635457,1.2915223,1.4266329,0.6809399
shoe,0.75381196,0.94520164,1.3179145,0.81738544,0.8177581,0.88267684,1.1950667,0.7250057,1.1910937,1.0464132,0.8421966,1.2841865,0.9326043,0.55781806,0.8323762,0.6297197,1.0032458,0.81529737,1.2222184,1.0342296,0.9393275,1.2345876,1.0676292,0.98986745,1.0891052,1.3770318,0.9564903,1.1721987,0.951391,0.9372517,1.131844,0.97669977,1.0208457,1.2417324,0.46464056,1.0907295,0.92180145,0.83106345,0.770517,1.3320999,0.9387019,1.1767845,0.91500074,0.92249006,1.2436678,1.1300696,0.85474914,1.0411127,1.3324726,0.9145385,1.0566312,1.0231178,0.9937202,0.92714,1.0777273,1.1039358,1.1062249,0.79692566,0.92370427,1.3139005,0.75190336,0.8374207,0.8295194,0.9723387,1.0124792,0.6638446,1.1280307,0.8300146,0.9064597,0.8704306,0.766617,1.0090855,0.89713454,1.3674018,1.2794337,1.036777,0.84270024,0.5289483,1.0201509,1.0403608,1.3020469,1.160134,1.2136441,1.0453889,1.3170927,0.93833303,0.7886783,0.65876603,0.8369289,0.55440056,1.3139043,1.2270968,1.0802628,1.0809717,0.73927295,1.1518257,0.96114403,0.9203735,1.2812059,0.84141636,1.2538681,1.0673163,1.0790094,1.2228727,0.78680825,1.0165364,0.9057267,0.0,0.99996763,1.1405759,0.985904,1.1936908,0.81896687,1.3148097,0.77879655,1.0759506,1.0652914,1.1912117,1.1906196,0.8608397,0.939843,0.8272447,1.1240942,1.1240797,1.22226,0.9611537,1.0761663,0.83092606,1.1205955,0.88752466,1.2128763,1.2115564,1.124166
shovel,0.905222,1.0747181,1.1691408,0.3382104,0.7374996,1.1287622,1.1554296,0.50120705,1.0221604,0.7536968,0.867844,1.3710626,1.0132207,0.77561116,1.152286,0.9593782,0.91022754,1.0024945,1.064254,0.34025198,1.2509145,0.9438207,1.0991772,0.94736916,1.0820882,1.3321881,1.0837051,1.0714978,1.1762724,1.0375371,1.1845715,1.0778832,1.0150425,1.2261641,0.7669601,0.89575404,0.58210856,1.1328925,0.8536927,1.2265539,0.92410564,0.87687624,1.0119075,1.0789871,1.3038781,1.1115484,1.0344148,1.2090302,1.1767607,0.94566506,1.315379,1.067431,1.3216195,1.1871552,1.1863766,1.3223861,0.86934596,0.8617507,0.71976423,1.4350297,0.96351886,0.99137264,0.61222804,1.1331626,1.035262,0.8366219,1.354494,1.0844992,0.8649663,0.53953916,0.9830616,0.5134246,1.1630114,1.1635212,1.3684802,0.36514354,0.8062794,0.8342172,0.9975323,1.1337458,1.3595514,0.77979493,1.2159941,1.2268938,1.1031585,1.182042,1.0417098,0.930998,0.90522105,0.8246234,1.2027156,0.88418174,0.8654245,1.4147041,0.98669565,1.1737032,0.34644198,1.0017507,1.1272683,0.9756411,1.4022579,0.9450824,1.1894416,1.1489335,0.9136744,0.9408612,0.8869604,0.99996763,0.0,0.79050887,0.8823577,1.367202,1.1254745,1.2413307,1.1587152,0.5530376,0.38843644,1.3627956,1.2455033,0.9627602,0.91351444,0.7329317,1.0372906,1.3700631,1.3313863,0.44278228,1.061714,0.91265756,0.9281422,1.0933182,1.2320985,1.3565768,1.1921741
sink,1.170082,0.9680507,1.0096831,0.95719033,0.8769921,1.0842031,1.0467521,1.1179286,0.8994333,0.1887536,0.71261704,1.1118214,0.739793,0.9935165,1.0318696,0.93901557,0.4808637,1.023891,1.080522,0.61158824,1.1700529,1.0380496,0.952911,0.9753291,1.2294953,0.9930367,0.57701117,1.3006761,1.0217757,0.6672747,0.9804692,1.0058901,0.92676735,0.9130307,0.9640894,0.8577782,1.1013876,1.01145,1.1948435,1.1797552,0.65958685,0.93794715,1.0670214,1.1312664,0.78132796,0.79447347,1.1119132,1.2773622,1.0630084,0.91466844,1.2539266,1.1517098,1.2112864,1.2549862,1.0911787,1.323894,1.0778624,1.2577407,0.96852875,1.2317938,1.1273988,1.0458863,1.1851604,1.2115917,1.2603285,1.1158249,1.2588198,1.0999527,0.97087324,1.0108258,1.0641018,0.73195493,1.0689571,0.6821381,1.1081978,0.81663835,0.9046761,1.1535167,1.1493185,1.0545576,1.1846824,0.76067674,1.1669431,1.2510047,0.974675,1.0075885,1.1637641,1.063709,0.9351184,1.0154159,1.0711173,0.9278105,1.2400919,0.9323665,1.0801305,1.0506682,0.5467742,1.051637,0.9495801,0.9980245,1.1360068,1.344198,0.88067704,1.0754539,1.089323,1.149047,0.9912156,1.1405759,0.79050887,0.0,0.4481539,1.0965118,0.9334277,1.1360154,1.0193955,0.72256684,0.70853305,1.0680897,1.2480912,0.76668096,0.9838318,0.7688052,1.0521033,1.2795291,1.2470312,0.8444834,0.83777493,1.1541339,0.66892546,1.0689259,0.71534956,1.1736546,0.9368412
slide,0.88410854,1.1319599,1.2480218,0.80324507,0.71607906,1.1706891,1.1791568,1.0205091,1.2006001,0.25472456,0.408974,1.2363535,0.44950157,0.7040522,1.1334038,0.7442356,0.06345636,0.94538003,1.2617784,0.87560433,1.2312434,1.2512648,1.1279473,1.1448374,1.2479696,1.2206113,0.23658586,1.2900692,0.916055,0.6275714,1.21034,0.8748499,0.7785828,0.9353976,0.8060826,1.1140226,1.0642705,0.72460365,1.0265592,1.3082635,0.46866506,1.245893,1.0162959,1.3581742,1.0145981,1.1793635,0.90107214,1.2234861,1.2831428,0.8311649,1.2102762,0.9339067,1.228553,1.2778391,1.265734,1.2538791,1.2671821,1.171981,1.0235635,1.2861128,1.2978718,0.8877137,1.1692884,0.98055387,1.1451267,0.98341393,1.297801,0.90871876,0.5546991,1.0310693,0.75625986,0.95552456,0.9624625,1.0916412,1.2343937,0.9848334,0.96646166,0.9720863,1.110252,1.1504964,1.1686517,1.0948164,1.3164039,1.2011595,1.2424772,0.93486506,0.9859294,0.7019286,0.6266199,0.7295878,1.2638003,1.2138096,1.2662284,1.2283926,0.75716776,1.2576683,0.7063726,1.0296613,1.1951609,1.0327184,1.3634363,1.1585981,0.96528566,1.2498267,0.8481053,1.2177014,0.67470056,0.985904,0.8823577,0.4481539,0.0,1.2877839,0.7190277,1.1861938,1.1647056,1.0556775,0.98759943,1.2599853,1.2310274,0.8719085,0.6798719,0.5843775,1.2506301,1.3053458,1.2080253,0.9597787,1.1551175,1.1947372,0.79818404,0.9988606,1.0588324,1.2393271,0.89307016
slipper,1.5293696,0.7612045,0.49422246,1.4584832,1.3628662,0.7628858,0.49938446,1.3625013,0.68095475,1.3155377,1.5692971,0.28373575,1.3709415,1.5425063,0.9676586,1.4252965,1.3074639,1.0630839,0.5454705,1.1217611,0.82563907,0.69664955,1.1415398,0.7260461,0.6770416,0.36729062,1.2075806,0.5374025,1.3522404,1.4030211,0.71396655,1.4655933,1.3037827,0.67903614,1.3000562,0.9887948,1.2593524,1.4231976,1.2504251,0.19487143,1.5359907,0.6230015,1.3957525,0.9117897,1.0456029,0.78504837,1.477603,0.80225086,0.47069007,1.3448333,0.4506079,1.3240424,0.54154825,0.5658547,0.9151682,0.5019864,0.64800817,1.0830337,1.1944774,0.275077,0.9345954,1.0821114,1.082631,1.2248813,0.776322,1.3255334,0.3574459,1.5116376,1.5099468,1.2710993,1.3159163,1.0740957,1.3257134,0.68735063,0.51388437,1.2552451,1.2452171,1.4641267,1.0211068,0.8300506,0.30141544,0.9048152,0.47193515,0.8807638,0.56446946,1.1787388,1.299601,1.5631672,1.2950379,1.541846,0.24293953,0.66249675,0.69275737,0.5953928,1.3969195,0.8456899,1.2689506,1.4088378,0.6427968,0.984875,0.28929067,0.9038385,1.3145653,0.71651757,1.2845919,0.8097187,1.5526416,1.1936908,1.367202,1.0965118,1.2877839,0.0,1.3110343,0.47699767,0.76165694,1.1057851,1.0989381,0.5296654,0.40972662,1.2892078,1.4612,1.6957558,0.50970143,0.36662424,0.3706019,1.2485923,0.7949152,0.8672409,0.90232575,1.247063,0.6460888,0.26796997,1.3157701
