,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
soup,1.0967937,0.87835145,0.86563885,1.0119169,1.1521275,0.8551799,0.9854956,0.8618503,0.9417091,0.94972426,1.0604942,1.1801703,1.0467075,0.92835474,1.1994872,1.0709456,1.1566753,1.0317236,0.9128599,1.0488243,0.821153,1.0936705,0.7692428,1.0558946,0.9041917,1.0447153,1.1047,0.8634907,1.1012801,1.0804255,0.9843665,1.0530993,1.1390971,0.28786838,1.002266,0.88282293,0.9899205,1.0898707,0.79744923,0.9528537,1.191339,0.96806645,1.0342497,0.8389926,1.0355263,1.0588076,1.051578,0.99910975,1.1706951,1.0472076,0.85474825,1.1127412,1.0779489,0.96260804,0.96610665,1.1496619,0.9752213,0.9478949,1.0531733,1.0468804,1.1128402,0.97562546,1.0423367,1.0132687,0.8330926,1.0853134,0.89136857,1.0161241,0.98484975,0.9842755,1.0384827,1.2474316,0.91497606,1.200861,0.88773495,1.0842166,1.0424219,1.0388116,0.8615081,1.0649933,1.0217394,1.1704838,0.8453469,0.83599246,0.9906733,1.0448062,1.108582,0.9060869,0.7669829,1.0801032,1.107615,1.1630964,1.1216445,1.088279,1.0059801,0.95536673,0.79825515,1.1140321,0.9414037,1.1893595,0.8232172,1.0191307,0.7385956,1.0577098,1.0913334,1.1700448,1.1138729,1.0097233,1.0972716,0.9330274,1.2031487,1.1124038,1.1419945,0.8718747,0.937454,1.0549364,0.9398273,1.1032639,0.8999507,0.9911928,0.0,0.8386528,1.013507,0.92979413,1.1419747,1.1770234,1.0230491,0.6042658,1.0342163,1.021954,0.98857117,1.012974,0.9893994,0.9443734,1.1394495,1.1533456,0.91032636,1.02964
spoon,0.98792017,0.75911236,0.70933855,0.9673943,1.2151201,0.89896035,0.83922577,0.71391886,1.0119035,1.0492927,1.0516298,1.280601,0.69337213,0.6481739,1.2932366,1.215929,1.3299341,0.91789836,0.9485859,0.91013527,0.597473,1.2001975,0.7671453,0.72460854,0.9343693,0.8532345,1.2809328,0.8885271,1.3290045,1.1497686,0.791831,1.236269,0.9503484,0.8063697,1.1201391,0.8034403,0.8556629,1.3226962,1.0925153,0.6056858,1.3632877,0.91861266,0.8840728,0.9295697,1.1826653,1.1135736,1.1518848,0.9388706,1.2260854,1.0547338,0.9110531,1.2424684,1.222439,0.9769701,0.8099491,1.000156,0.19357896,0.75338197,1.085107,1.096587,1.2880352,0.95022684,0.95711577,1.1279027,0.85162425,1.2494209,0.74770296,1.0778034,0.992176,1.1963632,1.0788491,1.3545254,0.9106146,1.2678549,0.42132562,1.0495679,0.7999803,1.2028387,0.8929871,0.957343,1.1562166,1.2449223,0.9708142,1.1610829,0.9223772,0.7745801,0.88228637,1.1198851,0.8686433,0.9170028,1.3066052,1.3054959,1.1134561,1.2138498,0.5736413,0.6008977,0.6091586,0.8504211,0.9970938,0.9152435,0.5393549,0.99437004,1.0019175,0.98603404,1.1046791,1.0824106,0.9290636,0.96228963,1.2331928,0.8047539,1.3179106,1.21017,1.233323,0.5964274,0.9195763,1.0669389,0.8054091,1.2373894,1.0460511,0.9811852,0.8386528,0.0,0.83696485,0.7963799,1.1375008,1.2605642,0.9774644,0.6616603,1.0194443,0.9036949,0.80112016,0.7431643,0.98429084,1.0570428,1.0928189,0.88775265,0.8420711,1.2460556
sprinkler,0.8801441,0.8405209,0.8393599,1.2380761,1.3475504,0.8296971,0.56819415,1.0541791,0.6612048,1.0908586,0.96583235,1.3220334,0.63179564,1.1146473,1.3288903,1.1179618,1.3232284,1.2431792,1.081378,0.6308987,0.66941285,1.288972,1.0824782,0.6355032,0.88023967,0.7533082,1.0727816,1.0904633,1.0575393,1.0316232,0.4263394,1.2174865,0.84249866,0.9195004,0.9882417,0.76728535,0.9594938,1.3166991,1.1419914,0.77545404,1.2371314,0.6555394,0.5686525,1.1034772,1.0493578,1.0790848,0.89573574,1.1276832,1.2896776,0.88846225,0.7630784,1.1948037,1.2330673,1.0799074,0.78637636,0.50008833,0.8229947,1.0213028,1.1409853,1.0026112,1.1278117,0.73199826,1.126879,1.019589,1.1434847,1.2000796,1.1541946,1.3733073,0.966181,1.2030699,1.0630174,1.3082039,1.077411,1.4109674,0.7629031,0.80013764,0.45568037,1.1841878,1.3064976,0.7587086,1.4463066,1.2145188,1.3121176,1.1526732,0.71271175,0.6007797,0.8086529,1.0982288,0.8409791,0.6633986,1.1227616,1.3656423,1.4222753,1.2527827,0.826648,0.9031261,1.0094386,0.5556773,1.0770435,0.4946,0.7557789,0.6697695,1.0087098,0.884019,1.060558,0.8286289,0.4605788,1.3183897,1.1833668,1.0130525,1.3178134,1.1843125,1.4795046,1.0123725,1.0811449,1.0986613,0.700161,1.0713367,0.98489094,1.0697569,1.013507,0.83696485,0.0,0.8525133,1.155172,1.2394813,1.405246,0.743336,0.94539654,0.7031571,1.3051383,0.641896,1.1396396,1.2064878,0.9990485,0.6087625,0.68880147,1.0239986
strawberry,1.1394732,0.76415193,0.4081136,1.2791373,1.5085723,0.66428304,0.5080157,0.9255142,0.8913009,1.3194803,0.9484492,1.4902359,0.43089795,0.960345,1.4793391,1.2472827,1.3863436,1.3436323,1.0362226,0.60299486,0.6808644,1.4656513,0.63014805,0.5980654,0.9114962,0.49761474,1.2905535,0.7747929,1.2715474,1.2003648,0.458529,1.1695714,0.6597651,0.88445574,1.1355844,0.42519295,0.8514036,1.3567171,0.92637944,0.40362388,1.5607569,0.674605,0.86045265,1.0090666,1.2185649,1.1940137,1.1714836,1.0011934,1.3521748,0.7798894,0.6936135,1.278681,1.1527269,0.76472974,0.82002133,0.59663767,0.84006965,0.92407703,1.1406072,1.290575,1.3770783,0.5248721,1.3087728,1.1954138,0.9354865,1.1138713,0.99067515,1.3010435,0.68827564,1.208326,1.1814222,1.3292483,1.2332666,1.3985183,0.5842024,1.1593882,0.88245976,1.0570546,1.1150517,1.0181478,1.4389149,1.2402949,0.8636473,1.0207107,0.35856295,0.59902084,0.6433973,1.0465736,0.70574886,0.59420115,1.3456838,1.4604726,1.1863366,1.5018553,0.47849667,0.85570985,0.7101434,0.6858075,1.1476672,0.59630185,0.70799106,0.6962655,1.0375508,1.0867193,0.9783256,0.98417056,0.55933684,1.1679296,1.2468638,1.0445151,1.3719405,1.2955973,1.283639,1.1548059,1.3283352,1.3016813,0.5959761,1.3372095,0.7574427,1.0121315,0.92979413,0.7963799,0.8525133,0.0,1.1918292,1.2673535,1.3936559,0.6186147,0.6891496,0.4862678,1.304462,0.48086476,1.1153817,1.2446575,1.1030501,0.8846776,0.36525834,1.2033796
stroller,1.0392452,1.124621,1.3331997,0.8333407,0.87061065,1.1459663,1.234592,1.108503,1.0440953,1.0485071,1.1392024,0.6852398,1.229971,0.9934347,0.7696427,0.90131634,0.779017,0.91352034,0.98144686,1.1241313,1.2437079,0.6984619,1.2658231,1.2382798,1.0102223,1.139503,0.967328,1.3285142,1.0286198,0.66082346,1.2518232,0.9235414,1.1660581,1.1801353,1.1690817,1.3956629,1.1633506,0.6601294,1.3322511,1.4108769,0.6232846,1.1606215,0.9812277,0.9507963,0.8729894,0.6631485,0.78382343,1.0359776,0.8398653,1.0836353,1.1412141,0.9532898,0.85669863,1.2762845,1.286825,1.2207167,1.1208768,0.9761173,0.934321,0.97293806,0.9131337,1.327521,0.83229196,0.99762535,1.163372,0.9218402,1.0044628,0.9550437,1.0456244,0.8968344,0.9554974,0.739414,0.9505561,0.7686194,1.1990926,0.8334556,1.0631019,1.0029866,0.9766743,1.01221,0.6499644,0.6100792,1.0470108,1.1139668,1.3176279,1.208605,1.2181907,1.0745595,1.1820081,1.1407388,1.0052192,0.8095113,0.8959813,0.84652984,1.3044933,1.1869466,1.2819709,1.1160561,1.0650187,1.110467,1.2556301,1.160672,0.98385805,0.65611833,0.8359534,0.8829841,1.1397797,0.9397566,0.93616915,0.8755736,0.7993207,0.6153486,0.8361206,0.94956094,1.0786502,0.8417078,1.1013784,0.7843644,1.2978711,1.0655961,1.1419747,1.1375008,1.155172,1.1918292,0.0,0.83860326,0.77960277,1.2474301,1.2610059,1.2850305,0.8812186,1.318628,0.71837664,0.84101254,1.057953,0.781932,1.3041525,0.8865011
sweater,1.0608268,1.1786809,1.3125131,0.98216295,0.53544164,1.1594282,1.2653899,1.2381938,1.247191,0.80288094,0.9362176,0.68034816,1.3454766,0.9779687,0.56821287,0.86071634,0.7289015,0.87487286,1.1831841,1.282234,1.3939898,0.8734308,1.2636218,1.2301481,1.1766791,1.2309641,0.8961923,1.0981054,0.8123245,0.8161352,1.2949054,0.79070413,1.05143,1.2254294,1.099414,1.2907783,1.1741468,0.5586114,1.2065372,1.3543255,0.65352595,1.2869469,1.199924,1.045575,0.8370427,1.053517,0.93084097,1.0815144,0.5550271,1.0750141,1.1642842,0.7810846,0.60920095,1.1200789,1.1838449,1.2465429,1.2111571,1.1962588,0.97390527,0.93227017,0.8737598,1.2375405,1.0037037,0.9218109,1.2943408,0.6556612,1.1679041,0.88405895,1.066943,0.87678456,0.92684627,0.2620809,1.0336655,0.5630217,1.371582,0.9959693,1.1345454,0.9443076,0.9968586,1.0795738,0.773872,0.9062545,1.0207688,1.0051739,1.2595356,1.2994074,1.144063,0.95057535,1.1647894,1.2178122,0.83597666,0.47293693,0.6041135,0.82018065,1.3313129,1.2447734,1.2826724,1.2078333,1.2318354,1.217591,1.3561866,1.1716717,0.98464787,1.0451039,1.12613,0.9876698,1.2788484,0.99117804,0.6909108,1.0337993,0.28183866,0.92253095,0.6580054,1.1488626,0.875418,0.8891899,1.272343,0.8546366,1.1181085,0.988642,1.1770234,1.2605642,1.2394813,1.2673535,0.83860326,0.0,0.7593932,1.3583798,1.1288552,1.3040648,1.0108781,1.2874479,1.1490105,1.0126195,0.8648442,1.1370194,1.3290075,0.80471396
table,0.975953,1.2989988,1.3249266,0.71246314,0.6346441,1.3872837,1.4980254,1.1307635,1.251858,0.58851576,0.8834125,0.2624483,1.4421294,0.53620416,0.53887284,0.970284,0.36622405,0.517119,0.7604437,1.4489136,1.2991486,0.41074228,1.2759831,1.2706461,0.97289306,1.3754905,0.7296672,1.1781807,0.9317615,0.7285158,1.4536624,0.8299198,1.2961614,0.95784056,1.1308924,1.3510119,1.2041157,0.52258545,1.01924,1.384381,0.38018405,1.4018598,1.3063954,0.8762603,0.8942591,1.0009183,0.9551787,0.74418086,0.7056515,1.3503418,1.4077739,0.8394968,0.87531525,1.4293737,1.3302605,1.4282373,1.0578467,0.99713385,0.7886824,0.76131994,0.6354332,1.5755119,1.0160087,0.8049104,0.95866567,1.0107994,1.0028747,0.9449105,1.3734398,0.78944254,0.87588406,0.73092103,0.835778,0.6169892,1.3835227,0.9080967,1.2321432,0.69155407,0.79614645,1.1468366,0.5870643,0.6305788,1.1297405,0.99724656,1.508114,1.439878,1.48897,1.2121783,1.3251069,1.2860999,0.7472005,0.5807699,0.66723424,0.49727446,1.4581819,1.2483029,1.213505,1.3595412,0.963763,1.3996456,1.1083105,1.6135342,1.0639205,0.95603454,0.97247994,1.1106423,1.5748947,0.86790025,0.89416206,1.0064433,0.65940857,0.66927004,0.75620395,0.7271,0.5917271,0.72401524,1.5234382,0.70039994,1.3723124,1.1302937,1.0230491,0.9774644,1.405246,1.3936559,0.77960277,0.7593932,0.0,1.3164977,1.5501659,1.4208521,0.7351,1.4732802,0.7322512,0.5703794,0.89687157,1.2587647,1.587749,0.8923248
tape,1.0628407,0.7857729,0.49265134,1.2341801,1.5844276,0.6011174,0.5771861,0.5849796,0.8210878,1.2790489,1.1472406,1.393419,0.6683304,0.9982651,1.5408828,1.2483532,1.3520062,1.1070261,0.7544022,0.69282895,0.542064,1.1827278,0.62335134,0.8129016,0.6158706,0.7636898,1.2199352,0.83293784,1.467784,1.274359,0.6913673,1.2377763,0.92500234,0.55096614,1.1176952,0.4866454,0.8159993,1.5132456,0.97520334,0.4843018,1.5028702,0.73041105,0.83541685,0.8085448,1.1964701,1.084125,1.2450129,0.9048432,1.3896973,0.8344556,0.60285026,1.3750507,1.2829471,0.8871964,0.8983588,0.8728256,0.88751155,0.65585136,1.1805335,1.1746057,1.3326344,0.7544046,1.1820439,1.2300546,0.5805446,1.2862879,0.82115084,1.2701464,0.77324116,1.2635189,1.1025536,1.4934874,0.94196075,1.4228165,0.6519949,1.2465209,0.91869444,1.1349522,1.0326861,0.9099677,1.3309681,1.236107,0.89086306,1.032542,0.6638832,0.67615485,0.91608804,1.0656257,0.5519444,0.82270885,1.2973254,1.4983953,1.3440626,1.3389593,0.639109,0.78350097,0.5833844,0.8395022,0.97224236,0.9150186,0.4926474,0.88859224,0.8957055,0.9125994,0.83081603,1.1202826,0.7889796,1.1020898,1.3572887,0.7829363,1.5053992,1.0681175,1.3780353,0.98112375,1.264708,1.0959833,0.45046687,1.2208123,0.7549887,1.112306,0.6042658,0.6616603,0.743336,0.6186147,1.2474301,1.3583798,1.3164977,0.0,0.8885254,0.76243645,1.0835261,0.63719803,0.69051105,0.99440163,1.2435215,0.95778215,0.5387372,1.3814784
toe,1.2342523,0.913307,0.6032209,1.2853172,1.0911015,0.58682114,0.6570765,1.088143,1.1363434,1.2374337,1.1111919,1.5063486,0.791407,1.2533492,1.3803463,1.1330485,1.4210241,1.3943694,1.2448379,0.8030502,0.941949,1.5502139,0.626717,0.86391187,1.1922584,0.75324214,1.399219,0.45669997,1.1569265,1.2112172,0.8484719,1.147614,0.7904663,1.046641,0.9888667,0.64410585,0.8494718,1.2449385,0.96690786,0.65457696,1.5327721,0.8266743,1.01097,1.0713406,1.1540735,1.0388395,1.1175355,1.1798532,1.2201942,0.47890276,0.6172884,1.1005383,0.9815491,0.08966184,0.65930396,0.7769184,0.9314727,1.1795332,1.0387299,1.3288145,1.4151573,0.34390032,0.8177287,1.219691,1.0408268,0.8060077,1.1033146,0.6670764,0.55542094,1.0390409,1.2839589,1.2098463,1.213522,1.1748451,0.7596545,1.2513107,1.0306274,1.1194541,1.0780497,1.1260426,1.1593724,1.3427433,0.5686808,0.85823166,0.40392852,0.7470277,0.4551862,0.3899513,0.71365774,0.9018357,1.3146873,1.1615868,1.0394152,1.4023411,0.48412907,0.9098823,0.9049239,0.8817945,1.118229,0.9141809,1.0079045,0.43080026,0.9304746,1.2288791,1.1916456,1.0876876,0.81531024,1.0734158,1.0327905,1.1741822,1.224217,1.359307,0.97227407,1.1899153,1.2511914,1.3228877,0.568618,1.4035041,0.33588737,0.6954826,1.0342163,1.0194443,0.94539654,0.6891496,1.2610059,1.1288552,1.5501659,0.8885254,0.0,0.57696384,1.1629925,0.69696957,1.3156278,1.3052282,1.1737373,1.0698758,0.4137438,1.1459798
tooth,1.1944901,0.8039156,0.41628492,1.2389963,1.3329283,0.77567667,0.625749,1.0282445,0.8795978,1.1841824,0.9347506,1.387604,0.50291926,1.0779256,1.446642,1.282579,1.4155269,1.3540297,1.0864493,0.53523815,0.6848054,1.3994703,0.78852797,0.6464147,0.98707104,0.626182,1.2145145,0.70463645,1.1079062,1.1917915,0.5044899,1.1778378,0.87231123,0.95369846,0.9745292,0.3400246,0.9210572,1.3072591,0.9588189,0.3346411,1.4187481,0.56175184,0.91233957,1.2223586,1.188657,1.1891699,1.0429717,1.0089108,1.3124832,0.8078502,0.8138576,1.2116276,1.1875885,0.6465488,0.77631956,0.3023008,0.91267866,1.1076221,1.1837574,1.1780516,1.2750695,0.40878266,1.1562793,1.0582564,1.0221845,1.118522,1.0852401,1.2049923,0.76031554,1.2496787,1.1272725,1.4189183,1.1519252,1.4026097,0.6061553,1.111235,0.8767788,1.2324795,1.1936325,0.968164,1.4019659,1.1270404,0.94885767,0.8488793,0.16428328,0.547468,0.62592524,0.9796207,0.90046716,0.5784795,1.2278464,1.4294447,1.3314309,1.391426,0.42595756,0.7843734,0.8695725,0.71715206,1.1059889,0.6360467,0.709786,0.7168025,1.1824462,1.1634839,1.0207396,0.98921394,0.61277425,1.2112634,1.228005,1.1023782,1.3628432,1.280555,1.3326544,1.2312483,1.1891992,1.1830449,0.6260485,1.1741222,0.7468165,1.0641338,1.021954,0.9036949,0.7031571,0.4862678,1.2850305,1.3040648,1.4208521,0.76243645,0.57696384,0.0,1.2388569,0.42988622,1.2078005,1.2731216,1.0930551,0.9302,0.31587243,1.052803
toothbrush,0.9653075,1.0429724,1.225441,0.7646209,0.7258681,1.2459582,1.1951759,0.7555174,1.3641908,0.95898247,1.1093024,0.76299185,1.2915975,0.96405095,0.8433038,0.8903684,0.80165565,0.86702037,0.8913452,1.2028998,1.2977011,0.6258732,1.1200616,1.1527,0.94096065,1.3506098,0.8443753,0.84780383,0.9972747,1.1293808,1.4133289,0.9069052,1.12856,1.0411099,0.8920407,1.2937683,1.1340771,1.0065638,0.9169413,1.0269512,0.8559036,1.3142161,1.1515083,0.8873223,1.0731206,0.7671185,1.0813656,0.9225431,1.0114479,1.1677222,1.2863917,0.9577624,1.0037143,0.9801215,1.0544658,1.4093277,0.90431714,0.7910077,0.910242,0.8709737,0.7610222,1.3259618,0.7106635,0.9769634,0.59383214,1.1063724,1.0493673,0.5653162,1.1656201,0.9845625,0.69986504,0.9645141,0.86235434,0.84579307,1.0695586,1.0982405,1.1778976,0.985561,0.7844147,1.1471611,0.5696188,0.6313037,0.9470899,0.91381246,1.3256173,1.3581148,1.3209251,0.9970565,1.2806286,1.3182079,0.9625579,0.83398175,0.8863349,0.758935,0.95690185,0.87036663,0.9903089,1.3590529,0.92805827,1.4312142,1.1881588,1.3079464,1.1159364,1.0734686,0.7884637,1.2607684,1.3581234,0.96503276,1.0369352,0.4815306,0.97553,0.5271391,0.78212357,0.7120925,0.921968,0.533306,1.1451076,0.74928725,1.1507304,1.0146136,0.98857117,0.80112016,1.3051383,1.304462,0.8812186,1.0108781,0.7351,1.0835261,1.1629925,1.2388569,0.0,1.3224009,0.61853087,0.784588,1.0850157,1.1020268,1.308401,1.146914
towel,1.061293,0.7830676,0.56878555,1.3444922,1.3928185,0.7495297,0.63219714,0.91405916,0.74585545,1.1164125,0.9683255,1.498566,0.40248764,0.906219,1.5139586,1.2076536,1.4337964,1.2715954,0.99833447,0.58820266,0.4460045,1.4843735,0.79321,0.46116662,0.9914048,0.36972958,1.2482245,0.85869336,1.1828423,1.0471163,0.4045127,1.160299,0.7124066,0.95205986,0.9549752,0.5084239,0.8699583,1.3050793,0.9665422,0.3615452,1.4732437,0.6008603,0.9580504,1.1711471,1.2034224,1.1901932,1.0670613,0.8317832,1.326776,0.9641891,0.76155955,1.2945443,1.3038708,0.8173408,0.5766006,0.50796086,0.7823862,1.0514014,1.2407753,1.2122217,1.3850555,0.5016238,1.0830655,1.2023281,1.0775039,1.2529006,0.980455,1.3699057,0.73578125,1.1117185,1.1138389,1.3276856,1.1882843,1.3747408,0.40857482,0.9717758,0.7559411,1.182952,1.1829226,0.95780617,1.4570842,1.4496894,1.004616,1.1664982,0.43508792,0.15311968,0.65380144,1.1486105,0.84779316,0.4172082,1.2753745,1.440563,1.2020295,1.4068398,0.44537842,0.6971469,0.63423127,0.3716203,1.0377147,0.55780774,0.4970129,0.57571447,1.1136762,1.0416042,1.1622499,0.891894,0.50259256,1.1957693,1.2011281,1.1514457,1.424715,1.4311287,1.300545,1.1297324,1.1460874,1.258926,0.48433602,1.3577527,0.8124803,0.7862407,1.012974,0.7431643,0.641896,0.48086476,1.318628,1.2874479,1.4732802,0.63719803,0.69696957,0.42988622,1.3224009,0.0,1.2534626,1.32411,1.1470292,0.779668,0.386617,1.0843443
toy,0.99549186,1.0763013,1.0021194,0.8363211,1.251798,0.94796455,0.9495101,0.64893115,0.97509974,1.3005811,1.2648075,0.666886,1.2157704,1.1068245,1.0141435,1.1949188,0.71675205,0.9054956,0.43605614,0.9472157,1.0410461,0.45976967,0.97805256,1.1837323,0.46352905,1.214772,0.9577534,1.1126665,1.408582,1.1278981,1.1759081,1.1119113,1.2554123,0.8274509,1.2997603,1.0009234,1.0943161,1.2170765,1.0590727,1.0161048,0.8753612,0.9860916,1.0135448,0.67469203,1.0179538,0.539477,1.1618457,0.7998006,1.0925785,1.1271601,0.9884486,1.2260334,1.0920631,1.2777632,1.3306575,1.2295144,1.1644993,0.43367046,0.8293116,1.0702238,0.83937633,1.356194,1.0052156,1.0596659,0.37151724,1.2071041,0.9134286,1.0130974,1.098609,1.1770346,0.99049836,1.2220372,0.71229744,1.1566997,1.2594979,1.145647,1.1574943,0.83502537,0.9058635,0.8121648,0.7438617,0.55040705,1.0766287,0.999575,1.2525474,1.2165043,1.3338692,1.1917859,0.91839993,1.1415514,1.0265868,1.0674645,1.2479461,0.796852,1.1483555,1.1153111,0.9336641,1.229773,0.83481085,1.1968906,0.96187115,1.3215885,0.92930233,0.77721417,0.4792927,1.1365817,1.1609851,0.9769149,1.1601369,0.6118432,1.1760931,0.4549461,1.1434413,0.82790077,1.2972143,0.71862483,0.9198009,0.9001235,1.1721275,1.2969894,0.9893994,0.98429084,1.1396396,1.1153817,0.71837664,1.1490105,0.7322512,0.69051105,1.3156278,1.2078005,0.61853087,1.2534626,0.0,0.38983488,1.1809447,0.97622204,1.2295452,1.2786827
tray,0.9774444,1.1677232,1.1926304,0.8129393,1.0233856,1.053254,1.164401,0.97230494,0.99517107,1.1093065,1.163912,0.51986235,1.3441894,1.1358236,0.8397924,1.1449288,0.6300181,0.82398987,0.2873354,1.1822977,1.1326265,0.37348795,1.0893458,1.2247356,0.7727227,1.3256893,0.86382544,1.1724422,1.201997,1.0469114,1.2631347,1.1086583,1.2467415,0.5603476,1.1852738,1.1619947,1.1499773,1.0660877,1.0189371,1.2132764,0.74127483,1.1341603,1.1273967,0.45293915,0.93331057,0.7695396,1.1486684,0.7067068,0.91857666,1.1495631,1.023019,1.0343319,1.0156466,1.2368926,1.376806,1.2699413,1.1699448,0.8381314,0.44551128,0.9778888,0.75728273,1.3952463,1.0470505,0.9806722,0.65590143,1.126513,0.9602998,0.8720231,1.2875959,1.0957372,1.0530026,1.0799576,0.8318119,1.0123466,1.2850158,1.0810623,1.1368561,0.7284419,1.0491923,0.9247751,0.83541685,0.71250916,1.1336795,0.9505418,1.3048966,1.3267789,1.2910442,1.0918595,0.9992929,1.158761,0.93972117,0.9058778,1.1324525,0.60362417,1.2632563,1.1419512,1.1516078,1.3139136,0.7381144,1.2911127,0.95169073,1.3554752,0.9799925,0.9884249,0.70000327,1.0855231,1.263563,0.9548059,1.0502546,0.91079354,0.9914116,0.6644983,1.0002961,0.84279966,1.0831087,0.79358554,1.2159302,0.9761318,1.1236775,1.2779608,0.9443734,1.0570428,1.2064878,1.2446575,0.84101254,1.0126195,0.5703794,0.99440163,1.3052282,1.2731216,0.784588,1.32411,0.38983488,0.0,1.0554533,1.1891501,1.3362535,1.1462911
tree,0.8567652,1.024771,1.1140423,1.0326015,0.87284476,1.1737773,1.1785513,1.0993773,1.0224823,0.8884632,0.7377558,0.8607707,1.1147314,0.9364757,0.87829316,0.9510729,0.93821406,0.86368304,1.112476,1.1325788,1.1737585,0.9208876,1.2043719,1.0234443,1.1736208,1.1614454,0.8971447,1.1910889,0.804636,0.9718189,0.99353844,1.080604,1.0878092,1.1481942,0.9894767,1.1104712,1.0920258,0.8834783,1.0879471,1.1474237,0.8141618,1.1767081,0.9478567,1.0387866,0.94654906,1.2272288,0.8690616,1.0908293,0.86595345,1.077675,1.160239,0.75359046,0.8830477,1.162331,1.0905101,0.93466234,1.0686799,1.0905819,1.0343187,0.7979876,0.88994396,1.1078627,1.2065915,0.674661,1.2353768,0.89588964,1.0950507,1.0634491,1.1793544,1.1339066,0.91133183,0.8495828,0.98246914,0.94866604,1.1983018,0.89725316,0.8309088,1.0727837,0.96679974,0.9800238,1.0893099,0.87505555,1.1130514,1.0600188,1.1094888,1.1661309,1.1344334,1.0542359,1.1072898,1.0603666,0.89432895,0.9473719,1.0260144,0.9227286,1.2102524,1.0084907,1.1678255,1.0491772,1.1415635,0.90138793,1.1907907,1.190927,1.081505,1.0573778,1.0488536,0.9173738,1.0078766,1.0473214,0.9608628,1.0589406,0.8124245,1.055834,1.0608246,0.97123486,0.8834479,0.9048425,1.26986,0.80549246,1.1319373,1.154132,1.1394495,1.0928189,0.9990485,1.1030501,1.057953,0.8648442,0.89687157,1.2435215,1.1737373,1.0930551,1.0850157,1.1470292,1.1809447,1.0554533,0.0,0.9446129,1.1983271,0.7779068
vacuum,0.8871819,0.93792236,1.0394156,1.162378,1.2075121,1.0517775,0.76112145,1.0260842,0.64756674,1.1598303,1.1008189,1.2757014,0.76104474,1.0066514,1.2637058,1.2202944,1.3184634,1.2000885,1.0238241,0.58597034,0.8319416,1.0407104,1.1401763,0.4934982,0.7826841,0.60562193,1.2323806,1.259247,1.1959077,0.75420296,0.6642974,1.1214651,0.79828525,1.1376717,1.0918517,0.9368568,1.0261819,1.1845596,1.2940013,0.8531423,1.1031541,0.74613,0.6604439,1.1858878,1.0270755,1.0856934,0.68146724,0.9990923,1.2155643,0.97657615,0.9834825,1.1057439,1.1505885,1.1751184,1.138536,0.7182308,0.7972373,1.0414153,1.1752166,1.0934486,1.2004933,0.9169175,1.207969,1.115389,1.1155169,1.1100341,1.0054768,1.2984631,0.9522363,1.2077471,0.97295856,1.0458409,1.0349814,1.285614,0.79420125,0.50981575,0.48743045,1.2958076,1.2334564,0.6035107,1.3789711,1.0741637,1.2449106,1.2852377,0.97782254,0.7803619,0.8964661,1.1472392,0.9743783,0.49218816,1.2412622,1.318588,1.2761023,1.2444526,0.8778748,0.787724,0.9835443,0.72369206,1.1417425,0.48415834,0.96995735,0.9155959,1.087972,0.80695105,0.88656896,0.5540346,0.5957258,1.1530137,1.0489318,0.8181149,1.2229651,1.0862727,1.309108,0.8805677,1.1362405,0.9268096,0.8244907,1.1234397,1.1295985,1.1517873,1.1533456,0.88775265,0.6087625,0.8846776,0.781932,1.1370194,1.2587647,0.95778215,1.0698758,0.9302,1.1020268,0.779668,0.97622204,1.1891501,0.9446129,0.0,0.914765,0.93311954
