,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
horse,1.0276495,1.2610457,1.2214355,0.9321102,0.77059686,1.220751,1.2912072,1.152094,1.1905286,0.76765734,0.9425756,0.893334,1.1858065,0.8048162,0.8601859,0.5945165,0.91109663,0.95066917,1.1438758,1.3298056,1.0583515,0.94643795,1.0018015,1.2356136,1.2025294,1.0177453,0.8607563,0.8999464,0.7196301,0.7537432,1.2368512,0.6305783,1.0685384,1.0767235,0.949583,1.3137989,1.0135288,0.55467033,0.81754225,1.2190031,0.7151946,1.189755,1.1618645,1.1173645,0.92046016,0.96116996,0.9355179,0.8940978,0.9127482,1.1679553,1.2200009,0.52715963,0.8829119,0.98974305,0.8262812,1.2589808,1.161018,1.1785302,0.9842142,0.98469305,0.86186504,1.1326364,0.92214155,0.9763419,1.0840652,0.8680172,1.0477656,0.88049316,1.1168548,0.0,1.0804877,0.7734922,1.1387244,0.654213,1.0638006,0.79610044,1.2841239,0.8721833,0.9155489,1.2924805,0.8155564,1.0383884,0.90176666,1.0038205,1.2102966,1.061968,1.100412,0.9914388,1.2210722,1.172826,0.9434544,0.7750746,0.58843726,0.9453888,1.18625,1.1738546,1.0321563,1.1035519,0.92228854,1.2474366,1.1479881,0.9167256,0.97751474,1.0041043,1.2433751,1.0340691,1.2704751,0.8768958,0.7840968,1.104451,0.76078594,1.0754918,0.71650034,0.9436188,0.80711555,1.0196227,1.2135742,0.96698946,1.0986478,0.67673796,0.9842755,1.1963632,1.2030699,1.208326,0.8968344,0.87678456,0.78944254,1.2635189,1.0390409,1.2496787,0.9845625,1.1117185,1.1770346,1.0957372,1.1339066,1.2077471,1.1926993,0.86334586
hose,0.9853928,0.98358047,1.2455945,1.0267643,0.8033424,1.2358913,1.0861412,1.0295355,0.9929583,0.693339,0.90539783,0.8062428,1.1138752,0.8572591,0.80475,0.90247345,0.8630322,0.9073357,1.0083698,1.1980524,1.2034425,0.7814214,1.3641942,0.9589038,1.0881369,1.1387556,0.7398248,1.1578618,0.73979145,0.9655606,1.0243406,0.94110936,0.99385643,1.0908316,0.7341471,1.1970458,1.1444991,0.8934164,0.98847795,1.1615429,0.74073565,1.2495273,1.0220461,1.1086737,1.0336932,1.0636191,0.82600963,1.0436581,0.9577405,1.2134356,1.2152668,0.8650155,1.0054022,1.2087843,0.9982879,1.0933533,1.0728072,1.1277839,1.0592417,0.6065208,0.74525696,1.1621717,1.0265561,0.90342164,1.0747105,1.0754685,1.2210664,1.0119421,1.0762391,1.0804877,0.0,0.82911766,0.9968837,0.9411209,1.1453283,0.8840741,0.8922815,1.0517265,0.9881453,1.0017098,0.88101846,0.6722503,1.1310817,1.1091282,1.199442,1.0930448,1.265113,1.1423309,1.2763414,1.0872158,0.85975015,0.9021449,0.96524364,0.78664374,1.1824399,1.0466684,1.2027503,1.0437686,1.1565161,1.0910642,1.1741599,1.184274,1.1933666,1.0339376,1.0124017,1.0449599,1.1167566,1.125416,1.0821283,0.7686462,0.92342687,0.7207303,0.8987322,1.0492436,0.7514242,0.7209026,1.166179,0.6418178,1.2031869,1.0194021,1.0384827,1.0788491,1.0630174,1.1814222,0.9554974,0.92684627,0.87588406,1.1025536,1.2839589,1.1272725,0.69986504,1.1138389,0.99049836,1.0530026,0.91133183,0.97295856,1.230135,0.88315403
jacket,1.0014775,1.1790676,1.4806733,0.9548417,0.5133889,1.3191665,1.3753897,1.299176,1.2284298,0.6989559,0.88671786,0.6249484,1.376519,0.91592145,0.49834,0.6963795,0.6103084,0.82638264,1.2702246,1.3190484,1.465738,0.8180168,1.3599448,1.2499361,1.1991173,1.1125585,0.78869545,1.2096751,0.6235168,0.67973495,1.3981885,0.6774668,0.8021689,1.329478,0.9737182,1.4823889,1.1612021,0.4503293,1.1868513,1.4782602,0.51324457,1.3764796,1.1900305,1.1015368,0.85638875,1.0684102,0.8221549,1.1546776,0.44805288,1.1412593,1.2738955,0.730355,0.7312684,1.1841617,1.2360959,1.3221608,1.2723695,1.303602,1.0161215,0.83819973,0.79905784,1.2809441,0.95052683,0.916864,1.3941283,0.7565609,1.2127562,0.9039471,1.0342185,0.7734922,0.82911766,0.0,1.0850422,0.33290464,1.3598955,0.8508414,1.1381612,0.9096951,1.0148025,1.1415226,0.7400868,0.8817221,1.0391939,1.1112242,1.3984301,1.3058548,1.160423,1.0298508,1.3358138,1.2020078,0.7431583,0.4107442,0.35938525,0.82586706,1.4217262,1.2412925,1.366992,1.1889654,1.2917211,1.2582595,1.4681916,1.1378732,1.0893242,0.9116708,1.1158742,0.91527766,1.2877818,0.9853251,0.6484491,0.9991758,0.3053229,0.8846406,0.46720672,1.1795163,0.78096473,0.8668753,1.3198891,0.7998147,1.1803833,0.91566163,1.2474316,1.3545254,1.3082039,1.3292483,0.739414,0.2620809,0.73092103,1.4934874,1.2098463,1.4189183,0.9645141,1.3276856,1.2220372,1.0799576,0.8495828,1.0458409,1.4141417,0.6973514
jar,1.1025804,1.0405452,1.0058318,0.5163665,1.0088713,0.8527403,0.9315511,0.8348139,1.0395702,0.9569526,1.1391637,0.92881817,1.3182167,1.0566537,0.86530715,1.1449738,0.98342943,0.7823571,0.96429926,0.8077492,0.8918474,0.81718564,1.0151528,1.2577773,0.6828941,1.2264459,1.0769044,1.1927902,1.1480185,1.1159708,1.2410369,1.0211571,1.2504541,0.91789395,1.18462,1.1200918,1.0904468,1.0421185,1.0823786,1.2515404,0.9327908,0.7628288,1.1081542,0.80972755,1.0248911,0.8641085,1.0987103,0.97808003,0.993367,1.1260636,0.87543064,1.0662525,1.0239247,1.2072539,1.307695,1.1637691,1.0094732,0.83493966,0.9243347,0.9386575,0.9213524,1.2663771,0.83006185,0.95505726,0.8145357,1.0514318,0.8879155,0.9753046,1.0763929,1.1387244,0.9968837,1.0850422,0.0,1.0020975,1.2453164,1.1229587,1.05066,1.0758287,0.7134751,0.75982964,0.7255476,0.9003989,1.1251584,0.9795995,1.2159221,1.1301335,1.2373137,1.0492198,0.9221922,1.2257621,0.97756743,1.0286382,1.1104642,0.9321384,1.2810814,1.1612889,0.9199932,1.2596035,0.99168175,1.2030442,0.8632399,1.2147076,0.8838584,0.96358514,0.9368005,1.1051877,1.1540034,0.91387343,1.0100731,0.91368717,0.99374986,0.8687232,1.0602757,0.8400251,0.8931544,0.8583355,1.1472375,0.86747134,1.1666052,1.2092272,0.91497606,0.9106146,1.077411,1.2332666,0.9505561,1.0336655,0.835778,0.94196075,1.213522,1.1519252,0.86235434,1.1882843,0.71229744,0.8318119,0.98246914,1.0349814,1.2911903,1.0972313
jeans,0.9757899,1.2481955,1.4006829,0.82481253,0.42818987,1.3117036,1.4883943,1.1769056,1.4055352,0.6067033,0.90909123,0.5424577,1.3688123,0.93493795,0.41402054,0.70503837,0.5262422,0.6084889,1.1807756,1.438353,1.3898871,0.7716129,1.2880082,1.3996658,1.2799678,1.2911508,0.82744133,1.0884368,0.7082335,0.82571375,1.5240538,0.71887016,1.0649223,1.3016269,0.9732716,1.5074345,1.0668212,0.44752133,1.1465938,1.4559948,0.53748137,1.4113746,1.29311,1.0345433,0.909757,1.0693284,0.9995606,1.0749491,0.48088515,1.161798,1.2705467,0.7313983,0.8169339,1.0762211,1.175572,1.4353814,1.2133179,1.1904669,0.98774904,0.8414531,0.8284254,1.338085,0.7804386,0.9041046,1.2555544,0.8749052,1.03139,0.7220821,1.1766675,0.654213,0.9411209,0.33290464,1.0020975,0.0,1.273257,1.050544,1.3330443,0.8271657,0.8613051,1.3084188,0.59072256,0.8267912,0.91993344,0.99730414,1.4067008,1.3492997,1.1798145,0.9868317,1.3061256,1.3583672,0.713763,0.34552586,0.21918118,0.72257197,1.3410587,1.2147812,1.2334113,1.2669263,1.144867,1.4384545,1.3045566,1.2530296,1.0680242,0.96633476,1.1301543,1.1188254,1.4648585,0.7811235,0.76334906,1.0697751,0.39402223,0.7941586,0.27589226,1.0718002,0.64330214,0.8987205,1.2841313,0.7542697,1.1500822,0.7688162,1.200861,1.2678549,1.4109674,1.3985183,0.7686194,0.5630217,0.6169892,1.4228165,1.1748451,1.4026097,0.84579307,1.3747408,1.1566997,1.0123466,0.94866604,1.285614,1.3978179,0.933714
knife,0.99358785,0.72365326,0.71730083,1.1617439,1.2919548,0.97230554,0.81476086,0.90819675,0.8601757,1.1087642,0.97899854,1.5282128,0.34896594,0.84914744,1.4562366,1.1742102,1.4685485,1.2685201,1.0119728,0.7335423,0.42806935,1.4156896,0.7263568,0.5370765,0.9962697,0.4547472,1.3223147,0.88034123,1.2180835,1.0077326,0.63752043,1.1969646,0.7004424,0.88069344,0.92394507,0.7279412,0.7277311,1.2947155,1.011378,0.42881608,1.5072703,0.7550017,0.79822236,1.2411897,1.2187247,1.2258697,1.093248,0.88923776,1.3034058,0.93489426,0.91055536,1.1854035,1.3723567,0.7373706,0.66051596,0.74340534,0.40797436,1.0545415,1.163984,1.1967896,1.4513373,0.5881939,1.004895,1.1126466,1.0429947,1.2987947,0.80987024,1.0984187,0.7622627,1.0638006,1.1453283,1.3598955,1.2453164,1.273257,0.0,0.9629465,0.8290292,1.2185653,1.1864928,1.0398699,1.4412162,1.4174775,0.8564952,1.2169617,0.65616196,0.4226085,0.5544508,1.0960442,1.0063795,0.63225144,1.3333337,1.3885179,1.0738658,1.377857,0.2746173,0.42979413,0.6547196,0.5565901,0.9716979,0.7008515,0.5589236,0.71368337,1.1846395,0.9784067,1.1698418,0.93557274,0.66849303,1.0675948,1.1979797,0.95340383,1.4476655,1.3443596,1.132607,0.874322,1.0751625,1.2192962,0.5382644,1.3387467,0.8963406,0.7898675,0.88773495,0.42132562,0.7629031,0.5842024,1.1990926,1.371582,1.3835227,0.6519949,0.7596545,0.6061553,1.0695586,0.40857482,1.2594979,1.2850158,1.1983018,0.79420125,0.4421528,1.1472428
ladder,0.892122,1.0468856,1.3321774,1.029233,0.9562456,1.3118002,1.1108173,1.1753924,0.7270171,0.77855873,1.0269631,0.99723417,1.0047989,0.7677026,1.0014473,1.0297817,1.0786963,1.0265591,1.0564826,1.0238025,0.9600314,0.86761624,1.3071854,0.7401584,1.0011873,0.78528345,0.94216645,1.2631559,0.8925651,0.39081204,0.878967,0.87534606,0.9496724,1.0656457,0.8791581,1.2129424,1.175449,0.8021147,1.0790862,1.1111778,0.67579937,1.0169181,0.9174188,1.1175467,0.9563863,1.0770504,0.49486274,0.8278669,1.0163733,1.204984,1.2581002,0.92587954,1.0548075,1.2861092,1.0570375,0.95634234,0.94022477,1.2621738,1.1049063,0.79933465,0.9053016,1.1280397,1.0908332,0.9379797,1.2101246,1.0324837,1.1083951,1.2214001,1.1605918,0.79610044,0.8840741,0.8508414,1.1229587,1.050544,0.9629465,0.0,0.60984254,1.0732782,1.156925,0.9066416,1.1476359,1.0836236,1.247404,1.229054,1.219382,0.95050174,1.0411652,1.142576,1.2068937,0.7213712,1.077454,1.0375639,1.0419035,0.9836204,1.1645657,0.879017,1.135005,0.8760066,1.0261654,0.7194568,1.1088687,1.0318427,1.1497883,0.9164497,1.1118343,0.6866833,0.9415454,1.1037846,0.85460293,0.98940736,1.0081831,1.156334,1.1495159,0.8454684,0.7807372,0.8831527,1.1803017,0.96284,1.2258312,1.0332144,1.0842166,1.0495679,0.80013764,1.1593882,0.8334556,0.9959693,0.9080967,1.2465209,1.2513107,1.111235,1.0982405,0.9717758,1.145647,1.0810623,0.89725316,0.50981575,1.2061956,0.5732612
lamp,0.9512162,0.85738546,1.0210295,1.210974,1.2129438,0.89109254,0.6661328,1.1248256,0.7056492,0.9581466,1.043524,1.2918546,0.7972239,0.9770798,1.2261826,1.1337869,1.3240241,1.1667285,1.0340048,0.787248,0.8368788,1.1337414,1.1900862,0.5007909,0.9727951,0.7363052,1.1818687,1.2197031,1.0741602,0.7805009,0.501904,1.2424431,0.81774366,0.9835395,1.0481882,0.89675343,1.1104778,1.1426626,1.2190285,0.8735521,1.1714379,0.8490986,0.6337466,1.07652,1.0606961,1.1708755,0.67405087,0.99165696,1.2537706,0.9701195,0.84005296,1.141084,1.144101,1.147485,0.9269299,0.68133515,0.7503858,1.1493636,1.1129732,1.0075102,1.1556653,0.866544,1.1495117,1.0838162,1.1759819,1.1231338,1.1628164,1.2923689,0.96344334,1.2841239,0.8922815,1.1381612,1.05066,1.3330443,0.8290292,0.60984254,0.0,1.1905439,1.2509546,0.7279634,1.3807403,1.1379367,1.2709349,1.2133178,0.88044506,0.7766435,0.8730196,1.091113,0.8945441,0.62637687,1.231332,1.3028426,1.3173476,1.1725243,0.9005799,0.7915225,1.101661,0.7141343,1.1634716,0.52732974,0.8714707,0.9026649,1.043725,0.9173041,0.97065574,0.77020633,0.57881325,1.255044,1.0980732,0.9256759,1.2170708,1.1743411,1.4052265,0.9241596,0.93428624,1.0178647,0.8750636,1.0617392,1.0608459,1.1028247,1.0424219,0.7999803,0.45568037,0.88245976,1.0631019,1.1345454,1.2321432,0.91869444,1.0306274,0.8767788,1.1778976,0.7559411,1.1574943,1.1368561,0.8309088,0.48743045,0.8817302,0.850536
meat,0.9805006,1.1758523,1.2181247,0.88331366,0.9002189,1.1411759,1.1268814,0.9918383,1.0882707,0.9887627,1.0790057,0.76949733,1.1029717,1.1615897,0.67627823,0.9928066,0.5228548,0.93491054,0.7540253,1.186149,1.1316102,0.8347977,1.0136976,1.2073328,0.9767939,1.1468374,0.867528,1.0017313,1.077145,1.0381756,1.1503776,0.9357419,0.937533,0.987389,1.0431845,1.2153504,0.9819371,0.9402855,0.82262063,1.2167132,0.8746817,1.1280445,1.1659184,0.92038536,1.0186856,0.8639624,1.0961832,0.9109962,0.85306454,1.0648624,1.1266626,1.0403652,0.9801738,1.1010145,1.1509005,1.2126157,1.177721,0.9744909,0.7440822,1.0592544,0.85737973,1.1790853,0.9551301,1.0507368,0.92272747,1.0141567,0.99779093,0.8858636,1.1595298,0.8721833,1.0517265,0.9096951,1.0758287,0.8271657,1.2185653,1.0732782,1.1905439,0.0,1.044708,1.1314081,0.8603949,0.90259546,1.0106534,0.90698457,1.2108206,1.1826015,1.054297,1.0750223,1.0943035,1.1914873,0.86089313,0.7453186,0.862305,0.80022013,1.1749291,1.1604674,1.1069306,1.1940694,0.7344086,1.2487229,1.040296,1.0370435,1.1125044,1.0616525,0.9803967,1.1138972,1.2326449,0.89993674,0.79922986,1.0646757,0.7786319,0.79151297,0.8227923,0.98599535,0.97177464,0.9800376,1.197668,0.95799875,1.042469,1.00021,1.0388116,1.2028387,1.1841878,1.0570546,1.0029866,0.9443076,0.69155407,1.1349522,1.1194541,1.2324795,0.985561,1.182952,0.83502537,0.7284419,1.0727837,1.2958076,1.1734886,1.0566427
melon,1.084232,1.1503624,0.72231835,0.6505942,0.80858195,0.81467885,1.0866246,0.60841924,1.2608558,0.9545292,1.0738387,0.95360273,1.3190508,0.8750754,0.8837493,0.87458897,0.96983063,0.70228666,1.1432316,1.1511358,1.1184288,0.98458666,0.8880252,1.2749792,1.1629648,1.3437979,1.0510173,0.88820213,0.9948866,1.177607,1.3042066,0.9542748,1.284537,1.0742953,1.0679225,1.1160789,1.029098,0.9137067,0.91033816,1.1516278,0.98575443,1.1566904,1.2132823,0.94433665,0.90797013,0.8723598,1.1703217,1.1073949,0.972868,1.0878388,0.99360484,1.032418,0.8541887,1.0041531,1.0129628,1.2359252,1.0040673,0.57457525,1.0143036,0.990275,0.92773944,1.2072188,0.73594177,1.0138971,0.82266533,0.92450136,0.71783125,0.78151405,1.0240786,0.9155489,0.9881453,1.0148025,0.7134751,0.8613051,1.1864928,1.156925,1.2509546,1.044708,0.0,1.2127522,0.44296217,1.0427666,0.8284197,0.74070084,1.1748393,1.1869493,1.3019115,0.9285538,0.9507825,1.3752477,0.9714021,0.9446472,0.89089125,0.9207538,1.187849,1.1559744,0.6882235,1.2436012,0.9250502,1.2483226,1.0267487,1.1398787,0.7631801,0.98444116,1.1418556,1.272985,1.2452645,0.7957659,1.0234374,1.0136169,0.9005023,0.9728733,0.9256301,0.7582712,0.89434546,0.9422672,1.1531794,0.9489962,1.0617148,0.9993632,0.8615081,0.8929871,1.3064976,1.1150517,0.9766743,0.9968586,0.79614645,1.0326861,1.0780497,1.1936325,0.7844147,1.1829226,0.9058635,1.0491923,0.96679974,1.2334564,1.2191426,1.1126573
milk,0.8801894,0.79157513,1.0110515,0.8985844,1.2024791,0.9233571,0.762552,0.9903126,0.662784,1.1492035,1.1424621,1.1226361,0.92750114,1.1522774,1.0706927,1.2711669,1.1419251,1.1481063,0.78737825,0.50348115,0.75993764,0.8978726,1.0685749,0.91154444,0.4865737,0.8665639,1.1385853,1.2066107,1.2654414,0.94586563,0.82201433,1.0967246,0.9838847,0.96045846,1.1815164,0.8910988,1.0143781,1.2308387,1.2485389,0.9670958,1.11161,0.5092628,0.8623127,1.0099504,1.0218846,0.9029964,0.9050506,0.8890906,1.1527447,1.0629011,0.8389214,1.1170571,1.1005054,1.2254227,1.2347589,0.8371519,0.9027826,0.9724361,1.0269638,1.081216,1.0599699,1.1172476,1.008649,1.0951779,0.85444957,1.0923678,0.96688724,1.2037356,1.0517094,1.2924805,1.0017098,1.1415226,0.75982964,1.3084188,1.0398699,0.9066416,0.7279634,1.1314081,1.2127522,0.0,1.137048,1.0420253,1.2838724,1.2271881,1.0215433,0.8234461,0.99840873,1.1247891,0.8136068,0.7966628,1.1042297,1.1983516,1.3767319,0.9112623,1.024621,0.9736317,0.9756617,0.8698646,1.0195378,0.73217255,0.83451235,1.0576726,1.0074869,0.90877485,0.8582344,0.7125088,0.816609,1.0901816,1.0615693,1.0046233,1.1572856,1.0562811,1.3051068,0.9566462,1.1103748,1.041319,0.9706138,1.1172261,1.1797621,1.185614,1.0649933,0.957343,0.7587086,1.0181478,1.01221,1.0795738,1.1468366,0.9099677,1.1260426,0.968164,1.1471611,0.95780617,0.8121648,0.9247751,0.9800238,0.6035107,1.0979049,1.0836426
mitten,1.074226,1.1477319,1.2295136,0.6019808,0.5156863,1.0127926,1.3598127,0.89662826,1.3442647,0.84845895,1.1223093,0.5847678,1.5520599,1.0177327,0.5324084,0.8690363,0.5524031,0.6695267,1.0931965,1.3331593,1.4032638,0.7054512,1.1292611,1.5538232,1.0621148,1.4867382,0.9664635,0.9356526,0.9390992,0.97092956,1.61718,0.8324389,1.3733947,1.184189,1.1271808,1.4301455,1.1260751,0.6561125,1.0218701,1.492094,0.64749277,1.3095263,1.3375446,0.8859796,0.88760674,0.5063914,1.0773535,1.0057051,0.7429272,1.1782537,1.1159017,0.94559115,0.84775734,1.0856891,1.1807008,1.498752,1.178056,0.7969874,0.8593893,0.8881355,0.8291056,1.4909494,0.34620416,0.91692764,0.8955883,0.9132787,0.94823873,0.5464463,1.0702006,0.8155564,0.88101846,0.7400868,0.7255476,0.59072256,1.4412162,1.1476359,1.3807403,0.8603949,0.44296217,1.137048,0.0,0.7759203,0.9150243,0.7718531,1.4452262,1.339149,1.3747358,0.89087194,1.1011463,1.5446756,0.7503023,0.47371864,0.6917336,0.609084,1.3860817,1.2696006,1.0852897,1.3606999,0.94454986,1.5331553,1.3084755,1.2789669,0.7986319,0.8255576,1.0082225,1.267599,1.4945455,0.81303203,0.80505097,0.9622005,0.70659214,0.60170573,0.59762335,0.8927793,0.8644896,0.8520366,1.2473576,0.7998599,1.2051516,0.833526,1.0217394,1.1562166,1.4463066,1.4389149,0.6499644,0.773872,0.5870643,1.3309681,1.1593724,1.4019659,0.5696188,1.4570842,0.7438617,0.83541685,1.0893099,1.3789711,1.5247208,1.0242411
motorcycle,1.0395814,1.1692866,1.286351,0.9143515,0.8831536,1.2943318,1.2338713,1.0578858,1.1744468,0.94438726,0.95035475,0.4231581,1.3260074,1.0766789,0.7305776,0.9360179,0.58920616,0.8714518,0.8391577,1.2136143,1.3783994,0.5036917,1.3166888,1.2549081,0.99370307,1.4023827,0.63055944,1.1435759,0.8823922,1.023729,1.2442513,0.86408037,1.2316828,1.129217,1.0094819,1.2645907,1.159522,0.83866245,1.0817131,1.2836634,0.52411264,1.2769158,1.0485197,0.96251583,0.98071647,0.83865607,0.89249337,1.0706421,0.83331084,1.138555,1.2844121,0.87578094,0.8836725,1.2546765,1.3053269,1.1574289,1.315887,0.91802144,0.93540186,0.82451844,0.5516752,1.3100259,1.1772997,0.85923606,0.9359842,0.9614953,1.1710075,0.98243254,1.2897677,1.0383884,0.6722503,0.8817221,0.9003989,0.8267912,1.4174775,1.0836236,1.1379367,0.90259546,1.0427666,1.0420253,0.7759203,0.0,1.0640508,0.994651,1.2483878,1.4395176,1.3891836,1.1487674,1.3114711,1.2410516,0.7870761,0.8108246,1.013739,0.6936766,1.3248994,1.2649784,1.314138,1.3628175,1.0763633,1.2104162,1.2524799,1.363384,1.1025605,0.959569,0.6405437,1.0705026,1.2500151,1.014129,1.0645639,0.74975634,0.831227,0.3745365,0.9074771,1.1296296,0.9665775,0.6293894,1.2960653,0.43046993,1.1784722,1.3008579,1.1704838,1.2449223,1.2145188,1.2402949,0.6100792,0.9062545,0.6305788,1.236107,1.3427433,1.1270404,0.6313037,1.4496894,0.55040705,0.71250916,0.87505555,1.0741637,1.3243233,0.9599417
mouth,1.2472833,1.1326058,0.8272219,1.1726065,1.0010631,0.95723575,1.1174064,0.9206822,1.2931584,1.1852388,1.0977967,1.1331091,0.95099264,1.0501885,1.1379551,0.9640117,1.0805835,1.0684556,1.1014185,1.1693932,1.1117245,1.1687886,0.70673025,1.0892109,1.2580805,1.0093174,1.1942513,0.7217207,1.1194571,1.1772401,1.1509485,0.97876716,1.0418048,0.9982869,0.9237968,0.88247013,0.9144014,1.0142868,0.89526224,0.8321656,1.192711,1.2071044,1.1484863,1.1148481,1.1010387,1.0186195,1.1491752,1.038554,1.0360228,0.75714386,1.0509839,1.010722,0.8099853,0.4938497,0.81262326,1.1896297,0.98983717,0.9153054,1.0519308,1.1338869,1.2219669,0.5590426,0.90897226,1.076285,0.8948882,0.77118766,0.91269165,0.7769882,0.66318995,0.90176666,1.1310817,1.0391939,1.1251584,0.91993344,0.8564952,1.247404,1.2709349,1.0106534,0.8284197,1.2838724,0.9150243,1.0640508,0.0,0.8874336,0.8607111,1.0730944,0.863603,0.5213151,1.077136,1.1640115,1.2253124,1.0478705,0.84670377,1.1215895,0.69767046,0.93597084,0.86485374,1.1548944,1.0470012,1.2597966,1.1129631,0.86370003,0.9816741,1.0888246,1.0400873,1.2022445,1.1897575,0.82951605,1.0146928,0.9857076,1.0015255,1.0977083,0.8322833,1.0944706,1.1724868,1.2201245,0.8836377,1.1294254,0.53004956,0.8144913,0.8453469,0.9708142,1.3121176,0.8636473,1.0470108,1.0207688,1.1297405,0.89086306,0.5686808,0.94885767,0.9470899,1.004616,1.0766287,1.1336795,1.1130514,1.2449106,0.71046567,1.1290724
muffin,1.1727763,1.1694554,0.8426706,0.86574346,0.87148607,0.9111246,1.0765096,0.7615504,1.1018994,1.0278993,1.0591519,1.0109446,1.2597046,1.2090244,0.97102493,0.9198891,0.9774817,0.8422793,1.164533,1.0703841,1.1624125,1.0122267,0.57632315,1.1932586,1.146486,1.3341812,1.0598117,0.6909479,0.96702176,1.2606789,1.1746905,1.0320996,1.2141492,0.90357494,1.0456901,0.79833984,0.9342379,1.0164051,0.58001107,1.0498563,1.0733508,1.06218,1.1777029,0.94947875,0.8745632,0.8856259,1.13943,1.1243823,1.0040151,0.9563031,1.0033581,1.0496874,0.8459245,0.78760326,1.0446676,1.0175606,1.2124274,0.8039211,0.8884207,1.0342568,0.97160804,1.0546778,0.9005386,1.0724968,0.92605835,0.9293448,0.81945676,0.6712809,1.1214173,1.0038205,1.1091282,1.1112242,0.9795995,0.99730414,1.2169617,1.229054,1.2133178,0.90698457,0.74070084,1.2271881,0.7718531,0.994651,0.8874336,0.0,0.88465285,1.2785542,1.1155498,0.81562436,0.83517087,1.2372646,0.8594719,0.9818793,1.0675056,0.9240008,1.0399014,1.0830928,0.86505103,1.3554393,0.7854643,1.258955,1.0694348,1.0302641,0.79655075,1.133306,1.0671477,1.2574414,1.1362829,0.821221,0.93308634,1.1021242,0.96998334,0.9703052,1.0102605,1.0572696,0.9726371,1.0424395,1.1261845,1.026676,0.8301253,1.1486186,0.83599246,1.1610829,1.1526732,1.0207107,1.1139668,1.0051739,0.99724656,1.032542,0.85823166,0.8488793,0.91381246,1.1664982,0.999575,0.9505418,1.0600188,1.2852377,1.0165613,1.1189818
nail,1.2195096,0.82063156,0.26150644,1.3233001,1.3788337,0.5485266,0.46306598,1.0698836,0.95416325,1.2868919,0.9503901,1.492661,0.49159175,1.1054758,1.5047724,1.2316236,1.488649,1.3900001,1.0899469,0.5397071,0.6973214,1.5189381,0.70288664,0.6585323,1.0034066,0.6182823,1.2638522,0.5773204,1.1953435,1.2707704,0.45629156,1.2290673,0.8169298,0.9343519,1.037654,0.2499106,0.9051196,1.3591765,0.9891902,0.292598,1.5421884,0.5521664,0.91396546,1.1112436,1.202686,1.200469,1.1620213,1.078572,1.349191,0.68549436,0.6203729,1.2207011,1.1059244,0.5257132,0.6777756,0.26010054,0.903254,1.1175239,1.2059268,1.259126,1.3352027,0.32251376,1.2040755,1.1807896,0.99394226,1.0290562,1.0936987,1.2058477,0.6672813,1.2102966,1.199442,1.3984301,1.2159221,1.4067008,0.65616196,1.219382,0.88044506,1.2108206,1.1748393,1.0215433,1.4452262,1.2483878,0.8607111,0.88465285,0.0,0.5587654,0.5615762,0.8371725,0.71999294,0.62974983,1.3426098,1.4484755,1.3007627,1.4625952,0.35116577,0.82480776,0.880024,0.69018024,1.1332829,0.64367926,0.69486904,0.60172457,1.1028092,1.2268729,1.0596194,1.0635211,0.54085886,1.1836892,1.2651353,1.130144,1.347043,1.3806252,1.3151789,1.2594615,1.3092726,1.3075113,0.577962,1.3026319,0.5668242,1.0472318,0.9906733,0.9223772,0.71271175,0.35856295,1.3176279,1.2595356,1.508114,0.6638832,0.40392852,0.16428328,1.3256173,0.43508792,1.2525474,1.3048966,1.1094888,0.97782254,0.19499898,1.1689699
