,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
couch,1.0006799,1.276865,0.5623428,1.0688871,1.4001347,1.06606,1.0790201,0.4971962,0.22656131,1.2721851,0.22067761,0.54120624,1.0851785,0.34466833,1.4140462,1.4853845,1.2748604,0.826832,1.2136303,1.2537978,1.355772,1.3707743,1.1697783,1.0989431,0.65354466,0.96793604,1.5427277,0.72276944,0.703004,0.96581686,0.0,0.9545634,1.5490162,0.33528048,1.4684387,0.6458612,0.9055083,0.7669819,1.0326266,1.2036568,0.48648798,1.0623077,1.4765044,1.4438215,1.4732203,1.2421395,0.7991444,1.3769246,0.80238414,1.5361164,0.7870058,1.0081362,0.93968654,1.4165162,0.87234545,0.68090624,0.8902347,1.4039869,1.4578091,1.002225,1.0050153,0.83279085,1.3790491,1.4225805,1.2403138,1.4171104,1.0982723,1.4658995,0.58632815,1.2078459,0.6003592,0.86543524,0.95531136,1.5517695,1.4379431,0.83632684,1.0096968,1.3283896,1.3725178,1.0505289,0.8128776,1.1884019,0.8507023,0.486638,1.3185738,0.67365617,1.0096234,0.44218373,0.8235316,0.84074557,1.0772817,0.84274083,1.0138516,1.3766146,0.8984286,1.3721558,0.98040456,1.5226825,0.44952196,0.54730207,0.45799708,1.3054751,1.3094273,1.1736493,0.93330526,1.3867424,1.5389352,1.1547503,0.7985307,1.3076048,1.3570671,0.6894097
cracker,0.7633786,1.0065298,0.85131335,0.9899703,1.2718307,0.9426229,0.9794343,1.003537,0.9152432,1.2065537,0.91035986,0.8649509,0.9919163,0.8808507,1.2092294,1.2518923,1.3142358,0.87452495,0.91031706,1.1684054,1.1576052,1.1399515,1.1174378,0.8935952,1.0142099,1.1849662,1.1489476,0.96922326,0.8061753,0.72233826,0.9545634,0.0,1.1924663,0.9399518,1.2403038,0.9510299,0.87194955,1.090766,1.257678,1.117125,0.86396366,0.82244766,1.0700302,1.1921322,1.2206987,0.7838054,0.9045466,1.1231064,0.9152338,0.8629688,0.7819452,1.0028456,0.70696074,1.1022646,0.84798217,0.9346968,1.1002463,1.2328959,1.2256296,0.8095106,0.7020055,0.91068864,1.1483908,1.1404879,1.2965412,1.239137,0.8234434,1.1309415,1.0123352,1.0448823,1.0007254,1.1709791,1.0679536,1.2294292,1.1947191,0.881397,1.2444487,1.1924326,1.2219238,0.9471201,1.0307885,1.1394979,1.1401744,0.982209,1.1059233,1.0334512,0.8043418,0.8491403,1.0165457,1.0312237,0.9272534,1.0206602,1.0551227,1.2118862,0.9796587,1.1581277,0.9883925,1.2227255,0.86633134,0.8473923,0.9545991,1.1511034,1.1354641,0.87006915,0.6799927,1.2984159,0.904444,1.0319468,0.9486729,1.314086,1.117323,0.93134415
crayon,1.3159544,0.88972193,1.3895979,1.2417624,0.5618446,1.0478735,1.1419727,1.3655391,1.575192,0.4559189,1.5354226,1.5118749,1.140366,1.5917163,0.48373216,0.43427473,0.61959076,1.3905284,1.0111183,0.28662854,0.7659354,0.4402212,0.8846017,0.95012885,1.2108998,0.8484738,0.55723804,1.2953078,1.3832139,1.1608152,1.5490162,1.1924663,0.0,1.556372,0.27544558,1.4355304,1.3578775,1.1896837,0.9315181,0.8799062,1.3216505,1.044519,0.5375903,0.26113462,0.15689725,1.1587521,1.3668569,0.3859532,1.301657,0.64411855,1.2182037,1.1894829,1.2502398,0.7035371,1.3260229,1.3249922,1.1485791,0.37566435,0.5044621,1.2712374,1.3614218,1.3309824,0.49027163,0.26902324,0.6583374,0.39235198,0.9372091,0.4153089,1.4944254,0.9439228,1.4143778,1.1556468,1.0664089,0.13772762,0.13967305,1.3389246,1.0870856,0.638837,0.33523667,1.2421659,1.3882947,0.96229804,1.0878373,1.4630107,0.85043967,1.2186756,1.0504456,1.4385129,1.1088812,1.268854,1.0876374,1.1346946,0.72795695,0.26168835,1.1746714,0.5437174,0.9925639,0.39522332,1.5628421,1.4822891,1.5335629,0.6119428,0.60622025,1.026291,1.2221636,0.4873783,0.6038158,0.82120246,1.2547286,0.29722273,0.194332,1.2878584
crib,0.8788567,1.2041782,0.7667974,0.93533945,1.3558528,1.08483,0.8384847,0.39562535,0.1225065,1.3060453,0.35363305,0.48379517,0.92978483,0.25598645,1.3028902,1.4450808,1.3130857,0.6439827,1.1524106,1.3843787,1.2483673,1.3855169,1.0588076,1.1133732,0.88710856,1.0590203,1.3878856,0.94351494,0.7569485,0.8783767,0.33528048,0.9399518,1.556372,0.0,1.458082,0.7467835,0.9048625,0.9126414,1.0862535,1.1825163,0.71500087,1.1367182,1.4148725,1.5013242,1.519709,1.0665106,0.77265406,1.5261304,0.90834624,1.373079,0.88358396,1.0415814,0.96490717,1.4248616,0.72448623,0.67143095,0.8108593,1.4261129,1.4455001,0.928052,0.9553366,0.78131473,1.4194112,1.4693596,1.2298039,1.4541645,1.1049592,1.4192123,0.54558694,1.117617,0.61812466,0.9112387,0.8623892,1.574522,1.5193262,0.87223405,0.9027424,1.2946671,1.3841223,0.91236997,0.8267683,1.1248583,0.9853111,0.6630497,1.3110335,0.6799419,0.868003,0.66227525,1.0126449,0.70930624,0.9591709,0.81313515,1.1795131,1.5184649,0.79266673,1.3543859,1.0912895,1.4906533,0.3875755,0.7144621,0.51976514,1.2678168,1.4366024,0.96965903,0.91964304,1.3765268,1.3156955,1.056006,0.8508719,1.4349705,1.4124703,0.8793125
cup,1.3339198,0.976652,1.3438993,1.1699198,0.6296149,1.2328253,0.9458267,1.3979708,1.5084046,0.6546241,1.5094819,1.4846663,1.1783142,1.5448277,0.56969726,0.19437522,0.5224644,1.3286116,0.99169886,0.54913545,0.5179831,0.51495695,0.92115164,1.1433172,1.2222414,0.677969,0.5695818,1.1205853,1.2325481,1.1876554,1.4684387,1.2403038,0.27544558,1.458082,0.0,1.389572,1.3042679,0.98680556,0.98366994,0.93105686,1.2639103,1.1938018,0.8031362,0.28764594,0.24158871,1.3028477,1.2435253,0.5224173,1.3480469,0.8469608,1.1743319,1.077889,1.3693559,0.7421008,1.3447912,1.2828082,1.1369807,0.3893031,0.49109203,1.3370913,1.3973972,1.2704692,0.5814762,0.36510903,0.7191896,0.45237666,1.0328417,0.46549916,1.2833481,1.0394236,1.3654245,1.1492658,1.1049452,0.23098254,0.24886394,1.4643843,1.0395823,0.46820235,0.3865289,1.1402029,1.1733773,0.85858876,1.0783408,1.1558168,0.8285475,1.2117817,1.2209911,1.3757637,1.2511958,1.1788977,1.1728243,1.1099523,0.86110795,0.51962495,1.2215388,0.6929065,1.1148236,0.3694154,1.5096991,1.3710831,1.3799694,0.71498454,0.7426952,1.1235071,1.3175404,0.45941532,0.6899409,0.81857044,1.1369896,0.33214056,0.40551096,1.13019
dog,0.9097401,1.0470905,0.7833977,1.0877844,1.2530978,0.76980513,0.8810503,1.0373309,0.7896495,1.321353,0.6721058,0.781843,0.8813689,0.68311435,1.3640373,1.3773682,1.2195026,0.8024218,0.84106857,1.3765998,1.2754568,1.2113779,1.0363954,0.986758,0.7320955,1.1870812,1.337213,0.93875915,0.9679078,0.9827727,0.6458612,0.9510299,1.4355304,0.7467835,1.389572,0.0,0.5369165,1.0957272,0.9312645,1.1006877,0.8336443,0.79423344,1.2852691,1.2789836,1.2866795,0.94814694,0.8709886,1.2067554,0.66497767,1.2217546,0.97171235,0.80811703,0.69598186,1.2045796,0.83693767,0.87977326,0.9178814,1.381564,1.3015552,0.88334775,0.78505903,0.6998455,1.0699538,1.2908647,1.1319966,1.1863942,0.87137157,1.3271261,0.6834522,1.0528868,0.779089,0.77234566,1.1174285,1.4086291,1.2602892,0.7445314,0.8223938,1.2814391,1.4162825,1.0698336,0.7620679,1.026817,0.81567407,0.81355894,1.0321958,0.9947117,1.0533478,0.8898643,0.6812092,1.0220864,0.8297762,1.1891536,1.0311245,1.2148625,1.1315546,1.2774266,0.8959801,1.1806203,0.6225275,0.7240141,0.71195114,1.1579607,1.1085471,1.0108471,0.7126149,1.1448736,1.2655058,1.2078544,0.9976921,1.30624,1.3947303,1.0118397
doll,0.83546454,0.8557279,0.81706905,0.97908777,1.0935242,0.7360154,0.8426162,1.1698828,0.97950757,1.3758242,0.8905641,0.8348377,1.0178846,0.8364915,1.3642286,1.2124326,1.2898723,0.7806876,0.87186456,1.3720775,1.0468104,0.9924632,1.0408798,0.91793495,1.0117685,1.2714878,1.2696338,0.8756561,0.9158487,0.8794198,0.9055083,0.87194955,1.3578775,0.9048625,1.3042679,0.5369165,0.0,1.0937953,1.0615636,0.92412335,0.99805576,0.79418826,1.2397648,1.2412992,1.3779117,0.76977867,0.8925388,1.2424284,0.63969964,0.909067,0.9904374,0.9068982,0.68855447,0.9962665,0.8397054,0.91318357,1.0815345,1.3764524,1.2489092,0.7749008,0.5545423,0.62376696,1.1134818,1.1938034,1.279617,1.215213,0.8959629,1.149108,0.8185545,0.9734394,0.93084097,0.9410059,1.183894,1.3425875,1.3118986,0.7074556,0.93853325,1.1923854,1.4043881,1.0155562,0.7970304,1.0112803,0.91083336,0.92390096,0.92056525,1.1110654,0.8829724,0.87283635,0.8379279,0.9943897,0.87251246,1.1996562,1.1846926,1.2288619,1.1632891,1.2646122,0.91624147,1.248365,0.6477332,0.69361055,0.94164026,1.247467,1.0220691,0.8418391,0.7694782,1.3040732,0.9079346,1.1146837,1.0537666,1.3164147,1.3389685,1.067869
door,1.0910951,1.3322128,0.9683665,1.087114,0.9838219,1.2648692,0.9306879,0.7333123,0.7771951,1.073944,0.8313287,1.0873655,0.9893711,0.8945178,1.1202625,0.9751253,0.7562158,0.94673663,1.2014947,0.91396004,0.939127,1.1931372,1.058204,1.2720408,0.61279577,0.44624949,1.0275905,0.44025314,0.8859374,0.94596404,0.7669819,1.090766,1.1896837,0.9126414,0.98680556,1.0957272,1.0937953,0.0,0.84218425,1.2335854,0.8867367,1.2570555,1.2776766,1.0817683,1.031796,1.2742397,0.86868507,1.1126666,1.2802148,1.2547038,0.9633346,1.0359694,1.177988,1.3005129,0.97712874,0.9025865,1.159973,0.9074488,0.80288494,1.0967691,1.183397,0.95378524,1.0779761,1.0763501,0.97685057,1.1096692,1.2584412,1.2041482,0.8234982,1.2394335,1.0727895,1.0739,0.90082854,1.0826027,1.0725332,1.1637688,0.9712323,0.99141675,1.0186437,1.0944993,0.9451533,1.0587004,1.1486907,0.45361304,1.1161501,0.99518955,0.99549085,0.9064127,1.0865847,1.1241266,0.98678917,0.48539627,0.8975678,1.223037,0.9614182,1.0146462,1.2481899,1.0656552,1.0300566,0.86274135,0.81456757,1.2301447,1.09962,1.2495841,0.96085435,0.9961458,1.2833624,0.9864314,0.88184875,0.7748597,1.1773256,0.37135416
drawer,1.1742837,0.9672967,1.1520307,1.0147347,1.0034516,1.0409325,0.95840836,1.0035588,1.1202253,0.8193995,1.0341042,1.1983446,1.0074493,1.1753476,0.75716984,0.9931792,0.73192334,0.80727375,1.0793186,0.94480455,0.9835639,0.9851655,1.0835532,0.9166615,1.1409273,0.8040869,0.8905684,0.91407764,1.2363609,1.1815387,1.0326266,1.257678,0.9315181,1.0862535,0.98366994,0.9312645,1.0615636,0.84218425,0.0,0.87871796,1.0604242,1.056989,1.0488186,0.9645097,0.89939487,1.1446775,1.1405367,0.96114343,1.2277325,1.0237292,1.1410143,0.91116655,1.0443778,1.041933,1.0096264,1.2784843,0.89546585,0.83123213,0.8113007,0.9488132,1.2442429,1.001001,1.0243492,0.951135,0.7703564,0.75747454,1.054039,1.0739353,0.9053192,0.9575968,1.0472748,0.91400385,0.9205333,0.9401603,0.92522573,0.9096426,0.8805039,0.9568564,0.93947357,1.0769485,0.84290254,0.6074656,1.1370927,1.0105121,0.95513844,1.1272609,1.032232,1.2345173,0.86032796,1.1221977,1.0184513,0.9989921,0.6912551,0.80903304,1.1530503,0.94548225,0.985758,0.90247,1.1497409,1.1355702,1.0965627,0.8775553,0.8318322,0.94969386,1.2632936,0.76923347,0.974573,0.94007677,1.1053895,0.8514737,1.0440342,1.0419048
egg,1.1539412,0.6889157,1.054693,0.85057086,0.7235863,1.027265,1.0630859,1.2649739,1.2359152,1.1665982,1.2253264,1.0560119,1.0426636,1.1946913,0.93513113,0.8641544,0.9487383,1.1383839,0.78646576,0.943819,0.8595383,1.004484,1.1151717,0.6857755,1.2624347,1.1287379,0.6809242,1.0080898,1.1152023,1.1511495,1.2036568,1.117125,0.8799062,1.1825163,0.93105686,1.1006877,0.92412335,1.2335854,0.87871796,0.0,1.0456945,0.9953764,0.8735746,0.94196177,0.96976036,0.9828939,1.0201437,1.0098609,1.0064747,0.90464145,1.0177027,0.88910174,1.0186989,0.6978752,0.9253371,1.1377572,1.2545142,0.97665787,0.8222749,0.89553833,0.92456526,1.1195805,0.8149863,0.7484646,0.98133004,0.9896134,0.9228369,0.9191754,1.2647493,0.96020716,1.2679119,1.244062,1.0975677,0.9061429,0.95099247,1.0568526,1.0091063,1.0028095,0.98179024,0.9126962,0.984214,0.8428902,1.0095812,1.262295,0.761171,1.0697379,1.0922348,1.0720794,1.0474261,1.1486299,1.0236577,1.2146847,1.1186695,0.7922469,1.1216751,1.0596372,0.85519004,0.79454017,1.106601,1.0886135,1.2688651,0.87179416,0.70155704,1.0288204,1.320987,0.9841591,0.71005344,0.95411396,1.0915184,1.0739763,1.0259074,1.29818
elephant,0.88466054,1.1235414,0.7192112,1.0537271,1.2365792,1.0925133,1.1010262,0.7549633,0.6299446,1.2109243,0.6232066,0.83199316,1.0487417,0.71949077,1.261797,1.2861283,1.1625824,0.8603643,1.0635018,1.0498931,1.2463422,1.2320459,1.0696101,1.12368,0.7638867,1.0030919,1.323108,0.8102349,0.82792175,0.8816466,0.48648798,0.86396366,1.3216505,0.71500087,1.2639103,0.8336443,0.99805576,0.8867367,1.0604242,1.0456945,0.0,1.1083947,1.3045892,1.2198976,1.2866902,1.1093836,0.8013194,1.2415959,0.98416865,1.2969211,0.7972272,0.9814342,1.0820863,1.2117665,0.89372087,0.8605385,1.1242435,1.1950133,1.303061,0.9800456,1.0280446,0.83496267,1.1698225,1.2117352,1.2835066,1.3645562,1.0741957,1.3163424,0.8000004,1.1600602,0.9495953,1.1557302,1.0536386,1.3114668,1.2489805,0.9787937,1.211148,1.1728966,1.1373355,1.0232588,0.96413225,1.1579032,0.981987,0.74182504,1.1435105,0.87549436,1.0649315,0.7022199,1.0044552,1.0010538,1.1811924,0.84743863,1.0586865,1.2315502,0.930999,1.2102749,1.0211796,1.380866,0.7532906,0.8417582,0.65317166,1.2008753,1.2197784,1.1430539,0.87033284,1.3522422,1.3130548,1.0807949,0.6229921,1.2059842,1.1557903,0.77190197
finger,1.0201024,0.8895861,0.8272722,1.2069974,1.127442,0.5445733,1.2868721,1.1903623,1.1846782,1.0048039,0.9373304,0.82418644,1.1560783,1.1143763,1.1283334,1.229891,1.2488769,1.0282391,0.9289546,1.2454553,1.2875512,0.8681918,1.0711434,0.7528562,1.0051079,1.2410557,1.2442313,1.2270916,1.0919821,1.045064,1.0623077,0.82244766,1.044519,1.1367182,1.1938018,0.79423344,0.79418826,1.2570555,1.056989,0.9953764,1.1083947,0.0,0.93965364,1.1084253,1.0472906,0.9315522,1.073649,0.7470051,0.5371987,0.9347864,1.0144988,1.0611135,0.36143893,0.94101804,1.0174522,0.976085,0.9159713,1.2635531,1.2786684,0.9504247,0.75728977,1.1306705,1.0093901,1.1200593,1.1097721,0.79513633,0.3523144,1.0097002,1.1290293,1.0026412,0.92224854,0.7609962,0.962619,1.0906814,0.99403644,0.7435123,1.1138507,1.1573952,1.2066987,1.125323,1.110073,0.99303,0.6367391,1.1492997,0.87859493,1.1909174,1.030789,0.9846346,0.6213268,0.99289167,0.8880261,1.090587,0.8845122,0.8784716,1.1425067,1.1535947,0.47335476,1.0192766,0.9606874,0.8992832,1.2289482,0.8700782,0.608248,0.8787296,0.7911406,1.1618042,1.0959727,1.2271439,1.1726208,1.1756498,1.0008255,1.1941824
fish,0.8017,0.7823764,1.3419098,0.9274293,0.8067539,0.8244418,1.254046,1.2055504,1.4540539,0.75413775,1.3974488,1.387414,0.687175,1.415883,0.7499292,0.77149034,0.9761712,1.3096464,0.96699584,0.62892693,1.0112512,0.7934741,0.84896183,0.73631537,1.167747,1.1253508,0.587384,1.3808157,1.2870376,1.0967405,1.4765044,1.0700302,0.5375903,1.4148725,0.8031362,1.2852691,1.2397648,1.2776766,1.0488186,0.8735746,1.3045892,0.93965364,0.0,0.6428692,0.70099473,0.5631593,1.3138099,0.74115074,1.0771637,0.65618724,1.1165918,1.1577076,1.134053,0.68276423,1.052952,1.2302058,1.0809937,0.78290284,0.67056704,1.0094854,1.0360705,1.141359,0.63121,0.79888237,0.775979,0.73248243,0.9398151,0.574552,1.381479,0.7768005,1.3058589,1.0984795,1.1497477,0.61668134,0.70325905,1.0164878,1.0920465,0.80975044,0.7266637,0.997564,1.3058765,0.8612509,0.9020925,1.5004265,0.5636766,1.173778,1.0760082,1.2688653,1.0397838,1.1147089,1.0743408,1.1074206,1.1043279,0.6014558,0.91916376,0.7914892,0.88321006,0.7466202,1.3261515,1.4262145,1.423214,0.7249202,0.690765,0.95133615,1.0356508,0.7235185,0.6752033,1.0110937,1.2367247,0.8407689,0.70155257,1.2500217
flower,1.2538664,0.9207498,1.3277652,1.1983422,0.6064661,1.145813,1.1048279,1.3751726,1.5119103,0.5829246,1.5390456,1.5239438,1.0594313,1.5313321,0.680935,0.43178248,0.5847963,1.4643514,0.9567947,0.4083779,0.8183883,0.51039135,0.8930645,1.1141537,1.0645885,0.7161207,0.5597103,1.1729654,1.2513759,1.1731911,1.4438215,1.1921322,0.26113462,1.5013242,0.28764594,1.2789836,1.2412992,1.0817683,0.9645097,0.94196177,1.2198976,1.1084253,0.6428692,0.0,0.25727665,1.140055,1.3360364,0.35869706,1.381132,0.8293536,1.1657734,1.1566437,1.3372904,0.68465054,1.264518,1.2538805,1.2189922,0.4161024,0.5270779,1.3153951,1.3579123,1.2407613,0.4099518,0.31349933,0.72262657,0.49489868,0.99878854,0.5094339,1.4179394,1.0050343,1.43056,1.1844159,1.238379,0.2449354,0.22598219,1.4358368,1.050398,0.5614046,0.4237138,1.1822726,1.3056833,0.89498156,0.9946148,1.3050065,0.69790363,1.1924089,1.2025828,1.3537438,1.1342424,1.271891,1.115368,1.1350592,0.79540575,0.41593933,1.1599878,0.6243487,1.0868006,0.46300542,1.519764,1.4044799,1.3999833,0.7361544,0.6644982,1.2081448,1.2985566,0.5128516,0.72700447,0.93920267,1.1413366,0.37074387,0.34971744,1.1862223
fork,1.4277942,1.0101068,1.3640435,1.2681289,0.61074585,1.1194803,1.0868158,1.3252838,1.5417662,0.5040376,1.5074966,1.4377441,1.1106313,1.5540038,0.61724097,0.38182473,0.53058237,1.4140917,1.026106,0.34995103,0.7879728,0.49575806,0.9226631,1.1087843,1.0573153,0.70869654,0.61084336,1.2256905,1.3086683,1.2844546,1.4732203,1.2206987,0.15689725,1.519709,0.24158871,1.2866795,1.3779117,1.031796,0.89939487,0.96976036,1.2866902,1.0472906,0.70099473,0.25727665,0.0,1.2804978,1.2649579,0.32336593,1.3049271,0.88784444,1.219289,1.1803926,1.2026808,0.7684163,1.3083009,1.2057703,1.1579409,0.35778642,0.42077923,1.3613195,1.3904413,1.3739315,0.5039195,0.34572256,0.64075303,0.3148315,0.90933883,0.5162103,1.4359152,1.0597054,1.4035295,1.1108389,1.0838401,0.1519391,0.052016795,1.4297321,1.0711391,0.5865568,0.39684933,1.2192417,1.3151286,0.93943465,1.0473523,1.337843,0.78785765,1.2142208,1.1129708,1.4292428,1.0559577,1.3433346,0.97929835,1.0679456,0.6526162,0.34820855,1.203731,0.6186152,1.014779,0.18546963,1.5696154,1.3976079,1.4617362,0.6055292,0.6526549,1.1850938,1.2128087,0.48257637,0.7820764,0.87470347,1.2373767,0.25109017,0.3053202,1.1774414
frog,0.24221289,0.58841074,1.1284642,0.71806014,1.1743033,0.6706183,1.0683032,1.0515021,1.1131399,1.165384,1.1157576,1.0642492,0.52848256,1.0590651,1.1045307,1.1975775,1.319985,0.85667795,0.9323247,1.1847342,1.0313379,0.9812984,0.94601643,0.8954748,1.1766486,1.3692384,0.905589,1.212726,1.1110233,0.926211,1.2421395,0.7838054,1.1587521,1.0665106,1.3028477,0.94814694,0.76977867,1.2742397,1.1446775,0.9828939,1.1093836,0.9315522,0.5631593,1.140055,1.2804978,0.0,1.0852096,1.2632108,0.9379622,0.6777685,0.9964137,1.0843513,0.96347934,0.820802,0.72752345,1.0490743,1.0306625,1.2387474,1.0784788,0.6820874,0.50688905,0.7809539,1.0292323,1.2432046,1.1603374,1.130731,1.0348976,1.0014515,1.0582057,0.78138787,1.0850329,1.0842212,1.1510882,1.1975055,1.2636622,0.6777185,1.0722138,1.0721138,1.2096088,0.7893553,1.0579201,0.9258541,1.0383576,1.2596016,0.74521613,1.0817752,0.8554144,1.0615584,1.1067603,0.9226968,1.0285587,1.0417752,1.334187,1.1927351,0.76941603,1.024043,1.0525403,1.1957242,0.9172878,1.1472846,1.110104,1.040585,1.1914445,0.75199157,0.746454,1.210886,0.6352822,1.0606956,1.0639726,1.3439779,1.22846,1.1686981
glass,0.9902494,1.1847816,0.6732019,0.9123508,1.0649691,1.1183664,0.92336595,0.9118027,0.7245818,1.3078547,0.8261015,0.8058309,0.96551096,0.6889881,1.3701708,1.1901685,1.1410935,1.0036054,1.0289444,1.1912552,1.0511049,1.2865169,1.0584561,1.0412053,0.8023023,1.0450988,1.1766126,0.74211377,0.7587429,0.8770079,0.7991444,0.9045466,1.3668569,0.77265406,1.2435253,0.8709886,0.8925388,0.86868507,1.1405367,1.0201437,0.8013194,1.073649,1.3138099,1.3360364,1.2649579,1.0852096,0.0,1.2785122,0.8784598,1.2293226,0.95953137,0.8986153,0.853127,1.2038436,0.7530783,0.993178,1.1669253,1.2647227,1.1374213,0.97791475,0.89511144,0.8767675,1.2707925,1.2219012,1.3331265,1.3301613,1.0574582,1.2778105,0.8883483,1.0846993,0.9385979,1.1455508,1.0798135,1.2888453,1.2634988,1.0289087,0.9759517,1.2445068,1.2518418,0.8814879,0.9789206,1.1038578,0.98626363,0.7364812,1.0766652,0.8957962,0.8717488,0.84903175,1.0631266,1.0332991,0.81539196,0.8083108,1.1040525,1.3590809,0.8676708,1.1263466,1.1158446,1.1355054,0.7428881,0.8361844,0.7325425,1.1764677,1.2180252,0.9876131,0.8152101,1.3632772,1.2803993,1.1095618,0.8880295,1.2400997,1.3072996,0.7428268
glasses,1.3793873,1.0564871,1.2219566,1.2753787,0.69218683,0.9836895,1.1876707,1.3442843,1.5101578,0.55072165,1.4371743,1.3574101,1.14695,1.5040381,0.70568174,0.612244,0.6503023,1.4479668,0.98951066,0.55619705,0.94564104,0.5438568,0.86936283,1.0851941,1.0006747,0.8099745,0.7833605,1.2258945,1.259125,1.2165095,1.3769246,1.1231064,0.3859532,1.5261304,0.5224173,1.2067554,1.2424284,1.1126666,0.96114343,1.0098609,1.2415959,0.7470051,0.74115074,0.35869706,0.32336593,1.2632108,1.2785122,0.0,1.1478736,0.9328272,1.0418049,1.1723099,1.0022149,0.63935995,1.3259158,1.2075496,1.1429535,0.5218605,0.6737909,1.3875433,1.3013458,1.3025334,0.5311382,0.46677446,0.7610147,0.4281857,0.5919151,0.57506853,1.4779942,1.0407795,1.3249032,1.0373586,1.1163573,0.35893226,0.32094526,1.3600917,1.0727229,0.7297571,0.54468864,1.2407278,1.3519585,0.9228871,0.84524626,1.244113,0.7249189,1.2715578,1.1583984,1.2801683,0.7961242,1.318263,1.0475662,1.0894492,0.70197713,0.3370512,1.2576966,0.65285414,0.77978975,0.49375302,1.4597604,1.2991315,1.4250063,0.62056893,0.41434556,1.2419618,1.1315272,0.61151797,0.9252884,0.9869198,1.1959536,0.4098513,0.351704,1.1511288
glove,0.94982046,0.9976306,0.6257029,1.006536,1.2447119,0.74849814,1.1270986,0.9926318,0.9085506,1.2136698,0.70737296,0.6061014,1.1161559,0.75922906,1.26874,1.2806296,1.3601596,0.9811955,1.040275,1.4134829,1.1995707,1.0529057,1.0477527,0.81068254,0.909044,1.3465194,1.4338523,1.1389536,0.9460692,0.96300244,0.80238414,0.9152338,1.301657,0.90834624,1.3480469,0.66497767,0.63969964,1.2802148,1.2277325,1.0064747,0.98416865,0.5371987,1.0771637,1.381132,1.3049271,0.9379622,0.8784598,1.1478736,0.0,1.004024,1.0373896,0.99978876,0.5469558,0.93692344,1.0022266,0.80564797,0.8027575,1.4571798,1.4259388,0.9321872,0.4697643,0.97040266,1.2546453,1.312788,1.0720481,1.135477,0.74044985,1.1663657,0.89175653,1.0286838,0.6516548,0.6718409,0.9088454,1.3647063,1.3101476,0.70933366,0.9271056,1.2315669,1.3715115,1.0189052,0.8393378,1.0725515,0.6498144,1.0445355,1.0138408,0.97594935,0.96897864,0.7706575,0.5598594,0.84187263,0.9342682,1.1236932,1.0685422,1.0978409,1.0125482,1.3323531,0.51798713,1.2130046,0.7144017,0.70516676,0.9483524,1.0238549,0.95326,0.82737076,0.74881953,1.15012,1.1849095,1.2717266,1.1390142,1.3651881,1.2640092,1.0797533
gum,0.8391608,0.64654815,1.3349384,0.89449203,0.7661642,0.9157483,0.85766387,1.3210489,1.4104787,0.8740201,1.4137816,1.2726678,1.1077899,1.3219728,0.7038125,0.87353194,1.0362402,0.7918888,0.9800177,0.9088295,0.8383509,0.6814052,0.8554552,0.7771828,1.2873509,1.1834785,0.7197439,1.2078235,1.154633,0.7481497,1.5361164,0.8629688,0.64411855,1.373079,0.8469608,1.2217546,0.909067,1.2547038,1.0237292,0.90464145,1.2969211,0.9347864,0.65618724,0.8293536,0.88784444,0.6777685,1.2293226,0.9328272,1.004024,0.0,1.1877999,1.0681531,0.9624801,0.691262,1.135684,1.2364006,0.97226834,0.94885826,0.9109826,0.8314668,0.8275285,0.95780706,0.8235412,0.77383435,0.958371,0.8021373,0.96942216,0.6845391,1.2065151,0.7114465,1.1137846,1.0721023,0.9856179,0.7603252,0.85854435,0.9045232,0.9301783,0.92798334,0.89702284,1.0228534,1.0207877,1.019766,1.1694692,1.3888297,0.92771137,1.1817157,0.77057964,1.3880295,1.1400082,1.0516735,1.1065941,1.2341932,1.0103232,0.8696687,1.1415302,0.7370625,1.0538347,0.95113885,1.3302529,1.2910354,1.3260077,0.8794553,0.8572624,0.62885785,0.8381177,0.8642471,0.34967065,0.77837515,1.1710998,0.96467185,0.8109761,1.2345775
