,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shovel,1.0630515,1.0429205,0.9071978,1.0038207,0.9224807,0.9791333,0.9545506,1.0046005,1.010048,1.239114,0.99052936,0.8368677,0.8636836,0.97488534,1.0995517,1.0811697,0.9999115,0.9681469,0.74480027,1.1223421,0.9592778,1.1958563,1.1099778,0.968446,0.9611512,1.0467759,1.0280831,0.9724539,1.0646065,0.99274915,1.0772817,0.9272534,1.0876374,0.9591709,1.1728243,0.8297762,0.87251246,0.98678917,1.0184513,1.0236577,1.1811924,0.8880261,1.0743408,1.115368,0.97929835,1.0285587,0.81539196,1.0475662,0.9342682,1.1065941,1.0280476,0.82341444,0.6474426,1.102256,0.7421975,1.0395226,1.1922243,0.9816407,0.81950563,0.8359885,0.8826341,1.0820333,1.0449439,1.1226876,0.944971,1.1537689,0.96966845,1.1947727,0.9620974,1.1429216,1.1194248,1.1850864,0.89317656,1.0204259,1.0410473,0.94836956,1.037259,1.0719352,1.1493701,0.9203759,0.9223552,1.074414,1.1684431,1.009249,1.0599463,1.0820678,0.69509506,1.0947474,0.8711251,1.0975989,0.0,1.0335348,0.9418545,1.0816336,1.0688008,1.0783701,1.0751168,0.6627981,0.9710113,0.95145637,0.90967077,1.0583069,0.9473289,1.0672104,0.8747188,1.0641394,1.1312788,1.0736147,1.0384204,1.0154976,1.1972423,1.0172614
shower,0.9214617,1.253573,0.88197017,1.007324,1.1668651,1.092984,1.1241915,0.59798265,0.701019,1.0526342,0.7797713,0.97270834,0.82832813,0.83824116,1.1635164,1.1486619,1.080073,1.0304202,1.2248167,0.9547914,1.0953852,1.2865684,0.91718006,1.2164648,0.6456292,0.81815577,1.1208022,0.95565265,1.0008181,0.88388395,0.84274083,1.0206602,1.1346946,0.81313515,1.1099523,1.1891536,1.1996562,0.48539627,0.9989921,1.2146847,0.84743863,1.090587,1.1074206,1.1350592,1.0679456,1.0417752,0.8083108,1.0894492,1.1236932,1.2341932,1.0200416,1.2577583,1.0411761,1.2317834,0.8139465,0.7529854,1.0887734,1.0135232,0.9389161,1.1394504,1.0462203,1.0511342,1.1564212,1.1658726,1.1344297,1.0857307,1.1518564,1.2012676,0.9511932,1.120903,1.0012786,1.0444254,0.8488059,1.0883644,1.1147944,1.0665118,1.24115,1.053871,1.0565991,0.978562,1.2320622,1.1005273,0.98062056,0.78786194,1.1325682,0.84436065,0.90138423,0.9367339,1.031111,0.96340454,1.0335348,0.0,1.0445642,1.208165,0.71038514,1.0251167,1.1959268,1.1024116,0.94625056,1.0513268,0.90699273,1.1064652,1.2146226,1.1110718,0.8128493,1.2028193,1.2698691,1.0303712,0.89367276,0.99660873,1.0875916,0.6245936
sink,1.2746556,1.0529869,0.9866562,1.1245359,0.8533762,1.0567417,1.097677,0.9124644,1.0974731,0.60316986,1.0873135,1.1427004,1.2880621,1.2091593,0.76229393,1.0080166,0.5984507,1.0245093,1.0778593,0.747815,1.06923,0.78654945,0.93622494,1.0029556,0.77924913,0.7451741,1.1084467,1.0119057,1.0838428,1.0491706,1.0138516,1.0551227,0.72795695,1.1795131,0.86110795,1.0311245,1.1846926,0.8975678,0.6912551,1.1186695,1.0586865,0.8845122,1.1043279,0.79540575,0.6526162,1.334187,1.1040525,0.70197713,1.0685422,1.0103232,1.1564732,0.99455625,0.853767,0.97310305,1.1892574,1.1195917,0.98665804,0.80852485,0.9963472,1.0799836,1.1448385,1.1744713,0.9419406,0.82593113,0.7220478,0.71209335,0.98552525,0.93637633,1.0882114,1.0739295,1.0936407,0.9001644,0.7685664,0.8055705,0.6922228,1.033579,0.95336443,1.0903562,0.7913556,1.0510036,1.0575703,1.0291463,1.0703337,0.9847137,1.1639916,1.2195126,1.0808556,1.1784009,0.86216486,1.221339,0.9418545,1.0445642,0.0,0.68191504,1.2071686,0.8118673,0.9617646,0.7859889,1.2606449,1.04427,1.0667766,0.81703824,0.88170815,1.112897,0.9906721,0.77639997,1.1739296,0.85055447,1.1397785,0.78143024,0.73466206,0.91357857
slipper,1.3595409,0.8696502,1.252423,1.2272432,0.67539287,0.9448131,1.2158461,1.4149872,1.5332167,0.49796867,1.4308279,1.3572685,1.0774921,1.5213563,0.64019555,0.5933244,0.70895827,1.3918211,1.0081323,0.45390975,0.8921416,0.51659274,0.94857836,0.8547701,1.1498895,0.9250721,0.64736897,1.2866322,1.4200275,1.2144738,1.3766146,1.2118862,0.26168835,1.5184649,0.51962495,1.2148625,1.2288619,1.223037,0.80903304,0.7922469,1.2315502,0.8784716,0.6014558,0.41593933,0.34820855,1.1927351,1.3590809,0.3370512,1.0978409,0.8696687,1.1443356,1.0955864,1.1124831,0.6267789,1.3433601,1.3004858,1.096174,0.56219393,0.6609446,1.2515152,1.3240547,1.359715,0.581035,0.39476085,0.73806196,0.49602062,0.7666333,0.63188094,1.425158,0.9786261,1.3483292,1.0183513,1.1249465,0.40327722,0.33753443,1.2120883,1.1049052,0.720774,0.52911043,1.2726431,1.3141567,0.8945221,0.84358776,1.4393817,0.736786,1.2579015,1.1466078,1.334179,0.6396726,1.2835164,1.0816336,1.208165,0.68191504,0.0,1.1318183,0.7162696,0.68965745,0.52649605,1.4576129,1.4184611,1.5357971,0.5104439,0.39162135,1.119464,1.304389,0.5714502,0.7498085,0.9515543,1.2352474,0.43320417,0.2981708,1.3561978
snow,0.8259051,1.0576923,0.9295386,0.7525301,1.1746104,1.0545975,1.0806371,0.7966567,0.74661076,1.0615546,0.8621462,0.8441501,0.73102057,0.8217835,1.140253,1.2007346,1.2644662,0.9443134,1.1458875,1.0833247,1.0890465,1.2115631,1.0060998,1.0358963,0.98115426,1.113243,1.015333,1.113641,0.9606613,0.9694593,0.8984286,0.9796587,1.1746714,0.79266673,1.2215388,1.1315546,1.1632891,0.9614182,1.1530503,1.1216751,0.930999,1.1425067,0.91916376,1.1599878,1.203731,0.76941603,0.8676708,1.2576966,1.0125482,1.1415302,0.9868,1.0926858,1.0188285,1.098504,0.83118325,0.86662936,0.98087806,1.1701161,1.1328347,0.9795087,0.93487036,1.0446846,1.2329032,1.2505987,1.1784472,1.1890986,1.2201052,1.1816366,0.8870879,0.9436503,0.9718906,1.0809654,0.9690248,1.2402463,1.2234478,0.98267263,1.1429341,1.0418326,1.1399977,0.7942989,1.1386163,1.1326456,0.99870604,1.0292668,1.0783913,0.74062926,0.9498189,0.9847094,1.039947,0.8423571,1.0688008,0.71038514,1.2071686,1.1318183,0.0,1.130511,1.0381752,1.2261417,0.91514826,1.0981935,0.89608157,1.074676,1.2772002,0.95360726,0.99123996,1.2287668,1.0451455,1.0069306,0.8562824,1.2033888,1.0978711,1.039272
soap,1.1162186,0.8861467,1.2994823,1.0469663,0.6309936,1.0571753,1.0044887,1.1614614,1.3406987,0.54580814,1.4334977,1.3992956,0.98247087,1.3844507,0.7711925,0.74059945,0.6853661,1.22427,0.9384821,0.62265563,0.76378506,0.5603888,0.91506517,1.1908015,1.0048947,0.9032048,0.73134553,1.0160217,1.1515564,1.1655033,1.3721558,1.1581277,0.5437174,1.3543859,0.6929065,1.2774266,1.2646122,1.0146462,0.94548225,1.0596372,1.2102749,1.1535947,0.7914892,0.6243487,0.6186152,1.024043,1.1263466,0.65285414,1.3323531,0.7370625,1.1503507,1.0181675,1.2847809,0.7984721,1.1645486,1.2659667,1.0519854,0.6915722,0.7024106,1.0987738,1.1996679,1.1838167,0.6839057,0.65976703,0.82499796,0.6854061,1.0788778,0.65779716,1.3051298,0.8056525,1.2324909,1.066139,1.1438689,0.59330773,0.62435824,1.2182693,0.92893934,0.84013367,0.7159072,1.0062476,1.2212546,0.97380453,1.2322383,1.2250736,1.0211792,1.1847757,0.8926658,1.2963458,1.2040036,1.2035918,1.0783701,1.0251167,0.8118673,0.7162696,1.130511,0.0,1.2067884,0.7129145,1.4093006,1.2670758,1.2903571,0.81592554,0.94467396,1.1107026,1.1156142,0.72658575,0.7713693,0.9250725,1.0813195,0.5241867,0.6012717,0.9854274
sock,1.1166502,1.0164998,0.8639704,1.3065753,1.1256382,0.6865188,1.2003175,1.0919374,1.1453996,0.9757365,0.92152447,0.8050486,1.1538777,1.0595562,0.9909872,1.055804,1.101157,1.0404259,1.0438195,1.1049258,1.1854903,0.7782963,1.055282,0.7040785,1.1176631,1.0918784,1.1566417,1.2233309,1.1237761,1.0132426,0.98040456,0.9883925,0.9925639,1.0912895,1.1148236,0.8959801,0.91624147,1.2481899,0.985758,0.85519004,1.0211796,0.47335476,0.88321006,1.0868006,1.014779,1.0525403,1.1158446,0.77978975,0.51798713,1.0538347,1.0632126,1.0028048,0.74349284,1.0104383,1.1173536,1.0002723,0.8510066,1.1783859,1.173642,1.1131387,0.9454226,1.149814,1.0700005,1.0948626,0.9340991,0.89005154,0.5652436,0.9429198,1.0879176,1.0000168,0.89011955,0.7685664,0.89124286,1.0841109,1.0056763,0.8252032,0.9751015,1.0413101,1.1087995,1.2729365,1.0406574,0.8705118,0.6029606,1.2082036,0.8066597,1.158463,1.1828232,0.96426934,0.5010291,0.96871036,1.0751168,1.1959268,0.9617646,0.68965745,1.0381752,1.2067884,0.0,1.0420779,0.9597676,0.99354154,1.2265869,0.75205517,0.50061834,0.90901893,1.0169578,0.9611546,1.0605503,1.1689498,1.1735175,1.0489609,1.0062342,1.2617623
spoon,1.3837821,0.9798726,1.2926201,1.166187,0.6505961,1.1087887,0.9420886,1.3535962,1.5545204,0.78428495,1.5185794,1.3509383,0.92828673,1.5348843,0.63571095,0.39098942,0.47519422,1.3444201,0.8471042,0.65082383,0.6460607,0.70000756,0.9345727,1.0715055,1.1165192,0.73466194,0.593275,1.180505,1.2666572,1.3074329,1.5226825,1.2227255,0.39522332,1.4906533,0.3694154,1.1806203,1.248365,1.0656552,0.90247,0.79454017,1.380866,1.0192766,0.7466202,0.46300542,0.18546963,1.1957242,1.1355054,0.49375302,1.2130046,0.95113885,1.2406986,1.0296354,1.0621489,0.77912664,1.1627002,1.2239282,1.2335343,0.38957423,0.31801713,1.2260193,1.2322137,1.3808329,0.57066226,0.56058407,0.56571627,0.47137195,0.9180869,0.611338,1.3790288,1.1173936,1.4332545,1.1673101,1.0089241,0.2574283,0.28432953,1.3946488,0.9902655,0.619933,0.56055504,1.0913424,1.1150229,0.7941874,1.1243708,1.2852525,0.7345521,1.2319638,0.95228267,1.4386513,1.0370556,1.3609369,0.6627981,1.1024116,0.7859889,0.52649605,1.2261417,0.7129145,1.0420779,0.0,1.5521865,1.3476411,1.4120884,0.72785604,0.6963646,1.1504346,1.1897919,0.47089952,0.7401624,0.8991111,1.2403446,0.44189906,0.6397255,1.1936945
stroller,0.76158416,1.0534326,0.6586485,0.93168795,1.3168625,0.8175634,1.0432961,0.68676436,0.48238534,1.3149383,0.41712582,0.51644063,0.9604776,0.5178689,1.4527125,1.4622848,1.4505894,0.8243447,1.1181407,1.3697051,1.2813656,1.2763042,1.0990053,0.96045846,0.93168324,1.2565506,1.4125524,0.8695481,0.87711066,0.8794455,0.44952196,0.86633134,1.5628421,0.3875755,1.5096991,0.6225275,0.6477332,1.0300566,1.1497409,1.106601,0.7532906,0.9606874,1.3261515,1.519764,1.5696154,0.9172878,0.7428881,1.4597604,0.7144017,1.3302529,0.8323863,0.9818162,0.8444062,1.2642899,0.746384,0.85756093,0.86216897,1.5052086,1.5033807,0.7873058,0.8115243,0.6221829,1.405014,1.4108586,1.3832165,1.4491119,0.99787945,1.3699607,0.66419375,1.0484129,0.6541397,0.834859,1.0676961,1.6122711,1.5262951,0.62406623,1.1031189,1.3275013,1.4256086,0.94683427,0.8413319,1.1347009,0.759205,0.72638535,1.1931168,0.8542971,0.96678305,0.61893445,0.932676,0.63476545,0.9710113,0.94625056,1.2606449,1.4576129,0.91514826,1.4093006,0.9597676,1.5521865,0.0,0.6418942,0.6600759,1.2617121,1.3444487,0.9321985,0.8628918,1.5212061,1.3440642,1.2078826,0.9506293,1.4220036,1.364484,0.88986564
sweater,1.046926,1.1492437,0.6183896,1.0055212,1.2765341,1.0436938,1.0523771,0.8406807,0.633251,1.2833118,0.65638644,0.60572016,1.2147639,0.59667104,1.4484025,1.3731793,1.271904,0.8753128,1.0081165,1.3558242,1.2517424,1.2394135,1.2355632,1.0767949,0.79402804,1.132406,1.3992987,0.63465804,0.3999753,1.0415338,0.54730207,0.8473923,1.4822891,0.7144621,1.3710831,0.7240141,0.69361055,0.86274135,1.1355702,1.0886135,0.8417582,0.8992832,1.4262145,1.4044799,1.3976079,1.1472846,0.8361844,1.2991315,0.70516676,1.2910354,0.8163253,0.9090098,0.68449783,1.2394674,0.935943,0.47639412,0.95148146,1.3941386,1.3490152,0.9083785,0.7869791,0.8253789,1.3197253,1.303661,1.2363582,1.1818349,0.97009873,1.3336716,0.7247804,1.1388646,0.6724117,0.7153574,1.0207654,1.4425106,1.3681567,0.89845884,1.0232474,1.2912424,1.4333675,0.9492313,0.75613296,1.1759853,0.9798608,0.625794,1.2485964,0.9079154,0.9651387,0.3571967,0.93125266,0.96823215,0.95145637,1.0513268,1.04427,1.4184611,1.0981935,1.2670758,0.99354154,1.3476411,0.6418942,0.0,0.6252909,1.313039,1.2169634,1.0930784,0.89029014,1.354943,1.3167253,1.1854185,0.8826458,1.3377863,1.3404355,0.7910056
table,0.87153065,1.2045617,0.5987617,0.9252837,1.2666123,1.1747818,0.8432688,0.6061599,0.3673933,1.3692617,0.49968147,0.63796246,1.0391116,0.40393925,1.2940769,1.3820204,1.1805923,0.7594451,1.0619721,1.3078747,1.0908692,1.3732417,1.2221909,1.2070832,0.8447958,0.99155873,1.3778118,0.71417415,0.68922377,0.8940902,0.45799708,0.9545991,1.5335629,0.51976514,1.3799694,0.71195114,0.94164026,0.81456757,1.0965627,1.2688651,0.65317166,1.2289482,1.423214,1.3999833,1.4617362,1.110104,0.7325425,1.4250063,0.9483524,1.3260077,0.87208825,0.86689055,0.9528644,1.3792921,0.868161,0.69977957,0.9356523,1.3085124,1.3564311,0.9197335,0.97860193,0.8328164,1.3663633,1.3841348,1.178937,1.4520841,1.2226908,1.4092586,0.5250567,1.1344959,0.6306032,1.0312035,0.86186105,1.4909134,1.4495348,0.9024683,0.8511818,1.2489221,1.315814,0.88756984,0.7853784,1.1931889,1.1445969,0.5669955,1.3409083,0.74462336,0.9491032,0.6237165,1.0796385,0.8539913,0.90967077,0.90699273,1.0667766,1.5357971,0.89608157,1.2903571,1.2265869,1.4120884,0.6600759,0.6252909,0.0,1.3473976,1.3886702,1.0988024,0.87319314,1.243302,1.3736336,1.0448577,0.6522501,1.3351657,1.403116,0.68778276
tape,1.202842,0.92208284,1.2427509,1.007545,0.75746435,0.89251655,1.1616943,1.2466617,1.3272438,0.5903387,1.2928013,1.2119173,1.1224792,1.3212014,0.8481629,0.80305016,0.9726698,1.1977637,1.0505401,0.8055749,0.9738669,0.6235021,0.9612275,0.85636085,1.1249005,1.0754347,0.76337075,1.2638168,1.3104074,1.2075423,1.3054751,1.1511034,0.6119428,1.2678168,0.71498454,1.1579607,1.247467,1.2301447,0.8775553,0.87179416,1.2008753,0.8700782,0.7249202,0.7361544,0.6055292,1.040585,1.1764677,0.62056893,1.0238549,0.8794553,1.096689,1.1527383,1.0780252,0.7470409,1.1609472,1.1569933,0.9666812,0.8874703,0.8968007,1.1543772,1.2038202,1.2178861,0.87243384,0.7285485,1.0054168,0.60914963,0.73929024,0.74520427,1.2234973,0.7103286,1.161046,0.93428046,1.1352166,0.7220279,0.635334,1.0944692,1.1223826,0.847025,0.8307473,0.9912301,1.3783709,0.8858628,0.88787335,1.3440675,0.8463274,1.1836236,1.1435859,1.2591449,0.85023105,1.0975628,1.0583069,1.1064652,0.81703824,0.5104439,1.074676,0.81592554,0.75205517,0.72785604,1.2617121,1.313039,1.3473976,0.0,0.6522386,1.034237,1.1660259,0.90228057,0.7937394,1.0222303,1.1766673,0.7396711,0.59498954,1.227131
toe,1.2886678,0.9690592,1.1334418,1.2275594,0.7255293,0.93114924,1.2193748,1.3973768,1.4548032,0.888149,1.3478978,1.1929581,1.1660783,1.3633565,0.84460855,0.75938755,0.8465383,1.3057096,0.8989841,0.7669013,0.9685815,0.7520579,0.9516619,0.64361715,1.0770257,0.9689751,0.785799,1.1501242,1.2656775,1.0868887,1.3094273,1.1354641,0.60622025,1.4366024,0.7426952,1.1085471,1.0220691,1.09962,0.8318322,0.70155704,1.2197784,0.608248,0.690765,0.6644982,0.6526549,1.1914445,1.2180252,0.41434556,0.95326,0.8572624,1.0615119,0.9910809,0.81805134,0.770839,1.1942148,1.2078625,1.2113651,0.76803505,0.757535,1.157683,1.2031611,1.1730281,0.6656697,0.58241045,0.83656114,0.6680653,0.52294827,0.7880622,1.362991,1.0215396,1.3241785,1.1069546,1.0633607,0.6401581,0.6205323,1.1577419,1.0091624,0.89576316,0.8210354,1.2252123,1.2072972,0.9005496,0.80098057,1.3185263,0.5842813,1.26474,1.2013149,1.2268605,0.65572727,1.2471534,0.9473289,1.2146226,0.88170815,0.39162135,1.2772002,0.94467396,0.50061834,0.6963646,1.3444487,1.2169634,1.3886702,0.6522386,0.0,1.143818,1.1260799,0.7267434,0.9031394,1.0856935,1.1773331,0.7015503,0.6817804,1.257031
tooth,0.76306987,0.91341543,0.996715,1.022101,1.1562576,0.86699736,0.8763411,1.0532111,1.0431117,1.0738034,0.9726945,1.0563749,0.9795048,1.0386652,0.880844,1.0956099,1.2077757,0.6459089,1.146493,1.2524209,1.0102471,0.9424903,0.96158254,0.7924711,1.2560416,1.2168287,1.0672045,1.1262957,1.0818149,0.7997372,1.1736493,0.87006915,1.026291,0.96965903,1.1235071,1.0108471,0.8418391,1.2495841,0.94969386,1.0288204,1.1430539,0.8787296,0.95133615,1.2081448,1.1850938,0.75199157,0.9876131,1.2419618,0.82737076,0.62885785,1.1314304,1.1229913,0.877759,1.1025417,1.0073018,1.1313884,0.710582,1.184478,1.1799525,0.92731965,0.7853721,0.89963496,1.1430079,1.181804,1.0657636,1.0336503,1.011736,0.91777265,0.8597575,0.6373489,0.7868347,0.79894614,0.8670948,1.1000295,1.1652412,0.8267491,0.891,1.0875223,1.1235292,0.96746594,0.87968934,0.9366284,1.0114733,1.100178,1.06803,1.1123363,0.9451579,1.1562651,0.949716,0.7624669,1.0672104,1.1110718,1.112897,1.119464,0.95360726,1.1107026,0.90901893,1.1504346,0.9321985,1.0930784,1.0988024,1.034237,1.143818,0.0,0.7125975,1.092864,0.78801525,0.96680576,1.1319386,1.2278029,1.1621509,1.1773281
toothbrush,0.59075254,1.1750634,0.8641533,1.0774615,1.2859479,0.8108667,0.94645095,0.8795421,0.85967577,1.2472081,0.8116174,0.9480964,0.8418007,0.808176,1.1528865,1.334862,1.2343599,0.7554437,1.1277976,1.2293421,1.2394916,1.1822412,0.73970234,0.9496884,0.63716525,1.1890846,1.294713,1.0488113,0.86718017,0.6297883,0.93330526,0.6799927,1.2221636,0.91964304,1.3175404,0.7126149,0.7694782,0.96085435,1.2632936,1.320987,0.87033284,0.7911406,1.0356508,1.2985566,1.2128087,0.746454,0.8152101,1.1315272,0.74881953,0.8381177,0.9994442,1.1926,0.69658256,1.276159,0.8733137,0.81368697,0.9951929,1.2187148,1.2139072,1.0243659,0.71511257,0.6677302,1.1845748,1.3190013,1.1670425,1.1759905,0.91856056,1.1662415,0.9562876,0.9742432,0.8568567,0.89416486,0.84261584,1.2236664,1.2338171,0.82120425,1.039991,1.2423314,1.2315576,1.034107,1.0587511,1.2388197,0.9601389,0.89813083,1.0291219,1.0812005,0.86117435,0.9602786,0.8398774,0.98083603,0.8747188,0.8128493,0.9906721,1.304389,0.99123996,1.1156142,1.0169578,1.1897919,0.8628918,0.89029014,0.87319314,1.1660259,1.1260799,0.7125975,0.0,1.2579994,1.1386287,1.0519408,1.0491575,1.2452095,1.2826855,0.81750035
towel,1.2750716,1.0730087,1.3725603,1.1900826,0.7588973,1.1186857,0.83280724,1.2259603,1.3904841,0.72874105,1.373046,1.3520691,0.9712797,1.3010807,0.33645356,0.48229086,0.34069788,1.2478434,0.9553883,0.7185262,0.7165344,0.7594706,0.7723373,1.0446012,1.1542797,0.58485836,0.67260265,1.1587026,1.2733349,1.1778326,1.3867424,1.2984159,0.4873783,1.3765268,0.45941532,1.1448736,1.3040732,0.9961458,0.76923347,0.9841591,1.3522422,1.1618042,0.7235185,0.5128516,0.48257637,1.210886,1.3632772,0.61151797,1.15012,0.8642471,1.3042961,0.95961016,1.2881063,0.81751055,1.3340793,1.196111,0.94632417,0.38186854,0.5476543,1.1568162,1.2746024,1.2338114,0.59928,0.6845933,0.15311635,0.6086473,1.1066554,0.6131685,1.1951718,1.155517,1.1666019,0.99656636,0.81414294,0.41210294,0.5551113,1.290034,0.59804744,0.6568477,0.44382626,1.2048745,0.89165145,0.6466229,1.155705,1.2430058,0.7943497,1.0688561,1.1353599,1.4146097,1.0072389,1.1966366,1.0641394,1.2028193,0.77639997,0.5714502,1.2287668,0.72658575,0.9611546,0.47089952,1.5212061,1.354943,1.243302,0.90228057,0.7267434,1.092864,1.2579994,0.0,0.7978686,0.7919426,1.2422799,0.5531614,0.7319511,1.0761207
toy,0.9513983,0.58441997,1.4545808,0.93013686,0.8344629,0.9310215,0.79689956,1.3736846,1.415664,0.91412246,1.4780285,1.3237877,0.93986815,1.3564732,0.70290875,0.6494055,0.919526,0.8482192,0.85546905,0.8784717,0.6046218,0.5983747,0.9809175,0.9443954,1.4532909,1.1106834,0.4642259,1.2177141,1.2088379,1.0086834,1.5389352,0.904444,0.6038158,1.3156955,0.6899409,1.2655058,0.9079346,1.2833624,0.974573,0.71005344,1.3130548,1.0959727,0.6752033,0.72700447,0.7820764,0.6352822,1.2803993,0.9252884,1.1849095,0.34967065,1.1120355,1.0389532,1.1844751,0.68367314,1.0983543,1.2344867,1.0700295,0.8263668,0.675934,0.89265114,0.9417568,1.0820065,0.7377192,0.69947994,0.9722476,0.7194675,0.958135,0.6336582,1.2216837,0.8054073,1.2583089,1.1696889,1.1302528,0.6876925,0.7444577,1.1010982,0.94891924,0.7747804,0.8579883,1.0663443,1.0498488,0.7804872,1.2062771,1.3808178,0.7990805,1.2416278,0.7368554,1.3053913,1.2277285,1.1371946,1.1312788,1.2698691,1.1739296,0.7498085,1.0451455,0.7713693,1.0605503,0.7401624,1.3440642,1.3167253,1.3736336,0.7937394,0.9031394,0.78801525,1.1386287,0.7978686,0.0,0.76289034,1.1800517,0.88022894,0.77841806,1.3955476
tray,1.0827544,1.0453353,1.1891861,0.9548601,0.8733649,1.1326178,0.801234,0.9465035,1.0713507,0.9746985,1.1404912,1.2016588,1.1196532,1.1440287,0.4083792,0.7861241,0.61449873,0.7700126,1.0323344,0.8206563,0.8283974,1.0676337,0.7919121,1.1120634,1.1397377,0.7572552,0.8089416,1.1211219,1.0499958,0.9289468,1.1547503,1.0319468,0.82120246,1.056006,0.81857044,1.2078544,1.1146837,0.9864314,0.94007677,0.95411396,1.0807949,1.2271439,1.0110937,0.93920267,0.87470347,1.0606956,1.1095618,0.9869198,1.2717266,0.77837515,1.064736,1.008412,1.1605395,1.0080913,1.1510172,1.1519173,1.0629833,0.5472248,0.8679321,1.0683444,1.1148138,0.95369196,1.0189897,0.87682194,0.78305626,1.0566143,1.1947746,0.8838174,1.0203389,1.0488361,1.1610339,1.1169267,0.7609157,0.75183135,0.91467136,1.1389353,1.0056939,0.9129123,0.46806276,0.9932607,1.0767328,0.94541466,1.1632159,0.9957023,1.0702369,1.0155166,0.92643166,1.1125588,1.2379236,1.0677086,1.0736147,1.0303712,0.85055447,0.9515543,1.0069306,0.9250725,1.1689498,0.8991111,1.2078826,1.1854185,1.0448577,1.0222303,1.0856935,0.96680576,1.0519408,0.7919426,0.76289034,0.0,1.0755575,0.8737488,0.90852237,1.0788283
tree,0.9662959,1.0584153,0.87058014,0.84547466,1.0909545,1.2208219,0.9992793,0.97117615,0.77434003,1.1471994,0.9048903,0.8968361,0.9888224,0.8366034,1.181359,1.1308444,1.1516318,0.96758384,1.0343261,1.0976442,1.0554246,1.2720908,1.083437,1.1633732,0.9618245,0.9964028,1.0722418,0.80470276,0.84175736,0.91531426,0.7985307,0.9486729,1.2547286,0.8508719,1.1369896,0.9976921,1.0537666,0.88184875,1.1053895,1.0915184,0.6229921,1.1726208,1.2367247,1.1413366,1.2373767,1.0639726,0.8880295,1.1959536,1.1390142,1.1710998,0.8257637,0.9810561,1.0843107,1.1165202,0.92348236,0.82597697,1.0739084,1.0926361,1.1153905,1.0601547,1.0567045,1.008744,1.1853985,1.1348448,1.2270159,1.2658007,1.1694287,1.2518759,0.7608316,1.0178777,0.95325017,1.1268461,1.0911334,1.2043219,1.2197268,1.0349131,1.1520927,0.9958039,1.1287203,0.888749,1.0103921,1.1483876,1.0951285,0.7687569,1.1552429,0.87052476,1.061181,0.82657766,1.1194493,0.9703594,1.0384204,0.89367276,1.1397785,1.2352474,0.8562824,1.0813195,1.1735175,1.2403446,0.9506293,0.8826458,0.6522501,1.1766673,1.1773331,1.1319386,1.0491575,1.2422799,1.1800517,1.0755575,0.0,1.1536705,1.1194558,0.77169895
vacuum,1.3551149,1.088612,1.292264,1.3149258,0.5765381,1.1309375,1.0588984,1.2559338,1.4403837,0.5358939,1.3660703,1.4641671,1.0855623,1.5283709,0.6484184,0.39207327,0.4979719,1.3530277,1.1132807,0.39435178,0.6862082,0.44040036,0.9847915,1.2448926,1.0526457,0.5647291,0.66154456,0.9890046,1.3085116,1.1976618,1.3076048,1.314086,0.29722273,1.4349705,0.33214056,1.30624,1.3164147,0.7748597,0.8514737,1.0739763,1.2059842,1.1756498,0.8407689,0.37074387,0.25109017,1.3439779,1.2400997,0.4098513,1.3651881,0.96467185,1.1312153,1.1287378,1.3813434,0.8735603,1.2932875,1.3258145,1.1992303,0.36736512,0.38767785,1.3726947,1.4918673,1.2343642,0.61210555,0.43092394,0.73263097,0.53606963,1.0392482,0.59161544,1.3140103,1.0708462,1.4043274,1.1125137,1.1091063,0.30058175,0.27402997,1.39684,1.0654736,0.52218014,0.42754638,1.2974577,1.2750425,0.94800246,1.0594503,1.0831091,0.8338999,1.2544527,1.0128311,1.3152207,1.019146,1.2971448,1.0154976,0.99660873,0.78143024,0.43320417,1.2033888,0.5241867,1.0489609,0.44189906,1.4220036,1.3377863,1.3351657,0.7396711,0.7015503,1.2278029,1.2452095,0.5531614,0.88022894,0.8737488,1.1536705,0.0,0.39436233,0.97347367
