annotator,initial_object_name,total_frames,correct_labels,incorrect_labels,mean_iou,mean_iou_correct,mean_iou_incorrect,precision,n,prevalence_bin
Mira,ant,3,0,3,0.9998683376017321,NA,0.9998683376017321,0,117,Very Low (0-20%)
Mira,basement,3,0,3,0.9999869878851815,NA,0.9999869878851815,0,94141,Very High (80-100%)
Mira,beans,4,0,4,0.999950454549914,NA,0.999950454549914,0,315,Very Low (0-20%)
Mira,bubbles,5,0,5,0.9998840076992769,NA,0.9998840076992769,0,12387,Medium (40-60%)
Mira,bug,3,0,3,0.9699455610949468,NA,0.9699455610949468,0,4266,Low (20-40%)
Mira,butter,4,0,4,0.9996865934929916,NA,0.9996865934929916,0,16195,Medium (40-60%)
Mira,cake,4,0,4,0.99984339975257,NA,0.99984339975257,0,61478,High (60-80%)
Mira,camera,3,0,3,0.9998775018347861,NA,0.9998775018347861,0,42917,High (60-80%)
Mira,candy,6,0,6,0.9998888950582415,NA,0.9998888950582415,0,234,Very Low (0-20%)
Mira,cereal,3,0,3,0.9999403875032605,NA,0.9999403875032605,0,1386,Low (20-40%)
Mira,chalk,4,0,4,0.9999599173200764,NA,0.9999599173200764,0,10225,Medium (40-60%)
Mira,cheerios,3,0,3,0.9999643525882503,NA,0.9999643525882503,0,23324,High (60-80%)
Mira,cheese,5,0,5,0.999801173031754,NA,0.999801173031754,0,1328,Low (20-40%)
Mira,chocolate,5,0,5,0.9998898564202627,NA,0.9998898564202627,0,126,Very Low (0-20%)
Mira,coke,3,0,3,0.999887175440099,NA,0.999887175440099,0,15126,Medium (40-60%)
Mira,cow,3,0,3,0.9997469511421223,NA,0.9997469511421223,0,1297,Low (20-40%)
Mira,diaper,4,0,4,0.999916399150663,NA,0.999916399150663,0,79271,Very High (80-100%)
Mira,drink,4,0,4,0.999913340955479,NA,0.999913340955479,0,2560,Low (20-40%)
Mira,flag,5,0,5,0.9998199954932213,NA,0.9998199954932213,0,26893,High (60-80%)
Mira,glue,3,0,3,0.9999299995045314,NA,0.9999299995045314,0,11490,Medium (40-60%)
Mira,goose,5,0,5,0.9998052816353814,NA,0.9998052816353814,0,83,Very Low (0-20%)
Mira,hammer,3,0,3,0.9998910397730859,NA,0.9998910397730859,0,6761,Medium (40-60%)
Mira,jello,4,0,4,0.999820738119061,NA,0.999820738119061,0,55029,High (60-80%)
Mira,jelly,4,0,4,0.9999186568044581,NA,0.9999186568044581,0,14976,Medium (40-60%)
Mira,juice,3,0,3,0.9997765680559996,NA,0.9997765680559996,0,778,Very Low (0-20%)
Mira,lollipop,5,0,5,0.9997899642737402,NA,0.9997899642737402,0,5457,Medium (40-60%)
Mira,medicine,6,0,6,0.9505018841358612,NA,0.9505018841358612,0,162,Very Low (0-20%)
Mira,moose,3,0,3,0.9999139926668488,NA,0.9999139926668488,0,19,Very Low (0-20%)
Mira,nut,4,0,4,0.9997082852821657,NA,0.9997082852821657,0,1336,Low (20-40%)
Mira,owie,5,0,5,0.8563447214715348,NA,0.8563447214715348,0,50,Very Low (0-20%)
Mira,penis,5,0,5,0.9998823411316856,NA,0.9998823411316856,0,4714,Low (20-40%)
Mira,penny,3,0,3,0.9996974989934138,NA,0.9996974989934138,0,537,Very Low (0-20%)
Mira,popcorn,3,0,3,0.999931708378537,NA,0.999931708378537,0,10374,Medium (40-60%)
Mira,pretzel,4,0,4,0.9998596827923952,NA,0.9998596827923952,0,5130,Low (20-40%)
Mira,pudding,4,0,4,0.9998002917302903,NA,0.9998002917302903,0,12030,Medium (40-60%)
Mira,sheep,4,0,4,0.9999812177298512,NA,0.9999812177298512,0,728,Very Low (0-20%)
Mira,sled,3,0,3,0.999959258675082,NA,0.999959258675082,0,42817,High (60-80%)
Mira,snowman,3,0,3,0.9998541644183654,NA,0.9998541644183654,0,29969,High (60-80%)
Mira,snowsuit,5,0,5,0.9999828693368612,NA,0.9999828693368612,0,529,Very Low (0-20%)
Mira,soda,5,0,5,0.9999326791553266,NA,0.9999326791553266,0,728,Very Low (0-20%)
Mira,squirrel,4,0,4,0.9998497988949003,NA,0.9998497988949003,0,11219,Medium (40-60%)
Mira,telephone,3,0,3,0.9997894550198767,NA,0.9997894550198767,0,32088,High (60-80%)
Mira,tights,5,0,5,0.9999557843582416,NA,0.9999557843582416,0,28810,High (60-80%)
Mira,tongue,3,0,3,0.9997927284080567,NA,0.9997927284080567,0,367,Very Low (0-20%)
Mira,tractor,6,0,6,0.9998892513341411,NA,0.9998892513341411,0,3726,Low (20-40%)
Mira,turtle,6,0,6,0.9999044365100294,NA,0.9999044365100294,0,40,Very Low (0-20%)
Mira,vagina,8,0,8,0.9999718069367939,NA,0.9999718069367939,0,52,Very Low (0-20%)
Mira,vitamin,7,0,7,0.9998993533634895,NA,0.9998993533634895,0,90,Very Low (0-20%)
Mira,wolf,5,0,5,0.999902566990511,NA,0.999902566990511,0,3809,Low (20-40%)
