,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
oven,1.2041726,1.0105095,1.1378088,1.1795864,1.1854768,1.1568599,1.1865871,0.69902617,0.92275393,1.067066,0.95316786,0.7702626,1.0968895,0.94355625,1.1292827,1.0199453,0.73267734,0.84138143,0.7509575,0.48209703,0.86036754,0.8931737,0.65147096,0.53829074,0.8742483,1.1049808,1.1576526,0.6565912,1.0455536,0.89801794,1.1345598,1.0258453,0.980757,0.9314047,1.074187,0.77191067,0.7335543,0.824702,1.1742609,1.0105592,0.6731715,0.5412812,0.92435926,0.9120293,1.2816513,1.0710956,1.1946067,1.1544313,1.2121584,0.93182683,1.1859075,1.1023247,1.1853421,1.0846711,1.2107203,1.086596,1.0409962,1.1733159,1.0616723,1.1550424,1.0775388,1.2015048,1.0578804,1.2147055,1.033619,0.993964,1.2319919,1.1570426,1.1847802,0.62580955,1.1669815,0.8362322,0.7601056,0.87005544,1.2131758,1.2070398,1.0831466,1.2276466,1.0636892,1.1688398,0.777581,1.0342854,1.1270477,1.1007756,0.0,1.1714171,1.1006529,1.0408943,0.73468673,1.002788,1.0402825,0.94313645,0.9615735,0.8686547,0.8893465,0.84385055,0.9668391,1.1015683,0.88158715,0.41780794,0.96065414,0.3169626,1.1568934,1.122175,1.0701237,1.1235181,1.2164984,1.072083,0.9739059,1.0264857,0.89939535,0.7363835,1.0477135,1.0535501,1.1501219,1.0012902,0.9435327,0.8829574,0.92293036,1.1514204,1.0466427,1.05785,0.8806554,1.2220199,1.165101,0.8456026,0.93221354,1.1943612,1.253355,1.1547165,0.8159157,1.0412189,0.5966287,1.0960634,0.8652521,0.70315826,0.9740614,0.75717086
owl,0.8679311,1.1346787,1.2179502,0.7976598,1.2371683,1.2652912,1.0857657,1.1247745,0.68360424,0.7615496,1.1824807,1.0248861,0.8684417,1.2201371,0.69627357,1.0611049,1.282549,1.2616609,1.362298,1.2331132,1.2360018,1.2827892,1.3540665,1.2866997,1.1867739,0.998518,0.45429403,1.2348365,1.1773506,0.7522968,0.9594253,0.67592317,0.8807484,0.90271634,1.2353748,0.9545857,1.3279079,1.1412834,0.6381971,1.0744643,0.8494771,1.1612251,0.80228376,1.1518513,0.91931313,1.2497021,0.7485157,0.98825455,1.0261636,0.8822463,1.2512759,1.0835515,0.9011971,1.2215586,1.0578676,0.32124817,0.8214566,1.0233169,1.187892,0.339674,1.1926091,0.8165781,1.1214731,0.9201845,1.1857166,0.90115595,0.54908866,0.9290279,0.7260748,1.2365311,0.7933438,1.1540558,1.0982606,1.3112109,0.73599684,0.91809297,1.1469326,1.0055515,1.0140103,1.1460013,1.2126094,1.0334961,1.0414193,1.2748942,1.1714171,0.0,0.78031737,0.9229146,1.0314001,1.2433763,1.2743058,1.1615095,1.0962152,1.202978,0.9893029,1.3606477,1.1712857,1.0692511,1.1007454,1.317002,1.1629312,0.99347746,0.38545966,0.88761526,0.9043452,1.050351,0.7605475,1.0495807,1.0662599,1.2068675,0.60582346,1.0493574,0.9273783,1.1855521,0.3351674,1.2763453,1.1663882,1.1439022,1.3957883,1.066884,1.113385,1.1402893,1.1287718,0.7277665,0.9495724,0.8840467,1.2542596,1.0774121,0.9920459,1.0131096,1.1870008,1.2090702,1.2084035,0.7112081,1.1623961,1.188023,1.2084116,0.8105608
pajamas,0.61335915,1.066181,1.4997795,0.36065853,1.3138113,1.3555703,1.2880166,1.1161104,0.61756146,0.2577356,1.3614733,0.82440025,0.36403948,1.4856825,0.2205739,1.0384132,1.2744416,1.5666664,1.5399241,1.0333326,1.3869836,1.274219,1.422223,1.3044051,1.325953,0.9061642,0.69374615,0.97768146,1.4980423,0.50694263,0.86711013,0.6389741,0.38698208,1.0675433,1.5514534,0.54684126,1.6031812,1.2025174,0.42686617,0.47472394,0.6688939,1.023894,0.3627637,1.2759557,0.8968465,1.4218205,0.6517534,0.59649783,1.2159693,0.91351205,1.5079653,1.1711122,0.68340576,1.541019,1.1149904,1.057129,0.8069802,1.2149533,1.1700083,0.7715895,1.4484203,0.62595904,1.2754145,0.65188456,1.499333,0.8400667,0.6849486,0.79548776,0.47018933,1.3139917,0.25863445,0.93571806,0.8886049,1.6181748,0.6590016,0.70415634,1.050884,0.61807525,0.9143521,1.4005327,1.4227401,1.3890179,1.2864144,1.3189522,1.1006529,0.78031737,0.0,0.27266192,0.8536217,1.5467573,1.5286456,1.2780209,0.83637923,1.2738031,1.1798747,1.5524645,1.3125831,1.2388005,0.82562315,1.3999233,1.1926355,0.8047851,0.9450809,0.7903533,0.5423084,0.77529424,0.23001063,0.9528997,0.7103424,1.0330454,0.6470347,0.92493165,0.9159229,1.517674,0.9994161,1.519358,1.0154264,1.1869277,1.5668724,0.86529076,1.2086849,1.1675552,0.76243716,0.4768644,0.745407,0.5523572,1.5212015,1.2651057,1.1610621,0.7937731,1.4021423,1.3369538,1.1195335,0.8966705,1.2965503,0.8434272,1.5343494,0.7965704
pants,0.63677937,1.1588801,1.4989097,0.5400857,1.300806,1.2880638,1.2851901,1.0843265,0.5140914,0.3499856,1.3090676,0.67230844,0.58041346,1.4273157,0.2931708,0.99463314,1.3019143,1.4780848,1.5178274,0.9690642,1.3713695,1.2131296,1.3354515,1.0855434,1.3065574,0.8392503,0.64448714,0.74922353,1.4639249,0.5049705,0.8511013,0.5502273,0.3927927,1.1014944,1.4574667,0.52025604,1.538306,1.2295077,0.5120665,0.6824093,0.58438534,0.9002993,0.3886422,1.3178765,0.81675106,1.4225265,0.7337207,0.65531826,1.1700073,0.93973887,1.4182667,1.270425,0.7312921,1.403029,1.2223613,1.1126133,0.9374687,1.1546078,1.0945045,0.87238336,1.5182915,0.67418313,1.2671947,0.7694505,1.3839629,0.941651,0.82280165,0.77275294,0.52422833,1.3015492,0.20626974,0.9113124,0.8062451,1.4998295,0.5856274,0.773404,1.1195344,0.6078795,0.91039985,1.3633358,1.2765887,1.2419195,1.2420385,1.3361142,1.0408943,0.9229146,0.27266192,0.0,0.84103644,1.4256108,1.4102333,1.3176303,0.73407465,1.2894592,1.1973802,1.5560243,1.3213632,1.2598158,0.73137265,1.3677799,1.187806,0.7049718,0.97493994,0.93295026,0.592962,0.83370143,0.32614326,0.9321259,0.5796982,0.98949015,0.6333238,0.91471845,0.95146286,1.4238659,1.0388625,1.4832323,1.0622365,1.2401642,1.5355631,0.88487756,1.1353552,1.1771754,0.69542277,0.44485092,0.6975913,0.60657096,1.5317836,1.2074703,1.1213841,0.91517854,1.25955,1.4454031,1.172482,0.92573667,1.3035958,0.6811203,1.4480586,0.7779251
paper,0.8465765,1.1806078,1.3003411,0.8844756,1.1026518,1.123759,1.1665033,0.8111242,0.6585099,0.7773392,1.1119827,0.712445,0.7158677,1.2550035,0.66263694,0.9572912,0.483316,1.1898232,0.9904891,0.53599477,1.0640032,0.97515815,1.0171989,0.9213344,1.179455,0.92631793,1.0364368,0.8047132,1.1796286,0.9099814,1.1809984,0.7320105,0.73839116,0.853748,1.1442854,0.67758787,1.0708288,1.096104,1.0641552,0.939607,0.807736,0.67493355,0.9476754,1.0925647,1.1115139,1.2456495,1.1408085,1.0321771,1.1182734,0.9389538,1.1228484,1.1379399,0.9501559,1.2529298,1.0487974,1.0593777,0.8449613,1.223185,0.9874721,0.9251659,1.0448538,1.0758141,1.1623305,0.8664511,1.273973,0.9791194,1.1037576,0.99741405,0.94923294,1.0687953,0.8758624,0.8234897,0.92332006,1.1253725,1.1448839,0.9326195,0.8520732,0.7973854,0.9957659,1.2675862,0.95622677,1.2192864,1.2334499,1.109228,0.73468673,1.0314001,0.8536217,0.84103644,0.0,1.024162,1.0328656,1.0599046,0.67375517,1.0296748,1.1696007,0.9832209,1.2112981,1.0065295,0.7585428,0.8900154,1.0778099,0.82207376,1.00746,0.87398285,0.9843473,0.92945784,0.9227752,0.8977208,1.0467701,0.97516894,0.8596604,0.6375494,1.0074966,1.2966838,1.0887526,1.2252599,0.79491466,1.0322974,1.1865019,1.0700346,1.116908,0.98561347,0.7552655,1.0251505,1.0719407,0.66368526,1.065427,1.2357838,0.99950933,0.7120298,0.9945987,0.97610396,0.5594213,1.148427,1.1813748,0.80791694,1.2575465,0.9128395
pen,1.3997922,0.93075496,0.6234623,1.3953733,0.8287362,0.7327323,0.70873344,1.0246862,1.287236,1.5489208,0.4022162,1.2338271,1.2917131,0.53287756,1.4985067,1.1194263,0.59830284,0.3316329,0.69519687,1.0462615,0.7442657,0.519552,0.83840114,0.63422346,0.85750264,0.7731944,1.209982,1.031003,0.42117512,1.4655806,1.1722425,1.2836803,1.4810754,1.022908,0.08908081,1.450506,0.4282645,0.90364313,1.4671705,1.3523176,1.3056574,0.92906284,1.3794415,1.02629,1.0242678,0.5502125,1.2296283,1.3229163,0.57092905,1.1261033,0.3639418,0.9057339,1.1895533,0.17507339,0.9404047,1.0372723,1.3575896,0.6245603,0.6938058,1.307462,0.5067791,1.340573,0.6465014,1.2647887,0.4730544,1.3872038,1.3770349,1.2012037,1.4298321,0.8760425,1.4000571,1.0129519,1.1188095,0.29411137,1.2118092,1.3462996,1.2086241,1.3804162,1.273695,0.44640237,0.3587215,0.41640598,0.67073524,0.8019476,1.002788,1.2433763,1.5467573,1.4256108,1.024162,0.0,0.025753736,1.0041611,0.81567603,0.9132288,1.1036911,0.56586516,0.8503291,1.1149147,1.2801431,0.7229711,1.0478619,1.2631809,1.1170564,1.3042625,1.1510191,1.271368,1.4666986,1.1212049,1.0571083,0.9801294,1.2643304,1.1813298,1.2438998,0.31224525,1.0293763,0.43750948,0.6546695,1.0873599,0.32925946,1.2391126,0.81796443,0.94826365,1.2457516,1.32058,1.2785246,1.5451355,0.64852947,0.5615322,0.68555194,1.0732744,0.3322611,0.7231577,1.0522069,1.2540824,0.8998778,1.1283898,0.329812,1.2023064
pencil,1.3886608,0.94290733,0.633076,1.3416911,0.8183321,0.73606676,0.7100968,1.0409217,1.2864561,1.5362513,0.43605763,1.2299546,1.2978234,0.59386134,1.5019827,1.1354766,0.6277898,0.37912297,0.6998924,1.0569624,0.7501581,0.46677864,0.8628769,0.6878802,0.8845818,0.75823265,1.2396677,1.0594518,0.45049906,1.4569882,1.1661506,1.2846308,1.4575737,1.0198636,0.091561794,1.4397583,0.46293473,0.90519,1.477615,1.3412417,1.3108015,0.9152927,1.4061079,1.0573261,0.9803071,0.5631927,1.2400022,1.3031533,0.52170753,1.1296972,0.3833977,0.9070983,1.1566075,0.17656493,0.94285274,1.0667866,1.3414346,0.62175703,0.6973749,1.314636,0.50953,1.3272107,0.6453043,1.1709471,0.52009976,1.3709935,1.3827182,1.149863,1.3999262,0.9084302,1.38767,0.96665096,1.13171,0.3373059,1.2094533,1.302537,1.2046387,1.3344395,1.2632773,0.44273245,0.4003452,0.46446228,0.6865666,0.81239086,1.0402825,1.2743058,1.5286456,1.4102333,1.0328656,0.025753736,0.0,1.0172055,0.8498998,0.9104411,1.1215253,0.5574133,0.89245087,1.114566,1.268435,0.74675786,1.0644505,1.2730802,1.1574243,1.2891779,1.1823407,1.2086862,1.4408567,1.1041563,1.0654387,0.932476,1.2657197,1.1529473,1.2470833,0.34100783,1.0655112,0.46071935,0.6553722,1.0763408,0.31406617,1.2015365,0.7943559,0.9301886,1.2398899,1.3184154,1.2338469,1.5088358,0.65880215,0.54622805,0.6568505,0.97088134,0.3761056,0.7331017,1.0371538,1.2626612,0.92599297,1.1120701,0.33880436,1.2416948
penguin,1.2272456,0.82003015,0.8826908,1.2500529,0.81553316,0.9221319,1.0451804,0.9663166,1.2313708,1.2047764,0.8482702,1.1215987,1.1935134,0.7832588,1.1982558,0.8422815,0.8749726,0.9215174,0.790226,0.897355,0.85241944,0.9460759,0.7839752,1.0244637,0.7128462,1.2955887,1.2215935,1.1229421,0.93866235,1.1722095,1.1310704,1.254251,1.2423034,1.0674846,1.0234735,1.2197688,0.8350922,0.922995,1.1662806,1.102853,1.1878761,1.0341014,1.2194549,0.31609958,1.2647066,1.0233759,1.1186782,1.1931882,1.2155318,1.0288773,0.74516064,0.96114385,1.165455,0.9884374,0.8301029,1.0935926,1.0051602,1.1344705,0.88075215,1.1133786,0.7834093,1.2319901,1.0255584,1.2084816,0.889715,1.0030208,1.1119883,1.0976932,1.142688,0.71950585,1.3142854,0.9931473,1.1375997,0.84678453,1.2150342,1.1603945,1.0103605,1.1692523,0.9295765,1.0319526,1.0110458,1.128126,1.0254468,1.013914,0.94313645,1.1615095,1.2780209,1.3176303,1.0599046,1.0041611,1.0172055,0.0,1.2047698,0.83631873,0.85292006,0.72430706,0.68342876,0.86741036,1.0055416,0.67208225,0.72480583,1.2018473,1.0776248,1.0661094,1.1713339,1.024128,1.2897234,0.8764567,1.0897065,1.046401,1.1915966,1.0794877,1.0042553,0.9387551,1.1065649,0.94103664,0.9825028,0.8265648,0.79223114,1.0350024,0.93565667,1.0560791,1.0634481,1.2259182,1.1871638,1.1393906,0.7066144,1.1485546,1.2411929,1.1989207,1.0525379,0.7608665,0.8525373,1.0367281,0.651677,1.1387762,0.917308,1.1430284
pillow,0.95281094,1.0599117,1.0387982,0.99329203,1.0167242,0.9612539,0.7462995,0.82725084,0.8506416,0.73662186,0.6996279,0.8701024,0.6705502,1.0086056,0.59653795,1.054514,0.80125886,0.92719054,1.0727413,0.80354035,1.0069301,1.0756645,0.9908016,0.66040766,1.1600878,0.71428174,0.8868444,0.7242762,0.9766207,0.9191429,1.1101718,0.8392494,0.6374238,0.94066167,0.87412465,0.90868497,1.0157119,1.1047187,1.0555046,0.8353922,0.89638007,0.77576566,0.97030723,1.1965306,0.93199944,0.99890465,1.1196386,1.0480341,0.830191,1.1579546,0.8808943,1.0924677,0.90618813,0.93359125,0.9320534,1.1030226,1.2778845,0.9121799,0.65483516,1.0829732,1.0517704,1.0866444,0.97315073,1.0397408,0.8503594,1.1984063,1.2465305,1.2434751,1.0271444,1.1083965,0.70532745,1.2013369,1.0294669,0.97034526,0.9793004,1.0934503,0.8834465,0.70604324,1.3175764,1.0257685,0.70132715,0.7795417,0.9702557,0.9011744,0.9615735,1.0962152,0.83637923,0.73407465,0.67375517,0.81567603,0.8498998,1.2047698,0.0,1.0946251,1.2411553,1.0853668,1.1855407,1.0459244,0.7071352,0.99722177,1.1002958,0.9999422,0.9787423,1.1659176,0.7370531,1.337409,0.85906875,0.95920956,0.6854701,1.2490417,0.93915284,1.0024412,1.1469479,0.9262463,1.0242715,0.9557219,0.6796024,1.1835923,1.1794363,1.3545349,1.0998813,0.9916619,0.85720944,0.6986331,1.2470047,1.1110921,1.058346,0.874698,0.8769407,1.1096934,0.7229203,0.9749425,1.0333445,1.2912889,1.1669171,0.95647395,0.96773976,1.0845481
pizza,1.1919247,0.8531358,0.82948875,1.1870434,1.0131842,1.0309839,0.7478951,0.91647553,1.2928296,1.2728815,0.9577691,1.1601592,1.1900394,0.9033276,1.321283,1.0990621,0.8160291,0.8950869,0.7397376,0.97123694,0.10372472,0.91010535,0.91800606,1.0586772,0.82084495,1.0528333,1.3244098,1.1270088,0.9073492,1.2603669,1.0964928,1.2244723,1.2651985,0.5369926,0.9013083,1.2375909,0.83540183,0.8138908,1.2732404,1.0620207,1.19929,1.0881087,1.1642399,0.8661729,1.1933393,0.7880818,1.1916625,1.1236684,1.0708346,1.0414879,0.86578894,0.8711482,1.108189,0.9063058,0.8442379,1.1139811,1.1369189,1.0916764,1.0226341,1.2319946,0.88302433,1.1922431,0.7426545,1.2056493,1.0001422,1.1729506,1.2325563,1.1720191,1.3044763,0.85367906,1.3674737,1.0518992,1.0665286,0.85998416,1.1766013,1.1352677,0.8296483,1.1710622,1.1233758,0.99705267,0.86707336,1.0352265,1.0955371,0.74767745,0.8686547,1.202978,1.2738031,1.2894592,1.0296748,0.9132288,0.9104411,0.83631873,1.0946251,0.0,0.9405221,0.5658529,0.86690336,0.7577039,1.1010406,0.8208296,0.91496503,1.0813992,1.1654365,1.0767409,1.1519699,1.1388633,1.327114,0.94327855,1.1237552,1.0477664,1.3144825,1.0689842,1.0409701,0.9132756,1.1204784,0.8235068,0.94808143,0.61544466,0.7773061,1.1099935,0.9857762,0.7463386,1.1071754,1.3196056,1.1298131,1.1372622,0.69591445,1.024104,0.99056447,1.0520344,0.9021566,0.8314302,0.812405,1.0292623,0.8059831,1.2077878,0.9204477,1.1400318
plant,0.9416861,0.94953424,0.85436726,1.014586,1.0670066,1.0860215,1.0399665,0.84889853,1.045855,1.1064457,1.1178389,0.8677845,1.2476851,0.96342236,1.1879401,0.81281686,1.057609,1.0342294,0.8474641,0.99047005,1.0159109,0.96947813,0.74956214,0.96055484,0.7327026,1.2888842,1.1961827,0.9653331,1.1065172,1.0744677,1.1119361,1.1278206,1.0977142,1.0311534,1.1291491,0.9989398,0.947195,0.90273,1.1758808,1.1087147,1.0173548,1.0500925,1.0742202,0.8226557,1.260838,1.1747613,1.0337565,1.0876164,1.294158,0.98284477,1.0427524,0.5491344,1.1538043,1.0652771,0.6674741,0.95690453,0.9615781,1.2401562,1.2467937,1.0776312,1.1190721,1.1416205,1.164972,1.2096218,1.1029335,0.81546485,0.9346496,0.96877307,1.1286815,0.7761897,1.2635055,1.0805618,0.89552045,0.9715908,1.1908538,1.1193333,0.92645794,1.1380992,0.9278553,1.1637564,1.0760264,1.1786631,1.1801542,1.1336263,0.8893465,0.9893029,1.1798747,1.1973802,1.1696007,1.1036911,1.1215253,0.85292006,1.2411553,0.9405221,0.0,0.92849827,0.9176376,0.8325923,1.05778,0.8907794,0.87228876,0.984652,0.95170677,0.792458,1.1180348,1.0488024,1.2181624,1.0406085,1.0545297,0.89750487,1.0129912,0.9971335,0.86395407,1.1245279,1.054673,1.13876,1.179076,0.8563147,0.92177564,0.9400307,0.74179506,1.001436,1.0848444,1.1808859,0.8535863,0.94092894,1.030838,1.2438942,1.2458004,1.1153649,1.1095804,1.0264658,0.9321491,0.5096137,0.74082166,1.0030079,1.1671991,0.801672
plate,1.5123554,0.8650039,0.59490657,1.5081308,0.6619213,0.65002954,0.839531,0.84339935,1.3900278,1.5141015,0.6319461,1.2578999,1.3675268,0.58349854,1.5511105,1.0359511,0.66277397,0.5286973,0.23232156,0.99453545,0.4660704,0.7676597,0.58752966,0.8326586,0.70166224,1.1912973,1.4308963,1.1658487,0.4011057,1.445885,1.1604092,1.4129797,1.4824319,0.87073004,0.5367377,1.4308887,0.37410158,0.6208191,1.5459869,1.3175323,1.2986641,0.99178755,1.4212644,0.75334275,1.2352538,0.4756198,1.3625348,1.2917607,0.954399,1.1599729,0.6067372,0.8675566,1.3258688,0.5266397,0.9175345,1.1698073,1.1977329,0.9417908,0.9304337,1.3889906,0.57508457,1.404314,0.7063114,1.380424,0.64608115,1.2163239,1.4516637,1.2977927,1.4112195,0.6981801,1.6282439,1.0460542,1.2237024,0.45216358,1.439386,1.2627022,0.9288533,1.4322735,1.1341711,0.63743037,0.5516365,0.80252975,0.86960423,0.6387408,0.84385055,1.3606477,1.5524645,1.5560243,0.9832209,0.56586516,0.5574133,0.72430706,1.0853668,0.5658529,0.92849827,0.0,0.7610223,0.82476306,1.2176149,0.6270343,0.7977368,1.16905,1.1784993,1.218159,1.3167733,1.1950469,1.5547839,1.065131,1.1609358,0.98234135,1.3479736,0.8726802,1.1774907,0.61152256,1.1758106,0.5610956,0.8512384,0.5941994,0.3742056,1.1525499,0.90116143,0.79444206,1.2085528,1.5065068,1.2894394,1.2972124,0.38067913,0.89604884,0.83041775,1.21439,0.6022756,0.68085384,0.69795847,1.1926167,0.7244739,1.2894127,0.6089325,1.277847
pony,1.2331171,0.83830714,0.7231872,1.3059323,0.8361137,0.85247624,1.0192649,1.0397189,1.3407018,1.2940716,0.84202296,1.1522696,1.2503228,0.5136125,1.355643,1.0391725,0.92738307,0.6945033,0.79710746,1.0622209,0.8657478,0.95658696,0.8333431,0.87156785,0.66928256,1.1620806,1.1699452,1.0300285,0.7623671,1.239356,0.99842054,1.336715,1.3067902,1.1585586,0.85286516,1.2637553,0.6843027,0.90934634,0.97829145,1.0639861,1.1818283,1.1401973,1.1951438,0.672856,1.19322,0.73163116,1.1694822,1.1131712,1.0633472,1.1581824,0.77921766,0.86716366,1.1907476,0.78103745,0.9320085,1.0790002,1.1321304,0.96481586,0.9401614,1.1379066,0.8104148,1.1135999,0.8546165,1.256878,0.6642909,1.1058155,1.075109,1.1713526,1.2173367,0.783437,1.3444779,1.1175704,1.0545324,0.696265,1.0376098,1.2227275,1.0822726,1.2216403,1.009162,0.8390963,0.82389116,0.8591455,0.91684985,0.90720844,0.9668391,1.1712857,1.3125831,1.3213632,1.2112981,0.8503291,0.89245087,0.68342876,1.1855407,0.86690336,0.9176376,0.7610223,0.0,0.9767074,1.1873343,0.7312808,0.91602314,1.1370631,1.055196,1.1027102,1.1191133,1.1534455,1.2728643,1.1139565,1.0438734,1.0763961,1.2292728,1.2215269,1.1301069,0.7678696,1.1125574,0.70952535,1.0479153,0.96048033,0.7057315,1.0684682,0.9170986,0.96580505,1.1461867,1.2461989,1.1269178,1.2425109,0.7595273,0.9601261,1.0924815,1.2864493,0.8294907,0.834463,1.0713484,1.0845395,0.656574,1.149607,0.80037034,1.0901241
pumpkin,0.9086084,1.0134583,0.8139061,1.083965,0.8000277,0.90397495,0.74525917,0.7696725,1.1833423,1.2266395,1.1141576,0.9502489,1.0840849,1.0132041,1.1408304,0.76731664,0.9848024,1.1710248,0.8314483,1.0865867,0.77755773,1.0019151,0.8108638,1.113806,0.993473,1.0384423,1.2876232,1.0387905,1.0396769,1.1448431,1.0973682,1.0701041,1.2101692,0.7706772,1.1284715,1.0543935,1.0548824,0.99562895,1.3229845,1.0913872,1.1843315,1.0990407,1.2014216,0.8655427,1.1798288,0.9096461,1.1650671,1.1594286,1.1807078,0.98506016,0.96668196,0.8466694,1.1140065,1.0836906,0.7493818,0.9943366,0.8711324,1.2764621,1.0248358,1.0497341,0.9876495,1.2178497,0.89678717,1.0823267,1.10864,1.0486652,1.0566878,0.96611786,1.1824844,0.9663725,1.2771363,1.0898837,1.0024258,1.0731775,1.1480047,0.9883238,0.44022834,0.8851335,0.96709085,1.1587076,1.0740217,1.2163365,1.1204082,0.54262537,1.1015683,1.0692511,1.2388005,1.2598158,1.0065295,1.1149147,1.114566,0.86741036,1.0459244,0.7577039,0.8325923,0.82476306,0.9767074,0.0,0.93718415,1.1298271,0.8274603,1.1531143,0.94783247,0.8498238,1.0445498,0.94977075,1.2687805,0.96200824,1.1151567,0.82761985,1.2413957,1.0204272,0.8041313,1.1504399,1.0224636,0.966821,1.1067458,0.74961185,0.98974574,0.8896555,0.76491505,0.8826095,0.9734638,1.2000068,0.9391409,1.0562985,0.7687553,1.1818197,1.1124611,0.9636009,1.1113555,0.8451649,0.89404106,0.89322174,1.0261511,1.191083,1.177159,1.145289
purse,0.9278989,1.0609214,1.2865875,1.017109,0.9895122,1.0920082,1.0661097,0.35355973,0.9692541,0.82488495,1.1208389,0.81741405,0.7173749,1.238837,0.712373,0.8816648,0.8681184,1.1908622,1.0699182,0.4960237,1.1339655,1.0814564,0.7175255,0.7281108,1.1166023,1.0402771,1.0828446,0.65476215,1.3023932,0.8397548,1.0794562,0.83824825,0.70668566,0.9754997,1.3299098,0.5714455,1.1620632,1.0365368,1.0335974,0.7551595,0.93903476,0.7415359,0.8300711,1.0249624,1.0128497,1.2910995,1.2008841,0.96741045,1.2028234,0.9434685,1.2683465,1.1051229,0.893544,1.2930466,0.99460024,1.1457751,1.009907,1.1445062,0.85483813,1.0285794,1.1538173,1.0438976,1.1696321,0.927536,1.1406996,0.9051463,1.0738397,0.9107946,0.88082325,0.8665247,0.8203765,0.8617371,0.7837032,1.2224739,0.9603725,0.9595916,0.90083635,0.6498982,0.9982428,1.3587183,1.1497355,1.1819445,1.1930811,1.0449331,0.88158715,1.1007454,0.82562315,0.73137265,0.7585428,1.2801431,1.268435,1.0055416,0.7071352,1.1010406,1.05778,1.2176149,1.1873343,0.93718415,0.0,0.9602482,1.0499157,0.9426496,1.0518823,0.95154214,0.76681113,0.9015274,0.9009974,0.5444517,0.8170143,1.0364574,1.0248766,0.9489093,0.9773558,1.2303627,1.1184968,1.2155073,1.0201373,1.0449727,1.2373985,1.0619848,1.0700443,1.0618277,0.39153385,0.9018641,1.0199821,0.78679335,1.1161664,1.2237283,1.1564215,0.9277287,1.1525018,0.8501872,0.76632416,1.2073356,1.1228678,0.6120891,1.1620339,1.1185623
radio,1.4787943,0.8668649,0.765299,1.3985877,0.85845035,0.9040314,1.0019158,0.7687175,1.270681,1.3298233,0.6201375,0.970952,1.2761534,0.6771443,1.3775053,1.0533582,0.5513264,0.5632872,0.5691635,0.54557884,0.80279154,0.81642,0.58634967,0.5499371,0.59497243,1.2535222,1.2875086,0.82445204,0.7733889,1.2087437,1.196752,1.2758105,1.2375103,1.0357466,0.74431056,1.1447579,0.48360085,0.86296296,1.3778949,1.1491113,1.0666428,0.6597282,1.2584734,0.6961864,1.2557199,0.8394904,1.2893432,1.2503167,1.0173297,1.0168366,0.84449583,0.9642862,1.2839562,0.8195877,1.0975494,1.1464443,1.1517358,0.997825,0.8687425,1.2316753,0.6830673,1.3328207,0.86773384,1.2530273,0.7083572,1.0699863,1.3187637,1.2433267,1.2940593,0.5597336,1.3931798,0.973167,1.0006814,0.56070065,1.368414,1.3291436,1.1539944,1.3316927,1.0632921,0.85953903,0.6944161,0.8234044,0.9074913,0.95568544,0.41780794,1.317002,1.3999233,1.3677799,0.8900154,0.7229711,0.74675786,0.67208225,0.99722177,0.8208296,0.8907794,0.6270343,0.7312808,1.1298271,0.9602482,0.0,0.9074173,0.89865315,1.2024485,1.2704738,1.2425935,1.2145885,1.4055653,0.9470817,1.0337441,1.1192571,1.1857013,1.0223131,1.1526796,0.6906712,1.1749603,0.66929746,0.81483644,0.9236856,0.67831385,1.2532666,1.0209042,0.99619555,1.0587115,1.3431544,1.3431509,1.1996735,0.6849543,0.9747347,1.0967546,1.2560874,0.7159297,0.76728135,0.6339038,1.2013943,0.56354684,0.91377866,0.6251278,1.0348321
