,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jacket,0.76275676,1.2264769,1.3382001,0.5957293,1.1028132,1.1728995,1.2527725,1.2124207,0.7008021,0.39099056,1.295481,0.91847974,0.6654649,1.3489318,0.41286433,0.99573565,1.3023722,1.4817095,1.3428583,1.10989,1.4494858,1.288874,1.3683501,1.3587388,1.2903894,1.0850627,0.6638614,1.0771068,1.2783306,0.64711136,0.7656303,0.7132157,0.47824675,1.1542872,1.3998164,0.71246105,1.4560306,1.2811153,0.61018866,0.95772636,0.8027159,1.0900542,0.72322196,1.1272763,0.8599693,1.3635173,0.6280735,0.67785156,1.1484284,0.81040245,1.3283513,1.2199641,1.0409752,1.3763162,1.1665103,0.91974235,0.68783224,1.1226456,1.1927698,0.70206827,1.3344554,0.71841586,1.2550547,0.72773623,1.3372552,0.7052119,0.62314004,0.7356349,0.0,1.2695277,0.42277825,0.934186,1.0427245,1.4530811,0.83178425,0.7922548,1.0606912,0.7851331,0.8069509,1.2426621,1.4570997,1.3476527,1.2174888,1.3222373,1.1847802,0.7260748,0.47018933,0.52422833,0.94923294,1.4298321,1.3999262,1.142688,1.0271444,1.3044763,1.1286815,1.4112195,1.2173367,1.1824844,0.88082325,1.2940593,1.1445589,0.92280275,0.9269037,0.9066564,0.8053286,0.69739467,0.35071194,1.0276759,0.8856809,1.0775417,0.6793816,0.9094756,0.87546504,1.4512025,0.88110435,1.4229844,1.1952522,1.1773558,1.474328,0.83931595,1.0825915,1.2323357,0.9450343,0.40364265,0.71034503,0.56670386,1.2219052,1.3126224,1.2013454,0.91389,1.4527094,1.3038317,1.0943223,0.76474845,1.2614799,0.8559884,1.3956265,0.813974
jar,1.3675482,0.7960224,0.86149144,1.3141019,0.8712111,0.8519228,1.022948,0.650851,1.3387254,1.3737118,0.7576382,1.1302288,1.2226492,0.7324474,1.3347862,0.9990336,0.82060456,0.58671975,0.5555184,0.7226418,0.8606884,0.81537217,0.39468563,0.5523664,0.76914275,1.2391772,1.2903848,0.8789707,0.89249355,1.241401,1.126873,1.3224922,1.329678,1.0274959,0.9217977,1.1579744,0.44984823,0.8050597,1.34265,1.0738229,1.1272837,0.9302677,1.140808,0.646413,1.3098991,0.9055388,1.2691967,1.2785952,1.172409,0.9523378,0.9469936,0.92130494,1.2492688,0.8875755,1.0242835,1.074195,0.9921964,1.1179765,0.7955131,1.3012866,0.78161424,1.3380454,1.0144172,1.2378848,0.80055755,1.0482244,1.282898,1.1741587,1.2695277,0.0,1.3619995,0.91287595,0.9976749,0.7089366,1.2273536,1.1733614,1.0771271,1.2483876,1.046905,1.0343362,0.7760092,0.9055153,1.000383,0.9076245,0.62580955,1.2365311,1.3139917,1.3015492,1.0687953,0.8760425,0.9084302,0.71950585,1.1083965,0.85367906,0.7761897,0.6981801,0.783437,0.9663725,0.8665247,0.5597336,0.7668929,0.9507499,1.134575,1.1538813,1.0126456,1.1490247,1.3380196,0.9327472,0.88684064,1.0222187,1.2217124,1.0158112,1.0883996,0.86049443,1.1400261,0.8122715,0.84937567,0.82537574,0.64819795,1.1055576,0.99855065,0.9836024,0.94520813,1.2734263,1.2820067,1.1726303,0.6928094,1.1189296,1.2172034,1.1914288,0.8029723,0.8171975,0.77794325,1.192092,0.7601274,0.9565786,0.7767223,1.0755831
jeans,0.5924883,1.1431983,1.45136,0.44337595,1.2783251,1.2661488,1.1617067,1.2404251,0.529682,0.2890786,1.2065523,0.7478792,0.51796305,1.4294877,0.23595083,1.044979,1.3185611,1.479443,1.5876921,1.0795766,1.431942,1.3014975,1.4465601,1.1880839,1.3657157,0.81033194,0.5539502,0.82840097,1.444393,0.5645707,0.8394706,0.50356954,0.34335226,1.1268356,1.4141374,0.6188626,1.5834521,1.2713718,0.42375195,0.7086848,0.70427406,0.97163135,0.5536462,1.3348317,0.7490246,1.3789583,0.58851707,0.6600231,1.0206162,0.98818064,1.364991,1.2760583,0.70192647,1.4301939,1.1856207,1.0609944,0.93973124,1.0795251,0.9808396,0.7464708,1.4423908,0.65643626,1.2213848,0.65250695,1.3315125,0.8803896,0.72187203,0.8035178,0.42277825,1.3619995,0.0,0.91006887,0.9098888,1.5419172,0.56308204,0.71046233,1.0802779,0.5688427,0.90196985,1.3210384,1.383405,1.1795377,1.2073013,1.3033957,1.1669815,0.7933438,0.25863445,0.20626974,0.8758624,1.4000571,1.38767,1.3142854,0.70532745,1.3674737,1.2635055,1.6282439,1.3444779,1.2771363,0.8203765,1.3931798,1.2406934,0.81784415,0.9550757,0.9294688,0.66890705,0.82601166,0.22083616,0.9380269,0.6782794,1.0624881,0.62078804,0.9432422,0.95148516,1.3513037,0.9571134,1.4342034,1.0118723,1.3517457,1.5600687,0.9191403,1.2388608,1.1851718,0.8084394,0.24390417,0.7866891,0.6407412,1.529247,1.1137768,1.0895787,0.8892704,1.354125,1.4100702,1.214175,0.9534481,1.3446821,0.7566315,1.4040154,0.83677363
knife,0.8732111,1.1318305,1.2660469,0.8389299,1.1147841,1.0453751,1.2685759,1.0623015,0.7675666,0.89682066,1.1681762,0.7809589,1.0283852,1.2606822,0.9348713,0.92709386,1.00497,1.1907473,1.0427095,0.8384985,1.1202879,0.60264075,1.016428,1.1365045,1.0957594,0.97151357,1.0883818,0.84327793,1.2565068,0.97218484,1.1268874,0.7660248,0.92481333,1.0488749,1.1379173,0.81839335,1.1243539,0.94448256,1.0010022,1.0421958,0.8952967,0.73894525,0.940483,1.0072981,1.1101769,1.2731134,1.0360489,0.9709422,1.241356,0.9720204,1.1691344,1.1816864,1.0228269,1.1384745,1.0862715,1.15393,0.8024417,1.2230742,1.0875034,1.0318651,1.1497772,0.99945074,1.2124995,0.84476197,1.373379,0.85596186,1.041737,0.46586692,0.934186,0.91287595,0.91006887,0.0,0.96025956,1.0961269,1.0828388,0.8736007,1.0048102,0.9866231,0.6170183,1.3286657,1.2441225,1.301147,1.223483,1.2277184,0.8362322,1.1540558,0.93571806,0.9113124,0.8234897,1.0129519,0.96665096,0.9931473,1.2013369,1.0518992,1.0805618,1.0460542,1.1175704,1.0898837,0.8617371,0.973167,1.0286791,0.7538804,1.1174302,0.8934232,1.1648996,0.29855788,0.96911365,0.9238513,1.2008926,0.45361674,0.9933754,0.6650131,0.95976776,1.2812788,1.1592524,1.2077572,1.0664635,1.0180073,0.81459284,0.54807967,0.96944326,1.150436,0.8816867,1.0702176,0.8129844,0.71503425,1.0888612,1.3263762,1.2070556,0.6140053,1.2746489,1.0655386,0.7089122,1.0951023,1.075302,0.43310308,1.0725504,0.9999683
ladder,0.9337931,1.0499839,1.3082064,0.9800273,1.2763664,1.260613,1.2787644,0.6565691,0.9221336,0.87286377,1.2718582,0.3826524,0.9594439,1.1226349,0.9244018,0.83903897,0.91766137,1.1740481,1.2323391,0.7151646,1.118216,0.87325954,0.9409616,0.7931338,1.0236006,1.0837077,1.058967,0.2671491,1.3117032,0.7565057,1.0131762,0.9088546,0.8171583,1.060812,1.2109764,0.31399596,1.1918178,1.0468268,0.9537438,0.75429046,0.75987625,0.8138757,0.8076932,1.1266401,1.1400957,1.3004346,1.0953847,1.0511405,1.2073864,0.9236355,1.3201544,1.0301563,0.9336797,1.1453542,1.2006428,1.0594633,1.0364155,1.1493051,1.126306,1.1110067,1.2850343,1.0361842,1.225954,1.0794394,1.1956602,0.8899569,0.9563905,0.83085465,1.0427245,0.9976749,0.9098888,0.96025956,0.0,1.0429411,0.9783656,1.1207709,1.1353562,1.0290384,0.81319594,1.3089029,1.0960306,1.1143152,1.2153702,1.1781368,0.7601056,1.0982606,0.8886049,0.8062451,0.92332006,1.1188095,1.13171,1.1375997,1.0294669,1.0665286,0.89552045,1.2237024,1.0545324,1.0024258,0.7837032,1.0006814,1.1765721,0.69108546,1.0924976,0.94233376,0.8339039,0.91964114,0.97580427,0.95783544,0.81330705,0.7841683,0.86418426,1.0564619,0.7344135,1.1835071,1.1603296,1.2213829,1.049402,1.1090047,1.1340818,0.87065446,0.7061643,1.1445075,0.49695867,0.9591598,0.6653793,0.6502277,1.3051548,1.2111543,1.2439349,0.94990236,1.0627682,1.0007857,0.8833093,0.8995301,1.0439997,0.51559234,1.2073177,0.68805707
lamp,1.5149434,0.86153936,0.5925241,1.5530906,0.7690426,0.6409358,0.836594,0.8854058,1.3374813,1.5798627,0.46425605,1.221426,1.4319751,0.38962984,1.6180078,1.1139907,0.7475531,0.24284953,0.5141903,1.0003062,0.71498,0.6733714,0.63943946,0.5359962,0.7367932,1.0559286,1.199506,0.93943137,0.344988,1.3781509,1.1406319,1.4017559,1.5318607,1.0760642,0.31075197,1.399699,0.2566085,0.826612,1.4771919,1.3496855,1.1648657,0.9168043,1.3429316,0.89314437,1.0956432,0.5183617,1.2801383,1.2969784,0.75923985,1.1440414,0.47027522,0.87443554,1.2586743,0.30187064,1.0180367,1.0560951,1.2805185,0.6590181,0.78552544,1.3286108,0.5623967,1.3669419,0.7633451,1.3829314,0.39028668,1.2583213,1.4244647,1.3137085,1.4530811,0.7089366,1.5419172,1.0961269,1.0429411,0.0,1.2933764,1.4272374,1.2204779,1.5072811,1.1864492,0.44974804,0.35198188,0.4350884,0.62843513,0.7571285,0.87005544,1.3112109,1.6181748,1.4998295,1.1253725,0.29411137,0.3373059,0.84678453,0.97034526,0.85998416,0.9715908,0.45216358,0.696265,1.0731775,1.2224739,0.56070065,0.9776519,1.1392779,1.1498551,1.3268721,1.2389077,1.3335748,1.5439025,1.160081,1.1108471,1.08311,1.1962304,1.1716433,1.2933478,0.35825765,1.0601606,0.41132575,0.84483397,1.0141828,0.37414587,1.2370439,0.8874094,0.99014235,1.2349768,1.4073814,1.3262115,1.4963186,0.569857,0.6386145,0.7653146,1.3205527,0.36742878,0.78164244,1.0131097,1.2035567,0.72925526,1.1341032,0.35350502,1.0409333
leg,0.73258895,0.9368835,1.2963865,0.6025693,1.3154217,1.2802073,1.0340176,1.1557553,0.8413134,0.81423104,1.1934063,1.0406042,0.7886532,1.1507051,0.7394488,1.1564624,1.3401753,1.2243133,1.4886627,1.166012,1.1687045,1.1029179,1.3331933,1.1203434,1.3090624,0.6444061,0.6723008,1.0084902,1.254879,0.8240327,0.785838,0.83588934,0.8459038,1.0275278,1.2236791,0.9428653,1.3705747,1.1134106,0.5874283,0.873351,0.8745301,1.1653644,0.61355966,1.2185639,0.73604107,1.1714563,0.7875595,0.86938083,0.8992767,1.0663259,1.2463553,1.1266117,0.5694698,1.1387498,1.1037223,0.8853421,1.0472888,0.93751615,0.90321916,0.79917145,1.3391193,0.8039552,1.090882,0.73234916,1.1547983,1.0317093,0.7218271,0.8958149,0.83178425,1.2273536,0.56308204,1.0828388,0.9783656,1.2933764,0.0,0.8839062,1.1466484,0.77735245,1.0116916,1.1568289,1.1016828,0.91928434,0.97712123,1.1956798,1.2131758,0.73599684,0.6590016,0.5856274,1.1448839,1.2118092,1.2094533,1.2150342,0.9793004,1.1766013,1.1908538,1.439386,1.0376098,1.1480047,0.9603725,1.368414,1.2084664,1.0187427,0.86143965,1.0225207,0.7314137,0.9626835,0.6736653,0.8717036,0.7530513,1.0252852,0.84445006,1.1137568,1.0812526,1.0524491,0.844342,1.2107238,0.98457175,1.2085446,1.2400389,0.9246652,1.0718286,1.0667878,0.9456508,0.66932034,0.8680355,1.0030216,1.3904399,0.80386823,0.9918441,0.9173717,1.0686404,1.3301175,1.3426182,0.99770385,1.2919971,0.97049874,1.1857984,1.0033841
meat,0.6395894,1.1708622,1.2083547,0.6263509,1.1037834,1.1120266,1.0906322,1.1752822,0.83577836,0.7752614,1.2839131,1.0000217,0.7491095,1.2780648,0.7497592,0.99298054,1.2061894,1.3346527,1.1737008,1.1300927,1.1967547,1.1494931,1.1855315,1.3175004,1.2693467,0.94136196,0.9038576,1.1465892,1.3216796,0.9053823,0.9509765,0.72542787,0.78468585,0.9515427,1.3478483,0.90024865,1.3270707,0.8509884,0.8084259,0.87039435,1.0497483,1.0957358,0.9443949,1.1276693,0.8717655,1.1260408,0.80823195,0.85540134,0.9623971,1.0141491,1.2142624,1.1414243,0.85143507,1.3382784,1.0987535,0.9197285,0.6941945,1.0786535,1.0845373,0.82420206,1.2146147,0.81006056,0.99909806,0.5948354,1.3114742,0.87535614,0.7392609,0.8836441,0.7922548,1.1733614,0.71046233,0.8736007,1.1207709,1.4272374,0.8839062,0.0,0.82828987,0.6918813,0.9391674,1.2220871,1.3955821,1.237291,1.1827826,1.0555545,1.2070398,0.91809297,0.70415634,0.773404,0.9326195,1.3462996,1.302537,1.1603945,1.0934503,1.1352677,1.1193333,1.2627022,1.2227275,0.9883238,0.9595916,1.3291436,1.0187455,1.0114639,0.97221994,0.7781602,0.97155154,0.8086354,0.65551883,1.015973,1.0308511,0.8918399,1.0053535,0.7109782,0.93847287,1.3360344,0.9737671,1.2762244,1.1537433,0.9438972,1.224261,0.81367,1.1098592,0.96064824,1.0306687,0.7712763,0.84438694,0.77868724,1.2953033,1.1070845,0.9698481,0.6601674,1.3857484,1.3015709,0.95134884,1.0329326,1.2421491,1.032508,1.3089739,0.9993685
melon,0.6963043,1.064353,0.6993554,0.9131696,0.7491641,0.7682323,0.66555005,1.0029225,1.0597237,1.0627007,1.1933092,1.0444288,0.88313806,1.1846962,1.0458392,0.90050256,0.9233866,1.2313372,0.8435755,0.9323498,0.8487618,1.1465739,0.9409492,1.1559905,1.1838351,0.96354383,1.2369759,1.1084298,1.0987787,1.1116492,1.1026604,1.0277854,1.0142654,0.7862404,1.1933151,1.0197252,1.1212412,1.0416167,1.1849664,0.9563894,1.0864177,0.94024247,1.1405663,1.0329727,1.0589325,0.92351186,1.0460042,0.98985887,1.0951962,1.0695077,0.9936812,0.7882495,0.9900999,1.2761722,0.61022675,1.1584922,0.8618198,1.2190815,0.9826517,1.0411664,0.91889596,1.0500953,1.0302778,0.88549,1.1765203,1.0239156,1.0504181,1.0470927,1.0606912,1.0771271,1.0802779,1.0048102,1.1353562,1.2204779,1.1466484,0.82828987,0.0,0.6223866,1.0915022,1.1648299,1.1863269,1.2973133,1.0166444,0.4957316,1.0831466,1.1469326,1.050884,1.1195344,0.8520732,1.2086241,1.2046387,1.0103605,0.8834465,0.8296483,0.92645794,0.9288533,1.0822726,0.44022834,0.90083635,1.1539944,0.7988091,1.0490667,1.1038489,0.7590931,1.0640047,0.94695944,1.0686281,0.98940986,1.10533,1.020698,1.2452066,0.8609853,0.9294317,1.2799925,1.2208571,1.0598662,1.0063429,0.74167925,1.1839551,1.0058925,1.0484838,0.6783133,0.9961518,1.1375055,1.0052983,0.97657794,0.79328525,1.1510518,0.9344227,0.7883805,1.2387741,0.8326827,0.813921,0.92643905,1.1937665,1.1018467,1.2462271,1.1656907
mitten,0.39095646,1.1329045,1.1752503,0.6349097,0.9541694,1.0475769,0.76865315,1.0554346,0.8428442,0.6740731,1.3094962,0.9593777,0.5499796,1.4053197,0.5722945,1.0693432,1.0967946,1.4284511,1.4205352,0.9676576,1.1752914,1.2151271,1.2726265,1.2196729,1.3191593,0.8187157,0.9356551,0.99677485,1.412327,0.82312423,0.9870103,0.76160365,0.62588215,0.9225515,1.3613892,0.76529866,1.4844337,1.1896454,0.74109024,0.6116585,0.9614158,0.9763984,0.84502757,1.1929123,0.682508,1.2559129,0.9628662,0.7775669,0.921898,1.0810866,1.1230551,0.8212235,0.60521317,1.421952,0.61169493,1.1738691,0.8968192,1.1045082,0.7057258,0.9057293,1.0747962,0.7825122,1.1436939,0.49619573,1.2652218,0.99453443,0.8764402,0.9205213,0.7851331,1.2483876,0.5688427,0.9866231,1.0290384,1.5072811,0.77735245,0.6918813,0.6223866,0.0,1.0732453,1.3010442,1.3261268,1.2832037,1.1379681,0.9582393,1.2276466,1.0055515,0.61807525,0.6078795,0.7973854,1.3804162,1.3344395,1.1692523,0.70604324,1.1710622,1.1380992,1.4322735,1.2216403,0.8851335,0.6498982,1.3316927,1.1184975,1.0320036,0.99702084,0.5993153,0.70848155,0.88291174,0.6235918,0.7539396,0.8615439,1.0983199,1.0203707,0.97672904,1.0250399,1.3602252,1.141938,1.3232427,0.9358766,1.2100655,1.4401231,1.0064644,1.1806607,0.813872,0.68452156,0.7564009,0.93941635,0.81671387,1.2779353,1.0367056,0.9567338,0.5892958,1.3214065,0.97593313,1.1101034,1.1458943,1.3143735,0.8589547,1.3360715,1.1496141
motorcycle,0.80934894,1.1364458,1.2487491,0.8819753,1.1901664,1.2060986,1.2875323,1.1260184,0.85216534,0.76078606,1.3052533,0.68627423,1.1032566,1.1416782,0.8791743,0.82106507,1.1341863,1.3213809,1.1214458,1.0433686,1.2598308,1.0055884,1.0399315,1.2812138,0.9186254,1.2512763,1.0241562,0.8606739,1.2458125,0.8817185,0.9776766,0.79376787,0.82707965,1.1674736,1.3224926,0.7556813,1.2386713,1.0806535,0.88050234,1.0904492,0.9809889,1.0759039,1.0280133,0.96847016,1.1455251,1.290147,0.85266316,0.8927555,1.3498759,0.8620367,1.2456864,1.0905905,1.1254574,1.2379949,1.1107285,0.9992602,0.79194695,1.2408706,1.3131953,0.8494147,1.3368596,0.97641426,1.2376709,1.0464188,1.3529912,0.5118214,0.82380354,0.49706143,0.8069509,1.046905,0.90196985,0.6170183,0.81319594,1.1864492,1.0116916,0.9391674,1.0915022,1.0732453,0.0,1.3053517,1.4130396,1.3746029,1.3261464,1.3041242,1.0636892,1.0140103,0.9143521,0.91039985,0.9957659,1.273695,1.2632773,0.9295765,1.3175764,1.1233758,0.9278553,1.1341711,1.009162,0.96709085,0.9982428,1.0632921,1.0982649,0.9607062,0.97564435,0.92801476,1.1809295,0.275203,0.88388723,0.95123774,1.1458306,0.38981384,0.89023125,0.84257126,0.7538982,1.2944615,1.0710753,1.2890614,1.2658372,1.0138123,1.1137943,0.2182731,0.94769055,1.2199526,0.89884144,0.92119014,0.646433,0.62632537,1.1331614,1.4004095,1.3600131,0.924853,1.426723,1.078288,0.9165352,0.7648763,0.8894475,0.66243047,1.2726272,0.88491505
nail,1.3995457,0.92142457,0.44943023,1.3641797,0.5872027,0.61607254,0.7016262,1.1624032,1.4008691,1.4320498,0.48963946,1.4209763,1.2619412,0.50274557,1.4655943,1.2382846,0.9068421,0.2827075,0.6571756,1.2707793,0.81307805,0.97519535,0.9275712,0.79242814,0.87218285,0.8386731,1.0982227,1.2931185,0.25572515,1.3708881,0.9803093,1.341135,1.3866817,1.157562,0.21141571,1.5185659,0.38558805,1.009362,1.2491105,1.2757286,1.305697,1.1685817,1.2884722,1.0405153,0.8199899,0.30620837,1.0738392,1.1541038,0.4180498,1.1218607,0.47472274,0.9000405,1.1394215,0.3775717,1.0603004,1.0260385,1.3343964,0.4521799,0.82761365,1.2184602,0.36370856,1.1427953,0.59861994,1.1851965,0.3049512,1.2837962,1.2413042,1.3814175,1.2426621,1.0343362,1.3210384,1.3286657,1.3089029,0.44974804,1.1568289,1.2220871,1.1648299,1.3010442,1.3053517,0.0,0.43740648,0.42565876,0.5153312,0.6418595,1.1688398,1.1460013,1.4005327,1.3633358,1.2675862,0.44640237,0.44273245,1.0319526,1.0257685,0.99705267,1.1637564,0.63743037,0.8390963,1.1587076,1.3587183,0.85953903,1.046549,1.3106859,1.1272091,1.2761743,1.190268,1.376798,1.3209817,1.2415969,1.13684,1.2848415,1.2190546,1.3159566,1.2579454,0.2401793,1.0041354,0.2861132,0.87072843,1.082416,0.5974346,1.2828499,1.1302841,0.8241807,1.3831308,1.2433162,1.2748599,1.5094755,0.58880955,0.34413725,0.38595462,1.2464995,0.3680635,0.7606871,1.2493397,1.1519533,0.91477156,1.4007214,0.2401166,1.2583133
napkin,1.4877818,0.8344373,0.68872607,1.4167149,0.8771948,0.7809458,0.804798,0.79988,1.3263377,1.4632139,0.43021274,1.2472183,1.176752,0.4582497,1.4017818,1.181254,0.73202115,0.25586295,0.5962849,0.98156494,0.6465738,0.72139215,0.66423637,0.41920352,0.8441329,0.75653815,1.1665418,0.9677931,0.4522587,1.3325572,1.0955055,1.3574493,1.4347656,0.9539221,0.31136125,1.3914683,0.2988425,0.9022736,1.4217246,1.2199292,1.1305118,0.9827995,1.1567241,1.0070949,1.0605028,0.5004598,1.2769506,1.3673394,0.6580044,1.1416844,0.6045432,0.93040806,1.1595751,0.388929,1.0503554,1.0093586,1.474663,0.7611774,0.6254362,1.3540022,0.6321381,1.4072566,0.7400929,1.3906753,0.408275,1.4324918,1.5029366,1.4233419,1.4570997,0.7760092,1.383405,1.2441225,1.0960306,0.35198188,1.1016828,1.3955821,1.1863269,1.3261268,1.4130396,0.43740648,0.0,0.387236,0.6878548,0.7615366,0.777581,1.2126094,1.4227401,1.2765887,0.95622677,0.3587215,0.4003452,1.0110458,0.70132715,0.86707336,1.0760264,0.5516365,0.82389116,1.0740217,1.1497355,0.6944161,0.9567233,1.1013756,1.1038284,1.3584211,0.9964782,1.5024097,1.4589145,1.1532526,0.8931774,1.1776912,1.162739,1.2151762,1.2806821,0.36265892,0.9866458,0.3975531,0.5660168,0.9929671,0.5110966,1.3730458,0.9488705,0.97031075,1.1676533,1.3009605,1.3910139,1.536889,0.6813687,0.54540867,0.67980206,1.2826917,0.028656125,0.8159577,1.0482712,1.2736653,0.88206697,1.206512,0.4117669,1.1995414
necklace,1.4610484,0.8154939,0.6765155,1.3740494,0.912305,0.7969817,0.6703556,0.99692744,1.2938597,1.4831889,0.33457518,1.3140124,1.1123786,0.50555766,1.3777144,1.2213373,0.97891873,0.30890727,0.8201668,1.1850514,0.8131658,0.88319755,0.83414483,0.528895,0.92146647,0.7404805,0.90387875,0.9883593,0.4964561,1.3232319,0.9918513,1.3159516,1.4325852,1.0996215,0.38583893,1.4457068,0.49246776,0.87395906,1.1598846,1.1797447,1.1958344,1.0658367,1.1575211,1.1069176,0.70362234,0.48833895,1.0993468,1.2658156,0.42784488,1.2764354,0.6702712,1.0654604,0.9879073,0.39262122,1.1508965,0.94657123,1.3953075,0.3634076,0.5639667,1.2100174,0.6693111,1.1346602,0.708017,1.141678,0.23677921,1.3790503,1.2236941,1.4279008,1.3476527,0.9055153,1.1795377,1.301147,1.1143152,0.4350884,0.91928434,1.237291,1.2973133,1.2832037,1.3746029,0.42565876,0.387236,0.0,0.46503687,0.83663845,1.0342854,1.0334961,1.3890179,1.2419195,1.2192864,0.41640598,0.46446228,1.128126,0.7795417,1.0352265,1.1786631,0.80252975,0.8591455,1.2163365,1.1819445,0.8234044,1.1156188,1.2113564,1.0234894,1.3760605,0.9698158,1.4980347,1.2790126,1.1530292,0.84164405,1.2124231,1.1384575,1.2727317,1.3415041,0.19900155,0.88529557,0.4140395,0.744087,1.1792964,0.5952602,1.3917089,1.0196378,0.96216357,1.2119226,1.0394583,1.3631699,1.601439,0.8260935,0.26588434,0.5897811,1.2650709,0.33187497,0.9827174,1.3300192,1.3063648,0.9524208,1.2626529,0.29721284,1.1905758
nose,1.3052161,0.89079064,0.6338809,1.2469392,0.6878954,0.58667594,0.7635769,1.0883821,1.256146,1.4072526,0.6342634,1.3291832,1.1598005,0.7502185,1.3645158,1.2087035,1.0546426,0.5919766,0.86438406,1.1383733,0.96017194,0.95635283,0.9622707,0.80616724,0.98934907,0.868648,0.8609158,1.1460974,0.552459,1.247733,0.9525143,1.2641671,1.3529074,1.0467411,0.6071021,1.3975105,0.6936489,1.0529215,1.11166,1.1219096,1.1617048,1.0169076,1.1333429,1.0332932,0.638983,0.60534793,1.0306269,1.0565804,0.522645,1.2128274,0.7536322,1.020374,0.9392265,0.63450944,1.0351852,1.0513666,1.1772043,0.5149584,0.73538494,1.1392583,0.652095,0.9863011,0.73277354,0.9557057,0.44222033,1.302474,1.0952128,1.2677741,1.2174888,1.000383,1.2073013,1.223483,1.2153702,0.62843513,0.97712123,1.1827826,1.0166444,1.1379681,1.3261464,0.5153312,0.6878548,0.46503687,0.0,0.71663857,1.1270477,1.0414193,1.2864144,1.2420385,1.2334499,0.67073524,0.6865666,1.0254468,0.9702557,1.0955371,1.1801542,0.86960423,0.91684985,1.1204082,1.1930811,0.9074913,0.84861624,1.2195437,1.0912758,1.2105292,1.0773122,1.3143234,1.2279841,1.1384727,0.9656352,1.2759689,1.144881,1.2143933,1.2793593,0.5118543,0.9699467,0.57019645,0.882324,1.1276869,0.8241623,1.2741766,1.0400428,0.8345772,1.2195461,1.1773422,1.1902925,1.4752088,0.7431028,0.4362569,0.6291053,1.1174467,0.67119586,0.9537431,1.2523077,1.1942412,1.0375236,1.2560033,0.51861674,1.2221117
orange,1.1603228,0.9797935,0.47213882,1.2715769,0.48032463,0.47678483,0.5258825,0.92060065,1.3709452,1.3956091,0.82655907,1.3058908,1.0853058,0.8136619,1.3596598,1.0779366,0.81809944,0.6874478,0.6248648,1.0160004,0.5963559,1.014261,0.7715354,0.8810187,0.99409217,0.9098004,1.2786937,1.1530977,0.5959475,1.3412077,1.1302277,1.2872003,1.2911565,0.88480526,0.7064282,1.3008435,0.6656339,0.9335832,1.343389,1.0996675,1.2920079,1.0460098,1.2884123,0.9793662,0.9604778,0.35327822,1.2397661,1.1460158,0.77230215,1.1776427,0.7136895,0.83015,1.1323088,0.7793763,0.86144376,1.2044181,1.157489,0.8871911,0.8366302,1.2394649,0.56646734,1.1926851,0.6057585,1.1269426,0.70487684,1.2368937,1.2861074,1.3334514,1.3222373,0.9076245,1.3033957,1.2277184,1.1781368,0.7571285,1.1956798,1.0555545,0.4957316,0.9582393,1.3041242,0.6418595,0.7615366,0.83663845,0.71663857,0.0,1.1007756,1.2748942,1.3189522,1.3361142,1.109228,0.8019476,0.81239086,1.013914,0.9011744,0.74767745,1.1336263,0.6387408,0.90720844,0.54262537,1.0449331,0.95568544,0.8295169,1.2140218,1.1829383,1.0684717,1.143837,1.3003783,1.3300271,1.1006911,1.083973,1.2383751,1.327656,1.1528049,1.1302091,0.77674335,1.158458,0.5549625,0.89232206,0.7927958,0.823982,1.2637336,1.0559493,0.6678853,1.1056718,1.2685468,1.2214719,1.3522348,0.4886912,0.75459373,0.65290344,1.1306238,0.76250243,0.6189145,0.98579556,1.2026836,1.0186559,1.2933601,0.6997243,1.310328
