,alligator,apple,arm,ball,balloon,basket,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,couch,crayon,crib,cup,dog,doll,drawer,egg,face,finger,fish,flower,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plate,pumpkin,purse,radio,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch
pen,1.1230464,0.85793746,1.171873,0.96835625,1.0551873,0.8357321,1.3341335,0.66814804,1.1069638,0.9750336,1.2389259,0.9681297,1.0900482,0.85260403,0.7297299,1.1596825,1.0822474,0.7706796,0.99114585,1.0181955,0.66517967,1.1100415,0.99395734,1.2716467,1.2599185,0.7352654,1.2018961,0.90768033,1.2186931,0.60441655,0.7999893,0.8888559,1.0761516,0.39394462,1.0379982,0.8166333,1.0952399,1.104512,0.6535859,0.86086845,1.177366,0.6438028,1.1964045,0.7545004,0.9259039,0.98471564,1.0695962,1.1541892,1.1833342,0.8506458,0.872566,1.0337683,1.0643371,0.9317941,1.0105293,1.118227,0.6842929,1.31976,0.69165957,0.90253884,1.1710066,1.013285,1.1595591,0.0,0.7412234,1.2075361,1.1933337,1.1258656,0.86389434,1.0100446,1.062702,0.7052208,1.0675706,1.3675858,1.2724195,0.88439536,1.1780728,1.1933537,0.85672843,1.3515527,0.8428802,1.1603899,0.8572228,1.015877,1.3020251,0.94383645,0.5075216,1.0791125,0.6246408,1.2725337,1.1245365,0.9027795,1.1177839,0.67368287
pencil,0.9340133,1.2622714,0.8010705,1.2119026,1.0333569,1.1504688,0.9573358,1.2681661,0.9529408,0.90668255,1.026983,1.3003716,0.80426884,1.1045789,1.2488484,1.0224028,1.1500869,1.220596,1.2394607,1.1724743,0.8375797,1.2415856,1.1846379,0.9566032,0.9628923,1.0977411,1.014739,1.2176765,1.0051916,0.84983885,1.1151379,1.0840034,0.86858237,0.97423714,0.9607765,1.200462,0.6997197,0.7135116,1.170778,1.002785,1.074969,0.9850198,0.98557264,0.3301239,1.3580005,1.007495,0.86145437,0.996613,1.0302281,1.0002459,1.0775872,1.353076,1.1427155,0.75385135,0.76864004,1.1870133,1.0993512,1.025298,1.1617836,1.2207582,0.79195285,0.8705117,0.66598237,0.7412234,0.0,1.2123159,1.3430903,0.965082,1.1799301,0.87898505,1.2151555,0.81503606,1.0998797,0.8643838,1.1690654,0.67459404,0.7385033,0.93041563,1.2626423,1.1174248,0.7494626,0.7979268,1.0446652,0.92615306,0.6701062,1.0675598,0.87404454,1.2415109,0.5653218,0.94745547,0.85145897,1.2923107,1.0111463,1.0246793
pillow,1.0958631,0.9992671,1.091885,0.95542485,0.8033206,1.000109,0.81372166,1.1367111,0.8476162,0.8154065,0.764114,0.46182096,1.0002955,0.9876953,1.0511235,0.82565445,1.160302,1.0074477,0.81827164,0.6613643,1.2125355,1.2198831,0.9454917,1.1102651,0.9487113,1.0294465,0.7959267,0.9411815,1.1032351,0.9379081,0.90823674,0.9248668,1.1295519,1.2318041,0.8842701,1.002506,1.1162837,1.023139,1.2022467,0.83666056,1.1748486,1.121381,1.1943039,1.2047137,0.9682405,1.2359992,1.0289557,1.1742551,1.1476288,1.0772606,0.8618888,0.97043425,0.910545,0.9095284,1.1179132,1.1698532,1.1662259,0.5595578,1.1916378,1.0268604,0.9051514,1.0197282,1.076635,1.2075361,1.2123159,0.0,1.1036195,0.9644639,1.0587755,1.0356543,0.8218908,1.1956718,1.0937816,0.6049192,0.76772994,1.0143961,1.0963473,0.6291155,0.7888443,1.0314295,0.83453393,1.1744113,1.1704333,1.1677659,1.1821524,0.92122936,1.0601382,0.72473174,1.2931979,0.62343323,0.89676875,1.0056773,0.89631456,1.2133956
pizza,1.0633098,0.8887176,1.246659,0.9822726,1.1297036,1.0412148,1.0952756,0.80497426,1.1796587,1.0204697,1.0423937,1.0384727,1.1574492,1.0303013,0.8858924,1.1827625,0.55127156,1.0993141,1.0160861,0.9928138,1.0910411,0.37055117,1.0871242,0.98362297,1.0639178,0.9520908,1.1173538,1.0016706,0.82940835,1.3048793,1.0743953,1.0371925,1.0566642,0.95758903,0.9743539,1.0718188,1.1409044,1.1159121,0.9599708,1.0865122,0.62443644,1.1262245,0.8497094,1.1978707,1.0103817,0.9106866,1.040135,0.98705745,0.8192502,1.0410154,1.131015,0.83085364,0.73882014,1.1228751,1.0977788,0.52603316,1.0138351,1.0692612,0.9180478,0.9197715,1.0905071,1.0551717,1.1138521,1.1933337,1.3430903,1.1036195,0.0,1.088545,0.96435195,1.2103716,1.0007465,1.131096,0.89596736,1.1852541,0.9655254,1.0879858,1.1049117,1.1757115,1.0033723,0.8922296,1.2141155,1.023184,1.0024434,0.94198394,1.0617043,1.116763,1.0635821,1.0390573,1.1835399,1.0923357,1.1837921,0.9149811,1.156648,1.0909746
plate,1.0705684,1.0841444,1.0988098,1.0173793,0.9227472,0.9932111,0.97533876,1.1593114,1.0229713,1.0922369,1.0085047,1.0094893,0.7377458,1.0463204,1.0329263,0.88413763,1.1477613,0.9259163,0.8664167,0.8644663,1.0774167,1.1667707,0.96842283,0.21697617,1.0242435,1.0903513,0.94161284,0.9789124,1.1552486,1.14523,0.8656015,0.9661282,0.98432016,1.1119435,1.068268,1.1122239,1.0613331,0.8469247,1.1204283,1.200138,1.0332229,1.1126279,1.0385083,0.9119352,0.97379076,1.0174888,0.9846432,1.055764,1.0733188,1.0622227,1.0311654,0.8747568,1.0558096,1.0839027,1.0978642,1.1291051,1.2082396,0.8609732,1.1245095,1.0810858,1.0495286,1.1949979,0.58440155,1.1258656,0.965082,0.9644639,1.088545,0.0,1.0433935,0.98022044,0.8230916,1.0351014,1.0820936,0.920295,1.0497489,1.0171325,0.8944904,1.1290853,0.99606067,0.99855536,0.97295094,1.0072093,1.086709,1.120695,0.8715118,0.9168831,1.1093202,1.0680302,1.1765703,0.921815,0.95021343,0.9439975,0.9660923,1.1918954
pumpkin,1.3010049,0.6375,1.2379667,0.59038514,0.8369975,0.4616456,1.3828537,0.81658185,1.1758898,1.2977817,1.3525287,0.8161845,1.1585978,0.5954589,0.45304298,0.958263,1.0932077,0.57427806,0.8187079,0.7836553,1.0541368,1.0262784,1.0607122,1.0991861,1.4175286,0.45141363,1.1840025,0.50140727,1.2802867,1.0087332,0.7818786,0.5648668,1.0340698,0.7816539,1.0214486,0.8195636,1.1487731,1.1566308,0.6369667,1.2289586,1.1676681,0.59979033,1.2708633,1.3110266,0.66523135,1.308424,1.037084,1.2912803,1.3812027,0.92322123,0.99486464,0.59735185,1.1384523,1.395037,1.2487297,1.1067033,0.50346136,1.1875833,0.70703113,0.5646344,1.4068211,1.3139567,1.2791761,0.86389434,1.1799301,1.0587755,0.96435195,1.0433935,0.0,1.0759547,0.86331624,1.1074166,1.1614739,1.2874786,1.2557862,0.9196296,1.2445896,1.1048608,0.6489203,1.2227616,1.0674262,1.1925708,0.9376884,1.2713945,1.3090541,0.79135394,0.752635,0.91354203,1.0185992,1.2126912,0.85655904,0.57787454,1.1412203,0.6057305
purse,1.2713912,1.155128,1.0752602,0.9146212,0.8000222,0.70942366,1.0567261,1.1057659,0.9207014,1.1898527,1.2359489,0.92683923,0.8795749,0.78686666,1.0806614,0.6985981,1.1373823,0.8799814,0.89031404,0.8806445,1.0768033,1.2224464,0.7580898,1.024122,1.1125289,1.0501981,0.8824096,1.0034065,1.0526975,0.8538523,0.8324131,1.0244997,1.1044521,1.2217098,1.1079036,0.77674955,0.824932,0.89531714,1.0299348,1.049937,1.24387,0.7735766,1.0241082,1.0198935,0.81241333,1.158907,0.89547133,1.2443365,1.1650455,1.1723442,0.83231235,0.87465453,1.2233802,1.1056525,0.8688276,1.1180646,1.1410607,0.99086845,1.1217161,1.0617852,1.1356592,1.1912204,0.96426404,1.0100446,0.87898505,1.0356543,1.2103716,0.98022044,1.0759547,0.0,0.68542093,0.72777396,1.1913142,1.0002263,1.199866,0.85449475,1.039741,0.9631454,0.9962288,0.9528778,1.0452064,0.8465756,1.127853,1.3150053,0.8422241,0.7770585,1.2399697,0.92396545,1.022343,1.0043418,0.49946064,0.99165565,0.6268498,0.8870332
radio,1.2572489,0.9139985,1.2492753,0.8327192,0.8739355,0.76971024,1.241749,1.0231907,0.953184,1.2004008,1.2671275,0.6564034,0.994993,0.82818365,0.8193364,0.7833549,1.147291,0.7321228,0.5462317,0.5815067,1.1680756,1.0659487,0.68966347,1.0377706,1.219237,0.8563982,1.0426446,0.74544424,1.1225995,1.0213758,0.298154,0.95231473,1.1875303,1.1366947,1.1229872,0.8628468,1.1177692,0.9640759,0.89699835,1.0739697,1.1789553,0.8732546,1.1388695,1.1126226,0.76055074,1.0404315,1.1340743,1.2972908,1.1931088,1.0931708,0.8656944,0.57666177,1.0880615,1.2376167,0.9945502,1.1177857,1.0675381,0.8101635,0.9718438,0.954501,1.2414882,1.336081,1.0556322,1.062702,1.2151555,0.8218908,1.0007465,0.8230916,0.86331624,0.68542093,0.0,0.9943316,1.1617945,1.0459371,1.1550585,0.8975251,1.2337207,1.1230444,0.7140384,1.0678812,1.1296533,1.0591874,1.1641058,1.308841,1.2384338,0.83749413,1.0091357,0.85710466,1.1188091,0.97265023,0.7742301,0.8724602,0.7441687,0.95690167
scissors,1.1569022,0.94565934,1.2205458,1.0316851,1.0268033,1.0132774,1.1718472,0.9316819,1.0699052,1.2275372,1.185947,1.170478,0.9152913,0.7872571,1.0319743,1.059828,1.0283018,0.87558246,1.075882,0.95988405,0.77699614,1.0926983,1.0053424,1.0740484,1.1680732,0.8252144,1.0877403,1.1203276,1.0355655,0.8515848,0.96577275,1.1348401,1.1497298,0.84900606,0.97402745,0.90634304,0.6436646,0.79367393,0.87629044,1.0285623,1.1777076,0.48760784,1.065094,0.8300388,1.0156286,1.0512459,0.73443824,1.1455789,1.0310374,0.92700714,0.9772708,1.0004456,1.0660186,1.0543152,0.76831466,1.0582358,0.9971314,1.1286447,0.96884006,1.0711315,1.14044,1.0746311,0.9707782,0.7052208,0.81503606,1.1956718,1.131096,1.0351014,1.1074166,0.72777396,0.9943316,0.0,1.145411,1.1081268,1.206393,0.81583035,1.1116672,1.0369868,0.93115956,1.1302603,1.0014466,0.7203103,0.97412384,1.2044916,0.9738807,0.7612975,1.0081526,0.92318,0.49387938,1.145485,0.76395303,1.0223434,1.0509188,0.7954133
shirt,0.63516104,1.115934,0.8720857,1.21127,1.1867895,1.1685019,0.75434184,1.0620018,1.0595391,0.8002683,0.72767496,1.2079738,1.0727661,1.3529171,1.1750212,1.2285118,0.9664309,1.3051281,1.1799052,1.3485701,0.9784047,0.8342525,1.0165728,0.98200613,0.73023266,1.342601,1.0163597,1.2907567,0.88511956,1.0879169,1.1551384,1.2008891,0.79453856,1.0467329,1.0159124,1.0916935,1.1473048,1.1327738,1.1209452,0.95563626,0.86034524,1.3417101,0.77488625,1.0171543,1.1583391,0.690238,1.2116427,0.3582704,0.6032825,0.9548706,1.0477511,1.2737108,1.0373586,0.7302222,1.1132137,0.94789505,1.1172959,1.0724466,1.0954258,1.1462024,0.7904223,0.7428062,1.0426456,1.0675706,1.0998797,1.0937816,0.89596736,1.0820936,1.1614739,1.1913142,1.1617945,1.145411,0.0,1.0899812,0.8358729,1.3502783,1.0295542,0.9950402,1.2768937,0.7359909,1.1046534,1.0646056,0.97643185,0.4092754,0.941004,1.3719199,1.1069249,1.0185004,1.0933346,0.97907907,1.3903024,1.1604215,1.0746206,1.2196504
shoe,0.7936595,1.3494453,0.8590592,1.1028489,1.0650417,1.1804193,0.7193588,1.3572061,0.95612836,0.9332949,0.7599075,0.961204,0.91313463,1.2475533,1.4436743,0.9227425,1.0480564,1.3621073,1.0983144,1.0664806,1.2103758,1.1520158,1.1159735,0.9257478,0.80135167,1.3344672,0.9379111,1.2735546,0.8304496,1.1433209,1.1517549,1.2187252,1.0157081,1.3742886,0.8508709,1.2910702,0.7004161,0.8560955,1.3610806,0.8152979,0.95148104,1.2935288,0.97696286,0.86577016,1.2173451,1.0564222,0.8632138,0.93114597,0.91403264,1.2546169,1.1764966,1.288391,0.89932096,0.851822,0.77772266,1.0635726,1.350524,0.326576,1.3412449,1.2966131,0.74773145,0.9128888,0.7616839,1.3675858,0.8643838,0.6049192,1.1852541,0.920295,1.2874786,1.0002263,1.0459371,1.1081268,1.0899812,0.0,0.7174177,0.91587335,0.77431417,0.64312273,0.96871334,0.9506662,0.78015256,0.87401944,1.1652389,0.93128103,0.7706316,1.004658,1.2602842,0.92883325,1.1403825,0.24445009,0.8475265,1.3181406,0.90556455,1.2392104
shorts,0.67335755,1.1589485,0.9513727,1.204588,1.0347823,1.2954502,0.64991796,1.1633624,0.95484036,0.8618145,0.617447,1.0999358,1.0074066,1.2945659,1.3234878,1.010327,1.0410298,1.2609966,1.1021624,1.1934648,1.1608996,1.0054799,1.0368896,0.9621073,0.7259599,1.342118,0.9131479,1.2051778,0.9340428,1.0233873,1.2195514,1.1518834,0.9008379,1.2080573,1.0621532,1.1536298,1.0852365,0.99739754,1.2187269,0.8536743,0.90613663,1.4021009,0.8602929,0.99583036,1.0561317,0.87793064,1.0667883,0.70590055,0.81410646,1.0651255,1.0560884,1.2216452,1.0127774,0.724691,0.963421,1.0521603,1.2174406,0.69458914,1.0891342,1.1813973,0.6632962,0.79854643,0.96039724,1.2724195,1.1690654,0.76772994,0.9655254,1.0497489,1.2557862,1.199866,1.1550585,1.206393,0.8358729,0.7174177,0.0,1.2384151,0.8545207,0.93457234,1.1627401,0.92413,1.004371,1.054646,1.0055218,0.7468431,0.99013084,1.254114,1.1861932,0.89340633,1.2424515,0.65043473,1.2227526,1.1952275,1.0548458,1.3330278
shovel,1.2540619,0.93931866,1.2595751,0.861796,0.7574624,0.9846457,1.2762754,1.0707918,1.1983764,1.1815444,1.3464404,0.85243034,1.1358515,0.5841409,0.88620275,0.9664313,1.1285635,0.94080126,0.99776655,0.71792173,1.0197605,1.1062199,1.1657798,1.1018338,1.3510888,0.5465213,1.2097659,0.8927081,1.0768167,0.9829618,0.968835,0.77349794,1.2457823,0.9077462,0.7788726,0.9794199,0.8510629,0.63174593,1.0156145,0.9768476,1.0642263,0.7167328,1.164205,0.9069095,1.0177517,1.2524996,0.92271674,1.3320147,1.1982427,1.0486854,1.1037943,0.8028692,1.038798,1.1969805,0.8427565,1.1012416,0.8662797,0.96882385,0.9481958,0.84268403,1.1676375,1.1744413,0.9976103,0.88439536,0.67459404,1.0143961,1.0879858,1.0171325,0.9196296,0.85449475,0.8975251,0.81583035,1.3502783,0.91587335,1.2384151,0.0,1.1110439,0.9412687,0.6215857,1.1214931,0.89799005,0.690523,1.0111678,1.2569797,1.0534546,0.8271073,0.77410567,0.9283327,0.6518146,1.0358425,0.50843346,1.080504,1.148376,0.9133333
sink,0.8435865,1.251905,0.6630826,1.2688411,1.0700171,1.2309476,0.7732237,1.2202481,0.93665636,0.97377044,0.8112533,1.3214253,0.75519586,1.2774698,1.3256707,0.9079274,1.0470462,1.2487806,1.1710875,1.2038093,1.0208495,1.0296414,1.1414431,0.7839589,0.7573878,1.3267038,0.8436831,1.1959678,0.9529012,1.2160639,1.1896956,1.1135023,0.91593736,1.2106498,1.0385231,1.3093491,0.9129761,0.81565714,1.2257118,1.1450889,0.9591237,1.2338829,0.94957817,0.737424,1.2602913,0.94638896,0.93748623,0.8817889,0.9288077,0.95644665,1.199896,1.2289606,0.9225838,0.84020895,0.9719263,1.0295043,1.2289507,0.8137112,1.2081915,1.2969052,0.8250114,0.9424589,0.5501646,1.1780728,0.7385033,1.0963473,1.1049117,0.8944904,1.2445896,1.039741,1.2337207,1.1116672,1.0295542,0.77431417,0.8545207,1.1110439,0.0,0.9798026,1.3855553,0.9559383,1.0036561,0.8905912,1.1092333,0.8107762,0.6420386,1.1244599,1.2141837,1.2078923,1.0479395,0.705645,1.0969542,1.2102728,0.91477656,1.2645396
slide,0.8597168,1.244413,0.7936585,1.062918,1.0545497,1.026794,0.6355002,1.2666569,0.7753745,0.81139135,0.67493564,0.7374393,1.0800282,1.1857513,1.3345807,0.92953295,1.05604,1.1747522,1.1799529,1.0399691,1.0538592,1.1695023,1.0625888,1.0666823,0.7214943,1.2261904,0.69824004,1.2928469,0.9166792,0.900045,1.0818086,1.2003787,1.0168283,1.32313,0.6655109,1.0896529,0.74870014,1.0576074,1.3102397,0.87369883,1.0815511,1.1403174,0.99629974,1.0680288,1.233859,1.1185896,0.8845809,1.0103735,0.9300848,1.1034801,0.84645176,1.3424137,0.9581385,0.82260936,0.96752614,1.0608786,1.2136706,0.73757946,1.2963562,1.2498672,0.8214153,0.81545305,0.9991193,1.1933537,0.93041563,0.6291155,1.1757115,1.1290853,1.1048608,0.9631454,1.1230444,1.0369868,0.9950402,0.64312273,0.93457234,0.9412687,0.9798026,0.0,1.0988822,0.9035198,0.9173472,0.9722915,0.947875,0.98177975,0.79305303,1.0231782,1.3093277,0.964401,1.0568221,0.68667555,0.8671032,1.1960975,0.9541958,1.0801721
slipper,1.3503124,0.66742,1.3838804,0.6439466,0.72746503,0.7422887,1.4825572,0.7051004,1.2148873,1.2769421,1.4463596,0.4761591,1.2227203,0.43827587,0.47064537,1.0172065,1.1890141,0.58549607,0.6422047,0.51025087,1.1819347,1.0506428,0.89371717,1.2442012,1.5429901,0.42863822,1.3079759,0.57521677,1.1131884,0.9206634,0.73956746,0.641588,1.3024111,0.7690607,1.0103239,0.70737755,1.2541444,1.1483606,0.66910106,0.8407068,1.2116907,0.59874773,1.321271,1.3850873,0.5675506,1.3119278,1.153753,1.4046384,1.1754944,1.0151854,0.96551853,0.5263538,1.0100793,1.3251431,1.1734055,1.1558053,0.63617146,0.81234086,0.6918736,0.59205806,1.4732633,1.3438234,1.372983,0.85672843,1.2626423,0.7888443,1.0033723,0.99606067,0.6489203,0.9962288,0.7140384,0.93115956,1.2768937,0.96871334,1.1627401,0.6215857,1.3855553,1.0988822,0.0,1.1666105,0.9292924,1.1554213,0.9619498,1.4199035,1.4556352,0.74181724,0.62339056,0.60778934,1.0035092,0.9641497,0.73611724,0.7297466,1.1972007,0.7204003
snow,0.8689525,1.1291262,0.8709186,1.1107293,1.0619341,1.1912221,0.6864269,1.2366536,0.9054056,1.0581847,0.86038727,1.086117,0.97927815,1.173185,1.1166501,1.0435967,1.0101901,1.1695211,1.1106325,1.107044,1.2750609,0.84230214,0.9414784,0.9083408,0.7493394,1.2532706,0.874895,1.1379662,0.7371037,1.162015,1.2031338,1.2347016,0.90675557,1.288794,1.0772314,1.0217713,0.938255,1.0096083,1.2536112,1.0982617,0.8839803,1.2438309,0.8677584,1.0594763,1.1697288,0.9344243,0.9739053,0.6641344,0.69581974,1.1191534,1.0420873,1.1261196,1.1918955,1.013005,0.94995004,0.9936248,1.1770108,1.02266,1.2460206,1.1451771,0.8610995,0.87118685,0.9826398,1.3515527,1.1174248,1.0314295,0.8922296,0.99855536,1.2227616,0.9528778,1.0678812,1.1302603,0.7359909,0.9506662,0.92413,1.1214931,0.9559383,0.9035198,1.1666105,0.0,1.1864402,0.9502239,1.0462793,0.8700912,0.6145143,1.0845473,1.2116181,1.0336548,1.1991178,1.0061291,1.026004,1.0941815,0.92954373,1.1918079
sock,1.0664941,1.1113083,0.92417777,0.99480176,1.0507298,1.0480291,1.0776398,1.0520087,1.0750598,0.8043481,0.9956022,0.9957706,0.92929816,1.0437328,1.0777469,0.9761173,1.1692287,1.0182711,1.0983888,1.046193,0.8117578,1.1764146,1.1640376,1.0248013,1.1294461,1.0081954,0.9987535,1.0580357,1.0399964,0.80525506,1.0680293,0.8977228,1.1209977,0.81204796,0.970649,1.050962,0.9673908,0.96270174,1.0272738,0.69690007,1.1627495,0.9412837,1.0939143,0.81284887,1.1333584,1.1304747,0.99456424,1.1985831,1.0779264,0.94302964,1.0077919,1.148118,1.0037355,0.73927414,0.966512,1.2003521,0.9321202,0.9665818,0.9611616,1.011621,0.8059985,0.8938033,0.89256626,0.8428802,0.7494626,0.83453393,1.2141155,0.97295094,1.0674262,1.0452064,1.1296533,1.0014466,1.1046534,0.78015256,1.004371,0.89799005,1.0036561,0.9173472,0.9292924,1.1864402,0.0,1.0383446,0.9788168,1.0098705,1.0084028,0.9962456,0.75537527,0.99497294,0.8627656,0.9687299,0.9888515,1.1604677,1.0149505,0.86447394
spoon,0.9852784,0.95362926,1.1151575,1.0658808,0.9267581,1.182905,0.9564158,1.1889807,1.1277887,1.1531308,1.0047587,1.1941786,0.9456804,0.92623943,1.1519355,1.0732274,0.96828705,1.0963156,1.1415232,1.0555427,0.7918416,0.93434083,1.1878273,0.90509903,0.96827173,0.971642,0.99725527,1.0523719,0.9158487,1.2549169,1.1755499,1.0812285,1.0906732,1.1454914,0.920645,1.1639273,0.6967397,0.60909027,1.114924,1.189153,0.9677931,0.9000448,0.90153366,0.8802594,1.1367948,0.94433624,0.83057606,0.9383233,0.91681904,1.060667,1.1731908,1.0475262,0.9317511,1.0173649,0.83085066,0.9574709,1.0824047,1.0521631,1.0633824,1.0666376,0.92963445,0.9730114,0.86118984,1.1603899,0.7979268,1.1744113,1.023184,1.0072093,1.1925708,0.8465756,1.0591874,0.7203103,1.0646056,0.87401944,1.054646,0.690523,0.8905912,0.9722915,1.1554213,0.9502239,1.0383446,0.0,1.2117057,0.96643627,0.78187084,0.9754423,1.2170143,1.1086538,0.75362134,1.0215167,0.77613324,1.2504668,1.0927997,1.0640783
sprinkler,0.90851223,1.0557847,0.95669246,1.0385178,1.1267694,0.99508685,1.0837555,0.9272269,1.0330036,0.9973413,1.0670829,1.1223124,1.1476144,0.9961247,0.9562338,1.0523679,0.9399179,0.8801162,1.0717186,1.070888,0.93886137,1.1074456,1.1331193,1.0881763,1.0964354,0.9438924,1.139797,1.051412,1.0839831,0.81490016,1.0352719,1.0299842,0.90872025,0.8081386,0.8461691,0.9800204,0.9833748,1.1757065,0.92840636,0.8782667,0.96543044,0.95775867,1.0690091,1.1530265,1.0516903,1.0486287,0.9743262,1.0239235,1.1086261,0.87369037,0.9597925,1.0948524,1.1095603,0.97343946,0.9529729,0.9726035,0.883321,1.1434485,0.9348983,0.92525023,1.1599815,0.92031634,1.1107821,0.8572228,1.0446652,1.1704333,1.0024434,1.086709,0.9376884,1.127853,1.1641058,0.97412384,0.97643185,1.1652389,1.0055218,1.0111678,1.1092333,0.947875,0.9619498,1.0462793,0.9788168,1.2117057,0.0,1.0520637,1.1314665,1.0213848,0.91403526,0.9681541,0.936433,1.1396687,1.064236,0.8247205,1.0913025,0.84231395
sweater,0.5058663,1.2615936,0.7153969,1.3838096,1.3180952,1.3008556,0.5896518,1.1058615,1.0214832,0.6882538,0.5142219,1.34083,1.021655,1.4778402,1.377599,1.2228082,0.92221266,1.4662013,1.2956134,1.4812496,0.92865944,0.79065776,1.0876915,0.9677055,0.5352439,1.4188579,0.91497326,1.3944684,0.86933976,1.0940945,1.2730074,1.2798235,0.79171985,1.0343583,1.0880404,1.2175124,1.0644478,1.0674064,1.2339239,0.9252488,0.62303656,1.477543,0.8120247,0.8166278,1.292853,0.6578117,1.0868216,0.33105326,0.5519555,0.9506034,1.1713421,1.4453335,0.893948,0.6019453,0.99769044,0.93642133,1.2019885,1.048849,1.1769397,1.2427038,0.598787,0.59599197,0.88677526,1.015877,0.92615306,1.1677659,0.94198394,1.120695,1.2713945,1.3150053,1.308841,1.2044916,0.4092754,0.93128103,0.7468431,1.2569797,0.8107762,0.98177975,1.4199035,0.8700912,1.0098705,0.96643627,1.0520637,0.0,0.8565935,1.356714,1.133146,1.1975758,1.0753647,0.8950835,1.4846947,1.3386867,1.1426605,1.3249586
table,0.77285886,1.3203039,0.7225448,1.183005,1.1181602,1.2919695,0.5898322,1.3980926,0.8338777,1.0244411,0.79446495,1.3114175,0.736123,1.2313122,1.3900496,0.9445317,0.99717945,1.3239954,1.3472317,1.2732518,1.1119298,1.0288498,1.1792369,0.68819124,0.6373382,1.3467886,0.6846237,1.3233631,0.848368,1.1371005,1.2897449,1.2883694,0.843925,1.3352289,1.0587168,1.1778474,0.66761637,0.9191854,1.4089262,1.2201142,0.8769126,1.2166334,0.90497696,0.73608536,1.3815445,1.0046824,0.7747197,0.71042764,0.82043016,1.0987362,1.1197275,1.34168,1.1027197,0.89417434,0.84240437,1.0104213,1.2892206,1.031258,1.3673888,1.3433721,0.61825013,0.7243221,0.6951569,1.3020251,0.6701062,1.1821524,1.0617043,0.8715118,1.3090541,0.8422241,1.2384338,0.9738807,0.941004,0.7706316,0.99013084,1.0534546,0.6420386,0.79305303,1.4556352,0.6145143,1.0084028,0.78187084,1.1314665,0.8565935,0.0,1.0400183,1.3464469,1.2302719,1.0321578,0.9226153,0.785233,1.213992,0.9821005,1.1656057
tape,1.3445888,0.88981104,1.1399308,0.7978959,0.85998774,0.79131556,1.2937052,1.0582191,0.93253195,1.3248355,1.283679,0.7687647,0.9787433,0.6012246,0.79041225,0.7295244,1.0307449,0.537903,0.87122923,0.7941264,1.0896089,1.2441771,1.0186216,0.9973596,1.3199039,0.6747955,1.0281829,0.6345401,1.2053671,1.036032,0.8098733,0.836594,1.1930944,1.0392423,1.0308849,0.82765037,0.8295101,0.96433115,0.97448874,1.2275509,1.15331,0.5656909,1.2873545,1.1797019,0.8266409,1.2970697,0.42151046,1.3284485,1.3811588,0.9537121,0.8705573,0.73842484,0.99558866,1.3183812,0.97071016,1.0544314,0.9206741,1.0913712,1.0005116,0.86543643,1.3215053,1.231517,1.0772904,0.94383645,1.0675598,0.92122936,1.116763,0.9168831,0.79135394,0.7770585,0.83749413,0.7612975,1.3719199,1.004658,1.254114,0.8271073,1.1244599,1.0231782,0.74181724,1.0845473,0.9962456,0.9754423,1.0213848,1.356714,1.0400183,0.0,1.0547324,0.9436603,0.97819936,1.1661183,0.56628305,0.8126762,1.0105798,0.8259395
toe,1.1747524,0.737751,1.177599,0.82175934,0.84663874,0.9472077,1.4483829,0.72064686,1.2459897,1.0236008,1.4017677,0.8431344,1.1835551,0.7283839,0.5179022,1.1291363,1.2078478,0.812258,0.90723646,0.8130554,0.8735826,1.0075574,1.108048,1.2539481,1.4572759,0.58723384,1.391424,0.68784165,1.1943178,0.8053923,0.954792,0.6245035,1.1347481,0.35520792,1.0964497,0.87729174,1.2694325,1.0642899,0.58882546,0.8075006,1.1194272,0.7008078,1.1968155,0.83343875,0.83386827,1.1209577,1.2123682,1.1906959,1.1626787,0.9108199,1.0972013,0.7578137,1.1868061,1.0277929,1.04613,1.2238446,0.45851505,1.1842443,0.5552304,0.73641855,1.1066688,1.0943056,1.2155755,0.5075216,0.87404454,1.0601382,1.0635821,1.1093202,0.752635,1.2399697,1.0091357,1.0081526,1.1069249,1.2602842,1.1861932,0.77410567,1.2141837,1.3093277,0.62339056,1.2116181,0.75537527,1.2170143,0.91403526,1.133146,1.3464469,1.0547324,0.0,0.91826797,0.7243175,1.2277377,1.0821867,0.9045844,1.2121518,0.6843478
