,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
pants,0.76675117,0.94332564,1.4201628,0.43269408,1.4396206,1.2586809,0.9149044,1.2405176,0.7096428,0.8123534,0.47790635,1.1044639,0.5430753,0.44655257,1.0240872,0.40697378,1.1667271,1.4493234,1.527656,1.5263932,1.2418976,1.2936535,0.8670329,1.4528046,1.3429192,1.314382,1.1127609,1.1889019,0.5112715,0.9174531,1.4934896,1.1602184,0.38659024,1.064856,0.939757,1.382447,1.3658758,0.42152268,0.7394191,1.4554187,0.80932415,1.5321907,0.98736656,0.5465694,0.97200704,0.72697556,1.1430253,0.6076686,1.4070153,0.53676856,0.76405585,1.0647516,0.89046794,1.1501375,0.7176739,1.3104362,1.3510449,0.9471726,1.0131313,0.7290757,0.7392384,1.3923209,0.6525134,1.0570251,0.72617173,1.1887419,0.3730775,0.82725275,0.4363793,1.358282,0.12396425,1.4749792,0.94982916,1.5035427,0.56897813,1.3069623,0.8721453,1.0669312,0.5290624,0.8852926,1.028737,1.3896749,1.3634083,1.234354,1.1621321,0.9858974,1.3931801,0.88880295,0.77761114,0.30907053,0.0,1.070739,1.1199316,1.4071383,1.410068,1.3829392,1.2178996,0.89550567,0.9163144,1.1940671,1.1717076,1.5030129,0.8358907,1.2574345,0.99716365,1.3789859,1.3401668,0.96095705,0.7845113,0.92585605,0.6695286,1.3054059,0.331285,0.836756,0.12502539,1.3878181,0.8353258,1.1766562,0.80987823,1.3089514,0.9022866,1.2301087,0.7904585,1.1619518,1.5412595,1.1558653,1.1192355,1.420165,0.9317863,0.39584178,0.79822266,0.8117454,1.5921805,1.0663612,1.2099903,0.99166065,1.2067857,1.5470523,1.1647738,1.0400442,0.7322842,1.0335414,1.2869002,0.6809736,0.8452059
paper,0.8396899,1.3157486,1.1924076,0.85888255,1.1033603,1.0472618,0.94139075,1.0381365,0.7945857,0.9722727,0.714055,1.2823924,0.8376241,0.73015535,0.94670415,0.81094116,0.85171175,0.48452026,1.1874913,1.0491879,0.57844996,0.9876577,0.91098195,1.0157938,1.0219122,1.1487345,1.1178734,1.201447,1.1017392,1.117991,1.0873756,1.081395,0.9674908,0.8337134,0.9013995,0.9707393,1.1445093,0.80769634,0.8719466,1.2127305,0.7996191,1.1829541,0.83481085,1.0740016,1.1080287,0.93109906,0.9588248,0.93212813,1.1942241,1.0275612,0.9177069,1.2541662,1.0468239,1.0440246,1.1071593,1.2147303,0.87642825,0.8159015,1.2615807,1.2489471,0.9092946,0.9100953,0.94981,0.9753516,0.97534615,1.3256464,1.0182554,0.7506722,0.9540884,0.9958627,0.9835534,1.0951438,0.9992418,1.1173954,0.9812362,1.1514938,0.94970393,0.89229894,0.992982,1.0225006,1.1976359,1.0159745,1.2593082,1.0845139,1.2725527,1.2467657,1.2192132,0.8670709,0.8773755,0.904647,1.070739,0.0,0.90779763,1.1958323,1.1588125,1.1395341,1.0419406,1.101132,1.0172275,0.921188,0.92454296,0.85349244,1.0704616,1.2659549,0.93963796,1.0643895,1.2057387,1.0078043,0.8632347,0.72201955,1.0998586,0.8552618,0.94261384,0.9510401,1.0794702,1.0817231,1.0410838,0.8362745,1.0487626,1.3100626,0.894306,1.2039812,1.2209415,0.8604698,1.216116,0.9064443,0.9905963,1.2012715,1.0848732,0.86961204,0.78406835,0.5773427,1.1202602,1.3073984,1.249075,0.8606212,1.0820228,0.9562445,0.69364667,0.9001926,0.9676467,1.0571103,1.3344424,0.87319607,0.9255738
pastry,0.9616807,1.2091365,1.1381559,1.0081662,1.0986621,1.129899,0.97991353,1.0076911,1.0385807,1.0283233,1.0284858,1.1988384,1.048461,1.0052793,0.92995054,1.017295,1.0997816,1.055253,1.1557113,1.0441854,0.90827614,0.1671747,1.0436871,1.0855452,1.1231627,1.1187896,1.1719197,1.1761258,1.111962,1.1558151,1.1889477,0.9514251,1.1773419,1.0241936,0.9359661,0.82131857,0.9932989,1.0363916,0.8107385,1.1803076,1.0105973,1.1752319,0.9325674,1.1152434,1.0705721,1.0905948,1.0357256,1.0388361,1.1239598,1.0935656,1.0187352,1.1979458,0.95192987,1.0819253,1.1500802,1.196681,0.9808686,1.0176648,1.1539049,1.1853056,1.1039174,1.1272619,1.0302398,0.5459586,1.0881934,1.228446,1.0901616,0.99812394,1.011353,0.9621938,1.1030841,1.0722009,1.0943812,1.1625206,0.94292736,0.7313653,0.9772628,0.93013054,1.0320274,1.1118047,1.0981666,0.8408679,1.2138573,1.0039058,1.2038918,1.1344539,1.132487,0.8568273,0.9925312,1.0487497,1.1199316,0.90779763,0.0,1.1747836,1.1422503,1.0960616,0.84787935,1.0347552,0.9876065,0.22567105,0.9639321,0.8771013,1.0656319,1.1808661,1.0289603,1.1068459,1.0745156,1.067115,0.8229606,1.0094014,1.0159636,1.0749496,1.0734549,1.0097632,1.0908731,1.1589978,1.1511034,1.0366803,0.9887042,1.2122632,0.9341352,1.1395566,1.0966303,0.82759917,1.1540196,1.0213202,1.0368698,1.1671154,1.0689874,1.0425837,1.020067,0.9920286,1.0402647,1.206703,1.1743867,1.0603765,1.0124155,1.1176165,0.6922377,0.8899481,0.98905534,1.0525563,1.2472639,1.065028,1.0549895
pen,1.4737809,0.59400135,0.6913043,1.4576042,0.76577747,0.8919083,1.2596948,0.8042547,1.3537471,1.2323321,1.514092,0.21355462,1.4048734,1.5362109,1.0314606,1.4688182,1.0856513,0.65911025,0.30346334,0.54740345,1.1665044,1.0938379,1.284985,0.7577076,0.52869457,0.45834792,0.628069,0.60617906,1.1026814,0.9259027,0.4855504,1.0293084,1.3004403,1.2661629,1.1099257,0.96163636,0.45066535,1.4634732,1.4446963,0.07181549,1.3618414,0.32133126,1.2865815,1.3363535,1.1386225,1.172651,0.9169238,1.3336906,0.5949926,1.267392,1.2506925,0.5223973,1.1219107,0.969205,0.98619914,0.23929834,0.864539,1.4944838,0.68969834,0.81827116,1.306714,0.8172736,1.2498981,1.304834,1.2320448,0.42575312,1.3852327,1.378925,1.3490402,0.9901289,1.392137,0.2328521,0.98125803,0.3845359,1.2913265,0.75990665,1.4509776,1.3115468,1.5381562,1.2668929,0.7463193,0.8978662,0.2752961,0.6429006,0.36891162,0.8195436,0.49649668,1.3105625,1.3485794,1.4680274,1.4071383,1.1958323,1.1747836,0.0,0.043656945,0.76048756,1.0275551,1.1131501,0.8803157,1.1608623,1.0634434,0.8068905,1.2725291,0.5924843,1.1272246,0.56248355,0.6504398,1.1046414,1.2479115,1.3146093,1.0497949,0.7201687,1.3893178,1.1880999,1.3763704,0.60478073,1.0102271,1.0235028,1.2274733,0.21526158,1.222098,0.38783926,0.80370826,1.2135967,0.3175975,1.1973835,0.719945,0.51958233,1.1762551,1.4591103,1.3195668,1.5424505,0.52095985,0.5405575,0.29895246,1.2019833,0.6413792,0.7036023,1.335853,1.1457069,1.3981003,0.9238759,0.18064165,1.3388618,1.2566276
pencil,1.4534235,0.6230876,0.71834636,1.3888774,0.7786603,0.9008062,1.2004668,0.82335764,1.3376787,1.2565092,1.5275239,0.3129124,1.4152939,1.5209008,1.0671501,1.5052261,1.1444722,0.68699586,0.34409684,0.56502855,1.1443942,1.0582981,1.2698174,0.77233624,0.5941089,0.5046153,0.74152553,0.63169813,1.1599264,0.9652169,0.5162383,1.0217308,1.327789,1.289763,1.0891285,0.9585464,0.4232605,1.4744062,1.3538156,0.122478604,1.388092,0.37205648,1.1881616,1.342568,1.1270388,1.1828827,0.9180241,1.3395953,0.6081545,1.2615389,1.2395794,0.5028807,1.1765282,0.9982881,0.9573861,0.29369164,0.89930123,1.4340987,0.6984345,0.85549206,1.3096495,0.82119125,1.2523643,1.2895668,1.1268376,0.4955954,1.4011984,1.3281705,1.3868318,0.9605012,1.3916786,0.19028938,1.018482,0.3888793,1.261612,0.77846587,1.4440317,1.2993045,1.5003657,1.3157008,0.74298435,0.9128142,0.31821775,0.62607336,0.41149783,0.85247123,0.5112556,1.3147329,1.3316839,1.4376084,1.410068,1.1588125,1.1422503,0.043656945,0.0,0.75920475,0.9450287,1.0645921,0.91892743,1.1319988,1.0561932,0.8311153,1.2502542,0.59519005,1.1573943,0.5935406,0.71166414,1.1086993,1.2429216,1.3114152,1.0435764,0.7077716,1.379091,1.201905,1.3753388,0.53817344,1.0302907,1.0159056,1.2279137,0.29672754,1.2178507,0.40160173,0.83424187,1.177291,0.31330073,1.1600783,0.64412963,0.57009625,1.1902832,1.4450219,1.2873732,1.5302689,0.5573039,0.5144939,0.3182674,1.0812639,0.6429105,0.73011565,1.3273326,1.1614207,1.4010985,0.8981204,0.24405444,1.359695,1.245193
penguin,1.1758127,0.9795342,0.6715486,1.4442439,0.6654246,0.83071935,1.1464918,0.8514571,1.3343418,0.9794833,1.3975297,0.86027586,1.3997195,1.3713157,0.8861109,1.359411,0.99018395,0.7822476,0.6230396,0.75663006,0.99562746,0.9442251,1.1550655,0.72807556,0.6823493,0.8365271,0.82855433,0.99639595,1.0479025,0.95517266,0.66357845,0.903692,1.3366127,1.0432572,1.142774,0.82843924,0.7028346,1.4081917,1.2161961,0.7928931,1.298043,0.64830595,1.1962668,0.8333567,0.74400985,1.2506981,1.043329,1.1595948,0.75182414,1.1910806,1.161499,0.9264219,1.1412709,0.8820683,1.1659781,0.7392005,0.72551,1.1245809,0.80373734,0.9435873,1.1056769,0.87934524,1.0704827,1.0730711,1.2281747,0.52496004,1.2189136,1.2206616,1.3311186,0.760824,1.4366894,0.73236024,1.182731,0.6339166,1.2689912,0.84217453,1.1998221,1.1437316,1.2962403,0.93380654,0.9100464,0.8524705,0.7211739,0.72612035,0.78083175,0.9777919,0.78791857,1.1940777,1.1028543,1.4260161,1.3829392,1.1395341,1.0960616,0.76048756,0.75920475,0.0,0.99022275,0.96538574,0.9871832,1.024901,0.91187584,0.8634765,1.0960056,0.81685936,0.9602059,0.6468904,0.6204207,1.067152,1.2344899,1.1001323,1.1272955,0.9548621,1.3960297,0.8981324,1.3651192,0.87532645,1.1292434,1.0184382,1.0001717,0.63511515,1.0334109,0.87316215,1.0157398,1.0706639,0.6393833,1.0532557,1.0643476,0.81060314,0.96098393,1.3482494,1.1828703,1.3143303,0.561834,0.85348725,0.86382216,1.2384182,0.7945527,0.67612964,1.1970743,1.0251038,1.1484874,0.9703277,0.6272389,1.2418883,1.0511774
pickle,0.80517995,1.1222816,0.81181026,1.0677489,0.85857177,0.90031266,0.60845745,1.0218302,1.0053049,1.0701745,1.1587538,1.1790519,1.1080468,1.1980764,1.0331132,1.1410434,1.0025135,1.0323973,0.99117184,0.8415839,1.0515807,0.82619405,0.85875535,0.8871706,1.049523,0.91472334,1.1644698,1.029629,1.2052888,1.1561675,0.9873729,0.9614525,1.2850748,1.0756829,0.95339406,0.88397455,0.79253834,1.17595,0.8999703,0.93280697,1.1200908,1.0384982,0.6541925,1.1606994,1.0987691,1.1839495,1.1496447,1.2318567,0.86313385,1.0757045,1.1087888,1.1560719,0.8864009,0.8503294,1.0358636,1.0949835,0.8673226,0.9514438,1.2104108,1.1630635,1.1514584,0.91367286,1.2293111,0.80743855,1.056001,1.194845,1.1417242,0.85549206,1.2002335,0.901948,1.2094764,0.80752766,1.1398065,1.0077097,1.0008419,0.96409774,0.7258722,0.8948215,0.92223006,1.075515,1.2092112,0.9023188,1.1274517,0.953954,1.2132471,1.2050496,0.9197836,1.044673,1.1216949,1.2050582,1.2178996,1.0419406,0.84787935,1.0275551,0.9450287,0.99022275,0.0,1.0304213,0.9895727,0.91196686,0.7898075,0.81326866,1.0251327,0.96403605,0.95336115,1.0640943,0.90190876,1.0602657,0.98978156,0.92753553,1.1925741,0.830913,1.2340767,1.0376521,1.1964978,0.7039771,1.0639554,0.91368395,0.9711458,1.0690949,1.0459954,1.0625246,1.0681502,0.8192278,0.7869541,0.8361319,0.8660768,0.96462816,0.98105294,1.1252034,0.97230417,1.0943974,0.8565891,1.1456757,1.1386658,0.6980374,0.94972044,0.8588447,0.95979404,1.0400783,1.049796,0.95727986,1.191553,1.2009013,1.1110307
pig,1.0284574,0.7461727,1.0568042,0.8408475,1.081521,1.0906359,1.0635419,0.90864927,1.1175838,0.96525985,1.0078171,1.0422599,0.9812697,0.9219895,1.1401619,0.94947666,1.0307915,1.0456784,1.0577245,1.1607461,0.9908724,1.0017172,0.91392064,1.0126351,1.1518291,1.0429274,1.1356727,1.0991272,1.0255905,0.8685204,1.1543313,0.9193565,1.0077338,0.9782489,1.1013733,1.0216887,0.9812333,1.0009763,0.92335004,1.1242114,0.9073858,1.1159114,1.1160899,0.76018834,0.569577,1.0881943,1.0473982,0.90176624,1.121985,1.0226622,1.1536226,0.9135439,1.0536424,1.0097842,0.8095486,1.1004982,1.1091975,1.0400144,0.9820574,0.7197038,0.98872685,0.97353894,1.0060533,1.1454933,0.8079195,0.99828464,1.0687125,1.0172619,0.93904865,0.9651346,0.8784173,1.0912116,0.93146753,1.0758203,0.8412569,0.94878983,1.0695596,0.98335963,0.7993494,0.9816753,1.0648344,1.0207146,1.1386707,0.8223789,0.98671865,1.0120487,1.0935128,1.0990726,0.9955257,0.7461421,0.89550567,1.101132,1.0347552,1.1131501,1.0645921,0.96538574,1.0304213,0.0,0.78879154,1.0774225,1.0296452,1.1842725,0.9252848,1.0070314,0.9355505,1.0062386,1.1766359,1.0472331,1.1173373,1.1283047,1.0069361,1.1777002,1.0042747,0.86124367,0.90719414,0.9803558,1.2064655,1.0795312,0.876999,1.0029788,1.07903,1.0971936,0.6908252,1.1014614,1.0762163,1.0406574,1.0096586,1.1120749,0.82547,0.9590908,0.9413247,1.0593789,1.1163526,0.8648188,1.033128,1.0093967,0.8479733,1.0307581,1.0271058,1.1509142,0.9853378,0.90928155,1.0412154,1.0089921,1.0191777
pillow,1.1058708,0.8795411,1.0571654,1.1880985,0.9928816,0.9941888,1.1743529,0.65023315,0.98668605,1.2238233,0.77553535,0.66772014,0.7901857,1.0395312,1.0142387,0.6088299,1.0403326,0.8188449,0.9043463,0.8597517,0.83370054,0.98924416,0.84790003,0.8011298,1.0165013,0.68938994,0.87407887,1.0982391,0.9983614,0.69161236,0.94572234,0.7931215,1.0500135,1.0527322,1.1889368,1.0082914,0.76001227,0.724921,1.0634022,0.8919498,0.7779026,0.92755276,1.1826028,0.95679784,0.8727916,1.0427067,0.84089583,0.9674269,1.0672284,1.0724748,1.1637471,1.1242242,0.8556181,1.0522228,1.0662409,0.9638083,0.9163899,1.3259144,1.0400857,0.70971745,1.1806463,0.99897254,1.2338775,1.1736931,1.2846637,0.75457996,1.1214868,1.2390103,0.7835686,0.99091685,0.9416318,0.927478,0.84264374,0.92904556,1.067269,0.9611816,0.97045857,1.1577895,0.98020864,0.8685069,1.1631777,0.9667105,1.0549918,0.48421538,0.96569234,1.0844868,1.02036,1.0363834,1.2821903,1.0454359,0.9163144,1.0172275,0.9876065,0.8803157,0.91892743,0.9871832,0.9895727,0.78879154,0.0,1.0881408,1.0579238,0.9612196,1.1877341,1.0409286,0.61561,0.7203512,1.0863721,0.95680267,1.1383967,1.2601123,0.97105354,1.1700499,1.0884116,0.8035302,0.91206163,1.0345129,1.0362554,0.903831,0.7926543,0.80585754,1.1700406,1.0863299,0.66774213,1.1056668,0.9727974,1.2105691,0.93342173,1.0390531,0.68537253,1.1812946,1.1667925,1.2287992,0.8949452,1.1199741,0.9930551,1.3287448,0.43988085,0.9183699,1.1810004,1.1638913,1.1106843,0.8221156,0.9457974,1.0622559,1.0591364
pizza,1.0346602,1.1943761,0.9569053,1.0644268,0.9475636,1.0390786,1.000077,1.0372534,1.1501429,1.0369806,1.1029185,1.1941364,1.1854315,1.0336293,0.976467,1.1107903,1.0946608,1.0167323,1.135065,1.0091007,0.9918129,0.112998724,1.109967,1.1089622,1.0426762,1.202257,1.1648705,1.0698786,1.1164787,1.2357279,1.0593152,1.012753,1.1752495,1.0523556,0.95663726,0.76295877,1.035181,1.1241039,0.864931,1.1484306,1.1232648,1.1359953,0.9692762,1.1116022,1.0649197,1.1781244,1.0463648,1.0677142,0.96565354,1.1513178,1.0109155,1.0883005,0.97016275,1.039456,1.1629852,1.1520026,0.9036674,1.0314887,1.0916275,1.221636,1.0705293,0.9998871,1.0343258,0.48699307,1.006766,1.1620297,1.142046,1.0214435,1.0951046,1.0138217,1.1730738,1.0979705,1.143214,1.0986179,1.032864,0.6966113,0.9472309,0.9898134,1.0745617,1.1191983,1.0367988,0.78492284,1.0879855,1.0655037,1.1219198,1.0698048,1.0015392,0.9073753,0.9994361,1.0836304,1.1940671,0.921188,0.22567105,1.1608623,1.1319988,1.024901,0.91196686,1.0774225,1.0881408,0.0,0.9950894,0.7955239,1.0143234,1.0669916,1.0705374,1.1233318,1.0153884,1.1522704,0.87330204,1.0114391,1.0760852,1.0570987,1.0920358,1.0735548,1.1444824,1.1763449,1.162769,1.0815634,1.1447167,1.1676571,0.9439025,1.0794661,1.1847037,0.7819632,1.1019605,1.0369503,1.0831741,1.0080307,1.1410315,1.0678068,1.0549071,0.99409735,0.96293294,1.1034713,1.1228439,1.0768226,1.0851716,1.0255883,0.7230792,0.88799036,1.0018032,1.1458168,1.1705999,1.082504,1.0266856
plant,0.4459418,1.1651655,0.9648341,1.0801136,1.0969203,1.1545495,0.9008504,0.882071,1.1008458,1.029995,1.0273601,1.1736243,1.0214403,1.0511544,0.97685415,1.0320013,0.9772415,0.86988556,0.9808469,1.1203735,0.8943701,1.0059661,0.81941843,1.0153579,0.83156943,0.8960678,1.0173993,1.1454076,1.2125223,0.8643216,1.1449469,0.91173506,1.0447768,0.9211596,1.0401969,1.0695975,1.0312586,1.040267,1.0481204,1.0168058,0.837465,1.0156853,1.0418004,1.0420293,0.8474232,1.0290357,1.0680182,1.033687,1.1902846,1.0786253,0.9727494,1.1818138,0.88991714,0.21259695,1.1052604,1.1006942,0.6762298,0.92987216,1.0988008,1.1613761,1.0645798,0.9961462,0.9938631,0.9828481,1.0628015,1.1381586,1.0174627,0.9378461,1.0471561,0.989155,1.1795195,1.0282207,0.8529517,0.95447105,1.0898217,1.041564,0.9627683,1.0848358,0.91538155,0.84315264,1.1620629,1.1003999,1.1763877,1.0334722,1.1590428,1.2178738,1.0665073,1.0451074,1.0649543,1.1045767,1.1717076,0.92454296,0.9639321,1.0634434,1.0561932,0.91187584,0.7898075,1.0296452,1.0579238,0.9950894,0.0,1.0756241,1.0383373,1.090185,0.86745965,1.037295,0.91484797,0.97432715,1.1506892,0.48711276,1.0449227,0.89232826,1.1128697,1.0504788,1.213479,0.8654289,1.146823,1.1048479,0.8565433,1.1226567,1.0710186,1.145503,1.1427468,1.2264066,1.0005699,1.0074984,0.97363055,1.1046215,0.78925383,1.0338875,1.0111833,0.9057997,1.0648458,1.1599662,1.1944858,0.94468755,1.0376014,0.88355553,0.88810873,0.6362495,0.9293233,0.75479734,1.1315718,0.8210593,0.95149505
plate,1.2737374,1.1369514,0.7106956,1.385822,0.6299948,0.6795037,1.1152363,0.8571911,1.0711021,1.1909376,1.350342,0.87960243,1.3189842,1.2826617,0.98693854,1.3483088,0.7960689,0.59535724,0.7424953,0.27105486,0.7835375,0.71445143,1.1926249,0.48121136,0.8600898,0.8445232,0.91530013,0.9054303,1.3006909,1.1381322,0.50006795,1.0811436,1.3934742,0.6847075,1.0295944,0.5620618,0.8636941,1.3802935,1.2382002,0.7717334,1.1798903,0.60649717,0.81710625,1.4154923,1.1576986,1.2503324,0.9621676,1.2909838,0.67235184,1.4439464,1.215632,1.0767357,1.0049459,1.0212644,1.2929608,0.83425176,0.8027204,0.93583155,1.0857989,1.1898382,1.3105295,0.59285206,1.2730141,0.8722948,1.2161483,0.8653338,1.4871633,1.1576313,1.3201137,0.6992836,1.5067289,0.72381747,1.1287588,0.79671526,1.2520427,0.6883508,0.9344887,0.8177093,1.2869099,1.1735898,1.0752423,0.5860023,0.8176813,0.8844385,0.9856549,1.0402751,0.7979808,1.0396295,1.2888191,1.4628236,1.5030129,0.85349244,0.8771013,0.8068905,0.8311153,0.8634765,0.81326866,1.1842725,0.9612196,0.7955239,1.0756241,0.0,1.204649,0.9820585,1.0191327,0.8102553,0.8310975,1.0983634,1.1292055,1.1749929,1.290374,0.839691,1.38476,1.1193937,1.4267294,0.7878962,1.1102792,0.58475167,1.1390748,0.79896784,1.1706347,0.9816918,1.1323314,0.5872753,0.5760791,0.8947515,1.0554845,0.61636424,1.1759253,1.3271558,1.0740887,0.9317853,0.40330452,1.141016,0.93833375,1.0446786,0.8973496,0.6384329,0.5432558,1.1119146,1.2047024,1.1158283,0.9167072,1.225435,1.22483
pony,0.7818533,1.0499034,1.1975793,0.79962605,1.2070801,1.1462847,0.77389383,1.1860876,0.88355535,0.946992,0.89443773,1.2707404,0.8151441,0.84615153,1.0180488,0.9033262,0.84188783,1.2116247,1.2407947,1.2640555,1.0733862,1.0455555,0.96458966,1.1600474,1.2065583,1.2992704,1.0034028,0.98578686,1.0095706,1.0601435,1.2492383,0.98232365,0.8945166,1.060501,0.8277745,1.1165857,1.308439,0.87850374,0.8056034,1.283475,0.9632824,1.2964921,0.901646,0.73236585,0.8703978,1.0603105,0.98545706,0.95645404,1.2540472,0.91717285,0.9029442,1.1182868,0.7958278,0.9987037,0.82802284,1.1196033,1.0639029,0.7246712,1.0082847,0.9092986,0.8909918,1.0022813,0.9664815,0.89646816,0.7603932,1.2630031,0.83674693,0.7121602,0.92859113,1.0391163,0.8362111,1.1471186,1.0528483,1.2392296,0.97300345,1.0868243,0.8976201,1.0498599,0.7041466,0.87907803,1.0361952,1.1312239,1.2947097,1.2075757,1.1782125,1.0484883,1.2357428,0.939783,0.94196606,0.8316698,0.8358907,1.0704616,1.0656319,1.2725291,1.2502542,1.0960056,1.0251327,0.9252848,1.1877341,1.0143234,1.0383373,1.204649,0.0,1.1322049,0.8772338,1.12565,1.1985879,0.9546252,1.0930268,0.91095024,0.96763223,0.85346967,0.8966336,0.86084175,0.8595339,0.9932588,1.0102051,1.0344646,0.9369523,1.2180333,1.0318387,1.1799922,1.0431726,1.1078348,1.233764,0.72675467,0.97483146,1.1778691,0.99330825,0.88566583,0.8015251,0.85392976,1.2359357,1.1281178,1.2536556,0.69137025,1.2081832,1.0647103,0.96200275,1.1412206,0.79910105,1.0101097,1.1720003,0.94771004,0.8525239
pumpkin,1.3221629,0.651605,0.3988521,1.3446307,0.44518304,0.55902565,1.0211937,0.9818257,1.3411788,1.2286975,1.4356415,0.64699715,1.4070604,1.3350631,1.0073863,1.4050884,1.1591411,0.9128721,0.4818806,0.7168318,1.1660545,1.023552,1.2218139,0.8225833,0.74396586,0.80273867,0.82604694,0.42569852,1.116727,1.1107934,0.62746483,1.1280313,1.281662,1.2161175,1.3029596,0.99481344,0.7339312,1.3559756,1.1040609,0.5069901,1.4121344,0.49429423,1.2256777,1.1650891,0.98526734,1.2035116,1.0656484,1.2390283,0.29358315,1.1415983,1.1332107,0.60301375,0.9876756,0.9328055,0.94269603,0.6467139,0.980101,1.2728772,0.7951281,0.827523,1.1773168,0.79791963,1.1910901,0.99656576,1.1504246,0.4949432,1.2698941,1.3971479,1.3759891,0.93182343,1.3021749,0.8167416,1.1899427,0.6416308,1.1530368,0.9264896,1.0595495,1.2037472,1.164086,1.2460454,0.798853,0.8837284,0.3456211,0.78788227,0.5835732,0.7201154,0.10485542,1.3397882,1.2469573,1.3232486,1.2574345,1.2659549,1.1808661,0.5924843,0.59519005,0.81685936,0.96403605,1.0070314,1.0409286,1.0669916,1.090185,0.9820585,1.1322049,0.0,1.1482491,0.88726693,0.62935895,1.1179891,1.2536373,1.2230314,1.0242728,1.1393744,1.2780402,1.1681418,1.2470092,0.8217435,1.0116608,1.1857768,1.2633157,0.48701298,1.1773654,0.4016353,0.8443851,1.0880841,0.63785505,1.0438251,1.0533895,0.4385851,1.228259,1.3723211,1.3879625,1.4648013,0.6231313,0.48553705,0.49148464,1.1925063,0.8471232,0.6568625,1.3648164,1.1516505,1.2618188,1.1755373,0.44626105,1.289448,1.1457763
purse,0.9054686,1.0273921,1.032403,1.1960058,1.0619154,1.067377,0.9198609,0.6142752,1.1233678,1.2226439,0.92300725,1.0262471,0.8529018,0.863961,1.0094118,0.7145651,0.80395305,0.7949481,1.0197699,1.0606602,0.66640484,1.0480717,0.7666254,0.7218836,1.0285802,0.7652201,0.9181751,1.1114296,1.207852,0.6714832,1.149249,0.685324,0.89705807,0.9671397,0.9211203,0.9525318,1.1605928,0.92855704,1.0600412,1.1106764,0.69074136,1.0682887,1.0431488,1.0055876,0.76806486,1.1247704,0.77878666,0.8955686,1.2358317,1.178375,1.1148008,1.2058616,0.9036157,0.88735986,1.1505771,1.047972,0.8264147,1.0165565,1.0898494,0.83301413,1.2754668,0.8355249,1.178468,1.1365519,1.0962619,0.90297467,1.0942018,0.96152806,0.6929875,0.8829644,1.0373175,1.0009905,0.796206,1.0135663,1.2202057,1.0827388,0.88832146,1.0776714,0.82780063,0.5939354,1.1724318,0.96545213,1.3061457,0.6879187,1.0913476,1.2425249,1.2074504,0.9747458,1.2661134,1.0752482,0.99716365,0.93963796,1.0289603,1.1272246,1.1573943,0.9602059,0.95336115,0.9355505,0.61561,1.0705374,0.86745965,1.0191327,0.8772338,1.1482491,0.0,0.7594154,1.0320714,0.89333904,1.2271295,1.0016336,0.8943555,0.7875902,1.1088982,0.55327106,1.0004786,0.85459113,1.0268451,0.9765227,0.70253956,0.9486344,1.2457314,1.2892177,0.8403119,1.1734878,1.0104191,1.0453454,1.0795314,1.0998619,0.45969927,1.0297114,1.0011379,1.038797,0.98869586,1.2273543,1.303942,1.018839,0.6671329,0.7336189,0.9780207,1.0577192,1.106881,0.69851637,1.1534872,1.1281478,1.0379151
