,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
ladder,0.73144716,1.2031318,1.3887044,1.1636863,0.7926234,1.270369,1.2384019,1.0880147,0.5617074,0.67088246,0.46388948,1.0858433,0.5986619,0.80442923,1.1977059,0.65698117,0.9399899,1.0653864,1.310684,1.3500946,0.7357404,1.3963664,1.0396717,1.2150202,1.267594,1.0218341,1.2147378,1.2350796,0.9135673,0.37302643,1.3831438,0.5900086,0.93526936,0.69285285,0.93536544,0.8635334,0.47830212,1.2485075,1.3414664,0.19801277,1.3402137,1.1834455,1.0232972,0.76727796,0.84124446,0.5915012,0.8200855,0.8176685,1.1909711,1.0465947,1.3988299,1.1327485,0.86954623,1.204025,0.6620761,1.3995907,1.1020466,1.0292964,1.2464224,1.0811262,0.85814214,1.1795833,1.1497413,0.987793,1.2105837,0.8733467,1.3216318,1.0382334,1.3000424,0.7695396,0.88294417,1.0689021,0.7234409,1.1653086,0.7189249,1.0935644,0.0,1.1204023,0.90148115,0.9994545,0.9582439,0.9247178,0.90344805,0.66957897,0.99669063,1.1056113,1.3514835,1.167028,1.2337158,1.0927474,1.3623724,0.67952716,1.0513778,0.748688,0.7339763,0.87623185,1.2906628,1.2614601,1.2870202,0.88315386,0.95228595,1.1113042,1.0557737,1.2672056,1.3473662,0.7874764,1.1788927,1.3260674,0.6272227,1.0241991,1.2584366,1.1122609,0.8099979,1.2073979,0.74987686,1.1307733,0.74252486,1.198008,0.846717,1.0222555,0.76578224,1.3773345,0.8777908,1.3535793,1.041648,0.96695286,1.3138945,0.97736996,1.0153888,1.4121169,0.59594655,0.7084459,0.5598314,1.3299243,1.3239837,1.2893431,0.827116,1.1454048,1.0933856,0.8491152,0.96113896,0.85861933,1.1266291,0.8146956,1.3313212,0.73758864
lamp,1.5901151,0.837804,0.58741266,1.1361771,1.5088255,0.74653816,0.74844074,0.9785824,1.0410941,1.3852857,1.4993184,0.5681596,0.90317124,1.515091,0.73587734,1.5554508,1.0427611,0.6259267,0.30297375,0.5375551,0.97197765,0.712867,0.38849944,0.49598593,0.73612577,0.48260236,0.5592427,0.9830875,1.2560792,0.7898099,0.44896543,1.2137378,0.9671308,1.2215536,1.0785112,1.1511897,1.4463334,1.0505872,0.337888,1.3296211,0.3563848,0.44254816,1.1470877,1.4567289,1.1911931,1.0675713,0.87662244,1.3343806,0.74385726,1.132663,0.6277507,1.248254,1.2785859,1.0110624,1.1570327,0.41142213,0.7149916,1.064389,0.4794246,1.1331885,1.3835065,0.72520983,0.9360529,1.336377,0.93616384,1.3830715,0.76492935,1.3631669,0.46467292,1.2004647,1.3726057,0.9337493,1.2036384,0.63500875,1.5680028,0.7005398,1.1204023,0.0,1.262864,1.4742854,1.4784628,0.93767583,1.5642296,1.0885476,1.1551404,1.1706443,0.5480954,0.6730725,0.583672,1.298167,0.62085617,1.1485646,1.3359194,1.5154042,1.4115248,0.9936311,0.35938072,0.3579244,0.786382,1.275286,0.8680063,1.2709306,0.92173564,0.79660714,0.57852626,0.9498441,0.49266744,0.68868524,0.9211431,1.3891122,0.615051,1.2044073,1.3137821,0.68261355,1.4221616,0.9162098,1.3707148,0.5675798,0.91254324,1.0689402,1.2582958,0.51986545,1.1603966,0.46088398,1.1958023,1.3931055,0.6402615,0.86605155,1.0848892,0.53336775,0.95882046,1.4000862,1.4513799,0.5946355,0.736723,0.7506342,1.2684317,0.6327343,0.6747074,1.285158,1.1975747,0.9168871,0.74475735,0.5221455,0.47074932,1.197285
leg,0.65307415,0.99971986,1.2377063,1.0137771,0.47574085,1.2730553,1.2126999,1.249279,1.1203803,0.61955845,0.6720959,1.189906,1.1580131,0.75955844,1.2217695,0.76055104,1.1872345,1.2724668,1.2824123,1.3330998,1.0904602,1.2397557,1.1574373,1.3464613,1.2078534,1.2810559,1.2569948,0.95344114,0.74936414,1.1526148,1.2455202,0.8278379,1.0192916,0.9262035,0.9769096,1.1133387,0.77713585,1.1631137,1.2673877,0.87864834,1.3019837,1.2896236,1.0430034,0.6005876,0.90159506,0.7802325,1.0412476,0.8098298,1.208468,0.9736707,1.2295948,0.81821316,0.77412957,0.8475796,1.0500728,1.307165,1.2424595,0.8032925,1.2577496,0.99150175,0.82860965,1.0791687,1.129194,0.9018177,1.2088611,0.7607264,1.284864,0.68592626,1.3271123,0.9642308,0.7266592,1.1276734,0.9469306,1.1676575,0.6861668,1.0402088,0.90148115,1.262864,0.0,0.7393266,0.95977795,1.0240532,0.8293085,1.0354004,0.96171945,1.0536184,1.1508795,1.1954021,1.1523367,0.81431997,1.2053138,0.8851257,0.8163317,0.6653183,0.6436338,1.0426234,1.2467809,1.2048266,1.2566853,0.8286431,1.2245567,0.93609405,1.1528027,1.2730777,1.2361491,1.1066524,1.2795415,1.042816,0.8906926,0.93818367,1.1806432,1.0318372,0.91122484,1.2461175,0.7040878,1.0314505,0.6700566,1.2480092,0.82219183,0.8164246,1.004457,1.1526508,0.8371737,1.2345625,0.7622412,0.89414406,1.224492,0.93911713,1.0250574,1.2323489,1.1910262,0.772899,0.89704835,1.2139932,0.949017,1.0413421,0.85183096,1.2512441,1.316813,0.9627262,0.9709895,1.126606,1.152051,1.1099322,1.2494192,0.838871
meat,0.49559146,1.2695681,1.2393113,0.9562793,0.41764218,1.2309399,1.257185,1.0511185,1.1725233,0.674683,0.7719298,1.4199157,1.1191226,0.7331465,1.1995311,0.76778716,1.0315926,1.2813538,1.4374624,1.3262782,1.0640173,1.1257991,1.3794255,1.4084438,1.0543138,1.503866,1.3777602,0.9738444,0.9029869,1.2328956,1.3959987,0.8580019,1.1250231,0.9162102,1.1212748,0.91840285,0.83767134,0.8806799,1.4223523,0.8898647,1.4005281,1.2195734,0.91971713,0.67076665,0.984249,0.9733536,1.198038,0.84108245,1.1935546,1.0037799,1.3043728,0.7402881,0.81089187,0.9736796,0.93266016,1.3318691,1.0683115,1.0835962,1.2734222,0.84878135,0.5561226,1.2837772,1.1278486,0.7808937,1.0042123,0.7940309,1.113945,0.509175,1.469281,0.7806095,0.55312574,1.1941429,1.0766033,1.195128,0.72038627,1.173857,0.9994545,1.4742854,0.7393266,0.0,0.6226592,1.0703158,0.5932741,0.9647155,1.01755,0.7764294,1.3301382,1.3772054,1.3515648,0.7427192,1.236814,0.9406243,0.72005814,0.69145703,0.780479,1.0024151,1.4105921,1.4101034,1.076897,0.9525019,1.3072506,0.6177727,1.0443741,1.0893517,1.2545229,1.1323473,1.3321631,1.2925305,1.0644761,0.6987986,1.2029994,0.7516098,0.89873767,1.2112689,0.7674446,1.0840012,0.93997616,1.2423806,1.0211731,0.89931226,0.8534625,1.3527507,0.79742885,1.3822743,0.92874676,0.68637013,1.224287,0.9964524,0.9178883,1.239629,1.1068214,0.8467891,0.6907201,1.331779,1.1816784,1.151607,0.62938726,1.4609506,1.2611387,0.7868072,0.8350184,1.1097605,1.1728412,1.3012261,1.3384589,0.87133026
melon,0.50699544,1.125385,1.0981512,0.80447567,0.687862,0.8583356,0.8687372,0.9334221,0.99925715,0.76143056,0.66995716,1.2737966,1.3409741,0.52396506,1.2429978,0.6647229,1.1540852,1.2701243,1.3694093,1.1949333,1.0506694,1.060369,1.4264865,1.3728107,1.16389,1.4587448,1.3281511,1.0555183,0.8118098,1.3187101,1.1294184,0.82660687,1.1032596,0.82029116,0.94837457,0.895397,0.73706317,0.94933975,1.3889349,0.79055184,1.3580484,1.3211979,0.82790196,0.66880447,0.8753728,1.004821,1.1274898,0.9833234,1.2412636,0.92504716,0.9900967,1.0339705,0.845077,0.9831715,1.0512165,1.3442771,1.2023826,1.0317898,1.3326081,0.74770147,0.5696377,1.2059097,0.9754781,0.8450543,0.91514593,0.76310617,1.107966,0.7277685,1.1902268,0.95555717,0.94327354,1.140994,0.92713994,1.1983445,0.7285247,1.2271757,0.9582439,1.4784628,0.95977795,0.6226592,0.0,1.0206857,0.30352128,1.0069602,0.9174825,0.8345963,1.198438,1.1234467,1.3323843,0.76489544,1.0952202,1.0335704,0.86567557,0.79844797,0.81340766,0.85712004,1.3531475,1.3502207,1.0673654,0.88831747,1.0119346,0.7542551,1.1934373,0.8976553,1.1358935,1.0769426,1.3012083,1.1497574,1.1770494,0.72546244,1.2520697,0.94129264,0.8322288,1.1605341,0.7732276,1.1515309,0.8984472,1.3014505,1.0629326,0.9805117,0.9574685,1.4273386,0.9490868,1.2321584,0.92839926,0.6886263,1.2413008,1.0386454,1.1597309,1.3045163,1.0687838,0.7746295,0.71164066,1.1630956,1.1779072,1.1500276,0.6842189,1.2097236,1.0119634,0.756938,1.0562309,1.144162,1.1785674,1.3297207,1.3723149,0.97468513
milk,1.0442513,1.1043608,1.154576,0.85530984,1.0254371,0.98801917,0.9751841,1.1299738,0.82003736,0.96083957,1.0622308,1.1226625,0.9754011,1.0601631,1.0109811,1.1642418,0.97527045,0.8121229,0.8666455,0.91671187,0.585011,1.1376454,0.9839382,0.76730895,1.0014246,0.8840584,1.018703,1.1855876,1.1605669,0.9301911,1.0049374,0.9902002,0.9671002,0.8852402,0.9898087,0.9976843,1.0172458,1.0337245,1.0979303,0.86409026,0.75982785,1.0777173,0.80305815,1.0709198,0.98776954,0.94574875,0.9899406,1.0303189,1.0541747,1.2051933,0.9211092,1.0183632,1.0197784,1.2429295,0.95409435,1.0849766,0.96152294,1.0589813,0.9920473,1.0953472,0.8327848,1.1931931,1.0293174,1.0410017,0.9047788,1.0724034,1.0643711,1.1143585,1.1305819,0.9458845,1.107096,0.92464423,1.0815952,0.5983681,1.142456,1.0197031,0.9247178,0.93767583,1.0240532,1.0703158,1.0206857,0.0,0.9691376,0.86741227,1.2012019,0.93113875,1.1764551,1.0776323,1.1925175,1.1405946,1.1552006,0.87333983,1.0849441,1.1097903,1.0998756,0.7254291,1.1035877,1.1123078,1.1322222,1.1075829,1.0225742,0.9575002,0.86554295,0.89894354,1.1109957,0.95756686,0.8531742,1.1800457,0.866085,1.0618335,1.0154556,0.8916996,1.101197,1.0714164,1.0710422,0.94754195,1.091464,0.92726004,0.9191064,0.8375434,0.9621022,1.2020712,1.0461129,1.1069019,1.025026,0.90049976,0.9869745,0.94379574,1.0048414,1.0756105,0.8639804,1.1518708,0.94851124,0.93898124,1.2329962,1.1866455,0.9577919,1.0661722,0.93164444,0.8912208,0.96773314,0.8119321,0.92548716,0.8349039,1.175313,1.0233319
mitten,0.4524926,1.0454074,1.3728307,0.8805865,0.5416943,1.0583823,1.0127538,1.0893868,0.90852183,0.81732225,0.66494465,1.3674555,1.2161903,0.42780077,1.2076795,0.5705183,1.15044,1.2755964,1.5318902,1.4446747,0.96798325,1.221313,1.459893,1.3754679,1.083685,1.4557537,1.4376781,1.0566815,0.83606726,1.1569883,1.4134278,0.8391626,0.8823989,0.8855089,0.9064312,0.9081403,0.7295001,0.9257408,1.5373211,0.72896564,1.4870906,1.383299,0.8795851,0.46306825,0.7034236,1.0105149,1.0741128,0.8213677,1.2573323,0.91566086,1.2192042,0.98384947,0.8714228,0.9171921,0.9870064,1.5263155,1.2489129,0.75892234,1.3209641,0.70401454,0.6301211,1.2838643,0.75807035,0.8996568,0.94479024,0.8069065,1.2266865,0.56846243,1.2903576,0.9647582,0.8610692,1.0229945,0.7324783,1.2941859,0.5870489,1.2126906,0.90344805,1.5642296,0.8293085,0.5932741,0.30352128,0.9691376,0.0,0.9452727,0.9618482,0.8895297,1.3852787,1.0449086,1.2918061,0.7157497,1.3224256,0.9858073,0.8836444,0.64377457,0.6461407,0.8916227,1.508347,1.4909449,1.2195442,0.7021766,0.9571375,0.76905274,1.19551,1.1800655,1.2853575,0.79147947,1.2866873,1.2438339,1.1593755,0.74300873,1.2993813,0.9797476,0.6987902,1.1847196,0.7244002,0.90354383,0.6647305,1.3087194,1.1112237,1.0630474,0.911523,1.3419535,1.0380448,1.4711721,0.626948,0.8140214,1.2421563,0.99974614,1.1006978,1.4022745,0.9088121,0.73294854,0.7513314,1.3495064,1.1449304,1.1272448,0.63359857,1.1081644,1.0924492,0.87813824,1.0993301,1.0851079,1.2354769,1.2443447,1.3866994,1.0372232
motorcycle,0.83352244,1.2554986,1.3267274,1.1447923,0.93073916,1.1813898,1.2119654,1.1971537,0.86904746,0.8331112,0.712008,1.1498712,0.7705183,0.9698096,0.99487466,0.8122358,0.871358,1.0695833,1.2037082,1.1598642,0.8307253,1.2640264,0.9223621,0.96560323,1.1560222,1.0207304,0.8537348,1.3033624,0.9907926,0.61419153,1.3020444,0.72499365,1.0231495,0.73827803,1.105899,1.0218409,0.6399334,1.2277429,1.353821,0.6409495,1.1752903,1.023189,0.9708093,0.8416524,0.89680135,0.72198856,0.96589136,0.92119265,1.0489792,1.0450307,1.3066578,1.0212841,0.8877203,1.3151808,0.7237134,1.3477461,1.0752838,1.1791078,1.1768968,1.0370624,0.9375671,1.2314821,1.188644,0.9812892,1.2565732,0.943484,1.1294876,1.1254125,1.2393165,0.37927365,0.8749365,0.9529403,0.88330036,1.026181,0.8744514,1.2069912,0.66957897,1.0885476,1.0354004,0.9647155,1.0069602,0.86741227,0.9452727,0.0,1.1105732,1.0750817,1.3541651,1.2525518,1.3971909,1.04959,1.3123623,0.6914188,0.99937814,0.8981343,0.8472987,1.0274824,1.2968085,1.294457,1.1629841,0.9459115,0.94234186,1.060448,0.9255576,1.1868757,1.2654686,0.833964,0.8666952,1.364893,0.71003735,0.8874474,1.0542961,1.0143819,0.9784426,1.285406,0.8652181,1.0635518,0.8955683,1.0744357,0.8642043,0.8684838,0.95055836,1.2816428,0.919063,1.3376034,1.1760302,0.941517,1.2512808,0.9149582,0.99014145,1.3244381,0.3988495,0.9514849,0.7568577,1.2378759,1.3745117,1.3920288,1.0900047,1.2471594,1.1162795,0.96065366,0.90633255,0.3392588,0.85655403,0.5036326,1.2943606,0.7799117
mouth,1.0514237,0.8437778,0.8325419,1.1147323,0.9828185,1.1440434,1.1430312,0.8785815,1.1782017,1.0111372,1.0186087,0.7111627,1.3231095,0.90522516,1.2748075,1.0502214,1.269899,1.1467011,1.107459,1.1572812,1.1909989,0.86382234,1.2420725,1.3294027,1.1515819,1.0496184,1.0679802,0.6273753,0.73602885,1.2173831,0.9539834,0.9567157,1.0980687,0.97086203,0.89548856,1.0123507,0.935176,1.0061795,0.92299414,1.1083429,1.1867031,1.2504973,1.1869144,1.0077994,1.1163405,0.9868897,0.8622149,1.050971,1.277605,0.68672687,1.0865741,1.0507175,0.72725534,0.48324072,1.0621811,1.1106396,1.2105032,0.95917994,1.1723933,1.1239225,0.9669907,0.37809515,1.1765667,1.1200968,1.1450598,0.6095865,0.879464,0.7560649,0.8466521,1.0673841,0.94567275,1.25438,0.79054487,1.2182876,0.9656922,0.7937645,0.99669063,1.1551404,0.96171945,1.01755,0.9174825,1.2012019,0.9618482,1.1105732,0.0,0.98905754,0.68840903,0.93684375,0.7063228,0.5957707,0.8291586,0.96946883,0.85567975,1.0209897,0.8560676,1.0897932,0.8690808,0.8424963,1.0584238,0.89558494,1.0333842,0.95390856,1.2816093,1.1228576,1.0046961,1.0702398,1.2115922,0.5959021,1.0216287,1.0398312,1.2102541,1.1363666,0.96381015,1.0841168,0.8540702,1.2279445,0.77610654,1.3062143,1.0140944,1.0642678,1.1921167,0.9120415,1.0718489,0.95866716,0.9853236,1.0339462,1.1557648,1.1123542,1.0144378,1.0244219,1.1349047,0.8625933,1.1202565,1.0539029,0.60459316,0.5826677,0.9557807,0.98055446,1.1858639,1.1754309,1.1144557,1.1818923,1.2146547,1.1709085,0.97037184,1.0311244
muffin,0.88709605,1.156186,1.1183702,0.38974673,1.0317394,1.0498343,1.0979714,1.0136704,1.0019023,0.95328945,1.1003709,1.1692958,1.197659,1.0255995,1.0714461,1.1108227,1.0851418,1.0795833,1.1624255,0.9989068,0.94994813,0.75306904,1.1518556,1.0946982,1.1087681,1.1784196,1.1735966,0.9956124,1.1923299,1.2115624,1.0639638,1.0239365,1.0059805,0.9235424,0.9241934,0.9698214,1.1015238,0.68914545,1.2148495,1.0154567,1.047041,1.0834765,0.7045919,1.0195191,0.9494126,1.0671021,1.0198548,1.1387583,1.0816828,1.0561484,0.9786318,1.0133415,1.025498,1.0871944,1.0314283,1.1271122,1.0861382,0.97422856,1.0945385,0.87042564,0.6982311,1.1772438,1.0825641,0.9946214,0.7367816,1.0913738,0.78448147,0.9076705,1.2221968,1.0044992,1.0387317,1.0095865,1.1480538,0.92764074,1.1040976,1.0373665,1.1056113,1.1706443,1.0536184,0.7764294,0.8345963,0.93113875,0.8895297,1.0750817,0.98905754,0.0,1.205538,1.1576838,1.2099433,0.8927488,1.0691644,0.9844927,0.958753,1.1067501,1.0956974,0.9191693,1.2258621,1.204862,0.8879705,1.0744383,1.1352917,0.53459716,1.0349951,0.76341623,1.1096934,1.0353934,1.0986961,1.1139303,1.0188712,0.9103556,1.0673287,0.77020705,1.0351759,1.0585697,1.0988113,0.9975578,1.0891984,0.9998225,1.1351962,0.99139094,1.0660907,1.2124656,1.0679958,1.1553301,0.95527124,0.6129578,0.8564422,1.0291973,0.92564255,1.1233294,1.0059558,1.1492853,0.934465,0.9931726,1.1771262,1.1301725,0.919527,1.1951901,1.0784359,0.8247476,1.0455366,1.0790492,1.0810356,1.1449729,1.1533294,1.0317463
nail,1.4842501,0.6124475,0.12506795,1.1285173,1.3467966,0.61293066,0.68765557,0.85902095,1.266429,1.4083482,1.409756,0.4231838,1.2930484,1.3361175,0.9715013,1.4390733,1.2577381,0.84294176,0.33625925,0.6451751,1.3121244,0.54619396,0.90640163,0.83626646,0.9610033,0.7000241,0.62842643,0.5369971,0.9635005,1.2519466,0.28580278,1.2935169,1.1205161,1.2764252,1.0423074,1.2391744,1.342474,1.0051689,0.22969484,1.5398697,0.54065716,0.82197046,1.2456024,1.3500515,1.2909627,1.2354872,0.99498844,1.3078545,0.9374701,0.916302,0.45957637,1.1790609,1.0814866,0.5158558,1.275717,0.42477715,0.94029796,0.98706526,0.80731136,1.2263469,1.4435651,0.39294165,0.9908985,1.2254626,0.96242285,1.0438032,0.724464,1.1295495,0.26635218,1.3604443,1.3229024,1.2376456,1.0865941,0.92859316,1.3595638,0.7720459,1.3514835,0.5480954,1.1508795,1.3301382,1.198438,1.1764551,1.3852787,1.3541651,0.68840903,1.205538,0.0,0.6296434,0.39173025,0.9285649,0.16376662,1.2949064,1.2534475,1.4023188,1.259542,1.2230253,0.28390265,0.2422924,0.7868476,1.0984666,0.93214935,1.1486107,1.202676,0.8765288,0.35698807,1.2240045,0.849787,0.20587277,1.2177699,1.2634466,0.77820677,1.2248853,1.2792304,0.8031846,1.2329125,1.085435,1.2113016,0.98638546,1.0628594,1.2204087,1.3337326,0.39444625,1.1781806,0.23959494,1.0384505,1.4193954,0.88942915,1.2339238,1.2129631,0.3882879,1.2722502,1.2297003,1.5052762,0.61099035,0.25996977,0.31798387,1.2060049,0.5984768,0.7561991,1.4047327,1.2332059,1.1494673,0.9261491,1.0693479,0.37668133,1.2417765
napkin,1.3996668,0.6827973,0.70065486,1.0787905,1.3512207,0.9585401,0.8439809,0.6087681,0.9145145,1.3615112,1.2770661,0.44526196,1.0229919,1.1207182,0.94015974,1.0844203,1.0800874,0.6783289,0.60064536,0.75409883,1.0216285,0.5946444,0.8025533,0.7863054,0.81157434,0.5473992,0.7552916,0.6916347,1.1547887,0.9384986,0.73094285,1.2173269,0.6699441,1.2442615,0.7983768,0.8979413,1.2376434,0.85589933,0.4872743,1.2057942,0.7069628,0.95993865,1.0963598,1.2517561,1.0533651,1.133861,0.9310083,1.2380172,0.90537494,1.0227786,0.73075587,1.3479589,1.2766044,0.8366486,1.1925143,0.50332266,0.8963909,0.8167186,0.7386933,0.9980489,1.4439834,0.82233125,0.48107374,1.3750513,0.8506512,1.32223,0.82362866,1.2118231,0.5285342,1.4719238,1.5195354,0.9605569,0.7150893,1.0037273,1.2682492,0.73022527,1.167028,0.6730725,1.1954021,1.3772054,1.1234467,1.0776323,1.0449086,1.2525518,0.93684375,1.1576838,0.6296434,0.0,0.62308216,1.1922435,0.71927786,1.0712341,1.2892421,1.3081033,1.1270593,0.9404467,0.5167871,0.53136,0.8181037,0.95898104,0.3354125,1.1268785,1.1167077,0.8300905,0.81425774,0.80747294,0.7739036,0.7265325,1.0787203,1.2371378,0.9222867,1.1803216,0.99670535,0.7204544,1.2799629,0.93779,0.99493855,0.8673443,1.0853058,1.1585083,1.2010875,0.5894191,1.3338442,0.5404918,0.85521686,1.3975625,0.8206477,1.272033,1.1382813,0.6985117,0.93359977,1.2219388,1.433769,0.7618978,0.68770444,0.5970064,1.1790512,0.077494144,0.7874608,1.3775337,1.323559,1.1493108,1.0253751,0.9391777,0.6649176,1.3396559
necklace,1.5830389,0.44909692,0.5297277,1.0943358,1.2755605,0.88810873,0.8145613,0.79431427,1.1539576,1.4527807,1.4592335,0.42945564,1.1954485,1.1145713,1.0485342,1.3462924,1.2705215,0.80270755,0.5290264,0.8673807,1.2917451,0.704471,0.7889775,0.8582493,0.90608495,0.6255025,0.79426664,0.5890031,0.94773084,1.1019171,0.58283466,1.3968791,0.9423477,1.2867839,0.9290728,1.097895,1.3963201,0.9548646,0.3593533,1.485935,0.6838808,0.76874363,1.2994299,1.3368468,1.1796235,1.2235757,0.78880596,1.132274,1.0095037,0.839714,0.71145254,1.1914396,1.1311488,0.4624791,1.2383125,0.55247664,0.93606913,0.7961419,0.7327825,1.2537954,1.3708361,0.37556487,0.9238501,1.3923637,0.9378816,0.99823064,0.8144388,0.9926907,0.3713144,1.478073,1.2833691,1.0673912,0.89125377,0.925917,1.2295135,0.55090654,1.2337158,0.583672,1.1523367,1.3515648,1.3323843,1.1925175,1.2918061,1.3971909,0.7063228,1.2099433,0.39173025,0.62308216,0.0,1.0059415,0.551409,1.2616875,1.1498032,1.2364887,1.0778086,1.2091615,0.38625157,0.35456812,0.76838267,1.0455261,0.8058831,1.1807415,1.2099015,1.0390724,0.6095826,0.93031293,0.8840778,0.39923245,1.1629797,1.3036883,0.87225467,1.2498682,1.0136443,0.70036924,1.1353972,0.96897936,0.95530516,0.8894001,1.1611904,1.3001168,1.351433,0.37872124,1.2931356,0.50096333,0.74785507,1.3912815,0.737074,1.0818325,1.1085081,0.527071,1.1593698,1.0298468,1.5949471,0.7895328,0.33767557,0.3811022,1.0664738,0.59178555,0.8944604,1.435329,1.3454547,1.174469,0.986667,0.94471264,0.30045795,1.3917154
nose,0.7509719,0.86979854,0.98182654,1.0283477,0.7603624,1.0529753,1.0208043,1.1531721,1.2979685,0.87396294,0.9303749,1.1505978,1.2528222,0.8013779,1.1808192,0.9422837,1.2292088,1.3689802,1.2891126,1.3313158,1.2462057,0.9740232,1.2958336,1.3819987,1.1272345,1.346648,1.2205815,0.76472425,0.80617744,1.2835051,1.1453724,0.9305117,1.1652288,1.0070208,1.0465385,1.1234914,0.92930686,1.061767,1.2269464,1.1283185,1.3082558,1.1574049,1.1160635,0.7579422,0.9988788,1.0105993,0.98527986,0.98332334,1.1866585,0.6496248,1.0684742,0.80288607,0.6589998,0.5484052,1.0697427,1.2704098,1.2484617,0.95896995,1.3014389,0.957781,0.7809094,0.81532276,1.1960323,0.9434199,1.1493932,0.6510748,1.0234879,0.57518566,1.1402308,0.9853327,0.63451254,1.1553855,0.9531682,1.2167836,0.80368507,1.0823033,1.0927474,1.298167,0.81431997,0.7427192,0.76489544,1.1405946,0.7157497,1.04959,0.5957707,0.8927488,0.9285649,1.1922435,1.0059415,0.0,0.95044947,1.1186038,0.82688886,0.8980816,0.73234487,1.1727443,1.2216758,1.1381669,1.0857025,0.84885025,1.282086,0.88969773,1.2373018,1.2294482,1.0001336,1.1685297,1.3656106,0.7884494,1.0947708,0.7246386,1.1172826,1.0840217,0.9015904,1.214398,0.80048466,1.1782022,0.76394904,1.2945638,1.0241882,1.014265,1.0733811,1.0837667,0.99152917,1.2154676,0.8964422,0.97080433,1.1986578,0.93551016,0.99685574,1.0772696,1.2308992,0.9233544,1.0099807,1.1406748,0.6788577,0.8483789,0.8295975,1.2733392,1.2825747,1.1222543,1.0614214,1.142515,1.1695381,1.2356246,1.1965394,1.0073922
orange,1.4274623,0.7257676,0.06721449,0.997439,1.3539007,0.4467423,0.6108946,0.7719739,1.2264187,1.487609,1.4308778,0.571342,1.2984221,1.3053641,0.93181145,1.4648783,1.2424781,0.838197,0.38971144,0.59092546,1.2317376,0.48258793,0.9193768,0.7850971,0.9839985,0.7815318,0.7004173,0.5153867,1.1419786,1.2987387,0.37124705,1.3213024,1.0194916,1.210407,1.1516907,1.1805174,1.3739835,0.89491546,0.3633865,1.5169792,0.53913987,0.77824426,1.1794875,1.3467032,1.2578864,1.3294982,1.0547974,1.2953432,0.8933913,0.9807018,0.30588937,1.1835485,1.1194268,0.6992748,1.2573196,0.46497297,0.8529598,1.038165,0.8815219,1.0798131,1.4118588,0.583586,0.92965955,1.2376916,0.8644036,1.1759343,0.5770298,1.1685992,0.3626687,1.3225554,1.3607128,1.1951568,1.1553857,0.85475886,1.4055637,0.9635437,1.3623724,0.62085617,1.2053138,1.236814,1.0952202,1.1552006,1.3224256,1.3123623,0.8291586,1.0691644,0.16376662,0.71927786,0.551409,0.95044947,0.0,1.3114603,1.2754292,1.401939,1.3125019,1.2126883,0.45323634,0.40098238,0.7480153,1.1180215,0.9821145,1.0085384,1.1367795,0.7264762,0.15085542,1.2238127,0.8389107,0.3967836,1.2442536,1.2503875,0.7194414,1.0704088,1.2894828,0.77464724,1.3035119,1.0315402,1.2551987,0.9623437,1.197959,1.2615149,1.2952677,0.509209,1.2931275,0.2724852,1.0836843,1.2715607,0.8342502,1.2120054,1.2482321,0.40063304,1.2291608,1.3092155,1.4534019,0.53710264,0.4457922,0.4899149,1.1994104,0.690148,0.5871247,1.2936968,1.2127204,1.1103463,0.88734996,1.109702,0.44551837,1.2914279
