,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sock,1.0282017,0.6642478,1.0705242,0.8306403,0.78760684,1.0348223,0.9459792,1.0199081,0.8848681,1.1668382,1.061343,1.0234308,1.1547896,0.6807628,1.1474513,0.88954616,1.2570713,1.1160506,1.1080831,1.2521291,1.1113153,1.112629,1.1238735,1.0877209,0.9951271,1.0446262,1.2037954,0.80032957,1.0019844,1.0656637,1.1686722,1.1931896,0.83976483,1.2331337,0.80709445,1.0063211,1.0878416,0.9781491,1.0735362,1.0491439,1.1121515,1.2158467,1.110087,0.8542106,0.7229509,1.1595408,1.0116425,0.7596967,1.1484516,0.96896064,1.0405824,1.0271027,1.1366783,0.6577098,1.065048,1.1362641,1.0903372,0.37260592,1.0875146,1.0293609,0.9704181,0.9785438,0.7414253,1.1736798,0.88765025,0.9785962,1.1592231,0.68502206,0.995247,1.2996558,1.103446,0.914328,0.81520545,1.0753323,0.8353672,0.98023933,1.041648,1.1958023,0.7622412,0.92874676,0.92839926,1.025026,0.626948,1.1760302,0.9853236,0.95527124,1.0384505,0.85521686,0.74785507,0.8964422,1.0836843,1.1362375,0.9809423,0.7410108,0.82351375,1.159697,1.100766,1.0624459,1.031431,0.83310694,0.8288692,0.9536589,1.1889561,1.2469862,1.0202408,0.8289852,1.1099844,0.90268105,1.1392219,1.09871,1.072747,1.0074618,0.6806331,0.9526742,0.98307276,0.71487474,0.67822605,1.0470082,1.2618618,1.211666,1.0497429,0.7943399,1.2669365,1.0885794,0.0,1.0969876,0.95411927,1.0452886,1.122424,0.8668741,1.0221671,0.8412161,1.2106766,1.0937546,0.7225208,0.8446251,0.7647706,0.8393121,1.0021479,1.182788,1.2872336,1.1419587,1.1520833,1.0848602,0.9073484,1.2729509
soup,0.6683927,1.3208017,1.3425453,0.6380095,0.80763626,1.1697731,1.2278802,1.113458,0.9099018,0.56625533,0.8013487,1.4066741,1.1231973,0.8332354,1.2067956,0.8245679,0.9923326,1.2906435,1.3400121,0.93804723,0.9081554,1.0684823,1.2576692,1.1613632,1.1781749,1.3183018,1.3671591,1.0892892,0.97014076,1.229747,1.2850255,0.83536124,1.1507585,0.7132587,1.0034757,0.9543302,0.9012573,0.69544876,1.472674,0.7578421,1.1240951,1.1805875,0.72707856,0.84771466,0.98521847,0.94537526,1.1205751,0.95592576,1.2005386,1.0744674,1.1379383,0.88452375,0.9667105,1.2858961,0.94881916,1.3684542,1.1608334,1.192725,1.293968,0.8531934,0.44071794,1.3033919,1.2424827,0.7376281,0.9034596,0.92058307,1.0547842,0.93787646,1.4752232,0.7771509,0.818331,1.0964903,1.1749297,0.88332474,0.85263824,1.0646244,0.96695286,1.3931055,0.89414406,0.68637013,0.6886263,0.90049976,0.8140214,0.941517,1.0339462,0.6129578,1.4193954,1.3975625,1.3912815,0.97080433,1.2715607,0.87865615,0.6953023,0.84514225,0.9381545,0.83799595,1.4635946,1.4277654,1.1166605,0.94664085,1.3149594,0.7089039,0.9921534,0.773149,1.2947559,1.1748416,1.2727578,1.3786216,0.97813463,0.80526364,1.2132767,0.5047926,0.92669433,1.0306152,0.905073,1.1721629,1.0180804,1.0288843,0.992741,0.7238734,0.8525336,1.5071324,0.8558444,1.3284569,1.0969876,0.0,0.85845065,0.94378597,0.871919,1.3616583,1.0877455,0.88179815,0.5182172,1.0891696,1.4443094,1.2934259,0.79069173,1.4601289,1.2122406,0.29335237,0.8993415,0.99359155,1.1940068,1.240297,1.3742509,0.8631433
spoon,1.4665705,0.82105225,0.8428997,0.7995905,1.4295886,0.82738686,0.77131593,0.87389755,1.0409088,1.2865489,1.5365307,0.8485945,1.0166163,1.410511,0.7918178,1.4642713,0.91076195,0.8118148,0.61839205,0.48703265,1.026018,0.7086421,0.5727117,0.5527454,0.82177764,0.7246179,0.89922166,0.86758083,1.3512096,1.059947,0.7464817,1.3530557,0.9350943,1.1247182,1.106049,1.0063485,1.5300602,0.673614,0.63636315,1.3984807,0.49597907,0.6991873,0.91352415,1.3361187,1.0614613,1.2726129,0.96899307,1.3046218,0.82024294,1.1485109,0.66898304,1.170427,1.3982644,1.0258616,1.1162748,0.59878916,0.858679,0.9801061,0.68342054,0.92619395,0.9770815,0.932271,0.6248361,1.1626483,0.59955704,1.403609,0.759352,1.1643124,0.75696373,1.2800182,1.3109312,0.8827724,1.2760319,0.67615414,1.4318484,0.5823464,1.3138945,0.6402615,1.224492,1.224287,1.2413008,0.9869745,1.2421563,1.2512808,1.1557648,0.8564422,0.88942915,0.8206477,0.737074,1.1986578,0.8342502,1.1650045,1.2103701,1.4197168,1.4036412,1.051932,0.6993172,0.68999815,0.68793315,1.1064683,1.0028727,0.99009216,0.9622894,0.6101949,0.80929786,0.95108527,0.72640926,0.90270555,1.0511883,1.2207289,0.77506965,0.6907072,1.2158276,0.32010734,1.463334,0.8331469,1.3525548,0.27643472,1.1892431,0.86071926,1.0255971,0.6882202,1.2995427,0.7577305,0.95411927,0.85845065,0.0,0.9072815,0.9645795,0.7499812,1.0445452,1.4305936,1.263755,0.6094644,0.9040743,0.8834905,0.8595911,0.7724108,0.6930566,0.8881438,1.2856576,1.0461853,1.0172647,0.7645309,0.64169943,1.3812087
sprinkler,1.0038173,1.0625029,1.2214221,1.0152618,0.96181107,0.9396719,0.9876842,1.2184877,1.0232846,0.9325013,1.0292909,1.238811,0.95813334,0.94936335,0.9359108,1.06545,0.89854515,1.1884584,1.1414448,1.0979447,0.9476678,1.2918986,0.7693608,0.9563201,0.9362446,1.0969149,1.1124421,1.2135543,1.0745035,0.9235009,1.0414119,0.8813611,0.9992987,1.0184482,1.068007,1.1839199,1.1061119,1.1990863,1.1508889,0.93225735,1.0061476,0.860574,1.0657821,1.0543755,0.97288734,0.8577106,0.90721977,0.8815021,1.0277549,0.8917787,1.1024204,0.8859187,0.95455694,1.134145,0.8052435,1.1648911,1.1274393,1.1214014,1.0122982,1.0352036,0.73388934,1.0857924,1.0829473,0.9520716,1.1192781,1.0563043,1.16448,0.92988485,1.2336504,0.83543307,0.8298628,0.6997797,1.1074606,0.90713704,0.98236525,1.0360327,0.97736996,0.86605155,0.93911713,0.9964524,1.0386454,0.94379574,0.99974614,0.9149582,1.1123542,1.0291973,1.2339238,1.272033,1.0818325,0.93551016,1.2120054,1.0064687,0.92448103,0.93622375,0.9954002,1.0192672,1.1193807,1.1212788,1.1248631,1.0952306,1.2582717,1.0955809,0.9939513,1.0640082,1.0389574,1.0072101,1.0405768,1.1836764,0.8941257,0.8908886,0.97625166,0.9805786,0.94337934,0.9354138,1.0237904,0.9804711,0.99155813,0.81783986,0.825072,0.8110459,0.759364,1.1748056,0.877733,1.2512627,1.0452886,0.94378597,0.9072815,0.0,0.974917,1.1923963,1.0481273,1.0151383,0.9841113,0.9771043,1.1898451,1.1914485,0.830196,1.238584,0.99712414,0.98367655,0.86055475,1.0382327,1.0820819,0.71542895,1.1968187,0.887404
stick,0.9950457,1.0634236,1.2112372,0.9396622,0.94854826,1.2111657,1.2614015,1.0301076,1.0728947,0.79049295,1.0571197,1.1060456,0.81093264,1.1164939,0.8933619,1.012862,0.86392576,1.0249121,1.2046173,1.1464319,1.0700349,1.1658013,0.8935904,1.1921139,0.7961849,1.1710683,0.9977907,0.9984065,1.0696335,0.9380729,1.1617879,1.005594,1.0875663,0.9976348,0.9418722,0.9285576,1.0743873,0.9746705,1.0710032,0.99599075,1.1810236,1.0183861,0.9366565,1.0418403,0.9713393,0.9860054,1.0254583,0.9739579,0.89538705,1.1001852,1.2896383,0.8063438,1.0750793,1.0911846,0.8893065,0.9577534,0.8959831,1.1277487,0.9304067,0.87859976,0.9236354,1.1103898,1.2187068,0.7849046,0.99776095,0.9887349,1.134183,0.9408875,1.2690716,0.88705647,0.78178954,0.94641596,1.1382636,1.1282853,1.0546538,0.8699507,1.0153888,1.0848892,1.0250574,0.9178883,1.1597309,1.0048414,1.1006978,0.99014145,1.0144378,0.92564255,1.2129631,1.1382813,1.1085081,0.99685574,1.2482321,1.0797199,0.8815458,1.0220655,1.0410117,0.90685076,1.048016,1.0522785,0.8933921,1.0311967,1.0941517,1.0051503,0.66499054,1.1403273,1.2045624,1.179112,1.2254683,1.0987123,1.0608094,0.645469,0.9114642,0.91468704,1.0806997,0.9762114,1.087187,1.187252,1.0706475,0.873839,0.93883485,0.9550085,0.94376856,1.148807,0.8023579,1.2078041,1.122424,0.871919,0.9645795,0.974917,0.0,1.1407428,1.0346285,1.1120802,0.94202286,1.2405992,1.1625717,1.1020643,0.99931496,1.178454,1.2557319,0.9930406,0.6126919,1.0312426,1.0471654,1.0226338,1.1489899,0.86956227
strawberry,1.5264597,0.6536423,0.34187675,0.95972943,1.379918,0.601585,0.57479787,0.8989868,1.12449,1.4743217,1.5377274,0.7559316,1.099317,1.3544774,0.8337984,1.4530075,1.1381503,0.7480719,0.44216335,0.64706963,1.1834737,0.5780982,0.72248673,0.63569176,0.70158565,0.666341,0.6755245,0.7155336,1.1851485,1.1084392,0.5162509,1.4038303,1.0165126,1.3703148,0.9843483,1.220755,1.4944903,0.878999,0.4244842,1.5251104,0.54121184,0.6742254,1.108244,1.4061658,1.1925793,1.3532209,1.0670538,1.2134888,0.7758526,1.0842209,0.40546197,1.0801215,1.2888535,0.7196449,1.2549298,0.48073745,0.77207476,0.8634407,0.608586,1.2016903,1.4474924,0.7172034,0.8567329,1.2972685,0.81150234,1.2331727,0.624898,1.1608934,0.4548276,1.3879495,1.3370817,1.04993,1.2313168,0.78153753,1.4737463,0.9246994,1.4121169,0.53336775,1.2323489,1.239629,1.3045163,1.0756105,1.4022745,1.3244381,1.0244219,1.1233294,0.3882879,0.6985117,0.527071,1.0772696,0.40063304,1.2846276,1.192219,1.359835,1.3817626,1.1842382,0.53283507,0.5120903,0.68954086,1.1775768,0.8934836,0.9967392,1.0318819,0.8387271,0.34903014,1.1541511,0.7233884,0.46872854,1.2143353,1.3504468,0.65263,0.9306151,1.2497582,0.7907393,1.4014447,0.7836972,1.3543413,0.7637292,1.1682565,1.2164171,1.2445177,0.40926856,1.223383,0.39074308,0.8668741,1.3616583,0.7499812,1.1923963,1.1407428,0.0,1.2293007,1.3365684,1.543688,0.55103123,0.45153105,0.6117341,1.2908735,0.6008826,0.70984364,1.3735323,1.172829,1.0787588,0.8421235,1.0450249,0.4295513,1.3350031
stroller,1.0278875,1.0595386,1.2290165,1.0952446,1.1584435,1.159713,1.1070952,0.9632179,0.58275044,1.1076665,0.93978655,0.9560608,0.7505883,1.016304,0.9491414,0.9791573,0.9110394,0.9065879,0.97292036,1.0100939,0.7685641,1.1935499,0.8299564,0.7842119,1.1382384,0.71547425,0.83286893,1.2591577,1.1173201,0.5039511,1.215184,0.8674944,0.7359529,0.8792646,1.1405859,0.813091,0.8253719,1.1654482,1.2122741,0.6016116,0.97318274,0.9508553,0.9486265,0.8988581,0.7466197,0.7888811,0.98891926,0.95781356,0.98279274,1.0703545,1.2418756,1.2321596,1.0770751,1.3000331,0.7418048,1.1626723,0.86362565,1.0306948,1.0852244,0.9927195,1.004319,1.1056693,0.92483854,1.2049104,1.0605452,1.0485799,1.1429055,1.1578445,0.9385066,0.8154696,1.1131308,0.97659844,0.7692809,0.9141992,1.0835904,1.1110718,0.59594655,0.95882046,1.1910262,1.1068214,1.0687838,0.8639804,0.9088121,0.3988495,1.1349047,1.0059558,1.2722502,0.93359977,1.1593698,1.2308992,1.2291608,0.7701023,1.1573514,1.0125493,0.9666554,1.037991,1.1814938,1.1732986,1.0034533,0.95575744,0.7062752,1.1507165,0.8670449,1.1371088,1.177477,0.5308065,0.779495,1.2940415,0.68841606,1.1421669,0.9173429,1.078695,0.9232412,1.134079,1.0967414,0.9457107,0.94405603,1.0038737,0.92993414,1.0377697,1.0031629,1.0864388,1.2632217,1.1838231,1.0221671,1.0877455,1.0445452,1.0481273,1.0346285,1.2293007,0.0,1.1108055,0.9087066,1.1764706,1.25632,1.2440741,0.98505193,0.9137537,0.9369937,1.0407188,1.0880462,0.49848533,0.89747,0.46181095,1.0377337,0.92488015
sweater,0.56706643,1.0625108,1.3325858,1.1855547,0.49290037,1.2442449,1.2467219,1.1983702,0.96505934,0.7210361,0.39958805,1.1079229,1.0677589,0.41383797,1.3383069,0.3653847,1.1423932,1.3100858,1.4315351,1.461629,1.099494,1.3731493,1.3509719,1.4371905,1.2354318,1.257336,1.3189907,1.1341695,0.48205507,1.0260614,1.3277996,0.8182732,1.0468769,0.9347426,0.8713009,1.0044955,0.4879461,1.2033092,1.3592011,0.6364517,1.4746228,1.2837774,1.1395007,0.69593585,0.95421314,0.82471585,1.0592203,0.5793835,1.3033742,0.90100807,1.3735723,0.86247945,0.64549375,0.96187186,0.9976045,1.465565,1.305692,0.98250556,1.2905935,1.1651878,0.81902623,1.0399172,1.1893758,0.8053532,1.3728776,0.5678089,1.3633132,0.81062704,1.2645639,0.81691766,0.6891741,1.0453198,0.6182359,1.3368812,0.28580666,1.1591911,0.7084459,1.4000862,0.772899,0.8467891,0.7746295,1.1518708,0.73294854,0.9514849,0.8625933,1.1492853,1.2297003,1.2219388,1.0298468,0.9233544,1.3092155,0.9232602,0.6678427,0.39168185,0.44158,1.0292935,1.2831905,1.27171,1.3301392,0.83679086,1.0192919,1.1070243,1.199292,1.371033,1.298123,0.99794394,1.3673928,1.1648588,1.0242219,0.83701587,1.3884792,1.129685,0.43273747,1.3227265,0.2566421,1.2062678,0.4743315,1.4106185,0.94556665,1.0687147,0.97891915,1.324249,0.6993801,1.3463035,0.8412161,0.88179815,1.4305936,1.0151383,1.1120802,1.3365684,1.1108055,0.0,0.6493652,1.4363484,1.1397066,1.1268854,0.9314609,1.2256261,1.4272423,0.8535404,0.857299,1.0978805,1.1973125,1.2545788,1.3044274,0.71221304
table,0.3858168,1.4620522,1.5053346,1.0713804,0.6179048,1.268673,1.3241973,1.2707881,0.7866217,0.41936862,0.35040832,1.434559,0.6987883,0.6676737,1.2461592,0.53873646,0.8140459,1.1927192,1.4802284,1.1880324,0.79214704,1.3406253,1.2837623,1.3243059,1.2532485,1.4020314,1.3786577,1.3573344,0.88247514,0.8088884,1.4430727,0.580101,1.1499721,0.56585544,1.0680952,0.9775493,0.44889736,1.0102613,1.5761318,0.38216436,1.378417,1.3150871,0.8181317,0.64697754,0.8132609,0.7583195,1.0645593,0.7322969,1.2480505,1.0580981,1.4288108,0.8939691,0.82253695,1.3865712,0.8189033,1.5426089,1.1969012,1.166949,1.3517799,0.8878941,0.5049403,1.4361819,1.235797,0.46976364,1.1209787,0.871649,1.2634372,0.95959675,1.6036932,0.5711599,0.6830603,1.0737845,1.022728,1.1428795,0.56589705,1.3031495,0.5598314,1.4513799,0.89704835,0.6907201,0.71164066,0.94851124,0.7513314,0.7568577,1.1202565,0.934465,1.5052762,1.433769,1.5949471,1.0099807,1.4534019,0.71795225,0.8155015,0.579829,0.8242682,0.66753316,1.5177834,1.5168881,1.3521287,0.9471426,1.3031186,0.88312554,0.99575925,0.9927787,1.4624856,1.0779855,1.3215911,1.5129945,0.8502943,0.74297696,1.3471845,0.792,0.86826116,1.2304885,0.67806906,1.1663183,0.92176056,1.1580298,0.9171273,0.7547553,0.63834816,1.6172607,0.6016259,1.4958107,1.2106766,0.5182172,1.263755,0.9841113,0.94202286,1.543688,0.9087066,0.6493652,0.0,1.3470907,1.560322,1.4356012,0.70510983,1.4526607,1.1683636,0.27085614,0.7572188,0.8903209,1.1307707,1.161715,1.5284615,0.5655786
tape,1.4603392,0.8738475,0.5614866,0.8312686,1.5235702,0.620401,0.6899504,0.74896413,1.0121437,1.3636928,1.4505887,0.80278766,1.0588908,1.3893743,0.72739697,1.4618576,1.0290831,0.7038053,0.50270647,0.43333018,0.9273782,0.537174,0.7800294,0.4455868,0.8762423,0.7074722,0.8136258,0.816751,1.352525,1.1089365,0.44770777,1.2866496,1.1116877,1.0566627,1.078763,1.2014968,1.4519552,0.81588936,0.576361,1.3857431,0.42386127,0.62577415,1.0492638,1.3923516,1.1412505,1.291701,0.9252737,1.3244152,0.69517136,1.0358,0.34096277,1.1599853,1.2616962,1.0171304,1.2208745,0.5943412,0.8054056,1.0152799,0.7739681,0.91305596,1.3030379,0.7942966,0.7780782,1.2268538,0.61881715,1.4423245,0.55084085,1.3345736,0.5776177,1.299647,1.4584185,0.9497324,1.3266408,0.5739947,1.5136871,0.9416432,1.3299243,0.5946355,1.2139932,1.331779,1.1630956,0.93898124,1.3495064,1.2378759,1.0539029,0.9931726,0.61099035,0.7618978,0.7895328,1.1406748,0.53710264,1.1429244,1.2576908,1.4530189,1.4769051,1.034528,0.6604067,0.6578413,0.71986294,1.1622851,0.9430352,1.0240533,1.0496643,0.4612459,0.5983504,1.0695338,0.5689087,0.7391223,1.1734968,1.3355321,0.7230073,0.92972565,1.3401747,0.5917418,1.4571624,0.7692269,1.4089144,0.6750624,1.1881288,1.0063363,1.1410676,0.5654514,1.2869667,0.37428743,1.0937546,1.0891696,0.6094644,0.9771043,1.2405992,0.55103123,1.1764706,1.4363484,1.3470907,0.0,0.8147273,0.8265501,1.1862358,0.726048,0.4007712,1.0660696,1.2530148,1.0316293,0.9082358,0.9608142,0.49531078,1.354198
toe,1.3802193,0.3670131,0.41000503,1.103491,1.1100645,0.86248904,0.7606405,0.88328105,1.29883,1.3835127,1.4037558,0.5691606,1.3371189,1.2008307,1.0346007,1.3855716,1.352527,0.97336584,0.6198136,0.9455133,1.3636253,0.61012495,0.9879772,0.9930579,0.91802114,0.7648506,0.8143713,0.42417854,0.894009,1.2374547,0.60736173,1.3653383,1.0792158,1.3583764,0.9980714,1.1823184,1.345965,0.973663,0.47170717,1.5463072,0.78268623,0.9622708,1.2598536,1.172758,1.1294317,1.2541893,0.94075096,1.1921445,1.020855,0.7746923,0.61792374,1.0706916,1.0822706,0.12868679,1.2982541,0.63751143,0.985411,0.67282647,0.8985778,1.1903062,1.35411,0.4013555,0.936478,1.2648675,0.98575544,0.877619,0.81987894,0.67747086,0.43314564,1.426887,1.189716,1.2201982,1.001821,1.0622379,1.2235072,0.73369604,1.3239837,0.736723,0.949017,1.1816784,1.1779072,1.2329962,1.1449304,1.3745117,0.60459316,1.1771262,0.25996977,0.68770444,0.33767557,0.6788577,0.4457922,1.3117447,1.1574124,1.2633139,1.0884203,1.2902263,0.5144639,0.4367957,0.8464819,0.96131116,0.9302065,1.0926485,1.2301257,1.105928,0.54486614,1.139523,0.99227285,0.22398865,1.2092476,1.234491,0.87527835,1.25563,1.1555184,0.9028016,1.1796324,0.99209785,1.0103718,1.0569158,1.1397024,1.2611989,1.3604217,0.33376426,1.2249165,0.5174644,0.7225208,1.4443094,0.9040743,1.1898451,1.1625717,0.45153105,1.25632,1.1397066,1.560322,0.8147273,0.0,0.26654357,1.0366843,0.68306273,0.95904815,1.4939044,1.2963374,1.1776298,1.0270172,1.1056049,0.47497773,1.3072997
tooth,1.346795,0.6248751,0.47809708,1.1188836,1.1776574,0.93086576,0.9140775,0.86270356,1.225088,1.3111564,1.3594905,0.51752126,1.3236395,1.1287786,1.1403195,1.319037,1.3045502,0.8881068,0.6132954,0.86789995,1.2865641,0.6217084,1.0077214,1.0559068,0.91993,0.8382382,0.8065254,0.4305253,0.90952677,1.266831,0.63778704,1.3346806,1.0927396,1.2899969,0.9557379,1.1557207,1.3170296,0.84136325,0.41236687,1.4406784,0.7755011,0.9844029,1.1842887,1.2124958,1.1061271,1.230189,0.94550604,1.2468748,1.078798,0.8002426,0.7411053,1.1329706,1.0799423,0.33216786,1.2201493,0.57534456,0.9911529,0.84038067,0.8991866,1.020487,1.2905686,0.49754465,0.9443502,1.2605414,0.89890337,0.9904092,0.8011466,0.78447366,0.5690938,1.424076,1.2177063,1.2180353,1.0017941,1.0670466,1.216344,0.68830705,1.2893431,0.7506342,1.0413421,1.151607,1.1500276,1.1866455,1.1272448,1.3920288,0.5826677,1.1301725,0.31798387,0.5970064,0.3811022,0.8483789,0.4899149,1.2513323,1.0766149,1.2650661,1.0983974,1.1553471,0.4437406,0.37814343,0.82520705,0.95053804,0.9355056,1.0023137,1.2270415,1.0049006,0.6538767,1.1707608,0.986956,0.34798908,1.2414452,1.193056,0.89066863,1.1816676,1.1152834,0.7957771,1.1569883,1.0610785,1.0206441,1.0559641,1.1191602,1.1788311,1.3000824,0.47506714,1.1964223,0.5147079,0.8446251,1.2934259,0.8834905,1.1914485,1.1020643,0.6117341,1.2440741,1.1268854,1.4356012,0.8265501,0.26654357,0.0,0.9692844,0.63483846,0.9250005,1.330538,1.2521162,1.1986647,1.0119176,1.1899683,0.5047408,1.2602566
toothbrush,0.81096125,1.0923482,1.1984165,0.95048994,0.6433427,1.1455889,1.1318916,0.97193635,0.9510172,0.7777004,0.8949282,1.1910553,1.096283,0.699557,1.2763114,0.98770386,1.0257857,1.1254475,1.1863549,1.179729,0.92226434,1.2490842,1.1758751,1.274327,1.1414025,1.3071921,1.3349473,0.9456269,1.0269037,1.0961531,1.2757623,0.9782158,1.0846926,0.97078377,1.033758,0.9355437,0.94069755,0.9239339,1.154822,0.81304187,1.173495,1.2061335,0.9826365,0.8205751,0.7631458,0.94737524,1.0524151,0.868538,1.3039997,1.0062379,1.1409694,1.0871754,0.92642075,0.83772874,0.8452398,1.2082828,1.1283538,0.8713045,1.1476624,0.83383954,0.49438292,1.1088421,0.8607496,0.86063683,0.7589639,0.90883946,1.2937441,0.5327406,1.27142,1.0445764,0.8181444,1.0487906,1.0846105,1.1347106,0.7957754,0.8774973,0.827116,1.2684317,0.85183096,0.62938726,0.6842189,0.9577919,0.63359857,1.0900047,0.9557807,0.919527,1.2060049,1.1790512,1.0664738,0.8295975,1.1994104,1.0123843,0.9115536,0.76656425,0.92076117,0.85111773,1.1532737,1.0995632,1.0833752,1.0444262,1.2900813,0.9646703,1.1847379,1.024327,1.2521029,0.9929854,1.256963,1.1661065,1.0213214,0.9385072,1.2113707,0.9067533,0.8736764,0.7806529,0.9232861,1.0222099,0.93813056,0.86988294,1.0550491,0.91773325,0.7453565,1.1851196,1.0990907,1.2656088,0.7647706,0.79069173,0.8595911,0.830196,0.99931496,1.2908735,0.98505193,0.9314609,0.70510983,1.1862358,1.0366843,0.9692844,0.0,1.2240503,0.86648226,0.66286814,1.171221,1.1428782,1.2493447,1.0898045,1.161239,1.0630177
towel,1.4670652,0.66947,0.67473507,1.094133,1.427861,0.87438154,0.7924577,0.69756234,0.86801076,1.4099635,1.3036346,0.4840765,0.9172913,1.1521752,0.92088467,1.0779423,0.9413062,0.6296173,0.55783594,0.7115716,0.96936315,0.63994056,0.7396875,0.66795075,0.83440447,0.4724669,0.68434423,0.7735386,1.2156672,0.8398022,0.7066301,1.2381644,0.59097505,1.297137,0.83525944,0.954167,1.2841314,0.8968763,0.45828843,1.1911142,0.66541934,0.9288672,1.0727385,1.3390162,1.0778295,1.1607234,0.92545456,1.1942788,0.9054922,1.0624431,0.7046632,1.3301846,1.3333958,0.86672527,1.1249723,0.50045353,0.9197316,0.7843749,0.70623934,1.1159916,1.4900529,0.81824666,0.4444908,1.365361,0.8482095,1.3562322,0.81898797,1.2848544,0.47525144,1.4290578,1.5494804,0.9066423,0.71143895,0.96325994,1.294597,0.7707906,1.1454048,0.6327343,1.2512441,1.4609506,1.2097236,1.0661722,1.1081644,1.2471594,0.98055446,1.1951901,0.5984768,0.077494144,0.59178555,1.2733392,0.690148,1.0870552,1.3329638,1.3031926,1.1881747,0.97917134,0.51258194,0.5334724,0.8364155,1.0236896,0.3545792,1.157691,1.1119223,0.8444942,0.7435634,0.76250803,0.69574445,0.7145481,1.0722047,1.273873,0.9130123,1.1532358,0.9939548,0.72233355,1.3149216,0.841071,1.0462914,0.7771352,1.1073794,1.1849924,1.1096966,0.54017323,1.323354,0.5259888,0.8393121,1.4601289,0.7724108,1.238584,1.178454,0.6008826,0.9137537,1.2256261,1.4526607,0.726048,0.68306273,0.63483846,1.2240503,0.0,0.7217953,1.3857623,1.3084857,1.111385,0.98181605,0.90905696,0.6206622,1.3498971
toy,1.3160746,1.0267739,0.58163166,0.9804611,1.4711599,0.5163084,0.6648057,0.70520854,0.8010328,1.4272332,1.3687383,0.8833662,0.9328231,1.2483304,0.7171399,1.4131997,0.8757506,0.5859592,0.52521133,0.56561816,0.7575784,0.7959144,0.83658326,0.5467106,0.9175398,0.8174691,0.7971063,0.9555026,1.448843,0.9557187,0.65796274,1.2687793,0.9675033,1.1199847,1.1667644,1.0816057,1.341259,0.86975205,0.6323458,1.1591156,0.5646565,0.71056366,1.0248171,1.2343689,0.88688004,1.3327982,0.95758903,1.2113712,0.75633144,1.1219001,0.51446074,1.3106017,1.2759961,1.1216927,0.94425285,0.64418435,0.6893351,0.8753456,0.7895325,0.682726,1.2644072,1.0082973,0.5618273,1.1240664,0.46646428,1.4758356,0.7194216,1.2814628,0.62716776,1.2143359,1.4752603,0.859837,1.2660517,0.7419345,1.4320176,1.0987056,1.0933856,0.6747074,1.316813,1.2611387,1.0119634,0.93164444,1.0924492,1.1162795,1.1858639,1.0784359,0.7561991,0.7874608,0.8944604,1.2825747,0.5871247,1.191361,1.3518498,1.3301399,1.5333976,0.93451685,0.729005,0.73845357,0.74445355,1.116266,0.9256185,1.0588465,0.98954,0.62141997,0.59751153,0.90763617,0.555372,0.8789484,1.1970506,1.3304522,0.6900431,0.995881,1.312554,0.48165143,1.4875686,0.60198414,1.4202344,0.6349714,1.2803717,1.1865678,0.8534498,0.6669004,1.3767136,0.52103263,1.0021479,1.2122406,0.6930566,0.99712414,1.2557319,0.70984364,0.9369937,1.4272423,1.1683636,0.4007712,0.95904815,0.9250005,0.86648226,0.7217953,0.0,0.94811666,1.2688313,0.983062,0.8470727,0.9031521,0.60281086,1.3510396
