,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
refrigerator,0.89673865,1.1270192,1.3942239,0.82099235,1.2552648,1.1856656,1.2473123,1.1052955,0.37024224,0.65967727,1.2064347,0.42513937,1.0136917,0.82897687,1.1067846,0.9556076,1.1186906,1.152059,0.86832535,1.2801752,0.8135245,1.0392181,1.0599,0.58167946,1.0146215,1.0616734,0.688421,0.52254146,1.156213,0.26151413,0.91194063,1.3305116,0.5595285,1.263222,1.2730451,0.6318869,1.124324,0.93979055,1.1743702,0.2805946,0.78423,0.95998096,1.0303345,1.4138106,1.2002115,0.9247881,1.337498,1.2864374,1.2272508,1.1983393,1.1384574,1.2911706,0.9151399,1.2073483,1.212346,0.80524915,1.2831969,0.8351488,1.1334559,1.1628482,0.87544125,0.76578987,1.0927799,0.76249486,1.1153331,0.37967402,0.9219752,1.256184,1.0226725,1.140149,1.1579658,0.8894419,1.1904604,1.2480723,1.3014529,1.0724851,1.3204591,1.2437305,1.070758,0.48218364,1.0916418,0.988247,0.79854214,0.8875829,1.1708411,1.2355881,1.1195228,0.8619508,1.2684985,0.948246,1.1402904,0.83889705,1.2449517,1.0099994,1.121787,0.0,0.87913716,1.1443989,0.9880079,1.0442507,0.72580534,0.9033935,0.89924705,1.0674821,0.6115256,0.51590955,0.8855755,1.236304,0.7745812,1.1586349,1.1012737,1.1833099,1.169748,1.0903914,1.0741053,1.3706459,0.74996066,0.7392751,0.9033452,1.2988489,1.3326614,1.3140149,1.2844155,0.9253554,1.2294542,0.8789593,0.79202145,0.91648656,0.67404747,1.2783754,0.49740446
rock,0.87080985,1.1988767,1.2415733,0.7876594,1.0436397,1.2304461,1.0203652,0.9923375,0.68901074,0.6559749,1.2072886,0.6967764,0.8310484,0.8194965,1.1556642,0.9209531,1.1802495,1.0769808,1.0082203,1.0930157,0.820975,1.139616,1.0070003,1.2526016,1.1603665,1.0740368,0.825538,0.99293405,1.1988701,0.7999996,1.1543181,1.2137078,0.67956114,1.0814059,1.2149098,0.6995336,1.1329864,0.928908,0.99378717,0.8878024,0.98589104,0.9503099,1.1886021,1.2073191,1.156452,1.0103388,1.1457672,0.9789051,1.2253469,1.1930697,1.1556965,1.0539573,0.95017904,1.1304153,1.0614656,0.57481825,1.1479712,0.93464446,0.94243145,1.2943685,0.9428462,1.0258808,1.2127643,0.9368939,1.0883487,0.9206898,1.1938018,1.0287224,0.8695981,1.0553917,0.92626035,1.016885,1.01779,1.0480181,1.154225,1.1331303,1.2439696,1.0637928,1.1039641,1.1181167,1.1180078,0.8412471,0.91437984,0.80846465,1.138344,1.1365719,1.0469369,1.0745809,1.0636199,1.0208404,1.0675732,0.87400836,0.9668685,1.093726,1.1052896,0.87913716,0.0,1.0051398,0.8437854,0.8588027,0.9171518,1.081203,1.0682424,0.78836954,0.7543996,0.9271886,0.8253268,1.2918273,0.653155,1.2704483,1.0806625,1.0178633,1.1722611,1.1491532,0.84450656,1.2961105,1.1229372,0.8301803,0.8892666,1.234665,1.1785555,1.0436724,1.0083226,1.1899924,1.0847894,0.9414644,0.9689083,0.93368983,1.1619114,1.1939384,0.81512606
sauce,0.87799263,1.1755153,0.9389244,0.8830174,0.900085,1.0081625,0.9032557,1.089128,1.1119466,1.0527695,1.262929,1.1732897,0.89487106,1.0422146,1.2186499,1.0540267,0.89597094,0.61318946,0.9992867,0.91542304,1.1286751,1.0022274,0.9420564,1.2473669,1.2310153,0.8901174,1.1759871,1.2636584,1.1800718,1.1264958,1.123983,0.98017216,1.076196,0.8904488,1.2689047,1.0268004,0.8938814,0.99458927,0.83787477,1.0708805,0.942382,0.95571566,1.0357953,0.847771,1.122341,0.93333805,0.8986682,0.8346262,1.2269074,1.0855592,1.1467597,0.9927903,0.70030576,1.032552,0.85761416,1.2277606,1.0257404,0.9810748,0.7554818,1.2165194,1.1295118,1.1766974,1.1122153,1.0832089,1.2302432,1.2184294,1.2478282,1.0582952,0.7971337,0.86083245,0.8392179,1.1154567,0.86505026,0.8024236,1.039065,1.0109279,1.0839666,0.7649991,0.73803043,1.1834953,0.9794495,0.7961396,1.0801947,0.98093873,1.2518315,1.1926168,0.8894691,1.1833409,1.031771,1.1443896,0.7234125,0.9675689,0.50416213,1.1393708,0.9649025,1.1443989,1.0051398,0.0,1.043354,1.089102,1.1235188,0.96799624,1.0223349,0.79597425,1.0699773,0.969151,1.0458393,1.2549977,1.0638101,1.2289221,1.0921569,0.0337739,1.1035438,1.1580534,1.0569638,1.0066541,1.1705456,0.99583614,0.84584814,1.0155716,0.95094323,0.7881842,0.932808,1.2220349,1.0819539,0.9792548,1.1164387,1.0941906,1.1396549,1.1685112,1.0717174
scarf,0.6086236,1.2708354,1.2923659,0.9024941,1.0143694,1.2611163,0.91222274,0.9175118,0.86186504,0.6848452,1.3291339,0.7899555,0.7122302,0.5508676,1.2258667,0.8807265,1.0732863,1.1244999,1.0230266,1.1381752,1.0193995,1.0912383,0.89364624,1.2357855,1.3264697,1.0257279,0.7647216,1.0103881,1.3004228,0.81854844,0.96569955,1.2416681,0.72824126,1.0264271,1.308447,0.7541506,1.2057008,0.607352,0.8770696,1.0274068,1.0740117,0.9192787,1.0076149,1.3053077,1.1791967,0.9082514,1.168781,0.6335335,1.2843196,1.207062,1.2345973,0.8994335,0.9791749,1.0839297,0.9597303,0.8568144,0.98054624,0.8253583,0.8443421,1.2079691,0.887063,0.90688056,1.1859359,0.78514296,1.1482472,0.879771,1.3875039,1.1576552,0.77978003,1.156457,0.76014555,1.0910386,0.97014135,0.903968,1.2113148,1.3197063,1.2226274,1.0834011,1.2908955,1.1834311,0.93178535,0.73894936,0.6693412,0.7506304,1.1968865,1.1976235,1.0180459,1.0254018,1.1403505,1.0835719,1.0876431,0.66401464,1.0746344,0.96134615,1.1698194,0.9880079,0.8437854,1.043354,0.0,0.7546521,0.8412609,0.797462,0.896703,0.83946085,0.7977818,1.0864516,0.8539117,1.2799094,0.86693686,1.2356915,1.0418855,1.0263617,1.2558126,1.295192,1.0572435,1.3247753,1.0684252,0.6929226,0.87118447,1.2661562,1.1864216,1.020261,0.9558196,1.3136127,1.0859106,0.8378826,1.0666627,1.0611954,1.0696287,1.2301687,1.0312896
scissors,0.6397511,1.3315535,1.2520033,0.7959947,0.89081264,1.1957686,0.72388434,0.68265784,0.77278346,0.78812635,1.2948505,0.9547125,0.60172695,0.81837475,1.2743757,0.68230593,0.8565356,0.91852826,0.68295157,1.1978526,0.75526226,0.75742406,1.233144,1.2298313,1.1592793,1.069824,0.93794847,0.9281472,1.2289823,0.9308123,1.0158281,1.2226562,0.8098391,1.1346083,1.2610242,0.63035995,0.9504024,0.76559055,0.75662166,1.066826,1.1127048,0.8564638,1.2399154,1.3143282,1.1112132,1.067477,1.3210448,0.83712983,1.0608493,1.328927,0.9847291,0.7153762,0.7759694,1.2832427,0.8800633,0.9189391,0.9108267,0.9883459,0.9102239,1.3028793,0.9588367,0.99971104,0.90187013,1.0527743,1.1160227,0.93412894,1.2175304,1.1206603,0.88789934,0.88485837,0.8605122,0.9110999,1.1241027,1.0522697,1.349359,1.2266636,1.1633234,1.170895,1.2483193,1.2044529,1.0205317,0.9047351,0.99913883,0.6866286,1.1757226,1.1962943,1.1405032,1.1543287,1.0803354,0.8402503,1.0375144,0.8311188,0.9214348,0.8804553,0.90611166,1.0442507,0.8588027,1.089102,0.7546521,0.0,0.9455888,0.92422837,1.1652837,0.74329376,0.86872184,1.1125124,0.7279468,1.3341246,0.9385213,1.2744539,1.2523612,1.1353083,0.9816317,1.2765105,0.9364805,1.3051746,0.92124736,0.9586894,0.7304653,1.0338457,1.387706,1.1856757,0.60562587,1.3127483,0.60894704,0.5957178,1.0230848,0.9225521,0.9121524,1.1124765,1.0199552
shirt,0.67715055,1.2165542,1.2913477,0.45684493,1.2755687,1.3315293,0.9506965,1.2410759,0.72714055,0.6553979,1.3337824,0.7825323,0.51886606,0.694541,1.2784482,0.99002624,1.2205744,1.2047021,1.097499,1.2459291,1.0051615,1.3184901,0.9487766,1.1259733,1.2441431,0.81186104,0.5792756,0.9869806,1.276724,0.7364502,0.9314702,1.2876085,0.7190804,1.2151862,1.3372154,0.71595615,1.3145556,0.8845454,0.93593967,0.8964028,1.1389769,0.7609683,0.89276826,1.2948439,1.2516136,0.82459533,1.1411349,0.93806094,1.2942638,1.144606,1.31331,1.0701741,0.94949156,1.0071454,0.9328806,0.8108043,1.2828429,0.5268787,0.725853,1.1387658,0.675592,0.3675362,1.3214629,0.40853667,1.2868006,0.9313103,1.3400867,1.2598894,0.93970186,0.92684585,0.8187974,1.037791,1.005414,0.9655288,1.2113113,1.2815989,1.1598804,1.1555396,1.0662868,1.1006422,1.0773094,0.50006074,0.40124655,0.778013,1.2884758,1.2634153,1.0459459,1.0686111,1.3028141,1.2643936,1.2027099,0.6048778,1.0514244,1.1126405,1.3096974,0.72580534,0.9171518,1.1235188,0.8412609,0.9455888,0.0,0.9366874,0.45979095,1.0368221,0.83621347,1.0119512,0.9500438,1.2652429,0.7766001,1.244973,1.1206436,1.1257293,1.3127515,1.189932,1.1738603,1.3192781,1.0153033,0.24352777,0.8439189,1.4064461,1.1591533,1.063865,1.116512,1.2204326,1.3135412,0.9956451,1.0234816,0.9715846,1.1920073,1.2271254,0.8275817
shoe,0.77280056,1.234662,1.1180447,1.0017897,1.0457917,1.1839981,0.84824514,1.038603,0.93004286,0.87660843,1.155711,0.81592876,0.8815998,0.7732099,1.1788003,0.96265376,1.061728,1.153303,0.94143105,0.9425874,1.0153729,1.036359,0.8249136,1.0090349,1.0427223,0.93892026,0.9484116,0.99855053,1.152164,0.85235435,0.9707186,0.9548526,0.8624474,0.89013624,1.2746198,0.90335375,1.1676961,0.8847974,0.9300751,0.97138923,0.8554757,0.9628721,1.0062177,1.2104853,1.1828961,0.9040879,1.1716081,0.78654826,1.0982478,1.154981,1.2414622,0.7887124,0.98696,1.111996,0.918848,1.0117311,1.0856801,0.9751133,0.99413437,1.1178573,1.0653982,0.94195503,1.1711441,0.83475494,1.2318697,0.94609785,1.2098296,1.1085151,0.75210077,1.0259645,0.82746476,0.9446582,1.0628157,0.8053383,1.2445712,1.1014429,1.1833448,1.0173514,1.2204301,0.99890965,0.9692129,0.9086433,0.7478366,0.880322,1.2893867,1.2904892,0.9467223,0.86874145,1.0019075,1.0169543,0.9822562,0.7944398,0.9729443,0.9757644,1.0631653,0.9033935,1.081203,0.96799624,0.797462,0.92422837,0.9366874,0.0,0.8886613,0.94679785,1.0246601,0.97135484,0.87862784,1.2296609,0.97231174,1.1327802,0.9930787,0.9769457,1.2590942,1.2427055,1.0395427,1.1433146,0.878618,0.89544976,0.98362297,1.1478364,1.2050928,1.0720642,1.1320978,1.110126,0.95246,0.8799182,1.0786312,1.0149325,0.9185263,1.20867,0.95273554
shorts,0.952078,1.026319,1.1377006,0.769562,1.2428598,1.1394463,0.98426384,1.2445846,1.0105814,0.91526306,1.1960487,0.9341665,0.7497302,0.7992235,1.1544057,1.0328768,1.1523626,1.1572902,1.1002378,1.1164861,1.0997818,1.249137,0.85495484,0.9454813,1.1545792,0.749792,0.994281,0.9405011,1.2162957,0.9243257,0.91110045,1.156414,0.9328197,1.1299803,1.1143804,1.0118731,1.2046531,1.0701472,0.9421839,1.0001136,0.9349798,0.7608148,0.82335347,1.0784314,1.1751432,0.9982567,0.92522126,0.96686715,1.2262676,0.9452195,1.2151287,1.1420707,1.1503434,0.8864934,0.79134303,1.0720552,1.102049,0.85169286,0.7894528,1.0030289,0.93880266,0.72353256,1.2612317,0.43801546,1.172723,1.0480022,1.2593362,1.1513298,0.98895603,0.93951344,0.7835243,1.0650941,0.84586245,0.9749281,1.1104447,1.0550873,1.0012696,1.0390538,0.89893633,0.9650548,1.1340528,0.44971406,0.46451026,0.9543582,1.1565728,1.1052692,0.9255236,0.8907578,1.1729714,1.3068862,1.1154054,0.6396384,0.9333954,1.0021998,1.2198926,0.89924705,1.0682424,1.0223349,0.896703,1.1652837,0.45979095,0.8886613,0.0,1.0467815,1.0681636,1.0397238,0.9796502,1.0824214,1.0193403,0.99809605,0.9285977,1.0050552,1.2148584,1.1338158,1.155431,1.1154082,1.0210788,0.63657606,1.1042945,1.2706455,0.9712028,0.8916191,1.0816398,1.0094608,1.3023202,1.0920932,1.0715649,1.0356363,1.1792246,1.0695031,0.98582476
shovel,0.61773276,1.2984508,1.2011272,0.921816,1.1144602,1.2154644,0.6189246,0.95524585,0.92567927,0.9193662,1.374564,0.86401874,0.8138728,0.9340937,1.248982,0.8326371,0.90396047,0.854131,0.813004,0.61389863,0.90576255,0.9634346,1.0136387,1.306501,1.2505648,0.946039,1.0927162,1.0572937,1.3266894,1.0180407,1.0651325,0.77328134,0.9545994,0.58209574,1.2713158,0.8749304,0.92784214,0.9002792,0.9841347,1.1623901,1.0928352,0.98260397,1.13959,1.1496507,1.2220044,1.0235888,1.169627,0.75857913,1.1817048,1.3106949,1.0657884,0.89128196,0.79846966,1.1714638,0.8963368,1.1105887,0.97662264,1.0072088,0.8620117,1.2948172,1.055155,1.0548692,1.2118521,1.0907165,1.1265116,1.0643953,1.3684093,0.7597374,0.6264421,0.9893639,0.8219266,1.0978063,1.0407298,0.76904726,1.2768173,0.83143073,1.2747152,1.147385,1.1547406,1.1469457,1.0060896,0.88299274,0.90774524,0.83526295,1.2242314,1.1588011,0.8831698,1.1765012,0.66529435,1.0617287,0.64223355,0.80416405,0.6050168,0.9805012,1.0511522,1.0674821,0.78836954,0.79597425,0.83946085,0.74329376,1.0368221,0.94679785,1.0467815,0.0,1.0383297,1.0669667,0.955979,1.3774321,0.96191144,1.1807755,0.9353722,0.79718745,1.0263506,1.3346488,0.9545574,1.2773545,1.1373546,0.89528584,0.6285775,1.0452098,1.31081,0.87336534,0.82677996,1.2292615,1.086745,0.8427042,1.167491,1.0674657,1.0939169,1.3249894,1.1172584
shower,0.7719373,1.2775456,1.2608025,0.817152,1.0573326,1.3105196,1.1975975,0.92454916,0.57820195,0.5798601,1.2576809,0.646379,0.86642516,0.7205296,1.2060397,0.94378614,1.1023456,1.0518116,0.92758197,1.2215753,0.8046421,1.0347384,1.037283,1.027647,1.1199924,1.1659315,0.8689129,0.80640787,1.1773428,0.42692995,1.0311737,1.3067517,0.5563549,1.172072,1.33463,0.6386186,1.124271,0.8260301,0.9715696,0.4832567,1.0038012,0.94329065,1.1373168,1.3718345,1.1771438,0.88612044,1.2625127,1.067142,1.3002945,1.2254035,1.2271435,1.1316074,0.89175653,1.1766955,1.1603086,0.92809075,1.1739209,0.8047632,0.96595734,1.3093734,0.89320207,1.0047166,1.0066293,0.9629479,1.1914616,0.5305036,1.1177266,1.1531631,0.9784778,1.1255033,0.90913385,0.8891823,1.0791447,1.0707166,1.2215295,1.2915467,1.319517,1.1069983,1.2517166,0.8722012,0.96933484,0.87488896,0.8452281,0.7973251,1.2522885,1.2841225,1.1476495,1.1283034,1.1703167,0.94686365,1.118884,0.70569193,1.1335402,1.0477211,1.0710651,0.6115256,0.7543996,1.0699773,0.7977818,0.86872184,0.83621347,1.0246601,1.0681636,1.0383297,0.0,0.87836933,1.0066451,1.3555119,0.96269196,1.3283299,1.2107065,1.0856988,1.2405517,1.1858634,1.0326284,1.3180673,0.856083,0.7893761,0.8116445,1.2472832,1.244343,1.1685172,1.071537,1.2297996,1.0675173,0.84237176,0.87997526,0.9314913,0.8766537,1.2033864,0.6671955
sink,1.0197861,0.8987459,1.1822063,0.9976016,1.0807564,0.92497176,1.1585783,1.0899302,0.45986676,0.8818406,0.89554036,0.60921794,1.116538,1.0135431,0.8561053,0.99338096,0.89357674,0.85038275,0.97302383,1.1707537,1.1086516,0.9490889,1.0762784,0.6513949,0.9348828,1.0379906,0.817297,0.7277099,0.99421245,0.7492558,0.9958121,1.2178111,0.83704907,1.2134823,1.048735,0.8672544,0.87239385,1.0606171,1.2395627,0.6885049,0.5330608,1.1350592,1.0368081,1.0896606,1.0194297,1.1107398,1.2383157,1.1560532,1.1073208,1.0852,0.8549792,1.2124418,0.8066079,1.2215196,1.2524818,0.8770281,1.1748757,1.1223252,1.1854892,1.0196438,1.0875319,0.9933336,1.038305,0.88435733,0.81879455,0.78121966,0.76373994,1.1454854,1.0723448,1.0125076,1.2649928,1.0257572,1.1578488,1.2577387,1.1410903,0.8587979,1.1878569,1.2278105,0.9088266,0.5689623,1.1122555,1.1270249,0.95865643,0.9791955,0.89724064,0.9940145,1.0011237,0.77445596,1.1497823,0.9572288,0.867333,1.0740478,1.2018425,1.0128815,1.0831757,0.51590955,0.9271886,0.969151,1.0864516,1.1125124,1.0119512,0.97135484,1.0397238,1.0669667,0.87836933,0.0,0.93525046,0.9236022,0.8661658,0.92945,1.0940862,0.98195344,0.91586024,0.8638018,0.96227956,1.078131,1.0452032,1.0247182,0.9734403,0.9117133,1.2826474,1.2465289,1.2614946,0.7625946,1.2487988,0.7390721,0.95446354,1.0360054,0.89733434,1.1347499,0.80784935
slide,0.9219634,1.1606785,1.1145347,0.9045056,0.7425009,0.8812188,0.89736456,0.91028327,0.7778736,0.8395634,1.1934018,0.80174124,0.84958684,0.8515711,1.1676415,0.9876288,0.7427734,0.9141981,0.92827696,1.259814,0.851409,0.81945795,1.2624139,1.0046456,1.0511978,1.013217,0.88242877,0.8347083,1.1262364,0.9396404,0.86277694,1.2801954,0.7693695,1.2732186,1.2351193,0.727725,0.870638,0.89945054,0.8793191,1.0034827,1.0999835,0.8072703,1.154242,1.1853945,1.0907109,1.0008044,1.2464817,0.9462734,1.157456,1.1934232,1.2500186,1.0654483,0.95514166,1.2838935,0.9034579,0.8376703,1.0545396,1.049964,1.1184608,1.0282698,0.9106781,0.99400693,0.9516074,0.8168936,1.2408981,0.98678774,1.1741028,1.1910272,0.9420458,0.90326405,0.8673037,0.8032785,1.1106725,1.1354736,1.2100937,1.077198,1.1747164,1.2101185,1.0631622,1.151432,1.1058608,0.8849157,0.9954619,0.8800936,1.2490444,1.3313842,1.0956337,0.9094889,1.2262033,0.8396319,1.1069221,0.93645257,0.909787,0.8990989,1.0613502,0.8855755,0.8253268,1.0458393,0.8539117,0.7279468,0.9500438,0.87862784,0.9796502,0.955979,1.0066451,0.93525046,0.0,1.2573441,0.8533486,1.2300622,1.1324766,1.0719243,1.279109,1.2037265,0.8558905,1.1183449,0.9122224,1.0048398,0.8868992,1.1561643,1.2808912,1.2718326,1.0936177,1.0539644,0.7353046,0.8468869,0.8266842,0.7992057,0.99578446,1.2176712,0.7639285
slipper,1.5744951,0.25727582,0.5554211,1.4110718,1.1061,0.5169269,1.1660781,1.2122277,1.3868294,1.5249581,0.18484437,1.2672696,1.5847716,1.4961267,0.38969707,1.3330442,0.9916697,1.1389319,1.3595262,0.92990077,1.2173805,1.1276228,0.9213623,0.63956857,0.71991175,0.923575,1.0751054,1.0468671,0.46788394,1.3865961,1.0942476,0.75047517,1.4966575,1.0220636,0.12616163,1.5939584,0.9313176,1.367874,1.4205291,1.213999,0.8963982,1.3247406,0.7593627,0.33348477,0.57161415,1.2158412,0.5286247,1.1869957,0.5258249,0.4079665,0.5740052,1.1732457,1.3219744,0.58538204,1.1972451,1.0512371,0.8638906,1.3096025,1.236047,0.3550812,1.1512481,0.9987505,0.88535696,1.1167017,0.34498012,1.2117019,0.41436154,0.8668491,1.4094014,1.0009583,1.4696242,1.2932448,0.96386856,1.1975602,0.31601703,0.6879171,0.3699696,0.88758147,0.5688723,0.85555017,1.159691,1.471113,1.2715108,1.5330172,0.19509536,0.26308954,0.96847594,0.915977,0.91595656,0.98037547,1.1015552,1.4117097,1.2782657,1.0444282,1.0160483,1.236304,1.2918273,1.2549977,1.2799094,1.3341246,1.2652429,1.2296609,1.0824214,1.3774321,1.3555119,0.9236022,1.2573441,0.0,1.1198946,0.3827356,0.6524309,1.1903247,0.5776737,0.27090567,1.0600805,0.35304475,1.2334923,1.3393581,1.4596369,0.6479324,0.4536755,0.8182775,0.91027224,0.4477079,1.154632,1.330826,1.093951,1.3195622,0.97644347,0.40320098,1.2980328
snow,0.9341279,1.0674385,1.1930367,0.8615555,1.0030986,1.07766,1.0380176,1.102268,0.67807883,0.7260735,1.1552676,0.7714987,0.8805525,0.84902626,1.0109,1.1563761,1.2234367,1.0806463,1.2211497,1.0818124,1.0623605,1.1585547,1.1277148,1.150001,1.0232062,1.0765913,0.3857677,1.023904,1.0481746,0.8276507,1.0078593,1.1338255,0.77522385,1.0573395,1.1905156,0.79564774,1.1786901,0.812585,1.0997866,0.90918005,1.0993369,1.0010365,1.1455777,1.1761923,0.93260646,1.0174825,1.2117833,0.97484905,1.075273,1.149385,1.1703494,1.0861537,0.89388806,1.1764351,1.0870655,0.39919972,1.2676384,0.956707,1.1351291,1.0206798,0.8161322,0.70684385,1.1685154,0.7765157,1.1293677,1.0138667,1.1565907,1.0519911,0.83151555,0.9900122,1.0716689,1.0372742,1.1341016,1.0344275,1.0910927,1.1683086,1.1482253,1.0855044,1.0155005,1.0750592,0.86129695,0.93443197,0.8187093,1.0126354,1.1674345,1.2120172,1.049102,0.93520945,1.0859762,1.1328286,1.0600797,1.0678997,1.0426583,1.0843759,1.1848478,0.7745812,0.653155,1.0638101,0.86693686,0.9385213,0.7766001,0.97231174,1.0193403,0.96191144,0.96269196,0.8661658,0.8533486,1.1198946,0.0,1.1082428,1.1223927,1.1066324,1.1873803,1.0134964,1.0136784,1.1870723,1.0945468,0.75189376,0.929333,1.0985115,1.2192732,1.1611953,1.2427298,1.1076124,1.1530874,1.0379367,0.9688842,1.015106,1.1500429,1.1409388,0.87385064
soap,1.3839236,0.5697549,0.7852715,1.4557519,1.1257598,0.59247303,0.92630345,1.1627104,1.314669,1.3606074,0.41263837,1.1725605,1.4423702,1.3099365,0.5134522,1.080842,0.9631521,1.1699181,1.149672,0.8824732,1.1351348,1.0858887,0.95293754,0.724562,0.70967174,1.0065557,1.1105919,1.0384867,0.7012245,1.2434419,1.0497432,0.7486334,1.3577698,0.9579142,0.39514,1.4309473,1.0260565,1.2726798,1.2812619,1.130465,0.9219363,1.1724591,0.79262304,0.59344316,0.7078046,1.1396075,0.7265694,1.0564431,0.45453513,0.625811,0.7242258,0.8407129,1.2876081,0.7915212,1.0582503,1.0512774,0.75974965,1.223699,1.2704604,0.5442657,1.1896559,1.0133201,0.88128686,1.0714058,0.5446408,1.092422,0.6095749,0.921292,1.2800776,1.0596353,1.2826668,1.1767883,1.0022656,1.0740921,0.6950153,0.73231053,0.7346951,0.982139,0.8217061,0.83742017,1.0917506,1.3812002,1.1377901,1.34798,0.49225396,0.48640674,0.67577434,0.7871522,0.90987194,1.0051343,1.0428834,1.3125091,1.144068,1.0143538,1.0766685,1.1586349,1.2704483,1.2289221,1.2356915,1.2744539,1.244973,1.1327802,0.99809605,1.1807755,1.3283299,0.92945,1.2300622,0.3827356,1.1082428,0.0,0.7005254,1.1775336,0.75914764,0.6128695,1.0993623,0.5750396,1.0981001,1.2686828,1.3231583,0.7833849,0.7310862,0.8928249,1.0280313,0.54997456,1.0689492,1.1525776,1.0042224,1.1837834,0.99532014,0.79128724,1.1691451
sock,1.2150357,0.71036655,0.83220094,1.2347658,1.2007074,0.87733454,0.88851476,1.2686431,1.28139,1.2269535,0.8124914,0.9480519,1.2748408,1.1596664,0.9263247,1.1584215,1.0682981,1.1577401,1.0398096,0.8104873,1.0209799,1.0785418,0.7927311,0.84405774,0.9828778,0.8184099,1.1690167,1.0258113,0.99493164,1.2233791,1.0968125,0.80964655,1.1695222,0.85462224,0.7041085,1.3404987,0.9516042,1.120966,1.2009119,1.1169212,0.95547855,1.2437309,0.5697355,0.7451942,0.88883954,1.0793201,0.6384595,1.0594482,0.8682615,0.62860763,0.88323617,1.0096185,1.2140384,0.6315124,0.8532439,1.1400341,0.96315444,1.1400447,0.92832863,0.6815806,1.1457876,0.92350864,1.0812404,1.0818874,0.82753927,1.1300111,0.88423115,0.9435705,1.176241,1.0925993,1.0773046,1.2399535,1.0239125,0.89868814,0.8644469,0.5784726,0.67224926,0.8239249,0.8197986,0.88502955,1.0905018,1.0944867,1.0678368,1.3061998,0.8139533,0.6985986,0.81636995,0.79153633,0.93392843,1.0670289,1.0857413,1.1195395,0.9977424,1.0227697,1.0363424,1.1012737,1.0806625,1.0921569,1.0418855,1.2523612,1.1206436,0.9930787,0.9285977,0.9353722,1.2107065,1.0940862,1.1324766,0.6524309,1.1223927,0.7005254,0.0,1.0096154,0.85283804,0.9088624,1.084897,0.7711499,1.1204932,1.0149729,1.3273867,0.95206666,0.6283958,0.70259583,0.85019743,0.6262727,1.1406717,1.247159,1.2663125,1.2835639,1.0022358,0.81832427,1.2599584
soup,0.90639466,1.119604,0.8970892,0.9248214,0.9446625,0.975895,0.886592,1.1601534,1.1479598,1.1005123,1.227032,1.1865762,0.9445561,1.0822997,1.1906657,1.0858049,0.8931993,0.6628299,1.039908,0.89924324,1.153943,1.0594846,0.85220563,1.2524285,1.2346435,0.8343299,1.203915,1.2984328,1.1803052,1.1628587,1.1319361,0.9383611,1.1251997,0.90310454,1.1909643,1.0941449,0.895995,1.0375051,0.9025372,1.1169422,0.9134459,0.999347,0.9762519,0.7702147,1.1064076,0.92460465,0.8095146,0.8300142,1.2246654,1.0086154,1.1330463,1.0120133,0.7475822,0.8963065,0.89314616,1.2557836,1.0162035,0.973681,0.73651433,1.1682065,1.1143097,1.1540159,1.1581358,1.0626638,1.1707938,1.243647,1.2359452,1.0634865,0.85684335,0.8707115,0.8797489,1.172302,0.7961427,0.79620075,0.9657734,1.0090832,1.0046563,0.70775104,0.69594693,1.2074399,1.0546799,0.82972497,1.0536519,1.0217538,1.1878905,1.1020961,0.8205249,1.2194703,1.0493127,1.1748871,0.7263102,0.98171353,0.5146062,1.1564504,1.0033497,1.1833099,1.0178633,0.0337739,1.0263617,1.1353083,1.1257293,0.9769457,1.0050552,0.79718745,1.0856988,0.98195344,1.0719243,1.1903247,1.1066324,1.1775336,1.0096154,0.0,1.0835619,1.1068876,1.093634,0.9586637,1.2277732,0.97819465,0.8801867,1.0104668,0.8611161,0.68241787,0.9035991,1.2373701,1.1613218,1.0251652,1.1665608,1.1565049,1.1826897,1.1134814,1.1130766
